,Comune Bari,,,,,
,Stadio S.Nicola,,,,,
Parm,SO2,NO2,CO,O3,PM10,BENZENE



28/01/2009 12.00,"1,18974762","22,86201344","0,3557211","38,37073275","25,39682007","0,59088514"
28/01/2009 13.00,"0,94141351","19,60922344","0,33862822","40,3436082",,"0,5317415"
28/01/2009 14.00,"1,21683847","21,11960784","0,36317011","37,8501375","26,37360954","0,51544103"
28/01/2009 15.00,"1,08138322","18,15560441","0,31174585","43,20605415",,"0,4592711"
28/01/2009 16.00,"1,26199022","20,96548152","0,31852615","38,8677471","19,53602028","0,34307681"
28/01/2009 17.00,"1,34326377","28,20274568","0,35476697","31,129581",,"0,3543106"
28/01/2009 18.00,"1,25973248","30,26311688","0,39411135","26,07862005","21,0012207","0,37688901"
28/01/2009 19.00,"1,22812615","22,85065616","0,38876283","27,7886742",,"0,5687481"
28/01/2009 20.00,"1,23715711","25,01972456","0,41664827","26,34818445","13,67521","0,55531149"
28/01/2009 21.00,"1,06332232","23,9603236","0,39563983","26,5705671",,"0,55663258"
28/01/2009 22.00,"1,07912548","16,24610722","0,37739942","31,5743463","17,09399986","0,47810492"
28/01/2009 23.00,"1,10170186","12,77430526","0,36727674","33,67190925",,"0,47491052"
29/01/2009 0.00,"0,99333746","9,37874814","0,36961606","35,9901591","14,65200996","0,47579226"
29/01/2009 1.00,"1,18636101","6,79111617","0,34497864","40,28968335",,"0,45607772"
29/01/2009 2.00,"0,93915577","5,96209974","0,34493087","40,8743181","9,76801014","0,47568243"
29/01/2009 3.00,"1,13330819",,"0,29231248","48,6495513",,"0,4163181"
29/01/2009 4.00,"1,04187582","1,71968148","0,27073086",,"10,25640965","0,33613782"
29/01/2009 5.00,"0,98430752","3,07920143",,"44,6336562",,"0,31884679"
29/01/2009 6.00,"1,02155718","6,17949414","0,37297359","35,50204245","10,25640965","0,47755472"
29/01/2009 7.00,"1,10621734","10,86319052","0,37952205","29,91013725",,"0,63449918"
29/01/2009 8.00,"1,42227857","18,60661462","0,4576353","20,70077835","10,7448101","0,636702"
29/01/2009 9.00,"1,21232299","22,29906328","0,5584078","19,53271184",,"0,99751123"
29/01/2009 10.00,"1,12653497","14,60105683","0,52021211","30,78578265","21,97801971","1,16965577"
29/01/2009 11.00,"1,52386975","10,67661756","0,43679229","36,641367",,"1,04751305"
29/01/2009 12.00,"1,49226342","9,33819079","0,39591943","39,41196315","23,93161964","0,92592257"
29/01/2009 13.00,"1,52161303","8,35505186","0,37569736","40,6831572",,"0,76853673"
29/01/2009 14.00,"1,94829639","14,93526105","0,39357661","34,5435846","19,04759979","0,67403912"
29/01/2009 15.00,"2,35691886","15,93624276","0,38296346","30,78578265",,"0,63725322"
29/01/2009 16.00,"2,21694915","20,02127856","0,42469726","24,86426355","11,23320961","0,65421373"
29/01/2009 17.00,"1,96409956","15,99626618","0,40026954","28,5358416",,"0,73042872"
29/01/2009 18.00,"1,28005112","25,94283816","0,4391351","20,2646514","16,60560989","0,7566419"
29/01/2009 19.00,"1,3884145","28,36985448","0,49100207","16,66577913",,"0,6976081"
29/01/2009 20.00,"1,55321834","23,44767816","0,48129878","20,89010385","10,25640965","0,83241552"
29/01/2009 21.00,"1,54193065","19,93043944","0,4457325","24,42476505",,"0,7448569"
29/01/2009 22.00,"1,22135395","12,76781594","0,39180814","34,4658195","14,65200996","0,63438935"
29/01/2009 23.00,"1,59837008","7,50170141","0,3660896","40,1354499",,"0,6098288"
30/01/2009 0.00,"1,09718638","6,82031814","0,35533199","38,15259945","11,23320961","0,53030957"
30/01/2009 1.00,"1,40421767","7,83914838","0,36451103","34,4860887",,"0,49561664"
30/01/2009 2.00,"1,28682332","7,25023899","0,3644155","34,14464445","13,67521","0,49561664"
30/01/2009 3.00,"1,13105045",,"0,35107858","38,7357978",,"0,45607772"
30/01/2009 4.00,"1,17168672","2,80664774","0,34744494",,"9,27960968","0,45034997"
30/01/2009 5.00,"1,17168672","2,69632917",,"37,4275566",,"0,4420899"
30/01/2009 6.00,"1,46065811","5,68954796","0,3604277","34,61311035","9,27960968","0,45596788"
30/01/2009 7.00,"1,41211976","12,93167434","0,37730156","26,69108505",,"0,44924856"
30/01/2009 8.00,"1,3884145","18,00797124","0,41740669","21,9556533","14,16361046","0,44946925"
30/01/2009 9.00,"1,47420354","17,96254403","0,48026776","22,3345038",,"0,6417687"
30/01/2009 10.00,"1,3816423","13,65360921","0,45531462","27,86111265","19,04759979","0,83891415"
30/01/2009 11.00,"1,3816423","10,18666947","0,44159558","31,48183815",,"0,78692918"
30/01/2009 12.00,"1,46291585","7,65906857","0,41764668","37,3118865","19,53602028","0,82536669"
30/01/2009 13.00,"1,80606793","9,30249949","0,40689023","37,474479",,"0,7061987"
30/01/2009 14.00,"1,57353698","13,70714521","0,41248456","31,624341","16,11721039","0,62690016"
30/01/2009 15.00,"1,83767425","16,65656199","0,42462619","29,8927608",,"0,63449918"
30/01/2009 16.00,"1,68641584","14,2327846","0,39484413","34,57959435","13,18680954","0,68218936"
30/01/2009 17.00,"1,47420354","27,34615056","0,44111677","26,05579725",,"0,59771327"
30/01/2009 18.00,"1,6773859","30,0927768","0,48691175","23,72914845","18,07081032","0,62106258"
30/01/2009 19.00,"1,67287042","24,1306828","0,47883364","21,0521577",,"0,71589071"
30/01/2009 20.00,"1,35455145","24,30264808","0,48667293","21,9439227","16,60560989","0,71192543"
30/01/2009 21.00,"1,54418839","23,61476784","0,51946418","24,6678558",,"0,75333767"
30/01/2009 22.00,"1,4719458","14,98230772","0,436529","35,50487535","15,62880993","0,69452456"
30/01/2009 23.00,"1,31165744","7,89755233","0,397618","43,7185497",,"0,6146748"
31/01/2009 0.00,"1,25973248","7,67204722","0,40555281","42,057393","10,25640965","0,6146748"
31/01/2009 1.00,"1,30714196","6,09350958","0,3882013","43,73197605",,"0,58438752"
31/01/2009 2.00,"1,31617191","4,88486746","0,37467332","43,32798855","11,72161007","0,59451989"
31/01/2009 3.00,"1,2913388",,"0,36955781","42,4814901",,"0,51566171"
31/01/2009 4.00,"1,2732779","2,67361652","0,36908016",,"11,23320961","0,51555188"
31/01/2009 5.00,"1,31617191","2,47406873",,"42,5798037",,"0,54319597"
31/01/2009 6.00,"1,23038389","3,97311114","0,34473049","40,9850007","15,14041042","0,51533119"
31/01/2009 7.00,"1,31617191","7,7369405","0,34726553","38,18439975",,"0,49550681"
31/01/2009 8.00,"1,35680919","11,87065965","0,37280466","34,46935065","13,18680954","0,54022226"
31/01/2009 9.00,"1,40647541","15,40411213","0,41642226","32,2329357",,"0,77128975"
31/01/2009 10.00,"1,43130953","18,1053169","0,45262697","31,1180898","24,90842056","0,89849814"
31/01/2009 11.00,"1,40647541","11,13248998","0,42020036","40,3618824",,"1,03738068"
31/01/2009 12.00,"1,80832567","10,00010607","0,39322711","47,94354075","23,93161964","0,93175913"
31/01/2009 13.00,"1,55084669","8,57255525","0,36073876","51,1236306",,"0,800379"
31/01/2009 14.00,"1,68867358","12,95600454","0,36964868","48,17424255","23,93161964","0,67381844"
31/01/2009 15.00,"1,66384048","15,18347498","0,38241824","45,6953154",,"0,64143817"
31/01/2009 16.00,"2,03408441","16,91776414","0,41058794","48,1439385","21,48962021","0,61445411"
31/01/2009 17.00,"1,59159788","20,710784","0,4171399","42,30698745",,"0,72040619"
31/01/2009 18.00,"1,86250838","46,8466768","0,54713177","20,6701551","12,69841003","0,78131228"
31/01/2009 19.00,"2,86487578","60,49705664","1,41842828","12,34922157",,"1,16106517"
31/01/2009 20.00,"2,04762983","53,80002808","0,93791937","13,46406947","16,60560989","2,8210502"
31/01/2009 21.00,"1,27779338","24,9937596","0,61188829","18,36974255",,"1,66549208"
31/01/2009 22.00,"1,41663524","25,52751352","0,55693524","16,80861315","31,74603081","1,37230726"
31/01/2009 23.00,"1,24392931","16,43430538","0,37361783","21,19222665",,"0,95400702"
01/02/2009 0.00,"1,24618705","19,80065288","0,54239604","18,10533921","40,53723145","0,73406348"
01/02/2009 1.00,"1,13105045","11,40504367","0,42737443","24,23531985",,"0,95114315"
01/02/2009 2.00,"1,33874829","7,80345707","0,43550496","23,3932902","32,23442078","1,04696285"
01/02/2009 3.00,"1,18974762",,"0,44205692","22,38116685",,"0,858408"
01/02/2009 4.00,"1,15588355","8,34207321","0,41976931",,"33,21123123","0,77327188"
01/02/2009 5.00,"1,28908106","10,37810465",,"24,10831815",,"0,79507941"
01/02/2009 6.00,"1,20780852","10,02930614","0,42686066","29,5139502","32,72283173","0,86589719"
01/02/2009 7.00,"1,37712682","4,26350953","0,35796256","40,84321605",,"0,64231889"
01/02/2009 8.00,"1,22586841","5,79175583","0,36632493","37,148097","25,88521957","0,55674241"
01/02/2009 9.00,"1,51935529","5,47377494","0,38921019","38,5592004",,"0,53537626"
01/02/2009 10.00,"1,38615778","2,66226115","0,38462242","47,0796858","19,04759979","0,63306826"
01/02/2009 11.00,"1,17281559","2,14473438","0,38562665","52,0866969",,"0,61368323"
01/02/2009 12.00,"1,29924089","1,98087789","0,37086261","54,84839535","21,97801971","0,51753401"
01/02/2009 13.00,"1,36583914","5,07305798","0,43737246","49,562184",,"0,53504573"
01/02/2009 14.00,"1,26876344","6,46502457","0,45677087","48,5967636","16,11721039","0,73285223"
01/02/2009 15.00,"1,21232299","2,03441389","0,36541623","56,68838385",,"0,59496026"
01/02/2009 16.00,"1,42227857","0,26444107","0,31171206","63,09305205","19,53602028","0,47413964"
01/02/2009 17.00,"1,24618705","2,94292554","0,36049527","57,6319191",,"0,35761483"
01/02/2009 18.00,"1,1942631","4,13696763","0,37994145","53,0941719","19,53602028","0,39770497"
01/02/2009 19.00,"1,30036874","3,83521197","0,36484305","52,9932648",,"0,39274913"
01/02/2009 20.00,"1,22586841","3,4896543","0,37181907","53,4725835","8,30280876","0,30023366"
01/02/2009 21.00,"1,15136909","4,31704744","0,35069995","52,6198806",,"0,33547779"
01/02/2009 22.00,"0,96850436","5,7219946","0,37009837","45,4062","15,62880993","0,29538765"
01/02/2009 23.00,"1,14233813","5,62952072","0,35543102","46,7433288",,"0,29957261"
02/02/2009 0.00,"1,00011068","5,00329674","0,35003124","49,7068215","14,65200996","0,23811631"
02/02/2009 1.00,"0,99107972","5,38941367","0,37473274","44,5551729",,"0,23525244"
02/02/2009 2.00,"1,23715711","2,47082406","0,34649547","47,81805525","8,79120922","0,23547313"
02/02/2009 3.00,"1,09944412",,"0,34076134","36,9227019",,"0,2203839"
02/02/2009 4.00,"1,01591384","14,97095618","0,34372393",,"14,16361046","0,21818108"
02/02/2009 5.00,"1,04526243","10,80478274",,"21,76108095",,"0,23789562"
02/02/2009 6.00,"1,00349627","1,7002135","0,24895701","54,79867995","9,27960968","0,21465717"
02/02/2009 7.00,"1,08815644","2,61845723","0,23931896","55,5266754",,"0,17842248"
02/02/2009 8.00,"1,0136561","4,2489095","0,2291089","54,39684705","15,14041042","0,13480742"
02/02/2009 9.00,"0,99333746","2,19015967","0,24160935","55,62923835",,"0,12313328"
02/02/2009 10.00,"1,15136909","3,89848387","0,25282248","54,33631875","12,21000957","0,15870794"
02/02/2009 11.00,"1,04977689","1,99547792","0,24160935","58,9531677",,"0,17346562"
02/02/2009 12.00,"1,11073181","2,56978727","0,24781181","59,67613575","12,21000957","0,1486854"
02/02/2009 13.00,"1,21119412","0,68462793","0,22853572","63,9651264",,"0,15364124"
02/02/2009 14.00,"1,15362581","0,61162203","0,23116047","63,7465542","12,21000957","0,13348634"
02/02/2009 15.00,"1,19877756","1,5006657","0,23865142","64,6326135",,"0,13007227"
02/02/2009 16.00,"1,14459587","2,20962766","0,25038879","68,1532698","11,72161007","0,21201399"
02/02/2009 17.00,"1,33874829","1,42441514","0,25997907","69,70172895",,"0,17225438"
02/02/2009 18.00,"1,57127924","1,546091","0,24847936","70,3759392","8,79120922","0,12511541"
02/02/2009 19.00,"1,22135395","1,17132944","0,26751662","70,06489875",,"0,15848725"
02/02/2009 20.00,"1,09041418","1,64343092","0,26360455","68,9132052","12,21000957","0,13172387"
02/02/2009 21.00,"1,0678378","0,47047819","0,25573148","70,60797765",,"0,10650227"
02/02/2009 22.00,"1,19200536","0,50941416","0,25888048","69,70005315","14,65200996","0,0915239"
02/02/2009 23.00,"1,26199022","0,03244664","0,22944326","71,423394",,"0,07885818"
03/02/2009 0.00,"1,05880785","0,02595731","0,2401298","69,25620555","16,11721039","0,09912292"
03/02/2009 1.00,"1,35906693","0,02920198","0,26918723","67,46728905",,"0,08733894"
03/02/2009 2.00,"1,22135395","0,01946798","0,25744986","63,59020605","16,11721039","0,09119337"
03/02/2009 3.00,"1,08138322",,"0,25902377","61,765998",,"0,09901309"
03/02/2009 4.00,"1,08138322","0,02271265","0,24504494",,"23,93161964","0,09053232"
03/02/2009 5.00,"1,21232299","0,01297866",,"61,98067995",,"0,08799999"
03/02/2009 6.00,"1,1829744","0,02108936","0,21187156","61,0080177","30,28083038","0,11872763"
03/02/2009 7.00,"1,14911135","0,06489328","0,21086966","59,3125869",,"0,1081549"
03/02/2009 8.00,"1,18523214","0,20117108","0,20748534","57,29969175","33,69963074","0,09934361"
03/02/2009 9.00,"1,04187582","0,61324532","0,21635332","54,3208974",,"0,11905816"
03/02/2009 10.00,"1,25521801","0,90850974","0,22121603","52,90749975","44,4444313","0,09923378"
03/02/2009 11.00,"1,23941485","0,80630378","0,23380269","52,811241",,"0,09934361"
03/02/2009 12.00,"0,9955952","0,68138326","0,23790232","53,4867081","57,14284134","0,08866003"
03/02/2009 13.00,"1,24844479","0,53050543","0,23628181","53,95108425",,"0,06850512"
03/02/2009 14.00,"1,05203463","0,78683389","0,24405236","53,57450805","63,00365067","0,07907887"
03/02/2009 15.00,"1,03848921","1,15348283","0,23056049","52,01924595",,"0,03942909"
03/02/2009 16.00,"1,04074695","1,01071762","0,23499448","52,7757699","60,56166077","0,03953893"
03/02/2009 17.00,"1,02494379","2,0798411","0,25435096","51,5869494",,"0,07147883"
03/02/2009 18.00,,,,,,
03/02/2009 19.00,,,,,,
03/02/2009 20.00,,,,,,
03/02/2009 21.00,,,,,,
03/02/2009 22.00,,,,,,
03/02/2009 23.00,,,,,,
04/02/2009 0.00,,,,,,
04/02/2009 1.00,,,,,,
04/02/2009 2.00,,,,,,
04/02/2009 3.00,,,,,,
04/02/2009 4.00,,,,,,
04/02/2009 5.00,,,,,,
04/02/2009 6.00,,,,,,
04/02/2009 7.00,,,,,,
04/02/2009 8.00,,,,,,
04/02/2009 9.00,,,,,,
04/02/2009 10.00,,,,,,
04/02/2009 11.00,,,,,,
04/02/2009 12.00,,,,,,
04/02/2009 13.00,,,,,,
04/02/2009 14.00,,,,,,
04/02/2009 15.00,,,,,,
04/02/2009 16.00,,,,,,
04/02/2009 17.00,,,,,,
04/02/2009 18.00,,,,,,
04/02/2009 19.00,"1,1663973","12,78597229",,"51,64462485",,"0,15859708"
04/02/2009 20.00,"1,28456558","12,09454146",,"51,32506575","22,95482063","0,15859708"
04/02/2009 21.00,"1,13782265","17,19193538",,"44,165709",,"0,15859708"
04/02/2009 22.00,"1,04752017","14,19384672",,"44,90563455","16,11721039","0,14031447"
04/02/2009 23.00,"1,02042831","11,09193264",,"41,4188733",,"0,15716515"
05/02/2009 0.00,"1,08364096","7,37840418",,"39,06056385","18,07081032","0,23668438"
05/02/2009 1.00,"1,24844479","5,00329674",,"37,6972806",,"0,19912758"
05/02/2009 2.00,"1,13217932","5,15579595",,"37,06209255","12,69841003","0,23723559"
05/02/2009 3.00,"1,13330819",,"1,00338421","41,84119485",,"0,19890791"
05/02/2009 4.00,"0,96963323","1,21026541","0,969633",,"9,76801014","0,15870794"
05/02/2009 5.00,"1,10170186","2,3945735",,,,"0,11916799"
05/02/2009 6.00,"1,21683847","6,48773913","0,24690428",,"7,32600689","0,1387727"
05/02/2009 7.00,"1,09041418","7,30864294","0,23699479",,,"0,13888254"
05/02/2009 8.00,"1,14233813","24,65145424","0,29569564",,"13,67521","0,1393229"
05/02/2009 9.00,"1,31165744","25,07001016","0,38174487",,,"0,25915296"
05/02/2009 10.00,"1,19200536","15,34408871","0,36654512",,"18,55920982","0,51478099"
05/02/2009 11.00,"1,19651982","5,91180649","0,26138989",,,"0,29351535"
05/02/2009 12.00,"1,24561143",,"0,22383844",,"15,14041042",
05/02/2009 13.00,"1,01591384","4,89460146","0,23280079",,,
05/02/2009 14.00,"1,08815644","7,23888171","0,26134212","57,1074735","14,65200996",
05/02/2009 15.00,"1,10847407","5,53704684","0,24995308","59,62015605",,
05/02/2009 16.00,"0,99333746","7,1496525","0,26829834","58,8748839","7,81440783",
05/02/2009 17.00,"1,16265677","5,89234042","0,28573722","57,87205725",,
05/02/2009 18.00,"1,07686774","4,82808489","0,30265069","57,26039025","9,76801014",
05/02/2009 19.00,"0,98656526","5,00654141","0,29617096","55,9710417",,
05/02/2009 20.00,"0,97527656","5,10550462","0,29741052","54,48211335","10,7448101",
05/02/2009 21.00,"1,13105045","5,91829773","0,29674298","52,02738555",,
05/02/2009 22.00,"1,16942898","2,44324538","0,28449766","56,5070583","18,55920982",
05/02/2009 23.00,"1,03171701","2,65414854","0,30813085","55,90666305",,
06/02/2009 0.00,"1,21232299","4,21646286","0,34472234","50,7605805","11,23320961",
06/02/2009 1.00,"1,18748988","3,06784606","0,30889276","56,6567631",,
06/02/2009 2.00,"1,04752017","1,14861679","0,28940464","62,34851805","14,16361046",
06/02/2009 3.00,"0,97979204",,"0,32566527","60,92237235",,
06/02/2009 4.00,"1,13782265","1,63207364","0,31003563",,"16,11721039",
06/02/2009 5.00,"1,12879271","3,23656859",,"55,4599626",,
06/02/2009 6.00,"1,15701242","4,56688848","0,30038943","52,2300177","14,16361046",
06/02/2009 7.00,"1,42453631","2,07497314","0,25533305","54,63652635",,
06/02/2009 8.00,"1,11524729","5,19473383","0,28424369","52,1198937","21,0012207",
06/02/2009 9.00,"1,02720153","3,4523397","0,27495631","54,3636303",,
06/02/2009 10.00,"1,15362581","2,48867067","0,26719275","56,19406275","21,0012207",
06/02/2009 11.00,"1,01139836","2,36699482","0,27476642","56,4222708",,
06/02/2009 12.00,"1,27102016","0,81765915","0,25228541","60,0974598","17,09399986",
06/02/2009 13.00,"1,02945927","0,54023942","0,24623673","60,77729595",,
06/02/2009 14.00,"1,00801175","0,76898919","0,23218567","64,16524485","21,48962021",
06/02/2009 15.00,"1,05203463","0,43803155","0,23142376","65,0269851",,
06/02/2009 16.00,"1,09944412","0,43316551","0,23485352","63,2588166","25,39682007",
06/02/2009 17.00,"0,94592797","1,55906774","0,25219105","60,960816",,
06/02/2009 18.00,"1,03171701","1,62396294","0,26204928","59,50859565","28,81562042",
06/02/2009 19.00,"1,04752017","1,69372417","0,2678603","57,4020951",,
06/02/2009 20.00,"1,08364096","2,48867067","0,28248105","56,13501075","30,28083038",
06/02/2009 21.00,"1,07461102","2,67199323","0,27028816","55,40252655",,
06/02/2009 22.00,"1,10847407","2,5308513","0,27062135","53,81945415","27,35042",
06/02/2009 23.00,"0,98430752","2,40106474","0,27276611","52,42630575",,
07/02/2009 0.00,"1,07122441","2,59412321","0,27414664","50,6198133","25,88521957",
07/02/2009 1.00,"1,0678378","1,12590414","0,24480728","55,2700785",,
07/02/2009 2.00,"0,91657939","0,14600988","0,22480423","55,05623445","15,62880993",
07/02/2009 3.00,"1,02494379",,"0,21851789","57,59997915",,
07/02/2009 4.00,"1,03397373","0,31473432","0,22694666",,"12,21000957",
07/02/2009 5.00,"1,09944412","0,01946798",,"53,75166405",,
07/02/2009 6.00,"0,89174628","0,89228642","0,23350678","53,11406205","9,76801014",
07/02/2009 7.00,"0,98204978","6,91116874","0,33793272","44,65494285",,
07/02/2009 8.00,"1,1942631","7,67367051","0,43750294","45,5908173","21,97801971",
07/02/2009 9.00,"1,39744546","5,51433419","0,43402891","49,44477825",,
07/02/2009 10.00,"1,37148349","7,33622163","0,40166404","46,71450105","29,30401993",
07/02/2009 11.00,"1,15136909","6,2005835","0,37577192","47,19425865",,
07/02/2009 12.00,"1,33649055","4,82159556","0,38505231","48,86399385","38,0952301",
07/02/2009 13.00,"1,12201949","2,49191534","0,32393874","54,84376695",,
07/02/2009 14.00,"1,01929944","0,85659703","0,26839387","57,2426148","60,56166077",
07/02/2009 15.00,"1,20780852","0,18332447","0,27234438","56,6176611",,
07/02/2009 16.00,"0,94931458","0,36827223","0,27263097","57,51092235",,
07/02/2009 17.00,"1,11411842","0,50292483","0,28238668","57,09899475",,
07/02/2009 18.00,"1,02494379","1,00747295","0,26939344","57,037449",,
07/02/2009 19.00,"0,93012481","1,91598461","0,28690921","56,21520975",,
07/02/2009 20.00,"1,0531635","2,39619679","0,2883841","52,87418325",,
07/02/2009 21.00,"0,9955952","2,42377739","0,27824744","52,5427539",,
07/02/2009 22.00,"1,11976277","4,66909635","0,27853286","54,31980015",,
07/02/2009 23.00,"1,0678378","6,05295224","0,30442499","50,8667145",,
08/02/2009 0.00,"1,01817057","6,28819134","0,28781325","50,12654955","75,21366119",
08/02/2009 1.00,"1,02720153","4,69343038","0,24707087","60,0470661",,
08/02/2009 2.00,"0,88271634","6,65970632","0,24178876","53,5843833","40,04883957",
08/02/2009 3.00,"1,00236842",,"0,23593464","53,077773",,
08/02/2009 4.00,"0,94367023","1,43901709","0,240456",,"22,46640968",
08/02/2009 5.00,"0,90980718","6,93226001",,"47,56361295",,
08/02/2009 6.00,"1,05655011","1,86731465","0,19880376","54,3665829","14,16361046",
08/02/2009 7.00,"1,12766384","0,01460003","0,19086661","56,6024991",,
08/02/2009 8.00,"0,93464029","0,3439363","0,22674978","57,02462115","9,76801014",
08/02/2009 9.00,"1,20555078","0,5694414","0,24580685","56,57235465",,
08/02/2009 10.00,"1,0136561","3,01268486","0,3503656","52,69718685","16,11721039",
08/02/2009 11.00,"1,15136909","0,31311103","0,27793522","58,751154",,
08/02/2009 12.00,"1,14685361","0,88417572","0,27109201","57,7720479","12,21000957",
08/02/2009 13.00,"1,0858987","2,196649","0,26914296","56,5787187",,
08/02/2009 14.00,"1,02494379","1,84946804","0,25341197","56,08517565","10,25640965",
08/02/2009 15.00,"0,89626176","0,94257967","0,25412378","55,8122397",,
08/02/2009 16.00,"1,19877756","1,94194192","0,2593523","54,62048655","5,86080599",
08/02/2009 17.00,"0,97979204","1,74563879","0,26400997","52,4020266",,
08/02/2009 18.00,"0,93689803","13,58060714","0,32798129","38,18990595","3,41880298",
08/02/2009 19.00,"1,01929944","18,06474999","0,33045225","29,11133925",,
08/02/2009 20.00,"1,14008039","16,09360992","0,31305764","32,03596935","9,76801014",
08/02/2009 21.00,"0,98882198","9,94818954","0,29675579","41,40018015",,
08/02/2009 22.00,"1,07686774","6,26710006","0,28035958","48,6934812","14,65200996",
08/02/2009 23.00,"1,27553564","5,22393581","0,2607305","49,1108352",,
09/02/2009 0.00,"1,02945927","5,14768525","0,26267954","48,1031607","17,58241081",
09/02/2009 1.00,"0,89061741","3,74273809","0,24670972","52,55913285",,
09/02/2009 2.00,"1,07235328","2,17555773","0,24300386","54,445944","12,69841003",
09/02/2009 3.00,"1,00123955",,"0,23991428","54,8251935",,
09/02/2009 4.00,"1,06106559","0,42667427","0,21805189",,"12,69841003",
09/02/2009 5.00,"1,04526243","1,57691435",,"52,3364709",,
09/02/2009 6.00,"1,17394446","4,07694039","0,25989985","49,95374265","14,65200996",
09/02/2009 7.00,"1,28117999","16,59978133","0,28732745","34,9774173",,
09/02/2009 8.00,"1,11524729","25,57942432","0,37884868","25,1191647","18,07081032",
09/02/2009 9.00,"1,2405427","21,64686096","0,46494218","34,27539675",,
09/02/2009 10.00,"1,1039596","14,97906306","0,37261127","48,8501286","27,35042",
09/02/2009 11.00,"1,23489937","11,10978498","0,32618369","54,78403665",,
09/02/2009 12.00,"1,48323348","6,81869677","0,30994592","58,3937298","21,97801971",
09/02/2009 13.00,"1,54418839","10,48031061","0,31332675","54,8125053",,
09/02/2009 14.00,"1,29811202","9,48906862","0,30399277","56,8395051","20,02441978",
09/02/2009 15.00,"1,33874829","10,09095666","0,32199319","54,5247465",,
09/02/2009 16.00,"1,31617191","10,26291812","0,33308748","52,75863285","10,7448101",
09/02/2009 17.00,"1,2913388","11,57214674","0,36675365","48,0437496",,
09/02/2009 18.00,"1,25973248","15,01799902","0,38856245","42,84663495","9,27960968",
09/02/2009 19.00,"1,12653497","19,63841968","0,40542","35,9181795",,
09/02/2009 20.00,"1,15136909","24,41295136","0,43237111","27,8560653","11,23320961",
09/02/2009 21.00,"1,10170186","24,8299012","0,45151439","25,4496165",,
09/02/2009 22.00,"1,32068739","21,04173208","0,43451355","26,93427555","13,67521","0,53427485"
09/02/2009 23.00,"1,45388489","8,92773793","0,37437275","37,3538214",,"0,49550681"
10/02/2009 0.00,"1,16717124","5,02438802","0,34746824","40,2488457","10,25640965","0,41312371"
10/02/2009 1.00,"1,1829744","3,26901523","0,33313525","40,432266",,"0,3390017"
10/02/2009 2.00,"1,27779338","2,36699482","0,31751726","40,8702483","10,25640965","0,35265899"
10/02/2009 3.00,"1,20329304",,"0,3053267","41,3018865",,"0,27985806"
10/02/2009 4.00,"1,12879271","0,60026666","0,29961237",,"7,81440783","0,31444115"
10/02/2009 5.00,"0,97640543","0,90850974",,"43,80363645",,"0,28040927"
10/02/2009 6.00,"1,18748988","2,55031929","0,27501107","38,362254","4,88400507","0,27468153"
10/02/2009 7.00,"1,32746061","10,53222714","0,29121272","34,7152344",,"0,30364772"
10/02/2009 8.00,"1,30036874","23,88244784","0,38180312","24,96832275","14,65200996","0,40695662"
10/02/2009 9.00,"1,23715711","25,25008232","0,41125316","31,4179383",,"0,55531149"
10/02/2009 10.00,"1,25747474","12,74834604","0,34434721","46,99380105","21,0012207","0,58714054"
10/02/2009 11.00,"1,45388489","11,44885333","0,32337954","50,256444",,"0,38118482"
10/02/2009 12.00,"1,54870387","9,8167816","0,30241187","53,7474945","17,09399986","0,37942236"
10/02/2009 13.00,"1,30714196","9,22949359","0,28044346","55,73405565",,"0,27732471"
10/02/2009 14.00,"1,45614263","5,2693611","0,27734573","58,39331085","12,21000957","0,20331254"
10/02/2009 15.00,"1,45388489","6,89170075","0,27177004","58,0719363",,"0,2082694"
10/02/2009 16.00,"1,32520287","3,9406645","0,28430427","53,7868758","9,76801014","0,16410414"
10/02/2009 17.00,"1,33310394","4,95300541","0,29612203","53,45604495",,"0,21223366"
10/02/2009 18.00,"1,35680919","3,79952066","0,30284059","56,2413243","14,65200996","0,19824686"
10/02/2009 19.00,"1,25634587","2,29723358","0,27458235","54,68328915",,"0,21807124"
10/02/2009 20.00,"1,22586841","2,97537218","0,26991186","52,421019","10,25640965","0,11883747"
10/02/2009 21.00,"1,30262648","4,49063792","0,29535896","51,5120172",,"0,09934361"
10/02/2009 22.00,"1,17168672","3,85792462","0,28930678","47,03948655","16,11721039","0,15837741"
10/02/2009 23.00,"1,12427723","1,8527127","0,24174915","54,60293055",,"0,11189949"
11/02/2009 0.00,"1,22361169","0,23686238","0,22025607","58,05775185","8,79120922","0,05209481"
11/02/2009 1.00,"1,03623147","0,29202167","0,20577046","60,39405645",,"0,03942909"
11/02/2009 2.00,"1,32971733","0,02920198","0,19909734","61,5913557","8,79120922","0,01971455"
11/02/2009 3.00,"1,15588355",,"0,19766905","62,58700035",,"0,01982438"
11/02/2009 4.00,"1,04074695","0,04218063","0,18780383",,"8,30280876","0,03942909"
11/02/2009 5.00,"1,00462514","0,12978847",,"64,39223595",,"0,03964978"
11/02/2009 6.00,"1,25521801","19,7357596","0,2266659","38,65075095","14,16361046","0,01971455"
11/02/2009 7.00,"1,23715711","31,62912616","0,26209821","25,26952785",,"0,06872581"
11/02/2009 8.00,"1,81058341","45,6510076","0,4473402","14,99213772","15,14041042","0,14857455"
