,Comune Bari,,,,,
,Stadio S.Nicola,,,,,
Parm,SO2,NO2,CO,O3,PM10,BENZENE



25/07/2009 16.00,"4,42260959","3,49289896","0,98933315","90,53192295","43,9560318",
25/07/2009 17.00,"4,42486733","4,32515814","0,99091405","90,5234043",,
25/07/2009 18.00,"4,40906417","4,09803166","0,98680277","89,2026744","39,56044006",
25/07/2009 19.00,"4,26232124","5,72523926","0,99571036","87,94500645",,
25/07/2009 20.00,"4,17427548","12,44172625","1,03097491","79,31511525","36,14162064",
25/07/2009 21.00,"4,11332057","14,99528446","1,0283921","72,5598258",,
25/07/2009 22.00,"4,01624487","18,14099864","1,05058302","61,4265288","30,76922989",
25/07/2009 23.00,"4,03882024","9,85084962","1,02101299","62,18999535",,
26/07/2009 0.00,"4,02979029","14,10300186","1,03139664","55,54205685","39,07204056",
26/07/2009 1.00,"4,06591108","14,36906622","1,02465012","53,8361922",,
26/07/2009 2.00,"4,05236566","15,33273717","1,03998851","47,36036235","33,21123123",
26/07/2009 3.00,"3,6324545",,"1,00830867","58,56013275",,
26/07/2009 4.00,"3,72050025","3,19276658","0,99571036",,"31,74603081",
26/07/2009 5.00,"3,93722906","5,20446782","1,02370065","67,28506575",,
26/07/2009 6.00,"3,81080375","4,92542481","1,0119458","63,0194565","36,63003159",
26/07/2009 7.00,"3,79274387","2,50651537","0,99212682","63,1731513",,
26/07/2009 8.00,"3,66180308","2,29723358","0,99360171","66,02314845","38,58362961",
26/07/2009 9.00,"3,26221056","1,95654195","0,95533379","68,08593855",,
26/07/2009 10.00,"3,75210658","1,96952061","0,9381512","69,35300295","24,90842056",
26/07/2009 11.00,"3,94851674","1,48444238","0,93008591","70,71738345",,
26/07/2009 12.00,"4,06365334","1,42765981","0,92402441","72,75627345","13,18680954",
26/07/2009 13.00,"4,48582225","1,30436066","0,92397082","73,52981475",,
26/07/2009 14.00,"4,70255003","0,64082401","0,90394098","75,92389455","12,21000957",
26/07/2009 15.00,"4,76802042","0,29526634","0,91321787","79,22641755",,
26/07/2009 16.00,"4,59418665","0,28877701","0,92671207","83,85916665","13,18680954",
26/07/2009 17.00,"4,37971559","0,55646274","0,93187768","74,8053978",,
26/07/2009 18.00,"4,26232124","1,38385589","0,93140352","73,26001095","6,83760691",
26/07/2009 19.00,"4,53323174","3,15545199","0,9508532","75,0991017",,
26/07/2009 20.00,"4,55129264","9,05914778","0,9510128","63,6324801","12,69841003",
26/07/2009 21.00,"4,27360892","7,50170141","0,94331681","62,2544538",,
26/07/2009 22.00,"4,17201774","12,0361356","0,95248769","55,7586939","12,69841003",
26/07/2009 23.00,"4,2532913","5,48513222","0,93335373","62,5566963",,
27/07/2009 0.00,"4,30295751","10,37973176","0,95201354","49,82474595","7,32600689",
27/07/2009 1.00,"4,38648881","6,93712605","0,9265012","47,3162529",,
27/07/2009 2.00,"4,12235051","2,45135608","0,916855","54,13474395","12,21000957",
27/07/2009 3.00,"4,06365334",,"0,92560532","58,71797715",,
27/07/2009 4.00,"3,77468296","1,14212746","0,9437898",,"10,25640965",
27/07/2009 5.00,"4,00721391","3,8692819","0,95860278","53,3622201",,
27/07/2009 6.00,"4,00044171","9,01372248","0,96487514","46,3511118","11,72161007",
27/07/2009 7.00,"3,95528996","11,60946706","0,97220182","43,30847745",,
27/07/2009 8.00,"4,05913888","11,52510198","1,00219358","45,4218408","9,76801014",
27/07/2009 9.00,"3,82209245","8,75090278","0,99260097","53,80560885",,
27/07/2009 10.00,"4,27586666","6,36443998","0,98500983","63,20868225","21,48962021",
27/07/2009 11.00,"4,3684279","4,66260511","0,9679321","67,2621033",,
27/07/2009 12.00,"4,5490349","3,90010525","0,96519085","71,47013685","18,07081032",
27/07/2009 13.00,"5,37531079","4,33489405","0,95359444","73,51724625",,
27/07/2009 14.00,"5,97808669","4,39167471","0,9393628","72,11228745","13,18680954",
27/07/2009 15.00,"6,99851499","3,04513342","0,91321787","71,442945",,
27/07/2009 16.00,"6,44540632","3,16031803","0,88449014","72,4078866","13,18680954",
27/07/2009 17.00,"5,62816038","4,45981266","0,94500257","72,62364585",,
27/07/2009 18.00,"5,27823509","6,8154521","0,96782725","70,8041859","15,62880993",
27/07/2009 19.00,"4,89670245","8,70223282","0,99333842","70,17901275",,
27/07/2009 20.00,"4,41809513","25,86819368","1,05627521","57,54475755","8,30280876",
27/07/2009 21.00,"4,55354936","44,15360568","1,12427277","37,15869045",,
27/07/2009 22.00,"4,42260959","41,68601672","1,15632075","25,9072695","8,79120922",
27/07/2009 23.00,"4,18104769","22,41261696","1,06049368","31,70711355",,
28/07/2009 0.00,"4,08622973","10,26291812","1,03023746","38,2017762","18,55920982",
28/07/2009 1.00,"4,18330644","5,96696769","1,00019211","42,1498812",,
28/07/2009 2.00,"3,6324545","3,71840406","0,98754021","44,2887207","18,55920982",
28/07/2009 3.00,"3,51731789",,"0,96550773","47,38569885",,
28/07/2009 4.00,"3,63019676","1,50391037","0,94373738",,"13,67521",
28/07/2009 5.00,"3,8559555","4,70316437","0,95401617","44,8640787",,
28/07/2009 6.00,"3,94400126","10,18666947","0,98084612","39,9293265","12,21000957",
28/07/2009 7.00,"3,8559555","15,15427109","1,1099887","39,2694204",,
28/07/2009 8.00,"4,10654735","9,25707419","1,07815158","59,92451325","16,60560989",
28/07/2009 9.00,"4,97797601","3,2722599","0,95464877","73,0900968",,
28/07/2009 10.00,"5,45884106","6,01888231","0,94684793","77,05114935","27,8388195",
28/07/2009 11.00,"5,40691711","13,24802812","1,02327892","79,1020692",,
28/07/2009 12.00,"5,55817552","12,20972799","1,07672679","86,91219495","21,97801971",
28/07/2009 13.00,"5,42723474","7,36055757","1,02754748","87,04111185",,
28/07/2009 14.00,"5,16987068","4,07531902","1,0020899","89,5229118","19,04759979",
28/07/2009 15.00,"4,72061093","4,38356401","1,01273683","89,6552202",,
28/07/2009 16.00,"5,12471894","5,46079819","1,00957386","84,33030585","19,04759979",
28/07/2009 17.00,"5,53115485","10,48732956","0,76656301","80,1961671",,
28/07/2009 18.00,"5,23534108","11,34664737","0,62491299","81,4736055",,
28/07/2009 19.00,"5,09762809","12,11725602","0,60499382","79,86034875",,
28/07/2009 20.00,"4,62579297","13,39241854","0,67644327","71,20544025","11,72161007",
28/07/2009 21.00,"4,68900461","18,86618965","0,72223593","55,5936675",,
28/07/2009 22.00,"4,63708066","45,16107672","0,82302357","21,36415575","17,09399986",
28/07/2009 23.00,"4,39100429","27,3283116","0,75308979","25,0266366",,
29/07/2009 0.00,"4,49936767","18,52712322","0,72726989","29,136975","26,86202049",
29/07/2009 1.00,"4,51291309","16,31424898","0,71492905","32,947026",,
29/07/2009 2.00,"4,6280497","11,81549654","0,65159848","42,80298435","31,74603081",
29/07/2009 3.00,"4,3684279",,"0,64569892","43,0642296",,
29/07/2009 4.00,"4,05913888","6,87385414","0,59427582",,"30,28083038",
29/07/2009 5.00,"4,40229095","15,00826503","0,60309953","38,94341745",,
29/07/2009 6.00,"4,48582225","31,89520008","0,64856599","26,8968294","25,88521957",
29/07/2009 7.00,"6,16998035","32,51006104","0,72266814","25,8619431",,
29/07/2009 8.00,"5,02764323","31,13919528","0,70551002","43,08802995","29,30401993",
29/07/2009 9.00,"6,16095041","16,45539474","0,60412823","71,65555215",,
29/07/2009 10.00,"6,43863412","12,01504815","0,57625211","86,50920495","45,90964127",
29/07/2009 11.00,"7,09784843","11,03839855","0,57284099","93,90387195",,
29/07/2009 12.00,"5,4362657","6,99553","0,56905241","98,5895883","34,18803024",
29/07/2009 13.00,"4,84703624","7,62662002","0,57711654","98,4509358",,
29/07/2009 14.00,"4,65965602","7,0231106","0,59865972","99,34886535","24,42000961",
29/07/2009 15.00,"4,14041142","5,94912108","0,61154345","101,5555548",,
29/07/2009 16.00,"4,05236566","6,63699367","0,62983861","98,78068935","26,86202049",
29/07/2009 17.00,"3,77016748","9,40470545","0,64753846","97,66293075",,
29/07/2009 18.00,"3,80403155","8,40696649","0,67665996","100,14530925","26,86202049",
29/07/2009 19.00,"4,06365334","10,83884885","0,69089626","97,6426416",,
29/07/2009 20.00,"4,12686599","14,21169906","0,76624264","96,04466655","31,25761986",
29/07/2009 21.00,"3,76339528","13,63738589","0,72385994","96,20530395",,
29/07/2009 22.00,"3,62342455","10,75935554","0,70648396","97,4786127","37,11843109",
29/07/2009 23.00,"3,58504602","13,17015236","0,69365615","91,13572965",,
30/07/2009 0.00,"3,83338013","15,889198","0,70150475","75,7240554","42,49084091",
30/07/2009 1.00,"4,01172939","6,24114275","0,6805033","65,3938257",,
30/07/2009 2.00,"3,88756183","3,71678078","0,64418326","63,2124528","39,07204056",
30/07/2009 3.00,"3,8853051",,"0,61295077","74,256294",,
30/07/2009 4.00,"3,85821324","0,45749954","0,59308519",,"34,67642975",
30/07/2009 5.00,"3,81080375","2,23396359","0,60060876","77,55967485",,
30/07/2009 6.00,"3,70244037","7,91539894","0,63573817","70,3987221","27,8388195",
30/07/2009 7.00,"3,86950092","19,60434784","0,69657913","57,79668615",,
30/07/2009 8.00,"3,71824353","26,10019576","0,70220841","65,5814754","33,21123123",
30/07/2009 9.00,"3,89885053","12,934919","0,63676687","87,9781833",,
30/07/2009 10.00,"4,00495617","6,30279137","0,6044521","100,71340545","41,02563095",
30/07/2009 11.00,"3,90788047","6,51044986","0,61354609","101,8143861",,
30/07/2009 12.00,"3,8740164","4,82484022","0,62588693","104,78875155","38,0952301",
30/07/2009 13.00,"3,50377247","3,88712659","0,65549541","103,42632615",,
30/07/2009 14.00,"3,5534397","3,29335117","0,64353319","96,98036145","31,74603081",
30/07/2009 15.00,"3,3796049","4,82484022","0,65814811","96,67349055",,
30/07/2009 16.00,"3,39766581","4,98220738","0,6927358","91,45157805","35,65322113",
30/07/2009 17.00,"3,40443903","5,87124914","0,67384532","87,74718225",,
30/07/2009 18.00,"3,34574186","10,48031061","0,70556361","84,25353825","33,21123123",
30/07/2009 19.00,"3,20577113","13,8612677","0,72061192","81,4849371",,
30/07/2009 20.00,"3,41346897","28,04861936","0,80434862","65,9068998","37,6068306",
30/07/2009 21.00,"3,60536365","42,47286208","0,88516234","47,8873815",,
30/07/2009 22.00,"3,40218129","41,66167696","0,93063113","43,14097725","42,97924042",
30/07/2009 23.00,"3,45862072","32,34132704","0,85181888","35,37472155",,
31/07/2009 0.00,"3,41346897","30,97533688","0,78783941","33,83190825","51,77045059",
31/07/2009 1.00,"3,26898378","13,40701474","0,71254662","46,67843145",,
31/07/2009 2.00,"3,55118196","7,73045118","0,67211297","53,45325195","36,14162064",
31/07/2009 3.00,"3,22608977",,"0,63373554","60,1454595",,
31/07/2009 4.00,"3,14481622","4,20023954","0,60537245",,"35,16482162",
31/07/2009 5.00,"3,41346897","4,97571614","0,59752384","61,6394751",,
31/07/2009 6.00,"3,59859145","12,4774099","0,64991972","55,0976706","27,8388195",
31/07/2009 7.00,"3,45862072","16,52190748","0,71314194","51,2091363",,
31/07/2009 8.00,"3,78371291","30,87149616","0,76499725","47,4322821","27,35042",
31/07/2009 9.00,"3,60084919","21,39216344","0,67996157","73,6367268",,
31/07/2009 10.00,"3,63019676","11,442364","0,66534665","87,5393232","46,39804077",
31/07/2009 11.00,"3,60310591","5,49162154","0,63140787","98,1608628",,
31/07/2009 12.00,"3,45636298","5,49486621","0,63427726","98,6634432","51,28205109",
31/07/2009 13.00,"3,77919844","6,51369644","0,68526698","91,27725495",,
31/07/2009 14.00,"3,3728327","7,37353622","0,68499554","92,61234885","35,16482162",
31/07/2009 15.00,"3,50603021","6,07242022","0,69078675","92,05562415",,
31/07/2009 16.00,"3,31413553","8,30151395","0,70897357","89,74756875","36,14162064",
31/07/2009 17.00,"3,40669677","6,36281861","0,70491471","90,62409195",,
31/07/2009 18.00,"3,29155915","7,38327022","0,72126199","90,64607685","40,53723145",
31/07/2009 19.00,"3,38637812","13,06470174","0,75357676","87,26858175",,
31/07/2009 20.00,"3,38412038","43,19479504","0,89517668","56,54274885","37,11843109",
31/07/2009 21.00,"3,22834751","57,14692672","0,97420446","41,2864452",,
31/07/2009 22.00,"3,78145618","67,58992656","1,03184982","15,45935874","44,93283081",
31/07/2009 23.00,"3,66406082","29,55577248","0,81203529","22,82014665",,
01/08/2009 0.00,"3,54215201","19,49077504","0,76954425","36,86151525","48,84004974",
01/08/2009 1.00,"3,53537879","12,20323866","0,72245262","51,2209866",,
01/08/2009 2.00,"3,51731789","8,32260522","0,682344","58,71207195","35,65322113",
01/08/2009 3.00,"3,47668162",,"0,6434796","70,4622828",,
01/08/2009 4.00,"3,58278828","4,87351018","0,63227463",,"25,88521957",
01/08/2009 5.00,"3,71147031","5,51271282","0,61533203","69,9714729",,
01/08/2009 6.00,"3,90336499","9,46635598","0,63752412","62,07069435","22,46640968",
01/08/2009 7.00,"3,91916815","28,81598144","0,76266958","39,5327205",,
01/08/2009 8.00,"3,81080375","20,64264032","0,76824527","53,5699395","42,00244141",
01/08/2009 9.00,"3,79725833","26,03205208","0,78529505","64,289673",,
01/08/2009 10.00,"3,70695483","13,04198718","0,7781501","84,4751628","47,37483978",
01/08/2009 11.00,"3,87175866","11,27363382","0,76889418","94,924494",,
01/08/2009 12.00,"4,19459311","8,90502528","0,74756769","101,0828994","49,81684113",
01/08/2009 13.00,"4,14944238","12,04425204","0,74432083","96,57394005",,
01/08/2009 14.00,"5,09762809","2,69795054","0,66745763","105,6932247","40,53723145",
01/08/2009 15.00,"4,51742857","2,13013243","0,67259994","106,8914616",,
01/08/2009 16.00,"3,78822839","0,91662236","0,72136917","112,9737378","37,11843109",
01/08/2009 17.00,"3,90788047","2,59412321","0,71741865","115,97012805",,
01/08/2009 18.00,"4,20362407","3,79303134","0,70053081","112,94670555","35,16482162",
01/08/2009 19.00,"4,41132191","4,20510558","0,70767576","110,3052258",,
01/08/2009 20.00,"4,59192891","5,62303139","0,74415773","98,5799724","32,23442078",
01/08/2009 21.00,"4,67771693","19,7811696","0,78957176","73,07096475",,
01/08/2009 22.00,"4,74770178","63,35398616","1,02183781","24,9867765","36,63003159",
01/08/2009 23.00,"4,93959748","34,4292884","0,9081676","35,86876335",,
02/08/2009 0.00,"4,26683672","33,58405056","0,90253832","31,4493795","40,04883957",
02/08/2009 1.00,"4,70255003","33,86471304","0,90654359","26,40639855",,
02/08/2009 2.00,"4,48130677","25,37824368","0,87189998","29,41461915","51,28205109",
02/08/2009 3.00,"3,89885053",,"0,8329284","48,30555345",,
02/08/2009 4.00,"3,72953121","6,92252602","0,77338758",,"53,23564148",
02/08/2009 5.00,"4,19459311","10,69933212","0,77349476","58,0755672",,
02/08/2009 6.00,"4,33456384","11,5315913","0,76331965","68,09527515","51,28205109",
02/08/2009 7.00,"4,15170012","10,35701911","0,75936797","69,95597175",,
02/08/2009 8.00,"3,81757697","8,95045058","0,77062653","71,71045455","47,37483978",
02/08/2009 9.00,"4,02527481","1,99710121","0,74534836","93,7875435",,
02/08/2009 10.00,"3,93722906","0,39585092","0,7181759","105,3847179","45,42124176",
02/08/2009 11.00,"3,93045584","7,85050374","0,82248068","115,61848935",,
02/08/2009 12.00,"3,86272872","5,09252596","0,80261627","124,4331375","33,69963074",
02/08/2009 13.00,"3,89885053","4,93353742","0,80813837","125,9382453",,
02/08/2009 14.00,"4,08622973","2,22909564","0,7632649","120,80959905","33,69963074",
02/08/2009 15.00,"4,37068564","0,56457536","0,73630913","119,50167705",,
02/08/2009 16.00,"4,96443058","0,17034582","0,73712113","118,4903916","42,49084091",
02/08/2009 17.00,"4,70932325","0,86632911","0,73809507","115,81567515",,
02/08/2009 18.00,"4,84703624","0,11031858","0,69067957","101,7864561","38,0952301",
02/08/2009 19.00,"4,64385286","0,34069163","0,68656596","97,6167864",,
02/08/2009 20.00,"4,15170012","2,82287106","0,70015102","96,27688455","33,69963074",
02/08/2009 21.00,"4,65062608","2,41566478","0,71108571","94,6117179",,
02/08/2009 22.00,"4,01850159","2,62656794","0,75108715","89,3465139","37,6068306",
02/08/2009 23.00,"3,62568229","1,32058398","0,7622362","84,9492945",,
03/08/2009 0.00,"4,09977515","1,8624467","0,76266958","77,9245404","51,77045059",
03/08/2009 1.00,"3,60536365","4,94489279","0,77722975","67,5660615",,
03/08/2009 2.00,"3,48345383","4,40789994","0,79682505","63,77222985","51,77045059",
03/08/2009 3.00,"3,26672604",,"0,75731058","58,8120813",,
03/08/2009 4.00,"3,26898378","2,74824379","0,74886783",,"40,04883957",
03/08/2009 5.00,"3,78597065","3,6794681","0,73495656","59,72186115",,
03/08/2009 6.00,"3,78371291","9,22949359","0,69939377","53,17243575","28,32722092",
03/08/2009 7.00,"3,94174352","17,2730558","0,75887984","45,6290016",,
03/08/2009 8.00,"3,89659279","18,41193478","0,77354952","49,53275775","31,74603081",
03/08/2009 9.00,"3,74533438","10,82586828","0,76131585","77,82780285",,
03/08/2009 10.00,"4,36165468","5,8842278","0,6901926","99,58858455","42,49084091",
03/08/2009 11.00,"4,44744372","1,66127562","0,66805294","102,42934485",,
03/08/2009 12.00,"4,26683672","0,55646274","0,69506347","103,4065158","38,58362961",
03/08/2009 13.00,"4,29392757","1,40007921","0,67828397","104,25756285",,
03/08/2009 14.00,"4,40906417","0,07462727","0,66074606","102,41075145","31,25761986",
03/08/2009 15.00,"4,94636968","0,2790411","0,65257242","101,45722125",,
03/08/2009 16.00,"5,33015904","0,29526634","0,66264035","97,5450462","26,86202049",
03/08/2009 17.00,"4,99603691","3,81736727","0,62886467","95,0271966",,
03/08/2009 18.00,"6,07516239","0,73816393","0,62843129","99,14453745","35,16482162",
03/08/2009 19.00,"5,19244605","0,77223386","0,66345236","95,3854587",,
03/08/2009 20.00,"4,00721391","1,82351073","0,72716155","92,4117915","36,63003159",
03/08/2009 21.00,"3,49022705","2,82611573","0,75860956","86,26940595",,
03/08/2009 22.00,"3,79500161","1,12752552","0,75649974","75,12326115","35,16482162",
03/08/2009 23.00,"3,47216614","4,90920149","0,77300779","65,4235911",,
04/08/2009 0.00,"3,61213687","19,07547526","0,83520132","47,7885891","40,53723145",
04/08/2009 1.00,"3,37734818","7,34595562","0,77825961","60,88239255",,
04/08/2009 2.00,"3,46765168","18,07773056","0,82486311","43,6628094","34,67642975",
04/08/2009 3.00,"3,47893936",,"0,82296882","39,1132119",,
04/08/2009 4.00,"3,48571157","3,51398832","0,69879846",,"37,6068306",
04/08/2009 5.00,"3,73178895","9,02507976","0,76310296","67,54106415",,
04/08/2009 6.00,"3,52183337","27,4337584","0,85463352","41,67912105","35,65322113",
04/08/2009 7.00,"3,59633371","36,3809624","0,95861443","26,7258579",,
04/08/2009 8.00,"3,38412038","11,46020487","0,7890312","60,03068715","65,93405151",
04/08/2009 9.00,"3,49022705","8,92287189","0,76396856","67,59337305",,
04/08/2009 10.00,"3,86047098","8,84337666","0,76954425","71,80330185","33,21123123",
04/08/2009 11.00,"3,36154502","4,31380278","0,73051675","85,40162085",,
04/08/2009 12.00,"3,20577113","10,51275916","0,74653899","83,911695","24,42000961",
04/08/2009 13.00,"3,44959078","9,09483908","0,72851411","82,8115323",,
04/08/2009 14.00,"3,35251406","6,12109018","0,74556505","80,87109555","28,32722092",
04/08/2009 15.00,"3,24866514","1,85433408","0,73262889","74,52667635",,
04/08/2009 16.00,"3,43152987","3,77680802","0,7694359","80,74962","32,72283173",
04/08/2009 17.00,"3,43378761","11,71329058","0,79568801","72,16946415",,
04/08/2009 18.00,"3,6866372","13,99916688","0,79114102","66,77837565","21,48962021",
04/08/2009 19.00,"3,60762139","17,60076113","0,82058756","61,542558",,
04/08/2009 20.00,"3,2825292","15,25647896","0,80586429","61,44131175","35,65322113",
04/08/2009 21.00,"3,49248479","36,10192512","0,90811284","40,3933635",,
04/08/2009 22.00,"3,42701439","18,71044769","0,80077673","51,7643847","29,7924099",
04/08/2009 23.00,"3,51280241","8,58542492","0,76066695","65,5567374",,
05/08/2009 0.00,"3,38186264","5,52244681","0,73879873","70,38593415","27,35042",
05/08/2009 1.00,"3,4631362","4,32678143","0,74746051","68,3138673",,
05/08/2009 2.00,"3,59633371","3,18952001","0,74578174","58,6909449","19,53602028",
05/08/2009 3.00,"3,27801372",,"0,73901542","53,36567145",,
05/08/2009 4.00,"3,20802887","4,06234036","0,7456734",,"25,39682007",
05/08/2009 5.00,"3,32542321","4,92380152","0,74356242","51,6199068",,
05/08/2009 6.00,"3,3796049","5,85989378","0,7439958","50,93783625","18,55920982",
05/08/2009 7.00,"3,24415067","14,61728015","0,76764879","49,8044169",,
05/08/2009 8.00,"3,70469811","10,54033594","0,76315655","61,6757841","10,7448101",
05/08/2009 9.00,"3,37509044","7,10098254","0,7500037","71,04284775",,
05/08/2009 10.00,"3,30284785","7,29241962","0,74599843","74,94662385","17,09399986",
05/08/2009 11.00,"3,16287712","7,54550533","0,74161454","79,695861",,
05/08/2009 12.00,"3,19674119","7,03284459","0,73717589","81,31933215","9,27960968",
05/08/2009 13.00,"3,50576172","6,79568011","0,73695337","79,17195405",,
05/08/2009 14.00,"3,06128594","5,05683466","0,73603885","80,5631673","6,34920597",
05/08/2009 15.00,"3,32090773","4,5198399","0,75346725","82,73905395",,
05/08/2009 16.00,"3,09289226","3,84656925","0,75005729","86,98134165","6,83760691",
05/08/2009 17.00,"3,12224085","7,26646231","0,7826971","86,1055965",,
05/08/2009 18.00,"3,53537879","6,90467941","0,77907045","80,1758181","14,65200996",
05/08/2009 19.00,"3,58053054","7,91539894","0,78340192","73,3753419",,
05/08/2009 20.00,"3,32316547","9,26842956","0,79276503","69,8504961","16,11721039",
05/08/2009 21.00,"3,63922772","10,7966663","0,78134337","68,01312105",,
05/08/2009 22.00,"3,30059011","6,31901469","0,76174923","73,70880615","15,62880993",
05/08/2009 23.00,"3,52634783","5,84366854","0,76396856","68,6783538",,
06/08/2009 0.00,"3,04999826","4,35922807","0,77003122","61,62525075","13,18680954",
06/08/2009 1.00,"3,37509044","2,55842999",,"64,63981545",,
06/08/2009 2.00,"3,32090773","1,62883089",,"64,5556065","7,81440783",
06/08/2009 3.00,"3,09289226",,,"65,85576795",,
06/08/2009 4.00,"3,19674119","0,69111726",,,"14,16361046",
06/08/2009 5.00,"3,25995384","2,46920269",,"60,39210135",,
06/08/2009 6.00,"3,47668162","7,43031689",,"54,13829505","12,21000957",
06/08/2009 7.00,"3,23737745","8,95045058",,"52,8639489",,
06/08/2009 8.00,"3,41121123","9,63670179",,"56,2740423","21,0012207",
06/08/2009 9.00,"3,47442388","7,25672832",,"67,25442255",,
06/08/2009 10.00,"3,60536365","8,45077041",,"72,16643175","18,07081032",
06/08/2009 11.00,"3,14255848","8,06951952",,"75,4315485",,
06/08/2009 12.00,"3,42024219","6,65484028",,"82,21464825","21,97801971",
06/08/2009 13.00,"3,40218129","6,79111617",,"86,8434672",,
06/08/2009 14.00,"3,10643769","5,59707408",,"83,42158335","14,65200996",
06/08/2009 15.00,"3,35025632","3,70055746",,"81,4358601",,
06/08/2009 16.00,"3,34122638","3,96500044",,"83,18389905","21,48962021",
06/08/2009 17.00,"3,2825292","7,96893494",,"80,3216526",,
06/08/2009 18.00,"3,45862072","17,38985988",,"73,02611715","21,0012207",
06/08/2009 19.00,"3,54440874","10,83884885",,"81,5420739",,
06/08/2009 20.00,"3,40443903","14,55401016",,"77,41052865","22,46640968",
06/08/2009 21.00,"3,28930141","15,60853552",,"75,0489075",,
06/08/2009 22.00,"3,4631362","12,6818333",,"76,0552653","22,95482063",
06/08/2009 23.00,"3,39315134","8,05816224",,"69,4963437",,
07/08/2009 0.00,"3,23286197","6,39202058",,"65,6260836","28,81562042",
07/08/2009 1.00,"3,42475665","4,39005142",,"70,39311615",,
07/08/2009 2.00,"3,15836164","2,3864628",,"71,68264425","21,48962021",
07/08/2009 3.00,"3,0590282",,,"73,6565571",,
07/08/2009 4.00,"2,97775464","2,62819122",,,"16,60560989",
07/08/2009 5.00,"3,39992355","2,70119712",,"66,66793245",,
07/08/2009 6.00,"3,34122638","11,23307839",,"55,1963034","22,46640968",
07/08/2009 7.00,"3,38863586","18,71855648","0,88960099","48,7497402",,
07/08/2009 8.00,"3,71147031","15,75615913","0,8761767","59,14382985","26,37360954",
07/08/2009 9.00,"3,5715006","12,31680573","0,85663615","70,04550735",,
07/08/2009 10.00,"2,99581555","7,88781834","0,84510731","77,2289637","25,39682007",
07/08/2009 11.00,"3,42927213","5,99130171","0,82686574","80,2321968",,
07/08/2009 12.00,"3,49925699","4,88324418","0,7969334","85,8035934","23,93161964",
07/08/2009 13.00,"3,24189293","5,54515754","0,79969328","86,38535535",,
07/08/2009 14.00,"3,27124152","6,65808494","0,78729885","86,23189995","16,60560989",
07/08/2009 15.00,"3,39540807","5,27260577","0,76927397","86,72091435",,
07/08/2009 16.00,"3,44733304","4,08829767","0,79595829","90,950055","11,23320961",
07/08/2009 17.00,"3,74307664","8,05491949","0,87688152","87,6274623",,
07/08/2009 18.00,"3,68317127","20,70560248","0,99479117","76,7584629",,
07/08/2009 19.00,"3,45862072","9,97577014","0,84191405","91,02764055",,
07/08/2009 20.00,"3,37509044","8,58055888","0,84299633","90,7949238","11,23320961",
07/08/2009 21.00,"3,51054569","9,70159507","0,86004727","87,8304735",,
07/08/2009 22.00,"3,53537879","6,33523801","0,84467393","89,2317615","19,53602028",
07/08/2009 23.00,"3,5782728","10,7820701","0,83834099","82,42939005",,
08/08/2009 0.00,"3,53763653","9,73404171","0,84056032","76,3672833","28,81562042",
08/08/2009 1.00,"3,55118196","7,0588019","0,82973514","65,26496865",,
08/08/2009 2.00,"3,57375732","2,72553114","0,80678464","74,2797153","20,51280975",
08/08/2009 3.00,"3,19674119",,"0,80386165","76,15144425",,
08/08/2009 4.00,"3,06805814","0,27255369","0,8116555",,"26,86202049",
08/08/2009 5.00,"3,44281756","1,05938758","0,80072198","74,61397755",,
08/08/2009 6.00,"3,45636298","7,81481244","0,8252429","68,32725375","19,53602028",
08/08/2009 7.00,"3,36831722","22,38179552","0,88570407","53,8674339",,
08/08/2009 8.00,"3,5782728","14,61241794","0,86583849","69,852531","19,04759979",
08/08/2009 9.00,"3,40443903","8,70872215","0,82924817","78,7224606",,
08/08/2009 10.00,"3,4699084","8,61787156","0,83758374","85,7397534","16,11721039",
08/08/2009 11.00,"3,55118196","3,79303134","0,81733954","95,1749064",,
08/08/2009 12.00,"3,59407597","2,4221541","0,82502621","93,10802655","19,53602028",
08/08/2009 13.00,"3,4450753","3,52696698","0,84094011","90,13168605",,
08/08/2009 14.00,"3,3796049","4,2927115","0,85441799","84,3764502","12,69841003",
08/08/2009 15.00,"3,41346897","3,37446777","0,84640629","82,6942662",,
08/08/2009 16.00,"3,542151","2,22909564","0,84824699","87,21104595","19,04759979",
08/08/2009 17.00,"3,30284785","11,20062984","1,26335746","77,96992665",,
08/08/2009 18.00,"3,58730376","10,92482958","1,01409639","79,0244637","28,81562042",
08/08/2009 19.00,"3,30284785","3,99257913","0,91531254","85,35170595",,
08/08/2009 20.00,"3,73856116","12,28760375","0,88911402","78,7815126","35,16482162",
08/08/2009 21.00,"3,69566715","36,71516088","0,99087561","51,0716409",,
08/08/2009 22.00,"3,81531923","60,10444656","1,09025477","22,3490274","32,23442078",
08/08/2009 23.00,"3,65728862","50,20168232","1,0922574","19,22293821",,
09/08/2009 0.00,"3,71824353","44,70032296","1,08603281","14,31054398","35,16482162",
09/08/2009 1.00,"3,65277314","17,96254403","0,94286363","29,6468172",,
09/08/2009 2.00,"3,56698512","11,82685955","0,90887126","40,67643405","34,67642975",
09/08/2009 3.00,"3,32542321",,"0,90042617","39,5561019",,
09/08/2009 4.00,"3,28930141","6,07890764","0,87135942",,"35,16482162",
09/08/2009 5.00,"3,58956049","5,4591749","0,87563614","41,3645295",,
09/08/2009 6.00,"3,4699084","8,65356286","0,87016879","39,2342685","30,76922989",
