,TARANTO,,,
,S.VITO Colonia Marina,,,
Parm,SO2,NOX,NO2,PM10
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3


05/06/2009 9.00,"0,458924","7,924515","7,853425","23,29999"
05/06/2009 10.00,"0,552595","6,360363","6,346595","23,29999"
05/06/2009 11.00,"0,530698","4,56146","4,507511","23,29999"
05/06/2009 12.00,"0,567497","5,92458","5,883255","23,29999"
05/06/2009 13.00,"0,604904","2,852048","2,854021","23,29999"
05/06/2009 14.00,"0,624673","3,0868","3,065574","23,29999"
05/06/2009 15.00,"0,55442","3,876656","3,867659","23,29999"
05/06/2009 16.00,"0,585441","4,335787","4,305042","23,29999"
05/06/2009 17.00,"0,602472","4,281314","4,063639","23,29999"
05/06/2009 18.00,"0,494811","4,858466","4,86183","23,29999"
05/06/2009 19.00,"0,416043","4,849388","4,781361","23,29999"
05/06/2009 20.00,"0,419692","6,885638","6,854063","23,29999"
05/06/2009 21.00,"0,508193","18,271778","17,557612","23,29999"
05/06/2009 22.00,"0,589394","17,415775","16,223392","23,29999"
05/06/2009 23.00,"0,593652","17,995522","16,144224","23,29999"
06/06/2009 0.00,"0,736287","20,17703","17,591353","23,29999"
06/06/2009 1.00,"0,560806","15,313379","12,843737","27,29999"
06/06/2009 2.00,"0,659952","10,22016","7,904041","27,29999"
06/06/2009 3.00,"0,522791","10,543106","7,868998","27,29999"
06/06/2009 4.00,"0,794375","9,771408","6,643808","27,29999"
06/06/2009 5.00,"0,709828","9,755842","6,445233","27,29999"
06/06/2009 6.00,"0,601255","14,152587","10,529634","27,29999"
06/06/2009 7.00,"0,46227","11,928275","9,149998","27,29999"
06/06/2009 8.00,"0,488728","10,635192","9,029295","27,29999"
06/06/2009 9.00,"0,427904","9,03732","7,929999","27,29999"
06/06/2009 10.00,"0,312336","5,134722","4,912446","27,29999"
06/06/2009 11.00,"0,425775","3,631528","3,391341","27,29999"
06/06/2009 12.00,"0,312032","2,06219","2,063616","27,29999"
06/06/2009 13.00,"0,381373","1,562853","1,517212","27,29999"
06/06/2009 14.00,"0,408744","0,893615","0,894235","27,29999"
06/06/2009 15.00,"0,308383","0,356668","0,356915","27,29999"
06/06/2009 16.00,"0,358868","1,164683","1,143426","27,29999"
06/06/2009 17.00,"0,281619","0,806719","0,807277","27,29999"
06/06/2009 18.00,"0,427296","1,38906","1,39002","27,29999"
06/06/2009 19.00,"0,457404","3,23206","3,234297","27,29999"
06/06/2009 20.00,"0,517316","6,163223","5,746979","27,29999"
06/06/2009 21.00,"0,656606","7,209882","6,673658","27,29999"
06/06/2009 22.00,"0,380461","6,027041","4,935809","27,29999"
06/06/2009 23.00,"0,43125","8,257838","6,058466","27,29999"
07/06/2009 0.00,"0,425167","7,554878","5,104531","27,29999"
07/06/2009 1.00,,"5,831198","3,968893",32
07/06/2009 2.00,"0,919995",,,32
07/06/2009 3.00,"0,860047","6,156739","3,661296",32
07/06/2009 4.00,"1,157601","5,739112","3,345916",32
07/06/2009 5.00,"0,948603","5,66778","3,486085",32
07/06/2009 6.00,"1,113142","6,758536","3,89751",32
07/06/2009 7.00,"0,895518","7,340875","4,778764",32
07/06/2009 8.00,"0,799248","5,261826","4,367339",32
07/06/2009 9.00,"0,839396","3,885737","3,682064",32
07/06/2009 10.00,"0,946113","2,993418","2,956552",32
07/06/2009 11.00,"0,906086","1,990856","1,989639",32
07/06/2009 12.00,"0,933965","2,303426","2,305021",32
07/06/2009 13.00,"0,984864","1,966213","1,967574",32
07/06/2009 14.00,"0,890355","0,067442","0,06749",32
07/06/2009 15.00,"1,082833","0,584936","0,58534",32
07/06/2009 16.00,"1,044447","1,016828","1,011043",32
07/06/2009 17.00,"1,098078","1,962322","1,953297",32
07/06/2009 18.00,"1,066738","1,225642","1,226489",32
07/06/2009 19.00,"1,258852","6,386303","6,369956",32
07/06/2009 20.00,"1,159788","9,30709","8,794382",32
07/06/2009 21.00,"1,256908","16,059139","14,774974",32
07/06/2009 22.00,"1,369698","16,436559","14,120842",32
07/06/2009 23.00,"1,142964","12,680521","9,147401",32
08/06/2009 0.00,"1,132517","9,243537","6,308957",32
08/06/2009 1.00,"1,098928","9,156641","6,558149",32
08/06/2009 2.00,"1,131181","10,945169","7,756083",32
08/06/2009 3.00,"1,034","10,821956","7,518573",32
08/06/2009 4.00,"1,179164","10,904964","7,531551",32
08/06/2009 5.00,"1,096439","13,203201","8,772316",32
08/06/2009 6.00,"1,393568","25,058843","16,593292",32
08/06/2009 7.00,"1,127051","17,279593","13,003376",32
08/06/2009 8.00,"0,974538","12,884146","11,286287",32
08/06/2009 9.00,"1,225142","29,114481","24,350657",32
08/06/2009 10.00,"1,043658","45,156754","36,773896",32
08/06/2009 11.00,"1,466757","17,387242","17,266882",32
08/06/2009 12.00,"1,556892","15,05139","14,96835",32
08/06/2009 13.00,"1,441855","17,541582","17,551123",32
08/06/2009 14.00,"1,212751","9,024349","9,030594",32
08/06/2009 15.00,"1,334288","5,088031","5,086359",32
08/06/2009 16.00,"1,500162","6,407054","6,411488",32
08/06/2009 17.00,"1,139866","3,422715","3,425084",32
08/06/2009 18.00,"1,4127","4,944067","4,947489",32
08/06/2009 19.00,"1,479633","5,706689","5,710637",32
08/06/2009 20.00,"1,900911","23,285864","23,301983",32
08/06/2009 21.00,"1,709587","9,370641","9,18634",32
08/06/2009 22.00,"1,951931","21,390997","19,509607",32
08/06/2009 23.00,"1,631356","59,380678","46,941413",32
09/06/2009 0.00,"1,502167","34,43466","31,230683",32
09/06/2009 1.00,,"26,302637","23,19036","32,900002"
09/06/2009 2.00,,,,"32,900002"
09/06/2009 3.00,,"19,380682","16,084527","32,900002"
09/06/2009 4.00,,"17,684249","14,541356","32,900002"
09/06/2009 5.00,,"28,198806","20,511554","32,900002"
09/06/2009 6.00,,"40,412413","27,752392","32,900002"
09/06/2009 7.00,,"22,908455","17,208484","32,900002"
09/06/2009 8.00,,"15,666157","13,304482","32,900002"
09/06/2009 9.00,,"10,659833","10,238913","32,900002"
09/06/2009 10.00,,"5,385039","5,388765","32,900002"
09/06/2009 11.00,,"3,138678","3,14085","32,900002"
09/06/2009 12.00,,"6,855809","6,860552","32,900002"
09/06/2009 13.00,,"2,929866","2,931893","32,900002"
09/06/2009 14.00,,"32,227218","10,433105","32,900002"
09/06/2009 15.00,,"3,601699","3,597701","32,900002"
09/06/2009 16.00,"0,569391","10,432864","10,410226","32,900002"
09/06/2009 17.00,"0,715013","30,858916","28,645316","32,900002"
09/06/2009 18.00,"0,598942","13,339383","13,103314","32,900002"
09/06/2009 19.00,"0,828191","8,671571","8,220722","32,900002"
09/06/2009 20.00,"0,85698","8,122952","7,161658","32,900002"
09/06/2009 21.00,"0,824231","15,264094","13,29021","32,900002"
09/06/2009 22.00,"0,999251","19,595974","16,231183","32,900002"
09/06/2009 23.00,"0,946242","57,436516","49,596878","32,900002"
10/06/2009 0.00,"0,750657","46,971223","41,961497","32,900002"
10/06/2009 1.00,"0,727809","52,867257","47,043955","34,700001"
10/06/2009 2.00,"0,525369","38,041552","34,013332","34,700001"
10/06/2009 3.00,"0,608842","25,495927","21,704316","34,700001"
10/06/2009 4.00,"0,584623","18,576568","15,046226","34,700001"
10/06/2009 5.00,"0,655607","31,561861","25,49149","34,700001"
10/06/2009 6.00,"0,726438","55,697246","38,779105","34,700001"
10/06/2009 7.00,"0,693535","49,894596","35,747267","34,700001"
10/06/2009 8.00,"0,537098","28,783745","23,324047","34,700001"
10/06/2009 9.00,"0,680893","29,190999","23,372078","34,700001"
10/06/2009 10.00,"0,68988","25,322125","21,534282","34,700001"
10/06/2009 11.00,"0,516838","13,032","11,45631","34,700001"
10/06/2009 12.00,"0,476625","10,414706","10,079274","34,700001"
10/06/2009 13.00,"0,590716","14,89316","13,773017","34,700001"
10/06/2009 14.00,"0,687138","11,356311","10,109126","34,700001"
10/06/2009 15.00,"0,825297","12,943806","11,512123","34,700001"
10/06/2009 16.00,"0,605796","9,218897","7,993594","34,700001"
10/06/2009 17.00,"0,656368","6,774099","5,950744","34,700001"
10/06/2009 18.00,"0,947462","8,872603","7,949467","34,700001"
10/06/2009 19.00,"0,918215","13,286208","11,525101","34,700001"
10/06/2009 20.00,"1,136191","26,936848","23,865258","34,700001"
10/06/2009 21.00,"1,077089","55,29261","50,236729","34,700001"
10/06/2009 22.00,"0,940758","44,919417","39,267105","34,700001"
10/06/2009 23.00,"0,87404","39,627728","34,823199","34,700001"
11/06/2009 0.00,"0,628188","29,664392","25,058002","34,700001"
11/06/2009 1.00,,"37,040294","32,479237","24,29999"
11/06/2009 2.00,"0,704663",,,"24,29999"
11/06/2009 3.00,"0,600139","19,082388","14,867121","24,29999"
11/06/2009 4.00,"0,548153","19,589491","15,791202","24,29999"
11/06/2009 5.00,"0,568707","26,0575","21,923642","24,29999"
11/06/2009 6.00,"0,621615","25,249489","18,301285","24,29999"
11/06/2009 7.00,"0,508242","11,292757","7,356339","24,29999"
11/06/2009 8.00,"0,457362","15,161634","10,990378","24,29999"
11/06/2009 9.00,"0,425379","14,654516","11,84178","24,29999"
11/06/2009 10.00,"0,427498","15,760836","13,586119","24,29999"
11/06/2009 11.00,"0,506214","11,607924","10,838523","24,29999"
11/06/2009 12.00,"0,552485","8,820725","8,610084","24,29999"
11/06/2009 13.00,"0,603181","8,467948","8,08185","24,29999"
11/06/2009 14.00,"0,667517","8,722154","8,153233","24,29999"
11/06/2009 15.00,"0,547692","8,307121","7,684701","24,29999"
11/06/2009 16.00,"0,647791","5,909017","5,689871","24,29999"
11/06/2009 17.00,"0,750657","8,390129","7,692489","24,29999"
11/06/2009 18.00,"0,706138","12,352388","10,793095","24,29999"
11/06/2009 19.00,"0,768815","17,46506","15,438187","24,29999"
11/06/2009 20.00,"0,803288","24,359778","21,858748","24,29999"
11/06/2009 21.00,"0,802827","19,560964","16,529698","24,29999"
11/06/2009 22.00,"0,673601","39,63943","34,444218","24,29999"
11/06/2009 23.00,"0,61461","40,289204","34,550641","24,29999"
12/06/2009 0.00,"0,717751","43,896096","37,373518","24,29999"
12/06/2009 1.00,"0,735633","41,718481","35,848507","22,79999"
12/06/2009 2.00,"0,4734","49,805113","43,328154","22,79999"
12/06/2009 3.00,"0,626592","46,448541","43,255461","22,79999"
12/06/2009 4.00,"0,661803","15,352289","12,935884","22,79999"
12/06/2009 5.00,"0,536078","10,345965","7,893657","22,79999"
12/06/2009 6.00,"0,603088","11,39522","8,244083","22,79999"
12/06/2009 7.00,"0,68586","13,412014","10,296016","22,79999"
12/06/2009 8.00,"0,61424","15,341915","11,871634","22,79999"
12/06/2009 9.00,"0,613688","12,881553","10,668501","22,79999"
12/06/2009 10.00,"0,69692","11,236988","10,146763","22,79999"
12/06/2009 11.00,"0,701898","7,649556","7,264191","22,79999"
12/06/2009 12.00,"0,516353","7,566551","7,392679","22,79999"
12/06/2009 13.00,"0,556633","7,863557","7,40566","22,79999"
12/06/2009 14.00,"0,736002","9,512013","8,543892","22,79999"
12/06/2009 15.00,"0,63203","10,759701","9,129234","22,79999"
12/06/2009 16.00,"0,65581","13,888004","11,553654","22,79999"
12/06/2009 17.00,"0,597465","11,150089","9,026701","22,79999"
12/06/2009 18.00,"0,856102","6,466717","4,529574","22,79999"
12/06/2009 19.00,"0,806422","7,296779","4,603553","22,79999"
12/06/2009 20.00,"0,796282","8,787003","5,619787","22,79999"
12/06/2009 21.00,"0,699961","19,685473","16,553051","22,79999"
12/06/2009 22.00,"0,841908","12,974935","10,835929","22,79999"
12/06/2009 23.00,"0,796559","10,929605","8,924168","22,79999"
13/06/2009 0.00,"0,726323","13,506692","11,587392","22,79999"
13/06/2009 1.00,,"12,526181","11,025419","20,29999"
13/06/2009 2.00,"0,307036",,,"20,29999"
13/06/2009 3.00,"0,412274","7,134656","5,377083","20,29999"
13/06/2009 4.00,"0,283935","6,92325","5,401744","20,29999"
13/06/2009 5.00,"0,565793","10,575532","8,424488","20,29999"
13/06/2009 6.00,"0,569338","21,628332","18,965801","20,29999"
13/06/2009 7.00,"0,51409","17,966989","15,208457","20,29999"
13/06/2009 8.00,"0,533036","6,495249","5,357615","20,29999"
13/06/2009 9.00,"0,397729","5,475826","4,934511","20,29999"
13/06/2009 10.00,"0,464222","6,163223","5,390064","20,29999"
13/06/2009 11.00,"0,379396","9,557405","9,048765","20,29999"
13/06/2009 12.00,"0,275379","6,89731","6,900787","20,29999"
13/06/2009 13.00,"0,452977","4,063422","4,066233","20,29999"
13/06/2009 14.00,"0,381474","3,460328","3,462724","20,29999"
13/06/2009 15.00,"0,478156","2,913005","2,698275","20,29999"
13/06/2009 16.00,"0,40213","2,260626","2,26219","20,29999"
13/06/2009 17.00,"0,54697","4,631497","4,567212","20,29999"
13/06/2009 18.00,"0,582049","7,394052","6,915063","20,29999"
13/06/2009 19.00,"0,621406","10,323918","9,401786","20,29999"
13/06/2009 20.00,"0,674209","24,774797","22,597239","20,29999"
13/06/2009 21.00,"0,591095","38,990936","36,815426","20,29999"
13/06/2009 22.00,"1,008503","13,218764","10,445269","20,29999"
13/06/2009 23.00,"0,402374","17,736127","15,13059","20,29999"
14/06/2009 0.00,"0,486712","54,78549","46,305464","20,29999"
14/06/2009 1.00,"0,37084","47,940052","39,909556","28,29999"
14/06/2009 2.00,"0,455422","34,026103","28,612888","28,29999"
14/06/2009 3.00,"0,323659","31,925007","26,61286","28,29999"
14/06/2009 4.00,"0,474122","28,849899","24,573903","28,29999"
14/06/2009 5.00,"0,411297","18,490967","14,210397","28,29999"
14/06/2009 6.00,"0,4751","13,875033","9,46538","28,29999"
14/06/2009 7.00,"0,312048","12,859503","9,549744","28,29999"
14/06/2009 8.00,"0,331727","9,557405","7,988402","28,29999"
14/06/2009 9.00,"0,335149","10,440646","9,545849","28,29999"
14/06/2009 10.00,"0,417408","6,698874","6,690531","28,29999"
14/06/2009 11.00,"0,321704","5,580881","5,584744","28,29999"
14/06/2009 12.00,"0,562982","5,413572","5,417319","28,29999"
14/06/2009 13.00,"0,474856","7,818162","7,823573","28,29999"
14/06/2009 14.00,"0,551493","6,420025","6,423169","28,29999"
14/06/2009 15.00,"0,454443","10,624815","10,26357","28,29999"
14/06/2009 16.00,"0,409708","10,089167","9,907955","28,29999"
14/06/2009 17.00,"0,4762","11,45488","10,813866","28,29999"
14/06/2009 18.00,"0,520447","15,085111","14,306439","28,29999"
14/06/2009 19.00,"0,528758","9,447163","9,156488","28,29999"
14/06/2009 20.00,"0,66822","52,744067","48,238","28,29999"
14/06/2009 21.00,"0,678854","100,682839","85,141705","28,29999"
14/06/2009 22.00,"0,618962","98,262687","83,562181","28,29999"
14/06/2009 23.00,"0,821372","87,434247","72,430345","28,29999"
15/06/2009 0.00,"0,955089","85,753369","67,020797","28,29999"
15/06/2009 1.00,,"35,325691","32,187219","23,79999"
15/06/2009 2.00,"0,44614",,,"23,79999"
15/06/2009 3.00,"0,56044","14,972275","11,90797","23,79999"
15/06/2009 4.00,"0,567814","14,616905","11,296673","23,79999"
15/06/2009 5.00,"0,748483","30,747369","23,416206","23,79999"
15/06/2009 6.00,"1,067418","91,500252","51,938237","23,79999"
15/06/2009 7.00,"0,80379","46,383704","37,032169","23,79999"
15/06/2009 8.00,"0,667367","31,893899","25,901633","23,79999"
15/06/2009 9.00,"0,6434","24,003094","20,808774","23,79999"
15/06/2009 10.00,"0,862783","8,81813","8,71002","23,79999"
15/06/2009 11.00,"0,728204","8,53539","8,473808","23,79999"
15/06/2009 12.00,"0,652618","11,222721","10,76325","23,79999"
15/06/2009 13.00,"0,84066","6,337018","6,332318","23,79999"
15/06/2009 14.00,"0,781667","10,541809","9,658764","23,79999"
15/06/2009 15.00,"0,916247","6,600304","6,455617","23,79999"
15/06/2009 16.00,"0,872001","6,617164","6,430956","23,79999"
15/06/2009 17.00,"0,573345","8,327875","7,902743","23,79999"
15/06/2009 18.00,"0,632339","10,281118","9,706785","23,79999"
15/06/2009 19.00,"0,838818","9,579455","9,336893","23,79999"
15/06/2009 20.00,"1,133786","8,583377","8,399829","23,79999"
15/06/2009 21.00,"0,977084","48,757165","45,176316","23,79999"
15/06/2009 22.00,"0,940212","42,058262","38,863464","23,79999"
15/06/2009 23.00,"1,146691","47,382361","42,976422","23,79999"
16/06/2009 0.00,"1,200153","39,665356","33,55128","23,79999"
16/06/2009 1.00,"0,903341","22,348162","19,273399","31,5"
16/06/2009 2.00,"0,759544","18,518203","16,158507","31,5"
16/06/2009 3.00,"0,593624","16,606462","13,880737","31,5"
16/06/2009 4.00,"0,831443","15,444373","12,503694","31,5"
16/06/2009 5.00,"0,739265","29,619001","22,559592","31,5"
16/06/2009 6.00,"0,774293","53,913925","38,422192","31,5"
16/06/2009 7.00,"0,80932","36,487786","28,629751","31,5"
16/06/2009 8.00,"0,910715","12,814109","11,548466","31,5"
16/06/2009 9.00,"0,634183","10,706527","10,272652","31,5"
16/06/2009 10.00,"0,785354","5,622385","5,624978","31,5"
16/06/2009 11.00,"0,636026","6,014072","5,91051","31,5"
16/06/2009 12.00,"0,630495","10,382282","9,994913","31,5"
16/06/2009 13.00,"0,492229","10,019128","9,601659","31,5"
16/06/2009 14.00,"0,621278","4,078986","4,063639","31,5"
16/06/2009 15.00,"0,532787","5,086734","5,087658","31,5"
16/06/2009 16.00,"0,610216","4,676892","4,619126","31,5"
16/06/2009 17.00,"0,711612","5,462857","5,382276","31,5"
16/06/2009 18.00,"0,698707","5,802664","5,806681","31,5"
16/06/2009 19.00,"0,619434","10,085274","9,837871","31,5"
16/06/2009 20.00,"0,836974","42,946712","39,611036","31,5"
16/06/2009 21.00,"0,772449","65,287077","61,105109","31,5"
16/06/2009 22.00,"0,599155","60,942227","53,904498","31,5"
16/06/2009 23.00,"0,759544","59,167946","52,587168","31,5"
17/06/2009 0.00,"0,558596","40,643288","37,206084","31,5"
17/06/2009 1.00,,"45,038727","39,891373","42,099991"
17/06/2009 2.00,"0,513995",,,"42,099991"
17/06/2009 3.00,"0,656554","40,540822","35,895238","42,099991"
17/06/2009 4.00,"0,704725","36,681032","33,067178","42,099991"
17/06/2009 5.00,"0,951513","52,989186","36,278095","42,099991"
17/06/2009 6.00,"1,496624","52,549503","39,47607","42,099991"
17/06/2009 7.00,"0,619691","58,328828","41,771999","42,099991"
17/06/2009 8.00,"0,550918","26,528312","21,47457","42,099991"
17/06/2009 9.00,"0,389347","13,711617","12,485526","42,099991"
17/06/2009 10.00,"0,350773","12,100772","11,891104","42,099991"
17/06/2009 11.00,"0,413616","8,898543","8,889127","42,099991"
17/06/2009 12.00,"0,391059","7,946565","7,944275","42,099991"
17/06/2009 13.00,"0,370396","15,033233","13,870351","42,099991"
17/06/2009 14.00,"0,468819","6,317563","6,321936","42,099991"
17/06/2009 15.00,"0,41539","8,259134","8,22851","42,099991"
17/06/2009 16.00,"0,498956","9,299308","9,19153","42,099991"
17/06/2009 17.00,"0,472914","6,047794","6,051979","42,099991"
17/06/2009 18.00,"0,559904","1,900067","1,901383","42,099991"
17/06/2009 19.00,"0,689136","9,243537","9,249934","42,099991"
17/06/2009 20.00,"0,496817","12,268083","11,809334","42,099991"
17/06/2009 21.00,"0,60557","32,948309","31,444826","42,099991"
17/06/2009 22.00,"0,551773","16,934597","14,871017","42,099991"
17/06/2009 23.00,"0,479883","9,960765","6,767105","42,099991"
18/06/2009 0.00,"0,343132","34,168797","31,019122","42,099991"
18/06/2009 1.00,"0,390876","24,419433","21,077428","20,29999"
18/06/2009 2.00,"0,465089","7,148924","4,273894","20,29999"
18/06/2009 3.00,"0,279127","8,488698","5,794999","20,29999"
18/06/2009 4.00,"0,420829","14,090333","11,602975","20,29999"
18/06/2009 5.00,"0,398333","15,506629","12,490715","20,29999"
18/06/2009 6.00,"0,373392","11,860833","8,273935","20,29999"
18/06/2009 7.00,"0,348328","27,608686","21,911959","20,29999"
18/06/2009 8.00,"0,325893","25,983582","19,186423","20,29999"
18/06/2009 9.00,"0,308775","16,623324","11,891104","20,29999"
18/06/2009 10.00,"0,357498","24,764434","18,798375","20,29999"
18/06/2009 11.00,"0,339647","12,382217","10,454353","20,29999"
18/06/2009 12.00,"0,343315","5,286468","5,248595","20,29999"
18/06/2009 13.00,"0,316234","4,536818","4,442616","20,29999"
18/06/2009 14.00,"0,312994","4,783243","4,194721","20,29999"
18/06/2009 15.00,"0,345271","6,711845","6,203828","20,29999"
18/06/2009 16.00,"0,389164","5,771536","5,702849","20,29999"
18/06/2009 17.00,"0,493209","6,653481","6,651595","20,29999"
18/06/2009 18.00,"0,410682","7,517265","7,49651","20,29999"
18/06/2009 19.00,"0,439719","8,857039","8,776211","20,29999"
18/06/2009 20.00,"0,505742","18,734799","18,370077","20,29999"
18/06/2009 21.00,"0,48832","23,045929","22,267591","20,29999"
18/06/2009 22.00,"0,418691","30,808323","29,40457","20,29999"
18/06/2009 23.00,"0,477377","6,477091","5,21485","20,29999"
19/06/2009 0.00,,,,"20,29999"
19/06/2009 1.00,,,,"21,1"
19/06/2009 2.00,,,,"21,1"
19/06/2009 3.00,,,,"21,1"
19/06/2009 4.00,,,,"21,1"
19/06/2009 5.00,,,,"21,1"
19/06/2009 6.00,,,,"21,1"
19/06/2009 7.00,,,,"21,1"
19/06/2009 8.00,,,,"21,1"
19/06/2009 9.00,,,,"21,1"
19/06/2009 10.00,,,,"21,1"
19/06/2009 11.00,,,,"21,1"
19/06/2009 12.00,"0,499201","4,622419","4,625615","21,1"
19/06/2009 13.00,"0,512649","5,040044","5,043531","21,1"
19/06/2009 14.00,"0,391242","3,430499","3,432872","21,1"
19/06/2009 15.00,"0,49272","4,522551","4,489339","21,1"
19/06/2009 16.00,"0,578305","6,167114","6,067552","21,1"
19/06/2009 17.00,"0,605141","7,041274","6,527","21,1"
19/06/2009 18.00,"0,678561","7,145033","6,658085","21,1"
19/06/2009 19.00,"0,613027","8,43293","7,919614","21,1"
19/06/2009 20.00,"0,760172","10,539216","9,325212","21,1"
19/06/2009 21.00,"0,637847","12,785576","11,336913","21,1"
19/06/2009 22.00,"0,714383","11,486007","10,0027","21,1"
19/06/2009 23.00,"0,774415","14,308224","12,466058","21,1"
20/06/2009 0.00,"0,618835","13,412014","11,878126","21,1"
20/06/2009 1.00,"0,656492","22,751519","21,095611","35,599991"
20/06/2009 2.00,"0,894844","27,097685","25,222836","35,599991"
20/06/2009 3.00,"0,836586","16,32502","14,240251","35,599991"
20/06/2009 4.00,"0,560148","8,907622","8,018253","35,599991"
20/06/2009 5.00,"0,769158","14,620796","12,168847","35,599991"
20/06/2009 6.00,"0,597867","14,457375","12,042951","35,599991"
20/06/2009 7.00,"0,599946","9,50034","7,666531","35,599991"
20/06/2009 8.00,"0,563327","8,11517","6,647701","35,599991"
20/06/2009 9.00,"0,383051","9,294119","8,328445","35,599991"
20/06/2009 10.00,"0,568035","5,746894","5,5497","35,599991"
20/06/2009 11.00,"0,39919","5,168444","5,127892","35,599991"
20/06/2009 12.00,"0,437274","6,566582","6,490659","35,599991"
20/06/2009 13.00,"0,531111","5,911609","5,814466","35,599991"
20/06/2009 14.00,"0,672386","4,016731","3,953318","35,599991"
20/06/2009 15.00,"0,428838","4,425278","4,133723","35,599991"
20/06/2009 16.00,"0,778144","6,884341","6,074041","35,599991"
20/06/2009 17.00,"0,778817","8,352517","6,751532","35,599991"
20/06/2009 18.00,"0,829862","7,493919","6,249255","35,599991"
20/06/2009 19.00,"0,592304","9,104762","7,305723","35,599991"
20/06/2009 20.00,"0,709921","9,700072","8,473808","35,599991"
20/06/2009 21.00,"0,857554","19,222445","17,774354","35,599991"
20/06/2009 22.00,"0,745561","13,18245","11,772989","35,599991"
20/06/2009 23.00,"0,820937","25,467381","17,721146","35,599991"
21/06/2009 0.00,"0,726427","8,858336","7,830062","35,599991"
21/06/2009 1.00,,"8,382347","6,924147","18,1"
21/06/2009 2.00,"0,876058",,,"18,1"
21/06/2009 3.00,"0,8289","16,921627","15,124102","18,1"
21/06/2009 4.00,"0,691051","11,897149","10,967014","18,1"
21/06/2009 5.00,"0,847038","13,069613","11,578311","18,1"
21/06/2009 6.00,"0,721886","10,377095","8,532211","18,1"
21/06/2009 7.00,"0,711004","18,691998","16,769803","18,1"
21/06/2009 8.00,"0,765418","29,563228","25,660225","18,1"
21/06/2009 9.00,"0,79081","34,314051","27,931489","18,1"
21/06/2009 10.00,"0,823458","25,993964","19,847057","18,1"
21/06/2009 11.00,"0,662031","11,614407","9,024106","18,1"
21/06/2009 12.00,"0,825272","16,793227","14,629609","18,1"
21/06/2009 13.00,"0,825272","10,361529","8,881339","18,1"
21/06/2009 14.00,"0,569528","11,126744","9,316126","18,1"
21/06/2009 15.00,"0,696493","6,395382","5,435489","18,1"
21/06/2009 16.00,"0,676542","5,968677","4,70868","18,1"
21/06/2009 17.00,"0,778114","6,931032","5,27585","18,1"
21/06/2009 18.00,"0,839783","6,23715","4,658062","18,1"
21/06/2009 19.00,"0,7237","10,850489","9,892382","18,1"
21/06/2009 20.00,"0,741838","9,164422","7,989701","18,1"
21/06/2009 21.00,"0,716445","9,497745","8,599702","18,1"
21/06/2009 22.00,"0,56046","5,929767","4,937107","18,1"
21/06/2009 23.00,"0,7237","4,787134","4,425744","18,1"
22/06/2009 0.00,"0,678355","3,781978","3,34851","18,1"
22/06/2009 1.00,"0,614873","4,601666","3,74566","8,5"
22/06/2009 2.00,"0,772672","4,714502","3,68985","8,5"
22/06/2009 3.00,"0,729141","4,101033","3,229106","8,5"
22/06/2009 4.00,"0,888754","4,120488","3,174595","8,5"
22/06/2009 5.00,"0,908706","4,254078","2,934488","8,5"
22/06/2009 6.00,"0,886941","4,960929","3,637936","8,5"
22/06/2009 7.00,"0,796251","6,173599","5,00849","8,5"
22/06/2009 8.00,"0,957678","6,851917","5,473127","8,5"
22/06/2009 9.00,"0,908706","5,287766","4,852744","8,5"
22/06/2009 10.00,"0,866989","3,988197","3,901403","8,5"
22/06/2009 11.00,"0,692866","4,83123","4,689212","8,5"
22/06/2009 12.00,"0,747279","2,381245","2,356936","8,5"
22/06/2009 13.00,"0,678355","2,243766","2,245319","8,5"
22/06/2009 14.00,"0,944982","2,658798","2,660638","8,5"
22/06/2009 15.00,"0,810762","5,453779","5,334254","8,5"
22/06/2009 16.00,"0,863362","9,137186","8,612678","8,5"
22/06/2009 17.00,"0,990326","7,148924","6,384233","8,5"
22/06/2009 18.00,"0,852479","5,844167","5,27585","8,5"
22/06/2009 19.00,"1,050182","6,213805","5,783318","8,5"
22/06/2009 20.00,"0,959492","4,887001","4,376424","8,5"
22/06/2009 21.00,"0,759976","2,793682","2,567191","8,5"
22/06/2009 22.00,"0,950423","2,814435","2,520467","8,5"
22/06/2009 23.00,"1,19347","3,970038","3,772915","8,5"
23/06/2009 0.00,"1,23156","5,650918","5,279743","8,5"
23/06/2009 1.00,,"4,802697","3,758636","8,3"
23/06/2009 2.00,"0,762499",,,"8,3"
23/06/2009 3.00,"0,928197","6,148957","5,318681","8,3"
23/06/2009 4.00,"1,006296","8,418662","7,462765","8,3"
23/06/2009 5.00,"0,854843","6,294218","5,177212","8,3"
23/06/2009 6.00,"0,752973","6,759832","4,582787","8,3"
23/06/2009 7.00,"0,835516","9,90759","8,861871","8,3"
23/06/2009 8.00,"1,035181","9,173502","8,059786","8,3"
23/06/2009 9.00,"0,857796","5,29814","5,101935","8,3"
23/06/2009 10.00,"0,606998","3,744365","3,746956","8,3"
23/06/2009 11.00,"0,702082","2,569307","2,571085","8,3"
23/06/2009 12.00,"0,663732","3,1724","3,162914","8,3"
23/06/2009 13.00,"0,752973","4,106221","4,107765","8,3"
23/06/2009 14.00,"0,85527","3,953179","3,946829","8,3"
23/06/2009 15.00,"0,758512","4,190524","4,103871","8,3"
