,TARANTO,,,
,S.VITO Colonia Marina,,,
Parm,SO2,NOX,NO2,PM10
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3


26/02/2009 11.00,"6,704826","3,079018","3,774213",
26/02/2009 12.00,"5,174118","5,033558","3,512042",
26/02/2009 13.00,"4,396845","7,644369","3,232999",
26/02/2009 14.00,"3,3515","8,666385","3,277128",
26/02/2009 15.00,"3,323982","11,777826","4,009127",
26/02/2009 16.00,"3,727335","12,773903","4,157084",
26/02/2009 17.00,"2,809337","14,232998","5,522447",
26/02/2009 18.00,"2,173823","21,599807","12,498507",
26/02/2009 19.00,"2,037202","34,713505","24,730936",
26/02/2009 20.00,"2,002052","39,415058","29,074922",
26/02/2009 21.00,"2,871459","16,008558","9,60036",
26/02/2009 22.00,"2,150196","12,770012","7,436808",
26/02/2009 23.00,"1,779287","9,261696","5,12919",
27/02/2009 0.00,"1,825203","11,619597","8,336232",
27/02/2009 1.00,,"9,432896","7,444595",
27/02/2009 2.00,"0,766855",,,
27/02/2009 3.00,"0,719744","18,465027","15,809379",
27/02/2009 4.00,"0,52994","10,501605","9,93521",
27/02/2009 5.00,"0,444906","10,864756","11,259037",
27/02/2009 6.00,"0,476192","16,387274","15,857399",
27/02/2009 7.00,"0,690732","30,638423","21,569328",
27/02/2009 8.00,"0,374878","15,321161","12,834655",
27/02/2009 9.00,"1,018956","20,754186","14,969652",
27/02/2009 10.00,"2,951643","14,814044","11,169483",
27/02/2009 11.00,"4,66033","15,148663","8,199956",
27/02/2009 12.00,"4,436332","12,576763","6,555552",
27/02/2009 13.00,"3,276592","12,65069","5,566574",
27/02/2009 14.00,"1,941145","13,134463","5,688574",
27/02/2009 15.00,"1,288428","14,467751","6,207723",
27/02/2009 16.00,"0,989853","14,501474","6,577616",
27/02/2009 17.00,"0,676363","19,254873","11,901481",
27/02/2009 18.00,"0,682002","55,284827","40,130183",
27/02/2009 19.00,"0,816238","67,18198","42,075701",
27/02/2009 20.00,"0,537398","21,593324","14,085801",
27/02/2009 21.00,"0,686185","27,909596","19,542055",
27/02/2009 22.00,"0,606972","17,646637","10,403737",
27/02/2009 23.00,"0,645078","14,845171","8,120786",
28/02/2009 0.00,"0,5876","15,085111","8,119487",
28/02/2009 1.00,"0,557589","12,348495","6,332318",
28/02/2009 2.00,"0,583144","16,261469","10,772334",
28/02/2009 3.00,"0,44336","13,452219","8,610084",
28/02/2009 4.00,"0,255012","24,205423","18,982677",
28/02/2009 5.00,"0,304031","11,620893","7,745701",
28/02/2009 6.00,"0,27311","10,338186","7,022786",
28/02/2009 7.00,"0,376788","7,64826","4,796936",
28/02/2009 8.00,"0,477556","10,002268","6,760616",
28/02/2009 9.00,"0,465733","15,073439","7,940382",
28/02/2009 10.00,"1,374917","20,313201","11,748333",
28/02/2009 11.00,"2,043095","13,198014","5,541914",
28/02/2009 12.00,"2,058647","13,209687","5,730105",
28/02/2009 13.00,"2,186426","12,811514","4,869617",
28/02/2009 14.00,"1,884031","13,055346","5,205766",
28/02/2009 15.00,"1,188024","14,271907","5,491296",
28/02/2009 16.00,"0,765762","13,707724","4,638596",
28/02/2009 17.00,"0,640712","14,96968","5,201871",
28/02/2009 18.00,"0,522756","21,61407","11,199339",
28/02/2009 19.00,"0,615793","43,57316","29,447399",
28/02/2009 20.00,"0,77604","50,072296","36,25993",
28/02/2009 21.00,"0,735478","38,387853","27,801703",
28/02/2009 22.00,"0,493744","33,181784","23,653715",
28/02/2009 23.00,"0,608608","43,405821","30,348123",
01/03/2009 0.00,"0,552677","35,171353","25,87825",
01/03/2009 1.00,,"27,782487","20,586828",
01/03/2009 2.00,"0,499512",,,
01/03/2009 3.00,"0,736409","19,132962","15,078674",
01/03/2009 4.00,"0,711143","18,03962","15,094248",
01/03/2009 5.00,"0,535735","18,200444","14,473866",
01/03/2009 6.00,"0,801882","17,71797","15,661419",
01/03/2009 7.00,"0,931016","10,850489","9,496531",
01/03/2009 8.00,"0,994043","11,102104","8,258359",
01/03/2009 9.00,"0,970408","13,159105","9,279787",
01/03/2009 10.00,"0,929114","10,401737","7,18502",
01/03/2009 11.00,"0,832399","12,59103","6,655488",
01/03/2009 12.00,"0,822438","14,012514","6,615254",
01/03/2009 13.00,"0,676642","14,065691","6,472489",
01/03/2009 14.00,"0,728258","16,819167","8,123382",
01/03/2009 15.00,"0,811662","14,965789","6,617851",
01/03/2009 16.00,"0,628737","13,421094","5,453659",
01/03/2009 17.00,"0,67157","14,548165","5,140871",
01/03/2009 18.00,"0,787393","14,92688","5,624978",
01/03/2009 19.00,"0,762128","15,052688","5,562681",
01/03/2009 20.00,"0,974755","15,957976","6,057168",
01/03/2009 21.00,"1,16085","18,760739","8,158424",
01/03/2009 22.00,"1,028818","26,052319","12,768456",
01/03/2009 23.00,"0,827509","35,517636","21,407076",
02/03/2009 0.00,"0,814741","20,581684","10,328465",
02/03/2009 1.00,"0,854496","18,505233","8,600997",
02/03/2009 2.00,"0,847613","19,538919","8,459531",
02/03/2009 3.00,"0,838014","16,282219","5,744382",
02/03/2009 4.00,"0,775801","16,232934","5,622381",
02/03/2009 5.00,"0,968506","15,096785","4,860531",
02/03/2009 6.00,"0,723097","16,14474","5,874169",
02/03/2009 7.00,"0,750445","21,132895","9,870318",
02/03/2009 8.00,"1,006631","46,901167","22,890558",
02/03/2009 9.00,"0,972581","31,602071","17,174735",
02/03/2009 10.00,"0,810212","19,267854","7,547127",
02/03/2009 11.00,"0,646033","17,712782","5,802786",
02/03/2009 12.00,"0,654364","16,50919","5,116212",
02/03/2009 13.00,"0,527585","16,856779","5,278445",
02/03/2009 14.00,"0,418282","17,489702","5,988382",
02/03/2009 15.00,"0,389214","15,474205","4,323212",
02/03/2009 16.00,"0,402345","16,391165","5,047424",
02/03/2009 17.00,"0,336691","19,288599","7,284957",
02/03/2009 18.00,"0,503406","18,053888","7,021489",
02/03/2009 19.00,"0,503858","18,461138","7,268084",
02/03/2009 20.00,"0,388308","21,499941","9,770381",
02/03/2009 21.00,"0,447441","17,037059","6,794361",
02/03/2009 22.00,"0,562497","17,513115","6,89632",
02/03/2009 23.00,"0,508568","27,495859","13,765226",
03/03/2009 0.00,"0,698827","32,746","18,301285",
03/03/2009 1.00,,"22,383172","10,437488",
03/03/2009 2.00,"0,542299",,,
03/03/2009 3.00,"0,534498","24,512814","12,100056",
03/03/2009 4.00,"0,503204","20,170548","7,850828",
03/03/2009 5.00,"0,642725","21,130295","8,550382",
03/03/2009 6.00,"0,48823","22,715209","9,027999",
03/03/2009 7.00,"0,525262","35,11688","16,933337",
03/03/2009 8.00,"1,208964","94,323774","33,755058",
03/03/2009 9.00,"0,461509","45,838974","21,37463",
03/03/2009 10.00,"0,869221","34,68498","17,483634",
03/03/2009 11.00,"6,504356","24,850033","10,9774",
03/03/2009 12.00,"4,515301","16,280923","5,434191",
03/03/2009 13.00,"1,904591","17,955318","6,730764",
03/03/2009 14.00,,"21,536251","8,554276",
03/03/2009 15.00,"0,803495","17,919002","5,804084",
03/03/2009 16.00,"0,571351","17,664795","5,478317",
03/03/2009 17.00,"0,572606","18,943612","6,332318",
03/03/2009 18.00,"0,515937","24,706061","12,127315",
03/03/2009 19.00,"0,538622","28,082078","16,685439",
03/03/2009 20.00,"0,648553","25,883718","13,678266",
03/03/2009 21.00,"0,559963","24,180776","12,542632",
03/03/2009 22.00,"0,571081","27,191067","15,80289",
03/03/2009 23.00,"0,615198","27,437486","14,210397",
04/03/2009 0.00,"0,468145","23,291066","11,355079",
04/03/2009 1.00,"0,573233","18,248433","6,750234",
04/03/2009 2.00,"0,484375","17,110986","4,889083",
04/03/2009 3.00,"0,627571","14,133133","3,138255",
04/03/2009 4.00,"0,69464","13,915241","2,833255",
04/03/2009 5.00,"0,379197","15,099379","3,078553",
04/03/2009 6.00,"0,744854","15,450859","3,717106",
04/03/2009 7.00,"0,708091","16,104532","4,523084",
04/03/2009 8.00,"0,93351","21,851425","7,897552",
04/03/2009 9.00,"0,467248","18,804835","5,447169",
04/03/2009 10.00,"0,444383","16,168085","3,977977",
04/03/2009 11.00,"0,3809","14,89316","3,484786",
04/03/2009 12.00,"0,349337","13,709022","3,291405",
04/03/2009 13.00,"0,336964","13,869847","3,527617",
04/03/2009 14.00,"0,307195","13,684379","3,281021",
04/03/2009 15.00,"0,316251","13,326414","2,533446",
04/03/2009 16.00,"0,245864","14,627279","3,174595",
04/03/2009 17.00,"0,296256","14,950226","3,393936",
04/03/2009 18.00,"0,356242","14,833499","3,571744",
04/03/2009 19.00,"0,389777","13,190231","3,473106",
04/03/2009 20.00,"0,507957","13,147432","2,733319",
04/03/2009 21.00,"0,392825","13,013844","3,709318",
04/03/2009 22.00,"0,427167","12,990499","2,834553",
04/03/2009 23.00,"0,425106","14,261533","3,06168",
05/03/2009 0.00,"0,461241","13,221359","2,18951",
05/03/2009 1.00,,"12,216203","1,924743",
05/03/2009 2.00,"0,580382",,,
05/03/2009 3.00,"0,635614","13,803701","2,090871",
05/03/2009 4.00,"0,700375","13,474269","2,086979",
05/03/2009 5.00,"0,491886","12,632532","1,806637",
05/03/2009 6.00,"0,507856","12,447066","2,160956",
05/03/2009 7.00,"0,485533","12,408157","2,376404",
05/03/2009 8.00,"0,623085","15,370446","4,438723",
05/03/2009 9.00,"0,473182","14,789402","3,558765",
05/03/2009 10.00,"0,257105","14,191496","2,776147",
05/03/2009 11.00,"0,387685","14,641547","3,147339",
05/03/2009 12.00,"0,380539","13,659737","2,65285",
05/03/2009 13.00,"0,340305","14,924288","3,486085",
05/03/2009 14.00,"0,353805","14,085143","3,331637",
05/03/2009 15.00,"0,472299","13,380887","3,261553",
05/03/2009 16.00,"0,509974","15,057875","4,704785",
05/03/2009 17.00,"0,568294","19,428672","7,998785",
05/03/2009 18.00,"0,487033","17,615509","6,263532",
05/03/2009 19.00,"0,586381","18,327548","6,453021",
05/03/2009 20.00,"0,471064","15,63892","3,565255",
05/03/2009 21.00,"0,439919","16,519567","4,416659",
05/03/2009 22.00,"0,396509","15,610387","3,949423",
05/03/2009 23.00,"0,35557","14,661002","3,534106",
06/03/2009 0.00,"0,441772","14,356212","3,457531",
06/03/2009 1.00,"0,506445","16,627215","6,145424",
06/03/2009 2.00,"0,4513","13,668815","3,626255",
06/03/2009 3.00,"0,366863","11,548262","2,659339",
06/03/2009 4.00,"0,624674","11,465256","3,178488",
06/03/2009 5.00,"0,59247","10,002268","2,542532",
06/03/2009 6.00,"0,661466","9,557405","2,57368",
06/03/2009 7.00,"0,678142","9,777891","3,113594",
06/03/2009 8.00,"0,754196","13,313445","6,388127",
06/03/2009 9.00,"0,698346","13,610451","6,224594",
06/03/2009 10.00,"0,845427","10,43027","3,859871",
06/03/2009 11.00,"0,641614","10,410814","3,669084",
06/03/2009 12.00,"0,729668","10,386173","3,261553",
06/03/2009 13.00,"0,53406","11,854348","3,794978",
06/03/2009 14.00,"0,50115","13,641578","4,928021",
06/03/2009 15.00,"0,64726","14,828311","5,645744",
06/03/2009 16.00,"0,674436","13,151322","3,499063",
06/03/2009 17.00,"0,608704","15,985212","5,046127",
06/03/2009 18.00,"0,569882","15,440482","4,221977",
06/03/2009 19.00,"0,569706","13,187637","3,392637",
06/03/2009 20.00,"0,624144","12,138385","3,539297",
06/03/2009 21.00,"0,355217","12,266785","4,498425",
06/03/2009 22.00,"0,591322","11,471742","3,989659",
06/03/2009 23.00,"0,382833","10,308354","3,248574",
07/03/2009 0.00,"0,525238","9,980219","3,377062",
07/03/2009 1.00,,"9,041211","3,127871",
07/03/2009 2.00,"0,827755",,,
07/03/2009 3.00,"0,96468","7,556174","2,713851",
07/03/2009 4.00,"0,778068","6,410945","2,133702",
07/03/2009 5.00,"0,808092","5,311111","1,924743",
07/03/2009 6.00,"0,857248","5,608118","2,699574",
07/03/2009 7.00,"0,875404","16,699845","11,400506",
07/03/2009 8.00,"1,120648","33,101386","21,325319",
07/03/2009 9.00,"1,286358","21,833262","13,414805",
07/03/2009 10.00,"1,078224","10,51976","4,886489",
07/03/2009 11.00,"0,967337","11,155279","4,699595",
07/03/2009 12.00,"0,780371","14,89316","6,44004",
07/03/2009 13.00,"0,978142","13,177262","5,060404",
07/03/2009 14.00,"0,587735","15,310786","6,628233",
07/03/2009 15.00,"0,897457","20,265211","11,40959",
07/03/2009 16.00,"0,835903","10,615737","3,077255",
07/03/2009 17.00,"0,66718","11,404298","3,037021",
07/03/2009 18.00,"0,939969","12,937322","3,645723",
07/03/2009 19.00,"0,874961","14,434032","5,174616",
07/03/2009 20.00,"0,666473","20,712676","11,608165",
07/03/2009 21.00,"0,935098","21,606287","12,928102",
07/03/2009 22.00,"0,858487","15,478096","7,356339",
07/03/2009 23.00,"1,071758","17,614213","9,89368",
08/03/2009 0.00,"0,811015","17,685545","9,866424",
08/03/2009 1.00,"0,796047","12,026845","5,447169",
08/03/2009 2.00,"0,813495","12,380921","6,173978",
08/03/2009 3.00,"0,801006","17,016306","10,781417",
08/03/2009 4.00,"0,886297","12,899709","7,615914",
08/03/2009 5.00,"0,840065","14,239484","9,431638",
08/03/2009 6.00,"0,707479","10,471773","5,965021",
08/03/2009 7.00,"0,745918","6,991991","4,019509",
08/03/2009 8.00,"0,727319","6,954378","3,868957",
08/03/2009 9.00,"0,859727","8,305825","3,981872",
08/03/2009 10.00,"1,077604","10,430271","4,822892",
08/03/2009 11.00,"1,629026","13,200609","5,297915",
08/03/2009 12.00,"1,470845","10,375797","3,697638",
08/03/2009 13.00,"1,538954","10,155312","3,971489",
08/03/2009 14.00,"1,706966","10,867351","4,329701",
08/03/2009 15.00,"1,318508","10,850489","3,182382",
08/03/2009 16.00,"1,289192","11,096915","3,456234",
08/03/2009 17.00,"1,306109","10,898478","3,156425",
08/03/2009 18.00,"1,004978","13,688269","5,721019",
08/03/2009 19.00,"1,399548","12,907491","5,544509",
08/03/2009 20.00,"1,522569","15,242044","7,723636",
08/03/2009 21.00,"1,950528","21,610187","14,150698",
08/03/2009 22.00,"1,746823","13,297881","5,950744",
08/03/2009 23.00,"1,310892","19,296381","11,743144",
09/03/2009 0.00,"1,467302","34,880826","20,899631",
09/03/2009 1.00,,"29,118363","19,196824",
09/03/2009 2.00,"0,537753",,,
09/03/2009 3.00,"0,582402","26,325983","19,989806",
09/03/2009 4.00,"0,436426","18,190069","14,072822",
09/03/2009 5.00,"0,367723","15,731005","12,75678",
09/03/2009 6.00,"0,449956","16,781555","12,951459",
09/03/2009 7.00,"0,510241","43,683386","22,698479",
09/03/2009 8.00,"0,306836","18,18099","14,38172",
09/03/2009 9.00,"0,195888","9,639114","7,108447",
09/03/2009 10.00,"0,397488","9,821988","5,169425",
09/03/2009 11.00,"0,58135","10,218863","4,129828",
09/03/2009 12.00,"0,373435","10,943873","4,264807",
09/03/2009 13.00,"0,337655","11,243473","3,881936",
09/03/2009 14.00,"0,267298","11,16825","3,58083",
09/03/2009 15.00,"0,190175","10,762296","2,968233",
09/03/2009 16.00,"0,186267","12,153949","3,480893",
09/03/2009 17.00,"0,249107","13,29399","4,411466",
09/03/2009 18.00,"0,25061","14,661002","6,093509",
09/03/2009 19.00,"0,185214","14,24986","5,939062",
09/03/2009 20.00,"0,199496","12,851722","3,698936",
09/03/2009 21.00,"0,162062","11,88807","3,512042",
09/03/2009 22.00,"0,193182","12,05927","3,325148",
09/03/2009 23.00,"0,249859","12,867286","3,500361",
10/03/2009 0.00,"0,206411","11,482116","2,756681",
10/03/2009 1.00,"0,223399","10,118996","2,782639",
10/03/2009 2.00,"0,23227","8,959502","2,659339",
10/03/2009 3.00,"0,137557","7,999738","2,73202",
10/03/2009 4.00,"0,180103","6,845432","2,517873",
10/03/2009 5.00,"0,206712","5,707985","2,499703",
10/03/2009 6.00,"0,182208","4,373398","2,26219",
10/03/2009 7.00,"0,115158","4,058233","2,202488",
10/03/2009 8.00,"0,161912","5,191789","2,698275",
10/03/2009 9.00,"0,193783","7,867448","4,351765",
10/03/2009 10.00,"0,255271","9,248726","4,185638",
10/03/2009 11.00,"0,462584","11,898444","4,755404",
10/03/2009 12.00,"0,619836","10,2461","3,343319",
10/03/2009 13.00,"0,656067","11,255146","3,401723",
10/03/2009 14.00,"0,360506","10,504197","2,722935",
10/03/2009 15.00,"0,290901","12,111148","3,667786",
10/03/2009 16.00,"0,2458","11,613111","3,301787",
10/03/2009 17.00,"0,783402","14,371775","4,921532",
10/03/2009 18.00,"0,511143","17,802274","8,122084",
10/03/2009 19.00,"0,457924","26,207956","15,070882",
10/03/2009 20.00,"0,405006","28,161196","16,246757",
10/03/2009 21.00,"0,259631","34,171379","20,733497",
10/03/2009 22.00,"0,514601","46,78186","30,837425",
10/03/2009 23.00,"0,301574","41,570627","28,223508",
11/03/2009 0.00,"0,442289","20,17961","12,398566",
11/03/2009 1.00,,"17,033168","10,033849",
11/03/2009 2.00,"0,673342",,,
11/03/2009 3.00,"0,582141","8,224116","3,401723",
11/03/2009 4.00,"0,294102","7,779253","3,075957",
11/03/2009 5.00,"0,354621","7,32661","2,882575",
11/03/2009 6.00,"0,34031","7,55747","2,747595",
11/03/2009 7.00,"0,483541","17,45209","10,934565",
11/03/2009 8.00,"0,462317","17,267921","10,218142",
11/03/2009 9.00,"0,60288","18,733503","10,821658",
11/03/2009 10.00,"0,492758","17,125252","7,937787",
11/03/2009 11.00,"0,487543","13,611747","4,102575",
11/03/2009 12.00,"0,32042","13,153915","3,807956",
11/03/2009 13.00,"0,465955","16,301673","6,603574",
11/03/2009 14.00,"0,655272","20,498666","9,375828",
11/03/2009 15.00,"0,366748","16,855482","6,700914",
11/03/2009 16.00,"0,32612","14,779026","5,03185",
11/03/2009 17.00,"0,315569","18,444276","7,291446",
11/03/2009 18.00,"0,374389","19,566146","8,780104",
11/03/2009 19.00,"0,521986","23,549167","12,741207",
11/03/2009 20.00,"0,707422","26,026372","13,480993",
11/03/2009 21.00,"0,509374","17,095423","6,358276",
11/03/2009 22.00,"0,587598","23,914913","13,107209",
11/03/2009 23.00,"0,477234","18,359974","7,39138",
12/03/2009 0.00,"0,545393","18,149862","7,756083",
12/03/2009 1.00,"0,588204","17,178429","7,395275",
12/03/2009 2.00,"0,45504","15,221294","6,096106",
12/03/2009 3.00,"0,423143","13,46519","5,159043",
12/03/2009 4.00,"0,372691","10,934793","3,441957",
12/03/2009 5.00,"0,390641","19,819064","12,846332",
12/03/2009 6.00,"0,338248","11,010018","4,585381",
12/03/2009 7.00,"0,288887","16,26017","9,989722",
12/03/2009 8.00,"0,508888","9,764922","3,388745",
12/03/2009 9.00,"0,302956","12,288835","5,841722",
12/03/2009 10.00,"0,45213","12,045003","5,461446",
12/03/2009 11.00,"0,770972","19,427372","9,56402",
12/03/2009 12.00,"2,020028","13,493723","5,430296",
12/03/2009 13.00,"2,122024","13,828345","4,755404",
12/03/2009 14.00,"1,381008","13,781651","4,443914",
12/03/2009 15.00,"1,683236","13,779059","3,854682",
12/03/2009 16.00,"1,395804","14,218733","4,251829",
12/03/2009 17.00,"1,320974","13,364027","4,267404",
12/03/2009 18.00,"0,893101","13,702536","4,29336",
12/03/2009 19.00,"0,5403","13,384778","4,290765",
12/03/2009 20.00,"0,473839","11,226611","3,175893",
12/03/2009 21.00,"0,378513","11,786906","4,469872",
12/03/2009 22.00,"0,366021","10,126778","3,758636",
12/03/2009 23.00,"0,32139","8,349924","3,069467",
13/03/2009 0.00,"0,481964","8,320092","4,150594",
13/03/2009 1.00,,"6,060763","3,066871",
13/03/2009 2.00,"1,012135",,,
13/03/2009 3.00,"0,940852","3,958368","2,305021",
13/03/2009 4.00,"1,110087","3,289127","2,34785",
13/03/2009 5.00,"0,827261","2,430531","2,133702",
13/03/2009 6.00,"1,00874","1,853376","2,495808",
13/03/2009 7.00,"0,976493","1,850783","2,622998",
13/03/2009 8.00,"0,851629","3,250218","3,217426",
13/03/2009 9.00,"0,952612","4,902565","4,513999",
13/03/2009 10.00,"1,707742","6,007586","4,059744",
13/03/2009 11.00,"1,719744","8,05551","3,497765",
13/03/2009 12.00,"1,493046","7,70792","3,12268",
13/03/2009 13.00,"1,361636","9,322654","3,536703",
13/03/2009 14.00,"1,047654","11,13323","3,845596",
13/03/2009 15.00,"1,102086","12,242143","4,101276",
13/03/2009 16.00,"0,997344","13,210983","4,87351",
13/03/2009 17.00,"0,993829","14,366588","5,256382",
13/03/2009 18.00,"1,157366","14,947633","5,769041",
13/03/2009 19.00,"1,561056","20,659503","10,883949",
13/03/2009 20.00,"1,602273","20,975958","10,59452",
13/03/2009 21.00,"1,339572","22,370207","11,401799",
13/03/2009 22.00,"1,553904","26,115873","14,743827",
13/03/2009 23.00,"1,414612","43,732677","27,997683",
14/03/2009 0.00,"1,731746","46,241032","29,89517",
14/03/2009 1.00,"1,447708","32,762845","22,248107",
14/03/2009 2.00,"1,081235","13,663627","5,299213",
14/03/2009 3.00,"1,041714","12,230471","4,624317",
14/03/2009 4.00,"0,945822","18,349597","10,825543",
14/03/2009 5.00,"1,04026","18,092797","10,820356",
14/03/2009 6.00,"1,429403","24,126303","13,570548",
14/03/2009 7.00,"0,980858","18,016275","10,542613",
14/03/2009 8.00,"1,10148","18,611587","11,294079",
14/03/2009 9.00,"3,711645","17,93716","9,432934",
14/03/2009 10.00,"3,98247","14,387338","6,841084",
14/03/2009 11.00,"2,961485","12,88674","5,798893",
14/03/2009 12.00,"3,191455","11,380952","4,926723",
14/03/2009 13.00,"2,995308","12,019063","4,772275",
14/03/2009 14.00,"2,07761","11,546965","4,053255",
14/03/2009 15.00,"1,533294","11,762263","3,692447",
14/03/2009 16.00,"1,256409","12,428908","4,254425",
14/03/2009 17.00,"1,319812","13,958041","5,12919",
14/03/2009 18.00,"1,035895","21,090105","11,283693",
14/03/2009 19.00,"1,220041","30,50483","19,735435",
14/03/2009 20.00,"1,195917","35,556526","23,285118",
14/03/2009 21.00,"1,319448","57,611598","37,463059",
14/03/2009 22.00,"1,577543","67,923837","44,549444",
14/03/2009 23.00,"1,812968","73,831575","45,35023",
15/03/2009 0.00,"1,572452","43,178866","26,390915",
15/03/2009 1.00,,"26,456974","16,12735",
15/03/2009 2.00,"0,519718",,,
15/03/2009 3.00,"0,506153","16,35485","12,022189",
15/03/2009 4.00,"0,459038","11,574202","8,989063",
15/03/2009 5.00,"0,447108","10,330404","8,604892",
15/03/2009 6.00,"0,632116","9,733795","8,930657",
15/03/2009 7.00,"0,688678","7,892092","7,521169",
15/03/2009 8.00,"0,445775","7,850588","7,153872",
15/03/2009 9.00,"0,467214","7,093155","5,980595",
15/03/2009 10.00,"0,835292","10,011347","6,040297",
15/03/2009 11.00,"0,599596","10,505493","4,346574",
15/03/2009 12.00,"0,687589","11,698712","4,65936",
15/03/2009 13.00,"0,854186","13,01125","5,148658",
15/03/2009 14.00,"0,863149","11,613111","4,268702",
15/03/2009 15.00,"0,932852","11,362794","3,229106",
15/03/2009 16.00,"0,865935","12,766122","3,462724",
15/03/2009 17.00,"0,606136","14,41717","3,811851",
15/03/2009 18.00,"0,660458","18,468918","7,330382",
15/03/2009 19.00,"0,742152","31,913344","19,597846",
15/03/2009 20.00,"0,844254","28,612543","16,978753",
15/03/2009 21.00,"0,822453","30,508732","18,759435",
15/03/2009 22.00,"0,804951","35,076651","22,093656",
15/03/2009 23.00,"0,821727","29,2779","17,500497",
16/03/2009 0.00,"1,015213","27,06914","15,229227",
16/03/2009 1.00,"0,864966","21,684105","11,349891",
16/03/2009 2.00,"0,769706","16,974803","8,123382",
16/03/2009 3.00,"0,861635","13,565058","6,000062",
16/03/2009 4.00,"0,62497","11,828408","4,931914",
16/03/2009 5.00,"0,675173","11,100806","4,818999",
16/03/2009 6.00,"0,806466","11,827112","6,273914",
16/03/2009 7.00,"0,751599","15,318568","9,467977",
16/03/2009 8.00,"0,770372","21,068041","13,366784",
16/03/2009 9.00,"0,670995","21,464915","12,564695",
16/03/2009 10.00,"0,517841","16,640185","7,66134",
16/03/2009 11.00,"0,392121","18,650495","8,542594",
16/03/2009 12.00,"0,62721","13,588402","5,126596",
16/03/2009 13.00,"0,37589","14,779026","6,279105",
16/03/2009 14.00,"0,348639","13,007358","4,699595",
16/03/2009 15.00,"0,619459","13,903568","4,567212",
16/03/2009 16.00,"0,529711","13,379591","4,027297",
16/03/2009 17.00,"0,460491","14,177229","4,171361",
16/03/2009 18.00,"0,416829","13,217468","3,347212",
16/03/2009 19.00,"0,738579","13,086473","3,077255",
16/03/2009 20.00,"0,615281","17,234198","7,783341",
16/03/2009 21.00,"0,436147","22,178263","12,821674",
16/03/2009 22.00,"0,468061","35,95342","25,122896",
16/03/2009 23.00,"0,581367","33,223293","21,961288",
17/03/2009 0.00,"0,546546","17,812649","7,168147",
17/03/2009 1.00,,"19,003273","8,617871",
17/03/2009 2.00,"0,627779",,,
17/03/2009 3.00,"0,611227","17,065592","6,924147",
17/03/2009 4.00,"0,698201","16,360037","6,760616",
17/03/2009 5.00,"0,543513","14,615607","5,287531",
17/03/2009 6.00,"0,594072","15,133101","6,424467",
17/03/2009 7.00,"0,65035","21,65428","12,571183",
17/03/2009 8.00,"0,78668","26,360992","15,054016",
17/03/2009 9.00,"5,980453","27,106768","14,3337",
17/03/2009 10.00,"8,159923","18,861903","7,637977",
17/03/2009 11.00,"4,312595","15,863296","6,157104",
17/03/2009 12.00,"3,876219","16,55329","6,093509",
17/03/2009 13.00,"2,826811","14,009919","4,459487",
17/03/2009 14.00,"2,098214","14,117569","4,184339",
17/03/2009 15.00,"1,914636","14,497583","4,302445",
17/03/2009 16.00,"2,183082","13,509287","4,160978",
17/03/2009 17.00,"1,971816","15,891829","5,997468",
17/03/2009 18.00,"1,401518","15,856812","6,525702",
17/03/2009 19.00,"1,620007","20,554439","11,474485",
17/03/2009 20.00,"2,074439","18,210821","9,438127",
17/03/2009 21.00,"1,117122","14,590965","6,381638",
17/03/2009 22.00,"1,025332","13,545602","5,963723",
17/03/2009 23.00,"0,86944","14,090333","6,377743",
18/03/2009 0.00,"0,689774","13,698646","6,347893",
18/03/2009 1.00,"0,712646","12,208422","6,076636",
18/03/2009 2.00,"0,719869","9,510716","3,815744",
18/03/2009 3.00,"0,663591","9,235757","3,619766",
18/03/2009 4.00,"0,650049","8,19688","2,665829",
18/03/2009 5.00,"0,768021","9,408254","3,891021",
18/03/2009 6.00,"0,722878","15,396386","9,615935",
18/03/2009 7.00,"0,739431","12,327744","6,447828",
18/03/2009 8.00,"0,747557","13,275832","6,659381",
18/03/2009 9.00,,"15,575368","7,451085",
18/03/2009 10.00,,"13,583214","5,697659",
18/03/2009 11.00,"2,651736","13,501506","5,454957",
18/03/2009 12.00,"2,985651","12,074834","4,741127",
18/03/2009 13.00,"2,380726","12,583248","4,904658",
18/03/2009 14.00,"2,384713","12,593623","4,613935",
18/03/2009 15.00,"2,157391","14,894457","4,96436",
18/03/2009 16.00,"1,583465","13,443141","3,611978",
18/03/2009 17.00,"1,902514","18,851526","7,27068",
18/03/2009 18.00,"1,776526","17,791899","5,817063",
18/03/2009 19.00,"2,357159","20,874795","9,416062",
18/03/2009 20.00,"3,562659","20,85535","9,732743",
18/03/2009 21.00,"3,256299","22,828037","12,506287",
18/03/2009 22.00,"4,619872","35,684935","23,160515",
18/03/2009 23.00,"2,604241","19,179655","10,054615",
19/03/2009 0.00,"1,977563","15,213512","7,410851",
19/03/2009 1.00,,"12,71943","6,122063",
19/03/2009 2.00,"1,608918",,,
19/03/2009 3.00,"1,878947","11,860833","7,092872",
19/03/2009 4.00,"2,707788","13,200609","9,484848",
19/03/2009 5.00,"4,334009","11,687038","8,725593",
19/03/2009 6.00,"3,801907","10,419895","7,809298",
19/03/2009 7.00,"3,41515","13,580622","10,219442",
19/03/2009 8.00,"10,060056","31,647441","23,466817",
