,,,Provincia di Lecce,,,
18/08/2009 23.00,,"12,8","16,3","0,3","59,4","13,3"
19/08/2009 0.00,,"10,3","13,7","0,3","55,0","13,3"
19/08/2009 1.00,,"8,4","12,0","0,2","42,9","19,3"
19/08/2009 2.00,,"7,6","11,6","0,2","43,7","19,3"
19/08/2009 3.00,,"6,1","10,4","0,2","46,3","19,3"
19/08/2009 4.00,,"6,0","10,0","0,2","46,6","19,3"
19/08/2009 5.00,,"10,8","16,3","0,2","43,1","19,3"
19/08/2009 6.00,,"15,6","21,4","0,3","36,9","19,3"
19/08/2009 7.00,,"14,4","21,2","0,3","44,8","19,3"
19/08/2009 8.00,,"11,7","18,8","0,3","60,7","19,3"
19/08/2009 9.00,,"12,4","17,1","0,3","70,6","19,3"
19/08/2009 10.00,,"10,7","14,1","0,3","79,8","19,3"
19/08/2009 11.00,,"9,8","12,9","0,2","85,9","19,3"
19/08/2009 12.00,,"9,5","13,3","0,3","77,0","19,3"
19/08/2009 13.00,,"8,5","12,4","0,2","77,4","19,3"
19/08/2009 14.00,,"5,8","9,4","0,2","85,6","19,3"
19/08/2009 15.00,,"6,7","9,6","0,2","90,4","19,3"
19/08/2009 16.00,,"8,1","11,6","0,2","89,7","19,3"
19/08/2009 17.00,,"11,1","14,8","0,2","92,4","19,3"
19/08/2009 18.00,,"13,0","16,5","0,2","88,7","19,3"
19/08/2009 19.00,,"18,2","22,1","0,3","79,0","19,3"
19/08/2009 20.00,,"17,8","21,2","0,2","74,4","19,3"
19/08/2009 21.00,,"12,3","15,3","0,2","76,2","19,3"
19/08/2009 22.00,,"9,8","13,3","0,2","76,9","19,3"
19/08/2009 23.00,,"9,0","11,6","0,2","75,5","19,3"
20/08/2009 0.00,,"12,8","15,6","0,2","74,0","19,3"
20/08/2009 1.00,,"10,7","14,1","0,2","69,0","19,5"
20/08/2009 2.00,,,,"0,2","62,1","19,5"
20/08/2009 3.00,,"8,5","11,8",,"55,7","19,5"
20/08/2009 4.00,,"8,7","12,3","0,2","55,4","19,5"
20/08/2009 5.00,,"12,5","15,7","0,2",,"19,5"
20/08/2009 6.00,,"15,1","19,4","0,2","47,3","19,5"
20/08/2009 7.00,,"15,0","19,9","0,2","56,0","19,5"
20/08/2009 8.00,,"16,1","21,4","0,2","62,9","19,5"
20/08/2009 9.00,,"14,4","18,4","0,2","70,9","19,5"
20/08/2009 10.00,,"14,2","18,4","0,2","79,1","19,5"
20/08/2009 11.00,,"11,6","14,9","0,2","87,6","19,5"
20/08/2009 12.00,,"9,3","12,5","0,2","89,8","19,5"
20/08/2009 13.00,,"7,1","9,9","0,1","92,4","19,5"
20/08/2009 14.00,,"6,9","10,1","0,2","88,7","19,5"
20/08/2009 15.00,,"6,6","9,7","0,1","90,3","19,5"
20/08/2009 16.00,,"8,3","12,3","0,1","91,2","19,5"
20/08/2009 17.00,,"11,0","14,8","0,1","90,4","19,5"
20/08/2009 18.00,,"14,3","17,4","0,2","84,3","19,5"
20/08/2009 19.00,,"18,1","21,9","0,2","77,1","19,5"
20/08/2009 20.00,,"18,8","21,7","0,2","71,4","19,5"
20/08/2009 21.00,,"16,5","20,7","0,2","67,9","19,5"
20/08/2009 22.00,,"13,9","17,3","0,2","65,4","19,5"
20/08/2009 23.00,,"14,3","18,3","0,2","56,7","19,5"
21/08/2009 0.00,,"13,3","16,6","0,2","53,2","19,5"
21/08/2009 1.00,,"10,4","13,8","0,2","56,0","22,1"
21/08/2009 2.00,,"9,0","12,2","0,2","54,4","22,1"
21/08/2009 3.00,,"10,0","14,0","0,2","49,6","22,1"
21/08/2009 4.00,,"10,0","14,3","0,2","47,3","22,1"
21/08/2009 5.00,,"13,5","17,5","0,2","44,0","22,1"
21/08/2009 6.00,,"14,2","18,6","0,2","43,0","22,1"
21/08/2009 7.00,,"11,9","17,1","0,2","54,7","22,1"
21/08/2009 8.00,,"11,5","16,5","0,3","69,2","22,1"
21/08/2009 9.00,,"10,2","14,5","0,2","79,4","22,1"
21/08/2009 10.00,,"10,2","14,6","0,2","85,0","22,1"
21/08/2009 11.00,,,,,,"22,1"
21/08/2009 12.00,,"7,2","11,0","0,2","94,9","22,1"
21/08/2009 13.00,,"6,6","9,7","0,2","95,5","22,1"
21/08/2009 14.00,,"7,1","10,6","0,2","89,1","22,1"
21/08/2009 15.00,,"17,9","21,9","0,2","64,6","22,1"
21/08/2009 16.00,,"23,7","29,2","0,2","55,0","22,1"
21/08/2009 17.00,,"23,1","27,7","0,3","68,7","22,1"
21/08/2009 18.00,,"26,4","29,7","0,2","67,5","22,1"
21/08/2009 19.00,,"35,7","39,1","0,2","51,6","22,1"
21/08/2009 20.00,,"31,5","36,0","0,2","48,5","22,1"
21/08/2009 21.00,,"32,0","35,0","0,2","45,1","22,1"
21/08/2009 22.00,,"18,8","22,5","0,3","48,7","22,1"
21/08/2009 23.00,,"23,8","28,2","0,3","30,0","22,1"
22/08/2009 0.00,,"22,8","27,1","0,3","28,0","22,1"
22/08/2009 1.00,,"18,5","23,9","0,2","29,2","22,4"
22/08/2009 2.00,,,,"0,2","30,8","22,4"
22/08/2009 3.00,,"14,6","18,8",,"31,9","22,4"
22/08/2009 4.00,,"10,5","15,2","0,2","41,5","22,4"
22/08/2009 5.00,,"11,0","14,8","0,2",,"22,4"
22/08/2009 6.00,,"17,3","23,4","0,2","28,0","22,4"
22/08/2009 7.00,,"16,1","22,8","0,2","42,6","22,4"
22/08/2009 8.00,,"11,5","16,9","0,2","61,1","22,4"
22/08/2009 9.00,,"12,4","17,0","0,2","74,0","22,4"
22/08/2009 10.00,,"12,9","16,4","0,2","82,1","22,4"
22/08/2009 11.00,,"11,4","15,4","0,1","82,7","22,4"
22/08/2009 12.00,,"9,3","12,5","0,2","83,0","22,4"
22/08/2009 13.00,,"7,1","10,1","0,1","86,0","22,4"
22/08/2009 14.00,,"6,3","9,2","0,1","82,9","22,4"
22/08/2009 15.00,,"6,1","9,3","0,1","82,1","22,4"
22/08/2009 16.00,,"7,4","11,0","0,1","80,1","22,4"
22/08/2009 17.00,,"11,3","14,3","0,1","83,0","22,4"
22/08/2009 18.00,,"17,0","20,1","0,2","80,4","22,4"
22/08/2009 19.00,,"37,0","40,4","0,2","58,5","22,4"
22/08/2009 20.00,,"28,7","31,7","0,2","57,6","22,4"
22/08/2009 21.00,,"33,6","37,2","0,2","52,1","22,4"
22/08/2009 22.00,,"36,4","40,3","0,2","40,3","22,4"
22/08/2009 23.00,,"27,9","32,3","0,2","36,1","22,4"
23/08/2009 0.00,,"47,8","52,2","0,2","24,2","22,4"
23/08/2009 1.00,,"48,0","53,3","0,2","22,4","22,6"
23/08/2009 2.00,,"40,4","45,7","0,2","23,6","22,6"
23/08/2009 3.00,,"22,9","29,0","0,2","30,3","22,6"
23/08/2009 4.00,,"18,6","24,8","0,2","33,7","22,6"
23/08/2009 5.00,,"19,6","26,0","0,2","25,6","22,6"
23/08/2009 6.00,,"20,3","28,8","0,2","26,3","22,6"
23/08/2009 7.00,,"14,9","25,3","0,3","36,7","22,6"
23/08/2009 8.00,,"8,0","13,3","0,2","68,1","22,6"
23/08/2009 9.00,,"8,9","13,8","0,1","79,6","22,6"
23/08/2009 10.00,,"8,0","11,7","0,1","86,9","22,6"
23/08/2009 11.00,,"9,0","12,6","0,1","91,9","22,6"
23/08/2009 12.00,,"6,4","10,6","0,1","93,2","22,6"
23/08/2009 13.00,,"5,8","9,2","0,2","92,6","22,6"
23/08/2009 14.00,,"6,0","8,2","0,1","98,2","22,6"
23/08/2009 15.00,,"5,7","8,7","0,2","91,8","22,6"
23/08/2009 16.00,,"5,9","9,2","0,2","87,2","22,6"
23/08/2009 17.00,,"8,7","12,1","0,1","88,2","22,6"
23/08/2009 18.00,,"11,6","14,9","0,2","82,3","22,6"
23/08/2009 19.00,,"19,7","23,5","0,2","66,4","22,6"
23/08/2009 20.00,,"22,2","25,6","0,2","57,4","22,6"
23/08/2009 21.00,,"18,3","23,5","0,2","55,9","22,6"
23/08/2009 22.00,,"15,6","20,1","0,2","54,3","22,6"
23/08/2009 23.00,,"13,4","17,2","0,2","55,2","22,6"
24/08/2009 0.00,,"11,6","15,4","0,2","53,1","22,6"
24/08/2009 1.00,,"7,6","10,9","0,2","59,5","21,5"
24/08/2009 2.00,,,,,,"21,5"
24/08/2009 3.00,,,,,,"21,5"
24/08/2009 4.00,,,,,,"21,5"
24/08/2009 5.00,,"10,1","13,5","0,1",,"21,5"
24/08/2009 6.00,,"14,8","19,4","0,2","37,6","21,5"
24/08/2009 7.00,,"17,0","23,3","0,2","50,5","21,5"
24/08/2009 8.00,,"15,8","22,7","0,2","65,6","21,5"
24/08/2009 9.00,,"42,4","84,9","0,2","70,3","21,5"
24/08/2009 10.00,,"18,7","24,4","0,2","76,6","21,5"
24/08/2009 11.00,,"17,0","21,7","0,2","83,7","21,5"
24/08/2009 12.00,,"14,4","18,4","0,2","87,4","21,5"
24/08/2009 13.00,,"10,0","13,5","0,2","88,8","21,5"
24/08/2009 14.00,,"8,5","11,5","0,1","84,4","21,5"
24/08/2009 15.00,,"7,8","11,0","0,1","82,4","21,5"
24/08/2009 16.00,,"9,8","13,8","0,1","79,0","21,5"
24/08/2009 17.00,,"12,0","16,0","0,2","77,1","21,5"
24/08/2009 18.00,,"16,4","19,6","0,2","69,9","21,5"
24/08/2009 19.00,,"23,4","26,9","0,2","60,5","21,5"
24/08/2009 20.00,,"31,5","35,7","0,2","52,2","21,5"
24/08/2009 21.00,,"26,4","31,1","0,2","49,9","21,5"
24/08/2009 22.00,,"23,0","26,5","0,2","45,4","21,5"
24/08/2009 23.00,,"23,6","27,6","0,2","40,9","21,5"
25/08/2009 0.00,,"22,5","26,5","0,2","38,4","21,5"
25/08/2009 1.00,,"17,7","20,9","0,1","40,0","12,2"
25/08/2009 2.00,,"15,7","21,1","0,1","38,0","12,2"
25/08/2009 3.00,,"13,2","16,7","0,2","34,7","12,2"
25/08/2009 4.00,,"9,4","14,6","0,1","43,9","12,2"
25/08/2009 5.00,,"12,4","16,1","0,1","39,3","12,2"
25/08/2009 6.00,,"17,4","23,4","0,2","34,1","12,2"
25/08/2009 7.00,,"19,7","27,3","0,2","39,7","12,2"
25/08/2009 8.00,,"13,6","19,3","0,1","62,1","12,2"
25/08/2009 9.00,,"12,3","17,2","0,1","69,3","12,2"
25/08/2009 10.00,,"12,0","16,3","0,2","76,2","12,2"
25/08/2009 11.00,,"11,3","15,6","0,1","82,6","12,2"
25/08/2009 12.00,,"10,5","14,3","0,2","81,0","12,2"
25/08/2009 13.00,,"8,4","11,7","0,1","81,0","12,2"
25/08/2009 14.00,,"7,5","11,3","0,2","78,4","12,2"
25/08/2009 15.00,,"8,3","12,8","0,2","76,3","12,2"
25/08/2009 16.00,,"8,1","11,8","0,1","79,9","12,2"
25/08/2009 17.00,,"11,3","14,5","0,2","77,9","12,2"
25/08/2009 18.00,,"17,6","20,9","0,2","63,7","12,2"
25/08/2009 19.00,,"20,9","24,5","0,2","47,5","12,2"
25/08/2009 20.00,,"20,1","23,6","0,2","41,7","12,2"
25/08/2009 21.00,,"15,9","19,5","0,2","46,5","12,2"
25/08/2009 22.00,,"34,8","39,7","0,2","25,0","12,2"
25/08/2009 23.00,,"40,1","47,0","0,3","21,6","12,2"
26/08/2009 0.00,,"41,8","48,3","0,2","19,8","12,2"
26/08/2009 1.00,,"33,6","40,3","0,2","15,5","20,1"
26/08/2009 2.00,,,,"0,2","28,4","20,1"
26/08/2009 3.00,,"25,8","31,3",,"17,3","20,1"
26/08/2009 4.00,,"29,4","56,3","0,2","2,5","20,1"
26/08/2009 5.00,,"37,5","70,6","0,3",,"20,1"
26/08/2009 6.00,,"33,8","48,9","0,2","22,7","20,1"
26/08/2009 7.00,,"21,5","30,3","0,2","43,5","20,1"
26/08/2009 8.00,"2,4","10,2","15,5","0,1",,"20,1"
26/08/2009 9.00,"1,8","6,2","9,2",,,"20,1"
26/08/2009 10.00,"2,1","6,8","9,9","0,2","121,9","20,1"
26/08/2009 11.00,"2,2","7,6","11,2","0,2","123,7","20,1"
26/08/2009 12.00,"2,3","7,5","11,7","0,2","119,7","20,1"
26/08/2009 13.00,"2,5","7,2","10,1","0,2","117,7","20,1"
26/08/2009 14.00,"2,4","7,7","10,7","0,2","107,0","20,1"
26/08/2009 15.00,"2,3","8,0","12,1","0,2","104,2","20,1"
26/08/2009 16.00,"2,0","7,5","10,5","0,1","118,1","20,1"
26/08/2009 17.00,"2,4","8,6","12,2","0,2","102,4","20,1"
26/08/2009 18.00,"2,2","16,6","20,9","0,2","76,5","20,1"
26/08/2009 19.00,"2,1","16,9","20,9","0,2","64,5","20,1"
26/08/2009 20.00,"2,0","14,1","18,0","0,2","61,8","20,1"
26/08/2009 21.00,"1,9","17,2","23,2","0,3","51,3","20,1"
26/08/2009 22.00,"2,0","22,4","26,6","0,2","39,4","20,1"
26/08/2009 23.00,"2,0","45,9","58,7","0,3","5,4","20,1"
27/08/2009 0.00,"2,1","41,1","66,9","0,4","1,7","20,1"
27/08/2009 1.00,"2,2","33,5","66,6","0,3","1,2","24,8"
27/08/2009 2.00,"2,1","26,8","59,7","0,3","3,9","24,8"
27/08/2009 3.00,"1,7","23,1","59,6","0,3","2,4","24,8"
27/08/2009 4.00,"2,0","13,5","44,5","0,2","1,8","24,8"
27/08/2009 5.00,"2,1","18,7","46,0","0,3","4,0","24,8"
27/08/2009 6.00,"1,9","20,3","49,7","0,3","5,5","24,8"
27/08/2009 7.00,"1,7","20,7","45,2","0,3","25,5","24,8"
27/08/2009 8.00,"1,4","10,2","19,1","0,2","80,9","24,8"
27/08/2009 9.00,"1,8","13,5","21,3","0,2","97,3","24,8"
27/08/2009 10.00,"1,9","13,2","18,9","0,2","118,3","24,8"
27/08/2009 11.00,"2,2","12,0","16,7","0,1","125,3","24,8"
27/08/2009 12.00,"2,3","11,9","15,2","0,1","137,4","24,8"
27/08/2009 13.00,"2,3","8,7","12,0","0,1","135,0","24,8"
27/08/2009 14.00,"2,3","4,8","7,9","0,1","125,3","24,8"
27/08/2009 15.00,"2,6","5,1","8,4","0,2","124,0","24,8"
27/08/2009 16.00,"2,5","5,5","8,2","0,1","126,5","24,8"
27/08/2009 17.00,"2,8","8,7","12,1","0,1","122,6","24,8"
27/08/2009 18.00,"2,4","13,1","16,5","0,2","97,0","24,8"
27/08/2009 19.00,"2,3","17,0","20,3","0,2","75,1","24,8"
27/08/2009 20.00,"2,3","19,2","22,1","0,2","63,0","24,8"
27/08/2009 21.00,"2,1","16,0","19,6","0,2","59,7","24,8"
27/08/2009 22.00,"2,1","14,9","18,6","0,2","50,7","24,8"
27/08/2009 23.00,"2,1","13,4","16,9","0,2","50,2","24,8"
28/08/2009 0.00,"1,9","22,3","27,4","0,2","30,9","24,8"
28/08/2009 1.00,"1,8","18,4","23,0","0,2","32,1","21,8"
28/08/2009 2.00,"1,9",,,"0,2","34,1","21,8"
28/08/2009 3.00,"1,8","12,4","18,7",,"26,4","21,8"
28/08/2009 4.00,"1,5","11,2","16,6","0,1","26,8","21,8"
28/08/2009 5.00,"1,7","11,5","17,4","0,1",,"21,8"
28/08/2009 6.00,"1,4","11,2","17,8","0,1","36,0","21,8"
28/08/2009 7.00,"1,7","15,6","25,1","0,1","34,3","21,8"
28/08/2009 8.00,"2,0","26,8","39,0","0,1","64,3","21,8"
28/08/2009 9.00,"2,3","18,6","27,8","0,1","103,0","21,8"
28/08/2009 10.00,"2,2","16,2","22,3","0,1","113,3","21,8"
28/08/2009 11.00,"2,2","15,1","19,3","0,1","128,5","21,8"
28/08/2009 12.00,"2,8","11,5","15,4","0,1","119,1","21,8"
28/08/2009 13.00,"3,2","7,5","11,5","0,1","115,5","21,8"
28/08/2009 14.00,"3,6","6,1","9,8","0,1","117,7","21,8"
28/08/2009 15.00,"3,3","6,4","9,0","0,1","119,3","21,8"
28/08/2009 16.00,"3,0","7,4","10,5","0,1","119,1","21,8"
28/08/2009 17.00,"2,8","13,3","17,9","0,1","113,5","21,8"
28/08/2009 18.00,"2,6","14,8","18,2","0,1","123,3","21,8"
28/08/2009 19.00,"2,7","30,0","33,5","0,2","96,8","21,8"
28/08/2009 20.00,"2,7","38,2","42,8","0,2","60,1","21,8"
28/08/2009 21.00,"2,9","32,1","36,3","0,1","61,8","21,8"
28/08/2009 22.00,"2,3","25,9","30,3","0,1","58,8","21,8"
28/08/2009 23.00,"2,3","24,0","28,2","0,2","63,9","21,8"
29/08/2009 0.00,"2,1","22,7","26,9","0,1","47,1","21,8"
29/08/2009 1.00,"1,9","15,1","18,7","0,1","53,3","23,3"
29/08/2009 2.00,"2,2","28,3","33,2","0,1","37,1","23,3"
29/08/2009 3.00,"1,9","33,1","40,0","0,1","20,2","23,3"
29/08/2009 4.00,"1,7","16,9","22,5","0,1","36,3","23,3"
29/08/2009 5.00,"2,0","36,7","53,6","0,2","7,9","23,3"
29/08/2009 6.00,"2,0","40,2","71,6","0,2","10,9","23,3"
29/08/2009 7.00,"1,8","32,3","45,6","0,2","54,4","23,3"
29/08/2009 8.00,"2,0","18,9","26,4","0,2","85,0","23,3"
29/08/2009 9.00,"2,1","16,5","21,1","0,1","110,4","23,3"
29/08/2009 10.00,"3,8","13,4","17,1","0,1","130,0","23,3"
29/08/2009 11.00,"4,5","9,4","13,3","0,1","139,5","23,3"
29/08/2009 12.00,"3,3","8,1","11,9","0,1","149,1","23,3"
29/08/2009 13.00,"2,9","7,0","10,0","0,1","138,9","23,3"
29/08/2009 14.00,"3,3","4,4","7,0","0,1","131,4","23,3"
29/08/2009 15.00,"3,3","4,1","8,2","0,1","123,0","23,3"
29/08/2009 16.00,"3,1","4,1","7,0","0,1","121,2","23,3"
29/08/2009 17.00,"2,6","6,1","9,1","0,1","110,3","23,3"
29/08/2009 18.00,"2,7","12,4","15,8","0,1","100,9","23,3"
29/08/2009 19.00,"2,6","17,8","21,0","0,1","88,2","23,3"
29/08/2009 20.00,"2,4","19,1","22,7","0,1","83,2","23,3"
29/08/2009 21.00,"2,1","16,2","20,1","0,2","75,1","23,3"
29/08/2009 22.00,"2,1","14,9","18,5","0,1","69,8","23,3"
29/08/2009 23.00,"2,2","10,9","14,9","0,1","71,3","23,3"
30/08/2009 0.00,"1,8","10,5","14,3","0,1","66,3","23,3"
30/08/2009 1.00,"1,8","10,3","13,9","0,1","61,4","12,8"
30/08/2009 2.00,"1,8",,,"0,1","61,4","12,8"
30/08/2009 3.00,"1,7","7,2","10,3",,"56,2","12,8"
30/08/2009 4.00,"1,7","6,4","9,9","0,3","44,1","12,8"
30/08/2009 5.00,"1,8","6,9","11,6","0,3",,"12,8"
30/08/2009 6.00,"1,8","6,9","11,0","0,3","44,2","12,8"
30/08/2009 7.00,"1,7","6,8","11,6","0,3","42,3","12,8"
30/08/2009 8.00,"1,7","7,8","13,3","0,2","63,5","12,8"
30/08/2009 9.00,"2,0","10,9","16,1","0,2","94,0","12,8"
30/08/2009 10.00,"2,1","8,7","12,3","0,2","116,5","12,8"
30/08/2009 11.00,"2,3","8,4","11,8","0,2","131,2","12,8"
30/08/2009 12.00,"2,5","9,4","12,4","0,2","131,5","12,8"
30/08/2009 13.00,"2,3","7,5","9,9","0,2","105,8","12,8"
30/08/2009 14.00,"2,1","8,9","12,4","0,2","81,8","12,8"
30/08/2009 15.00,"2,1","17,8","21,9","0,3","57,0","12,8"
30/08/2009 16.00,"2,1","11,0","14,8","0,2","82,8","12,8"
30/08/2009 17.00,"1,7","13,7","17,1","0,2","81,1","12,8"
30/08/2009 18.00,"1,9","13,3","16,4","0,2","76,3","12,8"
30/08/2009 19.00,"2,0","17,1","20,9","0,2","57,7","12,8"
30/08/2009 20.00,"2,0","35,7","44,3","0,3","30,3","12,8"
30/08/2009 21.00,"1,7","30,0","37,0","0,3","40,3","12,8"
30/08/2009 22.00,"1,8","21,9","27,2","0,3","29,4","12,8"
30/08/2009 23.00,"1,9","15,0","19,5","0,3","32,7","12,8"
31/08/2009 0.00,"1,8","15,2","20,9","0,3","28,7","12,8"
31/08/2009 1.00,"1,6","12,7","19,2","0,2","27,0","7,0"
31/08/2009 2.00,"1,6","13,1","19,0","0,3","31,9","7,0"
31/08/2009 3.00,"1,6","16,1","21,3","0,2","27,4","7,0"
31/08/2009 4.00,"1,5","9,7","15,0","0,2","38,5","7,0"
31/08/2009 5.00,"1,6","18,1","24,6","0,2","35,6","7,0"
31/08/2009 6.00,"1,6","31,3","41,5","0,3","26,4","7,0"
31/08/2009 7.00,"1,6","20,0","29,8","0,3","55,2","7,0"
31/08/2009 8.00,"1,6","13,6","22,2","0,2","84,6","7,0"
31/08/2009 9.00,"1,8","13,9","20,7","0,2","91,7","7,0"
31/08/2009 10.00,"1,7","15,1","23,1","0,2","93,8","7,0"
31/08/2009 11.00,"2,0","15,1","23,1","0,2","100,7","7,0"
31/08/2009 12.00,"2,1","11,1","16,0","0,2","102,4","7,0"
31/08/2009 13.00,"2,3","9,6","13,2","0,2","99,6","7,0"
31/08/2009 14.00,"2,3","8,3","11,8","0,2","94,8","7,0"
31/08/2009 15.00,"2,4","9,0","12,3","0,2","98,1","7,0"
31/08/2009 16.00,"2,3","9,6","13,6","0,2","94,9","7,0"
31/08/2009 17.00,"2,2","11,8","15,6","0,2","90,9","7,0"
31/08/2009 18.00,"2,3","17,1","21,4","0,2","80,6","7,0"
31/08/2009 19.00,"2,4","17,7","21,4","0,2","75,2","7,0"
31/08/2009 20.00,"2,2","19,2","23,6","0,2","65,6","7,0"
31/08/2009 21.00,"1,9","17,1","20,4","0,2","61,7","7,0"
31/08/2009 22.00,"1,8","14,8","18,0","0,2","60,6","7,0"
31/08/2009 23.00,"1,8","13,2","17,4","0,2","60,9","7,0"
01/09/2009 0.00,"1,8","9,9","13,9","0,2","64,8","7,0"
01/09/2009 1.00,"1,6","10,0","13,4","0,2","63,5","11,8"
01/09/2009 2.00,"1,7",,,"0,2","45,8","11,8"
01/09/2009 3.00,"1,7","8,3","11,8",,"47,6","11,8"
01/09/2009 4.00,"1,7","8,1","11,8","0,1","44,7","11,8"
01/09/2009 5.00,"1,5","8,9","13,9","0,1",,"11,8"
01/09/2009 6.00,"1,4","15,0","20,2","0,2","50,2","11,8"
01/09/2009 7.00,"1,6","20,3","28,1","0,2","58,3","11,8"
01/09/2009 8.00,"1,8","14,4","21,2","0,2","80,1","11,8"
01/09/2009 9.00,"1,7","12,3","18,5","0,2","90,6","11,8"
01/09/2009 10.00,"1,8","13,7","18,7","0,1","99,4","11,8"
01/09/2009 11.00,"2,2","13,3","18,4","0,1","98,0","11,8"
01/09/2009 12.00,"2,4","11,3","15,1","0,1","104,7","11,8"
01/09/2009 13.00,"2,2","8,3","11,9","0,1","107,4","11,8"
01/09/2009 14.00,"2,5","8,3","11,8","0,1","108,8","11,8"
01/09/2009 15.00,"2,3","7,9","11,1","0,1","104,8","11,8"
01/09/2009 16.00,"2,4","10,1","14,6","0,1","99,1","11,8"
01/09/2009 17.00,"2,6","14,9","19,3","0,2","92,4","11,8"
01/09/2009 18.00,"2,5","24,8","28,7","0,2","80,4","11,8"
01/09/2009 19.00,"2,2","21,5","26,0","0,2","85,3","11,8"
01/09/2009 20.00,"2,2","18,7","21,6","0,2","82,2","11,8"
01/09/2009 21.00,"2,1","16,7","19,7","0,2","71,4","11,8"
01/09/2009 22.00,"1,9","21,6","25,6","0,2","73,1","11,8"
01/09/2009 23.00,"1,9","22,7","27,2","0,2","58,1","11,8"
02/09/2009 0.00,"1,9","29,4","34,8","0,2","39,5","11,8"
02/09/2009 1.00,"1,8","19,1","23,1","0,2","53,3","19,0"
02/09/2009 2.00,"1,9","12,7","16,2","0,1","52,7","19,0"
02/09/2009 3.00,"1,7","14,1","18,8","0,2","28,0","19,0"
02/09/2009 4.00,"1,6","12,1","17,6","0,1","48,1","19,0"
02/09/2009 5.00,"1,6","16,0","21,8","0,2","38,5","19,0"
02/09/2009 6.00,"1,7","24,0","34,1","0,2","33,8","19,0"
02/09/2009 7.00,"1,8","23,8","35,4","0,2","51,5","19,0"
02/09/2009 8.00,"1,7","21,4","30,9","0,2","76,1","19,0"
02/09/2009 9.00,"1,9","19,0","26,0","0,1","92,7","19,0"
02/09/2009 10.00,"2,4","37,5","61,9","0,2","91,5","19,0"
02/09/2009 11.00,"2,3","18,3","25,1","0,2","115,7","19,0"
02/09/2009 12.00,"2,5","12,8","16,3","0,1","117,9","19,0"
02/09/2009 13.00,"2,2","10,7","14,6","0,1","114,0","19,0"
02/09/2009 14.00,"2,3","9,2","12,3","0,1","111,9","19,0"
02/09/2009 15.00,"2,4","10,7","13,4","0,1","103,5","19,0"
02/09/2009 16.00,"2,3","16,3","21,3","0,2","87,5","19,0"
02/09/2009 17.00,"2,3","23,2","28,1","0,2","69,9","19,0"
02/09/2009 18.00,"2,2","36,6","41,7","0,3","58,5","19,0"
02/09/2009 19.00,"1,9","34,2","39,5","0,3","44,9","19,0"
02/09/2009 20.00,"2,0","22,6","27,9","0,2","46,9","19,0"
02/09/2009 21.00,"2,0","17,1","20,7","0,2","47,7","19,0"
02/09/2009 22.00,"2,0","17,1","22,6","0,2","40,9","19,0"
02/09/2009 23.00,"1,8","15,4","19,3","0,2","38,4","19,0"
03/09/2009 0.00,"2,0","16,9","22,7","0,2","29,7","19,0"
03/09/2009 1.00,"1,7","29,4","40,4","0,2","3,8","24,4"
03/09/2009 2.00,"1,9",,,"0,2","25,0","24,4"
03/09/2009 3.00,"1,7","11,2","17,1",,"15,8","24,4"
03/09/2009 4.00,"1,8","14,6","23,0","0,2","12,0","24,4"
03/09/2009 5.00,,,,,,"24,4"
03/09/2009 6.00,"2,1","26,0","40,9","0,3","16,7","24,4"
03/09/2009 7.00,"2,0","24,2","37,1","0,2","43,3","24,4"
03/09/2009 8.00,"1,7","17,5","25,2","0,2","71,7","24,4"
03/09/2009 9.00,"1,9","10,2","15,7","0,1","95,9","24,4"
03/09/2009 10.00,"2,0","14,9","20,6","0,1","106,8","24,4"
03/09/2009 11.00,"1,9","9,8","13,9","0,1","117,0","24,4"
03/09/2009 12.00,"2,3","10,9","14,6","0,1","106,5","24,4"
03/09/2009 13.00,,,"12,3",,,"24,4"
03/09/2009 14.00,"1,0","5,8","9,6","0,1","95,2","24,4"
03/09/2009 15.00,"1,0","7,0","10,1","0,1","99,0","24,4"
03/09/2009 16.00,"1,1","8,5","11,8","0,1","97,4","24,4"
03/09/2009 17.00,"1,3","12,0","15,5","0,1","84,1","24,4"
03/09/2009 18.00,"1,2","17,1","21,3","0,2","66,1","24,4"
03/09/2009 19.00,"1,1","18,2","21,9","0,1","60,8","24,4"
03/09/2009 20.00,"1,0","15,6","19,4","0,2","55,8","24,4"
03/09/2009 21.00,"0,7","13,4","17,3","0,2","57,0","24,4"
03/09/2009 22.00,"0,8","10,9","14,4","0,2","54,4","24,4"
03/09/2009 23.00,"1,0","11,2","15,1","0,1","46,3","24,4"
04/09/2009 0.00,"0,7","10,4","14,7","0,1","42,0","24,4"
04/09/2009 1.00,"0,7","10,7","14,3","0,2","36,7","14,7"
04/09/2009 2.00,"0,8","8,5","12,1","0,2","36,3","14,7"
04/09/2009 3.00,"0,7","6,9","10,6","0,2","46,7","14,7"
04/09/2009 4.00,"0,5","7,9","12,2","0,1","45,4","14,7"
04/09/2009 5.00,"0,9","10,2","14,6","0,1","45,3","14,7"
04/09/2009 6.00,"0,6","15,1","20,6","0,2","41,9","14,7"
04/09/2009 7.00,"0,7","13,7","20,8","0,2","53,1","14,7"
04/09/2009 8.00,"0,7","10,4","16,6","0,2","74,7","14,7"
04/09/2009 9.00,"0,7","11,8","17,1","0,2","85,6","14,7"
04/09/2009 10.00,"0,7","13,2","18,6","0,2","91,4","14,7"
