,Comune Bari,,
,Piazza Duca Savoia,,
Parm,CO,PM10,BENZENE



17/06/2009 14.00,"1,1443562","51,77045059","5,02123003"
17/06/2009 15.00,"0,98620745",,"4,30167711"
17/06/2009 16.00,"1,56662327","51,77045059","4,98610489"
17/06/2009 17.00,"1,67707925",,"4,53525251"
17/06/2009 18.00,"1,74510476","51,77045059","4,65982993"
17/06/2009 19.00,"1,57447071",,"6,92039516"
17/06/2009 20.00,"1,49244655","51,77045059","8,24584109"
17/06/2009 21.00,"1,48881874",,"8,64285653"
17/06/2009 22.00,"1,189352","51,77045059","7,48891036"
17/06/2009 23.00,"0,89729815",,"7,47190714"
18/06/2009 0.00,"0,67642463","33,21123123","7,54442229"
18/06/2009 1.00,,,"5,99584554"
18/06/2009 2.00,"0,5174732","30,28083038","4,66632551"
18/06/2009 3.00,"0,35950036",,
18/06/2009 4.00,"0,30536631",,"8,98432852"
18/06/2009 5.00,"0,26010373",,"3,05716505"
18/06/2009 6.00,"0,31096413","94,74967957","2,05749168"
18/06/2009 7.00,"0,41615781",,"1,49099828"
18/06/2009 8.00,"0,69788044","47,37483978","1,34933628"
18/06/2009 9.00,"1,04037413",,"1,19441768"
18/06/2009 10.00,"1,24957667","23,93161964","7,94808688"
18/06/2009 11.00,"1,31605274",,"2,22057882"
18/06/2009 12.00,"1,528014","11,72161007","3,3335165"
18/06/2009 13.00,"1,72629584",,"3,94015903"
18/06/2009 14.00,"1,35583399","6,34920597","4,84508258"
18/06/2009 15.00,"0,97003609",,"6,82511446"
18/06/2009 16.00,"1,05602707","3,41880298","7,63963281"
18/06/2009 17.00,"1,32610552",,"6,03364336"
18/06/2009 18.00,"1,32370096","1,95360196","6,63124985"
18/06/2009 19.00,"1,82892535",,"4,36187232"
18/06/2009 20.00,"2,05086251","0,97680098","5,52887779"
18/06/2009 21.00,"1,63072273",,"7,18957573"
18/06/2009 22.00,"1,1154444","0,48840001","9,12686107"
18/06/2009 23.00,"0,91278682",,"8,94338918"
19/06/2009 0.00,"0,70599","5,37240601","8,16470584"
19/06/2009 1.00,,,"7,61052729"
19/06/2009 2.00,"0,53269043","14,65200996","6,30588714"
19/06/2009 3.00,"0,39411601",,
19/06/2009 4.00,"0,27606656","9,27960968","8,0252904"
19/06/2009 5.00,"0,23045681",,"3,91278139"
19/06/2009 6.00,"0,25302402","21,97801971","2,54841691"
19/06/2009 7.00,"0,36389358",,"1,71547357"
19/06/2009 8.00,"0,78965215","33,21123123","0,80034646"
19/06/2009 9.00,"1,57334648",,"1,10465116"
19/06/2009 10.00,"1,66874833","45,90964127","1,26846444"
19/06/2009 11.00,"1,56754595",,"3,28192714"
19/06/2009 12.00,"1,74497545","33,69963074","5,71368499"
19/06/2009 13.00,"1,61276193",,"7,12627358"
19/06/2009 14.00,"1,22136853","29,7924099","7,72534557"
19/06/2009 15.00,"0,8831201",,"8,93682038"
19/06/2009 16.00,"0,90103314","28,81562042","8,42756882"
19/06/2009 17.00,"1,04539877",,"6,1979926"
19/06/2009 18.00,"1,17851983","36,63003159","5,75845028"
19/06/2009 19.00,"1,4048735",,"4,92258917"
19/06/2009 20.00,"1,47352579","25,39682007","5,65039912"
19/06/2009 21.00,"1,35752674",,"5,61704152"
19/06/2009 22.00,"1,14869233","26,86202049","6,28913003"
19/06/2009 23.00,"0,86015795",,"7,04430644"
20/06/2009 0.00,"0,72616897","28,32722092","5,96230183"
20/06/2009 1.00,,,"5,95914404"
20/06/2009 2.00,"0,55137004","38,58362961","5,03709828"
20/06/2009 3.00,"0,46059207",,
20/06/2009 4.00,"0,37015429","21,48962021","7,95194334"
20/06/2009 5.00,"0,31560782",,"2,8593433"
20/06/2009 6.00,"0,30416985","21,48962021","2,17873537"
20/06/2009 7.00,"0,34948719",,"0,9962949"
20/06/2009 8.00,"0,37228391","31,25761986","1,03603621"
20/06/2009 9.00,"0,60068682",,"0,90351195"
20/06/2009 10.00,"0,79556569","41,5140419","0,14559881"
20/06/2009 11.00,"0,80826535",,"0,99498195"
20/06/2009 12.00,"0,82439594","37,11843109","2,04098577"
20/06/2009 13.00,"0,78479759",,"2,38159636"
20/06/2009 14.00,"0,6245099","25,88521957","2,16435194"
20/06/2009 15.00,"0,4513245",,"2,75109179"
20/06/2009 16.00,"0,35354954","23,44322014","2,63087527"
20/06/2009 17.00,"0,38825839",,"2,7145703"
20/06/2009 18.00,"0,37315183","29,7924099","1,35139875"
20/06/2009 19.00,"0,4024178",,"1,55039108"
20/06/2009 20.00,"0,42856622","25,88521957","0,93887813"
20/06/2009 21.00,"0,67144426",,"1,26587109"
20/06/2009 22.00,"0,8201367","31,74603081","1,27555903"
20/06/2009 23.00,"0,66241318",,"0,54528286"
21/06/2009 0.00,"0,58759222","38,0952301","0,40844754"
21/06/2009 1.00,,,"1,97339392"
21/06/2009 2.00,"0,47354105","22,95482063","0,94678124"
21/06/2009 3.00,"0,37307378",,
21/06/2009 4.00,"0,27471166","23,44322014","6,6990746"
21/06/2009 5.00,"0,23171734",,"1,37215267"
21/06/2009 6.00,"0,20164985","17,58241081","0,41576587"
21/06/2009 7.00,"0,21619138",,"0,84936992"
21/06/2009 8.00,"0,31656196","20,51280975","0,18103007"
21/06/2009 9.00,"0,51044825",,"0,56936338"
21/06/2009 10.00,"0,70173426","17,58241081","0,32607664"
21/06/2009 11.00,"0,74756536",,"0,23642402"
21/06/2009 12.00,"0,85258661","25,39682007","1,53079247"
21/06/2009 13.00,"0,80600758",,"1,35641968"
21/06/2009 14.00,"0,59036841","14,65200996","2,03813105"
21/06/2009 15.00,"0,33027634",,"1,91996481"
21/06/2009 16.00,"0,26087962","10,7448101","2,00357136"
21/06/2009 17.00,"0,29748974",,"0,86877937"
21/06/2009 18.00,"0,42024346","19,04759979","1,05537446"
21/06/2009 19.00,"0,40562388",,"0,37942948"
21/06/2009 20.00,"0,45937698","17,58241081",
21/06/2009 21.00,"0,49634126",,"0,2527723"
21/06/2009 22.00,"0,44046087","19,53602028","0,5939219"
21/06/2009 23.00,"0,38812674",,"0,36852826"
22/06/2009 0.00,"0,32704463","11,23320961","0,31431605"
22/06/2009 1.00,,,"0,45887854"
22/06/2009 2.00,"0,19505595","17,09399986","0,45887854"
22/06/2009 3.00,"0,15536557",,
22/06/2009 4.00,"0,19419735","10,25640965","5,80394781"
22/06/2009 5.00,"0,20262612",,
22/06/2009 6.00,"0,23590435","8,30280876",
22/06/2009 7.00,"0,30963021",,
22/06/2009 8.00,"0,38374867","20,51280975","0,34424738"
22/06/2009 9.00,"0,50556107",,"0,21560502"
22/06/2009 10.00,"0,52836245","21,0012207",
22/06/2009 11.00,"0,64308699",,"0,69739351"
22/06/2009 12.00,"0,60697199","13,18680954","0,71703992"
22/06/2009 13.00,"0,58684662",,"1,09817389"
22/06/2009 14.00,"0,50449743","15,14041042","1,23886364"
22/06/2009 15.00,"0,5449439",,"1,21898637"
22/06/2009 16.00,"0,64690703","19,53602028","1,1718474"
22/06/2009 17.00,"0,74654598",,
22/06/2009 18.00,"1,06684875","21,0012207","1,64341098"
22/06/2009 19.00,"1,25706879",,"1,55734329"
22/06/2009 20.00,"0,92034301","12,69841003","1,09126643"
22/06/2009 21.00,"0,74339466",,"3,50252054"
22/06/2009 22.00,"0,5496703","11,72161007","3,25157376"
22/06/2009 23.00,"0,43112689",,"2,84836072"
23/06/2009 0.00,"0,31841198","12,69841003","2,04372354"
23/06/2009 1.00,,,"1,94678106"
23/06/2009 2.00,"0,24379839","14,16361046","1,34503335"
23/06/2009 3.00,"0,21180399",,
23/06/2009 4.00,"0,18774325","13,18680954","6,59841499"
23/06/2009 5.00,"0,16798368",,"1,36131552"
23/06/2009 6.00,"0,21330218","11,23320961","0,65482494"
23/06/2009 7.00,"0,32531693",,"0,14866404"
23/06/2009 8.00,"0,46079944","16,60560989","0,27852681"
23/06/2009 9.00,"0,58271436",,"0,38242149"
23/06/2009 10.00,"0,63852485","27,35042","0,35758635"
23/06/2009 11.00,"0,83064733",,"0,29419268"
23/06/2009 12.00,"1,14144836","15,62880993","1,16182283"
23/06/2009 13.00,"1,41060064",,"1,86973111"
23/06/2009 14.00,"1,41111441","20,51280975","2,25290315"
23/06/2009 15.00,"1,06954689",,"4,02678709"
23/06/2009 16.00,"0,9558359","22,46640968","4,61842481"
23/06/2009 17.00,"0,95240498",,"4,83620417"
23/06/2009 18.00,"1,06422168","22,95482063","3,60694407"
23/06/2009 19.00,"1,22995691",,"4,4861965"
23/06/2009 20.00,"1,22222713","23,93161964","4,34870014"
23/06/2009 21.00,"0,92597812",,"4,76700342"
23/06/2009 22.00,"0,64503371","22,95482063","4,56947863"
23/06/2009 23.00,"0,49665232",,"4,30396739"
24/06/2009 0.00,"0,42672319","18,07081032","2,98448515"
24/06/2009 1.00,,,"2,66879411"
24/06/2009 2.00,"0,31155712","17,09399986","2,96154468"
24/06/2009 3.00,"0,24203341",,
24/06/2009 4.00,"0,2135911","10,25640965","5,15829316"
24/06/2009 5.00,"0,20858743",,"0,68291245"
24/06/2009 6.00,"0,24530357","7,81440783","1,03042745"
24/06/2009 7.00,"0,34374723",,"0,3257807"
24/06/2009 8.00,"0,55548715","18,07081032","0,18579675"
24/06/2009 9.00,"0,80000201",,"0,57077396"
24/06/2009 10.00,"0,98838018","25,88521957","0,87571429"
24/06/2009 11.00,"1,11976655",,"1,13286274"
24/06/2009 12.00,"1,34946028","21,48962021","1,14337242"
24/06/2009 13.00,"1,5566299",,"2,43310945"
24/06/2009 14.00,"1,23214711","19,04759979","3,4969006"
24/06/2009 15.00,"0,88032526",,"5,79166448"
24/06/2009 16.00,"0,88260866","21,97801971","5,35911811"
24/06/2009 17.00,"0,95867734",,"4,69120946"
24/06/2009 18.00,"1,2564525","20,02441978","3,9561361"
24/06/2009 19.00,"1,68367431",,"2,54336343"
24/06/2009 20.00,"1,8196601","21,97801971","3,54096111"
24/06/2009 21.00,"1,72188631",,"4,31896916"
24/06/2009 22.00,"1,36856628","23,44322014","6,85570989"
24/06/2009 23.00,"1,07681882",,"8,17318559"
25/06/2009 0.00,"0,79350131","21,97801971","7,12864116"
25/06/2009 1.00,,,"6,72869676"
25/06/2009 2.00,"0,31822674","11,72161007","4,44576058"
25/06/2009 3.00,"0,22645037",,
25/06/2009 4.00,"0,17316677","6,83760691","8,26590853"
25/06/2009 5.00,"0,15878368",,"2,10777928"
25/06/2009 6.00,"0,18948376","19,04759979","0,48000569"
25/06/2009 7.00,"0,28249153",,"0,68401183"
25/06/2009 8.00,"0,59907213","22,95482063","0,64315283"
25/06/2009 9.00,"1,11179562",,"0,25692674"
25/06/2009 10.00,"1,4375203","42,00244141","0,14682938"
25/06/2009 11.00,"1,31964443",,"1,93144979"
25/06/2009 12.00,"1,53967099","22,95482063","2,786999"
25/06/2009 13.00,"1,48827935",,"4,12702465"
25/06/2009 14.00,"1,2735349","19,04759979","5,84943314"
25/06/2009 15.00,"1,01074818",,"7,11516794"
25/06/2009 16.00,"1,0455875","22,95482063","7,39784106"
25/06/2009 17.00,"1,12251595",,"7,05950957"
25/06/2009 18.00,"1,19152239","22,95482063","5,88917953"
25/06/2009 19.00,"1,32555681",,"4,66560344"
25/06/2009 20.00,"1,66038363","15,14041042","5,99707611"
25/06/2009 21.00,"1,74121366",,"7,41378864"
25/06/2009 22.00,"1,16598559","18,07081032","7,45009655"
25/06/2009 23.00,"0,74157842",,"8,19761901"
26/06/2009 0.00,"0,48289134","18,07081032","7,1293317"
26/06/2009 1.00,,,"5,54105941"
26/06/2009 2.00,"0,3255243","11,23320961","4,12094299"
26/06/2009 3.00,"0,25394903",,
26/06/2009 4.00,"0,24992745","25,39682007","7,8549012"
26/06/2009 5.00,"0,23017721",,"1,10950225"
26/06/2009 6.00,"0,22891668","19,04759979","0,88993602"
26/06/2009 7.00,"0,31402575",,"0,92991124"
26/06/2009 8.00,"0,56462424","23,93161964",
26/06/2009 9.00,"0,73996839",,"0,60909757"
26/06/2009 10.00,"0,96557297","31,25761986","1,12221882"
26/06/2009 11.00,"1,28744383",,"1,64587924"
26/06/2009 12.00,"1,63513575","38,58362961","2,03955994"
26/06/2009 13.00,"1,47039543",,"2,43230805"
26/06/2009 14.00,"1,13602878","21,0012207","4,63361574"
26/06/2009 15.00,"0,89114695",,"5,77240962"
26/06/2009 16.00,"0,82003069","18,07081032","5,91057518"
26/06/2009 17.00,"0,96372062",,"4,8052172"
26/06/2009 18.00,"1,11485957","19,53602028","4,46697622"
26/06/2009 19.00,"1,27818092",,"3,11319769"
26/06/2009 20.00,"1,6085656","26,37360954","3,65838393"
26/06/2009 21.00,"1,61684409",,"4,34354191"
26/06/2009 22.00,"1,34176662","26,37360954","5,57232199"
26/06/2009 23.00,"1,11493879",,"6,85674723"
27/06/2009 0.00,"0,87415659","27,35042","5,26489205"
27/06/2009 1.00,,,"5,41374017"
27/06/2009 2.00,"0,50024401","19,53602028","5,03261128"
27/06/2009 3.00,"0,36193288",,
27/06/2009 4.00,"0,2809514","18,07081032","7,24438085"
27/06/2009 5.00,"0,2851687",,"1,41308285"
27/06/2009 6.00,"0,34028835","12,69841003","1,33869439"
27/06/2009 7.00,"0,38338053",,"1,47473238"
27/06/2009 8.00,"0,480566","27,35042","0,55832995"
27/06/2009 9.00,"0,70919841",,"0,72273308"
27/06/2009 10.00,"1,10913709","31,25761986","0,81914977"
27/06/2009 11.00,"1,09431363",,"1,59183993"
27/06/2009 12.00,"1,11576128","34,67642975","2,17156857"
27/06/2009 13.00,"1,13831335",,"3,13207524"
27/06/2009 14.00,"0,83134051","22,95482063","3,050043"
27/06/2009 15.00,"0,53836514",,"3,92786859"
27/06/2009 16.00,"0,51699555","18,55920982","4,06803763"
27/06/2009 17.00,"0,64611599",,"3,33900016"
27/06/2009 18.00,"0,59328557","15,14041042","2,72585493"
27/06/2009 19.00,"0,46787099",,"1,80844974"
27/06/2009 20.00,"0,50493081","14,16361046","2,19499313"
27/06/2009 21.00,"0,62845343",,"2,08233598"
27/06/2009 22.00,"0,53331836","21,48962021","1,89297159"
27/06/2009 23.00,"0,44196838",,"0,57594846"
28/06/2009 0.00,"0,40128076","15,62880993","1,03674811"
28/06/2009 1.00,,,"1,26573074"
28/06/2009 2.00,"0,36872716","16,11721039","0,74147843"
28/06/2009 3.00,"0,33212403",,
28/06/2009 4.00,"0,32310227","18,55920982","6,03597026"
28/06/2009 5.00,"0,30675149",,"0,7215015"
28/06/2009 6.00,"0,29319905","10,7448101",
28/06/2009 7.00,"0,29075721",,"0,84952756"
28/06/2009 8.00,"0,34051552","29,7924099","0,57221912"
28/06/2009 9.00,"0,42187213",,"0,62521092"
28/06/2009 10.00,"0,60235393","28,32722092",
28/06/2009 11.00,"0,80493811",,"0,5777638"
28/06/2009 12.00,"1,10723814","25,39682007","0,65394524"
28/06/2009 13.00,"1,16349832",,"0,46918278"
28/06/2009 14.00,"0,82700088","15,62880993","1,25579669"
28/06/2009 15.00,"0,60042353",,"3,05572498"
28/06/2009 16.00,"0,55822839","25,88521957","3,05588262"
28/06/2009 17.00,"0,53644173",,"2,33606832"
28/06/2009 18.00,"0,75305134","18,55920982","2,13303851"
28/06/2009 19.00,"0,9113131",,"2,10488185"
28/06/2009 20.00,"0,9021329","20,51280975","2,48545037"
28/06/2009 21.00,"0,89267776",,"2,17698308"
28/06/2009 22.00,"0,94243607","21,48962021","2,75494011"
28/06/2009 23.00,"0,76199505",,"2,7835351"
29/06/2009 0.00,"0,54700012","12,21000957","2,23141394"
29/06/2009 1.00,,,"2,80719357"
29/06/2009 2.00,"0,40538039","7,32600689","2,75414482"
29/06/2009 3.00,"0,32198503",,
29/06/2009 4.00,"0,25571284","9,27960968","6,07619057"
29/06/2009 5.00,"0,23471139",,"1,44244059"
29/06/2009 6.00,"0,25118216","22,46640968","0,24018591"
29/06/2009 7.00,"0,33278109",,"0,38337544"
29/06/2009 8.00,"0,66319839","26,86202049","0,86097084"
29/06/2009 9.00,"1,16713778",,"0,57993103"
29/06/2009 10.00,"1,22686966","39,56044006","0,33198541"
29/06/2009 11.00,"1,30425362",,"1,35576473"
29/06/2009 12.00,"1,5740315","27,35042","2,38168586"
29/06/2009 13.00,"1,60086495",,"3,82890737"
29/06/2009 14.00,"1,35460841","26,37360954","5,16312187"
29/06/2009 15.00,"1,10594848",,"6,46293635"
29/06/2009 16.00,"1,19838308","29,30401993","7,73182081"
29/06/2009 17.00,"1,50444955",,"6,51914492"
29/06/2009 18.00,"1,84668694","31,74603081","5,74437704"
29/06/2009 19.00,"2,18289545",,"5,61580179"
29/06/2009 20.00,"2,00618359","36,14162064","6,13576847"
29/06/2009 21.00,"1,80370077",,"9,39495549"
29/06/2009 22.00,"1,5890833","36,14162064","10,72927881"
29/06/2009 23.00,"1,16607413",,"10,55382597"
30/06/2009 0.00,"0,83774568","27,8388195","8,9669368"
30/06/2009 1.00,,,"8,86879732"
30/06/2009 2.00,"0,44459546","15,14041042","6,26362266"
30/06/2009 3.00,"0,33538603",,
30/06/2009 4.00,"0,28868467","14,65200996","9,17724426"
30/06/2009 5.00,"0,26904277",,"3,07786812"
30/06/2009 6.00,"0,32836574","17,58241081","2,05801544"
30/06/2009 7.00,"0,4296555",,"1,47312348"
30/06/2009 8.00,"0,68142248","33,21123123","0,45005199"
30/06/2009 9.00,"1,17367343",,"1,37231844"
30/06/2009 10.00,"1,6338193","44,93283081","1,35020174"
30/06/2009 11.00,"1,6114548",,"2,16659036"
30/06/2009 12.00,"1,73337438","33,69963074","4,05838935"
30/06/2009 13.00,"1,73901531",,"6,01826327"
30/06/2009 14.00,"1,49308614","27,35042","7,76185689"
30/06/2009 15.00,"1,17130731",,"8,7410072"
30/06/2009 16.00,"1,19166103","27,8388195","9,4362406"
30/06/2009 17.00,"1,54499271",,"7,3436614"
30/06/2009 18.00,"1,71874081","27,35042","6,47882901"
30/06/2009 19.00,"1,66821476",,"7,46073844"
30/06/2009 20.00,"1,70024178","32,72283173","8,20274774"
30/06/2009 21.00,"1,62159146",,"8,61582467"
30/06/2009 22.00,"1,37499242","23,44322014","9,5834361"
30/06/2009 23.00,"1,04256433",,"9,83277195"
01/07/2009 0.00,"0,86329529","28,81562042","8,08418283"
01/07/2009 1.00,,,"6,96127957"
01/07/2009 2.00,"0,54232964","21,97801971","7,14341919"
01/07/2009 3.00,"0,42262472",,
01/07/2009 4.00,"0,32567575","13,18680954","9,16966049"
01/07/2009 5.00,"0,28863924",,"3,32372279"
01/07/2009 6.00,"0,33056642","8,79120922","2,29063588"
01/07/2009 7.00,"0,44163636",,"1,68600294"
01/07/2009 8.00,"0,66898145","34,67642975","1,04299147"
01/07/2009 9.00,"1,34104082",,"1,02368474"
01/07/2009 10.00,"1,46847901","46,39804077","1,49222478"
01/07/2009 11.00,"1,40067717",,"3,05069795"
01/07/2009 12.00,"1,50366201","27,8388195","5,32721584"
01/07/2009 13.00,"1,73266489",,"6,25205937"
01/07/2009 14.00,"1,55919756","27,8388195","5,97768701"
01/07/2009 15.00,"1,18950345",,"7,57057546"
01/07/2009 16.00,"1,21959773","28,81562042","9,19867957"
01/07/2009 17.00,"1,46508653",,"7,92299647"
01/07/2009 18.00,"1,47585462","27,8388195","6,39435496"
01/07/2009 19.00,"1,57915401",,"7,59539128"
01/07/2009 20.00,"1,78062678","30,76922989","8,04854207"
01/07/2009 21.00,"1,80863105",,"8,30213814"
01/07/2009 22.00,"1,49084235","32,23442078","7,8933916"
01/07/2009 23.00,"1,15432045",,"10,26335043"
02/07/2009 0.00,"0,79196351","25,88521957","9,75574946"
02/07/2009 1.00,,,"7,75082142"
02/07/2009 2.00,"0,42747811","23,93161964","6,2862387"
02/07/2009 3.00,"0,34232477",,
02/07/2009 4.00,"0,29840077","19,04759979","7,80384577"
02/07/2009 5.00,"0,28006717",,"2,82674438"
02/07/2009 6.00,"0,33510992","22,46640968","1,72898645"
02/07/2009 7.00,"0,48092016",,"1,50765674"
02/07/2009 8.00,"0,71481488","32,72283173","1,10169169"
02/07/2009 9.00,"1,45174844",,"1,40611539"
02/07/2009 10.00,"1,64428217","58,6080513","1,08392267"
02/07/2009 11.00,"1,69179436",,"2,63005963"
02/07/2009 12.00,"1,67227712","36,14162064","5,33648579"
02/07/2009 13.00,"1,7044917",,"7,2354821"
02/07/2009 14.00,"1,58466446","32,72283173","8,160049"
02/07/2009 15.00,"1,28559381",,"8,51993987"
02/07/2009 16.00,"1,15780263","33,21123123","8,29184711"
02/07/2009 17.00,"1,19119969",,"8,31346447"
02/07/2009 18.00,"1,41026862","33,69963074","6,06206546"
02/07/2009 19.00,"1,86749151",,"6,19022882"
02/07/2009 20.00,"1,82754948","38,0952301","6,36396089"
02/07/2009 21.00,"1,93460017",,"8,39233892"
02/07/2009 22.00,"1,59534984","39,56044006","10,30663395"
02/07/2009 23.00,"1,19865103",,"10,05217241"
03/07/2009 0.00,"0,76851672","21,97801971","9,96618812"
03/07/2009 1.00,,,"9,23936669"
03/07/2009 2.00,"0,53254247","20,02441978","5,11439537"
03/07/2009 3.00,"0,42259094",,
03/07/2009 4.00,"0,35270492","23,44322014","9,06683366"
03/07/2009 5.00,"0,30658723",,"3,61895789"
03/07/2009 6.00,"0,33571689","25,88521957","2,02323811"
03/07/2009 7.00,"0,48073143",,"1,47267194"
03/07/2009 8.00,"0,68274592","39,56044006","0,55387854"
03/07/2009 9.00,"0,9941411",,"1,21862534"
03/07/2009 10.00,"1,2371869","41,5140419","0,99876316"
03/07/2009 11.00,"1,4823227",,"1,10321923"
03/07/2009 12.00,"1,66845126","38,0952301","4,08138982"
03/07/2009 13.00,"1,6945857",,"4,54889862"
03/07/2009 14.00,"1,52509102","37,11843109","5,56434058"
03/07/2009 15.00,"1,38019298",,"7,62157598"
03/07/2009 16.00,"1,26600201","42,00244141","7,86421184"
03/07/2009 17.00,"1,41961075",,"6,85944024"
03/07/2009 18.00,"1,63376338","28,81562042","6,43315656"
03/07/2009 19.00,"1,63813912",,"6,006462"
03/07/2009 20.00,"1,82903602","35,16482162","7,53695242"
03/07/2009 21.00,"1,81019564",,"8,09425317"
03/07/2009 22.00,"1,57617627","38,0952301","9,30207186"
03/07/2009 23.00,"1,25389999",,"8,68394333"
04/07/2009 0.00,"0,82062717","27,35042","7,42622553"
04/07/2009 1.00,,,"6,84623958"
04/07/2009 2.00,"0,52115576","21,0012207","6,62938366"
04/07/2009 3.00,"0,41686613",,
04/07/2009 4.00,"0,3331935","23,44322014","10,0138366"
04/07/2009 5.00,"0,30251555",,"3,83187091"
04/07/2009 6.00,"0,35645738","27,8388195","1,39247538"
04/07/2009 7.00,"0,49012948",,"1,61925621"
04/07/2009 8.00,"0,56744704","27,8388195","0,93456401"
04/07/2009 9.00,"0,88239081",,"0,88282414"
04/07/2009 10.00,"1,11412678","36,63003159","1,7700763"
04/07/2009 11.00,"1,21014142",,"2,61243401"
04/07/2009 12.00,"1,22102485","44,4444313","2,75813858"
04/07/2009 13.00,"1,25099215",,"4,45311959"
04/07/2009 14.00,"1,1359717","37,6068306","3,53914475"
04/07/2009 15.00,"0,80825836",,"5,22063424"
04/07/2009 16.00,"0,70696161","35,16482162","5,91430553"
04/07/2009 17.00,"0,86109694",,"4,60168092"
04/07/2009 18.00,"1,17378643","27,35042","3,07009621"
04/07/2009 19.00,"1,4262629",,"3,82774087"
04/07/2009 20.00,"1,52078052","33,21123123","3,48573191"
04/07/2009 21.00,"1,29444548",,"4,13619494"
04/07/2009 22.00,"1,01014587","32,72283173","5,13200269"
04/07/2009 23.00,"0,81169045",,"6,42298147"
05/07/2009 0.00,"0,65301862","42,49084091","6,10046535"
05/07/2009 1.00,,,"4,71095655"
05/07/2009 2.00,"0,50187618","40,53723145","3,64500326"
05/07/2009 3.00,"0,42018754",,
05/07/2009 4.00,"0,35850895","28,32722092","7,53918372"
05/07/2009 5.00,"0,32203047",,"2,5377557"
05/07/2009 6.00,"0,29702957","21,97801971","1,03760645"
05/07/2009 7.00,"0,32995829",,"0,59797464"
05/07/2009 8.00,"0,41931962","24,42000961","0,4275529"
05/07/2009 9.00,"0,57848075",,"0,93817843"
05/07/2009 10.00,"0,89361092","30,28083038","0,26556514"
05/07/2009 11.00,"1,03364742",,"0,93957681"
05/07/2009 12.00,"1,07308267","43,46763992","1,72712025"
05/07/2009 13.00,"1,04019355",,"2,26212429"
05/07/2009 14.00,"0,79916321","36,14162064","2,92341227"
05/07/2009 15.00,"0,56077392",,"3,16695427"
05/07/2009 16.00,"0,41750455","32,72283173","3,63240975"
05/07/2009 17.00,"0,36556885",,"2,17995679"
05/07/2009 18.00,"0,35247541","27,8388195","1,14659123"
05/07/2009 19.00,"0,38579907",,"1,45486325"
05/07/2009 20.00,"0,60509984","16,11721039","1,19692764"
05/07/2009 21.00,"0,75680847",,
05/07/2009 22.00,"0,86111674","19,04759979","0,73552389"
05/07/2009 23.00,"0,86028843",,"2,31371365"
06/07/2009 0.00,"0,5946894","25,88521957","1,18770752"
06/07/2009 1.00,,,"1,76047378"
06/07/2009 2.00,"0,392725","14,16361046","2,92893559"
06/07/2009 3.00,"0,31609712",,
06/07/2009 4.00,"0,23619676","16,60560989","6,98538451"
06/07/2009 5.00,"0,19930005",,"0,82409137"
06/07/2009 6.00,"0,23489429","9,27960968","0,49562783"
06/07/2009 7.00,"0,31582218",,"0,51935444"
06/07/2009 8.00,"0,64729264","15,14041042","0,16503571"
06/07/2009 9.00,"1,10529608",,"0,8043575"
06/07/2009 10.00,"1,22473421","28,81562042","0,72898153"
06/07/2009 11.00,"1,46719867",,"1,796381"
06/07/2009 12.00,"1,48138837","48,35165024","2,84612535"
06/07/2009 13.00,"1,54315784",,"4,27483136"
06/07/2009 14.00,"1,39525876","35,16482162","6,11060992"
06/07/2009 15.00,"1,0648135",,"7,86505188"
06/07/2009 16.00,"0,96398042","30,76922989","7,63464443"
06/07/2009 17.00,"1,09366822",,"7,51681379"
06/07/2009 18.00,"1,4982599","25,39682007","5,98187399"
06/07/2009 19.00,"2,00348662",,"5,6598562"
06/07/2009 20.00,"2,06005319","27,8388195","6,78463583"
06/07/2009 21.00,"1,97333176",,"7,15868944"
06/07/2009 22.00,"1,65936309","28,81562042","10,46852001"
06/07/2009 23.00,"1,28133923",,"10,9059012"
07/07/2009 0.00,"0,64879083","27,35042","8,65998484"
07/07/2009 1.00,,,"7,91921221"
07/07/2009 2.00,"0,31926359","21,48962021","6,35987052"
07/07/2009 3.00,"0,26500139",,
07/07/2009 4.00,"0,22911123","15,14041042","8,65017486"
07/07/2009 5.00,"0,20942972",,"2,5009403"
07/07/2009 6.00,"0,25837487","14,16361046","0,99898385"
07/07/2009 7.00,"0,33496896",,"0,95237168"
07/07/2009 8.00,"0,58348326","18,07081032","0,83324234"
07/07/2009 9.00,"1,19564183",,"0,92975564"
07/07/2009 10.00,"1,66845475","25,88521957","1,136288"
07/07/2009 11.00,"1,52946559",,"2,13458435"
07/07/2009 12.00,"1,60448227","45,42124176","4,62333285"
07/07/2009 13.00,"1,53719653",,"6,57404564"
07/07/2009 14.00,"1,17745968","33,21123123","6,00042713"
07/07/2009 15.00,"0,9066997",,"6,9485864"
07/07/2009 16.00,"0,93935581","27,8388195","7,66577581"
07/07/2009 17.00,"1,09526543",,"5,79428631"
07/07/2009 18.00,"1,4364252","39,56044006","4,85594821"
07/07/2009 19.00,"1,93933356",,"4,80583452"
07/07/2009 20.00,"2,21652085","27,35042","5,71414773"
07/07/2009 21.00,"2,1897806",,"6,98035544"
07/07/2009 22.00,"1,69527422","32,72283173","7,44093644"
07/07/2009 23.00,"1,15269061",,"8,74423312"
08/07/2009 0.00,"0,77899007","39,07204056","10,85734962"
08/07/2009 1.00,,,"8,21978758"
08/07/2009 2.00,"0,39763081","30,28083038","5,99714832"
