,Comune Bari,,
,Piazza Duca Savoia,,
Parm,CO,PM10,BENZENE



06/03/2009 10.00,"1,5058592","23,93161964","1,23894398"
06/03/2009 11.00,"0,95091145",,"1,99443565"
06/03/2009 12.00,"0,65252582","27,8388195","3,27763947"
06/03/2009 13.00,"0,7198535",,"4,06223564"
06/03/2009 14.00,"0,98991215","38,58362961","3,6821024"
06/03/2009 15.00,"0,88107319",,"2,6962643"
06/03/2009 16.00,"0,70360991","40,53723145","2,74562134"
06/03/2009 17.00,"0,57633133",,"2,90188339"
06/03/2009 18.00,"0,48118345","25,39682007","2,72397755"
06/03/2009 19.00,"0,77113564",,"2,46725726"
06/03/2009 20.00,"1,39082011","37,11843109","2,04307367"
06/03/2009 21.00,"0,81437228",,"1,78328306"
06/03/2009 22.00,"1,1880903","40,53723145","2,884631"
06/03/2009 23.00,"0,89633469",,"3,29990668"
07/03/2009 0.00,"0,59563421","41,02563095","3,50571697"
07/03/2009 1.00,,,"3,52561865"
07/03/2009 2.00,"0,41653643","34,18803024","2,93930899"
07/03/2009 3.00,"0,45196408",,
07/03/2009 4.00,"0,41318473","28,81562042","5,96153094"
07/03/2009 5.00,"0,37342561",,"1,73188896"
07/03/2009 6.00,"0,33401715","30,76922989","1,46835579"
07/03/2009 7.00,"0,61465517",,"1,20125294"
07/03/2009 8.00,"1,00044375","45,42124176","1,33844522"
07/03/2009 9.00,"1,21871349",,"0,81307319"
07/03/2009 10.00,"1,17754006","42,49084091","1,55141723"
07/03/2009 11.00,"1,03431613",,"2,03293418"
07/03/2009 12.00,"1,11497607","43,9560318","3,06673197"
07/03/2009 13.00,"1,3116968",,"3,12964054"
07/03/2009 14.00,"1,444833","31,74603081","3,44169682"
07/03/2009 15.00,"1,12353183",,"3,78918437"
07/03/2009 16.00,"0,88434218","25,88521957","4,2701379"
07/03/2009 17.00,"0,89458719",,"4,38716104"
07/03/2009 18.00,"1,07439096","30,28083038","3,86052895"
07/03/2009 19.00,"1,13770172",,"3,38464312"
07/03/2009 20.00,"1,2541959","26,86202049","3,16315374"
07/03/2009 21.00,"1,37948233",,"2,97434159"
07/03/2009 22.00,"1,24167448","41,5140419","3,1239545"
07/03/2009 23.00,"1,09205353",,"3,28142067"
08/03/2009 0.00,"0,89709893","32,72283173","3,76171723"
08/03/2009 1.00,,,"3,67753099"
08/03/2009 2.00,"0,69694028","35,65322113","3,3066077"
08/03/2009 3.00,"0,67563709",,
08/03/2009 4.00,"0,52399021","32,72283173","6,91402263"
08/03/2009 5.00,"0,49927124",,"2,8869579"
08/03/2009 6.00,"0,45309763","31,25761986","2,24440916"
08/03/2009 7.00,"0,4617827",,"1,91048535"
08/03/2009 8.00,"0,63394291","33,69963074","1,85815562"
08/03/2009 9.00,"0,65433856",,"1,34657716"
08/03/2009 10.00,"0,81105553","28,32722092","1,53350277"
08/03/2009 11.00,"0,86862633",,"1,35986019"
08/03/2009 12.00,"0,96663429","35,65322113","1,8413924"
08/03/2009 13.00,"0,99878013",,"1,82936841"
08/03/2009 14.00,"0,93881176","28,81562042","2,174705"
08/03/2009 15.00,"0,63857961",,"2,63294486"
08/03/2009 16.00,"0,44519893","24,90842056","2,71478183"
08/03/2009 17.00,"0,53452064",,"2,48641448"
08/03/2009 18.00,"0,7765925","22,95482063","2,18352951"
08/03/2009 19.00,"0,94124894",,"1,57644662"
08/03/2009 20.00,"0,9252931","20,51280975","1,73080586"
08/03/2009 21.00,"0,75089143",,"1,70408927"
08/03/2009 22.00,"0,76323111","31,74603081","1,89599005"
08/03/2009 23.00,"0,70727267",,"1,9864105"
09/03/2009 0.00,"0,79836285","32,72283173","1,94176115"
09/03/2009 1.00,,,"1,88263684"
09/03/2009 2.00,"0,68905673","32,72283173","1,78770294"
09/03/2009 3.00,"0,47852608",,
09/03/2009 4.00,"0,34833384","24,42000961","6,65537513"
09/03/2009 5.00,"0,30172335",,"2,19804719"
09/03/2009 6.00,"0,46405212","23,44322014","1,73399924"
09/03/2009 7.00,"0,99319862",,"1,19326136"
09/03/2009 8.00,"0,99736815","34,67642975","1,28552054"
09/03/2009 9.00,"0,9282988",,"1,693305"
09/03/2009 10.00,"0,76471299","48,35165024","2,01640895"
09/03/2009 11.00,"0,59408593",,"2,19885367"
09/03/2009 12.00,"0,66594779","36,14162064","2,22635741"
09/03/2009 13.00,"0,56081003",,"2,18282371"
09/03/2009 14.00,"0,5553823","32,23442078","2,16843113"
09/03/2009 15.00,"0,42562343",,"2,08759997"
09/03/2009 16.00,"0,41323366","27,8388195","1,67210665"
09/03/2009 17.00,"0,51518397",,"1,63509192"
09/03/2009 18.00,"0,74780069","27,35042","1,4097176"
09/03/2009 19.00,"0,88947867",,"1,2599969"
09/03/2009 20.00,"0,6775908","22,95482063","1,33786655"
09/03/2009 21.00,"0,730808",,"2,06024979"
09/03/2009 22.00,"0,61292747","28,81562042","2,19717358"
09/03/2009 23.00,"0,37779319",,"2,01770359"
10/03/2009 0.00,"0,34298416","27,35042","1,59603505"
10/03/2009 1.00,,,"1,64245297"
10/03/2009 2.00,"0,2740779","20,51280975","1,63630418"
10/03/2009 3.00,"0,2391547",,
10/03/2009 4.00,"0,25558935","22,46640968","5,7326795"
10/03/2009 5.00,"0,26722654",,"1,1320227"
10/03/2009 6.00,"0,29643775","13,67521","0,88141153"
10/03/2009 7.00,"0,43640085",,"0,61397612"
10/03/2009 8.00,"0,57313923","38,58362961","0,56989629"
10/03/2009 9.00,"0,90220979",,"0,56178266"
10/03/2009 10.00,"1,00419389","41,02563095","0,76463552"
10/03/2009 11.00,"1,01775682",,"1,22081697"
10/03/2009 12.00,"0,80820594","39,07204056","1,87260413"
10/03/2009 13.00,"0,94895541",,"2,48366757"
10/03/2009 14.00,"0,92206372","37,6068306","2,53739975"
10/03/2009 15.00,"0,70225152",,"2,90313532"
10/03/2009 16.00,"0,9672762","30,28083038","3,02895347"
10/03/2009 17.00,"1,17635526",,"2,46621992"
10/03/2009 18.00,"1,41460708","26,86202049","2,74507318"
10/03/2009 19.00,"1,64896547",,"3,06019266"
10/03/2009 20.00,"1,72374332","30,28083038","3,64135833"
10/03/2009 21.00,"1,36534389",,"4,67007112"
10/03/2009 22.00,"0,98213694","52,7472496","5,66208445"
10/03/2009 23.00,"0,54408529",,"5,24607653"
11/03/2009 0.00,"0,42932347","35,65322113","5,25575633"
11/03/2009 1.00,,,"3,90055909"
11/03/2009 2.00,"0,28134401","25,88521957","3,34211625"
11/03/2009 3.00,"0,24379839",,
11/03/2009 4.00,"0,25034219","20,51280975","6,1933805"
11/03/2009 5.00,"0,21628575",,"1,51329092"
11/03/2009 6.00,"0,19496042","18,55920982","0,70029603"
11/03/2009 7.00,"0,34995086",,"0,91014584"
11/03/2009 8.00,"0,67463519","14,65200996","1,00188026"
11/03/2009 9.00,"0,81279371",,"0,16380209"
11/03/2009 10.00,"0,76797616","19,04759979","0,6421277"
11/03/2009 11.00,"0,93999423",,"1,2938691"
11/03/2009 12.00,"0,53891968","24,42000961","1,7835607"
11/03/2009 13.00,"0,42992927",,"1,89691857"
11/03/2009 14.00,"0,5733699","20,02441978","2,03461122"
11/03/2009 15.00,"1,28718753",,"1,5204272"
11/03/2009 16.00,"1,23275058","41,5140419","1,26751659"
11/03/2009 17.00,"1,71597277",,"2,28514917"
11/03/2009 18.00,"2,11724654","42,00244141","2,82586264"
11/03/2009 19.00,"2,23810131",,"3,77099939"
11/03/2009 20.00,"1,76418164","51,77045059","5,68852238"
11/03/2009 21.00,"1,46358135",,"6,35649815"
11/03/2009 22.00,"1,01232675","44,4444313","7,25638043"
11/03/2009 23.00,"0,61444314",,"6,15796348"
12/03/2009 0.00,"0,53994488","38,58362961","5,80183448"
12/03/2009 1.00,,,"3,72472487"
12/03/2009 2.00,"0,28927533","26,37360954","2,93733703"
12/03/2009 3.00,"0,25339915",,
12/03/2009 4.00,"0,21628808","23,93161964","6,30746553"
12/03/2009 5.00,"0,22506519",,"1,74592051"
12/03/2009 6.00,"0,26138872","13,67521","1,05874683"
12/03/2009 7.00,"0,34544813",,"0,84845666"
12/03/2009 8.00,"0,61998155","23,93161964","0,51554781"
12/03/2009 9.00,"1,12103523",,"1,00905418"
12/03/2009 10.00,"1,37608635","32,72283173","1,21258944"
12/03/2009 11.00,"1,16042738",,"1,71448301"
12/03/2009 12.00,"1,39989546","46,39804077","2,85962806"
12/03/2009 13.00,"1,56223122",,"3,58026307"
12/03/2009 14.00,"1,51760356","45,90964127","4,03331623"
12/03/2009 15.00,"0,95649646",,"4,67175527"
12/03/2009 16.00,"0,81702615","39,56044006","5,57720664"
12/03/2009 17.00,"1,15220248",,"5,17621982"
12/03/2009 18.00,"1,1288652","29,30401993","3,73005802"
12/03/2009 19.00,"1,50748903",,"3,50454742"
12/03/2009 20.00,"1,38202902","41,02563095","3,60880416"
12/03/2009 21.00,"1,32740566",,"3,77490975"
12/03/2009 22.00,"0,8355613","28,81562042","4,52503065"
12/03/2009 23.00,"0,49920367",,"4,53942628"
13/03/2009 0.00,"0,32462958","26,86202049","4,35931151"
13/03/2009 1.00,,,"3,24897125"
13/03/2009 2.00,"0,29187328","19,04759979","2,36135399"
13/03/2009 3.00,"0,25036666",,
13/03/2009 4.00,"0,24761027","13,67521","6,37136059"
13/03/2009 5.00,"0,26151571",,"1,0220189"
13/03/2009 6.00,"0,27939846","9,76801014","1,08763268"
13/03/2009 7.00,"0,40887539",,"0,23189227"
13/03/2009 8.00,"0,47323931","20,51280975","0,9711689"
13/03/2009 9.00,"0,9282021",,"0,73105621"
13/03/2009 10.00,"1,03207816","46,39804077","0,71989972"
13/03/2009 11.00,"1,02990893",,"1,41842414"
13/03/2009 12.00,"1,59358836","41,5140419","2,34206354"
13/03/2009 13.00,"1,49570273",,"2,8380341"
13/03/2009 14.00,"1,39194783","38,58362961","3,71151608"
13/03/2009 15.00,"1,10868973",,"4,56691071"
13/03/2009 16.00,"0,95471168","32,23442078","4,87291075"
13/03/2009 17.00,"1,09758145",,"4,72962867"
13/03/2009 18.00,"1,31946852","28,32722092","3,99052901"
13/03/2009 19.00,"1,46025178",,"3,99173822"
13/03/2009 20.00,"1,86101294","47,86323166","3,84134121"
13/03/2009 21.00,"1,79062131",,"4,56501807"
13/03/2009 22.00,"1,85061299","57,63124084","5,19319558"
13/03/2009 23.00,"1,15497401",,"6,6601357"
14/03/2009 0.00,"1,04373399","56,65444183","6,85513935"
14/03/2009 1.00,,,"5,99992066"
14/03/2009 2.00,"0,5868804","61,53845978","4,43644486"
14/03/2009 3.00,"0,55119529",,
14/03/2009 4.00,"0,39862572","51,77045059","8,05702181"
14/03/2009 5.00,"0,34297367",,"2,81767884"
14/03/2009 6.00,"0,35034463","38,58362961","2,01009236"
14/03/2009 7.00,"0,43059099",,"1,9907836"
14/03/2009 8.00,"0,7082967","58,11965179","1,45265738"
14/03/2009 9.00,"1,26666489",,"1,24481309"
14/03/2009 10.00,"1,1294675","71,30647278","1,56299476"
14/03/2009 11.00,"1,14038472",,"2,41338575"
14/03/2009 12.00,"1,14010861","58,11965179","3,32753654"
14/03/2009 13.00,"1,15871133",,"3,58757123"
14/03/2009 14.00,"1,28767217","38,58362961","4,48822033"
14/03/2009 15.00,"1,1978099",,"3,6740681"
14/03/2009 16.00,"0,90902853","40,04883957","4,21725492"
14/03/2009 17.00,"0,79413856",,"4,92499437"
14/03/2009 18.00,"0,89436701","30,28083038","4,08438997"
14/03/2009 19.00,"1,24415942",,"3,39399444"
14/03/2009 20.00,"1,55371274","33,69963074","3,64098204"
14/03/2009 21.00,"1,33827977",,"3,49679381"
14/03/2009 22.00,"1,08355136","40,04883957","4,82892652"
14/03/2009 23.00,"0,752124",,"5,42545906"
15/03/2009 0.00,"0,65020165","33,21123123","4,10080537"
15/03/2009 1.00,,,"3,70450284"
15/03/2009 2.00,"0,55673719","31,25761986","2,73669513"
15/03/2009 3.00,"0,42258977",,
15/03/2009 4.00,"0,41706884","26,86202049","6,26496103"
15/03/2009 5.00,"0,37636723",,"2,35909931"
15/03/2009 6.00,"0,31543424","24,42000961","1,60989066"
15/03/2009 7.00,"0,45532394",,"1,42053645"
15/03/2009 8.00,"0,63071003","33,21123123","1,17816196"
15/03/2009 9.00,"0,64017566",,"1,0558016"
15/03/2009 10.00,"0,75155199","45,42124176","1,02504244"
15/03/2009 11.00,"0,74106",,"1,31459047"
15/03/2009 12.00,"1,11829515","41,5140419","1,70895561"
15/03/2009 13.00,"1,20438982",,"2,20704967"
15/03/2009 14.00,"1,20719048","29,30401993","2,41015169"
15/03/2009 15.00,"0,63863669",,"2,68219512"
15/03/2009 16.00,"0,36410211","19,04759979","3,59342102"
15/03/2009 17.00,"0,5013496",,"3,27850392"
15/03/2009 18.00,"0,66379953","26,86202049","2,41946232"
15/03/2009 19.00,"1,203445",,"1,41388222"
15/03/2009 20.00,"1,4532909","34,18803024","1,75154351"
15/03/2009 21.00,"1,62504802",,"1,89988211"
15/03/2009 22.00,"1,41124838","48,35165024","3,07082336"
15/03/2009 23.00,"1,25921122",,"3,90174287"
16/03/2009 0.00,"0,97225192","44,93283081","3,98215096"
16/03/2009 1.00,,,"3,98941539"
16/03/2009 2.00,"0,63176552","58,11965179","3,33323886"
16/03/2009 3.00,"0,42960074",,
16/03/2009 4.00,"0,31062162","39,56044006","7,66166815"
16/03/2009 5.00,"0,27143452",,"2,28359214"
16/03/2009 6.00,"0,27450662","38,0952301","1,92281139"
16/03/2009 7.00,"0,38828751",,"1,39586606"
16/03/2009 8.00,"0,60222112",,"1,13087552"
16/03/2009 9.00,"1,46591251",,"0,92534186"
16/03/2009 10.00,"1,49714383",,"1,05899498"
16/03/2009 11.00,"1,17458912",,"1,99830432"
16/03/2009 12.00,"1,34295608",,"3,80635946"
16/03/2009 13.00,"1,40514262",,"4,64334741"
16/03/2009 14.00,"1,4855649","73,74845886","4,53416026"
16/03/2009 15.00,"1,19904713",,"4,45478646"
16/03/2009 16.00,"0,97570032","37,6068306","5,19300133"
16/03/2009 17.00,"1,20621421",,"5,50444131"
16/03/2009 18.00,"1,29821542","19,04759979","4,74654545"
16/03/2009 19.00,"1,26859879",,"3,96260829"
16/03/2009 20.00,"1,37237466","9,76801014","4,18781786"
16/03/2009 21.00,"1,32712257",,"4,33806537"
16/03/2009 22.00,"1,23189314","4,88400507","4,05363996"
16/03/2009 23.00,"0,75822161",,"4,30374365"
17/03/2009 0.00,"0,5243199","15,14041042","4,60994506"
17/03/2009 1.00,,,"3,94342055"
17/03/2009 2.00,"0,28703736","16,11721039","3,0814561"
17/03/2009 3.00,"0,23543252",,
17/03/2009 4.00,"0,22675793","15,14041042","6,93376972"
17/03/2009 5.00,"0,24600024",,"1,77416769"
17/03/2009 6.00,"0,30399976","22,46640968","1,27291585"
17/03/2009 7.00,"0,53986683",,"1,00978439"
17/03/2009 8.00,"0,97828079","43,46763992","0,66806018"
17/03/2009 9.00,"1,26879568",,"1,02377729"
17/03/2009 10.00,"1,18910851","53,72404099","1,33943477"
17/03/2009 11.00,"1,42667065",,"2,35889082"
17/03/2009 12.00,"1,57094309","44,93283081","3,19945047"
17/03/2009 13.00,"1,67826871",,"4,30836998"
17/03/2009 14.00,"1,71915672","48,84004974","5,01537313"
17/03/2009 15.00,"1,39189424",,"5,38916233"
17/03/2009 16.00,"1,27478844","45,42124176","6,4138478"
17/03/2009 17.00,"1,45990927",,"6,77601878"
17/03/2009 18.00,"1,16158655","37,11843109","5,53459333"
17/03/2009 19.00,"1,18489005",,"6,3253332"
17/03/2009 20.00,"1,3434349","27,8388195","6,60610656"
17/03/2009 21.00,"1,22897248",,"4,91746044"
17/03/2009 22.00,"0,99283048","30,76922989","5,03097391"
17/03/2009 23.00,"0,59940415",,"5,27590209"
18/03/2009 0.00,"0,5338729","17,09399986","4,08180374"
18/03/2009 1.00,,,"3,37103871"
18/03/2009 2.00,"0,31763492","19,04759979","2,7086239"
18/03/2009 3.00,"0,26217976",,
18/03/2009 4.00,"0,2760153","17,09399986","6,7910592"
18/03/2009 5.00,"0,30652082",,"1,80374408"
18/03/2009 6.00,"0,37005643","33,21123123","1,12404739"
18/03/2009 7.00,"0,49141098",,"1,14302156"
18/03/2009 8.00,"0,75769037","42,97924042","1,00553027"
18/03/2009 9.00,"1,11130981",,"1,2040385"
18/03/2009 10.00,"1,12920421","48,35165024","1,2120728"
18/03/2009 11.00,"0,91806427",,"2,12629275"
18/03/2009 12.00,"0,93260813","48,84004974","3,18223877"
18/03/2009 13.00,"1,3796396",,"3,00526043"
18/03/2009 14.00,"1,34519172","51,28205109","3,11768367"
18/03/2009 15.00,"0,99905973",,"3,57046123"
18/03/2009 16.00,"0,97166709","50,30524063","4,59788649"
18/03/2009 17.00,"1,01060721",,"4,31296174"
18/03/2009 18.00,"1,05699751","38,58362961","4,00218485"
18/03/2009 19.00,"1,04095663",,"3,36436719"
18/03/2009 20.00,"1,10807927","47,37483978","3,50634141"
18/03/2009 21.00,"1,22139299",,"3,56057599"
18/03/2009 22.00,"1,15403502","40,04883957","3,5691971"
18/03/2009 23.00,"0,68646926",,"4,01823717"
19/03/2009 0.00,"0,56594186","38,58362961","4,0924436"
19/03/2009 1.00,,,"3,258707"
19/03/2009 2.00,"0,34281057","33,69963074","2,6708871"
19/03/2009 3.00,"0,2714951",,
19/03/2009 4.00,"0,24002845","21,97801971","6,77013239"
19/03/2009 5.00,"0,25438125",,"1,80136634"
19/03/2009 6.00,"0,29527391","36,63003159","1,12584544"
19/03/2009 7.00,"0,37587444",,"1,02828362"
19/03/2009 8.00,"0,59200524","44,4444313","0,87915582"
19/03/2009 9.00,"1,01949733",,"0,72309615"
19/03/2009 10.00,"1,82798869","56,65444183","0,97316323"
19/03/2009 11.00,"1,5025506",,"1,57525469"
19/03/2009 12.00,"1,41055288","42,49084091","3,22186922"
19/03/2009 13.00,"1,18476073",,"4,96637407"
19/03/2009 14.00,"1,19635365","29,30401993","5,46912497"
19/03/2009 15.00,"0,84520401",,"5,20076206"
19/03/2009 16.00,"0,79366557","28,81562042","4,52239052"
19/03/2009 17.00,"0,72379004",,"4,11221713"
19/03/2009 18.00,"0,56637407","29,7924099","3,70828303"
19/03/2009 19.00,"0,74181142",,"2,92071111"
19/03/2009 20.00,"1,11204609","23,44322014","2,55289883"
19/03/2009 21.00,"1,41516744",,"2,21240417"
19/03/2009 22.00,"1,08369349","21,0012207","2,08417268"
19/03/2009 23.00,"0,78321552",,"2,66615703"
20/03/2009 0.00,"0,57966323","18,07081032","3,01257367"
20/03/2009 1.00,,,"2,69039011"
20/03/2009 2.00,"0,32874669","14,65200996","2,52647717"
20/03/2009 3.00,"0,25699434",,
20/03/2009 4.00,"0,24286173","15,62880993","6,55869605"
20/03/2009 5.00,"0,25309742",,"1,70558629"
20/03/2009 6.00,"0,24093249","13,67521","1,39816448"
20/03/2009 7.00,"0,35025725",,"0,97721801"
20/03/2009 8.00,"0,42993859","9,76801014","0,90966582"
20/03/2009 9.00,"1,69967675",,"0,92914646"
20/03/2009 10.00,"1,25647114","18,55920982","0,94265933"
20/03/2009 11.00,"0,69701135",,"1,51866983"
20/03/2009 12.00,"0,52642972","13,67521","3,09290142"
20/03/2009 13.00,"0,63292004",,"2,88598361"
20/03/2009 14.00,"0,75425246","30,28083038","2,55853199"
20/03/2009 15.00,"0,61910197",,"2,08116236"
20/03/2009 16.00,"0,53697996","32,72283173","2,05044489"
20/03/2009 17.00,"0,67945363",,"2,01457022"
20/03/2009 18.00,"0,68445381","31,25761986","1,90688619"
20/03/2009 19.00,"0,73803216",,"1,96375988"
20/03/2009 20.00,"0,71708896","36,63003159","2,08279668"
20/03/2009 21.00,"0,73216755",,"2,07005265"
20/03/2009 22.00,"0,62244785","34,67642975","2,24561329"
20/03/2009 23.00,"0,42037161",,"2,34684242"
21/03/2009 0.00,"0,35376157","33,69963074","2,17737666"
21/03/2009 1.00,,,"1,94833911"
21/03/2009 2.00,"0,36767866","23,44322014","1,42284199"
21/03/2009 3.00,"0,32633165",,
21/03/2009 4.00,"0,2726834","13,67521","6,0273105"
21/03/2009 5.00,"0,29085507",,"1,04461867"
21/03/2009 6.00,"0,30918285","22,95482063","0,83269824"
21/03/2009 7.00,"0,39264461",,"0,88479305"
21/03/2009 8.00,"0,48522949","21,0012207","0,85091882"
21/03/2009 9.00,"0,86560316",,"0,33623749"
21/03/2009 10.00,"1,08542584","46,88644028","1,00507974"
21/03/2009 11.00,"0,93301705",,"1,37980153"
21/03/2009 12.00,"1,13510144","51,28205109","2,11354872"
21/03/2009 13.00,"0,89199507",,"2,47382504"
21/03/2009 14.00,"0,93439408","53,23564148","2,57600913"
21/03/2009 15.00,"0,78599638",,"2,83540414"
21/03/2009 16.00,"0,65046144","36,63003159","3,06217581"
21/03/2009 17.00,"0,7409633",,"2,55960492"
21/03/2009 18.00,"0,82119802","33,69963074","2,50281869"
21/03/2009 19.00,"0,74139435",,"2,35485943"
21/03/2009 20.00,"0,75807133","28,32722092","2,58648322"
21/03/2009 21.00,"0,80035267",,"2,45211311"
21/03/2009 22.00,"0,84287051","29,7924099","2,10218782"
21/03/2009 23.00,"0,60121922",,"2,21200348"
22/03/2009 0.00,"0,50049099","16,11721039","2,12212814"
22/03/2009 1.00,,,"2,05795849"
22/03/2009 2.00,"0,49922464","14,16361046","1,90847678"
22/03/2009 3.00,"0,48610208",,
22/03/2009 4.00,"0,4211708","11,72161007","6,26048114"
22/03/2009 5.00,"0,29354971",,"1,76773415"
22/03/2009 6.00,"0,27801444","13,67521","1,31599495"
22/03/2009 7.00,"0,35254182",,"1,10381214"
22/03/2009 8.00,"0,46514023","13,18680954","1,00638354"
22/03/2009 9.00,"0,60326147",,"1,06793848"
22/03/2009 10.00,"0,67428919","13,67521","1,05200209"
22/03/2009 11.00,"0,67173318",,"0,96932202"
22/03/2009 12.00,"0,65085055","16,60560989","1,24546193"
22/03/2009 13.00,"0,69727813",,
22/03/2009 14.00,"1,02604463","55,18925095",
22/03/2009 15.00,"0,4904685",,
22/03/2009 16.00,"0,42514229","45,90964127","2,18942811"
22/03/2009 17.00,"0,45164953",,"2,02690439"
22/03/2009 18.00,"0,5898896","42,00244141","1,67517189"
22/03/2009 19.00,"0,71381531",,"1,39016476"
22/03/2009 20.00,"0,71271438","39,56044006","1,30754571"
22/03/2009 21.00,"0,68644247",,"1,32710364"
22/03/2009 22.00,"0,58312561","42,00244141","1,84651402"
22/03/2009 23.00,"0,50069254",,"1,738352"
23/03/2009 0.00,"0,45762831","39,56044006","1,86110288"
23/03/2009 1.00,,,"1,63611401"
23/03/2009 2.00,"0,30652199","39,56044006","1,26185394"
23/03/2009 3.00,"0,27452526",,
23/03/2009 4.00,"0,29196298","33,21123123","5,40013067"
23/03/2009 5.00,"0,31132994",,"1,2371388"
23/03/2009 6.00,"0,31164566","36,63003159","0,83645809"
23/03/2009 7.00,"0,46622834",,"0,83971148"
23/03/2009 8.00,"0,69150905","32,23442078","0,29201935"
23/03/2009 9.00,"1,00327121",,"0,63933095"
23/03/2009 10.00,"0,99567541","40,53723145","1,02746696"
23/03/2009 11.00,"0,99118666",,"1,74268747"
23/03/2009 12.00,"0,92056786","54,70085144","2,4294635"
23/03/2009 13.00,"1,13136296",,"2,64162191"
23/03/2009 14.00,"1,38171796","43,9560318","2,71807691"
23/03/2009 15.00,"1,23607083",,"2,95954017"
23/03/2009 16.00,"1,02854355","49,81684113","3,48490203"
23/03/2009 17.00,"1,07558276",,"4,41490887"
23/03/2009 18.00,"1,42871872","49,81684113","3,59606115"
23/03/2009 19.00,"1,6953313",,"3,66966754"
23/03/2009 20.00,"1,60054224","34,67642975","3,69450777"
23/03/2009 21.00,"1,65478697",,"5,54545997"
23/03/2009 22.00,"0,94776828","53,23564148","5,26886343"
23/03/2009 23.00,"0,55357655",,"6,11601731"
24/03/2009 0.00,"0,54621491","41,5140419","5,10570917"
24/03/2009 1.00,,,"3,87806508"
24/03/2009 2.00,"0,35175195","21,48962021","2,63781324"
24/03/2009 3.00,"0,3426964",,
24/03/2009 4.00,"0,27499942","10,7448101","6,90011821"
24/03/2009 5.00,"0,22379417",,"1,46241752"
24/03/2009 6.00,"0,27417343","5,86080599","1,16757702"
24/03/2009 7.00,"1,13152373",,"0,96540454"
24/03/2009 8.00,"1,38771072","2,93040299","0,54128096"
24/03/2009 9.00,"1,97714713",,"0,99462498"
24/03/2009 10.00,"1,32367417","1,95360196","1,87509985"
24/03/2009 11.00,"0,55649371",,"3,27876427"
24/03/2009 12.00,"0,41893517","0,48840001","4,55907676"
24/03/2009 13.00,"0,41826529",,"3,73685565"
24/03/2009 14.00,"0,4846633","0,48840001","2,4057613"
24/03/2009 15.00,"0,38669962",,"1,88057843"
24/03/2009 16.00,"0,35627448",,"1,54444671"
24/03/2009 17.00,"0,46714869",,"1,58999611"
24/03/2009 18.00,"0,52598935","95,23809052","1,12223509"
24/03/2009 19.00,"0,57022906",,"1,00404749"
24/03/2009 20.00,"0,59431776","60,56166077","1,46787475"
24/03/2009 21.00,"0,6457595",,"1,24980147"
24/03/2009 22.00,"0,56117701","49,32844162","1,38793041"
24/03/2009 23.00,"0,43392988",,"1,41860822"
25/03/2009 0.00,"0,37032671","36,14162064","1,64836377"
25/03/2009 1.00,,,"1,33223135"
25/03/2009 2.00,"0,45131401","18,55920982","1,02551331"
25/03/2009 3.00,"0,26524604",,
25/03/2009 4.00,"0,20198654","9,27960968","5,8049221"
25/03/2009 5.00,"0,19861153",,"1,19724291"
25/03/2009 6.00,"0,25096197","4,88400507","0,71243393"
25/03/2009 7.00,"0,39737917",,"0,3951106"
25/03/2009 8.00,"0,56989237","2,44200301","0,41565502"
25/03/2009 9.00,"0,89541784",,"0,21582266"
25/03/2009 10.00,"1,07629108","1,46520102","0,79877112"
25/03/2009 11.00,"0,97637718",,"1,40468243"
25/03/2009 12.00,"0,84491159","0,48840001","2,12914137"
25/03/2009 13.00,"0,86987055",,"2,6013304"
25/03/2009 14.00,"0,96432875","0,48840001","2,77176638"
25/03/2009 15.00,"0,8331381",,"2,29724943"
25/03/2009 16.00,"0,77443026",,"2,66725234"
25/03/2009 17.00,"1,06196624",,"2,57069124"
25/03/2009 18.00,"1,21501695",,"2,2663367"
25/03/2009 19.00,"1,20661846",,"2,68770726"
25/03/2009 20.00,"1,61949796","0,48840001","2,93232729"
25/03/2009 21.00,"1,50714419",,"3,44059134"
25/03/2009 22.00,"0,92873567",,"3,88774997"
25/03/2009 23.00,"0,71799766",,"4,47551902"
26/03/2009 0.00,"0,47249022","11,72161007","4,47829746"
26/03/2009 1.00,,,"3,30451369"
26/03/2009 2.00,"0,30265535","14,16361046","2,60389934"
26/03/2009 3.00,"0,25584099",,
26/03/2009 4.00,"0,23165443","16,60560989","6,19314659"
26/03/2009 5.00,"0,24777803",,"1,2329508"
26/03/2009 6.00,"0,26496644","9,76801014","0,89027061"
26/03/2009 7.00,"0,3428397",,"0,71647853"
26/03/2009 8.00,"0,44139986","17,09399986","0,77423193"
26/03/2009 9.00,"0,87646795",,"0,36243236"
26/03/2009 10.00,"0,98486188","22,95482063","0,75499029"
26/03/2009 11.00,"0,89137412",,"1,27767642"
26/03/2009 12.00,"0,53410124","35,65322113","1,98960287"
26/03/2009 13.00,"0,54224226",,"2,19325101"
26/03/2009 14.00,"1,05365047","26,37360954","2,15661257"
26/03/2009 15.00,"1,02694517",,"1,83848175"
26/03/2009 16.00,"0,93746851","26,37360954","2,057092"
26/03/2009 17.00,"1,29309059",,"2,62561331"
26/03/2009 18.00,"1,78896352","33,21123123","2,68169374"
26/03/2009 19.00,"1,81952147",,"2,88394555"
26/03/2009 20.00,"1,68985114","37,11843109","3,64344216"
26/03/2009 21.00,"1,2002331",,"4,66082659"
