,Foggia,,
,Manfredonia - Capitaneria di Porto,,
Parm,SO2,NO2,PM10



28/04/2009 7.00,"0,97708275","3,49033879","15,10000038"
28/04/2009 8.00,"1,21367763","3,95685532","15,10000038"
28/04/2009 9.00,"0,85246466","10,47178691","15,10000038"
28/04/2009 10.00,"1,19019917","10,3830682","15,10000038"
28/04/2009 11.00,"0,93734958","9,24075145","15,10000038"
28/04/2009 12.00,"0,91748248","9,90945815","15,10000038"
28/04/2009 13.00,"0,82537279","9,99227643","15,10000038"
28/04/2009 14.00,"0,84704608","7,89782766","15,10000038"
28/04/2009 15.00,"0,76396735","6,85885068","15,10000038"
28/04/2009 16.00,"0,97527656","7,24758322","15,10000038"
28/04/2009 17.00,"0,92831963","8,18768686","15,10000038"
28/04/2009 18.00,"0,75674258","9,61875958","15,10000038"
28/04/2009 19.00,"0,90664635","11,15226198","15,10000038"
28/04/2009 20.00,"1,17936303","16,8332155","15,10000038"
28/04/2009 21.00,"1,30398113","28,7702464","15,10000038"
28/04/2009 22.00,"1,57489162","32,09596008","15,10000038"
28/04/2009 23.00,"1,39428463","24,2456896","15,10000038"
29/04/2009 0.00,"1,7229892","17,2054341","15,10000038"
29/04/2009 1.00,"1,06738625","9,89631124","16,60000038"
29/04/2009 2.00,"1,00056223","5,23393939","16,60000038"
29/04/2009 3.00,"1,00056223","3,91290418","16,60000038"
29/04/2009 4.00,"1,12879271","4,1942913","16,60000038"
29/04/2009 5.00,"1,25341182","9,29954736","16,60000038"
29/04/2009 6.00,"1,96139027","18,12195512","16,60000038"
29/04/2009 7.00,"2,04627519","32,75449112","16,60000038"
29/04/2009 8.00,"1,6688075","29,17446232","16,60000038"
29/04/2009 9.00,"1,92346329","30,494966","16,60000038"
29/04/2009 10.00,"1,69228597","24,97504112","16,60000038"
29/04/2009 11.00,"1,35816384","20,40614504","16,60000038"
29/04/2009 12.00,"1,5622493","10,91193314","16,60000038"
29/04/2009 13.00,"1,47917057","13,88981004","16,60000038"
29/04/2009 14.00,"1,2209024","7,46869073","16,60000038"
29/04/2009 15.00,"0,95541048","7,75058836","16,60000038"
29/04/2009 16.00,"1,66338893","14,24233504","16,60000038"
29/04/2009 17.00,"1,7934256","9,56471499","16,60000038"
29/04/2009 18.00,"1,36719378","17,09283068","16,60000038"
29/04/2009 19.00,"2,99084954","4,74952654","16,60000038"
29/04/2009 20.00,"1,50626141","11,15306693","16,60000038"
29/04/2009 21.00,"1,67964364","34,71845928","16,60000038"
29/04/2009 22.00,"1,97042021","26,9414184","16,60000038"
29/04/2009 23.00,"1,72660158","31,09061136","16,60000038"
30/04/2009 0.00,"1,30036976","20,1805864","16,60000038"
30/04/2009 1.00,,"6,32481761","17,89999962"
30/04/2009 2.00,"1,30759351",,"17,89999962"
30/04/2009 3.00,"1,35997003","2,36235057","17,89999962"
30/04/2009 4.00,"1,28592124","4,00902042","17,89999962"
30/04/2009 5.00,"1,27508409","3,8634981","17,89999962"
30/04/2009 6.00,"1,60740104","15,42376558","17,89999962"
30/04/2009 7.00,"2,51404739","37,24650568","17,89999962"
30/04/2009 8.00,"2,41110157","30,80564688","17,89999962"
30/04/2009 9.00,"1,76091719","24,3673884","17,89999962"
30/04/2009 10.00,"1,37441855","12,39800837","17,89999962"
30/04/2009 11.00,"1,57127924","16,81338997","17,89999962"
30/04/2009 12.00,"1,69589835","8,78649849","17,89999962"
30/04/2009 13.00,"1,62365576","8,52565389","17,89999962"
30/04/2009 14.00,"1,21006626","7,64188351","17,89999962"
30/04/2009 15.00,"1,33287817","7,00229274","17,89999962"
30/04/2009 16.00,"1,39428463","10,72661254","17,89999962"
30/04/2009 17.00,"1,49181289","22,60928528","17,89999962"
30/04/2009 18.00,"1,37622372","20,50931656","17,89999962"
30/04/2009 19.00,"1,2209024","13,09096497","17,89999962"
30/04/2009 20.00,"1,53335226","19,18695824","17,89999962"
30/04/2009 21.00,"1,5243213","19,78147552","17,89999962"
30/04/2009 22.00,"1,40512178","20,09802624","17,89999962"
30/04/2009 23.00,"1,30759351","19,27361008","17,89999962"
01/05/2009 0.00,"1,4195703","16,55504626","17,89999962"
01/05/2009 1.00,"1,05655011","8,6884301","15,19999981"
01/05/2009 2.00,"1,16852588","5,2646117","15,19999981"
01/05/2009 3.00,"1,02945927","4,50717481","15,19999981"
01/05/2009 4.00,"1,11073181","6,00574687","15,19999981"
01/05/2009 5.00,"1,13601748","9,37415742","15,19999981"
01/05/2009 6.00,"1,08544715","5,81863473","15,19999981"
01/05/2009 7.00,"1,5080676","8,45571293","15,19999981"
01/05/2009 8.00,"1,27689028","13,50796834","15,19999981"
01/05/2009 9.00,"1,26424796","13,90636031","15,19999981"
01/05/2009 10.00,"1,21367763","13,3301141","15,19999981"
01/05/2009 11.00,"0,85788221","9,81376446","15,19999981"
01/05/2009 12.00,"0,91928867","9,73699193","15,19999981"
01/05/2009 13.00,"1,03126546","5,48692376","15,19999981"
01/05/2009 14.00,"0,7910582","4,25237404","15,19999981"
01/05/2009 15.00,"0,52556628","2,9158","15,19999981"
01/05/2009 16.00,"0,70436708","3,6164199","15,19999981"
01/05/2009 17.00,"0,92831963","9,59119046","15,19999981"
01/05/2009 18.00,"0,83982131","10,23859748","15,19999981"
01/05/2009 19.00,"0,96444042","12,88375388","15,19999981"
01/05/2009 20.00,"1,24799324","19,2030764","15,19999981"
01/05/2009 21.00,"0,78383343","19,90288752","15,19999981"
01/05/2009 22.00,"0,8795555","14,41790062","15,19999981"
01/05/2009 23.00,"0,99333746","12,73338273","15,19999981"
02/05/2009 0.00,"0,93373719","8,20925804","15,19999981"
02/05/2009 1.00,,"5,03997082","29,70000076"
02/05/2009 2.00,"0,99514365",,"29,70000076"
02/05/2009 3.00,"1,24618705","5,21637576","29,70000076"
02/05/2009 4.00,"1,20826007","6,35201198","29,70000076"
02/05/2009 5.00,"1,08544715","3,29778318","29,70000076"
02/05/2009 6.00,"0,75493639","8,83779171","29,70000076"
02/05/2009 7.00,"1,14685361","16,77584594","29,70000076"
02/05/2009 8.00,"1,1829744","21,1035088","29,70000076"
02/05/2009 9.00,"1,26605415","17,54227305","29,70000076"
02/05/2009 10.00,"1,19561774","11,55772261","29,70000076"
02/05/2009 11.00,"1,67783745","17,19769241","29,70000076"
02/05/2009 12.00,"1,64532803","20,6435772","29,70000076"
02/05/2009 13.00,"1,56405549","21,51527712","29,70000076"
02/05/2009 14.00,"1,43040643","13,57528795","29,70000076"
02/05/2009 15.00,"1,41415172","8,27881086","29,70000076"
02/05/2009 16.00,"1,38344849","9,14512086","29,70000076"
02/05/2009 17.00,"1,25702319","9,05499874","29,70000076"
02/05/2009 18.00,"1,3093997","13,02576386","29,70000076"
02/05/2009 19.00,"1,32023584","16,9306319","29,70000076"
02/05/2009 20.00,"1,22993234","17,48109096","29,70000076"
02/05/2009 21.00,"1,19200536","21,98930016","29,70000076"
02/05/2009 22.00,"1,19561774","14,34503047","29,70000076"
02/05/2009 23.00,"1,21187246","12,71503326","29,70000076"
03/05/2009 0.00,"1,11976277","11,59210419","29,70000076"
03/05/2009 1.00,"1,30759351","13,36848412","21,2999897"
03/05/2009 2.00,"1,29856357","10,30639318","21,2999897"
03/05/2009 3.00,"1,31662346","7,21397409","21,2999897"
03/05/2009 4.00,"1,17213827","4,26410034","21,2999897"
03/05/2009 5.00,"1,12156896","3,88192213","21,2999897"
03/05/2009 6.00,"0,99153127","8,57803886","21,2999897"
03/05/2009 7.00,"0,58773752","6,62304563","21,2999897"
03/05/2009 8.00,"0,61225739","7,20046772","21,2999897"
03/05/2009 9.00,"0,72242697","8,61460395","21,2999897"
03/05/2009 10.00,"0,77299729","12,02898472","21,2999897"
03/05/2009 11.00,"0,88316789","13,36228924","21,2999897"
03/05/2009 12.00,"0,79286439","14,80438082","21,2999897"
03/05/2009 13.00,"0,59780887","15,72348687","21,2999897"
03/05/2009 14.00,"0,46596601","7,49259264","21,2999897"
03/05/2009 15.00,"0,43887415","3,85515222","21,2999897"
03/05/2009 16.00,"0,55626951","4,95994406","21,2999897"
03/05/2009 17.00,"0,77660968","4,22327149","21,2999897"
03/05/2009 18.00,"0,78202724","8,5842433","21,2999897"
03/05/2009 19.00,"0,99333746","10,86520386","21,2999897"
03/05/2009 20.00,"1,02584688","16,73812026","21,2999897"
03/05/2009 21.00,"1,03126546","26,14088312","21,2999897"
03/05/2009 22.00,"1,22451478","28,07278704","21,2999897"
03/05/2009 23.00,"1,19742292","23,7076528","21,2999897"
04/05/2009 0.00,"1,07280482","9,68240815","21,2999897"
04/05/2009 1.00,,"10,37365925","26,20000076"
04/05/2009 2.00,"1,13601748",,"26,20000076"
04/05/2009 3.00,"1,43221262","4,43612298","26,20000076"
04/05/2009 4.00,"1,11073181","3,81024698","26,20000076"
04/05/2009 5.00,"1,33649055","5,03415069","26,20000076"
04/05/2009 6.00,"1,14685361","17,68359088","26,20000076"
04/05/2009 7.00,"2,14922102","43,33603448","26,20000076"
04/05/2009 8.00,"2,14199726","49,0497788","26,20000076"
04/05/2009 9.00,"1,41595791","30,13793824","26,20000076"
04/05/2009 10.00,"1,4719458","18,30128542","26,20000076"
04/05/2009 11.00,"1,57127924","14,011375","26,20000076"
04/05/2009 12.00,"1,44846734","9,19622288","26,20000076"
04/05/2009 13.00,"1,74646868","12,44819646","26,20000076"
04/05/2009 14.00,"1,31662346","6,81586318","26,20000076"
04/05/2009 15.00,"1,35274526","10,90541322","26,20000076"
04/05/2009 16.00,"1,65435899","13,00080078","26,20000076"
04/05/2009 17.00,"1,67783745","13,93639783","26,20000076"
04/05/2009 18.00,"1,60198247","16,77962978","26,20000076"
04/05/2009 19.00,"1,71034687","15,82156674","26,20000076"
04/05/2009 20.00,"1,49542426","26,18162784","26,20000076"
04/05/2009 21.00,"1,69409216","39,4059376","26,20000076"
04/05/2009 22.00,"1,44124257","29,89171088","26,20000076"
04/05/2009 23.00,"1,43401882","17,97798534","26,20000076"
05/05/2009 0.00,"1,24799324","10,03580694","26,20000076"
05/05/2009 1.00,"0,97166519","6,87953087","25,5"
05/05/2009 2.00,"1,05835631","3,14678107","25,5"
05/05/2009 3.00,"0,94818571","2,27850554","25,5"
05/05/2009 4.00,"1,51529135","2,29633686","25,5"
05/05/2009 5.00,"1,38344849","2,95709729","25,5"
05/05/2009 6.00,"1,69951073","4,47064796","25,5"
05/05/2009 7.00,"1,61281962","14,61960897","25,5"
05/05/2009 8.00,"1,81329269","14,61468557","25,5"
05/05/2009 9.00,"1,80606793","21,4132528","25,5"
05/05/2009 10.00,"1,93068704","17,28226017","25,5"
05/05/2009 11.00,"1,92346329","18,91993788","25,5"
05/05/2009 12.00,"2,00112344","14,80127956","25,5"
05/05/2009 13.00,"1,71576545","10,57791056","25,5"
05/05/2009 14.00,"1,70673449","15,96191518","25,5"
05/05/2009 15.00,"1,7229892","9,65404363","25,5"
05/05/2009 16.00,"1,68144983","9,28377718","25,5"
05/05/2009 17.00,"1,6706137","7,17639755","25,5"
05/05/2009 18.00,"1,40692695","15,93941477","25,5"
05/05/2009 19.00,"1,49903664","18,35759765","25,5"
05/05/2009 20.00,"1,47917057","21,88729496","25,5"
05/05/2009 21.00,"1,58572776","21,50195048","25,5"
05/05/2009 22.00,"1,42137547","16,21349614","25,5"
05/05/2009 23.00,"1,38886707","9,3043178","25,5"
06/05/2009 0.00,"1,3112059","6,07188295","25,5"
06/05/2009 1.00,,"3,44395941","20,10000038"
06/05/2009 2.00,,,"20,10000038"
06/05/2009 3.00,,"1,9525019","20,10000038"
06/05/2009 4.00,,"2,03596261","20,10000038"
06/05/2009 5.00,,"3,27088517","20,10000038"
06/05/2009 6.00,,"5,80614937","20,10000038"
06/05/2009 7.00,,"11,320952","20,10000038"
06/05/2009 8.00,,"12,34939577","20,10000038"
06/05/2009 9.00,,"18,5623977","20,10000038"
06/05/2009 10.00,,"11,26993028","20,10000038"
06/05/2009 11.00,,"16,07344979","20,10000038"
06/05/2009 12.00,,"12,13788459","20,10000038"
06/05/2009 13.00,,"3,81016859","20,10000038"
06/05/2009 14.00,,"5,46846914","20,10000038"
06/05/2009 15.00,,"9,96146073","20,10000038"
06/05/2009 16.00,,"10,75080125","20,10000038"
06/05/2009 17.00,,"3,1824915","20,10000038"
06/05/2009 18.00,,"5,99433797","20,10000038"
06/05/2009 19.00,,"8,96899889","20,10000038"
06/05/2009 20.00,,"29,22943232","20,10000038"
06/05/2009 21.00,,"29,35516544","20,10000038"
06/05/2009 22.00,,"16,53482495","20,10000038"
06/05/2009 23.00,,"13,68471554","20,10000038"
07/05/2009 0.00,,"10,5636088","20,10000038"
07/05/2009 1.00,,"6,26026849","23,10000038"
07/05/2009 2.00,,"3,97825825","23,10000038"
07/05/2009 3.00,,"3,18493886","23,10000038"
07/05/2009 4.00,,"2,70344563","23,10000038"
07/05/2009 5.00,,"4,36202342","23,10000038"
07/05/2009 6.00,,"11,87687556","23,10000038"
07/05/2009 7.00,,"35,81678856","23,10000038"
07/05/2009 8.00,,"26,61911256","23,10000038"
07/05/2009 9.00,,"28,67778208","23,10000038"
07/05/2009 10.00,,"11,55774364","23,10000038"
07/05/2009 11.00,,"14,43419659","23,10000038"
07/05/2009 12.00,,"8,2065277","23,10000038"
07/05/2009 13.00,,"7,4618037","23,10000038"
07/05/2009 14.00,,"9,38339812","23,10000038"
07/05/2009 15.00,,"5,60075277","23,10000038"
07/05/2009 16.00,"1,17394446","10,7756496","23,10000038"
07/05/2009 17.00,"1,48820051","7,15073278","23,10000038"
07/05/2009 18.00,"1,76452856","11,13274237","23,10000038"
07/05/2009 19.00,"1,48820051","7,24832508","23,10000038"
07/05/2009 20.00,"2,2611978","8,06906064","23,10000038"
07/05/2009 21.00,"1,08725334","14,82849688","23,10000038"
07/05/2009 22.00,"1,60559485","14,33598671","23,10000038"
07/05/2009 23.00,"1,62004337","19,57891824","23,10000038"
08/05/2009 0.00,"1,2028415","33,07008584","23,10000038"
08/05/2009 1.00,"1,45749728","25,94302936","24,39999962"
08/05/2009 2.00,"1,10892561",,"24,39999962"
08/05/2009 3.00,"1,06196869","10,6192805","24,39999962"
08/05/2009 4.00,"1,12518032","11,5374707","24,39999962"
08/05/2009 5.00,"1,39067224","16,84234912","24,39999962"
08/05/2009 6.00,"1,7934256","31,58134528","24,39999962"
08/05/2009 7.00,"1,82412883","42,23600352","24,39999962"
08/05/2009 8.00,"1,93791181","56,78995632","24,39999962"
08/05/2009 9.00,"1,8837291","38,82885776","24,39999962"
08/05/2009 10.00,"1,30578732","21,74924856","24,39999962"
08/05/2009 11.00,"1,11615038","20,61206744","24,39999962"
08/05/2009 12.00,"1,36719378","16,76727253","24,39999962"
08/05/2009 13.00,"1,34010293","9,05886671","24,39999962"
08/05/2009 14.00,"1,64894041","6,85655819","24,39999962"
08/05/2009 15.00,"1,41776411","7,25221218","24,39999962"
08/05/2009 16.00,"1,09628329","6,3262975","24,39999962"
08/05/2009 17.00,"1,38886707","9,97979107","24,39999962"
08/05/2009 18.00,"6,61021016","11,17934163","24,39999962"
08/05/2009 19.00,"5,05879801","12,25027195","24,39999962"
08/05/2009 20.00,"2,6729811","9,03832992","24,39999962"
08/05/2009 21.00,"1,45569109","7,48412248","24,39999962"
08/05/2009 22.00,"1,41234553","16,1748833","24,39999962"
08/05/2009 23.00,"1,40692695","28,51476496","24,39999962"
09/05/2009 0.00,"1,3292668","39,58501552","24,39999962"
09/05/2009 1.00,"0,95360429","26,10723192","25,70000076"
09/05/2009 2.00,"1,1829744","22,78048576","25,70000076"
09/05/2009 3.00,"1,23535092","9,90151953","25,70000076"
09/05/2009 4.00,"1,13240509","6,78596906","25,70000076"
09/05/2009 5.00,"1,29495119","10,81598133","25,70000076"
09/05/2009 6.00,"2,06975467","27,8208428","25,70000076"
09/05/2009 7.00,"2,69465439","35,15047568","25,70000076"
09/05/2009 8.00,"2,01557196","36,59063232","25,70000076"
09/05/2009 9.00,"1,93068704","18,27640457","25,70000076"
09/05/2009 10.00,"2,14741584","12,11302477","25,70000076"
09/05/2009 11.00,"1,29675738","12,84983118","25,70000076"
09/05/2009 12.00,"1,59837008","6,10649971","25,70000076"
09/05/2009 13.00,"1,7410501","12,12968594","25,70000076"
09/05/2009 14.00,"1,69047977","8,3908598","25,70000076"
09/05/2009 15.00,"1,75008004","7,10080854","25,70000076"
09/05/2009 16.00,"1,66158274","12,0423496","25,70000076"
09/05/2009 17.00,"1,54599458","8,51479564","25,70000076"
09/05/2009 18.00,"1,80426275","12,20197674","25,70000076"
09/05/2009 19.00,"2,11129403","12,74999418","25,70000076"
09/05/2009 20.00,"1,82593502","15,36545914","25,70000076"
09/05/2009 21.00,"1,47917057","32,53398016","25,70000076"
09/05/2009 22.00,"1,67783745","50,32942304","25,70000076"
09/05/2009 23.00,"2,34066415","75,5468484","25,70000076"
10/05/2009 0.00,"2,3316342","72,36367432","25,70000076"
10/05/2009 1.00,"1,9722264","48,73846696","27,60000038"
10/05/2009 2.00,"1,3292668",,"27,60000038"
10/05/2009 3.00,"1,90179","46,20600384","27,60000038"
10/05/2009 4.00,"1,56405549","33,93585856","27,60000038"
10/05/2009 5.00,"1,38525468","19,89764864","27,60000038"
10/05/2009 6.00,"1,78981423","37,08769496","27,60000038"
10/05/2009 7.00,"1,94332937","27,29032016","27,60000038"
10/05/2009 8.00,"1,62907331","20,14334064","27,60000038"
10/05/2009 9.00,"1,60378866","12,78213873","27,60000038"
10/05/2009 10.00,"1,13421128","8,54130361","27,60000038"
10/05/2009 11.00,"1,73382533","5,37823803","27,60000038"
10/05/2009 12.00,"1,89456625","4,88557299","27,60000038"
10/05/2009 13.00,"1,58572776","7,23680719","27,60000038"
10/05/2009 14.00,"1,54057601","5,89361381","27,60000038"
10/05/2009 15.00,"1,43582399","6,32279471","27,60000038"
10/05/2009 16.00,"1,48639432","6,13470171","27,60000038"
10/05/2009 17.00,"1,24257467","4,68625273","27,60000038"
10/05/2009 18.00,"1,39609082","5,31922606","27,60000038"
10/05/2009 19.00,"1,30036976","9,23400018","27,60000038"
10/05/2009 20.00,"1,36538759","22,36013256","27,60000038"
10/05/2009 21.00,"1,37080616","43,03206472","27,60000038"
10/05/2009 22.00,"2,01196059","70,32618976","27,60000038"
10/05/2009 23.00,"1,66338893","59,28087168","27,60000038"
11/05/2009 0.00,"1,33287817","29,31317792","27,60000038"
11/05/2009 1.00,"0,91206492","21,91125232","24,7999897"
11/05/2009 2.00,"1,22632097","16,19066878","24,7999897"
11/05/2009 3.00,"0,83801614","7,62951287","24,7999897"
11/05/2009 4.00,"1,20464769","9,77573861","24,7999897"
11/05/2009 5.00,"1,12156896","15,23718114","24,7999897"
11/05/2009 6.00,"1,26244176","24,4226452","24,7999897"
11/05/2009 7.00,"1,99931725","45,790488","24,7999897"
11/05/2009 8.00,"1,53877083","18,41030958","24,7999897"
11/05/2009 9.00,"1,32023584","15,93157366","24,7999897"
11/05/2009 10.00,"1,38886707","21,23341008","24,7999897"
11/05/2009 11.00,"1,35274526","7,78127022","24,7999897"
11/05/2009 12.00,"1,5080676","4,71636099","24,7999897"
11/05/2009 13.00,"1,94513556","4,85466934","24,7999897"
11/05/2009 14.00,"1,02404069","4,73269521","24,7999897"
11/05/2009 15.00,"1,12698652","5,99975084","24,7999897"
11/05/2009 16.00,"3,95348377","8,07419054","24,7999897"
11/05/2009 17.00,"3,62839158","8,26131606","24,7999897"
11/05/2009 18.00,"3,61936164","8,5588921","24,7999897"
11/05/2009 19.00,"3,77648915","10,92594045","24,7999897"
11/05/2009 20.00,"3,78732529","10,48740222","24,7999897"
11/05/2009 21.00,"3,93903525","16,15015541","24,7999897"
11/05/2009 22.00,"3,44778458","33,53854496","24,7999897"
11/05/2009 23.00,"3,85234413","25,58701496","24,7999897"
12/05/2009 0.00,"3,38276676","32,28358464","24,7999897"
12/05/2009 1.00,"3,27620855","20,11838904","26,2999897"
12/05/2009 2.00,"2,92944308",,"26,2999897"
12/05/2009 3.00,"3,5344757","10,78065522","26,2999897"
12/05/2009 4.00,"2,97278863","8,35260068","26,2999897"
12/05/2009 5.00,"3,47848781","8,97398538","26,2999897"
12/05/2009 6.00,"3,8758226","24,54885632","26,2999897"
12/05/2009 7.00,"3,41888755","15,19050349","26,2999897"
12/05/2009 8.00,"3,59407597","19,33626632","26,2999897"
12/05/2009 9.00,"3,96251371","26,7128388","26,2999897"
12/05/2009 10.00,"3,24008674","15,72583863","26,2999897"
12/05/2009 11.00,"3,30329939","16,51941232","26,2999897"
12/05/2009 12.00,"3,29607463","11,89724983","26,2999897"
12/05/2009 13.00,"3,62658539","8,49455903","26,2999897"
12/05/2009 14.00,"3,49654872","9,59595898","26,2999897"
12/05/2009 15.00,"25,7491179","6,78509719","26,2999897"
12/05/2009 16.00,,"8,14815817","26,2999897"
12/05/2009 17.00,"1,3635814","8,51237314","26,2999897"
12/05/2009 18.00,"1,44124257","10,28668046","26,2999897"
12/05/2009 19.00,"1,51709755","12,10560812","26,2999897"
12/05/2009 20.00,"1,34552151","18,72468826","26,2999897"
12/05/2009 21.00,"1,25702319","23,20554248","26,2999897"
12/05/2009 22.00,"1,39428463","44,84219336","26,2999897"
12/05/2009 23.00,"1,40150939","41,682078","26,2999897"
13/05/2009 0.00,"1,31138896","28,59761192","26,2999897"
13/05/2009 1.00,"1,32565442","21,5182216","35,59999084"
13/05/2009 2.00,"1,25882938","12,86977907","35,59999084"
13/05/2009 3.00,"1,112538","7,97803606","35,59999084"
13/05/2009 4.00,"1,30217494","7,1348345","35,59999084"
13/05/2009 5.00,"1,45569109","11,13847072","35,59999084"
13/05/2009 6.00,"1,57850401","28,7042824","35,59999084"
13/05/2009 7.00,"1,58392157","33,26667768","35,59999084"
13/05/2009 8.00,"1,38886707","44,53820448","35,59999084"
13/05/2009 9.00,"1,5080676","30,4814864","35,59999084"
13/05/2009 10.00,"1,52793368","19,95433944","35,59999084"
13/05/2009 11.00,"1,40692695","15,538107","35,59999084"
13/05/2009 12.00,"1,38344849","11,31608022","35,59999084"
13/05/2009 13.00,"1,56766787","7,7677065","35,59999084"
13/05/2009 14.00,"1,25341182","7,47631196","35,59999084"
13/05/2009 15.00,"1,23535092","6,80247918","35,59999084"
13/05/2009 16.00,"1,32746061","9,20047517","35,59999084"
13/05/2009 17.00,"1,46291585","8,85158488","35,59999084"
13/05/2009 18.00,"1,43401882","10,26626412","35,59999084"
13/05/2009 19.00,"1,53154607","12,4808668","35,59999084"
13/05/2009 20.00,"1,36538759","18,86665618","35,59999084"
13/05/2009 21.00,"1,59114633","57,47697616","35,59999084"
13/05/2009 22.00,"1,70492829","68,53852712","35,59999084"
13/05/2009 23.00,"1,65797035","53,2320876","35,59999084"
14/05/2009 0.00,"1,40512178","27,65113368","35,59999084"
14/05/2009 1.00,,"32,08532936",37
14/05/2009 2.00,"1,26786034",,37
14/05/2009 3.00,"1,21909621","8,82910741",37
14/05/2009 4.00,"1,23715711","10,2323223",37
14/05/2009 5.00,"1,42498786","17,69107827",37
14/05/2009 6.00,"1,6507466","26,72744648",37
14/05/2009 7.00,"1,69589835","43,55818976",37
14/05/2009 8.00,"1,72479539","44,73122088",37
14/05/2009 9.00,"1,39067224","23,01881656",37
14/05/2009 10.00,"1,44846734","18,20815382",37
14/05/2009 11.00,"1,90901477","14,67916586",37
14/05/2009 12.00,"1,89456625","18,1360045",37
14/05/2009 13.00,"1,76272237","13,94077249",37
14/05/2009 14.00,"1,56947305","13,05829271",37
14/05/2009 15.00,"1,48278193","13,07336883",37
14/05/2009 16.00,"1,42860024","10,82862538",37
14/05/2009 17.00,"1,58753395","9,97084482",37
14/05/2009 18.00,"1,5080676","11,4832961",37
14/05/2009 19.00,"1,49181289","15,91657975",37
14/05/2009 20.00,"1,28953261","20,51612328",37
14/05/2009 21.00,"1,34371532","22,09614272",37
14/05/2009 22.00,"1,42860024","17,45689269",37
14/05/2009 23.00,"1,30398113","25,83155976",37
15/05/2009 0.00,"1,49903664","20,89867624",37
15/05/2009 1.00,"1,47013961","21,89907288","33,79999161"
15/05/2009 2.00,"1,50626141","17,696755","33,79999161"
15/05/2009 3.00,"1,29856357","8,91660818","33,79999161"
15/05/2009 4.00,"1,34552151","12,18825432","33,79999161"
15/05/2009 5.00,"1,15949594","8,46946977","33,79999161"
15/05/2009 6.00,"1,17213827","7,6588181","33,79999161"
15/05/2009 7.00,"1,26244176","21,76605504","33,79999161"
15/05/2009 8.00,"1,47375199","25,20545624","33,79999161"
15/05/2009 9.00,"1,47917057","23,66572264","33,79999161"
15/05/2009 10.00,"1,34371532","24,05645896","33,79999161"
15/05/2009 11.00,"2,01196059","11,77495258","33,79999161"
15/05/2009 12.00,"1,77897708","13,10470651","33,79999161"
15/05/2009 13.00,"1,5803102","11,37559696","33,79999161"
15/05/2009 14.00,"1,52793368","11,13980147","33,79999161"
15/05/2009 15.00,"1,70131693","5,70090333","33,79999161"
15/05/2009 16.00,"2,25397303","8,81559148","33,79999161"
15/05/2009 17.00,"1,64352183","7,94196618","33,79999161"
15/05/2009 18.00,"1,76091719","14,48512845","33,79999161"
15/05/2009 19.00,"1,53154607","15,82042718","33,79999161"
15/05/2009 20.00,"1,42679405","15,9562614","33,79999161"
15/05/2009 21.00,"1,3816423","21,79722064","33,79999161"
15/05/2009 22.00,"1,09628329","18,91794366","33,79999161"
15/05/2009 23.00,"1,45749728","10,67463482","33,79999161"
16/05/2009 0.00,"1,21909621","20,0699772","33,79999161"
16/05/2009 1.00,,"12,64426823","26,70000076"
16/05/2009 2.00,"1,35816384",,"26,70000076"
16/05/2009 3.00,"1,22270859","7,07786263","26,70000076"
16/05/2009 4.00,"1,37441855","5,1476298","26,70000076"
16/05/2009 5.00,"1,41415172","6,77629626","26,70000076"
16/05/2009 6.00,"1,44485495","13,64692677","26,70000076"
16/05/2009 7.00,"1,44124257","9,45142708","26,70000076"
16/05/2009 8.00,"1,31842965","10,20423693","26,70000076"
16/05/2009 9.00,"1,62907331","19,63014072","26,70000076"
16/05/2009 10.00,"1,41776411","11,3941185","26,70000076"
16/05/2009 11.00,"1,71034687","9,7297856","26,70000076"
16/05/2009 12.00,"1,52070993","8,34171375","26,70000076"
16/05/2009 13.00,"1,62907331","10,34239231","26,70000076"
16/05/2009 14.00,"1,65977654","10,19000782","26,70000076"
16/05/2009 15.00,"1,37080616","8,25206772","26,70000076"
16/05/2009 16.00,"1,32384822","8,59049554","26,70000076"
16/05/2009 17.00,"1,59837008","7,56315882","26,70000076"
16/05/2009 18.00,"1,40150939","7,8673217","26,70000076"
16/05/2009 19.00,"1,32746061","6,46977589","26,70000076"
16/05/2009 20.00,"1,35093907","8,91081482","26,70000076"
16/05/2009 21.00,"1,44666114","16,90769554","26,70000076"
16/05/2009 22.00,"1,45569109","26,10665832","26,70000076"
16/05/2009 23.00,"1,43401882","38,61511528","26,70000076"
17/05/2009 0.00,"1,35816384","41,34598664","26,70000076"
17/05/2009 1.00,"1,55321935","38,7002184","41,5"
17/05/2009 2.00,"1,57669781","24,80104912","41,5"
17/05/2009 3.00,"1,39067224","22,8544228","41,5"
17/05/2009 4.00,"1,37441855","21,98683368","41,5"
17/05/2009 5.00,"1,41595791","11,96464592","41,5"
17/05/2009 6.00,"1,56586168","26,03901176","41,5"
17/05/2009 7.00,"1,66158274","24,01984416","41,5"
17/05/2009 8.00,"1,64713422","23,90179728","41,5"
17/05/2009 9.00,"1,39247843","16,8596814","41,5"
17/05/2009 10.00,"1,4520787","11,63465193","41,5"
17/05/2009 11.00,"1,50445522","10,50090858","41,5"
17/05/2009 12.00,"1,4900067","15,12049178","41,5"
17/05/2009 13.00,"1,42318166","7,90825188","41,5"
17/05/2009 14.00,"1,12518032","5,83553872","41,5"
17/05/2009 15.00,"1,26063557","3,87585344","41,5"
