,Foggia,,
,Manfredonia - Capitaneria di Porto,,
Parm,SO2,NO2,PM10



16/07/2009 8.00,"4,15395684","32,35147976","32,20000076"
16/07/2009 9.00,"4,41041882","21,54753256","32,20000076"
16/07/2009 10.00,"4,54948645","21,5929808","32,20000076"
16/07/2009 11.00,"4,65784983","25,75161904","32,20000076"
16/07/2009 12.00,"4,40680745","14,30446548","32,20000076"
16/07/2009 13.00,"4,72467487","15,11335046","32,20000076"
16/07/2009 14.00,"4,14673309","12,40996028","32,20000076"
16/07/2009 15.00,"3,89027111","12,89181105","32,20000076"
16/07/2009 16.00,"4,18827245","23,63111544","32,20000076"
16/07/2009 17.00,"3,96070752","6,4550076","32,20000076"
16/07/2009 18.00,"4,07990907","13,82936981","32,20000076"
16/07/2009 19.00,"4,15395684","26,21109176","32,20000076"
16/07/2009 20.00,"4,26051505","36,93360688","32,20000076"
16/07/2009 21.00,"4,5946382","46,27349744","32,20000076"
16/07/2009 22.00,"4,73189963","46,41798728","32,20000076"
16/07/2009 23.00,"4,70480777","41,60200344","32,20000076"
17/07/2009 0.00,"4,28760691","23,30643872","32,20000076"
17/07/2009 1.00,,"12,42517789","31,60000038"
17/07/2009 2.00,"4,10158134",,"31,60000038"
17/07/2009 3.00,"4,19188484","21,40585336","31,60000038"
17/07/2009 4.00,"4,11422367","10,61981778","31,60000038"
17/07/2009 5.00,"4,13589594","15,84164274","31,60000038"
17/07/2009 6.00,"4,07087811","32,81538832","31,60000038"
17/07/2009 7.00,"4,38694035","35,50190128","31,60000038"
17/07/2009 8.00,"4,2334242","33,25023448","31,60000038"
17/07/2009 9.00,"4,19007865","26,15533784","31,60000038"
17/07/2009 10.00,"4,09796896","18,57416606","31,60000038"
17/07/2009 11.00,"3,99502313","17,97820905","31,60000038"
17/07/2009 12.00,"3,98057461","8,89119196","31,60000038"
17/07/2009 13.00,"4,08713282","7,34947944","31,60000038"
17/07/2009 14.00,"3,86318027","4,83969264","31,60000038"
17/07/2009 15.00,"3,79093767","3,75783333","31,60000038"
17/07/2009 16.00,"4,15576405","3,89121254","31,60000038"
17/07/2009 17.00,"4,25870886","4,29822954","31,60000038"
17/07/2009 18.00,"3,97876842","4,81943691","31,60000038"
17/07/2009 19.00,"3,92097434","5,59907403","31,60000038"
17/07/2009 20.00,"4,12506082","4,43192996","31,60000038"
17/07/2009 21.00,"4,0365625","4,88718672","31,60000038"
17/07/2009 22.00,"4,33817622","23,22255928","31,60000038"
17/07/2009 23.00,"4,24606653","21,62598192","31,60000038"
18/07/2009 0.00,"4,5747711","36,77208112","31,60000038"
18/07/2009 1.00,"4,71745112","41,30319608","62,09999084"
18/07/2009 2.00,"4,28218834","30,53892288","62,09999084"
18/07/2009 3.00,"4,24426136","29,38279384","62,09999084"
18/07/2009 4.00,"4,09796896","17,35435978","62,09999084"
18/07/2009 5.00,"4,26232124","20,22278424","62,09999084"
18/07/2009 6.00,"4,17743632","17,93635346","62,09999084"
18/07/2009 7.00,"4,21716949","17,57596249","62,09999084"
18/07/2009 8.00,"3,92097434","12,89730422","62,09999084"
18/07/2009 9.00,"4,00405409","11,37594112","62,09999084"
18/07/2009 10.00,"3,97696223","11,22098308","62,09999084"
18/07/2009 11.00,"4,02392017","13,09384253","62,09999084"
18/07/2009 12.00,"3,99502313","12,17140004","62,09999084"
18/07/2009 13.00,"3,88665975","13,84220698","62,09999084"
18/07/2009 14.00,"3,73856217","8,94681586","62,09999084"
18/07/2009 15.00,"3,97515705","6,59814183","62,09999084"
18/07/2009 16.00,"3,9643199","6,57586512","62,09999084"
18/07/2009 17.00,"3,86859884","7,03836071","62,09999084"
18/07/2009 18.00,"3,87221021","8,53342617","62,09999084"
18/07/2009 19.00,"4,25509647","14,43132859","62,09999084"
18/07/2009 20.00,"4,27857595","18,85834854","62,09999084"
18/07/2009 21.00,"4,21897568","25,00511688","62,09999084"
18/07/2009 22.00,"4,2153633","28,3870816","62,09999084"
18/07/2009 23.00,"4,23161801","20,33060192","62,09999084"
19/07/2009 0.00,"4,22439426","17,83314752","62,09999084"
19/07/2009 1.00,,"15,52696769","14,19999981"
19/07/2009 2.00,"3,99682932",,"14,19999981"
19/07/2009 3.00,"3,95348377","9,23975912","14,19999981"
19/07/2009 4.00,"3,9119444","6,89410222","14,19999981"
19/07/2009 5.00,"4,08532663","5,64904033","14,19999981"
19/07/2009 6.00,"4,1828549","12,18781838","14,19999981"
19/07/2009 7.00,"4,02933875","11,38442466","14,19999981"
19/07/2009 8.00,"3,89568969","8,63781181","14,19999981"
19/07/2009 9.00,"4,07449049","12,66009577","14,19999981"
19/07/2009 10.00,"4,09616276","13,67123785","14,19999981"
19/07/2009 11.00,"4,14312071","14,62250756","14,19999981"
19/07/2009 12.00,"4,13770315","14,69730118","14,19999981"
19/07/2009 13.00,"4,32553389","15,68795809","14,19999981"
19/07/2009 14.00,"3,96251371","11,88598815","14,19999981"
19/07/2009 15.00,"3,98599319","6,89098758","14,19999981"
19/07/2009 16.00,"4,14131451","7,13675223","14,19999981"
19/07/2009 17.00,"4,10338753","9,23732323","14,19999981"
19/07/2009 18.00,"4,16840638","10,4508333","14,19999981"
19/07/2009 19.00,"4,11964224","17,9893063","14,19999981"
19/07/2009 20.00,"4,31650293","24,94737448","14,19999981"
19/07/2009 21.00,"4,30024924","31,5197024","14,19999981"
19/07/2009 22.00,"4,52420078","43,29806216","14,19999981"
19/07/2009 23.00,"4,55129264","34,16979176","14,19999981"
20/07/2009 0.00,"4,7011964","40,66562056","14,19999981"
20/07/2009 1.00,"4,38513416","26,36104992","15,30000019"
20/07/2009 2.00,"4,30747299","8,33634677","15,30000019"
20/07/2009 3.00,"4,27857595","6,49732398","15,30000019"
20/07/2009 4.00,"4,05642959","3,15084598","15,30000019"
20/07/2009 5.00,"4,35443093","4,61686625","15,30000019"
20/07/2009 6.00,"4,26773982","16,47349946","15,30000019"
20/07/2009 7.00,"4,34720616","30,2508992","15,30000019"
20/07/2009 8.00,"4,54578253","28,308116","15,30000019"
20/07/2009 9.00,"4,60005575","16,73123324","15,30000019"
20/07/2009 10.00,"4,91250561","10,9481751","15,30000019"
20/07/2009 11.00,"5,47058131","5,6319241","15,30000019"
20/07/2009 12.00,"4,54948645","5,19506078","15,30000019"
20/07/2009 13.00,"4,40500024","6,94058677","15,30000019"
20/07/2009 14.00,"4,40319506","1,89731393","15,30000019"
20/07/2009 15.00,"4,5946382","9,04325714","15,30000019"
20/07/2009 16.00,"4,47905004","4,21669421","15,30000019"
20/07/2009 17.00,"4,47182528","2,18636244","15,30000019"
20/07/2009 18.00,"4,71203254","4,13547054","15,30000019"
20/07/2009 19.00,"5,0046153","6,35456642","15,30000019"
20/07/2009 20.00,"4,67410454","24,12058744","15,30000019"
20/07/2009 21.00,"4,65243227","40,84460288","15,30000019"
20/07/2009 22.00,"4,57115973","31,329076","15,30000019"
20/07/2009 23.00,"4,19007865","19,87621512","15,30000019"
21/07/2009 0.00,"4,20272097","15,62725209","15,30000019"
21/07/2009 1.00,,"9,23031766","23,39999962"
21/07/2009 2.00,"4,00947165",,"23,39999962"
21/07/2009 3.00,"4,05101102","10,69242406","23,39999962"
21/07/2009 4.00,"4,15034547","8,29808","23,39999962"
21/07/2009 5.00,"4,2153633","17,63895524","23,39999962"
21/07/2009 6.00,"4,29844305","29,57026544","23,39999962"
21/07/2009 7.00,"4,77705037","41,66921024","23,39999962"
21/07/2009 8.00,"4,30927918","22,28921648","23,39999962"
21/07/2009 9.00,"4,25148511","18,27636442","23,39999962"
21/07/2009 10.00,"4,09435759","12,01159126","23,39999962"
21/07/2009 11.00,"4,25690368","13,44385707","23,39999962"
21/07/2009 12.00,"4,29121828","9,49789442","23,39999962"
21/07/2009 13.00,"4,17563013","6,76461202","23,39999962"
21/07/2009 14.00,"4,06907192","4,42339862","23,39999962"
21/07/2009 15.00,"3,984187","9,23074595","23,39999962"
21/07/2009 16.00,"3,94264763","4,59459527","23,39999962"
21/07/2009 17.00,"4,19007865","3,85002041","23,39999962"
21/07/2009 18.00,"4,47543766","4,70615091","23,39999962"
21/07/2009 19.00,"4,43028591","8,27145158","23,39999962"
21/07/2009 20.00,"4,28760691","22,3964988","23,39999962"
21/07/2009 21.00,"4,4664067","37,60513952","23,39999962"
21/07/2009 22.00,"4,46821289","37,2919348","23,39999962"
21/07/2009 23.00,"4,33637003","23,73736528","23,39999962"
22/07/2009 0.00,"4,44292824","25,23882064","23,39999962"
22/07/2009 1.00,"4,14131451","19,79558608","25,20000076"
22/07/2009 2.00,"3,96251371","11,9467649","25,20000076"
22/07/2009 3.00,"4,04017488","10,7697702","25,20000076"
22/07/2009 4.00,"4,20272097","5,55192602","25,20000076"
22/07/2009 5.00,"4,24787272","9,72708586","25,20000076"
22/07/2009 6.00,"4,3435948","30,32841168","25,20000076"
22/07/2009 7.00,"4,57838348","37,6010096","25,20000076"
22/07/2009 8.00,"4,69758402","56,31170776","25,20000076"
22/07/2009 9.00,"4,21716949","29,29191648","25,20000076"
22/07/2009 10.00,"4,10338753","15,6992886","25,20000076"
22/07/2009 11.00,"3,98599319","6,59046706","25,20000076"
22/07/2009 12.00,"4,26954601","8,07305481","25,20000076"
22/07/2009 13.00,"4,68855306","6,89493012","25,20000076"
22/07/2009 14.00,"4,11061128","3,9724515","25,20000076"
22/07/2009 15.00,"4,18646626","5,6389182","25,20000076"
22/07/2009 16.00,"4,07449049","4,0085711","25,20000076"
22/07/2009 17.00,"4,10699992","3,11895956","25,20000076"
22/07/2009 18.00,"4,07629669","3,51793086","25,20000076"
22/07/2009 19.00,"4,1449269","4,34874458","25,20000076"
22/07/2009 20.00,"4,18466007","10,07508324","25,20000076"
22/07/2009 21.00,"4,19369103","6,97623792","25,20000076"
22/07/2009 22.00,"4,23703659","9,61677302","25,20000076"
22/07/2009 23.00,"4,56935252","28,375992","25,20000076"
23/07/2009 0.00,"4,29844305","26,99082448","25,20000076"
23/07/2009 1.00,,"28,83808416","28,10000038"
23/07/2009 2.00,"4,0925514",,"28,10000038"
23/07/2009 3.00,"4,01850261","18,19788829","28,10000038"
23/07/2009 4.00,"4,04920482","17,70332463","28,10000038"
23/07/2009 5.00,"4,07810186","8,82930626","28,10000038"
23/07/2009 6.00,"4,45015199","33,74477328","28,10000038"
23/07/2009 7.00,"4,80594842","36,26226544","28,10000038"
23/07/2009 8.00,"5,27913818","60,11914984","28,10000038"
23/07/2009 9.00,"4,2857997","44,4748408","28,10000038"
23/07/2009 10.00,"4,1828549","20,26448496","28,10000038"
23/07/2009 11.00,"4,36165468","14,4099792","28,10000038"
23/07/2009 12.00,"4,57296491","14,61668934","28,10000038"
23/07/2009 13.00,"4,15395684","22,35581144","28,10000038"
23/07/2009 14.00,"4,04739965","10,6986916","28,10000038"
23/07/2009 15.00,"4,00947165","7,69957429","28,10000038"
23/07/2009 16.00,"4,10158134","9,48556775","28,10000038"
23/07/2009 17.00,"4,24967891","7,8902657","28,10000038"
23/07/2009 18.00,"4,10338753","9,49785426","28,10000038"
23/07/2009 19.00,"4,35984951","11,57016208","28,10000038"
23/07/2009 20.00,"4,27857595","19,91126208","28,10000038"
23/07/2009 21.00,"4,33456384","39,39846168","28,10000038"
23/07/2009 22.00,"5,57713952","63,75139536","28,10000038"
23/07/2009 23.00,"5,91487403","74,43094784","28,10000038"
24/07/2009 0.00,"4,54587406","52,16253392","28,10000038"
24/07/2009 1.00,"4,13228457","27,25793088","55,5"
24/07/2009 2.00,"4,1973024","12,0793143","55,5"
24/07/2009 3.00,"3,98057461","7,9011966","55,5"
24/07/2009 4.00,"4,01127784","11,40831893","55,5"
24/07/2009 5.00,"4,0726843","6,07245273","55,5"
24/07/2009 6.00,"4,05101102","19,59450104","55,5"
24/07/2009 7.00,"4,69939021","40,620918","55,5"
24/07/2009 8.00,"4,77885758","45,9953588","55,5"
24/07/2009 9.00,"4,70480777","43,2750608","55,5"
24/07/2009 10.00,"4,72828725","36,82714672","55,5"
24/07/2009 11.00,"4,54768025","32,81617224","55,5"
24/07/2009 12.00,"4,54948645","24,76885104","55,5"
24/07/2009 13.00,"4,44834681","23,36703","55,5"
24/07/2009 14.00,"4,47905004","20,6875532","55,5"
24/07/2009 15.00,"4,36165468","10,69096903","55,5"
24/07/2009 16.00,"4,21897568","6,66854932","55,5"
24/07/2009 17.00,"4,33817622","5,32878033","55,5"
24/07/2009 18.00,"4,33095145","4,11079235","55,5"
24/07/2009 19.00,"4,36707326","8,99508813","55,5"
24/07/2009 20.00,"4,32011532","17,97856468","55,5"
24/07/2009 21.00,"4,38513416","45,88947224","55,5"
24/07/2009 22.00,"4,2334242","43,50773208","55,5"
24/07/2009 23.00,"4,41944978","30,92730744","55,5"
25/07/2009 0.00,"4,19369103","23,24143072","55,5"
25/07/2009 1.00,,"12,30501634",43
25/07/2009 2.00,"4,15937542",,43
25/07/2009 3.00,"4,09616276","5,96780897",43
25/07/2009 4.00,"4,11241748","3,51319866",43
25/07/2009 5.00,"4,24606653","3,20306079",43
25/07/2009 6.00,"4,33095145","9,08260419",43
25/07/2009 7.00,"4,09796896","14,41195238",43
25/07/2009 8.00,"4,33998241","13,56085235",43
25/07/2009 9.00,"4,42306114","18,60090921",43
25/07/2009 10.00,"4,73009344","33,13511296",43
25/07/2009 11.00,"4,47543766","25,52225552",43
25/07/2009 12.00,"4,66868698","21,94455936",43
25/07/2009 13.00,"4,42125597","11,69470594",43
25/07/2009 14.00,"4,20633336","10,43595221",43
25/07/2009 15.00,"4,19188484","2,74095525",43
25/07/2009 16.00,"4,26593363","2,3389974",43
25/07/2009 17.00,"3,96251371","2,68557799",43
25/07/2009 18.00,"4,35984951","13,63869752",43
25/07/2009 19.00,"4,38152178","15,63935696",43
25/07/2009 20.00,"4,49169237","19,42370208",43
25/07/2009 21.00,"4,30747299","23,82015488",43
25/07/2009 22.00,"4,37790939","25,97195792",43
25/07/2009 23.00,"4,20633336","21,08813632",43
26/07/2009 0.00,"4,25509647","14,15686099",43
26/07/2009 1.00,"4,40319506","16,38167758",16
26/07/2009 2.00,"4,33817622","9,85715922",16
26/07/2009 3.00,"4,25690368","3,92234563",16
26/07/2009 4.00,"4,1629878","3,01992178",16
26/07/2009 5.00,"4,04559346","2,1263199",16
26/07/2009 6.00,"4,00586028","3,28459421",16
26/07/2009 7.00,"4,09977515","5,88943609",16
26/07/2009 8.00,"4,06907192","4,98358402",16
26/07/2009 9.00,"4,17743632","9,3952965",16
26/07/2009 10.00,"4,30386061","9,64463659",16
26/07/2009 11.00,"4,25509647","4,60777469",16
26/07/2009 12.00,"4,3237277","1,92881604",16
26/07/2009 13.00,"4,17743632","1,60979693",16
26/07/2009 14.00,"4,21355813","4,83007719",16
26/07/2009 15.00,"4,1973024","5,38015003",16
26/07/2009 16.00,"4,19007865","6,70595186",16
26/07/2009 17.00,"4,18646626","6,74474634",16
26/07/2009 18.00,"4,22620045","7,77830854",16
26/07/2009 19.00,"4,47724385","10,84514506",16
26/07/2009 20.00,"4,37790939","17,19472116",16
26/07/2009 21.00,"4,32192151","21,35352192",16
26/07/2009 22.00,"4,45918295","23,49823144",16
26/07/2009 23.00,"4,39235791","17,57491471",16
27/07/2009 0.00,"4,08171425","15,25102594",16
27/07/2009 1.00,,"10,06093253",
27/07/2009 2.00,"4,2153633",,
27/07/2009 3.00,"4,26051505","4,52749746",
27/07/2009 4.00,"4,06004198","2,83656098",
27/07/2009 5.00,"4,1973024","2,57988263",
27/07/2009 6.00,"4,30747299","10,54025372",
27/07/2009 7.00,"4,43931585","16,49105545",
27/07/2009 8.00,"4,24245415","16,88664825",
27/07/2009 9.00,"4,22620045","14,57370376",
27/07/2009 10.00,"4,27315738","15,31420415",
27/07/2009 11.00,"4,19188484","15,37168461",
27/07/2009 12.00,"4,3056668","15,52876688",
27/07/2009 13.00,"4,4519592","16,33741095",
27/07/2009 14.00,"4,42306114","11,71239576",
27/07/2009 15.00,"4,27315738","8,14851954",
27/07/2009 16.00,"5,05699182","5,32469821",
27/07/2009 17.00,"4,54587406","3,25446109",
27/07/2009 18.00,"4,24787272","7,43646588",
27/07/2009 19.00,"4,4320921","13,93895035",
27/07/2009 20.00,"4,43570347","12,30856692",
27/07/2009 21.00,"4,22620045","11,72961714",
27/07/2009 22.00,"4,30205543","9,30272128",
27/07/2009 23.00,"4,33275866","20,27519216",
28/07/2009 0.00,"4,49710993",,
28/07/2009 1.00,"4,38152178","30,06222304",
28/07/2009 2.00,,,
28/07/2009 3.00,,,
28/07/2009 4.00,,,
28/07/2009 5.00,,,
28/07/2009 6.00,,,
28/07/2009 7.00,,,
28/07/2009 8.00,,,
28/07/2009 9.00,,,
28/07/2009 10.00,,,
28/07/2009 11.00,,,
28/07/2009 12.00,,,
28/07/2009 13.00,,,
28/07/2009 14.00,,,
28/07/2009 15.00,,,
28/07/2009 16.00,,,
28/07/2009 17.00,,,
28/07/2009 18.00,,,
28/07/2009 19.00,,,
28/07/2009 20.00,,,
28/07/2009 21.00,,,
28/07/2009 22.00,,,
28/07/2009 23.00,,,
29/07/2009 0.00,,,
29/07/2009 1.00,,,36
29/07/2009 2.00,,,36
29/07/2009 3.00,,,36
29/07/2009 4.00,,,36
29/07/2009 5.00,,,36
29/07/2009 6.00,,,36
29/07/2009 7.00,,,36
29/07/2009 8.00,,,36
29/07/2009 9.00,,,36
29/07/2009 10.00,,,36
29/07/2009 11.00,,,36
29/07/2009 12.00,,,36
29/07/2009 13.00,,,36
29/07/2009 14.00,,,36
29/07/2009 15.00,,,36
29/07/2009 16.00,,,36
29/07/2009 17.00,,,36
29/07/2009 18.00,,,36
29/07/2009 19.00,,,36
29/07/2009 20.00,,,36
29/07/2009 21.00,,,36
29/07/2009 22.00,,,36
29/07/2009 23.00,,,36
30/07/2009 0.00,,,36
30/07/2009 1.00,,,"30,60000038"
30/07/2009 2.00,,,"30,60000038"
30/07/2009 3.00,,,"30,60000038"
30/07/2009 4.00,,,"30,60000038"
30/07/2009 5.00,,,"30,60000038"
30/07/2009 6.00,,,"30,60000038"
30/07/2009 7.00,,,"30,60000038"
30/07/2009 8.00,,,"30,60000038"
30/07/2009 9.00,,,"30,60000038"
30/07/2009 10.00,,,"30,60000038"
30/07/2009 11.00,,,"30,60000038"
30/07/2009 12.00,"4,08352044","7,21282306","30,60000038"
30/07/2009 13.00,"3,99502313","5,34040338","30,60000038"
30/07/2009 14.00,"4,19910859","3,78645979","30,60000038"
30/07/2009 15.00,"4,10699992","9,55308238","30,60000038"
30/07/2009 16.00,"4,19910859","8,00079842","30,60000038"
30/07/2009 17.00,"4,02392017","3,05031111","30,60000038"
30/07/2009 18.00,"3,90110725","7,18126933","30,60000038"
30/07/2009 19.00,"4,1810487","8,80349234","30,60000038"
30/07/2009 20.00,"4,17021155","6,97045986","30,60000038"
30/07/2009 21.00,"4,30024924","8,62085428","30,60000038"
30/07/2009 22.00,"4,50072231","24,02005448","30,60000038"
30/07/2009 23.00,"4,24426136","30,03256792","30,60000038"
31/07/2009 0.00,"4,35262474","32,93119816","30,60000038"
31/07/2009 1.00,,"14,08461034","36,59999084"
31/07/2009 2.00,"3,97696223",,"36,59999084"
31/07/2009 3.00,"4,13228457","15,2634157","36,59999084"
31/07/2009 4.00,"4,12686599","12,16025117","36,59999084"
31/07/2009 5.00,"4,09435759","17,00278122","36,59999084"
31/07/2009 6.00,"4,32553389","27,09107064","36,59999084"
31/07/2009 7.00,"4,18466007","25,18167096","36,59999084"
31/07/2009 8.00,"4,26773982","42,83973664","36,59999084"
31/07/2009 9.00,"4,26593363","28,57558568","36,59999084"
31/07/2009 10.00,"4,10519372","22,67530664","36,59999084"
31/07/2009 11.00,"3,98960456","15,79013346","36,59999084"
31/07/2009 12.00,"4,07629669","7,90355027","36,59999084"
31/07/2009 13.00,"3,89930207","8,32054409","36,59999084"
31/07/2009 14.00,"3,93722906","7,65865366","36,59999084"
31/07/2009 15.00,"4,02211398","7,09573027","36,59999084"
31/07/2009 16.00,"4,12506082","5,58199414","36,59999084"
31/07/2009 17.00,"4,02572636","4,14173998","36,59999084"
31/07/2009 18.00,"3,99863552","7,54712862","36,59999084"
31/07/2009 19.00,"4,15034547","9,66060944","36,59999084"
31/07/2009 20.00,"4,07629669","14,45237398","36,59999084"
31/07/2009 21.00,"4,18827245","16,38356854","36,59999084"
31/07/2009 22.00,"4,13409076","20,28677888","36,59999084"
31/07/2009 23.00,"4,12506082","17,88069322","36,59999084"
01/08/2009 0.00,"4,3056668","29,71987944","36,59999084"
01/08/2009 1.00,"4,33637003","36,5662352","37,20000076"
01/08/2009 2.00,"4,06004198","8,68719303","37,20000076"
01/08/2009 3.00,"4,06907192","8,59116857","37,20000076"
01/08/2009 4.00,"3,99141075","10,9750387","37,20000076"
01/08/2009 5.00,"4,15215167","8,68608598","37,20000076"
01/08/2009 6.00,"4,26593363","15,36753557","37,20000076"
01/08/2009 7.00,"4,31108537","31,96594408","37,20000076"
01/08/2009 8.00,"4,47724385","40,09389432","37,20000076"
01/08/2009 9.00,"4,33998241","27,24014928","37,20000076"
01/08/2009 10.00,"4,08893901","18,86028922","37,20000076"
01/08/2009 11.00,"4,11241748","23,04916","37,20000076"
01/08/2009 12.00,"4,33456384","13,1917484","37,20000076"
01/08/2009 13.00,"4,44112205","7,07868097","37,20000076"
01/08/2009 14.00,"3,8938835","2,79754471","37,20000076"
01/08/2009 15.00,"3,96973848","1,55536229","37,20000076"
01/08/2009 16.00,"3,98960456","2,02541219","37,20000076"
01/08/2009 17.00,"3,98960456","1,75808018","37,20000076"
01/08/2009 18.00,"4,15215167","1,71194935","37,20000076"
01/08/2009 19.00,"4,26773982","3,42778962","37,20000076"
01/08/2009 20.00,"4,0022479","4,72226907","37,20000076"
01/08/2009 21.00,"4,00044171","4,193494","37,20000076"
01/08/2009 22.00,"4,25148511","8,82206551","37,20000076"
01/08/2009 23.00,"4,60908671","40,11693392","37,20000076"
02/08/2009 0.00,"4,45015199","51,1126356","37,20000076"
02/08/2009 1.00,,"44,17834696","38,20000076"
02/08/2009 2.00,"4,22078188",,"38,20000076"
02/08/2009 3.00,"4,48085522","40,09257504","38,20000076"
02/08/2009 4.00,"4,33637003","22,9534644","38,20000076"
02/08/2009 5.00,"4,1629878","20,33207416","38,20000076"
02/08/2009 6.00,"4,20813955","30,7681908","38,20000076"
02/08/2009 7.00,"4,33456384","33,87761904","38,20000076"
02/08/2009 8.00,"4,16840638","26,14977392","38,20000076"
02/08/2009 9.00,"4,16118161","14,01161782","38,20000076"
02/08/2009 10.00,"4,07990907","11,47117019","38,20000076"
02/08/2009 11.00,"3,99682932","11,39404776","38,20000076"
02/08/2009 12.00,"3,99141075","7,86733126","38,20000076"
02/08/2009 13.00,"4,57838348","15,55241641","38,20000076"
02/08/2009 14.00,"4,08171425","3,93064945","38,20000076"
02/08/2009 15.00,"3,98960456","1,72394906","38,20000076"
02/08/2009 16.00,"4,0365625","0,38450702","38,20000076"
02/08/2009 17.00,"4,04920482","1,63679437","38,20000076"
02/08/2009 18.00,"3,98057461","2,9557761","38,20000076"
02/08/2009 19.00,"4,12506082","3,97705751","38,20000076"
02/08/2009 20.00,"4,23884278","9,02306069","38,20000076"
02/08/2009 21.00,"4,05101102","15,90089562","38,20000076"
02/08/2009 22.00,"4,45376437","47,80239","38,20000076"
02/08/2009 23.00,"4,71925629","71,08708928","38,20000076"
03/08/2009 0.00,"4,38332797","51,60474616","38,20000076"
03/08/2009 1.00,"4,36887945","42,939696","40,59999084"
03/08/2009 2.00,"4,10338753","16,47321266","40,59999084"
03/08/2009 3.00,"4,06545953","15,7597403","40,59999084"
03/08/2009 4.00,"4,16659917","10,45133042","40,59999084"
03/08/2009 5.00,"4,25870886","7,48314927","40,59999084"
03/08/2009 6.00,"4,41222501","23,697328","40,59999084"
03/08/2009 7.00,"4,3237277","30,89558736","40,59999084"
03/08/2009 8.00,"4,25690368","41,06779064","40,59999084"
03/08/2009 9.00,"4,03295113","33,102456","40,59999084"
03/08/2009 10.00,"4,06726573","17,89650738","40,59999084"
03/08/2009 11.00,"4,07087811","20,73407216","40,59999084"
03/08/2009 12.00,"4,7011964","19,23278888","40,59999084"
03/08/2009 13.00,"4,27676976","7,14636577","40,59999084"
03/08/2009 14.00,"4,20272097","4,91404458","40,59999084"
03/08/2009 15.00,"3,93722906","3,50509561","40,59999084"
03/08/2009 16.00,"4,11241748","3,3415068","40,59999084"
03/08/2009 17.00,"4,21716949","3,90979526","40,59999084"
03/08/2009 18.00,"4,47001908","4,68657203","40,59999084"
03/08/2009 19.00,"4,28941209","6,73553433","40,59999084"
03/08/2009 20.00,"4,27676976","17,39835298","40,59999084"
03/08/2009 21.00,"4,09796896","17,80846169","40,59999084"
03/08/2009 22.00,"4,02030779","21,64902152","40,59999084"
03/08/2009 23.00,"4,06004198","15,06496348","40,59999084"
04/08/2009 0.00,"4,10158134","16,79510169","40,59999084"
04/08/2009 1.00,,"9,2341627","26,10000038"
04/08/2009 2.00,"4,05642959",,"26,10000038"
04/08/2009 3.00,"3,90110725","3,88927377","26,10000038"
04/08/2009 4.00,"3,92458673","2,33208361","26,10000038"
04/08/2009 5.00,"4,05823578","2,45002724","26,10000038"
04/08/2009 6.00,"4,24245415","16,40103466","26,10000038"
04/08/2009 7.00,"4,32192151","24,38819096","26,10000038"
04/08/2009 8.00,"4,29663686","25,11266688","26,10000038"
04/08/2009 9.00,"4,16659917","16,48916448","26,10000038"
04/08/2009 10.00,"4,44473443","11,83105066","26,10000038"
04/08/2009 11.00,"5,01725865","5,10652754","26,10000038"
04/08/2009 12.00,"5,38930877","5,72221448","26,10000038"
04/08/2009 13.00,"4,41944978","6,13803433","26,10000038"
04/08/2009 14.00,"4,50614089","5,41318366","26,10000038"
04/08/2009 15.00,"4,04017488","15,77229258","26,10000038"
04/08/2009 16.00,"4,20994574","11,00907421","26,10000038"
04/08/2009 17.00,"3,97335086","12,70500482","26,10000038"
04/08/2009 18.00,"4,03295113","8,05513746","26,10000038"
04/08/2009 19.00,"4,09616276","3,47275986","26,10000038"
04/08/2009 20.00,"4,23161801","20,20263176","26,10000038"
04/08/2009 21.00,"4,39055274","28,71319232","26,10000038"
04/08/2009 22.00,"4,32553389","26,89824544","26,10000038"
04/08/2009 23.00,"4,15395684","20,69655872","26,10000038"
05/08/2009 0.00,"4,21897568","18,50851754","26,10000038"
05/08/2009 1.00,"4,05281721","9,98929562","17,60000038"
05/08/2009 2.00,"4,10338753","7,89943565","17,60000038"
05/08/2009 3.00,"4,09616276","4,87903395","17,60000038"
05/08/2009 4.00,"3,95167757","3,83516226","17,60000038"
05/08/2009 5.00,"3,95348377","3,30976951","17,60000038"
05/08/2009 6.00,"4,05823578","7,37029156","17,60000038"
05/08/2009 7.00,"4,04920482","10,01748424","17,60000038"
05/08/2009 8.00,"4,18466007","11,81056358","17,60000038"
05/08/2009 9.00,"4,31108537","15,02825308","17,60000038"
05/08/2009 10.00,"4,10519372","15,2800673","17,60000038"
05/08/2009 11.00,"4,16659917","14,48777274","17,60000038"
05/08/2009 12.00,"4,02030779","15,71857494","17,60000038"
05/08/2009 13.00,"3,84692556","17,11245162","17,60000038"
05/08/2009 14.00,"3,98960456","13,7857743","17,60000038"
05/08/2009 15.00,"3,96251371","9,1825712","17,60000038"
05/08/2009 16.00,"3,99863552","9,98355962","17,60000038"
05/08/2009 17.00,"3,87040402","9,58832819","17,60000038"
05/08/2009 18.00,"3,99682932","11,7495746","17,60000038"
05/08/2009 19.00,"4,12506082","13,64700898","17,60000038"
05/08/2009 20.00,"4,25148511","17,8891022","17,60000038"
05/08/2009 21.00,"3,99502313","16,0540927","17,60000038"
05/08/2009 22.00,"4,15395684","15,15499382","17,60000038"
05/08/2009 23.00,"4,28941209","11,01463813","17,60000038"
