,Comune Bari,,,,
,Via M.L.King,,,,
Parm,SO2,NO2,CO,PM10,BENZENE



07/08/2009 9.00,"1,41071324","3,8391048","0,2026436",,"1,13953528"
07/08/2009 10.00,"1,29865103","1,8027445","0,14356062","26,37360954","0,79013273"
07/08/2009 11.00,"1,45228414","2,4568722","0,17971989",,"0,92898577"
07/08/2009 12.00,"2,01711272","1,3848291","0,12796477","21,48962021","0,83263214"
07/08/2009 13.00,"1,86799814","0,69176542","0,49804216",,"0,66620212"
07/08/2009 14.00,"1,22725763",,"0,6203194","11,23320961","0,74568576"
07/08/2009 15.00,"1,17845587",,"0,58978125",,"0,48566123"
07/08/2009 16.00,"1,20195264","0,25957503","0,59318189","18,07081032","0,46441203"
07/08/2009 17.00,"1,43782545","1,90787199","0,50035935",,"0,81916808"
07/08/2009 18.00,"1,33208897","2,8124889","0,52847895","22,95482063","0,73157387"
07/08/2009 19.00,"1,75051328","3,27193486","0,53879619",,"0,79889215"
07/08/2009 20.00,"1,5291012","3,48608459","0,54538194","16,60560989","0,83879618"
07/08/2009 21.00,"1,50018179","5,38357251","0,54011963",,"0,90400418"
07/08/2009 22.00,"1,64387372","1,46919036","0,49317829","20,02441978","0,78786176"
07/08/2009 23.00,"1,65200768","0,18429768","0,47092795",,"0,47609126"
08/08/2009 0.00,"1,39263912","2,41923448","0,4797237","21,0012207","0,37065277"
08/08/2009 1.00,"1,26702131","7,17204202","0,52511443",,"0,70351077"
08/08/2009 2.00,,"4,28167926","0,47103164","25,88521957","0,81641099"
08/08/2009 3.00,"1,37185367","0,34912738","0,43498537",,"0,53902932"
08/08/2009 4.00,"1,75412872","1,64050938","0,48671603","23,93161964","0,47479357"
08/08/2009 5.00,"2,11381009","2,62819122","0,51987193",,"2,89287989"
08/08/2009 6.00,"1,42878737","5,2693611",,"20,51280975","1,16402972"
08/08/2009 7.00,"1,50470032","5,99227683","0,22531333",,"1,46055235"
08/08/2009 8.00,"1,65200768","3,62884981","0,26366979","17,09399986","1,05599687"
08/08/2009 9.00,"1,77310696","4,88389234","0,29417066",,"1,08373452"
08/08/2009 10.00,"1,77672137","2,48802059","0,27242943","21,0012207","1,11179762"
08/08/2009 11.00,"1,81196653","1,82091423","0,26649725",,"1,17587167"
08/08/2009 12.00,"1,62399238","1,1174684","0,21395225","28,81562042","0,92882305"
08/08/2009 13.00,"1,98638609","0,20636216","0,18260793",,"0,76969408"
08/08/2009 14.00,"1,47668502","0,33614872","0,12994993","29,30401993","0,63586908"
08/08/2009 15.00,"1,01488261","0,93966005","0,10519251",,"0,48355197"
08/08/2009 16.00,"0,97602202",,"0,12191958","32,72283173","0,47592854"
08/08/2009 17.00,"1,31220764","0,05061638","0,13991534",,"0,54130028"
08/08/2009 18.00,"1,47578192","2,02208531","0,1737982","21,0012207","0,65857869"
08/08/2009 19.00,"1,59145855","5,35112587","0,21388934",,"0,85712557"
08/08/2009 20.00,"1,77852858","8,18308467","0,2883643","24,42000961","1,04480478"
08/08/2009 21.00,"2,02886008","15,75097187","0,37337202",,"1,47482696"
08/08/2009 22.00,"1,42607706","8,00267982","0,26390862","26,86202049","1,56647595"
08/08/2009 23.00,"1,45861089","3,71710582","0,19172056",,"0,7164887"
09/08/2009 0.00,"1,71526813","13,53550497","0,32388165","26,86202049","0,66831138"
09/08/2009 1.00,"1,79208519","13,1669077","0,29144456",,"1,61497769"
09/08/2009 2.00,,"6,33491488","0,253038","32,72283173","1,18008917"
09/08/2009 3.00,"2,1707448","4,81510623","0,2005932",,"1,06508071"
09/08/2009 4.00,"1,60411003","2,94746846",,"35,16482162","1,14294223"
09/08/2009 5.00,"2,05777949","6,85536128",,,"1,14148182"
09/08/2009 6.00,"1,57971017","3,96500044",,"24,90842056","1,06621568"
09/08/2009 7.00,"1,40348339","6,52829838",,,"1,0903857"
09/08/2009 8.00,"1,66466018","11,10848291",,"30,76922989","1,26427643"
09/08/2009 9.00,"2,0297642","4,08440293",,,
09/08/2009 10.00,"1,81648506","1,68982942",,"32,23442078",
09/08/2009 11.00,"1,8625755","0,56197886",,,
09/08/2009 12.00,"1,68634872",,,"35,65322113",
09/08/2009 13.00,"0,84227126",,,,
09/08/2009 14.00,"1,2381019",,,"27,35042",
09/08/2009 15.00,"1,25346572",,,,
09/08/2009 16.00,"1,21370102","0,2842341",,"28,32722092",
09/08/2009 17.00,"1,20466396","0,06100045",,,
09/08/2009 18.00,"1,50741164","1,61714857",,"23,93161964",
09/08/2009 19.00,"1,36100839","4,37253177",,,
09/08/2009 20.00,"1,85534564","7,9079364",,"12,69841003",
09/08/2009 21.00,"2,16170774","18,04950179",,,
09/08/2009 22.00,"1,99000051","16,14032964",,"25,39682007",
09/08/2009 23.00,"2,08127626","21,6874336",,,
10/08/2009 0.00,"1,58874723","18,53361254",,"28,81562042",
10/08/2009 1.00,"1,56525046","13,1500343",,,
10/08/2009 2.00,,"8,56855343",,"20,51280975",
10/08/2009 3.00,"2,14634494","4,66974452",,,
10/08/2009 4.00,"1,93487301","5,60940457",,"23,93161964",
10/08/2009 5.00,"2,37498688","4,9591697",,,
10/08/2009 6.00,"1,65652621","5,05391503",,"27,8388195",
10/08/2009 7.00,"1,97102228","14,8762051",,,
10/08/2009 8.00,"2,03699405","8,97348826",,"40,04883957",
10/08/2009 9.00,"2,0297642","5,45495703",,,
10/08/2009 10.00,"1,97463669","4,76059511",,"37,11843109",
10/08/2009 11.00,"1,76949152","2,6786317",,,
10/08/2009 12.00,"2,83498208",,,"26,37360954","0,9619142"
10/08/2009 13.00,"3,30943699","1,06183685",,,"0,90773555"
10/08/2009 14.00,"2,33160776","2,92330842",,"22,95482063","0,72427486"
10/08/2009 15.00,"1,58894046","1,0832589",,,
10/08/2009 16.00,"2,32528202","2,24921179",,"21,0012207","1,23913416"
10/08/2009 17.00,"2,53223542","3,49257392",,,"1,88116727"
10/08/2009 18.00,"2,24756186","7,59644674","0,25757451","19,04759979",
10/08/2009 19.00,"2,37589099","9,5860835","0,23755865",,
10/08/2009 20.00,"2,71840235","12,88267742","0,30009701","22,95482063",
10/08/2009 21.00,"2,58374749","17,36422761","0,35750705",,
10/08/2009 22.00,"2,60272572","13,72369357","0,32953307","34,67642975",
10/08/2009 23.00,"2,35329732","9,16297702","0,24576607",,
11/08/2009 0.00,"1,92402874","10,95923219","0,33026935","23,44322014",
11/08/2009 1.00,"2,01169007","9,34208362","0,25051345",,
11/08/2009 2.00,,"1,37185044","0,13881092","33,21123123",
11/08/2009 3.00,"2,0993514","2,62559473","0,1531311",,
11/08/2009 4.00,"1,78666255","3,25506337","0,16554767","32,23442078",
11/08/2009 5.00,"2,86390149","5,60291333","0,27265311",,
11/08/2009 6.00,"2,27015452","7,63667905",,"31,74603081",
11/08/2009 7.00,"2,3072079","13,61077658","0,21040599",,
11/08/2009 8.00,"2,23310216","11,3070575","0,25326401","28,81562042",
11/08/2009 9.00,"2,43734423","6,3699561","0,24288153",,
11/08/2009 10.00,"2,28461423","6,61525423","0,26294283","30,76922989",
11/08/2009 11.00,"2,08669891","7,89755233","0,21381012",,
11/08/2009 12.00,"2,3352232","11,72626923","0,17993076","33,69963074",
11/08/2009 13.00,"1,91679889","7,89495583","0,13503865",,
11/08/2009 14.00,"2,44999571","6,37384894","0,13288107","31,25761986",
11/08/2009 15.00,"2,88287973","6,97736026","0,1193659",,
11/08/2009 16.00,"2,38583115","4,28038293","0,10945758","41,02563095",
11/08/2009 17.00,"1,99903757","9,46797735","0,112306",,
11/08/2009 18.00,"1,95475536","1,70410633","0,12910414","23,93161964",
11/08/2009 19.00,"1,75955035","4,78785067","0,12747547",,
11/08/2009 20.00,"2,27376995","7,63018972","0,20960564","29,30401993",
11/08/2009 21.00,"2,3650457","3,74565962","0,14137275",,
11/08/2009 22.00,"2,3650457","2,85402137","0,09821766","22,46640968",
11/08/2009 23.00,"2,02072713","3,11619098","0,12382436",,
12/08/2009 0.00,"1,82552314","2,0246799","0,10228351","21,48962021",
12/08/2009 1.00,"1,87974653","0,78131968","0,10207847",,
12/08/2009 2.00,,"1,73655297","0,10506553","20,51280975",
12/08/2009 3.00,"2,29093997","3,12787139","0,1219289",,
12/08/2009 4.00,"2,12375127","2,18302218","0,11294908","25,39682007",
12/08/2009 5.00,"2,87745709","4,48804142","0,27212187",,
12/08/2009 6.00,"1,83727152","4,13631946",,"27,8388195",
12/08/2009 7.00,"1,92222153","6,27650902","0,24109792",,"1,57458754"
12/08/2009 8.00,"2,11652141","4,68401951","0,22429862","24,90842056",
12/08/2009 9.00,"2,66237074",,,,
12/08/2009 10.00,"2,09121744","2,34784996","0,29764236","19,04759979","0,67999061"
12/08/2009 11.00,"1,75684004","2,9747221","0,28644321",,"0,62921892"
12/08/2009 12.00,"1,94119977","2,77874402","0,31927291","22,46640968","0,86539886"
12/08/2009 13.00,"1,67460034","1,30695716","0,23158336",,"0,56595542"
12/08/2009 14.00,"1,33931883","0,64893662","0,31574879","13,67521","0,44202685"
12/08/2009 15.00,"1,64839326","1,19663858","0,33687024",,"0,32620784"
12/08/2009 16.00,"1,72792063","1,42506331","0,33387386","8,30280876","0,34956527"
12/08/2009 17.00,"1,5571165","1,85595737","0,36410794",,"0,43959317"
12/08/2009 18.00,"1,69357857","2,5736801","0,35056947","7,32600689","0,54113756"
12/08/2009 19.00,"2,41746188","4,89816925","0,36789768",,"0,55395278"
12/08/2009 20.00,"2,54579101","12,8567182","0,24494475","13,18680954","0,89605633"
12/08/2009 21.00,"2,37227556","15,89503534","0,3463312",,"1,1917684"
12/08/2009 22.00,"2,59007323","21,13064008","0,31796811","15,62880993","1,80573842"
12/08/2009 23.00,"2,65243058","31,19563752","0,43320642",,"1,82050017"
13/08/2009 0.00,"2,28732555","15,06569578","0,30442149","14,16361046","1,480991"
13/08/2009 1.00,"2,3216676","9,85474245","0,23131774",,"1,15429703"
13/08/2009 2.00,,"6,09999891","0,17540823","16,11721039","0,84869057"
13/08/2009 3.00,"2,919029","5,26417002","0,14131683",,"0,63440969"
13/08/2009 4.00,"2,53675293","3,13565897","0,11933678","12,69841003","0,55281679"
13/08/2009 5.00,"3,10519593","5,94165854","0,21346761",,"1,98498263"
13/08/2009 6.00,"2,26744421","8,26614769",,"17,58241081","0,66295891"
13/08/2009 7.00,"2,43192159","16,51672022","0,18810906",,"0,93433824"
13/08/2009 8.00,"3,24165801","18,38435035","0,20673624","19,53602028","1,17733107"
13/08/2009 9.00,"2,93800723","9,6029569","0,17402887",,"1,82277113"
13/08/2009 10.00,"2,38131262","4,70219116","0,10492573","29,7924099","1,24854242"
13/08/2009 11.00,"2,31534085","4,38810501","0,10117093",,"0,77699309"
13/08/2009 12.00,"2,2819029","4,6009565","0,06894703","25,88521957","0,80181195"
13/08/2009 13.00,"2,35420143","1,7715961","0,0523551",,"0,60050697"
13/08/2009 14.00,"1,9186061","0,57236102",,"25,88521957","0,58006832"
13/08/2009 15.00,"1,76226167","0,5061695","0,05006704",,"0,40974625"
13/08/2009 16.00,"1,62489548","0,80857524",,"17,09399986","0,42045221"
13/08/2009 17.00,"2,29997804","1,54057488","0,06685702",,"0,6121862"
13/08/2009 18.00,"2,31714806","2,67231827","0,0637756","15,14041042","0,57179605"
13/08/2009 19.00,"2,58645881","3,99355234","0,07753075",,"0,70172695"
13/08/2009 20.00,"2,67502324","9,57051026","0,14440641","23,44322014","0,66831138"
13/08/2009 21.00,"2,73466927","18,34152729","0,34664925",,"1,11179762"
13/08/2009 22.00,"2,89462811","28,22871064","0,60758828","32,72283173","2,15871064"
13/08/2009 23.00,"3,3510089","30,76734952","0,56071567",,"2,80074376"
14/08/2009 0.00,"3,46307111","27,1462892","0,47518836","32,23442078","3,14073906"
14/08/2009 1.00,"3,16755329","22,08457512","0,31586645",,"2,14070567"
14/08/2009 2.00,,"17,08128602","0,23711711","32,23442078","1,59778328"
14/08/2009 3.00,"3,47391538","12,10784707","0,17819491",,"1,43459851"
14/08/2009 4.00,"3,02476445","12,57767327","0,17619344","27,35042","1,22729221"
14/08/2009 5.00,"3,81823395","13,91318615","0,19915209",,"3,38210978"
14/08/2009 6.00,"3,36908302","17,52516447",,"29,7924099","1,33986699"
14/08/2009 7.00,"2,83588619","16,12475831",,,"1,69608344"
14/08/2009 8.00,"3,08350637","14,64518197","0,05922394","39,56044006","1,57393869"
14/08/2009 9.00,"2,57019088","5,70414799",,,"1,66445271"
14/08/2009 10.00,"2,38402394","6,64380804",,"45,42124176","1,03328726"
14/08/2009 11.00,"2,350586","4,66455344",,,"0,92655209"
14/08/2009 12.00,"2,35510453","1,2368728",,"36,63003159","0,88973059"
14/08/2009 13.00,"2,03247552","1,18495818",,,"0,7221656"
14/08/2009 14.00,"1,94210286","0,40234025",,"23,44322014","0,50382892"
14/08/2009 15.00,"1,46855207","0,33095764",,,"0,35135011"
14/08/2009 16.00,"1,80021814","0,69436192",,"23,44322014","0,41363933"
14/08/2009 17.00,"2,12827082","0,51785182",,,"0,42369644"
14/08/2009 18.00,"1,8345602","1,08502176",,"33,21123123","0,51761639"
14/08/2009 19.00,"2,20689407","2,40236108",,,"0,5344874"
14/08/2009 20.00,"2,46264821","2,43870246",,"30,76922989","0,47933549"
14/08/2009 21.00,"2,23310216","4,03638305",,,"0,45938297"
14/08/2009 22.00,"2,2114126","6,17267977",,"27,8388195","0,61186178"
14/08/2009 23.00,"2,40209908","7,34855212",,,"0,73822403"
15/08/2009 0.00,"2,155382","7,41085082",,"29,7924099","0,92801148"
15/08/2009 1.00,"1,87432388","7,32778589",,,"0,8803213"
15/08/2009 2.00,,"6,25184995",,"24,42000961","0,81300404"
15/08/2009 3.00,"2,42559585","4,87091369",,,"0,74665903"
15/08/2009 4.00,"2,27738437","4,24793438",,"14,16361046","0,61737697"
15/08/2009 5.00,"3,39800243","7,29014817","0,12976003",,"4,05901786"
15/08/2009 6.00,"2,17345613","9,23565788",,"21,0012207","1,18576607"
15/08/2009 7.00,"1,83004167","8,41540223","0,21584771",,"1,00100768"
15/08/2009 8.00,"1,86528682","5,99746791","0,21226184","33,69963074","1,12947918"
15/08/2009 9.00,"1,5291012","2,72034006","0,1997742",,"1,07124475"
15/08/2009 10.00,"1,65020047","0,93316881","0,16779845","32,23442078","0,74974155"
15/08/2009 11.00,"1,5435609","0,60221308","0,1307864",,"0,61867466"
15/08/2009 12.00,"1,53542694","0,90461691","0,11561926","27,35042","0,44721761"
15/08/2009 13.00,"1,47035928","0,43478689","0,09523409",,"0,56806467"
15/08/2009 14.00,"0,97873334","0,44776554","0,07311074","29,7924099","0,43975589"
15/08/2009 15.00,"0,85130833","0,33744697","0,06833774",,"0,24364167"
15/08/2009 16.00,"1,64748915",,"0,07563297","20,51280975","0,12263189"
15/08/2009 17.00,"1,39173501","0,07008436","0,08077994",,"0,29279125"
15/08/2009 18.00,"1,30407368","0,12978847","0,08102925","19,53602028","0,30138897"
15/08/2009 19.00,"1,98457787","0,99676575","0,08314838",,"0,37357258"
15/08/2009 20.00,"1,92131742","4,51659523","0,0967882","15,14041042","0,46506088"
15/08/2009 21.00,"1,90776182","2,67231827","0,08945453",,"0,64365523"
15/08/2009 22.00,"1,64477783","2,16225403","0,10495602","10,7448101","0,54405737"
15/08/2009 23.00,"1,60230282","11,67694728","0,16949935",,"0,62435257"
16/08/2009 0.00,"1,66104474","13,88333218","0,24233864","17,58241081","1,38561063"
16/08/2009 1.00,"1,40619471","7,07859493","0,13289272",,"0,82192516"
16/08/2009 2.00,,"5,2550842","0,10429546","9,27960968","0,66831138"
16/08/2009 3.00,"2,10658126","1,67036144","0,10097987",,"0,54211083"
16/08/2009 4.00,"1,92493285","1,7547227","0,09297982","5,86080599","0,54924814"
16/08/2009 5.00,"2,38312085","5,02017014","0,16151444",,"1,3088851"
16/08/2009 6.00,"2,17797466","4,0208079",,"8,79120922","0,63100274"
16/08/2009 7.00,"1,82733035","7,21227623","0,18208717",,"0,53854218"
16/08/2009 8.00,"2,35510453","6,74633904","0,2182278","18,07081032","0,84577076"
16/08/2009 9.00,"1,75412872","2,10644658","0,15195794",,"0,93417654"
16/08/2009 10.00,"1,57880606","1,18365993","0,13502001","14,65200996","0,58898945"
16/08/2009 11.00,"1,59326576","1,17327586","0,15234123",,"0,61380832"
16/08/2009 12.00,"1,60862856","5,73659463","0,12006024","15,62880993","0,48825662"
16/08/2009 13.00,"2,65333368","7,75867994","0,13075611",,"0,48030774"
16/08/2009 14.00,"5,88957006","7,74699762","0,10970922","9,27960968","0,49036587"
16/08/2009 15.00,"6,66135","0,56846819","0,13306048",,"0,4019601"
16/08/2009 16.00,"2,91270224","1,40559533","0,10364073","18,55920982","0,33950816"
16/08/2009 17.00,"2,28280702","0,29980925","0,12391989",,"0,31258207"
16/08/2009 18.00,"1,67550445","0,90202233","0,1147991","21,97801971","0,66701369"
16/08/2009 19.00,"1,9186061","2,85272312","0,12426589",,"0,45873412"
16/08/2009 20.00,"2,18068598","6,04938254","0,16434306","18,07081032","0,78997001"
16/08/2009 21.00,"2,07585464","6,23627671","0,19748847",,"0,60326406"
16/08/2009 22.00,"2,21412392","8,65810578","0,24895468","30,28083038","0,79597234"
16/08/2009 23.00,"2,38402394","17,55371828","0,27578113",,"1,34311122"
17/08/2009 0.00,"2,37679409","16,77758586","0,27418741","21,48962021","1,414647"
17/08/2009 1.00,"2,55844249","9,83916921","0,22466093",,"1,27887547"
17/08/2009 2.00,,"5,35242412","0,17340676","11,72161007","0,75541946"
17/08/2009 3.00,"3,42511464","3,88582834","0,13315717",,"0,55070855"
17/08/2009 4.00,"2,98228945","3,50165974","0,1186005","6,34920597","0,53773061"
17/08/2009 5.00,"3,8796872","7,09546642","0,22569895",,
17/08/2009 6.00,"2,851249","9,50302049",,"6,83760691","0,85453018"
17/08/2009 7.00,"2,7672031","13,41739882","0,30320523",,"1,34148911"
17/08/2009 8.00,"3,06904667","11,03450381","0,30478381","26,37360954","1,43719389"
17/08/2009 9.00,"2,54398279","5,03833988","0,22701307",,"1,30028738"
17/08/2009 10.00,"2,31082232","2,63987163","0,18563809","14,65200996","0,72800521"
17/08/2009 11.00,"2,11471421","3,97278802","0,17968028",,"0,73822403"
17/08/2009 12.00,"2,60453293","3,36278736",,"26,86202049","0,70124082"
17/08/2009 13.00,"2,92174032","6,45302103","0,13796396",,"0,65338792"
17/08/2009 14.00,"5,66725386","2,71774548","0,1017744","14,65200996","0,50123354"
17/08/2009 15.00,"3,30220815","0,89682934","0,08661309",,"0,4217499"
17/08/2009 16.00,"2,61176279","0,59572375","0,11569848","20,02441978","0,34697091"
17/08/2009 17.00,"2,65785221","8,45304186","0,12654696",,"0,41169279"
17/08/2009 18.00,"2,47078218","8,68535942","0,15470385","30,76922989","0,62565026"
17/08/2009 19.00,"2,57380631","4,90465858","0,15995217",,"0,79532248"
17/08/2009 20.00,"2,89824355","3,19665942","0,12496839","28,81562042","0,69313025"
17/08/2009 21.00,"2,74732075","3,31995665","0,13002216",,"0,62548754"
17/08/2009 22.00,"2,90547239","7,30053033","0,16729284","33,69963074","0,89475863"
17/08/2009 23.00,"2,67683045","12,19350276","0,19098311",,"1,17944033"
18/08/2009 0.00,"2,4328257","8,90080741","0,19915326","17,58241081","1,08276227"
18/08/2009 1.00,"2,4762038","5,06299894","0,13874917",,"1,02793377"
18/08/2009 2.00,,"3,37965885","0,12720868","13,18680954","0,80975981"
18/08/2009 3.00,"2,97505959","1,54576596","0,12480412",,"0,5302699"
18/08/2009 4.00,"3,09525476","3,78978667","0,13305232","10,7448101","0,55411448"
18/08/2009 5.00,"3,94385176","9,62112664","0,32264093",,
18/08/2009 6.00,"3,26425168","10,88525118",,"18,07081032","1,56193403"
18/08/2009 7.00,"2,87113135","15,89503534","0,3372908",,"1,8844115"
18/08/2009 8.00,"2,71026839","12,05333595","0,29387242","30,28083038","1,94118451"
18/08/2009 9.00,"2,656045","3,48219176","0,18317528",,"1,20052782"
18/08/2009 10.00,"2,34064584","2,86440353","0,18745316","36,63003159","0,75541946"
18/08/2009 11.00,"2,55482807","4,78136134","0,18055869",,"0,75752771"
18/08/2009 12.00,"2,72020956","3,42119131","0,16241382","29,7924099","0,86669655"
18/08/2009 13.00,"2,2791926","8,73857421","0,14051648",,"0,65079254"
18/08/2009 14.00,"2,5873619","11,7314584","0,12013713","30,76922989","0,63116444"
18/08/2009 15.00,"2,72743942","5,65482795","0,10390286",,"0,45776085"
18/08/2009 16.00,"2,4743966","1,52370148","0,11817993","41,02563095","0,5190768"
18/08/2009 17.00,"2,29907393","8,22461522","0,13745602",,"0,60975252"
18/08/2009 18.00,"2,35420143","7,91831665","0,15021976","35,16482162","0,59109871"
18/08/2009 19.00,"2,30901511","4,0779136","0,19625241",,"0,91373789"
18/08/2009 20.00,"2,69942412","4,70089291","0,23234993","34,67642975","0,91536"
18/08/2009 21.00,"2,50693043","6,24795712","0,35482871",,"1,20669186"
18/08/2009 22.00,"2,31172643","7,01110515","0,24979814","36,63003159","1,37879775"
18/08/2009 23.00,"2,16532318","13,81844464","0,35827012",,
19/08/2009 0.00,"2,14815215","12,29603567","0,31571034","32,72283173",
19/08/2009 1.00,"2,36775703","7,39657391","0,2349374",,
19/08/2009 2.00,,"2,45816854","0,14002252","19,04759979",
19/08/2009 3.00,"2,61447411","2,7839351","0,1360522",,
19/08/2009 4.00,"2,65875632","9,2135934","0,1815769","20,02441978",
19/08/2009 5.00,"2,83588619","7,94946695","0,20107434",,
19/08/2009 6.00,"2,44095865","12,95406194",,"19,04759979",
19/08/2009 7.00,"2,45361115","15,67050153","0,28642224",,
19/08/2009 8.00,"2,44457409","8,77361543","0,27719195","41,02563095",
19/08/2009 9.00,"1,96559963","3,2615527","0,19861386",,
19/08/2009 10.00,"1,81015932","3,66778578","0,22251617","40,04883957",
19/08/2009 11.00,"1,62037695","2,83325514","0,21131935",,
19/08/2009 12.00,"1,73605358","1,34199838","0,47690091","41,02563095",
19/08/2009 13.00,"1,7234021","2,25959586","0,39152738",,"0,81754596"
19/08/2009 14.00,"1,62037695","1,91695782","0,39659979","40,53723145","0,71843423"
19/08/2009 15.00,"1,42969148","1,48995659","0,3269724",,"0,54584119"
19/08/2009 16.00,"1,89872476","2,9176164","0,33683412","36,14162064","0,52086164"
19/08/2009 17.00,"1,66556327","8,15063803","0,38096432",,"0,49020315"
19/08/2009 18.00,"2,22044966","9,71587006","0,40912121","31,25761986","1,16175876"
19/08/2009 19.00,"2,00355611","6,31804148","0,42636787",,"1,04496648"
19/08/2009 20.00,"2,35871996","8,69574541","0,51839355","48,84004974","1,01236248"
19/08/2009 21.00,"2,27738437","12,12731506","0,59553635",,"1,52316599"
19/08/2009 22.00,"1,99090463","12,59714126","0,59337528","43,46763992","1,60119023"
19/08/2009 23.00,"2,22316098","18,5751431","0,55401925",,"1,73842115"
20/08/2009 0.00,"1,73063195","11,16039945","0,51607869","42,00244141","1,43313911"
20/08/2009 1.00,"1,88245683","8,0558927","0,44635927",,"1,24043185"
20/08/2009 2.00,,"4,91893548","0,41422973","43,46763992","0,82079019"
20/08/2009 3.00,"2,32708923","4,57759568","0,38748483",,"0,78072344"
20/08/2009 4.00,"2,460841","5,4912965","0,36187813","35,65322113","0,82338557"
20/08/2009 5.00,"3,52633156","9,05395478","0,46721976",,"3,18405004"
20/08/2009 6.00,"2,44999571","14,05465503",,"35,65322113","1,62081731"
20/08/2009 7.00,"2,3903507","10,04812595","0,27459866",,"1,39047698"
20/08/2009 8.00,"2,02795699","6,53348946","0,26086214","50,30524063","1,37685121"
20/08/2009 9.00,"1,84088594","4,56072228","0,25286908",,"1,09233224"
20/08/2009 10.00,"1,56525046","6,12336164","0,28756045","48,35165024","1,23394339"
20/08/2009 11.00,"1,56073193","5,2096589","0,24727125",,"1,45536158"
20/08/2009 12.00,"1,41342457","3,07595677","0,1936032","42,97924042","0,68842561"
20/08/2009 13.00,"1,45770678","2,20638299","0,17933195",,"0,67155561"
20/08/2009 14.00,"1,27696249","1,6521917","0,15718996","37,11843109","0,59742546"
20/08/2009 15.00,"1,17755277","1,36276653","0,15232142",,"0,65971366"
20/08/2009 16.00,"1,54988664","1,82870181","0,17830675","34,18803024","0,64089815"
20/08/2009 17.00,"1,68906004","2,5594032","0,18361449",,"0,65857869"
20/08/2009 18.00,"1,74418754","3,80795641","0,22599602","22,95482063","0,60715815"
20/08/2009 19.00,"2,0162086","7,81189282","0,28119605",,"0,81478887"
20/08/2009 20.00,"2,61176279","15,60690841","0,48403653","24,90842056","1,61238231"
20/08/2009 21.00,"2,26563599","14,04426905","0,4535846",,"1,93112842"
20/08/2009 22.00,"2,3496829","13,28501385","0,38307297","28,81562042","1,72122674"
20/08/2009 23.00,"2,8910137","19,11115891","0,48215156",,"1,6065427"
21/08/2009 0.00,"2,72743942","22,44278832","0,46629941","29,7924099","2,15935949"
21/08/2009 1.00,"2,36685393","11,57441437","0,33598367",,"1,63493022"
21/08/2009 2.00,,"6,26353227","0,2922519","35,65322113","1,08892631"
21/08/2009 3.00,"2,6686975","4,34527621","0,20545358",,"0,76142078"
21/08/2009 4.00,"2,77443295","4,48544493","0,19735799","24,90842056","0,64397966"
21/08/2009 5.00,"3,66188953","6,80085016","0,27752514",,"1,50889137"
21/08/2009 6.00,"3,00036357","10,89044034",,"26,37360954","1,39161297"
21/08/2009 7.00,"4,1444784","20,06120112","0,32173689",,"1,54425348"
21/08/2009 8.00,"4,12278986","15,194186","0,37077174","40,53723145","1,7757298"
21/08/2009 9.00,"4,22310267","7,58087159","0,3225652",,"1,51537983"
21/08/2009 10.00,"3,58688069","4,63080855","0,30412442","41,02563095","1,12655938"
21/08/2009 11.00,"3,9348147","6,65289386","0,31805898",,"1,27238701"
21/08/2009 12.00,"4,54031006","6,94231904","0,21296666","31,74603081","0,95185708"
21/08/2009 13.00,"3,2127386","3,35240329","0,17148917",,"0,75931254"
21/08/2009 14.00,"2,44186277","1,9221489","0,18228056","35,16482162","0,66474273"
21/08/2009 15.00,"2,2520804","1,78716934","0,13488021",,"0,48809491"
21/08/2009 16.00,"1,81648506","1,91695782","0,13843579","37,6068306","0,5148593"
21/08/2009 17.00,"2,12646259","1,90008442","0,18939056",,"0,68112558"
21/08/2009 18.00,"2,2538876","2,78263876","0,20237215","35,16482162","0,75785213"
21/08/2009 19.00,"2,27105863","4,51399874","0,20695293",,"0,74665903"
21/08/2009 20.00,"2,89733944","8,94882729","0,33215432","33,69963074","0,90173322"
21/08/2009 21.00,"3,14676784","24,25071816","0,83093625",,"1,96648951"
21/08/2009 22.00,"3,6013404","25,5265384","0,72591733","36,63003159","3,08477559"
21/08/2009 23.00,"3,28503713","16,18316418","0,46689938",,"2,10810065"
22/08/2009 0.00,"3,09887019","13,54458888","0,37886033","35,16482162","1,64985368"
22/08/2009 1.00,"3,20822108","9,24993478","0,28913087",,"1,34067754"
22/08/2009 2.00,,"7,81967848","0,24645808","23,93161964","0,78153501"
22/08/2009 3.00,"4,50235358","7,40695607","0,24946961",,"0,9688898"
22/08/2009 4.00,"3,98451956","4,16487136","0,18011949","20,02441978","0,71681313"
22/08/2009 5.00,"4,78883435","7,18112784","0,30711381",,"1,95091822"
22/08/2009 6.00,"4,00711221","7,14219187",,"31,74603081","2,00233876"
22/08/2009 7.00,"3,63206702","9,75870078","0,23319922",,"1,21788394"
22/08/2009 8.00,"3,64020098","11,50173734","0,30933779","34,67642975","1,28406623"
22/08/2009 9.00,"2,94794739","4,99810566","0,25949327",,"1,48342468"
22/08/2009 10.00,"2,85938296","3,61197832","0,26560835","36,14162064","1,23491666"
22/08/2009 11.00,"2,99042341","4,2141914","0,24745299",,"1,11715111"
22/08/2009 12.00,"3,02747577","6,24016954","0,24129131","46,88644028","1,25129951"
22/08/2009 13.00,"2,46716674","3,51982948","0,20067475",,"0,90124709"
