,Comune Bari,,,,
,Via M.L.King,,,,
Parm,SO2,NO2,CO,PM10,BENZENE



15/04/2009 20.00,,"100,92253","0,77233209","52,7472496","1,83038135"
15/04/2009 21.00,,"149,53683168","0,97647737",,"2,43278197"
15/04/2009 22.00,,"128,80721448","0,78893567","65,44566345","3,4886029"
15/04/2009 23.00,,"74,75352136","0,52760171",,"2,14033549"
16/04/2009 0.00,,"46,001764","0,45988142","59,09645081","1,85145562"
16/04/2009 1.00,,"27,26049296","0,33482799",,"1,59434988"
16/04/2009 2.00,,"34,58048936","0,30759262","40,53723145","0,95563727"
16/04/2009 3.00,"0,47621534",,"0,27038602",,"1,06878971"
16/04/2009 4.00,"0,37596863","22,14298672","0,2560204","23,93161964","0,64308978"
16/04/2009 5.00,"0,5162709","42,26129928","0,46670599",,"0,73727517"
16/04/2009 6.00,"0,84124308","51,49954792",,"24,90842056","1,64995334"
16/04/2009 7.00,"1,9517786","75,7412032","0,51377083",,"1,29039401"
16/04/2009 8.00,"3,55121755","95,35205184","0,92005293","39,07204056","3,16762549"
16/04/2009 9.00,"1,39637965","45,25029064","0,46796303",,"4,71253189"
16/04/2009 10.00,"2,04820851","25,42401696","0,42729521","40,04883957","1,9106257"
16/04/2009 11.00,"2,08622397","18,69194526","0,27612597",,"1,85096949"
16/04/2009 12.00,"1,63281791","30,6700096","0,33759021","39,07204056","1,05954925"
16/04/2009 13.00,"2,10198645","38,4676236","0,40819154",,"1,41375916"
16/04/2009 14.00,"2,07602447","33,51623192","0,30401258","33,21123123","1,4160291"
16/04/2009 15.00,"2,16874538","35,02177896","0,30745865",,"0,93245577"
16/04/2009 16.00,"2,59248148","41,12306656","0,33997263","24,42000961","1,10040112"
16/04/2009 17.00,"2,09364197","24,83605784","0,28317655",,"1,07251803"
16/04/2009 18.00,"2,13907542","31,69011896","0,32120565","23,93161964","0,99535417"
16/04/2009 19.00,"2,24663131","39,12823872","0,35395613",,"1,10753436"
16/04/2009 20.00,"1,38618015","35,08925344","0,34542833","25,88521957","1,28212682"
16/04/2009 21.00,"1,87733929","30,18979168","0,30842443",,"1,11110098"
16/04/2009 22.00,"1,81918723","20,80487352","0,27398004","25,88521957","0,79709409"
16/04/2009 23.00,"1,66712539","20,3311564","0,24502979",,"0,72463081"
17/04/2009 0.00,"1,3534653","16,4712911","0,23352775","27,8388195","0,64454816"
17/04/2009 1.00,"0,77885725","17,46675861","0,23396229",,"0,62768935"
17/04/2009 2.00,,"14,84375655","0,22890037","27,8388195","0,60337288"
17/04/2009 3.00,"0,51518169",,"0,22714821",,"0,57224759"
17/04/2009 4.00,"0,81102292","17,02807698","0,22651678","30,28083038","0,85107645"
17/04/2009 5.00,"0,82525075","29,16188136","0,29981741",,"0,72690075"
17/04/2009 6.00,"1,03405814","52,30033176",,"31,74603081","1,14384634"
17/04/2009 7.00,"1,51246715","73,66721856","0,58312444",,"2,32125063"
17/04/2009 8.00,"2,49737164","87,83997592","0,72366888","40,53723145","2,42905263"
17/04/2009 9.00,"2,46318722","52,58456968","0,52980589",,"2,91894967"
17/04/2009 10.00,"1,77301441","38,79857168","0,43108845","38,0952301","1,31325108"
17/04/2009 11.00,"2,56851384","39,05686376","0,42141895",,"1,61996303"
17/04/2009 12.00,"3,84168394","44,84536728","0,42832623","35,16482162","1,55382243"
17/04/2009 13.00,"2,40128345","41,21522496","0,43954868",,"1,54393414"
17/04/2009 14.00,"2,48443744","25,42141664","0,33246421","34,67642975","1,35929067"
17/04/2009 15.00,"1,93932137","23,411006","0,28037356",,"0,79758022"
17/04/2009 16.00,"1,97073446","25,50577408","0,29515741","34,18803024","0,79693137"
17/04/2009 17.00,"2,58052563","31,75503136","0,34309367",,"0,77180435"
17/04/2009 18.00,"2,36340325","50,45477376","0,49172553","30,28083038","1,3002823"
17/04/2009 19.00,"2,55927542","68,66521624","0,53484684",,"1,49416623"
17/04/2009 20.00,"3,1256417","94,69143672","0,63644416","38,0952301","2,07078998"
17/04/2009 21.00,"3,07390182","71,44136376","0,5481558",,"2,25948619"
17/04/2009 22.00,"3,11085859","56,92335656","0,47345484","47,86323166","2,08700197"
17/04/2009 23.00,"3,67814932","54,16797336","0,43945198",,"1,5400431"
18/04/2009 0.00,"3,40651472","44,45340728","0,37684139","44,4444313","1,38279659"
18/04/2009 1.00,"2,96949864","31,58889768","0,30458343",,"1,03944824"
18/04/2009 2.00,,"33,89652872","0,31536084","38,58362961","0,81606114"
18/04/2009 3.00,"0,41377865",,"0,28375439",,"0,86064134"
18/04/2009 4.00,"0,52852778","35,07368976","0,30179325","37,11843109","0,91170592"
18/04/2009 5.00,"0,61466158","43,34502088","0,31851333",,"1,32151929"
18/04/2009 6.00,"0,47401658","38,28592624",,"30,76922989","1,39284761"
18/04/2009 7.00,"1,00782869","78,07868056","0,55805714",,"1,61072257"
18/04/2009 8.00,"1,25851411","70,8923712","0,57910636","33,69963074","2,48092879"
18/04/2009 9.00,"1,01701831","54,78836","0,47232712",,"2,1437404"
18/04/2009 10.00,"1,33597493","42,392386","0,41028504","45,90964127","2,35869759"
18/04/2009 11.00,"2,25912821","29,33969736","0,37142297",,"1,81871025"
18/04/2009 12.00,"4,11181439","64,27449944","0,54481342","43,9560318","1,69015637"
18/04/2009 13.00,"4,60027441","53,76823152","0,52766811",,"4,8253599"
18/04/2009 14.00,"1,89096098","29,84196064","0,32124875","46,88644028","1,64006505"
18/04/2009 15.00,"1,0140863","20,33763808","0,27387752",,"1,1530868"
18/04/2009 16.00,"1,10137439","25,04372016","0,26800243","32,72283173","0,97119941"
18/04/2009 17.00,"3,73544507","21,50701728","0,3110818",,"0,90505881"
18/04/2009 18.00,"1,70869933","41,2230068","0,3238467","28,81562042","0,90489711"
18/04/2009 19.00,"1,47813933","40,78691784","0,35959706",,"0,99956862"
18/04/2009 20.00,"1,56653595","43,19967064","0,34438565","28,32722092","1,18405039"
18/04/2009 21.00,"3,23422577","69,581504","0,43779885",,"1,09894274"
18/04/2009 22.00,"3,7363563","52,5170952","0,41903652","32,23442078","1,4837908"
18/04/2009 23.00,"4,18016188","79,25974208","0,47729235",,"1,44666826"
19/04/2009 0.00,"5,6993097","53,95772984","0,39499209","39,56044006","1,43224008"
19/04/2009 1.00,"4,90920748","91,5817408","0,5619995",,"1,33870253"
19/04/2009 2.00,,"42,21587016","0,37832094","42,97924042","1,90835677"
19/04/2009 3.00,,,"0,29705054",,"0,84216041"
19/04/2009 4.00,,"17,24612146","0,23912324","26,37360954","0,67048573"
19/04/2009 5.00,,"21,2435628","0,28925669",,"0,91219205"
19/04/2009 6.00,,"19,39928584",,"31,74603081","0,81135955"
19/04/2009 7.00,,"21,3357212","0,22534129",,"0,53982563"
19/04/2009 8.00,,"20,36618424","0,20629587","27,8388195","0,54776942"
19/04/2009 9.00,,"21,29937408","0,22916832",,"0,60272403"
19/04/2009 10.00,,"18,87235394","0,20873771","16,60560989","0,72998023"
19/04/2009 11.00,,"22,21566184","0,26556641",,"0,66546073"
19/04/2009 12.00,,"22,07549312","0,23648801","23,44322014","0,99389478"
19/04/2009 13.00,,"18,15852594","0,23983972",,"0,83826937"
19/04/2009 14.00,,"13,5419943","0,20690633","24,90842056","0,49103099"
19/04/2009 15.00,,"15,51476148","0,22586554",,"0,50318923"
19/04/2009 16.00,,"19,7341344","0,27806803","18,55920982","0,5706265"
19/04/2009 17.00,,"26,93082592","0,27903847",,"0,57305814"
19/04/2009 18.00,,"31,7900592","0,29936772","21,48962021","0,81249452"
19/04/2009 19.00,,"35,7550692","0,35882466",,"0,79936302"
19/04/2009 20.00,,"47,15557952","0,34548658","32,72283173","0,89419725"
19/04/2009 21.00,,"61,382848","0,36770662",,"0,9742799"
19/04/2009 22.00,,"46,75711872","0,31035717","33,69963074","1,12277207"
19/04/2009 23.00,,"32,40136384","0,24468728",,"0,80130854"
20/04/2009 0.00,,"35,29691576","0,25247997","33,69963074","0,61342389"
20/04/2009 1.00,,"30,31567776","0,25012667",,"0,83648657"
20/04/2009 2.00,,"13,63024457","0,19813738","28,81562042","0,59915741"
20/04/2009 3.00,"0,24877854",,"0,19535186",,"0,46882175"
20/04/2009 4.00,"0,18143178","14,71267174","0,18885","28,32722092","0,51486032"
20/04/2009 5.00,"0,17204792","29,2553208","0,21842702",,"0,47352232"
20/04/2009 6.00,"0,19928115","54,13812704",,"38,0952301","0,6931811"
20/04/2009 7.00,"0,69941429","88,339658","0,49565741",,"1,03701659"
20/04/2009 8.00,"0,67622873","97,26772288","0,62901379","41,5140419","2,24943518"
20/04/2009 9.00,"1,03357202","69,15061568","0,50911316",,"2,55825435"
20/04/2009 10.00,"0,96990578","53,995358","0,38574199","40,04883957","2,02702033"
20/04/2009 11.00,"0,83962808","48,08484976","0,31576044",,"1,66470594"
20/04/2009 12.00,"2,21729493","24,3480772","0,23319805","39,07204056","1,09813219"
20/04/2009 13.00,"1,5677472","27,24491016","0,24280697",,"1,05095763"
20/04/2009 14.00,"2,04432764","20,18968752","0,18928221","31,74603081","0,79206808"
20/04/2009 15.00,"2,26421626","24,0690208","0,17712078",,"0,53950121"
20/04/2009 16.00,"2,479506","29,66156344","0,21214767","38,0952301","0,59575352"
20/04/2009 17.00,"2,45466476","42,43781512","0,25727744",,"0,76126721"
20/04/2009 18.00,"1,5097843","48,33534088","0,30972807","30,76922989","0,97849435"
20/04/2009 19.00,"1,64411068","48,98557384","0,34181566",,"1,14011802"
20/04/2009 20.00,"1,61190941","50,759776","0,33210073","33,21123123","1,14725126"
20/04/2009 21.00,"1,27186223","39,76288888","0,28813013",,"1,19815313"
20/04/2009 22.00,"0,7214954","31,86275344","0,26927927","36,63003159","0,975901"
20/04/2009 23.00,"0,64016387","18,21822241","0,19171706",,"0,79449972"
21/04/2009 0.00,"0,82472395","16,10658858","0,17944728","38,58362961","0,52896407"
21/04/2009 1.00,"0,65911668","14,27010493","0,17116879",,"0,56025106"
21/04/2009 2.00,,"9,15389311","0,14041745","30,76922989","0,51988633"
21/04/2009 3.00,"0,53284088",,"0,13603006",,"0,39473736"
21/04/2009 4.00,"0,8325101","11,9352298","0,15479472","40,53723145","0,37009647"
21/04/2009 5.00,"0,86788339","20,77372704","0,18530607",,"0,42116106"
21/04/2009 6.00,"0,60704527","23,79776536",,"51,77045059","0,53593459"
21/04/2009 7.00,"0,88438727","36,61684584","0,29979178",,"0,55068719"
21/04/2009 8.00,"0,96295967","44,98293568","0,40215334","47,86323166","0,95012513"
21/04/2009 9.00,"0,97242489","34,29237008","0,29838679",,"1,27515528"
21/04/2009 10.00,"0,77687206","27,91980792","0,27191566","36,14162064","1,02226399"
21/04/2009 11.00,"0,70212155","27,42662664","0,23510982",,"0,83000218"
21/04/2009 12.00,"0,42089664","20,68806944","0,22720296","40,53723145","0,44142478"
21/04/2009 13.00,,"21,73286272","0,23712527",,
21/04/2009 14.00,,"20,20136984","0,23301515","27,8388195",
21/04/2009 15.00,,"23,08393928","0,21970735",,
21/04/2009 16.00,,"30,24950344","0,24097443","30,76922989",
21/04/2009 17.00,,"28,65311728","0,24781647",,
21/04/2009 18.00,,"41,22170664","0,30097193","16,60560989",
21/04/2009 19.00,,"31,56423288","0,26126873",,
21/04/2009 20.00,,"37,6992864","0,26170327","9,76801014",
21/04/2009 21.00,,"38,1976492","0,22305556",,
21/04/2009 22.00,,"37,88098376","0,24443331","12,21000957",
21/04/2009 23.00,,"22,8996416","0,161003",,
22/04/2009 0.00,,"17,32399722","0,13922799","8,30280876",
22/04/2009 1.00,,"13,3252538","0,12784128",,
22/04/2009 2.00,,"13,9092895","0,12962256","7,81440783",
22/04/2009 3.00,,,"0,18661087",,
22/04/2009 4.00,,"24,52069256","0,20694012","13,18680954",
22/04/2009 5.00,"0,11810624","41,52800904","0,36305128",,
22/04/2009 6.00,"0,73121385","66,11359488",,"21,48962021",
22/04/2009 7.00,"1,83457139","86,48239856","0,57451509",,
22/04/2009 8.00,"2,73325361","117,94145232","0,87558604","34,18803024",
22/04/2009 9.00,"1,02071917","87,2286904","0,68721952",,
22/04/2009 10.00,"0,25577448","53,0557056","0,49429669","34,67642975",
22/04/2009 11.00,"0,19379545","28,02104832","0,30897781",,
22/04/2009 12.00,"0,06627484","28,42339048","0,33289293","21,97801971",
22/04/2009 13.00,,"27,52136624","0,32756422",,
22/04/2009 14.00,"0,09708079","14,6970985","0,20221371","23,44322014",
22/04/2009 15.00,,"15,25908119","0,19838785",,
22/04/2009 16.00,"0,05557905","21,09819344","0,25407835","18,55920982",
22/04/2009 17.00,"0,08437439","35,22942216","0,29901822",,
22/04/2009 18.00,"0,49043198","62,89357656","0,4388788","18,07081032",
22/04/2009 19.00,"0,99750004","72,59387912","0,51154568",,
22/04/2009 20.00,"0,62106054","66,19145152","0,50594669","16,11721039",
22/04/2009 21.00,"0,61475311","56,35748104","0,41850645",,
22/04/2009 22.00,"0,08757387","39,1100556","0,35570945","22,95482063",
22/04/2009 23.00,"0,11627768","62,91304072","0,37449508",,
23/04/2009 0.00,"0,06993095","58,2783336","0,40022527","26,86202049",
23/04/2009 1.00,"0,0085011","42,615612","0,3361526",,
23/04/2009 2.00,,"32,2495128","0,3027171","27,8388195",
23/04/2009 3.00,"0,23754984",,"0,29890289",,
23/04/2009 4.00,"0,46229159","37,20088536","0,27377733","21,97801971",
23/04/2009 5.00,"0,9797778","52,60015248","0,43227209",,
23/04/2009 6.00,"3,08113168","67,68921672",,"34,67642975",
23/04/2009 7.00,"3,96851096","84,2980724","0,69524754",,
23/04/2009 8.00,"3,00337084","81,04560744","0,83532248","50,30524063",
23/04/2009 9.00,"0,67361605","34,04577944","0,41841674",,
23/04/2009 10.00,"0,81602453","36,5299072","0,46506567","42,00244141",
23/04/2009 11.00,"0,80870518","33,47990392","0,38614042",,
23/04/2009 12.00,"1,02643369","22,92818776","0,27177237","33,69963074",
23/04/2009 13.00,"0,96636052","20,85420312","0,26694927",,
23/04/2009 14.00,"1,34021887","15,94824438","0,22515955","30,76922989",
23/04/2009 15.00,"1,21458276","19,70558824","0,23565038",,
23/04/2009 16.00,"0,85749575","42,2457356","0,3354035","24,42000961",
23/04/2009 17.00,"0,60317456","54,65467296","0,40105591",,
23/04/2009 18.00,"0,59768582","63,37119416","0,45306967","21,48962021",
23/04/2009 19.00,"0,46198649","70,14347904","0,44910051",,
23/04/2009 20.00,"0,61323778","96,91601048","0,57980885","20,51280975",
23/04/2009 21.00,"0,33391161","66,74176336","0,40444956",,
23/04/2009 22.00,"0,58121855","31,68883792","0,24598859","28,32722092",
23/04/2009 23.00,"0,15064109","26,66087064","0,18989617",,
24/04/2009 0.00,"0,0917873","30,3234596","0,2288992","21,48962021",
24/04/2009 1.00,"0,172292","28,41949","0,23937372",,
24/04/2009 2.00,,"40,06789112","0,25886067","24,42000961",
24/04/2009 3.00,"0,14202608",,"0,24063075",,
24/04/2009 4.00,"0,11043095","33,04641528","0,22463763","19,04759979",
24/04/2009 5.00,"0,350925","42,21587016","0,29993391",,
24/04/2009 6.00,"0,8518514","58,79359848",,"21,97801971",
24/04/2009 7.00,"0,60829007","67,34008552","0,36715791",,
24/04/2009 8.00,"0,23037084","62,00713512","0,40382978","29,30401993",
24/04/2009 9.00,"0,32055637","56,4081108","0,44765824",,
24/04/2009 10.00,"0,32362364","67,37771368","0,48564889","21,97801971",
24/04/2009 11.00,"0,89326364","71,03772144","0,44171092",,
24/04/2009 12.00,"0,09938734","61,79945368","0,41517688","18,07081032",
24/04/2009 13.00,"0,21718035","68,56917648","0,45908689",,
24/04/2009 14.00,"0,18190469","59,1388292","0,39441774","13,18680954",
24/04/2009 15.00,"0,0754614","34,21319416","0,32940026",,
24/04/2009 16.00,"0,03435629","27,84583264","0,30045234","7,32600689",
24/04/2009 17.00,"0,10030773","33,9211744","0,32969733",,
24/04/2009 18.00,"0,07300738","52,35484288","0,54505224","5,86080599",
24/04/2009 19.00,"0,21472633","72,80672296","0,55331675",,
24/04/2009 20.00,"0,15859098","56,55996184","0,47767097","7,32600689",
24/04/2009 21.00,"0,17423549","66,8845324","0,38680913",,
24/04/2009 22.00,"0,09202528","65,40755064","0,37015545","4,88400507",
24/04/2009 23.00,"0,06043014","66,15382336","0,4348479",,
25/04/2009 0.00,"0,0822092","50,4625556","0,35957143","19,04759979",
25/04/2009 1.00,"0,14478724","85,10145656","0,48079434",,
25/04/2009 2.00,,"68,23042744","0,42543587","16,60560989",
25/04/2009 3.00,"0,09943616",,"0,36775089",,
25/04/2009 4.00,"0,02592333","28,16899888","0,28409457","15,62880993",
25/04/2009 5.00,"0,6814256","29,45390112","0,59558062",,
25/04/2009 6.00,"0,07925278","30,4584468",,"27,35042",
25/04/2009 7.00,"0,08128983","36,51692472","0,22588185",,
25/04/2009 8.00,"0,03407153","29,1086704","0,25158059","18,55920982",
25/04/2009 9.00,"0,17498604","26,7452472","0,30760194",,
25/04/2009 10.00,"0,01277657","23,23319","0,27381112","14,16361046",
25/04/2009 11.00,"0,01648049","25,18128856","0,3320285",,
25/04/2009 12.00,"0,02462767","21,26562728","0,24195419","20,51280975",
25/04/2009 13.00,"0,02684982","16,49724842","0,17599655",,
25/04/2009 14.00,"0,09462168","11,38103851","0,10330055","12,21000957",
25/04/2009 15.00,"0,01888772","9,36025336","0,09154454",,
25/04/2009 16.00,"0,00259233","9,95986994","0,0820661","10,25640965",
25/04/2009 17.00,"0,06480934","11,58610242","0,10188158",,
25/04/2009 18.00,"0,1136945","20,67898744","0,16162861","9,27960968",
25/04/2009 19.00,"0,08314178","20,33763808","0,18225726",,
25/04/2009 20.00,"0,04981063","29,8497616","0,17946942","10,25640965",
25/04/2009 21.00,"0,08591921","77,73735032","0,35420893",,
25/04/2009 22.00,"0,10036163","99,71420336","0,56158126","18,07081032",
25/04/2009 23.00,"0,64105883","92,07754152","0,58043562",,
26/04/2009 0.00,"0,33367668","72,62500648","0,45263978","31,74603081",
26/04/2009 1.00,"0,13036008","44,780474","0,32377447",,
26/04/2009 2.00,,"32,42212816","0,26431054","25,39682007",
26/04/2009 3.00,"0,46846478",,"0,22100633",,
26/04/2009 4.00,"0,43001099","29,89127112","0,2159677","24,90842056",
26/04/2009 5.00,"0,5318015","35,4396848","0,27853053",,
26/04/2009 6.00,"0,38966457","35,52794272",,"19,04759979",
26/04/2009 7.00,"0,67215259","32,72843056","0,32261763",,
26/04/2009 8.00,"0,55000479","26,82830448","0,31278386","30,76922989",
26/04/2009 9.00,"0,77263524","18,79059299","0,27506116",,
26/04/2009 10.00,"1,30868272","20,49078928","0,2666685","26,37360954",
26/04/2009 11.00,"2,99784344","22,0456468","0,29578651",,
26/04/2009 12.00,"2,60083919","17,58357034","0,27263796","19,04759979",
26/04/2009 13.00,"1,91115962","15,67958735","0,24368538",,
26/04/2009 14.00,"1,55754974","10,80348067","0,19635959","18,55920982",
26/04/2009 15.00,"1,1631307","10,29471659","0,19882007",,
26/04/2009 16.00,"1,0450753","11,65229013","0,19519808","18,55920982",
26/04/2009 17.00,"0,89265955","15,92228707","0,21739483",,
26/04/2009 18.00,"1,16453009","21,78865488","0,22836913","17,58241081",
26/04/2009 19.00,"1,47999535","20,28572728","0,23566669",,
26/04/2009 20.00,"1,30355907","23,29678312","0,24239689","21,97801971",
26/04/2009 21.00,"1,34427467","23,27603792","0,24817529",,
26/04/2009 22.00,"0,83167819","19,29544512","0,22839126","25,88521957",
26/04/2009 23.00,"0,80150279","19,5563184","0,22772605",,
27/04/2009 0.00,"0,78977678","20,8697668","0,19998157","25,39682007",
27/04/2009 1.00,"0,59396766","18,06248236","0,21346645",,
27/04/2009 2.00,,"12,18960802","0,20752495","26,86202049",
27/04/2009 3.00,"1,29701671",,"0,21353402",,
27/04/2009 4.00,"1,73242492","16,69323033","0,21011241","24,42000961",
27/04/2009 5.00,"2,18900504","16,82431514","0,19426142",,
27/04/2009 6.00,"2,18256133","31,66805448",,"24,42000961",
27/04/2009 7.00,"2,56273728","39,44880464","0,32633514",,
27/04/2009 8.00,"3,05797865","33,42149232","0,36014111","28,81562042",
27/04/2009 9.00,"3,26417642","29,29294896","0,25631515",,
27/04/2009 10.00,"3,75297408","22,62190448","0,22336662","28,81562042",
27/04/2009 11.00,"4,45257245","22,79842032","0,21854468",,
27/04/2009 12.00,"5,53050499","18,56605918","0,21271269","24,90842056",
27/04/2009 13.00,"5,66490255","18,37007727","0,24193322",,
27/04/2009 14.00,"4,85760287","17,16305844","0,21145216","24,90842056",
27/04/2009 15.00,"5,05827629","17,2500162","0,20654635",,
27/04/2009 16.00,"3,9407611","21,19813368","0,25598895","26,86202049",
27/04/2009 17.00,"3,44644011","22,33376608","0,25266404",,
27/04/2009 18.00,"2,90701314","21,21371648","0,23501196","27,35042",
27/04/2009 19.00,"3,58543859","20,29092792","0,23128745",,
27/04/2009 20.00,"3,32769214","16,24416462","0,21521395","30,76922989",
27/04/2009 21.00,"3,12057399","14,90995382","0,20243273",,
27/04/2009 22.00,"3,18593149","12,66852769","0,19568971","37,6068306",
27/04/2009 23.00,"3,17212368","11,54197729","0,1901082",,
28/04/2009 0.00,"2,37955321","9,15519136","0,18266152","34,18803024",
28/04/2009 1.00,"1,44466884","8,7554457","0,15920424",,
28/04/2009 2.00,,"10,08965842","0,14952892","22,95482063",
28/04/2009 3.00,"0,63279876",,"0,15852621",,
28/04/2009 4.00,"1,11958479","14,0883961","0,15264762","12,21000957",
28/04/2009 5.00,"1,40265657","22,43240616","0,18736579",,
28/04/2009 6.00,"1,63492106","47,87978776",,"9,76801014",
28/04/2009 7.00,"1,66213904","65,52045424","0,41853674",,
28/04/2009 8.00,"2,3589315","62,19791448","0,53641377","6,83760691",
28/04/2009 9.00,"1,33823979","30,39615384","0,34747873",,
28/04/2009 10.00,"1,34465096","31,93932904","0,35424738","13,67521",
28/04/2009 11.00,"2,27001824","41,70190544","0,36052323",,
28/04/2009 12.00,"1,7138545","32,96333888","0,35544267","8,79120922",
28/04/2009 13.00,"0,96102229","34,19503016","0,37342677",,
28/04/2009 14.00,"1,73472233","20,238998","0,2729863","13,18680954",
28/04/2009 15.00,"1,71473116","24,09888624","0,27292339",,
28/04/2009 16.00,"1,72564865","24,12095072","0,29018403","12,69841003",
28/04/2009 17.00,"1,17402175","29,26960344","0,31477252",,
28/04/2009 18.00,"1,57413294","41,34111104","0,40329271","16,11721039",
28/04/2009 19.00,"1,77267677","50,85321544","0,411245",,
28/04/2009 20.00,"2,03503226","68,46533576","0,48512814","16,60560989",
28/04/2009 21.00,"1,49338517","44,35346704","0,35152361",,
28/04/2009 22.00,"1,37422837","32,66353728","0,28258473","13,18680954",
28/04/2009 23.00,"1,38541842","28,51294856","0,2899254",,
29/04/2009 0.00,"1,08782998","21,5861932","0,25684872","12,21000957",
29/04/2009 1.00,"0,46604025","18,82823071","0,24316579",,
29/04/2009 2.00,,"13,4485453","0,23902189","11,23320961",
29/04/2009 3.00,"0,72851981",,"0,22246607",,
29/04/2009 4.00,"1,27415455","27,82636848","0,25765606","11,23320961",
29/04/2009 5.00,"1,55800535","45,74349104","0,2799262",,
29/04/2009 6.00,"1,26478391","63,04672776",,"13,18680954",
29/04/2009 7.00,"2,13114791","68,43288912","0,44218041",,
29/04/2009 8.00,"2,20823244","66,68857152","0,52203534","26,37360954",
29/04/2009 9.00,"2,22727678","40,6532308","0,43958363",,
29/04/2009 10.00,"1,90443013","39,13602056","0,3910008","25,39682007",
29/04/2009 11.00,"1,3838858","27,88736128","0,27879266",,
29/04/2009 12.00,"1,71398773","28,18846304","0,29230782","22,95482063",
29/04/2009 13.00,"2,34607662","25,612196","0,29278664",,
29/04/2009 14.00,"2,00237232","21,21629768","0,22511994","21,0012207",
29/04/2009 15.00,"1,73121774","22,66471416","0,18790868",,
29/04/2009 16.00,"1,91894069","33,41759184","0,19163202","21,48962021",
29/04/2009 17.00,"2,19190857","38,62855664","0,22686162",,
29/04/2009 18.00,"2,49117608","50,2665756","0,27668634","21,97801971",
29/04/2009 19.00,"2,63808986","73,63345264","0,42339712",,
29/04/2009 20.00,"2,84666945","76,35900864","0,43021819","24,42000961",
29/04/2009 21.00,"2,24813444","37,64347512","0,26306516",,
29/04/2009 22.00,"2,30980226","33,37996368","0,21532229","26,37360954",
29/04/2009 23.00,"2,14656461","22,05342864","0,21637778",,
30/04/2009 0.00,"1,68224716","22,66603344","0,21270687","19,53602028",
30/04/2009 1.00,"1,64869226","20,36750352","0,20879014",,
30/04/2009 2.00,,"17,04105563","0,16575504","16,60560989",
30/04/2009 3.00,"0,57013935",,"0,17111753",,
30/04/2009 4.00,"0,24980164","19,84963832","0,17345685","9,27960968",
30/04/2009 5.00,"0,35309325","31,83808864","0,26904394",,
30/04/2009 6.00,"0,32199746","33,90431056",,"12,21000957",
30/04/2009 7.00,"0,46750168","55,38798232","0,3037889",,
30/04/2009 8.00,"1,45641316","76,80806096","0,58378267","17,58241081",
30/04/2009 9.00,"1,13482657","48,45994592","0,40100698",,
30/04/2009 10.00,"1,10220833","48,79479448","0,38933951","18,55920982",
30/04/2009 11.00,"0,65366556","21,80035632","0,21919825",,
30/04/2009 12.00,"0,39763581","22,69327944","0,19916607","17,09399986",
30/04/2009 13.00,"0,54062703","20,77762752","0,20123162",,"0,12450012"
30/04/2009 14.00,"0,5006691","17,56799901","0,13464721","24,90842056","0,59429412"
30/04/2009 15.00,"0,79111413","18,13905796","0,16057312",,"0,56316985"
30/04/2009 16.00,"0,35592559","28,2390928","0,1854214","22,95482063","0,84264654"
30/04/2009 17.00,"0,52104368","66,32255736","0,42909746",,"0,98708698"
30/04/2009 18.00,"0,39748326","69,17656152","0,34794007","12,69841003","1,76861792"
30/04/2009 19.00,"0,8096459","81,52324416","0,39463327",,"1,2736969"
30/04/2009 20.00,"1,02893043","84,561546","0,34779095","21,48962021","1,80946979"
30/04/2009 21.00,"0,4384165","84,90939616","0,35016405",,"1,2124196"
30/04/2009 22.00,"0,23227365","70,71843656","0,25779703","11,72161007","1,26332147"
30/04/2009 23.00,"0,56847961","64,5301912","0,22900871",,"0,9543406"
01/05/2009 0.00,"0,44989843","56,9285572","0,21765229","7,81440783","0,95482672"
01/05/2009 1.00,"0,36162079","38,83751912","0,13952273",,"0,80682068"
01/05/2009 2.00,,"30,92050072","0,1317883","6,83760691","0,59137635"
01/05/2009 3.00,,,"0,11120275",,"0,59332187"
01/05/2009 4.00,,"22,15595008","0,11500764","4,39560509","0,54387838"
01/05/2009 5.00,,"23,8821228","0,35671951",,"2,82557381"
01/05/2009 6.00,,"34,30925304",,"15,14041042","2,28104659"
01/05/2009 7.00,,"35,75766952","0,27983883",,"0,9577445"
01/05/2009 8.00,,"29,99381168","0,32049966","9,76801014","0,43769646"
01/05/2009 9.00,,"18,55567511","0,22482287",,
01/05/2009 10.00,,"15,98848434","0,18880922","13,18680954",
01/05/2009 11.00,,"15,70943941","0,21927747",,
01/05/2009 12.00,,"14,7827561","0,16405297","7,81440783",
01/05/2009 13.00,,"13,22011674","0,16022478",,
01/05/2009 14.00,,"9,86382827","0,12088739","4,88400507",
01/05/2009 15.00,,"8,82553197","0,13312222",,
01/05/2009 16.00,,"10,22333016","0,14309695","3,90720391",
01/05/2009 17.00,,"14,69320185","0,18714211",,
01/05/2009 18.00,,"21,0385008","0,22811749","13,18680954",
01/05/2009 19.00,,"50,79870432","0,36491994",,
01/05/2009 20.00,,"95,46497456","0,54483905","18,07081032",
01/05/2009 21.00,,"70,757384","0,3913037",,
01/05/2009 22.00,,"39,60715648","0,26281934","19,04759979",
01/05/2009 23.00,,"30,93866472","0,25615904",,
02/05/2009 0.00,,"32,01848584","0,2386654","21,48962021",
02/05/2009 1.00,,"31,32932456","0,24808792",,
02/05/2009 2.00,,"24,40646968","0,21708727","25,88521957",
