,Bari,,,
22/08/2009 21.00,"2,20701611","21,20201504","0,44556008","24,39999962"
22/08/2009 22.00,"2,22146361","43,203552","0,5579686","24,39999962"
22/08/2009 23.00,"2,00473583","29,86532528","0,55761211","24,39999962"
23/08/2009 0.00,"1,95236033","23,009964","0,59442261","24,39999962"
23/08/2009 1.00,"2,14199726","16,66467843","0,594383","27,10000038"
23/08/2009 2.00,"2,05711234","13,35640028","0,63328701","27,10000038"
23/08/2009 3.00,"1,89456625","8,85148737","0,65402401","27,10000038"
23/08/2009 4.00,"2,17992425","8,30768015","0,65710427","27,10000038"
23/08/2009 5.00,"2,29551341","12,57897534","0,65197012","27,10000038"
23/08/2009 6.00,"2,37497976","15,71203399","0,61200013","27,10000038"
23/08/2009 7.00,"2,15463959","16,09879718","0,58794521","27,10000038"
23/08/2009 8.00,"2,75064227","17,61861347","0,61041923","27,10000038"
23/08/2009 9.00,"3,20577113","11,02282722","0,55370237","27,10000038"
23/08/2009 10.00,"3,02516515","10,52703989","0,50365979","27,10000038"
23/08/2009 11.00,"6,25983332","13,47840118","0,44718059","27,10000038"
23/08/2009 12.00,"3,6428401","7,50948898","0,39788828","27,10000038"
23/08/2009 13.00,"2,51043501","5,71972314","0,31830247","27,10000038"
23/08/2009 14.00,"2,45805951","3,7365738","0,2409686","27,10000038"
23/08/2009 15.00,"2,31176711","3,93255189","0,27872742","27,10000038"
23/08/2009 16.00,"2,38220453","4,28946684","0,32359506","27,10000038"
23/08/2009 17.00,"2,42916145","5,17980876","0,38193244","27,10000038"
23/08/2009 18.00,"2,23049457","5,20057308","0,3496631","27,10000038"
23/08/2009 19.00,"2,11671261","5,74957329","0,37095231","27,10000038"
23/08/2009 20.00,"2,13657869","9,63929638","0,44026865","27,10000038"
23/08/2009 21.00,"2,24133071","11,59648841","0,49414174","27,10000038"
23/08/2009 22.00,"1,90540238","7,26808369","0,48276668","27,10000038"
23/08/2009 23.00,"1,85663825","4,72944672","0,51949797","27,10000038"
24/08/2009 0.00,"1,87429744",,,"27,10000038"
24/08/2009 1.00,,"13,59391083","0,74190346","15,30000019"
24/08/2009 2.00,"2,19437276",,"0,72926437","15,30000019"
24/08/2009 3.00,"2,07697842",,,"15,30000019"
24/08/2009 4.00,"1,98667492","8,42318981","0,74897384","15,30000019"
24/08/2009 5.00,"1,83677116","11,54067522","0,66362128","15,30000019"
24/08/2009 6.00,"1,91081994","14,9333089","0,65769609","15,30000019"
24/08/2009 7.00,"1,97764498","30,31697792","0,63565662","15,30000019"
24/08/2009 8.00,"1,87108677","29,87182608","0,59276482","15,30000019"
24/08/2009 9.00,"2,01376679","19,89376728","0,55907418","15,30000019"
24/08/2009 10.00,"2,29190103","14,0689262","0,55417652","15,30000019"
24/08/2009 11.00,"2,17631288","11,63671689","0,57321379","15,30000019"
24/08/2009 12.00,"2,10768165","12,37779662","0,59098703","15,30000019"
24/08/2009 13.00,"2,23230076","9,9274233","0,57447781","15,30000019"
24/08/2009 14.00,"2,18173044","9,19282908","0,53446705","15,30000019"
24/08/2009 15.00,"2,1528334","8,16880586","0,55678379","15,30000019"
24/08/2009 16.00,"1,92707465","7,74570129","0,54864743","15,30000019"
24/08/2009 17.00,"2,17270049","9,09938199","0,54730302","15,30000019"
24/08/2009 18.00,"2,05349996","7,61461648","0,54288068","15,30000019"
24/08/2009 19.00,"1,61643099","10,91899224","0,56219405","15,30000019"
24/08/2009 20.00,"2,29370722","15,38496918","0,56835574","15,30000019"
24/08/2009 21.00,"2,08781557","16,18705892","0,54082562","15,30000019"
24/08/2009 22.00,"2,27203394","21,91456008","0,5161416","15,30000019"
24/08/2009 23.00,"2,23410695","13,94043598","0,52242095","15,30000019"
25/08/2009 0.00,"2,34788891","17,86520985","0,5376277","15,30000019"
25/08/2009 1.00,"2,29190103","16,42327122","0,55891574","17,89999962"
25/08/2009 2.00,"2,17992425","14,65297337","0,55607198","17,89999962"
25/08/2009 3.00,"2,25216684","14,13771805","0,5566638","17,89999962"
25/08/2009 4.00,"2,15102721","10,3115919","0,56286509","17,89999962"
25/08/2009 5.00,"2,13657869","11,48746617","0,54402588","17,89999962"
25/08/2009 6.00,"2,29009484","18,41550639","0,56227327","17,89999962"
25/08/2009 7.00,"2,30996092","24,1520972","0,57578028","17,89999962"
25/08/2009 8.00,"2,23049457","28,01974816","0,53821952","17,89999962"
25/08/2009 9.00,"2,15825198","21,85484832","0,51795784","17,89999962"
25/08/2009 10.00,"2,43458003","22,41684248","0,49433863","17,89999962"
25/08/2009 11.00,"2,48876172","25,5356204","0,46665124","17,89999962"
25/08/2009 12.00,"3,07392827","21,06704696","0,45255124","17,89999962"
25/08/2009 13.00,"2,48515035","16,63741714","0,46763916","17,89999962"
25/08/2009 14.00,"2,39845924","15,89373326","0,46289994","17,89999962"
25/08/2009 15.00,"2,35872505","14,19482375","0,43221034","17,89999962"
25/08/2009 16.00,"2,23952451","29,78744952","0,47865889","17,89999962"
25/08/2009 17.00,"2,39123447","26,34808656","0,49252239","17,89999962"
25/08/2009 18.00,"2,05891853","28,20924648","0,54943614","17,89999962"
25/08/2009 19.00,"2,36956118","28,60768816","0,5915404","17,89999962"
25/08/2009 20.00,"2,32441045","36,30406176","0,60394183","17,89999962"
25/08/2009 21.00,"2,24133071","38,75964336","0,63407805","17,89999962"
25/08/2009 22.00,"2,10768165","44,8414668","0,66618894","17,89999962"
25/08/2009 23.00,"2,22507599","20,5206356","0,56511704","17,89999962"
26/08/2009 0.00,"2,01737815","13,84828905","0,5467112","17,89999962"
26/08/2009 1.00,,"12,27137852","0,50591174",31
26/08/2009 2.00,"2,32982801",,"0,50891278",31
26/08/2009 3.00,"2,52127114",,,31
26/08/2009 4.00,"2,55016818",,"0,6271661",31
26/08/2009 5.00,"2,46167087",,"0,58834131",31
26/08/2009 6.00,"2,55378056",,"0,57917742",31
26/08/2009 7.00,,,,31
26/08/2009 8.00,"1,83496598","23,81982984","0,77330254",31
26/08/2009 9.00,"1,99028731","13,36937894","0,67349582",31
26/08/2009 10.00,"1,98848111","11,7600103","0,68763543",31
26/08/2009 11.00,"1,86928058","11,39530777","0,68692478",31
26/08/2009 12.00,"2,13838488","24,5128916","0,78546747",31
26/08/2009 13.00,"2,19256657","33,4591396","0,74202229",31
26/08/2009 14.00,"2,11671261","28,94903752","0,73439853",31
26/08/2009 15.00,"2,04266382","22,37141336","0,73266035",31
26/08/2009 16.00,"1,98306356","27,97171872","0,73696619",31
26/08/2009 17.00,"2,05711234","32,3961632","0,76512657",31
26/08/2009 18.00,"1,93791181","43,13995888","0,77966111",31
26/08/2009 19.00,"2,02460292","33,596708","0,73459658",31
26/08/2009 20.00,"1,88734148","20,00797104","0,74107398",31
26/08/2009 21.00,"2,0805908","14,904757","0,73811138",31
26/08/2009 22.00,"1,81690508","15,49788617","0,7661541",31
26/08/2009 23.00,"1,71576545","13,49656709","0,76070423",31
27/08/2009 0.00,"1,88011773","13,54589095","0,76398137",31
27/08/2009 1.00,"1,94874794","10,09744599","0,73088372","29,70000076"
27/08/2009 2.00,"2,1004579","13,30966909","0,70841087","29,70000076"
27/08/2009 3.00,"2,12393636","20,95932488","0,71800814","29,70000076"
27/08/2009 4.00,"2,09142694","20,33503776","0,73155593","29,70000076"
27/08/2009 5.00,"2,26842155","28,41558952","0,72551191","29,70000076"
27/08/2009 6.00,"2,25758542","39,06852696","0,75481865","29,70000076"
27/08/2009 7.00,"2,28106388","53,0401228","0,78053136","29,70000076"
27/08/2009 8.00,"1,88011773","34,94260304","0,72681554","29,70000076"
27/08/2009 9.00,"1,86386302","16,69971966","0,65133752","29,70000076"
27/08/2009 10.00,,"8,91508431","0,58320599","29,70000076"
27/08/2009 11.00,"1,43221262","19,53425392","0,5214342","29,70000076"
27/08/2009 12.00,"1,25521801","40,80248152","0,61184053","29,70000076"
27/08/2009 13.00,"1,42318166","33,66938312","0,62447961","29,70000076"
27/08/2009 14.00,"1,31301209","25,97819104","0,62720571","29,70000076"
27/08/2009 15.00,"0,58336035","25,3915512","0,59181651","29,70000076"
27/08/2009 16.00,"0,46054743","33,78878752","0,61460624","29,70000076"
27/08/2009 17.00,"0,21311642","37,3501552","0,59039521","29,70000076"
27/08/2009 18.00,"0,05779408","35,82774432","0,61168325","29,70000076"
27/08/2009 19.00,"0,08488492","44,28857376","0,63917259","29,70000076"
27/08/2009 20.00,,"53,46452944","0,66302946","29,70000076"
27/08/2009 21.00,,"44,53518352","0,60327079","29,70000076"
27/08/2009 22.00,,"76,98327664","0,73570333","29,70000076"
27/08/2009 23.00,,"67,99940048","0,65497232","29,70000076"
28/08/2009 0.00,,"77,9423932","0,66176427","29,70000076"
28/08/2009 1.00,,"63,56847432","0,59229066","35,29999161"
28/08/2009 2.00,,,"0,50449044","35,29999161"
28/08/2009 3.00,,,,"35,29999161"
28/08/2009 4.00,,,"0,50038265","35,29999161"
28/08/2009 5.00,,,"0,41246243","35,29999161"
28/08/2009 6.00,,,"0,40408957","35,29999161"
28/08/2009 7.00,,,"0,4659802","35,29999161"
28/08/2009 8.00,,,"0,44891761","35,29999161"
28/08/2009 9.00,,,"0,36332972","35,29999161"
28/08/2009 10.00,,,"0,27023457","35,29999161"
28/08/2009 11.00,,,"0,23524146","35,29999161"
28/08/2009 12.00,,,"0,2365451","35,29999161"
28/08/2009 13.00,,,"0,28086053","35,29999161"
28/08/2009 14.00,,,"0,34290843","35,29999161"
28/08/2009 15.00,,,"0,39168698","35,29999161"
28/08/2009 16.00,,,"0,37707322","35,29999161"
28/08/2009 17.00,,,"0,38746153","35,29999161"
28/08/2009 18.00,,,"0,4706402","35,29999161"
28/08/2009 19.00,,,"0,46609903","35,29999161"
28/08/2009 20.00,,,"0,50113291","35,29999161"
28/08/2009 21.00,,,"0,55852081","35,29999161"
28/08/2009 22.00,,,"0,6059165","35,29999161"
28/08/2009 23.00,,,"0,56871106","35,29999161"
29/08/2009 0.00,,,"0,57550418","35,29999161"
29/08/2009 1.00,,,"0,54070796",
29/08/2009 2.00,,,"0,54141861",
29/08/2009 3.00,,,"0,5755834",
29/08/2009 4.00,,,"0,5740421",
29/08/2009 5.00,,,"0,57684742",
29/08/2009 6.00,,,"0,57400366",
29/08/2009 7.00,,,,
29/08/2009 8.00,,,,
29/08/2009 9.00,,,,
29/08/2009 10.00,,,,
29/08/2009 11.00,,,,
29/08/2009 12.00,,,,
29/08/2009 13.00,,,,
29/08/2009 14.00,,,,
29/08/2009 15.00,,,,
29/08/2009 16.00,,,,
29/08/2009 17.00,,,,
29/08/2009 18.00,,,,
29/08/2009 19.00,,,,
29/08/2009 20.00,,,,
29/08/2009 21.00,,,,
29/08/2009 22.00,,,,
29/08/2009 23.00,,,,
30/08/2009 0.00,,,,
30/08/2009 1.00,,,,"20,20000076"
30/08/2009 2.00,,,,"20,20000076"
30/08/2009 3.00,,,,"20,20000076"
30/08/2009 4.00,,,,"20,20000076"
30/08/2009 5.00,,,,"20,20000076"
30/08/2009 6.00,,,,"20,20000076"
30/08/2009 7.00,,,,"20,20000076"
30/08/2009 8.00,,,,"20,20000076"
30/08/2009 9.00,,,,"20,20000076"
30/08/2009 10.00,,,,"20,20000076"
30/08/2009 11.00,,,,"20,20000076"
30/08/2009 12.00,,,,"20,20000076"
30/08/2009 13.00,,,,"20,20000076"
30/08/2009 14.00,,,,"20,20000076"
30/08/2009 15.00,,,,"20,20000076"
30/08/2009 16.00,,,,"20,20000076"
30/08/2009 17.00,,,,"20,20000076"
30/08/2009 18.00,,,,"20,20000076"
30/08/2009 19.00,,,,"20,20000076"
30/08/2009 20.00,,,,"20,20000076"
30/08/2009 21.00,,,,"20,20000076"
30/08/2009 22.00,,,,"20,20000076"
30/08/2009 23.00,,,,"20,20000076"
31/08/2009 0.00,,,,"20,20000076"
31/08/2009 1.00,,,,"17,20000076"
31/08/2009 2.00,,,,"17,20000076"
31/08/2009 3.00,,,,"17,20000076"
31/08/2009 4.00,,,,"17,20000076"
31/08/2009 5.00,,,,"17,20000076"
31/08/2009 6.00,,,,"17,20000076"
31/08/2009 7.00,,,,"17,20000076"
31/08/2009 8.00,,,,"17,20000076"
31/08/2009 9.00,,,,"17,20000076"
31/08/2009 10.00,,,,"17,20000076"
31/08/2009 11.00,,,,"17,20000076"
31/08/2009 12.00,,,,"17,20000076"
31/08/2009 13.00,,,,"17,20000076"
31/08/2009 14.00,,,,"17,20000076"
31/08/2009 15.00,,,,"17,20000076"
31/08/2009 16.00,,,,"17,20000076"
31/08/2009 17.00,,"13,23569954","0,66650466","17,20000076"
31/08/2009 18.00,,"11,67824935","0,6142113","17,20000076"
31/08/2009 19.00,,"10,97350336","0,62132013","17,20000076"
31/08/2009 20.00,,"14,02480106","0,58885391","17,20000076"
31/08/2009 21.00,,"14,89826576","0,56823691","17,20000076"
31/08/2009 22.00,,"17,55761302","0,57108067","17,20000076"
31/08/2009 23.00,,"28,7011276","0,57056691","17,20000076"
01/09/2009 0.00,,"19,66144016","0,54939769","17,20000076"
01/09/2009 1.00,,,"0,54007653","36,20000076"
01/09/2009 2.00,,,"0,52064316","36,20000076"
01/09/2009 3.00,,,,"36,20000076"
01/09/2009 4.00,,,"0,58774833","36,20000076"
01/09/2009 5.00,,,"0,5222229","36,20000076"
01/09/2009 6.00,,,"0,50938693","36,20000076"
01/09/2009 7.00,,,"0,53932627","36,20000076"
01/09/2009 8.00,,,"0,54441965","36,20000076"
01/09/2009 9.00,,,"0,46147864","36,20000076"
01/09/2009 10.00,,,"0,46530916","36,20000076"
01/09/2009 11.00,,,"0,4338693","36,20000076"
01/09/2009 12.00,,,"0,44200566","36,20000076"
01/09/2009 13.00,,,"0,43951839","36,20000076"
01/09/2009 14.00,,,"0,44271631","36,20000076"
01/09/2009 15.00,,,"0,45203748","36,20000076"
01/09/2009 16.00,,,"0,49240356","36,20000076"
01/09/2009 17.00,,,"0,54777718","36,20000076"
01/09/2009 18.00,,,"0,59027521","36,20000076"
01/09/2009 19.00,,,"0,59781975","36,20000076"
01/09/2009 20.00,,,"0,55539977","36,20000076"
01/09/2009 21.00,,,"0,6274026","36,20000076"
01/09/2009 22.00,,,"0,61662052","36,20000076"
01/09/2009 23.00,,,"0,66374011","36,20000076"
02/09/2009 0.00,,,"0,6972327","36,20000076"
02/09/2009 1.00,,"33,77190456","0,67333738","43,5"
02/09/2009 2.00,,"35,80309864","0,68656829","43,5"
02/09/2009 3.00,,"27,67711776","0,67554855","43,5"
02/09/2009 4.00,,"34,60903552","0,7037101","43,5"
02/09/2009 5.00,,"41,68374144","0,68929439","43,5"
02/09/2009 6.00,,"55,97072168","0,67815582","43,5"
02/09/2009 7.00,,"61,75792504","0,70126127","43,5"
02/09/2009 8.00,,"57,13101888","0,61962273","43,5"
02/09/2009 9.00,,"45,66301496","0,64880947","43,5"
02/09/2009 10.00,,"52,89867304","0,68538348","43,5"
02/09/2009 11.00,,"43,78241","0,60860299","43,5"
02/09/2009 12.00,,"28,45583712","0,56744704","43,5"
02/09/2009 13.00,,"25,30329328","0,61436974","43,5"
02/09/2009 14.00,,"24,89186912","0,59047443","43,5"
02/09/2009 15.00,,"25,88345144","0,63838272","43,5"
02/09/2009 16.00,,"28,11448776","0,64900752","43,5"
02/09/2009 17.00,,,"0,61831909","43,5"
02/09/2009 18.00,,,,"43,5"
02/09/2009 19.00,,"31,01133984","0,69316452","43,5"
02/09/2009 20.00,,"38,07306328","0,68443517","43,5"
02/09/2009 21.00,,"32,830952","0,60342806","43,5"
02/09/2009 22.00,,"36,7466324","0,63941025","43,5"
02/09/2009 23.00,,"33,10222656","0,65591947","43,5"
03/09/2009 0.00,,"35,87965512","0,71322931","43,5"
03/09/2009 1.00,,"31,53698688","0,67554855","33,79999161"
03/09/2009 2.00,"2,30996092",,"0,71816658","33,79999161"
03/09/2009 3.00,"2,07878461",,,"33,79999161"
03/09/2009 4.00,"2,05169377","20,75816336","0,79131344","33,79999161"
03/09/2009 5.00,"2,01557196","25,27994776","0,74810475","33,79999161"
03/09/2009 6.00,"2,14922102","45,404742","0,73668892","33,79999161"
03/09/2009 7.00,"2,12032398","56,65988296","0,76117838","33,79999161"
03/09/2009 8.00,"2,12754875","56,83509864","0,83792043","33,79999161"
03/09/2009 9.00,"1,84580212","34,63500048","0,68700283","33,79999161"
03/09/2009 10.00,"2,03182667","33,80695152","0,68479166","33,79999161"
03/09/2009 11.00,"2,07156086","41,47349792","0,69438893","33,79999161"
03/09/2009 12.00,"2,27203394","33,1125896","0,66887427","33,79999161"
03/09/2009 13.00,"2,12754875","35,8835556","0,69991802","33,79999161"
03/09/2009 14.00,"1,69770454","34,56492568","0,61741039","33,79999161"
03/09/2009 15.00,"1,62365576","33,72259408","0,55366276","33,79999161"
03/09/2009 16.00,"1,74466248","32,98800368","0,58581326","33,79999161"
03/09/2009 17.00,"1,75730481","35,58893552","0,58277145","33,79999161"
03/09/2009 18.00,"1,39067224","25,85748648","0,55480795","33,79999161"
03/09/2009 19.00,"1,35816384","23,17609768","0,57309496","33,79999161"
03/09/2009 20.00,"1,67241989","11,58999908","0,58873625","33,79999161"
03/09/2009 21.00,"1,53877083","9,27719034","0,65473466","33,79999161"
03/09/2009 22.00,"1,44304876","10,59841676","0,6750744","33,79999161"
03/09/2009 23.00,"1,74827385","14,20261515","0,66200193","33,79999161"
04/09/2009 0.00,"1,39609082","12,92031132","0,6082465","33,79999161"
04/09/2009 1.00,"1,3816423","9,07472102","0,54434159","26,7999897"
04/09/2009 2.00,"1,29856357","8,85019103","0,52072238","26,7999897"
04/09/2009 3.00,"1,50264903","8,46472227","0,51487758","26,7999897"
04/09/2009 4.00,"1,46291585","12,03256398","0,52743744","26,7999897"
04/09/2009 5.00,"1,65616518","20,83471984","0,53675861","26,7999897"
04/09/2009 6.00,"1,60378866","28,7102096","0,55014679","26,7999897"
04/09/2009 7.00,"1,73021396","37,25929696","0,57645249","26,7999897"
04/09/2009 8.00,"1,52973987","38,54159888","0,59454261","26,7999897"
04/09/2009 9.00,"1,87469915","21,14622288","0,56093003","26,7999897"
04/09/2009 10.00,"1,58211639","13,91448822","0,58237768","26,7999897"
04/09/2009 11.00,"1,68144983","34,71157608","0,67570699","26,7999897"
04/09/2009 12.00,"2,05530615","41,18277832","0,63937064","26,7999897"
04/09/2009 13.00,"1,95055413","33,47600344","0,61776572","26,7999897"
04/09/2009 14.00,"1,64894041","26,98923752","0,58059989","26,7999897"
04/09/2009 15.00,"1,43401882","25,66800728","0,53703471","26,7999897"
04/09/2009 16.00,"1,2209024","20,46094296","0,38169478","26,7999897"
04/09/2009 17.00,"1,18478059","18,74775846","0,2663656","26,7999897"
04/09/2009 18.00,"0,92290106","21,84706648","0,3013191","26,7999897"
04/09/2009 19.00,"0,96444042","22,46745312","0,35140128","26,7999897"
04/09/2009 20.00,"1,28050267","14,5582223","0,54157705","26,7999897"
04/09/2009 21.00,"1,16852588","14,62831813","0,65469505","26,7999897"
04/09/2009 22.00,"1,06558006","9,05655128","0,62345325","26,7999897"
04/09/2009 23.00,"1,04752017","7,60553066","0,63218143","26,7999897"
05/09/2009 0.00,"1,112538","9,38491434","0,58273184","26,7999897"
05/09/2009 1.00,,"7,70676532","0,5705273","23,20000076"
05/09/2009 2.00,"1,25521801",,"0,55804665","23,20000076"
05/09/2009 3.00,"1,14504742",,,"23,20000076"
05/09/2009 4.00,"1,24438086","8,38165734","0,64023857","23,20000076"
05/09/2009 5.00,"1,25882938","7,74051021","0,55962756","23,20000076"
05/09/2009 6.00,"1,17394446","37,6927856","0,64770389","23,20000076"
05/09/2009 7.00,"1,44485495","54,27051392","0,63553896","23,20000076"
05/09/2009 8.00,"1,17575065","25,03203784","0,53569147","23,20000076"
05/09/2009 9.00,"1,54960697","21,69521544","0,52459251","23,20000076"
05/09/2009 10.00,"1,15407736","15,69515868","0,57104106","23,20000076"
05/09/2009 11.00,"1,33468436","10,59582218","0,57736119","23,20000076"
05/09/2009 12.00,"1,53154607","10,71133374","0,57506963","23,20000076"
05/09/2009 13.00,"1,2209024","10,84241855","0,55559899","23,20000076"
05/09/2009 14.00,"1,39247843","9,18633975","0,55066055","23,20000076"
05/09/2009 15.00,"1,23354473","6,52829838","0,53561225","23,20000076"
05/09/2009 16.00,"1,04210159","3,96240394","0,39093672","23,20000076"
05/09/2009 17.00,"0,91206492","5,31608465","0,28781209","23,20000076"
05/09/2009 18.00,"0,88136169","9,70418966","0,25937444","23,20000076"
05/09/2009 19.00,"1,09989567","8,08963758","0,28370313","23,20000076"
05/09/2009 20.00,"1,09447709","9,31742456","0,42288918","23,20000076"
05/09/2009 21.00,"0,81634285","12,57118394","0,51448264","23,20000076"
05/09/2009 22.00,"0,85427085","11,0163379","0,52309316","23,20000076"
05/09/2009 23.00,"0,88136169","13,36288961","0,51780056","23,20000076"
06/09/2009 0.00,"1,02042831","14,63480746","0,46167552","23,20000076"
06/09/2009 1.00,"0,80189433","16,4920516","0,40136347","11,10000038"
06/09/2009 2.00,"0,80189433","10,55429162","0,39555828","11,10000038"
06/09/2009 3.00,"0,9499919","9,52248847","0,42766801","11,10000038"
06/09/2009 4.00,"0,72965174","7,24602112","0,47925071","11,10000038"
06/09/2009 5.00,"0,81814904","4,32710647","0,46720461","11,10000038"
06/09/2009 6.00,"0,81995523","4,52438281","0,49805148","11,10000038"
06/09/2009 7.00,"0,87774931","4,64897829","0,50401628","11,10000038"
06/09/2009 8.00,"0,87052454","4,82548839","0,51361239","11,10000038"
06/09/2009 9.00,"0,91748248","5,08376518","0,5770047","11,10000038"
06/09/2009 10.00,"1,09447709","4,49453075","0,56748665","11,10000038"
06/09/2009 11.00,"1,58934014","3,9585092","0,60220365","11,10000038"
06/09/2009 12.00,"1,51167897","3,8728516","0,60086157","11,10000038"
06/09/2009 13.00,"2,0101544","3,73787205","0,59149963","11,10000038"
06/09/2009 14.00,"2,26300399","3,94293596","0,57708508","11,10000038"
06/09/2009 15.00,"2,03182667","3,41859482","0,56258899","11,10000038"
06/09/2009 16.00,"2,09503932","3,40561616","0,5325716","11,10000038"
06/09/2009 17.00,"2,10406927","3,77680802","0,49824953","11,10000038"
06/09/2009 18.00,"1,73382533","3,59899966","0,52352654","11,10000038"
06/09/2009 19.00,"1,67783745","4,04546696","0,5323351","11,10000038"
06/09/2009 20.00,"1,3635814","3,77291518","0,51195343","11,10000038"
06/09/2009 21.00,"1,62546195","3,75734003","0,51582472","11,10000038"
06/09/2009 22.00,"1,62907331","3,84819062","0,49429902","11,10000038"
06/09/2009 23.00,"1,48639432","8,86965902","0,48726941","11,10000038"
07/09/2009 0.00,"1,54960697","9,20450949","0,42699697","11,10000038"
07/09/2009 1.00,,"4,72944672","0,40326009","14,19999981"
07/09/2009 2.00,"1,94694175",,"0,41088269","14,19999981"
07/09/2009 3.00,"2,03363286",,,"14,19999981"
07/09/2009 4.00,"2,13116113","3,2187239","0,42115216","14,19999981"
07/09/2009 5.00,"2,11129403","4,57629743","0,36933296","14,19999981"
07/09/2009 6.00,"2,77773312","5,7158284","0,34456739","14,19999981"
07/09/2009 7.00,"3,61755545","8,90340199","0,29681637","14,19999981"
07/09/2009 8.00,"3,70966412","14,4232523","0,30977117","14,19999981"
07/09/2009 9.00,"3,60310693","14,96316286","0,30242585","14,19999981"
07/09/2009 10.00,"3,37915437","12,49461026","0,30337299","14,19999981"
07/09/2009 11.00,"3,40624522","11,92225114","0,25455483","14,19999981"
07/09/2009 12.00,"2,93486165","10,61659223","0,28532248","14,19999981"
07/09/2009 13.00,"2,88790371","12,02348198","0,26743041","14,19999981"
07/09/2009 14.00,"2,83552719","7,79891416","0,25084314","14,19999981"
07/09/2009 15.00,"2,36775601","7,89884866","0,23405666","14,19999981"
07/09/2009 16.00,"2,06975467","7,13699888","0,26249431","14,19999981"
07/09/2009 17.00,"1,99028731","7,23823163","0,25032938","14,19999981"
07/09/2009 18.00,"1,73201914","7,30053033","0,24049445","14,19999981"
07/09/2009 19.00,"1,56766787","6,24016954","0,2488673","14,19999981"
07/09/2009 20.00,"1,17755684","5,15514778","0,24025795","14,19999981"
07/09/2009 21.00,"1,06558006","3,98576476","0,20332862","14,19999981"
07/09/2009 22.00,"1,32384822","4,00782924","0,20692264","14,19999981"
07/09/2009 23.00,"1,08725334","3,94553246","0,18444979","14,19999981"
08/09/2009 0.00,"1,4520787","5,92089231","0,20794901","14,19999981"
08/09/2009 1.00,"1,25160563","5,36929752","0,21490056","15,30000019"
08/09/2009 2.00,"1,22993234","4,64119071","0,22252316","15,30000019"
08/09/2009 3.00,"1,3635814","3,64442496","0,21948251","15,30000019"
08/09/2009 4.00,"1,45749728","8,78529584","0,22382679","15,30000019"
08/09/2009 5.00,"1,30759351","23,11638592","0,27604093","15,30000019"
08/09/2009 6.00,"0,98250133","19,427832","0,28698144","15,30000019"
08/09/2009 7.00,"1,19561774","17,0735061","0,30459741","15,30000019"
08/09/2009 8.00,"1,29675738","17,64067604","0,3260835","15,30000019"
08/09/2009 9.00,"1,52793368","15,40574115","0,31537948","15,30000019"
08/09/2009 10.00,"1,59656491","11,98584426","0,31921117","15,30000019"
08/09/2009 11.00,"1,66338893","10,69057325","0,28907611","15,30000019"
08/09/2009 12.00,"1,54599458","10,20126759","0,29322235","15,30000019"
08/09/2009 13.00,"1,50626141","8,69574541","0,29630261","15,30000019"
08/09/2009 14.00,"1,3292668","8,69055242","0,32529363","15,30000019"
08/09/2009 15.00,"1,44485495","8,27263702","0,30329377","15,30000019"
08/09/2009 16.00,"1,26063557","12,54263205","0,29958208","15,30000019"
08/09/2009 17.00,"2,13838488","10,83982397","0,31482727","15,30000019"
08/09/2009 18.00,"2,24674928","11,44852829","0,35499531","15,30000019"
08/09/2009 19.00,"1,67422506","8,61138032","0,3166039","15,30000019"
08/09/2009 20.00,"1,37080616","6,44133871","0,3043213","15,30000019"
08/09/2009 21.00,"1,07461102","5,34723304","0,27805638","15,30000019"
08/09/2009 22.00,"1,03848921","4,92412656","0,25668795","15,30000019"
08/09/2009 23.00,"0,96082804","12,37909869","0,2594921","15,30000019"
09/09/2009 0.00,"0,86691317","9,25902061","0,26561418","15,30000019"
09/09/2009 1.00,,"6,28689309","0,26747119","24,89999962"
09/09/2009 2.00,"0,92651344",,"0,26277041","24,89999962"
09/09/2009 3.00,"0,82537279",,,"24,89999962"
09/09/2009 4.00,"0,95541048","7,26289261","0,30582182","24,89999962"
09/09/2009 5.00,"0,81453666","10,23891296","0,27975495","24,89999962"
09/09/2009 6.00,"0,78744581","15,9196944","0,2686956","24,89999962"
09/09/2009 7.00,"0,8091191","27,08527728","0,31395818","24,89999962"
09/09/2009 8.00,"1,19019917","33,13855456","0,34962349","24,89999962"
09/09/2009 9.00,"1,35093907","25,0398388","0,25317314","24,89999962"
09/09/2009 10.00,"2,19437276","22,16245088","0,22651328","24,89999962"
09/09/2009 11.00,"2,12935494","19,49792592","0,2550686","24,89999962"
09/09/2009 12.00,"1,72479539","15,65752287","0,23421393","24,89999962"
09/09/2009 13.00,"1,17575065","15,29412433","0,26790457","24,89999962"
09/09/2009 14.00,"0,99875604","15,01248673","0,25814886","24,89999962"
09/09/2009 15.00,"1,30036976","14,72046314",,"24,89999962"
09/09/2009 16.00,"1,27147272","19,3512564",,"24,89999962"
09/09/2009 17.00,"1,14324123","14,58418152","0,79356422","24,89999962"
09/09/2009 18.00,"1,12518032","13,85348586","0,77571292","24,89999962"
09/09/2009 19.00,"0,98250133","17,8911576","0,78997019","24,89999962"
09/09/2009 20.00,"0,57071803","22,32210288","0,84763536","24,89999962"
09/09/2009 21.00,"0,72423316","51,3502972","0,8757573","24,89999962"
09/09/2009 22.00,"0,73687549","32,31180576","0,94337506","24,89999962"
09/09/2009 23.00,"0,67185766","18,29999674","0,87390145","24,89999962"
