,TARANTO,,,,
,Talsano,,,,
Parm,SO2,NOX,NO2,PM10,O3
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3 293K
,,,,,
,,,,,
26/11/2009 1.00,,"31,25837","22,529746","30,700001","10,101746"
26/11/2009 2.00,"0,173341",,,"30,700001","10,472918"
26/11/2009 3.00,,"36,996186","28,889325","30,700001",
26/11/2009 4.00,,"27,945906","19,96126","30,700001","12,371053"
26/11/2009 5.00,,"20,969478","13,31616","30,700001","16,852839"
26/11/2009 6.00,,"18,908593","11,029316","30,700001","13,353074"
26/11/2009 7.00,,"19,594692","11,558841","30,700001","15,241381"
26/11/2009 8.00,"0,065003","49,072319","20,773726","30,700001","5,466567"
26/11/2009 9.00,,"38,732816","17,356445","30,700001","7,874118"
26/11/2009 10.00,,"46,093156","19,427832","30,700001","13,359962"
26/11/2009 11.00,"0,009028","40,82097","20,989171","30,700001","25,436269"
26/11/2009 12.00,,"28,092461","16,66597","30,700001","47,52152"
26/11/2009 13.00,"0,018056","17,417072","9,81321","30,700001","66,681382"
26/11/2009 14.00,,"16,627215","7,931297","30,700001","72,917865"
26/11/2009 15.00,,"15,444373","7,487424","30,700001","75,638053"
26/11/2009 16.00,,"14,69602","7,628891","30,700001","71,880731"
26/11/2009 17.00,,"19,129062","12,429713","30,700001","57,876187"
26/11/2009 18.00,,"23,045929","16,320737","30,700001","38,310044"
26/11/2009 19.00,,"25,008252","18,275338","30,700001","29,711454"
26/11/2009 20.00,,"28,00556","20,126094","30,700001","19,581303"
26/11/2009 21.00,,"27,807133","18,787988","30,700001","17,296332"
26/11/2009 22.00,,"27,75396","18,564755","30,700001","22,29185"
26/11/2009 23.00,,"23,777421","15,188998","30,700001","18,895398"
27/11/2009 0.00,,"22,715209","13,597807","30,700001","22,627908"
27/11/2009 1.00,,"16,838621","7,209679",37,"33,271814"
27/11/2009 2.00,,"18,196555","8,22202",37,"25,029948"
27/11/2009 3.00,,"17,501378","7,297935",37,"25,972047"
27/11/2009 4.00,,"17,003338","5,801488",37,"27,59865"
27/11/2009 5.00,,"17,851559","6,057168",37,"24,246253"
27/11/2009 6.00,,"17,173241","4,732041",37,"22,318026"
27/11/2009 7.00,"0,15077","45,823373","19,852238",37,"8,098618"
27/11/2009 8.00,"1,782154","137,632356","40,073092",37,"3,845466"
27/11/2009 9.00,"1,750556","121,098506","36,564935",37,"8,01047"
27/11/2009 10.00,,"36,160948","16,869732",37,"29,094421"
27/11/2009 11.00,,"34,73035","14,543951",37,"39,849886"
27/11/2009 12.00,,"25,224844","7,142192",37,"60,51238"
27/11/2009 13.00,,"25,038079","8,628253",37,"62,465405"
27/11/2009 14.00,,"23,407793","7,003317",37,"69,025566"
27/11/2009 15.00,,"24,734586","8,582828",37,"69,06963"
27/11/2009 16.00,,"32,765445","16,999525",37,"59,909113"
27/11/2009 17.00,,"47,360316","33,045115",37,"38,332068"
27/11/2009 18.00,,"52,076109","37,904346",37,"24,563038"
27/11/2009 19.00,"0,085768","64,900584","42,864803",37,"6,549918"
27/11/2009 20.00,"0,136325","61,149754","39,696693",37,"8,796919"
27/11/2009 21.00,"0,009028","61,972031","38,923174",37,"6,55086"
27/11/2009 22.00,"0,083058","54,100688","31,652489",37,"8,24186"
27/11/2009 23.00,,"34,681099","23,331829",37,"13,963231"
28/11/2009 0.00,,"27,139176","16,067651",37,"20,617028"
28/11/2009 1.00,,"24,82797","13,824934","34,799992","14,058258"
28/11/2009 2.00,"0,31779",,,"34,799992","17,169623"
28/11/2009 3.00,"0,008126","22,685383","12,698372","34,799992",
28/11/2009 4.00,,"19,452018","8,194765","34,799992","21,503407"
28/11/2009 5.00,,"18,843743","6,533489","34,799992","21,143089"
28/11/2009 6.00,,"19,595974","6,155808","34,799992","23,597697"
28/11/2009 7.00,,"23,206766","10,286935","34,799992","16,31946"
28/11/2009 8.00,"0,044237","34,039086","19,403166","34,799992","14,407398"
28/11/2009 9.00,"0,055975","36,630439","19,388904","34,799992","10,548768"
28/11/2009 10.00,"0,111046","36,603212","21,146222","34,799992","34,346657"
28/11/2009 11.00,,"27,825278","15,725013","34,799992","41,29219"
28/11/2009 12.00,"0,014445","23,946041","13,591316","34,799992","44,006347"
28/11/2009 13.00,"0,114658","35,229688","22,55181","34,799992","40,328568"
28/11/2009 14.00,"0,276261","38,409898","24,242936","34,799992","42,63271"
28/11/2009 15.00,"0,074934","24,562105","14,013124","34,799992","52,415253"
28/11/2009 16.00,"0,068614","14,596153","6,399808","34,799992","61,307369"
28/11/2009 17.00,"0,256399","34,653832","26,640106","34,799992","33,275345"
28/11/2009 18.00,"0,618427","24,074432","17,187714","34,799992","40,96914"
28/11/2009 19.00,"0,746626","35,207643","27,386397","34,799992","21,76986"
28/11/2009 20.00,"0,211258","31,993764","25,004791","34,799992","20,063495"
28/11/2009 21.00,"0,139936","46,940097","38,109409","34,799992","9,94547"
28/11/2009 22.00,"0,074934","48,067163","35,381291","34,799992","4,888522"
28/11/2009 23.00,"0,222092","58,8048","36,511724","34,799992","2,854352"
29/11/2009 0.00,"0,090281","45,838974","30,860787","34,799992","3,314651"
29/11/2009 1.00,"0,007223","36,105154","23,369457","28,29999","0,658314"
29/11/2009 2.00,,"29,987348","21,337002","28,29999","6,072341"
29/11/2009 3.00,,"23,280684","17,665333","28,29999","8,976325"
29/11/2009 4.00,,"29,712384","22,864595","28,29999","4,217576"
29/11/2009 5.00,,"28,071715","20,847702","28,29999","2,570835"
29/11/2009 6.00,,"26,633356","15,538116","28,29999","1,688502"
29/11/2009 7.00,,"14,610419","7,719742","28,29999","16,286321"
29/11/2009 8.00,,"18,485779","10,250589","28,29999","16,42024"
29/11/2009 9.00,,"21,738578","10,098742","28,29999","16,196594"
29/11/2009 10.00,,"20,410485","9,257722","28,29999","22,794211"
29/11/2009 11.00,,"20,144602","10,904721","28,29999","47,413529"
29/11/2009 12.00,,"19,113515","10,245402","28,29999","57,37281"
29/11/2009 13.00,,"17,634964","9,164275","28,29999","62,627181"
29/11/2009 14.00,,"14,827013","6,525702","28,29999","68,092785"
29/11/2009 15.00,,"11,653316","3,793679","28,29999","71,809209"
29/11/2009 16.00,,"10,600174","4,371233","28,29999","66,924829"
29/11/2009 17.00,,"11,413376","5,578254","28,29999","61,728433"
29/11/2009 18.00,,"13,815374","8,140253","28,29999","58,732641"
29/11/2009 19.00,,"13,29399","7,968934","28,29999","56,93379"
29/11/2009 20.00,,"12,991794","7,505596","28,29999","58,47311"
29/11/2009 21.00,,"10,06971","5,835232","28,29999","60,538415"
29/11/2009 22.00,,"8,742905","5,086359","28,29999","61,924482"
29/11/2009 23.00,,"6,365551","2,760574","28,29999","68,330227"
30/11/2009 0.00,,"5,300735","2,468553","28,29999","69,024623"
30/11/2009 1.00,,"4,462889","1,865043","36,400002","71,644917"
30/11/2009 2.00,"0,761975",,,"36,400002","71,655952"
30/11/2009 3.00,"0,08035","3,311177","1,502935","36,400002",
30/11/2009 4.00,"0,036113","3,983009","1,561339","36,400002","71,488274"
30/11/2009 5.00,,"4,55238","1,244658","36,400002","70,963809"
30/11/2009 6.00,"0,00632","4,542005","1,21351","36,400002","70,502638"
30/11/2009 7.00,"0,02889","5,615899","2,162254","36,400002","71,083565"
30/11/2009 8.00,"0,009028","8,508153","4,484149","36,400002","70,336079"
30/11/2009 9.00,"0,106532","12,28624","6,031211","36,400002","72,818041"
30/11/2009 10.00,"0,137228","7,956939","3,82483","36,400002","75,707474"
30/11/2009 11.00,,"6,936219","2,423127","36,400002","76,079147"
30/11/2009 12.00,"0,144451","6,984209","2,381597","36,400002","71,499286"
30/11/2009 13.00,,"7,282513","2,617809","36,400002","68,071613"
30/11/2009 14.00,"0,200424","8,330467","2,957851","36,400002","68,490089"
30/11/2009 15.00,"0,376473","7,975097","2,116829","36,400002","70,034611"
30/11/2009 16.00,"0,357514",,,"36,400002","65,311593"
30/11/2009 17.00,"0,54891",,,"36,400002","65,346007"
30/11/2009 18.00,"0,629262","9,902401","5,05651","36,400002","65,585526"
30/11/2009 19.00,"0,592246","10,235724","4,676232","36,400002","66,116894"
30/11/2009 20.00,"0,629262","10,150123","4,386806","36,400002","66,254527"
30/11/2009 21.00,"0,63197","11,160466","4,628212","36,400002","66,867112"
30/11/2009 22.00,"0,629262","12,663659","4,829383","36,400002","66,026019"
30/11/2009 23.00,"0,628359","10,335591","2,434808","36,400002","69,793722"
01/12/2009 0.00,"0,632872","9,985408","2,086979","36,400002","70,806861"
01/12/2009 1.00,"0,611205","15,195354","3,428977","29,1","67,966994"
01/12/2009 2.00,"0,622942","10,115105","1,717085","29,1","69,865282"
01/12/2009 3.00,"0,62565","9,016567","1,22519","29,1","70,180532"
01/12/2009 4.00,"0,620233","7,931001","1,230383","29,1","70,051133"
01/12/2009 5.00,"0,619331","7,936188","1,229085","29,1","68,082625"
01/12/2009 6.00,"0,623844","8,460166","1,672958","29,1","68,08538"
01/12/2009 7.00,"0,630164","8,850556","2,137597","29,1","68,507981"
01/12/2009 8.00,"0,63197","11,230502","4,175255","29,1","67,079105"
01/12/2009 9.00,"0,617524","13,357542","6,262234","29,1","65,228983"
01/12/2009 10.00,"0,630164","9,269477","3,898809","29,1","64,626047"
01/12/2009 11.00,"0,614816","9,965953","4,602255","29,1","59,389553"
01/12/2009 12.00,"0,619331","11,419862","5,345935","29,1","61,510858"
01/12/2009 13.00,"0,627455","13,286207","6,475083","29,1","51,823897"
01/12/2009 14.00,"0,620233","21,834562","14,233761","29,1","42,281471"
01/12/2009 15.00,"0,692458","35,412592","26,919161","29,1","33,635222"
01/12/2009 16.00,"0,616621","35,69662","27,586259","29,1","23,641289"
01/12/2009 17.00,"0,621136","32,332243","25,035937","29,1","28,738734"
01/12/2009 18.00,"0,629262","42,142581","32,514287","29,1","24,826519"
01/12/2009 19.00,"0,622942","24,626942","17,927501","29,1","38,25638"
01/12/2009 20.00,"0,622942","39,948103","30,207955","29,1","10,206681"
01/12/2009 21.00,"0,622039","38,529209","29,770584","29,1","8,631124"
01/12/2009 22.00,"0,630164","32,476217","23,67966","29,1","16,094908"
01/12/2009 23.00,"0,622942","34,566953","23,568037","29,1","11,670599"
02/12/2009 0.00,"0,62565","24,200241","15,72242","29,1","18,503915"
02/12/2009 1.00,,"26,480319","16,777585",16,"15,348802"
02/12/2009 2.00,"0,913647",,,16,"8,241552"
02/12/2009 3.00,"0,622942","37,706935","28,923071",16,
02/12/2009 4.00,"0,627455","21,503823","12,36612",16,"18,788536"
02/12/2009 5.00,"0,621136","15,985212","6,425765",16,"36,649647"
02/12/2009 6.00,"0,538979","16,004666","6,514021",16,"30,916754"
02/12/2009 7.00,"0,573287","18,27567","8,865764",16,"31,518466"
02/12/2009 8.00,"0,620233","22,038189","12,822967",16,"36,474366"
02/12/2009 9.00,"0,527243","27,978334","18,368774",16,"28,37325"
02/12/2009 10.00,"1,704512","67,434882","39,797933",16,"12,314533"
02/12/2009 11.00,"3,339507","40,629025","25,917198",16,"30,657284"
02/12/2009 12.00,"0,619331","21,534951","12,046846",16,"46,083942"
02/12/2009 13.00,"0,615719","25,189834","15,287635",16,"44,160102"
02/12/2009 14.00,"1,452627","41,744407","28,801067",16,"28,349787"
02/12/2009 15.00,"1,908548","37,134978","26,191053",16,"30,844995"
02/12/2009 16.00,"2,865531","32,682447","22,518064",16,"41,983698"
02/12/2009 17.00,"1,982578","22,174362","13,059187",16,"53,312864"
02/12/2009 18.00,"1,770418","20,828104","11,680842",16,"51,36692"
02/12/2009 19.00,"2,195643","22,16528","13,949529",16,"48,143039"
02/12/2009 20.00,"3,363884","25,257271","17,338267",16,"42,991153"
02/12/2009 21.00,"6,707906","28,932899","21,405796",16,"41,605545"
02/12/2009 22.00,"10,736255","23,634767","16,83469",16,"48,719913"
02/12/2009 23.00,"8,15963","15,572774","7,749594",16,"59,04436"
03/12/2009 0.00,"5,741895","14,042345","6,685338",16,"57,972028"
03/12/2009 1.00,"2,533295","13,181154","5,432892","27,1","53,870407"
03/12/2009 2.00,"1,569091","13,501506","5,563979","27,1","50,602357"
03/12/2009 3.00,"0,638289","13,720693","4,567212","27,1","49,098047"
03/12/2009 4.00,"0,626552","13,530038","4,526977","27,1","48,308648"
03/12/2009 5.00,"0,627455","14,318601","4,947489","27,1","47,697257"
03/12/2009 6.00,"0,631067","13,724586","4,119446","27,1","48,837222"
03/12/2009 7.00,"0,619331","14,472941","5,351126","27,1","47,984319"
03/12/2009 8.00,"0,626552","16,562367","6,594488","27,1","49,924734"
03/12/2009 9.00,"0,622942","15,69469","5,480914","27,1","53,777938"
03/12/2009 10.00,"0,634678","16,328912","5,86119","27,1","53,656481"
03/12/2009 11.00,"0,619331","15,83606","5,627574","27,1","55,860499"
03/12/2009 12.00,"0,628359","15,431403","5,22783","27,1","59,192031"
03/12/2009 13.00,"1,18088","16,561068","6,258339","27,1","61,619605"
03/12/2009 14.00,"1,165533","16,262763","5,802786","27,1","66,793558"
03/12/2009 15.00,"0,832394","15,628545","5,351126","27,1","69,39504"
03/12/2009 16.00,"1,012054","24,523197","14,059842","27,1","57,680838"
03/12/2009 17.00,"0,623844","31,363414","20,222134","27,1","47,941545"
03/12/2009 18.00,"0,428836","34,586416","23,343512","27,1","36,820777"
03/12/2009 19.00,"0,44599","50,618325","37,163255","27,1","21,392744"
03/12/2009 20.00,"0,579607","62,625686","44,533865","27,1","16,806728"
03/12/2009 21.00,"0,50377","69,071669","42,736314","27,1","2,478917"
03/12/2009 22.00,"0,304248","65,550394","38,868665","27,1","1,469888"
03/12/2009 23.00,"0,251885","50,9283","31,500637","27,1","2,172262"
04/12/2009 0.00,"0,139936","45,898629","31,176173","27,1","2,867827"
04/12/2009 1.00,,"38,897555","26,788075","23,700001","5,665269"
04/12/2009 2.00,"0,594051",,,"23,700001","3,027917"
04/12/2009 3.00,"0,235635","24,564687","14,388209","23,700001",
04/12/2009 4.00,"0,037918","22,996656","12,14419","23,700001","13,24077"
04/12/2009 5.00,"0,00632","20,470138","10,279143","23,700001","16,45883"
04/12/2009 6.00,,"18,542847","8,270042","23,700001","19,946425"
04/12/2009 7.00,"0,020765","20,059001","9,647084","23,700001","20,127954"
04/12/2009 8.00,"0,012639","29,970485","17,186421","23,700001","10,912496"
04/12/2009 9.00,"0,326819","46,763713","24,477845","23,700001","7,743958"
04/12/2009 10.00,"0,235635","26,974477","13,205845","23,700001","56,420436"
04/12/2009 11.00,"0,538979","24,376623","11,356381","23,700001","62,867538"
04/12/2009 12.00,"0,628359","20,930568","9,347274","23,700001","66,668688"
04/12/2009 13.00,"0,627455","19,593392","8,829424","23,700001","68,583034"
04/12/2009 14.00,"0,614816","23,922695","10,601009","23,700001","68,522524"
04/12/2009 15.00,"0,634678","18,475402","7,210978","23,700001","70,48636"
04/12/2009 16.00,"0,588635","17,54677","6,948808","23,700001","71,774955"
04/12/2009 17.00,"0,544397","19,490928","8,847594","23,700001","67,584598"
04/12/2009 18.00,"0,461338","24,83187","13,460221","23,700001","61,888371"
04/12/2009 19.00,"0,563356","25,396043","14,553035","23,700001","58,199995"
04/12/2009 20.00,"0,55523","36,398285","25,712136","23,700001","43,955297"
04/12/2009 21.00,"0,541688","35,218025","24,322111","23,700001","44,055684"
04/12/2009 22.00,"0,347583","26,617793","16,236373","23,700001","49,745027"
04/12/2009 23.00,"0,132713","26,414184","15,323969","23,700001","49,668018"
05/12/2009 0.00,"0,130908","21,025251","10,620479","23,700001","49,476859"
05/12/2009 1.00,"0,218481","26,091228","14,928121","12,8","38,744536"
05/12/2009 2.00,"0,446893","23,193783","12,327182","12,8","29,112378"
05/12/2009 3.00,"0,190493","17,204369","6,355679","12,8","26,623196"
05/12/2009 4.00,"0,117366","15,191463","4,308937","12,8","29,435546"
05/12/2009 5.00,"0,12188","14,082551","3,313467","12,8","25,960337"
05/12/2009 6.00,,"14,435328","3,203149","12,8","31,265979"
05/12/2009 7.00,"0,02889","15,216107","3,975382","12,8","38,224679"
05/12/2009 8.00,"0,009028","19,428672","8,170104","12,8","39,901096"
05/12/2009 9.00,"0,018959","22,747636","11,414777","12,8","42,056095"
05/12/2009 10.00,,"20,522011","8,956615","12,8","41,611889"
05/12/2009 11.00,,"28,362225","14,834672","12,8","35,398564"
05/12/2009 12.00,,"21,782689","9,152595","12,8","49,981571"
05/12/2009 13.00,,"14,108489","2,843637","12,8","62,20743"
05/12/2009 14.00,,"14,698614","3,44585","12,8","61,09073"
05/12/2009 15.00,,"15,505332","3,884532","12,8","60,89546"
05/12/2009 16.00,,"16,184947","4,567212","12,8","59,733372"
05/12/2009 17.00,,"16,248499","4,995509","12,8","59,888782"
05/12/2009 18.00,,"17,327582","6,076636","12,8","60,000182"
05/12/2009 19.00,,"18,850229","7,597743","12,8","60,463643"
05/12/2009 20.00,,"17,992929","7,136999","12,8","59,987815"
05/12/2009 21.00,"0,026182","20,774931","10,194776","12,8","58,12299"
05/12/2009 22.00,"0,043335","18,952691","8,695745","12,8","60,045551"
05/12/2009 23.00,"0,631067","25,376598","15,111122","12,8","49,731279"
06/12/2009 0.00,"1,068029","23,285864","12,364827","12,8","49,952705"
06/12/2009 1.00,,"28,318135","18,033933","26,5","33,276582"
06/12/2009 2.00,"2,82039",,,"26,5","35,464576"
06/12/2009 3.00,"1,15199","18,698484","8,523126","26,5",
06/12/2009 4.00,"0,62565","16,248499","5,604211","26,5","38,41582"
06/12/2009 5.00,"0,568773","19,069418","8,270042","26,5","32,759757"
06/12/2009 6.00,"0,314179","16,366523","6,167488","26,5","33,797493"
06/12/2009 7.00,"0,443282","18,174506","7,67302","26,5","34,083397"
06/12/2009 8.00,"0,456824","17,751692","7,144786","26,5","35,007062"
06/12/2009 9.00,"0,342167","16,773773","5,601617","26,5","38,811667"
06/12/2009 10.00,"0,919967","17,440419","6,572423","26,5","47,278568"
06/12/2009 11.00,"0,622942","17,061702","5,657424","26,5","47,385778"
06/12/2009 12.00,"0,845033","19,833329","6,951403","26,5","45,963166"
06/12/2009 13.00,"0,361126","15,803636","4,395893","26,5","53,456942"
06/12/2009 14.00,,"16,417105","4,411466","26,5","56,850579"
06/12/2009 15.00,,"16,498815","4,08051","26,5","56,832702"
06/12/2009 16.00,,"18,500046","6,162297","26,5","55,506307"
06/12/2009 17.00,,"22,234036","9,909253","26,5","44,9268"
06/12/2009 18.00,,"20,951313","9,609446","26,5","43,37224"
06/12/2009 19.00,,"21,581642","9,774276","26,5","38,007583"
06/12/2009 20.00,,"23,200265","10,854095","26,5","33,082766"
06/12/2009 21.00,,"24,764434","12,736019","26,5","31,873197"
06/12/2009 22.00,,"29,922494","17,575779","26,5","23,213859"
06/12/2009 23.00,,"55,387293","34,910154","26,5","11,196651"
07/12/2009 0.00,,"73,364661","39,897875","26,5","5,334425"
07/12/2009 1.00,,"32,578701","19,072231",46,"5,045572"
07/12/2009 2.00,,"29,821328","18,580329",46,"6,64432"
07/12/2009 3.00,,"22,979791","12,345359",46,"16,726259"
07/12/2009 4.00,,"18,184879","7,939085",46,"20,269698"
07/12/2009 5.00,,"17,869719","6,619149",46,"22,765783"
07/12/2009 6.00,,"19,139444","7,892359",46,"15,670643"
07/12/2009 7.00,,"27,216994","12,880081",46,"13,619251"
07/12/2009 8.00,"0,405363","88,163143","25,185188",46,"0,644984"
07/12/2009 9.00,"0,027085","71,784948","26,86205",46,"5,609186"
07/12/2009 10.00,,"22,88251","10,434883",46,"37,390428"
07/12/2009 11.00,,"19,317126","7,548425",46,"47,207088"
07/12/2009 12.00,"1,701804","38,19589","20,453142",46,"36,415911"
07/12/2009 13.00,"3,067761","32,123454","17,355143",46,"45,424374"
07/12/2009 14.00,"0,758364","24,990107","12,497204",46,"52,802683"
07/12/2009 15.00,"0,100212","20,069384","8,75934",46,"60,183724"
07/12/2009 16.00,,"24,682715","13,429076",46,"49,086038"
07/12/2009 17.00,,"48,557398","36,263833",46,"28,199166"
07/12/2009 18.00,,"60,033052","44,786956",46,"14,870682"
07/12/2009 19.00,,"56,734851","36,873816",46,"10,968875"
07/12/2009 20.00,,"35,726447","24,279283",46,"18,276688"
07/12/2009 21.00,,"37,315241","25,832839",46,"8,112717"
07/12/2009 22.00,,"50,856942","35,860188",46,"2,086786"
07/12/2009 23.00,,"50,783024","34,694691",46,"1,642547"
08/12/2009 0.00,,"41,514852","26,929525",46,"2,963415"
08/12/2009 1.00,,"36,691393","23,426589","29,4","3,498095"
08/12/2009 2.00,"0,005417",,,"29,4","8,612598"
08/12/2009 3.00,,"26,472539","14,074124","29,4",
08/12/2009 4.00,,"26,132738","13,304482","29,4","13,437809"
08/12/2009 5.00,,"21,91238","8,519233","29,4","21,00352"
08/12/2009 6.00,,"20,573904","7,061723","29,4","23,779542"
08/12/2009 7.00,,"21,221096","7,604234","29,4","15,967962"
08/12/2009 8.00,,"21,890335","7,39138","29,4","16,547612"
08/12/2009 9.00,,"25,766992","9,256424","29,4","16,642399"
08/12/2009 10.00,,"31,736942","13,445952","29,4","20,914243"
08/12/2009 11.00,,"31,800518","14,591972","29,4","34,471566"
08/12/2009 12.00,,"26,210556","10,074083","29,4","62,465287"
08/12/2009 13.00,,"23,997914","9,112361","29,4","67,150604"
08/12/2009 14.00,,"19,988965","6,266127","29,4","71,041989"
08/12/2009 15.00,,"19,42219","5,827445","29,4","67,972001"
08/12/2009 16.00,,"23,545266","9,627616","29,4","60,156293"
08/12/2009 17.00,,"30,100176","16,959295","29,4","51,118085"
08/12/2009 18.00,,"30,738267","18,058585","29,4","53,741629"
08/12/2009 19.00,,"26,925184","13,321357","29,4","59,11237"
08/12/2009 20.00,,"26,325983","12,742509","29,4","54,64271"
08/12/2009 21.00,,"23,547867","9,915744","29,4","56,373434"
08/12/2009 22.00,,"23,323492","8,825531","29,4","59,981849"
08/12/2009 23.00,,"21,569979","5,887149","29,4","62,211182"
09/12/2009 0.00,,"19,821646","4,883892","29,4","64,810012"
09/12/2009 1.00,,"18,367754","3,854682","10,7","66,334709"
09/12/2009 2.00,,"17,033168","3,400425","10,7","68,208271"
09/12/2009 3.00,,"16,782851","3,29919","10,7","62,951548"
09/12/2009 4.00,,"16,203104","3,815744","10,7","49,79532"
09/12/2009 5.00,,"17,43912","5,096744","10,7","35,073196"
09/12/2009 6.00,,"19,012352","6,69183","10,7","39,103298"
09/12/2009 7.00,,"20,741203","9,009829","10,7","40,041465"
09/12/2009 8.00,,"31,495725","18,428487","10,7","32,71475"
09/12/2009 9.00,"0,585926","32,292073","18,6011","10,7","37,479728"
09/12/2009 10.00,"0,142644","19,96432","7,265487","10,7","52,047994"
09/12/2009 11.00,"0,310568","19,509091","5,517254","10,7","57,109668"
09/12/2009 12.00,0,"17,077265","3,919575","10,7","61,028527"
09/12/2009 13.00,"0,040627","15,293925","3,631446","10,7","62,601283"
09/12/2009 14.00,0,"15,932036","4,068829","10,7","61,153515"
09/12/2009 15.00,,"13,07999","3,275829","10,7","54,205904"
09/12/2009 16.00,,"6,346096","4,253127","10,7","52,079596"
09/12/2009 17.00,"0,177854","9,561298","5,996169","10,7","49,067305"
09/12/2009 18.00,"0,370153","11,7467","8,306382","10,7","41,435653"
09/12/2009 19.00,"1,888686","23,128947","19,308427","10,7","30,420858"
09/12/2009 20.00,"2,861016","35,91449","30,741385","10,7","26,578926"
09/12/2009 21.00,"1,857991","14,245969","10,84372","10,7","43,861412"
09/12/2009 22.00,"0,283484","11,194188","7,762575","10,7","41,343621"
09/12/2009 23.00,"0,293415","7,052947","3,597701","10,7","48,361292"
10/12/2009 0.00,"3,351245","9,316168","5,870276","10,7","32,352118"
10/12/2009 1.00,,"9,11903","5,297915","11,3","35,258633"
10/12/2009 2.00,"4,97992",,,"11,3","37,610218"
10/12/2009 3.00,"5,265209","6,758536","4,262211","11,3",
10/12/2009 4.00,"5,127982","6,806523","3,583424","11,3","41,273458"
10/12/2009 5.00,"3,474027","7,764987","3,819639","11,3","40,989391"
10/12/2009 6.00,"3,450554","9,348594","4,739829","11,3","40,161826"
10/12/2009 7.00,"2,690385","10,806392","6,215511","11,3","38,971967"
10/12/2009 8.00,"3,037065","15,34321","9,819701","11,3","33,67177"
10/12/2009 9.00,"2,195643","15,751757","9,210999","11,3","34,403255"
10/12/2009 10.00,"2,034942","14,76476","8,053298","11,3","38,122454"
10/12/2009 11.00,"2,260645","13,651955","5,880658","11,3","42,519613"
10/12/2009 12.00,"2,824002","11,710384","4,765786","11,3","48,168397"
10/12/2009 13.00,"2,979285","10,409519","4,419255","11,3","52,82357"
10/12/2009 14.00,"2,10175","10,26685","4,285574","11,3","56,53042"
10/12/2009 15.00,"2,007858","11,388734","4,680127","11,3","57,784795"
10/12/2009 16.00,"1,969939","12,880255","6,109084","11,3","55,556021"
10/12/2009 17.00,"1,281092","19,065526","12,349244","11,3","45,529271"
10/12/2009 18.00,"5,359101","34,596799","26,346786","11,3","29,45438"
10/12/2009 19.00,"2,078277","26,965394","19,144893","11,3","34,698315"
10/12/2009 20.00,"3,744871","27,645014","19,307127","11,3","34,337381"
10/12/2009 21.00,"2,82039","35,066291","25,072265","11,3","23,476223"
10/12/2009 22.00,"3,484861","34,443722","21,516117","11,3","28,342746"
10/12/2009 23.00,"6,995001","23,17692","14,776264","11,3","33,913303"
11/12/2009 0.00,"11,727546","44,478414","28,364979","11,3","15,465545"
11/12/2009 1.00,"4,716299","71,009328","40,729806","13,3","2,827368"
11/12/2009 2.00,"2,509822","82,894837","41,599383","13,3","2,425483"
11/12/2009 3.00,"7,125006","43,361749","28,306567","13,3","13,26833"
11/12/2009 4.00,"11,057657","29,188399","17,939178","13,3","25,995947"
11/12/2009 5.00,"4,759634","39,822294","27,291639","13,3","18,646765"
11/12/2009 6.00,"4,427399","37,94685","24,498628","13,3","22,573186"
11/12/2009 7.00,"6,621235","42,112735","28,329931","13,3","17,047913"
11/12/2009 8.00,"6,52012","48,264308","32,537648","13,3","13,374013"
11/12/2009 9.00,"7,289318","53,799797","32,131408","13,3","13,925717"
11/12/2009 10.00,"7,45363","51,150072","28,115788","13,3","20,10561"
11/12/2009 11.00,"10,163877","45,920674","26,588195","13,3","21,246072"
11/12/2009 12.00,"8,40339","37,686188","20,502471","13,3","32,459926"
11/12/2009 13.00,"9,315232","37,010449","19,843155","13,3","32,267788"
11/12/2009 14.00,"2,69219","20,43123","7,604234","13,3","46,485835"
11/12/2009 15.00,"1,018374","19,333991","6,393319","13,3","52,469499"
11/12/2009 16.00,"2,610035","22,962928","10,682781","13,3","53,670347"
11/12/2009 17.00,"0,965108","20,588167","8,972189","13,3","55,171746"
11/12/2009 18.00,"1,08157","21,300214","8,978679","13,3","56,922915"
11/12/2009 19.00,"1,768612","32,406201","20,035235","13,3","42,57725"
11/12/2009 20.00,"2,876365","32,202572","19,879483","13,3","45,420862"
11/12/2009 21.00,"4,418369","31,906864","19,457678","13,3","41,528738"
11/12/2009 22.00,"1,249494","23,211946","10,873564","13,3","48,916362"
11/12/2009 23.00,"1,840837","22,686663","10,280443","13,3","50,052694"
12/12/2009 0.00,"3,197766","22,367607","9,734041","13,3","51,243948"
12/12/2009 1.00,,"22,287209","9,601659","15,5","45,249314"
12/12/2009 2.00,"4,714492",,,"15,5","46,209987"
12/12/2009 3.00,"3,934462","18,675138","5,876765","15,5",
12/12/2009 4.00,"3,425275","21,40266","7,788532","15,5","40,795157"
12/12/2009 5.00,"5,530637","23,621785","9,739232","15,5","35,956305"
12/12/2009 6.00,"5,304933","26,379156","12,122118","15,5","33,325737"
12/12/2009 7.00,"2,939561","24,57767","10,86319","15,5","31,64084"
12/12/2009 8.00,"1,822781","33,559193","17,906741","15,5","22,717185"
12/12/2009 9.00,"4,568238","53,723279","29,076222","15,5","18,537991"
12/12/2009 10.00,"15,035449","41,413689","20,289626","15,5","30,004501"
