NetC,Foggia,,,
,Stat,Manfredonia - Zona 167 - Viale Michelangelo,,,
Parm,SO2,NO2,CO,PM10



17/06/2009 7.00,"3,88304736","20,21953384",,"41,5"
17/06/2009 8.00,"3,39540908","16,14293378",,"41,5"
17/06/2009 9.00,"2,78315169","18,0663771",,"41,5"
17/06/2009 10.00,"2,3316342","14,83077598",,"41,5"
17/06/2009 11.00,"2,39845924","8,89431808",,"41,5"
17/06/2009 12.00,"2,93486165","8,20644549",,"41,5"
17/06/2009 13.00,"3,014328","8,48548659",,"41,5"
17/06/2009 14.00,"2,86803662","6,37774368",,"41,5"
17/06/2009 15.00,"3,5344757","4,44001963",,"41,5"
17/06/2009 16.00,"3,70063418","5,6561262",,"41,5"
17/06/2009 17.00,"3,74397973","7,41734014",,"41,5"
17/06/2009 18.00,"3,75662206","7,90923274",,"41,5"
17/06/2009 19.00,"3,87943498","23,61476784",,"41,5"
17/06/2009 20.00,"3,54711803","18,25846236",,"41,5"
17/06/2009 21.00,"3,1931288","8,92157364",,"41,5"
17/06/2009 22.00,"2,82649725","3,59251034",,"41,5"
17/06/2009 23.00,"2,74702989","9,73923279",,"41,5"
18/06/2009 0.00,"2,4219377","8,16491302",,"41,5"
18/06/2009 1.00,"2,19437276","2,65804137",,"40,20000076"
18/06/2009 2.00,"1,98125736","2,09736075",,"40,20000076"
18/06/2009 3.00,"1,78981423","2,96044711",,"40,20000076"
18/06/2009 4.00,"1,59114633","1,7404458",,"40,20000076"
18/06/2009 5.00,"1,84038354","3,84429779",,"40,20000076"
18/06/2009 6.00,"1,76633475","10,0208723",,"40,20000076"
18/06/2009 7.00,"1,37802992","4,71127507",,"40,20000076"
18/06/2009 8.00,"1,51529135","8,32455355",,"40,20000076"
18/06/2009 9.00,"1,24799324","7,88976475",,"40,20000076"
18/06/2009 10.00,"1,61643099","15,39535517",,"40,20000076"
18/06/2009 11.00,"1,7934256","11,63931147",,"40,20000076"
18/06/2009 12.00,"2,15644578","8,02344606",,"40,20000076"
18/06/2009 13.00,"2,56822908","5,67819068",,"40,20000076"
18/06/2009 14.00,"2,51765876","4,29595617",,"40,20000076"
18/06/2009 15.00,"2,81385492","6,21810506",,"40,20000076"
18/06/2009 16.00,"2,92221831","5,05261678",,"40,20000076"
18/06/2009 17.00,"3,41888755","5,24210554",,"40,20000076"
18/06/2009 18.00,"3,38276676","9,9585717",,"40,20000076"
18/06/2009 19.00,"3,43333607","5,46274461",,"40,20000076"
18/06/2009 20.00,"3,14255949","9,4835525",,"40,20000076"
18/06/2009 21.00,"3,3213603","13,19286501",,"40,20000076"
18/06/2009 22.00,"3,24189293","15,58613835",,"40,20000076"
18/06/2009 23.00,"3,36831722","28,19496384",,"40,20000076"
19/06/2009 0.00,"3,67354333","24,16896104",,"40,20000076"
19/06/2009 1.00,,"9,29925291",,"23,5"
19/06/2009 2.00,"3,28523849",,,"23,5"
19/06/2009 3.00,"3,23828055","9,4549987",,"23,5"
19/06/2009 4.00,"3,37192961","9,68212709",,"23,5"
19/06/2009 5.00,"3,80177381","14,78924543",,"23,5"
19/06/2009 6.00,"4,36526707","32,41564648",,"23,5"
19/06/2009 7.00,"4,56032258","47,07770376",,"23,5"
19/06/2009 8.00,"4,38694035","12,65554903",,"23,5"
19/06/2009 9.00,"4,16659917","9,74961495",,"23,5"
19/06/2009 10.00,"4,20633336","13,23439938",,"23,5"
19/06/2009 11.00,"3,87943498","7,16165794",,"23,5"
19/06/2009 12.00,"3,67896191","7,6522542",,"23,5"
19/06/2009 13.00,"3,70244037","6,29338242",,"23,5"
19/06/2009 14.00,"3,66451237","5,39914766",,"23,5"
19/06/2009 15.00,"3,72050127","7,9481687",,"23,5"
19/06/2009 16.00,"3,79816244","6,93063672",,"23,5"
19/06/2009 17.00,"3,60310693","9,11625348",,"23,5"
19/06/2009 18.00,"4,02933875","6,80863774",,"23,5"
19/06/2009 19.00,"4,36707326","7,8456377",,"23,5"
19/06/2009 20.00,"3,88304736","13,8690591",,"23,5"
19/06/2009 21.00,"3,31955411","8,93325405",,"23,5"
19/06/2009 22.00,"3,27078997","11,80284292",,"23,5"
19/06/2009 23.00,"2,79579402","20,18838736",,"23,5"
20/06/2009 0.00,"2,46167087","19,21888864",,"23,5"
20/06/2009 1.00,"1,99570588","10,54520771",,"22,70000076"
20/06/2009 2.00,"2,06433609","6,99553",,"22,70000076"
20/06/2009 3.00,"1,8313536","8,43746671",,"22,70000076"
20/06/2009 4.00,"1,99028731","13,65879838",,"22,70000076"
20/06/2009 5.00,"2,17811907","17,15137038",,"22,70000076"
20/06/2009 6.00,"2,21604605","25,47850896",,"22,70000076"
20/06/2009 7.00,"1,86205683","13,21103283",,"22,70000076"
20/06/2009 8.00,"1,46110966","10,1805071",,"22,70000076"
20/06/2009 9.00,"1,11976277","8,19736158",,"22,70000076"
20/06/2009 10.00,"1,13962884","7,88068084",,"22,70000076"
20/06/2009 11.00,"1,74466248","7,88327542",,"22,70000076"
20/06/2009 12.00,"1,90359619","8,58153018",,"22,70000076"
20/06/2009 13.00,"1,96861504","8,96699894",,"22,70000076"
20/06/2009 14.00,"2,05711234","7,83525554",,"22,70000076"
20/06/2009 15.00,"2,90776979","9,80282782",,"22,70000076"
20/06/2009 16.00,"3,16784415","6,19993533",,"22,70000076"
20/06/2009 17.00,"3,29426843","7,99878508",,"22,70000076"
20/06/2009 18.00,"2,98543096","21,2798908",,"22,70000076"
20/06/2009 19.00,"2,23049457","11,81971823",,"22,70000076"
20/06/2009 20.00,"2,40568299","13,75614212",,"22,70000076"
20/06/2009 21.00,"1,93068704","10,15974278",,"22,70000076"
20/06/2009 22.00,"2,24133071","10,67499045",,"22,70000076"
20/06/2009 23.00,"1,91081994","13,07735535",,"22,70000076"
21/06/2009 0.00,"1,68325602","5,28623259",,"22,70000076"
21/06/2009 1.00,,"6,15710462",,"9,19999981"
21/06/2009 2.00,"1,12879271",,,"9,19999981"
21/06/2009 3.00,"1,08725334","5,19927674",,"9,19999981"
21/06/2009 4.00,"1,0041736","3,98187193",,"9,19999981"
21/06/2009 5.00,"0,92831963","5,82744522",,"9,19999981"
21/06/2009 6.00,"0,8416275","10,48031061",,"9,19999981"
21/06/2009 7.00,"0,62670591","9,23565788",,"9,19999981"
21/06/2009 8.00,"0,85065846","8,69833808",,"9,19999981"
21/06/2009 9.00,"0,78744581","10,2739561",,"9,19999981"
21/06/2009 10.00,"0,47860834","6,27910551",,"9,19999981"
21/06/2009 11.00,"0,53459622","3,92216973",,"9,19999981"
21/06/2009 12.00,"0,83620994","7,16814727",,"9,19999981"
21/06/2009 13.00,"1,39247843","6,08702026",,"9,19999981"
21/06/2009 14.00,"1,40692695","8,71650973",,"9,19999981"
21/06/2009 15.00,"1,08364096","6,98644609",,"9,19999981"
21/06/2009 16.00,"0,90664635","4,97604118",,"9,19999981"
21/06/2009 17.00,"0,63754205","5,04612746",,"9,19999981"
21/06/2009 18.00,"0,47138357","6,55944678",,"9,19999981"
21/06/2009 19.00,"0,93915577","14,50241866",,"9,19999981"
21/06/2009 20.00,"0,83801614","13,08254261",,"9,19999981"
21/06/2009 21.00,"0,78563962","10,13768021",,"9,19999981"
21/06/2009 22.00,"0,99514365","5,54321113",,"9,19999981"
21/06/2009 23.00,"1,06558006","4,08440293",,"9,19999981"
22/06/2009 0.00,"1,05113154","2,62819122",,"9,19999981"
22/06/2009 1.00,"1,31481828","2,05972303",,"15,80000019"
22/06/2009 2.00,"1,45388489","2,2634887",,"15,80000019"
22/06/2009 3.00,"1,46472103","1,65738278",,"15,80000019"
22/06/2009 4.00,"1,77536571","3,11359449",,"15,80000019"
22/06/2009 5.00,"1,80787412","5,68857475",,"15,80000019"
22/06/2009 6.00,"2,2792587","7,27327477",,"15,80000019"
22/06/2009 7.00,"2,38581691","9,42125381",,"15,80000019"
22/06/2009 8.00,"1,84580212","9,28238142",,"15,80000019"
22/06/2009 9.00,"2,38039834","7,88976475",,"15,80000019"
22/06/2009 10.00,"2,2431369","9,5860835",,"15,80000019"
22/06/2009 11.00,"2,3334404","9,86512652",,"15,80000019"
22/06/2009 12.00,"2,25758542","7,43421163",,"15,80000019"
22/06/2009 13.00,"2,3316342","9,9468932",,"15,80000019"
22/06/2009 14.00,"2,37497976","6,67885118",,"15,80000019"
22/06/2009 15.00,"2,50321126","6,06365944",,"15,80000019"
22/06/2009 16.00,"2,42916145","5,63146714",,"15,80000019"
22/06/2009 17.00,"2,9059636","6,46080861",,"15,80000019"
22/06/2009 18.00,"2,93666683","9,4238503",,"15,80000019"
22/06/2009 19.00,"3,02516515","8,25057445",,"15,80000019"
22/06/2009 20.00,"3,36470585","10,04034029",,"15,80000019"
22/06/2009 21.00,"4,02933875","21,77049088",,"15,80000019"
22/06/2009 22.00,"4,21897568","7,16036161",,"15,80000019"
22/06/2009 23.00,"4,57838348","7,46276544",,"15,80000019"
23/06/2009 0.00,"4,37429803","5,14216913",,"15,80000019"
23/06/2009 1.00,,"4,1830411",,"12,30000019"
23/06/2009 2.00,"4,15937542",,,"12,30000019"
23/06/2009 3.00,"4,42847972","3,31087274",,"12,30000019"
23/06/2009 4.00,"4,54406787","4,19082867",,"12,30000019"
23/06/2009 5.00,"4,36346189","6,67235994",,"12,30000019"
23/06/2009 6.00,"4,45557056","9,11884998",,"12,30000019"
23/06/2009 7.00,"4,64340233","11,92874047",,"12,30000019"
23/06/2009 8.00,"4,2352304","9,44591287",,"12,30000019"
23/06/2009 9.00,"4,08532663","7,91053098",,"12,30000019"
23/06/2009 10.00,"4,14131451","13,73538162",,"12,30000019"
23/06/2009 11.00,"4,19007865","10,05980636",,"12,30000019"
23/06/2009 12.00,"3,79816244","10,65552055",,"12,30000019"
23/06/2009 13.00,"3,74759212","8,5166369",,"12,30000019"
23/06/2009 14.00,"3,61936164","6,80474299",,"12,30000019"
23/06/2009 15.00,"3,71869508","5,9403603",,"12,30000019"
23/06/2009 16.00,"4,32734009","5,76125561",,"12,30000019"
23/06/2009 17.00,"3,87762879","7,12531847",,"12,30000019"
23/06/2009 18.00,"3,56698512","7,5328498",,"12,30000019"
23/06/2009 19.00,"3,5344757","11,52899672",,"12,30000019"
23/06/2009 20.00,"4,00405409","19,45897848",,"12,30000019"
23/06/2009 21.00,"3,7512045","11,79375901",,"12,30000019"
23/06/2009 22.00,"3,67896191","10,93716006",,"12,30000019"
23/06/2009 23.00,"3,45862072","6,08182918",,"12,30000019"
24/06/2009 0.00,"3,23647436","3,42119131",,"12,30000019"
24/06/2009 1.00,"2,88248513","3,24727579",,"7,0999999"
24/06/2009 2.00,"3,20035357","2,38938242",,"7,0999999"
24/06/2009 3.00,"3,34483876","6,48806417",,"7,0999999"
24/06/2009 4.00,"3,11546763","3,31087274",,"7,0999999"
24/06/2009 5.00,"3,40624522","6,47378535",,"7,0999999"
24/06/2009 6.00,"3,50738485","17,60304214",,"7,0999999"
24/06/2009 7.00,"3,29246326","19,29286392",,"7,0999999"
24/06/2009 8.00,"3,10824388","11,14742079",,"7,0999999"
24/06/2009 9.00,"2,90054604","8,41280765",,"7,0999999"
24/06/2009 10.00,,"9,2304668",,"7,0999999"
24/06/2009 11.00,"2,11129403","8,31806231",,"7,0999999"
24/06/2009 12.00,"1,88011773","11,72626923",,"7,0999999"
24/06/2009 13.00,"1,9740326","6,98904258",,"7,0999999"
24/06/2009 14.00,"1,60559485","5,77033952",,"7,0999999"
24/06/2009 15.00,"1,45930347","6,42187073",,"7,0999999"
24/06/2009 16.00,"1,77175333","6,1506172",,"7,0999999"
24/06/2009 17.00,"1,82774121","7,52636047",,"7,0999999"
24/06/2009 18.00,"1,17213827","5,27065935",,"7,0999999"
24/06/2009 19.00,"1,62365576","8,5451907",,"7,0999999"
24/06/2009 20.00,"1,721183","18,5751431",,"7,0999999"
24/06/2009 21.00,"2,03724525","20,6802876",,"7,0999999"
24/06/2009 22.00,"1,72840777","10,74118771",,"7,0999999"
24/06/2009 23.00,"2,14741584","7,2057869",,"7,0999999"
25/06/2009 0.00,"2,48515035","10,98258727",,"7,0999999"
25/06/2009 1.00,,"5,92089231",,"17,70000076"
25/06/2009 2.00,"2,82649725",,,"17,70000076"
25/06/2009 3.00,"2,83191481","5,00329674",,"17,70000076"
25/06/2009 4.00,"3,11908001","5,66780661",,"17,70000076"
25/06/2009 5.00,"2,98001238","16,31684166",,"17,70000076"
25/06/2009 6.00,"3,31052315","26,80363968",,"17,70000076"
25/06/2009 7.00,"2,6729811","16,47518776",,"17,70000076"
25/06/2009 8.00,"2,44361099","9,1110624",,"17,70000076"
25/06/2009 9.00,"2,044469","9,38750892",,"17,70000076"
25/06/2009 10.00,"1,81329269","9,23435963",,"17,70000076"
25/06/2009 11.00,"1,83315979","13,58611943",,"17,70000076"
25/06/2009 12.00,"2,03363286","11,94431371",,"17,70000076"
25/06/2009 13.00,"1,76452856","7,16814727",,"17,70000076"
25/06/2009 14.00,"1,55863691","4,08570118",,"17,70000076"
25/06/2009 15.00,"1,99570588","3,68725376",,"17,70000076"
25/06/2009 16.00,"2,09503932","4,25442562",,"17,70000076"
25/06/2009 17.00,"1,91262614","5,24210554",,"17,70000076"
25/06/2009 18.00,"2,29009484","6,74763729",,"17,70000076"
25/06/2009 19.00,"2,29370722","5,98189276",,"17,70000076"
25/06/2009 20.00,"2,24133071","7,73921196",,"17,70000076"
25/06/2009 21.00,"2,18895521","10,68147978",,"17,70000076"
25/06/2009 22.00,"2,1347725","13,89241418",,"17,70000076"
25/06/2009 23.00,"1,66519512","19,62641232",,"17,70000076"
26/06/2009 0.00,"1,47555818","14,74901695",,"17,70000076"
26/06/2009 1.00,"1,29495119","12,27137852",,"17,2999897"
26/06/2009 2.00,"0,95721667","4,62301906",,"17,2999897"
26/06/2009 3.00,"0,80189433","2,85661595",,"17,2999897"
26/06/2009 4.00,"0,73868168","5,52504139",,"17,2999897"
26/06/2009 5.00,"0,52737247","6,6710636",,"17,2999897"
26/06/2009 6.00,"0,47680214","11,0137414",,"17,2999897"
26/06/2009 7.00,"0,6628267","31,22030232",,"17,2999897"
26/06/2009 8.00,"0,38469245","19,96774256",,"17,2999897"
26/06/2009 9.00,"0,20950403","9,77557418",,"17,2999897"
26/06/2009 10.00,"0,19686171","7,12791306",,"17,2999897"
26/06/2009 11.00,"0,28174663","6,2077229",,"17,2999897"
26/06/2009 12.00,,,,"17,2999897"
26/06/2009 13.00,,"19,37395184",,"17,2999897"
26/06/2009 14.00,,"7,25640328",,"17,2999897"
26/06/2009 15.00,,"11,32003806",,"17,2999897"
26/06/2009 16.00,,"7,34855212",,"17,2999897"
26/06/2009 17.00,,"9,44721112",,"17,2999897"
26/06/2009 18.00,,"9,05914778",,"17,2999897"
26/06/2009 19.00,,"9,53676538",,"17,2999897"
26/06/2009 20.00,,"29,76280384",,"17,2999897"
26/06/2009 21.00,,"23,40840568",,"17,2999897"
26/06/2009 22.00,,"17,69778174",,"17,2999897"
26/06/2009 23.00,,"15,22273981",,"17,2999897"
27/06/2009 0.00,,"8,37516993",,"17,2999897"
27/06/2009 1.00,,"11,09940091",,"14,10000038"
27/06/2009 2.00,,,,"14,10000038"
27/06/2009 3.00,,"4,78265768",,"14,10000038"
27/06/2009 4.00,,"6,1025935","0,23248391","14,10000038"
27/06/2009 5.00,,"10,92807424","0,4406065","14,10000038"
27/06/2009 6.00,,"18,83212546","0,5732266","14,10000038"
27/06/2009 7.00,,"32,7024656","0,75774629","14,10000038"
27/06/2009 8.00,,"15,41741582","0,41708165","14,10000038"
27/06/2009 9.00,,"8,78010476","0,44686138","14,10000038"
27/06/2009 10.00,,"7,71065815","0,33522526","14,10000038"
27/06/2009 11.00,,"6,72167998","0,32520859","14,10000038"
27/06/2009 12.00,,"7,17204202","0,44328017","14,10000038"
27/06/2009 13.00,,"12,08967925","0,47166423","14,10000038"
27/06/2009 14.00,,"4,85923328","0,46458336","14,10000038"
27/06/2009 15.00,,"5,51595748","0,40665723","14,10000038"
27/06/2009 16.00,,"6,4750836","0,4207083","14,10000038"
27/06/2009 17.00,,"26,20791784","0,32099245","14,10000038"
27/06/2009 18.00,,"16,5945826","0,43824854","14,10000038"
27/06/2009 19.00,,"17,98980533","0,3777396","14,10000038"
27/06/2009 20.00,,"11,85994862","0,4149066","14,10000038"
27/06/2009 21.00,,"16,73086614","0,56543159","14,10000038"
27/06/2009 22.00,,"14,52837789","0,67634192","14,10000038"
27/06/2009 23.00,,"10,58025085","0,50487722","14,10000038"
28/06/2009 0.00,,"15,0267579","0,43711616","14,10000038"
28/06/2009 1.00,,"12,51926741","0,41767231","20,39999962"
28/06/2009 2.00,,"10,98648202","0,48031086","20,39999962"
28/06/2009 3.00,,"7,8313608","0,48083511","20,39999962"
28/06/2009 4.00,,"5,24470204","0,42131293","20,39999962"
28/06/2009 5.00,,"13,24478346","0,55881439","20,39999962"
28/06/2009 6.00,,"6,95919053","0,47029419","20,39999962"
28/06/2009 7.00,,"10,64903122","0,55477999","20,39999962"
28/06/2009 8.00,,"11,81712556","0,4605944","20,39999962"
28/06/2009 9.00,,"6,69182983","0,45710523","20,39999962"
28/06/2009 10.00,,"5,91310474","0,44024302","20,39999962"
28/06/2009 11.00,,"11,57052918","0,5003442","20,39999962"
28/06/2009 12.00,,"13,88982151","0,34773503","20,39999962"
28/06/2009 13.00,,"5,5250433","0,39632368","20,39999962"
28/06/2009 14.00,,"2,64246813","0,47668538","20,39999962"
28/06/2009 15.00,,"3,99355234","0,43602805","20,39999962"
28/06/2009 16.00,,"8,2518727","0,40747273","20,39999962"
28/06/2009 17.00,,"7,28236059","0,36550244","20,39999962"
28/06/2009 18.00,,"15,11112298","0,48720067","20,39999962"
28/06/2009 19.00,,"15,6549302","0,46802827","20,39999962"
28/06/2009 20.00,,"16,10140132","0,51421353","20,39999962"
28/06/2009 21.00,,"31,74334904","0,69225116","20,39999962"
28/06/2009 22.00,,"40,56627304","1,04769033","20,39999962"
28/06/2009 23.00,,"15,6471388","0,58505718","20,39999962"
29/06/2009 0.00,,"12,09227383","0,50886501","20,39999962"
29/06/2009 1.00,,"7,27976601","0,62444466",
29/06/2009 2.00,,,"0,47523496",
29/06/2009 3.00,,"3,81834048",,
29/06/2009 4.00,,"6,28429659","0,16105077",
29/06/2009 5.00,,"15,23312388","0,28567082",
29/06/2009 6.00,,"30,0392408","0,36051974",
29/06/2009 7.00,,"26,89837928","0,20959748",
29/06/2009 8.00,,"13,68865234","0,16773204",
29/06/2009 9.00,,"8,83072114","0,13153899",
29/06/2009 10.00,,"6,3725526","0,19199084",
29/06/2009 11.00,,"5,19019092","0,14360722",
29/06/2009 12.00,,"4,79953299","0,14500173",
29/06/2009 13.00,,"5,38227618","0,15592477",
29/06/2009 14.00,,"4,06234036","0,25041209",
29/06/2009 15.00,,"7,61201998","1,06675905",
29/06/2009 16.00,,"4,88908342","2,51124138",
29/06/2009 17.00,,"3,76642394","2,00064751",
29/06/2009 18.00,,"6,48157484",,
29/06/2009 19.00,,"9,07601926",,
29/06/2009 20.00,,"8,13895571","0,29299401",
29/06/2009 21.00,,"13,7756101","0,30833123",
29/06/2009 22.00,,"21,19943384","0,4454028",
29/06/2009 23.00,,"17,2707767","0,57939994",
30/06/2009 0.00,,"6,40370099","0,38681146",
30/06/2009 1.00,,"6,91636173","0,52655903",
30/06/2009 2.00,,"4,19601975","0,38852983",
30/06/2009 3.00,,"3,48738284","0,43737479",
30/06/2009 4.00,,"3,17978602","0,46297566",
30/06/2009 5.00,,"4,51399874","0,39312226",
30/06/2009 6.00,,"14,25192754","0,50539098",
30/06/2009 7.00,,"20,033936","0,43829397",
30/06/2009 8.00,,"13,54718155","0,53522663",
30/06/2009 9.00,,"10,4335928","0,28077199",
30/06/2009 10.00,,"10,48810201","0,32925929",
30/06/2009 11.00,,"9,77687051","0,22110302",
30/06/2009 12.00,,"4,48933967","0,24958028",
30/06/2009 13.00,,"3,50944732","0,34475612",
30/06/2009 14.00,,,"0,16706566",
30/06/2009 15.00,,,"0,31683806",
30/06/2009 16.00,"1,01862212",,"0,47447771",
30/06/2009 17.00,"1,14143504","4,3141259","0,47312048",
30/06/2009 18.00,"1,30759351","5,2096589","0,53127146",
30/06/2009 19.00,"1,33107197","6,46080861","0,60100603",
30/06/2009 20.00,,,,
30/06/2009 21.00,,,,
30/06/2009 22.00,"1,78620185","15,14616612","1,13287746",
30/06/2009 23.00,"2,32079807","10,31808123","0,83956308",
01/07/2009 0.00,"3,5001611","9,75480794","0,54309388",
01/07/2009 1.00,,"4,20121274","0,52464144",
01/07/2009 2.00,"4,5747711",,"0,66247259",
01/07/2009 3.00,"4,9522398","4,01042382",,
01/07/2009 4.00,"5,05699182","7,35893428","0,25016045",
01/07/2009 5.00,"5,61867889","8,76063678","0,28845517",
01/07/2009 6.00,"6,13160284","30,09245176","0,43088574",
01/07/2009 7.00,"5,75413413","27,25789264","0,33707062",
01/07/2009 8.00,"5,34054464","14,69450392",,
01/07/2009 9.00,"3,53808808","22,57905656",,
01/07/2009 10.00,"1,82954741","11,89629192",,
01/07/2009 11.00,"0,73507031","8,25057445","0,22335147",
01/07/2009 12.00,"0,42081426","6,88131859","0,30953817",
01/07/2009 13.00,"0,29980753","5,40563699","0,33343931",
01/07/2009 14.00,"0,38108007","4,64508354","0,44575347",
01/07/2009 15.00,"0,34857167","3,7819991","0,42535548",
01/07/2009 16.00,"0,8795555","3,09802125","0,32001152",
01/07/2009 17.00,"0,98069513","3,89361592","0,3275281",
01/07/2009 18.00,"1,23535092","7,40955257","0,3944492",
01/07/2009 19.00,"1,42318166","6,81772356","0,44929274",
01/07/2009 20.00,"1,34732669","7,44199921","0,49271578",
01/07/2009 21.00,"1,03848921","16,17277819","0,74201064",
01/07/2009 22.00,"1,22270859","16,82820032","0,74222966",
01/07/2009 23.00,"1,10170186","14,22078106","0,77722276",
02/07/2009 0.00,"1,41053934","15,62507623","0,80261976",
02/07/2009 1.00,"1,57669781","18,49337259","0,76795402",
02/07/2009 2.00,"1,49903664","3,51982948","0,64203034",
02/07/2009 3.00,"1,77355952","3,25506337","0,49348119",
02/07/2009 4.00,"1,95958408","6,72167998","0,47290146",
02/07/2009 5.00,"2,4923741","12,00660667","0,61801969",
02/07/2009 6.00,"3,00891044","28,52333072","0,84633289",
02/07/2009 7.00,"3,3538687","29,9626652","0,77306255",
02/07/2009 8.00,"4,03114494","19,42523168","0,76222572",
02/07/2009 9.00,"3,16603796","11,53677856","0,59028803",
02/07/2009 10.00,"2,90235223","12,51667282","0,49899164",
02/07/2009 11.00,"2,29912478","8,56984977","0,5683569",
02/07/2009 12.00,"1,55863691","6,6399133","0,49691211",
02/07/2009 13.00,"1,27869647","6,4348513","0,42028424",
02/07/2009 14.00,"1,30759351","3,59510492","0,40389968",
02/07/2009 15.00,"1,25341182","3,35110504","0,53912938",
02/07/2009 16.00,"1,11434419","4,84236179","0,60371582",
02/07/2009 17.00,"1,21187246","4,93970171","0,67410395",
02/07/2009 18.00,"1,53696464","4,80991515","0,61623141",
02/07/2009 19.00,"1,64171666","5,89363675","0,65056862",
02/07/2009 20.00,"1,64352183","6,93323322","0,70906094",
02/07/2009 21.00,"2,1907614","8,64642346","0,69220339",
02/07/2009 22.00,"2,89332127","17,898949","0,85976068",
02/07/2009 23.00,"3,75481587","15,0799765","0,65502009",
03/07/2009 0.00,"4,3237277","19,2292708","0,65082376",
03/07/2009 1.00,,"11,76520711","0,67527128",
03/07/2009 2.00,"5,99614657",,"0,57904927",
03/07/2009 3.00,"6,59034408","4,64119071",,
03/07/2009 4.00,"7,57645779","6,42187073",,
03/07/2009 5.00,"7,96115024","6,16489219",,
03/07/2009 6.00,"8,31152708","23,69134344",,
03/07/2009 7.00,"8,30430231","19,29156376",,
03/07/2009 8.00,"8,43434","16,93722256",,
03/07/2009 9.00,"8,04964755","12,39726651",,
03/07/2009 10.00,"7,29109776","6,70480658",,
03/07/2009 11.00,"5,72162471","5,9546372",,
