,Foggia,,
10/04/2009 9.00,"0,82898518","6,31674323",
10/04/2009 10.00,"0,89581021","6,19214775",
10/04/2009 11.00,"1,19922911","5,493893",
10/04/2009 12.00,"1,3292668","3,9753826",
10/04/2009 13.00,"1,24799324","3,22002023",
10/04/2009 14.00,"1,150466","2,61780906",
10/04/2009 15.00,"1,0222345","2,48931884",
10/04/2009 16.00,"0,95721667","3,30308516",
10/04/2009 17.00,"1,02584688","4,26610602",
10/04/2009 18.00,"1,35455145","4,58797784",
10/04/2009 19.00,"1,11073181","4,2141914",
10/04/2009 20.00,"0,88136169","3,68595742",
10/04/2009 21.00,"0,86871937","3,65870186",
10/04/2009 22.00,"0,65199056","4,09478509",
10/04/2009 23.00,"0,96263423","3,55357437",
11/04/2009 0.00,"1,07280482","3,27712785",
11/04/2009 1.00,"0,97347138","4,77487202",
11/04/2009 2.00,"0,93012481","6,25444645",
11/04/2009 3.00,"1,04752017","7,77425318",
11/04/2009 4.00,"0,99153127","6,92025456",
11/04/2009 5.00,"0,8795555","8,76582977",
11/04/2009 6.00,"0,95360429","14,65037878",
11/04/2009 7.00,"1,2209024","19,53555408",
11/04/2009 8.00,"0,95902185","18,29609817",
11/04/2009 9.00,"0,93915577","9,30833874",
11/04/2009 10.00,"1,05655011","8,41670048",
11/04/2009 11.00,"1,42137547","2,79431917",
11/04/2009 12.00,"1,33107197","2,47244735",
11/04/2009 13.00,"1,31662346","2,43610597",
11/04/2009 14.00,"1,40692695","2,61780906",
11/04/2009 15.00,"1,45749728","1,81053207",
11/04/2009 16.00,"1,3292668","2,60742499",
11/04/2009 17.00,"1,38525468","5,52374506",
11/04/2009 18.00,"1,45569109","4,37383002",
11/04/2009 19.00,"1,19019917","3,39004292",
11/04/2009 20.00,"1,03487683","2,72163831",
11/04/2009 21.00,"0,969859","3,20574333",
11/04/2009 22.00,"1,04752017","4,08310468",
11/04/2009 23.00,"0,789252","6,3582757",
12/04/2009 0.00,"0,72603935","6,52959472",
12/04/2009 1.00,,"10,58025085",
12/04/2009 2.00,"0,91567629",,
12/04/2009 3.00,"0,8614946","5,21744648",
12/04/2009 4.00,"1,12879271","4,14280879",
12/04/2009 5.00,"0,76396735","3,6794681",
12/04/2009 6.00,"0,83982131","2,96693453",
12/04/2009 7.00,"0,83982131","4,08699942",
12/04/2009 8.00,"0,74771264","3,39782858",
12/04/2009 9.00,"0,88677925","5,17851051",
12/04/2009 10.00,"1,12337413","5,06689178",
12/04/2009 11.00,"1,12337413","5,2408073",
12/04/2009 12.00,"0,98250133","7,31870198",
12/04/2009 13.00,"1,22270859","4,70219116",
12/04/2009 14.00,"1,24799324","2,64506462",
12/04/2009 15.00,"1,1829744","2,6333823",
12/04/2009 16.00,"1,35093907","6,53089297",
12/04/2009 17.00,"1,09086573","4,53995605",
12/04/2009 18.00,"1,14685361","4,21808423",
12/04/2009 19.00,"1,15407736","4,12463714",
12/04/2009 20.00,"1,03126546","3,13046789",
12/04/2009 21.00,"1,14685361","1,50812824",
12/04/2009 22.00,"0,99694985","1,2225959",
12/04/2009 23.00,"0,95360429","0,84361646",
13/04/2009 0.00,"0,84885227","0,75795695",
13/04/2009 1.00,"0,91567629","1,15510612",
13/04/2009 2.00,"0,91748248","1,72876539",
13/04/2009 3.00,"0,87052454","1,34589313",
13/04/2009 4.00,"0,77660968","1,6353183",
13/04/2009 5.00,"0,61948114","1,9818511",
13/04/2009 6.00,"0,90664635",,
13/04/2009 7.00,"0,64296062",,
13/04/2009 8.00,"0,50931157","1,71578674",
13/04/2009 9.00,"0,59780887","1,67555252",
13/04/2009 10.00,"0,6285121","1,66127562",
13/04/2009 11.00,"0,67908141","2,29334075",
13/04/2009 12.00,"0,70978464","1,59768058",
13/04/2009 13.00,"0,80008814","1,78068002",
13/04/2009 14.00,"0,80370052","1,18106343",
13/04/2009 15.00,"0,64296062","1,34199838",
13/04/2009 16.00,"0,73687549","1,44063846",
13/04/2009 17.00,"0,62489972","1,52240323",
13/04/2009 18.00,"0,76938491","1,48217093",
13/04/2009 19.00,"0,57974797","1,63142547",
13/04/2009 20.00,"0,62670591","1,68853118",
13/04/2009 21.00,"0,60683882",,
13/04/2009 22.00,"0,63212347",,
13/04/2009 23.00,"0,49305686",,
14/04/2009 0.00,"0,7007547","3,6625947",
14/04/2009 1.00,,"3,49906325",
14/04/2009 2.00,"0,60142126",,
14/04/2009 3.00,"0,59780887","1,31604298",
14/04/2009 4.00,"0,55265712","1,19014926",
14/04/2009 5.00,"0,59419649","1,41987223",
14/04/2009 6.00,"0,67547004","1,77678718",
14/04/2009 7.00,"0,60503262","2,05063721",
14/04/2009 8.00,"0,64837818","2,50359574",
14/04/2009 9.00,"0,70617226","2,88127693",
14/04/2009 10.00,"0,99694985","2,49970291",
14/04/2009 11.00,"0,79647575","2,82287106",
14/04/2009 12.00,"0,83620994","4,6178299",
14/04/2009 13.00,"1,03126546","4,63859613",
14/04/2009 14.00,"1,04571398","4,41795706",
14/04/2009 15.00,"1,19742292","4,74631821",
14/04/2009 16.00,"1,28592124","4,93321238",
14/04/2009 17.00,"1,17936303","4,48544493",
14/04/2009 18.00,"1,16672071","5,52893614",
14/04/2009 19.00,"1,44485495","9,52248847",
14/04/2009 20.00,"1,03126546","15,20196784",
14/04/2009 21.00,"1,38525468","14,44660738",
14/04/2009 22.00,"1,20826007","16,54267754",
14/04/2009 23.00,"1,12156896","8,61787156",
15/04/2009 0.00,"1,11073181","3,0058705",
15/04/2009 1.00,"1,03126546","2,9202129",
15/04/2009 2.00,"1,03126546","2,9799151",
15/04/2009 3.00,"1,10892561","3,39393575",
15/04/2009 4.00,"0,99875604","5,23691446",
15/04/2009 5.00,"0,98972508","4,65676586",
15/04/2009 6.00,"0,89219783","7,63538271",
15/04/2009 7.00,"0,97347138","6,27650902",
15/04/2009 8.00,"1,11615038","7,20448866",
15/04/2009 9.00,"1,15407736","8,34661612",
15/04/2009 10.00,"1,27508409","7,48612626",
15/04/2009 11.00,"2,46347707","5,86248836",
15/04/2009 12.00,"1,40692695","2,94357371",
15/04/2009 13.00,"1,35635765","2,97212752",
15/04/2009 14.00,"1,112538","2,10255374",
15/04/2009 15.00,"1,35816384","2,57757294",
15/04/2009 16.00,"1,12337413","2,70346666",
15/04/2009 17.00,"1,26605415","3,57953168",
15/04/2009 18.00,"1,37802992","4,04806346",
15/04/2009 19.00,"1,24438086","3,47959526",
15/04/2009 20.00,"1,1486598","15,03843448",
15/04/2009 21.00,"0,98069513","32,34297136",
15/04/2009 22.00,"1,00959217","19,68870528",
15/04/2009 23.00,"0,97166519","16,25973595",
16/04/2009 0.00,"0,94637952","9,19412542",
16/04/2009 1.00,,"7,98840292",
16/04/2009 2.00,"0,88497306",,
16/04/2009 3.00,"0,80550671","8,69574541",
16/04/2009 4.00,"0,63754205","4,96825361",
16/04/2009 5.00,"0,5905841","11,37973644",
16/04/2009 6.00,"0,82537279","23,06317496",
16/04/2009 7.00,"1,17936303","50,0096028",
16/04/2009 8.00,"0,86871937","38,06140008",
16/04/2009 9.00,"1,08364096","22,31040144",
16/04/2009 10.00,"1,00959217","8,89950916",
16/04/2009 11.00,"1,46652722","8,47510443",
16/04/2009 12.00,"1,08544715","3,20833982",
16/04/2009 13.00,"1,10170186","4,06104211",
16/04/2009 14.00,"1,00597979","3,29270109",
16/04/2009 15.00,"1,25882938","3,79108492",
16/04/2009 16.00,"1,39247843","4,81121149",
16/04/2009 17.00,"1,36899997","4,89297817",
16/04/2009 18.00,"1,29314499","4,49323442",
16/04/2009 19.00,"1,22632097","4,89427642",
16/04/2009 20.00,"0,98069513","6,36217044",
16/04/2009 21.00,"1,17213827","30,71932008",
16/04/2009 22.00,"1,17755684","31,92244608",
16/04/2009 23.00,"1,41053934","23,38764136",
17/04/2009 0.00,"1,46291585","15,88075461",
17/04/2009 1.00,"1,03126546","10,71392833",
17/04/2009 2.00,"4,04920584","8,51144582",
17/04/2009 3.00,"1,09989567","6,24925537",
17/04/2009 4.00,"2,35511368","6,06106294",
17/04/2009 5.00,,"4,75280754",
17/04/2009 6.00,,"8,25316903",
17/04/2009 7.00,,"16,20003949",
17/04/2009 8.00,"9,59744731","27,4460908",
17/04/2009 9.00,,"20,75166256",
17/04/2009 10.00,,"23,9223704",
17/04/2009 11.00,,"19,16695872",
17/04/2009 12.00,,"10,93846214",
17/04/2009 13.00,,"8,7839995",
17/04/2009 14.00,"0,00180619","7,79631766",
17/04/2009 15.00,,"7,33297697",
17/04/2009 16.00,,"8,30768015",
17/04/2009 17.00,,"9,84695678",
17/04/2009 18.00,,"12,50758891",
17/04/2009 19.00,,"14,28827275",
17/04/2009 20.00,"0,00180619","6,78268042",
17/04/2009 21.00,,"11,19154593",
17/04/2009 22.00,,"16,22210206",
17/04/2009 23.00,,"13,55886961",
18/04/2009 0.00,,"17,62769738",
18/04/2009 1.00,,"13,23439938",
18/04/2009 2.00,,,
18/04/2009 3.00,,"6,78268042",
18/04/2009 4.00,,"4,36084945",
18/04/2009 5.00,,"6,55295745",
18/04/2009 6.00,,"15,55758454",
18/04/2009 7.00,,"16,07803859",
18/04/2009 8.00,,"18,93725104",
18/04/2009 9.00,,"11,50433192",
18/04/2009 10.00,,"13,24219078",
18/04/2009 11.00,,"9,2330633",
18/04/2009 12.00,,"4,89427642",
18/04/2009 13.00,,"3,35759628",
18/04/2009 14.00,,"3,10840341",
18/04/2009 15.00,,"3,26934027",
18/04/2009 16.00,,"3,54578679",
18/04/2009 17.00,,"2,90074491",
18/04/2009 18.00,,"3,40691441",
18/04/2009 19.00,,"3,77421343",
18/04/2009 20.00,,"3,49387217",
18/04/2009 21.00,,"3,56266019",
18/04/2009 22.00,,"2,36602161",
18/04/2009 23.00,,"3,37057302",
19/04/2009 0.00,,"5,60810632",
19/04/2009 1.00,,"3,39393575",
19/04/2009 2.00,,"3,06816919",
19/04/2009 3.00,,"2,43221122",
19/04/2009 4.00,,"3,35240329",
19/04/2009 5.00,,"3,6028925",
19/04/2009 6.00,,"4,48933967",
19/04/2009 7.00,,"5,17331752",
19/04/2009 8.00,,"5,88714934",
19/04/2009 9.00,,"6,33621122",
19/04/2009 10.00,,"3,14085005",
19/04/2009 11.00,,"1,80144625",
19/04/2009 12.00,,"1,67295794",
19/04/2009 13.00,,"2,39717",
19/04/2009 14.00,,"3,19665942",
19/04/2009 15.00,,"2,00780841",
19/04/2009 16.00,,"2,88387151",
19/04/2009 17.00,,"4,0779136",
19/04/2009 18.00,,"4,13761771",
19/04/2009 19.00,,"3,78719018",
19/04/2009 20.00,,"2,66712719",
19/04/2009 21.00,,"4,08829767",
19/04/2009 22.00,,"3,61197832",
19/04/2009 23.00,,"3,99485058",
20/04/2009 0.00,,"3,23948822",
20/04/2009 1.00,,"3,29140475",
20/04/2009 2.00,,,
20/04/2009 3.00,,"3,48608459",
20/04/2009 4.00,,"3,05778703",
20/04/2009 5.00,,"2,71385074",
20/04/2009 6.00,,"3,07336218",
20/04/2009 7.00,,"2,92150923",
20/04/2009 8.00,,"5,73918922",
20/04/2009 9.00,,"5,72880706",
20/04/2009 10.00,,,
20/04/2009 11.00,,,
20/04/2009 12.00,,,
20/04/2009 13.00,,,
20/04/2009 14.00,,,
20/04/2009 15.00,,,
20/04/2009 16.00,,,
20/04/2009 17.00,,,
20/04/2009 18.00,,"1,57302152",
20/04/2009 19.00,,"1,74823338",
20/04/2009 20.00,,"2,19989366",
20/04/2009 21.00,,"2,03636222",
20/04/2009 22.00,,"2,10644658",
20/04/2009 23.00,,"3,43416997",
21/04/2009 0.00,,"4,13372297",
21/04/2009 1.00,,"3,42508414","22,7999897"
21/04/2009 2.00,,"2,56719078","22,7999897"
21/04/2009 3.00,,"1,30436066","22,7999897"
21/04/2009 4.00,,"1,53019081","22,7999897"
21/04/2009 5.00,,"1,82870181","22,7999897"
21/04/2009 6.00,,"1,63921305","22,7999897"
21/04/2009 7.00,,"2,85661595","22,7999897"
21/04/2009 8.00,,"2,37121269","22,7999897"
21/04/2009 9.00,,"3,69504134","22,7999897"
21/04/2009 10.00,,"3,29659583","22,7999897"
21/04/2009 11.00,,"3,44455213","22,7999897"
21/04/2009 12.00,,"4,33878688","22,7999897"
21/04/2009 13.00,,"2,80340308","22,7999897"
21/04/2009 14.00,,"2,92280748","22,7999897"
21/04/2009 15.00,,"1,69112767","22,7999897"
21/04/2009 16.00,,"1,74953162","22,7999897"
21/04/2009 17.00,,"2,6048285","22,7999897"
21/04/2009 18.00,,"1,94550971","22,7999897"
21/04/2009 19.00,,"1,85855195","22,7999897"
21/04/2009 20.00,,"2,50489208","22,7999897"
21/04/2009 21.00,,"1,42506331","22,7999897"
21/04/2009 22.00,,"1,36276653","22,7999897"
21/04/2009 23.00,,"1,19274575","22,7999897"
22/04/2009 0.00,,"1,5042335","22,7999897"
22/04/2009 1.00,,"1,3394038","16,10000038"
22/04/2009 2.00,,,"16,10000038"
22/04/2009 3.00,,"2,42053273","16,10000038"
22/04/2009 4.00,,"1,86114845","16,10000038"
22/04/2009 5.00,,"3,69504134","16,10000038"
22/04/2009 6.00,,"18,56216444","16,10000038"
22/04/2009 7.00,,"47,31261208","16,10000038"
22/04/2009 8.00,,"52,78963168","16,10000038"
22/04/2009 9.00,,"34,62071784","16,10000038"
22/04/2009 10.00,,"26,63102432","16,10000038"
22/04/2009 11.00,,"15,7405878","16,10000038"
22/04/2009 12.00,,"9,83397622","16,10000038"
22/04/2009 13.00,,"5,34723304","16,10000038"
22/04/2009 14.00,,"4,75929686","16,10000038"
22/04/2009 15.00,,"2,56848902","16,10000038"
22/04/2009 16.00,,"1,95329729","16,10000038"
22/04/2009 17.00,,"2,89944666","16,10000038"
22/04/2009 18.00,,"6,7164889","16,10000038"
22/04/2009 19.00,,"12,45697445","16,10000038"
22/04/2009 20.00,,"25,10861344","16,10000038"
22/04/2009 21.00,,"31,15410888","16,10000038"
22/04/2009 22.00,"0,00180619","19,11115891","16,10000038"
22/04/2009 23.00,,"12,44789245","16,10000038"
23/04/2009 0.00,,"7,64446662","16,10000038"
23/04/2009 1.00,,"6,65938128","18,20000076"
23/04/2009 2.00,,"6,2531482","18,20000076"
23/04/2009 3.00,,"5,92089231","18,20000076"
23/04/2009 4.00,,"5,43548905","18,20000076"
23/04/2009 5.00,,"13,0436162","18,20000076"
23/04/2009 6.00,,"25,14236024","18,20000076"
23/04/2009 7.00,,"14,11955214","18,20000076"
23/04/2009 8.00,"0,00180619","5,12659589","18,20000076"
23/04/2009 9.00,,"4,04417062","18,20000076"
23/04/2009 10.00,,"4,50621307","18,20000076"
23/04/2009 11.00,,,"18,20000076"
23/04/2009 12.00,"3,52983208","3,25636162","18,20000076"
23/04/2009 13.00,,,"18,20000076"
23/04/2009 14.00,"2,91318836",,"18,20000076"
23/04/2009 15.00,"1,65797035","1,86893602","18,20000076"
23/04/2009 16.00,"1,3112059","1,91176674","18,20000076"
23/04/2009 17.00,"1,15227219","3,7936795","18,20000076"
23/04/2009 18.00,"0,93373719","9,62372314","18,20000076"
23/04/2009 19.00,"1,09808948","9,65746611","18,20000076"
23/04/2009 20.00,"0,95360429","13,692549","18,20000076"
23/04/2009 21.00,"1,04210159","9,22138098","18,20000076"
23/04/2009 22.00,"0,96444042","9,47446668","18,20000076"
23/04/2009 23.00,"0,91025873","7,81838023","18,20000076"
24/04/2009 0.00,"0,89942158","4,55034012","18,20000076"
24/04/2009 1.00,"1,1305989","4,96046794","10,89999962"
24/04/2009 2.00,"0,8434337",,"10,89999962"
24/04/2009 3.00,"1,11434419","5,13048872","10,89999962"
24/04/2009 4.00,"1,27508409","3,16161628","10,89999962"
24/04/2009 5.00,"1,08002858","5,58474359","10,89999962"
24/04/2009 6.00,"1,17575065","9,41606273","10,89999962"
24/04/2009 7.00,"1,20645388","18,38824701","10,89999962"
24/04/2009 8.00,"1,34371532","17,59525074","10,89999962"
24/04/2009 9.00,"1,48820051","17,88078309","10,89999962"
24/04/2009 10.00,"1,35455145","9,43033963","10,89999962"
24/04/2009 11.00,"1,39067224","5,25378595","10,89999962"
24/04/2009 12.00,"1,13240509","2,7553832","10,89999962"
24/04/2009 13.00,"1,29675738","1,1317453","10,89999962"
24/04/2009 14.00,"1,26605415","1,13953097","10,89999962"
24/04/2009 15.00,"1,2732779","1,11097907","10,89999962"
24/04/2009 16.00,"1,33287817",,"10,89999962"
24/04/2009 17.00,"1,27689028","1,97795635","10,89999962"
24/04/2009 18.00,"1,28772642","1,84946804","10,89999962"
24/04/2009 19.00,"1,21006626","2,84753204","10,89999962"
24/04/2009 20.00,"1,24257467","2,53734063","10,89999962"
24/04/2009 21.00,"1,16130213","4,52567914","10,89999962"
24/04/2009 22.00,"1,13962884","4,38680676","10,89999962"
24/04/2009 23.00,"1,27147272","4,56850986","10,89999962"
25/04/2009 0.00,"1,25160563","6,26223402","10,89999962"
25/04/2009 1.00,"1,35997003","3,43676646","10,19999981"
25/04/2009 2.00,"1,34190913","2,05453195","10,19999981"
25/04/2009 3.00,"1,2913388","2,24012788","10,19999981"
25/04/2009 4.00,"1,35274526","1,99742434","10,19999981"
25/04/2009 5.00,"1,27508409","1,71838323","10,19999981"
25/04/2009 6.00,"1,23354473","4,71387157","10,19999981"
25/04/2009 7.00,"1,35274526","10,69705302","10,19999981"
25/04/2009 8.00,"1,41415172","2,40755216","10,19999981"
25/04/2009 9.00,"1,17033207","2,74889387","10,19999981"
25/04/2009 10.00,"1,25702319","2,31280874","10,19999981"
25/04/2009 11.00,"1,33649055","1,6807436","10,19999981"
25/04/2009 12.00,"1,28953261",,"10,19999981"
25/04/2009 13.00,"1,55502453","0,54121263","10,19999981"
25/04/2009 14.00,"1,25702319",,"10,19999981"
25/04/2009 15.00,"1,35274526","0,62427565","10,19999981"
25/04/2009 16.00,"1,26966653",,"10,19999981"
25/04/2009 17.00,"1,42860024","0,65282946","10,19999981"
25/04/2009 18.00,"1,46291585","1,49904242","10,19999981"
25/04/2009 19.00,"1,45388489","1,44323305","10,19999981"
25/04/2009 20.00,"1,3635814","1,54965879","10,19999981"
25/04/2009 21.00,"1,32204203","7,19280634","10,19999981"
25/04/2009 22.00,"1,2028415","8,89172158","10,19999981"
25/04/2009 23.00,"1,1486598","7,41863839","10,19999981"
26/04/2009 0.00,"1,14685361","6,85406303","10,19999981"
26/04/2009 1.00,"1,09808948","3,8391048","17,10000038"
26/04/2009 2.00,"0,98611371",,"17,10000038"
26/04/2009 3.00,"1,25882938","4,76578619","17,10000038"
26/04/2009 4.00,"1,25521801","4,0493617","17,10000038"
26/04/2009 5.00,"1,35093907","3,29659583","17,10000038"
26/04/2009 6.00,"1,28050267","3,25506337","17,10000038"
26/04/2009 7.00,"1,18658678","3,03831905","17,10000038"
26/04/2009 8.00,"1,47555818","3,40301966","17,10000038"
26/04/2009 9.00,"1,20826007","2,56329794","17,10000038"
26/04/2009 10.00,"1,32384822","2,39197892","17,10000038"
26/04/2009 11.00,"1,46652722","4,19212692","17,10000038"
26/04/2009 12.00,"1,31301209","3,76512761","17,10000038"
26/04/2009 13.00,"1,39789701","3,6911485","17,10000038"
26/04/2009 14.00,"1,28772642","3,14733938","17,10000038"
26/04/2009 15.00,"1,37622372","2,24142422","17,10000038"
26/04/2009 16.00,"1,28411505","3,12268031","17,10000038"
26/04/2009 17.00,"1,38886707","3,49646675","17,10000038"
26/04/2009 18.00,"1,39428463","3,50295608","17,10000038"
26/04/2009 19.00,"1,54599458","3,22521322","17,10000038"
26/04/2009 20.00,"1,26063557","3,11359449","17,10000038"
26/04/2009 21.00,"1,33649055","2,95395778","17,10000038"
26/04/2009 22.00,"1,4900067","2,93968088","17,10000038"
26/04/2009 23.00,"1,31662346","2,12202173","17,10000038"
27/04/2009 0.00,"1,34371532","2,11033941","17,10000038"
27/04/2009 1.00,"1,33287817","2,04934087","23,2999897"
27/04/2009 2.00,"1,34010293","2,19599892","23,2999897"
27/04/2009 3.00,"1,33107197","2,0558302","23,2999897"
27/04/2009 4.00,"1,35635765","2,01170124","23,2999897"
27/04/2009 5.00,"1,09808948","3,2589562","23,2999897"
27/04/2009 6.00,"1,19922911","3,25636162","23,2999897"
27/04/2009 7.00,"1,3997032","2,32059631","23,2999897"
27/04/2009 8.00,"1,16491451","3,59510492","23,2999897"
27/04/2009 9.00,"1,48278193","5,3121899","23,2999897"
27/04/2009 10.00,"1,22993234","5,26027528","23,2999897"
27/04/2009 11.00,"1,40512178","5,74568046","23,2999897"
27/04/2009 12.00,"1,51529135","5,04223271","23,2999897"
27/04/2009 13.00,,"2,55487558","23,2999897"
27/04/2009 14.00,,"2,06361586","23,2999897"
27/04/2009 15.00,"1,74827385","1,5782126","23,2999897"
27/04/2009 16.00,"1,80606793","1,96238311","23,2999897"
27/04/2009 17.00,"1,59656491","1,96627594","23,2999897"
27/04/2009 18.00,"1,56405549","1,61844682","23,2999897"
27/04/2009 19.00,"1,66338893","2,04674438","23,2999897"
27/04/2009 20.00,"1,43763018","1,74563879","23,2999897"
27/04/2009 21.00,"1,57489162","1,41727574","23,2999897"
27/04/2009 22.00,"1,7229892","1,39261667","23,2999897"
27/04/2009 23.00,"1,40331559","1,66257386","23,2999897"
28/04/2009 0.00,"1,62004337","1,4017025","23,2999897"
28/04/2009 1.00,,"0,94355288","19,2999897"
28/04/2009 2.00,"1,46652722",,"19,2999897"
28/04/2009 3.00,"1,41595791","1,52889447","19,2999897"
28/04/2009 4.00,"1,43221262","1,51202107","19,2999897"
28/04/2009 5.00,"1,25882938","1,28619093","19,2999897"
28/04/2009 6.00,"1,54057601","2,00780841","19,2999897"
28/04/2009 7.00,"1,42679405","1,95719203","19,2999897"
28/04/2009 8.00,"1,42860024","3,19795766","19,2999897"
28/04/2009 9.00,"1,45027251","7,76646561","19,2999897"
28/04/2009 10.00,"1,37622372","7,62629689","19,2999897"
28/04/2009 11.00,"1,54599458","10,59712425","19,2999897"
28/04/2009 12.00,"1,52251612","10,80478274","19,2999897"
28/04/2009 13.00,"1,54599458","10,11691398","19,2999897"
28/04/2009 14.00,"1,4195703","3,65351078","19,2999897"
28/04/2009 15.00,"1,46291585","4,93580888","19,2999897"
28/04/2009 16.00,"1,63991047","7,23174422","19,2999897"
28/04/2009 17.00,"1,80426275","9,57570134","19,2999897"
28/04/2009 18.00,"1,28953261","8,77491368","19,2999897"
28/04/2009 19.00,"1,21909621","12,90604015","19,2999897"
28/04/2009 20.00,"0,99694985","16,13773697","19,2999897"
28/04/2009 21.00,"0,82356762","15,287635","19,2999897"
28/04/2009 22.00,"0,72062179","5,67170135","19,2999897"
28/04/2009 23.00,"0,6104512","7,89365758","19,2999897"
29/04/2009 0.00,"0,96444042","6,13504205","19,2999897"
29/04/2009 1.00,"0,7531302","1,24206388","21,2999897"
29/04/2009 2.00,"0,67005147","0,80597874","21,2999897"
29/04/2009 3.00,"0,72423316","2,32059631","21,2999897"
29/04/2009 4.00,"0,82176143","2,57887118","21,2999897"
29/04/2009 5.00,"0,56891183","10,37518502","21,2999897"
29/04/2009 6.00,"0,80731291","25,8782508","21,2999897"
29/04/2009 7.00,"0,76396735","18,77241752","21,2999897"
29/04/2009 8.00,"0,88677925","19,45119664","21,2999897"
29/04/2009 9.00,"0,92651344","12,79831042","21,2999897"
29/04/2009 10.00,"0,80370052","5,89882974","21,2999897"
29/04/2009 11.00,"0,88136169","3,91048932","21,2999897"
29/04/2009 12.00,"0,96624662","3,67168052","21,2999897"
29/04/2009 13.00,"0,91206492","1,59897883","21,2999897"
29/04/2009 14.00,"1,07641721","0,08046843","21,2999897"
29/04/2009 15.00,"1,0402954","0,73459614","21,2999897"
29/04/2009 16.00,"1,02584688","0,7021495","21,2999897"
29/04/2009 17.00,"0,85968841","3,26414919","21,2999897"
29/04/2009 18.00,"0,92109487","0,53602155","21,2999897"
29/04/2009 19.00,"0,84885227","0,95912803","21,2999897"
29/04/2009 20.00,"0,82717898","13,97418469","21,2999897"
29/04/2009 21.00,"0,96082804","14,20910448","21,2999897"
29/04/2009 22.00,"0,94818571","14,67763052","21,2999897"
29/04/2009 23.00,"1,05835631","13,0241463","21,2999897"
30/04/2009 0.00,"1,07641721","4,93061589","21,2999897"
30/04/2009 1.00,,,"18,10000038"
30/04/2009 2.00,"1,09419132",,"18,10000038"
30/04/2009 3.00,"1,04571398",,"18,10000038"
30/04/2009 4.00,"1,00597979",,"18,10000038"
30/04/2009 5.00,"1,08905954",,"18,10000038"
30/04/2009 6.00,"1,06919244",,"18,10000038"
30/04/2009 7.00,"1,2010353",,"18,10000038"
30/04/2009 8.00,"0,97166519",,"18,10000038"
30/04/2009 9.00,"0,9499919",,"18,10000038"
30/04/2009 10.00,"0,76757872",,"18,10000038"
30/04/2009 11.00,"1,07461102",,"18,10000038"
30/04/2009 12.00,"1,14685361",,"18,10000038"
30/04/2009 13.00,"1,0402954",,"18,10000038"
30/04/2009 14.00,"1,08002858",,"18,10000038"
30/04/2009 15.00,"0,96082804",,"18,10000038"
30/04/2009 16.00,"1,04571398",,"18,10000038"
30/04/2009 17.00,"1,14685361",,"18,10000038"
30/04/2009 18.00,"1,25882938",,"18,10000038"
30/04/2009 19.00,"1,19381155",,"18,10000038"
30/04/2009 20.00,"1,37261236",,"18,10000038"
30/04/2009 21.00,"0,931931",,"18,10000038"
30/04/2009 22.00,"0,94276815",,"18,10000038"
30/04/2009 23.00,"0,98250133",,"18,10000038"
01/05/2009 0.00,"1,03848921",,"18,10000038"
01/05/2009 1.00,"0,99333746",,"11,30000019"
01/05/2009 2.00,"0,98250133",,"11,30000019"
01/05/2009 3.00,"1,14504742",,"11,30000019"
01/05/2009 4.00,"0,97166519",,"11,30000019"
01/05/2009 5.00,"1,13782367",,"11,30000019"
01/05/2009 6.00,"1,23173853",,"11,30000019"
01/05/2009 7.00,"0,91567629",,"11,30000019"
01/05/2009 8.00,"1,00056223",,"11,30000019"
01/05/2009 9.00,"0,94818571",,"11,30000019"
01/05/2009 10.00,"1,01681694",,"11,30000019"
01/05/2009 11.00,"1,150466",,"11,30000019"
01/05/2009 12.00,"0,85065846",,"11,30000019"
01/05/2009 13.00,"1,19561774",,"11,30000019"
01/05/2009 14.00,"1,09989567",,"11,30000019"
01/05/2009 15.00,"1,30398113",,"11,30000019"
01/05/2009 16.00,"1,04932535",,"11,30000019"
01/05/2009 17.00,"1,06738625",,"11,30000019"
01/05/2009 18.00,"1,15407736",,"11,30000019"
01/05/2009 19.00,"1,18116923",,"11,30000019"
01/05/2009 20.00,"1,09628329",,"11,30000019"
01/05/2009 21.00,"1,21909621",,"11,30000019"
01/05/2009 22.00,"1,56405549",,"11,30000019"
01/05/2009 23.00,"2,12032398",,"11,30000019"
02/05/2009 0.00,"2,34608272",,"11,30000019"
02/05/2009 1.00,,,"19,7999897"
02/05/2009 2.00,"2,48334416",,"19,7999897"
02/05/2009 3.00,"2,54836199",,"19,7999897"
02/05/2009 4.00,"2,39304066",,"19,7999897"
02/05/2009 5.00,"2,37678595",,"19,7999897"
02/05/2009 6.00,"2,43638622",,"19,7999897"
02/05/2009 7.00,"2,55558676",,"19,7999897"
02/05/2009 8.00,"2,49779268",,"19,7999897"
02/05/2009 9.00,"2,55919914",,"19,7999897"
02/05/2009 10.00,"2,66214497",,"19,7999897"
02/05/2009 11.00,"2,69826575",,"19,7999897"
02/05/2009 12.00,"2,28467626",,"19,7999897"
02/05/2009 13.00,"2,49056791",,"19,7999897"
02/05/2009 14.00,"2,38762209",,"19,7999897"
02/05/2009 15.00,"2,27203394",,"19,7999897"
02/05/2009 16.00,"2,08600938",,"19,7999897"
02/05/2009 17.00,"2,44722236",,"19,7999897"
02/05/2009 18.00,"2,34788891",,"19,7999897"
02/05/2009 19.00,"2,54655681",,"19,7999897"
