,ARPA Puglia,,
16/06/2009 5.00,"3,22021965","66,65610576","42,79999161"
16/06/2009 6.00,"3,12810996","72,96117432","42,79999161"
16/06/2009 7.00,"3,57420887","80,97163216","42,79999161"
16/06/2009 8.00,"4,36707326","59,54247152","42,79999161"
16/06/2009 9.00,"3,53086331","40,85311128","42,79999161"
16/06/2009 10.00,"3,17687409","37,33717272","42,79999161"
16/06/2009 11.00,"20,12682663","48,20685448","42,79999161"
16/06/2009 12.00,"18,13292694","47,98750984","42,79999161"
16/06/2009 13.00,"5,29539289","30,87637176","42,79999161"
16/06/2009 14.00,"4,7030026","31,16839152","42,79999161"
16/06/2009 15.00,"4,01669642","27,75757472","42,79999161"
16/06/2009 16.00,"3,79455006","30,6725908","42,79999161"
16/06/2009 17.00,"3,69702179","35,48381376","42,79999161"
16/06/2009 18.00,"3,19674119","35,86927296","42,79999161"
16/06/2009 19.00,"3,31955411","44,37553152","42,79999161"
16/06/2009 20.00,"3,37734818","48,1445424","42,79999161"
16/06/2009 21.00,"2,93666683","21,04368232","42,79999161"
16/06/2009 22.00,"2,871649","26,94252736","42,79999161"
16/06/2009 23.00,"2,81746629","23,0709568","42,79999161"
17/06/2009 0.00,"2,81746629","50,04723096","42,79999161"
17/06/2009 1.00,,"70,19408968","37,79999161"
17/06/2009 2.00,,,"37,79999161"
17/06/2009 3.00,,,"37,79999161"
17/06/2009 4.00,,,"37,79999161"
17/06/2009 5.00,,,"37,79999161"
17/06/2009 6.00,,,"37,79999161"
17/06/2009 7.00,,,"37,79999161"
17/06/2009 8.00,,,"37,79999161"
17/06/2009 9.00,,,"37,79999161"
17/06/2009 10.00,,,"37,79999161"
17/06/2009 11.00,,,"37,79999161"
17/06/2009 12.00,,"29,90815408","37,79999161"
17/06/2009 13.00,,"22,49729944","37,79999161"
17/06/2009 14.00,,"20,0832656","37,79999161"
17/06/2009 15.00,,"18,68157266","37,79999161"
17/06/2009 16.00,,"20,32077424","37,79999161"
17/06/2009 17.00,,"26,65178864","37,79999161"
17/06/2009 18.00,,"27,4370088","37,79999161"
17/06/2009 19.00,,"21,03201912","37,79999161"
17/06/2009 20.00,,"22,25849064","37,79999161"
17/06/2009 21.00,,"20,55698272","37,79999161"
17/06/2009 22.00,,"13,91188408","37,79999161"
17/06/2009 23.00,,"12,80610182","37,79999161"
18/06/2009 0.00,,"14,94759154","37,79999161"
18/06/2009 1.00,,"10,67110526","25,89999962"
18/06/2009 2.00,,"7,64317029","25,89999962"
18/06/2009 3.00,,"8,25836011","25,89999962"
18/06/2009 4.00,,"13,99624917","25,89999962"
18/06/2009 5.00,,"31,48765728","25,89999962"
18/06/2009 6.00,,"36,20932216","25,89999962"
18/06/2009 7.00,,"50,0861784","25,89999962"
18/06/2009 8.00,,"40,38457568","25,89999962"
18/06/2009 9.00,,"27,8471328","25,89999962"
18/06/2009 10.00,,"23,9924452","25,89999962"
18/06/2009 11.00,,"19,46287896","25,89999962"
18/06/2009 12.00,,"19,17734088","25,89999962"
18/06/2009 13.00,,"17,54073771","25,89999962"
18/06/2009 14.00,,"16,1896535","25,89999962"
18/06/2009 15.00,,"14,20910448","25,89999962"
18/06/2009 16.00,,"17,46935319","25,89999962"
18/06/2009 17.00,,"19,86652128","25,89999962"
18/06/2009 18.00,,"16,82820032","25,89999962"
18/06/2009 19.00,,"18,72829047","25,89999962"
18/06/2009 20.00,,"20,69196992","25,89999962"
18/06/2009 21.00,,"15,5407207","25,89999962"
18/06/2009 22.00,,"26,61156016","25,89999962"
18/06/2009 23.00,,"39,62402032","25,89999962"
19/06/2009 0.00,,"18,24289103","25,89999962"
19/06/2009 1.00,,"17,3434652","24,60000038"
19/06/2009 2.00,"0,11920054",,"24,60000038"
19/06/2009 3.00,"0,09210969","13,90020558","24,60000038"
19/06/2009 4.00,"0,18421938","25,39545168","24,60000038"
19/06/2009 5.00,"0,31606224","56,5275152","24,60000038"
19/06/2009 6.00,"0,47499595","67,92282488","24,60000038"
19/06/2009 7.00,"0,74590645","60,13041152","24,60000038"
19/06/2009 8.00,"0,89219783","50,38858032","24,60000038"
19/06/2009 9.00,,"29,24363848","24,60000038"
19/06/2009 10.00,,"21,7484264","24,60000038"
19/06/2009 11.00,"3,54170047","20,20655136","24,60000038"
19/06/2009 12.00,"3,57782126","17,61082207","24,60000038"
19/06/2009 13.00,"3,80177381","21,00993552","24,60000038"
19/06/2009 14.00,"4,0022479","20,50117144","24,60000038"
19/06/2009 15.00,"3,81802852","16,9592966","24,60000038"
19/06/2009 16.00,"3,74578592","16,677659","24,60000038"
19/06/2009 17.00,"3,50557866","17,81069873","24,60000038"
19/06/2009 18.00,"3,40443903","16,26233245","24,60000038"
19/06/2009 19.00,"3,61574925","20,09364776","24,60000038"
19/06/2009 20.00,"3,82886465","14,4440128","24,60000038"
19/06/2009 21.00,"5,36221691","21,03980096","24,60000038"
19/06/2009 22.00,"4,81317217","23,88472312","24,60000038"
19/06/2009 23.00,"3,90110725","20,9281784","24,60000038"
20/06/2009 0.00,"3,62116681","23,7445544","24,60000038"
20/06/2009 1.00,"3,5001611","34,015914","27,39999962"
20/06/2009 2.00,"3,29246326","27,40846264","27,39999962"
20/06/2009 3.00,"3,36109347","19,14489424","27,39999962"
20/06/2009 4.00,"3,26717759","18,77890685","27,39999962"
20/06/2009 5.00,"3,31052315","39,30863592","27,39999962"
20/06/2009 6.00,"3,16242557","30,3727892","27,39999962"
20/06/2009 7.00,"3,56337274","26,28189312","27,39999962"
20/06/2009 8.00,"4,02753255","19,32141008","27,39999962"
20/06/2009 9.00,"5,04073711","16,00016283","27,39999962"
20/06/2009 10.00,"3,8758226","14,03388498","27,39999962"
20/06/2009 11.00,"3,98960456","12,9787191","27,39999962"
20/06/2009 12.00,"3,97154467","12,32588964","27,39999962"
20/06/2009 13.00,"4,12867219","8,90599849","27,39999962"
20/06/2009 14.00,"3,4622331","11,26552694","27,39999962"
20/06/2009 15.00,"3,82886465","12,90214541","27,39999962"
20/06/2009 16.00,"5,63854496","12,66073629","27,39999962"
20/06/2009 17.00,"4,16840638","11,97676226","27,39999962"
20/06/2009 18.00,"3,31232934","13,49397442","27,39999962"
20/06/2009 19.00,"3,02516515","10,83333464","27,39999962"
20/06/2009 20.00,"3,03780748","13,61467324","27,39999962"
20/06/2009 21.00,"2,98181858","16,27401859","27,39999962"
20/06/2009 22.00,"2,95834011","9,51080615","27,39999962"
20/06/2009 23.00,"2,91499456","7,61850931","27,39999962"
21/06/2009 0.00,"2,92583069","7,6976795","27,39999962"
21/06/2009 1.00,,"7,16165794","12,5"
21/06/2009 2.00,"2,75606085",,"12,5"
21/06/2009 3.00,"2,80843635","5,14087088","12,5"
21/06/2009 4.00,"2,8517819","11,72108198","12,5"
21/06/2009 5.00,"2,833721","21,94830688","12,5"
21/06/2009 6.00,"2,89693365","15,83533696","12,5"
21/06/2009 7.00,"2,79398783","13,41480614","12,5"
21/06/2009 8.00,"2,81204873","13,33303373","12,5"
21/06/2009 9.00,"2,82830344","10,96701403","12,5"
21/06/2009 10.00,"2,95111535","8,17918993","12,5"
21/06/2009 11.00,"3,1750679","7,6522542","12,5"
21/06/2009 12.00,"3,26356622","9,31742456","12,5"
21/06/2009 13.00,"3,35928728","7,95595628","12,5"
21/06/2009 14.00,"3,4261113","9,58218876","12,5"
21/06/2009 15.00,"2,99987948","7,72623139","12,5"
21/06/2009 16.00,"2,90235223","1,67295794","12,5"
21/06/2009 17.00,"2,83552719","6,58929692","12,5"
21/06/2009 18.00,"2,80663016","7,81967848","12,5"
21/06/2009 19.00,"2,86442423","8,22072239","12,5"
21/06/2009 20.00,"2,84636333","13,10590725","12,5"
21/06/2009 21.00,"2,80301777","9,25253128","12,5"
21/06/2009 22.00,"2,79760021","9,1707646","12,5"
21/06/2009 23.00,"2,75786602","0,9954675","12,5"
22/06/2009 0.00,"2,80301777","1,29138392","12,5"
22/06/2009 1.00,"2,73438756","0,09344709","8,80000019"
22/06/2009 2.00,"2,80482396","0,20636216","8,80000019"
22/06/2009 3.00,"2,75064227","0,34783104","8,80000019"
22/06/2009 4.00,"2,75064227","1,68204185","8,80000019"
22/06/2009 5.00,"2,77050937","6,43874222","8,80000019"
22/06/2009 6.00,"2,86623042","15,06829036","8,80000019"
22/06/2009 7.00,"2,76689698","13,5705481","8,80000019"
22/06/2009 8.00,"2,75064227","16,73735546","8,80000019"
22/06/2009 9.00,"2,88609752","12,26748378","8,80000019"
22/06/2009 10.00,"2,87887275","21,32662008","8,80000019"
22/06/2009 11.00,"2,87526138","19,7860452","8,80000019"
22/06/2009 12.00,"2,82288487","20,033936","8,80000019"
22/06/2009 13.00,"2,82107867","18,6400402","8,80000019"
22/06/2009 14.00,"2,81204873","17,9729281","8,80000019"
22/06/2009 15.00,"2,94569779","17,55371828","8,80000019"
22/06/2009 16.00,"3,03600128","17,7315209","8,80000019"
22/06/2009 17.00,"2,99987948","23,17609768","8,80000019"
22/06/2009 18.00,,"21,96128936","8,80000019"
22/06/2009 19.00,,"15,89373326","8,80000019"
22/06/2009 20.00,"2,90235223","9,74442387","8,80000019"
22/06/2009 21.00,"2,82288487","9,66655194","8,80000019"
22/06/2009 22.00,"2,78676306","6,55814853","8,80000019"
22/06/2009 23.00,"2,76509079","8,95531853","8,80000019"
23/06/2009 0.00,"2,84094577","1,86893602","8,80000019"
23/06/2009 1.00,,"2,06880886","12,30000019"
23/06/2009 2.00,"2,69645956",,"12,30000019"
23/06/2009 3.00,"2,8012126","1,88451118","12,30000019"
23/06/2009 4.00,"2,77522316","2,82716159","12,30000019"
23/06/2009 5.00,"2,79579402","11,79245694","12,30000019"
23/06/2009 6.00,"2,80301777","18,30648415","12,30000019"
23/06/2009 7.00,"2,84997571","22,28833696","12,30000019"
23/06/2009 8.00,"2,9619525","31,12556272","12,30000019"
23/06/2009 9.00,"2,93847302","30,07038728","12,30000019"
23/06/2009 10.00,"3,04322504","21,21759784","12,30000019"
23/06/2009 11.00,"3,18048647","19,03329271","12,30000019"
23/06/2009 12.00,"3,11727382","17,49920716","12,30000019"
23/06/2009 13.00,"3,07573446","20,56736488","12,30000019"
23/06/2009 14.00,"2,8517819","21,07352864","12,30000019"
23/06/2009 15.00,"2,91680075","16,41288524","12,30000019"
23/06/2009 16.00,"2,83191481","23,16829672","12,30000019"
23/06/2009 17.00,"2,81385492","34,9983952","12,30000019"
23/06/2009 18.00,"2,91680075","43,11659424","12,30000019"
23/06/2009 19.00,"2,90957598","47,54623936","12,30000019"
23/06/2009 20.00,"2,93666683","52,83896128","12,30000019"
23/06/2009 21.00,"2,83552719","30,83352384","12,30000019"
23/06/2009 22.00,"2,84275196","16,95020313","12,30000019"
23/06/2009 23.00,"2,79218164","12,14678495","12,30000019"
24/06/2009 0.00,"2,78495789","7,26419086","12,30000019"
24/06/2009 1.00,"2,77412073","3,64831779","11,30000019"
24/06/2009 2.00,"2,75786602","1,9338293","11,30000019"
24/06/2009 3.00,"2,75967221","1,43674372","11,30000019"
24/06/2009 4.00,"2,75786602","4,50750941","11,30000019"
24/06/2009 5.00,"2,8517819","8,16750952","11,30000019"
24/06/2009 6.00,"2,76509079","14,34278196","11,30000019"
24/06/2009 7.00,"2,86623042","29,63171712","11,30000019"
24/06/2009 8.00,"2,93305546","31,31116056","11,30000019"
24/06/2009 9.00,"2,98001238","28,93215456","11,30000019"
24/06/2009 10.00,"3,07573446","21,87821296","11,30000019"
24/06/2009 11.00,"3,24911669","18,15722196","11,30000019"
24/06/2009 12.00,"2,88609752","27,08657744","11,30000019"
24/06/2009 13.00,"2,86442423","20,58942936","11,30000019"
24/06/2009 14.00,"3,06489832","13,54589095","11,30000019"
24/06/2009 15.00,"3,2129959","12,79831042","11,30000019"
24/06/2009 16.00,"3,12449859","18,61407906","11,30000019"
24/06/2009 17.00,"2,94569779","24,3324944","11,30000019"
24/06/2009 18.00,"2,86081286","15,7496698","11,30000019"
24/06/2009 19.00,"2,87887275","15,51345941","11,30000019"
24/06/2009 20.00,"2,90776979","19,08521116","11,30000019"
24/06/2009 21.00,"2,81204873","22,2507088","11,30000019"
24/06/2009 22.00,"2,82107867","11,54975722","11,30000019"
24/06/2009 23.00,"2,85900667","15,68088942","11,30000019"
25/06/2009 0.00,"2,76509079","9,22268114","11,30000019"
25/06/2009 1.00,,"2,7385098","16,60000038"
25/06/2009 2.00,"2,71632666",,"16,60000038"
25/06/2009 3.00,"2,84094577","7,62889147","16,60000038"
25/06/2009 4.00,"2,87706656","11,82361489","16,60000038"
25/06/2009 5.00,"2,90415842","41,9848432","16,60000038"
25/06/2009 6.00,"3,20938351","52,57030616","16,60000038"
25/06/2009 7.00,"3,04683742","43,56696584","16,60000038"
25/06/2009 8.00,"3,14255949","38,26384264","16,60000038"
25/06/2009 9.00,"3,24550532","26,29097512","16,60000038"
25/06/2009 10.00,"3,29788082","22,06641112","16,60000038"
25/06/2009 11.00,"3,1407533","16,80613966","16,60000038"
25/06/2009 12.00,"3,20215976","12,2363373","16,60000038"
25/06/2009 13.00,"3,23828055","12,19090818","16,60000038"
25/06/2009 14.00,"3,23466817","12,14158622","16,60000038"
25/06/2009 15.00,"3,2653714","11,98194952","16,60000038"
25/06/2009 16.00,"3,76745921","16,75422886","16,60000038"
25/06/2009 17.00,"3,32497166","18,69455132","16,60000038"
25/06/2009 18.00,"3,52544576","35,22424064","16,60000038"
25/06/2009 19.00,"3,04141884","25,4927916","16,60000038"
25/06/2009 20.00,"2,92763688","24,57520368","16,60000038"
25/06/2009 21.00,"2,96014631","13,62505731","16,60000038"
25/06/2009 22.00,"2,99446192","18,9138864","16,60000038"
25/06/2009 23.00,"2,92041313","11,37454918","16,60000038"
26/06/2009 0.00,"2,89512746","10,79958402","16,60000038"
26/06/2009 1.00,"2,89873985","8,89042525","16,60000038"
26/06/2009 2.00,"2,8897099","6,43095655","16,60000038"
26/06/2009 3.00,"2,87526138","6,18695667","16,60000038"
26/06/2009 4.00,"2,90415842","5,49000017","16,60000038"
26/06/2009 5.00,"2,90054604","16,54267754","16,60000038"
26/06/2009 6.00,"2,92221831","22,394778","16,60000038"
26/06/2009 7.00,"2,88790371","30,15734504","16,60000038"
26/06/2009 8.00,"2,98723715","42,55331904","16,60000038"
26/06/2009 9.00,"2,95834011","34,808916","16,60000038"
26/06/2009 10.00,"3,06309213","30,49997544","16,60000038"
26/06/2009 11.00,"2,99446192",,"16,60000038"
26/06/2009 12.00,"3,04864361","21,23058032","16,60000038"
26/06/2009 13.00,"3,30510559","21,93012376","16,60000038"
26/06/2009 14.00,"2,871649","24,14689656","16,60000038"
26/06/2009 15.00,"3,00168567","16,57512609","16,60000038"
26/06/2009 16.00,"3,0504498","15,59262768","16,60000038"
26/06/2009 17.00,"3,24369913","32,9931852","16,60000038"
26/06/2009 18.00,"3,68618566","48,80127616","16,60000038"
26/06/2009 19.00,"3,09921292","31,7381484","16,60000038"
26/06/2009 20.00,"2,97459482","33,29300592","16,60000038"
26/06/2009 21.00,"2,96737006","36,3702552","16,60000038"
26/06/2009 22.00,"2,9420854","31,18785568","16,60000038"
26/06/2009 23.00,"2,96737006","31,29817808","16,60000038"
27/06/2009 0.00,"2,89332127","25,78091088","16,60000038"
27/06/2009 1.00,,"18,74386371",19
27/06/2009 2.00,"2,77592693",,19
27/06/2009 3.00,"2,86623042","18,64263287",19
27/06/2009 4.00,"2,98362477","46,07963976",19
27/06/2009 5.00,"2,92583069","31,45132928",19
27/06/2009 6.00,"3,21480209","34,790752",19
27/06/2009 7.00,"3,07212207","24,07292128",19
27/06/2009 8.00,"2,98543096","30,36110688",19
27/06/2009 9.00,"2,94931017","23,72509024",19
27/06/2009 10.00,"3,622973","20,8516028",19
27/06/2009 11.00,"3,45862072","15,45635562",19
27/06/2009 12.00,"3,71147031","15,4096359",19
27/06/2009 13.00,"4,19369103","16,86844027",19
27/06/2009 14.00,"3,68437946","13,86775894",19
27/06/2009 15.00,"3,03058271","8,90599849",19
27/06/2009 16.00,"2,94389159","10,79569883",19
27/06/2009 17.00,"3,15700801","14,40248225",19
27/06/2009 18.00,"3,15520182","17,8911576",19
27/06/2009 19.00,"2,94931017","12,62569506",19
27/06/2009 20.00,"2,9420854","16,64131379",19
27/06/2009 21.00,"2,90415842","23,38764136",19
27/06/2009 22.00,"2,91138217","21,40969648",19
27/06/2009 23.00,"2,91680075","18,63355087",19
28/06/2009 0.00,"2,84455815","11,70810332",19
28/06/2009 1.00,"2,90415842","13,97159202","15,89999962"
28/06/2009 2.00,"2,84455815","17,36163302","15,89999962"
28/06/2009 3.00,"2,86261804","22,26109096","15,89999962"
28/06/2009 4.00,"2,9240245","26,76989288","15,89999962"
28/06/2009 5.00,"2,79760021","18,65690404","15,89999962"
28/06/2009 6.00,"2,93666683","24,24163616","15,89999962"
28/06/2009 7.00,"2,7813455","12,92161339","15,89999962"
28/06/2009 8.00,"2,96737006","13,91577882","15,89999962"
28/06/2009 9.00,"2,96375869","9,53287063","15,89999962"
28/06/2009 10.00,"2,94569779","10,68278185","15,89999962"
28/06/2009 11.00,"2,86442423","8,4854885","15,89999962"
28/06/2009 12.00,"2,75425466","6,58670234","15,89999962"
28/06/2009 13.00,"2,833721","6,2388713","15,89999962"
28/06/2009 14.00,"2,73438756","4,07012794","15,89999962"
28/06/2009 15.00,"2,75786602","5,60031874","15,89999962"
28/06/2009 16.00,"2,75244846","6,21551048","15,89999962"
28/06/2009 17.00,"2,80663016","8,78919058","15,89999962"
28/06/2009 18.00,"2,92583069","12,0870751","15,89999962"
28/06/2009 19.00,"2,88609752","11,88071868","15,89999962"
28/06/2009 20.00,"2,84094577","21,66406896","15,89999962"
28/06/2009 21.00,"3,03961265","33,61227168","15,89999962"
28/06/2009 22.00,"2,99084954","47,09328656","15,89999962"
28/06/2009 23.00,"3,08837678","33,15023688","15,89999962"
29/06/2009 0.00,"2,94389159","34,41177448","15,89999962"
29/06/2009 1.00,,"37,5370532","20,39999962"
29/06/2009 2.00,"2,93486165",,"20,39999962"
29/06/2009 3.00,"2,86081286","16,58160394","20,39999962"
29/06/2009 4.00,"2,84816952","27,1553712","20,39999962"
29/06/2009 5.00,"2,93486165","30,61549848","20,39999962"
29/06/2009 6.00,"2,99084954","39,6642488","20,39999962"
29/06/2009 7.00,"2,95472773","36,43126712","20,39999962"
29/06/2009 8.00,"3,09921292","28,67516264","20,39999962"
29/06/2009 9.00,"3,19854738","22,26497232","20,39999962"
29/06/2009 10.00,"3,05767355","20,70105192","20,39999962"
29/06/2009 11.00,"3,60671829","22,26239112","20,39999962"
29/06/2009 12.00,"3,08295923","17,14748329","20,39999962"
29/06/2009 13.00,"2,94027921","14,69191125","20,39999962"
29/06/2009 14.00,"2,89151508","12,76716586","20,39999962"
29/06/2009 15.00,"2,91318836","14,57769028","20,39999962"
29/06/2009 16.00,"2,92583069","13,56405686","20,39999962"
29/06/2009 17.00,"2,89693365","15,80418092","20,39999962"
29/06/2009 18.00,"2,85720048","13,692549","20,39999962"
29/06/2009 19.00,"3,03058271","13,18767775","20,39999962"
29/06/2009 20.00,"2,96917625","27,0722948","20,39999962"
29/06/2009 21.00,"2,92944308","29,7147744","20,39999962"
29/06/2009 22.00,"2,9619525","18,08713951","20,39999962"
29/06/2009 23.00,"2,93124927","30,05480448","20,39999962"
30/06/2009 0.00,"2,96917625","27,2747756","20,39999962"
30/06/2009 1.00,"2,85900667","21,00605416","18,10000038"
30/06/2009 2.00,"2,86261804","13,83531039","18,10000038"
30/06/2009 3.00,"2,8535881","12,12731506","18,10000038"
30/06/2009 4.00,"2,9059636","22,581676","18,10000038"
30/06/2009 5.00,"3,12630478","36,98804152","18,10000038"
30/06/2009 6.00,"3,00168567","40,200278","18,10000038"
30/06/2009 7.00,"2,93486165","43,86676744","18,10000038"
30/06/2009 8.00,"2,98181858","29,2799856","18,10000038"
30/06/2009 9.00,"3,24189293","23,2825196","18,10000038"
30/06/2009 10.00,"2,93124927","19,88858576","18,10000038"
30/06/2009 11.00,"3,13894711","16,1520177","18,10000038"
30/06/2009 12.00,"2,98181858","14,0403743","18,10000038"
30/06/2009 13.00,"2,86803662","11,53677856","18,10000038"
30/06/2009 14.00,"2,86442423","10,4063315","18,10000038"
30/06/2009 15.00,"2,88429133","12,52316215","18,10000038"
30/06/2009 16.00,"2,89332127","12,85802027","18,10000038"
30/06/2009 17.00,"2,94569779","13,85867312","18,10000038"
30/06/2009 18.00,"2,93305546","18,09103426","18,10000038"
30/06/2009 19.00,"2,95111535","19,632894","18,10000038"
30/06/2009 20.00,"2,94569779","34,60645432","18,10000038"
30/06/2009 21.00,"2,87345519","29,99511184","18,10000038"
30/06/2009 22.00,"2,95111535","23,30846544","18,10000038"
30/06/2009 23.00,"2,94389159","25,53692056","18,10000038"
01/07/2009 0.00,"2,8897099","19,09948042","18,10000038"
01/07/2009 1.00,,"19,6173112","29,2999897"
01/07/2009 2.00,"2,83913958",,"29,2999897"
01/07/2009 3.00,"2,88248513","11,11497415","29,2999897"
01/07/2009 4.00,"3,0504498","18,27922477","29,2999897"
01/07/2009 5.00,"3,0504498","23,13715024","29,2999897"
01/07/2009 6.00,"3,014328","30,06518664","29,2999897"
01/07/2009 7.00,"3,01071561","32,47403896","29,2999897"
01/07/2009 8.00,"3,10643769","25,66022544","29,2999897"
01/07/2009 9.00,"3,39721426","16,93593005","29,2999897"
01/07/2009 10.00,"3,31774791","14,19222917","29,2999897"
01/07/2009 11.00,"3,39902045","15,31488482","29,2999897"
01/07/2009 12.00,"3,07934684","12,43750646","29,2999897"
01/07/2009 13.00,"3,01613419","12,17662745","29,2999897"
01/07/2009 14.00,"2,86803662","12,38948467","29,2999897"
01/07/2009 15.00,"2,99626709","12,96314586","29,2999897"
01/07/2009 16.00,"2,86984281","12,43230774","29,2999897"
01/07/2009 17.00,"3,02516515","12,68410284","29,2999897"
01/07/2009 18.00,"2,99446192","25,7381012","29,2999897"
01/07/2009 19.00,"2,90054604","17,71335498","29,2999897"
01/07/2009 20.00,"3,19674119","66,70283504","29,2999897"
01/07/2009 21.00,"3,12449859","36,70900424","29,2999897"
01/07/2009 22.00,"3,15520182","40,49359792","29,2999897"
01/07/2009 23.00,"3,05586736","37,1541752","29,2999897"
02/07/2009 0.00,"3,18771023","37,75379752","29,2999897"
02/07/2009 1.00,"3,1046315","16,34669562","23,7999897"
02/07/2009 2.00,"2,99626709","10,71782307","23,7999897"
02/07/2009 3.00,"3,09379536","24,48694576","23,7999897"
02/07/2009 4.00,"3,17868028","29,54864072","23,7999897"
02/07/2009 5.00,"3,1046315","37,36053736","23,7999897"
02/07/2009 6.00,"3,09560155","41,20872416","23,7999897"
02/07/2009 7.00,"3,13352853","36,46371376","23,7999897"
02/07/2009 8.00,"3,14797705",,"23,7999897"
02/07/2009 9.00,"3,3737358",,"23,7999897"
02/07/2009 10.00,"3,37915437","20,37916672","23,7999897"
02/07/2009 11.00,"3,70966412","14,97354885","23,7999897"
02/07/2009 12.00,"3,78190671","14,8268908","23,7999897"
02/07/2009 13.00,"3,54711803","12,50109958","23,7999897"
02/07/2009 14.00,"3,67354333","13,04231413","23,7999897"
02/07/2009 15.00,"3,4441722","13,4277848","23,7999897"
02/07/2009 16.00,"3,48390639","16,47778043","23,7999897"
02/07/2009 17.00,"3,28704468","25,87695064","23,7999897"
02/07/2009 18.00,"3,42972368","17,57708101","23,7999897"
02/07/2009 19.00,"3,14978324","15,33045998","23,7999897"
02/07/2009 20.00,"3,13714092","21,15920536","23,7999897"
02/07/2009 21.00,"2,99626709","22,79191952","23,7999897"
02/07/2009 22.00,"3,05586736","34,1781472","23,7999897"
02/07/2009 23.00,"2,99265573","31,80694216","23,7999897"
03/07/2009 0.00,"3,00710425","22,38957736","23,7999897"
03/07/2009 1.00,,"14,0105299","27,89999962"
03/07/2009 2.00,"2,90054604",,"27,89999962"
03/07/2009 3.00,"2,97640102",,"27,89999962"
03/07/2009 4.00,"2,99265573",,"27,89999962"
03/07/2009 5.00,"3,06670451",,"27,89999962"
03/07/2009 6.00,"3,11727382",,"27,89999962"
03/07/2009 7.00,"3,48390537",,"27,89999962"
03/07/2009 8.00,"3,24369913",,"27,89999962"
03/07/2009 9.00,"3,60671829",,"27,89999962"
03/07/2009 10.00,"3,87943498",,"27,89999962"
03/07/2009 11.00,"3,49113014",,"27,89999962"
03/07/2009 12.00,"3,40443903",,"27,89999962"
03/07/2009 13.00,"3,44778458",,"27,89999962"
03/07/2009 14.00,"3,42972368",,"27,89999962"
03/07/2009 15.00,"3,28523849",,"27,89999962"
03/07/2009 16.00,"3,1407533",,"27,89999962"
03/07/2009 17.00,"3,28885088",,"27,89999962"
03/07/2009 18.00,"3,2129959",,"27,89999962"
03/07/2009 19.00,"3,12449859",,"27,89999962"
03/07/2009 20.00,"3,1226924",,"27,89999962"
03/07/2009 21.00,"3,16423176",,"27,89999962"
03/07/2009 22.00,"3,09198917",,"27,89999962"
03/07/2009 23.00,"3,09560155",,"27,89999962"
04/07/2009 0.00,"3,09560155",,"27,89999962"
04/07/2009 1.00,"3,08295923",,"23,7999897"
04/07/2009 2.00,"3,00168567",,"23,7999897"
04/07/2009 3.00,"3,1028253",,"23,7999897"
04/07/2009 4.00,"3,0323889",,"23,7999897"
04/07/2009 5.00,"3,04141884",,"23,7999897"
04/07/2009 6.00,"3,07934684",,"23,7999897"
04/07/2009 7.00,"3,09921292",,"23,7999897"
04/07/2009 8.00,"3,29788082",,"23,7999897"
04/07/2009 9.00,"3,33942018",,"23,7999897"
04/07/2009 10.00,"3,37192961",,"23,7999897"
04/07/2009 11.00,"3,53989427",,"23,7999897"
04/07/2009 12.00,"3,80358",,"23,7999897"
04/07/2009 13.00,"3,81983471",,"23,7999897"
04/07/2009 14.00,"3,73494979",,"23,7999897"
04/07/2009 15.00,"3,60671829",,"23,7999897"
04/07/2009 16.00,"3,56879131",,"23,7999897"
04/07/2009 17.00,"3,38637812",,"23,7999897"
04/07/2009 18.00,"3,14436569",,"23,7999897"
04/07/2009 19.00,"3,26898378",,"23,7999897"
04/07/2009 20.00,"3,23286299",,"23,7999897"
04/07/2009 21.00,"3,04503123",,"23,7999897"
04/07/2009 22.00,"3,11366246",,"23,7999897"
04/07/2009 23.00,"3,15881319",,"23,7999897"
05/07/2009 0.00,"3,34303257",,"23,7999897"
05/07/2009 1.00,,,"18,89999962"
05/07/2009 2.00,"3,04864361",,"18,89999962"
05/07/2009 3.00,"3,06128594",,"18,89999962"
05/07/2009 4.00,"3,06128594",,"18,89999962"
05/07/2009 5.00,"3,05586736",,"18,89999962"
05/07/2009 6.00,"3,09018298",,"18,89999962"
05/07/2009 7.00,"3,05406219",,"18,89999962"
05/07/2009 8.00,"3,25092288",,"18,89999962"
05/07/2009 9.00,"3,16242557",,"18,89999962"
05/07/2009 10.00,"3,26898378",,"18,89999962"
05/07/2009 11.00,"3,34845114",,"18,89999962"
05/07/2009 12.00,"3,36651103",,"18,89999962"
05/07/2009 13.00,"4,50794708",,"18,89999962"
05/07/2009 14.00,"3,48029401",,"18,89999962"
05/07/2009 15.00,"3,23828055",,"18,89999962"
05/07/2009 16.00,"3,09198917",,"18,89999962"
05/07/2009 17.00,"3,10101911",,"18,89999962"
05/07/2009 18.00,"3,16423176",,"18,89999962"
05/07/2009 19.00,"3,1226924",,"18,89999962"
05/07/2009 20.00,"3,06851071",,"18,89999962"
05/07/2009 21.00,"3,07754065",,"18,89999962"
05/07/2009 22.00,"3,08295923",,"18,89999962"
05/07/2009 23.00,"3,13533473",,"18,89999962"
06/07/2009 0.00,"3,11185626",,"18,89999962"
06/07/2009 1.00,"3,19854738",,"21,7999897"
06/07/2009 2.00,"3,08657059",,"21,7999897"
06/07/2009 3.00,"3,11546763",,"21,7999897"
