,Provincia di TARANTO,,,,,
25/03/2008 13.00,"0,010836","0,451515","105,542824",,,
25/03/2008 14.00,"0,090303","0,427214","111,05345",,,
25/03/2008 15.00,"0,007225","0,392247","104,26786",,,
25/03/2008 16.00,"0,075855","0,348597","96,331269",,,
25/03/2008 17.00,"0,021673","0,339608","84,26168",,,
25/03/2008 18.00,0,"0,411444","85,950106",,,
25/03/2008 19.00,"0,350377","0,572945","66,396033",,,
25/03/2008 20.00,"0,672435","42,668962",,,,
25/03/2008 21.00,"0,122813","0,695135","34,680381",,,
25/03/2008 22.00,"0,274523","0,653466","24,219181",,,
25/03/2008 23.00,"0,144485","0,519162","38,949403",,,
26/03/2008 0.00,0,"0,509487","42,53292",,,
26/03/2008 1.00,"8,19688","1,22146","6,328425","0,432013","42,812999",
26/03/2008 2.00,"0,097527","12,383514","1,152097","10,624376","0,483587","25,368779"
26/03/2008 3.00,"5,709282","0,947393","4,259617","32,829262",,
26/03/2008 4.00,"4,746926","1,028598","3,172","0,476667",,
26/03/2008 5.00,"4,446029","1,026906","2,873489","0,52409","44,588091",
26/03/2008 6.00,"7,102233","1,023523","5,536724","0,470197","35,401437",
26/03/2008 7.00,"12,759636","1,679931","10,190893","0,475829","40,204854",
26/03/2008 8.00,"14,373074","2,070731","11,205826","0,528125","55,326657",
26/03/2008 9.00,"8,622286","1,891402","5,726212","0,38441","75,595557",
26/03/2008 10.00,"4,663921","1,289131","2,689192","0,416532","97,133115",
26/03/2008 11.00,"0,216728","7,512078","1,57335","5,103233","0,448198","96,380005"
26/03/2008 12.00,"0,530984","6,020557","1,468458","3,771617","0,408158","101,46937"
26/03/2008 13.00,"2,066142","7,418695","1,365262","5,329063","0,398033","96,793467"
26/03/2008 14.00,"1,155883","8,049025","1,654554","5,515958","0,369946","101,67344"
26/03/2008 15.00,"0,447905","5,078953","1,223152","3,205743","0,298621","99,358982"
26/03/2008 16.00,"0,046958","7,167082","1,175783","5,367999","0,318946","86,01732"
26/03/2008 17.00,0,"5,903827","0,962619","4,430936","0,267335","85,288343"
26/03/2008 18.00,"0,072243","9,91148","1,231611","8,028637","0,263301","70,087343"
26/03/2008 19.00,"0,126424","7,709217","0,842503","6,421871","0,248686","76,332593"
26/03/2008 20.00,"6,261794","0,788366","5,05651","0,261245","79,409575",
26/03/2008 21.00,"10,88421","0,906791","9,500424","0,334398","67,298975",
26/03/2008 22.00,"8,824616","1,001531","7,294041","0,289486","70,072556",
26/03/2008 23.00,"3,120522","0,656408","2,11553","0,205602","69,539598",
27/03/2008 0.00,"2,414967","0,609039","1,482171","0,214356","68,336733",
27/03/2008 1.00,"4,370805","0,609039","3,439361","0,234755","60,395911",
27/03/2008 2.00,"2,627671","0,609039","1,69502","0,224936","72,251422",
27/03/2008 3.00,"3,491455","0,609039","2,559403","0,27647","61,108766",
27/03/2008 4.00,"0,332317","4,033591","0,607346","3,10451","0,288344","55,368293"
27/03/2008 5.00,"0,06863","5,361693","0,866187","4,036383","0,392934","54,399001"
27/03/2008 6.00,"0,036122","5,255342","0,732539","4,135021","0,384636","50,652113"
27/03/2008 7.00,"0,462354","30,227285","5,897522","21,199434","0,826821","20,804538"
27/03/2008 8.00,"0,382886","31,931509","5,83831","22,995681","0,624797","32,153953"
27/03/2008 9.00,"0,155322","12,772605","2,629016","8,747658","0,352666","64,372365"
27/03/2008 10.00,"0,04772","3,552521","1,328043","1,534585","0,286822","82,791305"
27/03/2008 11.00,"0,249143","86,058934",,,,
27/03/2008 12.00,"0,805507","0,238715","86,751656",,,
27/03/2008 13.00,"0,92832","0,250816","91,753783",,,
27/03/2008 14.00,"0,866913","0,266803","93,782276",,,
27/03/2008 15.00,"0,982501","21,119932","1,18255","19,320109","0,233157","94,18904"
27/03/2008 16.00,"1,166721","17,804869","1,13518","16,075443","0,238486","93,833288"
27/03/2008 17.00,"1,242575","17,260138","1,13518","15,530337","0,242596","91,747055"
27/03/2008 18.00,"0,668245","15,260203","0,913557","13,869059","0,23293","97,09823"
27/03/2008 19.00,"0,711591","17,005931","0,607346","16,085818","0,244955","92,984836"
27/03/2008 20.00,"0,859688","19,280818","0,620881","18,341526","0,311714","86,373088"
27/03/2008 21.00,"1,14866","20,774931","0,649641","19,792546","0,36203","81,834125"
27/03/2008 22.00,"1,108926","21,745061","0,82051","20,501171","0,37908","73,332133"
27/03/2008 23.00,"0,931931","14,686942","0,609039","13,762633","0,30943","74,918953"
28/03/2008 0.00,"1,04752","11,257739","0,609039","10,33106","0,295347","76,562159"
28/03/2008 1.00,"10,546997","0,609039","9,619828","0,332723","71,526478",
28/03/2008 2.00,"1,322042","0,275861","70,516946",,,
28/03/2008 3.00,"0,798282","88,836549",,,,
28/03/2008 4.00,"1,029459","0,159251",,,,
28/03/2008 5.00,"0,639348","30,071648","0,609039","29,157981","0,149101","90,868801"
28/03/2008 6.00,"0,650184","24,699579","0,609039","23,782201","0,162456","76,46394"
28/03/2008 7.00,"0,769385","25,76569","1,108112","24,083303","0,221058","65,975791"
28/03/2008 8.00,"0,892198","24,668451","1,191008","22,858112","0,252954","81,187742"
28/03/2008 9.00,"0,816343","26,193691","1,744219","23,53561","0,350472","82,092214"
28/03/2008 10.00,"0,711591","26,878493","2,026745","23,787383","0,302095","82,389709"
28/03/2008 11.00,"0,863301","22,735954","2,324497","19,185121","0,267146","88,300797"
28/03/2008 12.00,"0,798282","20,331366","2,045354","17,207183","0,253183","88,232769"
28/03/2008 13.00,"0,47319","16,497518","1,522597","14,172759","0,233801","93,100627"
28/03/2008 14.00,"0,96444","17,120065","1,681623","14,551742","0,260737","95,491234"
28/03/2008 15.00,"1,484588","10,03599","1,089503","8,371275","0,192061","104,149017"
28/03/2008 16.00,"0,762161","8,811647","0,903407","7,431615","0,202974","102,693566"
28/03/2008 17.00,"1,564055","7,742938","0,690244","6,689233","0,234106","101,228891"
28/03/2008 18.00,"0,772997","7,408319","0,609039","6,478978","0,258906","103,389994"
28/03/2008 19.00,"8,417366","0,617498","7,475744","0,259059","97,947161",
28/03/2008 20.00,"9,091793","0,609039","8,163616","0,275312","89,718882",
28/03/2008 21.00,"17,519533","0,609039","16,597187","0,207704","79,516211",
28/03/2008 22.00,"10,523652","0,609039","9,596467","0,190689","92,957903",
28/03/2008 23.00,"6,448558","0,609039","5,518552","0,189925","95,228412",
29/03/2008 0.00,"6,077623","0,609039","5,14736","0,153984","90,732736",
29/03/2008 1.00,"6,640509","0,609039","5,710637","0,145135","89,178595",
29/03/2008 2.00,"5,395415","0,609039","4,46468","0,155359","89,278625",
29/03/2008 3.00,"5,11008","0,609039","4,179148","0,168255","87,817884",
29/03/2008 4.00,"4,599071","0,609039","3,667786","0,141852","84,472128",
29/03/2008 5.00,"4,212574","0,609039","3,281021","0,159174","82,292312",
29/03/2008 6.00,"4,134755","0,609039","3,203149","0,165583","86,924083",
29/03/2008 7.00,"5,717064","0,707161","4,635999","0,186568","86,466512",
29/03/2008 8.00,"6,064654","0,673325","5,035745","0,197022","86,230387",
29/03/2008 9.00,"6,593818","0,6784","5,557488","0,209383","88,991822",
29/03/2008 10.00,"8,378457","1,273905","6,429658","0,211291","91,381075",
29/03/2008 11.00,"7,940079","1,096269","6,263532","0,209994","97,352194",
29/03/2008 12.00,"6,684608","0,642873","5,702849","0,2103","104,285051",
29/03/2008 13.00,"6,894718","0,651333","5,900128","0,223042","107,63755",
29/03/2008 14.00,"6,222885","0,6784","5,186296","0,231818","108,519282",
29/03/2008 15.00,"5,844167","0,74438","4,706084","0,191221","107,207986",
29/03/2008 16.00,"5,748193","0,729155","4,633403","0,202668","104,976099",
29/03/2008 17.00,"6,479686","0,609039","5,5497","0,198395","103,790175",
29/03/2008 18.00,"7,45501","0,609039","6,525702","0,223423","102,738931",
29/03/2008 19.00,"8,930967","0,609039","8,00268","0,191909","96,909303",
29/03/2008 20.00,"7,084075","0,609039","6,15451","0,190612","94,437334",
29/03/2008 21.00,"6,326641","0,607346","5,399148","0,225484","103,776849",
29/03/2008 22.00,"6,674231","0,610731","5,741786","0,22701","97,129409",
29/03/2008 23.00,"8,772736","0,605654","7,84953","0,237159","89,454743",
30/03/2008 0.00,"9,914073","0,609039","8,986467","0,210604","80,120516",
30/03/2008 1.00,"11,939948","0,609039","11,013741","0,253183","79,702984",
30/03/2008 2.00,"0,20015","86,781321",,,,
30/03/2008 3.00,"80,361969",,,,,
30/03/2008 4.00,"0,18761",,,,,
30/03/2008 5.00,"0,184013","96,751039",,,,
30/03/2008 6.00,"0,184855","90,479952",,,,
30/03/2008 7.00,"0,194499","91,00011",,,,
30/03/2008 8.00,"0,203532","94,802843",,,,
30/03/2008 9.00,"0,185008","98,848961",,,,
30/03/2008 10.00,"0,160589","103,233313",,,,
30/03/2008 11.00,"0,122624","103,893835",,,,
30/03/2008 12.00,"0,135024","111,447185",,,,
30/03/2008 13.00,"0,124002","115,719353",,,,
30/03/2008 14.00,"0,145052","115,622999",,,,
30/03/2008 15.00,"0,169699","114,81546",,,,
30/03/2008 16.00,"0,178043","116,004147",,,,
30/03/2008 17.00,"0,184625","115,09221",,,,
30/03/2008 18.00,"0,229097","111,742763",,,,
30/03/2008 19.00,"0,213176","108,72349",,,,
30/03/2008 20.00,"0,211033","104,034246",,,,
30/03/2008 21.00,"0,230476","106,06264",,,,
30/03/2008 22.00,"0,243717","112,820445",,,,
30/03/2008 23.00,"0,277015","111,245329",,,,
31/03/2008 0.00,"0,26867","104,762957",,,,
31/03/2008 1.00,"0,250453","86,388369",,,,
31/03/2008 2.00,"0,265379","79,143884",,,,
31/03/2008 3.00,"0,270508","71,016913",,,,
31/03/2008 4.00,"0,269359","84,279755",,,,
31/03/2008 5.00,"0,264996","78,508757",,,,
31/03/2008 6.00,"0,284746","65,02393",,,,
31/03/2008 7.00,"0,438752","57,36762",,,,
31/03/2008 8.00,"0,845662","10,283755",,,,
31/03/2008 9.00,"0,529305","20,322805",,,,
31/03/2008 10.00,"0,391065","92,742363",,,,
31/03/2008 11.00,"0,21532","110,649007",,,,
31/03/2008 12.00,"0,224888","118,980505",,,,
31/03/2008 13.00,"0,223739","123,180421",,,,
31/03/2008 14.00,"0,225117","122,954448",,,,
31/03/2008 15.00,"0,239048","123,580176",,,,
31/03/2008 16.00,"0,238589","123,609681",,,,
31/03/2008 17.00,"0,290563","119,6986",,,,
31/03/2008 18.00,"0,288648","113,924878",,,,
31/03/2008 19.00,"0,284821","92,767759",,,,
31/03/2008 20.00,"0,255506","94,919189",,,,
31/03/2008 21.00,"0,241421","101,586036",,,,
31/03/2008 22.00,"0,193427","94,972674",,,,
31/03/2008 23.00,"0,172914","89,348746",,,,
01/04/2008 0.00,"0,107851","88,908854",,,,
01/04/2008 1.00,"0,094828","99,44265",,,,
01/04/2008 2.00,"0,101466","97,412901",,,,
01/04/2008 3.00,"97,596082",,,,,
01/04/2008 4.00,"0,169605",,,,,
01/04/2008 5.00,"0,182481","91,143694",,,,
01/04/2008 6.00,"0,249236","79,02269",,,,
01/04/2008 7.00,"0,461069","61,839254",,,,
01/04/2008 8.00,"0,443673","70,106734",,,,
01/04/2008 9.00,"0,233447","90,982233",,,,
01/04/2008 10.00,"0,182864","97,536447",,,,
01/04/2008 11.00,"0,210685","104,608307",,,,
01/04/2008 12.00,"109,722808",,,,,
01/04/2008 13.00,"0,610451","0,524682","112,458133",,,
01/04/2008 14.00,"0,325092","38,597963","1,12503","36,898501","0,512202","114,108735"
01/04/2008 15.00,"0,126424","27,521787","0,945701","26,089813","0,509831","115,040102"
01/04/2008 16.00,"0,176995","23,17952","0,967694","21,710797","0,494032","110,425964"
01/04/2008 17.00,"0,018061","18,917672","0,609039","17,996294","0,508804","112,145874"
01/04/2008 18.00,"0,350377","21,182188","0,707161","20,111811","0,610943","121,149888"
01/04/2008 19.00,"0,292583","19,537618","0,683476","18,502465","0,635353","117,244416"
01/04/2008 20.00,"0,55627","16,762101","0,609039","15,839223","0,612761","116,837431"
01/04/2008 21.00,"0,668245","16,002074","0,609039","15,078674","0,583139","107,654552"
01/04/2008 22.00,"0,444293","17,371677","0,609039","16,449228","0,602176","92,471345"
01/04/2008 23.00,"33,773205","0,862804","32,472738","0,653918","59,703007",
02/04/2008 0.00,"0,028897","22,090062","0,713929","21,009934","0,583296","82,182373"
02/04/2008 1.00,"0,014449","16,121395","0,609039","15,198083","0,544984","83,892983"
02/04/2008 2.00,"0,010836","12,443173","0,607346","11,519903","0,538506","99,085604"
02/04/2008 3.00,"0,187831","12,087803","0,609039","11,161692","0,531713","105,682413"
02/04/2008 4.00,"0,209504","10,186437","0,609039","9,259021","0,538664","97,14014"
02/04/2008 5.00,"10,855678","0,712237","9,770381","0,556833","66,849654",
02/04/2008 6.00,"0,046958","21,695788","1,035365","20,122194","0,660474","67,428746"
02/04/2008 7.00,"0,581554","19,698437","2,370174","16,075443","0,710793","73,645366"
02/04/2008 8.00,"0,823568","65,113312","14,581395","42,785645","0,962945","26,507684"
02/04/2008 9.00,"0,469577","34,624026","5,576086","26,092413","0,690335","54,460447"
02/04/2008 10.00,"0,700755","20,883877","2,730523","16,708802","0,659289","85,638266"
02/04/2008 11.00,"3,084765","23,874703","3,322644","18,793187","0,717587","90,291048"
02/04/2008 12.00,"2,893321","13,986574","1,542897","11,628925","0,66545","121,168617"
02/04/2008 13.00,"1,369","17,014286","7,495076","0,665371","140,509632",
02/04/2008 14.00,"2,438192","15,426628","9,020536","7,69343","0,654154","135,247095"
02/04/2008 15.00,"2,734387","0,619001","131,99662",,,
02/04/2008 16.00,"2,810242","0,653838","135,383198",,,
02/04/2008 17.00,"2,846363","29,423156","0,976153","27,945771","0,668295","134,762667"
02/04/2008 18.00,"3,460427","23,38703","0,609039","22,468753","0,685041","136,964333"
02/04/2008 19.00,"2,914994","23,628265","0,732539","22,520664","0,72288","121,922549"
02/04/2008 20.00,"0,787446","26,699511","0,812051","25,472027","0,591511","107,974847"
02/04/2008 21.00,"0,722427","35,005315","0,922017","33,61487","0,492294","98,697318"
02/04/2008 22.00,"0,791058","27,703369","0,759606","26,557049","0,517336","98,227616"
02/04/2008 23.00,"0,585166","20,305421","0,671634","19,288963","0,503195","110,86632"
03/04/2008 0.00,"0,67547","17,724455","0,609039","16,802253","0,546326","119,099127"
03/04/2008 1.00,"18,886544","0,675017","17,863907","0,594513","87,857245",
03/04/2008 2.00,"1,011398","16,964428","0,79175","15,761358","0,606363","74,683467"
03/04/2008 3.00,"1,000562","15,566289","0,609039","14,642587","59,771058",
03/04/2008 4.00,"1,535158","12,448363","0,609039","11,522507","0,332353",
03/04/2008 5.00,"1,166721","10,796016","0,609039","9,869019","0,240262","88,128568"
03/04/2008 6.00,"0,910259","10,5029","0,632723","9,539359","0,25557","92,528422"
03/04/2008 7.00,"0,805507","15,348397","0,637798","14,380418","0,297055","88,074086"
03/04/2008 8.00,"0,906646","13,701241","0,776524","12,519267","0,251684","77,682908"
03/04/2008 9.00,"0,823568","9,382313","0,634415","8,415402","0,220432","84,601504"
03/04/2008 10.00,"0,809119","8,383643","0,631032","7,421233","0,230029","98,537037"
03/04/2008 11.00,"0,838016","7,934889","0,661484","6,925447","0,26493","100,099306"
03/04/2008 12.00,"0,559881","10,150123","1,008298","8,610084","0,269611","93,107628"
03/04/2008 13.00,"1,329267","9,379721","1,092886","7,709362","0,280398","97,325474"
03/04/2008 14.00,"2,174507","9,312277","0,752839","8,163616","0,27318","95,748608"
03/04/2008 15.00,"0,931931","8,362893","0,729155","7,249914","0,252477","94,568947"
03/04/2008 16.00,"0,816343","7,314937","0,609039","6,385531","0,259378","97,010627"
03/04/2008 17.00,"0,77661","7,195615","0,609039","6,266127","0,246767","90,943573"
03/04/2008 18.00,"0,541821","6,905092","0,609039","5,975403","0,271753","88,693155"
03/04/2008 19.00,"0,772997","7,016632","0,609039","6,08702","0,279763","85,029272"
03/04/2008 20.00,"0,249237","6,567878","0,609039","5,637956","0,276115","86,301924"
03/04/2008 21.00,"0,7441","5,7015","0,609039","4,770979","0,275163","97,244439"
03/04/2008 22.00,"0,274523","5,934957","0,609039","5,004595","0,267152","87,447056"
03/04/2008 23.00,"0,881362","5,730034","0,609039","4,799533","0,28246","81,215276"
04/04/2008 0.00,"0,447905","6,241041","0,609039","5,310891","0,272308","75,643715"
04/04/2008 1.00,"0,722427","5,971271","0,609039","5,040934","0,253429","72,901769"
04/04/2008 2.00,"0,657409","6,209914","0,609039","5,279743","0,257475","70,592912"
04/04/2008 3.00,"0,603226","4,158101","0,609039","3,226509","0,2754","80,633391"
04/04/2008 4.00,"0,581554","4,850684","0,609039","3,919575","0,270642","72,657341"
04/04/2008 5.00,"0,762161","9,47829","0,624264","8,527018","0,271832","60,051617"
04/04/2008 6.00,"0,541821","9,976328","0,609039","9,048765","0,305146","60,835392"
04/04/2008 7.00,"0,765773","23,975867","1,969224","20,971006","0,286585","30,530622"
04/04/2008 8.00,"0,628512","22,780046","2,175621","19,457678","0,263979","45,038702"
04/04/2008 9.00,"0,621287","11,657208","1,241763","9,759997","0,251366","68,475363"
04/04/2008 10.00,"0,81273","7,55358","1,241763","5,653531","0,229236","80,221582"
04/04/2008 11.00,"0,819955","7,729969","0,795133","6,515318","0,288964","92,400896"
04/04/2008 12.00,"0,476802","9,545732","1,162249","7,769063","0,329418","99,096319"
04/04/2008 13.00,"0,335928","10,676695","1,219768","8,812553","0,338698","97,478251"
04/04/2008 14.00,"0,632123","10,352451","1,216385","8,493274","0,273814","91,635678"
04/04/2008 15.00,"0,328705","12,321258","1,160557","10,549102","0,305305","90,032237"
04/04/2008 16.00,"0,92832","8,544468","0,879722","7,200594","0,256681","98,522417"
04/04/2008 17.00,"0,52376","6,845432","0,609039","5,915701","0,296817","102,904973"
04/04/2008 18.00,"0,527372","10,002268","0,609039","9,074721","0,299118","91,589194"
04/04/2008 19.00,"0,733264","11,273305","0,609039","10,346633","0,257712","84,447395"
04/04/2008 20.00,"0,079467","8,837585","0,609039","7,909233","0,244307","77,898105"
04/04/2008 21.00,"1,043908","11,633861","0,609039","10,707438","0,264455","71,378046"
04/04/2008 22.00,"0,444293","7,421288","0,609039","6,494552","0,144522","72,666641"
04/04/2008 23.00,"0,162546","5,182711","0,609039","4,251829","0,125565","82,122602"
05/04/2008 0.00,"0,6249","5,340942","0,609039","4,41017","0,163321","95,615762"
05/04/2008 1.00,"4,715801","0,609039","3,784595","0,168239","99,77516",
05/04/2008 2.00,"0,628512","5,091922","0,609039","4,160978","0,186642","94,224846"
05/04/2008 3.00,"0,780221","4,394151","0,609039","3,462724","98,317852",
05/04/2008 4.00,"0,791058","3,9013","0,609039","2,969531","0,204338",
05/04/2008 5.00,"1,011398","3,670438","0,609039","2,73851","0,218361","94,435698"
05/04/2008 6.00,"0,866913","4,713206","0,609039","3,781999","0,255046","94,020304"
05/04/2008 7.00,"0,975277","5,047825","0,609039","4,116852","0,285233","96,526002"
05/04/2008 8.00,"1,11615","6,321454","0,612423","5,386169","0,256392","90,521352"
05/04/2008 9.00,"1,206454","5,522517","0,612423","4,586679","0,263524","94,784524"
05/04/2008 10.00,"1,990287","6,70017","0,72577","5,591233","0,269941","92,86597"
05/04/2008 11.00,"1,459303","6,518595","0,735922","5,393956","0,276439","88,923656"
05/04/2008 12.00,"2,532108","5,927175","0,669942","4,90336","0,278023","98,523133"
05/04/2008 13.00,"2,914994","4,920721","0,609039","3,989659","0,325482","105,094942"
05/04/2008 14.00,"3,633809","3,898706","0,609039","2,966934","0,30203","107,914916"
05/04/2008 15.00,"2,712715","4,106221","0,609039","3,174595","0,301238","108,247723"
05/04/2008 16.00,"2,43458","6,448558","0,861113","5,131787","0,308685","106,957598"
05/04/2008 17.00,"2,394847","6,13469","0,712237","5,046127","0,302743","108,789608"
05/04/2008 18.00,"0,769385","4,067311","0,609039","3,135659","0,286818","109,340763"
05/04/2008 19.00,"1,213678","4,570538","0,609039","3,639234","0,28238","103,11377"
05/04/2008 20.00,"0,968053","4,780648","0,609039","3,849489","0,285154","100,778543"
05/04/2008 21.00,"0,801894","5,348724","0,609039","4,417957","0,244746","93,667466"
05/04/2008 22.00,"0,733264","4,536818","0,609039","3,605489","0,260038","92,334724"
05/04/2008 23.00,"0,96444","4,938879","0,609039","4,007829","0,239912","87,995661"
06/04/2008 0.00,"0,903034","10,041177","0,609039","9,113659","0,276121","63,403156"
06/04/2008 1.00,"0,819955","9,799941","0,609039","8,872253","0,283727","53,31504"
06/04/2008 2.00,"0,949992","6,793554","0,609039","5,863786","0,279528","57,015045"
06/04/2008 3.00,"1,14866","5,862326","0,609039","4,931914","0,278814","58,827085"
06/04/2008 4.00,"0,924707","6,3448","0,609039","5,414723","0,296088","56,449184"
06/04/2008 5.00,"0,935543","4,99854","0,609039","4,067532","0,277944","65,517437"
06/04/2008 6.00,"1,054744","6,435587","0,609039","5,505573","0,277548","65,900875"
06/04/2008 7.00,"0,92832","4,60426","0,609039","3,672979","0,31019","83,547406"
06/04/2008 8.00,"0,968053","4,114002","0,609039","3,182382","0,310508","87,523007"
06/04/2008 9.00,"1,260636","3,395479","0,609039","2,463362","0,306546","96,352936"
06/04/2008 10.00,"1,303981","3,19834","0,609039","2,266085","0,292284","101,963432"
06/04/2008 11.00,"1,206454","3,050485","0,609039","2,118127","0,312567","110,509815"
06/04/2008 12.00,"1,925268","3,40326","0,646258","2,414041","0,355115","117,490336"
06/04/2008 13.00,"2,322604","3,104958","0,619189","2,157065","0,311775","119,443525"
06/04/2008 14.00,"3,807192","3,947991","0,690244","2,891659","0,333326","118,464937"
06/04/2008 15.00,"6,216488","5,43173","0,764682","4,262211","0,32366","117,527665"
06/04/2008 16.00,"5,960025","5,097111","0,688552","4,04417","0,364384","124,10213"
06/04/2008 17.00,"4,601863","4,863655","0,609039","3,932552","0,334991","123,57357"
06/04/2008 18.00,"2,196179","4,640575","0,607346","3,711915","0,298147","120,993321"
06/04/2008 19.00,"1,806069","10,349856","0,609039","9,422552","0,407725","106,708619"
06/04/2008 20.00,"2,084203","18,790568","0,768066","17,625104","0,51239","86,693543"
06/04/2008 21.00,"2,008348","13,278427","0,647949","12,293443","0,374448","77,416257"
06/04/2008 22.00,"1,260636","12,26938","0,609039","11,343403","0,353847","59,842957"
06/04/2008 23.00,"1,029459","8,25654","0,607346","7,33038","0,273348","78,164519"
07/04/2008 0.00,"0,827179","4,274829","0,609039","3,343319","0,235872","91,73293"
07/04/2008 1.00,"4,212574","0,609039","3,281021","0,244587","89,886263",
07/04/2008 2.00,"1,30037","3,800136","0,609039","2,868296","0,26075","95,070787"
07/04/2008 3.00,"1,282309","5,148989","0,609039","4,218084","75,388518",
07/04/2008 4.00,"1,549607","10,640381","0,609039","9,713275","0,362262",
07/04/2008 5.00,"2,694654","13,198014","0,609039","12,27267","0,387176","51,925959"
07/04/2008 6.00,"2,261198","44,5848","8,729551","31,221602","0,624082","17,267204"
07/04/2008 7.00,"3,084765","58,924129","14,227808","37,134711","0,818145","20,673348"
07/04/2008 8.00,"3,05948","35,301046","7,673884","23,551174","0,481191","54,860746"
07/04/2008 9.00,"0,935543","10,471773","1,385562","8,353106","0,181053","93,732002"
07/04/2008 10.00,"0,975277","7,10742","1,121647","5,391362","0,146777","110,039748"
07/04/2008 11.00,"1,719377","6,474497","0,996454","4,950084","0,149078","112,714829"
07/04/2008 12.00,"2,355114","5,724845","0,852654","4,420552","0,160344","115,343419"
07/04/2008 13.00,"2,116713","5,631463","0,82051","4,376424","0,166772","117,780114"
07/04/2008 14.00,"2,514047","5,047825","0,62934","4,085701","0,153759","118,620408"
07/04/2008 15.00,"2,445417","4,625011","0,631032","3,66","0,184859","119,858744"
07/04/2008 16.00,"2,127549","5,263124","0,747764","4,119446","0,168436","124,306238"
07/04/2008 17.00,"1,881923","5,966084","0,735922","4,841063","0,148761","119,251547"
07/04/2008 18.00,"1,733825","0,135434","114,401961",,,
07/04/2008 19.00,"0,209504","0,071686","104,99839",,,
07/04/2008 20.00,"2,55378","0,049412","105,219492",,,
07/04/2008 21.00,"2,087816","0,059332","106,332684",,,
07/04/2008 22.00,"2,040858","0,043779","110,552349",,,
07/04/2008 23.00,"2,14561","0,029094","116,493856",,,
08/04/2008 0.00,"1,860251","0,024103","118,139671",,,
08/04/2008 1.00,"1,155883","122,282205",,,,
08/04/2008 2.00,"1,441242","122,780164",,,,
08/04/2008 3.00,"1,329267","123,541812",,,,
08/04/2008 4.00,"1,603789","121,163632",,,,
08/04/2008 5.00,"1,061969","116,918633",,,,
08/04/2008 6.00,"1,596565","109,191517",,,,
08/04/2008 7.00,"1,285921","97,666804",,,,
08/04/2008 8.00,"0,91387","92,785255",,,,
08/04/2008 9.00,"0,7441","92,492311",,,,
08/04/2008 10.00,"1,061969","90,56951",,,,
08/04/2008 11.00,"0,697142","85,119386",,,,
08/04/2008 12.00,"1,040295","89,85446",,,,
08/04/2008 13.00,"0,801894","95,004973",,,,
08/04/2008 14.00,"0,877749","92,183385",,,,
08/04/2008 15.00,"1,072805","83,228564",,,,
08/04/2008 16.00,"1,629073","77,779764",,,,
08/04/2008 17.00,"2,222955","73,044988",,,,
08/04/2008 18.00,"2,004736","68,613696",,,,
08/04/2008 19.00,"1,871087","68,86355",,,,
08/04/2008 20.00,"5,400145","26,720256","0,893257","25,368187","81,209903",
08/04/2008 21.00,"2,784958","19,314546","0,903407","17,941782","91,245954",
08/04/2008 22.00,"2,813855","13,885411","0,800209","12,667225","91,114128",
08/04/2008 23.00,"2,969176","11,169546","0,849271","9,874212","84,79183",
09/04/2008 0.00,"2,80663","8,775331","0,959235","7,309616","82,830422",
09/04/2008 1.00,"7,789629","1,126722","6,066254","81,641325",,
09/04/2008 2.00,"3,041419","7,530234","1,241763","5,630169","76,018097",
09/04/2008 3.00,"2,640472","6,573068","1,179166","4,768382","76,606641",
09/04/2008 4.00,"2,564617","7,052947","1,216385","5,191489","58,417372",
09/04/2008 5.00,"2,886097","7,346064","1,153789","5,58085","73,493426",
09/04/2008 6.00,"4,085326","15,553319","1,236686","13,666589","59,852812",
09/04/2008 7.00,"3,944454","37,90536","3,671149","32,298824","34,666139",
09/04/2008 8.00,"14,907287","39,843059","5,652214","31,198237","33,551253",
09/04/2008 9.00,"32,725695","6,553545","23,003558",,,
09/04/2008 10.00,"38,464716",,,,,
09/04/2008 11.00,"0,911331","55,342517",,,,
09/04/2008 12.00,"19,153707","6,550547","9,116253","0,517169","92,886183",
09/04/2008 13.00,"6,028657","14,795887","5,603154","6,209021","0,478037","98,905513"
09/04/2008 14.00,"0,10114","11,179921","4,955205","3,584723","0,49701","108,482653"
09/04/2008 15.00,0,"11,890663","4,972123","4,269999","0,490371","112,395348"
09/04/2008 16.00,0,"10,785641","4,956896","3,187573","0,484046","116,323225"
09/04/2008 17.00,0,"11,543074","4,858773","4,096083","0,492662","108,780651"
09/04/2008 18.00,0,"22,655535","4,946745","15,081268","0,632192","94,183469"
09/04/2008 19.00,0,"26,025092","4,956896","18,437568","0,621125","81,185665"
09/04/2008 20.00,0,"30,03792","4,889225","22,55701","0,637489","69,413076"
09/04/2008 21.00,0,"27,485477","4,955205","19,901567","0,652272","71,693022"
09/04/2008 22.00,0,"16,357445","4,615158","9,287575","0,501991","84,48015"
09/04/2008 23.00,0,"8,653415","4,358008","1,972765","0,400645","97,872968"
10/04/2008 0.00,0,"7,244901","4,459515","0,584043","0,392028","96,980384"
10/04/2008 1.00,0,"5,123051","4,462898",0,"0,420249","105,717626"
10/04/2008 2.00,0,"4,562757","4,266653",0,"0,391789","100,078081"
10/04/2008 3.00,0,"4,884406","4,390152",0,"0,393291","87,606934"
10/04/2008 4.00,0,"5,382444","4,26327","0,093447","0,373055","81,397719"
10/04/2008 5.00,0,"8,824616","4,488275","2,29983","0,416217","76,243218"
