MASSAFRA,,,,
,SO2,NO2,O3,BENZENE
29/04/2011 10.00,"0,853368","22,823066","47,939551","0,994524"
29/04/2011 11.00,"0,794671","21,147502","51,583799","1,109954"
29/04/2011 12.00,"0,931931","20,836019","54,977074","1,360237"
29/04/2011 13.00,"0,846143","22,25589","56,711747","1,548128"
29/04/2011 14.00,"0,347669","16,198086","62,798729","0,990151"
29/04/2011 15.00,"1,033974","20,066383","63,762793","1,171686"
29/04/2011 16.00,"2,173603","24,07162","56,580774","1,267995"
29/04/2011 17.00,"1,760014","22,523913","58,639076","1,316761"
29/04/2011 18.00,"1,590243","28,91657","56,813988","1,486803"
29/04/2011 19.00,"1,495424","35,487064","51,171453","1,872043"
29/04/2011 20.00,"2,672981","55,363968","22,301428","2,407747"
29/04/2011 21.00,"4,151249","60,598296","9,832609","3,133224"
29/04/2011 22.00,"1,253412","29,511643","32,155151","2,062781"
29/04/2011 23.00,"1,063774","16,466744","47,898992","1,226858"
30/04/2011 0.00,"2,847266","13,009866","51,544914","0,998643"
30/04/2011 1.00,"1,944232","9,610742","52,10597","0,84533"
30/04/2011 2.00,,,"60,818174","0,762953"
30/04/2011 3.00,"2,235913","6,612009","59,698619","0,712561"
30/04/2011 4.00,"1,946942","5,504925",,"0,823465"
30/04/2011 5.00,"1,904499","9,192827","61,710438","0,697001"
30/04/2011 6.00,"1,956875","12,337568","58,639053","0,885909"
30/04/2011 7.00,"1,198326","22,476535","47,181631","1,103953"
30/04/2011 8.00,"1,804263","31,915313","47,053211","1,48421"
30/04/2011 9.00,"1,647134","31,284543","55,615012","1,495549"
30/04/2011 10.00,"1,422279","30,52464","67,773745",
30/04/2011 11.00,"0,35128","34,309252","64,937287",
30/04/2011 12.00,"0,149001","32,729728","59,622589",
30/04/2011 13.00,"0,0596","37,870602","54,100871",
30/04/2011 14.00,"0,064116","15,185102","77,096852",
30/04/2011 15.00,"0,310644","13,648422","79,894467",
30/04/2011 16.00,"0,09843","15,530337","75,932534",
30/04/2011 17.00,"0,106558","24,451897","64,599297",
30/04/2011 18.00,"0,0894","22,855512","71,417985",
30/04/2011 19.00,"0,176995","28,021697","66,012891",
30/04/2011 20.00,"0,126424","28,436371","61,94449",
30/04/2011 21.00,,"19,753598","71,822717",
30/04/2011 22.00,"0,022575","22,067061","72,511345",
30/04/2011 23.00,"1,571279","16,237024","78,903345",
01/05/2011 0.00,"5,986213","14,388851","85,526851",
01/05/2011 1.00,"6,215585","13,501754","81,9857",
01/05/2011 2.00,"5,977184","9,259669","82,638011",
01/05/2011 3.00,"6,822423","11,296021","78,957431",
01/05/2011 4.00,"6,965102","7,453679","84,948915",
01/05/2011 5.00,"5,281847","6,993583","85,530237",
01/05/2011 6.00,"0,600518","12,07734","77,690008",
01/05/2011 7.00,"3,556149","9,085753","71,454339",
01/05/2011 8.00,"4,695777","14,276584","60,657638",
01/05/2011 9.00,"4,36617","19,611478","53,216228",
01/05/2011 10.00,"5,385696","19,185121","46,825902",
01/05/2011 11.00,"4,641596","15,669202","41,828067",
01/05/2011 12.00,"5,459745","25,78611","36,954441",
01/05/2011 13.00,"5,325193","26,150806","32,921511",
01/05/2011 14.00,"4,760796","9,408923","47,491733",
01/05/2011 15.00,"4,233424","7,508839","53,152008",
01/05/2011 16.00,"5,09221","6,377743","66,330577",
01/05/2011 17.00,"4,471825","4,82419","74,981114",
01/05/2011 18.00,"4,920633","5,615243","72,470789",
01/05/2011 19.00,"4,67862","6,516616","74,961685",
01/05/2011 20.00,"5,063312","12,08383","67,622497",
01/05/2011 21.00,"4,933276","15,295414","56,146483",
01/05/2011 22.00,"4,374298","9,348573","59,14858",
01/05/2011 23.00,"3,89298","9,120148","58,12197",
02/05/2011 0.00,"0,735972","6,443935","62,386383",
02/05/2011 1.00,"1,066483","9,459542","55,119036",
02/05/2011 2.00,,,"39,565317",
02/05/2011 3.00,"1,981257","10,194776","31,714953",
02/05/2011 4.00,"2,081494","3,541246",,
02/05/2011 5.00,"1,95236","5,868329","54,943276",
02/05/2011 6.00,"4,822203","36,544819","23,715024",
02/05/2011 7.00,"3,184099","24,386354","36,640111",
02/05/2011 8.00,"3,218413","26,630373","44,047743",
02/05/2011 9.00,"3,779198","28,250774","39,234927",
02/05/2011 10.00,"3,742173","33,729093","34,988249",
02/05/2011 11.00,"2,805727","31,682334","32,858988",
02/05/2011 12.00,"3,278918","26,577812","41,753714",
02/05/2011 13.00,,,,
02/05/2011 14.00,,,,
02/05/2011 15.00,,,,
02/05/2011 16.00,,,,
02/05/2011 17.00,"4,026629","36,49551","48,516645","1,873822"
02/05/2011 18.00,"3,893883","29,924366","52,562224","1,800497"
02/05/2011 19.00,"4,925149","48,880451","38,409435","2,017474"
02/05/2011 20.00,"4,178339","37,599346","40,016507","1,988133"
02/05/2011 21.00,"4,116933","33,985415","36,063854","1,575943"
02/05/2011 22.00,"5,577139","20,238348","49,37595","1,31076"
02/05/2011 23.00,"4,477244","10,135083","62,545245","0,813956"
03/05/2011 0.00,,"8,496521","71,798235","0,77653"
03/05/2011 1.00,,"8,394638","73,796507","0,623218"
03/05/2011 2.00,,"4,514647","72,362639","0,61976"
03/05/2011 3.00,,"5,029904","73,659613","0,562401"
03/05/2011 4.00,,"4,578246","69,455207","0,494465"
03/05/2011 5.00,,"6,73336","64,679578","0,535552"
03/05/2011 6.00,,"23,165046","49,162187","0,911995"
03/05/2011 7.00,,"38,993901","27,900034","1,504092"
03/05/2011 8.00,,"55,302974","15,924648","2,137988"
03/05/2011 9.00,,"45,243808","21,302689","2,380289"
03/05/2011 10.00,,"28,799767","27,370244","2,19555"
03/05/2011 11.00,,"26,093064","32,22697","1,569333"
03/05/2011 12.00,,"28,294254","36,604621","1,354339"
03/05/2011 13.00,,"27,055429","37,575466","1,325863"
03/05/2011 14.00,,"18,083895","44,247982","0,909452"
03/05/2011 15.00,,"16,846378","53,124953","0,923029"
03/05/2011 16.00,,"22,872395","51,276228","1,071867"
03/05/2011 17.00,,"13,926164","54,113557","0,935131"
03/05/2011 18.00,,"10,369997","45,293183","0,681746"
03/05/2011 19.00,,"11,508227","36,749118","0,828499"
03/05/2011 20.00,,"13,157174","37,9371","0,909554"
03/05/2011 21.00,,"13,936548","41,085368","0,895519"
03/05/2011 22.00,,"10,190893","48,600294","0,81238"
03/05/2011 23.00,,"5,122053","65,883615","0,578012"
04/05/2011 0.00,,"4,551638","68,296772","0,469345"
04/05/2011 1.00,,"4,385508","64,725202","0,490499"
04/05/2011 2.00,,,"66,541832","0,467108"
04/05/2011 3.00,"3,530864","2,236883","69,736545","0,401969"
04/05/2011 4.00,"4,203624","3,59251",,"0,409342"
04/05/2011 5.00,"4,186467","3,237542","65,557459","0,416868"
04/05/2011 6.00,"3,104631","5,075977","60,311205","0,440768"
04/05/2011 7.00,"2,795794","12,417386","51,876983","0,660694"
04/05/2011 8.00,"3,130819","18,902208","44,424579","0,81838"
04/05/2011 9.00,,"13,04037","49,745206","0,897909"
04/05/2011 10.00,"4,182855","8,677573","60,42442","0,634201"
04/05/2011 11.00,"4,418546","7,599689","59,238134","0,648439"
04/05/2011 12.00,"3,003492","7,698977","64,911077","0,60781"
04/05/2011 13.00,"2,942085","7,471849","62,002785","0,777293"
04/05/2011 14.00,"2,085106","5,484159","73,375725","0,625252"
04/05/2011 15.00,"0,178801","6,090265","72,848482","0,547909"
04/05/2011 16.00,"0,349474","6,801498","74,563726","0,674932"
04/05/2011 17.00,"1,771753","7,016298","73,345299","0,683678"
04/05/2011 18.00,"1,164011","7,559457","74,842546","0,701679"
04/05/2011 19.00,"0,025285","10,431638","76,050814","0,897655"
04/05/2011 20.00,"1,429503","11,265527","75,942671","0,987609"
04/05/2011 21.00,"2,022797","11,842432","81,973036","0,896689"
04/05/2011 22.00,"1,704928","10,795048","77,713669","0,884485"
04/05/2011 23.00,"2,367756","12,576371","64,759837","0,858297"
05/05/2011 0.00,"4,19911","9,107818","58,075486","0,785022"
05/05/2011 1.00,"3,766556","5,047424","66,480142","0,641625"
05/05/2011 2.00,"4,032048","5,62433","62,742112","0,592352"
05/05/2011 3.00,"3,191322","3,612628","67,774597","0,577402"
05/05/2011 4.00,"3,780101","2,462711","72,894943","0,585538"
05/05/2011 5.00,"4,329146","4,276488","75,995053","0,576842"
05/05/2011 6.00,"3,903817","7,27003","76,042359","0,654795"
05/05/2011 7.00,"4,983846","12,912519","65,364819","0,794277"
05/05/2011 8.00,"4,748154","9,294061","76,489358","0,757055"
05/05/2011 9.00,"4,409515","7,792422","74,436124","0,811159"
05/05/2011 10.00,"4,686748","6,090265","77,537908","0,79804"
05/05/2011 11.00,"5,08047","5,914403","81,75927","0,794277"
05/05/2011 12.00,"5,421817","5,521148","85,812451","0,755478"
05/05/2011 13.00,"4,724675","6,83784","88,461352","0,774598"
05/05/2011 14.00,"4,896252","4,101926","97,737984","0,645693"
05/05/2011 15.00,"4,908894","4,53217","100,816107","0,5863"
05/05/2011 16.00,"5,357702","4,460137","104,975703","0,567435"
05/05/2011 17.00,"4,937791","5,368649","107,050886","0,55696"
05/05/2011 18.00,"4,395067","6,774243","100,481527","0,588436"
05/05/2011 19.00,"5,075956","8,522478","98,187495","0,848025"
05/05/2011 20.00,"6,032268","12,053988","87,679772","0,834703"
05/05/2011 21.00,"6,078323","13,949529","82,943862","0,959489"
05/05/2011 22.00,"6,739343","11,447226","84,422517","0,764479"
05/05/2011 23.00,"5,701758","10,359612","83,512513","0,692984"
06/05/2011 0.00,"1,443952","9,264211","88,6261","0,592708"
06/05/2011 1.00,"3,338518","3,359543","101,711743","0,478397"
06/05/2011 2.00,,,"97,739681","0,457853"
06/05/2011 3.00,"2,197985","8,168806","91,450762","0,447327"
06/05/2011 4.00,"2,543847","7,091573",,"0,435174"
06/05/2011 5.00,"3,324068","3,582128","90,405561","0,456989"
06/05/2011 6.00,"3,748495","4,797585","84,807812","0,510381"
06/05/2011 7.00,"3,555246","9,105221","78,491017","0,641778"
06/05/2011 8.00,"4,015793","10,05202","81,206654","0,744241"
06/05/2011 9.00,"3,948968","9,71003","79,358769","0,895265"
06/05/2011 10.00,"4,377007","8,114296","81,125558","0,892824"
06/05/2011 11.00,"0,724233","9,141562","86,357426","0,890994"
06/05/2011 12.00,"1,302175","6,273264","93,54284","0,777496"
06/05/2011 13.00,"1,029459","6,996828","96,561831","0,721206"
06/05/2011 14.00,"2,472508","4,559424","100,165501","0,666643"
06/05/2011 15.00,"4,679523","5,433542","104,107099","0,604047"
06/05/2011 16.00,"4,004054","4,783308","104,237236","0,612793"
06/05/2011 17.00,"4,815881","5,721019","107,165878","0,660847"
06/05/2011 18.00,"5,352284","7,608775","107,934748","0,685458"
06/05/2011 19.00,"4,682232","9,225275","100,005821","0,855907"
06/05/2011 20.00,"4,570257","11,867739","99,237765","0,830838"
06/05/2011 21.00,"4,857421","10,353122","102,633536","0,816448"
06/05/2011 22.00,"5,350478","6,484169","110,454351","0,726138"
06/05/2011 23.00,"4,808658","9,321965","105,715092","0,622048"
07/05/2011 0.00,"2,176313","25,026205","80,618589","0,829618"
07/05/2011 1.00,"1,566765","11,542617","85,680625","0,756902"
07/05/2011 2.00,"0,978889","8,566605","89,716089","0,657135"
07/05/2011 3.00,"0,156224","5,084413","98,578719","0,63954"
07/05/2011 4.00,"0,158031","3,967595","99,6315","0,618133"
07/05/2011 5.00,"0,425329","4,589276","105,143884","0,623726"
07/05/2011 6.00,"1,496327","15,54072","90,799311","0,999864"
07/05/2011 7.00,"2,484247","28,782253","65,006556","1,832532"
07/05/2011 8.00,"1,897275","24,403237","75,461037","1,643116"
07/05/2011 9.00,"2,197082","31,90298","64,358484","1,629183"
07/05/2011 10.00,"3,670834","19,307778","74,985346","1,303997"
07/05/2011 11.00,"3,99412","25,812076","78,434404","1,383069"
07/05/2011 12.00,"4,274061","22,210461","89,383183","1,300285"
07/05/2011 13.00,"5,264689","23,703675","89,787907","1,406257"
07/05/2011 14.00,"5,97899","23,242272","94,530583","1,227773"
07/05/2011 15.00,"6,634593","20,263663","98,101316","1,196094"
07/05/2011 16.00,"6,613822","19,002788","99,109325","1,265148"
07/05/2011 17.00,"7,539433","20,477826","100,673307","1,264385"
07/05/2011 18.00,"7,175509","23,155963","97,914581","1,109394"
07/05/2011 19.00,"5,950996","26,401947","90,67594","1,324541"
07/05/2011 20.00,"5,391114","40,012729","72,229991","1,552908"
07/05/2011 21.00,"6,250803","58,386054","38,346056","2,631284"
07/05/2011 22.00,"4,878191","42,279462","47,96742","1,646676"
07/05/2011 23.00,"4,569352","48,63904","41,34055","1,565722"
08/05/2011 0.00,"4,084423","39,688262","53,194261","1,604012"
08/05/2011 1.00,"3,255438","31,246248","63,143466","1,184652"
08/05/2011 2.00,,,"74,605119","0,95837"
08/05/2011 3.00,"3,150686","7,475744","92,551725","0,728477"
08/05/2011 4.00,"3,55073","4,097381",,"0,607658"
08/05/2011 5.00,"3,135335","3,527617","99,247042","0,520145"
08/05/2011 6.00,"3,326778","6,750882","91,220101","0,576436"
08/05/2011 7.00,"2,868037","15,131883","79,044455","0,825092"
08/05/2011 8.00,"3,96432","26,919161","65,123998","1,19589"
08/05/2011 9.00,"5,122009","25,871118","57,876088","1,556468"
08/05/2011 10.00,"4,975718","18,248078","77,266692","1,426597"
08/05/2011 11.00,"4,933276","5,83199","117,289903","0,669745"
08/05/2011 12.00,"4,909796","8,921573","124,645149","0,803938"
08/05/2011 13.00,"4,697584","16,071548","117,948188","0,817922"
08/05/2011 14.00,"3,465845","10,174667","108,875171","1,082902"
08/05/2011 15.00,"3,073025","10,47253","113,044082","0,877061"
08/05/2011 16.00,"3,985993","13,825574","111,983698","0,896994"
08/05/2011 17.00,"4,785178","15,762649","107,840122","1,083715"
08/05/2011 18.00,"3,631101","18,491428","108,05471","0,984812"
08/05/2011 19.00,"3,231057","27,679048","104,170501","1,077257"
08/05/2011 20.00,"4,292122","37,899795","84,447874","1,325151"
08/05/2011 21.00,"5,24121","41,613664","66,745461","1,485735"
08/05/2011 22.00,"5,428113","28,824527","66,694928","1,376611"
08/05/2011 23.00,"5,328804","8,992956","102,311604","0,779886"
09/05/2011 0.00,"0,81544","7,881979","126,62744","0,586148"
09/05/2011 1.00,"1,030362","5,536724","132,072236","0,536213"
09/05/2011 2.00,"0,511118","4,890381","130,552135","0,514551"
09/05/2011 3.00,"1,361775","6,765159","120,662128","0,538349"
09/05/2011 4.00,"1,289533","5,973457","103,241052","0,550502"
09/05/2011 5.00,"1,684159","3,374468","118,07232","0,51867"
09/05/2011 6.00,"1,693189","3,922169","97,064554","0,579385"
09/05/2011 7.00,"2,351501","7,377106","69,851476","0,710476"
09/05/2011 8.00,"1,693189","11,598429","52,524202","0,920995"
09/05/2011 9.00,"2,197985","10,524436","47,813646","1,100241"
09/05/2011 10.00,"2,198888","8,798277","55,182419","1,028797"
09/05/2011 11.00,"2,390331","8,37971","66,25455","1,00383"
09/05/2011 12.00,"3,538991","6,794361","75,570899","0,866077"
09/05/2011 13.00,"2,640472","7,460169","77,216852","0,894706"
09/05/2011 14.00,"0,75313","6,157754","83,348609","0,843042"
09/05/2011 15.00,"2,283773","5,313488","88,732576","1,665795"
09/05/2011 16.00,"1,777171","5,804084","87,582611","0,809481"
09/05/2011 17.00,"3,082959","6,228489","85,339294","0,778056"
09/05/2011 18.00,"3,427917","9,001392","84,084542","0,801854"
09/05/2011 19.00,"1,552316","11,044238","82,937119","0,919165"
09/05/2011 20.00,"0,083079","10,652275","89,433875","0,897452"
09/05/2011 21.00,"0,76487","11,229181","85,086647","1,071206"
09/05/2011 22.00,"1,848511","8,333637","71,712033","0,974286"
09/05/2011 23.00,"2,548362","7,225903","68,944844","0,694357"
10/05/2011 0.00,"3,147977","5,948798","84,505309","0,757868"
10/05/2011 1.00,"3,93452","4,097381","91,649323","0,638117"
10/05/2011 2.00,,,"75,902108","0,645897"
10/05/2011 3.00,"4,319213","2,282958","70,361817","0,642337"
10/05/2011 4.00,"4,417644","2,361479",,"0,630286"
10/05/2011 5.00,"1,355455","3,064924","64,591694","0,643812"
10/05/2011 6.00,"1,159496","4,563967","68,083842","0,694052"
10/05/2011 7.00,"0,52376","8,815148","70,973542","0,703255"
10/05/2011 8.00,"1,68145","9,121444","74,276444","0,773428"
10/05/2011 9.00,"3,490227","5,987734","78,448765","0,691458"
10/05/2011 10.00,"4,525105","6,242764","77,510039","0,632371"
10/05/2011 11.00,"3,856859","6,250554","77,819285","0,635625"
10/05/2011 12.00,"1,133308","7,09352","80,943032","0,639032"
10/05/2011 13.00,"1,855735","9,689912","78,468202","0,759801"
10/05/2011 14.00,"3,373736","4,902712","84,417448","0,609234"
10/05/2011 15.00,"4,224394","5,68468","88,33461","0,580707"
10/05/2011 16.00,"4,864645","5,665212","91,692398","0,617472"
10/05/2011 17.00,"5,279138","6,426413","93,763364","0,580707"
10/05/2011 18.00,"4,618117","6,802146","93,745632","0,73163"
10/05/2011 19.00,"5,158131","9,674339","83,527718","0,720544"
10/05/2011 20.00,"4,879997","15,745784","72,719205","0,892011"
10/05/2011 21.00,"1,557734","12,523813","82,886404","0,817566"
10/05/2011 22.00,"1,429503","8,830721","91,295291","0,648388"
10/05/2011 23.00,"3,336712","5,510764","97,597718","0,604149"
11/05/2011 0.00,"0,970762","6,458862","99,173526","0,540434"
11/05/2011 1.00,"1,617334","5,879362","95,83433","0,490041"
11/05/2011 2.00,"1,507164","2,184969","101,785183","0,467159"
11/05/2011 3.00,"2,53301","2,106447","101,210702","0,462938"
11/05/2011 4.00,"1,46743","1,832595","101,493753","0,470617"
11/05/2011 5.00,"2,823788","2,231042","101,511508","0,465939"
11/05/2011 6.00,"2,545654","4,500372","100,73922","0,533976"
11/05/2011 7.00,"2,33344","6,630179","96,887972","0,590419"
11/05/2011 8.00,"2,427356","8,567255","95,198092","0,622404"
11/05/2011 9.00,"3,911041","7,689244","94,523818","0,684034"
11/05/2011 10.00,"3,869502","8,176595","95,925586","0,716273"
11/05/2011 11.00,"6,151469","7,909233","102,013386","0,972811"
11/05/2011 12.00,"3,055867","7,146085","102,812705","0,686729"
11/05/2011 13.00,"3,460427","7,726231","103,929665","0,633896"
11/05/2011 14.00,"4,001345","4,409521","108,614008","0,548061"
11/05/2011 15.00,"3,948066","4,419255","113,91949","0,474634"
11/05/2011 16.00,"4,039272","4,624317","117,170756","0,454853"
11/05/2011 17.00,"4,504334","5,009786","121,4944","0,505144"
11/05/2011 18.00,"6,00608","7,08703","115,96506","0,646965"
11/05/2011 19.00,"5,061507","10,64774","109,519019","0,802413"
11/05/2011 20.00,"6,120766","13,169502","120,206734","0,870755"
11/05/2011 21.00,"0,317868","11,961829","109,405778","0,804447"
11/05/2011 22.00,"3,103728","7,579573","97,015551","0,704934"
11/05/2011 23.00,"4,331856","6,263532","107,546082","0,59886"
12/05/2011 0.00,"2,671175","5,765796","124,891868","0,571147"
12/05/2011 1.00,"2,879776","5,327765","129,089569","0,488363"
12/05/2011 2.00,,,"129,419126","0,485109"
12/05/2011 3.00,"4,033854","3,393936","135,272833","0,471939"
12/05/2011 4.00,"3,377348","2,691786",,"0,463905"
12/05/2011 5.00,"4,257807","3,249224","122,37053","0,444734"
12/05/2011 6.00,"4,315601","4,357607","117,535808","0,504381"
12/05/2011 7.00,"4,911603","7,956606","110,841305","0,547095"
12/05/2011 8.00,"5,056991","12,734717","96,463818","0,678949"
12/05/2011 9.00,"5,719818","10,143519","90,246718","0,726341"
12/05/2011 10.00,"7,019285","9,028647","98,409716","0,636795"
12/05/2011 11.00,"7,056309","6,530893","106,699365","0,585029"
12/05/2011 12.00,"7,94038","5,743732","111,077849","0,530569"
12/05/2011 13.00,"8,331393","6,992285","115,513829","0,566622"
12/05/2011 14.00,"7,843754","4,578246","118,635887","0,488923"
12/05/2011 15.00,"8,255538","4,162277","121,250215","0,456277"
12/05/2011 16.00,"7,401268","4,319319","118,840392","0,442649"
12/05/2011 17.00,"6,809781","5,430946","117,869528","0,607251"
12/05/2011 18.00,"7,310965","7,340116","115,471615","0,539366"
12/05/2011 19.00,"8,202259","11,479674","107,872983","0,877518"
12/05/2011 20.00,"7,735391","12,398566","96,048934","0,748207"
12/05/2011 21.00,"6,611113","13,551078","95,460032","0,761631"
12/05/2011 22.00,"7,208922","11,949501","100,697828","0,739918"
12/05/2011 23.00,"7,165576","8,347264","103,291722","0,64249"
13/05/2011 0.00,"4,711129","6,208371","108,478886","0,546688"
13/05/2011 1.00,"3,94626","4,191477","109,666865","0,477024"
