, Brindisi,,,,,
,Via Taranto,,,,,
Parm,SO2,NOX,NO2,CO,O3,BENZENE
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,
,,,,,,,,
12/01/2007 21.00,"0,25126917","59,25098712","42,92711504","0,5049883","45,1159674","1,117683"
12/01/2007 22.00,"0,80913334","33,6512956","26,23906432","0,35882362","57,11383755","1,0181187"
12/01/2007 23.00,"0,50033146","23,63864872","18,55437113","0,31531562","56,7316554",
13/01/2007 0.00,"1,49728944","28,69684472","21,4758708","0,24307598","72,29419155","1,29967515"
13/01/2007 1.00,"3,62287334","20,38972096","14,24933296","0,22315808","70,58491545","1,07603685"
13/01/2007 2.00,"1,04673911","20,78531376","14,51539923","0,20570232","81,81421185","1,05742575"
13/01/2007 3.00,"0,66377048","17,66220134","11,16039945","0,1952896","75,4654236","0,3418137"
13/01/2007 4.00,"1,45063151","22,84490104","13,81973715","0,19563533","83,95484685","0,60608115"
13/01/2007 5.00,"1,11431978","18,95528502","8,11170015","0,19386347","76,7215554","0,87873885"
13/01/2007 6.00,"2,06661112","23,45448488","10,14416954","0,20440701","73,61986905","0,8956719"
13/01/2007 7.00,"1,19859755","26,9498312","14,9411003","0,21771286","67,080678","1,11559815"
13/01/2007 8.00,"1,94106857","29,2247288","15,85350478","0,2518465","77,76691545",
13/01/2007 9.00,"1,90580817","34,85359944","17,67312459","0,27802838","68,37684945",
13/01/2007 10.00,"1,56238862","62,33389592","31,24624816","0,30019352","57,01620225",
13/01/2007 11.00,"3,61156938","68,51657736","31,68493744","0,57303715","53,2119567",
13/01/2007 12.00,"3,02794054","68,91863272","31,1592904","0,34992229","55,4881719",
13/01/2007 13.00,"2,60358305","73,21032704","28,9126904","0,3195064","55,42495035","1,1615157"
13/01/2007 14.00,"4,92363871","71,67470424","27,421426","0,33333202","59,8593366","0,50855085"
13/01/2007 15.00,"6,4296896","68,87064152","27,2410288","0,31077794","59,029656","0,3837141"
13/01/2007 16.00,"6,82540329","67,2701828","30,3117964","0,35350922","56,4492432","0,54282375"
13/01/2007 17.00,"7,15574116","80,63810288","43,85118464","0,45582018","46,71845115","1,8579573"
13/01/2007 18.00,"4,30055129","80,27623776","48,90639792","0,49306419","41,4614067","2,324862"
13/01/2007 19.00,"0,97955609","133,00860504","82,85873792","0,78962757","25,2377874","3,144564"
13/01/2007 20.00,"0,70494372","160,11151096","98,82126112","0,88243334","20,2336491","3,787308"
13/01/2007 21.00,"3,90336804","410,01884","157,63562392","1,89349035","13,52095689","2,2989285"
13/01/2007 22.00,"5,585663","393,5993488","130,60866264","1,62872578","12,76080803","3,97647"
13/01/2007 23.00,"4,61465377","455,160204","132,9825636","1,72783992","12,71514248","2,672676"
14/01/2007 0.00,"5,82179819","287,3483616","96,37998128","1,1853483","12,31329561","5,408406"
14/01/2007 1.00,,"329,651744","101,96598488","1,43615878","12,85635057","3,146598"
14/01/2007 2.00,"1,33929747",,,"1,40738277","11,87491232","3,573738"
14/01/2007 3.00,"0,45829173","213,1006216","90,6200048",,"11,57563838","1,868229"
14/01/2007 4.00,"0,58614388","131,82060296","73,0598144","0,77472973",,"1,4395635"
14/01/2007 5.00,"0,01037645","97,3716592","61,24267928","0,62877178","9,05084618","2,129598"
14/01/2007 6.00,"0,11117539","135,89308648","64,58990296","0,62971786","7,71639068","0,9568953"
14/01/2007 7.00,"0,17331104","160,36831168","69,34141416","0,82620582","7,50756804","1,0132371"
14/01/2007 8.00,"0,8955824","284,7117136","93,27416672","1,13958022","8,76192828","1,0978515"
14/01/2007 9.00,"0,13032245","196,8807432","87,67126104","0,90498976","10,68280007","1,995354"
14/01/2007 10.00,"0,76031937","161,26968584","81,72440568","0,91539781","17,94078563","2,8430235"
14/01/2007 11.00,"1,80030662","89,3887724","51,89280808","0,53278437","38,80863525","2,2257045"
14/01/2007 12.00,"1,15190505","71,97689584","34,88679176","0,40308264","51,5696328","1,238706"
14/01/2007 13.00,"3,03596264","180,5557048","84,63033976","0,50986354","32,72061345","1,4812605"
14/01/2007 14.00,"2,93047025","95,78934536","47,57738584","0,37826965","51,87428925","1,0202544"
14/01/2007 15.00,"3,05276348","54,18370912","20,32725592","0,27226314","61,688193","1,01928825"
14/01/2007 16.00,"1,1000228","82,61597128","44,41057848","0,32950214","43,1795805","0,11822625"
14/01/2007 17.00,"0,65210752","67,91087488","38,0419168","0,38381648","42,7876827","0,4971096"
14/01/2007 18.00,"0,20863958","59,22502216","34,52597824","0,42127307","42,77553315","0,3494412"
14/01/2007 19.00,"1,81587079","82,07514296","59,21928616","0,47576144","25,46906775","0,83866905"
14/01/2007 20.00,"1,94397008","115,036436","74,49526752","0,67740963","18,74746188","0,62133615"
14/01/2007 21.00,"1,85354759","283,727416","103,76741392","1,36195808","11,47732278","1,19512755"
14/01/2007 22.00,"1,29853306","106,05879296","74,59258832","0,6724211","16,22372304","1,8778905"
14/01/2007 23.00,"0,83715372","59,3611948","44,92972472","0,54448189","26,45240325","1,4771925"
15/01/2007 0.00,"0,15651122","49,6222316","36,17167488","0,4950276","32,63909775","0,90985905"
15/01/2007 1.00,"0,24643944","42,68599272","33,65900096","0,46759011","32,10990405","1,361763"
15/01/2007 2.00,"2,40374357","31,4840436","25,05022096","0,44131478","34,3396956","0,8071929"
15/01/2007 3.00,"0,87458237","29,41537432","24,20918952","0,43348802","32,6333721","0,91280835"
15/01/2007 4.00,"0,05941721","30,0833124","23,05409296","0,40424363","30,6481476","1,2526389"
15/01/2007 5.00,"0,01741714","25,07440776","19,33049208","0,39185933","34,17022035","1,3093875"
15/01/2007 6.00,"0,1203172","29,36090144","21,89509592","0,43632626","34,65508515","1,2493845"
15/01/2007 7.00,"0,38405073","51,97234728","37,39038368","0,49967157","25,2917322","1,0771047"
15/01/2007 8.00,"0,07300535","58,14982808","37,97832368","0,72088726","27,93416955","1,137006"
15/01/2007 9.00,"0,00864653","71,8316412","46,95439888","0,55785666","26,5982976","1,3702041"
15/01/2007 10.00,"0,10475202","55,84382224","35,35142688","0,48565206","32,0104932","0,5250771"
15/01/2007 11.00,"0,01383527","56,73225216","33,80437032","0,51167043","37,1888349","0,91565595"
15/01/2007 12.00,"0,05595839","48,65340208","28,07555944","0,50203677","43,6494429","1,4249187"
15/01/2007 13.00,"0,00518772","48,55871984","27,50320224","0,46333275","47,913117","0,5662656"
15/01/2007 14.00,"0,21456971","58,7814764","33,39034584","0,53484939","52,56799065","1,05284925"
15/01/2007 15.00,"0,4468037","48,46015624","28,31954976","0,47120274","50,974644","1,2175524"
15/01/2007 16.00,"0,49275582","47,1502068","27,96133656","0,47847003","50,4819189",
15/01/2007 17.00,0,"51,1098632","35,1398832","0,53699968","43,99128615","1,341423"
15/01/2007 18.00,0,"54,25372656","39,93940472","0,57566048","42,82844055","1,5949611"
15/01/2007 19.00,0,"59,83590616","46,62085048","0,54349376","39,52093005","1,3643055"
15/01/2007 20.00,0,"56,73613352","41,44493264","0,49214614","44,76578505","0,89338365"
15/01/2007 21.00,0,"60,60240784","47,16596168","0,51067997","46,0072536","0,91016415"
15/01/2007 22.00,"0,0017289","44,23719832","38,26904328","0,45516142","51,8993265","1,1537865"
15/01/2007 23.00,0,"30,25323184","28,1378524","0,42626277","51,42804765","0,8883495"
16/01/2007 0.00,0,"24,21190456","22,41812352","0,37788304","55,6023258","1,22187465"
16/01/2007 1.00,,"13,29788161","15,56797053","0,35216602","57,2278518","1,9134855"
16/01/2007 2.00,"2,72962088",,,"0,32743712","57,98876475","0,4259196"
16/01/2007 3.00,"1,56854656","10,68707046","13,94563279",,"52,4757219","0,33769485"
16/01/2007 4.00,"1,23008693","21,78397048","23,74325424","0,41033358",,"0,26650485"
16/01/2007 5.00,"3,83620739","18,94750127","21,51351808","0,40474237","30,56721045","1,28838645"
16/01/2007 6.00,"3,70784369","20,33266688","22,2507088","0,43889118","31,26577965","0,41803785"
16/01/2007 7.00,"0,45784628","64,48426496","51,47490224","0,5131643","17,58460631","0,40339305"
16/01/2007 8.00,"1,12254629","129,0593308","81,69974088","0,90930435","9,38073938","1,47465"
16/01/2007 9.00,"0,38465584","170,15396592","88,15406016","1,00891022","9,58888371","1,8117855"
16/01/2007 10.00,"0,26938398","105,5335092","62,88059408","0,67517291","17,536848","1,289556"
16/01/2007 11.00,"0,00741902","68,3985496","40,92708656","0,51411038","30,20795085","1,52046585"
16/01/2007 12.00,"0,07237989","91,91527008","53,14524456","0,51105723","31,3691406","1,2058569"
16/01/2007 13.00,"0,32056755","101,91885408","56,76372368","0,49836925","32,58024525","0,47163375"
16/01/2007 14.00,"0,20878603","82,50702552","44,97385368","0,44572866","43,9732713","1,244808"
16/01/2007 15.00,"0,37125178","57,83597328","32,6596368","0,44263229","52,52569665","2,1707865"
16/01/2007 16.00,"0,58963931","79,82097144","47,18412568","0,64571245","43,42865625","1,23387525"
16/01/2007 17.00,"4,46412455","120,13356032","81,20395928","0,64119696","24,1439688","1,3928832"
16/01/2007 18.00,"12,64986297","137,27565368","92,75890184","0,84191192","22,2578559","2,3467275"
16/01/2007 19.00,"12,61882413","150,1222096","102,4383636","0,87885576","15,30428739","1,771614"
16/01/2007 20.00,"16,00154919","108,8952832","81,07027224","0,87283472","19,79790918","1,4883795"
16/01/2007 21.00,"9,83434118","138,8294596","97,75182216","0,79253939","10,9838715","2,287233"
16/01/2007 22.00,"10,89541593","87,29027592","72,34468816","0,61870478","23,6214783","2,1290895"
16/01/2007 23.00,"6,91538541","44,33836224","40,09385608","0,4988855","37,7617191","1,33903305"
17/01/2007 0.00,"1,87059861","33,7913496","30,21575664","0,45282542","42,1512777","1,2588426"
17/01/2007 1.00,"2,22906975","22,11988976","20,51545408","0,37734693","47,81394555","0,49553325"
17/01/2007 2.00,"2,83317284","26,00562824","23,83801296","0,34418858","42,42501165","1,0869696"
17/01/2007 3.00,"6,77735817","16,83343346","16,14812104","0,32629715","46,570083","1,04522175"
17/01/2007 4.00,"7,66225292","17,64015215","16,12995513","0,34152203","50,39364015","1,8107685"
17/01/2007 5.00,"9,19389357","14,08255111","16,00924483","0,34010291","45,5699895","0,54984105"
17/01/2007 6.00,"14,62189716","42,68083032","37,78104352","0,44955619","28,1229564","0,6029793"
17/01/2007 7.00,"17,94726342","58,82424784","52,84804328","0,45738413","23,1410424","1,35438975"
17/01/2007 8.00,"17,95100598","139,76976208","83,4168316","0,7551669","9,720041","1,26743625"
17/01/2007 9.00,"16,27523406","305,491712","115,20167104","1,11070843","7,35560889","0,93375855"
17/01/2007 10.00,"17,10003123","148,05870272","81,48689704","0,69117218","19,8364067",
17/01/2007 11.00,"8,80917467","77,19591016","49,67603528","0,56993378","37,9121421","2,124513"
17/01/2007 12.00,"4,88574936","76,1622256","49,29705776","0,55397773","46,4253657","1,98126855"
17/01/2007 13.00,"8,29815048","84,61980464","54,30556088","0,60971586","44,8122486","1,11020805"
17/01/2007 14.00,"10,01183209","94,9735332","60,61839216","0,66588381","44,55563175","1,19614455"
17/01/2007 15.00,"11,47314312","70,51651024","46,05627512","0,50340216","48,58593075","0,9938124"
17/01/2007 16.00,"16,33619304","100,13551256","66,95332616","0,6672165","38,87231565","1,15037955"
17/01/2007 17.00,"16,3446138","131,97623976","87,145614","0,75207053","24,5018319","0,87426405"
17/01/2007 18.00,"18,78659352","98,89818088","70,42511664","0,72063147","27,9590073","2,1779055"
17/01/2007 19.00,"16,72782957","130,16823344","81,18059464","0,77967971","16,68359049","1,204128"
17/01/2007 20.00,"17,60686335","131,4924464","82,20072312","0,93756061","15,11181777","1,280403"
17/01/2007 21.00,"9,69513016","152,4749256","93,06910472","1,25190094","15,11253996","2,70171135"
17/01/2007 22.00,"10,08602021","74,33477424","58,28093392","0,91966918","24,7285038","4,080204"
17/01/2007 23.00,"19,36307997","57,10188","45,94855304","0,77615469","27,9632766","2,739798"
18/01/2007 0.00,"14,46853356","66,95242752","49,0543676","0,74961773","24,0170868","1,6155045"
18/01/2007 1.00,,"43,8429248","38,57534568","0,63999275","27,6567648","1,65094695"
18/01/2007 2.00,"0,62780427",,,"0,51858266","32,92665705","1,7466975"
18/01/2007 3.00,"0,73316954","17,94105124","17,4304134",,"37,78595835","0,95338665"
18/01/2007 4.00,"0,1300621","18,80613182","18,95541504","0,47546827",,"1,504143"
18/01/2007 5.00,0,"17,67127951","20,44926064","0,56372469","27,0814866","1,08793575"
18/01/2007 6.00,"0,58864062","29,93545744","29,02819432","0,57665094","27,85851915","1,86111"
18/01/2007 7.00,"0,93790791","98,00198824","65,32967488","0,76304272","13,05842612","1,465497"
18/01/2007 8.00,0,"224,342608","76,60299896","1,25616181","6,53173374","1,1967039"
18/01/2007 9.00,0,"284,53906","86,18649744","1,59763478","6,66542867","1,585503"
18/01/2007 10.00,0,"166,06980008","90,68489808","1,0012715","11,61148454","4,3858125"
18/01/2007 11.00,0,"149,62677216","87,71927136","0,93942707","16,36563138","2,1707865"
18/01/2007 12.00,"0,05363251","90,62738512","56,55606136","0,68865747","26,29942665","3,029643"
18/01/2007 13.00,0,"79,11284312","48,48329144","0,58330854","37,48970085","2,438766"
18/01/2007 14.00,0,"83,14641744","52,6793284","0,52210885","42,4760238","2,795733"
18/01/2007 15.00,"0,03127377","61,47917456","38,99195136","0,49500891","46,46895645","1,670931"
18/01/2007 16.00,"0,41590622","67,94328328","44,4741716","0,52988306","47,50619685","2,672676"
18/01/2007 17.00,"1,0163837","116,7523604","77,91124672","0,73916413","27,10448895","2,1026475"
18/01/2007 18.00,"0,00321474","369,4106368","130,5970568","1,60566595","7,11899192","0,85463595"
18/01/2007 19.00,0,"577,7995168","158,86603416","2,34148026","8,95480688","2,0670525"
18/01/2007 20.00,"0,09908123","311,81852","121,72224112","1,50572837","8,57671847","3,2081265"
18/01/2007 21.00,"0,77394209","142,52195224","88,12161352","0,92031626","14,98841106","3,2010075"
18/01/2007 22.00,"0,11413283","121,63803664","78,32008968","1,08360032","12,51286344","1,7700885"
18/01/2007 23.00,"0,02411307","83,25408216","56,86624512","0,67603139","14,41552088",
19/01/2007 0.00,0,"66,300034","49,57091352","0,61285661","18,79157333","2,00455785"
19/01/2007 1.00,0,"47,67159008","39,33590104","0,57111112","21,2038575","0,937674"
19/01/2007 2.00,0,"29,93157608","27,34355024","0,55668165","24,3133842","1,841787"
19/01/2007 3.00,0,"25,14054384","21,14750392","0,39073338","33,0187662","1,88145"
19/01/2007 4.00,0,"15,04231202","14,99950807","0,29942731","41,43162135","0,5897583"
19/01/2007 5.00,0,"20,00971096","17,24742353","0,3031217","37,54001475","0,2514024"
19/01/2007 6.00,0,"34,55658936","30,71932008","0,40791232","27,6019023","0,15860115"
19/01/2007 7.00,"0,00160788","79,78080032","51,84997928","0,5233551","15,50810058","0,21331575"
19/01/2007 8.00,,"187,63331696","76,79637864","0,79568248","7,67534355","0,78263235"
19/01/2007 9.00,,"278,2021184","94,51882136","1,13380563","8,18569049","0,9998127"
19/01/2007 10.00,"3,35141672","167,19556656","77,34018968","0,73985091","14,87195892","1,4538015"
19/01/2007 11.00,"7,89297361","101,51549856","54,00055864","0,55251539","29,9552442","0,89429895"
19/01/2007 12.00,"0,22551873","85,78318016","42,59874816","0,47594131","39,2809515","0,741393"
19/01/2007 13.00,"0,22606893","87,85186856","41,80056464","0,46778166","42,41132595","1,172601"
19/01/2007 14.00,"1,36063311","94,07474024","45,16853352","0,47903301","44,94653205","0,59174145"
19/01/2007 15.00,"0,5046893","73,87304536","30,7829132","0,40409062","50,7494085","0,39881655"
19/01/2007 16.00,"1,6504415","89,03210792","42,17434152","0,49531026","43,11719685","0,404766"
19/01/2007 17.00,"2,19346662","124,24497216","70,26938424","0,58172006","25,3743252","0,639693"
19/01/2007 18.00,"12,11381244","114,68885352","62,94678752","0,58403854","21,21536865","0,7618347"
19/01/2007 19.00,"3,67855205","156,7069464","78,81717144","0,81423616","14,70664125","0,58818195"
19/01/2007 20.00,"0,02421172","202,8700832","90,36433216","1,16567218","8,90017979","1,18678815"
19/01/2007 21.00,"0,42269876","145,23519496","88,19170744","0,93401573","12,2943471","1,481769"
19/01/2007 22.00,"3,19431462","127,50168176","77,91644736","0,77871845","12,57539472","1,7039835"
19/01/2007 23.00,"2,39513975","159,07780728","82,76399832","0,87766907","8,52496418","1,164465"
20/01/2007 0.00,"0,69278955","102,76707464","59,17775752","0,75136038","12,4416998","1,529568"
20/01/2007 1.00,,"162,0621716","64,93901504","0,95669128","6,92922951","2,102139"
20/01/2007 2.00,"7,16294457",,,"0,55878638","15,18104228","1,4670225"
20/01/2007 3.00,"2,4958553","67,74357488","47,94468104",,"16,29734054","1,645506"
20/01/2007 4.00,"0,6733496","65,02251208","44,24964544","0,4483952",,
20/01/2007 5.00,"10,01374609","52,83615064","35,0386428","0,38812406","22,5830409","0,89226495"
20/01/2007 6.00,"10,75733784","54,7440016","34,22877696","0,40890278","22,60380885","1,313964"
20/01/2007 7.00,"5,45046302","74,39704808","45,55271168","0,47123778","15,51024321","1,397358"
20/01/2007 8.00,"1,2337827","109,59434864","59,70600488","0,7259155","10,45250525","0,62337015"
20/01/2007 9.00,"1,33423179","144,2858296","71,6295428","0,84262674","11,1022548","0,89796015"
20/01/2007 10.00,"3,77249031","104,12239584","53,73708504","0,64318723","21,1239777","2,473344"
20/01/2007 11.00,"1,85276653","75,2349056","37,2982444","0,52174326","32,58331755","2,19672"
20/01/2007 12.00,"0,045346","72,78102568","33,45393896","0,47661525","43,2683979","2,086884"
20/01/2007 13.00,"0,01422275","108,65792752","49,97455584","0,51378451","40,0239294","1,943487"
20/01/2007 14.00,"9,33162283","149,38939736","74,35768","0,58214288","28,60109805","1,60172415"
20/01/2007 15.00,"7,60116275","113,62664192","60,393866","0,4324777","45,2068995","1,496007"
20/01/2007 16.00,"11,23573464","85,59901632","41,8719396","0,45441741","51,939825","1,04298435"
20/01/2007 17.00,"7,8220104","78,21275","39,3644472","0,48689715","50,18663895","1,1415825"
20/01/2007 18.00,"4,33021413","64,79941992","31,4993396","0,41656019","53,74595835","1,0031688"
20/01/2007 19.00,"1,90519288","67,81359232","36,34819072","0,42400269","46,8792282","0,3148632"
20/01/2007 20.00,"0,83164361","74,86785896","43,3320384","0,48083173","38,1412479","0,5935212"
20/01/2007 21.00,"0,28558784","75,9858436","46,36517784","0,49872782","32,78154075","1,517364"
20/01/2007 22.00,0,"86,36421784","57,22057696","0,51004224","27,79392105","2,255706"
20/01/2007 23.00,"0,16666698","88,85310648","57,31013504","0,63901514","22,6632","2,4992775"
21/01/2007 0.00,"0,06661757","89,107326","57,41005616","0,69640248","19,68495029","1,4398686"
21/01/2007 1.00,"0,74067602","71,86274944","44,89209656","0,72294762","23,1884436","0,75802095"
21/01/2007 2.00,"1,27768151","65,10423096","41,91866888","0,61612818","26,41142595","1,3419315"
21/01/2007 3.00,"2,09150118","48,20463656","32,27027712","0,50161045","30,6913194","2,1728205"
21/01/2007 4.00,"0,35340648","51,16175488","34,61033568","0,5072881","26,2203648","1,5735024"
