Stat,TA-Paolo VI -CISI,,,,,,,
,,,,,
Parm,SO2,NOX,NO2,PM10 biorario,IPA TOT,PM10,PM2.5,CO
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ng/m3,ug/m3,ug/m3,mg/m3 293K
,,,,,,
,,,,
,,,,
,,,,
21/10/2014 7.00,"3,9","21,7","15,0",,"13,6","16,2","10,0","0,2"
21/10/2014 8.00,"5,5","24,8","15,8","17,1","17,2","16,2","10,0","0,2"
21/10/2014 9.00,,"28,9","20,2",,"14,3","16,2","10,0","0,3"
21/10/2014 10.00,,"43,2","28,8","13,7","17,8","16,2","10,0","0,4"
21/10/2014 11.00,"4,9","46,0","31,9",,"12,9","16,2","10,0","0,4"
21/10/2014 12.00,"3,0","31,0","21,1","16,6","11,5","16,2","10,0","0,2"
21/10/2014 13.00,"0,9","17,3","12,8",,"7,9","16,2","10,0","0,2"
21/10/2014 14.00,"4,0","10,9","7,8","10,5","6,8","16,2","10,0","0,2"
21/10/2014 15.00,"3,9","14,3","9,7",,"9,9","16,2","10,0","0,2"
21/10/2014 16.00,"2,5","11,8","8,8","6,1","8,8","16,2","10,0","0,2"
21/10/2014 17.00,"2,9","16,2","12,9",,"11,9","16,2","10,0","0,2"
21/10/2014 18.00,"0,7","43,0","38,5","5,6","26,3","16,2","10,0","0,3"
21/10/2014 19.00,"1,9","36,1","33,8",,"19,0","16,2","10,0","0,3"
21/10/2014 20.00,"3,1","40,4","37,3","21,5","24,7","16,2","10,0","0,3"
21/10/2014 21.00,"3,1","30,4","27,1",,"22,8","16,2","10,0","0,3"
21/10/2014 22.00,"1,8","8,9","8,0","20,8","4,3","16,2","10,0","0,2"
21/10/2014 23.00,"2,8","7,5","6,6",,"3,3","16,2","10,0","0,2"
22/10/2014 0.00,"3,9","6,0","5,0","15,4","2,8","16,2","10,0","0,1"
22/10/2014 1.00,"3,2","5,6","4,7",,"2,4","13,2","8,1","0,2"
22/10/2014 2.00,"3,0","4,9","4,0","14,9","1,9","13,2","8,1","0,1"
22/10/2014 3.00,"2,6","7,7","6,8",,"5,3","13,2","8,1","0,1"
22/10/2014 4.00,"3,8","9,4","8,3","3,9","4,1","13,2","8,1","0,2"
22/10/2014 5.00,"2,9","12,2","10,9",,"5,3","13,2","8,1","0,2"
22/10/2014 6.00,"2,7","16,8","15,3","10,7","10,1","13,2","8,1","0,1"
22/10/2014 7.00,"2,9","13,9","11,5",,"8,9","13,2","8,1","0,1"
22/10/2014 8.00,"2,4","17,7","13,0","14,9","14,6","13,2","8,1","0,1"
22/10/2014 9.00,"3,2","14,0","9,2",,"10,0","13,2","8,1","0,1"
22/10/2014 10.00,"0,9","10,3","7,0","33,5","7,3","13,2","8,1","0,1"
22/10/2014 11.00,"1,1","11,8","8,8",,"7,3","13,2","8,1","0,1"
22/10/2014 12.00,"1,9","11,3","7,9","31,3","6,9","13,2","8,1","0,1"
22/10/2014 13.00,"3,0","10,6","7,0",,"6,9","13,2","8,1","0,1"
22/10/2014 14.00,"4,0","18,8","14,5","18,3","9,0","13,2","8,1","0,2"
22/10/2014 15.00,"2,8","5,2","4,0",,"1,9","13,2","8,1","0,1"
22/10/2014 16.00,"2,7","3,7","2,8","14,4","1,7","13,2","8,1","0,1"
22/10/2014 17.00,"2,6","3,9","3,0",,"1,7","13,2","8,1","0,1"
22/10/2014 18.00,"2,8","2,9","2,0","17,1","1,5","13,2","8,1","0,1"
22/10/2014 19.00,"1,5","4,7","3,8",,"1,7","13,2","8,1","0,1"
22/10/2014 20.00,"2,3","4,7","3,7","10,0","1,7","13,2","8,1","0,1"
22/10/2014 21.00,"1,7","5,7","4,7",,"1,9","13,2","8,1","0,1"
22/10/2014 22.00,"2,5","7,4","6,3","9,5","1,6","13,2","8,1","0,2"
22/10/2014 23.00,"3,7","7,0","5,9",,"1,5","13,2","8,1","0,2"
23/10/2014 0.00,"2,4","5,7","4,7","11,5","1,6","13,2","8,1","0,1"
23/10/2014 1.00,,"5,3","4,2",,"1,4","6,5","4,1","0,1"
23/10/2014 2.00,"5,5","7,4","6,5","10,3","1,5","6,5","4,1","0,2"
23/10/2014 3.00,"3,0","5,0","4,1",,"1,3","6,5","4,1",
23/10/2014 4.00,"2,4","5,3","4,4","6,3","1,3","6,5","4,1","0,3"
23/10/2014 5.00,"2,4","4,6","3,6",,"1,5","6,5","4,1","0,1"
23/10/2014 6.00,"2,6","8,3","7,4","9,5","1,7","6,5","4,1","0,1"
23/10/2014 7.00,"1,0","8,5","7,5",,"2,1","6,5","4,1","0,1"
23/10/2014 8.00,"4,3","13,9","11,1","7,6","4,7","6,5","4,1","0,1"
23/10/2014 9.00,"5,9","7,8","5,3",,"3,2","6,5","4,1","0,1"
23/10/2014 10.00,"2,9","5,9","3,6","4,9","2,6","6,5","4,1","0,1"
23/10/2014 11.00,"3,7","5,0","3,2",,"2,1","6,5","4,1","0,1"
23/10/2014 12.00,"4,4","4,8","2,8","6,1","1,9","6,5","4,1","0,1"
23/10/2014 13.00,"4,6","4,5","3,3",,"1,7","6,5","4,1","0,1"
23/10/2014 14.00,"4,8","3,9","2,8","7,8","1,6","6,5","4,1","0,1"
23/10/2014 15.00,"3,3","4,4","2,7",,"1,6","6,5","4,1","0,1"
23/10/2014 16.00,"4,4","4,7","3,3","4,4","1,8","6,5","4,1","0,1"
23/10/2014 17.00,"3,0","6,1","4,9",,"2,1","6,5","4,1","0,1"
23/10/2014 18.00,"2,6","5,3","4,1","6,6","2,1","6,5","4,1","0,1"
23/10/2014 19.00,"3,2","9,7","7,9",,"4,4","6,5","4,1","0,2"
23/10/2014 20.00,"1,0","5,2","4,0","3,9","1,8","6,5","4,1","0,1"
23/10/2014 21.00,"2,7","5,1","4,1",,"1,4","6,5","4,1","0,1"
23/10/2014 22.00,"3,9","4,6","3,8","3,2","1,4","6,5","4,1","0,1"
23/10/2014 23.00,"2,5","5,4","4,5",,"1,5","6,5","4,1","0,1"
24/10/2014 0.00,"0,9","7,9","7,0","4,9","1,5","6,5","4,1","0,1"
24/10/2014 1.00,"2,9","4,5","3,6",,"1,4","4,6","3,7","0,1"
24/10/2014 2.00,"3,0","3,6","2,6","4,4","1,4","4,6","3,7","0,1"
24/10/2014 3.00,"4,2","4,2","3,3",,"1,5","4,6","3,7","0,1"
24/10/2014 4.00,"1,7","2,8","1,9","4,9","1,2","4,6","3,7","0,1"
24/10/2014 5.00,"2,2","2,8","1,8",,"1,4","4,6","3,7","0,1"
24/10/2014 6.00,"1,3","2,8","1,9","3,2","1,5","4,6","3,7","0,1"
24/10/2014 7.00,"3,2","2,9","2,0",,"1,5","4,6","3,7","0,1"
24/10/2014 8.00,"3,9","8,3","6,7","7,8","4,2","4,6","3,7","0,2"
24/10/2014 9.00,"3,0","11,3","8,5",,"4,7","4,6","3,7","0,2"
24/10/2014 10.00,"3,5","6,3","4,1","3,9","2,6","4,6","3,7","0,2"
24/10/2014 11.00,"0,9","4,9","3,4",,"1,9","4,6","3,7","0,1"
24/10/2014 12.00,"2,2","3,1","2,1","3,7","1,5","4,6","3,7","0,1"
24/10/2014 13.00,"3,9","3,5","2,1",,"1,7","4,6","3,7","0,2"
24/10/2014 14.00,"5,7","2,7","1,6","3,2","1,5","4,6","3,7","0,2"
24/10/2014 15.00,"3,4","2,9","1,8",,"1,6","4,6","3,7","0,2"
24/10/2014 16.00,"3,7","2,9","1,9","2,4","1,4","4,6","3,7","0,2"
24/10/2014 17.00,"1,6","2,9","1,8",,"1,6","4,6","3,7","0,2"
24/10/2014 18.00,"2,3","3,7","2,6","6,8","1,7","4,6","3,7","0,2"
24/10/2014 19.00,"2,2","4,2","3,2",,"1,5","4,6","3,7","0,2"
24/10/2014 20.00,"3,2","8,9","7,9","4,9","3,7","4,6","3,7","0,2"
24/10/2014 21.00,"2,1","10,4","9,5",,"2,3","4,6","3,7","0,2"
24/10/2014 22.00,"1,8","7,5","6,6","7,1","1,8","4,6","3,7","0,3"
24/10/2014 23.00,"0,6","5,5","4,5",,"1,4","4,6","3,7","0,3"
25/10/2014 0.00,"1,3","4,8","3,8","9,5","1,4","4,6","3,7","0,3"
25/10/2014 1.00,,"5,0","4,0",,"1,3","8,5","5,4","0,3"
25/10/2014 2.00,"2,8","4,0","3,1","8,8","1,4","8,5","5,4","0,2"
25/10/2014 3.00,"0,5","4,2","3,3",,"1,4","8,5","5,4",
25/10/2014 4.00,"3,2","8,5","7,6","11,2","1,5","8,5","5,4","0,3"
25/10/2014 5.00,"3,3","10,4","9,5",,"1,6","8,5","5,4","0,2"
25/10/2014 6.00,"3,2","9,2","8,1","6,6","1,7","8,5","5,4","0,2"
25/10/2014 7.00,"2,5","8,6","7,4",,"3,3","8,5","5,4","0,2"
25/10/2014 8.00,"2,7","14,0","9,9","7,3","5,8","8,5","5,4","0,3"
25/10/2014 9.00,"2,6","7,5","5,1",,"2,6","8,5","5,4","0,2"
25/10/2014 10.00,"2,0","8,7","6,0","9,0","2,7","8,5","5,4","0,2"
25/10/2014 11.00,"1,7","6,4","4,1",,"2,2","8,5","5,4","0,2"
25/10/2014 12.00,"3,5","6,5","4,2","5,1","2,4","8,5","5,4","0,2"
25/10/2014 13.00,"5,7","3,2","2,2",,"1,6","8,5","5,4","0,2"
25/10/2014 14.00,"4,4","2,8","1,8","5,1","1,5","8,5","5,4","0,2"
25/10/2014 15.00,"3,3","2,8","1,8",,"1,6","8,5","5,4","0,2"
25/10/2014 16.00,"2,8","3,0","1,9","5,9","2,1","8,5","5,4","0,2"
25/10/2014 17.00,"3,4","3,1","2,0",,"1,7","8,5","5,4","0,2"
25/10/2014 18.00,"2,6","3,3","2,3","8,8","1,6","8,5","5,4","0,2"
25/10/2014 19.00,"0,5","4,1","3,0",,"1,6","8,5","5,4","0,2"
25/10/2014 20.00,"1,7","7,4","6,3","11,5","2,2","8,5","5,4","0,2"
25/10/2014 21.00,"1,7","13,6","12,3",,"2,6","8,5","5,4","0,2"
25/10/2014 22.00,"1,2","6,9","5,8","13,4","1,8","8,5","5,4","0,2"
25/10/2014 23.00,"0,7","5,2","4,2",,"1,6","8,5","5,4","0,2"
26/10/2014 0.00,"0,6","5,1","4,1","8,8","1,6","8,5","5,4","0,2"
26/10/2014 1.00,"0,4","5,2","4,3",,"1,6","7,7","4,7","0,2"
26/10/2014 2.00,"2,5","5,1","4,2","15,4","1,8","7,7","4,7","0,2"
26/10/2014 3.00,"2,8","3,8","2,9",,"1,9","7,7","4,7","0,2"
26/10/2014 4.00,"0,7","3,3","2,4","13,9","1,6","7,7","4,7","0,2"
26/10/2014 5.00,"0,9","3,7","2,7",,"1,6","7,7","4,7","0,2"
26/10/2014 6.00,"0,1","2,9","1,9","9,0","1,5","7,7","4,7","0,2"
26/10/2014 7.00,"1,7","3,2","2,2",,"1,6","7,7","4,7","0,2"
26/10/2014 8.00,"1,1","4,3","3,2","12,9","2,1","7,7","4,7","0,2"
26/10/2014 9.00,"0,2","5,3","3,3",,"2,1","7,7","4,7","0,2"
26/10/2014 10.00,"2,8","4,4","3,4","7,6","1,6","7,7","4,7","0,2"
26/10/2014 11.00,"2,8","4,5","2,9",,"2,2","7,7","4,7","0,2"
26/10/2014 12.00,"1,7","4,2","2,7","5,1","1,9","7,7","4,7","0,2"
26/10/2014 13.00,"3,2","3,1","2,2",,"1,5","7,7","4,7","0,2"
26/10/2014 14.00,"2,5","2,8","1,9","7,8","1,5","7,7","4,7","0,2"
26/10/2014 15.00,"1,7","2,8","1,9",,"1,5","7,7","4,7","0,2"
26/10/2014 16.00,"3,5","2,8","1,9","1,0","1,4","7,7","4,7","0,2"
26/10/2014 17.00,"3,7","2,9","1,9",,"1,5","7,7","4,7","0,2"
26/10/2014 18.00,"2,8","3,4","2,3","7,6","1,5","7,7","4,7","0,2"
26/10/2014 19.00,"1,8","4,2","3,1",,"4,4","7,7","4,7","0,2"
26/10/2014 20.00,"0,3","4,3","3,2","11,0","2,0","7,7","4,7","0,2"
26/10/2014 21.00,"0,4","4,6","3,6",,"1,9","7,7","4,7","0,2"
26/10/2014 22.00,"0,5","3,6","2,5","11,7","1,6","7,7","4,7","0,2"
26/10/2014 23.00,"0,9","3,2","2,1",,"1,7","7,7","4,7","0,2"
27/10/2014 0.00,"0,6","5,4","4,4","7,8","2,5","7,7","4,7","0,2"
27/10/2014 1.00,,"4,8","4,0",,"1,9","8,1","5,6","0,2"
27/10/2014 2.00,"2,0","3,7","2,7","8,8","1,4","8,1","5,6","0,2"
27/10/2014 3.00,"0,5","3,7","2,8",,"1,4","8,1","5,6",
27/10/2014 4.00,"0,5","4,3","3,3","4,9","1,4","8,1","5,6","0,2"
27/10/2014 5.00,"1,1","4,5","3,7",,"1,4","8,1","5,6","0,2"
27/10/2014 6.00,"2,6","3,8","2,8","8,1","1,4","8,1","5,6","0,2"
27/10/2014 7.00,"2,6","4,0","3,0",,"1,8","8,1","5,6","0,2"
27/10/2014 8.00,"2,8","5,8","3,8","7,3","2,6","8,1","5,6","0,2"
27/10/2014 9.00,"1,5","6,0","3,7",,"2,5","8,1","5,6","0,2"
27/10/2014 10.00,"2,4","32,4","4,2",,"2,8","8,1","5,6","0,2"
27/10/2014 11.00,"2,1",,,,"3,0","8,1","5,6","0,2"
27/10/2014 12.00,"1,6","5,9","4,5",,"1,8","8,1","5,6","0,2"
27/10/2014 13.00,"1,6","5,9","4,2",,"2,7","8,1","5,6","0,2"
27/10/2014 14.00,"0,3","5,3","3,9","3,7","2,5","8,1","5,6","0,2"
27/10/2014 15.00,"1,6","6,5","4,6",,"2,6","8,1","5,6","0,2"
27/10/2014 16.00,"1,6","9,4","6,6","2,7","6,0","8,1","5,6","0,2"
27/10/2014 17.00,"1,7","8,3","6,7",,"2,9","8,1","5,6","0,2"
27/10/2014 18.00,"3,1","8,6","7,8","4,9","6,8","8,1","5,6","0,2"
27/10/2014 19.00,"0,6","6,8","6,1",,"2,1","8,1","5,6","0,2"
27/10/2014 20.00,"0,3","6,8","5,9","9,0","2,0","8,1","5,6","0,2"
27/10/2014 21.00,"0,2","10,4","9,2",,"4,9","8,1","5,6","0,2"
27/10/2014 22.00,"0,8","19,1","15,6","10,5","5,9","8,1","5,6","0,3"
27/10/2014 23.00,"0,9","7,8","6,9",,"3,4","8,1","5,6","0,2"
28/10/2014 0.00,"0,1","5,1","4,6","8,3","1,7","8,1","5,6","0,2"
28/10/2014 1.00,"1,6","5,2","4,3",,"2,0","11,2","8,5","0,2"
28/10/2014 2.00,"0,7","6,2","5,3","11,7","1,7","11,2","8,5","0,2"
28/10/2014 3.00,"0,7","4,3","3,4",,"1,5","11,2","8,5","0,2"
28/10/2014 4.00,"1,0","7,7","7,3","10,7","1,7","11,2","8,5","0,2"
28/10/2014 5.00,"0,8","12,0","10,6",,"2,3","11,2","8,5","0,2"
28/10/2014 6.00,"2,9","7,2","6,4","6,8","1,5","11,2","8,5","0,2"
28/10/2014 7.00,,"5,4","4,7",,"1,4","11,2","8,5","0,2"
28/10/2014 8.00,"0,3","5,9","5,1","12,2","1,9","11,2","8,5","0,2"
28/10/2014 9.00,"2,6","14,6","10,1",,"5,3","11,2","8,5","0,2"
28/10/2014 10.00,"4,5","13,9","9,1","7,8","6,4","11,2","8,5","0,2"
28/10/2014 11.00,"3,5","9,2","6,0",,"4,5","11,2","8,5","0,2"
28/10/2014 12.00,"2,0","9,5","6,4","6,3","4,1","11,2","8,5","0,2"
28/10/2014 13.00,"2,2","10,4","7,3",,"4,9","11,2","8,5","0,2"
28/10/2014 14.00,"2,2","7,9","6,0","7,3","3,4","11,2","8,5","0,2"
28/10/2014 15.00,"2,0","13,3","12,0",,"3,3","11,2","8,5","0,2"
28/10/2014 16.00,"2,6","15,3","13,4","11,2","4,3","11,2","8,5","0,2"
28/10/2014 17.00,"1,1","17,1","15,0",,"7,6","11,2","8,5","0,2"
28/10/2014 18.00,"1,3","11,5","10,6","15,9","3,3","11,2","8,5","0,2"
28/10/2014 19.00,"0,1","20,5","18,8",,"6,9","11,2","8,5","0,2"
28/10/2014 20.00,"1,5","32,2","29,3","12,9","12,4","11,2","8,5","0,3"
28/10/2014 21.00,"1,6","31,1","27,2",,"13,6","11,2","8,5","0,3"
28/10/2014 22.00,"1,6","42,9","36,6","17,1","17,3","11,2","8,5","0,4"
28/10/2014 23.00,"0,9","9,4","8,5",,"4,4","11,2","8,5","0,2"
29/10/2014 0.00,"3,6","11,6","10,8","18,6","1,9","11,2","8,5","0,2"
29/10/2014 1.00,,"6,8","6,1",,"1,8","10,8","9,4","0,2"
29/10/2014 2.00,"1,2",,,"14,7","1,7","10,8","9,4","0,2"
29/10/2014 3.00,"1,8","4,2","3,7",,"1,6","10,8","9,4",
29/10/2014 4.00,"1,4","3,3","2,6","9,5","1,4","10,8","9,4","0,2"
29/10/2014 5.00,"0,9","3,4","2,8",,"1,7","10,8","9,4","0,2"
29/10/2014 6.00,"0,7","7,0","6,1","9,0","2,9","10,8","9,4","0,2"
29/10/2014 7.00,"1,4","44,2","22,2",,"10,2","10,8","9,4","0,2"
29/10/2014 8.00,"2,8","66,3","42,5","10,0","19,3","10,8","9,4","0,3"
29/10/2014 9.00,"2,8","27,0","17,8",,"10,0","10,8","9,4","0,2"
29/10/2014 10.00,"3,3","17,2","11,5","5,9","2,1","10,8","9,4","0,3"
29/10/2014 11.00,"5,1","19,0","13,0",,"6,4","10,8","9,4","0,3"
29/10/2014 12.00,"11,3","52,7","34,5","5,4","6,2","10,8","9,4","0,6"
29/10/2014 13.00,"17,2","63,9","43,3",,"7,4","10,8","9,4","0,6"
29/10/2014 14.00,"14,5","44,5","34,6","14,2","6,6","10,8","9,4","0,4"
29/10/2014 15.00,"12,8","39,1","31,4",,"8,6","10,8","9,4","0,4"
29/10/2014 16.00,"12,8","37,7","30,6","12,2","9,2","10,8","9,4","0,4"
29/10/2014 17.00,"5,6","14,7","13,3",,"4,2","10,8","9,4","0,2"
29/10/2014 18.00,"3,4","28,3","25,9","19,0","10,3","10,8","9,4","0,3"
29/10/2014 19.00,"3,2","26,5","23,3",,"7,0","10,8","9,4","0,3"
29/10/2014 20.00,"1,2","7,8","6,8","16,4","1,9","10,8","9,4","0,2"
29/10/2014 21.00,"1,1","5,9","5,0",,"2,2","10,8","9,4","0,2"
29/10/2014 22.00,"1,0","8,1","7,1","11,7","2,6","10,8","9,4","0,2"
29/10/2014 23.00,"0,9","5,5","4,6",,"2,2","10,8","9,4","0,2"
30/10/2014 0.00,"1,0","4,6","3,7","13,7","1,6","10,8","9,4","0,2"
30/10/2014 1.00,"2,0","4,0","3,2",,"2,0","10,0","8,0","0,2"
30/10/2014 2.00,"1,0","4,4","3,7","14,4","1,7","10,0","8,0","0,2"
30/10/2014 3.00,"3,6","4,1","3,2",,"1,6","10,0","8,0","0,2"
30/10/2014 4.00,"1,6","5,0","4,2","12,2","1,5","10,0","8,0","0,2"
30/10/2014 5.00,"1,9","6,3","5,4",,"2,0","10,0","8,0","0,2"
30/10/2014 6.00,"0,8","6,0","5,1","7,1","3,7","10,0","8,0","0,2"
30/10/2014 7.00,"0,7","41,1","33,1",,"11,4","10,0","8,0","0,2"
30/10/2014 8.00,"2,9","87,5","40,3","13,9","45,9","10,0","8,0","0,4"
30/10/2014 9.00,"3,0","103,5","53,3",,"35,4","10,0","8,0","0,4"
30/10/2014 10.00,"0,4","37,9","29,7","16,8","12,2","10,0","8,0","0,2"
30/10/2014 11.00,"3,0","10,7","7,4",,"2,5","10,0","8,0","0,2"
30/10/2014 12.00,"2,9","6,3","4,8","9,5","2,3","10,0","8,0","0,2"
30/10/2014 13.00,"1,7","4,5","3,2",,"2,0","10,0","8,0","0,2"
30/10/2014 14.00,"1,5","4,7","3,6","8,8","1,8","10,0","8,0","0,2"
30/10/2014 15.00,"2,5","4,6","3,7",,"1,6","10,0","8,0","0,2"
30/10/2014 16.00,"0,7","5,4","4,4","12,9","2,1","10,0","8,0","0,2"
30/10/2014 17.00,"1,7","6,1","4,9",,"2,4","10,0","8,0","0,2"
30/10/2014 18.00,"0,7","8,0","7,1","11,5","2,9","10,0","8,0","0,2"
30/10/2014 19.00,"1,1","11,4","10,0",,"3,4","10,0","8,0","0,2"
30/10/2014 20.00,"2,4","9,8","8,4","6,8","2,3","10,0","8,0","0,2"
30/10/2014 21.00,"1,1","6,6","5,8",,"1,7","10,0","8,0","0,2"
30/10/2014 22.00,"2,3","19,8","17,1","9,5","6,8","10,0","8,0","0,2"
30/10/2014 23.00,"0,7","13,1","12,2",,"1,8","10,0","8,0","0,2"
31/10/2014 0.00,"0,7","6,7","5,7","8,8","1,7","10,0","8,0","0,2"
31/10/2014 1.00,,"4,8","4,0",,"1,4","14,5","12,9","0,2"
31/10/2014 2.00,"1,0",,,"5,4","1,3","14,5","12,9","0,2"
31/10/2014 3.00,"1,3","4,5","3,5",,"1,4","14,5","12,9",
31/10/2014 4.00,"2,9","4,3","3,4","11,7","1,4","14,5","12,9","0,2"
31/10/2014 5.00,"2,9","3,5","2,8",,"1,3","14,5","12,9","0,2"
31/10/2014 6.00,"2,7","3,1","2,3","8,5","1,3","14,5","12,9","0,2"
31/10/2014 7.00,"2,6","8,3","7,3",,"1,5","14,5","12,9","0,2"
31/10/2014 8.00,"1,2","6,4","4,9","9,8","2,1","14,5","12,9","0,2"
31/10/2014 9.00,"1,7","9,2","7,2",,"2,7","14,5","12,9","0,2"
31/10/2014 10.00,"2,4","7,3","5,4","9,5","2,4","14,5","12,9","0,2"
31/10/2014 11.00,"5,3","6,5","5,1",,"2,0","14,5","12,9","0,2"
31/10/2014 12.00,"1,9","6,7","5,4","11,2","1,8","14,5","12,9","0,3"
31/10/2014 13.00,"3,1","5,9","4,7",,"1,8","14,5","12,9","0,3"
31/10/2014 14.00,"3,8","5,4","4,1","15,4","1,8","14,5","12,9","0,3"
31/10/2014 15.00,"3,7","6,2","5,3",,"1,9","14,5","12,9","0,3"
31/10/2014 16.00,"3,8","5,3","4,3","17,1","2,1","14,5","12,9","0,2"
31/10/2014 17.00,"2,3","5,3","4,0",,"2,1","14,5","12,9","0,2"
31/10/2014 18.00,"4,9","5,9","5,0","21,0","2,0","14,5","12,9","0,2"
31/10/2014 19.00,"4,7","9,5","8,6",,"3,2","14,5","12,9","0,3"
31/10/2014 20.00,"1,1","11,5","10,8","24,4","3,9","14,5","12,9","0,3"
31/10/2014 21.00,"0,5","6,5","5,6",,"2,2","14,5","12,9","0,2"
31/10/2014 22.00,"2,1","5,8","4,9","22,5","1,6","14,5","12,9","0,2"
31/10/2014 23.00,"2,4","7,0","6,1",,"1,7","14,5","12,9","0,2"
01/11/2014 0.00,"2,7","8,9","8,0","14,2","1,6","14,5","12,9","0,3"
01/11/2014 1.00,"0,6","9,0","8,1",,"1,6","15,1","12,9","0,2"
01/11/2014 2.00,"2,9","6,7","5,9","18,1","1,7","15,1","12,9","0,2"
01/11/2014 3.00,"1,8","5,5","4,6",,"1,5","15,1","12,9","0,2"
01/11/2014 4.00,"1,2","3,6","3,0","18,1","1,4","15,1","12,9","0,2"
01/11/2014 5.00,"0,7","3,7","2,9",,"1,4","15,1","12,9","0,2"
01/11/2014 6.00,"0,3","5,2","4,6","13,4","1,8","15,1","12,9","0,2"
01/11/2014 7.00,"0,3","15,4","14,3",,"2,8","15,1","12,9","0,3"
01/11/2014 8.00,"1,5","12,1","9,8","27,4","3,2","15,1","12,9","0,3"
01/11/2014 9.00,"2,2","15,0","11,3",,"3,6","15,1","12,9","0,2"
01/11/2014 10.00,"2,1","6,7","5,1","14,9","2,0","15,1","12,9","0,2"
01/11/2014 11.00,"0,9","5,4","4,0",,"1,7","15,1","12,9","0,2"
01/11/2014 12.00,"3,1","5,1","3,9","8,5","1,6","15,1","12,9","0,2"
01/11/2014 13.00,"3,4","4,1","3,0",,"1,4","15,1","12,9","0,2"
01/11/2014 14.00,"3,2","3,8","2,7","12,2","1,5","15,1","12,9","0,2"
01/11/2014 15.00,"2,8","3,7","2,8",,"1,3","15,1","12,9","0,2"
01/11/2014 16.00,"3,3","3,7","2,8","10,3","1,6","15,1","12,9","0,2"
01/11/2014 17.00,"3,2","3,4","2,8",,"1,6","15,1","12,9","0,2"
01/11/2014 18.00,"1,7","4,2","3,3","13,9","1,5","15,1","12,9","0,2"
01/11/2014 19.00,"1,3","5,1","4,3",,"1,7","15,1","12,9","0,2"
01/11/2014 20.00,"1,3","4,5","3,6","18,6","1,7","15,1","12,9","0,2"
01/11/2014 21.00,"2,1","4,3","3,4",,"1,6","15,1","12,9","0,2"
01/11/2014 22.00,"0,7","6,9","6,1","15,1","1,5","15,1","12,9","0,2"
01/11/2014 23.00,"0,1","8,1","7,1",,"2,2","15,1","12,9","0,2"
02/11/2014 0.00,"1,5","13,5","12,5","19,0","1,6","15,1","12,9","0,4"
02/11/2014 1.00,,"12,3","11,3",,"1,6","25,6","20,0","0,3"
02/11/2014 2.00,"2,0",,,"17,3","1,6","25,6","20,0","0,2"
02/11/2014 3.00,"3,5","5,0","4,2",,"1,8","25,6","20,0",
02/11/2014 4.00,"2,3","5,0","4,4","25,4","1,7","25,6","20,0","0,2"
02/11/2014 5.00,"0,3","5,8","5,3",,"1,6","25,6","20,0","0,2"
02/11/2014 6.00,"0,7","8,6","7,6","27,1","1,6","25,6","20,0","0,2"
02/11/2014 7.00,"0,8","6,5","5,5",,"2,2","25,6","20,0","0,2"
02/11/2014 8.00,"2,5","5,6","4,5","29,1","2,2","25,6","20,0","0,2"
02/11/2014 9.00,"1,5","10,5","8,4",,"2,3","25,6","20,0","0,3"
02/11/2014 10.00,"1,6","14,6","11,6","24,2","3,1","25,6","20,0","0,3"
02/11/2014 11.00,"2,3","16,2","11,8",,"3,7","25,6","20,0","0,3"
02/11/2014 12.00,"3,8","16,9","12,7","15,1","3,5","25,6","20,0","0,3"
02/11/2014 13.00,"3,3","11,9","9,5",,"2,9","25,6","20,0","0,3"
02/11/2014 14.00,"5,1","10,5","8,7","9,0","2,7","25,6","20,0","0,3"
02/11/2014 15.00,"5,0","12,0","10,3",,"2,7","25,6","20,0","0,3"
02/11/2014 16.00,"3,3","13,0","11,6","8,5","2,8","25,6","20,0","0,3"
02/11/2014 17.00,"2,4","15,3","14,3",,"5,3","25,6","20,0","0,2"
02/11/2014 18.00,"0,9","21,3","20,4","21,0","9,7","25,6","20,0","0,3"
02/11/2014 19.00,"1,2","38,7","37,3",,"20,1","25,6","20,0","0,3"
02/11/2014 20.00,"2,2","52,7","50,4","35,7","23,7","25,6","20,0","0,4"
02/11/2014 21.00,"0,7","35,1","32,8",,"14,0","25,6","20,0","0,3"
02/11/2014 22.00,"0,7","22,6","21,3","41,0","8,3","25,6","20,0","0,3"
02/11/2014 23.00,"0,6","30,1","28,9",,"8,6","25,6","20,0","0,3"
03/11/2014 0.00,"3,0","24,8","23,4","33,9","5,1","25,6","20,0","0,4"
03/11/2014 1.00,"2,6","23,9","23,0",,"3,9","20,3","16,7","0,5"
03/11/2014 2.00,"3,1","17,9","17,0","35,7","2,8","20,3","16,7","0,5"
03/11/2014 3.00,"3,7","9,1","8,2",,"1,9","20,3","16,7","0,3"
03/11/2014 4.00,"3,6","7,6","6,7","31,0","2,5","20,3","16,7","0,3"
03/11/2014 5.00,"1,7","6,2","5,5",,"2,4","20,3","16,7","0,2"
03/11/2014 6.00,"2,8","10,3","9,2","20,0","4,3","20,3","16,7","0,2"
03/11/2014 7.00,"3,0","33,7","28,4",,"10,9","20,3","16,7","0,2"
03/11/2014 8.00,"1,0","62,6","43,3","23,9","24,4","20,3","16,7","0,3"
03/11/2014 9.00,"2,4","102,3","54,4",,"48,7","20,3","16,7","0,4"
03/11/2014 10.00,"4,9","66,4","43,4","19,8","20,5","20,3","16,7","0,4"
