"NetC","Provincia di Lecce","","","","","","","","","","","","",""
"Stat","Campi Salentina","","","","","","","","","","","","",""
,NO2,NOX,CO,O3,PM10,BENZENE,PM2.5
,,,
,,,,
,,,
,,,,
,,,,
01/01/2012 1.00,"10,18342481","11,35663374","0,82711622",,"30,96459","1,98899775","20,95237"
01/01/2012 2.00,"12,82216262","13,75441558","1,01055828",,"30,96459","1,78559775","20,95237"
01/01/2012 3.00,"18,4030153","20,92423968","0,43808893",,"30,96459","1,83807495","20,95237"
01/01/2012 4.00,"10,41542498","11,3793311","0,26518196",,"30,96459","1,39110345","20,95237"
01/01/2012 5.00,"10,88914783","12,28964577","0,35366255",,"30,96459","1,3409145","20,95237"
01/01/2012 6.00,"9,0112885","10,16017489","0,36356505",,"30,96459","1,3906458","20,95237"
01/01/2012 7.00,"8,14414679","9,4525131","0,34239467",,"30,96459","1,2690126","20,95237"
01/01/2012 8.00,"11,61514188","12,49635018","0,3124064",,"30,96459","1,27821645","20,95237"
01/01/2012 9.00,"8,48484034","9,94779566","0,32575031",,"30,96459","1,3979682","20,95237"
01/01/2012 10.00,"7,41896152","9,07477073","0,33080991",,"30,96459","1,37411955","20,95237"
01/01/2012 11.00,"9,04535843","10,90674588","0,39102177",,"30,96459","1,7010342","20,95237"
01/01/2012 12.00,"8,20579732","10,10667522","0,38252309",,"30,96459","2,1131226","20,95237"
01/01/2012 13.00,"6,09513287","6,88126123","0,37321125",,"30,96459","1,5042447","20,95237"
01/01/2012 14.00,"6,09107561","8,10690294","0,36496887",,"30,96459","1,6065549","20,95237"
01/01/2012 15.00,"5,640878","6,35031222","0,33425015",,"30,96459","1,4975325","20,95237"
01/01/2012 16.00,"5,61005274","6,55782731","0,35227853",,"30,96459","1,4109858","20,95237"
01/01/2012 17.00,"6,95497266","8,02016698","0,41342006",,"30,96459","1,51517745","20,95237"
01/01/2012 18.00,"21,66957552","23,37146584","0,65106491",,"30,96459","1,92706245","20,95237"
01/01/2012 19.00,"30,83904952","34,23848992","0,83478541",,"30,96459","5,0798133","20,95237"
01/01/2012 20.00,"30,62328032","37,43797336","0,83415282",,"30,96459","5,4841725","20,95237"
01/01/2012 21.00,"40,38652592","59,08449016","0,94008743",,"30,96459","4,53261645","20,95237"
01/01/2012 22.00,"36,30146144","93,91392192","1,14104411",,"30,96459","5,51066535","20,95237"
01/01/2012 23.00,"31,21219544","82,68780512","0,85682605",,"30,96459","5,6817756","20,95237"
02/01/2012 0.00,"30,33126056","66,95793408","0,99371704",,"30,96459","5,00511465","20,95237"
02/01/2012 1.00,"25,05784984","52,7787524","1,12058554",,"52,69841","5,45361165","38,63248"
02/01/2012 2.00,,,"0,831464",,"52,69841","5,1585291","38,63248"
02/01/2012 3.00,"19,54270496","24,87515824",,,"52,69841","3,0677805","38,63248"
02/01/2012 4.00,"14,27253508","17,17924161","1,21651747",,"52,69841","2,58607845","38,63248"
02/01/2012 5.00,"12,59259452","21,10096584","1,1945945",,"52,69841","3,06284805","38,63248"
02/01/2012 6.00,"11,22252989","16,97334598","1,15816262",,"52,69841","2,89178865","38,63248"
