"NetC","Comune Bari","","","","","","","","","","","","","",""
"Stat","Carbonara","","","","","","","","","","","","","",""
,SO2,NO2,NOX,CO,PM10,BENZENE
11/06/2012 16.00,"9,04989247","18,87041134","31,62023536","0,28739735","7,08180714",
11/06/2012 17.00,"9,11134673","24,62386408","37,81523008","0,43122475",,
11/06/2012 18.00,"9,30338786","26,31563992","39,55121136","0,40908975","15,38461018",
11/06/2012 19.00,"9,39918214","33,42474272","47,41283912","0,42026676",,
11/06/2012 20.00,"9,54196996","24,15662864","34,27965528","0,38118917","8,54700947",
11/06/2012 21.00,"9,47283531","19,29999568","26,27994288","0,26599397",,
11/06/2012 22.00,"9,13393837","11,28628744","17,10125878","0,23339377","29,30401993",
11/06/2012 23.00,"9,43894582","13,45113988","19,43515496","0,40634501",,
12/06/2012 0.00,"9,45430862","13,18313102","19,19586816","0,60676346","16,11721039",
12/06/2012 1.00,"9,32552795","10,68667659","16,33734212","0,32787644",,
12/06/2012 2.00,"9,2844086","10,4900446","18,81456182","0,42642612","10,01220989",
12/06/2012 3.00,"9,40279757",,,"0,35289481",,
12/06/2012 4.00,"9,66804033","37,93094432","43,67172432","0,42551858","8,30280876",
12/06/2012 5.00,"9,75073056","23,6556464","29,4341884","0,39210871",,
12/06/2012 6.00,"9,63369827","23,02294648","29,96140328",,"15,14041042",
12/06/2012 7.00,"9,55416989","25,49214152","34,21548856","0,3019715",,
12/06/2012 8.00,"9,27989007","23,26628672","32,59556568","0,26279371","12,69841003",
12/06/2012 9.00,"9,33501758","13,89761291","21,56932936","0,18131827",,
12/06/2012 10.00,"9,4014409","14,91903773","23,32607496","0,23502943","7,32600689",
12/06/2012 11.00,"9,00380203","16,45441388","25,34870328","0,19678015",,
12/06/2012 12.00,"9,15924336","15,66466419","23,89609952","0,2249184","5,61660624",
12/06/2012 13.00,"9,42539023","21,00993552","29,21759704","0,26848008",,
12/06/2012 14.00,"9,5957418","23,79776536","34,3516612","0,22114729","5,61660624",
12/06/2012 15.00,"9,60161599","27,58235904","39,98378224","0,30949623",,
12/06/2012 16.00,"9,52841538","30,12424832","43,39220904","0,24527794","3,17460299",
12/06/2012 17.00,"9,90978631","34,20476224","50,55217104","0,27019962",,
12/06/2012 18.00,"9,79365813","40,14381664","58,0811108","0,42029589","10,01220989",
12/06/2012 19.00,"9,91340073","19,16695872","27,5542144","0,19976139",,
12/06/2012 20.00,"9,71729262","20,12674448","27,75914256","0,2882478","6,59340715",
12/06/2012 21.00,"9,81444358","19,30712744","26,54062496","0,21747521",,
12/06/2012 22.00,"9,7425966","18,74711029","30,40236784","0,25728443","20,51280975",
12/06/2012 23.00,"9,46018383","14,1714572","23,52517152","0,19365912",,
13/06/2012 0.00,"9,94774279","7,27911593","13,5034522","0,12838533","19,04759979",
13/06/2012 1.00,"9,81489513","4,46727519","9,8193953","0,14720824",,
13/06/2012 2.00,"9,28847559","5,01108432","9,87062543","0,22839476","18,80340958",
13/06/2012 3.00,"9,58534907","4,13826588","9,50293254","0,2464243",,
13/06/2012 4.00,"9,58625319","3,5646047","9,61966205","0,13696905","24,17580986",
13/06/2012 5.00,"9,22747491","4,85663678","10,63065308","0,17853276",,
13/06/2012 6.00,"9,07339026","10,04877603","16,82500346","0,39450628","13,18680954",
13/06/2012 7.00,"9,13936101","10,3206739","17,68943778","0,20292087",,
13/06/2012 8.00,"9,31332802","13,34472178","23,65551256","0,22201638","7,08180714",
13/06/2012 9.00,"9,14388056","28,13655224","48,09829112","0,29646221",,
13/06/2012 10.00,"9,17641439","26,39804712","43,9687344","0,31202312","4,39560509",
13/06/2012 11.00,"9,17415563","14,52188856","25,12368","0,27160111",,
13/06/2012 12.00,"8,70512134","21,74907648","36,18104368","0,32940026","4,39560509",
13/06/2012 13.00,"8,6554175","21,6783516","37,14339152","0,29045897",,
13/06/2012 14.00,"8,86733996","13,24802812","23,45448488","0,21836294","5,86080599",
13/06/2012 15.00,"8,95680951","13,23050273","24,14058696","0,18574061",,
13/06/2012 16.00,"8,9635868","14,35964771","25,7851364","0,24342209","3,66300392",
13/06/2012 17.00,"8,99476599","16,50049499","31,6785896","0,2762215",,
13/06/2012 18.00,"9,00696592","20,81590576","38,1790072","0,2808617","3,41880298",
13/06/2012 19.00,"9,26814169","23,81464832","39,17185144","0,31790753",,
13/06/2012 20.00,"9,2943508","38,6999316","61,64777472","0,55268066","2,686203",
13/06/2012 21.00,"9,58489753","44,0731296","69,15661936","0,57057157",,
13/06/2012 22.00,"9,36122567","25,25788328","38,20820344","0,29350078","22,22220993",
13/06/2012 23.00,"9,2893797","35,95883104","43,35655024","0,45526802",,
14/06/2012 0.00,"9,31829911","33,77322384","42,16917912","0,50461626","26,37360954",
14/06/2012 1.00,"9,12761365","15,20716466","21,62315216","0,21405827",,
14/06/2012 2.00,"9,09281903","9,98388084","15,78029048","0,22703171","25,64101982",
14/06/2012 3.00,"8,880444",,,"0,2903215",,
14/06/2012 4.00,"8,78645693","37,27097928","43,65616064","0,31364247","13,67521",
14/06/2012 5.00,"8,99115055","24,9846776","31,31089288","0,3163476",,
14/06/2012 6.00,"9,03949975","25,62062792","33,43143472",,"7,57020807",
14/06/2012 7.00,"9,02458748","36,45396256","50,3251784","0,27670731",,
14/06/2012 8.00,"8,89942224","30,84847568","46,33892608","0,33310612","7,08180714",
14/06/2012 9.00,"8,87818524","27,0878776","41,6996684","0,31228291",,
14/06/2012 10.00,"8,95545385","23,24812272","35,96445232","0,27121084","6,59340715",
14/06/2012 11.00,"8,85965855","22,0514784","35,69271888","0,30676547",,
14/06/2012 12.00,"8,65767625","20,10012944","33,32705864","0,2539467","4,39560509",
14/06/2012 13.00,"8,88722231","23,24812272","38,12975408","0,30530223",,
14/06/2012 14.00,"8,75934574","17,52581646","28,7934772","0,24208234","4,39560509",
14/06/2012 15.00,"8,7132553","15,57316734","27,59117336","0,2770836",,
14/06/2012 16.00,"8,73313664","16,64520854","28,17936192","0,26290555","12,45421028",
14/06/2012 17.00,"8,83028759","19,78409496","33,23950816","0,30898014",,
14/06/2012 18.00,"8,80543517","20,88858088","33,830928","0,42944813","8,05860806",
14/06/2012 19.00,"8,94596423","22,00476824","35,08575448","0,33654637",,
14/06/2012 20.00,"9,05305636","30,98084344","47,79544944","0,42197349","7,57020807",
14/06/2012 21.00,"8,83119171","36,55325272","47,78181688","0,33164172",,
14/06/2012 22.00,"8,85197715","49,91226288","57,64014624","0,3392748","32,96702957",
14/06/2012 23.00,"9,03678843","53,41780016","61,71004856","0,41279678",,
15/06/2012 0.00,"8,99386187","28,54732632","34,98910288","0,37623442","26,12940979",
15/06/2012 1.00,"9,05621923","20,66730512","26,62429408","0,31572316",,
15/06/2012 2.00,"9,05350689","15,34863545","21,25157408","0,3349643","15,38461018",
15/06/2012 3.00,"9,13077652","12,07994526","18,34570692","0,23856171",,
15/06/2012 4.00,"8,99883297","11,33626138","17,39178144","0,29126282","10,7448101",
15/06/2012 5.00,"8,87140694","12,45956712","18,28474854","0,26262828",,
15/06/2012 6.00,"8,91388194","23,23904072","31,42503928","0,44052145","8,30280876",
15/06/2012 7.00,"9,12083432","32,2676768","44,30205336","0,37174568",,
15/06/2012 8.00,"8,77787243","36,44228024","53,145474","0,37178529","7,08180714",
15/06/2012 9.00,"8,70828421","24,08653472","38,09797664","0,39072819",,
15/06/2012 10.00,"8,63643926","20,99632208","33,56242584","0,29331904","3,41880298",
15/06/2012 11.00,"8,51805131","18,25326554","31,03076576","0,30534184",,
15/06/2012 12.00,"8,55736344","22,13585496","36,46314016","0,37558202","4,39560509",
15/06/2012 13.00,"8,65135051","22,31105152","35,87690184","0,34920293",,
15/06/2012 14.00,"8,59848278","18,4434063","28,90760448","0,26517963","4,1514039",
15/06/2012 15.00,"8,37119549","16,00859475","27,0665588","0,26897637",,
15/06/2012 16.00,"8,67123185","15,2052125","25,1061852","0,26715664","6,10500622",
15/06/2012 17.00,"8,66626177","21,17346888","34,40678416","0,3292092",,
15/06/2012 18.00,"8,95003121","30,16902736","45,14444232","0,47860763","4,88400507",
15/06/2012 19.00,"8,69834405","31,1352948","44,6392728","0,43986905",,
15/06/2012 20.00,"9,00967724","33,05289696","42,68796208","0,46041499","2,93040299",
15/06/2012 21.00,"9,14930219","42,9498296","50,89392192","0,36084943",,
15/06/2012 22.00,"9,26046029","28,53954448","35,17070464","0,29308138","16,36141014",
15/06/2012 23.00,"9,4014409","33,93998848","39,91112624","0,40979225",,
16/06/2012 0.00,"9,26859425","23,83476256","29,42055584","0,38159342","13,91940975",
16/06/2012 1.00,"9,13167961","20,28052664","25,9771012","0,35855555",,
16/06/2012 2.00,"9,23831918","16,20457666","21,87607152","0,30870403","13,91940975",
16/06/2012 3.00,"9,18906587",,,"0,44188567",,
16/06/2012 4.00,"9,22295638","38,49812","44,21840336","0,30587541","12,45421028",
16/06/2012 5.00,"9,18183704","21,96712096","27,54903288","0,31364596",,
16/06/2012 6.00,"9,10004888","21,76205896","28,0931116",,"15,14041042",
16/06/2012 7.00,"9,46560648","27,22479592","34,6032804","0,32287393",,
16/06/2012 8.00,"9,3327578","28,401326","38,75941392","0,33898471","10,01220989",
16/06/2012 9.00,"9,12444976","23,47069864","35,80749624","0,30680275",,
16/06/2012 10.00,"9,05079659","21,7120984","33,90939648","0,33452393","8,79120922",
16/06/2012 11.00,"8,91071907","18,86067544","28,8356368","0,28295054",,
16/06/2012 12.00,"8,87411826","19,79902768","30,39913656","0,23501312","6,10500622",
16/06/2012 13.00,"8,91207473","21,61798976","32,75573392","0,27714651",,
16/06/2012 14.00,"9,2215997","18,73932654","28,0807792","0,20417324","6,34920597",
16/06/2012 15.00,"9,15472483","18,44405829","28,08014824","0,20318532",,
16/06/2012 16.00,"9,30157963","20,08391568","29,6196524","0,18223746","6,59340715",
16/06/2012 17.00,"9,23470375","18,7938281","28,87842736","0,19718324",,
16/06/2012 18.00,"9,30745484","25,78806176","38,16866328","0,23906033","6,34920597",
16/06/2012 19.00,"9,38562655","21,57062952","30,92570136","0,25817332",,
16/06/2012 20.00,"9,81128071","24,49862808","34,87044416","0,31169925","6,59340715",
16/06/2012 21.00,"9,73536776","39,01791632","45,92973896","0,26399716",,
16/06/2012 22.00,"9,82664351","35,19957584","41,69643712","0,28938833","17,33819962",
16/06/2012 23.00,"9,83432491","35,24175456","41,88968296","0,32808614",,
17/06/2012 0.00,"9,75073056","29,60835248","36,06301592","0,2756856","19,78022003",
17/06/2012 1.00,"9,65719606","23,89250496","30,30250408","0,26686073",,
17/06/2012 2.00,"9,75841196","18,5083034","24,30788696","0,24705689","13,91940975",
17/06/2012 3.00,"9,83748778","16,74319471","22,33194968","0,23327611",,
17/06/2012 4.00,"9,96807668","13,55432287","19,6498152","0,21161643","6,83760691",
17/06/2012 5.00,"9,98027662","8,53934954","14,54621876","0,20081688",,
17/06/2012 6.00,"10,15424464","13,90020558","20,40723488","0,26411599","3,41880298",
17/06/2012 7.00,"10,32594678","16,32852971","23,52127104","0,31353412",,
17/06/2012 8.00,"9,98750749","18,95671902","27,53151896","0,25096547","2,686203",
17/06/2012 9.00,"9,90210491","16,1533083","26,10096056","0,28818372",,
17/06/2012 10.00,"9,53338444","16,10983515","26,7643672","0,31683224","5,37240601",
17/06/2012 11.00,"9,93870572","15,37004794","24,92460256","0,26616872",,
17/06/2012 12.00,"10,90026702","24,69523904","36,89179144","0,27625762","4,1514039",
17/06/2012 13.00,"10,00874346","17,41808865","26,72350776","0,26771001",,
17/06/2012 14.00,"9,92740889","26,56419992","38,7269864","0,19384668","5,12820482",
17/06/2012 15.00,"10,31013243","29,97952904","41,70226872","0,1637559",,
17/06/2012 16.00,"10,20348981","12,99818708","21,47659736","0,17876226","6,10500622",
17/06/2012 17.00,"9,91340073","12,06176787","20,64782184","0,18405369",,
17/06/2012 18.00,"10,07697501","11,46863679","18,90340482","0,22040286","3,66300392",
17/06/2012 19.00,"10,04127831","17,31361123","26,06528264","0,22174494",,
17/06/2012 20.00,"10,62011403","33,63108576","47,6138668","0,45158546","3,90720391",
17/06/2012 21.00,"10,4081814","55,72478112","66,53478936","0,33412783",,
17/06/2012 22.00,"10,76786379","75,81584768","83,68401448","0,39987577","22,46640968",
17/06/2012 23.00,"10,38378357","54,1335956","63,76831656","0,99401295",,
18/06/2012 0.00,"10,32187878","31,30075928","38,05646712","0,65246058","14,89620972",
18/06/2012 1.00,"10,4438781","20,73803","27,14372712","0,55826218",,
18/06/2012 2.00,"10,23106068","13,73602214","19,94032448","0,80995926","10,50061035",
18/06/2012 3.00,"10,44162036",,,"0,49358138",,
18/06/2012 4.00,"10,4163174","35,17751136","41,66529064","0,28239833","8,54700947",
18/06/2012 5.00,"10,73985561","26,2767116","32,61112936","0,47306573",,
18/06/2012 6.00,"10,5988689","33,17035112","42,48431496",,"11,96580982",
18/06/2012 7.00,"10,90929798","43,70778464","58,08629232","0,48651099",,
18/06/2012 8.00,"10,8609498","47,61761432","63,03296136","0,3276912","7,32600689",
18/06/2012 9.00,"10,89168354","36,33390808","51,33683672","0,40179918",,
18/06/2012 10.00,"10,66348908","29,7511024","42,94023136","0,33823445","7,57020807",
18/06/2012 11.00,"11,53557675","34,00163136","46,18525864","0,289153",,
18/06/2012 12.00,"12,30781536","39,72201032","52,02486992","0,30953002","10,25640965",
18/06/2012 13.00,"11,40906195","41,88557216","55,48130704","0,28719464",,"0,15458705"
18/06/2012 14.00,"11,38194873","39,74797528","52,37182144","0,24282095","17,33819962",
18/06/2012 15.00,"11,46915648","31,06131952","41,52523664","0,2432555",,
18/06/2012 16.00,"10,9721079","39,51889856","52,79010968","0,2302774","33,69963074",
18/06/2012 17.00,"10,9364112","35,26771952","48,99903432","0,26879579",,"0,12117148"
18/06/2012 18.00,"11,05886817","32,60707592","45,32342464","0,27961748","21,0012207",
18/06/2012 19.00,"11,92327749","36,46434472","52,28882152","0,308026",,
18/06/2012 20.00,"11,81483478","34,46238512","41,51355432","0,26895307","13,91940975","0,11598173"
18/06/2012 21.00,"11,62279467","38,489038","48,1767596","0,25506627",,"0,12522728"
18/06/2012 22.00,"11,67837372","32,58111096","41,33392192","0,35295306","49,57265091",
18/06/2012 23.00,"11,81890278","40,369012","47,08600184","0,53001326",,"0,482417"
19/06/2012 0.00,"11,21565906","28,98796584","34,80883952","0,56324954","35,65322113","0,31517745"
19/06/2012 1.00,"11,46961413","22,64915048","28,46989032","0,40055147",,"0,35216066"
19/06/2012 2.00,"11,70909729","16,64845511","22,50250008","0,57785049","22,22220993","0,4386199"
19/06/2012 3.00,"12,03443559","11,70226407","17,39567236","0,5890473",,"0,5064243"
19/06/2012 4.00,"11,94541758","11,72821374","17,53120639","0,2719611","17,33819962","0,49636719"
19/06/2012 5.00,"11,7624186","13,40701474","18,72960975","0,26434433",,"0,20390036"
19/06/2012 6.00,"11,60561754","26,93212608","34,23361432","0,4178424","12,21000957","0,41380205"
19/06/2012 7.00,"11,75654034","36,42476632","49,72341464","0,38452689",,"0,15994054"
19/06/2012 8.00,"11,93638662","43,43457896","56,86519352","0,40381696","6,83760691",
19/06/2012 9.00,"11,60878041","33,79396904","47,12297992","0,3742213",,"0,14015074"
19/06/2012 10.00,"11,28660498","28,20079544","43,46679616","0,37768252","6,10500622",
19/06/2012 11.00,"12,09091977","32,15800448","48,88555712","0,31904457",,
19/06/2012 12.00,"11,65803372","25,59466296","41,58684128","0,33716615","4,39560509",
19/06/2012 13.00,"11,18358288","22,9548028","36,26924424","0,33384357",,
19/06/2012 14.00,"11,41087221","18,78863893","29,85440776","0,19443035","3,41880298","0,12652497"
19/06/2012 15.00,"11,04712182","21,9658208","32,34394648","0,21443107",,"0,11387247"
19/06/2012 16.00,"11,44520613","26,28967496","36,89437264","0,25809294","3,90720391","0,12068536"
19/06/2012 17.00,"11,36297151","31,50193992","43,40582248","0,21789228",,
19/06/2012 18.00,"11,62775763","25,63556064","35,38664592","0,33152871","5,61660624",
19/06/2012 19.00,"11,59070832","28,66219928","38,57071864","0,28654107",,
19/06/2012 20.00,"11,97524619","26,95224032","33,7051184","0,29489063","3,90720391","0,25207667"
19/06/2012 21.00,"12,25720944","32,02433656","38,80027336","0,33384357",,"0,3271811"
19/06/2012 22.00,"12,13429482","44,68701544","51,01518096","0,35269676","40,04883957","0,38995645"
19/06/2012 23.00,"12,22467561","40,40729024","46,90635032","0,40913752",,
20/06/2012 0.00,"12,19846752","26,62324248","32,3556288","0,50532458","22,22220993",
20/06/2012 1.00,"12,28477014","22,6608328","28,39595328","0,4123634",,
20/06/2012 2.00,"12,39999624","17,37655427","23,43827112","0,50405822","25,64101982","0,2637559"
20/06/2012 3.00,"12,3773985",,,"0,27716399",,"0,45597704"
20/06/2012 4.00,"12,26805066",,,"0,26572951","14,89620972","0,14501708"
20/06/2012 5.00,"12,23100135",,,"0,32327935",,"0,31128438"
20/06/2012 6.00,"12,14333595",,,,"9,03540897","0,14842301"
20/06/2012 7.00,"12,47229477",,,"0,43853163",,
20/06/2012 8.00,"12,34125432",,,"0,51965058","7,81440783",
20/06/2012 9.00,"12,10628664",,,"0,40149745",,
20/06/2012 10.00,"12,04031385",,,"0,3300713","3,66300392",
20/06/2012 11.00,"12,09634038",,,"0,41546463",,
20/06/2012 12.00,"12,02540463",,,"0,37234449","1,95360196",
20/06/2012 13.00,"11,99106054",,,"0,36466131",,
20/06/2012 14.00,"12,02404185",,,"0,27450196","2,19780207",
20/06/2012 15.00,"11,97885654",,,"0,24635207",,
20/06/2012 16.00,"12,10492386",,,"0,27625412","3,41880298",
20/06/2012 17.00,"12,41129511",,,"0,32231007",,
20/06/2012 18.00,"12,55678713",,,"0,49930153","5,12820482","0,10689687"
20/06/2012 19.00,"12,82835664",,,"0,64345746",,
20/06/2012 20.00,"13,19345964",,,"0,56135292","2,93040299",
20/06/2012 21.00,"13,35793905",,,"0,51868596",,"0,116955"
20/06/2012 22.00,"13,73976153",,,"0,67154794","28,81562042",
20/06/2012 23.00,"13,46051367",,,"1,2937092",,"0,47268431"
21/06/2012 0.00,"13,19391729",,,"0,94784167","28,32722092","0,34340225"
21/06/2012 1.00,"13,43114271",,,"0,49471259",,"0,41428817"
21/06/2012 2.00,"13,40719236",,,"0,59482104","16,36141014","0,44462223"
21/06/2012 3.00,"13,1514372",,,"0,50708373",,"0,24558821"
21/06/2012 4.00,"13,11936102",,,"0,77238452","19,04759979","0,27494798"
21/06/2012 5.00,"13,30145487",,,"0,84438385",,"0,4300232"
21/06/2012 6.00,"13,21017912",,,"0,53452297","23,44322014","0,424508"
21/06/2012 7.00,"13,43159019",,,"0,64328038",,"0,13787978"
21/06/2012 8.00,"13,77952623",,,"0,63346992","13,43101025","0,39401224"
21/06/2012 9.00,"13,37511618",,,"0,51376151",,
21/06/2012 10.00,"13,36335966",,,"0,58983717","11,96580982",
21/06/2012 11.00,"13,14420633",,,"0,39773566",,
21/06/2012 12.00,"13,55134194",,,"0,4103829","16,84980965",
21/06/2012 13.00,"13,53913794",,,"0,34159548",,"0,15215439"
21/06/2012 14.00,"13,46412402",,,"0,28974832","9,76801014","0,13139132"
21/06/2012 15.00,"13,78320777",,,,,
21/06/2012 16.00,"14,30730855","19,29804544","32,25186456","0,31413526","12,94260979","0,69053385"
21/06/2012 17.00,"14,02398252","21,77764176","32,39646912","0,32593438",,
21/06/2012 18.00,"13,81477545","33,46302096","50,53595728","0,48303114","10,25640965",
