"NetC","Comune Bari","","","","","","","",""
"Stat","Piazza Kennedy","","","","","","","",""
,NO2,NOX,CO,O3,PM10
06/02/2012 7.00,"12,19513178","14,67689058","0,47547378","70,44738015","21,20000076"
06/02/2012 8.00,"15,86810099","19,13036304","0,54116114","66,40060245","21,20000076"
06/02/2012 9.00,"17,6040077","22,28688384","0,64331999","64,2796581","21,20000076"
06/02/2012 10.00,"14,50209362","17,12249727","0,57748584","68,0628963","21,20000076"
06/02/2012 11.00,"13,89614832","16,29243498","0,5540775","69,0536931","21,20000076"
06/02/2012 12.00,"15,49739861","18,09928071","0,56853981","67,28410815","21,20000076"
06/02/2012 13.00,"20,21110192","23,53845992","0,56861204","58,64069085","21,20000076"
06/02/2012 14.00,"26,0507132","31,43134888","0,58782871","48,7750368","21,20000076"
06/02/2012 15.00,"19,53782936","22,36955872","0,56819613","56,3837673","21,20000076"
06/02/2012 16.00,"16,32804215","18,79883562","0,58925001","61,34275875","21,20000076"
06/02/2012 17.00,"14,00890278","17,69965168","0,60849115","66,44537025","21,20000076"
06/02/2012 18.00,"14,07136782","17,73937157","0,59890786","69,8721618","21,20000076"
06/02/2012 19.00,"11,47399804","13,8573634","0,6003047","74,17404015","21,20000076"
06/02/2012 20.00,"9,7437757","11,78625823","0,60442181","75,76792545","21,20000076"
06/02/2012 21.00,"9,16297702","11,15074002","0,61042738","75,1133061","21,20000076"
06/02/2012 22.00,"9,26924025","10,7430022","0,5912841","71,03526675","21,20000076"
06/02/2012 23.00,"9,73728638","10,91404207","0,57559738","64,2289851","21,20000076"
07/02/2012 0.00,"7,1674991","8,30063826","0,58589248","64,8278442","21,20000076"
07/02/2012 1.00,"5,82663454","6,84721616","0,57974012","65,49682755","28,89999962"
07/02/2012 2.00,"5,23204842","6,30653889","0,58081774","66,7342662","28,89999962"
07/02/2012 3.00,,,"0,57133348","66,8896767","28,89999962"
07/02/2012 4.00,"4,45656799","5,53645986",,"65,79077085","28,89999962"
07/02/2012 5.00,"5,86394913","6,92503456","0,57197073","61,70513055","28,89999962"
07/02/2012 6.00,"7,5203587","10,05803776","0,57015683",,"28,89999962"
07/02/2012 7.00,"10,53060194","12,241819","0,58123481","56,7891912","28,89999962"
07/02/2012 8.00,"13,14582216","15,58396058","0,59822051","53,89538385","28,89999962"
07/02/2012 9.00,"16,71821061","19,45136872","0,63179931","48,8797743","28,89999962"
07/02/2012 10.00,"18,51575829","21,658658","0,64849143","46,0239717","28,89999962"
07/02/2012 11.00,"21,85534544","29,64397304","0,66236425","41,48305245","28,89999962"
07/02/2012 12.00,"18,82076053","21,97398504","0,63488889","45,1826802","28,89999962"
07/02/2012 13.00,"18,71206715","22,14015696","0,62518211","46,0256475","28,89999962"
07/02/2012 14.00,"9,55689682","11,4366433","0,62749114","46,6434192","28,89999962"
07/02/2012 15.00,,,"0,64403064","48,1922175","28,89999962"
07/02/2012 16.00,,,"0,63314838","45,83223225","28,89999962"
07/02/2012 17.00,,,"0,65530551","47,24788425","28,89999962"
07/02/2012 18.00,,,"0,65474165","44,47148265","28,89999962"
07/02/2012 19.00,,,"0,67760944","44,3093091","28,89999962"
07/02/2012 20.00,,,"0,67177512","43,78053435","28,89999962"
07/02/2012 21.00,,,"0,66005988","45,3482253","28,89999962"
07/02/2012 22.00,,,"0,62236397","48,94650705","28,89999962"
07/02/2012 23.00,,,"0,61942235","51,24821835","28,89999962"
08/02/2012 0.00,,,"0,60469092","55,8769575","28,89999962"
08/02/2012 1.00,,,"0,5941267","51,366462",
08/02/2012 2.00,,,"0,55331792","46,9573125",
08/02/2012 3.00,,,"0,54505807","50,49223305",
08/02/2012 4.00,,,"0,45057074","68,19215235",
08/02/2012 5.00,,,"0,50032673","58,73952315",
08/02/2012 6.00,,,"0,5653046","49,2531186",
08/02/2012 7.00,,,"0,58689671","34,21051935",
08/02/2012 8.00,,,"0,71640976","27,38227275",
08/02/2012 9.00,,,"0,80756169","49,53016425",
08/02/2012 10.00,,,"0,63385903","49,7320383",
08/02/2012 11.00,,,"0,63157912","49,5622638",
08/02/2012 12.00,,,"0,56986208","52,1182179",
08/02/2012 13.00,"0,06113046","1,65185328","0,74121378","50,70761325",
08/02/2012 14.00,"2,61169258","2,90005659","0,60179939","48,7750368",
08/02/2012 15.00,"56,92046944","57,4451796","0,51652838","59,2598391",
08/02/2012 16.00,"38,088474","38,45689728","0,57150473","50,58767385",
08/02/2012 17.00,"25,99960544","26,45664992","0,9532263","51,83355135",
08/02/2012 18.00,"21,66634424","22,01937592","0,7106733","46,3381842",
08/02/2012 19.00,"19,64409832","20,33006656","0,79905719","39,77345715",
08/02/2012 20.00,"18,48737082","20,955042","0,90538208","19,41540783",
08/02/2012 21.00,"13,40701474","14,9735737","0,7031742","23,8177863",
08/02/2012 22.00,"13,01927453","13,19347494","0,60520585","45,3178215",
08/02/2012 23.00,"10,12178002","10,22340282","0,53380883","55,1057703",
09/02/2012 0.00,"9,27897424","9,6276045","0,54993592","52,5734769",
09/02/2012 1.00,,,"0,53665143","57,67439265",
09/02/2012 2.00,,,"0,46115943","64,39199655",
09/02/2012 3.00,,,"0,45370925","65,00777325",
09/02/2012 4.00,,,,"63,4417581",
09/02/2012 5.00,,,"0,45973813","61,2996867",
09/02/2012 6.00,,,"0,46044878",,
09/02/2012 7.00,,,"0,47709197","55,6032834",
09/02/2012 8.00,,,"0,56723967","49,0858578",
09/02/2012 9.00,,,"0,63175038","41,36818035",
09/02/2012 10.00,,,"0,66719317","41,5886478",
09/02/2012 11.00,,,"0,65871197","33,10991775",
09/02/2012 12.00,,,"0,64827008","37,24623105",
09/02/2012 13.00,,,"0,58621053","45,88629675",
09/02/2012 14.00,,,"0,60152911","54,9359958",
09/02/2012 15.00,,,"0,61248594","34,50613845",
09/02/2012 16.00,,,"0,61233798","48,2716185",
09/02/2012 17.00,,,"0,65324579","25,5231522",
09/02/2012 18.00,,,"0,72094394","11,54147001",
09/02/2012 19.00,,,"0,61880956","30,2465142",
09/02/2012 20.00,,,"0,63976558","33,48832935",
09/02/2012 21.00,,,"0,66711978","28,8114309",
09/02/2012 22.00,,,"0,57858793","44,4351537",
09/02/2012 23.00,,,"0,57746138","46,61522985",
10/02/2012 0.00,,,"0,61405403","47,91178035",
10/02/2012 1.00,,,"0,5308672","51,91634385",
10/02/2012 2.00,,,"0,46050819","56,79555525",
10/02/2012 3.00,,,"0,42677096","50,70509955",
10/02/2012 4.00,,,"0,40331485","53,46713715",
10/02/2012 5.00,,,"0,40848745","57,1684407",
10/02/2012 6.00,,,"0,41537493","42,1224699",
10/02/2012 7.00,,,"0,46309566","14,22411858",
10/02/2012 8.00,,,"0,50851318","12,2949057",
10/02/2012 9.00,,,"0,81366513","9,36055197",
10/02/2012 10.00,,,,"8,99734626",
10/02/2012 11.00,,,,,
10/02/2012 12.00,,,,,
10/02/2012 13.00,,,"0,99734485",,
10/02/2012 14.00,,,"0,87462259","42,56007315",
10/02/2012 15.00,,,"0,71126279","43,52545365",
10/02/2012 16.00,,,"0,73123788","37,10263095",
10/02/2012 17.00,,,"0,68932584","28,0140693",
10/02/2012 18.00,,,"0,67621144","26,2656114",
10/02/2012 19.00,,,"0,66905484","33,8903817",
10/02/2012 20.00,,,"0,75432585","27,4802472",
10/02/2012 21.00,,,"0,79128781","37,8358134",
10/02/2012 22.00,,,"0,74346805","44,295783",
10/02/2012 23.00,,,"0,56657795","60,705057",
11/02/2012 0.00,,,"0,51736136","66,1125843",
11/02/2012 1.00,,,"0,50768021","65,40729195",
11/02/2012 2.00,"14,57185294","18,40650278","0,49915008","69,53853795",
11/02/2012 3.00,,,"0,50152784","67,5290742",
11/02/2012 4.00,"12,53906234","16,19272991",,"74,2661094",
11/02/2012 5.00,"11,39450473","14,96384545","0,43530109","74,57946405",
11/02/2012 6.00,"17,86957303","23,92107024","0,44437061",,
11/02/2012 7.00,"20,58099744","24,42526464","0,44373219","53,7475743",
11/02/2012 8.00,"41,8344644","52,53151168","0,52655321","29,80053195",
11/02/2012 9.00,"51,08584848","71,80537032","0,68187334","24,66244935",
11/02/2012 10.00,"46,94564192","66,54450232","0,68292883","27,09084315",
11/02/2012 11.00,"50,91958096","75,88353248","0,76491454","21,95615205",
11/02/2012 12.00,"50,17248608","79,21350992","0,77966926","30,0505653",
11/02/2012 13.00,"40,14964824","56,64372656","0,68746184","51,8267883",
11/02/2012 14.00,"30,64842312","40,54747808","0,56341614","63,91730625",
11/02/2012 15.00,"28,71703544","35,41144456","0,51836675","65,9875776",
11/02/2012 16.00,"27,12307752","34,10394248","0,52442126","68,03757975",
11/02/2012 17.00,"18,86294498","23,63329512","0,48981144","71,4010101",
11/02/2012 18.00,"44,20714168","54,36511968","0,82753795","41,832756",
11/02/2012 19.00,"63,48459488","77,06704136","0,84930364","25,51978065",
11/02/2012 20.00,"46,77367664","52,9173724","0,59964298","33,99258555",
11/02/2012 21.00,"33,20604816","38,99919784","0,50316933","50,91541245",
11/02/2012 22.00,"25,24522584","29,55317216","0,45084102","66,2933313",
11/02/2012 23.00,"27,6008672","31,857744","0,46130738","60,6264939",
12/02/2012 0.00,"29,00337656","33,1652652","0,53214171","54,5415444",
12/02/2012 1.00,"35,45461752","42,29756992","0,56204377","43,25684685",
12/02/2012 2.00,"55,75414944","68,06278328","0,67515828","18,57243854",
12/02/2012 3.00,"48,10398888","56,95582232","0,59567266","22,397067",
12/02/2012 4.00,"32,22209472","36,9483484","0,56045121","36,67861365",
12/02/2012 5.00,"24,32779088","28,17027992","0,5148135","38,51237775",
12/02/2012 6.00,"22,7727804","26,59689512","0,46682133","44,3802513",
12/02/2012 7.00,"25,88199832","30,12466896","0,4804495","40,22704035",
12/02/2012 8.00,"21,74664824","26,1551084","0,5059397","49,2100266",
12/02/2012 9.00,"19,36343584","23,99078176","0,55444564","55,73505315",
12/02/2012 10.00,"21,2591456","26,67146312","0,60979013","58,5925515",
12/02/2012 11.00,"21,61361128","27,68310232","0,71079679","60,22527945",
12/02/2012 12.00,"17,87007206","24,13993688","0,68912896","69,14576235",
12/02/2012 13.00,"22,62595792","29,15922368","0,70587001","64,1597187",
12/02/2012 14.00,"19,02598887","24,42851504","0,65721611","68,8095849",
12/02/2012 15.00,"17,29820051","22,41171832","0,63782935","69,79361865",
12/02/2012 16.00,"21,19100192","26,2499436","0,66447173","63,615762",
12/02/2012 17.00,"20,68319384","25,79033704","0,69731541","62,1561801",
12/02/2012 18.00,"26,09696448","31,33408544","0,67211879","57,74365905",
12/02/2012 19.00,"24,29614728","29,49887136","0,6700847","62,93157675",
12/02/2012 20.00,"31,21299848","36,78867728","0,64589231","56,96740455",
12/02/2012 21.00,"37,06559224","42,26921496","0,68268301","49,94995215",
12/02/2012 22.00,"31,88139544","37,87650968","0,69836974","57,5460144",
12/02/2012 23.00,"21,65013048","26,42261632","0,6304514","69,44054355",
13/02/2012 0.00,"22,30066936","26,14619848","0,66567285","64,73577495",
13/02/2012 1.00,"18,65122922","22,35822056","0,63621116","69,46588005",
13/02/2012 2.00,"16,37832966","19,63780784","0,60998585","71,49898455",
13/02/2012 3.00,,,"0,61123589","70,7286552",
13/02/2012 4.00,"12,68507796","15,93495598",,"73,7120181",
13/02/2012 5.00,"13,02251919","16,30135063","0,56949511","72,0235299",
13/02/2012 6.00,"18,39003473","25,53904288","0,57706877",,
13/02/2012 7.00,"23,59448152","28,2002792","0,59383312","60,3925203",
13/02/2012 8.00,"32,83452744","39,8933064","0,6644228","50,723673",
13/02/2012 9.00,"39,309286","52,5469224","0,78231731","47,4142872",
13/02/2012 10.00,"32,30077352","44,0598412","0,77163076","59,21844285",
13/02/2012 11.00,"21,36702064","29,8547328","0,64407957","71,5513533",
13/02/2012 12.00,"16,70037165","23,43551784","0,62971629","78,7681461",
13/02/2012 13.00,"19,75359856","27,18619264","0,64858929","76,28231625",
13/02/2012 14.00,"19,95883264","27,577732","0,62275541","76,58132685",
13/02/2012 15.00,"25,02863448","33,99044616","0,66986452","69,5773806",
13/02/2012 16.00,"22,8547096","29,95037104","0,6460158","71,97199905",
13/02/2012 17.00,"31,43444632","38,79491976","0,70832117","63,21199395",
13/02/2012 18.00,"46,87264176","57,36921584","0,76381245","46,3297254",
13/02/2012 19.00,"47,84523792","57,10738656","0,78719516","43,5212442",
13/02/2012 20.00,"44,13750664","52,80225088","0,70626145","47,5190247",
13/02/2012 21.00,"55,64705832","64,24560912","0,79243999","33,01954425",
13/02/2012 22.00,"49,50326696","56,79368472","0,72650798","35,36346975",
13/02/2012 23.00,"37,4630588","42,32835312","0,67202093","43,8506586",
14/02/2012 0.00,"31,32494608","35,69191584","0,6733933","52,8522183",
14/02/2012 1.00,"23,3649268","26,91870384","0,61461905","63,75427485",
14/02/2012 2.00,"17,69161746","21,09123376","0,59478959","71,0969322",
14/02/2012 3.00,"15,7691397","19,27303648","0,56993548","72,333513",
14/02/2012 4.00,"16,80662531","20,05852432","0,56898018","69,5275455",
14/02/2012 5.00,"17,92523326","21,12123304","0,56133312","66,9665241",
14/02/2012 6.00,"28,5126044","33,3752028","0,57258352","53,5304784",
14/02/2012 7.00,"46,05497496","53,83172904","0,677218","35,181027",
14/02/2012 8.00,"78,768664","132,55970568","0,86768618","9,72037815",
14/02/2012 9.00,"85,32778","158,61106896","1,05786078","11,40041154",
14/02/2012 10.00,"57,92159264","83,01123904","1,08362126","33,7248366",
14/02/2012 11.00,"34,59396896","45,91367816","0,78959623","60,2328804",
14/02/2012 12.00,"24,99781304","32,84181216","0,70648163","71,02513215",
14/02/2012 13.00,"25,808176","33,75375968","0,6956483","68,1051504",
14/02/2012 14.00,"32,38595312","40,3213076","0,65537891","59,1922485",
14/02/2012 15.00,"31,12701584","37,82788752","0,61466798","62,51769405",
14/02/2012 16.00,"33,70815848","40,97465712","0,67006024","59,45664585",
14/02/2012 17.00,"44,43749944","52,10593872","0,75542911","48,1085871",
14/02/2012 18.00,"53,549384","62,37961184","0,79964552","35,8424094",
14/02/2012 19.00,"55,21309168","65,41695768","0,79322404","30,94757715",
14/02/2012 20.00,"36,43692664","43,37567024","0,67434977","51,25919085",
14/02/2012 21.00,"32,85641984","38,749548","0,64116241","53,6825373",
14/02/2012 22.00,"28,7916608","33,95966296","0,60579418","55,65481425",
14/02/2012 23.00,"26,72884224","31,65346592","0,64214334","56,3601066",
15/02/2012 0.00,"17,54398429","21,49166392","0,57206859","66,68780265",
15/02/2012 1.00,"19,6221868","23,56278056","0,57361222","65,17754775",
15/02/2012 2.00,"16,89260795","20,33169176","0,54704323","68,16087075",
15/02/2012 3.00,,,"0,52883311","64,973958",
15/02/2012 4.00,"10,92970326","14,44343346",,"75,0736056",
15/02/2012 5.00,"14,56049949","18,02389438","0,50966537","70,38066735",
15/02/2012 6.00,"17,10513822","21,39763176","0,50848872",,
15/02/2012 7.00,"24,5889892","29,10329768","0,51363569","61,17553785",
15/02/2012 8.00,"37,74534648","46,0101768","0,60711762","47,90080785",
15/02/2012 9.00,"41,87826832","56,7726336","0,69270784","46,9260708",
15/02/2012 10.00,"30,30772384","43,8231356","0,65108938","58,8814275",
15/02/2012 11.00,"18,71125264","26,90006184","0,58814676","74,2754061",
15/02/2012 12.00,"15,4519714","22,48710848","0,58515737","83,037087",
15/02/2012 13.00,"17,8911576","25,10375696","0,6125104","88,01299605",
15/02/2012 14.00,"18,35920564","24,6716832","0,60608892","96,63614415",
15/02/2012 15.00,"16,48296769","21,76727872","0,59554917","98,1928626",
15/02/2012 16.00,"20,77080168","26,73144256","0,62493629","94,0717512",
15/02/2012 17.00,"24,72525744","29,8903916","0,67028042","92,542065",
15/02/2012 18.00,"46,30320992","52,0564944","0,8131269","70,74555285",
15/02/2012 19.00,"51,06152784","56,67535104","0,82584753","59,8181598",
15/02/2012 20.00,"55,86690008","61,60710648","0,75998775","49,0951545",
15/02/2012 21.00,"51,46954864","60,02479264","0,72540473","51,5303313",
15/02/2012 22.00,"34,45525336","39,39154024","0,65824714","60,34438095",
15/02/2012 23.00,"21,6006288","26,1705","0,60363776","72,73472745",
16/02/2012 0.00,"11,73762078","15,51424906","0,57758254","62,9138412",
16/02/2012 1.00,"1,37817725","4,39188121","0,53812166","61,9914729","16,60000038"
16/02/2012 2.00,"2,86991965","5,86880943","0,48633158","75,0448776","16,60000038"
16/02/2012 3.00,,,"0,47299816","77,35758135","16,60000038"
16/02/2012 4.00,"1,24352274","4,14626569","0,47905266","75,78312735","16,60000038"
16/02/2012 5.00,"1,16321874","4,0546675","0,46054664","73,3099458","16,60000038"
16/02/2012 6.00,,,"0,50518012","58,0950384","16,60000038"
16/02/2012 7.00,"1,43820449","4,39593274","0,65322133","67,2435897","16,60000038"
16/02/2012 8.00,"6,77818149","16,22907512","0,8191814","58,9810977","16,60000038"
16/02/2012 9.00,"1,18836345","4,13167522","0,67704558","30,45177975","16,60000038"
16/02/2012 10.00,"1,13401485","4,04007512","0,65358947","40,24140435","16,60000038"
16/02/2012 11.00,"1,1664634","4,05791026","0,58483816","59,19310635","16,60000038"
16/02/2012 12.00,,,"0,72979212","48,6415713","16,60000038"
16/02/2012 13.00,"6,13978763","9,83650579","0,57552398","59,87220435","16,60000038"
16/02/2012 14.00,"1,16240614","4,08546982","0,54488681","69,66522045","16,60000038"
16/02/2012 15.00,"1,14942748","4,05791026","0,54353891","62,0227146","16,60000038"
16/02/2012 16.00,"1,15023817","4,06439385","0,56204377","64,5246042","16,60000038"
16/02/2012 17.00,"1,13969349","4,00684074","0,55091569","63,40459125","16,60000038"
16/02/2012 18.00,"1,13644882","4,01170486","0,55130829","57,12453075","16,60000038"
16/02/2012 19.00,,,"0,56447046","59,1322788","16,60000038"
16/02/2012 20.00,"9,97171478","13,24211048","0,57822096","64,29655575","16,60000038"
16/02/2012 21.00,"1,15510612","4,06925798","0,55836703","59,62302885","16,60000038"
16/02/2012 22.00,"1,15105077","4,06844729","0,50670044","60,6315612","16,60000038"
16/02/2012 23.00,,,"0,4770675","67,29679635","16,60000038"
17/02/2012 0.00,"4,05384534","6,9790715","0,45299744","68,76651285","16,60000038"
17/02/2012 1.00,,,"0,44912498","67,5924354",
17/02/2012 2.00,"1,15348283","4,1000603","0,44520359","73,936695",
17/02/2012 3.00,,,"0,44414926","72,52948185",
17/02/2012 4.00,,,,"78,30444825",
17/02/2012 5.00,,,"0,41861013","75,93686205",
17/02/2012 6.00,,,"0,48875828",,
17/02/2012 7.00,,,"0,51049834","59,90939115",
17/02/2012 8.00,,,"0,58094123","53,3049636",
17/02/2012 9.00,,,"0,72469291","51,2929662",
17/02/2012 10.00,,,"0,62282881","56,0957292",
17/02/2012 11.00,,,"0,58775532","62,8699113",
17/02/2012 12.00,,,"0,57496129","68,62207485",
17/02/2012 13.00,,,"0,55054871","71,94833835",
17/02/2012 14.00,,,"0,53067032","73,7626911",
17/02/2012 15.00,,,"0,52839158","78,00204615",
17/02/2012 16.00,,,"0,53633338","74,52432225",
17/02/2012 17.00,"112,06794128","118,27111936","0,55331792","69,75391815",
17/02/2012 18.00,"112,43624984","133,923172","0,73925192","28,5411483",
17/02/2012 19.00,"135,00951304","248,0988256","1,09210246","5,85942473",
17/02/2012 20.00,"130,92196296","297,3683888","1,10626886","6,68043705",
17/02/2012 21.00,"91,3499108","147,514624","1,00381643","8,65525763",
17/02/2012 22.00,"81,17946656","107,0798392","0,83109236","10,16720229",
17/02/2012 23.00,"67,00263664","78,4142748","0,67003577","22,17576165",
18/02/2012 0.00,"64,56669128","73,22149312","0,69726648","24,7055214",
18/02/2012 1.00,"53,42527608","58,94910144","0,63640805","38,6973741","40,59999084"
18/02/2012 2.00,"48,43820648","54,2775692","0,61233798","41,9324262","40,59999084"
18/02/2012 3.00,"40,54633088","45,32439976","0,57177501","52,64020965","40,59999084"
18/02/2012 4.00,"28,49476544","33,01043144","0,53258325","70,78441545","40,59999084"
18/02/2012 5.00,"28,2781932","32,88479392","0,52302326","66,7274832","40,59999084"
18/02/2012 6.00,"31,32737432","35,95211992","0,50677267","60,95337465","40,59999084"
18/02/2012 7.00,"43,59065552","48,40711736","0,52221475","42,34377525","40,59999084"
18/02/2012 8.00,"57,89968112","74,97405144","0,6049612","25,85932965","40,59999084"
18/02/2012 9.00,"69,49697448","108,1036196","0,83317538","23,1749973","40,59999084"
18/02/2012 10.00,"50,54318464","64,0519044","0,95709993","60,4828938","40,59999084"
18/02/2012 11.00,"38,74067632","48,967276","0,79123888","75,83886765","40,59999084"
18/02/2012 12.00,"30,7230676","38,90921912","0,69917941","88,27653555","40,59999084"
18/02/2012 13.00,"31,62669792","41,38156896","0,65758425","89,19890385","40,59999084"
18/02/2012 14.00,"30,9258352","40,36912672","0,60059828","87,97074195","40,59999084"
18/02/2012 15.00,"23,38358792","29,35702008","0,55792666","99,6194871","40,59999084"
18/02/2012 16.00,"26,7848256","33,06798264","0,62743755","97,32286305","40,59999084"
18/02/2012 17.00,"26,29164432","31,44756264","0,69121198","97,2113625","40,59999084"
18/02/2012 18.00,"45,67859776","54,16164464","0,73084528","68,23859595","40,59999084"
18/02/2012 19.00,"91,74089568","129,56612552","1,10680825","16,34252928","40,59999084"
18/02/2012 20.00,"97,22116568","172,16688128","1,25242277","7,92209114","40,59999084"
18/02/2012 21.00,"54,91944672","62,13479936","0,76721891","31,0734417","40,59999084"
18/02/2012 22.00,"43,2945632","49,30852976","0,69366314","42,3927525","40,59999084"
18/02/2012 23.00,"38,53544224","43,68858816","0,74062545","42,706965","40,59999084"
19/02/2012 0.00,"38,09252744","44,06630376","0,75258534","38,20746195","40,59999084"
19/02/2012 1.00,"37,00394936","42,5780412","0,73552741","37,2090642","29,5"
19/02/2012 2.00,"34,76348688","41,11327712","0,69383556","37,1980917","29,5"
19/02/2012 3.00,"37,62936456","43,5896804","0,69459514","29,2962558","29,5"
19/02/2012 4.00,"31,31278576","36,72950088",,"33,01870635","29,5"
19/02/2012 5.00,"23,37223064","27,98789424","0,61567221","43,94187","29,5"
19/02/2012 6.00,"18,20833737","22,7870248","0,58478923",,"29,5"
19/02/2012 7.00,"22,87579896","27,66771072","0,59390768","51,1586628","29,5"
19/02/2012 8.00,"21,69959392","26,4680072","0,58505951","47,61616125","29,5"
19/02/2012 9.00,"21,361342","27,08650096","0,62640769","52,06161975","29,5"
19/02/2012 10.00,"22,62270752","29,45753392","0,72591849","59,1365082","29,5"
19/02/2012 11.00,"15,39032852","20,60730656","0,59145652","76,76969475","29,5"
19/02/2012 12.00,"15,4284538","20,62594856","0,5837349","78,29008425","29,5"
19/02/2012 13.00,"15,31407222","20,76942504","0,60206967","81,6923772","29,5"
19/02/2012 14.00,"17,73136029","23,30905816","0,60883366","79,4683911","29,5"
19/02/2012 15.00,"14,0794747","18,79316463","0,57670063","83,10465765","29,5"
19/02/2012 16.00,"14,99528446","19,6556468","0,56018093","80,046981","29,5"
19/02/2012 17.00,"14,93850571","19,54865128","0,55456796","78,653274","29,5"
19/02/2012 18.00,"23,10535368","30,98227744","0,82643586","67,1700939","29,5"
19/02/2012 19.00,"44,91203872","53,21159096","0,8559954","37,7116446","29,5"
19/02/2012 20.00,"34,24676888","40,55881624","0,84724392","51,51933885","29,5"
19/02/2012 21.00,"35,8991384","41,24946888","0,76273249","51,51933885","29,5"
19/02/2012 22.00,"40,2291492","45,91694768","0,73297839","48,7040946","29,5"
19/02/2012 23.00,"65,14099872","86,39471424","0,90692804","17,4025845","29,5"
20/02/2012 0.00,"76,07152032","143,9617456","1,19700488","4,92100466","29,5"
20/02/2012 1.00,"66,60111664","113,74061624","1,06621965","4,85680955",
20/02/2012 2.00,"42,87925768","50,51796536","0,79199846","24,94286655",
20/02/2012 3.00,"41,01924496","47,89967256","0,84011179","16,50892226",
20/02/2012 4.00,"35,07579296","42,37538832","0,81890996","20,8927173",
20/02/2012 5.00,"26,08641024","32,17792752","0,64143153","40,78284735",
20/02/2012 6.00,"32,24060288","43,7720852","0,65699593","49,97868015",
20/02/2012 7.00,"38,71874568","44,03309232","0,66216736","38,96173155",
20/02/2012 8.00,"58,08300368","80,03628176","0,79310171","15,41001641",
20/02/2012 9.00,"64,97308688","109,4857088","1,38896892","14,67009684",
20/02/2012 10.00,"30,51133272","42,02275816","0,75003749","60,8156997",
20/02/2012 11.00,"14,73246668","21,70162064","0,59054899","78,95904765",
20/02/2012 12.00,"12,78890147","19,34517624","0,57920072","81,2480907",
20/02/2012 13.00,"13,02333179","19,20495016","0,57282817","81,69830235",
20/02/2012 14.00,"13,71363454","19,79587288","0,55192108","81,86552325",
20/02/2012 15.00,"13,3299535","18,82153489","0,52907776","82,3081539",
20/02/2012 16.00,"15,68802883","20,9566672","0,54145589","80,03598855",
20/02/2012 17.00,"24,69120472","30,05008184","0,61709351","65,12009175",
20/02/2012 18.00,"45,08077272","53,85604968","0,78158219","34,4993754",
20/02/2012 19.00,"46,56601432","55,61669576","0,80141049","28,6881",
20/02/2012 20.00,"61,33822192","83,066362","0,84550458","8,84361755",
20/02/2012 21.00,"70,15646152","132,27030536","1,11362117","5,29350108",
20/02/2012 22.00,"68,14394768","145,86101168","1,26033894","5,74708428",
20/02/2012 23.00,"50,01510936","92,92822856","0,95283486","10,21365986",
21/02/2012 0.00,"29,99543688","39,194566","0,68113822","20,82937605",
21/02/2012 1.00,"28,44122944","37,41042144","0,7012368","20,82598455","32,70000076"
21/02/2012 2.00,"29,43979056","38,8362572","0,68018292","17,48028576","32,70000076"
21/02/2012 3.00,"19,3009708","26,67146312","0,60010898","26,96499855","32,70000076"
21/02/2012 4.00,"21,05796496","27,16431936",,"26,85686955","32,70000076"
21/02/2012 5.00,"26,27216104","31,57970096","0,56961743","17,8071705","32,70000076"
21/02/2012 6.00,"33,27256664","44,88098784","0,58319551",,"32,70000076"
21/02/2012 7.00,"39,07485568","72,66703224","0,60863794","3,86433096","32,70000076"
21/02/2012 8.00,"46,8450516","107,27358216","0,74248712","4,60172286","32,70000076"
21/02/2012 9.00,"60,80936272","149,44796192","1,01249218","6,11704706","32,70000076"
21/02/2012 10.00,"55,18064504","97,1174588","1,0249437","18,17206598","32,70000076"
21/02/2012 11.00,"41,59515848","57,66511696","0,90925571","32,9941878","32,70000076"
21/02/2012 12.00,"31,40263064","41,54710992","0,79883002","43,87689285","32,70000076"
21/02/2012 13.00,"32,30077352","40,97628232","0,81457266","41,65115115","32,70000076"
21/02/2012 14.00,"34,318966","44,00064568","0,79952319","38,13903345","32,70000076"
21/02/2012 15.00,"33,24497648","43,18276856","0,78729302","40,09022325","32,70000076"
21/02/2012 16.00,"35,90887048","45,47676704","0,91204938","38,9963847","32,70000076"
21/02/2012 17.00,"43,99947936","54,52561296","0,93619167","28,38571785","32,70000076"
21/02/2012 18.00,"39,70594952","47,84862216","0,8235187","35,2452261","32,70000076"
21/02/2012 19.00,"43,50304768","50,84464968","0,76077296","34,9909833","32,70000076"
21/02/2012 20.00,"48,75861944","57,1414584","0,8309945","28,77510195","32,70000076"
21/02/2012 21.00,"72,12679664","110,7219124","1,06675788","6,70999896","32,70000076"
21/02/2012 22.00,"77,61517352","130,65233272","1,13604859","3,89896217","32,70000076"
21/02/2012 23.00,"47,89227312","66,1157172","0,85685284","16,05872058","32,70000076"
22/02/2012 0.00,"28,49476544","33,80968568","0,74062545","25,834851","32,70000076"
22/02/2012 1.00,"21,02794656","25,7862836","0,68790338","31,42059165","31,70000076"
22/02/2012 2.00,"19,15820176","23,92512368","0,6743253","33,2155131","31,70000076"
22/02/2012 3.00,"15,27919161","19,86235312","0,65961834","38,5081683","31,70000076"
22/02/2012 4.00,"14,86387653","19,806408","0,68893324","37,60098195","31,70000076"
22/02/2012 5.00,"14,93769311","19,59727344","0,63724102","36,0679242","31,70000076"
22/02/2012 6.00,"21,17476904","26,65039288","0,66532917","29,5986579","31,70000076"
