"NetC","Comune Bari","","","","","","","","","","",""
"Stat","Corso Cavour","","","","","","","","","","",""
,CO,PM10,BENZENE
23/06/2012 3.00,"0,82730029",,"1,26177665"
23/06/2012 4.00,"0,75203313","73,57614136","1,09681721"
23/06/2012 5.00,"0,72615848",,"1,1456027"
23/06/2012 6.00,"0,79393352","62,82081985","0,89672144"
23/06/2012 7.00,"0,8114924",,"1,16290899"
23/06/2012 8.00,"0,78361046","54,99877167","0,60815176"
23/06/2012 9.00,"0,82049669",,"0,59456668"
23/06/2012 10.00,"0,85956613","74,79833221","0,77069684"
23/06/2012 11.00,"0,83020929",,"0,84173225"
23/06/2012 12.00,"0,85732467","62,57638168","1,28577988"
23/06/2012 13.00,"0,93176467",,"1,10583902"
23/06/2012 14.00,"0,7788724","56,70985031","0,84596196"
23/06/2012 15.00,"0,68935147",,"0,37784093"
23/06/2012 16.00,"0,6851831","55,24320984",
23/06/2012 17.00,"0,75856179",,"0,08406522"
23/06/2012 18.00,"0,82549104","58,66535187","0,37901658"
23/06/2012 19.00,"0,91711596",,"0,98000357"
23/06/2012 20.00,"1,02877655","39,11024094","1,92839472"
23/06/2012 21.00,"0,99029893",,"1,88477864"
23/06/2012 22.00,"0,84643192","47,91004181","1,30024467"
23/06/2012 23.00,"1,02169918",,"1,20159567"
24/06/2012 0.00,"1,2070134","47,17671967","2,47432134"
24/06/2012 1.00,"1,15237257",,"2,69412351"
24/06/2012 2.00,"1,21149748","53,5321312","2,49655397"
24/06/2012 3.00,,,"2,40173398"
24/06/2012 4.00,"0,82644052","51,08774185","1,51445436"
24/06/2012 5.00,"0,75950544",,"1,20013221"
24/06/2012 6.00,"0,72594179","40,82130051","0,70156423"
24/06/2012 7.00,"0,74015712",,"0,73628156"
24/06/2012 8.00,"0,74145493","45,46564102","0,7837541"
24/06/2012 9.00,"0,69340218",,"0,17059158"
24/06/2012 10.00,"0,70464909","43,75458145","0,10357738"
24/06/2012 11.00,"0,67767235",,
24/06/2012 12.00,"0,70952461","41,79906082","0,09638618"
24/06/2012 13.00,"0,75346958",,"0,46378149"
24/06/2012 14.00,"0,71280875","35,19921112","0,3598563"
24/06/2012 15.00,"0,66829293",,"0,16794026"
24/06/2012 16.00,"0,65960203","37,88803101","0,08859697"
24/06/2012 17.00,"0,68225313",,
24/06/2012 18.00,"0,7097215","37,39915085","0,15388939"
24/06/2012 19.00,"0,765758",,"0,24782256"
24/06/2012 20.00,"0,74993031","32,02151108","0,61977099"
24/06/2012 21.00,"0,69249697",,"0,377008"
24/06/2012 22.00,"0,64277128","25,66609001","0,22847515"
24/06/2012 23.00,"0,70401882",,
25/06/2012 0.00,"0,98463587","31,28819084","1,56437584"
25/06/2012 1.00,"0,98626803",,"1,62327743"
25/06/2012 2.00,"0,88268788","26,64385033","1,52696651"
25/06/2012 3.00,"0,74259663",,"0,74767399"
25/06/2012 4.00,"0,68311872","28,3549099","0,4265715"
25/06/2012 5.00,"0,65944476",,"0,22473463"
25/06/2012 6.00,"0,73911561","21,02173996","0,52159082"
25/06/2012 7.00,"0,80134642",,"0,69835458"
25/06/2012 8.00,"0,87853932","29,82155037","1,0558016"
25/06/2012 9.00,"0,83465377",,"1,00250673"
25/06/2012 10.00,"0,93791937","46,68785095","1,22880245"
25/06/2012 11.00,"0,99061348",,"1,31464031"
25/06/2012 12.00,"1,26200839","41,55463028","3,25353758"
25/06/2012 13.00,"1,22854376",,"3,30911765"
25/06/2012 14.00,"0,9263183","45,46564102","2,55055464"
25/06/2012 15.00,"0,80174019",,"1,31139404"
25/06/2012 16.00,"0,88852803","28,84379959","1,65894566"
25/06/2012 17.00,"1,03485203",,"1,83453172"
25/06/2012 18.00,"1,23817831","34,71033096","2,80899875"
25/06/2012 19.00,"1,40164762",,"2,70211408"
25/06/2012 20.00,"2,17405194","32,02151108","7,18207027"
25/06/2012 21.00,"1,2966916",,"7,30083655"
25/06/2012 22.00,"0,92427372","29,57711983","2,07428744"
25/06/2012 23.00,"1,134244",,"2,51481624"
26/06/2012 0.00,"1,01576001","31,04375076","1,98596811"
26/06/2012 1.00,"0,92138336",,"1,9890842"
26/06/2012 2.00,"0,79013912","41,79906082","0,78544842"
26/06/2012 3.00,,,"0,56316375"
26/06/2012 4.00,"0,66697765","30,31043053","0,46380794"
26/06/2012 5.00,"0,6500467",,"0,18005578"
26/06/2012 6.00,"0,71210043","19,31068039","0,13856625"
26/06/2012 7.00,"0,70370427",,"0,40296083"
26/06/2012 8.00,"0,70956422","19,06624031","0,26027267"
26/06/2012 9.00,"0,7974926",,"0,48711452"
26/06/2012 10.00,"0,80486588","43,75458145","0,42152819"
26/06/2012 11.00,"0,76247503",,"0,5326924"
26/06/2012 12.00,"0,84352058","37,39915085","0,48816"
26/06/2012 13.00,"1,05184006",,"2,12374415"
26/06/2012 14.00,"0,89017883","37,15472031","1,64337742"
26/06/2012 15.00,"0,8177834",,"0,98554521"
26/06/2012 16.00,"0,85266467","39,35467148","0,71338075"
26/06/2012 17.00,"0,95118988",,"1,50351755"
26/06/2012 18.00,"0,94023888","25,17720985","1,76389497"
26/06/2012 19.00,"0,88498876",,"1,11860135"
26/06/2012 20.00,"0,88725002","29,08823967","0,99890757"
26/06/2012 21.00,"0,83876272",,"0,88194037"
26/06/2012 22.00,"0,73561595","22,73282051","0,44054609"
26/06/2012 23.00,"0,72114549",,"0,37013613"
27/06/2012 0.00,"0,71524593","27,62158966","0,16367598"
27/06/2012 1.00,"0,67755468",,"0,08805593"
27/06/2012 2.00,"0,63018811","22,97726059",
27/06/2012 3.00,"0,61626753",,
27/06/2012 4.00,"0,59235823","28,3549099",
27/06/2012 5.00,"0,59349877",,
27/06/2012 6.00,"0,65048008","18,82180023",
27/06/2012 7.00,"0,67157707",,
27/06/2012 8.00,"0,69145546","22,73282051","0,43903788"
27/06/2012 9.00,"0,75952525",,"0,46696165"
27/06/2012 10.00,"1,33973253","31,28819084","2,46140137"
27/06/2012 11.00,"0,81854997",,"1,31807777"
27/06/2012 12.00,"0,74066972","22,73282051","0,487562"
27/06/2012 13.00,"0,75482564",,"0,58843925"
27/06/2012 14.00,"0,66420378","25,66609001","0,38174214"
27/06/2012 15.00,"0,64729381",,
27/06/2012 16.00,"0,67763274","15,15520954",
27/06/2012 17.00,"0,67010218",,"0,1334843"
27/06/2012 18.00,"0,7094652","13,44414043","0,1762939"
27/06/2012 19.00,"0,76660379",,"0,39582047"
27/06/2012 20.00,"0,84900657","17,59959984","0,9398453"
27/06/2012 21.00,"0,78451566",,"0,78315611"
27/06/2012 22.00,"0,70472714","15,6440897","0,25175937"
27/06/2012 23.00,"0,73264637",,
28/06/2012 0.00,"0,83359245","14,4218998","0,8345919"
28/06/2012 1.00,"0,8201833",,"0,9876026"
28/06/2012 2.00,"0,72362228","22,97726059","1,25661435"
28/06/2012 3.00,,,"1,13614664"
28/06/2012 4.00,"0,64340853","23,22170067","1,34129893"
28/06/2012 5.00,"0,6254885",,"1,04713574"
28/06/2012 6.00,"0,69196573","18,08848","0,88142271"
28/06/2012 7.00,"0,89436701",,"2,25119764"
28/06/2012 8.00,"0,85917236","15,6440897","1,90587732"
28/06/2012 9.00,"0,87950277",,"1,80123616"
28/06/2012 10.00,"0,88725002","33,97702026","1,89593411"
28/06/2012 11.00,"0,82407557",,"1,42772867"
28/06/2012 12.00,"0,90710861","31,53263092","1,68281363"
28/06/2012 13.00,"1,05132979",,"2,368174"
28/06/2012 14.00,"0,87352516","33,73257065","1,77365105"
28/06/2012 15.00,"0,79086608",,"1,02927519"
28/06/2012 16.00,"0,83178321","26,15497017","0,98615948"
28/06/2012 17.00,"0,89381713",,"1,3646167"
28/06/2012 18.00,"0,96324297","18,57736015","1,47580226"
28/06/2012 19.00,"1,34325199",,"3,46140628"
28/06/2012 20.00,"1,5088649","21,02173996","5,12146555"
28/06/2012 21.00,"0,92635674",,"3,21668862"
28/06/2012 22.00,"0,76739016","21,02173996","1,44175615"
28/06/2012 23.00,"1,08585573",,"1,40809549"
29/06/2012 0.00,"1,47923429","12,95526028","4,93824995"
29/06/2012 1.00,"1,29388046",,"4,10254952"
29/06/2012 2.00,"1,06330366","38,37691116","2,70906223"
29/06/2012 3.00,"0,87519693",,"1,46812493"
29/06/2012 4.00,"0,78974535","30,31043053","1,12672718"
29/06/2012 5.00,"0,7194341",,"0,84003386"
29/06/2012 6.00,"0,73640233","33,97702026","0,32219272"
29/06/2012 7.00,"0,86306579",,"0,77313154"
29/06/2012 8.00,"1,0088201","26,64385033","1,44860565"
29/06/2012 9.00,"1,04678745",,"2,54360751"
29/06/2012 10.00,"1,07441193","42,77682114","2,96178469"
29/06/2012 11.00,"1,16786707",,"3,05668198"
29/06/2012 12.00,"1,22443364","41,55463028","3,3320093"
29/06/2012 13.00,"1,14914785",,"4,30003669"
29/06/2012 14.00,"0,88070156","32,02151108","2,46827731"
29/06/2012 15.00,"0,78642277",,"1,20537281"
29/06/2012 16.00,"0,87246384","34,71033096","1,43357439"
29/06/2012 17.00,"0,91798156",,"1,46681198"
29/06/2012 18.00,"1,14553052","41,79906082","2,34354124"
29/06/2012 19.00,"1,45381049",,"3,80512584"
29/06/2012 20.00,"1,89125168","24,93276978","7,50329074"
29/06/2012 21.00,"1,89958842",,"8,6417419"
29/06/2012 22.00,"1,97233918","28,11046982","8,9833166"
29/06/2012 23.00,"2,07953665",,
30/06/2012 0.00,"1,62125361","50,10998154",
30/06/2012 1.00,"1,3155879",,
30/06/2012 2.00,"1,07095305","58,90980148",
30/06/2012 3.00,,,
30/06/2012 4.00,"0,83559858","41,55463028",
30/06/2012 5.00,"0,79731552",,
30/06/2012 6.00,"0,94214599","40,57686996",
30/06/2012 7.00,"1,01550487",,
30/06/2012 8.00,"1,02706633","54,02101135",
30/06/2012 9.00,"0,92177596",,
30/06/2012 10.00,"0,87087129","70,39842987",
30/06/2012 11.00,"0,86408749",,
30/06/2012 12.00,"0,86104102","46,68785095",
30/06/2012 13.00,"0,85724545",,
30/06/2012 14.00,"0,73856457","49,86555099",
30/06/2012 15.00,"0,6982579",,
30/06/2012 16.00,"0,75085415","39,11024094",
30/06/2012 17.00,"0,75991902",,
30/06/2012 18.00,"0,99466302","26,15497017",
30/06/2012 19.00,"1,42534139",,
30/06/2012 20.00,"2,03171806","25,17720985",
30/06/2012 21.00,"2,15448809",,
30/06/2012 22.00,"1,61812675","37,15472031",
30/06/2012 23.00,"1,71041223",,
01/07/2012 0.00,"1,36599978","39,84355164",
01/07/2012 1.00,"1,18807865",,
01/07/2012 2.00,"1,41932416","59,3986702",
01/07/2012 3.00,"1,0735475",,
01/07/2012 4.00,"0,92036049","43,02125168",
01/07/2012 5.00,"0,87222851",,
01/07/2012 6.00,"0,86041075","34,71033096",
01/07/2012 7.00,"0,90510248",,
01/07/2012 8.00,"0,95040467","35,44364166",
01/07/2012 9.00,"0,86577907",,
01/07/2012 10.00,"0,91630978","38,62136078",
01/07/2012 11.00,"0,89888954",,
01/07/2012 12.00,"0,88882277","46,68785095",
01/07/2012 13.00,"0,87228676",,
01/07/2012 14.00,"0,82883343","49,37667084",
01/07/2012 15.00,"0,78524262",,
01/07/2012 16.00,"0,78742583","45,46564102",
01/07/2012 17.00,"0,83394545",,
01/07/2012 18.00,"0,89261718","35,68809128",
01/07/2012 19.00,"1,2527478",,
01/07/2012 20.00,"1,41948144","27,37714958",
01/07/2012 21.00,"1,1192423",,
01/07/2012 22.00,"0,85797357","14,66633987",
01/07/2012 23.00,"1,37335443",,
02/07/2012 0.00,"1,65377459","34,22145081",
02/07/2012 1.00,"1,24545257",,
02/07/2012 2.00,"1,01790477","31,04375076",
02/07/2012 3.00,,,
02/07/2012 4.00,"0,83975064","36,91028976",
02/07/2012 5.00,"0,84310817",,
02/07/2012 6.00,"0,87287742","42,77682114",
02/07/2012 7.00,"0,9802112",,
02/07/2012 8.00,"1,02820687","42,53237152",
02/07/2012 9.00,"1,06985096",,
02/07/2012 10.00,"1,30432002","51,33219147",
02/07/2012 11.00,"1,40180489",,
02/07/2012 12.00,"1,41354343","56,22097015",
02/07/2012 13.00,"1,23505145",,
02/07/2012 14.00,"0,94816205","58,90980148",
02/07/2012 15.00,"0,8656416",,
02/07/2012 16.00,"0,93394788","57,1987114",
02/07/2012 17.00,"1,16271544",,
02/07/2012 18.00,"1,68668933","42,04351044",
02/07/2012 19.00,"1,79559703",,
02/07/2012 20.00,"1,22934878","30,55487061",
02/07/2012 21.00,"1,25622766",,
02/07/2012 22.00,"0,95893713","38,13248062",
02/07/2012 23.00,"0,89381713",,
03/07/2012 0.00,"0,88266808","43,75458145",
03/07/2012 1.00,"0,90331421",,
03/07/2012 2.00,"0,8357745","36,42140961",
03/07/2012 3.00,"0,76304471",,
03/07/2012 4.00,"0,74194773","40,33243179",
03/07/2012 5.00,"0,73901775",,
03/07/2012 6.00,"0,81640754","39,35467148",
03/07/2012 7.00,"0,94316886",,
03/07/2012 8.00,"1,21735627","55,24320984",
03/07/2012 9.00,"0,79538861",,
03/07/2012 10.00,"1,13377451","51,33219147",
03/07/2012 11.00,"1,26049389",,
03/07/2012 12.00,"1,05884054","63,79858017",
03/07/2012 13.00,"1,13135364",,
03/07/2012 14.00,"0,91479645","59,15423965",
03/07/2012 15.00,"0,91133523",,"1,5788986"
03/07/2012 16.00,"0,90504423","57,68759155","1,70581308"
03/07/2012 17.00,"0,96023494",,"2,0834384"
03/07/2012 18.00,"0,91243732","44,24346161","2,66989552"
03/07/2012 19.00,"0,98439937",,"2,4971957"
03/07/2012 20.00,"1,01241879","33,24369049","2,73235153"
03/07/2012 21.00,"0,92799007",,"2,53846454"
03/07/2012 22.00,"0,83693484","38,37691116","1,11627446"
03/07/2012 23.00,"0,85874014",,"1,27313755"
04/07/2012 0.00,"0,9279493","37,88803101","1,56994188"
04/07/2012 1.00,"0,85344988",,"1,60483414"
04/07/2012 2.00,"0,77606126","43,26570129","0,78737462"
04/07/2012 3.00,,,"0,31236036"
04/07/2012 4.00,"0,74587494","25,66609001",
04/07/2012 5.00,"0,75590792",,"0,25693691"
04/07/2012 6.00,"0,84794525","37,15472031","0,64715371"
04/07/2012 7.00,"0,93117518",,"1,35468875"
04/07/2012 8.00,"0,93874535","51,08774185","1,31459556"
04/07/2012 9.00,"1,03941417",,"1,96222421"
04/07/2012 10.00,"1,17584965","62,08750153","2,02072205"
04/07/2012 11.00,"1,13792074",,"2,90664092"
04/07/2012 12.00,"1,08290711","56,4654007","2,52893119"
04/07/2012 13.00,"1,36027963",,"4,53125672"
04/07/2012 14.00,"1,05602823","52,0655098","2,66929753"
04/07/2012 15.00,"1,00030628",,"1,47810272"
04/07/2012 16.00,"0,8501273","43,75458145","0,79371358"
04/07/2012 17.00,"0,99609947",,"1,00764258"
04/07/2012 18.00,"1,11167213","82,86482239","1,37884352"
04/07/2012 19.00,"1,36098679",,"2,19926047"
04/07/2012 20.00,"1,6529288","42,77682114","4,56884809"
04/07/2012 21.00,"1,2910297",,"3,94736549"
04/07/2012 22.00,"1,1239023","42,04351044","2,54785857"
04/07/2012 23.00,"1,06497543",,"1,88066081"
05/07/2012 0.00,"0,89690321","47,91004181","1,19257285"
05/07/2012 1.00,"0,84623387",,"0,84790951"
05/07/2012 2.00,"0,80797177","47,91004181","0,72033602"
05/07/2012 3.00,"0,77120437",,"0,52193355"
05/07/2012 4.00,"0,81796048","44,73233032","0,3534136"
05/07/2012 5.00,"0,80006841",,"0,27756473"
05/07/2012 6.00,"0,84495703","42,53237152","0,51788081"
05/07/2012 7.00,"0,95740399",,"1,09717113"
05/07/2012 8.00,"1,20758308","41,79906082","1,83213567"
05/07/2012 9.00,"1,24659311",,"2,45194124"
05/07/2012 10.00,"1,30089958","48,64336014","2,53645699"
05/07/2012 11.00,"1,38926134",,"3,08797609"
05/07/2012 12.00,"1,2338317","65,26521301","2,72622105"
05/07/2012 13.00,"1,13994668",,"1,8989007"
05/07/2012 14.00,"0,89782822","57,44316101","1,1004418"
05/07/2012 15.00,"0,86585713",,"0,57508096"
05/07/2012 16.00,"0,89322647","97,0422821","0,64068661"
05/07/2012 17.00,"1,10884001",,"1,68051928"
05/07/2012 18.00,"1,07104974","51,08774185","1,89784913"
05/07/2012 19.00,"1,17156245",,"2,35699513"
05/07/2012 20.00,"1,29177647","28,59935951","2,90886408"
05/07/2012 21.00,"1,07873758",,"2,61694135"
05/07/2012 22.00,"0,90299849","32,99925995","1,48014689"
05/07/2012 23.00,"0,97799071",,"1,1754608"
06/07/2012 0.00,"1,17498405","37,39915085","1,67699537"
06/07/2012 1.00,"1,0545347",,"1,16501723"
06/07/2012 2.00,"0,85472905","54,02101135","0,60923487"
06/07/2012 3.00,,,"0,19533519"
06/07/2012 4.00,"0,75204828","52,0655098","0,14144233"
06/07/2012 5.00,"0,74464121",,
06/07/2012 6.00,"0,78282408","57,1987114","0,16290713"
06/07/2012 7.00,"0,85148452",,"0,37386852"
06/07/2012 8.00,"1,03933611","46,44340134","1,06597262"
06/07/2012 9.00,"1,26757243",,"2,20320744"
06/07/2012 10.00,"1,11605719","52,7988205","2,25430457"
06/07/2012 11.00,"1,29281914",,"1,90917647"
06/07/2012 12.00,"1,35402708","57,1987114","2,5918245"
06/07/2012 13.00,"1,4099063",,"2,43668624"
06/07/2012 14.00,"0,95763932","47,66559982","1,16694343"
06/07/2012 15.00,"0,92053757",,"0,63300521"
06/07/2012 16.00,"0,97275986","67,22071075","0,79257759"
06/07/2012 17.00,"1,08229782",,"0,93388669"
06/07/2012 18.00,"1,06507329","34,71033096","1,40215519"
06/07/2012 19.00,"1,46954149",,"2,11883916"
06/07/2012 20.00,"1,23619199","38,62136078","3,3032282"
06/07/2012 21.00,"1,08398823",,"2,64252093"
06/07/2012 22.00,"0,93518628","36,66585159","1,20433649"
06/07/2012 23.00,"1,11633213",,"1,54724448"
07/07/2012 0.00,"1,1149749","41,79906082","1,64253229"
07/07/2012 1.00,"1,05233285",,"1,67219615"
07/07/2012 2.00,"0,89957689","42,77682114","1,05243126"
07/07/2012 3.00,"0,85337182",,"0,40932725"
07/07/2012 4.00,"0,85036379","31,53263092","0,38288016"
07/07/2012 5.00,"0,8763363",,"0,21601182"
07/07/2012 6.00,"0,95117124","17,11071968","0,26124493"
07/07/2012 7.00,"1,08689724",,"1,13954748"
07/07/2012 8.00,"0,88349406","21,51062965","0,84348048"
07/07/2012 9.00,"0,84607776",,"0,41204162"
07/07/2012 10.00,"0,83343518","35,44364166","0,32108521"
07/07/2012 11.00,"0,85814949",,"0,61656337"
07/07/2012 12.00,"0,89501591","41,55463028","0,30432403"
07/07/2012 13.00,"0,83837012",,"0,38441176"
07/07/2012 14.00,"0,75034272","51,08774185",
07/07/2012 15.00,"0,76617041",,
07/07/2012 16.00,"0,8146181","44,24346161",
07/07/2012 17.00,"0,88888219",,"0,11760181"
07/07/2012 18.00,"0,963342","46,93228149","0,288409"
07/07/2012 19.00,"1,0100783",,"0,93133199"
07/07/2012 20.00,"0,99350385","31,04375076","0,86824138"
07/07/2012 21.00,"0,92150102",,"0,61751935"
07/07/2012 22.00,"1,0437002","40,08798981","0,53732381"
07/07/2012 23.00,"1,12930906",,"0,67804102"
08/07/2012 0.00,"0,96910292","46,44340134","0,90284684"
08/07/2012 1.00,"1,02281991",,"0,83083917"
08/07/2012 2.00,"0,96957475","53,28770065","0,81418172"
08/07/2012 3.00,,,"0,67555547"
08/07/2012 4.00,"0,83130905","36,17697144","0,60837855"
08/07/2012 5.00,"0,77792875",,"0,23755188"
08/07/2012 6.00,"0,79971425","30,55487061","0,16834299"
08/07/2012 7.00,"0,82433187",,"0,49023265"
08/07/2012 8.00,"0,8205363","29,57711983","0,45858666"
08/07/2012 9.00,"0,81048934",,"0,12737417"
08/07/2012 10.00,"0,81925829","48,15447998","0,24176633"
08/07/2012 11.00,"0,8442091",,"0,45672555"
08/07/2012 12.00,"0,87110778","35,44364166","0,3539516"
08/07/2012 13.00,"0,88524389",,"0,25261263"
08/07/2012 14.00,"0,79297007","34,22145081","0,06919668"
08/07/2012 15.00,"0,74816067",,
08/07/2012 16.00,"0,73526296","42,04351044",
08/07/2012 17.00,"0,79141712",,
08/07/2012 18.00,"0,87051713","30,31043053","0,12859151"
08/07/2012 19.00,"1,09844006",,"0,71916748"
08/07/2012 20.00,"1,16808259","25,42164993","1,13183862"
08/07/2012 21.00,"1,38823847",,"2,70308939"
08/07/2012 22.00,"1,44702786","17,84403992","3,34476045"
08/07/2012 23.00,"1,44207312",,"3,76289593"
09/07/2012 0.00,"1,37795618","29,33267975","2,98336747"
09/07/2012 1.00,"1,06764911",,"1,79827567"
09/07/2012 2.00,"0,93648409","24,93276978","0,98714088"
09/07/2012 3.00,"0,87537401",,"0,30636311"
09/07/2012 4.00,"0,86984958","25,17720985","0,19614371"
09/07/2012 5.00,"0,89790628",,"0,13415959"
09/07/2012 6.00,"0,96412837","30,06599045","0,56746871"
09/07/2012 7.00,"1,14452746",,"1,16508842"
09/07/2012 8.00,"1,2424259","26,15497017","2,41998506"
09/07/2012 9.00,"1,05020906",,"1,62452529"
09/07/2012 10.00,"1,00948881","46,93228149","1,58195876"
09/07/2012 11.00,"1,04763208",,"1,525919"
09/07/2012 12.00,"1,08375174","51,57662964","1,67957957"
09/07/2012 13.00,"1,27612586",,"2,16580625"
09/07/2012 14.00,"1,03351577","42,28794098","1,92541084"
09/07/2012 15.00,"0,93660175",,"1,17109279"
09/07/2012 16.00,"1,07374439","22,73282051","1,34479639"
09/07/2012 17.00,"1,3501919",,"2,83446951"
09/07/2012 18.00,"1,49437346","35,44364166","3,76125348"
09/07/2012 19.00,"1,6865705",,"4,65470933"
09/07/2012 20.00,"2,06943028","26,88829041","9,15780838"
09/07/2012 21.00,"2,35417492",,"8,92865794"
09/07/2012 22.00,"1,99343616","37,39915085","6,53633324"
09/07/2012 23.00,"1,63542933",,"4,82249603"
10/07/2012 0.00,"1,36531243","49,86555099","3,06847613"
10/07/2012 1.00,"1,26194897",,"3,303874"
10/07/2012 2.00,"0,9954692","40,08798981","1,32056026"
10/07/2012 3.00,,,"0,77050768"
10/07/2012 4.00,"1,01592427","37,15472031","0,94934509"
10/07/2012 5.00,"0,92185518",,"1,02084833"
10/07/2012 6.00,"1,08428298","33,73257065","0,93963986"
10/07/2012 7.00,"1,25793788",,"2,14483876"
10/07/2012 8.00,"1,0697729","41,55463028","1,43472156"
10/07/2012 9.00,"1,04230453",,"1,26994214"
10/07/2012 10.00,"1,01165105","54,75432968","1,03065119"
10/07/2012 11.00,"1,00215397",,"1,13000599"
10/07/2012 12.00,"1,02156054","47,91004181","0,78486873"
10/07/2012 13.00,"1,09672984",,"1,55600695"
10/07/2012 14.00,"0,91440268","47,66559982","0,96645612"
10/07/2012 15.00,"0,83370895",,"0,39639812"
10/07/2012 16.00,"0,90276316","41,55463028","0,48331806"
10/07/2012 17.00,"1,02596541",,"0,42725085"
10/07/2012 18.00,"1,20587286","39,11024094","1,76387361"
10/07/2012 19.00,"1,34144275",,"2,62695066"
10/07/2012 20.00,"1,8978584","27,62158966","5,48009331"
10/07/2012 21.00,"1,72086111",,"5,89970141"
10/07/2012 22.00,"1,51462582","40,33243179","4,57648576"
10/07/2012 23.00,"1,79306082",,"3,75953882"
11/07/2012 0.00,"1,54075677","33,48814011","3,12159607"
11/07/2012 1.00,"1,25329768",,"2,46606737"
11/07/2012 2.00,"1,00209572","30,06599045","1,00315558"
11/07/2012 3.00,"0,94364068",,"0,44168208"
11/07/2012 4.00,"0,85612472","38,86579132","0,26712014"
11/07/2012 5.00,"0,84959722",,"0,09512916"
11/07/2012 6.00,"0,94242093","36,42140961","0,51718518"
11/07/2012 7.00,"1,16979281",,"1,27227819"
11/07/2012 8.00,"1,23746999","37,39915085","2,34632985"
11/07/2012 9.00,"1,22187763",,"1,74432281"
11/07/2012 10.00,"1,27142625","56,95428085","2,44946077"
11/07/2012 11.00,"1,28121807",,"2,39619235"
11/07/2012 12.00,"1,4646648","53,28770065","3,11713348"
11/07/2012 13.00,"1,36226479",,"4,36290051"
11/07/2012 14.00,"0,9789728","44,24346161","1,21304709"
11/07/2012 15.00,"0,89886973",,"0,53635055"
11/07/2012 16.00,"0,97447008","47,42116165","0,94728262"
11/07/2012 17.00,"1,5661596",,"2,06921159"
11/07/2012 18.00,"1,74490788","35,68809128","4,42373236"
11/07/2012 19.00,"1,98977923",,"6,61536635"
11/07/2012 20.00,"1,89257046","37,88803101","4,50327092"
11/07/2012 21.00,"2,16121247",,"6,93770348"
11/07/2012 22.00,"1,21100469","45,95452118","2,27551919"
11/07/2012 23.00,"1,36491866",,"2,66969721"
12/07/2012 0.00,"1,32718781","47,17671967","2,42771528"
12/07/2012 1.00,"1,16102386",,"2,29732673"
12/07/2012 2.00,"1,17040327","39,35467148","1,63265926"
12/07/2012 3.00,,,"1,99219622"
12/07/2012 4.00,"1,1573576","45,95452118","1,76162299"
12/07/2012 5.00,"1,05846658",,"1,39468329"
12/07/2012 6.00,"1,11310741","56,22097015","1,34531913"
12/07/2012 7.00,"1,32667637",,"2,07725504"
12/07/2012 8.00,"1,26061155","48,88779068","2,51813471"
12/07/2012 9.00,"1,22079651",,"2,25122612"
12/07/2012 10.00,"1,22278167","51,33219147","2,38301915"
12/07/2012 11.00,"1,35561963",,"4,07040215"
12/07/2012 12.00,"1,33165209","52,7988205","3,02034152"
12/07/2012 13.00,"1,31655019",,"2,94041854"
12/07/2012 14.00,"1,17156245","57,68759155","2,4864216"
12/07/2012 15.00,"1,00231241",,"0,88254141"
12/07/2012 16.00,"0,97262239","48,15447998","0,91248088"
12/07/2012 17.00,"1,11122011",,"1,36688156"
12/07/2012 18.00,"1,13001738","50,10998154","1,72715279"
12/07/2012 19.00,"1,13103909",,"1,58472805"
12/07/2012 20.00,"1,54722602","53,28770065","3,17665645"
12/07/2012 21.00,"1,18438211",,"3,40546111"
12/07/2012 22.00,"0,95630307","52,0655098","1,05101357"
12/07/2012 23.00,"0,90877922",,"0,44972045"
13/07/2012 0.00,"0,97631893","41,55463028","0,79458007"
13/07/2012 1.00,"1,02639762",,"1,57559945"
13/07/2012 2.00,"0,92899197","51,08774185","0,85448747"
13/07/2012 3.00,"0,88351387",,"0,57729293"
13/07/2012 4.00,"0,85667576","39,84355164","0,08982856"
13/07/2012 5.00,"0,89527221",,"0,12116335"
13/07/2012 6.00,"0,97907183","25,66609001","0,276923"
13/07/2012 7.00,"1,17415807",,"1,20728477"
13/07/2012 8.00,"1,22980196","36,91028976","2,1629678"
13/07/2012 9.00,"1,08658385",,"1,58377919"
13/07/2012 10.00,"1,04804565","60,86531067","1,37310967"
13/07/2012 11.00,"1,3542228",,"2,41917553"
13/07/2012 12.00,"1,356759","52,30994034","3,4637942"
13/07/2012 13.00,"1,16196751",,"2,68840492"
13/07/2012 14.00,"0,87973927","41,31018066","0,90080978"
13/07/2012 15.00,"0,8656218",,"0,12971835"
13/07/2012 16.00,"0,90716803","54,99877167","0,54964884"
13/07/2012 17.00,"1,01186774",,"1,09137524"
13/07/2012 18.00,"1,06175071","44,24346161","1,50980769"
13/07/2012 19.00,"1,29006508",,"1,93534083"
13/07/2012 20.00,"1,70831756","31,04375076","3,66847969"
13/07/2012 21.00,"1,70047245",,"4,93344869"
13/07/2012 22.00,"1,54333259","37,39915085","2,96223421"
13/07/2012 23.00,"1,25512557",,"3,30133048"
14/07/2012 0.00,"1,06808132","36,91028976","1,37017054"
14/07/2012 1.00,"1,05624492",,"1,35069499"
14/07/2012 2.00,"0,94694346","29,33267975","0,93362126"
14/07/2012 3.00,,,"0,07732963"
14/07/2012 4.00,"0,84764818","19,55512047",
14/07/2012 5.00,"0,86719455",,
14/07/2012 6.00,"0,94012122","27,62158966",
