"NetC","Provincia Bari","","","","","","","","","",""
"Stat","Casamassima","","","","","","","","","",""
,NO2,NOX,PM10
02/06/2012 19.00,"2,90853249","4,78713367",
02/06/2012 20.00,"3,57498877","5,54586307","3,41880298"
02/06/2012 21.00,"4,3361923","6,51340773",
02/06/2012 22.00,"4,1733071","5,98164802","2,19780207"
02/06/2012 23.00,"3,27128669","4,9531469",
03/06/2012 0.00,"3,5788816","5,59903962","4,63980484"
03/06/2012 1.00,"4,81510623","6,94140893",
03/06/2012 2.00,"4,97863768","6,74297201","7,57020807"
03/06/2012 3.00,"4,33684046","5,7786701",
03/06/2012 4.00,"4,6178299","6,50238314","4,39560509"
03/06/2012 5.00,"5,7015515","7,76433946",
03/06/2012 6.00,"4,85339212","6,79809306","4,39560509"
03/06/2012 7.00,"5,20446782","7,39340382",
03/06/2012 8.00,"5,5081699","7,83113327","15,14041042"
03/06/2012 9.00,"6,02666989","8,19687975",
03/06/2012 10.00,"4,53800963","6,88628597","16,36141014"
03/06/2012 11.00,"4,48349851","6,61003065",
03/06/2012 12.00,"4,29335967","6,55685602","11,47741032"
03/06/2012 13.00,"4,58473318","6,91417249",
03/06/2012 14.00,"3,49127567","5,40578995","6,59340715"
03/06/2012 15.00,"3,3329353","5,35845074",
03/06/2012 16.00,"5,57890243","7,66512005","7,08180714"
03/06/2012 17.00,"5,85859553","8,48675425",
03/06/2012 18.00,"3,32579781","5,09711094","4,39560509"
03/06/2012 19.00,"4,08699942","5,98359253",
03/06/2012 20.00,"3,59964783","5,7313309","2,686203"
03/06/2012 21.00,"4,8754566","6,87915421",
03/06/2012 22.00,"3,77745618","5,46285742","1,70940197"
03/06/2012 23.00,"4,64703187","6,52508049",
04/06/2012 0.00,"8,13051997","9,8304199","4,88400507"
04/06/2012 1.00,"13,31746049","15,13439776",
04/06/2012 2.00,,,"4,39560509"
04/06/2012 3.00,"9,23955262","11,17343738",
04/06/2012 4.00,"8,43162746","10,65594502","7,32600689"
04/06/2012 5.00,"7,55296595","9,52433355",
04/06/2012 6.00,"7,1103934","9,51849622","6,83760691"
04/06/2012 7.00,"7,6094254","10,29927671",
04/06/2012 8.00,"8,03058355","10,7772117","18,31501007"
04/06/2012 9.00,"7,42317939","10,42767516",
04/06/2012 10.00,"14,33499056","22,79625976","12,69841003"
04/06/2012 11.00,"12,80155509","20,2840256",
04/06/2012 12.00,"7,02732847","9,5081217","7,08180714"
04/06/2012 13.00,"6,23368022","8,73382862",
04/06/2012 14.00,"5,12075473","7,36162829","4,63980484"
04/06/2012 15.00,"5,38292434","7,31493725",
04/06/2012 16.00,"5,56527561","7,86679972","10,01220989"
04/06/2012 17.00,"5,10518149","7,19042781",
04/06/2012 18.00,"5,42380864","7,38691831","6,10500622"
04/06/2012 19.00,"6,7138924","8,88038534",
04/06/2012 20.00,"9,10003016","12,57222407","3,41880298"
04/06/2012 21.00,"6,58215942","9,04574848",
04/06/2012 22.00,"3,88258368","5,54002765","6,10500622"
04/06/2012 23.00,"3,56655302","5,18984485",
05/06/2012 0.00,"5,02341481","7,07175379","7,32600689"
05/06/2012 1.00,"7,08768075","9,27077558",
05/06/2012 2.00,"3,0993195","4,38247799","3,90720391"
05/06/2012 3.00,"3,09607483","5,36623258",
05/06/2012 4.00,"2,46530794","4,37923524","2,93040299"
05/06/2012 5.00,"3,24792587","4,93239405",
05/06/2012 6.00,"4,67104277","6,55685602","2,19780207"
05/06/2012 7.00,"5,36150994","7,99325558",
05/06/2012 8.00,"5,49194658","8,31879461","1,70940197"
05/06/2012 9.00,"5,3556707","8,47767416",
05/06/2012 10.00,"10,03904204","16,38986858","4,88400507"
05/06/2012 11.00,"12,95665653","19,26135416",
05/06/2012 12.00,"13,09747533","21,37608352","5,37240601"
05/06/2012 13.00,"11,33236664","19,1465768",
05/06/2012 14.00,"10,09225491","15,57731447","4,63980484"
05/06/2012 15.00,"6,87742576","12,58713958",
05/06/2012 16.00,"7,60228599","13,04886082","3,17460299"
05/06/2012 17.00,"12,3200523","21,94285768",
05/06/2012 18.00,"12,36093086","17,34962949","5,86080599"
05/06/2012 19.00,"16,47194118","22,9570972",
05/06/2012 20.00,"19,91323144","24,68596584","3,66300392"
05/06/2012 21.00,"20,93466008","26,08927824",
05/06/2012 22.00,"12,37975068","14,5364905","7,57020807"
05/06/2012 23.00,"14,02349899","17,42161246",
06/06/2012 0.00,"9,77687051","12,63383062","4,63980484"
06/06/2012 1.00,"6,67949934","8,66833115",
06/06/2012 2.00,,,"6,34920597"
06/06/2012 3.00,"15,07477969","17,27959293",
06/06/2012 4.00,"16,26687727","23,35267088","4,39560509"
06/06/2012 5.00,"26,33965464","39,47987464",
06/06/2012 6.00,"19,82692376","30,70457856","3,17460299"
06/06/2012 7.00,"22,23642616","34,49886608",
06/06/2012 8.00,"24,06123896","39,18418384","9,76801014"
06/06/2012 9.00,"15,64844087","24,80917512",
06/06/2012 10.00,"14,15394328","22,56540488","9,27960968"
06/06/2012 11.00,"12,73018013","18,82169741",
06/06/2012 12.00,"13,94952945","20,963646","7,32600689"
06/06/2012 13.00,"12,18507084","20,86053184",
06/06/2012 14.00,"8,81644614","14,6298745","8,30280876"
06/06/2012 15.00,"8,43616846","13,35235449",
06/06/2012 16.00,"10,44008213","15,99429108","4,63980484"
06/06/2012 17.00,"13,64322514","22,55697296",
06/06/2012 18.00,"15,46025036","22,54789096","2,93040299"
06/06/2012 19.00,"15,41223048","22,54140928",
06/06/2012 20.00,"16,5303394","18,99095147","2,19780207"
06/06/2012 21.00,"8,50625282","10,76877978",
06/06/2012 22.00,"4,6892125","6,33053258","2,19780207"
06/06/2012 23.00,"4,07596718","5,82925206",
07/06/2012 0.00,"3,70282891","5,52446397","1,70940197"
07/06/2012 1.00,"3,38355359","5,14574648",
07/06/2012 2.00,"3,1707021","4,93823138","1,22100103"
07/06/2012 3.00,"3,45558437","5,16390474",
07/06/2012 4.00,"5,27390402","7,67290189","1,70940197"
07/06/2012 5.00,"9,06758352","11,72465168",
07/06/2012 6.00,"14,73084913","18,33922142","1,22100103"
07/06/2012 7.00,"22,01968184","30,74023736",
07/06/2012 8.00,"26,539516","38,6349236","10,25640965"
07/06/2012 9.00,"16,2545487","22,76903288",
07/06/2012 10.00,"12,58222001","19,23087688","8,54700947"
07/06/2012 11.00,"11,60361826","15,73489578",
07/06/2012 12.00,"12,3674221","17,1524889","11,47741032"
07/06/2012 13.00,"12,66787761","17,71991506",
07/06/2012 14.00,"10,16817852","13,48205118","10,7448101"
07/06/2012 15.00,"8,18048818","12,11568818",
07/06/2012 16.00,"6,74179613","10,22016006","5,86080599"
07/06/2012 17.00,"3,80730824","5,59320228",
07/06/2012 18.00,"3,39653034","5,29879061","7,57020807"
07/06/2012 19.00,"3,04805304","5,28257876",
07/06/2012 20.00,"3,65091429","5,71057996","4,63980484"
07/06/2012 21.00,"5,25962711","7,15216678",
07/06/2012 22.00,"4,33554222","6,24104142","2,93040299"
07/06/2012 23.00,"2,48347768","4,45834998",
08/06/2012 0.00,"2,30956216","3,81505184","2,686203"
08/06/2012 1.00,"2,17782918","3,93502028",
08/06/2012 2.00,,,"1,70940197"
08/06/2012 3.00,"12,66852769","14,57669795",
08/06/2012 4.00,"9,79893499","11,73632444","1,46520102"
08/06/2012 5.00,"10,05915819","12,1973975",
08/06/2012 6.00,"9,51534906","11,35306786","1,70940197"
08/06/2012 7.00,"9,02085998","11,50935283",
08/06/2012 8.00,"9,74766854","12,41269635","10,01220989"
08/06/2012 9.00,"7,1843725","9,9944867",
08/06/2012 10.00,"5,38811734","7,66447188","9,27960968"
08/06/2012 11.00,"5,86184019","9,21695087",
08/06/2012 12.00,"7,39138092","11,4775773","6,10500622"
08/06/2012 13.00,"5,52828606","7,67484639",
08/06/2012 14.00,"5,05910611","7,0847248","9,27960968"
08/06/2012 15.00,"3,87220152","6,26049602",
08/06/2012 16.00,"3,1635627","5,08479001","5,86080599"
08/06/2012 17.00,"3,75149887","5,72873822",
08/06/2012 18.00,"4,25247729","6,80133581","2,93040299"
08/06/2012 19.00,"4,68012668","6,53675134",
08/06/2012 20.00,"5,06559544","6,97512896","2,19780207"
08/06/2012 21.00,"5,03769171","6,85645686",
08/06/2012 22.00,"5,09674383","7,13854951","1,95360196"
08/06/2012 23.00,"5,48415901","7,30974999",
09/06/2012 0.00,"7,30702157","9,53730265","1,95360196"
09/06/2012 1.00,"12,38689009","14,22651515",
09/06/2012 2.00,"13,34860697","14,91974899","3,17460299"
09/06/2012 3.00,"8,12986989","9,8129098",
09/06/2012 4.00,"8,38620026","10,11445706","5,61660624"
09/06/2012 5.00,"14,2636156","16,40283959",
09/06/2012 6.00,"15,43882831","18,01238414","3,41880298"
09/06/2012 7.00,"10,3206739","13,27518426",
09/06/2012 8.00,"8,08249818","10,89458747","10,7448101"
09/06/2012 9.00,"5,26741469","7,93489178",
09/06/2012 10.00,"4,53152222","6,50173306","11,96580982"
09/06/2012 11.00,"4,77616835","7,10936666",
09/06/2012 12.00,"4,80796682","6,62235158","14,89620972"
09/06/2012 13.00,"14,75615636","20,94160064",
09/06/2012 14.00,"8,9533702","14,46645586","8,05860806"
09/06/2012 15.00,"11,2512443","19,39624576",
09/06/2012 16.00,"11,59388235","19,06617529","14,89620972"
09/06/2012 17.00,"10,18504427","17,59346111",
09/06/2012 18.00,"8,3303928","10,70911965","12,45421028"
09/06/2012 19.00,"8,24603154","8,70464577",
09/06/2012 20.00,"9,78465809","10,1611481","7,08180714"
09/06/2012 21.00,"12,4225833","13,23433055",
09/06/2012 22.00,"13,06956395","14,08773837","3,41880298"
09/06/2012 23.00,"15,68672676","17,95985576",
10/06/2012 0.00,"11,4744856","14,5864243","1,46520102"
10/06/2012 1.00,"13,78664617","17,95402034",
10/06/2012 2.00,,,"0,48840001"
10/06/2012 3.00,,,
10/06/2012 4.00,,,"0,97680098"
10/06/2012 5.00,,,
10/06/2012 6.00,,,"6,83760691"
10/06/2012 7.00,,,
10/06/2012 8.00,,,"11,47741032"
10/06/2012 9.00,,,
10/06/2012 10.00,,,"19,04759979"
10/06/2012 11.00,,,
10/06/2012 12.00,,,"16,11721039"
10/06/2012 13.00,,,
10/06/2012 14.00,,,"13,67521"
10/06/2012 15.00,,,
10/06/2012 16.00,,,"14,40781021"
10/06/2012 17.00,,,
10/06/2012 18.00,,,"8,05860806"
10/06/2012 19.00,,,
10/06/2012 20.00,,,"4,88400507"
10/06/2012 21.00,,,
10/06/2012 22.00,,,"2,19780207"
10/06/2012 23.00,,,
11/06/2012 0.00,,,"4,88400507"
11/06/2012 1.00,,,
11/06/2012 2.00,,,"2,686203"
11/06/2012 3.00,,,
11/06/2012 4.00,,,"7,32600689"
11/06/2012 5.00,,,
11/06/2012 6.00,,,"4,1514039"
11/06/2012 7.00,,,
11/06/2012 8.00,,,"7,08180714"
11/06/2012 9.00,,,
11/06/2012 10.00,,,"12,45421028"
11/06/2012 11.00,,,
11/06/2012 12.00,,,"11,23320961"
11/06/2012 13.00,"30,18329088","41,09138472",
11/06/2012 14.00,"19,52387176","28,09764304","15,62880993"
11/06/2012 15.00,"18,60110041","24,05043616",
11/06/2012 16.00,"17,36422761","19,94162464","12,21000957"
11/06/2012 17.00,"14,81195808","16,12852878",
11/06/2012 18.00,"12,57832526","14,85360144","6,83760691"
11/06/2012 19.00,"17,03975356","23,0738248",
11/06/2012 20.00,"13,19480951","17,16999709","3,17460299"
11/06/2012 21.00,"10,77882543","13,56441058",
11/06/2012 22.00,"14,6036495","20,66015424","1,46520102"
11/06/2012 23.00,"10,36479904","14,21743506",
12/06/2012 0.00,"8,35764836","11,02558242","0,48840001"
12/06/2012 1.00,"6,36411686","8,74031222",
12/06/2012 2.00,,,"0,24420001"
12/06/2012 3.00,"18,23834238","20,38518952",
12/06/2012 4.00,"13,24413146","15,51246517","3,17460299"
12/06/2012 5.00,"16,55500611","18,83077558",
12/06/2012 6.00,"14,19482375","17,42809606","4,1514039"
12/06/2012 7.00,"13,29021066","17,47413893",
12/06/2012 8.00,"11,40499205","16,14799294","10,98900986"
12/06/2012 9.00,,,
12/06/2012 10.00,"22,91975584","26,8538488","12,69841003"
12/06/2012 11.00,"13,83012314","18,78991997",
12/06/2012 12.00,"11,07927902","15,99753383","11,96580982"
12/06/2012 13.00,"9,99945599","15,40351941",
12/06/2012 14.00,"10,48745193","16,8652109","11,96580982"
12/06/2012 15.00,"11,74249446","19,23087688",
12/06/2012 16.00,"11,49784068","18,10965714","12,21000957"
12/06/2012 17.00,"10,72106965","15,00080823",
12/06/2012 18.00,"9,79114742","10,84724826","10,50061035"
12/06/2012 19.00,,,
12/06/2012 20.00,,,"5,86080599"
12/06/2012 21.00,"9,10327482","9,17415075",
12/06/2012 22.00,"9,40567866","10,03144949","4,1514039"
12/06/2012 23.00,"10,43294081","12,24279221",
13/06/2012 0.00,"8,66654152","11,37641338","8,54700947"
13/06/2012 1.00,"5,21160532","7,40118566",
13/06/2012 2.00,"4,06882969","5,96413793","6,10500622"
13/06/2012 3.00,"4,40822307","5,85908309",
13/06/2012 4.00,"5,05975428","7,2014524","3,66300392"
13/06/2012 5.00,"4,91763723","6,97772354",
13/06/2012 6.00,"5,49583942","7,88949707","3,90720391"
13/06/2012 7.00,"5,91440298","9,32849122",
13/06/2012 8.00,"8,94039346","17,31525938","14,16361046"
13/06/2012 9.00,"7,58476442","14,73168658",
13/06/2012 10.00,"10,88525118","18,71469615","7,81440783"
13/06/2012 11.00,"12,04684662","21,10825056",
13/06/2012 12.00,"9,0870515","17,09347885","12,45421028"
13/06/2012 13.00,"8,83461588","15,03453018",
13/06/2012 14.00,"8,41540223","13,20968678","11,72161007"
13/06/2012 15.00,"6,99034083","12,16237922",
13/06/2012 16.00,"6,64380804","12,44901097","8,54700947"
13/06/2012 17.00,"8,53545671","14,54362609",
13/06/2012 18.00,"9,78725458","13,81342946","12,45421028"
13/06/2012 19.00,"15,03843448","18,3761842",
13/06/2012 20.00,"20,50182152","25,8992828","7,08180714"
13/06/2012 21.00,"21,18580128","25,33508984",
13/06/2012 22.00,"23,04241064","26,83440376","4,1514039"
13/06/2012 23.00,"20,02615416","25,14119392",
14/06/2012 0.00,"12,85736828","17,73677698","5,61660624"
14/06/2012 1.00,"8,62176439","13,32706255",
14/06/2012 2.00,,,"2,686203"
14/06/2012 3.00,"15,49594358","18,34894776",
14/06/2012 4.00,"14,40507492","20,14007112","5,86080599"
14/06/2012 5.00,"24,04242488","34,65580304",
14/06/2012 6.00,"20,30584152","28,2429168","5,37240601"
14/06/2012 7.00,,"28,85814104",
14/06/2012 8.00,"15,24804513","25,14379424","13,18680954"
14/06/2012 9.00,"13,97028994","21,5498652",
14/06/2012 10.00,"12,77559778","19,94422496","16,11721039"
14/06/2012 11.00,"9,58218876","14,36399369",
14/06/2012 12.00,"8,0150084","13,96841618","10,50061035"
14/06/2012 13.00,"7,33297697","11,56252938",
14/06/2012 14.00,"6,03640388","8,91216086","7,08180714"
14/06/2012 15.00,"6,41148857","9,57426734",
14/06/2012 16.00,"7,3323288","11,58198398","8,79120922"
14/06/2012 17.00,"9,12339098","14,19603596",
14/06/2012 18.00,"8,58737134","12,68700526","1,46520102"
14/06/2012 19.00,"9,94818954","14,03132098",
14/06/2012 20.00,"15,45570554","19,53436864","1,46520102"
14/06/2012 21.00,"23,19426168","29,1494916",
14/06/2012 22.00,"16,07479393","19,5687464","1,70940197"
14/06/2012 23.00,"13,76393352","17,06040507",
15/06/2012 0.00,"12,03062139","13,99954546","1,70940197"
15/06/2012 1.00,"11,8625413","15,04944569",
15/06/2012 2.00,"9,77881693","12,14098012","1,95360196"
15/06/2012 3.00,"5,67883885","6,85126769",
15/06/2012 4.00,"11,39336518","16,43850604","7,32600689"
15/06/2012 5.00,"31,08403408","45,18786384",
15/06/2012 6.00,"23,83669368","35,10196824","4,63980484"
15/06/2012 7.00,"20,01317168","28,76818144",
15/06/2012 8.00,"15,0799765","22,83451888","21,48962021"
15/06/2012 9.00,"18,54918578","28,11515696",
15/06/2012 10.00,"10,26291812","16,24395813","12,69841003"
15/06/2012 11.00,"8,46602052","14,12924215",
15/06/2012 12.00,"11,04878454","18,72507066","7,08180714"
15/06/2012 13.00,"7,94362579","13,25378324",
15/06/2012 14.00,"6,83654146","10,38876596","10,7448101"
15/06/2012 15.00,"7,82032856","11,93087044",
15/06/2012 16.00,"8,30248907","13,92237522","8,05860806"
15/06/2012 17.00,"10,55234903","16,23747454",
15/06/2012 18.00,"13,49721908","19,41959128","5,61660624"
15/06/2012 19.00,"18,6393863","24,31371856",
15/06/2012 20.00,"21,42005952","27,7610928","3,41880298"
15/06/2012 21.00,"19,40446736","21,66789296",
15/06/2012 22.00,"14,19157909","16,4067286","3,66300392"
15/06/2012 23.00,"16,86389354","20,14590272",
16/06/2012 0.00,"14,4232523","16,47935974","2,686203"
16/06/2012 1.00,"18,3025875","20,78011312",
16/06/2012 2.00,,,"2,44200301"
16/06/2012 3.00,"16,602374","18,85476736",
16/06/2012 4.00,"16,1137299","20,14525264","1,46520102"
16/06/2012 5.00,"22,09560736","29,59435664",
16/06/2012 6.00,"24,84125848","34,88082632","6,83760691"
16/06/2012 7.00,"25,8328408","40,32358288",
16/06/2012 8.00,"14,49852392","23,46484792","13,18680954"
16/06/2012 9.00,"8,82877472","13,38218551",
16/06/2012 10.00,"11,45566961","17,3081257","11,47741032"
16/06/2012 11.00,"10,27784128","14,99043372",
16/06/2012 12.00,"10,13768021","14,68110462","6,83760691"
16/06/2012 13.00,"10,00075424","15,25955537",
16/06/2012 14.00,"8,18048818","11,53658927","8,30280876"
16/06/2012 15.00,"6,8307003","9,77335243",
16/06/2012 16.00,"5,98773392","9,43484239","4,88400507"
16/06/2012 17.00,"7,7521887","11,86731747",
16/06/2012 18.00,"14,23765829","19,26978608","5,61660624"
16/06/2012 19.00,"16,59978133","22,90520552",
16/06/2012 20.00,"17,73347305","22,96097856","3,66300392"
16/06/2012 21.00,"26,87113328","32,30050584",
16/06/2012 22.00,"22,11379048","25,86490504","4,63980484"
16/06/2012 23.00,"18,36812512","23,82671304",
17/06/2012 0.00,"17,57188419","22,30082232","2,44200301"
17/06/2012 1.00,"12,66073629","16,37819582",
17/06/2012 2.00,"8,17984001","10,01848039","8,79120922"
17/06/2012 3.00,"5,74827504","7,43101668",
17/06/2012 4.00,"12,68539344","17,14146431","6,83760691"
17/06/2012 5.00,"16,98135917","22,93180144",
17/06/2012 6.00,"11,8800686","16,12723244","4,63980484"
17/06/2012 7.00,"12,39142726","17,72575239",
17/06/2012 8.00,"8,73078663","13,8082403","14,40781021"
17/06/2012 9.00,"7,57308402","11,86083388",
17/06/2012 10.00,"8,2849675","12,77195733","11,72161007"
17/06/2012 11.00,"11,36611535","16,32437111",
17/06/2012 12.00,"6,09415966","10,50873822","14,16361046"
17/06/2012 13.00,"4,42704289","7,13595493",
17/06/2012 14.00,"3,0727121","5,33316072","7,81440783"
17/06/2012 15.00,"2,67361652","4,79815826",
17/06/2012 16.00,"2,88581984","5,64962158","4,1514039"
17/06/2012 17.00,"5,61459374","8,89011359",
17/06/2012 18.00,"12,16754545","16,3937595","2,93040299"
17/06/2012 19.00,"12,91576458","17,57076376",
17/06/2012 20.00,"22,83604848","28,93160008","2,19780207"
17/06/2012 21.00,"18,6601487","22,00964384",
17/06/2012 22.00,"22,59788976","27,52698752","2,19780207"
17/06/2012 23.00,"19,13971272","24,57637",
18/06/2012 0.00,"14,36678712","18,40731156","11,47741032"
18/06/2012 1.00,"6,51921256","8,68908209",
18/06/2012 2.00,,,"6,10500622"
18/06/2012 3.00,"8,70937032","10,6280585",
18/06/2012 4.00,"9,98777558","13,93210157","9,27960968"
18/06/2012 5.00,"32,09183016","48,20203624",
18/06/2012 6.00,"37,72005072","53,00735112","6,10500622"
18/06/2012 7.00,"30,2936324","46,37655424",
18/06/2012 8.00,"17,93658672","29,72794808","16,36141014"
18/06/2012 9.00,"14,85803728","20,49283512",
18/06/2012 10.00,"15,48815218","22,47720432","17,82661057"
18/06/2012 11.00,"13,91837341","19,33269088",
18/06/2012 12.00,"13,27462786","18,87941113","10,25640965"
18/06/2012 13.00,"9,1564877","13,04756448",
18/06/2012 14.00,"8,5763391","12,23760495","9,52380943"
18/06/2012 15.00,"7,97672251","11,05735794",
18/06/2012 16.00,"12,04035538","16,45406781","9,52380943"
18/06/2012 17.00,"16,42716597","22,04012112",
18/06/2012 18.00,"17,68869592","23,21777928","9,52380943"
18/06/2012 19.00,"22,24810848","29,03666448",
18/06/2012 20.00,"20,19553824","24,29752392","6,10500622"
18/06/2012 21.00,"17,32334522","19,00067782",
18/06/2012 22.00,"20,4109824","27,73902832","5,61660624"
18/06/2012 23.00,"23,22930864","30,62609096",
19/06/2012 0.00,"12,38169136","15,51765434","8,05860806"
19/06/2012 1.00,"9,55104037","11,42893985",
19/06/2012 2.00,"10,17985702","12,03008794","12,69841003"
19/06/2012 3.00,"4,26870252","5,54391857",
19/06/2012 4.00,"9,59646758","13,19347494","10,01220989"
19/06/2012 5.00,"35,26576928","51,74862416",
19/06/2012 6.00,"29,28386696","43,49469224","5,37240601"
19/06/2012 7.00,"25,99312376","38,33726344",
19/06/2012 8.00,"12,81324314","21,42665592","21,0012207"
19/06/2012 9.00,"13,83206573","20,7301908",
19/06/2012 10.00,"14,75095763","21,55376568","17,09399986"
19/06/2012 11.00,"12,6490597","18,86903662",
19/06/2012 12.00,"14,49398674","21,86373912","14,40781021"
19/06/2012 13.00,"8,79957274","14,5604861",
19/06/2012 14.00,"10,6483907","15,92425452","7,81440783"
19/06/2012 15.00,"7,30377499","10,98667322",
19/06/2012 16.00,"7,96114736","12,56768498","7,08180714"
19/06/2012 17.00,"10,09744599","16,4975161",
19/06/2012 18.00,"14,50371118","20,69516296","10,98900986"
19/06/2012 19.00,"28,24297416","37,63817888",
19/06/2012 20.00,"28,44610504","33,73301448","6,34920597"
19/06/2012 21.00,"25,46682664","32,47361832",
19/06/2012 22.00,"22,50185","28,01399304","5,12820482"
19/06/2012 23.00,"17,51218582","20,82357288",
20/06/2012 0.00,"12,93329189","15,13504593","5,61660624"
20/06/2012 1.00,"7,70546707","9,8109653",
20/06/2012 2.00,,,"8,54700947"
20/06/2012 3.00,"10,35117986","12,48792017",
20/06/2012 4.00,"11,71718723","15,56564171","9,27960968"
20/06/2012 5.00,"24,3136612","36,5396584",
20/06/2012 6.00,"40,20870992","66,50171176","5,61660624"
20/06/2012 7.00,"27,77833904","42,87214504",
20/06/2012 8.00,"20,67898744","34,03065552","20,75702095"
20/06/2012 9.00,"17,84119322","26,43622976",
20/06/2012 10.00,"12,60493266","19,54928224","14,89620972"
20/06/2012 11.00,"12,50628684","18,80483548",
20/06/2012 12.00,"15,6549302","24,44535976","11,72161007"
20/06/2012 13.00,"10,56402562","15,64021736",
20/06/2012 14.00,"7,73077622","12,32709611","11,96580982"
20/06/2012 15.00,"6,25704103","9,90759013",
20/06/2012 16.00,"6,74049979","10,2863057","6,83760691"
20/06/2012 17.00,"13,0053284","18,38591246",
20/06/2012 18.00,"15,86713543","22,84490104","10,50061035"
20/06/2012 19.00,"17,6173114","24,09777728",
20/06/2012 20.00,"29,97304736","34,21223816","6,10500622"
20/06/2012 21.00,"30,12877976","39,37742968",
20/06/2012 22.00,"21,9599892","28,29218904","6,83760691"
20/06/2012 23.00,"15,20261792","17,78735894",
21/06/2012 0.00,"11,2499537","14,02548365","4,39560509"
21/06/2012 1.00,"9,36220169","11,68055331",
21/06/2012 2.00,"14,59391551","18,50653098","6,10500622"
21/06/2012 3.00,"7,02473198","9,23316272",
21/06/2012 4.00,"7,49001909","9,11319237","10,01220989"
21/06/2012 5.00,"20,2759952","26,52506128",
21/06/2012 6.00,"22,96648512","27,71115136","8,79120922"
21/06/2012 7.00,"16,59653858","19,90724688",
21/06/2012 8.00,"7,41539182","10,18643812","22,46640968"
21/06/2012 9.00,"9,36674269","14,42560024",
21/06/2012 10.00,"19,5199904","30,26554512","24,90842056"
21/06/2012 11.00,"10,19477635","14,58123704",
21/06/2012 12.00,"13,87944509","19,49222816",
21/06/2012 13.00,"8,97997568","12,26808223",
21/06/2012 14.00,"6,38034018","9,48672069",
21/06/2012 15.00,"8,28691392","12,48597566",
21/06/2012 16.00,"7,26808369","10,80509631",
21/06/2012 17.00,"8,02733889","12,01711885",
21/06/2012 18.00,"5,57111486","7,45241578","3,41880298"
21/06/2012 19.00,"4,48479676","6,00888446",
21/06/2012 20.00,"4,42120173","6,20213222","18,07081032"
21/06/2012 21.00,"3,58602101","5,3895781",
21/06/2012 22.00,"3,80471366","5,69631262","22,95482063"
21/06/2012 23.00,"9,29795658","13,58256694",
22/06/2012 0.00,"16,99043926","23,1393108","27,35042"
22/06/2012 1.00,"8,8677126","12,90360044",
22/06/2012 2.00,,,"26,37360954"
22/06/2012 3.00,"10,69965716","12,68506075",
22/06/2012 4.00,"12,5004495","16,16549156","31,50181961"
22/06/2012 5.00,"16,73800746","23,02778384",
22/06/2012 6.00,"14,62831813","18,54284559","39,80464172"
22/06/2012 7.00,"19,9087","28,7603996",
22/06/2012 8.00,"13,49981175","20,64199024","58,11965179"
22/06/2012 9.00,"10,99037867","15,90934092",
22/06/2012 10.00,"9,8346263","14,48461221","55,92184067"
22/06/2012 11.00,"9,55753161","13,51901588",
22/06/2012 12.00,"10,13962662","15,44502319","62,75946045"
22/06/2012 13.00,"9,48484884","13,67659718",
22/06/2012 14.00,"8,17984001","11,4886019","43,71184158"
22/06/2012 15.00,"7,03965705","10,95749036",
22/06/2012 16.00,"10,30769525","14,67526729","38,82783127"
22/06/2012 17.00,"12,61401848","17,39372594",
22/06/2012 18.00,"17,15267246","23,31441176","37,6068306"
22/06/2012 19.00,"19,01641931","23,77937192",
22/06/2012 20.00,"21,51156784","26,14116992","40,29304123"
22/06/2012 21.00,"20,78280904","24,16393248",
22/06/2012 22.00,"20,63485848","25,30786296","36,14162064"
22/06/2012 23.00,"14,46607537","17,0986661",
23/06/2012 0.00,"10,54845238","12,68895167","52,01464081"
23/06/2012 1.00,"22,69522968","27,17030392",
23/06/2012 2.00,"19,06898593","22,900024","54,45664978"
23/06/2012 3.00,"4,93970171","7,0069064",
23/06/2012 4.00,"12,88008093","16,32696378","56,89865112"
23/06/2012 5.00,"17,01834298","21,43768816",
23/06/2012 6.00,"14,88140192","18,95333861","47,61904144"
23/06/2012 7.00,"13,70746834","19,05580078",
23/06/2012 8.00,"11,16234395","16,90087735","56,16604996"
23/06/2012 9.00,"11,89045458","16,3548503",
23/06/2012 10.00,"11,82166274","16,19661892","46,64223099"
23/06/2012 11.00,"10,76454279","14,97811279",
23/06/2012 12.00,"9,27459385","14,56956428","45,90964127"
23/06/2012 13.00,"8,2083919","11,88223298",
23/06/2012 14.00,"4,07207435","7,00820274","33,94382095"
23/06/2012 15.00,"4,03313838","6,94335343",
23/06/2012 16.00,"4,68077485","8,14435329","30,28083038"
23/06/2012 17.00,"7,50754066","11,43607352",
23/06/2012 18.00,"8,4160504","12,08715541","25,64101982"
23/06/2012 19.00,"10,98064468","14,46710402",
23/06/2012 20.00,"20,73998024","26,75916656","21,48962021"
23/06/2012 21.00,"28,36497888","32,49115136",
23/06/2012 22.00,"22,8477308","25,56336352","28,81562042"
23/06/2012 23.00,"19,5686508","23,22816144",
24/06/2012 0.00,"19,73673472","24,26832768","39,31623077"
24/06/2012 1.00,"16,74903205","21,32226072",
24/06/2012 2.00,,,"33,45542145"
24/06/2012 3.00,"9,99815774","12,61567236",
24/06/2012 4.00,"12,93394197","15,93203636","41,75823975"
24/06/2012 5.00,"21,7393444","27,86418784",
24/06/2012 6.00,"15,4297444","20,26003","33,94382095"
24/06/2012 7.00,"14,52058649","21,40979208",
