"NetC","Provincia Bari","","","","","","","","","",""
"Stat","Casamassima","","","","","","","","","",""
,NO2,NOX,PM10
06/03/2012 17.00,"24,42333352","34,36980608",
06/03/2012 18.00,"27,58560944","36,47348408","7,81440783"
06/03/2012 19.00,"25,36625544","34,93334896",
06/03/2012 20.00,"30,0879012","36,39696584","23,68741989"
06/03/2012 21.00,"23,97168088","33,12083032",
06/03/2012 22.00,"15,04103862","18,13494716","22,46640968"
06/03/2012 23.00,"11,35962602","14,2232724",
07/03/2012 0.00,"7,3466057","9,91991106","20,51280975"
07/03/2012 1.00,"2,46855261","4,30984685",
07/03/2012 2.00,"2,18691501","3,75798438","15,14041042"
07/03/2012 3.00,"2,22195814","3,87406381",
07/03/2012 4.00,"1,65803095","3,85201462","17,09399986"
07/03/2012 5.00,"0,68332968","2,09720779",
07/03/2012 6.00,"10,69705302","19,38133216","10,50061035"
07/03/2012 7.00,"23,67057912","49,1974808",
07/03/2012 8.00,"17,82172714","34,47292024","25,64101982"
07/03/2012 9.00,"27,79457192","62,20030448",
07/03/2012 10.00,"11,20582666","22,98562424","26,61782074"
07/03/2012 11.00,"11,98519418","21,15429152",
07/03/2012 12.00,"13,83726254","22,36955872","20,02441978"
07/03/2012 13.00,"14,8950211","24,45574192",
07/03/2012 14.00,"21,82890248","34,2680112","21,0012207"
07/03/2012 15.00,"20,80747384","29,48671104",
07/03/2012 16.00,"20,50117144","29,1105824","27,8388195"
07/03/2012 17.00,"16,19095558","22,15361744",
07/03/2012 18.00,"31,45781096","41,82934024","32,47863007"
07/03/2012 19.00,"39,50073456","50,79793952",
07/03/2012 20.00,"49,82010448","66,06269744","30,76922989"
07/03/2012 21.00,"32,7822916","42,10627432",
07/03/2012 22.00,"15,599769","21,16142328","49,81684113"
07/03/2012 23.00,"8,77945659","10,71819782",
08/03/2012 0.00,"8,18632742","10,95749036","37,85102081"
08/03/2012 1.00,"5,90791366","8,3363047",
08/03/2012 2.00,,,"41,26984024"
08/03/2012 3.00,"15,22922722","16,67455582",
08/03/2012 4.00,"12,1714421","13,74598558","26,86202049"
08/03/2012 5.00,"11,95339762","13,09101468",
08/03/2012 6.00,"14,78600077","17,13951981","38,82783127"
08/03/2012 7.00,"18,9041505","22,4331136",
08/03/2012 8.00,"14,11176074","18,4520581","31,99023056"
08/03/2012 9.00,"20,10923056","29,40176088",
08/03/2012 10.00,"12,02348198","16,14927971","40,78144073"
08/03/2012 11.00,"7,29274275","10,6753977",
08/03/2012 12.00,"11,41348706","16,489088","20,26861954"
08/03/2012 13.00,"10,94300696","14,53324966",
08/03/2012 14.00,"6,66522244","10,12742615","10,01220989"
08/03/2012 15.00,"6,27586085","9,58140102",
08/03/2012 16.00,"8,84110521","12,5715759","10,01220989"
08/03/2012 17.00,"13,08384468","16,7030886",
08/03/2012 18.00,"18,69324925","23,93112736","19,04759979"
08/03/2012 19.00,"18,46547078","25,7105684",
08/03/2012 20.00,"41,0607736","56,11553656","13,43101025"
08/03/2012 21.00,"33,75764104","38,17057528",
08/03/2012 22.00,"27,99898384","36,38595272","18,07081032"
08/03/2012 23.00,"11,28369286","14,83998418",
09/03/2012 0.00,"6,25444645","9,4024187","20,02441978"
09/03/2012 1.00,"4,78071126","6,88109871",
09/03/2012 2.00,"3,07595677","4,85003656","24,90842056"
09/03/2012 3.00,"0,80987349","2,21069264",
09/03/2012 4.00,"0,15704212","1,24120539","18,07081032"
09/03/2012 5.00,"0,09020242","0,9383618",
09/03/2012 6.00,"2,36342511","4,58091491","9,52380943"
09/03/2012 7.00,"4,90206399","8,93161546",
09/03/2012 8.00,"17,0345663","30,05478536","11,23320961"
09/03/2012 9.00,"30,29103208","55,08053272",
09/03/2012 10.00,"20,60176176","35,53253152","13,67521"
09/03/2012 11.00,"12,46865103","21,33975552",
09/03/2012 12.00,"16,76980402","25,8512916","8,05860806"
09/03/2012 13.00,"32,24561232","45,87526608",
09/03/2012 14.00,"23,10210328","34,97615864","7,32600689"
09/03/2012 15.00,"17,37914886","30,32844992",
09/03/2012 16.00,"19,25391648","25,90381424","26,12940979"
09/03/2012 17.00,"30,25728528","38,01493848",
09/03/2012 18.00,"32,76022712","45,29357832","30,03663063"
09/03/2012 19.00,"38,19571808","53,47426152",
09/03/2012 20.00,"28,52333072","43,881834","27,8388195"
09/03/2012 21.00,"31,52140408","42,307302",
09/03/2012 22.00,"25,56418568","32,61112936","38,0952301"
09/03/2012 23.00,"18,46352627","23,94019024",
10/03/2012 0.00,"12,43750646","15,4294576","38,58362961"
10/03/2012 1.00,"9,78530626","12,06964531",
10/03/2012 2.00,,,"28,08300972"
10/03/2012 3.00,"13,90993958","15,81660701",
10/03/2012 4.00,"8,49587258","10,01458947","29,30401993"
10/03/2012 5.00,"8,23889213","12,06445806",
10/03/2012 6.00,"13,40311809","18,56035569","25,39682007"
10/03/2012 7.00,"23,6004852","28,24679816",
10/03/2012 8.00,"29,4785468","37,26920112","25,39682007"
10/03/2012 9.00,"15,12475363","22,28525864",
10/03/2012 10.00,"12,40051118","17,99876496","25,15262032"
10/03/2012 11.00,"11,89110466","17,46635709",
10/03/2012 12.00,"12,01439807","17,96245034","16,11721039"
10/03/2012 13.00,"10,43034814","16,80943978",
10/03/2012 14.00,"11,67955142","18,85217469","11,47741032"
10/03/2012 15.00,"9,63605171","13,24794782",
10/03/2012 16.00,"11,04034306","14,5864243","12,69841003"
10/03/2012 17.00,"13,41415415","17,948183",
10/03/2012 18.00,"17,27012853","22,9895056","10,98900986"
10/03/2012 19.00,"19,41809992","24,57765104",
10/03/2012 20.00,"15,44013038","20,75806776","13,18680954"
10/03/2012 21.00,"18,93270239","24,90968896",
10/03/2012 22.00,"19,23250208","24,8993068","24,17580986"
10/03/2012 23.00,"13,64257314","16,37819582",
11/03/2012 0.00,"12,08837718","15,02999109","35,16482162"
11/03/2012 1.00,"9,38815709","11,97561506",
11/03/2012 2.00,"6,7878715","9,78632344","23,19902039"
11/03/2012 3.00,"4,69570183","7,32401542",
11/03/2012 4.00,"4,1207424","5,81433846","19,78022003"
11/03/2012 5.00,"5,04223271","7,22349967",
11/03/2012 6.00,"4,25507378","6,93362709","28,81562042"
11/03/2012 7.00,"5,55683986","9,32135563",
11/03/2012 8.00,"8,3161159","12,57287224","23,19902039"
11/03/2012 9.00,"11,44398155","16,2880565",
11/03/2012 10.00,"5,84496679","9,68450944","16,60560989"
11/03/2012 11.00,"4,69635","9,10216778",
11/03/2012 12.00,"6,01888231","11,47303822","18,80340958"
11/03/2012 13.00,"6,4082439","12,12995553",
11/03/2012 14.00,"4,61328698","8,08144849","19,29179955"
11/03/2012 15.00,"2,82611573","5,11137637",
11/03/2012 16.00,"4,0110739","6,3927873","19,53602028"
11/03/2012 17.00,"5,37967968","8,68130025",
11/03/2012 18.00,"6,93712605","11,24866119","15,62880993"
11/03/2012 19.00,"12,57248602","16,96572474",
11/03/2012 20.00,"15,50113083","22,6516552","17,58241081"
11/03/2012 21.00,"9,58348701","14,72520108",
11/03/2012 22.00,"6,67041352","11,52686293","22,22220993"
11/03/2012 23.00,"6,14347779","8,86028257",
12/03/2012 0.00,"1,96627594","4,57053849","29,05982971"
12/03/2012 1.00,"1,52954264","3,04724235",
12/03/2012 2.00,,,"19,29179955"
12/03/2012 3.00,"6,65873311","7,95304813",
12/03/2012 4.00,"2,98899901","4,74498172","11,72161007"
12/03/2012 5.00,"0,8189574","2,19577713",
12/03/2012 6.00,"1,29722317","3,2774548","8,30280876"
12/03/2012 7.00,"2,52630839","5,77607743",
12/03/2012 8.00,"5,6872765","10,53856734","9,52380943"
12/03/2012 9.00,"7,27911593","14,59226163",
12/03/2012 10.00,"5,2959685","9,93547474","12,69841003"
12/03/2012 11.00,"5,67105127","10,9827823",
12/03/2012 12.00,"7,60098774","14,05661101","19,29179955"
12/03/2012 13.00,"5,98903217","11,44191086",
12/03/2012 14.00,"7,24472287","14,29266079","18,55920982"
12/03/2012 15.00,"5,68468001","10,91015115",
12/03/2012 16.00,"6,59189342","12,76482557","19,29179955"
12/03/2012 17.00,"8,33493571","13,28101968",
12/03/2012 18.00,"8,77231718","13,75571383","17,82661057"
12/03/2012 19.00,"12,13899164","18,23416658",
12/03/2012 20.00,"15,76849918","21,01098712","10,98900986"
12/03/2012 21.00,"13,6276519","18,6141804",
12/03/2012 22.00,"7,59904133","10,91922933","16,36141014"
12/03/2012 23.00,"3,27193486","5,80007112",
13/03/2012 0.00,"1,0006605","2,41302048","14,16361046"
13/03/2012 1.00,"0,00324466","0,69388201",
13/03/2012 2.00,,"0,07392748","21,24542046"
13/03/2012 3.00,"0,01297866","0,27820174",
13/03/2012 4.00,,"0,20881334","12,21000957"
13/03/2012 5.00,,"0,15434046",
13/03/2012 6.00,"1,28878742","3,24049202","9,52380943"
13/03/2012 7.00,"9,12274281","13,52031222",
13/03/2012 8.00,"11,10978498","18,88395022","11,23320961"
13/03/2012 9.00,"10,67499045","21,56349776",
13/03/2012 10.00,"6,61330782","14,16361226","10,98900986"
13/03/2012 11.00,"6,38488309","12,85561306",
13/03/2012 12.00,"5,56462744","12,20323484","20,02441978"
13/03/2012 13.00,"5,58993658","12,58519317",
13/03/2012 14.00,"7,95660636","15,6350301","16,36141014"
13/03/2012 15.00,"5,15709611","10,5502401",
13/03/2012 16.00,"4,87351018","10,5696947","10,25640965"
13/03/2012 17.00,"7,76646561","14,12081214",
13/03/2012 18.00,"12,47384976","19,78598784","8,54700947"
13/03/2012 19.00,"28,33253224","40,1244672",
13/03/2012 20.00,"32,9691896","44,66648056","10,01220989"
13/03/2012 21.00,"26,87566472","35,06175888",
13/03/2012 22.00,"18,2376923","24,56988832","15,62880993"
13/03/2012 23.00,"13,03452082","16,11815235",
14/03/2012 0.00,"9,66330727","11,70000791","26,12940979"
14/03/2012 1.00,"6,32323256","7,54190694",
14/03/2012 2.00,,,"21,48962021"
14/03/2012 3.00,"10,17985702","11,51324375",
14/03/2012 4.00,"5,62627606","7,11066299","11,47741032"
14/03/2012 5.00,"6,07728626","9,90175279",
14/03/2012 6.00,"13,4673632","29,06066008","21,24542046"
14/03/2012 7.00,"11,08317568","20,91110424",
14/03/2012 8.00,"21,90610904","50,14749624","23,19902039"
14/03/2012 9.00,"24,24813696","58,0992748",
14/03/2012 10.00,"9,52962597","19,5804096","18,31501007"
14/03/2012 11.00,"8,43876496","16,87882817",
14/03/2012 12.00,"8,67692368","15,97807923","19,53602028"
14/03/2012 13.00,"9,04941378","17,56752101",
14/03/2012 14.00,"12,86969686","23,64903088","10,98900986"
14/03/2012 15.00,"6,08961675","11,65720779",
14/03/2012 16.00,"6,59189342","13,89643512","6,10500622"
14/03/2012 17.00,"8,23045638","13,73301648",
14/03/2012 18.00,"16,53163956","24,03099112","4,1514039"
14/03/2012 19.00,"26,49670632","38,77044616",
14/03/2012 20.00,"33,60969048","45,77087088","8,05860806"
14/03/2012 21.00,"21,834084","25,03679872",
14/03/2012 22.00,"18,10920208","27,3687504","23,68741989"
14/03/2012 23.00,"8,09093392","12,18313207",
15/03/2012 0.00,"2,57108552","4,50504102","21,0012207"
15/03/2012 1.00,"0,57560569","2,01160755",
15/03/2012 2.00,"0,13173489","1,30086553","21,73381996"
15/03/2012 3.00,"0,13108481","0,83719788",
15/03/2012 4.00,,"0,14007312","16,36141014"
15/03/2012 5.00,,"0,16471498",
15/03/2012 6.00,"3,48868109","6,8447841","17,09399986"
15/03/2012 7.00,"11,45566961","21,48047872",
15/03/2012 8.00,"23,93663392","55,82047672","11,96580982"
15/03/2012 9.00,"18,95671902","41,53624976",
15/03/2012 10.00,"12,39077527","21,53042016","18,55920982"
15/03/2012 11.00,"11,42191898","19,37680072",
15/03/2012 12.00,"8,90989323","15,56953263","22,22220993"
15/03/2012 13.00,"11,14028138","18,92999309",
15/03/2012 14.00,"11,09809884","19,658228","19,53602028"
15/03/2012 15.00,"9,23176505","14,95346902",
15/03/2012 16.00,"11,72626923","19,15695896","13,91940975"
15/03/2012 17.00,"14,83467264","20,89100912",
15/03/2012 18.00,"24,05150688","32,81213792","13,67521"
15/03/2012 19.00,"29,84586112","38,0233704",
15/03/2012 20.00,"28,69009536","35,96705264","20,26861954"
15/03/2012 21.00,"19,8412064","23,79040416",
15/03/2012 22.00,"18,34996112","24,59063352","23,93161964"
15/03/2012 23.00,"7,13115963","9,00619111",
16/03/2012 0.00,"8,77751018","12,00414784","38,0952301"
16/03/2012 1.00,"3,8417013","5,58347594",
16/03/2012 2.00,,,"27,59461975"
16/03/2012 3.00,"10,21165166","11,60014033",
16/03/2012 4.00,"5,09349917","6,71119457","20,51280975"
16/03/2012 5.00,"2,9202129","4,3325442",
16/03/2012 6.00,"12,69967417","17,85804367","16,36141014"
16/03/2012 7.00,"39,3586156","67,90116192",
16/03/2012 8.00,"44,90831032","85,35582904","26,37360954"
16/03/2012 9.00,"32,01135408","61,73469424",
16/03/2012 10.00,"15,20132732","23,96418584","32,72283173"
16/03/2012 11.00,"11,16364602","17,99811679",
16/03/2012 12.00,"11,83334888","17,97088035","33,45542145"
16/03/2012 13.00,"11,20842124","17,59475745",
16/03/2012 14.00,"11,15456211","18,14727","21,48962021"
16/03/2012 15.00,"9,73793454","16,18364982",
16/03/2012 16.00,"10,41282083","16,84770081","22,95482063"
16/03/2012 17.00,"14,44725746","20,08687928",
16/03/2012 18.00,"14,63285339","17,16610808","20,51280975"
16/03/2012 19.00,"19,34672496","23,94019024",
16/03/2012 20.00,"11,07603436","12,9995771","19,78022003"
16/03/2012 21.00,"7,73142438","9,79669795",
16/03/2012 22.00,"3,92671264","5,51797846","18,80340958"
16/03/2012 23.00,"1,84297871","3,09912065",
17/03/2012 0.00,"0,47826577","1,87542535","22,22220993"
17/03/2012 1.00,"0,82350031","2,16464977",
17/03/2012 2.00,"4,85079754","6,33507358","14,65200996"
17/03/2012 3.00,"12,01504815","13,62925798",
17/03/2012 4.00,"6,55685028","8,00946742","21,48962021"
17/03/2012 5.00,"7,20254224","8,79348876",
17/03/2012 6.00,"7,90144516","9,43808514","25,88521957"
17/03/2012 7.00,"7,46211536","8,92124095",
17/03/2012 8.00,"7,34725387","10,04052958","29,05982971"
17/03/2012 9.00,"6,62888297","10,050906",
17/03/2012 10.00,"7,86445561","11,13193359","34,4322319"
17/03/2012 11.00,"7,89495583","11,65396504",
17/03/2012 12.00,"7,5471267","11,17213913","30,52503014"
17/03/2012 13.00,"7,62759322","10,4853927",
17/03/2012 14.00,"4,69375542","6,91092974","19,04759979"
17/03/2012 15.00,"2,91891465","4,45445906",
17/03/2012 16.00,"5,10063858","7,1061239","18,07081032"
17/03/2012 17.00,"6,32907372","8,4919415",
17/03/2012 18.00,"8,81125506","10,9438731","12,94260979"
17/03/2012 19.00,"8,61851973","10,19551821",
17/03/2012 20.00,"7,45303145","9,08271318","14,65200996"
17/03/2012 21.00,"4,56591527","6,29746071",
17/03/2012 22.00,"1,73655297","3,14581169","26,61782074"
17/03/2012 23.00,"0,43413872","1,89552812",
18/03/2012 0.00,"0,16158503","0,90334352","27,10622025"
18/03/2012 1.00,"0,03439497","1,15365874",
18/03/2012 2.00,,,"30,76922989"
18/03/2012 3.00,"9,66265719","10,96656854",
18/03/2012 4.00,"6,41732973","7,76304122","30,03663063"
18/03/2012 5.00,"6,09350958","7,49781049",
18/03/2012 6.00,"2,94811662","4,18598558","41,02563095"
18/03/2012 7.00,"4,87740302","6,81689949",
18/03/2012 8.00,"4,8611797","6,43948025","33,94382095"
18/03/2012 9.00,"5,19668025","7,3700583",
18/03/2012 10.00,"3,65091429","5,57504593","17,82661057"
18/03/2012 11.00,"3,51139374","5,70344629",
18/03/2012 12.00,"3,97927543","6,03093174","10,01220989"
18/03/2012 13.00,"4,02015973","6,40381189",
18/03/2012 14.00,"2,83520155","4,53746662","12,69841003"
18/03/2012 15.00,"2,46465978","4,17755557",
18/03/2012 16.00,"2,13629863","3,9259421","19,04759979"
18/03/2012 17.00,"2,94422188","4,7151507",
18/03/2012 18.00,"5,69376583","7,38237922","10,25640965"
18/03/2012 19.00,"6,47183894","8,0444857",
18/03/2012 20.00,"3,26674378","4,77221816","20,51280975"
18/03/2012 21.00,"2,31799982","3,83126369",
18/03/2012 22.00,"1,31993582","2,86566545","27,59461975"
18/03/2012 23.00,"0,33744697","1,32161646",
19/03/2012 0.00,"0,46983002","1,8332734","26,86202049"
19/03/2012 1.00,"4,23495763","5,45572374",
19/03/2012 2.00,"3,61068007","4,78389092","34,4322319"
19/03/2012 3.00,"2,05128729","3,1412726",
19/03/2012 4.00,"3,45169154","4,43046537","32,23442078"
19/03/2012 5.00,"6,02018056","7,24814344",
19/03/2012 6.00,"10,78272018","12,33811879","42,97924042"
19/03/2012 7.00,"8,74311521","10,37190594",
19/03/2012 8.00,"10,65357987","13,69021636","49,57265091"
19/03/2012 9.00,"7,48937092","11,02558242",
19/03/2012 10.00,"6,45302103","10,03858316","25,64101982"
19/03/2012 11.00,"5,03769171","8,38040116",
19/03/2012 12.00,"3,94812704","6,98031813","12,69841003"
19/03/2012 13.00,"3,68530734","5,83768207",
19/03/2012 14.00,"5,17656218","8,2500563","6,34920597"
19/03/2012 15.00,"4,82354198","7,69170832",
19/03/2012 16.00,"8,61787156","11,41143166","11,72161007"
19/03/2012 17.00,"10,13703013","12,96909791",
19/03/2012 18.00,"9,97998801","12,10531367","20,75702095"
19/03/2012 19.00,"12,01634066","14,50147414",
19/03/2012 20.00,"11,71394257","13,78424661","16,60560989"
19/03/2012 21.00,"8,791137","10,12483157",
19/03/2012 22.00,"10,33689722","12,1306037","27,8388195"
19/03/2012 23.00,"7,84369129","8,97701017",
20/03/2012 0.00,"7,8073499","9,26753283","40,04883957"
20/03/2012 1.00,"6,08896667","7,60610808",
20/03/2012 2.00,,,"42,73503113"
20/03/2012 3.00,"13,9281074","15,12013042",
20/03/2012 4.00,"9,66136086","10,65788952","35,40903091"
20/03/2012 5.00,"6,92804022","8,35057205",
20/03/2012 6.00,"7,3394663","10,33299674","50,54944992"
20/03/2012 7.00,"7,891063","12,08910182",
20/03/2012 8.00,"15,20716466","28,85378168","45,42124176"
20/03/2012 9.00,"31,23458496","61,68863416",
20/03/2012 10.00,"16,94825862","27,95173832","23,44322014"
20/03/2012 11.00,"25,57324856","37,91769416",
20/03/2012 12.00,"21,52390024","31,97754992","17,82661057"
20/03/2012 13.00,"18,71206715","26,05231928",
20/03/2012 14.00,"24,95613144","36,6174768","28,57142067"
20/03/2012 15.00,"24,1274324","32,1215044",
20/03/2012 16.00,"24,03917448","32,098178","34,92063141"
20/03/2012 17.00,"28,75433856","36,50918112",
20/03/2012 18.00,"30,96786096","42,80533976","34,92063141"
20/03/2012 19.00,"37,69343568","51,16238584",
20/03/2012 20.00,"26,87113328","32,44446032","39,80464172"
20/03/2012 21.00,"23,48888176","27,80843392",
20/03/2012 22.00,"21,44472432","28,84469968","43,71184158"
20/03/2012 23.00,"15,18575217","19,52918712",
21/03/2012 0.00,"9,20126482","11,54761386","64,46884918"
21/03/2012 1.00,"7,21032982","8,44914138",
21/03/2012 2.00,"5,25573428","6,21704773","54,70085144"
21/03/2012 3.00,"2,97926502","4,50179826",
21/03/2012 4.00,"2,23363855","3,69637782","60,56166077"
21/03/2012 5.00,"2,29918","3,63931036",
21/03/2012 6.00,"9,72755238","13,31538979","47,86323166"
21/03/2012 7.00,"19,34865608","30,18707664",
21/03/2012 8.00,"20,54790072","33,56634544","42,49084091"
21/03/2012 9.00,"28,19886432","49,5269184",
21/03/2012 10.00,"10,68667659","18,04675425","21,97801971"
21/03/2012 11.00,"11,58675442","18,73025983",
21/03/2012 12.00,"16,48167709","24,32215048","10,98900986"
21/03/2012 13.00,"17,97617277","27,64046472",
21/03/2012 14.00,"13,62181265","22,14713576","5,37240601"
21/03/2012 15.00,"8,39333966","13,70512996",
21/03/2012 16.00,"12,71135075","21,49539232","14,65200996"
21/03/2012 17.00,"9,93585905","14,22002965",
21/03/2012 18.00,"23,4843312","32,09232728","21,48962021"
21/03/2012 19.00,"32,42212816","41,92016024",
21/03/2012 20.00,"32,86729912","42,46098856","24,17580986"
21/03/2012 21.00,"40,82261488","76,23291224",
21/03/2012 22.00,"30,27999984","56,4825832","35,65322113"
21/03/2012 23.00,"19,15332616","30,63515384",
22/03/2012 0.00,"8,79503174","11,84980929","42,97924042"
22/03/2012 1.00,"4,56850986","6,6586681",
22/03/2012 2.00,,,"57,63124084"
22/03/2012 3.00,"11,45112287","13,15456574",
22/03/2012 4.00,"5,98968034","7,24425252","44,20024109"
22/03/2012 5.00,"3,4737541","4,98232784",
22/03/2012 6.00,"16,60627066","25,81433264","42,49084091"
22/03/2012 7.00,"46,8590092","108,75324072",
22/03/2012 8.00,"44,12764072","106,90896376","30,28083038"
22/03/2012 9.00,"36,86215544","69,41016968",
22/03/2012 10.00,"14,2934581","24,8214884","15,62880993"
22/03/2012 11.00,"14,71397382","22,40651768",
22/03/2012 12.00,"18,6679401","26,75723544","9,27960968"
22/03/2012 13.00,"10,77558077","16,51308169",
22/03/2012 14.00,"11,85735404","19,26200424","5,86080599"
22/03/2012 15.00,"8,8508392","13,8276949",
22/03/2012 16.00,"11,30381283","17,64080032","12,94260979"
22/03/2012 17.00,"11,21815714","16,24266179",
22/03/2012 18.00,"18,45768894","25,07958928","11,23320961"
22/03/2012 19.00,"37,98287424","56,23033304",
22/03/2012 20.00,"38,25801104","59,6193148","13,91940975"
22/03/2012 21.00,"43,54425128","64,35520496",
22/03/2012 22.00,"27,78028928","31,83487648","27,59461975"
22/03/2012 23.00,"12,43491188","14,24337517",
23/03/2012 0.00,"8,14155221","9,55740542","31,74603081"
23/03/2012 1.00,"8,35959478","9,8887837",
23/03/2012 2.00,"9,75156328","12,80049202","34,18803024"
23/03/2012 3.00,"9,3952965","11,88807032",
23/03/2012 4.00,"7,04679646","8,42060861","30,76922989"
23/03/2012 5.00,"7,13310605","8,36418931",
23/03/2012 6.00,"22,13260456","33,73041416","28,81562042"
23/03/2012 7.00,"30,74463496","51,73761104",
23/03/2012 8.00,"29,36759344","51,89259776","35,40903091"
23/03/2012 9.00,"38,3508004","65,83247352",
23/03/2012 10.00,"29,78224888","39,43190256","44,4444313"
23/03/2012 11.00,"8,80995682","11,73308169",
23/03/2012 12.00,"4,81705265","7,37913647","56,41025162"
23/03/2012 13.00,"5,2193929","7,85772154",
23/03/2012 14.00,"3,5646047","6,14182391","36,38582993"
23/03/2012 15.00,"3,24273479","5,02642621",
23/03/2012 16.00,"1,29462667","3,28783122","27,59461975"
23/03/2012 17.00,"2,26867978","3,53166285",
23/03/2012 18.00,"13,95277411","21,27361944","17,33819962"
23/03/2012 19.00,"27,32213584","40,73730144",
23/03/2012 20.00,"16,08581852","19,74642856","17,58241081"
23/03/2012 21.00,"12,22400872","16,4650924",
23/03/2012 22.00,"16,32917023","21,35403816","20,02441978"
23/03/2012 23.00,"10,36026378","13,19088035",
24/03/2012 0.00,"4,7534557","6,36944178","25,39682007"
24/03/2012 1.00,"3,5886175","5,57504593",
24/03/2012 2.00,,,"17,09399986"
24/03/2012 3.00,"15,71333606","17,62134763",
24/03/2012 4.00,"6,56333961","7,85707146","15,87300968"
24/03/2012 5.00,"5,25638245","7,01922733",
24/03/2012 6.00,"20,95997496","34,62792608","18,07081032"
24/03/2012 7.00,"39,99716624","66,76241296",
24/03/2012 8.00,"40,73953848","77,28022936","23,68741989"
24/03/2012 9.00,"35,27810168","64,1113676",
24/03/2012 10.00,"15,31488482","22,70742824","52,2588501"
24/03/2012 11.00,"20,43044656","29,5956568",
24/03/2012 12.00,"16,79835591","24,58933336","49,57265091"
24/03/2012 13.00,"17,28700193","24,68141528",
24/03/2012 14.00,"16,91711406","25,3098132","41,75823975"
24/03/2012 15.00,"10,37128837","14,98459638",
24/03/2012 16.00,"10,23826288","14,28098803","35,89743042"
24/03/2012 17.00,"17,59589891","25,75725944",
24/03/2012 18.00,"15,63156556","19,68157352","35,65322113"
24/03/2012 19.00,"35,81283072","42,34297992",
24/03/2012 20.00,"32,9873536","45,36489592","25,39682007"
24/03/2012 21.00,"16,49855049","20,40918512",
24/03/2012 22.00,"18,98137618","24,89087488","36,8742218"
24/03/2012 23.00,"14,36808919","17,97866219",
25/03/2012 0.00,"10,68992126","13,29463886","33,94382095"
25/03/2012 1.00,"12,1980495","16,3464203",
25/03/2012 2.00,"13,03841747","17,00398578","27,59461975"
25/03/2012 3.00,"14,40183026","22,25543144",
25/03/2012 4.00,"8,51469048","10,57423378","24,90842056"
25/03/2012 5.00,"4,88129776","5,99720979",
25/03/2012 6.00,"15,63351771","23,99921368","17,58241081"
25/03/2012 7.00,"21,09754336","37,92612608",
25/03/2012 8.00,"19,00992616","29,86672104","19,29179955"
25/03/2012 9.00,"10,36999777","16,59803376",
25/03/2012 10.00,"9,55493511","15,82373877","39,31623077"
25/03/2012 11.00,"7,01434982","11,76226263",
25/03/2012 12.00,"10,16947677","15,80168958","34,4322319"
25/03/2012 13.00,"9,29795466","14,048181",
25/03/2012 14.00,"4,26740427","7,41285842","27,35042"
25/03/2012 15.00,"3,36213728","6,29421796",
25/03/2012 16.00,"4,2382023","7,46603496","19,04759979"
25/03/2012 17.00,"7,4874245","11,120909",
25/03/2012 18.00,"10,41866008","14,28617529","23,19902039"
25/03/2012 19.00,"18,24677622","23,53425352",
25/03/2012 20.00,"18,00278398","21,07064152","20,75702095"
25/03/2012 21.00,"30,45454632","42,71973952",
25/03/2012 22.00,"18,51089798","24,51151496","26,12940979"
25/03/2012 23.00,"9,45629694","10,82130816",
26/03/2012 0.00,"8,88718058","12,56768498","28,08300972"
26/03/2012 1.00,"6,22589264","9,93352832",
26/03/2012 2.00,,,"22,95482063"
26/03/2012 3.00,"9,0656371","10,44842801",
26/03/2012 4.00,"3,6314463","5,22291671","23,19902039"
26/03/2012 5.00,"8,03966938","10,27528111",
26/03/2012 6.00,"11,45436754","14,70704282","27,10622025"
26/03/2012 7.00,"38,66878512","72,95673848",
26/03/2012 8.00,"39,27163872","75,95666648","36,63003159"
26/03/2012 9.00,"19,52127144","30,7447688",
26/03/2012 10.00,"15,82040424","24,38830568","52,50305176"
26/03/2012 11.00,"10,41022625","15,09937948",
26/03/2012 12.00,"9,96311652","16,72578404","44,68864059"
26/03/2012 13.00,"10,48679994","17,79384254",
26/03/2012 14.00,"8,55427653","14,80756048","35,16482162"
26/03/2012 15.00,"7,43291338","11,704547",
26/03/2012 16.00,"7,77944618","12,32190694","27,35042"
26/03/2012 17.00,"9,18568967","14,58577613",
26/03/2012 18.00,"11,24670904","17,80032804","19,04759979"
26/03/2012 19.00,"15,44596963","22,87342808",
26/03/2012 20.00,"11,46150886","17,0662405","13,67521"
26/03/2012 21.00,"9,00333841","13,05469815",
26/03/2012 22.00,"7,80410524","10,64816126","12,69841003"
26/03/2012 23.00,"4,99356275","7,50429599",
27/03/2012 0.00,"3,22131848","5,0115107","11,72161007"
27/03/2012 1.00,"2,26284053","3,86174288",
27/03/2012 2.00,"1,87347702","3,75344529","12,94260979"
27/03/2012 3.00,"0,90072408","2,49991897",
27/03/2012 4.00,"0,62362748","2,23792908","18,31501007"
27/03/2012 5.00,"3,08179602","4,93044954",
27/03/2012 6.00,"12,27007645","19,00457065","18,31501007"
27/03/2012 7.00,"32,75957704","59,49870584",
27/03/2012 8.00,"32,94842528","68,21694784","21,73381996"
27/03/2012 9.00,"13,91383623","25,98423296",
27/03/2012 10.00,"10,64190138","20,39622176","55,43344116"
27/03/2012 11.00,"5,69830683","11,9250331",
27/03/2012 12.00,"7,32324298","15,17979055","44,4444313"
27/03/2012 13.00,"7,40955257","15,7452722",
27/03/2012 14.00,"7,2057869","12,49570201","25,64101982"
27/03/2012 15.00,"6,97087094","11,80571092",
