"NetC","SIMAGE Brindisi","","",""
15/03/2012 5.00,"0,312526","6,250095","11,63451",
15/03/2012 6.00,"0,670215","8,452159","14,660353","18,80341"
15/03/2012 7.00,"1,150747","13,663161","21,018769",
15/03/2012 8.00,"0,840027","19,727747","31,546949","17,826611"
15/03/2012 9.00,"1,248298","17,108626","31,033326",
15/03/2012 10.00,"1,289848","14,100977","26,01536","20,26862"
15/03/2012 11.00,"1,615019","12,585801","23,298198",
15/03/2012 12.00,"2,133488","9,216878","19,280818","20,51281"
15/03/2012 13.00,"1,351269","10,015979","21,124463",
15/03/2012 14.00,"1,369334","10,30915","21,333273","20,757021"
15/03/2012 15.00,"1,932965","7,480526","15,115591",
15/03/2012 16.00,"3,330301","7,972179","16,871694","22,954821"
15/03/2012 17.00,"3,163198","10,576384","20,123206",
15/03/2012 18.00,"1,867028","16,476875","26,720907","19,53602"
15/03/2012 19.00,"1,147133","22,859279","32,639655",
15/03/2012 20.00,"0,962869","29,001042","41,106948","15,38461"
15/03/2012 21.00,"0,908674","26,009624","37,062321",
15/03/2012 22.00,"0,980935","20,964009","29,273351","17,582411"
15/03/2012 23.00,"0,751508","15,798413","22,870196",
16/03/2012 0.00,"0,426337","12,867957","19,634882","20,26862"
16/03/2012 1.00,"0,762347","12,234903","18,787974",
16/03/2012 2.00,"0,567244",,,"24,17581"
16/03/2012 3.00,,"8,849761","14,506661",
16/03/2012 4.00,"0,541953","8,470966","14,615607","22,954821"
16/03/2012 5.00,"0,38298","7,935209","13,540415",
16/03/2012 6.00,"0,845446","12,30819","19,142696","17,826611"
16/03/2012 7.00,"0,265557","24,604055","33,552731",
16/03/2012 8.00,"0,793058","32,528243","51,325803","27,59462"
16/03/2012 9.00,"1,241073","26,69909","45,704733",
16/03/2012 10.00,"1,266363","18,014092","31,019713","28,571421"
16/03/2012 11.00,"1,405464","9,459463","18,934532",
16/03/2012 12.00,"1,300687","7,405935","16,783501","28,08301"
16/03/2012 13.00,"1,875157","8,070122","17,343144",
16/03/2012 14.00,"2,402657","9,849933","20,021393","18,07081"
16/03/2012 15.00,"1,353076","5,897246","13,391911",
16/03/2012 16.00,"2,127165","9,863553","18,699131","17,826611"
16/03/2012 17.00,"2,290654","14,25211","23,27095",
16/03/2012 18.00,"0,827381","13,163072","24,32735","14,89621"
16/03/2012 19.00,"0,584406","24,564496","37,497475",
16/03/2012 20.00,"0,908674","40,839","53,81666","10,01221"
16/03/2012 21.00,"1,79025","72,972894","141,307331",
16/03/2012 22.00,"0,738863","43,105273","64,237178","8,302809"
16/03/2012 23.00,"0,240266","37,88779","55,361327",
17/03/2012 0.00,"0,339624","28,739654","42,713237","24,17581"
17/03/2012 1.00,"0,245685","20,336797","30,894575",
17/03/2012 2.00,"0,021678",,,"30,28083"
17/03/2012 3.00,"0,185167","9,821393","17,215393",
17/03/2012 4.00,"0,200523","9,414709","15,712847","39,56044"
17/03/2012 5.00,"0,906868","10,553682","17,22447",
17/03/2012 6.00,"0,014452","17,860377","27,438786","36,38583"
17/03/2012 7.00,"0,514855","27,013042","44,84613",
17/03/2012 8.00,"0,903255","30,205526","59,456525","27,35042"
17/03/2012 9.00,"0,643117","18,963024","34,426877",
17/03/2012 10.00,"0,653956","12,061718","22,573186","21,001221"
17/03/2012 11.00,"0,734346","8,916569","18,103821",
17/03/2012 12.00,"0,91048","9,75653","18,950745","35,164822"
17/03/2012 13.00,"0,670215","7,35664","15,682369",
17/03/2012 14.00,"0,962508","8,793052","17,553179","22,954821"
17/03/2012 15.00,"1,10197","6,031511","13,091014",
17/03/2012 16.00,"1,129068","5,502237","12,572872","22,954821"
17/03/2012 17.00,"1,067648","6,70802","13,99695",
17/03/2012 18.00,"0,490468","6,237772","13,295286","20,26862"
17/03/2012 19.00,"0,093938","6,936982","13,64936",
17/03/2012 20.00,"0,260137","10,278013","18,747767","16,84981"
17/03/2012 21.00,"0,608793","22,464909","34,929468",
17/03/2012 22.00,"0,695506","18,477218","28,951064","13,43101"
17/03/2012 23.00,"0,366721","13,68975","21,625752",
18/03/2012 0.00,"0,099358","13,564574","22,16658","20,26862"
18/03/2012 1.00,"0,541953","10,272826","17,120065",
18/03/2012 2.00,"0,587116",,,"29,54822"
18/03/2012 3.00,,"6,105452","12,638369",
18/03/2012 4.00,"0,505822","4,450826","10,431568","31,01343"
18/03/2012 5.00,"0,674732","4,098624","10,159201",
18/03/2012 6.00,"0,590728","5,949785","12,211665","26,37361"
18/03/2012 7.00,"0,556405","8,393132","14,816638",
18/03/2012 8.00,"0,270977","7,60571","14,432085","23,93162"
18/03/2012 9.00,"0,821962","5,237601","12,090398",
18/03/2012 10.00,"0,934869","5,420512","13,332252","15,87301"
18/03/2012 11.00,"0,952031","6,761208","15,076033",
18/03/2012 12.00,"0,906868","6,263715","14,376964","23,44322"
18/03/2012 13.00,"0,673828","6,381116","15,038421",
18/03/2012 14.00,"1,083905","4,836754","12,425016","21,24542"
18/03/2012 15.00,"1,172425","3,512921","9,531467",
18/03/2012 16.00,"1,25733","4,295157","10,764888","17,094"
18/03/2012 17.00,"1,112809","4,436555","11,325831",
18/03/2012 18.00,"0,603374","4,456015","10,924416","17,3382"
18/03/2012 19.00,"0,332397","7,740622","14,715475",
18/03/2012 20.00,"0,756928","14,545935","23,099751","19,78022"
18/03/2012 21.00,"1,02971","36,246776","53,207078",
18/03/2012 22.00,"0,646731","28,992631","39,211429","15,38461"
18/03/2012 23.00,"1,024291","23,129101","33,397094",
19/03/2012 0.00,"0,836414","12,323113","19,693906","22,46641"
19/03/2012 1.00,"0,778606","6,73202","12,778443",
19/03/2012 2.00,"0,453434",,,"21,48962"
19/03/2012 3.00,"0,899642","4,348993","10,197463",
19/03/2012 4.00,"0,701829","6,189125","12,74991","26,37361"
19/03/2012 5.00,"1,116423","4,334722","10,329754",
19/03/2012 6.00,"0,764153","10,339635","16,482603","22,46641"
19/03/2012 7.00,"1,067648","18,715901","26,716374",
19/03/2012 8.00,"0,888803","18,505098","27,485477","19,2918"
19/03/2012 9.00,"1,094745","23,315903","37,931957",
19/03/2012 10.00,"1,183264","18,091289","31,443852","21,24542"
19/03/2012 11.00,"1,297074","10,632167","21,383215",
19/03/2012 12.00,"1,302493","10,600381","21,363101","24,664221"
19/03/2012 13.00,"1,483144","12,128525","23,230111",
19/03/2012 14.00,"1,493983","11,943673","23,556298","23,68742"
19/03/2012 15.00,"1,584309","8,884138","17,276349",
19/03/2012 16.00,"1,701732","10,885121","19,830078","21,97802"
19/03/2012 17.00,"1,459659","11,687463","21,140028",
19/03/2012 18.00,"1,091132","11,708225","20,112174","30,76923"
19/03/2012 19.00,"0,847253","12,749902","21,895515",
19/03/2012 20.00,"1,07668","12,290686","20,73019","27,83882"
19/03/2012 21.00,"0,644923","22,223635","32,471057",
19/03/2012 22.00,"0,717184","8,167413","14,88408","20,51281"
19/03/2012 23.00,"0,717184","10,686648","17,896304",
20/03/2012 0.00,"0,03071","8,75636","15,135694","26,617821"
20/03/2012 1.00,"0,449821","13,776017","20,671816",
20/03/2012 2.00,"0,500404",,,"24,908421"
20/03/2012 3.00,,"8,492371","14,487855",
20/03/2012 4.00,"0,601568","9,421194","15,841249","23,44322"
20/03/2012 5.00,"0,14994","10,828046","17,061701",
20/03/2012 6.00,"0,744282","23,404102","40,872843","18,31501"
20/03/2012 7.00,"0,601568","38,493586","63,570541",
20/03/2012 8.00,"0,957451","36,956377","68,328514","15,38461"
20/03/2012 9.00,"0,655763","19,11545","33,890583",
20/03/2012 10.00,"0,914094","9,266823","18,987708","22,954821"
20/03/2012 11.00,"0,578083","9,77145","19,288599",
20/03/2012 12.00,"0,749702","18,179499","31,565763","26,617821"
20/03/2012 13.00,"0,679247","12,146693","21,414342",
20/03/2012 14.00,"2,272589","19,633046","30,650104","29,05983"
20/03/2012 15.00,"2,347559","17,799407","27,768224",
20/03/2012 16.00,"1,488564","10,522545","18,84115","28,571421"
20/03/2012 17.00,"1,980837","16,578704","25,489426",
20/03/2012 18.00,"1,493932","32,763782","42,566892","22,954821"
20/03/2012 19.00,"1,506628","24,523636","35,358119",
20/03/2012 20.00,"1,250104","49,913199","66,320799","22,954821"
20/03/2012 21.00,"1,089325","33,34939","46,180075",
20/03/2012 22.00,"0,561824","24,473694","32,058598","19,0476"
20/03/2012 23.00,"0,084906","10,182021","16,854186",
21/03/2012 0.00,"0,173425","6,109345","12,237605","28,327221"
21/03/2012 1.00,"0,422723","4,167378","9,999026",
21/03/2012 2.00,"0,585309",,,"33,455421"
21/03/2012 3.00,"0,31072","3,179532","9,192957",
21/03/2012 4.00,"0,699119","4,019494","10,525598","30,52503"
21/03/2012 5.00,"0,090326","3,968901","9,733147",
21/03/2012 6.00,"0,561824","6,273446","12,338118","29,05983"
21/03/2012 7.00,"0,137295","9,072887","15,467071",
21/03/2012 8.00,"0,131875","13,707917","22,770982","28,327221"
21/03/2012 9.00,"0,045163","15,880145","28,320735",
21/03/2012 10.00,"0,34143","11,21722","20,886477","34,67643"
21/03/2012 11.00,"0,092132","9,7708","19,062284",
21/03/2012 12.00,"0,247492","9,594378","19,079791","28,571421"
21/03/2012 13.00,"0,285428","8,677229","19,190035",
21/03/2012 14.00,"0,449821","10,389578","20,832004","27,35042"
21/03/2012 15.00,"0,585309","7,802889","16,007909",
21/03/2012 16.00,"1,273589","9,008672","18,247784","25,64102"
21/03/2012 17.00,"0,605181","8,522208","16,944974",
21/03/2012 18.00,"0,672021","13,718292","24,254714","27,10622"
21/03/2012 19.00,"0,798477","19,025298","30,434794",
21/03/2012 20.00,"0,735249","18,897518","28,778563","25,88522"
21/03/2012 21.00,"0,805703","19,567523","29,135877",
21/03/2012 22.00,"0,847253","16,886801","25,371418","20,02442"
21/03/2012 23.00,"0,325172","13,836987","21,191268",
22/03/2012 0.00,"0,608793","14,693813","21,033031","28,81562"
22/03/2012 1.00,"0,308913","13,906391","19,9695",
22/03/2012 2.00,"0,504919",,,"30,036631"
22/03/2012 3.00,,"8,158334","14,09941",
22/03/2012 4.00,"1,022485","5,878436","11,832947","33,943821"
22/03/2012 5.00,"0,525694","5,814223","11,546965",
22/03/2012 6.00,"0,597954","10,419411","16,526049","30,76923"
22/03/2012 7.00,"1,042356","15,365786","22,533627",
22/03/2012 8.00,"1,206749","20,188902","32,087795","28,327221"
22/03/2012 9.00,"1,398239","21,05546","35,308157",
22/03/2012 10.00,"1,569856","15,749121","26,194991","26,12941"
22/03/2012 11.00,"2,129874","14,911755","25,512771",
22/03/2012 12.00,"1,542759","12,231006","22,461639","29,05983"
22/03/2012 13.00,"1,865221","13,004167","23,443452",
22/03/2012 14.00,"1,846253","13,598947","24,503732","23,93162"
22/03/2012 15.00,"1,354882","8,034446","16,54356",
22/03/2012 16.00,"1,447014","9,201312","16,945621","24,42001"
22/03/2012 17.00,"1,468692","11,661526","20,595949",
22/03/2012 18.00,"1,613213","16,275797","25,040028","28,327221"
22/03/2012 19.00,"1,363915","28,622908","39,020764",
22/03/2012 20.00,"1,41811","35,192136","46,32271","20,51281"
22/03/2012 21.00,"1,085713","35,848526","48,663113",
22/03/2012 22.00,"0,985451","31,469052","40,701641","17,3382"
22/03/2012 23.00,"1,183264","24,958864","32,325781",
23/03/2012 0.00,"1,541856","43,702011","76,078574","28,08301"
23/03/2012 1.00,"2,796477","45,343651","113,006042",
23/03/2012 2.00,"1,282622",,,"26,86202"
23/03/2012 3.00,"0,738863","26,474679","39,459148",
23/03/2012 4.00,"1,349462","30,824974","51,480808","31,25762"
23/03/2012 5.00,"1,174231","28,032672","54,581864",
23/03/2012 6.00,"2,664602","34,364491","96,6998","35,89743"
23/03/2012 7.00,"4,60118","40,036018","174,408698",
23/03/2012 8.00,"6,919834","55,982328","256,993261","40,537231"
23/03/2012 9.00,"4,667118","58,927054","171,71811",
23/03/2012 10.00,"2,614923","54,727231","109,851779","42,97924"
23/03/2012 11.00,"3,948126","42,227053","63,944088",
23/03/2012 12.00,"3,956256","33,314362","50,482133","64,468849"
23/03/2012 13.00,"2,054001","29,278666","41,5408",
23/03/2012 14.00,"2,026903","25,934386","36,630439",
23/03/2012 15.00,"2,552598","15,238656","23,238543",
23/03/2012 16.00,"3,777411","12,882869","21,61667",
23/03/2012 17.00,"1,941998","12,387327","20,555739",
23/03/2012 18.00,"1,367527","15,322983","24,285842",
23/03/2012 19.00,"1,635795","41,653666","56,362603",
23/03/2012 20.00,"2,113616","68,522059","106,176819",
23/03/2012 21.00,"4,936287","79,289145","195,97025",
23/03/2012 22.00,"2,578147","46,5398","80,250637",
23/03/2012 23.00,"2,07568","42,42942","61,654274",
24/03/2012 0.00,"2,467693","48,713246","78,84568",
24/03/2012 1.00,"2,126261","28,565183","48,843395",
24/03/2012 2.00,"1,792058",,,
24/03/2012 3.00,,"11,425428","18,154403",
24/03/2012 4.00,"1,642117","9,471788","15,540999","14,16361"
24/03/2012 5.00,"2,032323","18,228791","26,364242",
24/03/2012 6.00,"2,433369","35,306914","52,656517","22,46641"
24/03/2012 7.00,"2,523694","33,266369","46,983538",
24/03/2012 8.00,"2,474015","34,28015","51,043726","25,88522"
24/03/2012 9.00,"3,768379","40,624952","68,057429",
24/03/2012 10.00,"2,864221","25,354515","41,194498","26,86202"
24/03/2012 11.00,"2,606794","18,580342","30,602765",
24/03/2012 12.00,"2,91932","19,481271","32,764814","32,722832"
24/03/2012 13.00,"2,712474","17,434879","30,132603",
24/03/2012 14.00,"2,536339","14,38053","24,957679","29,79241"
24/03/2012 15.00,"2,601374","10,353906","18,822993",
24/03/2012 16.00,"2,429755","7,902778","15,818551","32,722832"
24/03/2012 17.00,"1,869737","11,843784","20,168598",
24/03/2012 18.00,"2,399045","17,450451","26,982908","28,571421"
24/03/2012 19.00,"2,474918","19,65056","29,86477",
24/03/2012 20.00,"2,5255","25,304573","35,779637","29,54822"
24/03/2012 21.00,"2,536339","40,53545","53,921036",
24/03/2012 22.00,"2,538146","57,586989","82,082275","31,990231"
24/03/2012 23.00,"1,806509","47,074833","64,384401",
25/03/2012 0.00,"2,828091","47,511992","85,478404","37,362621"
25/03/2012 1.00,"2,38098","42,044134","67,146971",
25/03/2012 2.00,"2,212974",,,"38,339432"
25/03/2012 3.00,"1,826381","32,364788","55,720611",
25/03/2012 4.00,"2,104584","29,280615","40,328743","35,409031"
25/03/2012 5.00,"1,855286","14,198271","20,645891",
25/03/2012 6.00,"2,043162","14,058175","20,568073","35,89743"
25/03/2012 7.00,"1,49579","16,390607","23,892848",
25/03/2012 8.00,"2,054001","18,771041","27,606736","36,874222"
25/03/2012 9.00,"1,788444","16,828424","26,068531",
25/03/2012 10.00,"2,279815","13,541222","23,529702","34,67643"
25/03/2012 11.00,"2,276201","10,449256","19,531136",
25/03/2012 12.00,"3,047582","10,708698","20,533045","37,851021"
25/03/2012 13.00,"5,480949","12,480075","21,861138",
25/03/2012 14.00,"4,006839","7,782783","14,84647","26,86202"
25/03/2012 15.00,"3,469402","6,920767","14,437921",
25/03/2012 16.00,"2,56434","6,255932","13,498913","26,617821"
25/03/2012 17.00,"2,613116","7,180864","14,354267",
25/03/2012 18.00,"2,581502","12,987303","20,13422","27,10622"
25/03/2012 19.00,"2,734152","19,175773","26,753984",
25/03/2012 20.00,"2,723313","20,690937","30,805092","31,25762"
25/03/2012 21.00,"2,545372","15,23347","22,586799",
25/03/2012 22.00,"2,467693","11,326833","18,001359","33,699631"
25/03/2012 23.00,"2,112713","8,302974","14,69083",
26/03/2012 0.00,"2,595954","6,967467","12,734994","37,851021"
26/03/2012 1.00,"2,133488","7,653707","13,431469",
26/03/2012 2.00,"2,341237",,,"31,746031"
26/03/2012 3.00,,"6,842933","13,113061",
26/03/2012 4.00,"2,568857","7,07903","13,727826","31,50182"
26/03/2012 5.00,"2,149747","8,182333","14,371127",
26/03/2012 6.00,"2,236459","15,99949","22,730773","32,96703"
26/03/2012 7.00,"2,539952","22,455177","32,517748",
26/03/2012 8.00,"2,818155","27,79851","41,37478","32,96703"
26/03/2012 9.00,"3,148746","16,397088","26,467356",
26/03/2012 10.00,"4,091744","14,758678","25,971899","32,722832"
26/03/2012 11.00,"4,173037","13,665103","23,840326",
26/03/2012 12.00,"3,918319","12,666229","22,531026","36,141621"
26/03/2012 13.00,"3,316751","11,722496","23,39093",
26/03/2012 14.00,"2,650149","8,941218","16,965725","38,339432"
26/03/2012 15.00,"3,026807","8,092823","17,267272",
26/03/2012 16.00,"3,173135","11,647255","20,769749","31,746031"
26/03/2012 17.00,"3,010548","12,197929","20,886477",
26/03/2012 18.00,"2,222007","13,251283","22,192526","27,10622"
26/03/2012 19.00,"1,996193","16,169422","25,76569",
26/03/2012 20.00,"1,748701","17,475738","27,655378","21,24542"
26/03/2012 21.00,"1,839027","11,459797","19,426072",
26/03/2012 22.00,"2,043162","7,94883","15,064361","27,35042"
26/03/2012 23.00,"2,399045","7,383882","13,867254",
27/03/2012 0.00,"1,923933","5,685148","11,777178","24,664221"
27/03/2012 1.00,"1,949224","5,244086","11,045685",
27/03/2012 2.00,"1,842013","5,170809","11,476426","22,46641"
27/03/2012 3.00,"2,171424","5,420512","11,327128",
27/03/2012 4.00,"2,574276","10,307207","16,132419","19,78022"
27/03/2012 5.00,"2,706152","8,893867","15,083816",
27/03/2012 6.00,"2,774799","6,200801","13,262215","25,88522"
27/03/2012 7.00,"2,224717","8,110983","16,991665",
27/03/2012 8.00,,,,"23,19902"
27/03/2012 9.00,,,,
27/03/2012 10.00,,,,
27/03/2012 11.00,,,,
27/03/2012 12.00,,,,
27/03/2012 13.00,,,,
27/03/2012 14.00,,,,
27/03/2012 15.00,,"11,576429","17,593555",
27/03/2012 16.00,,"12,225167","19,081089",
27/03/2012 17.00,"1,549985","13,380363","19,565495",
27/03/2012 18.00,"2,98887","17,119653","23,076405",
27/03/2012 19.00,"2,894931","23,122618","30,510663",
27/03/2012 20.00,"3,641924","29,51476","36,464438",
27/03/2012 21.00,"4,464788","15,117369","20,547307",
27/03/2012 22.00,"4,089034","12,568935","17,044841",
27/03/2012 23.00,"4,37085","10,582224","14,435328",
28/03/2012 0.00,"5,083518","9,71956","13,635095",
28/03/2012 1.00,"4,740282","8,773225","12,039816",
28/03/2012 2.00,"4,941706",,,
28/03/2012 3.00,,"6,142424","9,624201",
28/03/2012 4.00,"4,87577","6,687266","10,296682",
28/03/2012 5.00,"4,680666","9,074834","12,916569",
28/03/2012 6.00,"5,282234","13,196801","17,747801","1,709402"
28/03/2012 7.00,"5,641729","19,422249","26,521179",
28/03/2012 8.00,"5,505338","26,954018","40,520728","10,25641"
28/03/2012 9.00,"5,795283","19,553258","30,055434",
28/03/2012 10.00,"5,849478","14,78722","22,225604","25,15262"
28/03/2012 11.00,"5,825993","14,958453","23,754076",
28/03/2012 12.00,"5,877479","13,885639","22,936983","27,59462"
28/03/2012 13.00,"5,853091","15,064831","25,627567",
28/03/2012 14.00,"6,255039","11,41375","18,128463","30,036631"
28/03/2012 15.00,"6,609116","10,937667","17,128494",
28/03/2012 16.00,"7,413011","14,776196","22,704177","23,44322"
28/03/2012 17.00,"5,853091","13,254528","21,344305",
28/03/2012 18.00,"5,464692","17,242245","26,047786","20,26862"
28/03/2012 19.00,"5,222619","21,266258","29,727947",
28/03/2012 20.00,"4,897448","24,310237","33,45675","28,81562"
28/03/2012 21.00,"4,733055","14,080866","19,080442",
28/03/2012 22.00,"4,772798","13,551598","18,542198","42,246632"
28/03/2012 23.00,"4,630084","10,70935","14,671378",
29/03/2012 0.00,"4,70415","11,2717","15,367204","42,735031"
29/03/2012 1.00,"4,790863","7,989043","11,8965",
29/03/2012 2.00,"4,912802",,,"22,954821"
29/03/2012 3.00,"4,916416","8,532586","12,49181",
29/03/2012 4.00,,,,
29/03/2012 5.00,"4,843713","25,709306","35,816922",
29/03/2012 6.00,"4,52079","37,453209","53,145472","13,91941"
29/03/2012 7.00,"6,512467","59,682696","144,853251",
29/03/2012 8.00,"7,116744","54,956213","128,052867","19,53602"
29/03/2012 9.00,"5,931674","36,338877","54,354239",
29/03/2012 10.00,"5,926254","20,336797","30,431563","34,920631"
29/03/2012 11.00,"5,78083","15,130988","23,81893",
29/03/2012 12.00,"5,759153","14,75998","24,767665","32,96703"
29/03/2012 13.00,"5,909996","16,591674","26,089927",
29/03/2012 14.00,"5,872059","10,775508","16,802306","21,24542"
29/03/2012 15.00,"5,853091","14,697058","21,865038",
29/03/2012 16.00,"7,327202","25,781311","34,376307","24,908421"
29/03/2012 17.00,"6,62447","15,727719","22,093313",
29/03/2012 18.00,"6,854801","31,292614","41,316387","22,46641"
29/03/2012 19.00,"5,471014","21,235131","30,272026",
29/03/2012 20.00,"5,184682","9,805826","16,091564","27,35042"
29/03/2012 21.00,"4,962482","9,552216","15,618817",
29/03/2012 22.00,"5,14494","7,252212","11,54956","31,746031"
29/03/2012 23.00,"5,275008","5,22787","9,17026",
30/03/2012 0.00,"5,70857","4,341857","8,049025","39,072041"
30/03/2012 1.00,"5,817864","4,146623","8,307772",
30/03/2012 2.00,"5,78083",,,"48,35165"
30/03/2012 3.00,,"11,442933","15,77575",
30/03/2012 4.00,"5,97232","7,952071","12,170161","25,88522"
30/03/2012 5.00,"5,915416","10,383089","14,359455",
30/03/2012 6.00,"6,369753","35,186287","53,93922","21,48962"
30/03/2012 7.00,"7,544887","61,515045","110,92116",
30/03/2012 8.00,"6,112325","33,939644","54,731669","17,582411"
30/03/2012 9.00,"11,268095","34,797769","50,534655",
30/03/2012 10.00,"14,026636","24,202555","34,695362","27,10622"
30/03/2012 11.00,"8,970223","18,70812","28,93485",
30/03/2012 12.00,"6,617244","16,452228","26,010809","20,51281"
30/03/2012 13.00,"7,729151","17,491312","25,523803",
30/03/2012 14.00,"7,36243","14,15027","21,2775","12,94261"
30/03/2012 15.00,"7,254039","11,928749","17,917057",
30/03/2012 16.00,"7,386817","12,822551","18,90989","19,78022"
30/03/2012 17.00,"6,468207","12,026044","18,516258",
30/03/2012 18.00,"6,194521","23,701189","31,479511","22,954821"
30/03/2012 19.00,"6,920737","64,01806","86,842159",
30/03/2012 20.00,"6,235168","60,957886","86,578878","30,28083"
30/03/2012 21.00,"5,853091","26,316404","34,201185",
30/03/2012 22.00,"5,721215","35,395135","42,422728","32,722832"
30/03/2012 23.00,"5,845865","56,408455","67,843439",
31/03/2012 0.00,"5,78354","26,755532","32,307638","28,08301"
31/03/2012 1.00,"6,592857","22,568693","27,805184",
31/03/2012 2.00,"5,89735",,,"47,619041"
31/03/2012 3.00,"5,829607","21,469293","27,741628",
31/03/2012 4.00,"6,227942","20,954276","26,957612","30,76923"
31/03/2012 5.00,"5,580308","19,107017","24,665201",
31/03/2012 6.00,"6,774411","48,41876","76,276372","32,47863"
31/03/2012 7.00,"6,004837","22,318335","33,248569",
31/03/2012 8.00,"7,020096","27,797859","50,395232","36,630032"
31/03/2012 9.00,"6,305622","19,439742","31,598191",
31/03/2012 10.00,"7,881801","19,38787","30,480185","35,89743"
31/03/2012 11.00,"7,245909","12,963948","21,592673",
31/03/2012 12.00,"6,625373","9,967332","17,838589","21,97802"
31/03/2012 13.00,"5,942513","11,147166","19,725683",
31/03/2012 14.00,"6,248716","6,505003","12,59103","14,40781"
31/03/2012 15.00,"6,162004","5,894652","11,294703",
31/03/2012 16.00,"6,511564","8,096065","13,82056","12,69841"
31/03/2012 17.00,"6,573888","10,285154","17,25106",
31/03/2012 18.00,"6,367946","9,04759","14,570863","12,45421"
31/03/2012 19.00,"6,240587","10,046464","15,764726",
31/03/2012 20.00,"5,86393","14,008872","21,027831","21,48962"
31/03/2012 21.00,"6,546791","15,866524","22,545309",
31/03/2012 22.00,"6,040064","13,846723","19,623868","40,781441"
31/03/2012 23.00,"6,286654","14,192433","20,710726",
01/04/2012 0.00,"6,083421","10,094463","16,188189","43,711842"
01/04/2012 1.00,"6,972223","8,762196","13,467135",
01/04/2012 2.00,"6,392334",,,"39,56044"
01/04/2012 3.00,,"6,467384","10,715605",
01/04/2012 4.00,"6,684989","5,748065","10,107971","32,722832"
01/04/2012 5.00,"6,820477","7,734784","11,981452",
01/04/2012 6.00,"6,454659","7,613492","11,90493","21,001221"
01/04/2012 7.00,"7,191714","7,769809","12,34266",
01/04/2012 8.00,"7,134809","9,798041","16,11037","29,79241"
01/04/2012 9.00,"7,17143","7,680245","14,078696",
01/04/2012 10.00,"7,525016","7,503229","13,482051","31,01343"
01/04/2012 11.00,"7,39856","6,433006","12,104015",
01/04/2012 12.00,"7,270297","6,739804","12,912678","15,87301"
01/04/2012 13.00,"7,384107","8,673336","15,485876",
01/04/2012 14.00,"6,709377","5,328407","10,622871","8,547009"
01/04/2012 15.00,"7,289266","6,423926","11,845918",
01/04/2012 16.00,"7,297395","9,710478","16,072109","4,639805"
01/04/2012 17.00,"6,892737","7,466257","12,448363",
01/04/2012 18.00,"6,243297","11,312562","17,307478","11,23321"
01/04/2012 19.00,"6,54408","12,57218","18,454652",
01/04/2012 20.00,"5,954255","9,438708","14,876946","34,432232"
01/04/2012 21.00,"5,443013","7,189296","12,100772",
01/04/2012 22.00,"5,853091","7,023898","11,447746","40,537231"
01/04/2012 23.00,"5,838639","5,747416","9,997081",
02/04/2012 0.00,"5,824187","4,383369","8,472487","23,68742"
02/04/2012 1.00,"5,415915","3,679617","7,49781",
02/04/2012 2.00,"5,699537",,,"27,83882"
02/04/2012 3.00,"5,710376","4,63633","8,600887",
02/04/2012 4.00,"5,845865","5,223332","9,318762","15,14041"
02/04/2012 5.00,"5,836832","9,302497","13,836772",
02/04/2012 6.00,"5,818767","15,492271","20,323584","8,791209"
02/04/2012 7.00,"5,877479","27,884129","36,402165",
02/04/2012 8.00,"5,960578","17,243538","26,387587","10,25641"
02/04/2012 9.00,"6,213489","11,856753","19,998048",
02/04/2012 10.00,"6,712086","8,691499","14,805614","11,47741"
02/04/2012 11.00,"4,422336","11,507148","19,166041",
02/04/2012 12.00,"4,59847","12,816061","21,497341","13,18681"
02/04/2012 13.00,"5,945223","9,107263","15,734247",
02/04/2012 14.00,"6,189102","9,408223","15,548132","11,47741"
02/04/2012 15.00,"5,853091","7,660843","14,902238",
02/04/2012 16.00,"6,075292","6,6704","13,430821","10,25641"
02/04/2012 17.00,"6,812347","9,116343","15,947602",
02/04/2012 18.00,"5,78083","8,921111","15,594175","10,98901"
02/04/2012 19.00,"5,835026","32,757203","42,59393",
02/04/2012 20.00,"5,831413","34,815913","44,796839","7,814408"
02/04/2012 21.00,"5,825993","32,037242","40,317752",
02/04/2012 22.00,"5,787153","18,029017","23,302729","21,001221"
02/04/2012 23.00,"5,314751","29,071098","34,785494",
03/04/2012 0.00,"5,508047","13,495813","17,636909","31,25762"
03/04/2012 1.00,"5,853091","9,763016","13,923671",
03/04/2012 2.00,"5,851285",,,"76,92308"
03/04/2012 3.00,,"5,381593","9,543788",
03/04/2012 4.00,"5,825993","4,408667","8,421904","52,991451"
03/04/2012 5.00,"5,824187","8,669445","12,685709",
03/04/2012 6.00,"5,811541","27,451501","35,683655","39,56044"
03/04/2012 7.00,"5,78354","29,750853","40,444841",
03/04/2012 8.00,"5,853091","19,444294","31,190932","37,606831"
03/04/2012 9.00,"5,853091","13,812993","23,041396",
03/04/2012 10.00,"5,829607","15,986511","25,84481","29,05983"
03/04/2012 11.00,"5,8558","13,307717","21,839093",
03/04/2012 12.00,"5,853091","11,555149","20,783363","22,954821"
03/04/2012 13.00,"5,9669","12,877681","23,211946",
03/04/2012 14.00,"5,853091","9,886256","17,451441","12,94261"
03/04/2012 15.00,"5,953352","11,198412","19,054502",
03/04/2012 16.00,"5,851285","10,254669","17,843128","13,91941"
03/04/2012 17.00,"5,858511","12,218037","20,142002",
03/04/2012 18.00,"5,835026","13,902503","23,570561","15,38461"
