
Stat, Viale Romagna,,,,,
,NO2,NOX,CO,O3
16/01/2012 23.00,"18,69194526","22,06023536","0,54816512","61,6117047"
17/01/2012 0.00,"15,30449884","18,4001798","0,44973777","63,08479275"
17/01/2012 1.00,"12,3232855","17,25754374","0,39018297","64,4362656"
17/01/2012 2.00,"11,08901493","13,97490169","0,38678583","63,42130935"
17/01/2012 3.00,"14,58288901","17,65052858","0,43580553","50,3243139"
17/01/2012 4.00,"29,89777192","35,14930936","0,65914768","24,2005869"
17/01/2012 5.00,"22,1248036","26,95761304","0,58819802","32,648574"
17/01/2012 6.00,"26,13912408","31,46069808","0,59172331","25,907469"
17/01/2012 7.00,"41,70580592","51,88544688","0,64603328","14,87417138"
17/01/2012 8.00,"58,156348","102,0160984","0,77361359","7,94793836"
17/01/2012 9.00,"81,54788984","257,3272848","1,34542821","8,17498332"
17/01/2012 10.00,"58,87407456","141,28850192","0,8160126","23,24105175"
17/01/2012 11.00,"13,83271581","22,29887208","0,39452609","63,5618571"
17/01/2012 12.00,"11,54326789","16,99814844","0,38244271","65,76475605"
17/01/2012 13.00,"11,44722622","17,59086844","0,40273817","67,6459812"
17/01/2012 14.00,"17,72763571","31,92632744","0,53689841","62,46853725"
17/01/2012 15.00,"13,75224738","20,18091144","0,49634942","64,4673477"
17/01/2012 16.00,"21,433042","29,56452944","0,58536008","60,1142976"
17/01/2012 17.00,"31,62004416","37,98319928","0,66233046","44,5103253"
17/01/2012 18.00,"43,2463808","50,50808032","0,82022641","33,4945737"
17/01/2012 19.00,"45,70716304","54,27579104","0,81472178","31,4322624"
17/01/2012 20.00,"43,19837048","49,72209536","0,73676348","39,52480035"
17/01/2012 21.00,"49,14520672","61,26648368","0,97954132","32,3512392"
17/01/2012 22.00,"44,31713904","51,81542944","0,9539987","30,6200181"
17/01/2012 23.00,"42,1379944","46,55878696","0,81644249","31,4484618"
18/01/2012 0.00,"45,4969004","50,18252408","0,83088965","28,661766"
18/01/2012 1.00,"19,77176256","22,56087344","0,74665316","47,9443986"
18/01/2012 2.00,,,"0,78728836","44,07651255"
18/01/2012 3.00,"33,21122968","36,53187656",,"41,35062435"
18/01/2012 4.00,"22,07161176","24,9952892","0,51107618","44,73873285"
18/01/2012 5.00,"17,65494721","20,5323944","0,4667724",
18/01/2012 6.00,"19,50050712","22,7476376","0,39958801","47,4375888"
18/01/2012 7.00,"24,03529312","27,48029648","0,32635029","46,32399975"
18/01/2012 8.00,"37,81220912","47,01143384","0,45290657","30,55244745"
18/01/2012 9.00,"46,81553032","74,77185744","0,65746542","31,1565534"
18/01/2012 10.00,"37,81220912","65,69951304","0,5692458","38,6449854"
18/01/2012 11.00,"27,14757024","38,87032904","0,42322353","49,2228744"
18/01/2012 12.00,"17,8703971","26,66060296","0,41259524","63,45510465"
18/01/2012 13.00,"15,47711611","24,96156152","0,40452528","72,0841779"
18/01/2012 14.00,"19,65107712","34,25565968","0,47334067","72,78558"
18/01/2012 15.00,"15,7405878","23,01870184","0,49545004","75,8912364"
18/01/2012 16.00,"20,70233296","29,83689384","0,53679123","69,6488415"
18/01/2012 17.00,"33,45133864","41,0025532","0,59221261","52,25150385"
18/01/2012 18.00,"50,80000448","60,66468168","0,80862068","33,8108211"
18/01/2012 19.00,"64,39390384","79,40205224","0,93350285","16,47699627"
18/01/2012 20.00,"72,1902368","146,83435352","1,18554245","16,1012879"
18/01/2012 21.00,"73,91250904","212,7813176","1,57963515","16,99055316"
18/01/2012 22.00,"69,10128608","157,94035848","1,55950162","19,64076902"
18/01/2012 23.00,"50,04853112","66,54903376","1,06246369","20,72328195"
19/01/2012 0.00,"35,03344216","41,307326","0,83266162","23,4032253"
19/01/2012 1.00,"26,4999376","31,42957072","0,75847908","28,0806225"
19/01/2012 2.00,"17,55371828","20,71137672","0,6139352","38,6071602"
19/01/2012 3.00,"14,93720555","20,19259376","0,50618202","39,91402485"
19/01/2012 4.00,"13,48358843","16,42748145","0,47110853","39,6734478"
19/01/2012 5.00,"12,93329189","15,79455782","0,46428279","41,69524065"
19/01/2012 6.00,"17,18901575","20,17703008","0,43904074","38,12602605"
19/01/2012 7.00,"35,94324824","43,2320408","0,50832911","22,5436995"
19/01/2012 8.00,"45,413824","77,3865748","0,64244042","13,29295632"
19/01/2012 9.00,"51,87594424","140,86570136","1,04254336","16,1756196"
19/01/2012 10.00,"45,6435508","94,740078","0,79037561","31,2511563"
19/01/2012 11.00,"25,79389336","40,62252408","0,46505519","55,4544564"
19/01/2012 12.00,"17,34475962","26,51404816","0,36528692","67,04187525"
19/01/2012 13.00,"17,48492452","28,6138448","0,37829531","69,3974715"
19/01/2012 14.00,"23,8704596","39,67185856","0,49669426","69,93805665"
19/01/2012 15.00,"15,75486853","22,00446232","0,3547693","76,8048267"
19/01/2012 16.00,"18,95800962","26,39083888","0,36726276","70,8029889"
19/01/2012 17.00,"34,7842512","40,909152","0,51884673","53,9786751"
19/01/2012 18.00,"66,49387256","99,092746","1,00420787","23,53702995"
19/01/2012 19.00,"73,21166544","123,1516332","0,99068455","14,55792797"
19/01/2012 20.00,"66,26414576","83,31763704","0,9207962","19,76375079"
19/01/2012 21.00,"67,96435352","89,1825632","0,95792941","14,97147351"
19/01/2012 22.00,"68,9169884","116,49684072","1,1300768","13,84299777"
19/01/2012 23.00,"59,8890024","89,10214448","1,26758058","13,80381198"
20/01/2012 0.00,"44,04716464","56,23551456","0,98394502","25,6926075"
20/01/2012 1.00,"20,77762752","23,96938648","0,70619038","37,2191988"
20/01/2012 2.00,,,"0,71542068","35,00145705"
20/01/2012 3.00,"34,50391376","37,59280712",,"35,2676898"
20/01/2012 4.00,"24,30394824","27,08082232","0,53024626","40,1870007"
20/01/2012 5.00,"19,07611769","22,12249008","0,44849471",
20/01/2012 6.00,"24,88278712","28,74353576","0,42858253","26,85754785"
20/01/2012 7.00,"33,23201312","37,20371512","0,42562693","24,63439965"
20/01/2012 8.00,"49,43592632","67,04709064","0,53247257","19,94619753"
20/01/2012 9.00,"59,1414104","96,00205536","0,78414985","22,54774935"
20/01/2012 10.00,"35,06460776","51,3757268","0,42374312","53,59350045"
20/01/2012 11.00,"13,4770991","18,25362118","0,26612561","78,3806373"
20/01/2012 12.00,"12,36093086","17,55585016","0,26559437","82,9296363"
20/01/2012 13.00,"11,56922711","15,61687184","0,27694264","85,35820965"
20/01/2012 14.00,"15,56018869","21,51550656","0,33809465","79,86589485"
20/01/2012 15.00,"13,39793083","18,60769681","0,31247747","83,46886485"
20/01/2012 16.00,"12,86710227","16,73875696","0,29080847","81,58087665"
20/01/2012 17.00,"18,30907682","22,03170832","0,37710817","71,24625795"
20/01/2012 18.00,"22,29093728","25,93299136","0,42905319","65,0403516"
20/01/2012 19.00,"29,76408488","33,59682272","0,51577113","56,3342514"
20/01/2012 20.00,"23,01774584","26,58278456","0,42018871","62,4806868"
20/01/2012 21.00,"20,1260944","23,82283168","0,38280386","65,3133474"
20/01/2012 22.00,"14,83726722","17,79968178","0,34439031","68,85688635"
20/01/2012 23.00,"10,86319052","13,78295027","0,31728309","70,3394307"
21/01/2012 0.00,"8,1752971","11,24217569","0,27002254","70,89354195"
21/01/2012 1.00,"11,20582666","16,38986858","0,25502549","70,43405355"
21/01/2012 2.00,"6,31155215","9,21500446","0,2434885","78,60497505"
21/01/2012 3.00,"6,3154469","9,28374468","0,26452374","76,0480035"
21/01/2012 4.00,"5,91829773","9,46661792","0,28323713","68,91905055"
21/01/2012 5.00,"6,13504205","9,0930896","0,26471247","71,5922508"
21/01/2012 6.00,"7,70676532","10,93090209","0,2745439","67,0499949"
21/01/2012 7.00,"14,73733846","18,87617029","0,30088106","60,6251373"
21/01/2012 8.00,"19,67444176","24,09777728","0,32410883","58,3722636"
21/01/2012 9.00,"26,3130396","36,5214944","0,38348888","62,9942397"
21/01/2012 10.00,"15,83014014","27,78896976","0,31094433","76,3939764"
21/01/2012 11.00,"14,94888214","20,97335896","0,30847802","77,5305678"
21/01/2012 12.00,"15,45765769","22,5051004","0,32503384","75,49931865"
21/01/2012 13.00,"21,17866952","33,1506384","0,34576035","72,74234835"
21/01/2012 14.00,"15,54590796","25,6385816","0,3915565","79,72668375"
21/01/2012 15.00,"9,54195646","14,54167967","0,32434882","83,55536805"
21/01/2012 16.00,"8,8294248","13,29399069","0,32863136","85,79068575"
21/01/2012 17.00,"12,97482244","17,64793399","0,36742935","79,65235005"
21/01/2012 18.00,"21,87303144","26,37007456","0,4494372","69,52720635"
21/01/2012 19.00,"38,10292872","44,5523724","0,5673317","50,83110375"
21/01/2012 20.00,"46,98554536","54,86591072","0,61820609","47,06729685"
21/01/2012 21.00,"49,66825344","58,67639288","0,62368858","43,58997195"
21/01/2012 22.00,"40,84791064","46,3123684","0,62934116","43,84405515"
21/01/2012 23.00,"62,00713512","72,69020568","0,93223417","17,7095372"
22/01/2012 0.00,"63,24268864","75,425532","0,89596306","15,56206134"
22/01/2012 1.00,"42,13411304","48,9607752","1,08408842","23,20996965"
22/01/2012 2.00,,,"1,15119359","23,25996435"
22/01/2012 3.00,"45,7110444","50,31223416",,"24,48980205"
22/01/2012 4.00,"27,10734176","30,6941964","0,59835682","36,45832575"
22/01/2012 5.00,"18,085847","21,8916352","0,43696587",
22/01/2012 6.00,"17,64845788","21,00708664","0,33904529","50,78785215"
22/01/2012 7.00,"16,08581852","18,9967869","0,3005269","52,95964905"
22/01/2012 8.00,"21,03980096","25,4803636","0,31619032","41,53711695"
22/01/2012 9.00,"16,3220423","22,25738168","0,35248357","48,5903796"
22/01/2012 10.00,"15,62117958","21,40266032","0,38548103","60,1359234"
22/01/2012 11.00,"10,82425264","15,11105224","0,30938556","74,0748687"
22/01/2012 12.00,"8,84629629","12,81021836","0,24975154","79,42124925"
22/01/2012 13.00,"9,61463731","14,06179826","0,25853331","81,6470907"
22/01/2012 14.00,"7,6976795","11,44061261","0,26398551","87,97193895"
22/01/2012 15.00,"6,6399133","10,34985676","0,24302366","88,04355945"
22/01/2012 16.00,"7,16425444","10,64945951","0,25075227","86,5366761"
22/01/2012 17.00,"11,77818768","15,40546582","0,32237065","75,9561138"
22/01/2012 18.00,"35,78361536","39,86120392","0,43718023","48,3011844"
22/01/2012 19.00,"36,96209568","40,51877896","0,44210236","44,500869"
22/01/2012 20.00,"34,08470776","37,81069864","0,43880657","47,47543395"
22/01/2012 21.00,"22,8996416","26,24426496","0,38535171","55,4125614"
22/01/2012 22.00,"33,94063856","37,42160664","0,52726968","38,6030904"
22/01/2012 23.00,"28,85817928","32,19219104","0,56690065","43,1372466"
23/01/2012 0.00,"17,32010056","20,36379424","0,45691067","52,1068863"
23/01/2012 1.00,"16,07932919","19,24709064","0,44034787","50,8256973"
23/01/2012 2.00,"15,51345941","18,50912556","0,43747964","46,43615865"
23/01/2012 3.00,"13,6276519","17,08245426","0,41650847","34,8568395"
23/01/2012 4.00,"9,90795532","12,87766034","0,37687867","34,29734175"
23/01/2012 5.00,"7,81448931","11,03076967","0,32389447","29,23072005"
23/01/2012 6.00,"19,79902768","35,69271888","0,31567772","21,26791695"
23/01/2012 7.00,"24,65046","33,13119336","0,50210452","14,18221959"
23/01/2012 8.00,"41,61884816","133,99689872","0,80746733","9,19668866"
23/01/2012 9.00,"62,85204792","166,68066496","0,69726299","13,42810361"
23/01/2012 10.00,"41,18277832","80,1076376","0,51237632","34,10139285"
23/01/2012 11.00,"15,87556926","24,20414184","0,35945959","63,2821182"
23/01/2012 12.00,"11,54975722","17,08375059","0,30276137","71,27466675"
23/01/2012 13.00,"8,64382887","12,85950398","0,27079959","78,22656345"
23/01/2012 14.00,"9,30833874","13,79591937","0,24545385","78,67523895"
23/01/2012 15.00,"7,68729734","11,49378915","0,23230683","77,1332436"
23/01/2012 16.00,"6,05197903","9,61447288","0,23438635","74,8519611"
23/01/2012 17.00,"9,42904138","13,02032804","0,27921322","70,1961897"
23/01/2012 18.00,"17,59655282","21,038214","0,35984404","54,0921906"
23/01/2012 19.00,"43,77720936","50,12677016","0,6031939","25,2601314"
23/01/2012 20.00,"36,99584248","42,918186","0,56026714","26,37507705"
23/01/2012 21.00,"27,3201856","32,8251204","0,46718131","34,70954865"
23/01/2012 22.00,"39,37742968","45,79228528","0,8717928","17,70412277"
23/01/2012 23.00,"36,49614128","44,55367256","0,87487423","12,27395621"
24/01/2012 0.00,"38,78820864","47,51983464","0,80703977","14,38763676"
24/01/2012 1.00,"26,18327216","30,10665792","0,76745191","22,974819"
24/01/2012 2.00,,,"0,77322914","22,3855758"
24/01/2012 3.00,"24,98922816","31,4516352",,"23,5289103"
24/01/2012 4.00,"17,62510471","21,14457856","0,53889988","30,0307749"
24/01/2012 5.00,"12,7425087","16,38468133","0,47095009",
24/01/2012 6.00,"14,11435341","17,96180218","0,44839918","16,09588544"
24/01/2012 7.00,"27,61220536","34,88598872","0,5917303","11,46848693"
24/01/2012 8.00,"39,16716704","87,84926824","0,7776841","9,43589514"
24/01/2012 9.00,"45,0192828","117,21925168","1,20109986","12,78211064"
24/01/2012 10.00,"42,93877824","84,05173032","0,90200941","20,24216775"
24/01/2012 11.00,"33,18138336","52,41721232","0,74484159","35,7298914"
24/01/2012 12.00,"31,19563752","45,87266576","0,60723412","49,4634315"
24/01/2012 13.00,"18,98396885","27,55291424","0,39424532","69,1028499"
24/01/2012 14.00,"24,41167032","36,22448432","0,47389637","68,7163386"
24/01/2012 15.00,"18,9424383","26,11975552","0,40812513","73,3612971"
24/01/2012 16.00,"27,21118248","35,42813632","0,47611803","71,4327705"
24/01/2012 17.00,"31,6161628","36,64210336","0,53693452","65,99450025"
24/01/2012 18.00,"38,31707272","42,501848","0,5879289","54,9638859"
24/01/2012 19.00,"54,98043952","61,08101968","0,72771492","39,09503745"
24/01/2012 20.00,"47,5021104","52,68569536","0,70512208","42,7047705"
24/01/2012 21.00,"30,11841672","34,6862612","0,57742293","56,17207785"
24/01/2012 22.00,"24,57000304","28,3713076","0,54645956","57,48434895"
24/01/2012 23.00,"10,00270066","13,61045154","0,36381669","73,1612784"
25/01/2012 0.00,"7,69378666","11,2979449","0,29195716","72,89911545"
25/01/2012 1.00,"6,68014942","10,0723051","0,31053541","68,6838999"
25/01/2012 2.00,"5,19148917","8,72215395","0,28675077","68,4433428"
25/01/2012 3.00,"3,71710582","7,32401542","0,26673957","69,07988745"
25/01/2012 4.00,"3,19017009","6,69628097","0,26234053","69,1244757"
25/01/2012 5.00,"3,796276","7,12168758","0,26812592","67,10403945"
25/01/2012 6.00,"5,78498926","9,76819768","0,27091959","62,89510815"
25/01/2012 7.00,"12,89955082","17,78411619","0,31399546","50,21484825"
25/01/2012 8.00,"17,42393363","22,58810032","0,34978543","44,1738087"
25/01/2012 9.00,"21,218898","32,7524644","0,45732541","44,48464965"
25/01/2012 10.00,"18,17669186","26,93686784","0,41307988","49,7337141"
25/01/2012 11.00,"12,85931087","18,66346602","0,35002192","57,9749394"
25/01/2012 12.00,"9,93910562","16,4132141","0,32928492","63,44157855"
25/01/2012 13.00,"15,37069802","23,10818344","0,39168232","58,59660135"
25/01/2012 14.00,"14,2765847","22,97589216","0,42781363","67,8446433"
25/01/2012 15.00,"9,59776582","16,17197706","0,38745454","74,24921175"
25/01/2012 16.00,"10,23891296","16,60776202","0,41504407","74,3924727"
25/01/2012 17.00,"11,95858488","17,96439676","0,44143831","70,25294745"
25/01/2012 18.00,"12,73341523","17,32239496","0,42691775","66,16208025"
25/01/2012 19.00,"12,90733266","17,70500146","0,42811304","68,1892596"
25/01/2012 20.00,"11,84437538","16,72578595","0,41760707","70,95434955"
25/01/2012 21.00,"11,53937314","16,32631753","0,39644717","70,26240375"
25/01/2012 22.00,"7,55361603","11,76615355","0,38160274","72,4896018"
25/01/2012 23.00,"5,81576482","9,55351641","0,36691093","73,30860915"
26/01/2012 0.00,"4,91633898","8,6261792","0,36879007","72,50446455"
26/01/2012 1.00,"4,7917435","8,40439676","0,36921763","71,2300386"
26/01/2012 2.00,,,"0,35965065","71,13409905"
26/01/2012 3.00,"15,26557243","18,99808514",,"71,9976747"
26/01/2012 4.00,"9,85344611","13,29269244","0,33159046","72,07877145"
26/01/2012 5.00,"7,76776577","11,30313407","0,35056365",
26/01/2012 6.00,"8,28691392","12,24603496","0,34463729","70,50296085"
26/01/2012 7.00,"10,60880083","15,32245826","0,33470334","69,0595983"
26/01/2012 8.00,"12,1805241","16,75691331","0,36476267","66,7918419"
26/01/2012 9.00,"18,2857141","29,4698472","0,43106282","62,0833626"
26/01/2012 10.00,"11,61206165","19,00327431","0,39605806","68,15548425"
26/01/2012 11.00,"9,73014697","16,27443923","0,36535915","71,9706624"
26/01/2012 12.00,"10,32197598","16,13825703","0,36808758","72,51663405"
26/01/2012 13.00,"13,5796301","20,34563024","0,40535243","70,48404825"
26/01/2012 14.00,"13,18767775","21,42082432","0,46414998","76,85887125"
26/01/2012 15.00,"13,14484513","20,68154952","0,46623883","79,9848168"
26/01/2012 16.00,"13,0163549","19,06552712","0,43102088","78,496866"
26/01/2012 17.00,"14,1701666","19,00457065","0,4778364","78,3035904"
26/01/2012 18.00,"15,287635","19,9370932","0,46999129","75,64391625"
26/01/2012 19.00,"16,20133009","20,88127704","0,46896726","75,7128435"
26/01/2012 20.00,"18,26105694","23,2534572","0,50005062","71,9165979"
26/01/2012 21.00,"22,8723956","27,18846792","0,49476385","65,5160793"
26/01/2012 22.00,"20,63355832","24,46094256","0,46295586","64,24975305"
26/01/2012 23.00,"13,81973715","17,54028648","0,51633732","62,51314545"
27/01/2012 0.00,"9,7535097","13,40293645","0,39175222","71,7962994"
27/01/2012 1.00,"6,74374446","10,44972434","0,34975397","75,3979527"
27/01/2012 2.00,"5,24859487","8,96728191","0,34779211","73,60861725"
27/01/2012 3.00,"4,18953042","7,79611499","0,32745471","72,85179405"
27/01/2012 4.00,"3,54967962","7,18912956","0,32783799","75,4290348"
27/01/2012 5.00,"4,75540403","8,02049202","0,33743177","71,427384"
27/01/2012 6.00,"8,07536068","11,91141584","0,31918321","68,3365704"
27/01/2012 7.00,"13,47320245","17,39242961","0,35107508","59,1898944"
27/01/2012 8.00,"25,08136744","32,47105624","0,4050973","47,89709715"
27/01/2012 9.00,"31,22290264","48,32784584","0,54388142","45,5468874"
27/01/2012 10.00,"24,83217648","37,05844136","0,48320822","54,77601675"
27/01/2012 11.00,"23,03072832","31,6876716","0,44146627","57,36812025"
27/01/2012 12.00,"18,23250505","29,34015624","0,43451704","66,5202027"
27/01/2012 13.00,"12,57118394","21,10565024","0,42517957","76,31694945"
27/01/2012 14.00,"17,7756575","29,10021936","0,51147694","76,62912705"
27/01/2012 15.00,"12,82557172","19,86705664","0,43383435","84,14189805"
27/01/2012 16.00,"14,72046314","21,91498072","0,45332014","82,6066458"
27/01/2012 17.00,"22,804902","29,07557368","0,56259947","72,35312385"
27/01/2012 18.00,"41,01274416","47,74422696","0,64842852","51,47034165"
27/01/2012 19.00,"50,29384072","57,89044616","0,82157897","43,10075805"
27/01/2012 20.00,"58,75985168","66,9044172","0,80294596","33,24589695"
27/01/2012 21.00,"75,93330184","91,2356688","1,01890434","20,18539005"
27/01/2012 22.00,"70,93650016","93,83090288","1,10260144","23,16536145"
27/01/2012 23.00,"69,31934968","90,4393208","1,09432994","17,12164661"
28/01/2012 0.00,"59,92014888","73,79004544","1,17337868","17,00811914"
28/01/2012 1.00,"43,78631048","56,21603128","0,83650146","25,38040995"
28/01/2012 2.00,,,"0,92629616","23,9613864"
28/01/2012 3.00,"35,58245384","39,3022116",,"33,3161808"
