"NetC","ENEL Brindisi"
"Stat","Costa Morena Diga"
,PM10

,,,

08/02/2012 2.00,"29,3235"
08/02/2012 3.00,
08/02/2012 4.00,"21,4634"
08/02/2012 5.00,
08/02/2012 6.00,"30,16168"
08/02/2012 7.00,
08/02/2012 8.00,"23,08367"
08/02/2012 9.00,
08/02/2012 10.00,"12,60399"
08/02/2012 11.00,
08/02/2012 12.00,"12,8252"
08/02/2012 13.00,
08/02/2012 14.00,"16,2239"
08/02/2012 15.00,
08/02/2012 16.00,"12,25338"
08/02/2012 17.00,
08/02/2012 18.00,"8,533198"
08/02/2012 19.00,
08/02/2012 20.00,"16,28218"
08/02/2012 21.00,
08/02/2012 22.00,"14,45155"
08/02/2012 23.00,
09/02/2012 0.00,"12,0376"
09/02/2012 1.00,
09/02/2012 2.00,"14,89092"
09/02/2012 3.00,
09/02/2012 4.00,"16,01321"
09/02/2012 5.00,
09/02/2012 6.00,"12,09857"
09/02/2012 7.00,
09/02/2012 8.00,"12,4922"
09/02/2012 9.00,
09/02/2012 10.00,"23,10364"
09/02/2012 11.00,
09/02/2012 12.00,"19,44207"
09/02/2012 13.00,
09/02/2012 14.00,"14,02506"
09/02/2012 15.00,
09/02/2012 16.00,"13,92479"
09/02/2012 17.00,
09/02/2012 18.00,"23,00745"
09/02/2012 19.00,
09/02/2012 20.00,"23,05758"
09/02/2012 21.00,
09/02/2012 22.00,"34,30115"
09/02/2012 23.00,
10/02/2012 0.00,"27,42242"
10/02/2012 1.00,
10/02/2012 2.00,"20,10061"
10/02/2012 3.00,
10/02/2012 4.00,"20,06605"
10/02/2012 5.00,
10/02/2012 6.00,"26,31571"
10/02/2012 7.00,
10/02/2012 8.00,"34,85974"
10/02/2012 9.00,
10/02/2012 10.00,"33,7223"
10/02/2012 11.00,
10/02/2012 12.00,"46,91204"
10/02/2012 13.00,
10/02/2012 14.00,"42,59798"
10/02/2012 15.00,
10/02/2012 16.00,"30,10433"
10/02/2012 17.00,
10/02/2012 18.00,"19,87377"
10/02/2012 19.00,
10/02/2012 20.00,"16,12771"
10/02/2012 21.00,
10/02/2012 22.00,"19,92242"
10/02/2012 23.00,
11/02/2012 0.00,"24,68767"
11/02/2012 1.00,
11/02/2012 2.00,"22,44342"
11/02/2012 3.00,
11/02/2012 4.00,"18,24695"
11/02/2012 5.00,
11/02/2012 6.00,"12,09722"
11/02/2012 7.00,
11/02/2012 8.00,"11,93665"
11/02/2012 9.00,
11/02/2012 10.00,"14,29211"
11/02/2012 11.00,
11/02/2012 12.00,"16,14397"
11/02/2012 13.00,
11/02/2012 14.00,"13,23916"
11/02/2012 15.00,
11/02/2012 16.00,"8,542006"
11/02/2012 17.00,
11/02/2012 18.00,"15,78286"
11/02/2012 19.00,
11/02/2012 20.00,"24,72798"
11/02/2012 21.00,
11/02/2012 22.00,"28,27845"
11/02/2012 23.00,
12/02/2012 0.00,"22,37702"
12/02/2012 1.00,
12/02/2012 2.00,"19,78624"
12/02/2012 3.00,
12/02/2012 4.00,"26,03861"
12/02/2012 5.00,
12/02/2012 6.00,"19,68359"
12/02/2012 7.00,
12/02/2012 8.00,"26,01726"
12/02/2012 9.00,
12/02/2012 10.00,"20,40243"
12/02/2012 11.00,
12/02/2012 12.00,"16,88007"
12/02/2012 13.00,
12/02/2012 14.00,"14,3855"
12/02/2012 15.00,
12/02/2012 16.00,"10,11924"
12/02/2012 17.00,
12/02/2012 18.00,"17,11517"
12/02/2012 19.00,
12/02/2012 20.00,"23,0979"
12/02/2012 21.00,
12/02/2012 22.00,"27,8689"
12/02/2012 23.00,
13/02/2012 0.00,"33,32283"
13/02/2012 1.00,
13/02/2012 2.00,"22,73679"
13/02/2012 3.00,
13/02/2012 4.00,"24,86212"
13/02/2012 5.00,
13/02/2012 6.00,"26,43664"
13/02/2012 7.00,
13/02/2012 8.00,"25,94342"
13/02/2012 9.00,
13/02/2012 10.00,"26,50135"
13/02/2012 11.00,
13/02/2012 12.00,"26,11957"
13/02/2012 13.00,
13/02/2012 14.00,"33,7737"
13/02/2012 15.00,
13/02/2012 16.00,"29,97086"
13/02/2012 17.00,
13/02/2012 18.00,"24,69045"
13/02/2012 19.00,
13/02/2012 20.00,"25,27776"
13/02/2012 21.00,
13/02/2012 22.00,"29,61212"
13/02/2012 23.00,
14/02/2012 0.00,"21,54674"
14/02/2012 1.00,
14/02/2012 2.00,"21,59281"
14/02/2012 3.00,
14/02/2012 4.00,"19,68495"
14/02/2012 5.00,
14/02/2012 6.00,"23,2344"
14/02/2012 7.00,
14/02/2012 8.00,"29,97053"
14/02/2012 9.00,
14/02/2012 10.00,"28,46036"
14/02/2012 11.00,
14/02/2012 12.00,"20,88347"
14/02/2012 13.00,
14/02/2012 14.00,"12,35556"
14/02/2012 15.00,
14/02/2012 16.00,"9,750678"
14/02/2012 17.00,
14/02/2012 18.00,"8,677168"
14/02/2012 19.00,
14/02/2012 20.00,"8,612467"
14/02/2012 21.00,
14/02/2012 22.00,"7,037941"
14/02/2012 23.00,
15/02/2012 0.00,"7,454607"
15/02/2012 1.00,
15/02/2012 2.00,"13,80521"
15/02/2012 3.00,
15/02/2012 4.00,"16,01287"
15/02/2012 5.00,
15/02/2012 6.00,"10,70325"
15/02/2012 7.00,
15/02/2012 8.00,"14,39092"
15/02/2012 9.00,
15/02/2012 10.00,"11,1836"
15/02/2012 11.00,
15/02/2012 12.00,"15,00847"
15/02/2012 13.00,
15/02/2012 14.00,"12,71375"
15/02/2012 15.00,
15/02/2012 16.00,"8,733401"
15/02/2012 17.00,
15/02/2012 18.00,"6,51897"
15/02/2012 19.00,
15/02/2012 20.00,"17,94647"
15/02/2012 21.00,
15/02/2012 22.00,"24,61856"
15/02/2012 23.00,
16/02/2012 0.00,"34,63684"
16/02/2012 1.00,
16/02/2012 2.00,"30,125"
16/02/2012 3.00,
16/02/2012 4.00,"29,51151"
16/02/2012 5.00,
16/02/2012 6.00,"24,45054"
16/02/2012 7.00,
16/02/2012 8.00,"22,45562"
16/02/2012 9.00,
16/02/2012 10.00,"16,48881"
16/02/2012 11.00,
16/02/2012 12.00,"15,95155"
16/02/2012 13.00,
16/02/2012 14.00,"13,12466"
16/02/2012 15.00,
16/02/2012 16.00,"9,947155"
16/02/2012 17.00,
16/02/2012 18.00,"8,438685"
16/02/2012 19.00,
16/02/2012 20.00,"16,04641"
16/02/2012 21.00,
16/02/2012 22.00,"16,16768"
16/02/2012 23.00,
17/02/2012 0.00,"19,37771"
17/02/2012 1.00,
17/02/2012 2.00,"14,62432"
17/02/2012 3.00,
17/02/2012 4.00,"20,13042"
17/02/2012 5.00,
17/02/2012 6.00,"18,43528"
17/02/2012 7.00,
17/02/2012 8.00,"16,57317"
17/02/2012 9.00,
17/02/2012 10.00,"18,79402"
17/02/2012 11.00,
17/02/2012 12.00,"17,57588"
17/02/2012 13.00,
17/02/2012 14.00,"29,94376"
17/02/2012 15.00,
17/02/2012 16.00,"34,72188"
17/02/2012 17.00,
17/02/2012 18.00,"20,50939"
17/02/2012 19.00,
17/02/2012 20.00,"22,83672"
17/02/2012 21.00,
17/02/2012 22.00,"16,24795"
17/02/2012 23.00,
18/02/2012 0.00,"17,2239"
18/02/2012 1.00,
18/02/2012 2.00,"15,6189"
18/02/2012 3.00,
18/02/2012 4.00,"16,68088"
18/02/2012 5.00,
18/02/2012 6.00,"25,75101"
18/02/2012 7.00,
18/02/2012 8.00,"23,42919"
18/02/2012 9.00,
18/02/2012 10.00,"33,01524"
18/02/2012 11.00,
18/02/2012 12.00,"31,07959"
18/02/2012 13.00,
18/02/2012 14.00,"30,51997"
18/02/2012 15.00,
18/02/2012 16.00,"20,48745"
18/02/2012 17.00,
18/02/2012 18.00,"13,00542"
18/02/2012 19.00,
18/02/2012 20.00,"20,83502"
18/02/2012 21.00,
18/02/2012 22.00,"33,28455"
18/02/2012 23.00,
19/02/2012 0.00,"51,43833"
19/02/2012 1.00,
19/02/2012 2.00,"51,64091"
19/02/2012 3.00,
19/02/2012 4.00,"60,91767"
19/02/2012 5.00,
19/02/2012 6.00,"68,72695"
19/02/2012 7.00,
19/02/2012 8.00,"70,0857"
19/02/2012 9.00,
19/02/2012 10.00,"71,03862"
19/02/2012 11.00,
19/02/2012 12.00,"63,2345"
19/02/2012 13.00,
19/02/2012 14.00,"39,46612"
19/02/2012 15.00,
19/02/2012 16.00,"22,08672"
19/02/2012 17.00,
19/02/2012 18.00,"14,87059"
19/02/2012 19.00,
19/02/2012 20.00,"10,17107"
19/02/2012 21.00,
19/02/2012 22.00,"17,74119"
19/02/2012 23.00,
20/02/2012 0.00,"34,19918"
20/02/2012 1.00,
20/02/2012 2.00,"42,9397"
20/02/2012 3.00,
20/02/2012 4.00,"42,26015"
20/02/2012 5.00,
20/02/2012 6.00,"43,66936"
20/02/2012 7.00,
20/02/2012 8.00,"31,8384"
20/02/2012 9.00,
20/02/2012 10.00,"21,69376"
20/02/2012 11.00,
20/02/2012 12.00,"19,96138"
20/02/2012 13.00,
20/02/2012 14.00,"13,59315"
20/02/2012 15.00,
20/02/2012 16.00,"9,549797"
20/02/2012 17.00,
20/02/2012 18.00,"17,25779"
20/02/2012 19.00,
20/02/2012 20.00,"26,51219"
20/02/2012 21.00,
20/02/2012 22.00,"26,65455"
20/02/2012 23.00,
21/02/2012 0.00,"24,61043"
21/02/2012 1.00,
21/02/2012 2.00,"19,87364"
21/02/2012 3.00,
21/02/2012 4.00,"21,33231"
21/02/2012 5.00,
21/02/2012 6.00,"16,48814"
21/02/2012 7.00,
21/02/2012 8.00,"11,5044"
21/02/2012 9.00,
21/02/2012 10.00,"7,774391"
21/02/2012 11.00,
21/02/2012 12.00,"10,37906"
21/02/2012 13.00,
21/02/2012 14.00,"15,34722"
21/02/2012 15.00,
21/02/2012 16.00,"12,5647"
21/02/2012 17.00,
21/02/2012 18.00,"8,129404"
21/02/2012 19.00,
21/02/2012 20.00,"9,478997"
21/02/2012 21.00,
21/02/2012 22.00,"17,76116"
21/02/2012 23.00,
22/02/2012 0.00,"23,69444"
22/02/2012 1.00,
22/02/2012 2.00,"21,99051"
22/02/2012 3.00,
22/02/2012 4.00,"21,86212"
22/02/2012 5.00,
22/02/2012 6.00,"20,64397"
22/02/2012 7.00,
22/02/2012 8.00,"20,10026"
22/02/2012 9.00,
22/02/2012 10.00,"14,50034"
22/02/2012 11.00,
22/02/2012 12.00,"13,84891"
22/02/2012 13.00,
22/02/2012 14.00,"10,63922"
22/02/2012 15.00,
22/02/2012 16.00,"25,17207"
22/02/2012 17.00,
22/02/2012 18.00,"22,15819"
22/02/2012 19.00,
22/02/2012 20.00,"28,78828"
22/02/2012 21.00,
22/02/2012 22.00,"21,03624"
22/02/2012 23.00,
23/02/2012 0.00,"13,25914"
23/02/2012 1.00,
23/02/2012 2.00,"13,89532"
23/02/2012 3.00,
23/02/2012 4.00,"18,65616"
23/02/2012 5.00,
23/02/2012 6.00,"23,60467"
23/02/2012 7.00,
23/02/2012 8.00,"23,125"
23/02/2012 9.00,
23/02/2012 10.00,"25,34925"
23/02/2012 11.00,
23/02/2012 12.00,"24,80555"
23/02/2012 13.00,
23/02/2012 14.00,"15,79234"
23/02/2012 15.00,
23/02/2012 16.00,"16,75609"
23/02/2012 17.00,
23/02/2012 18.00,"15,58164"
23/02/2012 19.00,
23/02/2012 20.00,"25,84112"
23/02/2012 21.00,
23/02/2012 22.00,"24,9458"
23/02/2012 23.00,
24/02/2012 0.00,"32,9231"
24/02/2012 1.00,
24/02/2012 2.00,"38,78047"
24/02/2012 3.00,
24/02/2012 4.00,"40,74119"
24/02/2012 5.00,
24/02/2012 6.00,"33,79098"
24/02/2012 7.00,
24/02/2012 8.00,"27,23949"
24/02/2012 9.00,
24/02/2012 10.00,"27,69883"
24/02/2012 11.00,
24/02/2012 12.00,"34,09552"
24/02/2012 13.00,
24/02/2012 14.00,"31,688"
24/02/2012 15.00,
24/02/2012 16.00,"24,82825"
24/02/2012 17.00,
24/02/2012 18.00,"29,87025"
24/02/2012 19.00,
24/02/2012 20.00,"25,62025"
24/02/2012 21.00,
24/02/2012 22.00,"26,8689"
24/02/2012 23.00,
25/02/2012 0.00,"29,82147"
25/02/2012 1.00,
25/02/2012 2.00,"32,04708"
25/02/2012 3.00,
25/02/2012 4.00,"26,77642"
25/02/2012 5.00,
25/02/2012 6.00,"21,33333"
25/02/2012 7.00,
25/02/2012 8.00,"24,29402"
25/02/2012 9.00,
25/02/2012 10.00,"29,14024"
25/02/2012 11.00,
25/02/2012 12.00,"27,45969"
25/02/2012 13.00,
25/02/2012 14.00,"22,61348"
25/02/2012 15.00,
25/02/2012 16.00,"18,19681"
25/02/2012 17.00,
25/02/2012 18.00,"20,9939"
25/02/2012 19.00,
25/02/2012 20.00,"15,92649"
25/02/2012 21.00,
25/02/2012 22.00,"32,31131"
25/02/2012 23.00,
26/02/2012 0.00,"41,58028"
26/02/2012 1.00,
26/02/2012 2.00,"63,55622"
26/02/2012 3.00,
26/02/2012 4.00,"74,42958"
26/02/2012 5.00,
26/02/2012 6.00,"76,28507"
26/02/2012 7.00,
26/02/2012 8.00,"63,50545"
26/02/2012 9.00,
26/02/2012 10.00,"66,1761"
26/02/2012 11.00,
26/02/2012 12.00,"68,59886"
26/02/2012 13.00,
26/02/2012 14.00,"54,87908"
26/02/2012 15.00,
26/02/2012 16.00,"33,13227"
26/02/2012 17.00,
26/02/2012 18.00,"50,00521"
26/02/2012 19.00,
26/02/2012 20.00,"52,58874"
26/02/2012 21.00,
26/02/2012 22.00,"47,61856"
26/02/2012 23.00,
27/02/2012 0.00,"35,74457"
27/02/2012 1.00,
27/02/2012 2.00,"21,06097"
27/02/2012 3.00,
27/02/2012 4.00,"15,18563"
27/02/2012 5.00,
27/02/2012 6.00,
27/02/2012 7.00,
27/02/2012 8.00,
27/02/2012 9.00,
27/02/2012 10.00,
27/02/2012 11.00,
27/02/2012 12.00,
27/02/2012 13.00,
27/02/2012 14.00,
27/02/2012 15.00,
27/02/2012 16.00,
27/02/2012 17.00,
27/02/2012 18.00,
27/02/2012 19.00,
27/02/2012 20.00,
27/02/2012 21.00,
27/02/2012 22.00,
27/02/2012 23.00,
28/02/2012 0.00,
28/02/2012 1.00,
28/02/2012 2.00,
28/02/2012 3.00,
28/02/2012 4.00,
28/02/2012 5.00,
28/02/2012 6.00,
28/02/2012 7.00,
28/02/2012 8.00,
28/02/2012 9.00,
28/02/2012 10.00,
28/02/2012 11.00,
28/02/2012 12.00,
28/02/2012 13.00,
28/02/2012 14.00,
28/02/2012 15.00,
28/02/2012 16.00,
28/02/2012 17.00,
28/02/2012 18.00,
28/02/2012 19.00,
28/02/2012 20.00,
28/02/2012 21.00,
28/02/2012 22.00,
28/02/2012 23.00,
29/02/2012 0.00,
29/02/2012 1.00,
29/02/2012 2.00,
29/02/2012 3.00,
29/02/2012 4.00,
29/02/2012 5.00,
29/02/2012 6.00,
29/02/2012 7.00,
29/02/2012 8.00,
29/02/2012 9.00,
29/02/2012 10.00,"14,16361"
29/02/2012 11.00,
29/02/2012 12.00,"21,80911"
29/02/2012 13.00,
29/02/2012 14.00,"32,26088"
29/02/2012 15.00,
29/02/2012 16.00,"38,16883"
29/02/2012 17.00,
29/02/2012 18.00,"49,4051"
29/02/2012 19.00,
29/02/2012 20.00,"61,27051"
29/02/2012 21.00,
29/02/2012 22.00,"55,16992"
29/02/2012 23.00,
01/03/2012 0.00,"37,01702"
01/03/2012 1.00,
01/03/2012 2.00,"30,25708"
01/03/2012 3.00,
01/03/2012 4.00,"31,28035"
01/03/2012 5.00,
01/03/2012 6.00,"21,12805"
01/03/2012 7.00,
01/03/2012 8.00,"17,61124"
01/03/2012 9.00,
01/03/2012 10.00,"17,81813"
01/03/2012 11.00,
01/03/2012 12.00,"19,22229"
01/03/2012 13.00,
01/03/2012 14.00,"17,26359"
01/03/2012 15.00,
01/03/2012 16.00,"10,30559"
01/03/2012 17.00,
01/03/2012 18.00,"21,99972"
01/03/2012 19.00,
01/03/2012 20.00,"29,71781"
01/03/2012 21.00,
01/03/2012 22.00,"36,09109"
01/03/2012 23.00,
02/03/2012 0.00,"31,34174"
02/03/2012 1.00,
02/03/2012 2.00,"23,65486"
02/03/2012 3.00,
02/03/2012 4.00,"24,67202"
02/03/2012 5.00,
02/03/2012 6.00,"21,39703"
02/03/2012 7.00,
02/03/2012 8.00,"16,57712"
02/03/2012 9.00,
02/03/2012 10.00,"24,0449"
02/03/2012 11.00,
02/03/2012 12.00,"24,43833"
02/03/2012 13.00,
02/03/2012 14.00,"18,26176"
02/03/2012 15.00,
02/03/2012 16.00,"14,6008"
02/03/2012 17.00,
02/03/2012 18.00,"12,15405"
02/03/2012 19.00,
02/03/2012 20.00,"15,5932"
02/03/2012 21.00,
02/03/2012 22.00,"14,23585"
02/03/2012 23.00,
03/03/2012 0.00,"27,07298"
03/03/2012 1.00,
03/03/2012 2.00,"37,39247"
03/03/2012 3.00,
03/03/2012 4.00,"38,78068"
03/03/2012 5.00,
03/03/2012 6.00,"38,59075"
03/03/2012 7.00,
03/03/2012 8.00,"41,55677"
03/03/2012 9.00,
03/03/2012 10.00,"39,88282"
03/03/2012 11.00,
03/03/2012 12.00,"45,7621"
03/03/2012 13.00,
03/03/2012 14.00,"39,66455"
03/03/2012 15.00,
03/03/2012 16.00,"24,21245"
03/03/2012 17.00,
03/03/2012 18.00,"27,99823"
03/03/2012 19.00,
03/03/2012 20.00,"31,09923"
03/03/2012 21.00,
03/03/2012 22.00,"34,23347"
03/03/2012 23.00,
04/03/2012 0.00,"45,88386"
04/03/2012 1.00,
04/03/2012 2.00,"47,51932"
04/03/2012 3.00,
04/03/2012 4.00,"47,88563"
04/03/2012 5.00,
04/03/2012 6.00,"48,0023"
04/03/2012 7.00,
04/03/2012 8.00,"49,10866"
04/03/2012 9.00,
04/03/2012 10.00,"49,35049"
04/03/2012 11.00,
04/03/2012 12.00,"42,41487"
04/03/2012 13.00,
04/03/2012 14.00,"46,5717"
04/03/2012 15.00,
04/03/2012 16.00,"40,90607"
04/03/2012 17.00,
04/03/2012 18.00,"34,65472"
04/03/2012 19.00,
04/03/2012 20.00,"33,46628"
04/03/2012 21.00,
04/03/2012 22.00,"44,83108"
04/03/2012 23.00,
05/03/2012 0.00,"56,72872"
05/03/2012 1.00,
05/03/2012 2.00,"63,97842"
05/03/2012 3.00,
05/03/2012 4.00,"60,88386"
05/03/2012 5.00,
05/03/2012 6.00,"62,46907"
05/03/2012 7.00,
05/03/2012 8.00,"47,37722"
05/03/2012 9.00,
05/03/2012 10.00,"42,69258"
05/03/2012 11.00,
05/03/2012 12.00,"42,32815"
05/03/2012 13.00,
05/03/2012 14.00,"44,45603"
05/03/2012 15.00,
05/03/2012 16.00,"36,30352"
05/03/2012 17.00,
05/03/2012 18.00,"30,64917"
05/03/2012 19.00,
05/03/2012 20.00,"43,8492"
05/03/2012 21.00,
05/03/2012 22.00,"45,70579"
05/03/2012 23.00,
06/03/2012 0.00,"56,02732"
06/03/2012 1.00,
06/03/2012 2.00,"61,50318"
06/03/2012 3.00,
06/03/2012 4.00,"66,62934"
06/03/2012 5.00,
06/03/2012 6.00,"66,05954"
06/03/2012 7.00,
06/03/2012 8.00,"67,6594"
06/03/2012 9.00,
06/03/2012 10.00,"68,5504"
06/03/2012 11.00,
06/03/2012 12.00,"56,33564"
06/03/2012 13.00,
06/03/2012 14.00,"29,23212"
06/03/2012 15.00,
06/03/2012 16.00,"21,10704"
06/03/2012 17.00,
06/03/2012 18.00,"16,11484"
06/03/2012 19.00,
06/03/2012 20.00,"25,39682"
06/03/2012 21.00,
06/03/2012 22.00,"20,92524"
06/03/2012 23.00,
07/03/2012 0.00,"26,07482"
07/03/2012 1.00,
07/03/2012 2.00,"32,82627"
07/03/2012 3.00,
07/03/2012 4.00,"34,18769"
07/03/2012 5.00,
07/03/2012 6.00,"28,51037"
07/03/2012 7.00,
07/03/2012 8.00,"25,13227"
07/03/2012 9.00,
07/03/2012 10.00,"23,06776"
07/03/2012 11.00,
07/03/2012 12.00,"17,69095"
07/03/2012 13.00,
07/03/2012 14.00,"18,05283"
07/03/2012 15.00,
07/03/2012 16.00,"15,27404"
07/03/2012 17.00,
07/03/2012 18.00,"13,37539"
07/03/2012 19.00,
07/03/2012 20.00,"10,19468"
07/03/2012 21.00,
07/03/2012 22.00,"20,39275"
07/03/2012 23.00,
08/03/2012 0.00,"21,82403"
08/03/2012 1.00,
08/03/2012 2.00,"23,94926"
08/03/2012 3.00,
08/03/2012 4.00,"18,05452"
08/03/2012 5.00,
08/03/2012 6.00,"22,12488"
08/03/2012 7.00,
08/03/2012 8.00,"17,26392"
08/03/2012 9.00,
08/03/2012 10.00,"19,21652"
08/03/2012 11.00,
08/03/2012 12.00,"15,21197"
08/03/2012 13.00,
08/03/2012 14.00,"10,13566"
08/03/2012 15.00,
08/03/2012 16.00,"7,907001"
08/03/2012 17.00,
08/03/2012 18.00,"17,29141"
08/03/2012 19.00,
08/03/2012 20.00,"17,29141"
08/03/2012 21.00,
08/03/2012 22.00,"17,47353"
08/03/2012 23.00,
09/03/2012 0.00,"24,63336"
09/03/2012 1.00,
09/03/2012 2.00,"23,12339"
09/03/2012 3.00,
09/03/2012 4.00,"19,03981"
09/03/2012 5.00,
09/03/2012 6.00,"12,21815"
09/03/2012 7.00,
09/03/2012 8.00,"13,55311"
09/03/2012 9.00,
09/03/2012 10.00,"21,27866"
09/03/2012 11.00,
09/03/2012 12.00,"17,68347"
09/03/2012 13.00,
09/03/2012 14.00,"15,38902"
09/03/2012 15.00,
09/03/2012 16.00,"14,49599"
09/03/2012 17.00,
09/03/2012 18.00,"23,68742"
09/03/2012 19.00,
09/03/2012 20.00,"32,50848"
09/03/2012 21.00,
09/03/2012 22.00,"23,66198"
09/03/2012 23.00,
10/03/2012 0.00,"14,7385"
10/03/2012 1.00,
10/03/2012 2.00,"14,77682"
10/03/2012 3.00,
10/03/2012 4.00,"15,38902"
10/03/2012 5.00,
10/03/2012 6.00,"12,5468"
10/03/2012 7.00,
10/03/2012 8.00,"15,7326"
10/03/2012 9.00,
10/03/2012 10.00,"22,19339"
10/03/2012 11.00,
10/03/2012 12.00,"24,47463"
10/03/2012 13.00,
10/03/2012 14.00,"39,62962"
10/03/2012 15.00,
10/03/2012 16.00,"32,06246"
10/03/2012 17.00,
10/03/2012 18.00,"31,15654"
10/03/2012 19.00,
10/03/2012 20.00,"25,82214"
10/03/2012 21.00,
10/03/2012 22.00,"28,89838"
10/03/2012 23.00,
11/03/2012 0.00,"39,30538"
11/03/2012 1.00,
11/03/2012 2.00,"34,85178"
11/03/2012 3.00,
11/03/2012 4.00,"39,22263"
11/03/2012 5.00,
11/03/2012 6.00,"30,59795"
11/03/2012 7.00,
11/03/2012 8.00,"25,0919"
11/03/2012 9.00,
11/03/2012 10.00,"26,2444"
11/03/2012 11.00,
11/03/2012 12.00,"30,40666"
11/03/2012 13.00,
11/03/2012 14.00,"29,24976"
11/03/2012 15.00,
11/03/2012 16.00,"28,59923"
11/03/2012 17.00,
11/03/2012 18.00,"18,65654"
11/03/2012 19.00,
11/03/2012 20.00,"18,0837"
11/03/2012 21.00,
11/03/2012 22.00,"24,99593"
11/03/2012 23.00,
12/03/2012 0.00,"25,34934"
12/03/2012 1.00,
12/03/2012 2.00,"30,6668"
12/03/2012 3.00,
12/03/2012 4.00,"28,71659"
12/03/2012 5.00,
12/03/2012 6.00,"20,38258"
12/03/2012 7.00,
12/03/2012 8.00,"11,1223"
12/03/2012 9.00,
12/03/2012 10.00,"19,79377"
12/03/2012 11.00,
12/03/2012 12.00,"26,33089"
12/03/2012 13.00,
12/03/2012 14.00,"25,33408"
12/03/2012 15.00,
12/03/2012 16.00,"16,8454"
12/03/2012 17.00,
12/03/2012 18.00,"9,841949"
12/03/2012 19.00,
12/03/2012 20.00,"13,83326"
12/03/2012 21.00,
12/03/2012 22.00,
12/03/2012 23.00,
13/03/2012 0.00,
13/03/2012 1.00,
13/03/2012 2.00,
13/03/2012 3.00,
13/03/2012 4.00,
13/03/2012 5.00,
13/03/2012 6.00,
13/03/2012 7.00,
13/03/2012 8.00,
13/03/2012 9.00,
13/03/2012 10.00,
13/03/2012 11.00,
13/03/2012 12.00,
13/03/2012 13.00,
13/03/2012 14.00,
13/03/2012 15.00,
13/03/2012 16.00,
13/03/2012 17.00,
13/03/2012 18.00,
13/03/2012 19.00,
13/03/2012 20.00,
13/03/2012 21.00,
13/03/2012 22.00,
13/03/2012 23.00,
14/03/2012 0.00,
14/03/2012 1.00,
14/03/2012 2.00,
14/03/2012 3.00,
14/03/2012 4.00,
14/03/2012 5.00,
14/03/2012 6.00,
14/03/2012 7.00,
14/03/2012 8.00,
14/03/2012 9.00,
14/03/2012 10.00,
14/03/2012 11.00,
14/03/2012 12.00,
14/03/2012 13.00,
14/03/2012 14.00,
14/03/2012 15.00,
14/03/2012 16.00,"18,43289"
14/03/2012 17.00,
14/03/2012 18.00,"20,41445"
14/03/2012 19.00,
14/03/2012 20.00,"14,44139"
14/03/2012 21.00,
14/03/2012 22.00,"26,93664"
14/03/2012 23.00,
15/03/2012 0.00,"21,89323"
15/03/2012 1.00,
15/03/2012 2.00,"20,68884"
15/03/2012 3.00,
15/03/2012 4.00,"30,40666"
15/03/2012 5.00,
15/03/2012 6.00,"30,1594"
15/03/2012 7.00,
15/03/2012 8.00,"33,59618"
15/03/2012 9.00,
15/03/2012 10.00,"31,31995"
15/03/2012 11.00,
15/03/2012 12.00,"29,08396"
15/03/2012 13.00,
15/03/2012 14.00,"20,73728"
15/03/2012 15.00,
15/03/2012 16.00,"21,53253"
15/03/2012 17.00,
15/03/2012 18.00,"16,54388"
15/03/2012 19.00,
15/03/2012 20.00,"24,25281"
15/03/2012 21.00,
15/03/2012 22.00,"29,67711"
15/03/2012 23.00,
16/03/2012 0.00,"38,22785"
16/03/2012 1.00,
16/03/2012 2.00,"37,33409"
16/03/2012 3.00,
16/03/2012 4.00,"33,57955"
16/03/2012 5.00,
16/03/2012 6.00,"30,96791"
16/03/2012 7.00,
16/03/2012 8.00,"45,21382"
16/03/2012 9.00,
16/03/2012 10.00,"38,29361"
16/03/2012 11.00,
16/03/2012 12.00,"30,12212"
16/03/2012 13.00,
16/03/2012 14.00,"20,27271"
16/03/2012 15.00,
16/03/2012 16.00,"11,9488"
16/03/2012 17.00,
16/03/2012 18.00,"14,11231"
16/03/2012 19.00,
16/03/2012 20.00,"64,46308"
16/03/2012 21.00,
16/03/2012 22.00,"81,00325"
16/03/2012 23.00,
17/03/2012 0.00,"67,74691"
17/03/2012 1.00,
17/03/2012 2.00,"58,18003"
17/03/2012 3.00,
17/03/2012 4.00,"50,85604"
17/03/2012 5.00,
17/03/2012 6.00,"43,58227"
17/03/2012 7.00,
17/03/2012 8.00,"35,99918"
17/03/2012 9.00,
17/03/2012 10.00,"41,45401"
17/03/2012 11.00,
17/03/2012 12.00,"34,74663"
17/03/2012 13.00,
17/03/2012 14.00,"19,69712"
17/03/2012 15.00,
17/03/2012 16.00,"10,07631"
17/03/2012 17.00,
17/03/2012 18.00,"6,64089"
17/03/2012 19.00,
17/03/2012 20.00,"6,64089"
17/03/2012 21.00,
17/03/2012 22.00,"24,8762"
17/03/2012 23.00,
18/03/2012 0.00,"35,65696"
18/03/2012 1.00,
18/03/2012 2.00,"37,55086"
18/03/2012 3.00,
18/03/2012 4.00,"38,11219"
18/03/2012 5.00,
18/03/2012 6.00,"30,98391"
18/03/2012 7.00,
18/03/2012 8.00,"27,4576"
18/03/2012 9.00,
18/03/2012 10.00,"21,18572"
18/03/2012 11.00,
18/03/2012 12.00,"19,43866"
18/03/2012 13.00,
18/03/2012 14.00,"14,08017"
