"NetC","Provincia di TARANTO","","","","","",""
"Stat","MANDURIA","","","","","",""
,NO2,NOX,CO,O3,PM10
25/07/2012 15.00,,,"0,280745","105,32039",
25/07/2012 16.00,,,"0,223136","102,776001","1,953602"
25/07/2012 17.00,,,"0,314925","91,944436",
25/07/2012 18.00,,,"0,459069","71,648951","8,302809"
25/07/2012 19.00,,,"0,501553","71,009128",
25/07/2012 20.00,,,"0,278578","70,14385","24,908424"
25/07/2012 21.00,,,"0,264055","65,046967",
25/07/2012 22.00,,,"0,222975","59,865441","29,05983"
25/07/2012 23.00,,,"0,150803","53,506516",
26/07/2012 0.00,,,"0,173229","50,572821","17,338217"
26/07/2012 1.00,,,"0,123001","49,269485",
26/07/2012 2.00,,,"0,107877","53,41714","14,652015"
26/07/2012 3.00,,,"0,144387","54,853216",
26/07/2012 4.00,,,"0,152929",,"13,431013"
26/07/2012 5.00,,,"0,208452","52,638528",
26/07/2012 6.00,,,"0,295749","46,973584","7,814408"
26/07/2012 7.00,,,"0,291777","52,150368",
26/07/2012 8.00,,,"0,340922","74,841282","4,884005"
26/07/2012 9.00,,,"0,325396","83,242887",
26/07/2012 10.00,,,"0,396766","87,19555","3,663004"
26/07/2012 11.00,,,"0,396124","95,360184",
26/07/2012 12.00,,,"0,392152","93,855761","3,174603"
26/07/2012 13.00,,,"0,337792","104,46932",
26/07/2012 14.00,,,"0,26201","107,672481","1,465201"
26/07/2012 15.00,,,"0,285679","109,182323",
26/07/2012 16.00,,,"0,280825","105,440899","0,4884"
26/07/2012 17.00,,,"0,322708","98,276277",
26/07/2012 18.00,,,"0,295869","91,174614","1,709402"
26/07/2012 19.00,,,"0,364109","76,698452",
26/07/2012 20.00,,,"0,429501","59,410455","1,465201"
26/07/2012 21.00,,,"0,31324","61,371216",
26/07/2012 22.00,,,"0,188554","61,325177","0,4884"
26/07/2012 23.00,,,"0,15638","74,608369",
27/07/2012 0.00,,,"0,144345","83,076327","1,221001"
27/07/2012 1.00,,,"0,101154","81,779087",
27/07/2012 2.00,,,"0,093394","77,720122","7,326007"
27/07/2012 3.00,,,"0,124125","82,569213",
27/07/2012 4.00,,,"0,15317",,"4,639805"
27/07/2012 5.00,,,"0,17704","85,574674",
27/07/2012 6.00,,,"0,218321","74,347023","2,686203"
27/07/2012 7.00,,,"0,270314","87,636995",
27/07/2012 8.00,,,"0,256433","93,534834","7,326007"
27/07/2012 9.00,,,"0,272521","91,512475",
27/07/2012 10.00,,,"0,331374","93,674316","6,837607"
27/07/2012 11.00,,,"0,3063","97,557238",
27/07/2012 12.00,,,"0,264778","106,205303","4,151404"
27/07/2012 13.00,,,"0,238661","107,45921",
27/07/2012 14.00,,,"0,177121","103,591858","3,174603"
27/07/2012 15.00,,,"0,186829","104,643323",
27/07/2012 16.00,,,"0,197019","109,178937","3,174603"
27/07/2012 17.00,,,"0,201713","109,138305",
27/07/2012 18.00,,,"0,247367","104,793634","2,442003"
27/07/2012 19.00,,,"0,345214","90,484016",
27/07/2012 20.00,,,"0,299881","85,474469","1,709402"
27/07/2012 21.00,,,"0,214912","93,006738",
27/07/2012 22.00,,,"0,1701","96,415043","2,197802"
27/07/2012 23.00,,,"0,169538","97,026426",
28/07/2012 0.00,,,"0,134114","102,958131","2,197802"
28/07/2012 1.00,,,"0,100746","100,71572",
28/07/2012 2.00,,,"0,112891","90,256528","5,128205"
28/07/2012 3.00,,,,"96,447669",
28/07/2012 4.00,,,"0,176548",,"5,860806"
28/07/2012 5.00,,,"0,181006","89,010741",
28/07/2012 6.00,,,"0,214861","84,997142","6,593407"
28/07/2012 7.00,,,"0,256468","86,066217",
28/07/2012 8.00,,,"0,313416","85,733783","11,233212"
28/07/2012 9.00,,,"0,294661","83,58819",
28/07/2012 10.00,,,"0,343135","90,073043","5,372406"
28/07/2012 11.00,,,"0,418759","92,580187",
28/07/2012 12.00,,,"0,380686","97,475313","8,058608"
28/07/2012 13.00,,,"0,286709","102,218111",
28/07/2012 14.00,,,"0,244741","106,86272","4,884005"
28/07/2012 15.00,,,"0,223456","110,696222",
28/07/2012 16.00,,,"0,215544","106,509297","2,686203"
28/07/2012 17.00,,,"0,239801","101,737398",
28/07/2012 18.00,,,"0,431088","83,070909","1,709402"
28/07/2012 19.00,,,"0,62635","63,341456",
28/07/2012 20.00,,,"0,645627","47,923497","2,197802"
28/07/2012 21.00,,,"0,482935","62,298785",
28/07/2012 22.00,,,"0,254379","76,604335","10,50061"
28/07/2012 23.00,,,"0,253054","70,294154",
29/07/2012 0.00,,,"0,214219","67,256882","9,27961"
29/07/2012 1.00,,,"0,203295","67,093702",
29/07/2012 2.00,,,"0,183053","72,915049","14,652015"
29/07/2012 3.00,,,"0,172773","60,275737",
29/07/2012 4.00,,,"0,140884",,"8,791209"
29/07/2012 5.00,,,"0,268235","37,643053",
29/07/2012 6.00,,,"0,283937","18,916992","9,035409"
29/07/2012 7.00,,,"0,351931","44,334412",
29/07/2012 8.00,,,"0,289802","86,397304","10,744811"
29/07/2012 9.00,,,"0,256187","97,895768",
29/07/2012 10.00,,,"0,338356","113,480283","18,559219"
29/07/2012 11.00,,,"0,31197","122,340942",
29/07/2012 12.00,,,"0,363978","125,503471","10,989011"
29/07/2012 13.00,,,"0,292733","127,884018",
29/07/2012 14.00,,,"0,283496","136,193545","5,860806"
29/07/2012 15.00,,,"0,246468","135,438616",
29/07/2012 16.00,,,"0,226869","131,183975","3,907204"
29/07/2012 17.00,,,"0,205142","122,291512",
29/07/2012 18.00,,,"0,223014","116,709175","9,523809"
29/07/2012 19.00,,,"0,240483","105,103724",
29/07/2012 20.00,,,"0,309159","94,754898","6,593407"
29/07/2012 21.00,,,"0,163375","96,442806",
29/07/2012 22.00,,,"0,120764","98,216018","30,28083"
29/07/2012 23.00,,,"0,116467","92,373689",
30/07/2012 0.00,,,"0,141808","74,586702","23,199022"
30/07/2012 1.00,,,"0,225704","65,162735",
30/07/2012 2.00,,,"0,292131","65,973173","23,687424"
30/07/2012 3.00,,,"0,239102","70,444496",
30/07/2012 4.00,,,"0,236307",,"12,454212"
30/07/2012 5.00,,,"0,277352","71,452604",
30/07/2012 6.00,,,"0,403136","52,970285","7,814408"
30/07/2012 7.00,,,"0,554021","43,277525",
30/07/2012 8.00,,,"0,387915","93,423799","4,151404"
30/07/2012 9.00,,,"0,442252","93,811758",
30/07/2012 10.00,,,"0,38924","107,33937","2,686203"
30/07/2012 11.00,,,"0,35936","113,05915",
30/07/2012 12.00,,,"0,307833","115,974565","10,256411"
30/07/2012 13.00,,,"0,324058","117,042963",
30/07/2012 14.00,,,"0,230524","118,021985","6,349206"
30/07/2012 15.00,,,"0,252411","115,982008",
30/07/2012 16.00,,,"0,240724","111,237194","4,639805"
30/07/2012 17.00,,,"0,270283","105,771979",
30/07/2012 18.00,,,"0,358195","94,585636","3,907204"
30/07/2012 19.00,,,"0,523538","79,318663",
30/07/2012 20.00,,,"0,602856","70,429572","2,686203"
30/07/2012 21.00,,,"0,386268","82,777751",
30/07/2012 22.00,,,"0,321448","95,754909","2,930403"
30/07/2012 23.00,,,"0,303215","106,268263",
31/07/2012 0.00,,,"0,268035","100,77597","5,128205"
31/07/2012 1.00,,,"0,257712","105,897914",
31/07/2012 2.00,,,"0,220804","106,303476","3,174603"
31/07/2012 3.00,,,,"94,760316",
31/07/2012 4.00,,,"0,205938",,"6,105006"
31/07/2012 5.00,,,"0,191024","71,042986",
31/07/2012 6.00,,,"0,238226","79,607763","7,326007"
31/07/2012 7.00,,,"0,283411","94,417722",
31/07/2012 8.00,,,"0,228874","101,128724","8,302809"
31/07/2012 9.00,,,"0,28974","89,688471",
31/07/2012 10.00,,,"0,261443","93,541614","12,210012"
31/07/2012 11.00,,,,,
31/07/2012 12.00,,,,,"13,675214"
31/07/2012 13.00,,,,,
31/07/2012 14.00,,,,,
31/07/2012 15.00,,,,,
31/07/2012 16.00,,,"0,626233","108,665727",
31/07/2012 17.00,,,"0,752795","104,099649",
31/07/2012 18.00,,,"0,776808","92,566649",
31/07/2012 19.00,,,"0,902765","83,882032",
31/07/2012 20.00,,,"0,864909","79,292255","12,454212"
31/07/2012 21.00,,,"0,714576","88,039162",
31/07/2012 22.00,,,"0,737418","98,285074","12,942613"
31/07/2012 23.00,,,"0,673694","97,013565",
01/08/2012 0.00,,,"0,658519","101,583699","21,733822"
01/08/2012 1.00,,,"0,66647","100,874144",
01/08/2012 2.00,,,"0,69141","91,593715","17,826618"
01/08/2012 3.00,,,"0,655957","89,154805",
01/08/2012 4.00,,,"0,673129",,"15,873016"
01/08/2012 5.00,,,"0,710904","91,302582",
01/08/2012 6.00,,,"0,736167","82,779106","14,407814"
01/08/2012 7.00,,,"0,735401","79,714064",
01/08/2012 8.00,,,"0,828708","75,913059","15,384615"
01/08/2012 9.00,,,"0,889124","80,401954",
01/08/2012 10.00,,,"0,914549","87,799483","22,954823"
01/08/2012 11.00,,,"0,967216","90,95457",
01/08/2012 12.00,,,"1,015","90,461002","12,454212"
01/08/2012 13.00,,,"0,925285","102,051552",
01/08/2012 14.00,,,"0,830888","108,091582","11,233212"
01/08/2012 15.00,,,"0,873667","107,113237",
01/08/2012 16.00,,,"0,857967","106,468673","10,744811"
01/08/2012 17.00,,,"0,923912","99,463829",
01/08/2012 18.00,,,"0,981261","88,099421","7,570208"
01/08/2012 19.00,,,"1,234263","74,59483",
01/08/2012 20.00,,,"1,225143","59,027918","8,058608"
01/08/2012 21.00,,,"0,933195","84,481223",
01/08/2012 22.00,,,"0,789359","98,284405","25,152626"
01/08/2012 23.00,,,"0,761189","95,729863",
02/08/2012 0.00,,,"0,725836","100,75228","32,234432"
02/08/2012 1.00,,,"0,742181","98,337213",
02/08/2012 2.00,,,"0,761795","102,825422","19,53602"
02/08/2012 3.00,,,"0,77709","99,461805",
02/08/2012 4.00,,,"0,766274",,"20,512821"
02/08/2012 5.00,,,"0,807197","81,349157",
02/08/2012 6.00,,,"0,848242","74,361246","14,652015"
02/08/2012 7.00,,,"0,937755","71,664521",
02/08/2012 8.00,,,"0,987396",,"12,210012"
02/08/2012 9.00,,,"0,923871",,
02/08/2012 10.00,,,"1,08498","73,300299","10,989011"
02/08/2012 11.00,,,"0,504755","81,808881",
02/08/2012 12.00,,,"0,808247","91,808341","6,349206"
02/08/2012 13.00,,,"1,0037","99,027811",
02/08/2012 14.00,,,"0,922782","99,772572","4,884005"
02/08/2012 15.00,,,"0,914065","98,985155",
02/08/2012 16.00,,,"0,945302","95,92621","8,058608"
02/08/2012 17.00,,,"0,981382","89,233495",
02/08/2012 18.00,,,"1,049667","78,319321","5,616606"
02/08/2012 19.00,,,"1,176148","59,00761",
02/08/2012 20.00,,,"1,116016","64,108561","4,884005"
02/08/2012 21.00,,,"0,975207","70,962416",
02/08/2012 22.00,,,"0,961848","59,074638","21,978022"
02/08/2012 23.00,,,"0,881012","62,248682",
03/08/2012 0.00,,,"0,802435","65,789696","15,628816"
03/08/2012 1.00,,,"0,743796","58,140973",
03/08/2012 2.00,,,"0,681159","53,780046","28,083029"
03/08/2012 3.00,,,,"41,66666",
03/08/2012 4.00,,,"0,300493",,"27,106228"
03/08/2012 5.00,,,"0,355709",,
03/08/2012 6.00,,,"0,409694",,"20,26862"
03/08/2012 7.00,,,"0,555891",,
03/08/2012 8.00,,,"0,471341",,"19,53602"
03/08/2012 9.00,,,"0,487457",,
03/08/2012 10.00,,,"0,490355",,"19,291819"
03/08/2012 11.00,,,"0,500676",,
03/08/2012 12.00,,,"0,482455",,"18,070818"
03/08/2012 13.00,,,"0,494722",,
03/08/2012 14.00,,,"0,502026",,"9,27961"
03/08/2012 15.00,,,"0,506988",,
03/08/2012 16.00,,,"0,519928",,"5,128205"
03/08/2012 17.00,,,"0,519968",,
03/08/2012 18.00,,,"0,580265",,"3,907204"
03/08/2012 19.00,,,"0,542038",,
03/08/2012 20.00,,,"0,511155",,"11,477411"
03/08/2012 21.00,,,"0,426168",,
03/08/2012 22.00,,,"0,376906",,"22,710623"
03/08/2012 23.00,,,"0,353248",,
04/08/2012 0.00,,,"0,342173",,"23,687424"
04/08/2012 1.00,,,"0,286401",,
04/08/2012 2.00,,,"0,229955",,"34,432236"
04/08/2012 3.00,,,"0,250438",,
04/08/2012 4.00,,,"0,296643",,"60,805862"
04/08/2012 5.00,,,"0,357852",,
04/08/2012 6.00,,,"0,546325",,"30,76923"
04/08/2012 7.00,,,"0,565379",,
04/08/2012 8.00,,,"0,443276",,"16,117216"
04/08/2012 9.00,,,"0,543547",,
04/08/2012 10.00,,,"0,579351",,"13,919414"
04/08/2012 11.00,,,"0,588283",,
04/08/2012 12.00,,,"0,569546",,"6,837607"
04/08/2012 13.00,,,"0,575144",,
04/08/2012 14.00,,,"0,563077",,"3,174603"
04/08/2012 15.00,,,"0,547635",,
04/08/2012 16.00,,,"0,567364",,"1,465201"
04/08/2012 17.00,,,"0,510838",,
04/08/2012 18.00,,,"0,510917",,"1,953602"
04/08/2012 19.00,,,"0,503097",,
04/08/2012 20.00,,,"0,454233",,"7,814408"
04/08/2012 21.00,,,"0,358686",,
04/08/2012 22.00,,,"0,312282",,"71,550674"
04/08/2012 23.00,,,"0,241268",,
05/08/2012 0.00,,,"0,230788",,"73,260071"
05/08/2012 1.00,,,"0,234043",,
05/08/2012 2.00,,,"0,200263",,"48,107449"
05/08/2012 3.00,,,"0,198337",,
05/08/2012 4.00,,,"0,227215",,"29,792429"
05/08/2012 5.00,,,"0,282075",,
05/08/2012 6.00,,,"0,287473",,"40,293041"
05/08/2012 7.00,,,"0,330145",,
05/08/2012 8.00,,,"0,341102",,"44,932846"
05/08/2012 9.00,,,"0,405368",,
05/08/2012 10.00,,,"0,408464",,"36,385838"
05/08/2012 11.00,,,"0,399373",,
05/08/2012 12.00,,,"0,408305",,"18,070818"
05/08/2012 13.00,,,"0,472929",,
05/08/2012 14.00,,,"0,522667",,"8,791209"
05/08/2012 15.00,,,"0,562243",,
05/08/2012 16.00,,,"0,608964",,"4,151404"
05/08/2012 17.00,,,"0,580265",,
05/08/2012 18.00,,,"0,581456",,"1,953602"
05/08/2012 19.00,,,"0,469991",,
05/08/2012 20.00,,,"0,458956",,"13,675214"
05/08/2012 21.00,,,"0,325898",,
05/08/2012 22.00,,,"0,285567",,"38,339439"
05/08/2012 23.00,,,"0,178946",,
06/08/2012 0.00,,,"0,214553",,"64,713066"
06/08/2012 1.00,,,"0,207725",,
06/08/2012 2.00,,,"0,201374",,"58,119659"
06/08/2012 3.00,,,,,
06/08/2012 4.00,,,"0,313661",,"150,183151"
06/08/2012 5.00,,,"0,436674",,
06/08/2012 6.00,,,"0,375681",,"125,763123"
06/08/2012 7.00,,,"0,415961",,
06/08/2012 8.00,,,"0,408965",,"62,515263"
06/08/2012 9.00,,,"0,492607",,
06/08/2012 10.00,,,"0,543876",,"31,013432"
06/08/2012 11.00,,,"0,593445",,
06/08/2012 12.00,,,"0,539725",,"15,384615"
06/08/2012 13.00,,,"0,577317",,
06/08/2012 14.00,,,"0,57372",,"7,570208"
06/08/2012 15.00,,,"0,557908",,
06/08/2012 16.00,,,"0,649892",,"3,418803"
06/08/2012 17.00,,,"0,684796",,
06/08/2012 18.00,,,"0,698157",,"1,465201"
06/08/2012 19.00,,,"0,786069",,
06/08/2012 20.00,,,"0,678037",,"10,989011"
06/08/2012 21.00,,,"0,511304",,
06/08/2012 22.00,,,"0,450509",,"34,920635"
06/08/2012 23.00,,,"0,454027",,
07/08/2012 0.00,,,"0,518656",,"33,943832"
07/08/2012 1.00,,,"0,634951",,
07/08/2012 2.00,,,"0,629772",,"19,047619"
07/08/2012 3.00,,,"0,610689",,
07/08/2012 4.00,,,"0,68108",,"28,327229"
07/08/2012 5.00,,,"0,714759",,
07/08/2012 6.00,,,"0,705588",,"17,826618"
07/08/2012 7.00,,,"0,872043",,
07/08/2012 8.00,,,"0,845519",,"32,722832"
07/08/2012 9.00,,,"0,78508",,
07/08/2012 10.00,,,"0,859157",,"29,792429"
07/08/2012 11.00,,,"0,890226",,
07/08/2012 12.00,,,"0,758872",,"17,094017"
07/08/2012 13.00,,,"0,630404",,
07/08/2012 14.00,,,"0,480393",,"26,129427"
07/08/2012 15.00,,,"0,466202",,
07/08/2012 16.00,,,"0,481381",,"17,338217"
07/08/2012 17.00,,,"0,586053",,
07/08/2012 18.00,,,"0,689065",,"14,163614"
07/08/2012 19.00,,,"0,695074",,
07/08/2012 20.00,,,"0,698473",,"17,826618"
07/08/2012 21.00,,,"0,543165",,
07/08/2012 22.00,,,"0,49237",,"29,548229"
07/08/2012 23.00,,,"0,545062",,
08/08/2012 0.00,,,"0,497034",,"27,106228"
08/08/2012 1.00,,,"0,409518",,
08/08/2012 2.00,,,"0,381057",,"37,362637"
08/08/2012 3.00,,,"0,413866",,
08/08/2012 4.00,,,"0,377499",,"30,28083"
08/08/2012 5.00,,,"0,370029",,
08/08/2012 6.00,,,"0,401415",,"29,304029"
08/08/2012 7.00,,,"0,452011",,
08/08/2012 8.00,,,"0,511107",,"27,106228"
08/08/2012 9.00,,,"0,44379",,
08/08/2012 10.00,,,"0,462842",,"28,571428"
08/08/2012 11.00,,,"0,466637",,
08/08/2012 12.00,,,"0,494188",,"19,047619"
08/08/2012 13.00,,,"0,49154",,
08/08/2012 14.00,,,"0,429085",,"21,489622"
08/08/2012 15.00,,,"0,391374",,
08/08/2012 16.00,,,"0,443157",,"24,908424"
08/08/2012 17.00,,,"0,475808",,
08/08/2012 18.00,,,"0,619771",,"18,559219"
08/08/2012 19.00,,,"0,68697",,
08/08/2012 20.00,,,"0,697643",,"19,78022"
08/08/2012 21.00,,,"0,533756",,
08/08/2012 22.00,,,"0,423076",,"18,070818"
08/08/2012 23.00,,,"0,375167",,
09/08/2012 0.00,,,"0,368724",,"27,594627"
09/08/2012 1.00,,,"0,408095",,
09/08/2012 2.00,,,"0,412008",,"16,849817"
09/08/2012 3.00,,,,,
09/08/2012 4.00,,,"0,402556",,"18,803419"
09/08/2012 5.00,,,"0,343681",,
09/08/2012 6.00,,,"0,357426",,"14,652015"
09/08/2012 7.00,,,"0,351229",,
09/08/2012 8.00,,,"0,37276",,"14,896214"
09/08/2012 9.00,,,"0,387778",,
09/08/2012 10.00,,,"0,454559",,"14,896214"
09/08/2012 11.00,,,"0,439105",,
09/08/2012 12.00,,,"0,433981",,"13,431013"
09/08/2012 13.00,,,"0,401443",,
09/08/2012 14.00,,,"0,376733",,"15,628816"
09/08/2012 15.00,,,"0,325764",,
09/08/2012 16.00,,,"0,345269",,"17,826618"
09/08/2012 17.00,,,"0,451023",,
09/08/2012 18.00,,,"0,42377",,"23,443224"
09/08/2012 19.00,,,"0,398703",,
09/08/2012 20.00,,,"0,358459",,"26,862026"
09/08/2012 21.00,,,"0,323737",,
09/08/2012 22.00,,,"0,319407",,"21,978022"
09/08/2012 23.00,,,"0,28536",,
10/08/2012 0.00,,,"0,268318",,"21,001221"
10/08/2012 1.00,,,"0,278249",,
10/08/2012 2.00,,,"0,225293",,"24,175825"
10/08/2012 3.00,,,"0,191803",,
10/08/2012 4.00,,,"0,217268",,"24,420025"
10/08/2012 5.00,,,"0,285957",,
10/08/2012 6.00,,,"0,338317",,"18,803419"
10/08/2012 7.00,,,"0,592293",,
10/08/2012 8.00,,,"0,531829",,"12,942613"
10/08/2012 9.00,,,"0,475694",,
10/08/2012 10.00,,,"0,458214",,"12,698413"
10/08/2012 11.00,,,"0,536159",,
10/08/2012 12.00,,,"0,540648",,"18,070818"
10/08/2012 13.00,,,"0,483957",,
10/08/2012 14.00,,,"0,44852",,"14,652015"
10/08/2012 15.00,,,"0,450348",,
10/08/2012 16.00,,,"0,476607",,"19,78022"
10/08/2012 17.00,,,"0,462067",,
10/08/2012 18.00,,,"0,492657",,"14,163614"
10/08/2012 19.00,,,"0,589591",,
10/08/2012 20.00,,,"0,520626",,"18,070818"
10/08/2012 21.00,,,"0,467947",,
10/08/2012 22.00,,,"0,326081",,"24,420025"
10/08/2012 23.00,,,"0,296405",,
11/08/2012 0.00,,,"0,284209",,"27,106228"
11/08/2012 1.00,,,"0,288102",,
11/08/2012 2.00,,,"0,267483",,"15,140415"
11/08/2012 3.00,,,"0,356921",,
11/08/2012 4.00,,,"0,453804",,"19,78022"
11/08/2012 5.00,,,"0,352539",,
11/08/2012 6.00,,,"0,408753",,"10,989011"
11/08/2012 7.00,,,"0,440972",,
11/08/2012 8.00,,,"0,554712",,"8,302809"
11/08/2012 9.00,,,"0,607668",,
11/08/2012 10.00,,,"0,657089",,"9,035409"
11/08/2012 11.00,,,"0,610289",,
11/08/2012 12.00,,,"0,547163",,"11,721612"
11/08/2012 13.00,,,"0,560511",,
11/08/2012 14.00,,,"0,497623",,"12,698413"
11/08/2012 15.00,,,"0,497901",,
11/08/2012 16.00,,,"0,516851",,"9,035409"
11/08/2012 17.00,,,"0,535324",,
11/08/2012 18.00,,,"0,530954",,"6,349206"
11/08/2012 19.00,,,"0,568695",,
11/08/2012 20.00,,,"0,656253",,"13,186813"
11/08/2012 21.00,,,"0,637065",,
11/08/2012 22.00,,,"0,401205",,"29,792429"
11/08/2012 23.00,,,"0,318254",,
12/08/2012 0.00,,,"0,342528",,"30,036631"
12/08/2012 1.00,,,"0,313766",,
12/08/2012 2.00,,,"0,332357",,"23,199022"
12/08/2012 3.00,,,,,
12/08/2012 4.00,,,"0,246803",,"12,698413"
12/08/2012 5.00,,,"0,379005",,
12/08/2012 6.00,,,"0,301155",,"10,01221"
12/08/2012 7.00,,,"0,318047",,
12/08/2012 8.00,,,"0,275087",,"18,315018"
12/08/2012 9.00,,,"0,304835",,
12/08/2012 10.00,,,"0,315278",,"12,454212"
12/08/2012 11.00,,,"0,375446",,
12/08/2012 12.00,,,"0,439055",,"10,50061"
12/08/2012 13.00,,,"0,387076",,
12/08/2012 14.00,,,"0,366743",,"10,50061"
12/08/2012 15.00,,,"0,357645",,
12/08/2012 16.00,,,"0,370857",,"5,860806"
12/08/2012 17.00,,,"0,347319",,
12/08/2012 18.00,,,"0,386127",,"2,686203"
12/08/2012 19.00,,,"0,489096",,
12/08/2012 20.00,,,"0,580555",,"3,174603"
12/08/2012 21.00,,,"0,44131",,
12/08/2012 22.00,,,"0,401514",,"11,721612"
12/08/2012 23.00,,,"0,400288",,
13/08/2012 0.00,,,"0,349298",,"11,477411"
13/08/2012 1.00,,,"0,313775",,
13/08/2012 2.00,,,"0,38312",,"15,628816"
13/08/2012 3.00,,,"0,343537",,
13/08/2012 4.00,,,"0,437512",,"15,384615"
13/08/2012 5.00,,,"0,406064",,
13/08/2012 6.00,,,"0,560775",,"12,942613"
13/08/2012 7.00,,,"0,54155",,
13/08/2012 8.00,,,"0,459032",,"17,582418"
13/08/2012 9.00,,,"0,436247",,
13/08/2012 10.00,,,"0,394948",,"27,594627"
13/08/2012 11.00,,,"0,349931",,
13/08/2012 12.00,,,"0,400802",,"20,757021"
13/08/2012 13.00,,,"0,331616",,
13/08/2012 14.00,,,"0,286558",,"18,803419"
13/08/2012 15.00,,,"0,274771",,
13/08/2012 16.00,,,"0,284146",,"10,989011"
13/08/2012 17.00,,,"0,24166",,
13/08/2012 18.00,,,"0,219587",,"10,744811"
13/08/2012 19.00,,,"0,254121",,
13/08/2012 20.00,,,"0,299811",,"10,744811"
13/08/2012 21.00,,,"0,203487",,
13/08/2012 22.00,,,"0,223938",,"25,152626"
13/08/2012 23.00,,,"0,274968",,
14/08/2012 0.00,,,"0,279874",,"17,094017"
14/08/2012 1.00,,,"0,29356",,
14/08/2012 2.00,,,"0,306931",,"11,233212"
14/08/2012 3.00,,,"0,272002",,
14/08/2012 4.00,,,"0,285055",,"12,454212"
14/08/2012 5.00,,,"0,383951",,
14/08/2012 6.00,,,"0,392693",,"15,140415"
14/08/2012 7.00,,,"0,524342",,
14/08/2012 8.00,,,"0,370343",,"32,722832"
14/08/2012 9.00,,,"0,481897",,
14/08/2012 10.00,,,"0,492181",,"40,781441"
14/08/2012 11.00,,,"0,559034",,
14/08/2012 12.00,,,"0,386838",,"21,733822"
14/08/2012 13.00,,,"0,306852",,
14/08/2012 14.00,,,,,
14/08/2012 15.00,,,,,
14/08/2012 16.00,,,,,
14/08/2012 17.00,,,,,
14/08/2012 18.00,,,,,
14/08/2012 19.00,,,,,
14/08/2012 20.00,,,,,
14/08/2012 21.00,,,,,
14/08/2012 22.00,,,,,
14/08/2012 23.00,,,,,
15/08/2012 0.00,,,,,
15/08/2012 1.00,,,,,
15/08/2012 2.00,,,,,
15/08/2012 3.00,,,,,
15/08/2012 4.00,,,,,
15/08/2012 5.00,,,,,
15/08/2012 6.00,,,,,
15/08/2012 7.00,,,,,
15/08/2012 8.00,,,,,
15/08/2012 9.00,,,,,
15/08/2012 10.00,,,,,
15/08/2012 11.00,,,,,
15/08/2012 12.00,,,,,
15/08/2012 13.00,,,,,
15/08/2012 14.00,,,,,
15/08/2012 15.00,,,,,
15/08/2012 16.00,,,,,
15/08/2012 17.00,,,,,
15/08/2012 18.00,,,,,
15/08/2012 19.00,,,,,
15/08/2012 20.00,,,,,
15/08/2012 21.00,,,,,
15/08/2012 22.00,,,,,
15/08/2012 23.00,,,,,
16/08/2012 0.00,,,,,
16/08/2012 1.00,,,,,
16/08/2012 2.00,,,,,
16/08/2012 3.00,,,,,
16/08/2012 4.00,,,,,
16/08/2012 5.00,,,,,
16/08/2012 6.00,,,,,
16/08/2012 7.00,,,,,
16/08/2012 8.00,,,,,
16/08/2012 9.00,,,,,
16/08/2012 10.00,,,,,
16/08/2012 11.00,,,,,
16/08/2012 12.00,,,,,
16/08/2012 13.00,,,,,
16/08/2012 14.00,,,,,
16/08/2012 15.00,,,,,
16/08/2012 16.00,,,,,
16/08/2012 17.00,,,,,
16/08/2012 18.00,,,,,
16/08/2012 19.00,,,,,
16/08/2012 20.00,,,,,
16/08/2012 21.00,,,,,
16/08/2012 22.00,,,,,
16/08/2012 23.00,,,,,
17/08/2012 0.00,,,,,
17/08/2012 1.00,,,,,
17/08/2012 2.00,,,,,
17/08/2012 3.00,,,,,
17/08/2012 4.00,,,,,
17/08/2012 5.00,,,,,
17/08/2012 6.00,,,,,
17/08/2012 7.00,,,,,
17/08/2012 8.00,,,,,
17/08/2012 9.00,,,,,
17/08/2012 10.00,,,,,
17/08/2012 11.00,,,,,
17/08/2012 12.00,,,,,
17/08/2012 13.00,,,,,
17/08/2012 14.00,,,,,
17/08/2012 15.00,,,,,
17/08/2012 16.00,,,,,
17/08/2012 17.00,,,,,
17/08/2012 18.00,,,,,
17/08/2012 19.00,,,,,
17/08/2012 20.00,,,,,
17/08/2012 21.00,,,,,
17/08/2012 22.00,,,,,
17/08/2012 23.00,,,,,
18/08/2012 0.00,,,,,
18/08/2012 1.00,,,,,
18/08/2012 2.00,,,,,
18/08/2012 3.00,,,,,
18/08/2012 4.00,,,,,
18/08/2012 5.00,,,,,
18/08/2012 6.00,,,,,
18/08/2012 7.00,,,,,
18/08/2012 8.00,,,,,
18/08/2012 9.00,,,,,
18/08/2012 10.00,,,,,
18/08/2012 11.00,,,,,
18/08/2012 12.00,,,,,
18/08/2012 13.00,,,,,
18/08/2012 14.00,,,,,
18/08/2012 15.00,,,,,
18/08/2012 16.00,,,,,
18/08/2012 17.00,,,,,
18/08/2012 18.00,,,,,
18/08/2012 19.00,,,,,
18/08/2012 20.00,,,,,
18/08/2012 21.00,,,,,
18/08/2012 22.00,,,,,
18/08/2012 23.00,,,,,
19/08/2012 0.00,,,,,
19/08/2012 1.00,,,,,
19/08/2012 2.00,,,,,
19/08/2012 3.00,,,,,
19/08/2012 4.00,,,,,
19/08/2012 5.00,,,,,
19/08/2012 6.00,,,,,
19/08/2012 7.00,,,,,
19/08/2012 8.00,,,,,
