"NetC","Provincia di TARANTO","","","","","",""
"Stat","MANDURIA","","","","","",""
,NO2,NOX,CO,O3,PM10
21/02/2012 10.00,"44,785465","83,915481","1,171364","49,422334","11,23321"
21/02/2012 11.00,"45,668214","80,495216","1,086787","47,767082",
21/02/2012 12.00,"43,369684","77,39621","1,28807","49,238336","12,45421"
21/02/2012 13.00,"42,106846","66,465382","1,140238","43,000589",
21/02/2012 14.00,"52,436619","87,274157","1,266987","37,236137",
21/02/2012 15.00,"50,688381","75,81948","1,375339","33,329508",
21/02/2012 16.00,"62,158984","99,694834","2,036529","27,001048","8,547009"
21/02/2012 17.00,"59,415283","99,707795","1,877288","27,67065",
21/02/2012 18.00,"73,321986","139,582633","2,243848","16,44302","23,93162"
21/02/2012 19.00,"82,370755","189,452102","2,564192","6,234347",
21/02/2012 20.00,"87,361076","193,664944","2,556917","4,795601","37,118431"
21/02/2012 21.00,"81,079354","172,259682","2,460925","4,652063",
21/02/2012 22.00,"65,381581","110,365037","1,998951","7,440865","45,66544"
21/02/2012 23.00,"41,726588","66,277357","1,515771","22,749803",
22/02/2012 0.00,"28,205345","43,785546","1,237967","33,749297","55,189251"
22/02/2012 1.00,"18,566059","27,582492","0,903237","45,84153",
22/02/2012 2.00,,,"0,813405","41,174565","37,362621"
22/02/2012 3.00,"15,003393","22,333631",,"43,844216",
22/02/2012 4.00,"12,982615","19,492647","0,653641",,"19,53602"
22/02/2012 5.00,"11,850865","19,230723","0,65656","44,779909",
22/02/2012 6.00,"23,04371","38,806373","0,680735","36,222575","10,98901"
22/02/2012 7.00,"45,642248","71,45622","0,895065","8,43817",
22/02/2012 8.00,"60,896145","116,102736","1,450237","3,279668","10,74481"
22/02/2012 9.00,"79,302565","206,080326","2,108071","7,335242",
22/02/2012 10.00,"59,308842","112,494141","1,395308","26,604303","13,43101"
22/02/2012 11.00,"41,8888","80,049148","1,105284","42,19084",
22/02/2012 12.00,"28,553176","49,808516","0,860571","61,910137","18,55921"
22/02/2012 13.00,"30,03404","53,965586","0,875907","69,644171",
22/02/2012 14.00,"23,902906","41,979297","0,876564","73,920456","11,47741"
22/02/2012 15.00,"21,091711","37,157023","0,963151","72,271148",
22/02/2012 16.00,"29,512313","46,052067","1,151539","60,614925","12,45421"
22/02/2012 17.00,"54,209499","86,745123","1,538428","34,391128",
22/02/2012 18.00,"72,47057","137,115101","1,912941","16,726706","13,18681"
22/02/2012 19.00,"79,157202","165,011392","1,93062","13,869521",
22/02/2012 20.00,"78,004702","161,65044","1,77829","15,457222","18,55921"
22/02/2012 21.00,"61,555459","113,611843","1,342763","26,183157",
22/02/2012 22.00,"46,498846","75,425299","1,120003","36,549598","28,571421"
22/02/2012 23.00,"31,818625","47,102367","1,044188","45,360813",
23/02/2012 0.00,"27,124224","40,048578","0,867642","46,879467","24,908421"
23/02/2012 1.00,"13,535504","21,485622","0,733404","60,089539",
23/02/2012 2.00,,,"0,677157","63,140353","19,78022"
23/02/2012 3.00,"8,449696","14,307652",,"65,682984",
23/02/2012 4.00,"7,456274","13,351687","0,702529",,"12,94261"
23/02/2012 5.00,"7,769063","13,372434","0,681686","63,079425",
23/02/2012 6.00,"22,124804","40,389584","0,782129","51,51461","12,94261"
23/02/2012 7.00,"33,896527","55,196132","0,868774","44,112324",
23/02/2012 8.00,"46,914168","85,567752","1,108764","34,909745","7,570208"
23/02/2012 9.00,"78,789905","178,207477","2,475369","16,992106",
23/02/2012 10.00,"70,362822","143,278089","1,712405","20,147865","4,884005"
23/02/2012 11.00,"53,464527","103,399392","1,431507","32,03565",
23/02/2012 12.00,"48,126377","87,169113","1,303098","41,521896","8,791209"
23/02/2012 13.00,"52,19911","96,365026","1,412058","40,574689",
23/02/2012 14.00,"43,936861","76,252565","1,27726","46,448168","12,45421"
23/02/2012 15.00,"31,31374","49,533627","1,092057","53,849779",
23/02/2012 16.00,"39,198311","61,488809","1,329917","49,497646","14,40781"
23/02/2012 17.00,"49,572211","79,818368","1,455461","39,129174",
23/02/2012 18.00,"62,199216","100,152565","1,72997","33,320033","21,73382"
23/02/2012 19.00,"68,952052","110,46488","1,713551","32,927336",
23/02/2012 20.00,"62,841667","97,026295","1,591693","35,414161","30,76923"
23/02/2012 21.00,"52,959665","84,759916","1,374141","37,741888",
23/02/2012 22.00,"38,047117","54,444064","1,345724","45,275509","36,630032"
23/02/2012 23.00,"27,431808","38,999579","1,19725","52,864646",
24/02/2012 0.00,"20,873666","29,443212","1,070805","53,960799","37,606831"
24/02/2012 1.00,"15,615991","24,193033","0,954066","57,451033",
24/02/2012 2.00,,,"0,858946","60,497798","33,455421"
24/02/2012 3.00,"8,32585","14,499229",,"65,499225",
24/02/2012 4.00,"7,731424","14,108934","0,67575",,"18,55921"
24/02/2012 5.00,"8,94753","15,256479","0,697426","64,554731",
24/02/2012 6.00,"24,505108","39,490982","0,789482","49,862572","14,89621"
24/02/2012 7.00,"40,753171","56,744315","1,085881","28,394435",
24/02/2012 8.00,"52,936299","82,944587","1,278647","23,99558","9,523809"
24/02/2012 9.00,"60,593744","113,054283","1,609785","28,527821",
24/02/2012 10.00,"36,876438","66,479648","1,061157","53,419834","15,87301"
24/02/2012 11.00,"37,272278","68,446672","1,006065","65,432871",
24/02/2012 12.00,"39,273607","74,209002","1,028934","68,345569","23,93162"
24/02/2012 13.00,"37,969242","68,643762","0,97722","74,418111",
24/02/2012 14.00,"33,661601","59,602162","0,974582","77,406638","15,14041"
24/02/2012 15.00,"24,616731","41,945589","0,84816","77,150703",
24/02/2012 16.00,"27,482437","45,285776","0,865713","74,430295","11,72161"
24/02/2012 17.00,"34,571406","55,222058","1,011834","67,576432",
24/02/2012 18.00,"58,41462","91,313219","1,283633","45,837458","11,72161"
24/02/2012 19.00,"58,572952","86,668605","1,402309","39,101422",
24/02/2012 20.00,"62,648267","102,293339","1,460698","32,189345","16,60561"
24/02/2012 21.00,"62,120035","92,33371","1,612216","34,370816",
24/02/2012 22.00,"47,398269","64,446485","1,373712","36,724959","29,79241"
24/02/2012 23.00,"33,749858","44,789133","1,276422","43,627558",
25/02/2012 0.00,"23,242272","32,306223","1,237358","48,615439","33,455421"
25/02/2012 1.00,"14,366137","22,037998","0,806623","55,645998",
25/02/2012 2.00,,,"0,724209","57,941902","32,47863"
25/02/2012 3.00,"11,146679","18,186721",,"59,223511",
25/02/2012 4.00,"12,637372","19,829771","0,711271",,"18,55921"
25/02/2012 5.00,"19,616029","26,722818","0,762391","40,416265",
25/02/2012 6.00,"23,477198","30,799508","0,753796","37,461592","10,01221"
25/02/2012 7.00,"36,611662","51,606982","0,881985","22,057857",
25/02/2012 8.00,"62,744325","154,418969","1,605882","5,631766","9,27961"
25/02/2012 9.00,"77,246748","189,81387","2,004803","12,767268",
25/02/2012 10.00,"48,841521","98,156994","1,284731","33,748597","13,43101"
25/02/2012 11.00,"41,569537","82,900497","1,102667","48,57819",
25/02/2012 12.00,"37,621409","63,573845","1,010914","71,051107","18,80341"
25/02/2012 13.00,"43,735678","73,64498","1,067793","82,222548",
25/02/2012 14.00,"39,72136","67,742582","0,922987","81,206951","13,43101"
25/02/2012 15.00,"28,947718","45,866679","0,827041","87,320116",
25/02/2012 16.00,"25,814676","39,894261","0,82478","86,238187","8,058608"
25/02/2012 17.00,"36,526005","56,329413","0,927758","75,462132",
25/02/2012 18.00,"87,941195","167,379059","1,871514","30,195402","13,91941"
25/02/2012 19.00,"100,749912","203,056503","2,001513","20,430196",
25/02/2012 20.00,"101,764764","221,802321","2,258057","16,562182","22,22221"
25/02/2012 21.00,"98,566885","196,374627","2,835587","19,403117",
25/02/2012 22.00,"84,6524","149,929958","2,608121","14,883757","36,141621"
25/02/2012 23.00,"80,074808","253,454912","4,48679","19,759927",
26/02/2012 0.00,"67,86831","183,031034","3,252892","6,037999","66,42247"
26/02/2012 1.00,"54,097898","95,293983","2,230461","2,391369",
26/02/2012 2.00,,,"1,500642","3,501065","98,16848"
26/02/2012 3.00,"38,803773","67,039804",,"1,512547",
26/02/2012 4.00,"30,608997","47,053094","1,487078",,"73,992661"
26/02/2012 5.00,"28,575242","44,484439","1,281883","10,530953",
26/02/2012 6.00,"26,545366","36,716155","1,19378","16,931853","49,816841"
26/02/2012 7.00,"25,830239","37,579729","1,104523","19,073382",
26/02/2012 8.00,"32,815389","49,371529","1,313874","16,424736","42,490841"
26/02/2012 9.00,"35,755068","55,891142","1,391851","29,660522",
26/02/2012 10.00,"38,076963","60,363311","1,334623","48,763707","31,25762"
26/02/2012 11.00,"37,13989","59,207985","1,280196","67,608936",
26/02/2012 12.00,"27,143689","47,333183","1,14808","93,831377","36,141621"
26/02/2012 13.00,"34,158681","58,065602","1,170848","98,032526",
26/02/2012 14.00,"21,76529","34,293994","1,102669","95,463761","24,908421"
26/02/2012 15.00,"25,657624","38,613145","1,114773","86,592958",
26/02/2012 16.00,"32,6895","48,252511","1,24512","77,076906","20,757021"
26/02/2012 17.00,"44,8155","64,181957","1,402349","65,210802",
26/02/2012 18.00,"45,694179","62,961816","1,440555","68,841168","19,2918"
26/02/2012 19.00,"52,872706","73,504948","1,55892","57,27703",
26/02/2012 20.00,"51,155615","80,361647","1,551221","46,999307","25,88522"
26/02/2012 21.00,"36,00166","67,610325","1,184104","52,570146",
26/02/2012 22.00,"23,276038","42,392901","1,014729","57,920236","39,072041"
26/02/2012 23.00,"16,877524","31,224815","0,977182","63,89121",
27/02/2012 0.00,"9,584785","20,183778","0,882613","70,064619","24,664221"
27/02/2012 1.00,"5,650935","12,07837","0,860339","73,185855",
27/02/2012 2.00,,,"0,77734","75,384264","20,26862"
27/02/2012 3.00,"4,550282","11,178211",,"74,97218",
27/02/2012 4.00,"4,576297","11,398921","0,716292",,"11,72161"
27/02/2012 5.00,"4,533469","11,712711","0,721136","76,189968",
27/02/2012 6.00,"8,857976","18,369753","0,744494","71,215634","6,837607"
27/02/2012 7.00,"15,204571","30,597199","0,858409","65,019181",
27/02/2012 8.00,"22,784138","43,576774","0,911036","60,331254","4,151404"
27/02/2012 9.00,"43,325554","98,066231","1,426427","46,683798",
27/02/2012 10.00,"26,323441","56,399429","1,048474","59,345443","3,418803"
27/02/2012 11.00,"22,131572","49,410572","0,968459","63,642493",
27/02/2012 12.00,"22,961935","53,05534","1,007833","64,0571","3,418803"
27/02/2012 13.00,"25,897733","57,803678","0,948762","63,734125",
27/02/2012 14.00,"21,269508","49,532329","0,901841","61,596664","5,372406"
27/02/2012 15.00,"15,819753","36,014661","0,849051","66,654967",
27/02/2012 16.00,"17,29414","37,061078","0,956438","67,521592","3,907204"
27/02/2012 17.00,"17,038463","36,551492","0,973721","65,338762",
27/02/2012 18.00,"30,162544","57,375811","1,198391","69,055132","10,74481"
27/02/2012 19.00,"37,931592","70,250302","1,379793","58,415835",
27/02/2012 20.00,"35,113919","64,35182","1,309474","63,071308","14,40781"
27/02/2012 21.00,"32,372796","56,416292","1,260172","63,900008",
27/02/2012 22.00,"19,684804","34,016486","1,1128","70,167541","19,2918"
27/02/2012 23.00,"12,890457","23,988162","1,019246","73,546729",
28/02/2012 0.00,"7,949467","17,41541","0,940224","76,867028","10,50061"
28/02/2012 1.00,"5,229127","13,487836","0,849173","80,074253",
28/02/2012 2.00,,,"0,80213","80,241475","20,26862"
28/02/2012 3.00,"6,713892","14,595181",,"77,335558",
28/02/2012 4.00,"4,851446","12,507564","0,779738",,"10,50061"
28/02/2012 5.00,"5,754766","13,710861","0,744271","76,315234",
28/02/2012 6.00,"19,021606","38,373284","0,829696","65,504651","10,98901"
28/02/2012 7.00,"23,709506","45,5451","0,900259","63,758505",
28/02/2012 8.00,"33,674583","69,110559","1,039007","53,498381","6,837607"
28/02/2012 9.00,"60,566481","145,245112","1,631066","45,656013",
28/02/2012 10.00,"39,370945","89,208738","1,186582","55,423255","3,907204"
28/02/2012 11.00,"34,850463","82,284602","1,181696","60,918923",
28/02/2012 12.00,"38,904991","88,992203","1,175251","58,437521","4,639805"
28/02/2012 13.00,"38,859562","85,047784","1,210348","60,711081",
28/02/2012 14.00,"26,758209","53,414529","0,974806","72,88457","9,27961"
28/02/2012 15.00,"18,102712","34,893062","0,911055","78,160212",
28/02/2012 16.00,"22,485636","39,968179","0,992006","73,300291","5,372406"
28/02/2012 17.00,"28,435071","48,939741","1,034944","70,177016",
28/02/2012 18.00,"38,200248","62,056733","1,266421","59,816005","9,523809"
28/02/2012 19.00,"37,23853","54,340319","1,516127","62,822808",
28/02/2012 20.00,"37,708368","53,387283","1,555493","55,323724","13,91941"
28/02/2012 21.00,"40,144464","56,899933","1,631395","48,499667",
28/02/2012 22.00,"35,683673","49,564717","1,53891","51,006803","29,54822"
28/02/2012 23.00,"22,385696","32,374941","1,23933","49,7468",
29/02/2012 0.00,"15,872971","23,883136","0,993894","52,457726","25,88522"
29/02/2012 1.00,"10,820356","17,778476","0,872675","57,706972",
29/02/2012 2.00,,,"0,920456","62,057747","26,86202"
29/02/2012 3.00,"15,094542","22,049586",,"62,974109",
29/02/2012 4.00,"9,541956","16,840993","0,810399",,"14,16361"
29/02/2012 5.00,"7,652254","14,683354","0,838466","74,112754",
29/02/2012 6.00,"18,092335","26,292331","0,920696","58,386726","7,570208"
29/02/2012 7.00,"32,895846","44,913626","1,012309","43,418343",
29/02/2012 8.00,"29,865324","45,018651","1,025684","52,59991","4,151404"
29/02/2012 9.00,"37,295643","67,37953","1,217676","52,725176",
29/02/2012 10.00,"24,590767","46,795051","0,869251","72,51897","2,686203"
29/02/2012 11.00,"24,336376","43,143685","0,921724","77,438441",
29/02/2012 12.00,"22,964535","41,756263","0,880075","78,393103","10,98901"
29/02/2012 13.00,"22,968435","40,870643","0,889994","79,535306",
29/02/2012 14.00,"28,400025","61,525117","0,954196","64,163393","10,50061"
29/02/2012 15.00,"22,579055","48,935861","0,872585","64,151201",
29/02/2012 16.00,"21,714679","39,712736","0,9949","72,97734","8,547009"
29/02/2012 17.00,"24,497328","42,378656","1,058116","70,091711",
29/02/2012 18.00,"27,440889","45,25465","1,082355","66,015829","17,582411"
29/02/2012 19.00,"31,352688","53,096812","1,18829","59,694129",
29/02/2012 20.00,"33,437075","55,177967","1,191829","57,555991","14,40781"
29/02/2012 21.00,"32,881579","49,942071","1,157548","53,142252",
29/02/2012 22.00,"26,101495","39,610292","1,169729","52,241749","21,001221"
29/02/2012 23.00,"20,114412","30,704825","1,055192","49,905244",
01/03/2012 0.00,"16,174079","24,05948","1,000373","45,81242","21,24542"
01/03/2012 1.00,"11,634124","19,015488","0,895837","47,627611",
01/03/2012 2.00,,,"0,863036","51,366322","22,710621"
01/03/2012 3.00,"9,788551","16,488304",,"45,513171",
01/03/2012 4.00,"9,336893","16,218598","0,935813",,"17,094"
01/03/2012 5.00,"9,802827","16,878596","0,955814","46,88218",
01/03/2012 6.00,"13,137053","22,276578","1,034791","39,845518","10,01221"
01/03/2012 7.00,"20,930777","36,861391","1,074299","35,405364",
01/03/2012 8.00,"26,66737","49,654218","1,186091","32,94086","9,035409"
01/03/2012 9.00,"36,55325","80,217728","1,490007","33,606413",
01/03/2012 10.00,"28,658299","67,637552","1,297719","49,610701","7,081807"
01/03/2012 11.00,"27,315003","61,220386","1,283343","58,832907",
01/03/2012 12.00,"33,330634","74,231065","1,401871","60,53233","13,43101"
01/03/2012 13.00,"42,187324","87,166531","1,563029","61,269641",
01/03/2012 14.00,"34,230057","71,453617","1,428649","68,551413","7,814408"
01/03/2012 15.00,"23,626449","46,776926","1,306549","77,772245",
01/03/2012 16.00,"33,725194","62,908659","1,428813","74,21025","4,395605"
01/03/2012 17.00,"34,272886","63,665891","1,472388","69,74099",
01/03/2012 18.00,"43,110112","74,141586","1,592024","53,82879","2,686203"
01/03/2012 19.00,"59,912367","94,141257","2,081082","42,070319",
01/03/2012 20.00,"62,602856","93,481235","2,157718","31,733009","12,69841"
01/03/2012 21.00,"47,696789","70,590028","1,833966","30,217746",
01/03/2012 22.00,"37,355335","51,977794","1,788296","31,588789","37,118431"
01/03/2012 23.00,"28,965901","39,454692","1,741928","32,742497",
02/03/2012 0.00,"18,3584","26,949734","1,395752","38,615979","40,293041"
02/03/2012 1.00,"13,782099","21,11477","1,211801","41,808977",
02/03/2012 2.00,,,"1,103419","43,696607","27,35042"
02/03/2012 3.00,"9,952346","16,521462",,"40,046731",
02/03/2012 4.00,"9,708082","16,785237","0,983998",,"14,40781"
02/03/2012 5.00,"10,414122","17,240363","1,047833","37,485972",
02/03/2012 6.00,"24,292265","38,670218","1,01684","28,183186","13,91941"
02/03/2012 7.00,"43,899214","68,090104","1,349209","14,195188",
02/03/2012 8.00,"45,242506","77,489555","1,339385","25,183823","14,16361"
02/03/2012 9.00,"60,753378","138,199091","2,113914","23,787063",
02/03/2012 10.00,"37,535752","73,858933","1,388054","45,104897","11,47741"
02/03/2012 11.00,"41,38912","80,947732","1,413455","53,870088",
02/03/2012 12.00,"31,771894","60,970121","1,320148","67,055779","12,94261"
02/03/2012 13.00,"23,269537","41,791273","1,247395","79,972009",
02/03/2012 14.00,"24,119649","40,685238","1,360226","83,049234","7,570208"
02/03/2012 15.00,"27,608323","46,048205","1,300789","71,404522",
02/03/2012 16.00,"29,169662","46,238793","1,282291","73,533867","6,593407"
02/03/2012 17.00,"38,282025","63,734627","1,439393","64,436923",
02/03/2012 18.00,"53,227019","84,055841","1,593862","46,601185","8,791209"
02/03/2012 19.00,"72,057849","112,695134","2,022457","27,525774",
02/03/2012 20.00,"102,535701","195,846913","2,940153","16,317088","13,43101"
02/03/2012 21.00,"108,399552","208,02789","3,883539","16,474834",
02/03/2012 22.00,"98,878392","276,986637","4,89335","25,453288","38,09523"
02/03/2012 23.00,"76,384953","171,485573","3,438954","7,004838",
03/03/2012 0.00,"60,32899","99,794677","2,922191","6,256013","90,109894"
03/03/2012 1.00,"44,789556","80,557454","2,579422","2,556571",
03/03/2012 2.00,,,"2,35121","0,761013","95,97068"
03/03/2012 3.00,"27,137206","38,458865",,"4,763779",
03/03/2012 4.00,"23,738072","36,73948","1,613411",,"67,399261"
03/03/2012 5.00,"16,114371","24,719483","1,308583","33,2767",
03/03/2012 6.00,"24,576485","35,365041","1,409227","29,723505","46,88644"
03/03/2012 7.00,"56,491165","106,078274","1,768741","10,451735",
03/03/2012 8.00,"77,776278","171,957592","2,570389","6,035292","24,908421"
03/03/2012 9.00,"86,762752","195,110614","2,811113","15,533735",
03/03/2012 10.00,"41,050389","74,988312","1,788561","46,77521","30,76923"
03/03/2012 11.00,"39,716178","71,964504","1,728777","65,166791",
03/03/2012 12.00,"33,045115","55,183168","1,666995","85,302491","29,54822"
03/03/2012 13.00,"46,467698","73,576244","1,756018","84,437874",
03/03/2012 14.00,"29,809513","47,451192","1,577362","102,453643","20,757021"
03/03/2012 15.00,"19,584863","30,821554","1,49723","106,42932",
03/03/2012 16.00,"18,484288","28,678183","1,507587","108,424663","13,91941"
03/03/2012 17.00,"35,652529","51,744417","1,644159","89,751439",
03/03/2012 18.00,"36,141827","49,300211","1,73151","80,72626","11,72161"
03/03/2012 19.00,"56,781907","75,762407","2,202148","59,221536",
03/03/2012 20.00,"73,10394","96,250902","2,527693","35,162294","22,954821"
03/03/2012 21.00,"81,328544","113,902292","2,946134","25,556887",
03/03/2012 22.00,"84,840599","113,841375","3,263401","20,19323","40,293041"
03/03/2012 23.00,"64,116168","81,284891","2,760505","16,419323",
04/03/2012 0.00,"42,444296","54,966614","2,063701","30,225187","59,82906"
04/03/2012 1.00,"34,954285","44,414419","1,929739","39,267305",
04/03/2012 2.00,,,"1,687834","57,586455","59,58485"
04/03/2012 3.00,"13,47429","20,97204",,"70,087343",
04/03/2012 4.00,"11,371955","18,144135","1,437199",,"39,316231"
04/03/2012 5.00,"10,960522","16,848774","1,46475","62,27576",
04/03/2012 6.00,"45,043946","104,920348","1,65006","23,575135","26,37361"
04/03/2012 7.00,"56,428873","89,838914","1,881177","20,66447",
04/03/2012 8.00,"38,057499","53,699782","1,791395","40,578761","16,84981"
04/03/2012 9.00,"26,780274","40,569829","1,791965","52,046776",
04/03/2012 10.00,"24,47008","41,111824","1,726067","60,215463","31,746031"
04/03/2012 11.00,"31,254048","53,81259","1,869154","75,163541",
04/03/2012 12.00,"41,542273","70,403338","1,992395","78,036301","24,42001"
04/03/2012 13.00,"44,152306","74,582454","2,039873","81,499461",
04/03/2012 14.00,"27,266974","42,18673","1,825751","94,849661","21,48962"
04/03/2012 15.00,"19,298044","30,557029","1,801094","98,623604",
04/03/2012 16.00,"18,494674","29,904807","1,852405","105,856598","11,96581"
04/03/2012 17.00,"25,599213","40,016132","1,830887","93,442749",
04/03/2012 18.00,"40,902422","59,912079","2,013098","73,214302","15,62881"
04/03/2012 19.00,"68,59512","100,902014","2,422516","43,817124",
04/03/2012 20.00,"89,688132","132,196842","2,823172","27,740395","17,826611"
04/03/2012 21.00,"75,87489","116,821093","3,149614","33,085098",
04/03/2012 22.00,"47,300949","68,804544","2,558798","42,372285","38,339432"
04/03/2012 23.00,"46,772699","66,152868","2,766971","35,952435",
05/03/2012 0.00,"62,210893","86,282192","3,747111","8,465252","53,96825"
05/03/2012 1.00,"41,198342","55,324501","3,501852","10,918226",
05/03/2012 2.00,,,"2,998129","36,479853","52,991451"
05/03/2012 3.00,"15,065695","21,335204",,"38,211772",
05/03/2012 4.00,"11,030607","17,436159","2,19898",,"46,642231"
05/03/2012 5.00,"10,062403","16,356044","2,183101","54,809156",
05/03/2012 6.00,"12,283056","19,287778","2,131222","55,744848","33,455421"
05/03/2012 7.00,"17,660143","25,229068","2,104813","71,644202",
05/03/2012 8.00,"20,412914","31,864072","1,422215","72,18786","31,50182"
05/03/2012 9.00,"44,398895","70,311277","1,091469","44,219972",
05/03/2012 10.00,"33,574641","58,568707","0,975546","38,207023","17,3382"
05/03/2012 11.00,"57,730639","112,098648","1,257475","17,562193",
05/03/2012 12.00,"47,666943","86,576544","1,077102","30,777662","12,21001"
05/03/2012 13.00,"54,10568","99,961922","1,099143","34,540093",
05/03/2012 14.00,"64,008462","123,271978","1,321641","46,216608","23,68742"
05/03/2012 15.00,"46,225008","71,032216","0,892645","60,817375",
05/03/2012 16.00,"42,474142","64,432219","0,90689","62,915555","28,571421"
05/03/2012 17.00,"32,439008","46,323093","1,020406","55,184253",
05/03/2012 18.00,"45,827847","61,701464","1,372296","41,038485","27,83882"
05/03/2012 19.00,"85,542727","136,478405","2,381884","19,428166",
05/03/2012 20.00,"92,089203","140,995963","2,260084","9,543129","33,699631"
05/03/2012 21.00,"94,829024","217,016194","2,845657","9,80515",
05/03/2012 22.00,"71,406317","129,10952","2,400253","7,050879","65,201462"
05/03/2012 23.00,"67,271292","159,352749","3,46572","8,285831",
06/03/2012 0.00,"57,249123","129,940667","3,401269","6,023783","89,62149"
06/03/2012 1.00,"39,696693","89,351374","2,30682","0,940433",
06/03/2012 2.00,,,"1,467361","3,830115","109,889999"
06/03/2012 3.00,"23,090765","34,915585",,"4,573041",
06/03/2012 4.00,"18,956719","29,355031","0,960523",,"86,20269"
06/03/2012 5.00,"17,901543","27,486547","1,018941","10,774694",
06/03/2012 6.00,"31,657689","116,445044","1,280113","2,047423","60,561661"
06/03/2012 7.00,"40,99068","189,811273","1,743586","0,234939",
06/03/2012 8.00,"80,292853","291,182689","2,381704","2,2783","48,59584"
06/03/2012 9.00,"75,66675","188,62558","1,647783","15,584903",
06/03/2012 10.00,"38,114591","74,40351","1,035096","49,800967","54,45665"
06/03/2012 11.00,"26,207918","49,378031","0,78853","66,246688",
06/03/2012 12.00,"31,792659","58,582991","0,770948","73,330078","50,54945"
06/03/2012 13.00,"39,107471","72,942188","0,823982","67,445085",
06/03/2012 14.00,"23,649814","44,410521","0,662392","81,559712","27,10622"
06/03/2012 15.00,"19,651076","34,545557","0,720118","87,898325",
06/03/2012 16.00,"21,470688","35,72551","0,706451","88,24767","14,40781"
06/03/2012 17.00,"30,649244","51,652353","0,836261","77,185254",
06/03/2012 18.00,"41,082835","72,955149","1,018003","62,862093","10,01221"
06/03/2012 19.00,"51,674763","94,225521","1,284559","47,140813",
06/03/2012 20.00,"56,884427","100,207019","1,313196","37,347179","11,23321"
06/03/2012 21.00,"39,809618","61,09073","1,040399","45,617429",
06/03/2012 22.00,"35,020479","50,078222","1,02143","44,903798","28,327221"
06/03/2012 23.00,"46,905087","68,326085","1,280357","23,247436",
07/03/2012 0.00,"26,645306","37,728845","0,983735","29,726877","21,73382"
07/03/2012 1.00,"16,366164","23,61861","0,839321","35,230003",
07/03/2012 2.00,,,"0,751896","38,387133","27,10622"
07/03/2012 3.00,"14,067634","21,148478",,"41,002595",
07/03/2012 4.00,"11,388818","17,814784","0,653345",,"21,24542"
07/03/2012 5.00,"10,075381","17,953525","0,665048","48,425173",
07/03/2012 6.00,"16,188351","24,296777","0,706842","46,067663","16,84981"
07/03/2012 7.00,"31,473374","48,785443","0,786559","39,582136",
07/03/2012 8.00,"56,083644","107,779478","1,045278","26,524402","9,76801"
07/03/2012 9.00,"55,91881","110,606196","1,249686","30,380917",
07/03/2012 10.00,"52,345758","111,701885","1,319085","40,171179","11,72161"
07/03/2012 11.00,"39,435819","73,936735","0,993045","60,774045",
07/03/2012 12.00,"35,527942","64,862707","0,873776","76,068774","13,18681"
07/03/2012 13.00,"35,16713","59,75258","0,857671","79,104021",
07/03/2012 14.00,"45,146466","79,677016","1,007113","69,151266","14,40781"
07/03/2012 15.00,"42,877782","72,384628","0,927927","62,46397",
07/03/2012 16.00,"48,340538","82,637289","1,075534","57,056982","8,058608"
07/03/2012 17.00,"53,07647","88,358147","1,128664","52,689967",
07/03/2012 18.00,"74,741836","137,91382","1,532871","34,577319","16,36141"
07/03/2012 19.00,"70,569182","123,341968","1,405203","30,106704",
07/03/2012 20.00,"60,937675","90,600063","1,449811","31,753996","16,60561"
07/03/2012 21.00,"63,1168","95,345855","1,498905","22,62725",
07/03/2012 22.00,"52,870105","78,529491","1,261266","24,840564","25,64102"
07/03/2012 23.00,"36,677856","49,319656","1,336211","29,091788",
08/03/2012 0.00,"26,089813","36,342721","1,180082","30,60705","33,943821"
08/03/2012 1.00,"19,11376","27,058642","0,818607","28,897475",
08/03/2012 2.00,,,"0,699136","37,127807","37,118431"
08/03/2012 3.00,"15,286902","25,48866",,"42,581082",
08/03/2012 4.00,"11,480975","17,74217","0,573294",,"28,571421"
08/03/2012 5.00,"8,362191","14,669091","0,593582","54,994669",
08/03/2012 6.00,"16,930733","29,14886","0,556769","59,947355","15,38461"
08/03/2012 7.00,"16,115671","29,06458","0,621968","70,521634",
08/03/2012 8.00,"32,276756","54,551672","0,812454","56,735385","8,058608"
08/03/2012 9.00,"57,332198","121,73413","1,548378","41,614663",
08/03/2012 10.00,"39,960167","77,999159","1,134686","53,976381","5,860806"
08/03/2012 11.00,"21,635522","44,241938","0,762593","62,468038",
08/03/2012 12.00,"29,355261","53,391164","0,824929","59,639967","5,616606"
08/03/2012 13.00,"33,342315","60,461856","0,87438","61,086164",
08/03/2012 14.00,"30,577851","61,989296","0,827627","72,383544","6,349206"
08/03/2012 15.00,"13,439463","29,863316","0,603399","89,596386",
08/03/2012 16.00,"13,540692","28,009097","0,656205","89,722991","4,151404"
08/03/2012 17.00,"16,148121","32,46182","0,731178","88,057427",
08/03/2012 18.00,"30,061304","58,439054","0,885423","72,54604","2,930403"
08/03/2012 19.00,"27,58884","56,214005","0,944774","75,21431",
08/03/2012 20.00,"29,712173","55,581207","0,905917","74,189938","6,593407"
08/03/2012 21.00,"22,55311","40,433674","0,805623","80,075593",
08/03/2012 22.00,"13,879444","26,541274","0,755722","85,769658","11,72161"
08/03/2012 23.00,"8,146743","16,196555","0,658863","82,473065",
09/03/2012 0.00,"11,754823","21,03697","0,662585","77,366022","8,058608"
