"NetC","Provincia di TARANTO","","","","","",""
"Stat","Massafra (TA) Via Frappietro","","","","","",""
,SO2,NO2,NOX,O3,BENZENE
29/10/2012 16.00,"1,021082","9,250583","5,793851","79,96471","0,650371"
29/10/2012 17.00,"1,222409","9,015669","5,365493","77,423898","0,653372"
29/10/2012 18.00,"0,823366","13,258414","7,496089","75,166038","0,875739"
29/10/2012 19.00,"0,704195","15,279843","9,034513","69,982207","0,797074"
29/10/2012 20.00,"0,757461","18,754248","10,960597","62,867416","1,149769"
29/10/2012 21.00,"0,650026","10,93781","6,304625","73,555214","0,825702"
29/10/2012 22.00,"0,650026","7,085084","4,13638","78,855651","0,734325"
29/10/2012 23.00,"0,650026","5,871574","3,549638","84,212639","0,594538"
30/10/2012 0.00,"0,695166","8,659404","5,137578","75,475199","0,832465"
30/10/2012 1.00,"0,650026","7,39917","4,185897","67,576554","0,703967"
30/10/2012 2.00,"0,650026","4,437425","2,569128","69,427254","0,610658"
30/10/2012 3.00,"0,661763",,,"68,520911","0,687848"
30/10/2012 4.00,"0,653637","6,08702","3,3224",,"0,769666"
30/10/2012 5.00,"0,650026","4,642489","2,667823","62,486474","0,8136"
30/10/2012 6.00,"0,650026","4,053255","2,40769","64,93352","0,817973"
30/10/2012 7.00,"0,650026","7,344009","4,319189","65,295055","0,900198"
30/10/2012 8.00,"0,656345","9,145455","5,75756","64,544975","0,928674"
30/10/2012 9.00,"0,665373","11,530941","8,090634","65,873645","1,152922"
30/10/2012 10.00,"0,65454","7,782042","5,594764","74,499587","0,873806"
30/10/2012 11.00,"0,650026","6,542573","4,838778","85,886788","0,793362"
30/10/2012 12.00,"0,650026","6,092211","4,292055","87,923341","0,780242"
30/10/2012 13.00,"0,650929","5,907263","4,102466","91,760746","0,739003"
30/10/2012 14.00,"0,664471","7,323893","4,973426","96,4876","0,784971"
30/10/2012 15.00,"0,650026","5,528286","3,375309","99,552117","0,630082"
30/10/2012 16.00,"0,650026","7,808","4,942224","97,779977","0,689424"
30/10/2012 17.00,"0,650026","27,419494","18,73208","77,244827","0,92908"
30/10/2012 18.00,"0,650026","31,545417","19,204854","57,301787","1,949233"
30/10/2012 19.00,"0,665373","25,83349","16,005585","64,555112","1,361712"
30/10/2012 20.00,"0,650026","22,330533","14,239918","72,718147","1,557179"
30/10/2012 21.00,"0,650026","19,579683","13,408298","73,86777","1,416681"
30/10/2012 22.00,"0,664471","15,431046","9,496787","73,424302","1,234943"
30/10/2012 23.00,"1,254008","9,127934","5,400767","80,842348","0,977286"
31/10/2012 0.00,"1,466169","9,742477","5,981067","84,230379","0,894807"
31/10/2012 1.00,"1,173658","6,609413","3,852844","88,382015","0,791023"
31/10/2012 2.00,"1,199839","5,086359","2,886583","88,91753","0,784412"
31/10/2012 3.00,"1,202548","4,112308","2,383948","90,236087","0,652151"
31/10/2012 4.00,"0,865798","3,200552","1,762269","92,297121","0,634608"
31/10/2012 5.00,"1,038236","4,284276","2,396497","89,553593","0,676152"
31/10/2012 6.00,"1,242272","5,894935","3,494692","85,471227","0,72868"
31/10/2012 7.00,"1,070737","9,299903","5,89526","84,31738","0,791887"
31/10/2012 8.00,"1,284704","17,89311","12,571599","75,682162","0,858043"
31/10/2012 9.00,"0,938024","26,703049","20,054795","64,16993","1,432343"
31/10/2012 10.00,"1,046361","17,50245","13,527345","76,550484","1,311015"
31/10/2012 11.00,"1,085182","17,632883","13,454086","77,024356","1,300133"
31/10/2012 12.00,"1,458946","17,283755","13,28417","81,681964","1,444954"
31/10/2012 13.00,"1,506796","20,042386","15,250274","82,86113","1,399087"
31/10/2012 14.00,"1,477003","25,672538","19,579969","75,688068","1,536128"
31/10/2012 15.00,"0,892882","23,201392","16,23078","79,129318","0,951963"
31/10/2012 16.00,"1,265745","19,547886","13,370319","80,666648",
31/10/2012 17.00,"1,356929","26,638175","18,051726","70,967119",
31/10/2012 18.00,"0,921773","31,187854","21,179434","61,622356",
31/10/2012 19.00,"1,449918","20,517403","14,788004","72,243438",
31/10/2012 20.00,"0,92719","16,860008","12,362674","81,355063",
31/10/2012 21.00,"0,757461","14,359647","11,424227","86,940125",
31/10/2012 22.00,"0,856771","8,252521","6,421295","93,172209",
31/10/2012 23.00,"1,202548","11,451122","7,425544","87,90054",
01/11/2012 0.00,"1,192617","10,090957","6,782499","81,748676",
01/11/2012 1.00,"1,124906","10,098742","6,274779","76,351984",
01/11/2012 2.00,"1,222199","13,461698","7,987736","67,52335","0,913063"
01/11/2012 3.00,"1,183589",,,"72,59314","0,642185"
01/11/2012 4.00,"1,275676","2,29918","1,346122",,"0,324525"
01/11/2012 5.00,"0,858576","3,925414","2,313063","70,231384","0,399427"
01/11/2012 6.00,"1,117683","3,807308","2,27406","62,309934","0,443615"
01/11/2012 7.00,"1,833614","8,048753","5,007002","62,985681","0,543739"
01/11/2012 8.00,"0,881146","20,179955","13,440857","48,572802","0,954912"
01/11/2012 9.00,"1,174561","25,899664","22,13723","54,245706","2,641861"
01/11/2012 10.00,"1,271161","15,22404","12,400324","79,283054","1,006067"
01/11/2012 11.00,"1,392139","23,227358","19,604385","72,336345","1,450242"
01/11/2012 12.00,"1,468877","12,975474","11,138652","84,956799","1,124141"
01/11/2012 13.00,"1,247688","21,551145","16,665239","84,353689","0,980388"
01/11/2012 14.00,"1,731597","17,775657","13,128836","75,547003","1,605233"
01/11/2012 15.00,"1,198034","5,462094","4,066516","83,628106","0,87701"
01/11/2012 16.00,"0,933509","8,397882","5,458762","78,65798","0,864958"
01/11/2012 17.00,"0,808019","8,547787","5,107394","77,511736","0,778513"
01/11/2012 18.00,"0,876632","22,374644","14,726956","64,946191","1,127243"
01/11/2012 19.00,"1,073446","38,720712","24,904087","44,656002","1,873822"
01/11/2012 20.00,"1,176366","25,976241","15,83736","49,338084","1,643269"
01/11/2012 21.00,"1,29012","27,781588","17,260126","47,367445","1,584994"
01/11/2012 22.00,"0,884757","15,627668","9,024001","59,700693","1,594656"
01/11/2012 23.00,"0,650026","19,928163","12,292464","59,773334","1,078681"
02/11/2012 0.00,"0,650026","22,193596","13,850228","54,955247","0,962336"
02/11/2012 1.00,"0,650026","27,308521","17,430051","43,72599","1,177838"
02/11/2012 2.00,"0,650026","14,869716","9,00365","46,712805","0,892723"
02/11/2012 3.00,"0,650026","5,704796","3,587962","62,295569","0,563825"
02/11/2012 4.00,"0,650026","5,135682","3,148752","57,344857","0,564028"
02/11/2012 5.00,"0,650026","10,45241","6,019052","49,370185","0,727816"
02/11/2012 6.00,"0,650026","17,269484","11,861056","43,105148","0,884485"
02/11/2012 7.00,"0,650026","40,628584","38,45552","24,65806",
02/11/2012 8.00,"0,666276","49,353517","55,761088","12,75982",
02/11/2012 9.00,"0,662665","52,338628","61,793715","27,789312",
02/11/2012 10.00,"0,650026","32,098962","26,315658","59,935525",
02/11/2012 11.00,"0,650026","24,743917","21,676305","73,903242",
02/11/2012 12.00,"0,650026","25,413615","20,201312","79,904741",
02/11/2012 13.00,"0,650026","27,79262","21,680721","83,539408",
02/11/2012 14.00,"0,650026","26,719932","19,14585","83,743836",
02/11/2012 15.00,"0,650026","30,546054","20,376642","78,75849",
02/11/2012 16.00,"0,650026","42,41185","30,669455","68,861313",
02/11/2012 17.00,"0,650026","26,315638","15,591126","78,877591",
02/11/2012 18.00,"0,650026","43,679867","30,244474","47,439226",
02/11/2012 19.00,"0,650026","33,287175","20,971866","50,366068",
02/11/2012 20.00,"0,650026","33,797869","23,20625","52,884079",
02/11/2012 21.00,"0,650026","19,644575","11,155952","65,613494",
02/11/2012 22.00,"0,650026","11,036446","6,300214","76,212609",
02/11/2012 23.00,"0,778226","8,133117","4,555581","80,033972",
03/11/2012 0.00,"0,678014","7,870296","4,436538","77,177232",
03/11/2012 1.00,"0,791768","10,89044","6,173708","72,054215",
03/11/2012 2.00,"0,653637","8,554276","4,96325","71,8836",
03/11/2012 3.00,"0,724959",,,"79,695244",
03/11/2012 4.00,"0,663568","2,560701","1,500438",,
03/11/2012 5.00,"0,810727","6,183062","3,490624","70,365706",
03/11/2012 6.00,"0,665373","7,683404","4,300874","63,721397",
03/11/2012 7.00,"0,882049","33,878344","28,534783","36,849407",
03/11/2012 8.00,"0,650026","17,427168","12,876161","52,716839",
03/11/2012 9.00,"1,235952","44,110775","45,230559","33,468141",
03/11/2012 10.00,"0,753849","17,405106","13,076946","71,810107",
03/11/2012 11.00,"0,670791","13,749002","10,447109","74,252944",
03/11/2012 12.00,"0,757461","11,926788","9,204771","80,522212",
03/11/2012 13.00,"0,965108","22,712112","17,986947","74,919395",
03/11/2012 14.00,"0,839617","20,819156","16,142942","76,831762",
03/11/2012 15.00,"0,748433","16,196143","11,301109","85,199226",
03/11/2012 16.00,"0,650026","18,80292","13,27739","85,555678",
03/11/2012 17.00,"0,661763","33,379962","21,714622","63,649617",
03/11/2012 18.00,"0,861284","41,261283","25,33922","46,64693",
03/11/2012 19.00,"0,650026","49,112777","35,045602","32,722269",
03/11/2012 20.00,"0,659957","42,12438","28,243106","39,576052",
03/11/2012 21.00,"0,939829","44,090663","30,412366","36,983729",
03/11/2012 22.00,"1,355123","43,201601","27,99382","35,598422",
03/11/2012 23.00,"0,721348","25,451262","14,97047","47,158789",
04/11/2012 0.00,"0,698778","29,006779","17,09428","44,030928",
04/11/2012 1.00,"0,851353","23,145581","16,121572","43,199752",
04/11/2012 2.00,"0,657248","17,128666","10,122527","49,479153",
04/11/2012 3.00,"0,650026","13,782751","8,69298","53,799723",
04/11/2012 4.00,"1,034625","12,853473","7,731126","55,21372",
04/11/2012 5.00,"0,650026","13,458931","7,577828","58,339066",
04/11/2012 6.00,"0,650026","23,821129","15,021679","40,966408",
04/11/2012 7.00,"0,671693","23,456435","14,55466","34,576364",
04/11/2012 8.00,"0,800796","33,780353","29,854101","25,28904",
04/11/2012 9.00,"0,836909","24,458379","18,840609","39,02194",
04/11/2012 10.00,"1,194423","21,67185","15,274352","63,626793",
04/11/2012 11.00,"3,573336","26,51617","19,522991","59,988732",
04/11/2012 12.00,"1,356929","20,411614","15,933677","72,115037",
04/11/2012 13.00,"1,154699","23,365577","18,817889","79,222225",
04/11/2012 14.00,"0,701486","16,349288","12,265336","83,453243",
04/11/2012 15.00,"0,670791","8,588669","5,676841","91,272529",
04/11/2012 16.00,"0,650026","14,348621","9,247166","83,405961",
04/11/2012 17.00,"0,650026","20,635508","12,907359","73,390527",
04/11/2012 18.00,"0,650026","25,218285","15,905527","66,000365",
04/11/2012 19.00,"0,652734","34,39814","21,805863","55,988299",
04/11/2012 20.00,"0,650026","30,462346","18,324749","54,240638",
04/11/2012 21.00,"0,650026","34,934151","21,338856","55,086179",
04/11/2012 22.00,"0,650026","34,625919","21,530134","58,82814",
04/11/2012 23.00,"1,45353","24,501208","14,868383","65,503692",
05/11/2012 0.00,"1,379499","21,251994","13,253982","63,04565",
05/11/2012 1.00,"1,05539","11,475128","6,606814","74,008835",
05/11/2012 2.00,"0,835102","13,85608","7,857293","72,978314",
05/11/2012 3.00,"2,198351",,,"71,424096",
05/11/2012 4.00,"1,079765","9,076019","5,146396",,
05/11/2012 5.00,"0,933509","10,841768","6,053308","77,157803",
05/11/2012 6.00,"1,155602","15,057904","8,88732","62,613175",
05/11/2012 7.00,"1,13574","22,988549","16,145991","47,32942",
05/11/2012 8.00,"1,032818","25,125496","19,516892","37,787017",
05/11/2012 9.00,"1,346095","36,573366","34,931992","31,923193",
05/11/2012 10.00,"2,877267","38,256709","32,837358","28,949066",
05/11/2012 11.00,"4,031965","33,349467","26,532728","36,770864",
05/11/2012 12.00,"2,197449","38,256078","30,462901","31,228015",
05/11/2012 13.00,"1,592563","43,04975","36,450748","28,318926",
05/11/2012 14.00,"1,780349","40,423521","32,981138","29,875683",
05/11/2012 15.00,"1,05268","33,689495","22,296959","33,692817",
05/11/2012 16.00,"1,078862","43,323606","30,500873","26,9725",
05/11/2012 17.00,"0,905523","26,412978","18,210792","45,754087",
05/11/2012 18.00,"1,182685","30,807575","20,605586","47,256783",
05/11/2012 19.00,,,,,"1,750765"
05/11/2012 20.00,"0,665373","27,160552","21,338856","47,132613","1,783208"
05/11/2012 21.00,"0,856771","37,458526","33,40239","36,491265","1,251571"
05/11/2012 22.00,"0,888369","43,921278","37,929145","14,277724","3,899839"
05/11/2012 23.00,"0,651832","26,967823","20,720553","20,97523","1,996218"
06/11/2012 0.00,"0,650026","6,216158","3,900327","57,089779","0,702798"
06/11/2012 1.00,"0,650026","1,874127","1,179595","77,669681","0,272607"
06/11/2012 2.00,"0,650026","2,808596","1,719875","81,959847","0,250996"
06/11/2012 3.00,"0,650026","3,01301","1,704273","83,862938","0,268844"
06/11/2012 4.00,"0,650026","1,240117","0,73394","90,992926","0,250335"
06/11/2012 5.00,"0,650026","1,062957","0,606077","93,282034","0,257148"
06/11/2012 6.00,"0,650026","2,465958","1,438373","92,171254","0,27159"
06/11/2012 7.00,"0,650026","5,770339","3,283059","85,34367","0,392308"
06/11/2012 8.00,"0,650026","13,359644","8,110306","72,181772","0,796718"
06/11/2012 9.00,"0,650026","14,550442","9,558175","69,177225","0,952878"
06/11/2012 10.00,"0,650026","13,061129","8,846281","68,260744","0,640557"
06/11/2012 11.00,"0,650026","15,961874","12,0961","67,997184","0,83094"
06/11/2012 12.00,"0,650026","13,129924","10,301263","73,938729","0,900096"
06/11/2012 13.00,"0,650026","13,434914","9,723684","78,959547","0,806684"
06/11/2012 14.00,"0,650026","26,928895","21,483671","69,798927","1,227875"
06/11/2012 15.00,"0,650026","20,212401","14,227708","70,721313","0,710629"
06/11/2012 16.00,"0,650026","30,942563","20,909804","58,882184","1,300387"
06/11/2012 17.00,"0,650026","19,551136","10,999937","68,474442","0,816753"
06/11/2012 18.00,"0,650026","27,355882","15,734931","54,584438","1,193246"
06/11/2012 19.00,"0,650026","25,831539","14,835142","48,594769","1,377832"
06/11/2012 20.00,"0,650026","18,61343","10,860539","59,368727","1,074562"
06/11/2012 21.00,"0,650026","17,584212","10,132026","63,315097","0,909401"
06/11/2012 22.00,"0,650026","13,622464","7,795906","65,679369","0,868315"
06/11/2012 23.00,"0,657248","9,918339","5,597816","68,182175","0,748817"
07/11/2012 0.00,"0,652734","7,149329","4,071264","76,076613","0,562909"
07/11/2012 1.00,"0,651832","3,145393","1,826371","86,227213","0,378578"
07/11/2012 2.00,"0,656345","2,559403","1,571662","84,025113","0,422665"
07/11/2012 3.00,"0,650026",,,"69,113024","0,454192"
07/11/2012 4.00,"0,650026","4,678828","2,730569",,"0,501432"
07/11/2012 5.00,"0,668985","2,955256","1,771087","70,788885","0,439141"
07/11/2012 6.00,"0,650026","3,217426","1,99968","76,608779","0,467566"
07/11/2012 7.00,"0,650026","4,517893","2,66138","84,652721","0,363272"
07/11/2012 8.00,"0,650026","12,412849","7,29836","76,99479","0,459277"
07/11/2012 9.00,"0,650026","14,064389","8,839835","68,776009","0,905232"
07/11/2012 10.00,"0,650026","9,693807","5,926123","78,317578","0,587623"
07/11/2012 11.00,"0,650026","7,652902","4,712613","79,691036","0,663084"
07/11/2012 12.00,"0,650026","7,297935","4,925604","83,22434","0,583656"
07/11/2012 13.00,"0,650026","6,522457","4,271706","88,485051","0,620929"
07/11/2012 14.00,"0,650026","6,486115","4,244911","87,907283","0,666643"
07/11/2012 15.00,"0,650026","5,997468","3,85047","87,532261","0,525077"
07/11/2012 16.00,"0,650026","5,425107","3,354281","90,329009","0,457803"
07/11/2012 17.00,"0,650026","8,902105","5,333274","84,324138","0,504076"
07/11/2012 18.00,"0,650026","9,854742","5,772485","80,126902","0,799006"
07/11/2012 19.00,,"7,658095","4,772642","80,897249","0,905791"
07/11/2012 20.00,"0,650026","8,139605","5,076192","79,107339","0,7747"
07/11/2012 21.00,"0,650026","7,841094","4,820125","77,167118","0,786599"
07/11/2012 22.00,"0,65454","6,212914","3,682248","76,204154","0,702544"
07/11/2012 23.00,"1,34429","4,792393","2,846222","75,217567","0,648846"
08/11/2012 0.00,"1,45985","2,88517","1,787707","78,605614","0,558435"
08/11/2012 1.00,"0,956983","2,595096","1,558775","76,007343","0,505551"
08/11/2012 2.00,"0,752044","6,01953","3,543192","64,968991","0,493804"
08/11/2012 3.00,"0,79267","3,743711","2,22556","66,050197","0,507229"
08/11/2012 4.00,"0,752946","4,19667","2,465685","73,435276","0,471583"
08/11/2012 5.00,"0,837811","4,036383","2,253034","74,50381","0,468074"
08/11/2012 6.00,"0,742113","6,527","3,630018","68,898482","0,485923"
08/11/2012 7.00,"1,365957","29,828978","23,748569","46,110536","0,774751"
08/11/2012 8.00,"1,265745","35,156094","30,634846","28,425358","2,013507"
08/11/2012 9.00,"1,499574","23,53496","22,010714","37,820792","1,34961"
08/11/2012 10.00,"2,906158","7,197999","5,215246","72,037336","0,82916"
08/11/2012 11.00,"19,246165","6,425115","4,575253","80,229085","0,672898"
08/11/2012 12.00,"13,395944","7,519223","5,421793","83,131433","0,596877"
08/11/2012 13.00,"8,451239","7,230446","5,067372","88,662447","0,649863"
08/11/2012 14.00,"8,22373","8,208391","5,629019","90,30703","0,730308"
08/11/2012 15.00,"6,031698","6,264828","4,115354","92,760019","0,587012"
08/11/2012 16.00,"6,248374","6,780084","4,234397","90,852721","0,572266"
08/11/2012 17.00,"5,471954","10,471226","5,888136","84,385789","0,803989"
08/11/2012 18.00,"4,494206","34,389709","24,815561","49,037378","1,53328"
08/11/2012 19.00,"4,451013","37,260251","27,707747","39,955103","2,054899"
08/11/2012 20.00,"2,927637","40,446238","29,303981","41,289078","1,960979"
08/11/2012 21.00,"3,249116","22,662132","14,082551","62,079333","2,475632"
08/11/2012 22.00,"2,370465","45,543626","42,788952","26,745269","2,231908"
08/11/2012 23.00,"0,501184","34,707025","27,018069","24,676633","2,504718"
09/11/2012 0.00,"0,096624","30,659626","22,576092","33,768848","1,300845"
09/11/2012 1.00,"0,00903","16,947609","10,296861","51,649152","0,939861"
09/11/2012 2.00,,"10,24345","6,272064","50,259637","0,80943"
09/11/2012 3.00,,,,"61,336855","0,648083"
09/11/2012 4.00,,"4,788499","2,912697",,"0,586606"
09/11/2012 5.00,,"7,607477","4,720074","62,91051","0,762089"
09/11/2012 6.00,,"18,460282","12,893799","54,993253","1,223756"
09/11/2012 7.00,"0,102043","48,954427","47,568033","19,378779","1,929147"
09/11/2012 8.00,"0,360311","49,676033","56,870832","16,242459","4,304096"
09/11/2012 9.00,"1,454788","54,920095","71,705621","20,617088","4,090526"
09/11/2012 10.00,"0,031606","34,999714","30,245488","52,106966","2,616944"
09/11/2012 11.00,,"23,795183","18,74293","61,830156","1,495956"
09/11/2012 12.00,,"8,225913","5,509636","88,56362","0,812481"
09/11/2012 13.00,,"8,614627","5,510992","95,935182","0,680576"
09/11/2012 14.00,,"10,862538","6,661419","98,775864","0,917283"
09/11/2012 15.00,,"11,922901","7,436397","94,919866","0,883824"
09/11/2012 16.00,,"10,269407","6,105197","96,909121","0,787616"
09/11/2012 17.00,,"11,63217","6,777751","87,584613","0,788022"
09/11/2012 18.00,,"22,045647","13,844116","72,224009","1,403765"
09/11/2012 19.00,,"18,862619","10,880209","68,879052","1,142345"
09/11/2012 20.00,,"26,734846","18,495686","65,235086","1,286302"
09/11/2012 21.00,,"46,049142","36,810933","36,258964","2,375661"
