"NetC","Provincia di TARANTO","","","","",""
"Stat","MARTINA FRANCA","","","","",""
,NO2,NOX,CO,O3,PM10
07/03/2012 21.00,"56,352297","117,974088","0,811034","36,309101",
07/03/2012 22.00,"42,479685","78,258122","0,616591","51,171392","37,109371"
07/03/2012 23.00,"27,061797","47,833706","0,431088","68,820438",
08/03/2012 0.00,"18,739124","32,550135","0,419394","74,68021","35,644531"
08/03/2012 1.00,"8,450017","14,812747","0,336896","82,989067",
08/03/2012 2.00,"5,957996","11,790797","0,277236","89,124272","32,226551"
08/03/2012 3.00,"3,386536","7,597678",,"88,555134",
08/03/2012 4.00,"1,493037","4,637982","0,290176",,"18,066401"
08/03/2012 5.00,"1,186159","3,896111","0,253127","89,020049",
08/03/2012 6.00,"12,561307","26,27281","0,294988","75,996453","12,20703"
08/03/2012 7.00,"47,280909","111,651354","0,447357","47,159067",
08/03/2012 8.00,"52,479331","142,671063","0,77424","45,285223","9,765625"
08/03/2012 9.00,"71,778886","215,878756","0,798898","34,810156",
08/03/2012 10.00,"42,761535","98,965617","0,593381","55,601927","12,20703"
08/03/2012 11.00,"53,061536","122,6873","0,592232","48,802847",
08/03/2012 12.00,"55,16722","136,999423","0,60803","43,213077","11,23046"
08/03/2012 13.00,"56,630876","135,802322","0,501823","36,328731",
08/03/2012 14.00,"67,185518","191,965176","0,683364","30,569105","12,20703"
08/03/2012 15.00,"35,355118","80,277536","0,441822","55,076784",
08/03/2012 16.00,"42,678839","92,048862","0,49139","49,995917","12,69531"
08/03/2012 17.00,"17,58996","34,301068","0,335444","83,828227",
08/03/2012 18.00,"19,26145","37,836624","0,358098","80,401254","17,08984"
08/03/2012 19.00,"27,958486","56,618123","0,458983","70,517661",
08/03/2012 20.00,"31,972941","58,462419","0,574091","66,462707","16,11327"
08/03/2012 21.00,"21,726265","41,156888","0,388716","80,037183",
08/03/2012 22.00,"21,2801","36,162228","0,378795","78,236399","12,20703"
08/03/2012 23.00,"17,390814","27,192367","0,29107","76,016765",
09/03/2012 0.00,"14,571243","23,725549","0,334124","75,02874","11,23046"
09/03/2012 1.00,"9,30318","16,127879","0,246866","83,996027",
09/03/2012 2.00,"2,600842","5,925877","0,230215","87,117103","13,18359"
09/03/2012 3.00,"1,643209","4,774164","0,22123","82,687942",
09/03/2012 4.00,"1,994705","5,359099","0,232898","77,386433","13,67187"
09/03/2012 5.00,"14,651772","39,63811","0,203383","65,059181",
09/03/2012 6.00,"41,364263","92,664946","0,241883","36,289489","7,324219"
09/03/2012 7.00,"41,767984","97,411869","0,758952","20,808669",
09/03/2012 8.00,"46,136101","128,383607","0,664541","17,678142","17,08984"
09/03/2012 9.00,"54,035489","172,94246","0,842633","14,782419",
09/03/2012 10.00,"43,513505","105,743617","0,683875","28,367025","14,16015"
09/03/2012 11.00,"37,508696","86,845412","0,599088","41,636987",
09/03/2012 12.00,"44,988022","96,396309","0,594532","42,660861","19,53125"
09/03/2012 13.00,"42,31864","99,270428","0,606541","51,438023",
09/03/2012 14.00,"54,671","136,977381","0,639586","53,073664","30,7617"
09/03/2012 15.00,"35,06566","77,470876","0,474527","63,590686",
09/03/2012 16.00,"45,62246","99,95783","0,665862","52,659502","29,785151"
09/03/2012 17.00,"54,850557","116,099965","0,61774","44,009581",
09/03/2012 18.00,"56,31748","123,405832","0,716879","40,59819","28,80859"
09/03/2012 19.00,"55,854969","118,753574","0,889008","36,803121",
09/03/2012 20.00,"65,062394","137,253623","0,807925","26,171049","37,109371"
09/03/2012 21.00,"54,364125","122,388973","0,799919","28,012433",
09/03/2012 22.00,"31,898946","62,894189","0,541981","45,225672","36,62109"
09/03/2012 23.00,"21,314918","34,256978","0,404942","55,423933",
10/03/2012 0.00,"15,859688","26,497184","0,398385","59,868014","33,203121"
10/03/2012 1.00,"10,227073","17,646637","0,366572","64,703893",
10/03/2012 2.00,"6,189786","11,758371","0,252913","66,356475","32,71484"
10/03/2012 3.00,"3,444212","6,599008",,"71,405519",
10/03/2012 4.00,"2,617167","6,069841","0,35218",,"31,25"
10/03/2012 5.00,"2,57146","6,148957","0,32672","71,574712",
10/03/2012 6.00,"6,197406","13,348463","0,435613","86,070205","16,601561"
10/03/2012 7.00,"21,230045","43,024532","0,636992","78,387319",
10/03/2012 8.00,"30,742169","69,759071","0,623858","67,522475","12,69531"
10/03/2012 9.00,"38,019069","91,194157","0,754173","56,347",
10/03/2012 10.00,"31,733522","75,302342","0,691693","59,6183","22,46093"
10/03/2012 11.00,"31,325443","72,359487","0,695604","68,369724",
10/03/2012 12.00,"30,349308","73,367243","0,677794","69,350306","18,55468"
10/03/2012 13.00,"34,5259","83,182763","0,677157","66,656938",
10/03/2012 14.00,"37,081041","94,602605","0,686805","59,062035","20,99609"
10/03/2012 15.00,"16,126304","35,774436","0,552963","76,623102",
10/03/2012 16.00,"17,855485","39,990914","0,617058","78,863071","21,972651"
10/03/2012 17.00,"24,785256","54,466416","0,612212","72,31235",
10/03/2012 18.00,"25,789668","57,358678","0,641497","71,976012","20,507811"
10/03/2012 19.00,"31,699792","67,860302","0,655608","68,748041",
10/03/2012 20.00,"27,421998","59,576503","0,649148","74,452167","22,46093"
10/03/2012 21.00,"34,370282","73,691499","0,627386","67,786393",
10/03/2012 22.00,"30,507106","61,663355","0,609237","72,281224","21,48436"
10/03/2012 23.00,"18,616145","37,203713","0,494522","83,558882",
11/03/2012 0.00,"14,746441","28,149534","0,50706","80,349846","19,53125"
11/03/2012 1.00,"18,31689","34,9353","0,570135","73,656995",
11/03/2012 2.00,"12,160841","24,087413","0,481643","77,578646","20,507811"
11/03/2012 3.00,"6,298608","13,707724","0,461582","80,189443",
11/03/2012 4.00,"3,792442","9,15275","0,479731","87,186806","24,90234"
11/03/2012 5.00,"2,457197","5,977755","0,446832","88,564632",
11/03/2012 6.00,"2,167732","5,182711","0,449171","89,561455","24,414061"
11/03/2012 7.00,"4,044908","8,879089","0,471358","87,944071",
11/03/2012 8.00,"6,579368","13,644173","0,471613","87,923759","29,785151"
11/03/2012 9.00,"9,873407","20,47274","0,557001","84,282966",
11/03/2012 10.00,"14,312247","27,842143","0,551007","82,174968","31,73827"
11/03/2012 11.00,"12,611362","27,523087","0,557256","95,023983",
11/03/2012 12.00,"15,323205","33,533268","0,574596","96,945886","31,25"
11/03/2012 13.00,"16,901122","35,640845","0,55156","99,226471",
11/03/2012 14.00,"12,158666","26,091228","0,520958","102,336041","26,36718"
11/03/2012 15.00,"4,185287","9,771408","0,469105","104,620613",
11/03/2012 16.00,"5,323566","11,884179","0,478711","108,749327","20,507811"
11/03/2012 17.00,"6,531487","14,708989","0,487339","109,334659",
11/03/2012 18.00,"10,351128","20,60243","0,519726","107,946757","22,46093"
11/03/2012 19.00,"12,124924","22,742436","0,51454","112,528117",
11/03/2012 20.00,"12,362164","22,409118","0,530989","110,423529","24,90234"
11/03/2012 21.00,"12,08031","22,859164","0,471825","101,826377",
11/03/2012 22.00,"11,271762","21,091386","0,445049","93,793691","28,80859"
11/03/2012 23.00,"10,760301","20,590767","0,460094","80,446619",
12/03/2012 0.00,"6,391106","14,688238","0,419419","84,195006","22,9492"
12/03/2012 1.00,"4,165699","10,297978","0,441478","87,604362",
12/03/2012 2.00,"2,059998","6,516","0,411386","88,438772","19,53125"
12/03/2012 3.00,"0,68449","4,021919",,"92,516032",
12/03/2012 4.00,"0,078352","2,072566","0,274788",,"15,13671"
12/03/2012 5.00,"0,052234","1,950649","0,282046","104,288309",
12/03/2012 6.00,"1,415773","6,281249","0,335202","97,294393","13,67187"
12/03/2012 7.00,"8,245433","22,554372","0,4524","88,950369",
12/03/2012 8.00,"21,92106","59,703632","0,506538","78,805552","13,18359"
12/03/2012 9.00,"36,497745","99,020108","0,592911","68,446878",
12/03/2012 10.00,"29,137024","74,467082","0,538047","70,885126","13,18359"
12/03/2012 11.00,"22,838419","60,983735","0,544024","75,487551",
12/03/2012 12.00,"24,929974","64,562083","0,524983","77,16584","16,11327"
12/03/2012 13.00,"25,318493","69,703296","0,548636","78,106483",
12/03/2012 14.00,"26,716834","68,746129","0,57451","78,282441","20,01952"
12/03/2012 15.00,"17,407139","44,547172","0,439208","86,046521",
12/03/2012 16.00,"26,991072","63,805945","0,537792","80,877683","23,92577"
12/03/2012 17.00,"26,319635","62,08744","0,5243","80,59142",
12/03/2012 18.00,"29,991286","68,399832","0,596327","76,35579","19,53125"
12/03/2012 19.00,"33,382179","73,828971","0,621175","71,374401",
12/03/2012 20.00,"30,636607","67,966629","0,582963","73,288183","17,57811"
12/03/2012 21.00,"27,691878","60,023968","0,566825","72,687927",
12/03/2012 22.00,"20,683747","42,234682","0,491424","80,376893","21,48436"
12/03/2012 23.00,"8,535986","19,238008","0,630312","91,452893",
13/03/2012 0.00,"5,978673","13,711615","0,392585","92,817173","22,9492"
13/03/2012 1.00,"2,133996","6,803928","0,361373","96,977028",
13/03/2012 2.00,"0,645313","4,177556","0,357318","97,317414","12,69531"
13/03/2012 3.00,"0,227438","3,097176","0,385496","98,835316",
13/03/2012 4.00,"0,242673","2,508349","0,379605","99,581066","14,64843"
13/03/2012 5.00,"0,157792","2,663986","0,381484","98,272281",
13/03/2012 6.00,"3,33539","9,246132","0,407059","92,189846","12,20703"
13/03/2012 7.00,"17,953419","41,343633","0,603243","77,580663",
13/03/2012 8.00,"27,52429","68,699442","0,605805","70,933862","13,18359"
13/03/2012 9.00,"41,14989","105,217033","0,690854","59,432886",
13/03/2012 10.00,"27,468805","67,303873","0,613234","73,357886","14,16015"
13/03/2012 11.00,"26,601484","68,359621","0,593253","75,597855",
13/03/2012 12.00,"25,782057","65,626912","0,551283","79,235253","20,99609"
13/03/2012 13.00,"29,635445","71,788813","0,529936","83,137278",
13/03/2012 14.00,"31,770519","78,088222","0,577754","83,653623","17,57811"
13/03/2012 15.00,"16,561597","38,61871","0,452443","96,686016",
13/03/2012 16.00,"20,923168","47,247468","0,488393","94,737044","14,16015"
13/03/2012 17.00,"25,377249","56,874923","0,511278","89,597307",
13/03/2012 18.00,"26,403438","56,284805","0,529082","86,146673","14,16015"
13/03/2012 19.00,"42,601577","90,989248","0,615028","58,72029",
13/03/2012 20.00,"37,053832","82,549816","0,594661","51,428548","10,2539"
13/03/2012 21.00,"33,117731","70,971736","0,53049","48,979463",
13/03/2012 22.00,"22,342198","43,960952","0,41359","51,923227","17,57811"
13/03/2012 23.00,"14,943409","27,501042","0,3092","51,013029",
14/03/2012 0.00,"15,940219","29,286983","0,403599","52,471371","17,08984"
14/03/2012 1.00,"5,581472","11,688334","0,301259","77,676759",
14/03/2012 2.00,"6,117964","11,828408","0,290671","81,558471","11,71875"
14/03/2012 3.00,"2,655254","6,512109",,"93,204264",
14/03/2012 4.00,"2,204731","5,827307","0,238236",,"9,765625"
14/03/2012 5.00,"1,326538","4,338379","0,214541","84,343194",
14/03/2012 6.00,"7,306299","14,050125","0,239435","72,359709","17,08984"
14/03/2012 7.00,"20,276758","41,269696","0,328131","41,160562",
14/03/2012 8.00,"25,126949","63,424652","0,399388","32,382742","13,67187"
14/03/2012 9.00,"30,746509","88,047713","0,497339","34,710008",
14/03/2012 10.00,"18,507327","46,810404","0,362581","51,278983","14,16015"
14/03/2012 11.00,"24,996359","62,160078","0,38799","50,463544",
14/03/2012 12.00,"24,232439","64,813701","0,339658","59,962077","19,53125"
14/03/2012 13.00,"27,256591","68,812268","0,368366","62,940354",
14/03/2012 14.00,"28,379643","72,804352","0,426126","66,424823","19,53125"
14/03/2012 15.00,"14,737734","35,40869","0,297794","77,027111",
14/03/2012 16.00,"17,783662","42,535555","0,331431","73,010041","11,71875"
14/03/2012 17.00,"18,964377","45,252717","0,337301","72,991107",
14/03/2012 18.00,"23,028872","51,081336","0,384648","68,775773","9,277344"
14/03/2012 19.00,"37,293233","81,979142","0,505823","48,196487",
14/03/2012 20.00,"41,02039","90,342056","0,501281","41,532768","13,18359"
14/03/2012 21.00,"38,399957","74,116882","0,501838","40,001328",
14/03/2012 22.00,"24,088789","41,145208","0,324362","55,002351","15,13671"
14/03/2012 23.00,"13,361137","22,013544","0,251048","59,795598",
15/03/2012 0.00,"15,466842","24,703461","0,267845","42,814494","23,92577"
15/03/2012 1.00,"11,840895","19,624519","0,260046","47,115756",
15/03/2012 2.00,"3,174333","6,860996","0,172036","68,367015","26,36718"
15/03/2012 3.00,"1,09366","3,984306","0,144741","69,361821",
15/03/2012 4.00,"0,671431","3,433091","0,177863","69,878166","18,066401"
15/03/2012 5.00,"0,390671","2,686035","0,169422","75,829292",
15/03/2012 6.00,"4,463872","10,09176","0,199802","72,29407","16,11327"
15/03/2012 7.00,"21,376944","46,453702","0,387948","56,605511",
15/03/2012 8.00,"35,043899","82,680825","0,51812","50,073744","11,23046"
15/03/2012 9.00,"40,837567","100,204248","0,594004","52,279873",
15/03/2012 10.00,"39,27705","100,214612","0,456119","64,327639","15,13671"
15/03/2012 11.00,"35,965619","91,035942","0,454619","68,233705",
15/03/2012 12.00,"37,042953","89,825837","0,424368","72,204755","21,972651"
15/03/2012 13.00,"36,357367","88,168321","0,413613","75,496348",
15/03/2012 14.00,"38,33466","92,720699","0,427968","75,263549","22,46093"
15/03/2012 15.00,"32,10135","72,682459","0,311507","85,999147",
15/03/2012 16.00,"33,827255","74,413911","0,415628","86,079002","15,13671"
15/03/2012 17.00,"33,528009","69,306424","0,418756","86,882949",
15/03/2012 18.00,"35,319207","71,934104","0,365624","81,278297","22,9492"
15/03/2012 19.00,"51,633768","106,921258","0,631368","49,81591",
15/03/2012 20.00,"54,341256","115,39702","0,686043","45,663517","22,46093"
15/03/2012 21.00,"54,762412","119,338492","0,696327","40,476394",
15/03/2012 22.00,"34,217935","61,879948","0,430624","57,720758","24,90234"
15/03/2012 23.00,"24,208501","38,498061","0,347714","64,240333",
16/03/2012 0.00,"15,238322","23,279384","0,277614","78,342654","32,226551"
16/03/2012 1.00,"8,487016","14,76476","0,220496","93,797755",
16/03/2012 2.00,"7,373768","12,917867","0,183176","90,483826","32,71484"
16/03/2012 3.00,"4,570517","8,658602",,"93,300367",
16/03/2012 4.00,"4,553106","8,644336","0,312495",,"24,414061"
16/03/2012 5.00,"4,394227","7,854479","0,278153","96,169017",
16/03/2012 6.00,"13,560282","24,859097","0,320673","86,525644","25,878901"
16/03/2012 7.00,"37,902625","74,897666","0,619293","58,767653",
16/03/2012 8.00,"56,35012","130,108597","0,96767","40,44663","19,53125"
16/03/2012 9.00,"61,951186","159,413724","0,853558","38,959855",
16/03/2012 10.00,"65,410625","187,379072","0,654064","48,272278","34,667961"
16/03/2012 11.00,"51,775237","138,658258","0,601352","61,044166",
16/03/2012 12.00,"45,901058","127,008803","0,514472","68,988261","36,62109"
16/03/2012 13.00,"36,671871","84,457665","0,444292","81,917816",
16/03/2012 14.00,"43,071682","100,016165","0,568553","80,686161","30,7617"
16/03/2012 15.00,"30,360189","69,670868","0,444506","91,458982",
16/03/2012 16.00,"25,839743","54,820518","0,433758","99,759041","18,55468"
16/03/2012 17.00,"18,882761","36,114257","0,448531","108,673513",
16/03/2012 18.00,"26,37948","45,72741","0,470497","98,565971","22,9492"
16/03/2012 19.00,"41,204287","70,641018","0,590263","68,350774",
16/03/2012 20.00,"47,781491","80,92343","0,630941","59,413914","20,507811"
16/03/2012 21.00,"41,627624","66,436207","0,564442","63,874231",
16/03/2012 22.00,"34,556377","57,411871","0,584953","68,289192","28,80859"
16/03/2012 23.00,"14,615856","23,450583","0,449258","76,698893",
17/03/2012 0.00,"11,009502","17,994226","0,399204","82,047747","30,7617"
17/03/2012 1.00,"9,894083","16,179759","0,383617","85,795457",
17/03/2012 2.00,"10,357659","16,059139","0,438854","81,02046","23,92577"
17/03/2012 3.00,"4,9601","8,288966","0,277083","100,544054",
17/03/2012 4.00,"4,779455","8,770143","0,263637","104,8825","21,48436"
17/03/2012 5.00,"17,179698","32,78233","0,244539","92,242639",
17/03/2012 6.00,"62,263495","131,954195","0,289072","42,41386","21,48436"
17/03/2012 7.00,"49,54766","90,549547","0,31729","45,024676",
17/03/2012 8.00,"31,513697","64,43499","0,277127","71,7493","23,4375"
17/03/2012 9.00,"25,060564","51,153952","0,298578","87,169211",
17/03/2012 10.00,"11,739697","24,172995","0,266935","99,665655","23,4375"
17/03/2012 11.00,"11,390377","23,726849","0,254818","102,852987",
17/03/2012 12.00,"12,441594","25,327307","0,262396","111,329682","23,92577"
17/03/2012 13.00,"20,454154","44,071178","0,261711","106,474191",
17/03/2012 14.00,"16,551802","34,682398","0,30727","115,015178","19,53125"
17/03/2012 15.00,"7,56856","16,18365","0,187291","123,422071",
17/03/2012 16.00,"6,650104","15,151257","0,223045","119,726492","18,55468"
17/03/2012 17.00,"9,292299","18,632335","0,224929","115,484727",
17/03/2012 18.00,"10,60577","21,248323","0,24103","108,336543","19,04295"
17/03/2012 19.00,"11,007324","21,15364","0,232636","108,029269",
17/03/2012 20.00,"11,949724","22,361127","0,243085","112,591816","18,55468"
17/03/2012 21.00,"10,845184","19,904665","0,224458","114,636793",
17/03/2012 22.00,"8,244343","15,789371","0,181553","113,864048","20,99609"
17/03/2012 23.00,"4,087349","8,597644","0,1068","117,447284",
18/03/2012 0.00,"3,110128","6,789663","0,150038","117,941986","27,83202"
18/03/2012 1.00,"3,572622","7,650854","0,123233","116,212304",
18/03/2012 2.00,"3,024159","6,526377","0,140746","125,163328","17,08984"
18/03/2012 3.00,"1,323274","4,225543",,"121,073176",
18/03/2012 4.00,"0,137115","1,785934","0,172111",,"20,507811"
18/03/2012 5.00,"0,210026","2,396809","0,158651","118,105798",
18/03/2012 6.00,"1,501742","4,413605","0,178542","117,136662","23,4375"
18/03/2012 7.00,"1,42339","5,187898","0,178286","116,060007",
18/03/2012 8.00,"0,901045","3,740474","0,206565","114,391885","20,99609"
18/03/2012 9.00,"3,805499","9,751951","0,254865","112,943656",
18/03/2012 10.00,"2,36361","6,689795","0,260955","117,443236","20,99609"
18/03/2012 11.00,"3,669472","9,282446","0,286169","118,771008",
18/03/2012 12.00,"4,641252","11,151388","0,288","123,849079","20,99609"
18/03/2012 13.00,"4,549841","10,497713","0,248775","124,281619",
18/03/2012 14.00,"4,454079","11,172139","0,236039","123,981049","18,066401"
18/03/2012 15.00,"0,7389","4,403229","0,184887","123,661675",
18/03/2012 16.00,"1,259069","4,724879","0,200731","120,815361","17,08984"
18/03/2012 17.00,"2,431079","6,256605","0,201839","116,209565",
18/03/2012 18.00,"3,049189","7,556174","0,20022","116,103956","21,972651"
18/03/2012 19.00,"4,381168","8,783112","0,214233","114,958922",
18/03/2012 20.00,"4,911131","10,253881","0,216235","109,570191","19,04295"
18/03/2012 21.00,"4,205966","9,41863","0,192597","110,96084",
18/03/2012 22.00,"4,55637","9,649491","0,212912","109,250109","21,48436"
18/03/2012 23.00,"2,98172","6,951783","0,176411","110,841822",
19/03/2012 0.00,"2,137262","5,654809","0,180841","108,082077","20,99609"
19/03/2012 1.00,"2,201465","5,557536","0,163123","107,918987",
19/03/2012 2.00,"0,645313","3,147758","0,126623","109,948477","21,972651"
19/03/2012 3.00,"0,07291","2,019389","0,129946","108,039444",
19/03/2012 4.00,"2,416932","6,017962","0,138719","106,114831","18,55468"
19/03/2012 5.00,"0,374347","2,560227","0,148175","110,127152",
19/03/2012 6.00,"10,606858","22,592","0,184504","97,378327","9,765625"
19/03/2012 7.00,"40,046437","89,80769","0,24362","64,920453",
19/03/2012 8.00,"22,372675","44,693724","0,246261","83,63806","12,69531"
19/03/2012 9.00,"39,222654","88,499061","0,35555","63,037792",
19/03/2012 10.00,"24,71235","55,750439","0,290811","81,708699","19,53125"
19/03/2012 11.00,"13,674553","29,923794","0,253075","98,951723",
19/03/2012 12.00,"23,291123","49,772686","0,265895","91,221456","22,9492"
19/03/2012 13.00,"30,344969","64,051064","0,288383","90,653003",
19/03/2012 14.00,"22,95159","51,971066","0,27863","96,734761","21,48436"
19/03/2012 15.00,"18,886025","40,306067","0,18953","99,077583",
19/03/2012 16.00,"19,086257","38,792511","0,230247","95,306174","26,36718"
19/03/2012 17.00,"16,075158","30,974342","0,227139","97,56376",
19/03/2012 18.00,"19,327833","35,815926","0,2745","91,971278","25,39061"
19/03/2012 19.00,"23,210608","43,803995","0,323904","78,751404",
19/03/2012 20.00,"16,952266","32,378956","0,283316","83,766621","22,9492"
19/03/2012 21.00,"28,591837","52,683095","0,350992","65,892237",
19/03/2012 22.00,"27,228314","45,861001","0,443117","60,330896","28,80859"
19/03/2012 23.00,"20,484613","31,437332","0,480426","46,755058",
20/03/2012 0.00,"23,96038","37,811997","0,580345","23,899283","27,34375"
20/03/2012 1.00,"15,153437","23,634767","0,455511","51,706671",
20/03/2012 2.00,"9,662292","15,360071","0,653473","52,013242","36,62109"
20/03/2012 3.00,"7,381387","11,565124",,"39,969524",
20/03/2012 4.00,"7,681735","13,147432","0,422906",,"35,644531"
20/03/2012 5.00,"4,171143","9,378423","0,325684","73,29157",
20/03/2012 6.00,"23,580599","53,465158","0,286402","57,099512","31,73827"
20/03/2012 7.00,"43,385096","94,755642","0,316099","41,53953",
20/03/2012 8.00,"60,120792","161,741815","0,704901","20,205699","25,39061"
20/03/2012 9.00,"74,732317","290,895696","1,383057","5,149219",
20/03/2012 10.00,"50,978681","107,848615","0,677642","44,215326","23,92577"
20/03/2012 11.00,"36,064642","71,923703","0,646405","66,138561",
20/03/2012 12.00,"43,349167","97,020175","0,796046","67,559697","24,414061"
20/03/2012 13.00,"44,418894","92,383497","0,734469","78,320325",
20/03/2012 14.00,"50,913384","112,826391","0,700621","76,267814","27,83202"
20/03/2012 15.00,"44,564702","85,348678","0,606181","94,934669",
20/03/2012 16.00,"47,2537","89,89199","0,654364","86,260371","37,109371"
20/03/2012 17.00,"52,171365","92,121514","0,580677","75,391448",
20/03/2012 18.00,"53,903809","90,316112","0,6494","75,038892","41,015621"
20/03/2012 19.00,"91,900048","211,25878","1,05994","15,22027",
20/03/2012 20.00,"83,648086","221,818761","1,567915","7,222032","45,410141"
20/03/2012 21.00,"58,896559","120,403343","0,957241","24,207191",
20/03/2012 22.00,"37,300862","64,447937","0,458209","37,680842","75,683594"
20/03/2012 23.00,"16,935941","25,368818","0,26967","67,259234",
21/03/2012 0.00,"10,717865","16,754319","0,237962","70,957545","81,05468"
21/03/2012 1.00,"6,810072","11,593657","0,178098","73,841073",
21/03/2012 2.00,"5,329006","9,479587","0,172321","72,080227","67,382813"
21/03/2012 3.00,"2,823928","5,867513","0,137831","84,544191",
21/03/2012 4.00,"1,994705","4,820856","0,130299","86,609571","47,363281"
21/03/2012 5.00,"1,488683","4,155506","0,134621","85,513258",
21/03/2012 6.00,"4,602077","9,326545","0,140783","79,371273","32,226551"
21/03/2012 7.00,"18,375652","36,543557","0,244552","66,300973",
21/03/2012 8.00,"26,778859","57,773697","0,34678","57,566462","25,878901"
21/03/2012 9.00,"40,817987","93,702512","0,494795","45,654038",
21/03/2012 10.00,"37,169185","74,421693","0,425859","60,900008","19,04295"
21/03/2012 11.00,"32,719462","65,283211","0,418028","78,252654",
21/03/2012 12.00,"32,359241","65,887596","0,382168","90,791731","31,73827"
21/03/2012 13.00,"39,148637","83,625009","0,410411","86,1927",
21/03/2012 14.00,"38,780827","84,364284","0,377291","84,885255","24,90234"
21/03/2012 15.00,"27,237013","56,171938","0,266804","90,62932",
21/03/2012 16.00,"33,998114","68,44002","0,384607","80,931145","33,203121"
21/03/2012 17.00,"39,755871","77,79123","0,394578","68,972697",
21/03/2012 18.00,"44,044545","82,91558","0,451191","54,155071","34,17968"
21/03/2012 19.00,"61,687832","133,622104","0,655562","27,092758",
21/03/2012 20.00,"57,196751","120,997342","0,775249","31,894144","35,15625"
21/03/2012 21.00,"59,64742","112,190898","0,666859","30,378942",
21/03/2012 22.00,"31,686733","49,982795","0,381056","65,549819","49,316391"
21/03/2012 23.00,"19,163517","29,729247","0,279214","70,106217",
22/03/2012 0.00,"13,102144","19,570046","0,223542","82,165493","50,292961"
22/03/2012 1.00,"17,251521","26,429746","0,257347","78,125418",
22/03/2012 2.00,"11,545994","17,536393","0,265777","74,793231","47,363281"
22/03/2012 3.00,"7,23883","12,242143",,"79,516112",
22/03/2012 4.00,"6,545634","11,093024","0,297321",,"41,99218"
22/03/2012 5.00,"11,813695","24,271577","0,296852","63,057423",
22/03/2012 6.00,"24,001737","48,77529","0,406444","71,270177","26,85545"
22/03/2012 7.00,"63,510594","157,994852","0,695698","34,715416",
22/03/2012 8.00,"65,819794","138,266543","0,876857","30,778222","24,90234"
22/03/2012 9.00,"60,223086","127,386252","0,745757","48,859007",
22/03/2012 10.00,"45,543017","89,937401","0,578725","75,474697","32,71484"
22/03/2012 11.00,"43,742009","85,886924","0,639068","86,202852",
22/03/2012 12.00,"34,962275","67,639791","0,519236","100,30585","26,85545"
22/03/2012 13.00,"39,660119","85,551006","0,561655","93,342323",
22/03/2012 14.00,"43,438402","95,00726","0,602751","88,039489","20,99609"
22/03/2012 15.00,"29,854177","60,514225","0,480229","99,593928",
22/03/2012 16.00,,,,"87,923105","19,53125"
22/03/2012 17.00,,,,"75,953143",
22/03/2012 18.00,"58,447526","95,212206","0,661242","64,953611","17,08984"
22/03/2012 19.00,"108,387357","238,499047","1,086896","18,290575",
22/03/2012 20.00,"81,916657","152,395784","1,102328","6,132502","16,601561"
22/03/2012 21.00,"83,667283","194,827633","1,120048","3,830276",
22/03/2012 22.00,"71,605486","132,199292","0,993685","5,653379","32,226551"
22/03/2012 23.00,"55,614572","77,998758","0,732314","8,398184",
23/03/2012 0.00,"39,062331","48,295438","0,546007","20,814753","54,199211"
23/03/2012 1.00,"32,012043","38,1492","0,467685","25,945713",
23/03/2012 2.00,"23,894493","26,371373","0,401382","33,441806","45,410141"
23/03/2012 3.00,"17,299796","19,266554","0,383004","35,461166",
23/03/2012 4.00,"17,415584","19,92411","0,330738","32,168896","37,597641"
23/03/2012 5.00,"23,708244","40,359242","0,289017","30,286235",
23/03/2012 6.00,"86,486394","429,943015","0,406152","7,364146","28,80859"
23/03/2012 7.00,"154,421945","966,249838","0,656435","2,480882",
23/03/2012 8.00,"121,150167","483,034856","0,963209","4,730323","20,507811"
23/03/2012 9.00,"94,968902","277,657395","1,158239","8,513228",
23/03/2012 10.00,"44,959817","80,520073","0,611999","64,433217","36,62109"
23/03/2012 11.00,"27,588305","42,959676","0,461714","98,448902",
23/03/2012 12.00,"21,546079","35,024801","0,429338","104,535347","39,550781"
23/03/2012 13.00,"34,142737","55,635012","0,522511","91,136867",
23/03/2012 14.00,"39,574556","69,08075","0,522743","88,547022","27,83202"
23/03/2012 15.00,"31,754035","51,746693","0,427399","92,530933",
23/03/2012 16.00,"22,623375","32,570919","0,394985","101,714795","20,99609"
23/03/2012 17.00,"25,43872","37,419005","0,4198","98,228971",
23/03/2012 18.00,"40,011274","56,869723","0,560159","70,050715","21,972651"
23/03/2012 19.00,"66,07298","119,320367","0,736075","36,759133",
23/03/2012 20.00,"67,350392","118,285362","0,977012","34,699852","20,01952"
23/03/2012 21.00,"66,407754","105,849981","0,748986","35,554552",
23/03/2012 22.00,"71,523694","114,052039","0,809705","18,235766","23,4375"
23/03/2012 23.00,"55,940531","75,962495","0,598234","28,835331",
24/03/2012 0.00,"37,982528","46,851876","0,511072","37,322841","37,109371"
24/03/2012 1.00,"29,345203","34,757618","0,419916","36,295573",
24/03/2012 2.00,,,"0,336476","43,042545","31,25"
24/03/2012 3.00,"24,331442","28,877126",,"39,415276",
24/03/2012 4.00,"16,163786","19,907247","0,252545",,"27,34375"
24/03/2012 5.00,"28,306682","54,705091","0,264206","27,75053",
24/03/2012 6.00,"70,938258","299,301424","0,292744","4,654528","23,4375"
24/03/2012 7.00,"122,607594","627,53445","0,499144","2,928199",
