"NetC","Provincia di TARANTO","","","","",""
"Stat","MARTINA FRANCA","","","","",""
,NO2,NOX,CO,O3,PM10
15/07/2012 3.00,,,"0,760607","87,576614",
15/07/2012 4.00,,,"0,374511","123,479704","44,433594"
15/07/2012 5.00,,,"0,66812","65,095064",
15/07/2012 6.00,,,"0,702644","50,661827","30,761719"
15/07/2012 7.00,,,"0,559024","71,084105",
15/07/2012 8.00,,,"1,411657","69,172347","31,25"
15/07/2012 9.00,,,"1,260901","94,322228",
15/07/2012 10.00,,,"0,375048","120,93791","39,0625"
15/07/2012 11.00,,,"0,484068","115,237841",
15/07/2012 12.00,,,"0,270823","127,958964","33,691406"
15/07/2012 13.00,,,"0,256706","129,680556",
15/07/2012 14.00,,,"0,291308","133,621134","25,390625"
15/07/2012 15.00,,,"0,29921","133,747009",
15/07/2012 16.00,,,"0,23557","122,735978","25,878906"
15/07/2012 17.00,,,"0,226364","119,766499",
15/07/2012 18.00,,,"0,214817","116,39843","29,296875"
15/07/2012 19.00,,,"0,237297","110,022305",
15/07/2012 20.00,,,"0,236452","100,323446","25,390625"
15/07/2012 21.00,,,"0,357287","92,344161",
15/07/2012 22.00,,,"0,322149","93,663775","30,761719"
15/07/2012 23.00,,,"0,318467","96,587919",
16/07/2012 0.00,,,"0,246579","98,247928","25,390625"
16/07/2012 1.00,,,"0,215738","102,470028",
16/07/2012 2.00,,,"0,235609","105,934193","25,878906"
16/07/2012 3.00,,,,"104,622021",
16/07/2012 4.00,,,"0,159835",,"23,4375"
16/07/2012 5.00,,,"0,183031","97,270055",
16/07/2012 6.00,,,"0,243554","88,507121","15,136719"
16/07/2012 7.00,,,"0,252579","74,515112",
16/07/2012 8.00,,,"0,230958","87,853394","18,066406"
16/07/2012 9.00,,,"0,255882","96,053302",
16/07/2012 10.00,,,"0,260106","98,230333","20,507813"
16/07/2012 11.00,,,"0,269131","99,752968",
16/07/2012 12.00,,,"0,301621","95,175588","29,785156"
16/07/2012 13.00,,,"0,299393","92,771853",
16/07/2012 14.00,,,"0,219207","105,629673","28,808594"
16/07/2012 15.00,,,"0,169743","102,807036",
16/07/2012 16.00,,,"0,187524","99,57838","27,34375"
16/07/2012 17.00,,,"0,232878","99,610176",
16/07/2012 18.00,,,"0,284108","99,412574","32,714844"
16/07/2012 19.00,,,"0,252771","93,277369",
16/07/2012 20.00,,,"0,256765","85,199272","30,273438"
16/07/2012 21.00,,,"0,196626","86,35512",
16/07/2012 22.00,,,"0,140288","94,792561","33,691406"
16/07/2012 23.00,,,"0,144512","90,118401",
17/07/2012 0.00,,,"0,138445","89,328662","27,832031"
17/07/2012 1.00,,,"0,14356","89,433556",
17/07/2012 2.00,,,"0,149159","85,422589","24,414063"
17/07/2012 3.00,,,"0,120395","80,354587",
17/07/2012 4.00,,,"0,125848","77,225398","21,972656"
17/07/2012 5.00,,,"0,138445","67,358716",
17/07/2012 6.00,,,"0,256842","69,631843","17,578125"
17/07/2012 7.00,,,"0,262334","72,358377",
17/07/2012 8.00,,,"0,267096","80,360675","13,183594"
17/07/2012 9.00,,,"0,31245","81,025894",
17/07/2012 10.00,,,"0,264868","87,559019","16,601563"
17/07/2012 11.00,,,"0,43415","93,110208",
17/07/2012 12.00,,,"0,557733","102,056544","22,949219"
17/07/2012 13.00,,,"0,606505","86,35512",
17/07/2012 14.00,,,"0,702936","107,226068","46,875"
17/07/2012 15.00,,,"1,008666","102,013241",
17/07/2012 16.00,,,"0,362912","88,957819","90,332031"
17/07/2012 17.00,,,"0,316866","101,075969",
17/07/2012 18.00,,,"0,315292","94,246437","104,492188"
17/07/2012 19.00,,,"0,321897","87,133359",
17/07/2012 20.00,,,"0,266789","83,617763","63,476563"
17/07/2012 21.00,,,"0,192171","85,299431",
17/07/2012 22.00,,,"0,152192","89,484986","41,992188"
17/07/2012 23.00,,,"0,141018","88,683741",
18/07/2012 0.00,,,"0,127154","86,908687","28,808594"
18/07/2012 1.00,,,"0,155149","84,837903",
18/07/2012 2.00,,,"0,13879","86,340242","27,832031"
18/07/2012 3.00,,,,"85,163412",
18/07/2012 4.00,,,"0,140482",,"14,648438"
18/07/2012 5.00,,,"0,133351","73,433023",
18/07/2012 6.00,,,"0,285259","58,54096","14,160156"
18/07/2012 7.00,,,"0,304353","57,724826",
18/07/2012 8.00,,,"0,342426","67,292392","24,414063"
18/07/2012 9.00,,,"0,383144","73,368054",
18/07/2012 10.00,,,"0,422137","79,41867","28,808594"
18/07/2012 11.00,,,"0,331997","87,502855",
18/07/2012 12.00,,,"0,392615","79,085726","35,644531"
18/07/2012 13.00,,,"0,410558","84,901518",
18/07/2012 14.00,,,"0,281195","99,427467","23,4375"
18/07/2012 15.00,,,"0,278665","96,395721",
18/07/2012 16.00,,,"0,31758","95,054455","23,925781"
18/07/2012 17.00,,,"0,326668","96,661679",
18/07/2012 18.00,,,"0,33031","96,86199","24,414063"
18/07/2012 19.00,,,"0,335026","87,421645",
18/07/2012 20.00,,,"0,350938","77,950175","20,019531"
18/07/2012 21.00,,,"0,296071","79,420702",
18/07/2012 22.00,,,"0,178593","86,110151","28,320313"
18/07/2012 23.00,,,"0,170043","84,709327",
19/07/2012 0.00,,,"0,14608","95,277095","20,996094"
19/07/2012 1.00,,,"0,157008","96,28136",
19/07/2012 2.00,,,"0,142668","95,241905","28,808594"
19/07/2012 3.00,,,"0,150681","95,029409",
19/07/2012 4.00,,,"0,182734","91,188983","24,414063"
19/07/2012 5.00,,,"0,235453","85,256121",
19/07/2012 6.00,,,"0,361443","71,772329","17,089844"
19/07/2012 7.00,,,"0,380767","69,943135",
19/07/2012 8.00,,,"0,332342","74,077259","13,183594"
19/07/2012 9.00,,,"0,348062","78,250638",
19/07/2012 10.00,,,"0,330732","82,472068","21,484375"
19/07/2012 11.00,,,"0,322833","93,892511",
19/07/2012 12.00,,,"0,372179","86,704319","26,855469"
19/07/2012 13.00,,,"0,37678","89,895083",
19/07/2012 14.00,,,"0,266203","98,192441","21,484375"
19/07/2012 15.00,,,"0,316776","92,609434",
19/07/2012 16.00,,,"0,294116","91,850152","18,066406"
19/07/2012 17.00,,,"0,402008","81,539537",
19/07/2012 18.00,,,"0,420221","79,527619","20,019531"
19/07/2012 19.00,,,"0,44265","74,222084",
19/07/2012 20.00,,,"0,431493","76,458666","23,4375"
19/07/2012 21.00,,,"0,425435","96,389633",
19/07/2012 22.00,,,"0,312596","114,274861","23,925781"
19/07/2012 23.00,,,"0,286754","116,447829",
20/07/2012 0.00,,,"0,24941","110,658429","36,621094"
20/07/2012 1.00,,,"0,494104","83,633327",
20/07/2012 2.00,,,"0,835303","57,002762","36,621094"
20/07/2012 3.00,,,,"55,019946",
20/07/2012 4.00,,,"0,595083",,"45,410156"
20/07/2012 5.00,,,"0,376468","16,20694",
20/07/2012 6.00,,,"0,46445","14,981385","49,316406"
20/07/2012 7.00,,,"0,418277","48,768341",
20/07/2012 8.00,,,"0,431409","71,203206","43,945313"
20/07/2012 9.00,,,"0,455338","99,775305",
20/07/2012 10.00,,,"0,427733","103,116304","38,574219"
20/07/2012 11.00,,,"0,462115","101,119287",
20/07/2012 12.00,,,"0,439526","101,141608","31,25"
20/07/2012 13.00,,,"0,398253","130,493308",
20/07/2012 14.00,,,"0,309697","129,471439","22,460938"
20/07/2012 15.00,,,"0,425245","117,644285",
20/07/2012 16.00,,,"0,403651","119,734696","28,808594"
20/07/2012 17.00,,,"0,422144","116,120965",
20/07/2012 18.00,,,"0,388375","115,212125","32,226563"
20/07/2012 19.00,,,"0,492552","113,168412",
20/07/2012 20.00,,,"0,516826","100,110958","34,179688"
20/07/2012 21.00,,,"0,385159","119,957328",
20/07/2012 22.00,,,"0,324591","134,075897","35,15625"
20/07/2012 23.00,,,"0,324016","131,847427",
21/07/2012 0.00,,,"0,316704","136,875506","34,667969"
21/07/2012 1.00,,,"0,335999","104,379069",
21/07/2012 2.00,,,"0,346873","90,228705","32,226563"
21/07/2012 3.00,,,"0,316398","89,209553",
21/07/2012 4.00,,,"0,29109","67,857458","30,273438"
21/07/2012 5.00,,,"0,320877","39,86532",
21/07/2012 6.00,,,"0,366437","7,145563","28,808594"
21/07/2012 7.00,,,"0,511964","18,111249",
21/07/2012 8.00,,,"0,444733","62,54042","32,714844"
21/07/2012 9.00,,,"0,472912","86,344975",
21/07/2012 10.00,,,"0,444235","81,334492","38,574219"
21/07/2012 11.00,,,"0,407825","104,004847",
21/07/2012 12.00,,,"0,350893","95,67704","36,132813"
21/07/2012 13.00,,,"0,330448","98,793368",
21/07/2012 14.00,,,"0,327654","106,123675","35,644531"
21/07/2012 15.00,,,"0,549483","111,515838",
21/07/2012 16.00,,,"0,528503","102,218963","32,226563"
21/07/2012 17.00,,,"0,620888","108,316269",
21/07/2012 18.00,,,"0,622725","91,686378","41,015625"
21/07/2012 19.00,,,"0,60385","99,758379",
21/07/2012 20.00,,,"0,421263","97,114409","42,96875"
21/07/2012 21.00,,,"0,352004","97,571196",
21/07/2012 22.00,,,"0,29488","113,538578","48,339844"
21/07/2012 23.00,,,"0,710286","77,301189",
22/07/2012 0.00,,,"0,734904","63,530469","48,828125"
22/07/2012 1.00,,,"0,484436","86,874851",
22/07/2012 2.00,,,"0,421684","80,422935","50,78125"
22/07/2012 3.00,,,,"97,362764",
22/07/2012 4.00,,,"0,235395",,"41,015625"
22/07/2012 5.00,,,"0,157954","101,36899",
22/07/2012 6.00,,,"0,119982","99,533707","40,039063"
22/07/2012 7.00,,,"0,125664","89,881552",
22/07/2012 8.00,,,"0,159873","98,505081","41,015625"
22/07/2012 9.00,,,"0,233783","104,230196",
22/07/2012 10.00,,,"0,243958","104,005524","41,015625"
22/07/2012 11.00,,,"0,232824","108,421839",
22/07/2012 12.00,,,"0,271908","110,205699","34,179688"
22/07/2012 13.00,,,"0,251022","124,300569",
22/07/2012 14.00,,,"0,172889","122,546489","22,460938"
22/07/2012 15.00,,,"0,177535","115,474689",
22/07/2012 16.00,,,"0,194313","115,819825","28,808594"
22/07/2012 17.00,,,"0,18483","112,234526",
22/07/2012 18.00,,,"0,242498","110,188096","25,878906"
22/07/2012 19.00,,,"0,346701","103,554149",
22/07/2012 20.00,,,"0,29387","98,479366","33,203125"
22/07/2012 21.00,,,"0,15592","100,649632",
22/07/2012 22.00,,,"0,150121","81,425846","35,644531"
22/07/2012 23.00,,,"0,139102","90,630005",
23/07/2012 0.00,,,"0,126625","94,737744","34,179688"
23/07/2012 1.00,,,"0,10328","97,709255",
23/07/2012 2.00,,,"0,094565","89,999299","35,644531"
23/07/2012 3.00,,,"0,093951","80,617151",
23/07/2012 4.00,,,"0,091877","75,493654","30,273438"
23/07/2012 5.00,,,"0,090073","74,927911",
23/07/2012 6.00,,,"0,132882","67,611812","25,390625"
23/07/2012 7.00,,,"0,140954","65,251387",
23/07/2012 8.00,,,"0,183333","70,060882","22,460938"
23/07/2012 9.00,,,"0,17861","77,091403",
23/07/2012 10.00,,,"0,301818","68,655324","16,113281"
23/07/2012 11.00,,,"0,269144","69,615602",
23/07/2012 12.00,,,"0,253211","71,610595","17,089844"
23/07/2012 13.00,,,"0,272255","83,169767",
23/07/2012 14.00,,,"0,198038","92,775232","22,460938"
23/07/2012 15.00,,,"0,213089","84,270805",
23/07/2012 16.00,,,"0,229214","80,908824","34,179688"
23/07/2012 17.00,,,"0,30297","77,961004",
23/07/2012 18.00,,,"0,33668","76,917485","39,550781"
23/07/2012 19.00,,,"0,362135","74,820986",
23/07/2012 20.00,,,"0,351193","65,155292","42,96875"
23/07/2012 21.00,,,"0,259008","65,844201",
23/07/2012 22.00,,,"0,149201","84,501565","47,851563"
23/07/2012 23.00,,,"0,12482","91,842024",
24/07/2012 0.00,,,"0,108196","96,470842","32,714844"
24/07/2012 1.00,,,"0,05828","99,804399",
24/07/2012 2.00,,,"0,030132","94,052891","29,296875"
24/07/2012 3.00,,,,"91,622771",
24/07/2012 4.00,,,"0,14885",,"35,644531"
24/07/2012 5.00,,,"0,152364","65,580952",
24/07/2012 6.00,,,"0,31206","53,010745","28,808594"
24/07/2012 7.00,,,"0,335811","68,484785",
24/07/2012 8.00,,,"0,496728","47,32353","21,972656"
24/07/2012 9.00,,,"0,438953","58,862405",
24/07/2012 10.00,,,"0,415201","69,803052","20,507813"
24/07/2012 11.00,,,"0,407449","72,310326",
24/07/2012 12.00,,,"0,40386","67,770845","24,414063"
24/07/2012 13.00,,,"0,306827","81,381181",
24/07/2012 14.00,,,"0,232708","87,942054","21,484375"
24/07/2012 15.00,,,"0,244125","95,808326",
24/07/2012 16.00,,,"0,242522","96,518894","29,296875"
24/07/2012 17.00,,,"0,270207","98,911115",
24/07/2012 18.00,,,"0,36174","78,921274","17,089844"
24/07/2012 19.00,,,"0,341539","63,16436",
24/07/2012 20.00,,,"0,293118","66,248203","32,714844"
24/07/2012 21.00,,,"0,279142","72,523498",
24/07/2012 22.00,,,"0,207811","70,470987","32,226563"
24/07/2012 23.00,,,"0,210827","70,311269",
25/07/2012 0.00,,,"0,199715","61,63225","33,203125"
25/07/2012 1.00,,,"0,168287","37,133374",
25/07/2012 2.00,,,"0,130827","26,908027","24,414063"
25/07/2012 3.00,,,"0,125404","22,292746",
25/07/2012 4.00,,,"0,089662","9,131079","19,53125"
25/07/2012 5.00,,,"0,147094","5,415847",
25/07/2012 6.00,,,"0,348489","6,489814","18,554688"
25/07/2012 7.00,,,"0,534991","35,823231",
25/07/2012 8.00,,,"0,504786","63,052024","20,019531"
25/07/2012 9.00,,,"0,481683","76,121658",
25/07/2012 10.00,,,"0,382055","86,979067","22,460938"
25/07/2012 11.00,,,"0,568481","75,630351",
25/07/2012 12.00,,,"0,33268","94,799319","20,019531"
25/07/2012 13.00,,,"0,367964","77,363449",
25/07/2012 14.00,,,"0,211439","89,639285","24,414063"
25/07/2012 15.00,,,"0,236641","89,873432",
25/07/2012 16.00,,,"0,295753","78,604571","34,179688"
25/07/2012 17.00,,,"0,337262","79,315801",
25/07/2012 18.00,,,"0,395153","76,665065","32,226563"
25/07/2012 19.00,,,"0,394962","69,061358",
25/07/2012 20.00,,,"0,427496","56,445135","31,738281"
25/07/2012 21.00,,,"0,434332","43,108199",
25/07/2012 22.00,,,"0,30026","25,365088","40,527344"
25/07/2012 23.00,,,"0,213653","27,1821",
26/07/2012 0.00,,,"0,166378","47,211194","47,363281"
26/07/2012 1.00,,,"0,107418","66,956061",
26/07/2012 2.00,,,"0,102798","66,654244","41,992188"
26/07/2012 3.00,,,,"75,207392",
26/07/2012 4.00,,,"0,178777",,"29,785156"
26/07/2012 5.00,,,"0,182786","71,97264",
26/07/2012 6.00,,,"0,264193","56,212343","22,460938"
26/07/2012 7.00,,,"0,282217","60,253077",
26/07/2012 8.00,,,"0,371605","64,482623","37,109375"
26/07/2012 9.00,,,"0,273816",,
26/07/2012 10.00,"60,505491","72,413985","0,2771","88,558544","30,761719"
26/07/2012 11.00,"35,347324","46,033519","0,304478","99,089782",
26/07/2012 12.00,"30,074693","39,599227","0,335483","105,566059","87,890625"
26/07/2012 13.00,"25,607063","35,416487","0,339989","105,860434",
26/07/2012 14.00,"15,153331","20,426053","0,276795","116,495872","49,804688"
26/07/2012 15.00,"14,419803","19,188739","0,269463","118,425226",
26/07/2012 16.00,"20,278004","29,799287","0,322386","104,604426","35,15625"
26/07/2012 17.00,"21,491776","30,503545","0,322157","98,910445",
26/07/2012 18.00,"26,321783","39,425433","0,351864","87,763387","26,367188"
26/07/2012 19.00,"22,028443","30,200054","0,340562","84,320204",
26/07/2012 20.00,"26,809548","35,787419","0,381762","73,754468","23,925781"
26/07/2012 21.00,"19,214703","24,958979","0,300201","82,161445",
26/07/2012 22.00,"11,809192","15,139584","0,260109","85,36778","22,460938"
26/07/2012 23.00,"12,538958","15,327645","0,240062","75,946385",
27/07/2012 0.00,"10,688209","13,183748","0,219862","77,481874","20,019531"
27/07/2012 1.00,"5,714003","7,41221","0,208827","87,09208",
27/07/2012 2.00,"4,98549","6,563988","0,236549","98,021224","24,414063"
27/07/2012 3.00,"6,565399","9,117732","0,223108","101,810898",
27/07/2012 4.00,"4,974205","6,702764","0,204589","100,812043","13,671875"
27/07/2012 5.00,"6,432486","8,244869","0,225552","103,36128",
27/07/2012 6.00,"14,389709","19,794426","0,272785","98,775095","16,601563"
27/07/2012 7.00,"14,62795","19,886511","0,277215","100,759258",
27/07/2012 8.00,"16,561457","22,988876","0,315245","97,789779","19,53125"
27/07/2012 9.00,"20,911223","31,26876","0,32861","95,436128",
27/07/2012 10.00,"17,234798","25,897988","0,327961","104,603749","25,390625"
27/07/2012 11.00,"17,736359","26,284487","0,28676","109,589871",
27/07/2012 12.00,"17,800306","26,498488","0,329412","106,67521","28,320313"
27/07/2012 13.00,"19,924405","30,873182","0,33071","102,957948",
27/07/2012 14.00,"10,255614","15,3043","0,300812","108,730438","22,460938"
27/07/2012 15.00,"11,695087","17,000745","0,293366","114,052891",
27/07/2012 16.00,"15,144554","22,349466","0,296154","112,601313","17,578125"
27/07/2012 17.00,"14,304445","20,205567","0,292259","113,203602",
27/07/2012 18.00,"31,101635","42,639337","0,772573","101,863683","16,113281"
27/07/2012 19.00,"26,269117","36,07405","0,414486","91,325687",
27/07/2012 20.00,"37,838816","54,518329","0,449347","77,701135","57,128906"
27/07/2012 21.00,"28,554972","38,494206","0,367138","85,027385",
27/07/2012 22.00,"13,046786","16,501408","0,279697","99,636568","36,132813"
27/07/2012 23.00,"10,651845","12,978825","0,280078","98,538247",
28/07/2012 0.00,"7,746569","9,413441","0,261216","104,718117","31,25"
28/07/2012 1.00,"6,48515","8,108685","0,26996","99,861918",
28/07/2012 2.00,,,"0,251097","101,313503","24,414063"
28/07/2012 3.00,"34,511331","41,032385",,"104,231551",
28/07/2012 4.00,"13,843669","17,567521","0,147231",,"19,042969"
28/07/2012 5.00,"11,511361","15,437889","0,140819","101,71615",
28/07/2012 6.00,"11,253101","15,379525","0,169976","95,434096","19,042969"
28/07/2012 7.00,"14,826652","21,462335","0,243591","87,108321",
28/07/2012 8.00,"14,378393","21,713949","0,247216","93,610313","26,855469"
28/07/2012 9.00,"17,045189","26,220935","0,304461","94,33171",
28/07/2012 10.00,"17,143031","26,21056","0,309078","101,507048","23,4375"
28/07/2012 11.00,"16,967823","27,192369","0,30301","102,946442",
28/07/2012 12.00,"17,165785","27,523098","0,293127","106,474898","26,855469"
28/07/2012 13.00,"14,987068","24,511523","0,264199","108,791336",
28/07/2012 14.00,"9,837789","16,034498","0,220541","116,172403","22,949219"
28/07/2012 15.00,"7,662484","12,257707","0,214626","118,572752",
28/07/2012 16.00,"8,840016","13,698646","0,230349","119,039691","23,925781"
28/07/2012 17.00,"13,238407","20,305434","0,27435","114,255234",
28/07/2012 18.00,"19,06235","28,641089","0,294233","104,944821","20,507813"
28/07/2012 19.00,"25,601913","37,900193","0,323885","96,03503",
28/07/2012 20.00,"48,832841","73,574778","0,491533","55,310265","16,601563"
28/07/2012 21.00,"53,894517","79,891043","0,561638","40,56303",
28/07/2012 22.00,"40,976942","55,360065","0,436731","62,968108","23,4375"
28/07/2012 23.00,"29,350673","42,084231","0,410514","75,613433",
29/07/2012 0.00,"33,279188","42,697701","0,309727","40,261205","28,808594"
29/07/2012 1.00,"40,753952","52,576756","0,368382","37,860179",
29/07/2012 2.00,"30,362098","38,373587","0,262329","40,998162","30,761719"
29/07/2012 3.00,"20,938436","26,480328","0,24611","48,235082",
29/07/2012 4.00,"18,95768","24,802046","0,250651","47,435188","30,761719"
29/07/2012 5.00,"19,936112","28,390775","0,194018","51,084782",
29/07/2012 6.00,"26,440408","47,96601","0,244775","44,791895","23,925781"
29/07/2012 7.00,"25,334554","33,24924","0,331365","53,008717",
29/07/2012 8.00,"15,701551","21,608893","0,286791","94,877827","27,832031"
29/07/2012 9.00,"8,834327","12,737589","0,266374","116,110136",
29/07/2012 10.00,"9,264381","14,070877","0,278204","130,133279","29,296875"
29/07/2012 11.00,"8,65343","12,950292","0,249659","137,138092",
29/07/2012 12.00,"7,44632","11,655911","0,246071","126,084428","26,367188"
29/07/2012 13.00,"12,62063","17,907329","0,485809","140,47435",
29/07/2012 14.00,"12,237221","16,859373","0,477871","130,879714","32,714844"
29/07/2012 15.00,"21,761003","29,633275","0,694214","118,66817",
29/07/2012 16.00,"14,035942","19,35994","0,512141","126,104047","55,175781"
29/07/2012 17.00,"4,945631","7,493919","0,234013","122,587097",
29/07/2012 18.00,"8,767203","12,395186","0,339837","124,367562","72,753906"
29/07/2012 19.00,"26,621305","34,128591","0,711998","100,969052",
29/07/2012 20.00,"32,499856","41,661419","0,733406","75,506508","70,800781"
29/07/2012 21.00,"27,671412","36,7394","0,517521","79,964117",
29/07/2012 22.00,"24,154746","31,504809","0,407194","77,670686","82,03125"
29/07/2012 23.00,"16,502502","22,415613","0,292936","84,988816",
30/07/2012 0.00,"12,618354","17,395025","0,244775","78,895567","72,265625"
30/07/2012 1.00,"5,414368","7,790925","0,204742","92,833428",
30/07/2012 2.00,,,"0,200125","99,047811","64,453125"
30/07/2012 3.00,,,,"99,834848",
30/07/2012 4.00,,,"0,18277",,"52,734375"
30/07/2012 5.00,,,"0,1876","96,241429",
30/07/2012 6.00,,,"0,227926","95,322437","57,617188"
30/07/2012 7.00,,,"0,252881","99,32663",
30/07/2012 8.00,,,"0,300682","99,260991","55,175781"
30/07/2012 9.00,,,"0,361208","101,103717",
30/07/2012 10.00,,,"0,301372","112,614167","49,316406"
30/07/2012 11.00,,,"0,29221","117,625335",
30/07/2012 12.00,,,"0,324524","115,199264","47,851563"
30/07/2012 13.00,,,"0,294587","118,524031",
30/07/2012 14.00,,,"0,266182","122,786054","42,96875"
30/07/2012 15.00,,,"0,289028","117,270725",
30/07/2012 16.00,,,"0,341544","107,744437","32,226563"
30/07/2012 17.00,,,"0,351051","107,968432",
30/07/2012 18.00,,,"0,391185","95,613425","30,273438"
30/07/2012 19.00,,,"0,419666","92,800955",
30/07/2012 20.00,,,"0,459149","75,14243","24,902344"
30/07/2012 21.00,,,"0,357183","87,758653",
30/07/2012 22.00,,,"0,247552","115,136327","22,949219"
30/07/2012 23.00,,,"0,217691","113,554141",
31/07/2012 0.00,,,"0,230188","111,528692","28,320313"
31/07/2012 1.00,,,"0,229766","109,129698",
31/07/2012 2.00,,,"0,225281","113,938523","29,296875"
31/07/2012 3.00,,,"0,216272","121,528692",
31/07/2012 4.00,,,"0,222751","118,773063","23,4375"
31/07/2012 5.00,,,"0,239196","116,259024",
31/07/2012 6.00,,,"0,348942","96,847097","29,785156"
31/07/2012 7.00,,,"0,323106","97,721431",
31/07/2012 8.00,,,"0,225856","102,538376","27,832031"
31/07/2012 9.00,,,"0,231453","101,473883",
31/07/2012 10.00,,,"0,286537","101,518548","36,621094"
31/07/2012 11.00,,,"0,308079","103,579187",
31/07/2012 12.00,,,"0,329967","108,639753","34,667969"
31/07/2012 13.00,,,"0,323796","109,731309",
31/07/2012 14.00,,,"0,251232","114,299214","32,226563"
31/07/2012 15.00,,,"0,268328","110,600225",
31/07/2012 16.00,,,"0,318813","108,353491","31,25"
31/07/2012 17.00,,,"0,317778","101,568623",
31/07/2012 18.00,,,"0,352737","102,216931","30,761719"
31/07/2012 19.00,,,"0,363815","97,843927",
31/07/2012 20.00,,,"0,392641","84,209222","26,367188"
31/07/2012 21.00,,,"0,357261","95,930814",
31/07/2012 22.00,,,"0,261621","104,619312","33,691406"
31/07/2012 23.00,,,"0,249239","103,117651",
01/08/2012 0.00,,,"0,246594","106,944547","30,761719"
01/08/2012 1.00,,,"0,214778","104,398027",
01/08/2012 2.00,,,"0,204275","103,991308","29,785156"
01/08/2012 3.00,,,,"104,271475",
01/08/2012 4.00,,,"0,147927",,"23,925781"
01/08/2012 5.00,,,"0,135254","97,124561",
01/08/2012 6.00,,,"0,171787","91,255984","25,390625"
01/08/2012 7.00,,,"0,19347","79,355732",
01/08/2012 8.00,,,"0,214657","85,580945","32,226563"
01/08/2012 9.00,,,"0,306544","85,719004",
01/08/2012 10.00,,,"0,340482","95,608015","30,761719"
01/08/2012 11.00,,,"0,317729","100,247654",
01/08/2012 12.00,,,"0,340673","102,569502","33,691406"
01/08/2012 13.00,,,"0,320288","106,058036",
01/08/2012 14.00,,,"0,245693","118,346725","32,226563"
01/08/2012 15.00,,,"0,265124","112,172944",
01/08/2012 16.00,,,"0,260543","107,970471","30,761719"
01/08/2012 17.00,,,"0,297687","101,87586",
01/08/2012 18.00,,,"0,341742","96,65559","35,644531"
01/08/2012 19.00,,,"0,394079","91,161243",
01/08/2012 20.00,,,"0,454968","75,025353","31,25"
01/08/2012 21.00,,,"0,317272","87,721431",
01/08/2012 22.00,,,"0,212863","103,275337","43,457031"
01/08/2012 23.00,,,"0,183391","103,448578",
02/08/2012 0.00,,,"0,182781","100,965665","38,085938"
02/08/2012 1.00,,,"0,161861","102,030151",
02/08/2012 2.00,,,"0,137812","97,580001","38,085938"
02/08/2012 3.00,,,"0,169267","99,903881",
02/08/2012 4.00,,,"0,167435","107,673379","33,203125"
02/08/2012 5.00,,,"0,175414","86,357829",
02/08/2012 6.00,,,"0,295588","64,643011","17,578125"
02/08/2012 7.00,,,"0,302039","76,973656",
02/08/2012 8.00,,,"0,40305","76,675895","27,832031"
02/08/2012 9.00,,,"0,375374","79,976293",
02/08/2012 10.00,,,"0,336779","88,431322","34,667969"
02/08/2012 11.00,,,"0,310781","97,276151",
02/08/2012 12.00,,,"0,319065","96,923565","21,972656"
02/08/2012 13.00,,,"0,27108","102,488978",
02/08/2012 14.00,,,"0,222521","109,739429","21,484375"
02/08/2012 15.00,,,"0,236455","105,907123",
02/08/2012 16.00,,,"0,248136","97,632109","28,808594"
02/08/2012 17.00,,,"0,3401","92,215577",
02/08/2012 18.00,,,"0,369494","79,937724","28,320313"
02/08/2012 19.00,,,"0,402669","73,108861",
02/08/2012 20.00,,,"0,634046","47,078557","26,367188"
02/08/2012 21.00,,,"0,553382","43,289561",
02/08/2012 22.00,,,"0,451914","45,959924","28,808594"
02/08/2012 23.00,,,"0,390529","54,501577",
03/08/2012 0.00,,,"0,323417","74,747226","38,574219"
03/08/2012 1.00,,,"0,337046","64,94145",
03/08/2012 2.00,,,"0,245808","77,325558","41,015625"
03/08/2012 3.00,,,,"91,529377",
03/08/2012 4.00,,,"0,174751",,"36,621094"
03/08/2012 5.00,,,"0,202248","29,539142",
03/08/2012 6.00,,,"0,322389","10,58672","30,273438"
03/08/2012 7.00,,,"0,528021","29,94653",
03/08/2012 8.00,,,"0,255435","86,349032","40,527344"
03/08/2012 9.00,,,"0,392805","87,000049",
03/08/2012 10.00,,,"0,259088","106,571671","43,945313"
03/08/2012 11.00,,,"0,284893","114,577356",
03/08/2012 12.00,,,"0,490833","116,347669","35,15625"
03/08/2012 13.00,,,"0,53029","126,413993",
03/08/2012 14.00,,,"0,323005","139,215634","35,644531"
03/08/2012 15.00,,,"0,298776","138,159945",
03/08/2012 16.00,,,"0,364769","115,66688","36,621094"
03/08/2012 17.00,,,"0,391574","118,973374",
03/08/2012 18.00,,,"0,746806","98,890141","39,0625"
03/08/2012 19.00,,,"0,951439","78,12748",
03/08/2012 20.00,,,"0,866216","70,824235","39,0625"
03/08/2012 21.00,,,"0,562864","76,118271",
03/08/2012 22.00,,,"0,723309","70,232107","55,175781"
03/08/2012 23.00,,,"0,287931","96,076985",
04/08/2012 0.00,,,"0,283162","81,532094","62,5"
04/08/2012 1.00,,,"0,242167","81,924589",
04/08/2012 2.00,,,"0,231168","91,539537","42,480469"
04/08/2012 3.00,,,"0,204171","95,451014",
04/08/2012 4.00,,,"0,176174","102,086323","36,621094"
04/08/2012 5.00,,,"0,230976","33,890495",
04/08/2012 6.00,,,"0,347156","5,502468","31,738281"
