"NetC","ENEL Brindisi","","","","","","","","","","","","","","",""
"Stat","Terminale Passeggeri","","","","","","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3,PM10,BENZENE,PM2.5
15/07/2012 8.00,"0,194152","27,669584","39,907817","1,367837","85,961719","24,9","1,546399",16
15/07/2012 9.00,"0,194152","10,599552","15,570624","1,020364","116,207715","24,9","1,030933",16
15/07/2012 10.00,"0,273168","14,025867","18,741097","0,842111","119,892579","24,9","0,894909",16
15/07/2012 11.00,"0,250593","8,721234","11,90466","0,799425","136,238811","24,9","0,904571",16
15/07/2012 12.00,"4,251034","5,476274","8,562548","0,779176","151,900776","24,9","0,863484",16
15/07/2012 13.00,"10,258458",,,"0,664999","143,147339","24,9","0,745715",16
15/07/2012 14.00,"23,074773",,,"0,620318","132,376573","24,9","0,695577",16
15/07/2012 15.00,"12,484447",,,"0,403278","126,978481","24,9","0,648592",16
15/07/2012 16.00,"0,155773",,,"0,468684","127,240382","24,9","0,67361",16
15/07/2012 17.00,"0,149002",,,"0,416778","126,047571","24,9","0,720799",16
15/07/2012 18.00,"0,198668","1,392548","3,724255","0,473628","118,008781","24,9","0,710222",16
15/07/2012 19.00,"0,221243","1,272723","3,610908","0,596836","110,569746","24,9","0,809837",16
15/07/2012 20.00,"0,189637","3,617385","5,945853","0,869111","102,24375","24,9","0,839737",16
15/07/2012 21.00,"0,230275","2,914634","5,24634","0,956383","99,94936","24,9","0,981812",16
15/07/2012 22.00,"0,81273","10,923401","13,497995","1,233697","89,964208","24,9","0,860229",16
15/07/2012 23.00,"0,286715","8,977073","11,30878","1,295205","88,523042","24,9","0,853771",16
16/07/2012 0.00,"0,212212","7,607196","9,942139","1,314028","82,851275","24,9","0,967421",16
16/07/2012 1.00,"4,038822","13,203293","15,535",,"70,907987","22,700001","0,971032","19,5"
16/07/2012 2.00,,"11,830177","14,161884",,"78,906221","22,700001","0,790158","19,5"
16/07/2012 3.00,"4,838005",,,,"85,708296","22,700001","0,739512","19,5"
16/07/2012 4.00,"5,154068","9,28149","11,613197",,,"22,700001","0,736054","19,5"
16/07/2012 5.00,"7,867687","4,167927","6,502872",,"87,93172","22,700001","0,744546","19,5"
16/07/2012 6.00,"1,566765","6,318278","8,999741",,"91,3395","22,700001","0,725223","19,5"
16/07/2012 7.00,"0,252851","12,416342","18,838251",,"90,832652","22,700001","0,74119","19,5"
16/07/2012 8.00,"16,825776","42,793292","135,870504",,"72,703947","22,700001","0,703306","19,5"
16/07/2012 9.00,"1,088155","33,081098","55,128676",,"90,202449","22,700001","0,72863","19,5"
16/07/2012 10.00,"0,182864","7,89542","13,025177",,"111,825076","22,700001","0,624845","19,5"
16/07/2012 11.00,"0,261879","5,116802","8,530162",,"114,856099","22,700001","0,636998","19,5"
16/07/2012 12.00,"0,246076","2,205406","4,789715",,"116,288811","22,700001","0,618895","19,5"
16/07/2012 13.00,"0,209955",,,,"120,586998","22,700001","0,583199","19,5"
16/07/2012 14.00,"0,205439",,,,"118,566321","22,700001","0,552994","19,5"
16/07/2012 15.00,"0,21447","1,02336","3,368022",,"115,307209","22,700001","0,540942","19,5"
16/07/2012 16.00,"0,205439",,,,"117,6979","22,700001","0,540993","19,5"
16/07/2012 17.00,"0,205439","2,130922","5,165379",,"118,517326","22,700001","0,580249","19,5"
16/07/2012 18.00,"0,21447","2,11149","5,217196",,"116,319237","22,700001","0,603284","19,5"
16/07/2012 19.00,"0,248334","1,055745","4,002764",,"113,859262","22,700001","0,592402","19,5"
16/07/2012 20.00,"13,764495","45,541449","108,903657",,"77,787763","22,700001","0,49233","19,5"
16/07/2012 21.00,"0,237045","1,288915","3,866748",,"102,892507","22,700001","0,545519","19,5"
16/07/2012 22.00,"0,212212",,,,"99,85137","22,700001","0,581877","19,5"
16/07/2012 23.00,"2,772012","11,820978","18,481064",,"86,231186","22,700001","0,330118","19,5"
17/07/2012 0.00,"5,294039",,,,"95,039569","22,700001","0,586199","19,5"
17/07/2012 1.00,"6,102253",,,,"93,432833",14,"0,566622","9,2"
17/07/2012 2.00,"0,291227",,,,"91,356379",14,"0,638625","9,2"
17/07/2012 3.00,"0,198668",,,,"89,675313",14,"0,692831","9,2"
17/07/2012 4.00,"2,569132",,,,"93,571386",14,"0,650473","9,2"
17/07/2012 5.00,"4,287154",,,,"95,271045",14,"0,651287","9,2"
17/07/2012 6.00,"7,56517",,,,"95,497421",14,"0,691712","9,2"
17/07/2012 7.00,"0,228017",,,,"95,314979",14,"0,614166","9,2"
17/07/2012 8.00,"0,349925",,,,"88,911647",14,"0,624896","9,2"
17/07/2012 9.00,"0,277684",,,,"98,837629",14,"0,474125","9,2"
17/07/2012 10.00,"0,241561",,,,"99,738151",14,"0,625099","9,2"
17/07/2012 11.00,"0,21447",,,,"97,110954",14,"0,64549","9,2"
17/07/2012 12.00,"0,232533",,,,"96,690248",14,"0,677678","9,2"
17/07/2012 13.00,"0,212212",,,,"107,200809",14,"0,620726","9,2"
17/07/2012 14.00,"0,212212",,,,"109,888889",14,"0,591741","9,2"
17/07/2012 15.00,"0,264136",,,,"111,443236",14,"0,588945","9,2"
17/07/2012 16.00,"0,194152",,,"0,498536","114,908489",14,"0,571147","9,2"
17/07/2012 17.00,"0,252851",,,"0,521163","115,197384",14,"0,491821","9,2"
17/07/2012 18.00,"0,286715",,,"0,513746","117,398829",14,"0,584978","9,2"
17/07/2012 19.00,"1,89863",,,"0,546546","112,727295",14,"0,592809","9,2"
17/07/2012 20.00,"4,043335",,,"0,54607","103,683204",14,"0,338152","9,2"
17/07/2012 21.00,"11,265349",,,"0,578012","113,661614",14,"0,332864","9,2"
17/07/2012 22.00,"13,638071",,,"0,57421","109,70134",14,"0,565249","9,2"
17/07/2012 23.00,"12,184189",,,"0,591037","104,531359",14,"0,535806","9,2"
18/07/2012 0.00,"19,914161",,,"0,611192","100,307525",14,"0,544756","9,2"
18/07/2012 1.00,"8,585596",,,"0,618511","99,554012","15,4","0,398511","8,7"
18/07/2012 2.00,"3,756623",,,"0,644655","102,000441","15,4","0,274183","8,7"
18/07/2012 3.00,"0,209955",,,"0,691049","95,424781","15,4","0,436751","8,7"
18/07/2012 4.00,"1,173944",,,"0,714625",,"15,4","0,459531","8,7"
18/07/2012 5.00,"3,119983","7,736734","12,413103","0,68506","96,264496","15,4","0,636184","8,7"
18/07/2012 6.00,"0,340896","3,892656","6,230841","0,681827","102,851967","15,4","0,487753","8,7"
18/07/2012 7.00,"0,232533","8,517208","14,450108","0,662337","102,546154","15,4","0,34878","8,7"
18/07/2012 8.00,"0,230275","4,375189","8,092968","0,589516","106,800392","15,4","0,464413","8,7"
18/07/2012 9.00,"0,632124","20,982116","41,177289","0,613664","93,062804","15,4","0,456786","8,7"
18/07/2012 10.00,"2,627829","30,817385","57,100922","0,58096","81,450664","15,4","0,402223","8,7"
18/07/2012 11.00,"0,198668","29,57382","46,996845","0,536277","79,505998","15,4","0,348628","8,7"
18/07/2012 12.00,"0,232533","22,993214","35,176382","0,503194","87,28969","15,4","0,328593","8,7"
18/07/2012 13.00,"0,286715","5,722398","10,253034","0,489885","107,341075","15,4","1,47526","8,7"
18/07/2012 14.00,"0,218986","5,000216","9,015934","0,482565","115,601196","15,4","0,383816","8,7"
18/07/2012 15.00,"0,191895","6,674513","13,491517","0,472488","117,878668","15,4","0,346288","8,7"
18/07/2012 16.00,"0,194152","2,60374","5,832506","0,493593","123,195641","15,4","0,347051","8,7"
18/07/2012 17.00,"0,173835","5,615528","10,521829","0,549208","124,673977","15,4","0,383104","8,7"
18/07/2012 18.00,"0,882716","10,473253","15,706639","0,514698","115,016601","15,4","0,389511","8,7"
18/07/2012 19.00,"0,209955","8,711517","14,084158","0,523919","114,932111","15,4","0,355289","8,7"
18/07/2012 20.00,"0,178348","4,835054","7,166761","0,547401","115,741423","15,4","0,480329","8,7"
18/07/2012 21.00,"1,986674","4,585691","7,011315","0,561756","110,666062","15,4","0,458311","8,7"
18/07/2012 22.00,"4,700292","7,270393","9,650679","0,556052","107,895228","15,4","0,308659","8,7"
18/07/2012 23.00,"4,497111","3,270868","5,690014","0,567841","107,793843","15,4","0,280489","8,7"
19/07/2012 0.00,"4,659657","1,016884","3,539661","0,60254","110,863748","15,4","0,459887","8,7"
19/07/2012 1.00,"8,765207",,,,"109,902519","18,29999","0,316897",13
19/07/2012 2.00,,"2,377046","4,715231","0,615184","91,572657","18,29999","0,705442",13
19/07/2012 3.00,"4,481306",,,"0,616516","92,748551","18,29999","0,709002",13
19/07/2012 4.00,"0,564395",,,"0,62279","104,38776","18,29999","0,241588",13
19/07/2012 5.00,"6,504102","1,820027","4,504729","0,644655","99,074173","18,29999","0,423733",13
19/07/2012 6.00,"4,117837","2,19893","4,572737","0,668708","88,700453","18,29999","0,699391",13
19/07/2012 7.00,"0,209955","15,08485","39,923994","0,681447","85,88567","18,29999","0,510025",13
19/07/2012 8.00,"0,198668","17,257872","24,042482","0,632297","89,1617","18,29999","0,379341",13
19/07/2012 9.00,"0,228017","1,538279","4,07725","0,578963","105,181829","18,29999","0,342526",13
19/07/2012 10.00,"0,223501","2,247506","7,791788","0,549492","109,430998","18,29999","0,668678",13
19/07/2012 11.00,"0,209955","9,352737","16,872493","0,535137","108,086148","18,29999","0,69395",13
19/07/2012 12.00,"0,189637","4,763807","8,4071","0,572023","119,02587","18,29999","0,620014",13
19/07/2012 13.00,"0,218986","2,927587","5,489227","0,488173","130,790065","18,29999","0,765801",13
19/07/2012 14.00,"0,164804","1,334255","4,242413","0,481139","135,936407","18,29999","0,5414",13
19/07/2012 15.00,"0,21447","4,39786","8,358524","0,484371","128,14767","18,29999","0,487651",13
19/07/2012 16.00,"0,21447","4,705514","12,166977","0,480187","123,471029","18,29999","0,48699",13
19/07/2012 17.00,"0,180606","8,999741","15,350407","0,559094","119,635784","18,29999","0,346034",13
19/07/2012 18.00,"0,234788","11,86256","16,568076","0,649599","113,082088","18,29999","0,337644",13
19/07/2012 19.00,"0,216728","13,034891","16,888685","0,617085","109,94124","18,29999","0,325186",13
19/07/2012 20.00,"0,185121","4,92897","7,267154","0,673746","113,166578","18,29999","0,306422",13
19/07/2012 21.00,"0,185121","9,119567","11,451274","0,679546","94,497227","18,29999","0,778259",13
19/07/2012 22.00,"0,205439","20,311748","22,737369","0,717762","70,417996","18,29999","0,953437",13
19/07/2012 23.00,"0,498927","51,07409","59,879538","0,714435","23,124625","18,29999","1,472667",13
20/07/2012 0.00,"3,632454","34,774823","37,213389","0,691619","46,526333","18,29999","2,008473",13
20/07/2012 1.00,"9,301251","27,996669","30,334854","0,675458","36,894292",27,"1,616369","19,9"
20/07/2012 2.00,"8,698476","20,881735","23,219902","0,631346","57,173747",27,"1,862839","19,9"
20/07/2012 3.00,"10,034966","13,09966","15,431369","0,572498","63,029691",27,"1,981065","19,9"
20/07/2012 4.00,"10,014649","17,562289","19,926365","0,553105",,27,"1,680237","19,9"
20/07/2012 5.00,"11,820713","26,727178","30,266844","0,600354","43,380417",27,"1,660761","19,9"
20/07/2012 6.00,"11,766527","40,39683","48,875174","0,549588","51,480059",27,"2,058204","19,9"
20/07/2012 7.00,"0,286715","35,331829","43,256398","0,589801","66,643597",27,"1,550925","19,9"
20/07/2012 8.00,"0,187379","38,456972","56,505009","0,599974","77,07138",27,"1,731036","19,9"
20/07/2012 9.00,"0,187379","53,758784","76,554474","0,529433","73,109432",27,"1,316303","19,9"
20/07/2012 10.00,"0,216728","33,45675","39,172674","0,519356","121,225619",27,"1,138481","19,9"
20/07/2012 11.00,"0,241561","25,179185","31,160667","0,475054","97,45561",27,"0,72329","19,9"
20/07/2012 12.00,"0,162546","21,500268","26,558788","0,442542","103,353769",27,"0,639896","19,9"
20/07/2012 13.00,"0,182864","18,012438","21,688102","0,496635","115,030125",27,"0,547705","19,9"
20/07/2012 14.00,"0,178348","15,4087","19,15562","0,495874","109,491828",27,"0,411529","19,9"
20/07/2012 15.00,"0,218986","22,782723","28,301079","0,502624","100,032153",27,"0,430496","19,9"
20/07/2012 16.00,"0,164804","27,455841","33,576574","0,476766","96,031323",27,"0,454497","19,9"
20/07/2012 17.00,"0,207697","17,759837","24,463485","0,35717","106,5419",27,"2,486514","19,9"
20/07/2012 18.00,"0,221243","21,020986","26,510203","0,364871","100,341337",27,"0,619048","19,9"
20/07/2012 19.00,"0,218986","14,259038","19,4989","0,364871","89,421889",27,"0,578622","19,9"
20/07/2012 20.00,"0,178348","21,425795","28,508358","0,409838","75,157156",27,"0,752885","19,9"
20/07/2012 21.00,"0,268652","21,47761","30,804443","0,503385","72,186962",27,"0,878688","19,9"
20/07/2012 22.00,"0,27091","49,950349","95,862308","0,862932","80,666709",27,"1,709323","19,9"
20/07/2012 23.00,"0,212212","28,942306","34,541637","0,603681","88,717333",27,"2,845159","19,9"
21/07/2012 0.00,"0,228017","16,866016","19,210666","0,625927","81,273267",27,"1,849974","19,9"
21/07/2012 1.00,"3,171907","13,825081","16,156789","0,625547","61,742257","31,1","1,396239","22,29999"
21/07/2012 2.00,"6,102253","15,06542","17,403606","0,614329","63,208762","31,1","1,538823","22,29999"
21/07/2012 3.00,"6,798669","6,302368","8,634075","0,576465","86,841374","31,1","0,939505","22,29999"
21/07/2012 4.00,"5,438522","5,359688","7,694634","0,642468","76,752082","31,1","1,245672","22,29999"
21/07/2012 5.00,"9,000991","9,223197","11,554904","0,670134","62,852295","31,1","1,395375","22,29999"
21/07/2012 6.00,"5,061506","24,975175","31,558994","0,740674","42,564362","31,1","1,290471","22,29999"
21/07/2012 7.00,"0,187379","34,891399","46,452764","0,825094","51,275611","31,1","0,940623","22,29999"
21/07/2012 8.00,"0,216728","33,621908","46,443071","0,725938","76,584799","31,1","1,953453","22,29999"
21/07/2012 9.00,"0,203183","25,354075","33,110237","0,428376","121,041479","31,1","1,729052","22,29999"
21/07/2012 10.00,"0,218986","23,990665","30,623088","0,323326","122,499525","31,1","1,296777","22,29999"
21/07/2012 11.00,"0,205439","32,504648","42,741478","0,410217","117,88882","31,1","1,077664","22,29999"
21/07/2012 12.00,"0,207697","28,657323","33,722306","0,292523","126,855171","31,1","2,281894","22,29999"
21/07/2012 13.00,"0,257366","13,990243","16,972885","0,273605","139,369545","31,1","2,348965","22,29999"
21/07/2012 14.00,"0,173835","16,377004","19,557178","0,248793","142,262015","31,1","1,712221","22,29999"
21/07/2012 15.00,"0,212212","11,370312","13,873659","0,159619","146,222289","31,1","3,321268","22,29999"
21/07/2012 16.00,"0,223501","33,858326","41,070429",,"114,339115","31,1","0,403037","22,29999"
21/07/2012 17.00,"0,216728","8,371476","11,231057",,"131,624719","31,1","0,358798","22,29999"
21/07/2012 18.00,"0,203183","10,078157","14,832248",,"132,521869","31,1","0,399478","22,29999"
21/07/2012 19.00,"0,218986","26,866448","36,002175",,"107,685731","31,1","0,848432","22,29999"
21/07/2012 20.00,"0,216728","26,312657","33,000124","0,191656","92,11837","31,1","1,09058","22,29999"
21/07/2012 21.00,"0,19641","27,293913","31,021416","0,154676","93,154051","31,1","1,683593","22,29999"
21/07/2012 22.00,"0,221243","28,569888","33,728768","0,195934","77,610351","31,1","1,540501","22,29999"
21/07/2012 23.00,"0,261879","19,618726","22,530109","0,187379","81,258069","31,1","1,776089","22,29999"
22/07/2012 0.00,"0,178348","13,164431","17,283781","0,289292","83,003352","31,1","2,245027","22,29999"
22/07/2012 1.00,"1,210066","7,888943","10,220651",,"96,39964",21,"1,300794","14,9"
22/07/2012 2.00,,"10,152641","12,494065","0,258966","83,582862",21,"0,935487","14,9"
22/07/2012 3.00,"4,485822",,,"0,338917","77,968531",21,"1,176516","14,9"
22/07/2012 4.00,"1,72028","8,766572","11,768644","0,294235",,21,"1,094851","14,9"
22/07/2012 5.00,"2,970983","4,242413","6,574119","0,205536","85,858638",21,"0,904062","14,9"
22/07/2012 6.00,"0,864654","1,98195","4,313659","0,200308","95,610617",21,"0,777802","14,9"
22/07/2012 7.00,"0,171577","5,605814","10,881301","0,231396","100,64037",21,"0,418851","14,9"
22/07/2012 8.00,"0,449261","52,599425","122,152307","0,415827","72,388019",21,"0,483685","14,9"
22/07/2012 9.00,"0,171577","25,545141","36,60455","0,482945","105,306874",21,"0,476363","14,9"
22/07/2012 10.00,"0,178348","3,805216","6,538497","0,484846","118,321337",21,"0,635218","14,9"
22/07/2012 11.00,"0,185121","3,400406","6,97893","0,481044","120,264306",21,"0,369934","14,9"
22/07/2012 12.00,"0,207697","13,731165","22,80863","0,472678","109,723288",21,"0,3799","14,9"
22/07/2012 13.00,"0,189637","19,181221","40,500441","0,477146","99,613144",21,"0,39785","14,9"
22/07/2012 14.00,"0,218986","5,372641","8,170691","0,454329","127,83003",21,"0,397698","14,9"
22/07/2012 15.00,"0,239303",,,"0,47629","124,0742",21,"0,525891","14,9"
22/07/2012 16.00,"0,151257","1,188522","3,737208","0,471821","127,691492",21,"0,390019","14,9"
22/07/2012 17.00,"0,232533","3,701586","6,603266","0,471156","127,708372",21,"0,459379","14,9"
22/07/2012 18.00,"0,187379","19,893996","29,972148","0,522589","110,549495",21,"0,446819","14,9"
22/07/2012 19.00,"0,212212","5,88756","8,795718","0,471537","114,33066",21,"0,420275","14,9"
22/07/2012 20.00,"0,171577","5,489227","9,002981","0,488079","113,367612",21,"0,664915","14,9"
22/07/2012 21.00,"0,176093","11,807506","17,367981","0,471156","109,115071",21,"0,469091","14,9"
22/07/2012 22.00,"0,162546","4,935447","8,199838","0,415731","114,817241",21,"0,357933","14,9"
22/07/2012 23.00,"0,203183","2,992358","5,424459","0,411074","90,955962",21,"0,40441","14,9"
23/07/2012 0.00,"0,228017",,,"0,416112","100,348065",21,"0,30149","14,9"
23/07/2012 1.00,"1,758659",,,"0,400331","99,532048","14,3","0,32605","12,3"
23/07/2012 2.00,"0,255108",,,"0,396338","107,22281","14,3","0,269912","12,3"
23/07/2012 3.00,"5,260174",,,"0,388162","102,730331","14,3","0,285268","12,3"
23/07/2012 4.00,"4,102032",,,"0,403469","96,867644","14,3","0,316897","12,3"
23/07/2012 5.00,"11,323969","4,416368","8,348798","0,416962","82,318727","14,3","0,34039","12,3"
23/07/2012 6.00,"6,093222","3,108943","7,014552","0,435411","86,779448","14,3","0,403393","12,3"
23/07/2012 7.00,"0,173835","1,437887","4,112872","0,415162","93,672733","14,3","0,353865","12,3"
23/07/2012 8.00,"1,58934","23,184281","63,801335","0,513177","62,889463","14,3","0,330169","12,3"
23/07/2012 9.00,"1,316173","34,046161","63,208693","0,615659","57,898592","14,3","0,461667","12,3"
23/07/2012 10.00,"0,237045","10,635177","15,606246","0,613283","83,836286","14,3","0,407207","12,3"
23/07/2012 11.00,"0,167062","7,072845","12,244702","0,591417","86,60034","14,3","0,528484","12,3"
23/07/2012 12.00,"0,237045","10,259512","16,276612","0,612047","85,265641","14,3","0,400495","12,3"
23/07/2012 13.00,"0,234788","8,183645","13,089946","0,604062","92,9682","14,3","0,398766","12,3"
23/07/2012 14.00,"0,198668","2,577831","6,156355","0,593414","106,215836","14,3","0,377205","12,3"
23/07/2012 15.00,"2,645889","8,222506","13,831558","0,603301","100,310896","14,3","0,3829","12,3"
