"NetC","ENEL Brindisi"
08/02/2012 18.00,"23,9496"
08/02/2012 19.00,
08/02/2012 20.00,"21,97666"
08/02/2012 21.00,
08/02/2012 22.00,"15,65832"
08/02/2012 23.00,
09/02/2012 0.00,"14,67541"
09/02/2012 1.00,
09/02/2012 2.00,"11,23321"
09/02/2012 3.00,
09/02/2012 4.00,"9,668295"
09/02/2012 5.00,
09/02/2012 6.00,"10,93101"
09/02/2012 7.00,
09/02/2012 8.00,"10,69868"
09/02/2012 9.00,
09/02/2012 10.00,"8,760684"
09/02/2012 11.00,
09/02/2012 12.00,"9,421381"
09/02/2012 13.00,
09/02/2012 14.00,"14,95251"
09/02/2012 15.00,
09/02/2012 16.00,"25,23774"
09/02/2012 17.00,
09/02/2012 18.00,"30,66205"
09/02/2012 19.00,
09/02/2012 20.00,"29,61199"
09/02/2012 21.00,
09/02/2012 22.00,"27,64075"
09/02/2012 23.00,
10/02/2012 0.00,"27,16692"
10/02/2012 1.00,
10/02/2012 2.00,"22,19982"
10/02/2012 3.00,
10/02/2012 4.00,"15,55962"
10/02/2012 5.00,
10/02/2012 6.00,"22,36874"
10/02/2012 7.00,
10/02/2012 8.00,"33,48494"
10/02/2012 9.00,
10/02/2012 10.00,"45,62847"
10/02/2012 11.00,
10/02/2012 12.00,"54,88163"
10/02/2012 13.00,
10/02/2012 14.00,"42,72486"
10/02/2012 15.00,
10/02/2012 16.00,"32,58512"
10/02/2012 17.00,
10/02/2012 18.00,"23,04863"
10/02/2012 19.00,
10/02/2012 20.00,"15,51078"
10/02/2012 21.00,
10/02/2012 22.00,"14,29317"
10/02/2012 23.00,
11/02/2012 0.00,"18,29262"
11/02/2012 1.00,
11/02/2012 2.00,"28,14374"
11/02/2012 3.00,
11/02/2012 4.00,"22,96464"
11/02/2012 5.00,
11/02/2012 6.00,"15,81773"
11/02/2012 7.00,
11/02/2012 8.00,"14,04931"
11/02/2012 9.00,
11/02/2012 10.00,"14,47293"
11/02/2012 11.00,
11/02/2012 12.00,"13,87023"
11/02/2012 13.00,
11/02/2012 14.00,"9,280966"
11/02/2012 15.00,
11/02/2012 16.00,"8,078619"
11/02/2012 17.00,
11/02/2012 18.00,"9,472935"
11/02/2012 19.00,
11/02/2012 20.00,"13,46086"
11/02/2012 21.00,
11/02/2012 22.00,"17,24222"
11/02/2012 23.00,
12/02/2012 0.00,"22,32736"
12/02/2012 1.00,
12/02/2012 2.00,"26,71245"
12/02/2012 3.00,
12/02/2012 4.00,"27,61871"
12/02/2012 5.00,
12/02/2012 6.00,"20,52876"
12/02/2012 7.00,
12/02/2012 8.00,"15,31847"
12/02/2012 9.00,
12/02/2012 10.00,"12,06179"
12/02/2012 11.00,
12/02/2012 12.00,"13,4578"
12/02/2012 13.00,
12/02/2012 14.00,"16,05277"
12/02/2012 15.00,
12/02/2012 16.00,"16,80199"
12/02/2012 17.00,
12/02/2012 18.00,"16,38209"
12/02/2012 19.00,
12/02/2012 20.00,"22,44844"
12/02/2012 21.00,
12/02/2012 22.00,"31,57678"
12/02/2012 23.00,
13/02/2012 0.00,"33,35368"
13/02/2012 1.00,
13/02/2012 2.00,"32,50441"
13/02/2012 3.00,
13/02/2012 4.00,"26,1396"
13/02/2012 5.00,
13/02/2012 6.00,"24,69068"
13/02/2012 7.00,
13/02/2012 8.00,"21,41025"
13/02/2012 9.00,
13/02/2012 10.00,"27,25987"
13/02/2012 11.00,
13/02/2012 12.00,"31,91188"
13/02/2012 13.00,
13/02/2012 14.00,"19,13546"
13/02/2012 15.00,
13/02/2012 16.00,"21,18267"
13/02/2012 17.00,
13/02/2012 18.00,"28,61721"
13/02/2012 19.00,
13/02/2012 20.00,"23,08844"
13/02/2012 21.00,
13/02/2012 22.00,"15,34845"
13/02/2012 23.00,
14/02/2012 0.00,"20,65696"
14/02/2012 1.00,
14/02/2012 2.00,"28,8258"
14/02/2012 3.00,
14/02/2012 4.00,"24,66523"
14/02/2012 5.00,
14/02/2012 6.00,"24,6649"
14/02/2012 7.00,
14/02/2012 8.00,"25,26794"
14/02/2012 9.00,
14/02/2012 10.00,"25,50875"
14/02/2012 11.00,
14/02/2012 12.00,"21,07583"
14/02/2012 13.00,
14/02/2012 14.00,"15,69834"
14/02/2012 15.00,
14/02/2012 16.00,"28,06572"
14/02/2012 17.00,
14/02/2012 18.00,"47,78319"
14/02/2012 19.00,
14/02/2012 20.00,"39,17955"
14/02/2012 21.00,
14/02/2012 22.00,"22,01329"
14/02/2012 23.00,
15/02/2012 0.00,"18,17765"
15/02/2012 1.00,
15/02/2012 2.00,"21,95021"
15/02/2012 3.00,
15/02/2012 4.00,"20,37612"
15/02/2012 5.00,
15/02/2012 6.00,"13,14034"
15/02/2012 7.00,
15/02/2012 8.00,"8,707774"
15/02/2012 9.00,
15/02/2012 10.00,"6,689391"
15/02/2012 11.00,
15/02/2012 12.00,"8,658934"
15/02/2012 13.00,
15/02/2012 14.00,"12,32906"
15/02/2012 15.00,
15/02/2012 16.00,"7,841541"
15/02/2012 17.00,
15/02/2012 18.00,"5,792634"
15/02/2012 19.00,
15/02/2012 20.00,"11,00393"
15/02/2012 21.00,
15/02/2012 22.00,"22,13641"
15/02/2012 23.00,
16/02/2012 0.00,"25,28286"
16/02/2012 1.00,
16/02/2012 2.00,"24,72561"
16/02/2012 3.00,
16/02/2012 4.00,"22,4671"
16/02/2012 5.00,
16/02/2012 6.00,"18,63587"
16/02/2012 7.00,
16/02/2012 8.00,"18,40896"
16/02/2012 9.00,
16/02/2012 10.00,"28,25498"
16/02/2012 11.00,
16/02/2012 12.00,"26,62223"
16/02/2012 13.00,
16/02/2012 14.00,"18,26448"
16/02/2012 15.00,
16/02/2012 16.00,"11,30409"
16/02/2012 17.00,
16/02/2012 18.00,"11,65886"
16/02/2012 19.00,
16/02/2012 20.00,"18,12406"
16/02/2012 21.00,
16/02/2012 22.00,"21,7267"
16/02/2012 23.00,
17/02/2012 0.00,"23,13966"
17/02/2012 1.00,
17/02/2012 2.00,"23,20832"
17/02/2012 3.00,
17/02/2012 4.00,"25,44463"
17/02/2012 5.00,
17/02/2012 6.00,"26,86779"
17/02/2012 7.00,
17/02/2012 8.00,"23,93501"
17/02/2012 9.00,
17/02/2012 10.00,"41,65818"
17/02/2012 11.00,
17/02/2012 12.00,"86,5147"
17/02/2012 13.00,
17/02/2012 14.00,"115,0529"
17/02/2012 15.00,
17/02/2012 16.00,"94,88671"
17/02/2012 17.00,
17/02/2012 18.00,"88,24344"
17/02/2012 19.00,
17/02/2012 20.00,"62,58208"
17/02/2012 21.00,
17/02/2012 22.00,"34,10833"
17/02/2012 23.00,
18/02/2012 0.00,"25,28558"
18/02/2012 1.00,
18/02/2012 2.00,"22,1744"
18/02/2012 3.00,
18/02/2012 4.00,"21,31156"
18/02/2012 5.00,
18/02/2012 6.00,"29,37661"
18/02/2012 7.00,
18/02/2012 8.00,"33,09014"
18/02/2012 9.00,
18/02/2012 10.00,"38,23767"
18/02/2012 11.00,
18/02/2012 12.00,"32,29682"
18/02/2012 13.00,
18/02/2012 14.00,"24,77411"
18/02/2012 15.00,
18/02/2012 16.00,"16,69006"
18/02/2012 17.00,
18/02/2012 18.00,"12,28598"
18/02/2012 19.00,
18/02/2012 20.00,"15,07461"
18/02/2012 21.00,
18/02/2012 22.00,"31,84812"
18/02/2012 23.00,
19/02/2012 0.00,"55,55827"
19/02/2012 1.00,
19/02/2012 2.00,"63,66299"
19/02/2012 3.00,
19/02/2012 4.00,"60,5681"
19/02/2012 5.00,
19/02/2012 6.00,"73,76746"
19/02/2012 7.00,
19/02/2012 8.00,"81,47707"
19/02/2012 9.00,
19/02/2012 10.00,"75,76142"
19/02/2012 11.00,
19/02/2012 12.00,"54,03438"
19/02/2012 13.00,
19/02/2012 14.00,"29,71849"
19/02/2012 15.00,
19/02/2012 16.00,"18,11219"
19/02/2012 17.00,
19/02/2012 18.00,"11,05107"
19/02/2012 19.00,
19/02/2012 20.00,"12,17202"
19/02/2012 21.00,
19/02/2012 22.00,"20,07597"
19/02/2012 23.00,
20/02/2012 0.00,"28,26685"
20/02/2012 1.00,
20/02/2012 2.00,"40,85334"
20/02/2012 3.00,
20/02/2012 4.00,"54,33184"
20/02/2012 5.00,
20/02/2012 6.00,"45,17532"
20/02/2012 7.00,
20/02/2012 8.00,"30,96254"
20/02/2012 9.00,
20/02/2012 10.00,"26,43976"
20/02/2012 11.00,
20/02/2012 12.00,"22,07263"
20/02/2012 13.00,
20/02/2012 14.00,"18,88787"
20/02/2012 15.00,
20/02/2012 16.00,"11,50081"
20/02/2012 17.00,
20/02/2012 18.00,"14,41934"
20/02/2012 19.00,
20/02/2012 20.00,"25,47822"
20/02/2012 21.00,
20/02/2012 22.00,"24,16597"
20/02/2012 23.00,
21/02/2012 0.00,"16,9034"
21/02/2012 1.00,
21/02/2012 2.00,"17,16592"
21/02/2012 3.00,
21/02/2012 4.00,"17,81032"
21/02/2012 5.00,
21/02/2012 6.00,"19,18769"
21/02/2012 7.00,
21/02/2012 8.00,"15,11904"
21/02/2012 9.00,
21/02/2012 10.00,"12,29683"
21/02/2012 11.00,
21/02/2012 12.00,"14,7602"
21/02/2012 13.00,
21/02/2012 14.00,"14,62284"
21/02/2012 15.00,
21/02/2012 16.00,"13,4734"
21/02/2012 17.00,
21/02/2012 18.00,"15,62745"
21/02/2012 19.00,
21/02/2012 20.00,"22,45828"
21/02/2012 21.00,
21/02/2012 22.00,"23,40015"
21/02/2012 23.00,
22/02/2012 0.00,"25,06308"
22/02/2012 1.00,
22/02/2012 2.00,"21,6436"
22/02/2012 3.00,
22/02/2012 4.00,"19,25756"
22/02/2012 5.00,
22/02/2012 6.00,"18,46357"
22/02/2012 7.00,
22/02/2012 8.00,"23,15459"
22/02/2012 9.00,
22/02/2012 10.00,"14,07984"
22/02/2012 11.00,
22/02/2012 12.00,"9,835505"
22/02/2012 13.00,
22/02/2012 14.00,"7,551554"
22/02/2012 15.00,
22/02/2012 16.00,"19,18939"
22/02/2012 17.00,
22/02/2012 18.00,"35,03187"
22/02/2012 19.00,
22/02/2012 20.00,"22,00684"
22/02/2012 21.00,
22/02/2012 22.00,"18,2899"
22/02/2012 23.00,
23/02/2012 0.00,"22,72113"
23/02/2012 1.00,
23/02/2012 2.00,"22,00108"
23/02/2012 3.00,
23/02/2012 4.00,"20,60302"
23/02/2012 5.00,
23/02/2012 6.00,"17,23815"
23/02/2012 7.00,
23/02/2012 8.00,"18,5348"
23/02/2012 9.00,
23/02/2012 10.00,"20,23485"
23/02/2012 11.00,
23/02/2012 12.00,"16,79487"
23/02/2012 13.00,
23/02/2012 14.00,"18,62093"
23/02/2012 15.00,
23/02/2012 16.00,"19,33861"
23/02/2012 17.00,
23/02/2012 18.00,"21,43162"
23/02/2012 19.00,
23/02/2012 20.00,"25,17942"
23/02/2012 21.00,
23/02/2012 22.00,"21,32987"
23/02/2012 23.00,
24/02/2012 0.00,"24,41256"
24/02/2012 1.00,
24/02/2012 2.00,"25,72139"
24/02/2012 3.00,
24/02/2012 4.00,"32,84188"
24/02/2012 5.00,
24/02/2012 6.00,"34,75748"
24/02/2012 7.00,
24/02/2012 8.00,"28,42151"
24/02/2012 9.00,
24/02/2012 10.00,"27,71773"
24/02/2012 11.00,
24/02/2012 12.00,"27,22934"
24/02/2012 13.00,
24/02/2012 14.00,"28,3825"
24/02/2012 15.00,
24/02/2012 16.00,"28,74542"
24/02/2012 17.00,
24/02/2012 18.00,"31,69753"
24/02/2012 19.00,
24/02/2012 20.00,"35,91574"
24/02/2012 21.00,
24/02/2012 22.00,"36,13077"
24/02/2012 23.00,
25/02/2012 0.00,"31,57202"
25/02/2012 1.00,
25/02/2012 2.00,"26,48996"
25/02/2012 3.00,
25/02/2012 4.00,"20,09495"
25/02/2012 5.00,
25/02/2012 6.00,"13,66707"
25/02/2012 7.00,
25/02/2012 8.00,"12,73741"
25/02/2012 9.00,
25/02/2012 10.00,"15,41955"
25/02/2012 11.00,
25/02/2012 12.00,"13,79087"
25/02/2012 13.00,
25/02/2012 14.00,"9,176164"
25/02/2012 15.00,
25/02/2012 16.00,"6,854565"
25/02/2012 17.00,
25/02/2012 18.00,"9,227038"
25/02/2012 19.00,
25/02/2012 20.00,"13,90177"
25/02/2012 21.00,
25/02/2012 22.00,"21,3536"
25/02/2012 23.00,
26/02/2012 0.00,"40,7248"
26/02/2012 1.00,
26/02/2012 2.00,"60,28524"
26/02/2012 3.00,
26/02/2012 4.00,"66,83319"
26/02/2012 5.00,
26/02/2012 6.00,"64,94844"
26/02/2012 7.00,
26/02/2012 8.00,"64,62624"
26/02/2012 9.00,
26/02/2012 10.00,"59,17379"
26/02/2012 11.00,
26/02/2012 12.00,"53,48289"
26/02/2012 13.00,
26/02/2012 14.00,"41,64699"
26/02/2012 15.00,
26/02/2012 16.00,"33,81562"
26/02/2012 17.00,
26/02/2012 18.00,"29,56179"
26/02/2012 19.00,
26/02/2012 20.00,"27,17473"
26/02/2012 21.00,
26/02/2012 22.00,"30,28049"
26/02/2012 23.00,
27/02/2012 0.00,"29,09306"
27/02/2012 1.00,
27/02/2012 2.00,"26,49708"
27/02/2012 3.00,
27/02/2012 4.00,"22,16218"
27/02/2012 5.00,
27/02/2012 6.00,"17,02448"
27/02/2012 7.00,
27/02/2012 8.00,"17,6031"
27/02/2012 9.00,
27/02/2012 10.00,"28,65961"
27/02/2012 11.00,
27/02/2012 12.00,"46,67412"
27/02/2012 13.00,
27/02/2012 14.00,"90,11123"
27/02/2012 15.00,
27/02/2012 16.00,"160,6752"
27/02/2012 17.00,
27/02/2012 18.00,"205,5847"
27/02/2012 19.00,
27/02/2012 20.00,"139,5023"
27/02/2012 21.00,
27/02/2012 22.00,"82,14862"
27/02/2012 23.00,
28/02/2012 0.00,"64,54686"
28/02/2012 1.00,
28/02/2012 2.00,"42,66109"
28/02/2012 3.00,
28/02/2012 4.00,"27,96228"
28/02/2012 5.00,
28/02/2012 6.00,"20,43174"
28/02/2012 7.00,
28/02/2012 8.00,"22,85882"
28/02/2012 9.00,
28/02/2012 10.00,"36,92002"
28/02/2012 11.00,
28/02/2012 12.00,"46,80267"
28/02/2012 13.00,
28/02/2012 14.00,"69,09102"
28/02/2012 15.00,
28/02/2012 16.00,"76,54692"
28/02/2012 17.00,
28/02/2012 18.00,"56,8922"
28/02/2012 19.00,
28/02/2012 20.00,"41,13383"
28/02/2012 21.00,
28/02/2012 22.00,"31,70735"
28/02/2012 23.00,
29/02/2012 0.00,"30,50807"
29/02/2012 1.00,
29/02/2012 2.00,"24,35219"
29/02/2012 3.00,
29/02/2012 4.00,"14,92165"
29/02/2012 5.00,
29/02/2012 6.00,"10,76821"
29/02/2012 7.00,
29/02/2012 8.00,"9,773097"
29/02/2012 9.00,
29/02/2012 10.00,"11,00529"
29/02/2012 11.00,
29/02/2012 12.00,"11,09347"
29/02/2012 13.00,
29/02/2012 14.00,"19,56891"
29/02/2012 15.00,
29/02/2012 16.00,"33,44268"
29/02/2012 17.00,
29/02/2012 18.00,"49,42713"
29/02/2012 19.00,
29/02/2012 20.00,"58,78714"
29/02/2012 21.00,
29/02/2012 22.00,"55,59048"
29/02/2012 23.00,
01/03/2012 0.00,"40,02645"
01/03/2012 1.00,
01/03/2012 2.00,"28,30721"
01/03/2012 3.00,
01/03/2012 4.00,"23,06166"
01/03/2012 5.00,
01/03/2012 6.00,"15,08004"
01/03/2012 7.00,
01/03/2012 8.00,"14,56688"
01/03/2012 9.00,
01/03/2012 10.00,"15,58642"
01/03/2012 11.00,
01/03/2012 12.00,"18,42626"
01/03/2012 13.00,
01/03/2012 14.00,"34,04219"
01/03/2012 15.00,
01/03/2012 16.00,"49,55501"
01/03/2012 17.00,
01/03/2012 18.00,"49,98202"
01/03/2012 19.00,
01/03/2012 20.00,"36,1579"
01/03/2012 21.00,
01/03/2012 22.00,"34,33625"
01/03/2012 23.00,
02/03/2012 0.00,"29,04965"
02/03/2012 1.00,
02/03/2012 2.00,"28,30246"
02/03/2012 3.00,
02/03/2012 4.00,"32,19678"
02/03/2012 5.00,
02/03/2012 6.00,"28,9652"
02/03/2012 7.00,
02/03/2012 8.00,"17,3857"
02/03/2012 9.00,
02/03/2012 10.00,"17,49049"
02/03/2012 11.00,
02/03/2012 12.00,"17,55528"
02/03/2012 13.00,
02/03/2012 14.00,"10,3412"
02/03/2012 15.00,
02/03/2012 16.00,"23,50631"
02/03/2012 17.00,
02/03/2012 18.00,"52,09706"
02/03/2012 19.00,
02/03/2012 20.00,"50,56504"
02/03/2012 21.00,
02/03/2012 22.00,"37,27885"
02/03/2012 23.00,
03/03/2012 0.00,"37,7625"
03/03/2012 1.00,
03/03/2012 2.00,"38,3903"
03/03/2012 3.00,
03/03/2012 4.00,"44,42952"
03/03/2012 5.00,
03/03/2012 6.00,"46,04869"
03/03/2012 7.00,
03/03/2012 8.00,"42,97551"
03/03/2012 9.00,
03/03/2012 10.00,"44,29792"
03/03/2012 11.00,
03/03/2012 12.00,"45,54367"
03/03/2012 13.00,
03/03/2012 14.00,"38,18952"
03/03/2012 15.00,
03/03/2012 16.00,"34,17718"
03/03/2012 17.00,
03/03/2012 18.00,"30,93745"
03/03/2012 19.00,
03/03/2012 20.00,"33,77459"
03/03/2012 21.00,
03/03/2012 22.00,"34,84363"
03/03/2012 23.00,
04/03/2012 0.00,"41,01139"
04/03/2012 1.00,
04/03/2012 2.00,"53,43989"
04/03/2012 3.00,
04/03/2012 4.00,"47,49525"
04/03/2012 5.00,
04/03/2012 6.00,"48,31095"
04/03/2012 7.00,
04/03/2012 8.00,"55,11362"
04/03/2012 9.00,
04/03/2012 10.00,"50,09936"
04/03/2012 11.00,
04/03/2012 12.00,"45,78958"
04/03/2012 13.00,
04/03/2012 14.00,"39,70526"
04/03/2012 15.00,
04/03/2012 16.00,"31,49469"
04/03/2012 17.00,
04/03/2012 18.00,"25,53146"
04/03/2012 19.00,
04/03/2012 20.00,"28,43576"
04/03/2012 21.00,
04/03/2012 22.00,"47,20423"
04/03/2012 23.00,
05/03/2012 0.00,"50,91608"
05/03/2012 1.00,
05/03/2012 2.00,"62,55086"
05/03/2012 3.00,
05/03/2012 4.00,"71,46383"
05/03/2012 5.00,
05/03/2012 6.00,"65,50196"
05/03/2012 7.00,
05/03/2012 8.00,"54,05915"
05/03/2012 9.00,
05/03/2012 10.00,"41,74128"
05/03/2012 11.00,
05/03/2012 12.00,"42,51424"
05/03/2012 13.00,
05/03/2012 14.00,"42,23442"
05/03/2012 15.00,
05/03/2012 16.00,"40,60913"
05/03/2012 17.00,
05/03/2012 18.00,"37,16083"
05/03/2012 19.00,
05/03/2012 20.00,"44,51601"
05/03/2012 21.00,
05/03/2012 22.00,"52,15201"
05/03/2012 23.00,
06/03/2012 0.00,"61,13621"
06/03/2012 1.00,
06/03/2012 2.00,"70,54911"
06/03/2012 3.00,
06/03/2012 4.00,"79,31012"
06/03/2012 5.00,
06/03/2012 6.00,"78,51444"
06/03/2012 7.00,
06/03/2012 8.00,"84,7948"
06/03/2012 9.00,
06/03/2012 10.00,"85,42124"
06/03/2012 11.00,
06/03/2012 12.00,"71,85862"
06/03/2012 13.00,
06/03/2012 14.00,"38,92348"
06/03/2012 15.00,
06/03/2012 16.00,"24,93792"
06/03/2012 17.00,
06/03/2012 18.00,"25,75057"
06/03/2012 19.00,
06/03/2012 20.00,"25,79567"
06/03/2012 21.00,
06/03/2012 22.00,"26,02767"
06/03/2012 23.00,
07/03/2012 0.00,"36,0643"
07/03/2012 1.00,
07/03/2012 2.00,"42,31446"
07/03/2012 3.00,
07/03/2012 4.00,"29,6598"
07/03/2012 5.00,
07/03/2012 6.00,"26,36949"
07/03/2012 7.00,
07/03/2012 8.00,"31,86508"
07/03/2012 9.00,
07/03/2012 10.00,"22,00278"
07/03/2012 11.00,
07/03/2012 12.00,"21,23253"
07/03/2012 13.00,
07/03/2012 14.00,"18,53852"
07/03/2012 15.00,
07/03/2012 16.00,"15,72751"
07/03/2012 17.00,
07/03/2012 18.00,"16,34683"
07/03/2012 19.00,
07/03/2012 20.00,"18,51004"
07/03/2012 21.00,
07/03/2012 22.00,"28,52598"
07/03/2012 23.00,
08/03/2012 0.00,"33,93603"
08/03/2012 1.00,
08/03/2012 2.00,"34,21448"
08/03/2012 3.00,
08/03/2012 4.00,"24,48107"
08/03/2012 5.00,
08/03/2012 6.00,"21,89187"
08/03/2012 7.00,
08/03/2012 8.00,"26,40686"
08/03/2012 9.00,
08/03/2012 10.00,"39,39492"
08/03/2012 11.00,
08/03/2012 12.00,"41,93732"
08/03/2012 13.00,
08/03/2012 14.00,"22,98907"
08/03/2012 15.00,
08/03/2012 16.00,"13,36894"
08/03/2012 17.00,
08/03/2012 18.00,"11,10771"
08/03/2012 19.00,
08/03/2012 20.00,"14,70356"
08/03/2012 21.00,
08/03/2012 22.00,"20,85537"
08/03/2012 23.00,
09/03/2012 0.00,"20,21773"
09/03/2012 1.00,
09/03/2012 2.00,"16,50351"
09/03/2012 3.00,
09/03/2012 4.00,"20,18145"
09/03/2012 5.00,
09/03/2012 6.00,"19,94471"
09/03/2012 7.00,
09/03/2012 8.00,"22,21408"
09/03/2012 9.00,
09/03/2012 10.00,"21,00528"
09/03/2012 11.00,
09/03/2012 12.00,"14,65981"
09/03/2012 13.00,
09/03/2012 14.00,"14,77615"
09/03/2012 15.00,
09/03/2012 16.00,"17,46438"
09/03/2012 17.00,
09/03/2012 18.00,"14,24976"
09/03/2012 19.00,
09/03/2012 20.00,"18,82648"
09/03/2012 21.00,
09/03/2012 22.00,"30,38732"
09/03/2012 23.00,
10/03/2012 0.00,"24,00081"
10/03/2012 1.00,
10/03/2012 2.00,"16,97835"
10/03/2012 3.00,
10/03/2012 4.00,"17,2083"
10/03/2012 5.00,
10/03/2012 6.00,"15,11463"
10/03/2012 7.00,
10/03/2012 8.00,"18,66774"
10/03/2012 9.00,
10/03/2012 10.00,"24,77479"
10/03/2012 11.00,
10/03/2012 12.00,"28,18511"
10/03/2012 13.00,
10/03/2012 14.00,"47,0353"
10/03/2012 15.00,
10/03/2012 16.00,"57,57292"
10/03/2012 17.00,
10/03/2012 18.00,"70,26963"
10/03/2012 19.00,
10/03/2012 20.00,"72,27613"
10/03/2012 21.00,
10/03/2012 22.00,"56,50352"
10/03/2012 23.00,
11/03/2012 0.00,"51,60594"
11/03/2012 1.00,
11/03/2012 2.00,"51,22507"
11/03/2012 3.00,
11/03/2012 4.00,"48,37471"
11/03/2012 5.00,
11/03/2012 6.00,"37,44607"
11/03/2012 7.00,
11/03/2012 8.00,"22,21069"
11/03/2012 9.00,
11/03/2012 10.00,"23,74235"
11/03/2012 11.00,
11/03/2012 12.00,"36,10229"
11/03/2012 13.00,
11/03/2012 14.00,"38,70166"
11/03/2012 15.00,
11/03/2012 16.00,"33,65417"
11/03/2012 17.00,
11/03/2012 18.00,"31,99057"
11/03/2012 19.00,
11/03/2012 20.00,"32,36162"
11/03/2012 21.00,
11/03/2012 22.00,"29,73714"
11/03/2012 23.00,
12/03/2012 0.00,"26,21557"
12/03/2012 1.00,
12/03/2012 2.00,"29,20533"
12/03/2012 3.00,
12/03/2012 4.00,"29,93861"
12/03/2012 5.00,
12/03/2012 6.00,"35,25946"
12/03/2012 7.00,
12/03/2012 8.00,"43,98928"
12/03/2012 9.00,
12/03/2012 10.00,"42,65634"
12/03/2012 11.00,
12/03/2012 12.00,"40,71495"
12/03/2012 13.00,
12/03/2012 14.00,"49,57875"
12/03/2012 15.00,
12/03/2012 16.00,"46,57508"
12/03/2012 17.00,
12/03/2012 18.00,"36,74737"
12/03/2012 19.00,
12/03/2012 20.00,"33,77832"
12/03/2012 21.00,
12/03/2012 22.00,"26,34919"
12/03/2012 23.00,
13/03/2012 0.00,"22,82933"
13/03/2012 1.00,
13/03/2012 2.00,"21,64903"
13/03/2012 3.00,
13/03/2012 4.00,"27,45488"
13/03/2012 5.00,
13/03/2012 6.00,"27,34296"
13/03/2012 7.00,
13/03/2012 8.00,"18,01248"
13/03/2012 9.00,
13/03/2012 10.00,"16,53541"
13/03/2012 11.00,
13/03/2012 12.00,"19,45292"
13/03/2012 13.00,
13/03/2012 14.00,"27,55798"
13/03/2012 15.00,
13/03/2012 16.00,"37,94871"
13/03/2012 17.00,
13/03/2012 18.00,"33,41616"
13/03/2012 19.00,
13/03/2012 20.00,"28,62739"
13/03/2012 21.00,
13/03/2012 22.00,"29,66761"
13/03/2012 23.00,
14/03/2012 0.00,"28,18985"
14/03/2012 1.00,
14/03/2012 2.00,"20,92083"
14/03/2012 3.00,
14/03/2012 4.00,"23,30043"
14/03/2012 5.00,
14/03/2012 6.00,"23,77492"
14/03/2012 7.00,
14/03/2012 8.00,"20,2442"
14/03/2012 9.00,
14/03/2012 10.00,"38,4534"
14/03/2012 11.00,
14/03/2012 12.00,"55,19908"
14/03/2012 13.00,
14/03/2012 14.00,"50,66136"
14/03/2012 15.00,
14/03/2012 16.00,"54,44918"
14/03/2012 17.00,
14/03/2012 18.00,"46,4696"
14/03/2012 19.00,
14/03/2012 20.00,"30,26387"
14/03/2012 21.00,
14/03/2012 22.00,"26,09651"
14/03/2012 23.00,
15/03/2012 0.00,"34,3722"
15/03/2012 1.00,
15/03/2012 2.00,"33,82104"
15/03/2012 3.00,
15/03/2012 4.00,"35,03493"
15/03/2012 5.00,
15/03/2012 6.00,"30,77771"
15/03/2012 7.00,
15/03/2012 8.00,"29,27113"
15/03/2012 9.00,
15/03/2012 10.00,"26,12603"
15/03/2012 11.00,
15/03/2012 12.00,"24,04558"
15/03/2012 13.00,
15/03/2012 14.00,"24,7195"
15/03/2012 15.00,
15/03/2012 16.00,"24,29723"
15/03/2012 17.00,
15/03/2012 18.00,"16,98175"
15/03/2012 19.00,
15/03/2012 20.00,"18,857"
15/03/2012 21.00,
15/03/2012 22.00,"30,80653"
15/03/2012 23.00,
16/03/2012 0.00,"37,91648"
16/03/2012 1.00,
16/03/2012 2.00,"35,96017"
16/03/2012 3.00,
16/03/2012 4.00,"35,36019"
16/03/2012 5.00,
16/03/2012 6.00,"35,07936"
16/03/2012 7.00,
16/03/2012 8.00,"46,61206"
16/03/2012 9.00,
16/03/2012 10.00,"40,64102"
16/03/2012 11.00,
16/03/2012 12.00,"26,42347"
16/03/2012 13.00,
16/03/2012 14.00,"16,16605"
16/03/2012 15.00,
16/03/2012 16.00,"17,13709"
16/03/2012 17.00,
16/03/2012 18.00,"34,80328"
16/03/2012 19.00,
16/03/2012 20.00,"47,65024"
16/03/2012 21.00,
16/03/2012 22.00,
16/03/2012 23.00,
17/03/2012 0.00,
17/03/2012 1.00,
17/03/2012 2.00,
17/03/2012 3.00,
17/03/2012 4.00,
17/03/2012 5.00,
17/03/2012 6.00,
17/03/2012 7.00,
17/03/2012 8.00,
17/03/2012 9.00,
17/03/2012 10.00,
17/03/2012 11.00,
17/03/2012 12.00,
17/03/2012 13.00,
17/03/2012 14.00,
17/03/2012 15.00,
17/03/2012 16.00,
17/03/2012 17.00,
17/03/2012 18.00,
17/03/2012 19.00,
17/03/2012 20.00,
17/03/2012 21.00,
17/03/2012 22.00,
17/03/2012 23.00,
18/03/2012 0.00,
18/03/2012 1.00,
18/03/2012 2.00,
18/03/2012 3.00,
18/03/2012 4.00,
18/03/2012 5.00,
18/03/2012 6.00,
18/03/2012 7.00,
18/03/2012 8.00,
18/03/2012 9.00,
18/03/2012 10.00,
18/03/2012 11.00,
18/03/2012 12.00,
18/03/2012 13.00,
18/03/2012 14.00,
18/03/2012 15.00,
18/03/2012 16.00,
18/03/2012 17.00,
18/03/2012 18.00,
18/03/2012 19.00,
18/03/2012 20.00,
18/03/2012 21.00,
18/03/2012 22.00,
18/03/2012 23.00,
