, Brindisi,,
,P.za San Giusto Casale,,
Parm,SO2,NO2,PM10



21/03/2008 14.00,"5,916509","8,022147","12,21001"
21/03/2008 15.00,"8,331825","9,657465",
21/03/2008 16.00,"4,575231","6,080531","15,14041"
21/03/2008 17.00,"3,783657","8,007873",
21/03/2008 18.00,"3,507959","11,785967","10,74481"
21/03/2008 19.00,"3,198433","15,108528",
21/03/2008 20.00,"3,032677","16,702314","10,74481"
21/03/2008 21.00,"2,937958","20,829537",
21/03/2008 22.00,"2,68594","17,688694","13,18681"
21/03/2008 23.00,"2,711311","17,107244",
22/03/2008 0.00,"2,581073","13,587421","17,582411"
22/03/2008 1.00,,"12,010501",
22/03/2008 2.00,"0,732837",,"10,74481"
22/03/2008 3.00,"0,887726","6,517914",
22/03/2008 4.00,"0,405266","3,33683","9,27961"
22/03/2008 5.00,"0,411514","4,632105",
22/03/2008 6.00,"0,413187","3,665191","9,76801"
22/03/2008 7.00,"0,49289","9,818403",
22/03/2008 8.00,"0,510348","9,192828","13,18681"
22/03/2008 9.00,"0,966147","7,090275",
22/03/2008 10.00,"1,307159","7,91702","14,65201"
22/03/2008 11.00,"0,614482","5,588638",
22/03/2008 12.00,"0,53779","5,692467","16,60561"
22/03/2008 13.00,"0,435553","5,319977",
22/03/2008 14.00,"0,382119","4,7567","18,55921"
22/03/2008 15.00,"0,514643","3,992254",
22/03/2008 16.00,"0,437784","3,596403","18,55921"
22/03/2008 17.00,"0,609294","3,849489",
22/03/2008 18.00,"0,832564","6,036404","15,62881"
22/03/2008 19.00,"0,538627","8,424488",
22/03/2008 20.00,"0,336607","10,758053","19,53602"
22/03/2008 21.00,"0,172012","12,589349",
22/03/2008 22.00,"0,463553","7,554912","25,88522"
22/03/2008 23.00,"0,4814","4,856637",
23/03/2008 0.00,"0,316416","4,889083","26,37361"
23/03/2008 1.00,"0,766136","4,602255",
23/03/2008 2.00,"0,60974","4,015617","21,97802"
23/03/2008 3.00,"0,741204","3,225213",
23/03/2008 4.00,"0,865695","2,606127","16,60561"
23/03/2008 5.00,"0,564283","3,702829",
23/03/2008 6.00,"0,583358","4,508808","16,11721"
23/03/2008 7.00,"0,602601","3,12917",
23/03/2008 8.00,"0,735068","4,725552","16,11721"
23/03/2008 9.00,"1,369405","3,666489",
23/03/2008 10.00,"1,305877","3,466617","15,62881"
23/03/2008 11.00,"1,495235","4,282977",
23/03/2008 12.00,"0,827209","5,182403","14,16361"
23/03/2008 13.00,"1,283231","6,118168",
23/03/2008 14.00,"1,442639","5,199276","20,02442"
23/03/2008 15.00,"1,283956","2,32968",
23/03/2008 16.00,"1,450391","1,373149","14,65201"
23/03/2008 17.00,"1,511745","2,54383",
23/03/2008 18.00,"1,165322","3,188872","19,0476"
23/03/2008 19.00,"1,132637","5,980595",
23/03/2008 20.00,"0,943223","6,876127","20,51281"
23/03/2008 21.00,"0,606227","7,504297",
23/03/2008 22.00,"0,700655","6,571127","33,211231"
23/03/2008 23.00,"0,742598","6,016936",
24/03/2008 0.00,"0,528252","5,874169","35,164822"
24/03/2008 1.00,,"5,406935",
24/03/2008 2.00,,,"24,42001"
24/03/2008 3.00,,"5,118808",
24/03/2008 4.00,,"4,140212","11,72161"
24/03/2008 5.00,,"2,743703",
24/03/2008 6.00,,"1,499042","6,349206"
24/03/2008 7.00,,"7,745701",
24/03/2008 8.00,,"8,397232","4,884005"
24/03/2008 9.00,,"2,608723",
24/03/2008 10.00,,"3,162914","4,395605"
24/03/2008 11.00,,"5,173317",
24/03/2008 12.00,,"4,211595","7,814408"
24/03/2008 13.00,,"9,698998",
24/03/2008 14.00,,"7,246021","6,837607"
24/03/2008 15.00,,"5,369297",
24/03/2008 16.00,,"4,384212","6,837607"
24/03/2008 17.00,,"3,19017",
24/03/2008 18.00,,"7,826168",
24/03/2008 19.00,,"23,170897",
24/03/2008 20.00,,"33,495468","8,791209"
24/03/2008 21.00,,"32,823168",
24/03/2008 22.00,,"20,501171","10,25641"
24/03/2008 23.00,,"12,172744",
25/03/2008 0.00,,"2,91502","5,860806"
25/03/2008 1.00,,"2,530851",
25/03/2008 2.00,,"1,243362","4,395605"
25/03/2008 3.00,,"2,172638",
25/03/2008 4.00,,"0,594425","2,930403"
25/03/2008 5.00,,"2,432211",
25/03/2008 6.00,,"1,426362","1,953602"
25/03/2008 7.00,,"5,113615",
25/03/2008 8.00,,"4,741127","3,907204"
25/03/2008 9.00,,"4,581489",
25/03/2008 10.00,,"3,059083","4,395605"
25/03/2008 11.00,,"1,767701",
25/03/2008 12.00,,"7,429018","9,76801"
25/03/2008 13.00,,"2,761872",
25/03/2008 14.00,,"1,789766","8,302809"
25/03/2008 15.00,,"3,500361",
25/03/2008 16.00,,"3,50166","17,582411"
25/03/2008 17.00,,"3,345916",
25/03/2008 18.00,,"4,567212","13,18681"
25/03/2008 19.00,,"18,42588",
25/03/2008 20.00,,"15,190291","15,62881"
25/03/2008 21.00,,"16,515417",
25/03/2008 22.00,,"26,720581","16,60561"
25/03/2008 23.00,,"25,771827",
26/03/2008 0.00,,"40,899822","12,21001"
26/03/2008 1.00,,"35,896536",
26/03/2008 2.00,"0,455858",,"18,55921"
26/03/2008 3.00,"0,083583","19,808109",
26/03/2008 4.00,"0,249489","9,583486","18,55921"
26/03/2008 5.00,"0,213369","6,247957",
26/03/2008 6.00,"0,216729","9,70419","12,69841"
26/03/2008 7.00,"0,312352","16,072839",
26/03/2008 8.00,"0,170386","19,239633","16,11721"
26/03/2008 9.00,"1,176606","11,030607",
26/03/2008 10.00,"1,920316","4,616532","13,18681"
26/03/2008 11.00,"1,994238","4,386806",
26/03/2008 12.00,"1,992558","4,192127","6,349206"
26/03/2008 13.00,"2,983798","4,695702",
26/03/2008 14.00,"15,923666","13,33693","7,326007"
26/03/2008 15.00,"6,757225","8,141552",
26/03/2008 16.00,"1,28049","5,308297","12,21001"
26/03/2008 17.00,"0,204968","7,728828",
26/03/2008 18.00,"0,088063","11,697717","8,302809"
26/03/2008 19.00,"0,060763","19,597846",
26/03/2008 20.00,"0,316552","27,914625","11,72161"
26/03/2008 21.00,"0,782771","41,072435",
26/03/2008 22.00,"0,346513","27,369514","16,60561"
26/03/2008 23.00,"0,087504","16,655584",
27/03/2008 0.00,"0,063842","9,458892","24,42001"
27/03/2008 1.00,"0,060622","6,329722",
27/03/2008 2.00,"0,119985","5,833936","13,18681"
27/03/2008 3.00,"0,153726","4,404978",
27/03/2008 4.00,"0,380955","2,656745","19,53602"
27/03/2008 5.00,"0,643045","3,718404",
27/03/2008 6.00,"0,77521","11,496549","14,16361"
27/03/2008 7.00,"0,527821","13,956018",
27/03/2008 8.00,"0,927537","17,754887","12,69841"
27/03/2008 9.00,"1,586542","21,150123",
27/03/2008 10.00,"1,181226","12,723038","15,62881"
27/03/2008 11.00,"1,434356","6,956594",
27/03/2008 12.00,"1,429596","7,268084","7,814408"
27/03/2008 13.00,"1,096803","8,344019",
27/03/2008 14.00,"1,471598","10,758053","8,302809"
27/03/2008 15.00,"1,236249","8,778806",
27/03/2008 16.00,"3,194225","13,165605","14,16361"
27/03/2008 17.00,"1,596062","9,483553",
27/03/2008 18.00,"1,167646","11,62504","18,07081"
27/03/2008 19.00,"1,680066","13,669184",
27/03/2008 20.00,"1,345032","15,343438","23,93162"
27/03/2008 21.00,"1,057321","8,781403",
27/03/2008 22.00,"0,663766","5,935169","21,97802"
27/03/2008 23.00,"0,126845","5,153849",
28/03/2008 0.00,"0,794531","4,589276","13,18681"
28/03/2008 1.00,,"3,774213",
28/03/2008 2.00,"0,255176",,"10,25641"
28/03/2008 3.00,"0,157129","3,300489",
28/03/2008 4.00,"0,138832","4,465979","13,18681"
28/03/2008 5.00,"0,693039","6,755424",
28/03/2008 6.00,"1,587899","10,061104","9,27961"
28/03/2008 7.00,"2,825785","12,362225",
28/03/2008 8.00,"1,592369","9,554935","17,582411"
28/03/2008 9.00,"11,576328","25,244899",
28/03/2008 10.00,"2,993389","7,584764","14,16361"
28/03/2008 11.00,"3,713103","9,870318",
28/03/2008 12.00,"2,559298","5,061703","17,094"
28/03/2008 13.00,"1,63385","3,990958",
28/03/2008 14.00,"1,321271","2,565894","12,69841"
28/03/2008 15.00,"1,162188","3,52502",
28/03/2008 16.00,,"1,248553","7,814408"
28/03/2008 17.00,,"4,166169",
28/03/2008 18.00,,"6,356977","20,51281"
28/03/2008 19.00,,"6,504936",
28/03/2008 20.00,,"5,627574","18,55921"
28/03/2008 21.00,,"3,034424",
28/03/2008 22.00,,"1,627533","16,60561"
28/03/2008 23.00,,"3,234297",
29/03/2008 0.00,,"3,950723","18,07081"
29/03/2008 1.00,,"2,497106",
29/03/2008 2.00,,"0,732","12,21001"
29/03/2008 3.00,,"1,251148",
29/03/2008 4.00,,"1,621043","20,02442"
29/03/2008 5.00,,"1,626234",
29/03/2008 6.00,,"1,692426","21,97802"
29/03/2008 7.00,,"2,205085",
29/03/2008 8.00,,"3,268042","20,51281"
29/03/2008 9.00,,"3,439361",
29/03/2008 10.00,,"2,821573","15,14041"
29/03/2008 11.00,,"1,261532",
29/03/2008 12.00,,"1,291384","18,07081"
29/03/2008 13.00,,"1,125254",
29/03/2008 14.00,,"1,214808","24,42001"
29/03/2008 15.00,,"1,199233",
29/03/2008 16.00,,"1,340702","22,46641"
29/03/2008 17.00,,"1,706701",
29/03/2008 18.00,,"1,670361","28,327221"
29/03/2008 19.00,,"4,53217",
29/03/2008 20.00,,"4,594467","25,39682"
29/03/2008 21.00,,"4,375126",
29/03/2008 22.00,,"4,03119","19,53602"
29/03/2008 23.00,,"2,491915",
30/03/2008 0.00,,"5,658723","17,094"
30/03/2008 1.00,,"7,997488",
30/03/2008 2.00,"0,622491",,"17,094"
30/03/2008 3.00,"0,144096","8,469913",
30/03/2008 4.00,"0,296836","6,972169","14,16361"
30/03/2008 5.00,"0,12104","4,646382",
30/03/2008 6.00,0,"4,35436","17,582411"
30/03/2008 7.00,"0,249285","3,430275",
30/03/2008 8.00,"0,425081","2,629489","18,55921"
30/03/2008 9.00,"0,184442","3,008469",
30/03/2008 10.00,"0,498858","2,955256","16,11721"
30/03/2008 11.00,"0,967456","2,05583",
30/03/2008 12.00,"0,769757","1,465297","20,02442"
30/03/2008 13.00,"0,416435","0,619085",
30/03/2008 14.00,"0,325656","0,617786","22,46641"
30/03/2008 15.00,"0,491365","1,012341",
30/03/2008 16.00,"0,520184","0,447766","18,07081"
30/03/2008 17.00,"0,648429","1,715787",
30/03/2008 18.00,"0,7199","2,066212","17,582411"
30/03/2008 19.00,"0,374648","2,646363",
30/03/2008 20.00,"0,368884","3,431573","18,55921"
30/03/2008 21.00,"0,089339","3,187573",
30/03/2008 22.00,"0,102307","3,526319","23,44322"
30/03/2008 23.00,0,"5,509468",
31/03/2008 0.00,"0,299718","8,373872","20,51281"
31/03/2008 1.00,"0,748431","12,767166",
31/03/2008 2.00,"0,944688","11,076034","12,21001"
31/03/2008 3.00,"1,018753","9,361551",
31/03/2008 4.00,"1,046132","7,656147","15,14041"
31/03/2008 5.00,"1,160543","10,85021",
31/03/2008 6.00,"1,4032","21,889895","19,0476"
31/03/2008 7.00,"1,436053","36,15481",
31/03/2008 8.00,"3,660596","46,606567","31,746031"
31/03/2008 9.00,"5,82894","29,263121",
31/03/2008 10.00,"6,588035","20,101429","31,25762"
31/03/2008 11.00,"7,009946","15,978099",
31/03/2008 12.00,"7,06182","7,090275","27,35042"
31/03/2008 13.00,"10,431918","11,853459",
31/03/2008 14.00,"8,908545","11,168183","25,39682"
31/03/2008 15.00,"10,022112","12,5608",
31/03/2008 16.00,"6,486015","9,447211","32,234421"
31/03/2008 17.00,"4,779352","6,581509",
31/03/2008 18.00,"3,677887","10,410226","23,93162"
31/03/2008 19.00,"2,586797","24,930816",
31/03/2008 20.00,"1,919637","29,074922","25,39682"
31/03/2008 21.00,"1,764878","35,065886",
31/03/2008 22.00,"1,210976","20,708834","28,81562"
31/03/2008 23.00,"1,678998","16,136444",
01/04/2008 0.00,"1,30752","17,770457","24,42001"
01/04/2008 1.00,,"17,225349",
01/04/2008 2.00,"0,066634",,"20,02442"
01/04/2008 3.00,"0,029339","10,948846",
01/04/2008 4.00,"0,219406","7,177233","18,07081"
01/04/2008 5.00,"0,089387","20,995671",
01/04/2008 6.00,"0,191777","23,334429","22,954821"
01/04/2008 7.00,"0,420933","40,440384",
01/04/2008 8.00,"0,474993","31,097015","21,97802"
01/04/2008 9.00,"2,971592","23,716008",
01/04/2008 10.00,"3,476267","10,798293","16,11721"
01/04/2008 11.00,"1,230636","4,948786",
01/04/2008 12.00,"1,059646","4,120742","8,791209"
01/04/2008 13.00,"6,561453","7,759978",
01/04/2008 14.00,"3,426654","7,384891","14,65201"
01/04/2008 15.00,"3,021204","6,36217",
01/04/2008 16.00,"6,216906","13,163012","16,60561"
01/04/2008 17.00,"4,350465","6,677553",
01/04/2008 18.00,"2,574695","6,964381","24,42001"
01/04/2008 19.00,"1,166397","7,130509",
01/04/2008 20.00,"0,29579","11,029316","28,327221"
01/04/2008 21.00,0,"8,809957",
01/04/2008 22.00,0,"13,016354","30,76923"
01/04/2008 23.00,0,"8,75155",
02/04/2008 0.00,"0,029254","6,484169","34,67643"
02/04/2008 1.00,0,"5,534127",
02/04/2008 2.00,0,"4,987721","29,30402"
02/04/2008 3.00,0,"4,916339",
02/04/2008 4.00,0,"4,362147","30,28083"
02/04/2008 5.00,0,"5,453659",
02/04/2008 6.00,"0,013001","16,676356","26,86202"
02/04/2008 7.00,0,"30,322178",
02/04/2008 8.00,"0,122405","17,368122","26,37361"
02/04/2008 9.00,"0,54445","12,697081",
02/04/2008 10.00,"1,81546","7,108447","23,44322"
02/04/2008 11.00,"1,776967","8,010468",
02/04/2008 12.00,"1,815374","11,914457","18,07081"
02/04/2008 13.00,"1,230208","9,288873",
02/04/2008 14.00,"0,967265","4,719062","28,81562"
02/04/2008 15.00,"0,490988","4,375126",
02/04/2008 16.00,"1,020469","3,767722","28,81562"
02/04/2008 17.00,"1,038432","3,290106",
02/04/2008 18.00,"1,169818","4,404978","24,908421"
02/04/2008 19.00,"0,284414","5,375787",
02/04/2008 20.00,"0,009751","9,286274","30,28083"
02/04/2008 21.00,"0,001625","31,103499",
02/04/2008 22.00,"0,081261","21,882113","28,81562"
02/04/2008 23.00,"1,243809","47,831755",
03/04/2008 0.00,"2,152309","38,808951","32,722832"
03/04/2008 1.00,,"30,886752",
03/04/2008 2.00,,,"25,39682"
03/04/2008 3.00,,"10,489394",
03/04/2008 4.00,,"8,916383","33,699631"
03/04/2008 5.00,,"9,336893",
03/04/2008 6.00,,"6,311552","25,88522"
03/04/2008 7.00,,"11,243464",
03/04/2008 8.00,,"16,375248","24,908421"
03/04/2008 9.00,,"8,725593",
03/04/2008 10.00,,"9,330403","21,48962"
03/04/2008 11.00,,"12,889167",
03/04/2008 12.00,,"17,558905","14,16361"
03/04/2008 13.00,,"10,022169",
03/04/2008 14.00,,"6,925446","11,23321"
03/04/2008 15.00,,"8,881339",
03/04/2008 16.00,,"11,919656","14,16361"
03/04/2008 17.00,,"4,11166",
03/04/2008 18.00,,"5,919594","14,16361"
03/04/2008 19.00,,"6,720381",
03/04/2008 20.00,,"9,092892","10,25641"
03/04/2008 21.00,,"7,03836",
03/04/2008 22.00,,"4,630809","8,302809"
03/04/2008 23.00,,"7,1357",
04/04/2008 0.00,,"4,269999","8,302809"
04/04/2008 1.00,,"3,008469",
04/04/2008 2.00,,"2,711254","6,837607"
04/04/2008 3.00,,"1,99483",
04/04/2008 4.00,,"1,979254","4,395605"
04/04/2008 5.00,,"6,742446",
04/04/2008 6.00,,"7,662638","4,395605"
04/04/2008 7.00,,"11,687332",
04/04/2008 8.00,,"8,211636",
04/04/2008 9.00,,,
04/04/2008 10.00,,,
04/04/2008 11.00,0,,
04/04/2008 12.00,0,,
04/04/2008 13.00,0,,
04/04/2008 14.00,0,,
04/04/2008 15.00,0,,
04/04/2008 16.00,"0,003957",,
04/04/2008 17.00,0,,
04/04/2008 18.00,0,,
04/04/2008 19.00,0,,
04/04/2008 20.00,"0,017808",,
04/04/2008 21.00,"0,203621",,
04/04/2008 22.00,0,,
04/04/2008 23.00,0,,
05/04/2008 0.00,"0,001799",,
05/04/2008 1.00,,,
05/04/2008 2.00,"0,288123",,"12,21001"
05/04/2008 3.00,"0,117067",,
05/04/2008 4.00,"0,26974",,"15,14041"
05/04/2008 5.00,"0,000923",,
05/04/2008 6.00,"0,005542",,"8,791209"
05/04/2008 7.00,"0,004618",,
05/04/2008 8.00,"0,671593",,"11,23321"
05/04/2008 9.00,"0,371334",,
05/04/2008 10.00,"0,082713",,"17,582411"
05/04/2008 11.00,"0,115845",,
05/04/2008 12.00,"0,542698",,"18,07081"
05/04/2008 13.00,"0,075383",,
05/04/2008 14.00,"0,016626",,"23,44322"
05/04/2008 15.00,"0,334843",,
05/04/2008 16.00,"0,438412",,"25,39682"
05/04/2008 17.00,"0,828378",,
05/04/2008 18.00,"1,123444",,"16,11721"
05/04/2008 19.00,"0,245039",,
05/04/2008 20.00,"0,058132",,"17,094"
05/04/2008 21.00,"0,000923",,
05/04/2008 22.00,"0,000923",,"15,62881"
05/04/2008 23.00,"0,016566",,
06/04/2008 0.00,"0,001847",,"17,582411"
06/04/2008 1.00,"0,021065",,
06/04/2008 2.00,"0,015642",,"11,72161"
06/04/2008 3.00,"0,00739",,
06/04/2008 4.00,"0,002771",,"11,72161"
06/04/2008 5.00,0,,
06/04/2008 6.00,"0,001847",,"11,23321"
06/04/2008 7.00,0,,
06/04/2008 8.00,"0,040581",,"15,14041"
06/04/2008 9.00,"0,022972",,
06/04/2008 10.00,"0,107889",,"12,69841"
06/04/2008 11.00,"0,005542",,
06/04/2008 12.00,"0,001847",,"11,72161"
06/04/2008 13.00,"0,001847",,
06/04/2008 14.00,"0,000923",,"13,18681"
06/04/2008 15.00,"0,001847",,
06/04/2008 16.00,"1,875962",,"15,14041"
06/04/2008 17.00,"8,464941",,
06/04/2008 18.00,"1,916843",,"11,23321"
06/04/2008 19.00,"0,165038",,
06/04/2008 20.00,"0,002771",,"15,62881"
06/04/2008 21.00,"0,000923",,
06/04/2008 22.00,0,,"24,42001"
06/04/2008 23.00,"0,001847",,
07/04/2008 0.00,0,,"21,97802"
07/04/2008 1.00,,,
07/04/2008 2.00,"0,014443",,"15,62881"
07/04/2008 3.00,"2,753045",,
07/04/2008 4.00,"4,65589",,"17,094"
07/04/2008 5.00,"0,577636",,
07/04/2008 6.00,"0,097962",,"20,51281"
07/04/2008 7.00,"0,305399",,
07/04/2008 8.00,"0,598089",,"13,67521"
07/04/2008 9.00,"0,462778",,
07/04/2008 10.00,"0,172061",,"14,65201"
07/04/2008 11.00,"0,007476",,
07/04/2008 12.00,"0,006459",,"18,55921"
07/04/2008 13.00,"0,012349",,
07/04/2008 14.00,"0,010466",,"15,62881"
07/04/2008 15.00,"0,015579",,
07/04/2008 16.00,"0,014114",,"12,21001"
07/04/2008 17.00,"0,013815",,
07/04/2008 18.00,"0,073172",,"14,65201"
07/04/2008 19.00,"0,168862",,
07/04/2008 20.00,"0,011243",,"27,35042"
07/04/2008 21.00,"0,002332",,
07/04/2008 22.00,"0,004156",,"37,606831"
07/04/2008 23.00,"0,001076",,
08/04/2008 0.00,"0,000419",,"24,42001"
08/04/2008 1.00,"0,000419",,
08/04/2008 2.00,"0,00317",,"21,48962"
08/04/2008 3.00,"0,001824",,
08/04/2008 4.00,"0,002153",,"20,51281"
08/04/2008 5.00,"0,004725",,
08/04/2008 6.00,"0,001764",,"32,234421"
08/04/2008 7.00,"0,011423",,
08/04/2008 8.00,"0,008672",,"26,86202"
08/04/2008 9.00,"0,007117",,
08/04/2008 10.00,"0,009509",,"23,93162"
08/04/2008 11.00,"0,013725",,
08/04/2008 12.00,"0,007835",,"33,211231"
08/04/2008 13.00,"0,008163","16,231183",
08/04/2008 14.00,"0,00933","12,793123","36,630032"
08/04/2008 15.00,"0,0122","12,484226",
08/04/2008 16.00,"0,004186","15,230519","36,141621"
08/04/2008 17.00,"0,020394","16,951502",
08/04/2008 18.00,"0,02443","12,059825","37,606831"
08/04/2008 19.00,"0,01534","10,616592",
08/04/2008 20.00,"0,016057","27,10086","29,30402"
08/04/2008 21.00,"0,010256","30,017175",
08/04/2008 22.00,"0,021889","25,923679","38,58363"
08/04/2008 23.00,"0,014024","15,984589",
09/04/2008 0.00,"0,015639","5,327765","46,88644"
09/04/2008 1.00,,"9,538061",
09/04/2008 2.00,0,,"46,88644"
09/04/2008 3.00,"0,052466","12,498507",
09/04/2008 4.00,"0,000981","11,208421","39,56044"
09/04/2008 5.00,"0,003926","12,364827",
09/04/2008 6.00,"0,000981","11,867739","38,58363"
09/04/2008 7.00,"0,003926","17,074807",
09/04/2008 8.00,"0,138571","28,993147","26,86202"
09/04/2008 9.00,"5,387047","22,300018",
09/04/2008 10.00,"9,870394","18,891821","32,234421"
09/04/2008 11.00,"2,246937","11,378443",
09/04/2008 12.00,"0,508688","9,513402","22,46641"
09/04/2008 13.00,"0,003926","3,541892",
09/04/2008 14.00,"0,002944","3,987063","23,93162"
09/04/2008 15.00,"0,429186","10,78401",
09/04/2008 16.00,"0,849896","10,857991","22,46641"
09/04/2008 17.00,"2,573423","14,176655",
09/04/2008 18.00,"5,294785","21,385031","20,51281"
09/04/2008 19.00,"1,660086","19,692606",
09/04/2008 20.00,"0,285708","22,412941","22,954821"
09/04/2008 21.00,"0,196123","35,888736",
09/04/2008 22.00,"0,245199","35,023079","24,42001"
09/04/2008 23.00,"0,148921","23,344812",
10/04/2008 0.00,"0,136786","14,894371","22,954821"
10/04/2008 1.00,"0,155435","9,619828",
10/04/2008 2.00,"0,021593","5,866381","16,11721"
10/04/2008 3.00,"0,088425","5,540616",
10/04/2008 4.00,0,"7,59385","18,07081"
10/04/2008 5.00,"0,014544","9,335594",
10/04/2008 6.00,"0,032211","17,957356","16,60561"
10/04/2008 7.00,"0,148564","18,939845",
10/04/2008 8.00,"0,344955","25,98079","24,42001"
10/04/2008 9.00,"0,971424","20,296109",
10/04/2008 10.00,"1,364206","15,461543","26,37361"
10/04/2008 11.00,"0,82857","15,020268",
10/04/2008 12.00,"0,33157","11,508227","21,001221"
10/04/2008 13.00,"0,001963","10,508864",
10/04/2008 14.00,"0,520021","7,576979","27,35042"
10/04/2008 15.00,"0,672868","9,735339",
10/04/2008 16.00,"0,264115","9,351169","30,76923"
10/04/2008 17.00,"0,308729","11,626333",
10/04/2008 18.00,"0,070936","13,907996","38,09523"
10/04/2008 19.00,"0,058355","15,331761",
10/04/2008 20.00,"0,145798","15,327864","42,002441"
10/04/2008 21.00,"0,015705","8,632146",
10/04/2008 22.00,"0,001963","4,908553","38,09523"
10/04/2008 23.00,"0,001963","4,328403",
11/04/2008 0.00,0,"4,038978","33,211231"
11/04/2008 1.00,,"5,62368",
11/04/2008 2.00,"0,070818",,"28,81562"
11/04/2008 3.00,"0,016739","9,60685",
11/04/2008 4.00,"0,010044","5,035745","30,76923"
11/04/2008 5.00,"0,00564","4,697",
11/04/2008 6.00,"0,40126","25,007391","36,141621"
11/04/2008 7.00,"0,003921","14,485544",
11/04/2008 8.00,"0,00374","24,410369","43,46764"
11/04/2008 9.00,"0,006454","26,08073",
11/04/2008 10.00,"0,009139","17,191611","50,793652"
11/04/2008 11.00,"0,0057","13,172095",
11/04/2008 12.00,"0,009772","11,840478","71,306473"
11/04/2008 13.00,"0,016829","12,311609",
11/04/2008 14.00,"0,051213","10,251891","85,958481"
11/04/2008 15.00,"0,016286","8,948827",
11/04/2008 16.00,"0,014628","9,347274","76,678871"
11/04/2008 17.00,"0,018247","10,828147",
11/04/2008 18.00,"0,017674","14,048165","80,097672"
11/04/2008 19.00,"0,010676","14,325908",
11/04/2008 20.00,"0,009229","12,982615","74,725273"
11/04/2008 21.00,"0,004585","11,684739",
11/04/2008 22.00,"0,006334","9,745722","73,260071"
11/04/2008 23.00,"0,001961","8,08704",
12/04/2008 0.00,"0,00199","10,599719","66,42247"
12/04/2008 1.00,"0,002262","11,207119",
12/04/2008 2.00,"0,005881","7,45887","54,700851"
12/04/2008 3.00,"0,004313","7,981915",
12/04/2008 4.00,"0,003197","5,887149","59,58485"
12/04/2008 5.00,"0,002955","5,739189",
12/04/2008 6.00,"0,000724","8,42838","75,213661"
12/04/2008 7.00,"0,003951","15,109821",
12/04/2008 8.00,"0,002895","12,020887","76,19046"
12/04/2008 9.00,"0,389256","14,764588",
12/04/2008 10.00,"1,735457","12,822967","85,47007"
12/04/2008 11.00,"1,292092","7,560105",
12/04/2008 12.00,"1,073094","6,253148","98,16848"
12/04/2008 13.00,"0,307821","5,27585",
12/04/2008 14.00,"0,541026","6,796957","110,866798"
12/04/2008 15.00,"0,19689","4,325808",
12/04/2008 16.00,"1,919921","8,724297","114,774101"
12/04/2008 17.00,"0,402527","6,464699",
12/04/2008 18.00,"0,025637","10,2441","115,262398"
12/04/2008 19.00,"0,042165","18,311671",
12/04/2008 20.00,"0,011913","26,786775","117,704399"
12/04/2008 21.00,"0,001659","10,624376",
12/04/2008 22.00,"0,011431","14,158478","122,099998"
12/04/2008 23.00,"0,011582","38,3625",
13/04/2008 0.00,"0,000634","16,101401","97,680092"
13/04/2008 1.00,,"7,138295",
13/04/2008 2.00,"0,025229",,"73,748459"
13/04/2008 3.00,"0,046133","9,859935",
13/04/2008 4.00,"0,000721","5,776829","42,97924"
13/04/2008 5.00,0,"5,636658",
13/04/2008 6.00,0,"7,723636","32,234421"
13/04/2008 7.00,0,"10,473821",
13/04/2008 8.00,0,"10,20386","21,97802"
13/04/2008 9.00,0,"7,832659",
13/04/2008 10.00,0,"3,461425","21,001221"
13/04/2008 11.00,"0,007208","3,360191",
13/04/2008 12.00,"0,129029","4,469872","12,69841"
13/04/2008 13.00,0,"1,871532",
13/04/2008 14.00,0,"1,737851","17,582411"
13/04/2008 15.00,"0,187417","3,647021",
13/04/2008 16.00,"0,000721","2,463362","14,16361"
13/04/2008 17.00,"0,00865","3,177191",
13/04/2008 18.00,"0,697045","10,857991","15,14041"
13/04/2008 19.00,"0,137318","10,501082",
13/04/2008 20.00,"0,456287","15,512167","21,001221"
13/04/2008 21.00,"0,010092","14,571201",
13/04/2008 22.00,"0,007208","26,113178","19,0476"
13/04/2008 23.00,"0,000721","14,942393",
14/04/2008 0.00,0,"7,987104","19,53602"
14/04/2008 1.00,0,"7,075998",
14/04/2008 2.00,0,"5,039636","9,76801"
14/04/2008 3.00,0,"6,787871",
14/04/2008 4.00,0,"8,377765","14,65201"
14/04/2008 5.00,0,"7,817083",
14/04/2008 6.00,0,"11,208421","13,67521"
14/04/2008 7.00,0,"16,017037",
14/04/2008 8.00,0,"11,704208","14,65201"
14/04/2008 9.00,0,"5,070786",
14/04/2008 10.00,0,"8,028637","14,16361"
14/04/2008 11.00,"0,025229","6,224596",
14/04/2008 12.00,"0,036763","2,439999","15,14041"
14/04/2008 13.00,0,"1,541871",
14/04/2008 14.00,"0,003604","1,950701","22,46641"
14/04/2008 15.00,"0,059108","2,279064",
14/04/2008 16.00,"0,052621","1,987042","16,11721"
14/04/2008 17.00,"0,512512","5,997468",
14/04/2008 18.00,"0,092266","1,586","17,582411"
14/04/2008 19.00,"0,038205","3,483488",
14/04/2008 20.00,0,"12,368715","19,53602"
14/04/2008 21.00,0,"26,540166",
14/04/2008 22.00,"0,000721","36,49226","21,48962"
14/04/2008 23.00,0,"40,557189",
15/04/2008 0.00,0,"25,605713","18,55921"
15/04/2008 1.00,,"10,423206",
15/04/2008 2.00,0,,"11,72161"
15/04/2008 3.00,0,"9,504319",
15/04/2008 4.00,0,"5,484807","12,21001"
15/04/2008 5.00,0,"8,031232",
