, Brindisi,,
,P.za San Giusto Casale,,
Parm,SO2,NO2,PM10



29/07/2008 7.00,"1,80968","4,55034",
29/07/2008 8.00,"1,845802","3,218724","10,25641"
29/07/2008 9.00,"1,600176","5,19668",
29/07/2008 10.00,"2,067948","9,169466","21,001221"
29/07/2008 11.00,"1,316623","6,416679",
29/07/2008 12.00,"1,242575","5,143467","21,97802"
29/07/2008 13.00,"2,300931","2,813787",
29/07/2008 14.00,"2,768703","2,402361","20,51281"
29/07/2008 15.00,"2,48515","1,549659",
29/07/2008 16.00,"2,208821","0,711235","18,07081"
29/07/2008 17.00,"2,969176","1,235574",
29/07/2008 18.00,"2,490568","2,071403","18,07081"
29/07/2008 19.00,"1,582116","1,770298",
29/07/2008 20.00,"0,238401","2,807298","29,79241"
29/07/2008 21.00,"0,754936","4,337488",
29/07/2008 22.00,"1,099896","5,136978","27,35042"
29/07/2008 23.00,"0,931931","5,445871",
30/07/2008 0.00,"0,957217","7,099361","23,44322"
30/07/2008 1.00,,"2,302427",
30/07/2008 2.00,"1,136017",,"17,094"
30/07/2008 3.00,"1,192005","4,120742",
30/07/2008 4.00,"0,697142","3,330339","15,14041"
30/07/2008 5.00,"0,670051","2,84883",
30/07/2008 6.00,"1,303981","4,462084","18,55921"
30/07/2008 7.00,"1,517097","6,546466",
30/07/2008 8.00,"1,33649","6,234978","13,67521"
30/07/2008 9.00,"1,452079","4,774872",
30/07/2008 10.00,"1,338297","3,979275","22,954821"
30/07/2008 11.00,"1,983064","3,946829",
30/07/2008 12.00,"2,250362","2,956552","14,65201"
30/07/2008 13.00,"1,620043","2,643764",
30/07/2008 14.00,"1,255218","2,186915","37,118431"
30/07/2008 15.00,"1,795232","2,856616",
30/07/2008 16.00,"1,623656","2,136299","27,83882"
30/07/2008 17.00,"2,234107","4,172659",
30/07/2008 18.00,"1,934299","1,504233","23,93162"
30/07/2008 19.00,"1,051131","1,487362",
30/07/2008 20.00,"1,275084","2,628191","31,25762"
30/07/2008 21.00,"1,126986","2,382893",
30/07/2008 22.00,"1,031265","2,110339","29,30402"
30/07/2008 23.00,"0,819955","1,418574",
31/07/2008 0.00,"1,038489","2,769658","30,76923"
31/07/2008 1.00,"0,680888","2,635979",
31/07/2008 2.00,"0,906646","4,774872","22,46641"
31/07/2008 3.00,"0,733264","2,404957",
31/07/2008 4.00,"1,33649","2,584064","16,60561"
31/07/2008 5.00,"1,213678","2,717745",
31/07/2008 6.00,"1,146854","4,432234","22,954821"
31/07/2008 7.00,"1,466527","4,879999",
31/07/2008 8.00,"1,352745","5,674296","17,582411"
31/07/2008 9.00,"1,390672","4,050658",
31/07/2008 10.00,"1,141435","5,695062","19,0476"
31/07/2008 11.00,"0,92832","5,695062",
31/07/2008 12.00,"1,432213","6,69183","21,48962"
31/07/2008 13.00,"2,028215","3,20185",
31/07/2008 14.00,"1,545994","4,372532","21,97802"
31/07/2008 15.00,"2,178119","4,837171",
31/07/2008 16.00,"2,575454","4,460786","23,93162"
31/07/2008 17.00,"3,23828","4,028595",
31/07/2008 18.00,"2,472508","8,220722","21,48962"
31/07/2008 19.00,"1,847608","2,874788",
31/07/2008 20.00,"1,506261","4,327106","25,39682"
31/07/2008 21.00,"1,544188","4,737234",
31/07/2008 22.00,"1,405122","3,342021","30,76923"
31/07/2008 23.00,"0,769385","2,549021",
01/08/2008 0.00,"0,879555","3,175893","27,83882"
01/08/2008 1.00,,"3,265446",
01/08/2008 2.00,"1,621849",,"23,93162"
01/08/2008 3.00,"1,482782","5,130489",
01/08/2008 4.00,"1,574892","3,979275","20,02442"
01/08/2008 5.00,"1,695898","2,638573",
01/08/2008 6.00,"2,006542","4,689212","23,44322"
01/08/2008 7.00,"1,524321","3,172",
01/08/2008 8.00,"2,221464","3,070765","15,62881"
01/08/2008 9.00,"1,573085","5,12919",
01/08/2008 10.00,"1,219096","4,595765","20,02442"
01/08/2008 11.00,"1,26786","2,728127",
01/08/2008 12.00,"1,797038","2,796914","23,93162"
01/08/2008 13.00,"1,475558","1,846873",
01/08/2008 14.00,"1,930687","1,596382","25,39682"
01/08/2008 15.00,"1,948748","1,50683",
01/08/2008 16.00,"2,313573","2,282958","26,86202"
01/08/2008 17.00,"2,131161","5,570467",
01/08/2008 18.00,"2,421938","2,504892","24,42001"
01/08/2008 19.00,"1,894566","2,608723",
01/08/2008 20.00,"1,352745","4,386806","38,58363"
01/08/2008 21.00,"1,195618","2,868296",
01/08/2008 22.00,"1,154077","5,118808","37,118431"
01/08/2008 23.00,"1,172138","5,576956",
02/08/2008 0.00,"1,159496","10,299913","31,746031"
02/08/2008 1.00,"0,704367","11,704208",
02/08/2008 2.00,"1,21729","9,373232","19,0476"
02/08/2008 3.00,"1,240769","10,046828",
02/08/2008 4.00,"0,745906","9,859935","24,42001"
02/08/2008 5.00,"0,476802","9,120148",
02/08/2008 6.00,"1,244381","11,01893","21,97802"
02/08/2008 7.00,"1,477364","14,360949",
02/08/2008 8.00,"0,933737","5,621085","23,93162"
02/08/2008 9.00,"2,400264","7,937787",
02/08/2008 10.00,"2,382205","5,649636","14,16361"
02/08/2008 11.00,"2,458059","4,595765",
02/08/2008 12.00,"2,228688","2,786532","17,094"
02/08/2008 13.00,"2,750642","1,87802",
02/08/2008 14.00,"2,450835","2,754085","20,51281"
02/08/2008 15.00,"2,561005","1,740446",
02/08/2008 16.00,"3,106438","3,896212","18,07081"
02/08/2008 17.00,"2,131161","2,285553",
02/08/2008 18.00,"1,95236","0,813766","30,76923"
02/08/2008 19.00,"2,042664","3,715807",
02/08/2008 20.00,"1,406927","2,350446","32,234421"
02/08/2008 21.00,"1,345521","3,020149",
02/08/2008 22.00,"0,384692","7,635383","28,81562"
02/08/2008 23.00,"0,695336","6,083127",
03/08/2008 0.00,"1,161302","7,929999","29,30402"
03/08/2008 1.00,,"14,506315",
03/08/2008 2.00,"1,565862",,
03/08/2008 3.00,"1,674225","11,143526",
03/08/2008 4.00,"1,795232","8,225913",
03/08/2008 5.00,"1,629073","6,238871",
03/08/2008 6.00,"1,396091","9,095487",
03/08/2008 7.00,"2,057112","12,512776",
03/08/2008 8.00,"1,654359","7,762575",
03/08/2008 9.00,"2,492374","4,645083",
03/08/2008 10.00,"2,299125","3,661296",
03/08/2008 11.00,"2,508629","2,912425",
03/08/2008 12.00,"3,832477","27,047649",
03/08/2008 13.00,"0,883168","44,628621",
03/08/2008 14.00,"11,681648","37,23465",
03/08/2008 15.00,"9,115227","27,586259",
03/08/2008 16.00,"7,112298","21,911959",
03/08/2008 17.00,"2,721745","20,100129",
03/08/2008 18.00,"4,01489","20,009289",
03/08/2008 19.00,0,"16,760722",
03/08/2008 20.00,0,"14,833382",
03/08/2008 21.00,0,"18,328545",
03/08/2008 22.00,0,"11,277203",
03/08/2008 23.00,0,"12,52186",
04/08/2008 0.00,0,"12,845042",
04/08/2008 1.00,0,"13,333033",
04/08/2008 2.00,0,"11,600373",
04/08/2008 3.00,0,"8,756744",
04/08/2008 4.00,0,"8,377765",
04/08/2008 5.00,0,"9,278488",
04/08/2008 6.00,0,"12,206483",
04/08/2008 7.00,"0,005419","11,560143",
04/08/2008 8.00,0,"9,85085",
04/08/2008 9.00,"5,698146","13,377158",
04/08/2008 10.00,"10,437267","13,570548",
04/08/2008 11.00,"7,473511","16,507635",
04/08/2008 12.00,,"10,471226","23,93162"
04/08/2008 13.00,"10,030903","6,323233",
04/08/2008 14.00,"5,566303","4,071426","52,74725"
04/08/2008 15.00,"1,396091","1,480873",
04/08/2008 16.00,"0,959022","2,032467","48,35165"
04/08/2008 17.00,"1,647134","2,983808",
04/08/2008 18.00,"1,959584","3,68985","40,04884"
04/08/2008 19.00,"2,185343","6,510126",
04/08/2008 20.00,"2,472508","12,105252","30,76923"
04/08/2008 21.00,"2,530302","15,673097",
04/08/2008 22.00,"2,382205","17,814584","34,67643"
04/08/2008 23.00,"2,510435","25,521336",
05/08/2008 0.00,"2,709103","12,170138","31,746031"
05/08/2008 1.00,,"22,107939",
05/08/2008 2.00,"2,741612",,"23,44322"
05/08/2008 3.00,"2,465283","14,652973",
05/08/2008 4.00,"2,70549","9,325212","32,722832"
05/08/2008 5.00,"2,445417","9,881997",
05/08/2008 6.00,"2,03002","11,930032","31,25762"
05/08/2008 7.00,"2,53572","21,735462",
05/08/2008 8.00,"4,022114","13,678266","24,908421"
05/08/2008 9.00,"6,192773","7,551021",
05/08/2008 10.00,,"6,316743","21,97802"
05/08/2008 11.00,"4,480855","4,973447",
05/08/2008 12.00,"3,494742","3,05519","27,35042"
05/08/2008 13.00,"2,692848","2,096062",
05/08/2008 14.00,"3,133529","3,644425","33,699631"
05/08/2008 15.00,"3,610331","2,687572",
05/08/2008 16.00,,,
05/08/2008 17.00,,"5,265568",
05/08/2008 18.00,"1,235351","8,562062",
05/08/2008 19.00,"0,158934","8,88653",
05/08/2008 20.00,"0,084885","13,235699",
05/08/2008 21.00,"0,016255","17,255202",
05/08/2008 22.00,"0,111976","17,75099",
05/08/2008 23.00,"0,126424","40,234024",
06/08/2008 0.00,"0,184219","61,401029",
06/08/2008 1.00,,"33,02563",
06/08/2008 2.00,,"23,095621",
06/08/2008 3.00,,"21,565428",
06/08/2008 4.00,,"20,054718",
06/08/2008 5.00,,"16,362271",
06/08/2008 6.00,,"23,795165","20,02442"
06/08/2008 7.00,,"27,412343",
06/08/2008 8.00,,"13,889821","35,653221"
06/08/2008 9.00,,"10,996868",
06/08/2008 10.00,,"6,488064","22,46641"
06/08/2008 11.00,,"5,565275",
06/08/2008 12.00,,"4,430936","23,44322"
06/08/2008 13.00,,"3,861169",
06/08/2008 14.00,,"3,935148","29,30402"
06/08/2008 15.00,,"3,832616",
06/08/2008 16.00,,"5,674296","30,28083"
06/08/2008 17.00,,"4,106467",
06/08/2008 18.00,,"6,167488","35,164822"
06/08/2008 19.00,,"4,645083",
06/08/2008 20.00,,"4,777467","30,76923"
06/08/2008 21.00,,"4,377723",
06/08/2008 22.00,,"6,343999","28,327221"
06/08/2008 23.00,,"6,085722",
07/08/2008 0.00,,"4,486743","22,46641"
07/08/2008 1.00,,"4,105169",
07/08/2008 2.00,,,"14,65201"
07/08/2008 3.00,,"3,537999",
07/08/2008 4.00,,"3,597701","17,094"
07/08/2008 5.00,,"2,928",
07/08/2008 6.00,,"8,922871","19,53602"
07/08/2008 7.00,,"5,136978",
07/08/2008 8.00,,"5,966318","21,001221"
07/08/2008 9.00,,"6,148021",
07/08/2008 10.00,,"4,128532","13,67521"
07/08/2008 11.00,,"4,468573",
07/08/2008 12.00,,"3,579532","15,14041"
07/08/2008 13.00,,"30,737483",
07/08/2008 14.00,,"3,862467","25,39682"
07/08/2008 15.00,,"2,471149",
07/08/2008 16.00,,"4,173957","20,51281"
07/08/2008 17.00,,"2,580169",
07/08/2008 18.00,,"2,956552","24,908421"
07/08/2008 19.00,,"2,648957",
07/08/2008 20.00,,"4,667148","27,35042"
07/08/2008 21.00,,"7,584764",
07/08/2008 22.00,,"12,101358","18,55921"
07/08/2008 23.00,,"17,730228",
08/08/2008 0.00,,"19,844455","27,83882"
08/08/2008 1.00,0,"20,297409",
08/08/2008 2.00,0,"19,347375","15,62881"
08/08/2008 3.00,0,"9,413466",
08/08/2008 4.00,0,"7,627593","20,02442"
08/08/2008 5.00,0,"10,563373",
08/08/2008 6.00,0,"23,14235","20,02442"
08/08/2008 7.00,0,"32,657054",
08/08/2008 8.00,0,"18,66729","26,37361"
08/08/2008 9.00,"0,26188","11,504332",
08/08/2008 10.00,"0,614064","10,066296","17,094"
08/08/2008 11.00,"0,585166","17,590062",
08/08/2008 12.00,"0,6249","9,091595","18,55921"
08/08/2008 13.00,"0,001806","5,123999",
08/08/2008 14.00,0,"8,180488","21,48962"
08/08/2008 15.00,"3,776489","23,600485",
08/08/2008 16.00,"4,991973","25,717318","20,51281"
08/08/2008 17.00,"1,934299","26,849069",
08/08/2008 18.00,"1,865668","20,616674","15,14041"
08/08/2008 19.00,"1,110732","26,340304",
08/08/2008 20.00,"0,014449","17,012503","27,35042"
08/08/2008 21.00,0,"13,740569",
08/08/2008 22.00,0,"12,18442","31,746031"
08/08/2008 23.00,0,"8,838509",
09/08/2008 0.00,0,"5,929978","35,653221"
09/08/2008 1.00,,"5,979296",
09/08/2008 2.00,"0,186025",,"25,88522"
09/08/2008 3.00,0,"7,136999",
09/08/2008 4.00,0,"7,795019","23,44322"
09/08/2008 5.00,"0,43165","7,015",
09/08/2008 6.00,0,"12,181825","16,60561"
09/08/2008 7.00,0,"26,525883",
09/08/2008 8.00,"0,001806","12,453077","30,76923"
09/08/2008 9.00,0,"5,936467",
09/08/2008 10.00,0,"4,934511","38,09523"
09/08/2008 11.00,0,"3,644425",
09/08/2008 12.00,0,"3,343319","40,537231"
09/08/2008 13.00,0,"3,813147",
09/08/2008 14.00,0,"3,462724","40,04884"
09/08/2008 15.00,"0,010836","12,271378",
09/08/2008 16.00,"0,014449","5,891042","35,164822"
09/08/2008 17.00,0,"3,688552",
09/08/2008 18.00,0,"3,309574","32,722832"
09/08/2008 19.00,0,"6,084424",
09/08/2008 20.00,0,"4,427043","25,39682"
09/08/2008 21.00,0,"3,615871",
09/08/2008 22.00,0,"3,663893","21,48962"
09/08/2008 23.00,0,"2,334871",
10/08/2008 0.00,0,"2,112936","26,37361"
10/08/2008 1.00,0,"2,637277",
10/08/2008 2.00,0,"1,736553","12,69841"
10/08/2008 3.00,0,"3,89751",
10/08/2008 4.00,0,"3,120084","10,25641"
10/08/2008 5.00,0,"1,950701",
10/08/2008 6.00,0,"2,939681","9,27961"
10/08/2008 7.00,0,"7,069509",
10/08/2008 8.00,0,"6,238871","13,67521"
10/08/2008 9.00,0,"4,136319",
10/08/2008 10.00,0,"3,604191","15,62881"
10/08/2008 11.00,0,"2,450383",
10/08/2008 12.00,0,"3,270638","10,25641"
10/08/2008 13.00,0,"2,603532",
10/08/2008 14.00,0,"2,64117","14,16361"
10/08/2008 15.00,0,"3,12917",
10/08/2008 16.00,0,"5,100638","16,60561"
10/08/2008 17.00,"0,310644","2,349148",
10/08/2008 18.00,"0,117394","4,414062","16,11721"
10/08/2008 19.00,"0,079467","6,655488",
10/08/2008 20.00,0,"6,17268","12,21001"
10/08/2008 21.00,0,"3,959807",
10/08/2008 22.00,0,"4,671042","12,69841"
10/08/2008 23.00,0,"3,975382",
11/08/2008 0.00,0,"2,398468","12,21001"
11/08/2008 1.00,,"3,293999",
11/08/2008 2.00,"0,007225",,"9,27961"
11/08/2008 3.00,0,"3,636637",
11/08/2008 4.00,0,"11,347287","10,25641"
11/08/2008 5.00,0,"8,973488",
11/08/2008 6.00,0,"9,156488","14,16361"
11/08/2008 7.00,0,"4,809915",
11/08/2008 8.00,0,"7,892359","18,55921"
11/08/2008 9.00,0,"8,665893",
11/08/2008 10.00,"0,144485","9,512104","34,18803"
11/08/2008 11.00,"0,074049","7,000721",
11/08/2008 12.00,"0,016255","3,68985","11,72161"
11/08/2008 13.00,"0,001806","3,840403",
11/08/2008 14.00,0,"3,750851","16,60561"
11/08/2008 15.00,0,"3,414702",
11/08/2008 16.00,"0,003612","4,085701","14,65201"
11/08/2008 17.00,0,"4,301149",
11/08/2008 18.00,"0,001806","3,797574","12,21001"
11/08/2008 19.00,0,"3,284913",
11/08/2008 20.00,0,"10,186996","8,791209"
11/08/2008 21.00,0,"37,147672",
11/08/2008 22.00,0,"75,266187","22,46641"
11/08/2008 23.00,0,"92,899089",
12/08/2008 0.00,0,"69,142834","27,83882"
12/08/2008 1.00,0,"46,300282",
12/08/2008 2.00,0,"36,345588","21,97802"
12/08/2008 3.00,0,"16,590697",
12/08/2008 4.00,0,"24,784165","21,48962"
12/08/2008 5.00,0,"18,976186",
12/08/2008 6.00,0,"21,417477","21,48962"
12/08/2008 7.00,0,"24,453197",
12/08/2008 8.00,"0,00903","23,04501","16,60561"
12/08/2008 9.00,0,"11,2824",
12/08/2008 10.00,"0,559881","11,432955","15,62881"
12/08/2008 11.00,"0,917482","19,021606",
12/08/2008 12.00,"2,656726","21,243562","22,46641"
12/08/2008 13.00,"6,944333","29,324113",
12/08/2008 14.00,"6,50004","24,47008","21,48962"
12/08/2008 15.00,"4,146733","28,81405",
12/08/2008 16.00,"4,867355","21,686133","18,07081"
12/08/2008 17.00,"1,540576","10,207757",
12/08/2008 18.00,"0,140874","11,060461","18,55921"
12/08/2008 19.00,0,"26,07425",
12/08/2008 20.00,0,"26,692035","21,48962"
12/08/2008 21.00,0,"16,136444",
12/08/2008 22.00,0,"15,805483","25,88522"
12/08/2008 23.00,"0,001806","17,137097",
13/08/2008 0.00,0,"15,440781","22,954821"
13/08/2008 1.00,,"13,578339",
13/08/2008 2.00,"0,003612",,"15,14041"
13/08/2008 3.00,0,"11,545862",
13/08/2008 4.00,0,"10,676292","14,65201"
13/08/2008 5.00,0,"16,065058",
13/08/2008 6.00,"3,989604","26,428561","14,65201"
13/08/2008 7.00,"14,632758","52,261402",
13/08/2008 8.00,"9,071881","55,175119","19,53602"
13/08/2008 9.00,"0,96444","22,826966",
13/08/2008 10.00,"5,387502","26,47009","24,908421"
13/08/2008 11.00,"0,377469","10,246694",
13/08/2008 12.00,"0,733264","23,064475","27,83882"
13/08/2008 13.00,"2,801213","16,495946",
13/08/2008 14.00,"7,860009","20,092346","28,327221"
13/08/2008 15.00,"5,958219","23,642014",
13/08/2008 16.00,"11,634683","41,289182","19,53602"
13/08/2008 17.00,"8,931008","36,11328",
13/08/2008 18.00,"6,006983","28,394843","21,001221"
13/08/2008 19.00,"0,37205","20,390867",
13/08/2008 20.00,"0,231176","51,363278","24,42001"
13/08/2008 21.00,"1,455691","71,67757",
13/08/2008 22.00,"0,018061","33,143737","36,141621"
13/08/2008 23.00,"0,012642","27,668035",
14/08/2008 0.00,"0,003612","31,51362","36,630032"
14/08/2008 1.00,"0,06863","28,806248",
14/08/2008 2.00,"0,200474","21,921041","20,51281"
14/08/2008 3.00,0,"20,690669",
14/08/2008 4.00,0,"15,335657","23,93162"
14/08/2008 5.00,0,"15,906712",
14/08/2008 6.00,0,"19,867821","23,44322"
14/08/2008 7.00,0,"25,460344",
14/08/2008 8.00,"0,182413","23,112504","23,93162"
14/08/2008 9.00,"3,167844","23,096921",
14/08/2008 10.00,"3,816222","21,588793","21,48962"
14/08/2008 11.00,"3,657288","10,834636",
14/08/2008 12.00,"0,58336","3,338128","21,48962"
14/08/2008 13.00,"0,005419","3,66",
14/08/2008 14.00,"0,47319","3,946829","18,55921"
14/08/2008 15.00,"0,140874","3,095425",
14/08/2008 16.00,"1,683256","4,844956","20,02442"
14/08/2008 17.00,"0,740488","4,896873",
14/08/2008 18.00,"0,222146","6,02732","15,62881"
14/08/2008 19.00,"0,216728","9,878104",
14/08/2008 20.00,"0,155322","15,161737","25,39682"
14/08/2008 21.00,"0,079467","23,139749",
14/08/2008 22.00,"0,382886","48,92328","32,234421"
14/08/2008 23.00,"0,406366","93,191085",
15/08/2008 0.00,"1,103508","83,96192","33,211231"
15/08/2008 1.00,,"53,625459",
15/08/2008 2.00,"1,544188",,"18,07081"
15/08/2008 3.00,"0,025285","18,505058",
15/08/2008 4.00,0,"24,479163","16,60561"
15/08/2008 5.00,0,"23,065775",
15/08/2008 6.00,"0,417202","18,416799","19,53602"
15/08/2008 7.00,"3,816222","31,831585",
15/08/2008 8.00,"2,859007","32,200184","21,97802"
15/08/2008 9.00,"2,369561","24,633596",
15/08/2008 10.00,"0,232982","19,368138","24,42001"
15/08/2008 11.00,"1,77356","16,595885",
15/08/2008 12.00,"1,311206","10,288225","23,93162"
15/08/2008 13.00,"0,848852","7,833957",
15/08/2008 14.00,"0,52376","6,222","28,81562"
15/08/2008 15.00,"0,689919","9,505617",
15/08/2008 16.00,"0,502087","4,574999","25,39682"
15/08/2008 17.00,"0,216728","5,615892",
15/08/2008 18.00,0,"6,399808","27,83882"
15/08/2008 19.00,"0,550851","9,081212",
15/08/2008 20.00,"0,597809","11,004648","37,118431"
15/08/2008 21.00,"0,06863","8,537403",
15/08/2008 22.00,0,"7,379702","32,234421"
15/08/2008 23.00,0,"6,865743",
16/08/2008 0.00,"0,001806","7,173338","35,164822"
16/08/2008 1.00,"0,072243","9,212297",
16/08/2008 2.00,"0,041539","11,074744","40,04884"
16/08/2008 3.00,"0,09211","12,198701",
16/08/2008 4.00,0,"8,771019","50,305241"
16/08/2008 5.00,"0,010836","5,170723",
16/08/2008 6.00,0,"7,10585","50,305241"
16/08/2008 7.00,0,"3,182382",
16/08/2008 8.00,0,"5,345935","30,76923"
16/08/2008 9.00,0,"3,843",
16/08/2008 10.00,"0,001806","4,469872","15,62881"
16/08/2008 11.00,0,"4,613935",
16/08/2008 12.00,"0,001806","3,278424","23,44322"
16/08/2008 13.00,"0,108364","4,581489",
16/08/2008 14.00,0,"2,869594","25,88522"
16/08/2008 15.00,0,"1,862447",
16/08/2008 16.00,0,"2,660638","27,35042"
16/08/2008 17.00,0,"2,293341",
16/08/2008 18.00,0,"2,828064","21,48962"
16/08/2008 19.00,0,"2,625595",
16/08/2008 20.00,0,"3,339425","32,722832"
16/08/2008 21.00,0,"7,762575",
16/08/2008 22.00,0,"9,833976","29,30402"
16/08/2008 23.00,0,"13,761329",
17/08/2008 0.00,0,"5,794999","24,42001"
17/08/2008 1.00,,"1,90917",
17/08/2008 2.00,,,"12,21001"
17/08/2008 3.00,,"3,251169",
17/08/2008 4.00,,"2,371213","9,76801"
17/08/2008 5.00,,"3,330339",
17/08/2008 6.00,,"6,101297","7,814408"
17/08/2008 7.00,,"4,676232",
17/08/2008 8.00,,"5,84302","4,884005"
17/08/2008 9.00,,"6,013041",
17/08/2008 10.00,,"4,190828","5,372406"
17/08/2008 11.00,,"4,876104",
17/08/2008 12.00,,"3,73917","4,395605"
17/08/2008 13.00,,"3,766424",
17/08/2008 14.00,,"3,976681","5,372406"
17/08/2008 15.00,,"3,107105",
17/08/2008 16.00,,"4,977339","11,23321"
17/08/2008 17.00,,"3,634041",
17/08/2008 18.00,,"3,029233","12,21001"
17/08/2008 19.00,,"5,235616",
17/08/2008 20.00,,"3,623659","15,62881"
17/08/2008 21.00,,"3,314766",
17/08/2008 22.00,,"4,420552","14,16361"
17/08/2008 23.00,,"6,73336",
18/08/2008 0.00,,"5,474425","10,74481"
18/08/2008 1.00,,"8,584126",
18/08/2008 2.00,,"9,706785","7,326007"
18/08/2008 3.00,,"3,091532",
18/08/2008 4.00,,"2,012999","7,814408"
18/08/2008 5.00,,"2,277766",
18/08/2008 6.00,,"12,690592","6,837607"
18/08/2008 7.00,,"9,352466",
18/08/2008 8.00,,"6,451722","8,302809"
18/08/2008 9.00,,"5,170723",
18/08/2008 10.00,,"3,865064","6,349206"
18/08/2008 11.00,,"3,58083",
18/08/2008 12.00,,"2,373809","13,67521"
18/08/2008 13.00,,"2,497106",
18/08/2008 14.00,,"2,604828","14,16361"
18/08/2008 15.00,,"2,510085",
18/08/2008 16.00,,"2,532148","13,67521"
18/08/2008 17.00,,"2,643764",
18/08/2008 18.00,,"5,855999","11,23321"
18/08/2008 19.00,,"7,031871",
18/08/2008 20.00,,"2,48802","13,67521"
18/08/2008 21.00,,"5,597722",
18/08/2008 22.00,,"2,412745","13,67521"
18/08/2008 23.00,,"4,037681",
19/08/2008 0.00,,"2,603532","17,582411"
19/08/2008 1.00,,"2,197297",
19/08/2008 2.00,,,"11,72161"
19/08/2008 3.00,,"3,245979",
19/08/2008 4.00,,"4,101276","13,67521"
19/08/2008 5.00,,"3,258956",
19/08/2008 6.00,,"3,587319","17,094"
19/08/2008 7.00,,"4,350467",
19/08/2008 8.00,,"4,699595","17,582411"
19/08/2008 9.00,,"2,811191",
19/08/2008 10.00,,"3,011063","15,62881"
19/08/2008 11.00,,"2,981213",
19/08/2008 12.00,,"2,22066","11,72161"
19/08/2008 13.00,,"3,696339",
19/08/2008 14.00,,"3,338128","16,11721"
19/08/2008 15.00,,"3,505553",
19/08/2008 16.00,,"2,88517","17,094"
19/08/2008 17.00,,"3,698936",
19/08/2008 18.00,,"4,407575","19,53602"
19/08/2008 19.00,,"3,488681",
19/08/2008 20.00,,"3,144745","16,60561"
19/08/2008 21.00,,"5,404338",
19/08/2008 22.00,,"7,081191","13,18681"
19/08/2008 23.00,,"4,009127",
20/08/2008 0.00,,"12,677611","17,094"
20/08/2008 1.00,,"15,678292",
20/08/2008 2.00,,"12,161056","14,16361"
20/08/2008 3.00,,"11,776885",
20/08/2008 4.00,,"14,440116","7,326007"
20/08/2008 5.00,,"17,658841",
20/08/2008 6.00,,"20,887949","6,349206"
20/08/2008 7.00,,"26,717981",
20/08/2008 8.00,,"15,181207","21,001221"
20/08/2008 9.00,,"4,863128",
20/08/2008 10.00,,"4,388105","9,27961"
20/08/2008 11.00,,"5,897531",
20/08/2008 12.00,,"4,328403","11,23321"
20/08/2008 13.00,,"3,017553",
20/08/2008 14.00,,,
20/08/2008 15.00,,,
20/08/2008 16.00,"0,866913","2,57368",
20/08/2008 17.00,"1,211872","3,865064",
20/08/2008 18.00,"0,550851","3,662595",
20/08/2008 19.00,"0,406366","4,385508",
20/08/2008 20.00,"1,045714","5,443276",
20/08/2008 21.00,"0,581554","3,618467",
20/08/2008 22.00,"0,299808","3,127871",
20/08/2008 23.00,"0,207698","5,574361",
21/08/2008 0.00,"0,465966","3,867659",
21/08/2008 1.00,,"7,75868",
21/08/2008 2.00,"2,461671",,"2,442003"
21/08/2008 3.00,"0,772997","14,210397",
21/08/2008 4.00,"0,617675","13,627651","0,976801"
21/08/2008 5.00,"0,42262","9,591274",
21/08/2008 6.00,"0,832598","6,781382","7,326007"
21/08/2008 7.00,"0,198668","8,955318",
21/08/2008 8.00,"0,097527","7,957255","11,23321"
21/08/2008 9.00,"0,021673","7,265487",
21/08/2008 10.00,"0,143261","6,479242","13,67521"
21/08/2008 11.00,"0,030703","7,196701",
21/08/2008 12.00,"0,086691","3,535405","18,07081"
21/08/2008 13.00,"0,130037","28,285822",
21/08/2008 14.00,"0,223953","8,582828","28,81562"
21/08/2008 15.00,"0,325092","3,181084",
21/08/2008 16.00,"0,222146","2,983808","29,30402"
21/08/2008 17.00,"0,408172","2,693084",
21/08/2008 18.00,"0,502087","3,460127","28,327221"
21/08/2008 19.00,"0,288971","2,385489",
21/08/2008 20.00,0,"2,942275","32,722832"
21/08/2008 21.00,0,"5,435489",
21/08/2008 22.00,0,"4,793041","23,93162"
21/08/2008 23.00,"0,00903","4,856637",
22/08/2008 0.00,"0,164352","7,021489","22,954821"
22/08/2008 1.00,"0,086691","7,234338",
22/08/2008 2.00,"0,205892","7,159063","20,02442"
22/08/2008 3.00,"0,070436","6,539977",
22/08/2008 4.00,"0,272717","5,371894","16,60561"
22/08/2008 5.00,"0,227565","5,060404",
22/08/2008 6.00,"0,030703","5,757361","18,55921"
22/08/2008 7.00,0,"8,519233",
22/08/2008 8.00,"0,012642","6,690531","15,14041"
22/08/2008 9.00,"0,041539","8,733381",
22/08/2008 10.00,"0,189637","7,55232","21,001221"
22/08/2008 11.00,"0,456935","4,398489",
22/08/2008 12.00,"0,400947","3,151234","16,60561"
22/08/2008 13.00,"0,272717","4,957871",
22/08/2008 14.00,"0,231176","2,302427","19,53602"
22/08/2008 15.00,"0,180607","1,793659",
22/08/2008 16.00,"0,462354","3,641828","16,11721"
22/08/2008 17.00,"0,527372","6,442637",
22/08/2008 18.00,"0,572523","5,187594","23,93162"
22/08/2008 19.00,"0,671858","7,096765",
22/08/2008 20.00,"0,697142","8,096127","25,88522"
22/08/2008 21.00,"0,406366","27,374697",
22/08/2008 22.00,"0,865107","25,09953","19,0476"
22/08/2008 23.00,"0,659215","39,961469",
23/08/2008 0.00,"0,772997","70,510789","21,48962"
