,,,ARPA Puglia,,,,
,,,De Santis,,,,
Field,,,Aver,Aver,Aver,Aver,Aver



20/04/2008 15.00,,,"7,84739281","0,14935165","74,12090688",,"0,209011"
20/04/2008 16.00,,,"13,78464328","0,22171655","74,88995202","84,49327087","0,298897"
20/04/2008 17.00,,,"20,65270284","0,36856695","68,88478014",,"0,549061"
20/04/2008 18.00,,,"44,28680949","0,53524565","55,1195451","86,93527985","0,97401398"
20/04/2008 19.00,,,"50,743737","0,8660144","48,0325068",,"2,78342295"
20/04/2008 20.00,,,"49,46307696","0,89886415","37,24615674","88,40048981","3,84753895"
20/04/2008 21.00,,,"53,84259045","1,0357015","29,8101375",,"4,47413921"
20/04/2008 22.00,,,"52,60152546","0,59229485","28,31944914","92,79608154","4,21033001"
20/04/2008 23.00,,,"30,82264911","0,5976872","36,12191112",,"5,85707903"
21/04/2008 0.00,,,"21,76738344","0,46351785","45,00998694","92,79608154","1,64393306"
21/04/2008 1.00,,,"16,97799065","0,2532622","44,50643964",,"0,88542801"
21/04/2008 2.00,,,,"0,129191","42,5707893","93,28449249","0,110029"
21/04/2008 3.00,,,"18,99793071",,"46,46579094",,"0,006931"
21/04/2008 4.00,,,"10,66152305","0,20733005","46,7337609","77,16725922","0,03877"
21/04/2008 5.00,,,"9,31702375","0,19486635",,,"0,042669"
21/04/2008 6.00,,,"12,15540572","0,22521025","41,09275584","77,16725922","0,004982"
21/04/2008 7.00,,,"22,68156825","0,2479377","40,63961232",,0
21/04/2008 8.00,,,"24,44615316","0,5085783","40,9894173","82,05126953","0,347413"
21/04/2008 9.00,,,"22,3176888","0,3604399","41,37035922",,"1,88694894"
21/04/2008 10.00,,,"19,25201619","0,4096783","44,04066084","95,72647858","0,89430797"
21/04/2008 11.00,,,"16,62686626","0,34478265","55,19865294",,"1,00585306"
21/04/2008 12.00,,,"16,44044975","0,48669035","58,06690074","113,30879974","1,27334404"
21/04/2008 13.00,,,"14,24302981","0,40244365","60,95755458",,"3,59997392"
21/04/2008 14.00,,,"13,01982492","0,2823917","58,88852748","102,56410217","1,185624"
21/04/2008 15.00,,,"11,24630714","0,19103685","65,7678096",,"0,65562397"
21/04/2008 16.00,,,"15,35258657","0,25373485","69,47387064","96,70330048","0,51180702"
21/04/2008 17.00,,,"16,83499326","0,27187725","69,19004772",,"0,52978402"
21/04/2008 18.00,,,"19,2699045","0,33413365","65,33709174","101,09889984","0,42711899"
21/04/2008 19.00,,,"20,11515066","0,3752358","60,48946062",,"0,67554998"
21/04/2008 20.00,,,"19,92108789","0,33891075","58,43289222","93,28449249","0,61295497"
21/04/2008 21.00,,,"15,18788245","0,25255265","62,28710388",,"0,39636299"
21/04/2008 22.00,,,"11,03563138","0,1926871","65,95830018","71,79486084","0,06671"
21/04/2008 23.00,,,"8,9199296","0,148304","70,06396176",,"0,001083"
22/04/2008 0.00,,,"5,86830806","0,1375952","72,1429362","49,81684113",0
22/04/2008 1.00,,,"7,49498746","0,15391485","64,94245506",,
22/04/2008 2.00,,,"7,6584219","0,1606067","61,36337466","35,16482162",
22/04/2008 3.00,,,"4,45485695","0,14655945","67,43350836",,
22/04/2008 4.00,,,"4,24035147","0,1272383","70,7934726","20,51280975",
22/04/2008 5.00,,,"5,66912333","0,1524624","67,08864762",,
22/04/2008 6.00,,,"14,50349941","0,19688","58,76902206","19,04759979",
22/04/2008 7.00,,,"23,74901694","0,2261682","54,6098175",,
22/04/2008 8.00,,,"16,34851588","0,26864","65,42547984","36,63003159","0,32033899"
22/04/2008 9.00,,,"14,12811012","0,28666165","66,95544744",,"1,12865996"
22/04/2008 10.00,,,"11,38420325","0,2425097","74,0389149","33,21123123","0,795542"
22/04/2008 11.00,,,"11,53614667","0,2753583","78,32260836",,"0,321639"
22/04/2008 12.00,,,"12,10689285","0,2896413","77,98897026","36,63003159","0,48776501"
22/04/2008 13.00,,,"11,56806912","0,36502495","79,2002502",,"1,87286997"
22/04/2008 14.00,,,"11,17097497","0,2453732","79,57248084","36,63003159","3,003263"
22/04/2008 15.00,,,"9,97586657","0,23219075","80,90079408",,"0,68486398"
22/04/2008 16.00,,,"11,71234934","0,33036855","79,92850536","21,48962021","0,64955902"
22/04/2008 17.00,,,"11,44294312","0,2704064","77,58811404",,"0,55859101"
22/04/2008 18.00,,,"11,4097397","0,32486235","75,50664786","38,58362961","0,36820599"
22/04/2008 19.00,,,"15,21213982","0,3332171","69,56102268",,"0,165043"
22/04/2008 20.00,,,"20,27475351","0,39638315","64,19926908","42,97924042","0,40892601"
22/04/2008 21.00,,,"11,90132024","0,37183755","73,00564722",,"0,45787501"
22/04/2008 22.00,,,"9,91457795","0,30016265","71,47691568","34,18803024","0,16179401"
22/04/2008 23.00,,,"7,45157586","0,23575805","70,5805956",,
23/04/2008 0.00,,,"6,51055294","0,2084421","71,0063496","32,72283173",
23/04/2008 1.00,,,"5,29756376","0,22416605","73,62685566",,
23/04/2008 2.00,,,,"0,2649646","73,38160566","28,81562042",
23/04/2008 3.00,,,"20,13048081",,"72,4803021",,
23/04/2008 4.00,,,"13,17176834","0,15005545","69,231132","24,90842056",
23/04/2008 5.00,,,"12,59335895","0,15725675",,,
23/04/2008 6.00,,,"21,64735683","0,21816305","52,60781232","22,95482063",
23/04/2008 7.00,,,"32,30760456","0,3217976","45,6020793",,
23/04/2008 8.00,,,"27,69569352","0,4572055","54,65005812","32,72283173","0,57959998"
23/04/2008 9.00,,,"17,22313949","0,28838665","71,30210148",,"1,66754103"
23/04/2008 10.00,,,"13,38754725","0,30319405","78,64408206","33,21123123","0,60624099"
23/04/2008 11.00,,,"12,96491477","0,2968127","80,4835944",,"0,55794102"
23/04/2008 12.00,,,"15,49431428","0,32649535","79,38087192","32,72283173","0,44791201"
23/04/2008 13.00,,,"15,33471519","0,5449275","81,2500497",,"0,58133298"
23/04/2008 14.00,,,"21,07022841","0,3875293","71,3601963","41,02563095","1,21334803"
23/04/2008 15.00,,,"25,76768733","0,45154635","63,11082996",,"0,66255498"
23/04/2008 16.00,,,"35,45498781","0,6895101","49,82875704","29,30401993","2,22158289"
23/04/2008 17.00,,,"44,16168537","0,7212708","41,46567318",,"1,13017702"
23/04/2008 18.00,,,"55,55098989","0,9943176","35,27830998","22,95482063","1,75959301"
23/04/2008 19.00,,,"59,62918599","1,01394695","28,83879054",,"2,90861297"
23/04/2008 20.00,,,"78,10235532","1,34861995","11,25958642","27,8388195","3,25212789"
23/04/2008 21.00,,,"61,03115172","0,96426925","19,99480086",,"3,08556795"
23/04/2008 22.00,,,"59,97009843","0,84088345","20,7476595","28,32722092","2,01019001"
23/04/2008 23.00,,,"59,66238564","1,09394325","14,86815176",,"2,6588819"
24/04/2008 0.00,,,"32,73406488","0,6418127","28,18234458","38,0952301","2,02015305"
24/04/2008 1.00,,,"23,94563787","0,4599908","26,86947228",,"1,14620399"
24/04/2008 2.00,,,"19,15881264","0,35983385","32,3014851","28,32722092","0,78839499"
24/04/2008 3.00,,,"12,94194023","0,3417961","37,03624236",,"0,358026"
24/04/2008 4.00,,,"10,25549227","0,3019969","36,96205914","27,8388195","0,290883"
24/04/2008 5.00,,,"11,268012","0,30006835","39,11309784",,"0,28676799"
24/04/2008 6.00,,,"22,68030798","0,34012285","26,04737466","22,95482063","0,098549"
24/04/2008 7.00,,,"39,38761332","0,57636965","16,486376",,"0,63959599"
24/04/2008 8.00,,,"30,95670798","0,56091825","42,70807044","29,7924099","1,13797402"
24/04/2008 9.00,,,"23,75027721","0,59150595","62,02417626",,"1,24280405"
24/04/2008 10.00,,,"19,56738465","0,4149545","69,52439214","29,7924099","0,91661698"
24/04/2008 11.00,,,"17,61513049","0,47350675","72,33311286",,"0,68486398"
24/04/2008 12.00,,,"15,95015017","0,43649975","74,238156","20,51280975","0,60624099"
24/04/2008 13.00,,,"15,11255028","0,4448913","76,2371397",,"0,63916302"
24/04/2008 14.00,,,"9,40129443","0,33491335","80,81489772","25,39682007","0,71605301"
24/04/2008 15.00,,,"13,2062433","0,3501888","78,86782854",,"0,05653"
24/04/2008 16.00,,,"14,17408176","0,3617463","79,35738678","24,42000961","0,218541"
24/04/2008 17.00,,,"24,41551167","0,4483988","70,05226824",,"0,36842301"
24/04/2008 18.00,,,"34,65823383","0,69688045","62,76098574","21,97801971","0,77366602"
24/04/2008 19.00,,,"32,36249214","0,6834956","57,96193374",,"1,27832496"
24/04/2008 20.00,,,"34,86636648","0,599771","54,05543478","27,8388195","1,97683406"
24/04/2008 21.00,,,"31,60917045","0,6270352","49,87203876",,"1,40005004"
24/04/2008 22.00,,,"31,76495487","0,5021222","44,17917804","26,37360954","1,25796604"
24/04/2008 23.00,,,"26,28990936","0,4973129","51,30977274",,"0,98571002"
25/04/2008 0.00,,,"25,94260152","0,4276505","49,10309172","25,88521957","0,82326603"
25/04/2008 1.00,,,"22,63051791","0,40892045","50,03892648",,"0,67814898"
25/04/2008 2.00,,,,"0,3097525","60,92763408","32,23442078","0,29196599"
25/04/2008 3.00,,,"23,33403072",,"65,9059344",,"0,002816"
25/04/2008 4.00,,,"20,33093898","0,28415695","55,80471474","18,55920982",0
25/04/2008 5.00,,,"16,72007169","0,29121565",,,"0,011263"
25/04/2008 6.00,,,"18,2420565","0,3322442","49,53286782","23,44322014","0,093568"
25/04/2008 7.00,,,"15,64115642","0,32272335","55,85560902",,"0,073641"
25/04/2008 8.00,,,"14,22387559","0,39379565","62,07750342","28,81562042","0,094001"
25/04/2008 9.00,,,"13,39393325","0,36709725","67,90954842",,"0,39484701"
25/04/2008 10.00,,,"11,75193687","0,3569163","74,55574494","34,67642975","0,28027001"
25/04/2008 11.00,,,"13,34669005","0,4242419","77,32171368",,"0,186702"
25/04/2008 12.00,,,"15,831397","0,4253206","77,53202046","28,81562042","0,57786697"
25/04/2008 13.00,,,"10,68961202","0,3575948","80,8477416",,"0,38466701"
25/04/2008 14.00,,,"8,82927481","0,3540436","80,22296232","32,23442078","0,110678"
25/04/2008 15.00,,,"10,74450901","0,40070255","76,70433114",,"0,162444"
25/04/2008 16.00,,,"10,97690091","0,35415055","77,75339292","29,7924099","0,26250899"
25/04/2008 17.00,,,"24,51892905","0,4842581","68,31417168",,"0,70457399"
25/04/2008 18.00,,,"33,36482061","0,5334252","58,85403552","32,23442078","0,736413"
25/04/2008 19.00,,,"38,93051151","0,70037645","54,88279056",,"1,09184003"
25/04/2008 20.00,,,"39,05819379","0,80044945","51,34814946","31,74603081","1,69591498"
25/04/2008 21.00,,,"36,93864537","0,8302977","50,42451834",,"2,32056594"
25/04/2008 22.00,,,"37,64985147","0,73196465","45,03402144","32,72283173","1,85532606"
25/04/2008 23.00,,,"34,98767217","0,7648903","44,59865364",,"2,04787707"
26/04/2008 0.00,,,"29,45644119","0,6786932","49,3902108","29,7924099","1,57440698"
26/04/2008 1.00,,,"20,92209966","0,57340035","60,43442652",,"1,17154598"
26/04/2008 2.00,,,"14,13066075","0,4524744","66,87400482","36,63003159","0,57678401"
26/04/2008 3.00,,,"12,22308222","0,38289135","62,66292498",,"0,476069"
26/04/2008 4.00,,,"9,9873576","0,39808745","67,28231664","20,02441978","0,010613"
26/04/2008 5.00,,,"10,97690091","0,352981","72,34566966",,"0,003249"
26/04/2008 6.00,,,"16,95756675","0,41898525","64,86193458","26,86202049",0
26/04/2008 7.00,,,"22,1848902","0,43477935","59,6645181",,"0,104614"
26/04/2008 8.00,,,"20,30411592","0,57420305","65,64904974","30,76922989","0,36582401"
26/04/2008 9.00,,,"18,24077554","0,66562115","70,2253755",,"1,53563702"
26/04/2008 10.00,,,"12,89724955","0,4925565","78,84799272","37,11843109","1,61815798"
26/04/2008 11.00,,,"26,38439199","0,69306015","63,41315454",,"0,645661"
26/04/2008 12.00,,,"21,44815893","0,6500053","64,40934042","35,16482162","1,37817395"
26/04/2008 13.00,,,"16,21827544","0,55600085","73,86088302",,"1,00346994"
26/04/2008 14.00,,,"7,63288545","0,4603082","80,96336226","33,21123123","0,582416"
26/04/2008 15.00,,,"7,15918193","0,4184597","83,6493795",,"0,030323"
26/04/2008 16.00,,,"9,02718234","0,48813935","83,03568552","33,69963074","0,071042"
26/04/2008 17.00,,,"25,35271992","0,90891055","61,00999884",,"0,31059301"
26/04/2008 18.00,,,"38,38018734","0,84515455","43,83366984","30,76922989","0,87958002"
26/04/2008 19.00,,,"33,81170859","0,80125215","47,64503142",,"1,24496996"
26/04/2008 20.00,,,"57,04743825","0,9753426","25,86532068","18,55920982","1,45181596"
26/04/2008 21.00,,,"36,40367016","0,74285055","41,86588194",,"2,6125319"
26/04/2008 22.00,,,"29,60071389","0,6801215","48,52316376","37,6068306","1,39225304"
26/04/2008 23.00,,,"30,931164","0,7674341","45,1705374",,"1,46740997"
27/04/2008 0.00,,,"23,64685983","0,68828535","50,3593407","38,58362961","1,52394104"
27/04/2008 1.00,,,"17,90241938","0,579531","55,83594978",,"1,14642096"
27/04/2008 2.00,,,,"0,6374243","55,71787662","31,25761986","0,89712399"
27/04/2008 3.00,,,"34,70932179",,"45,44480538",,"0,80983698"
27/04/2008 4.00,,,"36,14318928","0,3444802","39,92638608","29,7924099","1,10830104"
27/04/2008 5.00,,,"20,62715886","0,2661606",,,"0,63201499"
27/04/2008 6.00,,,"19,24436052","0,2851977","47,33034624","34,67642975","0,209011"
27/04/2008 7.00,,,"27,12622077","0,3022959","46,13745024",,"0,19839799"
27/04/2008 8.00,,,"8,67477887","0,22958715","71,81916696","33,69963074","0,22720499"
27/04/2008 9.00,,,"8,89694566","0,29850895","76,25766222",,"0,018627"
27/04/2008 10.00,,,"9,6668747","0,31199155","80,25033222","36,63003159","0,168075"
27/04/2008 11.00,,,"12,02517657","0,3483051","82,7867862",,"0,174573"
27/04/2008 12.00,,,"13,96084407","0,3502946","84,9019203","28,81562042","0,29413199"
27/04/2008 13.00,,,"12,07752104","0,36481335","86,25405222",,"0,34524801"
27/04/2008 14.00,,,"7,44519174","0,2800457","88,1744382","38,0952301","0,098766"
27/04/2008 15.00,,,"7,54989197","0,3066866","86,85050022",,"0,006714"
27/04/2008 16.00,,,"10,32188781","0,3270439","84,20380146","33,69963074","0,011046"
27/04/2008 17.00,,,"21,39836886","0,45061945","78,17685138",,"0,189951"
27/04/2008 18.00,,,"27,92295594","0,477618","74,32256124","31,25761986","0,51353902"
27/04/2008 19.00,,,"38,50660935","0,58792715","61,3659645",,"0,878497"
27/04/2008 20.00,,,"39,14883918","0,7003707","61,02669546","38,58362961","1,34395301"
27/04/2008 21.00,,,"31,6423701","0,64908645","63,17000388",,"1,40048301"
27/04/2008 22.00,,,"28,47455919","0,63178355","65,20430358","42,97924042","1,26034796"
27/04/2008 23.00,,,"18,30589764","0,5452656","73,75548438",,"1,00801897"
28/04/2008 0.00,,,"17,41594388","0,45049295","74,48666292","43,46763992","0,798141"
28/04/2008 1.00,,,"13,33265027","0,38920715","71,50197042",,"0,463074"
28/04/2008 2.00,,,"9,82392503","0,34465155","72,3886767","38,58362961","0,017977"
28/04/2008 3.00,,,"10,54021924","0,29395265","63,24714972",,0
28/04/2008 4.00,,,"11,28206119","0,34126595","61,4749536","27,8388195","0,008014"
28/04/2008 5.00,,,"12,81041883","0,2910811","60,762159",,"0,04765"
28/04/2008 6.00,,,"16,13018444","0,3252706","59,10262092","33,21123123","0,000217"
28/04/2008 7.00,,,"30,2927526","0,4505309","48,22686252",,"0,17002501"
28/04/2008 8.00,,,"38,99817108","0,84813075","45,98557182","40,04883957","1,10136998"
28/04/2008 9.00,,,"26,01665649","0,5208074","61,34022306",,"2,25667095"
28/04/2008 10.00,,,"18,19736394","0,4556898","76,96309932","35,65322113","0,99004197"
28/04/2008 11.00,,,"21,6792774","0,51934","78,59324664",,"0,61425501"
28/04/2008 12.00,,,"21,28090041","0,4777077","83,62204884","38,0952301","0,66298801"
28/04/2008 13.00,,,"24,39892125","0,68217885","83,50081686",,"0,64912599"
28/04/2008 14.00,,,"17,62661776","0,511957","88,341012","37,11843109","0,807455"
28/04/2008 15.00,,,"16,4698178","0,4967885","88,36549776",,"0,21074399"
28/04/2008 16.00,,,"21,38431779","0,4850654","83,36118132","36,63003159","0,309293"
28/04/2008 17.00,,,"19,55207331","0,5831236","85,76659332",,"0,49816099"
28/04/2008 18.00,,,"22,12742565","0,56550905","84,28708836","32,72283173","0,89170903"
28/04/2008 19.00,,,"30,09868983","0,68124505","73,13700312",,"0,81265301"
28/04/2008 20.00,,,"49,3583805","0,9886849","52,89926742","36,14162064","1,36366296"
28/04/2008 21.00,,,"69,58080459","0,95981875","29,18449494",,"2,63722301"
28/04/2008 22.00,,,"46,22249016","0,77683075","41,35234806","40,53723145","2,47088099"
28/04/2008 23.00,,,"23,91243822","0,6528228","62,05915872",,"1,366045"
29/04/2008 0.00,,,"18,88174134","0,61706125","68,17065138","42,97924042","0,84145999"
29/04/2008 1.00,,,"11,38420325","0,49732325","78,90434136",,"0,49123001"
29/04/2008 2.00,,,,"0,4585372","81,70164324","38,0952301","0,20922799"
29/04/2008 3.00,,,"22,5040959",,"83,90008386",,"0,100932"
29/04/2008 4.00,,,"14,77802007","0,2598149","79,08313842","33,69963074","0,112195"
29/04/2008 5.00,,,"16,556641","0,28693075",,,"0,022959"
29/04/2008 6.00,,,"21,22599402","0,38285455","58,11567606","33,69963074","0,049816"
29/04/2008 7.00,,,"36,72287586","0,45843485","47,57012226",,"0,183237"
29/04/2008 8.00,,,"42,45456501","0,66886185","53,15063886","35,16482162","1,06043398"
29/04/2008 9.00,,,"23,425974","0,42054695","80,0489133",,"2,34612393"
29/04/2008 10.00,,,"16,50174214","0,37743115","92,89418616","38,58362961","1,08512497"
29/04/2008 11.00,,,"15,8173591","0,4501767","93,76190028",,"0,81568497"
29/04/2008 12.00,,,"20,2632606","0,45350365","92,58829074","45,90964127","1,19883597"
29/04/2008 13.00,,,"21,04596351","0,87280285","89,18684982",,"1,34785199"
29/04/2008 14.00,,,"15,57603244","0,453859","92,71503594","39,07204056","1,71670699"
29/04/2008 15.00,,,"18,6685187","0,4618101","73,68965928",,"0,58466399"
29/04/2008 16.00,,,"16,94735104","0,4265396","81,60642738","28,81562042","0,294994"
29/04/2008 17.00,,,"21,13023231","0,5144111","86,20953444",,"0,43131199"
29/04/2008 18.00,,,"16,38682244","0,5291541","91,32205518","50,30524063","0,79685301"
29/04/2008 19.00,,,"19,13198958","1,01873325","87,00899058",,"0,869353"
29/04/2008 20.00,,,"19,06942752","0,68192125","81,3395169","44,4444313","1,67532206"
29/04/2008 21.00,,,"16,92692714","0,4960157","76,61945502",,"0,90451801"
29/04/2008 22.00,,,"15,30662433","0,45714685","71,44234524","43,9560318","0,45844501"
29/04/2008 23.00,,,"12,81298075","0,4782022","71,6373288",,"0,67117101"
30/04/2008 0.00,,,"9,88521178","0,3913312","68,5357011","48,84004974","0,230308"
30/04/2008 1.00,,,"8,69265401","0,35533965","58,3789176",,"0,085958"
30/04/2008 2.00,,,"5,87596749","0,355695","61,56342018","37,6068306","0,036467"
30/04/2008 3.00,,,"5,4622754","0,30089635","61,40377224",,"0,031909"
30/04/2008 4.00,,,"4,66298019","0,32059815","55,60390404","25,39682007","0,042111"
30/04/2008 5.00,,,"5,79935813","0,3069511","50,70588876",,"0,005644"
30/04/2008 6.00,,,"12,23840485","0,37834195","47,85164964","30,76922989","0,009985"
30/04/2008 7.00,,,"32,3471808","0,5133485","32,49095544",,"0,222276"
30/04/2008 8.00,,,"31,1482314","0,64287415","38,5430976","39,07204056","1,28503597"
30/04/2008 9.00,,,"18,259926","0,46096715","68,60517552",,"2,768471"
30/04/2008 10.00,,,"12,85383795","0,4278322","81,95864562","44,93283081","2,769557"
30/04/2008 11.00,,,"17,06354229","0,4858428","81,4943187",,"1,13916695"
30/04/2008 12.00,,,"17,53979832","0,5288919","80,34627402","51,77045059","1,18301499"
30/04/2008 13.00,,,"15,85055122","0,9448998","78,74610606",,"1,54725301"
30/04/2008 14.00,,,"11,09053965","0,38874485","82,27796112","64,95726013","2,09534693"
30/04/2008 15.00,,,"10,11376268","0,3461753","80,0866818",,"0,576747"
30/04/2008 16.00,,,"11,71106838","0,36778265","76,33182582","54,70085144","0,25418499"
30/04/2008 17.00,,,"13,61354376","0,4030934","71,48621556",,"0,42219499"
30/04/2008 18.00,,,"11,79023215","0,40292435","69,2815554","52,7472496","0,321042"
30/04/2008 19.00,,,"15,9220612","0,5319532","60,6335499",,"0,55590802"
30/04/2008 20.00,,,"20,54289006","0,6276378","55,51006158","42,49084091","0,92579001"
30/04/2008 21.00,,,"17,86156218","0,48984135","56,77021494",,"1,21210206"
30/04/2008 22.00,,,"13,49353031","0,46825125","58,19244912","46,88644028","0,96833497"
30/04/2008 23.00,,,"14,02979213","0,4657638","55,48812642",,"1,70115304"
01/05/2008 0.00,,,"15,61817248","0,51320705","47,72490444","47,37483978","1,11724305"
01/05/2008 1.00,,,"13,16026978","0,4238739","48,1526793",,"1,89260602"
01/05/2008 2.00,,,,"0,3504763","51,46759602","34,67642975","1,09575403"
01/05/2008 3.00,,,"20,87742591",,"49,8576573",,"1,26853895"
01/05/2008 4.00,,,"13,10792531","0,21430825","56,0146095","24,42000961","1,26419795"
01/05/2008 5.00,,,"8,78841572","0,1977563",,,"0,31366199"
01/05/2008 6.00,,,"9,73071584","0,21533175","53,33302638","26,37360954","0,149776"
