,,,ARPA Puglia,,
,,,Viale Pitagora,,
Parm,NO2,CO,O3,PM2.5,Benzene



03/03/2008 9.00,"17,45239389","0,41651735","63,85746906","2,66517401",
03/03/2008 10.00,"23,4148761","0,5388693","63,9147006","2,66517401",
03/03/2008 11.00,"22,21677315","0,56552285","71,15608944","2,66517401",
03/03/2008 12.00,"16,48650227","0,42009155","78,88323024","2,66517401",
03/03/2008 13.00,"13,16333393","0,33271225","81,218952","2,66517401",
03/03/2008 14.00,"15,04978695","0,36453045","77,19035778","2,66517401",
03/03/2008 15.00,"10,26371224","0,26925985","82,78142994","2,66517401",
03/03/2008 16.00,"9,85413389","0,314525","81,2469105","2,66517401",
03/03/2008 17.00,"17,26227746","0,4534289","76,5688158","2,66517401",
03/03/2008 18.00,"18,95545773","0,5482717","71,02434114","2,66517401",
03/03/2008 19.00,"23,57564517","0,49142835","70,61175216","2,66517401",
03/03/2008 20.00,"27,09853245","0,54959305","67,0901976","2,66517401",
03/03/2008 21.00,"24,66402939","0,5774518","70,56385974","2,66517401",
03/03/2008 22.00,"13,96523245","0,33542855","77,12912376","2,66517401",
03/03/2008 23.00,"9,41775882","0,2796731","80,4976227","2,66517401",
04/03/2008 0.00,"6,09264365","0,23759345","84,43971234","2,66517401",
04/03/2008 1.00,"3,38763774","0,2072875","86,60242494","1,42857099",
04/03/2008 2.00,"3,0648224","0,1996331","85,0469121","1,42857099",
04/03/2008 3.00,"2,2341822",,"87,71637006","1,42857099",
04/03/2008 4.00,,"0,21623795","91,98721242","1,42857099",
04/03/2008 5.00,"6,65916323","0,23136505","89,87906304","1,42857099",
04/03/2008 6.00,"13,60796659","0,29069585","77,66149284","1,42857099",
04/03/2008 7.00,"21,01483296","0,421935","64,53357426","1,42857099",
04/03/2008 8.00,"31,46738067","0,58436905","61,45388172","1,42857099",
04/03/2008 9.00,"22,42219716","0,5384806","76,90553424","1,42857099",
04/03/2008 10.00,"14,57768605","0,3766342","84,68859204","1,42857099",
04/03/2008 11.00,"13,22135526","0,36875785","88,5322089","1,42857099",
04/03/2008 12.00,"13,35915732","0,35147565","88,20745866","1,42857099",
04/03/2008 13.00,"18,43359497","0,41386315","85,49112852","1,42857099",
04/03/2008 14.00,"15,10210132","0,3818069","85,6414962","1,42857099",
04/03/2008 15.00,"8,15967643","0,29386985","90,50456826","1,42857099",
04/03/2008 16.00,"8,67005568","0,27944885","91,9565856","1,42857099",
04/03/2008 17.00,"10,30709374","0,31017225","90,2277693","1,42857099",
04/03/2008 18.00,"11,07904298","0,33525145","86,68494666","1,42857099",
04/03/2008 19.00,"20,81322738","0,4804033","79,66447902","1,42857099",
04/03/2008 20.00,"18,9631134","0,48099095","80,32059144","1,42857099",
04/03/2008 21.00,"18,09547017","0,4761713","81,91901322","1,42857099",
04/03/2008 22.00,"12,22229032","0,3273751","86,66363934","1,42857099",
04/03/2008 23.00,"9,42158854","0,31123025","85,9862196","1,42857099",
05/03/2008 0.00,"10,80854201","0,2962998","77,63753682","1,42857099",
05/03/2008 1.00,"9,57087222","0,3203601","70,00753464","5,29575396",
05/03/2008 2.00,"7,31500021","0,2670254","61,9836021","5,29575396",
05/03/2008 3.00,"7,00749621","0,26722205","54,93117348","5,29575396",
05/03/2008 4.00,"28,48676688","0,4371794","30,57190362","5,29575396",
05/03/2008 5.00,"25,49849742","0,47052825","30,34297746","5,29575396",
05/03/2008 6.00,"27,74416689","0,46837315","29,73210876","5,29575396",
05/03/2008 7.00,"57,82842945","0,9017518","11,8955079","5,29575396",
05/03/2008 8.00,"59,60962359","0,99917175","15,3771181","5,29575396",
05/03/2008 9.00,"62,01478305","1,1094855","33,05267604","5,29575396",
05/03/2008 10.00,"31,91520915","0,60721495","65,41462998","5,29575396",
05/03/2008 11.00,"19,21447143","0,47045005","81,04994532","5,29575396",
05/03/2008 12.00,"20,91530925","0,43561195","83,76227298","5,29575396",
05/03/2008 13.00,"24,88604382","0,51684795","81,78855984","5,29575396",
05/03/2008 14.00,"17,8785589","0,42832325","85,45253598","5,29575396",
05/03/2008 15.00,"9,6678453","0,2678879","90,76011876","5,29575396",
05/03/2008 16.00,"9,49431552","0,26918165","85,54836006","5,29575396",
05/03/2008 17.00,"12,55148413","0,3388567","77,44987152","5,29575396",
05/03/2008 18.00,"19,96088985","0,4297734","73,97226576","5,29575396",
05/03/2008 19.00,"18,29707011","0,4319676","78,39745866","5,29575396",
05/03/2008 20.00,"15,23607555","0,40704365","81,97224228","5,29575396",
05/03/2008 21.00,"13,53523773","0,3788675","76,55818176","5,29575396",
05/03/2008 22.00,"5,73537779","0,2555829","80,61873696","5,29575396",
05/03/2008 23.00,"3,58923767","0,21592515","76,08172968","5,29575396",
06/03/2008 0.00,"2,53530585","0,20064165","74,69759754","5,29575396",
06/03/2008 1.00,"2,20100701","0,1910012","75,53472408","1,41961706",
06/03/2008 2.00,"1,82843169","0,1919028","74,06555886","1,41961706",
06/03/2008 3.00,"1,84374303",,"73,69544718","1,41961706",
06/03/2008 4.00,,"0,1833008","72,9022302","1,41961706",
06/03/2008 5.00,"5,71879113","0,18516955","73,19101698","1,41961706",
06/03/2008 6.00,"6,77782611","0,20129255","70,52524758","1,41961706",
06/03/2008 7.00,"7,89045266","0,21928315","67,7636541","1,41961706",
06/03/2008 8.00,"12,4813059","0,27485345","61,22630934","1,41961706",
06/03/2008 9.00,"13,61179443","0,31527595","65,84052132","1,41961706",
06/03/2008 10.00,"12,23632446","0,342263","70,54388658","1,41961706",
06/03/2008 11.00,"7,83558577","0,2813958","73,3467213","1,41961706",
06/03/2008 12.00,"7,92235066","0,32154575","75,6877797","1,41961706",
06/03/2008 13.00,"13,84529236","0,37824535","72,64801386","1,41961706",
06/03/2008 14.00,"16,58985382","0,37477925","73,48380624","1,41961706",
06/03/2008 15.00,"8,90610613","0,27204975","83,04227784","1,41961706",
06/03/2008 16.00,"12,92788728","0,31924805","80,24340636","1,41961706",
06/03/2008 17.00,"9,46241753","0,26597545","84,41177346","1,41961706",
06/03/2008 18.00,"12,59614283","0,32489455","84,15755712","1,41961706",
06/03/2008 19.00,"18,94140666","0,44651165","82,35287028","1,41961706",
06/03/2008 20.00,"19,75290768","0,4368919","82,92514644","1,41961706",
06/03/2008 21.00,"29,60067627","0,5267713","62,67430458","1,41961706",
06/03/2008 22.00,"23,15969964","0,3279317","58,32896508","1,41961706",
06/03/2008 23.00,"10,34026894","0,332488","63,9333396","1,41961706",
07/03/2008 0.00,"7,79730742","0,25281255","70,07541984","1,41961706",
07/03/2008 1.00,"7,16954248","0,1997343","72,282042","3,47890401",
07/03/2008 2.00,"4,70824081","0,20518645","75,62787984","3,47890401",
07/03/2008 3.00,"5,16630569","0,2038628","73,60360596","3,47890401",
07/03/2008 4.00,"6,82248481","0,2349772","75,5120826","3,47890401",
07/03/2008 5.00,"5,38194165","0,2207632","87,0296112","3,47890401",
07/03/2008 6.00,"10,87871836","0,27212795","88,0344495","3,47890401",
07/03/2008 7.00,"17,91683913","0,33163125","85,9609098","3,47890401",
07/03/2008 8.00,"48,35452842","0,79601735","63,16674696","3,47890401",
07/03/2008 9.00,"46,39723506","0,91393375","67,37368698","3,47890401",
07/03/2008 10.00,"32,92195797","0,57186625","81,1856961","3,47890401",
07/03/2008 11.00,"14,83797883","0,36072165","93,77326026","3,47890401",
07/03/2008 12.00,"11,57793684","0,32501185","96,38446644","3,47890401",
07/03/2008 13.00,"11,91095849","0,3484546","98,27032122","3,47890401",
07/03/2008 14.00,"11,44906577","0,3121606","99,18198414","3,47890401",
07/03/2008 15.00,"7,61612386","0,26990845","103,71500856","3,47890401",
07/03/2008 16.00,"6,53667251","0,24891865","104,90880708","3,47890401",
07/03/2008 17.00,"11,13773582","0,2768786","96,99668892","3,47890401",
07/03/2008 18.00,"13,25708297","0,34199045","90,28101798","3,47890401",
07/03/2008 19.00,"19,81289277","0,38782485","75,476178","3,47890401",
07/03/2008 20.00,"38,29879647","0,69278185","50,96247912","3,47890401",
07/03/2008 21.00,"45,43260183","0,998867","39,77766648","3,47890401",
07/03/2008 22.00,"45,61889607","0,8377244","34,93323342","3,47890401",
07/03/2008 23.00,"29,09156481","0,51559445","51,33912426","3,47890401",
08/03/2008 0.00,"20,67542532","0,4433181","55,48216194","3,47890401",
08/03/2008 1.00,"12,49279129","0,37076805","64,83303432","7,10541296",
08/03/2008 2.00,"16,98412271","0,3763766","52,21825722","7,10541296",
08/03/2008 3.00,"11,64045752",,"59,5560195","7,10541296",
08/03/2008 4.00,,"0,3348639","63,4874751","7,10541296",
08/03/2008 5.00,"20,98548936","0,4504688","57,28155138","7,10541296",
08/03/2008 6.00,"32,53917447","0,5029778","38,89127412","7,10541296",
08/03/2008 7.00,"36,2534535","0,53664635","31,81361418","7,10541296",
08/03/2008 8.00,"39,41780337","0,71390735","41,55971184","7,10541296",
08/03/2008 9.00,"31,83741099","0,72184695","65,3773716","7,10541296",
08/03/2008 10.00,"24,03626445","0,63454125","82,45267722","7,10541296",
08/03/2008 11.00,"22,23846108","0,536452","83,81420712","7,10541296",
08/03/2008 12.00,"27,01178073","0,64664615","84,15225972","7,10541296",
08/03/2008 13.00,"33,24477519","0,6938226","82,56980862","7,10541296",
08/03/2008 14.00,"26,21175381","0,51535525","89,58892248","7,10541296",
08/03/2008 15.00,"20,06041356","0,4041491","95,37032826","7,10541296",
08/03/2008 16.00,"25,96677237","0,54069435","89,45452548","7,10541296",
08/03/2008 17.00,"16,87438893","0,37332105","93,27016422","7,10541296",
08/03/2008 18.00,"14,05837769","0,5502704","89,47447902","7,10541296",
08/03/2008 19.00,"17,67695896","0,40640655","87,11615502","7,10541296",
08/03/2008 20.00,"14,80097768","0,34533465","89,85512664","7,10541296",
08/03/2008 21.00,"55,73075706","0,7319681","48,72791808","7,10541296",
08/03/2008 22.00,"43,73050374","0,66505765","50,09341122","7,10541296",
08/03/2008 23.00,"23,80659435","0,49799485","74,29833054","7,10541296",
09/03/2008 0.00,"29,77675668","0,4605497","66,42343152","7,10541296",
09/03/2008 1.00,"28,98310635","0,4701637","65,42261532","10,82946014",
09/03/2008 2.00,"14,60703341","0,35237955","68,9734233","10,82946014",
09/03/2008 3.00,"7,36348675","0,2815384","84,65266782","10,82946014",
09/03/2008 4.00,"5,29262613","0,2422636","92,75245128","10,82946014",
09/03/2008 5.00,"10,71667397","0,2590398","74,19316734","10,82946014",
09/03/2008 6.00,"15,66734558","0,2890111","55,07492922","10,82946014",
09/03/2008 7.00,"11,92626983","0,281382","68,35988628","10,82946014",
09/03/2008 8.00,"4,0932347","0,2238912","94,63436244","10,82946014",
09/03/2008 9.00,"5,5299519","0,26452875","94,84996662","10,82946014",
09/03/2008 10.00,"13,94864391","0,44264535","75,53872656","10,82946014",
09/03/2008 11.00,"11,27808851","0,4342377","88,63601832","10,82946014",
09/03/2008 12.00,"19,8753984","0,4744072","87,46217334","10,82946014",
09/03/2008 13.00,"27,48005568","0,52551435","78,54919974","10,82946014",
09/03/2008 14.00,"22,00495374","0,3908367","83,233926","10,82946014",
09/03/2008 15.00,"12,11511094","0,31625805","92,04309018","10,82946014",
09/03/2008 16.00,"6,41162927","0,2413298","98,39143548","10,82946014",
09/03/2008 17.00,"20,26329822","0,2734033","84,63934584","10,82946014",
09/03/2008 18.00,"37,50516495","0,6184263","64,39913802","10,82946014",
09/03/2008 19.00,"84,30429447","1,3272725","19,27263771","10,82946014",
09/03/2008 20.00,"95,87714697","2,0271671","10,51137968","10,82946014",
09/03/2008 21.00,"98,20574973","2,68261075","9,54116087","10,82946014",
09/03/2008 22.00,"91,76733126","2,55684675","10,12409069","10,82946014",
09/03/2008 23.00,"69,81465051","1,7910928","11,15153908","10,82946014",
10/03/2008 0.00,"59,56754562","1,6484744","8,69604507","10,82946014",
10/03/2008 1.00,"60,94428714","1,29294155","7,35716646","12,72296047",
10/03/2008 2.00,"52,60854159","1,2923976","6,69290389","12,72296047",
10/03/2008 3.00,"40,42323549",,"9,72083102","12,72296047",
10/03/2008 4.00,,"1,0095781","7,2121001","12,72296047",
10/03/2008 5.00,"53,13932217","1,00493555","9,59040315","12,72296047",
10/03/2008 6.00,"35,68949208","0,6765749","20,80581318","12,72296047",
10/03/2008 7.00,"57,27340278","0,91837965","19,93807944","12,72296047",
10/03/2008 8.00,"74,31748236","1,12367305","17,1778162","12,72296047",
10/03/2008 9.00,"52,93007973","0,82070555","48,74388876","12,72296047",
10/03/2008 10.00,"30,5461233","0,59520665","76,61939616","12,72296047",
10/03/2008 11.00,"31,83229467","0,6738448","81,04327452","12,72296047",
10/03/2008 12.00,"29,71677159","0,6750546","86,1366069","12,72296047",
10/03/2008 13.00,"26,82548649","0,4948036","89,26552602","12,72296047",
10/03/2008 14.00,"30,25392876","0,53369315","89,57563974","12,72296047",
10/03/2008 15.00,"19,82946438","0,38999145","97,2522198","12,72296047",
10/03/2008 16.00,"22,11213312","0,4184275","98,8586073","12,72296047",
10/03/2008 17.00,"33,94907802","0,55955435","87,73901154","12,72296047",
10/03/2008 18.00,"42,49666179","0,67649785","70,95645594","12,72296047",
10/03/2008 19.00,"40,07109348","0,59528485","72,07175484","12,72296047",
10/03/2008 20.00,"40,74479244","0,6296503","66,15593244","12,72296047",
10/03/2008 21.00,"34,3101924","0,5245265","65,10055302","12,72296047",
10/03/2008 22.00,"28,18181916","0,4658213","64,2993507","12,72296047",
10/03/2008 23.00,"16,61026831","0,3855053","69,9409836","12,72296047",
11/03/2008 0.00,"11,82674612","0,2940734","77,57230032","12,72296047",
11/03/2008 1.00,"8,01166618","0,25030785","84,5488584","6,06444216",
11/03/2008 2.00,"5,90763225","0,2276448","80,01583398","6,06444216",
11/03/2008 3.00,"4,686551","0,2071656","74,75482908","6,06444216",
11/03/2008 4.00,"5,95484159","0,18855975","75,65185548","6,06444216",
11/03/2008 5.00,"8,90865677","0,2263568","68,83767252","6,06444216",
11/03/2008 6.00,"18,16947436","0,3762225","53,95831578","6,06444216",
11/03/2008 7.00,"26,67109401","0,44109055","50,0481675","6,06444216",
11/03/2008 8.00,"48,26393946","0,7086783","45,25825842","6,06444216",
11/03/2008 9.00,"48,37749543","0,9428758","48,8716542","6,06444216",
11/03/2008 10.00,"42,35758065","0,768476","58,11202674","6,06444216",
11/03/2008 11.00,"27,66633111","0,57699065","76,48231122","6,06444216",
11/03/2008 12.00,"23,28728787","0,5214445","82,19981466","6,06444216",
11/03/2008 13.00,"27,65613609","0,582061","81,6461775","6,06444216",
11/03/2008 14.00,"31,26323574","0,5551464","79,08951492","6,06444216",
11/03/2008 15.00,"21,13860276","0,38495905","88,08238116","6,06444216",
11/03/2008 16.00,"22,50003294","0,4318066","82,02813966","6,06444216",
11/03/2008 17.00,"34,68637359","0,58068905","68,23843848","6,06444216",
11/03/2008 18.00,"43,06318137","0,72342245","54,74753028","6,06444216",
11/03/2008 19.00,"54,65514483","0,75451155","42,09741756","6,06444216",
11/03/2008 20.00,"66,69371412","1,0075495","25,15384062","6,06444216",
11/03/2008 21.00,"88,88112486","1,3912608","8,30609365","6,06444216",
11/03/2008 22.00,"80,23403619","1,18417225","7,96405426","6,06444216",
11/03/2008 23.00,"69,96012705","1,3467535","8,98351731","6,06444216",
12/03/2008 0.00,"60,5576664","0,9536421","19,68786558","6,06444216",
12/03/2008 1.00,"29,74485492","0,5550682","43,98860898","8,3622303",
12/03/2008 2.00,"13,64369431","0,2881831","58,6035666","8,3622303",
12/03/2008 3.00,"9,14087939",,"67,31647506","8,3622303",
12/03/2008 4.00,,"0,23355005","74,6709732","8,3622303",
12/03/2008 5.00,"11,36102557","0,23111665","74,9344698","8,3622303",
12/03/2008 6.00,"14,02775312","0,23934375","70,0674345","8,3622303",
12/03/2008 7.00,"19,50154965","0,2875828","64,90223406","8,3622303",
12/03/2008 8.00,"29,42841429","0,41194725","57,587643","8,3622303",
12/03/2008 9.00,"25,9591167","0,50958455","59,52543192","8,3622303",
12/03/2008 10.00,"23,35363074","0,4189381","67,7144079","8,3622303",
12/03/2008 11.00,"22,98361923","0,39951","75,76231608","8,3622303",
12/03/2008 12.00,"22,03941366","0,37938845","81,84447684","8,3622303",
12/03/2008 13.00,"34,53092775","0,44319275","79,11082224","8,3622303",
12/03/2008 14.00,"31,27470984","0,39012485","82,68160338","8,3622303",
12/03/2008 15.00,"11,04076274","0,2427811","99,24588648","8,3622303","0,65349299"
12/03/2008 16.00,"7,52042798","0,2161701","100,36783656","8,3622303","0,26312801"
12/03/2008 17.00,"10,16163601","0,2224261","95,24523114","8,3622303","0,243221"
12/03/2008 18.00,"19,50792624","0,3106794","75,46154148","8,3622303","0,447492"
12/03/2008 19.00,"38,28604329","0,550988","52,22416284","8,3622303","0,85603303"
12/03/2008 20.00,"55,66187484","0,8333567","35,49485592","8,3622303","2,25736499"
12/03/2008 21.00,"51,07484943","0,81296375","49,25761884","8,3622303","2,89268208"
12/03/2008 22.00,"30,26799864","0,4837843","67,017015","8,3622303","1,66619205"
12/03/2008 23.00,"17,32862786","0,3116063","68,15758446","8,3622303","0,83872199"
13/03/2008 0.00,"13,99968296","0,27483735","64,98608994","8,3622303","0,3116"
13/03/2008 1.00,"14,48964584","0,2710136","56,25942786","14,04734039","0,428449"
13/03/2008 2.00,"14,68103759","0,2540971","47,73108474","14,04734039","0,45787799"
13/03/2008 3.00,"14,04306446","0,27800445","32,40984636","14,04734039","0,29169199"
13/03/2008 4.00,"15,06637361","0,3708911","30,56656698","14,04734039","0,59355402"
13/03/2008 5.00,"20,68180191","0,297045","35,86885236","14,04734039","0,76969397"
13/03/2008 6.00,"18,0112578","0,28804625","45,7387326","14,04734039","0,302295"
13/03/2008 7.00,"33,82276887","0,3779981","33,02206884","14,04734039","0,35985401"
13/03/2008 8.00,"50,95107963","0,7588919","23,7138111","14,04734039","0,88308197"
13/03/2008 9.00,"37,11216762","0,7122755","39,85750026","14,04734039","1,87890196"
13/03/2008 10.00,"25,19482878","0,4092045","57,87246654","14,04734039","1,34636998"
13/03/2008 11.00,"26,03823156","0,37096815","64,9781046","14,04734039","0,740049"
13/03/2008 12.00,"19,52707482","0,36057905","76,48364538","14,04734039","0,67145401"
13/03/2008 13.00,"28,36045773","0,3984681","78,27636402","14,04734039","0,721439"
13/03/2008 14.00,"25,46405631","0,36301245","85,80655926","14,04734039","0,77726799"
13/03/2008 15.00,"15,21183134","0,2981651","99,70770204","14,04734039","0,69352502"
13/03/2008 16.00,"18,28175877","0,35200465","92,52886176","14,04734039","0,51565403"
13/03/2008 17.00,"26,4184569","0,438403","80,15425308","14,04734039","0,80691302"
13/03/2008 18.00,"31,44951117","0,47049835","72,94613976","14,04734039","0,88654399"
13/03/2008 19.00,"55,36838241","0,70065015","46,16994096","14,04734039","1,35221195"
13/03/2008 20.00,"88,38478539","1,17234565","17,72081932","14,04734039","1,85661399"
13/03/2008 21.00,"85,05455013","1,1882191","16,12108692","14,04734039","2,76544595"
13/03/2008 22.00,"61,48654182","0,7508971","40,03719984","14,04734039","2,33050489"
13/03/2008 23.00,"36,32489388","0,61243595","56,01455064","14,04734039","1,50087094"
14/03/2008 0.00,"24,33993309","0,43724495","61,50846456","14,04734039","1,25808299"
14/03/2008 1.00,"41,2181649","0,54793705","31,4223129","26,53737068","1,06982505"
14/03/2008 2.00,"37,11472578","0,4956799","25,78379958","26,53737068","1,23731005"
14/03/2008 3.00,"40,69502118",,"13,35283441","26,53737068","1,31261301"
14/03/2008 4.00,,"0,820364","6,88070849","26,53737068","2,12147307"
14/03/2008 5.00,"61,33472631","1,2414641","7,25601947","26,53737068","2,53823805"
14/03/2008 6.00,"59,2204635","1,3425606","7,29993884","26,53737068","3,02381396"
14/03/2008 7.00,"66,28538664","1,5705573","8,48043893","26,53737068","3,59378099"
14/03/2008 8.00,"62,08370289","1,3460267","11,75443225","26,53737068","4,024827"
14/03/2008 9.00,"48,9095739","0,82117245","34,45809588","26,53737068","2,99611592"
14/03/2008 10.00,"17,19210111","0,37396045","75,84083532","26,53737068","1,11396801"
14/03/2008 11.00,"11,18749767","0,37561645","95,12144856","26,53737068","0,45831099"
14/03/2008 12.00,"11,46820495","0,30594715","96,73982388","26,53737068","0,35942101"
14/03/2008 13.00,"17,37073216","0,35778455","94,59706482","26,53737068","0,458527"
14/03/2008 14.00,"13,2928088","0,27117","97,0619058","26,53737068","0,458527"
14/03/2008 15.00,"7,51532483","0,2608476","104,09298786","26,53737068","0,19475"
14/03/2008 16.00,"20,92550427","0,4186736","98,95309722","26,53737068","0,25144401"
14/03/2008 17.00,"18,10185053","0,38193225","96,827643","26,53737068","0,58424902"
14/03/2008 18.00,"32,49450072","0,52828125","79,14411738","26,53737068","0,73658699"
14/03/2008 19.00,"56,5231095","0,89619615","47,10024288","26,53737068","1,38293898"
14/03/2008 20.00,"67,12625007","1,1112128","32,05982556","26,53737068","3,14261103"
14/03/2008 21.00,"69,76489806","1,0044169","32,22353484","26,53737068","2,83447409"
14/03/2008 22.00,"30,95572986","0,54823145","62,19920628","26,53737068","1,99683404"
14/03/2008 23.00,"29,60577378","0,4672772","49,36142826","26,53737068","1,12954795"
15/03/2008 0.00,"20,06806923","0,40607995","45,5084919","26,53737068","0,87810498"
15/03/2008 1.00,"19,10601297","0,40430895","40,37391828","15,75090981","0,770127"
15/03/2008 2.00,"11,79102029","0,3234697","45,79329582","15,75090981","0,59658301"
15/03/2008 3.00,"11,42737596","0,27317215","47,4302709","15,75090981","0,26356101"
15/03/2008 4.00,"12,55658729","0,28538055","45,48718458","15,75090981","0,27265"
15/03/2008 5.00,"37,99766718","0,4268777","26,38224882","15,75090981","0,571266"
15/03/2008 6.00,"40,42963089","0,539258","26,73760626","15,75090981","1,29400396"
15/03/2008 7.00,"40,47556491","0,5055975","31,2692769","15,75090981","0,80063802"
15/03/2008 8.00,"44,91841167","0,76128505","42,54857946","15,75090981","1,45845902"
15/03/2008 9.00,"32,78287683","0,73409445","64,96611678","15,75090981","2,73082399"
15/03/2008 10.00,"24,53134365","0,59240525","76,08306384","15,75090981","1,57530904"
15/03/2008 11.00,"32,33628981","0,68780235","75,14079372","15,75090981","1,44547606"
15/03/2008 12.00,"37,39031109","0,48406835","80,4297375","15,75090981","1,54501402"
15/03/2008 13.00,"19,18001151","0,4066584","89,1005022","15,75090981","0,52366"
15/03/2008 14.00,"21,96157788","0,41663235","86,66495388","15,75090981","1,05164802"
15/03/2008 15.00,"13,54799843","0,2973578","92,97472626","15,75090981","0,37197199"
15/03/2008 16.00,"15,21055602","0,33201995","85,3194339","15,75090981","0,23802701"
15/03/2008 17.00,"16,1726198","0,3646788","80,77577544","15,75090981","0,58857697"
15/03/2008 18.00,"17,44856418","0,3760017","71,0562825","15,75090981","0,70109898"
15/03/2008 19.00,"24,58493334","0,45803465","58,7734758","15,75090981","0,72706598"
15/03/2008 20.00,"56,91230721","0,95908735","28,27610856","15,75090981","2,01674104"
15/03/2008 21.00,"62,78802453","0,8666561","19,90613808","15,75090981","2,91453695"
15/03/2008 22.00,"40,23566217","0,54114515","26,78284998","15,75090981","1,91374004"
15/03/2008 23.00,"29,68233048","0,56741115","31,34381328","15,75090981","1,43270898"
16/03/2008 0.00,"28,85168088","0,6332682","28,4531202","15,75090981","1,97281396"
16/03/2008 1.00,"31,89607938","0,61901855","27,21005586","12,83244991","1,47685206"
16/03/2008 2.00,"26,79102657","0,5110669","36,91004652","12,83244991","1,28534806"
16/03/2008 3.00,"17,61443828",,"42,77085444","12,83244991","0,76212001"
16/03/2008 4.00,,"0,28315185","48,65471586","12,83244991","0,61475998"
16/03/2008 5.00,"13,03379134","0,24614715","53,2755594","12,83244991","0,177871"
16/03/2008 6.00,"10,13611837","0,24530075","53,232984","12,83244991","0,19475"
16/03/2008 7.00,"17,75606818","0,27518925","47,69645544","12,83244991","0,236945"
16/03/2008 8.00,"16,28234982","0,28446055","55,39169412","12,83244991","0,50288701"
16/03/2008 9.00,"12,54127595","0,2581106","77,17040424","12,83244991","0,12528899"
16/03/2008 10.00,"12,38561191","0,31950335","80,98873092","12,83244991","0,38949901"
16/03/2008 11.00,"14,02264997","0,3503912","81,9562716","12,83244991","0,71278399"
16/03/2008 12.00,"18,41956083","0,3880123","81,04994532","12,83244991","0,97894198"
16/03/2008 13.00,"19,67509071","0,44782725","77,35669614","12,83244991","1,08172596"
16/03/2008 14.00,"13,33236247","0,28580605","84,16422792","12,83244991","0,59853101"
16/03/2008 15.00,"10,14887719","0,24437845","85,63751334","12,83244991","0,1558"
16/03/2008 16.00,"13,91291807","0,2962308","79,94794878","12,83244991","0,52279502"
16/03/2008 17.00,"14,41053851","0,36793215","82,74281778","12,83244991","0,52279502"
16/03/2008 18.00,"24,35014692","0,46556025","72,75582576","12,83244991","0,67859501"
16/03/2008 19.00,"29,02776129","0,4854863","63,54872874","12,83244991","1,63589799"
16/03/2008 20.00,"26,52691536","0,4465197","70,21117062","12,83244991","0,84045303"
16/03/2008 21.00,"24,33993309","0,4190163","66,34756098","12,83244991","0,75865799"
16/03/2008 22.00,"18,95799708","0,3695479","68,12297478","12,83244991","0,89974397"
16/03/2008 23.00,"11,26788221","0,2822284","75,90471804","12,83244991","0,186527"
17/03/2008 0.00,"8,89589795","0,2381466","78,2005131","12,83244991","0,147577"
17/03/2008 1.00,"9,14343002","0,1951021","77,32744272","9,32071686","0,0779"
17/03/2008 2.00,"3,81635526","0,1729071","79,39295784","9,32071686",0
17/03/2008 3.00,"3,26004198","0,1589047","79,24924134","9,32071686",0
17/03/2008 4.00,"4,27824797","0,18637015","75,26853954","9,32071686",0
17/03/2008 5.00,"8,78999388","0,2034879","65,3188059","9,32071686",0
17/03/2008 6.00,"27,91003347","0,27003495","45,58832568","9,32071686","0,054963"
17/03/2008 7.00,"35,96637528","0,41197715","39,52878678","9,32071686","0,47540599"
17/03/2008 8.00,"41,72853663","0,72282445","40,29137694","9,32071686","0,95081103"
17/03/2008 9.00,"40,50235035","0,87045915","54,80609598","9,32071686","2,25325394"
17/03/2008 10.00,"33,28049538","0,6780492","68,84434332","9,32071686","2,42182112"
17/03/2008 11.00,"22,93894548","0,6215037","79,8241662","9,32071686","1,63589704"
17/03/2008 12.00,"27,98405082","0,54437895","82,99968282","9,32071686","1,32321596"
17/03/2008 13.00,"27,52597089","0,59042265","80,84099232","9,32071686","1,20744801"
17/03/2008 14.00,"30,70691118","0,52829965","80,99936496","9,32071686","1,683936"
17/03/2008 15.00,"21,3363711","0,3793183","90,22245228","9,32071686","1,22129703"
17/03/2008 16.00,"20,3926734","0,52455985","84,597516","9,32071686","0,98297101"
17/03/2008 17.00,"28,25072019","0,61211855","74,19718944","9,32071686","1,51104105"
17/03/2008 18.00,"36,58518666","0,6585475","63,25460532","9,32071686","2,05742192"
17/03/2008 19.00,"43,2902745","0,6817039","53,16776712","9,32071686","1,84666002"
17/03/2008 20.00,"42,44689053","0,6461229","52,0804071","9,32071686","2,00137806"
17/03/2008 21.00,"29,42075862","0,52114435","71,51809806","9,32071686","1,56557095"
17/03/2008 22.00,"38,35110708","0,5434555","57,9749418","9,32071686","1,18407798"
17/03/2008 23.00,"21,89267685","0,40062895","70,25241186","9,32071686","1,53462803"
18/03/2008 0.00,"16,98539802","0,3238883","73,17371214","9,32071686","0,79457903"
18/03/2008 1.00,"12,47875527","0,3037702","72,55886058","7,40618706","0,50634903"
18/03/2008 2.00,"6,59536723","0,25930315","74,09514582","7,40618706","0,38170901"
18/03/2008 3.00,"5,38449417",,"71,08290684","7,40618706","0,18696"
18/03/2008 4.00,,"0,2659904","68,7804606","7,40618706","0,20254"
18/03/2008 5.00,"13,5097182","0,2496213","61,9769313","7,40618706","0,27265"
18/03/2008 6.00,"28,74578058","0,35634245","47,21335218","7,40618706","0,459609"
