,,,ARPA Puglia,,
,,,Viale Pitagora,,
Parm,NO2,CO,O3,PM2.5,Benzene



21/09/2008 4.00,"5,8999387","0,18747451","50,89262955","4,18667698",
21/09/2008 5.00,"5,90123504","0,19166179","48,02776965","4,18667698",
21/09/2008 6.00,"6,00628988","0,21067917","47,72732265","4,18667698",
21/09/2008 7.00,"7,85966605","0,21740918","48,98453175","4,18667698",
21/09/2008 8.00,"7,82983502","0,23212248","50,60981835","4,18667698",
21/09/2008 9.00,"8,78570692","0,23584022","51,4366461","4,18667698",
21/09/2008 10.00,"9,11643512","0,26953118","53,6113956","4,18667698",
21/09/2008 11.00,"11,28108489","0,27939261","55,71570165","4,18667698",
21/09/2008 12.00,"12,53525938","0,26655746","56,90524035","4,18667698",
21/09/2008 13.00,"8,62877187","0,23235725","60,92855685","4,18667698",
21/09/2008 14.00,"9,04380398","0,24073064","62,86913325","4,18667698",
21/09/2008 15.00,"5,9907262","0,21830971","65,5472811","4,18667698",
21/09/2008 16.00,"13,41590554","0,26906165","60,96239205","4,18667698",
21/09/2008 17.00,"18,29512496","0,29230485","56,19749415","4,18667698",
21/09/2008 18.00,"22,33778128","0,29958382","50,2403643","4,18667698",
21/09/2008 19.00,"23,90453144","0,29833173","48,37150815","4,18667698",
21/09/2008 20.00,"34,33477824","0,35237042","42,3846129","4,18667698",
21/09/2008 21.00,"32,65261976","0,34039725","39,1610919","4,18667698",
21/09/2008 22.00,"34,36980608","0,3271311","35,11884285","4,18667698",
21/09/2008 23.00,"21,241842","0,27195712","44,1073353","4,18667698",
22/09/2008 0.00,"21,1731056","0,24937851","44,6905935","4,18667698",
22/09/2008 1.00,"10,89588381","0,20543485","54,66693015","6,6672101",
22/09/2008 2.00,"10,13326349","0,20927056",,"6,6672101",
22/09/2008 3.00,"9,10994962",,"53,3894319","6,6672101",
22/09/2008 4.00,,"0,2095427","44,9882874","6,6672101",
22/09/2008 5.00,"28,15211592","0,24800378","31,95082275","6,6672101",
22/09/2008 6.00,"40,23473224","0,32731098","23,10311745","6,6672101",
22/09/2008 7.00,"66,76824456","0,71215763","13,10648168","6,6672101",
22/09/2008 8.00,"62,4752692","0,80733328","20,5603104","6,6672101",
22/09/2008 9.00,"37,71469712","0,48146829","41,6646573","6,6672101",
22/09/2008 10.00,"35,24527264","0,4072816","45,57292215","6,6672101",
22/09/2008 11.00,"36,2971212","0,42444069","49,41082335","6,6672101",
22/09/2008 12.00,"46,51469624","0,47005459","47,8734963","6,6672101",
22/09/2008 13.00,"37,01825112","0,34810488","55,91464305","6,6672101",
22/09/2008 14.00,"19,11481274","0,23866211","62,8380312","6,6672101",
22/09/2008 15.00,"31,8225632","0,31722646","48,9100983","6,6672101",
22/09/2008 16.00,"35,9222736","0,34290611","44,32113945","6,6672101",
22/09/2008 17.00,"43,67172432","0,39907406","36,7427928","6,6672101",
22/09/2008 18.00,"51,75705608","0,45582718","31,20924135","6,6672101",
22/09/2008 19.00,"42,87279512","0,42662952","31,3973499","6,6672101",
22/09/2008 20.00,"53,00605096","0,50042493","26,62975875","6,6672101",
22/09/2008 21.00,"41,16467168","0,40079336","30,7207257","6,6672101",
22/09/2008 22.00,"24,74367","0,30831462","39,6793929","6,6672101",
22/09/2008 23.00,"24,0043952","0,28498032","40,1097543","6,6672101",
23/09/2008 0.00,"19,49740968","0,24386088","41,7350409","6,6672101",
23/09/2008 1.00,"14,42106115","0,21396008","44,82320115","11,84506035",
23/09/2008 2.00,"13,1098192","0,21180979","42,90696375","11,84506035",
23/09/2008 3.00,"11,43672169","0,20840974","45,50118195","11,84506035",
23/09/2008 4.00,"12,97493525","0,23002475","38,25171105","11,84506035",
23/09/2008 5.00,"18,6141804","0,24249315","32,57605575","11,84506035",
23/09/2008 6.00,"40,38904976","0,35283411","19,8038463","11,84506035",
23/09/2008 7.00,"64,09777328","0,76969214","14,99024247","11,84506035",
23/09/2008 8.00,"69,69551656","0,82292842","18,37749312","11,84506035","1,68262345"
23/09/2008 9.00,"25,45571792","0,37163541","48,9980778","11,84506035","1,02372644"
23/09/2008 10.00,"21,51160608","0,29901267","60,8906319","11,84506035","0,22411629"
23/09/2008 11.00,"31,9211268","0,29084251","62,1343149","11,84506035","0,04842852"
23/09/2008 12.00,"30,829088","0,30436678","64,1019834","11,84506035","0,1329097"
23/09/2008 13.00,"31,8796364","0,30745498","65,1616077","11,84506035","0,10923292"
23/09/2008 14.00,"7,69365474","0,19648797","81,261537","11,84506035","0,04842852"
23/09/2008 15.00,"8,60931727","0,18745933","81,5186526","11,84506035",0
23/09/2008 16.00,"16,0630313","0,20094389","76,9405266","11,84506035","0,04842852"
23/09/2008 17.00,"8,19298883","0,20188179","79,71607035","11,84506035","0,04842852"
23/09/2008 18.00,"14,00084179","0,21927565","69,33101805","11,84506035",0
23/09/2008 19.00,"26,59186656","0,26907216","55,8118008","11,84506035",0
23/09/2008 20.00,"42,34232984","0,4121288","43,79202555","11,84506035","0,11461387"
23/09/2008 21.00,"30,94579648","0,40114493","48,71117685","11,84506035","0,71351398"
23/09/2008 22.00,"19,54928224","0,33473712","55,4843016","11,84506035","0,44877159"
23/09/2008 23.00,"27,90309704","0,43862955","43,72028535","11,84506035","0,3260858"
24/09/2008 0.00,"25,52963584","0,3791001","44,1289611","11,84506035","0,49720011"
24/09/2008 1.00,"12,14098012","0,24526832","56,05269705","9,98372078","0,17595727"
24/09/2008 2.00,"14,90612982","0,26117648",,"9,98372078",0
24/09/2008 3.00,"32,61631088",,"37,0513395","9,98372078","0,21147193"
24/09/2008 4.00,,"0,30760565","41,7377142","9,98372078","0,12752875"
24/09/2008 5.00,"55,81917656","0,37285947","36,78610425","9,98372078","0,21147193"
24/09/2008 6.00,"57,97994688","0,48525261","27,11829435","9,98372078","0,29541409"
24/09/2008 7.00,"42,93503072","0,37372029","38,13396615","9,98372078","0,31639989"
24/09/2008 8.00,"43,37989576","0,3997737","37,9323315","9,98372078","0,13183371"
24/09/2008 9.00,"25,17037104","0,2867148","58,13675385","9,98372078","0,0618814"
24/09/2008 10.00,"32,20517352","0,32188445","58,4642331","9,98372078","0,01748833"
24/09/2008 11.00,"43,86106968","0,34872158","50,193003","9,98372078","0,29057114"
24/09/2008 12.00,"72,4567696","0,39535398","42,04492425","9,98372078","0,03094019"
24/09/2008 13.00,"54,28615408","0,36734301","45,06543405","9,98372078","0,01748833"
24/09/2008 14.00,"15,15385236","0,21031242","69,49073775","9,98372078","0,03094019"
24/09/2008 15.00,"10,44583342","0,19826333","74,2190673","9,98372078",0
24/09/2008 16.00,"15,2589072","0,23558443","69,4081647","9,98372078","0,09685705"
24/09/2008 17.00,"12,7077581","0,21684621","70,3554705","9,98372078",0
24/09/2008 18.00,"15,32245826","0,24293933","68,75725605","9,98372078",0
24/09/2008 19.00,"15,22388892","0,2263911","66,12241965","9,98372078",0
24/09/2008 20.00,"15,81919968","0,25373632","64,78265745","9,98372078","0,04842852"
24/09/2008 21.00,"11,48730556","0,24207851","66,739533","9,98372078",0
24/09/2008 22.00,"23,43632088","0,30079854","59,00553645","9,98372078","0,20178602"
24/09/2008 23.00,"9,70007312","0,23038216","67,2564774","9,98372078","0,2340717"
25/09/2008 0.00,"7,98158282","0,22987291","65,65957965","9,98372078",0
25/09/2008 1.00,"5,01929254","0,19732426","66,4823775","11,37388992",0
25/09/2008 2.00,"5,57050684","0,19235675","63,8678502","11,37388992",0
25/09/2008 3.00,"7,01014724","0,19865461","65,55133095","11,37388992",0
25/09/2008 4.00,"11,78820274","0,20687032","61,02327945","11,37388992",0
25/09/2008 5.00,"10,42637882","0,20847398","67,6042458","11,37388992",0
25/09/2008 6.00,"25,34807232","0,28159078","59,69165685","11,37388992","0,01721883"
25/09/2008 7.00,"49,4938408","0,50297467","42,9516318","11,37388992","0,11407587"
25/09/2008 8.00,"40,05705008","0,50868619","47,91680775","11,37388992","0,51549493"
25/09/2008 9.00,"23,04334752","0,38185658","60,15310035","11,37388992","0,24214262"
25/09/2008 10.00,"21,41694296","0,37297627","60,6416559","11,37388992","0,29057114"
25/09/2008 11.00,"25,354554","0,37841448","62,94223005","11,37388992","0,1934456"
25/09/2008 12.00,"34,9625452","0,3788443","61,62549015","11,37388992","0,29057114"
25/09/2008 13.00,"29,28698352","0,34148466","65,33076375","11,37388992","0,33873117"
25/09/2008 14.00,"14,0267819","0,26054342","75,0175062","11,37388992","0,07963822"
25/09/2008 15.00,"17,34574048","0,27501845","74,9755713","11,37388992",0
25/09/2008 16.00,"24,29102312","0,32802696","66,80447025","11,37388992","0,04869803"
25/09/2008 17.00,"32,4632744","0,39457142","57,4249179","11,37388992","0,16223591"
25/09/2008 18.00,"36,02735712","0,44151568","52,1958633","11,37388992","0,24214262"
25/09/2008 19.00,"35,78742024","0,40223818","52,48408095","11,37388992","0,38742818"
25/09/2008 20.00,"32,59036504","0,38455582","53,40569115","11,37388992","0,33899966"
25/09/2008 21.00,"26,14570136","0,32462341","57,35048445","11,37388992","0,14528557"
25/09/2008 22.00,"19,1614904","0,28687131","59,812095","11,37388992","0,27362182"
25/09/2008 23.00,"15,20183974","0,25338475","62,285895","11,37388992",0
26/09/2008 0.00,"16,72708229","0,26116947","57,42086805","11,37388992",0
26/09/2008 1.00,"11,48082006","0,24039659","52,7953608","14,93175983",0
26/09/2008 2.00,"7,90506075","0,22572651",,"14,93175983",0
26/09/2008 3.00,"7,59767807",,"53,19861015","14,93175983",0
26/09/2008 4.00,,"0,22969538","51,10242375","14,93175983",0
26/09/2008 5.00,"26,25724744","0,26358139","43,0314717","14,93175983",0
26/09/2008 6.00,"47,50685216","0,35116854","27,7272681","14,93175983","0,01695034"
26/09/2008 7.00,"62,26774072","0,59333232","21,4778508","14,93175983","0,37290034"
26/09/2008 8.00,"51,13840936","0,61908906","29,1590397","14,93175983","0,93736178"
26/09/2008 9.00,"33,5825592","0,45712483","42,14507325","14,93175983","0,58114329"
26/09/2008 10.00,"29,86023936","0,41467971","51,51786255","14,93175983","0,43585671"
26/09/2008 11.00,"39,09730256","0,4446576","53,27713335","14,93175983","0,4676044"
26/09/2008 12.00,"56,4560064","0,54447722","52,29870555","14,93175983","0,72642886"
26/09/2008 13.00,"41,1698532","0,45458443","62,766291","14,93175983","0,77647136"
26/09/2008 14.00,"27,01986776","0,33569138","72,7954353","14,93175983","0,37074735"
26/09/2008 15.00,"24,70606096","0,34550141","75,04729155","14,93175983","0,25532599"
26/09/2008 16.00,"34,22715176","0,41448466","66,62719455","14,93175983","0,30725197"
26/09/2008 17.00,"37,28283368","0,49140213","63,4835334","14,93175983","0,30725197"
26/09/2008 18.00,"68,7098232","0,67255542","38,49123075","14,93175983","0,72804284"
26/09/2008 19.00,"78,29186856","0,74075728","27,54187275","14,93175983","1,19887621"
26/09/2008 20.00,"85,2916432","0,7362231","20,1232059","14,93175983","1,28766235"
26/09/2008 21.00,"79,25811688","0,72637336","18,02428835","14,93175983","1,017"
26/09/2008 22.00,"36,31784728","0,43261902","40,47649515","14,93175983","0,72481387"
26/09/2008 23.00,"26,6087304","0,3766508","41,75397345","14,93175983","0,4676044"
27/09/2008 0.00,"21,21979664","0,3132576","42,0990486","14,93175983","0,22546178"
27/09/2008 1.00,"18,59991306","0,29543509","41,6889963","8,23890972","0,14528557"
27/09/2008 2.00,"13,19023218","0,26033786","42,78247575","8,23890972","0,03201618"
27/09/2008 3.00,"10,65464677","0,24923835","41,05839675","8,23890972",0
27/09/2008 4.00,"9,89851004","0,24712778","41,9055336","8,23890972",0
27/09/2008 5.00,"17,21215095","0,26158878","35,1878898","8,23890972",0
27/09/2008 6.00,"30,61894008","0,33018075","30,7951392","8,23890972","0,04842852"
27/09/2008 7.00,"48,51851048","0,57640917","19,03383216","8,23890972","0,35621951"
27/09/2008 8.00,"42,50572936","0,58184154","33,12547875","8,23890972","1,06516004"
27/09/2008 9.00,"28,0989432","0,41456291","54,6317583","8,23890972","0,45146156"
27/09/2008 10.00,"22,10302592","0,33448016","62,09507325","8,23890972","0,37101686"
27/09/2008 11.00,"39,80284968","0,4008833","51,2729364","8,23890972","0,14528557"
27/09/2008 12.00,"41,19838024","0,40189946","57,12987735","8,23890972","0,53271477"
27/09/2008 13.00,"23,13542944","0,34690885","69,3161553","8,23890972","0,53271477"
27/09/2008 14.00,"10,74413793","0,24489923","77,9892981","8,23890972","0,03201618"
27/09/2008 15.00,"12,94250964","0,27675293","73,34080845","8,23890972",0
27/09/2008 16.00,"15,74397586","0,2898065","64,9829754","8,23890972","0,01641235"
27/09/2008 17.00,"18,80613182","0,30305629","61,8041025","8,23890972","0,16142841"
27/09/2008 18.00,"28,68518152","0,37524453","53,8373892","8,23890972","0,2738903"
27/09/2008 19.00,"31,16888864","0,34831512","48,8545974","8,23890972","0,14528557"
27/09/2008 20.00,"28,14563424","0,34354734","49,2849588","8,23890972","0,19371409"
27/09/2008 21.00,"26,44531176","0,31329614","47,3849607","8,23890972","0,19371409"
27/09/2008 22.00,"19,8501928","0,30192333","50,3634957","8,23890972","0,12914273"
27/09/2008 23.00,"18,1991483","0,2603764","56,0811258","8,23890972","0,04842852"
28/09/2008 0.00,"26,64373912","0,30473704","48,87221325","8,23890972",0
28/09/2008 1.00,"24,79036104","0,27518898","43,4550501","7,85239506","0,11299989"
28/09/2008 2.00,"12,76352732","0,2282891",,"7,85239506","0,03228568"
28/09/2008 3.00,"15,00988641",,,"7,85239506",0
28/09/2008 4.00,,"0,21353259",,"7,85239506",0
28/09/2008 5.00,"18,9643632","0,2122805",,"7,85239506",0
28/09/2008 6.00,"26,04323728","0,2341548",,"7,85239506",0
28/09/2008 7.00,"25,75920968","0,25943266",,"7,85239506",0
28/09/2008 8.00,"17,90343838","0,27543659",,"7,85239506","0,01614284"
28/09/2008 9.00,"24,94469768","0,27461549",,"7,85239506","0,17730276"
28/09/2008 10.00,"12,33941704","0,25407154",,"7,85239506",0
28/09/2008 11.00,"12,96196424","0,27711968",,"7,85239506","0,06349538"
28/09/2008 12.00,"14,58447979","0,28298888",,"7,85239506","0,17864724"
28/09/2008 13.00,"9,63911474","0,22186744",,"7,85239506","0,08017621"
28/09/2008 14.00,"9,47310342","0,22941973",,"7,85239506","0,06510936"
28/09/2008 15.00,"7,7053275","0,20605856",,"7,85239506",0
28/09/2008 16.00,"14,00991997","0,25305421",,"7,85239506",0
28/09/2008 17.00,"21,66724288","0,28795872",,"7,85239506","0,04842852"
28/09/2008 18.00,"25,55298136","0,29875805",,"7,85239506",0
28/09/2008 19.00,"27,3116772","0,32247078",,"7,85239506","0,03174769"
28/09/2008 20.00,"25,3156448","0,28608058",,"7,85239506","0,16169792"
28/09/2008 21.00,"17,28996935","0,2451889",,"7,85239506",0
28/09/2008 22.00,"25,99396504","0,29785869",,"7,85239506",0
28/09/2008 23.00,"17,96309851","0,24941472",,"7,85239506",0
29/09/2008 0.00,"14,1279439","0,23239346",,"7,85239506",0
29/09/2008 1.00,"11,41337617","0,21560696",,"18,66448975",0
29/09/2008 2.00,"8,37197115","0,20762485",,"18,66448975",0
29/09/2008 3.00,"7,69624741","0,20468966",,"18,66448975",0
29/09/2008 4.00,"9,24094456","0,2478496",,"18,66448975","0,29057114"
29/09/2008 5.00,"15,30819091","0,26855006",,"18,66448975",0
29/09/2008 6.00,"38,23868072","0,32364462",,"18,66448975",0
29/09/2008 7.00,"56,59994176","0,6109773",,"18,66448975","0,27173833"
29/09/2008 8.00,"49,78565024","0,76863277",,"18,66448975","1,38882334"
29/09/2008 9.00,"31,88351776","0,48043928",,"18,66448975","0,69521917"
29/09/2008 10.00,"24,974544","0,41485725",,"18,66448975","0,32339481"
29/09/2008 11.00,"36,39440376","0,44267901",,"18,66448975","0,37182334"
29/09/2008 12.00,"39,8443592","0,45981824",,"18,66448975","0,17461178"
29/09/2008 13.00,"36,18167464","0,43559626",,"18,66448975","0,40464803"
29/09/2008 14.00,"14,54557059","0,26714146",,"18,66448975","0,19532807"
29/09/2008 15.00,"23,54396648","0,33241046",,"18,66448975","0,09685705"
29/09/2008 16.00,"30,6280412","0,39227981",,"18,66448975","0,06403337"
29/09/2008 17.00,"37,88071608","0,46048283",,"18,66448975","0,33873117"
29/09/2008 18.00,"41,4331356","0,42753589",,"18,66448975","0,22465428"
29/09/2008 19.00,"114,17913344","1,4743045",,"18,66448975","0,74741466"
29/09/2008 20.00,"149,29215304","2,5348485",,"18,66448975","4,12692193"
29/09/2008 21.00,"133,46517152","2,32111968",,"18,66448975","6,13643867"
29/09/2008 22.00,"117,27760592","1,82342437",,"18,66448975","4,40942114"
29/09/2008 23.00,"102,34423584","1,34079275",,"18,66448975","3,63698523"
30/09/2008 0.00,"86,51467312","0,95888362",,"18,66448975","2,49003602"
30/09/2008 1.00,"74,71090288","0,95136987",,"35,74792099","1,53437841"
30/09/2008 2.00,"38,94684728","0,45046606",,"35,74792099","1,16685902"
30/09/2008 3.00,"31,54241696",,,"35,74792099","0,46894989"
30/09/2008 4.00,,"0,33424656",,"35,74792099","0,35433602"
30/09/2008 5.00,"53,05534232","0,46213555",,"35,74792099","0,45119307"
30/09/2008 6.00,"74,70832168","0,59901698",,"35,74792099","0,70867103"
30/09/2008 7.00,"88,8712896","0,76764581",,"35,74792099","1,30514966"
30/09/2008 8.00,"89,29667136","1,01208485",,"35,74792099","2,77576421"
30/09/2008 9.00,"71,14942048","0,8269183",,"35,74792099","1,79427886"
30/09/2008 10.00,"27,74357888","0,38831912",,"35,74792099","2,13327852"
30/09/2008 11.00,"25,22744424","0,42198205",,"35,74792099","0,42052136"
30/09/2008 12.00,"26,680048","0,38018634",,"35,74792099","0,42079087"
30/09/2008 13.00,"24,21840536","0,35539904",,"35,74792099","0,60804803"
30/09/2008 14.00,"22,25996288","0,31633995",,"35,74792099","0,34545761"
30/09/2008 15.00,"25,14314416","0,35664997",,"35,74792099","0,19371409"
30/09/2008 16.00,"22,06153552","0,29972398",,"35,74792099","0,09685705"
30/09/2008 17.00,,"0,30355502",,"35,74792099","0,14178811"
30/09/2008 18.00,"32,6487384","0,40434875","59,062374","35,74792099","0,35729549"
30/09/2008 19.00,"44,59516296","0,63330595","38,66036685","35,74792099","0,73826674"
30/09/2008 20.00,"66,16124192","0,98057221","18,21374751","35,74792099","1,78755242"
30/09/2008 21.00,"57,72832768","0,62024771","20,1096798","35,74792099","2,13516201"
30/09/2008 22.00,"36,3062032","0,52351979","31,9170075","35,74792099","0,9050761"
30/09/2008 23.00,"23,25733856","0,46252683","36,25020735","35,74792099","0,82328591"
01/10/2008 0.00,"14,31989723","0,34652341","43,6810437","35,74792099","0,71136201"
01/10/2008 1.00,"8,0","0,3","46,6","15,8","0,4"
01/10/2008 2.00,"13,3","0,3","43,1","15,8","0,3"
01/10/2008 3.00,"11,5","0,2","43,1","15,8","0,3"
01/10/2008 4.00,"14,4","0,3","44,9","15,8",
01/10/2008 5.00,"30,3","0,4","33,9","15,8",
01/10/2008 6.00,"50,9","0,6","15,5","15,8",
01/10/2008 7.00,"65,4","0,8","8,6","15,8",
01/10/2008 8.00,"49,9","0,7","21,7","15,8",
01/10/2008 9.00,"24,2","0,5","55,0","15,8",
01/10/2008 10.00,"24,2","0,5","66,4","15,8",
01/10/2008 11.00,"33,4","0,5","65,7","15,8",
01/10/2008 12.00,"31,1","0,5","68,4","15,8",
01/10/2008 13.00,"21,7","0,4","71,5","15,8",
01/10/2008 14.00,"11,7","0,3","76,4","15,8",
01/10/2008 15.00,"13,3","0,3","75,7","15,8",
01/10/2008 16.00,"12,4","0,3","75,6","15,8",
01/10/2008 17.00,"14,6","0,3","71,4","15,8",
01/10/2008 18.00,"14,2","0,3","65,8","15,8",
01/10/2008 19.00,"32,4","0,5","47,7","15,8",
01/10/2008 20.00,"53,4","0,7","29,4","15,8",
01/10/2008 21.00,"42,6","0,6","32,1","15,8",
01/10/2008 22.00,"28,6","0,4","34,9","15,8",
01/10/2008 23.00,"24,0","0,4","34,0","15,8",
02/10/2008 0.00,"29,8","0,5","28,2","15,8",
02/10/2008 1.00,"29,4","0,3","29,1","15,8",
02/10/2008 2.00,"14,1","0,3",,"15,8",
02/10/2008 3.00,"17,6",,"35,6","15,8",
02/10/2008 4.00,,"0,3","37,5","15,8",
02/10/2008 5.00,"39,1","0,3","20,3","15,8",
02/10/2008 6.00,"31,8","0,4","25,4","15,8",
02/10/2008 7.00,"44,9","0,6","14,2","15,8",
02/10/2008 8.00,"46,7","0,4","19,0","15,8",
02/10/2008 9.00,"20,1","0,4","44,3","15,8",
02/10/2008 10.00,"13,0","0,3","52,9","15,8",
02/10/2008 11.00,"23,5","0,4","53,0","15,8",
02/10/2008 12.00,"35,5","0,6","53,3","15,8",
02/10/2008 13.00,"34,5","0,5","53,9","15,8",
02/10/2008 14.00,"17,2","0,3","65,4","15,8",
02/10/2008 15.00,"13,2","0,3","65,9","15,8",
02/10/2008 16.00,"6,4","0,2","69,1","15,8",
02/10/2008 17.00,"38,4","0,5","48,7","15,8",
02/10/2008 18.00,"28,6","0,4","44,2","15,8",
02/10/2008 19.00,"61,3","0,7","18,0","15,8",
02/10/2008 20.00,"72,9","1,1","14,3","15,8",
02/10/2008 21.00,"45,2","0,6","21,2","15,8",
02/10/2008 22.00,"30,2","0,4","27,1","15,8",
02/10/2008 23.00,"31,6","0,4","22,4","15,8",
03/10/2008 0.00,"26,1","0,3","21,2","15,8",
03/10/2008 1.00,"12,5","0,3","24,1","10,3","0,0"
03/10/2008 2.00,"9,3","0,3","26,7","10,3","0,0"
03/10/2008 3.00,"15,7","0,2","32,9","10,3","0,0"
03/10/2008 4.00,"13,3","0,2","39,2","10,3","0,0"
03/10/2008 5.00,"25,7","0,3","32,9","10,3","0,0"
03/10/2008 6.00,"32,4","0,4","25,2","10,3","0,0"
03/10/2008 7.00,"45,2","0,7","16,0","10,3","0,0"
03/10/2008 8.00,"51,3","0,8","26,2","10,3","0,0"
03/10/2008 9.00,"32,0","0,5","48,9","10,3","0,0"
03/10/2008 10.00,"29,5","0,5","60,4","10,3","0,0"
03/10/2008 11.00,"31,2","0,4","62,9","10,3","0,0"
03/10/2008 12.00,"40,7","0,3","62,6","10,3","0,0"
03/10/2008 13.00,"22,4","0,3","81,4","10,3","0,0"
03/10/2008 14.00,"9,5","0,2","91,3","10,3","0,0"
03/10/2008 15.00,"9,3","0,2","88,6","10,3","0,0"
03/10/2008 16.00,"24,5","0,4","73,0","10,3","0,0"
03/10/2008 17.00,"53,9","0,6","54,3","10,3","0,0"
03/10/2008 18.00,"82,2","1,0","31,6","10,3","0,0"
03/10/2008 19.00,"64,2","0,7","41,2","10,3","0,0"
03/10/2008 20.00,"45,1","0,6","45,1","10,3","0,0"
03/10/2008 21.00,"23,6","0,4","56,9","10,3","0,0"
03/10/2008 22.00,"16,7","0,3","58,2","10,3","0,0"
03/10/2008 23.00,"20,9","0,3","46,6","10,3","0,0"
04/10/2008 0.00,"22,5","0,2","40,9","10,3","0,0"
04/10/2008 1.00,"23,9","0,3","36,3","8,0","0,0"
04/10/2008 2.00,"21,4","0,3",,"8,0","0,0"
04/10/2008 3.00,"12,9",,"34,5","8,0","0,0"
04/10/2008 4.00,,"0,2","36,3","8,0","0,0"
04/10/2008 5.00,"24,0","0,3","30,5","8,0","0,0"
04/10/2008 6.00,"45,2","0,5","18,6","8,0","0,0"
04/10/2008 7.00,"60,5","0,9","17,2","8,0","0,0"
04/10/2008 8.00,"47,3","0,8","41,4","8,0","0,0"
04/10/2008 9.00,"32,9","0,6","61,5","8,0","0,0"
04/10/2008 10.00,"33,9","0,6","65,3","8,0","0,0"
04/10/2008 11.00,"39,7","0,5","64,1","8,0","0,0"
04/10/2008 12.00,"34,9","0,5","70,4","8,0","0,0"
04/10/2008 13.00,"47,7","0,5","54,2","8,0","0,0"
04/10/2008 14.00,"19,1","0,3","70,4","8,0","0,0"
04/10/2008 15.00,"13,7","0,3","75,4","8,0","0,0"
04/10/2008 16.00,"19,1","0,3","69,0","8,0","0,0"
04/10/2008 17.00,"35,7","0,4","48,9","8,0","0,0"
04/10/2008 18.00,"47,4","0,5","36,5","8,0","0,0"
04/10/2008 19.00,"30,4","0,4","40,5","8,0","0,0"
04/10/2008 20.00,"30,2","0,4","38,6","8,0","0,0"
04/10/2008 21.00,"18,0","0,2","52,3","8,0","0,0"
04/10/2008 22.00,"17,0","0,2","47,8","8,0","0,0"
04/10/2008 23.00,"17,1","0,3","48,6","8,0","0,0"
05/10/2008 0.00,"16,3","0,3","51,0","8,0","0,0"
05/10/2008 1.00,"11,0","0,2","51,5","6,0",
05/10/2008 2.00,"7,9","0,2","52,2","6,0",
05/10/2008 3.00,"5,8","0,2","56,5","6,0",
05/10/2008 4.00,"4,4","0,2","55,7","6,0",
05/10/2008 5.00,"3,9","0,2","51,7","6,0",
05/10/2008 6.00,"6,2","0,2","45,0","6,0",
05/10/2008 7.00,"7,7","0,2","42,2","6,0",
05/10/2008 8.00,"8,7","0,2","43,1","6,0",
05/10/2008 9.00,"11,4","0,2","45,3","6,0",
05/10/2008 10.00,"10,4","0,2","50,2","6,0",
05/10/2008 11.00,"11,1","0,2","52,2","6,0",
05/10/2008 12.00,"12,2","0,2","57,9","6,0",
05/10/2008 13.00,"6,5","0,2","63,4","6,0",
05/10/2008 14.00,"4,8","0,2","65,2","6,0",
05/10/2008 15.00,"5,6","0,2","67,0","6,0",
05/10/2008 16.00,"7,6","0,2","65,6","6,0",
05/10/2008 17.00,"14,5","0,2","58,1","6,0",
05/10/2008 18.00,"24,5","0,3","48,4","6,0",
05/10/2008 19.00,"28,0","0,3","45,4","6,0",
05/10/2008 20.00,"44,2","0,4","31,4","6,0",
05/10/2008 21.00,"50,4","0,5","27,2","6,0",
05/10/2008 22.00,"77,7","0,7","10,3","6,0",
05/10/2008 23.00,"62,3","0,6","12,0","6,0",
06/10/2008 0.00,"46,1","0,4","20,7","6,0",
06/10/2008 1.00,"22,6","0,3","35,9","16,7",
06/10/2008 2.00,"12,5","0,2",,"16,7",
06/10/2008 3.00,"12,0",,"48,5","16,7",
06/10/2008 4.00,,"0,3","39,2","16,7",
06/10/2008 5.00,"44,4","0,3","23,2","16,7",
06/10/2008 6.00,"64,1","0,6","10,1","16,7",
06/10/2008 7.00,"73,3","1,0","10,4","16,7",
06/10/2008 8.00,"66,9","1,0","19,3","16,7",
06/10/2008 9.00,"48,6","0,8","29,9","16,7",
06/10/2008 10.00,"31,3","0,5","54,2","16,7",
06/10/2008 11.00,"29,2","0,4","61,8","16,7",
06/10/2008 12.00,"26,3","0,3","68,4","16,7",
06/10/2008 13.00,"55,8","0,4","60,4","16,7",
06/10/2008 14.00,"13,3","0,2","80,6","16,7",
06/10/2008 15.00,"14,9","0,2","79,7","16,7",
06/10/2008 16.00,"13,4","0,2","77,3","16,7",
06/10/2008 17.00,"34,2","0,4","61,0","16,7","0,2"
06/10/2008 18.00,"45,3","0,4","50,1","16,7","0,2"
06/10/2008 19.00,"73,9","0,7","24,0","16,7","0,6"
06/10/2008 20.00,"122,7","1,8","3,4","16,7","1,7"
06/10/2008 21.00,"113,7","1,4","3,0","16,7","3,0"
06/10/2008 22.00,"106,4","1,6","4,3","16,7","3,6"
06/10/2008 23.00,"90,6","0,9","8,7","16,7","2,8"
07/10/2008 0.00,"65,0","0,6","18,3","16,7","1,6"
07/10/2008 1.00,"48,5","0,5","23,4","17,7","0,8"
07/10/2008 2.00,"43,2","0,4","23,9","17,7","0,7"
07/10/2008 3.00,"28,8","0,2","40,5","17,7","0,4"
07/10/2008 4.00,"40,3","0,5","28,1","17,7","0,6"
07/10/2008 5.00,"50,2","0,8","23,9","17,7","1,1"
07/10/2008 6.00,"77,8","0,8","11,1","17,7","0,7"
07/10/2008 7.00,"102,5","1,3","7,3","17,7","1,6"
