,ARPA Puglia,,,,
03/01/2008 21.00,"0,76454502","36,33089427",,,"48,51607132"
03/01/2008 22.00,"0,625772","37,11229929",,,"48,51607132"
03/01/2008 23.00,"0,70680398","28,07746128",,,"48,51607132"
04/01/2008 0.00,"0,61752403","17,6483245",,,"48,51607132"
04/01/2008 1.00,"0,54846102","9,1535893",,,"21,30278969"
04/01/2008 2.00,"0,43766901",,,,"21,30278969"
04/01/2008 3.00,"0,56948698","5,63720088",,,"21,30278969"
04/01/2008 4.00,"0,62237602","4,95920383",,,"21,30278969"
04/01/2008 5.00,"0,61574399","4,37697038",,,"21,30278969"
04/01/2008 6.00,"0,55638599","5,32820901",,,"21,30278969"
04/01/2008 7.00,"0,650033","9,36809666",,,"21,30278969"
04/01/2008 8.00,"0,56172299","10,01671813",,,"21,30278969"
04/01/2008 9.00,"0,75581098","11,24502618",,,"21,30278969"
04/01/2008 10.00,"0,61267102","8,76670898",,,"21,30278969"
04/01/2008 11.00,"0,51967102","6,89360166",,,"21,30278969"
04/01/2008 12.00,"0,60539299","6,28327735",,,"21,30278969"
04/01/2008 13.00,"0,69532001","6,92424503",,,"21,30278969"
04/01/2008 14.00,"0,75484103","6,33307307",,,"21,30278969"
04/01/2008 15.00,"0,74950302","5,77254447",,,"21,30278969"
04/01/2008 16.00,"0,556871","6,05089485",,,"21,30278969"
04/01/2008 17.00,"0,649872","7,08257068",,,"21,30278969"
04/01/2008 18.00,"0,605878","6,60631465",,,"21,30278969"
04/01/2008 19.00,"0,73640198","6,48373928",,,"21,30278969"
04/01/2008 20.00,"0,56544298","6,31136821",,,"21,30278969"
04/01/2008 21.00,"0,44122699","5,67039865",,,"21,30278969"
04/01/2008 22.00,"0,43217","5,20818616",,,"21,30278969"
04/01/2008 23.00,"0,522259","4,52125248",,,"21,30278969"
05/01/2008 0.00,"0,489425","4,08968337",,,"21,30278969"
05/01/2008 1.00,"0,57353002","4,21609033",,,"23,06048965"
05/01/2008 2.00,"0,41405499","4,23268827",,,"23,06048965"
05/01/2008 3.00,"0,57045698","3,91092818",,,"23,06048965"
05/01/2008 4.00,"0,659899","3,51511123",,,"23,06048965"
05/01/2008 5.00,"0,67316198","3,80112104",,,"23,06048965"
05/01/2008 6.00,"0,69499701","3,98243063",,,"23,06048965"
05/01/2008 7.00,"0,70761299","8,39770569",,,"23,06048965"
05/01/2008 8.00,"0,73365301","11,36504903",,,"23,06048965"
05/01/2008 9.00,"0,51983303","11,84514042",,,"23,06048965"
05/01/2008 10.00,"0,669604","7,1464137",,,"23,06048965"
05/01/2008 11.00,"0,490881","8,71435887",,,"23,06048965"
05/01/2008 12.00,"0,62334597","6,62291259",,,"23,06048965"
05/01/2008 13.00,"0,66216397","6,43011197",,,"23,06048965"
05/01/2008 14.00,"0,538109","6,28710707",,,"23,06048965"
05/01/2008 15.00,"0,486514","5,51207111",,,"23,06048965"
05/01/2008 16.00,"0,55525398","6,06110868",,,"23,06048965"
05/01/2008 17.00,"0,61671501","6,24880238",,,"23,06048965"
05/01/2008 18.00,"0,61396497","6,81443789",,,"23,06048965"
05/01/2008 19.00,"0,54506397","7,58564225",,,"23,06048965"
05/01/2008 20.00,"0,59520298","7,94698611",,,"23,06048965"
05/01/2008 21.00,"0,67947","8,23554844",,,"23,06048965"
05/01/2008 22.00,"0,63547701","7,05192731",,,"23,06048965"
05/01/2008 23.00,"0,52905202","6,00109726",,,"23,06048965"
06/01/2008 0.00,"0,53438902","4,77151013",,,"23,06048965"
06/01/2008 1.00,"0,508026","4,34504981",,,"30,29453087"
06/01/2008 2.00,"0,5187",,,,"30,29453087"
06/01/2008 3.00,"0,54166698","3,881562",,,"30,29453087"
06/01/2008 4.00,"0,60830402","3,74366401",,,"30,29453087"
06/01/2008 5.00,"0,62011099","3,47936094",,,"30,29453087"
06/01/2008 6.00,"0,46500301","3,47042243",,,"30,29453087"
06/01/2008 7.00,"0,60733402","4,08074674",,,"30,29453087"
06/01/2008 8.00,"0,484088","4,3935702",,,"30,29453087"
06/01/2008 9.00,"0,62949198","4,32079055",,,"30,29453087"
06/01/2008 10.00,"0,63806498","4,36547935",,,"30,29453087"
06/01/2008 11.00,"0,55541497","4,93239018",,,"30,29453087"
06/01/2008 12.00,"0,542153","5,73679418",,,"30,29453087"
06/01/2008 13.00,"0,66847199","7,61245591",,,"30,29453087"
06/01/2008 14.00,"0,58485198","6,87189492",,,"30,29453087"
06/01/2008 15.00,"0,63337398","6,07132251",,,"30,29453087"
06/01/2008 16.00,"0,64129901","8,61093585",,,"30,29453087"
06/01/2008 17.00,"0,81161201","11,82088492",,,"30,29453087"
06/01/2008 18.00,"1,07233596","18,06457099",,,"30,29453087"
06/01/2008 19.00,"0,567384","18,20247838",,,"30,29453087"
06/01/2008 20.00,"0,74545997","16,98948732",,,"30,29453087"
06/01/2008 21.00,"0,81419897","16,61536958",,,"30,29453087"
06/01/2008 22.00,"0,61461198","14,54946164",,,"30,29453087"
06/01/2008 23.00,"0,78864402","8,62498316",,,"30,29453087"
07/01/2008 0.00,"0,576765","6,05217205",,,"30,29453087"
07/01/2008 1.00,"0,61283302","4,25184062",,,"19,89336014"
07/01/2008 2.00,"0,60248202","3,9224192",,,"19,89336014"
07/01/2008 3.00,"0,72055203","3,92114201",,,"19,89336014"
07/01/2008 4.00,"0,70276099","3,32486312",,,"19,89336014"
07/01/2008 5.00,"0,81565499","3,66960716",,,"19,89336014"
07/01/2008 6.00,"0,81646401","7,7056651",,,"19,89336014"
07/01/2008 7.00,"0,64129901","9,60941768",,,"19,89336014"
07/01/2008 8.00,"0,96494102","11,35100924",,,"19,89336014"
07/01/2008 9.00,"0,83425498","15,39600757",,,"19,89336014"
07/01/2008 10.00,"0,66588402","20,18920563",,,"19,89336014"
07/01/2008 11.00,"0,82972598","14,0617127",,,"19,89336014"
07/01/2008 12.00,"0,601188","9,21360073",,,"19,89336014"
07/01/2008 13.00,"0,64938599","6,23347976",,,"19,89336014"
07/01/2008 14.00,"0,68496901","6,01641988",,,"19,89336014"
07/01/2008 15.00,"0,82002199","6,24752519",,,"19,89336014"
07/01/2008 16.00,"0,86352998","10,80707295",,,"19,89336014"
07/01/2008 17.00,"0,63288897","14,72439276",,,"19,89336014"
07/01/2008 18.00,"0,73106498","18,37101598",,,"19,89336014"
07/01/2008 19.00,"0,684484","29,02614363",,,"19,89336014"
07/01/2008 20.00,"0,89151102","29,66583411",,,"19,89336014"
07/01/2008 21.00,"1,00505197","25,87494195",,,"19,89336014"
07/01/2008 22.00,"1,21499097","24,14483577",,,"19,89336014"
07/01/2008 23.00,"1,04936898","21,07276776",,,"19,89336014"
08/01/2008 0.00,"1,04015005","20,45990034",,,"19,89336014"
08/01/2008 1.00,"1,12199104","18,85619736",,,"27,6426506"
08/01/2008 2.00,"0,84282702",,,,"27,6426506"
08/01/2008 3.00,"0,733006","20,32456239",,,"27,6426506"
08/01/2008 4.00,"0,77732301","15,15851251",,,"27,6426506"
08/01/2008 5.00,"0,57450098","9,52642231",,,"27,6426506"
08/01/2008 6.00,"0,69160002","8,79735424",,,"27,6426506"
08/01/2008 7.00,"0,659738","13,09515521",,,"27,6426506"
08/01/2008 8.00,"1,08527601","14,31197787",,,"27,6426506"
08/01/2008 9.00,"1,22000504","18,90344808",,,"27,6426506"
08/01/2008 10.00,"0,850591","20,57353155",,,"27,6426506"
08/01/2008 11.00,"0,76438302","21,40474545",,,"27,6426506"
08/01/2008 12.00,"0,894584","27,01896615",,,"27,6426506"
08/01/2008 13.00,"0,733006","21,47370291",,,"27,6426506"
08/01/2008 14.00,"0,79608399","24,56362161",,,"27,6426506"
08/01/2008 15.00,"0,92515302","21,94101855",,,"27,6426506"
08/01/2008 16.00,"0,58032298","17,58320992",,,"27,6426506"
08/01/2008 17.00,"0,68205798","9,86733663",,,"27,6426506"
08/01/2008 18.00,"0,66620702","9,31191495",,,"27,6426506"
08/01/2008 19.00,"0,66329598","9,48301071",,,"27,6426506"
08/01/2008 20.00,"0,60021698","6,33690278",,,"27,6426506"
08/01/2008 21.00,"0,55557698","7,57925814",,,"27,6426506"
08/01/2008 22.00,"0,80417103","6,3994686",,,"27,6426506"
08/01/2008 23.00,"0,58242601","6,89615418",,,"27,6426506"
09/01/2008 0.00,"0,64938599","11,82215648",,,"27,6426506"
09/01/2008 1.00,"0,74626899","9,31063775",,,"38,56871033"
09/01/2008 2.00,"0,56350201","7,58181254",,,"38,56871033"
09/01/2008 3.00,"0,728477","7,16556605",,,"38,56871033"
09/01/2008 4.00,"0,72508103","5,80318972",,,"38,56871033"
09/01/2008 5.00,"0,50107098","4,56594128",,,"38,56871033"
09/01/2008 6.00,"0,54377002","5,99471314",,,"38,56871033"
09/01/2008 7.00,"0,71068603","8,27513033",,,"38,56871033"
09/01/2008 8.00,"0,654724","15,59136259",,,"38,56871033"
09/01/2008 9.00,"0,83053499","18,91875942",,,"38,56871033"
09/01/2008 10.00,"0,723463","22,33300014",,,"38,56871033"
09/01/2008 11.00,"0,57288301","18,85365801",,,"38,56871033"
09/01/2008 12.00,"0,71068603","11,69192544",,,"38,56871033"
09/01/2008 13.00,"0,78379202","5,80829664",,,"38,56871033"
09/01/2008 14.00,"0,654239","7,16173633",,,"38,56871033"
09/01/2008 15.00,"0,97626299","7,40560986",,,"38,56871033"
09/01/2008 16.00,"0,630786","5,81468075",,,"38,56871033"
09/01/2008 17.00,"0,76955903","21,86696358",,,"38,56871033"
09/01/2008 18.00,"0,797378","21,08427948",,,"38,56871033"
09/01/2008 19.00,"1,00586104","22,04827317",,,"38,56871033"
09/01/2008 20.00,"1,58003795","24,70791312",,,"38,56871033"
09/01/2008 21.00,"3,01434803","17,81942214",,,"38,56871033"
09/01/2008 22.00,"1,28292203","14,76141836",,,"38,56871033"
09/01/2008 23.00,"1,21482897","13,04280886",,,"38,56871033"
10/01/2008 0.00,"1,08737803","10,1124836",,,"38,56871033"
10/01/2008 1.00,"1,05438304","8,62625848",,,"78,64916992"
10/01/2008 2.00,"0,84492999",,,,"78,64916992"
10/01/2008 3.00,"0,88746798","10,99477418",,,"78,64916992"
10/01/2008 4.00,"0,75710499","11,97410178",,,"78,64916992"
10/01/2008 5.00,"0,69952601","9,96437554",,,"78,64916992"
10/01/2008 6.00,"0,96623498","8,18575273",,,"78,64916992"
10/01/2008 7.00,"0,79818702","7,90612703",,,"78,64916992"
10/01/2008 8.00,"0,76357502","6,46458694",,,"78,64916992"
10/01/2008 9.00,"0,747724","8,04274782",,,"78,64916992"
10/01/2008 10.00,"1,09384799","10,57724484",,,"78,64916992"
10/01/2008 11.00,"1,00602305","16,53876774",,,"78,64916992"
10/01/2008 12.00,"1,040797","29,24702946",,,"78,64916992"
10/01/2008 13.00,"0,89765698","33,0941259",,,"78,64916992"
10/01/2008 14.00,"1,06829298","17,94583098",,,"78,64916992"
10/01/2008 15.00,"0,78508598","15,75989831",,,"78,64916992"
10/01/2008 16.00,"0,56576699","15,97312659",,,"78,64916992"
10/01/2008 17.00,"0,854958","17,2027156",,,"78,64916992"
10/01/2008 18.00,"0,927903","19,13582682",,,"78,64916992"
10/01/2008 19.00,"1,26302803","26,31415545",,,"78,64916992"
10/01/2008 20.00,"3,11592102","19,87255809",,,"78,64916992"
10/01/2008 21.00,"1,91128099","18,87406686",,,"78,64916992"
10/01/2008 22.00,"1,75083494","12,5448442",,,"78,64916992"
10/01/2008 23.00,"1,23973703","11,95494755",,,"78,64916992"
11/01/2008 0.00,"1,19380295","11,83492471",,,"78,64916992"
11/01/2008 1.00,"0,94601703","13,1257967",,,"70,71578217"
11/01/2008 2.00,"1,07330704","10,58490992",,,"70,71578217"
11/01/2008 3.00,"1,27806997","8,95185017",,,"70,71578217"
11/01/2008 4.00,"1,02850497","9,14337359",,,"70,71578217"
11/01/2008 5.00,"0,99211299","7,31495507",,,"70,71578217"
11/01/2008 6.00,"0,86757398","5,60655751",,,"70,71578217"
11/01/2008 7.00,"0,96283799","4,87621035",,,"70,71578217"
11/01/2008 8.00,"1,03303301","4,31823615",,,"70,71578217"
11/01/2008 9.00,"0,95523697","8,7730931",,,"70,71578217"
11/01/2008 10.00,"1,06894004","15,67051695",,,"70,71578217"
11/01/2008 11.00,"1,11293304","26,08177671",,,"70,71578217"
11/01/2008 12.00,"1,18652499","23,98139568",,,"70,71578217"
11/01/2008 13.00,"1,05810297","10,99222166",,,"70,71578217"
11/01/2008 14.00,"0,82050699","10,40742816",,,"70,71578217"
11/01/2008 15.00,"0,85770702","9,81243212",,,"70,71578217"
11/01/2008 16.00,"0,96057397","10,63343219",,,"70,71578217"
11/01/2008 17.00,"1,08786297","15,91949928",,,"70,71578217"
11/01/2008 18.00,"0,88633502","23,17572576",,,"70,71578217"
11/01/2008 19.00,"1,04678094","26,7265647",,,"70,71578217"
11/01/2008 20.00,"1,28453898","29,35812132",,,"70,71578217"
11/01/2008 21.00,"1,06360197","25,49699262",,,"70,71578217"
11/01/2008 22.00,"1,47522998","25,389738",,,"70,71578217"
11/01/2008 23.00,"1,04823697","22,45430583",,,"70,71578217"
12/01/2008 0.00,"0,88083601","24,70535496",,,"70,71578217"
12/01/2008 1.00,"0,84444499","13,64674717",,,"21,19631004"
12/01/2008 2.00,"0,69208598",,,,"21,19631004"
12/01/2008 3.00,"0,69176197","15,37429143",,,"21,19631004"
12/01/2008 4.00,"0,78039598","11,95111408",,,"21,19631004"
12/01/2008 5.00,"0,60215801","13,95701248",,,"21,19631004"
12/01/2008 6.00,"0,48974901","8,96844812",,,"21,19631004"
12/01/2008 7.00,"0,61914098","9,59281973",,,"21,19631004"
12/01/2008 8.00,"0,62916899","17,20399656",,,"21,19631004"
12/01/2008 9.00,"0,659738","20,39478012",,,"21,19631004"
12/01/2008 10.00,"0,77069098","12,15668669",,,"21,19631004"
12/01/2008 11.00,"0,684807","10,6666262",,,"21,19631004"
12/01/2008 12.00,"0,57805902","7,26388215",,,"21,19631004"
12/01/2008 13.00,"0,68254298","6,64334402",,,"21,19631004"
12/01/2008 14.00,"0,63677102","7,16428885",,,"21,19631004"
12/01/2008 15.00,"0,73187399","5,54271637",,,"21,19631004"
12/01/2008 16.00,"0,70890701","5,79552841",,,"21,19631004"
12/01/2008 17.00,"0,82891798","11,40590623",,,"21,19631004"
12/01/2008 18.00,"0,61833203","9,08208685",,,"21,19631004"
12/01/2008 19.00,"0,84751803","6,92041532",,,"21,19631004"
12/01/2008 20.00,"0,76195699","7,94570891",,,"21,19631004"
12/01/2008 21.00,"0,76017803","7,73503127",,,"21,19631004"
12/01/2008 22.00,"0,73413801","10,92965772",,,"21,19631004"
12/01/2008 23.00,"0,50527602","5,56314403",,,"21,19631004"
13/01/2008 0.00,"0,60717201","4,41655226",,,"21,19631004"
13/01/2008 1.00,"0,67122102","4,08968337",,,"24,87708092"
13/01/2008 2.00,"0,71003902","4,23524267",,,"24,87708092"
13/01/2008 3.00,"0,68868899","3,54320208",,,"24,87708092"
13/01/2008 4.00,"0,74448901","3,51383403",,,"24,87708092"
13/01/2008 5.00,"0,55573899","3,10141725",,,"24,87708092"
13/01/2008 6.00,"0,630786","3,24059244",,,"24,87708092"
13/01/2008 7.00,"0,654724","4,56466408",,,"24,87708092"
13/01/2008 8.00,"0,52969903","6,4007458",,,"24,87708092"
13/01/2008 9.00,"0,68868899","5,24904524",,,"24,87708092"
13/01/2008 10.00,"0,57514799","6,85784949",,,"24,87708092"
13/01/2008 11.00,"0,54166698","10,15205984",,,"24,87708092"
13/01/2008 12.00,"0,61623001","11,18501475",,,"24,87708092"
13/01/2008 13.00,"0,62835997","12,05071491",,,"24,87708092"
13/01/2008 14.00,"0,76519197","11,52721192",,,"24,87708092"
13/01/2008 15.00,"0,688366","7,88697281",,,"24,87708092"
13/01/2008 16.00,"0,62415498","10,8658147",,,"24,87708092"
13/01/2008 17.00,"1,01766801","13,74251452",,,"24,87708092"
13/01/2008 18.00,"0,77813101","11,74682243",,,"24,87708092"
13/01/2008 19.00,"0,791071","20,89529541",,,"24,87708092"
13/01/2008 20.00,"0,80271602","19,82914461",,,"24,87708092"
13/01/2008 21.00,"0,89523101","16,81200556",,,"24,87708092"
13/01/2008 22.00,"0,718126","15,24533195",,,"24,87708092"
13/01/2008 23.00,"0,53519797","8,24576227",,,"24,87708092"
14/01/2008 0.00,"0,48085299","4,92600794",,,"24,87708092"
14/01/2008 1.00,"0,57401502","5,67167585",,,"27,72974968"
14/01/2008 2.00,"0,47842699",,,,"27,72974968"
14/01/2008 3.00,"0,40936401","3,29166724",,,"27,72974968"
14/01/2008 4.00,"0,43588901","4,26205633",,,"27,72974968"
14/01/2008 5.00,"0,46985501","4,77661892",,,"27,72974968"
14/01/2008 6.00,"0,57433897","5,4188638",,,"27,72974968"
14/01/2008 7.00,"0,62787497","6,84125155",,,"27,72974968"
14/01/2008 8.00,"0,66248697","13,03259315",,,"27,72974968"
14/01/2008 9.00,"0,68286598","18,76682917",,,"27,72974968"
14/01/2008 10.00,"0,62916899","12,52824438",,,"27,72974968"
14/01/2008 11.00,"0,728477","11,9664367",,,"27,72974968"
14/01/2008 12.00,"0,62140501","12,50780919",,,"27,72974968"
14/01/2008 13.00,"0,71974301","9,80732521",,,"27,72974968"
14/01/2008 14.00,"0,86352998","7,03916096",,,"27,72974968"
14/01/2008 15.00,"0,77813101","6,21688181",,,"27,72974968"
14/01/2008 16.00,"0,74659199","8,86757949",,,"27,72974968"
14/01/2008 17.00,"0,81888998","9,22253736",,,"27,72974968"
14/01/2008 18.00,"0,96866101","18,8957736",,,"27,72974968"
14/01/2008 19.00,"0,87274897","19,14731973",,,"27,72974968"
14/01/2008 20.00,"1,28906798","17,9726484",,,"27,72974968"
14/01/2008 21.00,"0,87566102","14,77290563",,,"27,72974968"
14/01/2008 22.00,"1,18134904","11,54891678",,,"27,72974968"
14/01/2008 23.00,"1,16614604","4,77406453",,,"27,72974968"
15/01/2008 0.00,"0,908979","8,58156968",,,"27,72974968"
15/01/2008 1.00,"0,90380299","6,80039247",,,"46,22669983"
15/01/2008 2.00,"0,76535398","5,5069642",,,"46,22669983"
15/01/2008 3.00,"0,70890701","5,15583605",,,"46,22669983"
15/01/2008 4.00,"0,767618","3,74366401",,,"46,22669983"
15/01/2008 5.00,"0,80271602","1,06104389",,,"46,22669983"
15/01/2008 6.00,"0,81614","2,67495693",,,"46,22669983"
15/01/2008 7.00,"0,92013901","0,97422069",,,"46,22669983"
15/01/2008 8.00,"1,12635696","0,43412163",,,"46,22669983"
15/01/2008 9.00,"0,987746","5,84021721",,,"46,22669983"
15/01/2008 10.00,"0,74853301","19,4741811",,,"46,22669983"
15/01/2008 11.00,"0,72540402","13,95574092",,,"46,22669983"
15/01/2008 12.00,"0,63741797","10,200584",,,"46,22669983"
15/01/2008 13.00,"0,77295601","6,05217205",,,"46,22669983"
15/01/2008 14.00,"0,85237002","6,15814759",,,"46,22669983"
15/01/2008 15.00,"0,73025602","6,27050724",,,"46,22669983"
15/01/2008 16.00,"0,74368101","7,91251115",,,"46,22669983"
15/01/2008 17.00,"0,85382599","8,94418886",,,"46,22669983"
15/01/2008 18.00,"0,830697","12,69806106",,,"46,22669983"
15/01/2008 19.00,"0,67057401","16,64346984",,,"46,22669983"
15/01/2008 20.00,"0,859487","16,97033498",,,"46,22669983"
15/01/2008 21.00,"0,77182299","25,90430436",,,"46,22669983"
15/01/2008 22.00,"0,849944","23,52683322",,,"46,22669983"
15/01/2008 23.00,"0,91172898","22,83479451",,,"46,22669983"
16/01/2008 0.00,"0,78395402","18,94046616",,,"46,22669983"
16/01/2008 1.00,"0,620597","14,58521757",,,"40,23931122"
16/01/2008 2.00,"0,62690401",,,,"40,23931122"
16/01/2008 3.00,"0,54506397","6,7186743",,,"40,23931122"
16/01/2008 4.00,"0,78718901","5,551653",,,"40,23931122"
16/01/2008 5.00,"0,68367499","5,77126727",,,"40,23931122"
16/01/2008 6.00,"0,64647502","6,92552035",,,"40,23931122"
16/01/2008 7.00,"0,85609001","9,9886348",,,"40,23931122"
16/01/2008 8.00,"1,09659696","9,83413886",,,"40,23931122"
16/01/2008 9.00,"0,898628","10,24016024",,,"40,23931122"
16/01/2008 10.00,"0,84444499","13,36457272",,,"40,23931122"
16/01/2008 11.00,"1,04192901","10,36018497",,,"40,23931122"
16/01/2008 12.00,"0,87388098","9,92351834",,,"40,23931122"
16/01/2008 13.00,"0,81614","7,24728233",,,"40,23931122"
16/01/2008 14.00,"0,674779","7,34304404",,,"40,23931122"
16/01/2008 15.00,"0,77473497","7,49498746",,,"40,23931122"
16/01/2008 16.00,"0,94795799","11,59232649",,,"40,23931122"
16/01/2008 17.00,"1,01621306","23,06589417",,,"40,23931122"
16/01/2008 18.00,"1,20156705","32,97921561",,,"40,23931122"
16/01/2008 19.00,"0,836034","26,73679734",,,"40,23931122"
16/01/2008 20.00,"0,94812","22,86927324",,,"40,23931122"
16/01/2008 21.00,"1,25057399","19,62740736",,,"40,23931122"
16/01/2008 22.00,"1,16371906","18,33526005",,,"40,23931122"
16/01/2008 23.00,"0,83166701","18,33526005",,,"40,23931122"
17/01/2008 0.00,"0,67672002","13,11941258",,,"40,23931122"
17/01/2008 1.00,"0,54910803","9,61324739",,,"20,01342964"
17/01/2008 2.00,"0,77618998","7,60990339",,,"20,01342964"
17/01/2008 3.00,"0,698717","4,35143392",,,"20,01342964"
17/01/2008 4.00,"0,65294498","4,56849568",,,"20,01342964"
17/01/2008 5.00,"0,63418299","4,30036101",,,"20,01342964"
17/01/2008 6.00,"0,93243098","5,21329496",,,"20,01342964"
17/01/2008 7.00,"0,86466199","5,82744898",,,"20,01342964"
17/01/2008 8.00,"0,55881202","8,9186524",,,"20,01342964"
17/01/2008 9.00,"0,75403202","15,14702525",,,"20,01342964"
17/01/2008 10.00,"0,62011099","10,99732481",,,"20,01342964"
17/01/2008 11.00,"0,48457301","7,34687564",,,"20,01342964"
17/01/2008 12.00,"0,64647502","9,33745329",,,"20,01342964"
17/01/2008 13.00,"0,91625702","10,10865012",,,"20,01342964"
17/01/2008 14.00,"0,787027","7,81036532",,,"20,01342964"
17/01/2008 15.00,"0,70162803","8,66328596",,,"20,01342964"
17/01/2008 16.00,"0,83700502","8,52028106",,,"20,01342964"
17/01/2008 17.00,"0,61299503","8,38621466",,,"20,01342964"
17/01/2008 18.00,"0,80789101","7,85377692",,,"20,01342964"
17/01/2008 19.00,"0,69273299","8,30832809",,,"20,01342964"
17/01/2008 20.00,"0,645181","9,12549845",,,"20,01342964"
17/01/2008 21.00,"0,61817002","8,34408026",,,"20,01342964"
17/01/2008 22.00,"0,753223","7,71332641",,,"20,01342964"
17/01/2008 23.00,"0,68173403","5,28479741",,,"20,01342964"
18/01/2008 0.00,"0,61234802","4,19055387",,,"20,01342964"
18/01/2008 1.00,"0,72475702","3,48957477",,,"26,93663979"
18/01/2008 2.00,"0,498483",,,,"26,93663979"
18/01/2008 3.00,"0,67785299","3,28400592",,,"26,93663979"
18/01/2008 4.00,"0,51029003","3,28400592",,,"26,93663979"
18/01/2008 5.00,"0,601188","3,32614032",,,"26,93663979"
