,Provincia di TARANTO,,,,
05/01/2008 9.00,"6,227324","8,298044","2,974984","3,73917",
05/01/2008 10.00,"6,050329","10,204596","3,631392","4,639892","25,39682"
05/01/2008 11.00,"4,506141","9,146265","3,493512","3,792383",
05/01/2008 12.00,"3,993217","11,527511","4,15415","5,182403","27,35042"
05/01/2008 13.00,"3,704246","8,950421","3,205911","4,037681",
05/01/2008 14.00,"3,610331","8,514638","2,975829","3,954616","29,30402"
05/01/2008 15.00,"4,637983","8,515935","3,079027","3,797574",
05/01/2008 16.00,"4,347206","5,969973","2,120638","2,72034","27,83882"
05/01/2008 17.00,"5,418204","5,863622","2,26021","2,399766",
05/01/2008 18.00,"3,203966","6,522486","1,978529","3,491276","27,35042"
05/01/2008 19.00,"3,55073","5,527707","2,083419","2,334871",
05/01/2008 20.00,"3,846925","5,678154","2,18408","2,330978","22,46641"
05/01/2008 21.00,"4,630759","5,848058","2,157012","2,542532",
05/01/2008 22.00,"4,260515","5,714471","2,343952","2,122022","22,46641"
05/01/2008 23.00,"4,332759","5,564021","2,46576","1,792362",
06/01/2008 0.00,"5,261077","5,296844","2,157857","1,990937","25,88522"
06/01/2008 1.00,"5,142505","1,900707","2,229744",,
06/01/2008 2.00,"4,105194","24,42001",,,
06/01/2008 3.00,"4,06546","6,984209","2,068193","3,815744",
06/01/2008 4.00,"5,047962","6,213805","2,037741","3,091532","25,88522"
06/01/2008 5.00,"4,307473","5,569208","1,932851","2,607425",
06/01/2008 6.00,"2,817466","5,875295","1,853338","3,035722","24,908421"
06/01/2008 7.00,"4,482662","7,432961","1,915088","4,499723",
06/01/2008 8.00,"3,942648","8,718265","2,382864","5,06819","20,51281"
06/01/2008 9.00,"5,85708","7,73386","2,352411","4,129828",
06/01/2008 10.00,"5,694534","6,148955","2,231449","2,729426","21,97802"
06/01/2008 11.00,"5,237598","7,452416","2,288123","3,946829",
06/01/2008 12.00,"6,416961","6,727406","2,338877","3,143447","21,001221"
06/01/2008 13.00,"3,577821","6,054277","2,121484","2,803403",
06/01/2008 14.00,"4,320115","6,206023","2,123176","2,952659","18,55921"
06/01/2008 15.00,"5,690921","5,720954","2,0462","2,585362",
06/01/2008 16.00,"5,439878","5,487499","2,083419","2,294637","18,55921"
06/01/2008 17.00,"2,602545","5,557536","2,084264","2,363425",
06/01/2008 18.00,"5,849855","6,147659","1,89394","3,245979","19,0476"
06/01/2008 19.00,"4,625341","7,377192","1,933697","4,41536",
06/01/2008 20.00,"5,430847","7,720891","1,904937","4,803424","16,60561"
06/01/2008 21.00,"6,725798","7,815569","1,944694","4,837171",
06/01/2008 22.00,"6,203844","8,958204","2,285585","5,457551","21,001221"
06/01/2008 23.00,"5,768582","9,58075","2,250904","6,133744",
07/01/2008 0.00,"5,047962","8,824616","2,048737","5,687277","12,69841"
07/01/2008 1.00,"3,622973","7,378488","2,153628","4,079212",
07/01/2008 2.00,"2,83011","9,451054","1,966686","6,44004","13,18681"
07/01/2008 3.00,"5,732461","11,471742","1,985296","8,433573",
07/01/2008 4.00,"4,581996","9,989299","2,283049","6,493255","13,18681"
07/01/2008 5.00,"3,308717","10,850489","2,255135","7,39787",
07/01/2008 6.00,"4,995585","38,522706","9,610119","23,804266","13,18681"
07/01/2008 7.00,"7,247752","70,263591","23,71188","33,930257",
07/01/2008 8.00,"5,466969","52,699958","16,662264","27,170934","7,814408"
07/01/2008 9.00,"4,713839","55,466411","19,778517","25,157942",
07/01/2008 10.00,"5,562691","117,512361","54,404888","34,118452","11,72161"
07/01/2008 11.00,"7,957538","82,798852","28,582498","39,001031",
07/01/2008 12.00,"10,18441","76,033835","21,990507","42,345656","20,51281"
07/01/2008 13.00,"13,50758","41,946716","10,074511","26,518101",
07/01/2008 14.00,"14,522587","23,881185","5,415367","15,588741","20,51281"
07/01/2008 15.00,"10,46436","13,017735","3,608552","7,490019",
07/01/2008 16.00,"6,160498","9,425114","2,835412","5,08117","16,11721"
07/01/2008 17.00,"3,586852","9,288932","2,648472","5,231723",
07/01/2008 18.00,"5,177998","33,106546","5,178519","25,183908","16,11721"
07/01/2008 19.00,"7,319996","98,426087","29,968902","52,511893",
07/01/2008 20.00,"7,437389","99,129054","31,200525","51,325631","24,908421"
07/01/2008 21.00,"8,441563","91,496349","32,939667","41,019245",
07/01/2008 22.00,"4,637983","55,195348","13,766805","34,11067","29,30402"
07/01/2008 23.00,"5,23218","37,738061","7,398971","26,411678",
08/01/2008 0.00,"7,150225","42,046618","7,182424","31,055466","26,86202"
08/01/2008 1.00,"18,698484","2,546965","14,803526",,
08/01/2008 2.00,"5,264689","21,48962",,,
08/01/2008 3.00,"5,329707","13,291396","1,940464","10,323268",
08/01/2008 4.00,"5,109367","10,893291","1,956537","7,898848","17,582411"
08/01/2008 5.00,"4,246066","11,690929","1,909167","8,769723",
08/01/2008 6.00,"4,769826","21,528469","4,307256","14,93461","15,14041"
08/01/2008 7.00,"6,494622","34,428179","8,928335","20,752962",
08/01/2008 8.00,"6,722187","54,527391","17,926024","27,060612","10,25641"
08/01/2008 9.00,"8,024361","100,023948","39,752439","39,099671",
08/01/2008 10.00,"6,350137","126,933605","55,617049","41,686342","16,60561"
08/01/2008 11.00,"7,27665","79,533061","26,933878","38,262562",
08/01/2008 12.00,"7,251365","47,639161","13,911444","26,327321","23,93162"
08/01/2008 13.00,"6,749277","34,268641","8,550224","21,173468",
08/01/2008 14.00,"6,595761","31,773272","7,709413","19,966443","21,001221"
08/01/2008 15.00,"6,967811","26,724157","5,696201","18,002783",
08/01/2008 16.00,"4,358043","32,834203","6,07093","23,542092","19,53602"
08/01/2008 17.00,"5,468775","37,765307","6,083618","28,457136",
08/01/2008 18.00,"6,472948","31,031415","5,483885","22,638767","20,51281"
08/01/2008 19.00,"6,767338","23,202866","4,845239","15,784712",
08/01/2008 20.00,"4,405","21,650398","4,484892","14,784057","11,72161"
08/01/2008 21.00,"5,539212","43,091966","7,613826","31,439647",
08/01/2008 22.00,"4,489886","31,071585","5,07955","23,299383","18,07081"
08/01/2008 23.00,"3,214802","25,808482","2,746595","21,612157",
09/01/2008 0.00,"4,999197","41,402008","2,766049","37,186621","20,51281"
09/01/2008 1.00,"3,290657","26,642438","2,796501","22,370113",
09/01/2008 2.00,"4,565741","31,904263","2,636629","27,880879","20,51281"
09/01/2008 3.00,"4,898058","34,249196","3,781959","28,470099",
09/01/2008 4.00,"4,908894","13,702536","2,125713","10,450457","13,67521"
09/01/2008 5.00,"4,954046","11,773935","2,087649","8,578935",
09/01/2008 6.00,"4,139508","12,579358","2,272898","9,10068","15,14041"
09/01/2008 7.00,"4,334564","25,139243","2,634937","21,113776",
09/01/2008 8.00,"8,237478","125,500451","49,844708","49,108879","10,74481"
09/01/2008 9.00,"6,599374","91,597513","31,905992","42,706468",
09/01/2008 10.00,"7,661342","98,084968","38,758517","38,684368","20,51281"
09/01/2008 11.00,"5,907649","87,711794","36,295294","32,083397",
09/01/2008 12.00,"3,498355","29,691639","9,899413","14,523181","25,39682"
09/01/2008 13.00,"3,16965","22,158798","6,705345","11,885907",
09/01/2008 14.00,"11,557025","36,662867","9,388497","22,283155","21,97802"
09/01/2008 15.00,"9,532429","41,697716","9,215936","27,586259",
09/01/2008 16.00,"7,209825","24,442778","4,396073","17,714656","22,954821"
09/01/2008 17.00,"10,37405","32,214235","6,992945","21,507016",
09/01/2008 18.00,"5,568108","84,855858","26,856052","43,708433","30,76923"
09/01/2008 19.00,"6,714962","70,25319","19,831802","39,873212",
09/01/2008 20.00,"5,122009","37,752324","6,052321","28,492164","28,327221"
09/01/2008 21.00,"3,619362","57,075952","14,500178","34,867326",
09/01/2008 22.00,"5,730654","47,583368","11,993822","29,21379","27,83882"
09/01/2008 23.00,"3,467652","47,750708","11,84664","29,607052",
10/01/2008 0.00,"3,27079","43,036213","10,346878","27,190397","31,746031"
10/01/2008 1.00,"29,504875","4,967048","21,904176",,
10/01/2008 2.00,"3,494742","30,76923",,,
10/01/2008 3.00,"4,291218","22,08618","2,634092","18,059887",
10/01/2008 4.00,"4,085326","19,088874","2,583339","15,138374","26,37361"
10/01/2008 5.00,"3,348451","21,61927","3,141623","16,81393",
10/01/2008 6.00,"3,444172","42,549839","15,151511","19,331792","37,118431"
10/01/2008 7.00,"3,776489","42,110135","13,320167","21,701696",
10/01/2008 8.00,"5,680085","73,991073","29,866559","28,217028","27,35042"
10/01/2008 9.00,"6,259833","89,94258","39,222065","29,825096",
10/01/2008 10.00,"5,660218","72,145497","26,985478","30,790712","28,327221"
10/01/2008 11.00,"6,046717","37,891097","9,5729","23,229309",
10/01/2008 12.00,"5,210507","28,054852","5,867916","19,070929","24,42001"
10/01/2008 13.00,"6,758309","17,291266","4,27342","10,746377",
10/01/2008 14.00,"6,911824","12,66755","2,874323","8,266147","16,60561"
10/01/2008 15.00,"7,312771","13,588402","2,962294","9,052658",
10/01/2008 16.00,"5,564497","13,299177","2,611253","9,301849","23,93162"
10/01/2008 17.00,"4,029339","13,999545","2,744903","9,797637",
10/01/2008 18.00,"1,838577","21,97802",,,
10/01/2008 19.00,"0,328705",,,,
10/01/2008 20.00,"0,46416","31,670807","3,946063","25,638159","28,327221"
10/01/2008 21.00,"3,285238","150,180585","67,156636","47,243836",
10/01/2008 22.00,"1,641717","114,551381","46,379971","43,468324","34,67643"
10/01/2008 23.00,"0,901228","68,577513","22,346625","34,3378",
11/01/2008 0.00,"1,255218","59,215957","16,511702","33,922474","39,072041"
11/01/2008 1.00,"0,84524","41,312525","7,480177","29,864024",
11/01/2008 2.00,"0,731458","33,705768","4,08225","27,465554","44,444431"
11/01/2008 3.00,"0,256462","26,05622","3,487591","20,723117",
11/01/2008 4.00,"0,707978","30,434794","4,374081","23,744554","42,97924"
11/01/2008 5.00,"1,132405","46,327911","7,309307","35,145063",
11/01/2008 6.00,"0,00903","62,424679","17,492929","35,62788","42,97924"
11/01/2008 7.00,"2,338859","74,229745","23,707651","37,905648",
11/01/2008 8.00,"2,826497","79,223071","26,617513","38,437775","36,630032"
11/01/2008 9.00,"2,458059","79,202342","26,291847","38,916694",
11/01/2008 10.00,"1,038489","57,371661","15,510174","33,613571","41,514042"
11/01/2008 11.00,"2,94931","33,730413","7,954719","21,548565",
11/01/2008 12.00,"0,344959","18,72961","4,879075","11,256443","29,79241"
11/01/2008 13.00,"0,332317","16,756911","4,419757","9,987125",
11/01/2008 14.00,"1,043908","14,55465","4,361391","7,872891","25,88522"
11/01/2008 15.00,"0,850658","12,474303","3,824255","6,615254",
11/01/2008 16.00,"0,763967","9,903699","2,725447","5,728807","21,97802"
11/01/2008 17.00,"0,24382","9,758437","2,504671","5,92219",
11/01/2008 18.00,"0,467772","14,705098","2,782967","10,445269","16,60561"
11/01/2008 19.00,"0,881362","14,192793","2,403163","10,515353",
11/01/2008 20.00,"0,341347","14,767353","2,288123","11,266817","15,62881"
11/01/2008 21.00,"0,343153","26,386938","6,162285","16,950202",
11/01/2008 22.00,"2,752448","111,489215","40,355551","49,647489","23,44322"
11/01/2008 23.00,"1,468333","59,627096","14,198205","37,883581",
12/01/2008 0.00,"0,337735","32,372472","5,351926","24,183243","32,234421"
12/01/2008 1.00,"25,571145","3,161079","20,73868",,
12/01/2008 2.00,"0,53279","31,25762",,,
12/01/2008 3.00,"0,594196","8,20596","2,116408","4,96436",
12/01/2008 4.00,"0,695336","7,138549","2,051275","3,996149","21,001221"
12/01/2008 5.00,"0,429844","7,169675","2,398089","3,495168",
12/01/2008 6.00,"0,7441","21,045996","7,080072","10,197382","16,60561"
12/01/2008 7.00,"0,962634","33,517703","7,134209","22,594638",
12/01/2008 8.00,"0,178801","22,318335","6,067545","13,024146","11,72161"
12/01/2008 9.00,"0,030703","16,597384","4,705668","9,388807",
12/01/2008 10.00,"0,122813","16,039685","5,104081","8,219424","14,16361"
12/01/2008 11.00,0,"9,73639","3,661843","4,124637",
12/01/2008 12.00,"1,022234","8,528904","3,337023","3,414702","16,60561"
12/01/2008 13.00,"0,325092","10,676695","3,932528","4,655468",
12/01/2008 14.00,"1,569473","8,338251","2,98598","3,762531","16,60561"
12/01/2008 15.00,"1,896371","7,137251","2,947069","2,621702",
12/01/2008 16.00,"0,30342","5,417462","2,561344","1,497744","12,69841"
12/01/2008 17.00,"1,154077","5,982944","2,637475","1,941617",
12/01/2008 18.00,"1,204648","6,827274","2,64255","2,777446","17,582411"
12/01/2008 19.00,"2,819272","6,016664","2,623941","1,996126",
12/01/2008 20.00,"2,006542","6,152849","2,497057","2,325787","15,62881"
12/01/2008 21.00,"1,354551","6,047794","2,67131","1,96498",
12/01/2008 22.00,"1,845802","5,75338","2,744903","1,561339","12,69841"
12/01/2008 23.00,"1,49723","5,842871","2,428541","2,120723",
13/01/2008 0.00,"1,08906","4,483642","2,377787","0,882552","17,094"
13/01/2008 1.00,"1,033072","5,832495","2,623096","1,81183",
13/01/2008 2.00,"1,453885","5,368179","2,621404","1,362766","13,18681"
13/01/2008 3.00,"0,323286","4,71969","2,337186","1,156404",
13/01/2008 4.00,"1,37803","4,305956","2,29066","0,877361","15,14041"
13/01/2008 5.00,"0,469577","4,832526","2,500442","1,05517",
13/01/2008 6.00,"0,520148","4,658733","2,535969","0,830638","10,74481"
13/01/2008 7.00,"0,541821","5,234589","2,34226","1,656084",
13/01/2008 8.00,"0,702561","11,056709","2,963141","6,521807","6,349206"
13/01/2008 9.00,"1,063774","8,14111","2,667081","4,058445",
13/01/2008 10.00,"0,554463","5,914204","2,89547","1,50683","4,884005"
13/01/2008 11.00,"1,455691","6,693686","2,78466","2,442595",
13/01/2008 12.00,"2,931249","10,451022","3,436838","5,190191","3,418803"
13/01/2008 13.00,"0,738682","4,619824","2,64678","0,641149",
13/01/2008 14.00,"1,231738","6,235854","2,641705","2,186915","2,930403"
13/01/2008 15.00,"2,468895","4,666515","2,51313","0,900724",
13/01/2008 16.00,"1,768141","5,068576","2,625632","1,096702","4,884005"
13/01/2008 17.00,"0,818149","4,954443","2,365099","1,358872",
13/01/2008 18.00,"1,381642","18,252324","4,22605","11,780782","11,23321"
13/01/2008 19.00,"1,313012","6,132096","2,770279","1,940319",
13/01/2008 20.00,"0,438874","7,619725","2,629862","3,596403","6,837607"
13/01/2008 21.00,"1,101702","14,204465","2,696687","10,076677",
13/01/2008 22.00,"1,296757","7,145033","2,45138","3,388745","10,74481"
13/01/2008 23.00,"1,067386","10,986673","2,600255","7,004616",
14/01/2008 0.00,"1,531546","14,231702","2,710221","10,083169","17,094"
14/01/2008 1.00,"7,09964","2,375249","3,517233",,
14/01/2008 2.00,"0,126424","12,69841",,,
14/01/2008 3.00,"1,533352",,,,
14/01/2008 4.00,"1,262442","7,814408",,,
14/01/2008 5.00,"1,867474",,,,
14/01/2008 6.00,"2,183537","5,860806",,,
14/01/2008 7.00,"0,982501",,,,
14/01/2008 8.00,"3,520027","3,907204",,,
14/01/2008 9.00,"4,807753",,,,
14/01/2008 10.00,"0,709785","9,27961",,,
14/01/2008 11.00,"7,22608",,,,
14/01/2008 12.00,"6,648138","7,814408",,,
14/01/2008 13.00,"33,271379",,,,
14/01/2008 14.00,"16,480362","8,791209",,,
14/01/2008 15.00,"14,708617",,,,
14/01/2008 16.00,"5,336932","10,74481",,,
14/01/2008 17.00,"2,192566",,,,
14/01/2008 18.00,"1,515291","9,76801",,,
14/01/2008 19.00,"0,195056",,,,
14/01/2008 20.00,"0,637542","17,094",,,
14/01/2008 21.00,"2,528496",,,,
14/01/2008 22.00,"3,095601","36,630032",,,
14/01/2008 23.00,"0,238401",,,,
15/01/2008 0.00,"0,22034","37,606831",,,
15/01/2008 1.00,"0,489444",,,,
15/01/2008 2.00,"0,476802","30,76923",,,
15/01/2008 3.00,"0,666439",,,,
15/01/2008 4.00,"1,195618","26,86202",,,
15/01/2008 5.00,"0,00903",,,,
15/01/2008 6.00,"0,063213","22,46641",,,
15/01/2008 7.00,"0,171576",,,,
15/01/2008 8.00,"1,733825","16,60561",,,
15/01/2008 9.00,"2,400264",,,,
15/01/2008 10.00,"0,146291","24,908421",,,
15/01/2008 11.00,"1,289533",,,,
15/01/2008 12.00,"1,479171","15,62881",,,
15/01/2008 13.00,"0,594196",,,,
15/01/2008 14.00,"0,442487","9,27961",,,
15/01/2008 15.00,"1,629073",,,,
15/01/2008 16.00,"1,284115","11,72161",,,
15/01/2008 17.00,"1,090866",,,,
15/01/2008 18.00,"1,585728","12,69841",,,
15/01/2008 19.00,"0,603226",,,,
15/01/2008 20.00,"0,205892","17,094",,,
15/01/2008 21.00,"0,968053",,,,
15/01/2008 22.00,"1,080029","28,327221",,,
15/01/2008 23.00,"0,58336",,,,
16/01/2008 0.00,"0,559881","31,746031",,,
16/01/2008 1.00,,,,,
16/01/2008 2.00,"0,623093","33,211231",,,
16/01/2008 3.00,"1,275084",,,,
16/01/2008 4.00,"24,42001",,,,
16/01/2008 5.00,"0,014449",,,,
16/01/2008 6.00,"0,626706","19,0476",,,
16/01/2008 7.00,"0,879555",,,,
16/01/2008 8.00,"2,309961","10,74481",,,
16/01/2008 9.00,"1,043908",,,,
16/01/2008 10.00,"1,636298","10,74481",,,
16/01/2008 11.00,"2,770509",,,,
16/01/2008 12.00,"2,114906","22,46641",,,
16/01/2008 13.00,"0,8037",,,,
16/01/2008 14.00,"1,155883","16,60561",,,
16/01/2008 15.00,"0,632123",,,,
16/01/2008 16.00,"0,944573","10,488633","2,29912","6,968276","12,69841"
16/01/2008 17.00,"2,745224","8,156674","2,164624","4,841063",
16/01/2008 18.00,"2,163669","14,328975","3,912227","8,336232","9,27961"
16/01/2008 19.00,"0,397335","13,956743","3,359016","8,812553",
16/01/2008 20.00,"1,825935","12,867286","3,007973","8,260956","12,21001"
16/01/2008 21.00,"1,405122","13,380887","2,474219","9,593871",
16/01/2008 22.00,"1,876505","52,871159","14,679509","30,384471","15,62881"
16/01/2008 23.00,"1,316623","40,977886","7,05808","30,176809",
17/01/2008 0.00,"3,608524","23,331275","3,875008","17,401861","18,55921"
17/01/2008 1.00,"2,228688","15,118834","3,214369","10,197382",
17/01/2008 2.00,"2,196179","11,457474","2,066502","8,294699","23,93162"
17/01/2008 3.00,"1,571279","10,113809","2,650164","6,054574",
17/01/2008 4.00,"0,623093","9,273368","2,559653","5,352424","21,001221"
17/01/2008 5.00,"1,685062","6,37074","1,816964","3,587319",
17/01/2008 6.00,"2,703684","5,737816","2,084264","2,54383","21,001221"
17/01/2008 7.00,"1,647134","10,463991","3,491821","5,113615",
17/01/2008 8.00,"4,943209","12,309585","3,402156","7,098063","21,001221"
17/01/2008 9.00,"3,38096","13,338087","3,976513","7,246021",
17/01/2008 10.00,"0,541821","11,928275","4,046722","5,72751","20,51281"
17/01/2008 11.00,"3,252729","19,187435","4,026421","13,022844",
17/01/2008 12.00,"2,537526","15,666157","5,326549","7,504297","21,001221"
17/01/2008 13.00,"0,95541","6,772801","3,055343","2,096062",
17/01/2008 14.00,"2,373173","7,129469","2,785505","2,863107","21,48962"
17/01/2008 15.00,"2,447222","7,732564","3,392851","2,57368",
17/01/2008 16.00,"0,433457","6,243636","2,912388","1,788468","19,0476"
17/01/2008 17.00,"0,930125","6,200836","2,708529","2,05583",
17/01/2008 18.00,"2,28287","9,211113","2,851485","4,842361","22,954821"
17/01/2008 19.00,"0,859688","6,392787","2,575725","2,447786",
17/01/2008 20.00,"2,290095","8,167051","2,775354","3,914382","19,53602"
17/01/2008 21.00,"0,995144","5,798773","2,532586","1,916958",
17/01/2008 22.00,"1,21729","6,217696","2,543582","2,321892","15,14041"
17/01/2008 23.00,"0,281747","5,70539","2,68569","1,605468",
18/01/2008 0.00,"0,104752","5,840276","2,715296","1,692426","16,60561"
18/01/2008 1.00,"4,931098","2,58503","1,004553",,
18/01/2008 2.00,"16,11721",,,,
18/01/2008 3.00,"1,365388",,,,
18/01/2008 4.00,"0,43165","15,14041",,,
18/01/2008 5.00,"0,828985",,,,
18/01/2008 6.00,"0,614064","16,60561",,,
18/01/2008 7.00,"0,039733",,,,
18/01/2008 8.00,"0,52376","11,72161",,,
18/01/2008 9.00,"0,682694",,,,
18/01/2008 10.00,"0,832598","15,14041",,,
18/01/2008 11.00,"2,217852",,,,
18/01/2008 12.00,"0,69353","17,094",,,
18/01/2008 13.00,"1,206454",,,,
18/01/2008 14.00,"0,449711","10,25641",,,
18/01/2008 15.00,"0,919289",,,,
