,ARPA Puglia,,,,
,Baldassarre,,,,
Parm,SO2,NO2,,,PM10


14/03/2008 16.00,"5,23289204","9,89415029",,,"53,16252136"
14/03/2008 17.00,"2,28171301","7,71332641",,,"53,16252136"
14/03/2008 18.00,"5,77282","9,39491032",,,"53,16252136"
14/03/2008 19.00,"2,94801497","12,21797907",,,"53,16252136"
14/03/2008 20.00,"4,01298189","20,28496734",,,"53,16252136"
14/03/2008 21.00,"3,66717505","26,01411714",,,"53,16252136"
14/03/2008 22.00,"6,7756238","24,4257255",,,"53,16252136"
14/03/2008 23.00,"4,48451185","28,81930887",,,"53,16252136"
15/03/2008 0.00,"4,30667591","20,89657449",,,"53,16252136"
15/03/2008 1.00,"3,95407701","16,6447414",,,"33,63708115"
15/03/2008 2.00,"3,51074409","12,87426373",,,"33,63708115"
15/03/2008 3.00,"3,31773901","8,32109632",,,"33,63708115"
15/03/2008 4.00,"2,09103608","6,15048628",,,"33,63708115"
15/03/2008 5.00,"5,47782421","6,022804",,,"33,63708115"
15/03/2008 6.00,"4,57040501","6,34073438",,,"33,63708115"
15/03/2008 7.00,"5,75374317","6,57311688",,,"33,63708115"
15/03/2008 8.00,"4,793468","9,1523121",,,"33,63708115"
15/03/2008 9.00,"7,34886694","13,54077351",,,"33,63708115"
15/03/2008 10.00,"7,42424393","16,56302512",,,"33,63708115"
15/03/2008 11.00,"7,2132802","6,43394169",,,"33,63708115"
15/03/2008 12.00,"7,42368603","6,34967289",,,"33,63708115"
15/03/2008 13.00,"12,16950035","6,34711849",,,"33,63708115"
15/03/2008 14.00,"13,87508965","6,45437311",,,"33,63708115"
15/03/2008 15.00,"13,61824036","5,94619463",,,"33,63708115"
15/03/2008 16.00,"13,1548996","5,39971146",,,"33,63708115"
15/03/2008 17.00,"11,47826004","5,64613751",,,"33,63708115"
15/03/2008 18.00,"10,50142002","6,48629368",,,"33,63708115"
15/03/2008 19.00,"11,22840023","7,16045913",,,"33,63708115"
15/03/2008 20.00,"10,56610012","14,05533047",,,"33,63708115"
15/03/2008 21.00,"12,41639042","30,91713174",,,"33,63708115"
15/03/2008 22.00,"13,88261986","26,87851188",,,"33,63708115"
15/03/2008 23.00,"5,87630177","21,07276776",,,"33,63708115"
16/03/2008 0.00,"8,17681217","18,99665163",,,"33,63708115"
16/03/2008 1.00,,"18,5433833",,,"24,39653969"
16/03/2008 2.00,,,,,"24,39653969"
16/03/2008 3.00,,"13,1219745",,,"24,39653969"
16/03/2008 4.00,,"10,54276988",,,"24,39653969"
16/03/2008 5.00,,"9,28254878",,,"24,39653969"
16/03/2008 6.00,,"7,35070535",,,"24,39653969"
16/03/2008 7.00,,"7,07108153",,,"24,39653969"
16/03/2008 8.00,,"7,35070535",,,"24,39653969"
16/03/2008 9.00,,"8,05296165",,,"24,39653969"
16/03/2008 10.00,,"9,40384695",,,"24,39653969"
16/03/2008 11.00,,"6,28838427",,,"24,39653969"
16/03/2008 12.00,,"5,89129012",,,"24,39653969"
16/03/2008 13.00,,"5,90150583",,,"24,39653969"
16/03/2008 14.00,,"5,13413119",,,"24,39653969"
16/03/2008 15.00,,"4,48550032",,,"24,39653969"
16/03/2008 16.00,,"4,46124106",,,"24,39653969"
16/03/2008 17.00,,"6,04961765",,,"24,39653969"
16/03/2008 18.00,,"6,49778471",,,"24,39653969"
16/03/2008 19.00,,"8,73861813",,,"24,39653969"
16/03/2008 20.00,,"10,22612234",,,"24,39653969"
16/03/2008 21.00,,"12,65720198",,,"24,39653969"
16/03/2008 22.00,,"10,74834248",,,"24,39653969"
16/03/2008 23.00,,"9,65793807",,,"24,39653969"
17/03/2008 0.00,,"7,11704565",,,"24,39653969"
17/03/2008 1.00,,"6,02918811",,,"14,67004967"
17/03/2008 2.00,,"5,26436599",,,"14,67004967"
17/03/2008 3.00,,"4,22502884",,,"14,67004967"
17/03/2008 4.00,,"4,56721848",,,"14,67004967"
17/03/2008 5.00,,"4,50592986",,,"14,67004967"
17/03/2008 6.00,,"4,21609033",,,"14,67004967"
17/03/2008 7.00,,"7,21025484",,,"14,67004967"
17/03/2008 8.00,,"11,31142172",,,"14,67004967"
17/03/2008 9.00,,"12,03027972",,,"14,67004967"
17/03/2008 10.00,,"9,89798",,,"14,67004967"
17/03/2008 11.00,,"5,72019436",,,"14,67004967"
17/03/2008 12.00,,"4,62339831",,,"14,67004967"
17/03/2008 13.00,,"6,64334402",,,"14,67004967"
17/03/2008 14.00,,"6,12622702",,,"14,67004967"
17/03/2008 15.00,,"5,01283114",,,"14,67004967"
17/03/2008 16.00,,"5,32310021",,,"14,67004967"
17/03/2008 17.00,,"5,52611654",,,"14,67004967"
17/03/2008 18.00,,"6,26284593",,,"14,67004967"
17/03/2008 19.00,,"11,06372035",,,"14,67004967"
17/03/2008 20.00,,"13,23305132",,,"14,67004967"
17/03/2008 21.00,,"6,93956766",,,"14,67004967"
17/03/2008 22.00,,"5,26947478",,,"14,67004967"
17/03/2008 23.00,,"6,65483316",,,"14,67004967"
18/03/2008 0.00,,"6,21688181",,,"14,67004967"
18/03/2008 1.00,,"7,07874097",,,"22,69907951"
18/03/2008 2.00,"2,48091006",,,,"22,69907951"
18/03/2008 3.00,"2,42519689","6,14282496",,,"22,69907951"
18/03/2008 4.00,"4,29033804","5,92831949",,,"22,69907951"
18/03/2008 5.00,"1,72346199","5,78020578",,,"22,69907951"
18/03/2008 6.00,"3,55178595","7,15535033",,,"22,69907951"
18/03/2008 7.00,"1,21264303","7,1911025",,,"22,69907951"
18/03/2008 8.00,"1,82903302","10,39977061",,,"22,69907951"
18/03/2008 9.00,"1,64991796","20,94254613",,,"22,69907951"
18/03/2008 10.00,"2,62924099","8,90460698",,,"22,69907951"
18/03/2008 11.00,"1,35671604","5,84149253",,,"22,69907951"
18/03/2008 12.00,"0,81715202","5,64741471",,,"22,69907951"
18/03/2008 13.00,"1,46175396","5,91171966",,,"22,69907951"
18/03/2008 14.00,"0,79080403","5,33331592",,,"22,69907951"
18/03/2008 15.00,"0,105925","6,39053009",,,"22,69907951"
18/03/2008 16.00,"0,58152598","6,18113153",,,"22,69907951"
18/03/2008 17.00,"0,093328","5,59378928",,,"22,69907951"
18/03/2008 18.00,"0,114531","12,53462849",,,"22,69907951"
18/03/2008 19.00,"3,34978294","14,763969",,,"22,69907951"
18/03/2008 20.00,"0,71663803","13,75528275",,,"22,69907951"
18/03/2008 21.00,"0,76977801","15,87225608",,,"22,69907951"
18/03/2008 22.00,"2,1391809","15,03977063",,,"22,69907951"
18/03/2008 23.00,"2,17209411","15,92333087",,,"22,69907951"
19/03/2008 0.00,"6,627707","13,33647246",,,"22,69907951"
19/03/2008 1.00,"4,46386385","10,25804479",,,"13,67778969"
19/03/2008 2.00,"6,48833704","7,04426788",,,"13,67778969"
19/03/2008 3.00,"8,3375082","7,03277497",,,"13,67778969"
19/03/2008 4.00,"8,56621647","7,75546081",,,"13,67778969"
19/03/2008 5.00,"9,62280941","5,87469218",,,"13,67778969"
19/03/2008 6.00,"4,80319786","6,05217205",,,"13,67778969"
19/03/2008 7.00,"8,55494881","6,2973209",,,"13,67778969"
19/03/2008 8.00,"8,0838728","7,62777665",,,"13,67778969"
19/03/2008 9.00,"8,06266975","10,52617946",,,"13,67778969"
19/03/2008 10.00,"6,02293777","9,29659421",,,"13,67778969"
19/03/2008 11.00,"10,29028988","7,41710089",,,"13,67778969"
19/03/2008 12.00,"8,02904701","6,01769708",,,"13,67778969"
19/03/2008 13.00,"7,00163984","6,68930813",,,"13,67778969"
19/03/2008 14.00,"7,54901123","7,1936569",,,"13,67778969"
19/03/2008 15.00,"11,26854992","7,94570891",,,"13,67778969"
19/03/2008 16.00,"10,23715973","7,09789519",,,"13,67778969"
19/03/2008 17.00,"8,53330231","9,2021097",,,"13,67778969"
19/03/2008 18.00,"8,37370396","8,06445456",,,"13,67778969"
19/03/2008 19.00,"7,50465298","9,51748568",,,"13,67778969"
19/03/2008 20.00,"8,13266563","10,08567371",,,"13,67778969"
19/03/2008 21.00,"11,28931046","10,53511609",,,"13,67778969"
19/03/2008 22.00,"9,48769665","12,2945828",,,"13,67778969"
19/03/2008 23.00,"8,90643692","13,59695334",,,"13,67778969"
20/03/2008 0.00,"9,03711319","15,08190126",,,"13,67778969"
20/03/2008 1.00,,"11,70468427",,,"12,57441044"
20/03/2008 2.00,,,,,"12,57441044"
20/03/2008 3.00,,"10,29506851",,,"12,57441044"
20/03/2008 4.00,,"9,77029772",,,"12,57441044"
20/03/2008 5.00,,"9,49960866",,,"12,57441044"
20/03/2008 6.00,,"8,75649515",,,"12,57441044"
20/03/2008 7.00,,"8,3619554",,,"12,57441044"
20/03/2008 8.00,,"14,8788887",,,"12,57441044"
20/03/2008 9.00,,"19,91341341",,,"12,57441044"
20/03/2008 10.00,,"16,4263968",,,"12,57441044"
20/03/2008 11.00,,"14,07065121",,,"12,57441044"
20/03/2008 12.00,,"9,41916957",,,"12,57441044"
20/03/2008 13.00,,"6,52842808",,,"12,57441044"
20/03/2008 14.00,,"5,83383309",,,"12,57441044"
20/03/2008 15.00,,"6,16070199",,,"12,57441044"
20/03/2008 16.00,,"6,60248493",,,"12,57441044"
20/03/2008 17.00,,"6,13005674",,,"12,57441044"
20/03/2008 18.00,,"6,85018818",,,"12,57441044"
20/03/2008 19.00,,"8,81012246",,,"12,57441044"
20/03/2008 20.00,,"10,07800863",,,"12,57441044"
20/03/2008 21.00,,"8,6862699",,,"12,57441044"
20/03/2008 22.00,,"10,36018497",,,"12,57441044"
20/03/2008 23.00,,"9,09357788",,,"12,57441044"
21/03/2008 0.00,,"7,89974292",,,"12,57441044"
21/03/2008 1.00,,"6,5348122",,,"13,37403011"
21/03/2008 2.00,,"5,95768566",,,"13,37403011"
21/03/2008 3.00,,"5,65890762",,,"13,37403011"
21/03/2008 4.00,,"5,07284257",,,"13,37403011"
21/03/2008 5.00,,"4,74342116",,,"13,37403011"
21/03/2008 6.00,,"4,31057672",,,"13,37403011"
21/03/2008 7.00,,"5,81851047",,,"13,37403011"
21/03/2008 8.00,,"9,74986818",,,"13,37403011"
21/03/2008 9.00,"0,37151","18,51529433",,,"13,37403011"
21/03/2008 10.00,"0,117092","8,33514175",,,"13,37403011"
21/03/2008 11.00,"0,019667","6,37393215",,,"13,37403011"
21/03/2008 12.00,0,"6,56417837",,,"13,37403011"
21/03/2008 13.00,"0,008071","7,32389358",,,"13,37403011"
21/03/2008 14.00,"0,013073","7,40433266",,,"13,37403011"
21/03/2008 15.00,"0,012732","6,8680652",,,"13,37403011"
21/03/2008 16.00,"1,22616601","7,30984627",,,"13,37403011"
21/03/2008 17.00,"2,47006702","7,06980434",,,"13,37403011"
21/03/2008 18.00,"0,207127","7,31623226",,,"13,37403011"
21/03/2008 19.00,0,"8,26746901",,,"13,37403011"
21/03/2008 20.00,0,"9,80477269",,,"13,37403011"
21/03/2008 21.00,"0,111635","8,86247258",,,"13,37403011"
21/03/2008 22.00,"0,026715","7,02255926",,,"13,37403011"
21/03/2008 23.00,0,"8,34280306",,,"13,37403011"
22/03/2008 0.00,0,"9,1957237",,,"13,37403011"
22/03/2008 1.00,,"5,83128058",,,"19,90909958"
22/03/2008 2.00,"0,011482",,,,"19,90909958"
22/03/2008 3.00,"0,193031","4,70128487",,,"19,90909958"
22/03/2008 4.00,"0,067072","4,8072623",,,"19,90909958"
22/03/2008 5.00,"0,189961","5,81978767",,,"19,90909958"
22/03/2008 6.00,"0,00648","6,33179587",,,"19,90909958"
22/03/2008 7.00,"0,64593703","5,14945193",,,"19,90909958"
22/03/2008 8.00,"0,008071","6,13261113",,,"19,90909958"
22/03/2008 9.00,"1,84800303","6,63823522",,,"19,90909958"
22/03/2008 10.00,"3,23798394","6,58843951",,,"19,90909958"
22/03/2008 11.00,0,"5,75211493",,,"19,90909958"
22/03/2008 12.00,"0,046723","5,74956241",,,"19,90909958"
22/03/2008 13.00,"3,04188395","4,96048103",,,"19,90909958"
22/03/2008 14.00,"2,25680089","5,26692038",,,"19,90909958"
22/03/2008 15.00,"0,57136202","5,25925907",,,"19,90909958"
22/03/2008 16.00,"0,14232901","5,83894001",,,"19,90909958"
22/03/2008 17.00,"0,065367","6,83869715",,,"19,90909958"
22/03/2008 18.00,"0,22463401","7,80653372",,,"19,90909958"
22/03/2008 19.00,"5,81024981","9,17912576",,,"19,90909958"
22/03/2008 20.00,"7,94632196","11,25779441",,,"19,90909958"
22/03/2008 21.00,"7,5252471","13,70803015",,,"19,90909958"
22/03/2008 22.00,"1,84766197","10,20824907",,,"19,90909958"
22/03/2008 23.00,"3,37167311","8,70925196",,,"19,90909958"
23/03/2008 0.00,"1,60233796","8,41685803",,,"19,90909958"
23/03/2008 1.00,"0,28534001","8,43984197",,,"21,69610023"
23/03/2008 2.00,"0,00648","7,50903288",,,"21,69610023"
23/03/2008 3.00,0,"7,7516311",,,"21,69610023"
23/03/2008 4.00,"0,014324","5,86830806",,,"21,69610023"
23/03/2008 5.00,"0,004888","6,32030484",,,"21,69610023"
23/03/2008 6.00,"0,80065697","5,37672752",,,"21,69610023"
23/03/2008 7.00,"1,648947","5,05369022",,,"21,69610023"
23/03/2008 8.00,"0,154038","5,58995956",,,"21,69610023"
23/03/2008 9.00,0,"5,13668371",,,"21,69610023"
23/03/2008 10.00,"0,02501","5,16094296",,,"21,69610023"
23/03/2008 11.00,0,"5,02432405",,,"21,69610023"
23/03/2008 12.00,"0,014779","6,29476838",,,"21,69610023"
23/03/2008 13.00,0,"7,49754185",,,"21,69610023"
23/03/2008 14.00,0,"7,18599559",,,"21,69610023"
23/03/2008 15.00,"0,004888","5,10220874",,,"21,69610023"
23/03/2008 16.00,0,"4,74597367",,,"21,69610023"
23/03/2008 17.00,"0,001592","6,0662156",,,"21,69610023"
23/03/2008 18.00,0,"7,58053534",,,"21,69610023"
23/03/2008 19.00,0,"6,74804236",,,"21,69610023"
23/03/2008 20.00,0,"9,09740759",,,"21,69610023"
23/03/2008 21.00,0,"8,39387597",,,"21,69610023"
23/03/2008 22.00,0,"9,7524207",,,"21,69610023"
23/03/2008 23.00,0,"9,06165731",,,"21,69610023"
24/03/2008 0.00,0,"9,0118616",,,"21,69610023"
24/03/2008 1.00,,"6,58971482",,,"12,60235977"
24/03/2008 2.00,"3,63661599",,,,"12,60235977"
24/03/2008 3.00,"4,37312984","4,65404168",,,"12,60235977"
24/03/2008 4.00,"13,87386036","4,66170487",,,"12,60235977"
24/03/2008 5.00,"12,69223976","4,48805471",,,"12,60235977"
24/03/2008 6.00,"4,45591211","4,46379546",,,"12,60235977"
24/03/2008 7.00,"8,74687004","5,24010861",,,"12,60235977"
24/03/2008 8.00,"12,62893963","6,33690278",,,"12,60235977"
24/03/2008 9.00,"7,01651812","5,57718945",,,"12,60235977"
24/03/2008 10.00,"8,22644043","4,50210014",,,"12,60235977"
24/03/2008 11.00,"6,6618042","4,23524267",,,"12,60235977"
24/03/2008 12.00,"12,18916035","4,76895761",,,"12,60235977"
24/03/2008 13.00,"20,88945961","6,15814759",,,"12,60235977"
24/03/2008 14.00,"9,96242428","4,49443883",,,"12,60235977"
24/03/2008 15.00,"9,51077557","5,56442123",,,"12,60235977"
24/03/2008 16.00,"9,75577354","7,20131633",,,"12,60235977"
24/03/2008 17.00,"4,83756113","5,30650227",,,"12,60235977"
24/03/2008 18.00,"8,78126144","5,30139535",,,"12,60235977"
24/03/2008 19.00,"8,35822201","7,35198255",,,"12,60235977"
24/03/2008 20.00,"5,37655497","17,44403285",,,"12,60235977"
24/03/2008 21.00,"2,32504201","17,13632006",,,"12,60235977"
24/03/2008 22.00,"1,82652497","11,36761095",,,"12,60235977"
24/03/2008 23.00,"6,14076519","8,41302832",,,"12,60235977"
25/03/2008 0.00,"3,407444","4,46379546",,,"12,60235977"
25/03/2008 1.00,"3,04983902","6,90254017",,,"11,18437004"
25/03/2008 2.00,"1,35555196","4,16629462",,,"11,18437004"
25/03/2008 3.00,"4,87438583","3,75387784",,,"11,18437004"
25/03/2008 4.00,"6,17013502","3,34018387",,,"11,18437004"
25/03/2008 5.00,"12,63624001","3,06694417",,,"11,18437004"
25/03/2008 6.00,"8,76406574","3,44105438",,,"11,18437004"
25/03/2008 7.00,"6,49228382","3,49468169",,,"11,18437004"
25/03/2008 8.00,"12,54189014","4,21609033",,,"11,18437004"
25/03/2008 9.00,"7,98052979","6,95105681",,,"11,18437004"
25/03/2008 10.00,"6,49274015","7,13109108",,,"11,18437004"
25/03/2008 11.00,"7,27992821","8,95312737",,,"11,18437004"
25/03/2008 12.00,"7,82424879","5,26181347",,,"11,18437004"
25/03/2008 13.00,"5,65731287","4,45357975",,,"11,18437004"
25/03/2008 14.00,"7,4278388","3,83942572",,,"11,18437004"
25/03/2008 15.00,"6,03059196","4,79576939",,,"11,18437004"
25/03/2008 16.00,"9,52340603","5,38055912",,,"11,18437004"
25/03/2008 17.00,"5,6466608","6,34456409",,,"11,18437004"
25/03/2008 18.00,"7,11238623","8,8777952",,,"11,18437004"
25/03/2008 19.00,"12,52820015","10,41509324",,,"11,18437004"
25/03/2008 20.00,"7,71848917","19,73082474",,,"11,18437004"
25/03/2008 21.00,"8,87362957","24,69258297",,,"11,18437004"
25/03/2008 22.00,"9,85985947","18,777043",,,"11,18437004"
25/03/2008 23.00,"10,99170971","20,17133613",,,"11,18437004"
26/03/2008 0.00,"5,67040014","15,77266654",,,"11,18437004"
26/03/2008 1.00,,"10,6053451",,,"26,19915962"
26/03/2008 2.00,"2,37806201",,,,"26,19915962"
26/03/2008 3.00,"0,89779699","9,03612085",,,"26,19915962"
26/03/2008 4.00,"1,97697496","7,75801521",,,"26,19915962"
26/03/2008 5.00,"1,18504596","6,38287066",,,"26,19915962"
26/03/2008 6.00,"11,56511021","5,52356214",,,"26,19915962"
26/03/2008 7.00,"12,21625996","7,22940719",,,"26,19915962"
26/03/2008 8.00,"13,37322998","9,89159589",,,"26,19915962"
26/03/2008 9.00,"14,20689964","10,39849153",,,"26,19915962"
26/03/2008 10.00,"7,95685005","10,40360409",,,"26,19915962"
26/03/2008 11.00,"12,19196987","9,01952103",,,"26,19915962"
26/03/2008 12.00,"10,29734039","8,97483223",,,"26,19915962"
26/03/2008 13.00,"16,07382965","8,2636393",,,"26,19915962"
26/03/2008 14.00,"11,18830967","9,40512415",,,"26,19915962"
26/03/2008 15.00,"9,54298401","10,38189923",,,"26,19915962"
26/03/2008 16.00,"6,79684687","13,22156405",,,"26,19915962"
26/03/2008 17.00,"7,38311005","14,77928975",,,"26,19915962"
26/03/2008 18.00,"13,44229031","14,96443846",,,"26,19915962"
26/03/2008 19.00,"18,34486961","22,09934232",,,"26,19915962"
26/03/2008 20.00,"14,85311031","24,18569109",,,"26,19915962"
26/03/2008 21.00,"14,78139019","22,29214482",,,"26,19915962"
26/03/2008 22.00,"9,63860703","21,46986567",,,"26,19915962"
26/03/2008 23.00,"3,947119","22,99567644",,,"26,19915962"
27/03/2008 0.00,"3,04780412","15,74074597",,,"26,19915962"
27/03/2008 1.00,"5,49530697","10,07928959",,,"17,31880951"
27/03/2008 2.00,"5,93851423","9,04250497",,,"17,31880951"
27/03/2008 3.00,"4,81911278","7,39667135",,,"17,31880951"
27/03/2008 4.00,"5,31909704","6,5806484",,,"17,31880951"
27/03/2008 5.00,"8,19325256","5,76999195",,,"17,31880951"
27/03/2008 6.00,"11,27140999","5,59634368",,,"17,31880951"
27/03/2008 7.00,"9,55171108","8,48197637",,,"17,31880951"
27/03/2008 8.00,"10,14972973","11,84386134",,,"17,31880951"
27/03/2008 9.00,"10,59710979","14,22132495",,,"17,31880951"
27/03/2008 10.00,"11,9692297","10,27081301",,,"17,31880951"
27/03/2008 11.00,"9,92851257","5,54271637",,,"17,31880951"
27/03/2008 12.00,"10,48783016","5,1852041",,,"17,31880951"
27/03/2008 13.00,"8,23271561","5,53760757",,,"17,31880951"
27/03/2008 14.00,"10,20779037","5,76105344",,,"17,31880951"
27/03/2008 15.00,"11,34123039","5,89895143",,,"17,31880951"
27/03/2008 16.00,"9,74561405","6,33179587",,,"17,31880951"
27/03/2008 17.00,"8,66719532","6,2577409",,,"17,31880951"
27/03/2008 18.00,"9,76572514","7,94315452",,,"17,31880951"
27/03/2008 19.00,"10,75611019","10,04608618",,,"17,31880951"
27/03/2008 20.00,"11,79848003","14,31069691",,,"17,31880951"
27/03/2008 21.00,"9,84730911","11,92430606",,,"17,31880951"
27/03/2008 22.00,"9,80936337","10,10609761",,,"17,31880951"
27/03/2008 23.00,"6,81202602","11,01009304",,,"17,31880951"
28/03/2008 0.00,"7,39297581","8,97993914",,,"17,31880951"
28/03/2008 1.00,,"6,17602273",,,"15,61958981"
28/03/2008 2.00,"7,46860218",,,,"15,61958981"
28/03/2008 3.00,"10,84834003","5,46993671",,,"15,61958981"
28/03/2008 4.00,"7,42216015","5,12902239",,,"15,61958981"
28/03/2008 5.00,"7,35391092","4,85705989",,,"15,61958981"
28/03/2008 6.00,"3,60757208","4,62467551",,,"15,61958981"
28/03/2008 7.00,"9,31629753","5,69338259",,,"15,61958981"
28/03/2008 8.00,"8,19719315","13,68632529",,,"15,61958981"
28/03/2008 9.00,"7,65113783","14,59798392",,,"15,61958981"
28/03/2008 10.00,"5,60820007","15,20575571",,,"15,61958981"
28/03/2008 11.00,"4,24355984","11,80683385",,,"15,61958981"
28/03/2008 12.00,"0,57839298","10,41509324",,,"15,61958981"
28/03/2008 13.00,"2,12855196","6,47352545",,,"15,61958981"
28/03/2008 14.00,"2,6381371","5,75083961",,,"15,61958981"
28/03/2008 15.00,"1,37237501","5,99982194",,,"15,61958981"
28/03/2008 16.00,"3,33768201","6,71101487",,,"15,61958981"
28/03/2008 17.00,"2,43087292","8,07466839",,,"15,61958981"
28/03/2008 18.00,"1,73750997","16,14932926",,,"15,61958981"
28/03/2008 19.00,"1,72579801","17,43637718",,,"15,61958981"
28/03/2008 20.00,"3,62385011","14,20217261",,,"15,61958981"
28/03/2008 21.00,"1,83564305","8,83821144",,,"15,61958981"
28/03/2008 22.00,"3,43528795","7,83973149",,,"15,61958981"
28/03/2008 23.00,"6,4329052","5,58995956",,,"15,61958981"
29/03/2008 0.00,"7,10222483","5,54271637",,,"15,61958981"
29/03/2008 1.00,"7,83115816","6,94212206",,,"18,28503036"
29/03/2008 2.00,"6,59220505","6,5360894",,,"18,28503036"
29/03/2008 3.00,"6,01698017","5,00900143",,,"18,28503036"
29/03/2008 4.00,"7,36174011","5,82234206",,,"18,28503036"
29/03/2008 5.00,"6,90536785","4,7651279",,,"18,28503036"
29/03/2008 6.00,"6,94407511","6,62929671",,,"18,28503036"
29/03/2008 7.00,"6,50677681","6,89615418",,,"18,28503036"
29/03/2008 8.00,"5,70456314","8,10275925",,,"18,28503036"
29/03/2008 9.00,"6,90306902","8,08105251",,,"18,28503036"
29/03/2008 10.00,"6,16708517","6,72761282",,,"18,28503036"
29/03/2008 11.00,"9,07421112","5,76360784",,,"18,28503036"
29/03/2008 12.00,"6,35763502","5,34863855",,,"18,28503036"
29/03/2008 13.00,"6,01322079","5,12391548",,,"18,28503036"
29/03/2008 14.00,"5,79315901","5,40864997",,,"18,28503036"
29/03/2008 15.00,"5,12076378","5,58995956",,,"18,28503036"
29/03/2008 16.00,"5,13135719","5,66018482",,,"18,28503036"
29/03/2008 17.00,"5,71540499","5,17371307",,,"18,28503036"
29/03/2008 18.00,"5,59375477","3,881562",,,"18,28503036"
29/03/2008 19.00,"5,39807796","5,67039865",,,"18,28503036"
29/03/2008 20.00,"5,55970812","7,03277497",,,"18,28503036"
29/03/2008 21.00,"4,76420403","7,30729375",,,"18,28503036"
29/03/2008 22.00,"3,27943611","7,4720054",,,"18,28503036"
29/03/2008 23.00,"4,19689989","6,09047673",,,"18,28503036"
30/03/2008 0.00,"6,54691315","5,93853332",,,"18,28503036"
30/03/2008 1.00,,"6,60248493",,,"15,21788025"
30/03/2008 2.00,"2,79454803",,,,"15,21788025"
30/03/2008 3.00,"3,06280589","8,38110775",,,"15,21788025"
30/03/2008 4.00,"1,50401998","6,78634704",,,"15,21788025"
30/03/2008 5.00,"2,3276","9,12805285",,,"15,21788025"
30/03/2008 6.00,"1,88302898","5,38949575",,,"15,21788025"
30/03/2008 7.00,"3,37877798","4,83790567",,,"15,21788025"
30/03/2008 8.00,"2,14231896","8,78458413",,,"15,21788025"
30/03/2008 9.00,"2,08964205","9,5213154",,,"15,21788025"
30/03/2008 10.00,"1,66910195","7,96358406",,,"15,21788025"
30/03/2008 11.00,"1,91280603","6,7684719",,,"15,21788025"
30/03/2008 12.00,"3,21918106","10,74962345",,,"15,21788025"
30/03/2008 13.00,"2,86568308","8,19596656",,,"15,21788025"
30/03/2008 14.00,"6,11324883","10,72663763",,,"15,21788025"
30/03/2008 15.00,"6,11272621","6,0202496",,,"15,21788025"
30/03/2008 16.00,"6,03532314","5,35629798",,,"15,21788025"
30/03/2008 17.00,"4,76464605","4,67702562",,,"15,21788025"
30/03/2008 18.00,"3,10059404","4,98346497",,,"15,21788025"
30/03/2008 19.00,"3,91773105","5,36651369",,,"15,21788025"
30/03/2008 20.00,"4,190516","6,18623844",,,"15,21788025"
30/03/2008 21.00,"4,23875189","6,61269876",,,"15,21788025"
30/03/2008 22.00,"5,1717782","7,74014007",,,"15,21788025"
30/03/2008 23.00,"4,91153002","6,49650751",,,"15,21788025"
31/03/2008 0.00,"3,23076105","6,96382691",,,"15,21788025"
31/03/2008 1.00,"2,1843729","7,53073774",,,"27,05277061"
31/03/2008 2.00,"1,64080501","7,30090964",,,"27,05277061"
31/03/2008 3.00,"2,01136804","6,79911527",,,"27,05277061"
31/03/2008 4.00,"2,03478909","5,91427218",,,"27,05277061"
31/03/2008 5.00,"1,79900801","6,40329832",,,"27,05277061"
31/03/2008 6.00,"0,70838898","7,96869285",,,"27,05277061"
31/03/2008 7.00,"1,20877099","11,23737051",,,"27,05277061"
31/03/2008 8.00,"1,30881298","11,1594877",,,"27,05277061"
31/03/2008 9.00,"2,82772112","14,94400515",,,"27,05277061"
31/03/2008 10.00,"4,59390402","11,46720049",,,"27,05277061"
31/03/2008 11.00,"4,75889921","7,31750758",,,"27,05277061"
31/03/2008 12.00,"3,74028611","6,04706325",,,"27,05277061"
31/03/2008 13.00,"3,10573101","7,6584219",,,"27,05277061"
31/03/2008 14.00,"2,11332512","5,04858331",,,"27,05277061"
31/03/2008 15.00,"2,615448","7,03277497",,,"27,05277061"
31/03/2008 16.00,"5,2342062","4,86088961",,,"27,05277061"
31/03/2008 17.00,"6,23967218","4,78044864",,,"27,05277061"
31/03/2008 18.00,"2,86141706","5,63592368",,,"27,05277061"
31/03/2008 19.00,"1,84498","8,6862699",,,"27,05277061"
31/03/2008 20.00,"2,48676109","20,7816642",,,"27,05277061"
31/03/2008 21.00,"2,58593202","23,29829172",,,"27,05277061"
31/03/2008 22.00,"2,67805099","23,26892931",,,"27,05277061"
31/03/2008 23.00,"2,83364201","15,74457756",,,"27,05277061"
01/04/2008 0.00,"3,7097249","15,35897068",,,"27,05277061"
01/04/2008 1.00,,"12,79127401",,,"24,51349068"
01/04/2008 2.00,"0,92718399",,,,"24,51349068"
01/04/2008 3.00,"0,187113","8,79479984",,,"24,51349068"
01/04/2008 4.00,"0,026747","8,1742617",,,"24,51349068"
01/04/2008 5.00,"0,007528","7,17322736",,,"24,51349068"
01/04/2008 6.00,"0,008269","6,533535",,,"24,51349068"
01/04/2008 7.00,"0,015797","10,38189923",,,"24,51349068"
01/04/2008 8.00,"0,112063","10,68194695",,,"24,51349068"
01/04/2008 9.00,"0,010208","18,02499287",,,"24,51349068"
01/04/2008 10.00,"0,008269","15,31939256",,,"24,51349068"
01/04/2008 11.00,"0,023838","7,88952721",,,"24,51349068"
