,ARPA Puglia,,,,
,Baldassarre,,,,
Parm,SO2,NO2,,,PM10


18/07/2008 8.00,"4,612716","16,993312",,,"20,08017"
18/07/2008 9.00,"4,107644","10,235058",,,"20,08017"
18/07/2008 10.00,"4,397553","8,367062",,,"20,08017"
18/07/2008 11.00,"4,704928","6,963827",,,"20,08017"
18/07/2008 12.00,"5,072613","5,462275",,,"20,08017"
18/07/2008 13.00,"5,387789","4,73959",,,"20,08017"
18/07/2008 14.00,"4,101589","3,710466",,,"20,08017"
18/07/2008 15.00,"3,932184","3,558523",,,"20,08017"
18/07/2008 16.00,"4,467412","3,381045",,,"20,08017"
18/07/2008 17.00,"4,36961","3,397643",,,"20,08017"
18/07/2008 18.00,"4,629831","3,585337",,,"20,08017"
18/07/2008 19.00,"4,512004","4,459966",,,"20,08017"
18/07/2008 20.00,"4,148976","5,277136",,,"20,08017"
18/07/2008 21.00,"4,022301","5,351191",,,"20,08017"
18/07/2008 22.00,"3,366568","5,57719",,,"20,08017"
18/07/2008 23.00,"3,654732","5,526117",,,"20,08017"
19/07/2008 0.00,"3,783736","6,714847",,,"20,08017"
19/07/2008 1.00,"3,981084","7,418378",,,"17,7075"
19/07/2008 2.00,"3,23768","5,836386",,,"17,7075"
19/07/2008 3.00,"3,454705","5,595067",,,"17,7075"
19/07/2008 4.00,"3,461575","5,641033",,,"17,7075"
19/07/2008 5.00,"3,292635","5,832556",,,"17,7075"
19/07/2008 6.00,"4,406286","10,974339",,,"17,7075"
19/07/2008 7.00,"4,798538","9,571111",,,"17,7075"
19/07/2008 8.00,"3,893762","7,709495",,,"17,7075"
19/07/2008 9.00,"3,874551","6,40713",,,"17,7075"
19/07/2008 10.00,"4,348653","4,873658",,,"17,7075"
19/07/2008 11.00,"5,405253","5,113702",,,"17,7075"
19/07/2008 12.00,"5,186947","4,175231",,,"17,7075"
19/07/2008 13.00,"5,076921","4,221197",,,"17,7075"
19/07/2008 14.00,"5,32317","3,923697",,,"17,7075"
19/07/2008 15.00,"5,267284","7,151521",,,"17,7075"
19/07/2008 16.00,"5,075175","4,617014",,,"17,7075"
19/07/2008 17.00,"4,835912","3,801121",,,"17,7075"
19/07/2008 18.00,"5,106611","4,550619",,,"17,7075"
19/07/2008 19.00,"4,605381","4,142035",,,"17,7075"
19/07/2008 20.00,"4,144319","4,028395",,,"17,7075"
19/07/2008 21.00,"3,742054","4,508485",,,"17,7075"
19/07/2008 22.00,"3,441549","5,867031",,,"17,7075"
19/07/2008 23.00,"3,562869","5,692106",,,"17,7075"
20/07/2008 0.00,"3,683606","5,75084",,,"17,7075"
20/07/2008 1.00,,"6,523321",,,"15,16144"
20/07/2008 2.00,"0,620695",,,,"15,16144"
20/07/2008 3.00,"0,902304","7,404333",,,"15,16144"
20/07/2008 4.00,"0,738923","6,871895",,,"15,16144"
20/07/2008 5.00,"0,755103","5,738072",,,"15,16144"
20/07/2008 6.00,"1,897133","6,565456",,,"15,16144"
20/07/2008 7.00,"2,662751","6,829761",,,"15,16144"
20/07/2008 8.00,"1,211016","6,22965",,,"15,16144"
20/07/2008 9.00,"0,892315","4,594032",,,"15,16144"
20/07/2008 10.00,"1,689943","4,656596",,,"15,16144"
20/07/2008 11.00,"1,933642","4,410168",,,"15,16144"
20/07/2008 12.00,"2,539383","4,659151",,,"15,16144"
20/07/2008 13.00,"2,975201","4,530191",,,"15,16144"
20/07/2008 14.00,"2,577527","4,097345",,,"15,16144"
20/07/2008 15.00,"2,32565","4,474009",,,"15,16144"
20/07/2008 16.00,"4,130258","6,367548",,,"15,16144"
20/07/2008 17.00,"3,793799","6,257741",,,"15,16144"
20/07/2008 18.00,"7,99608","11,721284",,,"15,16144"
20/07/2008 19.00,"8,825017","15,185322",,,"15,16144"
20/07/2008 20.00,"4,051517","14,753753",,,"15,16144"
20/07/2008 21.00,"2,069218","10,404876",,,"15,16144"
20/07/2008 22.00,"1,387656","9,587711",,,"15,16144"
20/07/2008 23.00,"1,070591","12,948325",,,"15,16144"
21/07/2008 0.00,"1,057098","13,576518",,,"15,16144"
21/07/2008 1.00,"1,13724","14,011919",,,"26,30077"
21/07/2008 2.00,"0,959373","10,698549",,,"26,30077"
21/07/2008 3.00,"0,912584","10,003958",,,"26,30077"
21/07/2008 4.00,"0,922281","9,476626",,,"26,30077"
21/07/2008 5.00,"1,252314","11,026695",,,"26,30077"
21/07/2008 6.00,"2,488564","11,43911",,,"26,30077"
21/07/2008 7.00,"2,701829","12,271607",,,"26,30077"
21/07/2008 8.00,"2,445689","15,106166",,,"26,30077"
21/07/2008 9.00,"3,266098","12,240956",,,"26,30077"
21/07/2008 10.00,"5,388587","11,998358",,,"26,30077"
21/07/2008 11.00,"6,687106","9,832862",,,"26,30077"
21/07/2008 12.00,"5,292206","6,774856",,,"26,30077"
21/07/2008 13.00,"3,818274","7,334107",,,"26,30077"
21/07/2008 14.00,"3,267967","5,16222",,,"26,30077"
21/07/2008 15.00,"1,978853","3,764094",,,"26,30077"
21/07/2008 16.00,"1,840707","3,513834",,,"26,30077"
21/07/2008 17.00,"2,046203","3,520218",,,"26,30077"
21/07/2008 18.00,"2,005022","3,988815",,,"26,30077"
21/07/2008 19.00,"1,75116","4,244179",,,"26,30077"
21/07/2008 20.00,"1,583456","4,27227",,,"26,30077"
21/07/2008 21.00,"1,408334","6,702077",,,"26,30077"
21/07/2008 22.00,"1,253132","7,377519",,,"26,30077"
21/07/2008 23.00,"1,46371","8,261085",,,"26,30077"
22/07/2008 0.00,"1,371418","7,543508",,,"26,30077"
22/07/2008 1.00,,"7,62267",,,"19,02577"
22/07/2008 2.00,"0,681193",,,,"19,02577"
22/07/2008 3.00,"0,717467","7,823134",,,"19,02577"
22/07/2008 4.00,"0,485401","8,820337",,,"19,02577"
22/07/2008 5.00,"0,624816","13,364573",,,"19,02577"
22/07/2008 6.00,"5,633543","21,294952",,,"19,02577"
22/07/2008 7.00,"1,55949","15,061476",,,"19,02577"
22/07/2008 8.00,"1,375061","18,995373",,,"19,02577"
22/07/2008 9.00,"1,314604","7,726095",,,"19,02577"
22/07/2008 10.00,"1,119977","5,960238",,,"19,02577"
22/07/2008 11.00,"1,363261","5,141791",,,"19,02577"
22/07/2008 12.00,"1,417162","4,301638",,,"19,02577"
22/07/2008 13.00,"1,091861","3,508727",,,"19,02577"
22/07/2008 14.00,"1,042476","3,178027",,,"19,02577"
22/07/2008 15.00,"0,489626","3,245699",,,"19,02577"
22/07/2008 16.00,"0,578344","5,000063",,,"19,02577"
22/07/2008 17.00,"0,387505","4,295254",,,"19,02577"
22/07/2008 18.00,"0,482051","4,527637",,,"19,02577"
22/07/2008 19.00,"0,556784","4,874933",,,"19,02577"
22/07/2008 20.00,"0,434559","4,457412",,,"19,02577"
22/07/2008 21.00,"0,470542","4,34505",,,"19,02577"
22/07/2008 22.00,"0,422905","5,402264",,,"19,02577"
22/07/2008 23.00,"0,430189","4,694901",,,"19,02577"
23/07/2008 0.00,"0,253044","4,974527",,,"19,02577"
23/07/2008 1.00,"0,30913","4,378248",,,"10,68674"
23/07/2008 2.00,"0,332876","4,127988",,,"10,68674"
23/07/2008 3.00,"0,591892","4,738315",,,"10,68674"
23/07/2008 4.00,"0,343656","5,538885",,,"10,68674"
23/07/2008 5.00,"0,553433","5,523562",,,"10,68674"
23/07/2008 6.00,"0,529979","5,489089",,,"10,68674"
23/07/2008 7.00,"0,399159","5,503135",,,"10,68674"
23/07/2008 8.00,"0,521092","5,349914",,,"10,68674"
23/07/2008 9.00,"0,580092","4,772788",,,"10,68674"
23/07/2008 10.00,"0,577761","4,702562",,,"10,68674"
23/07/2008 11.00,"0,626418","4,93239",,,"10,68674"
23/07/2008 12.00,"0,642297","4,809815",,,"10,68674"
23/07/2008 13.00,"0,762628","5,400989",,,"10,68674"
23/07/2008 14.00,"0,830805","4,908131",,,"10,68674"
23/07/2008 15.00,"0,839255","6,260296",,,"10,68674"
23/07/2008 16.00,"0,670704","4,679578",,,"10,68674"
23/07/2008 17.00,"0,901605","4,162463",,,"10,68674"
23/07/2008 18.00,"0,964247","4,611907",,,"10,68674"
23/07/2008 19.00,"0,996005","4,258225",,,"10,68674"
23/07/2008 20.00,"0,8984","4,622123",,,"10,68674"
23/07/2008 21.00,"0,706833","5,699767",,,"10,68674"
23/07/2008 22.00,"0,860087","6,224543",,,"10,68674"
23/07/2008 23.00,"0,798173","9,365542",,,"10,68674"
24/07/2008 0.00,"1,128573","11,675324",,,"10,68674"
24/07/2008 1.00,,"8,995262",,,"6,886176"
24/07/2008 2.00,"0,772902",,,,"6,886176"
24/07/2008 3.00,"0,610445","6,149211",,,"6,886176"
24/07/2008 4.00,"0,706091","7,709495",,,"6,886176"
24/07/2008 5.00,"0,77888","6,708461",,,"6,886176"
24/07/2008 6.00,"0,709256","6,266678",,,"6,886176"
24/07/2008 7.00,"0,786616","8,850981",,,"6,886176"
24/07/2008 8.00,"0,788726","8,410474",,,"6,886176"
24/07/2008 9.00,"0,951183","7,623947",,,"6,886176"
24/07/2008 10.00,"0,894218","5,713811",,,"6,886176"
24/07/2008 11.00,"0,781342","5,652524",,,"6,886176"
24/07/2008 12.00,"0,949425","4,961758",,,"6,886176"
24/07/2008 13.00,"0,801737","4,701285",,,"6,886176"
24/07/2008 14.00,"0,962787","4,717885",,,"6,886176"
24/07/2008 15.00,"0,775716","3,964556",,,"6,886176"
24/07/2008 16.00,"0,799627","4,105006",,,"6,886176"
24/07/2008 17.00,"0,94837","3,876453",,,"6,886176"
24/07/2008 18.00,"0,762705","4,032226",,,"6,886176"
24/07/2008 19.00,"0,826","7,84867",,,"6,886176"
24/07/2008 20.00,"0,648071","4,283761",,,"6,886176"
24/07/2008 21.00,"0,706443","5,019215",,,"6,886176"
24/07/2008 22.00,"0,928678","6,10452",,,"6,886176"
24/07/2008 23.00,"0,484207","8,198521",,,"6,886176"
25/07/2008 0.00,"0,645609","8,004443",,,"6,886176"
25/07/2008 1.00,"0,502492","7,512863",,,"14,64875"
25/07/2008 2.00,"0,393836","7,156628",,,"14,64875"
25/07/2008 3.00,"0,38399","7,754186",,,"14,64875"
25/07/2008 4.00,"0,632598","10,644922",,,"14,64875"
25/07/2008 5.00,"0,70152","12,765738",,,"14,64875"
25/07/2008 6.00,"0,643851","15,890139",,,"14,64875"
25/07/2008 7.00,"1,021863","18,531894",,,"14,64875"
25/07/2008 8.00,"1,644264","15,606682",,,"14,64875"
25/07/2008 9.00,"3,51217","10,329544",,,"14,64875"
25/07/2008 10.00,"6,568616","13,438622",,,"14,64875"
25/07/2008 11.00,"3,177058","8,008273",,,"14,64875"
25/07/2008 12.00,"1,8345","6,311368",,,"14,64875"
25/07/2008 13.00,"1,570068","6,472248",,,"14,64875"
25/07/2008 14.00,"1,310207","5,738072",,,"14,64875"
25/07/2008 15.00,"1,459653","8,653073",,,"14,64875"
25/07/2008 16.00,"2,103504","6,465862",,,"14,64875"
25/07/2008 17.00,"2,00188","7,178334",,,"14,64875"
25/07/2008 18.00,"1,927333","12,47717",,,"14,64875"
25/07/2008 19.00,"1,482158","15,09722",,,"14,64875"
25/07/2008 20.00,"0,970172","8,765434",,,"14,64875"
25/07/2008 21.00,"0,866438","12,454192",,,"14,64875"
25/07/2008 22.00,"0,80033","14,451153",,,"14,64875"
25/07/2008 23.00,"0,881911","15,721592",,,"14,64875"
26/07/2008 0.00,"0,729651","15,199372",,,"14,64875"
26/07/2008 1.00,,"16,523448",,,"15,03961"
26/07/2008 2.00,"1,090843",,,,"15,03961"
26/07/2008 3.00,"1,213209","12,307351",,,"15,03961"
26/07/2008 4.00,"1,032039","11,68298",,,"15,03961"
26/07/2008 5.00,"1,29428","10,361465",,,"15,03961"
26/07/2008 6.00,"1,216448","10,828787",,,"15,03961"
26/07/2008 7.00,"2,464648","12,501435",,,"15,03961"
26/07/2008 8.00,"1,185193","15,241511",,,"15,03961"
26/07/2008 9.00,"1,500635","8,287899",,,"15,03961"
26/07/2008 10.00,"1,7824","6,450542",,,"15,03961"
26/07/2008 11.00,"1,984086","5,847879",,,"15,03961"
26/07/2008 12.00,"2,818408","8,687545",,,"15,03961"
26/07/2008 13.00,"2,232144","4,910685",,,"15,03961"
26/07/2008 14.00,"2,271892","5,416309",,,"15,03961"
26/07/2008 15.00,"2,143894","11,250141",,,"15,03961"
26/07/2008 16.00,"1,882791","4,209706",,,"15,03961"
26/07/2008 17.00,"1,830056","4,297807",,,"15,03961"
26/07/2008 18.00,"2,181715","8,361956",,,"15,03961"
26/07/2008 19.00,"2,166131","12,602305",,,"15,03961"
26/07/2008 20.00,"1,805893","9,391079",,,"15,03961"
26/07/2008 21.00,"1,431675","7,537124",,,"15,03961"
26/07/2008 22.00,"1,190562","8,365785",,,"15,03961"
26/07/2008 23.00,"1,146496","9,648999",,,"15,03961"
27/07/2008 0.00,"1,274844","10,518515",,,"15,03961"
27/07/2008 1.00,"0,947524","12,008575",,,"17,01004"
27/07/2008 2.00,"0,849701","11,276949",,,"17,01004"
27/07/2008 3.00,"0,946736","9,082087",,,"17,01004"
27/07/2008 4.00,"0,93159","7,615011",,,"17,01004"
27/07/2008 5.00,"1,038196","9,011862",,,"17,01004"
27/07/2008 6.00,"1,526608","10,582357",,,"17,01004"
27/07/2008 7.00,"2,440717","19,899382",,,"17,01004"
27/07/2008 8.00,"1,708917","14,100022",,,"17,01004"
27/07/2008 9.00,"3,321761","11,052233",,,"17,01004"
27/07/2008 10.00,"4,109594","7,698004",,,"17,01004"
27/07/2008 11.00,"3,010288","6,730167",,,"17,01004"
27/07/2008 12.00,"3,393435","8,165324",,,"17,01004"
27/07/2008 13.00,"4,235666","7,768229",,,"17,01004"
27/07/2008 14.00,"5,302024","7,801427",,,"17,01004"
27/07/2008 15.00,"3,211653","6,532258",,,"17,01004"
27/07/2008 16.00,"2,838894","7,847393",,,"17,01004"
27/07/2008 17.00,"2,278516","4,102453",,,"17,01004"
27/07/2008 18.00,"2,190237","5,597619",,,"17,01004"
27/07/2008 19.00,"1,558797","6,634405",,,"17,01004"
27/07/2008 20.00,"1,238569","6,662495",,,"17,01004"
27/07/2008 21.00,"1,363795","6,209221",,,"17,01004"
27/07/2008 22.00,"1,297461","4,761297",,,"17,01004"
27/07/2008 23.00,"1,086641","5,071566",,,"17,01004"
28/07/2008 0.00,"1,179648","4,711501",,,"17,01004"
28/07/2008 1.00,,"4,371864",,,"16,61701"
28/07/2008 2.00,"1,014616",,,,"16,61701"
28/07/2008 3.00,"1,189948","4,779172",,,"16,61701"
28/07/2008 4.00,"0,941633","5,034538",,,"16,61701"
28/07/2008 5.00,"1,070642","5,346084",,,"16,61701"
28/07/2008 6.00,"1,787326","5,485257",,,"16,61701"
28/07/2008 7.00,"4,032562","12,990454",,,"16,61701"
28/07/2008 8.00,"1,748606","6,626744",,,"16,61701"
28/07/2008 9.00,"1,618607","9,617079",,,"16,61701"
28/07/2008 10.00,"1,37877","5,340978",,,"16,61701"
28/07/2008 11.00,"1,954822","4,956651",,,"16,61701"
28/07/2008 12.00,"2,549635","5,039645",,,"16,61701"
28/07/2008 13.00,"3,695445","6,439051",,,"16,61701"
28/07/2008 14.00,"3,621588","4,862165",,,"16,61701"
28/07/2008 15.00,"3,556006","14,394964",,,"16,61701"
28/07/2008 16.00,"3,51647","6,335626",,,"16,61701"
28/07/2008 17.00,"2,849548","3,816442",,,"16,61701"
28/07/2008 18.00,"2,302544","3,568739",,,"16,61701"
28/07/2008 19.00,"2,063348","5,006447",,,"16,61701"
28/07/2008 20.00,"1,814742","5,948747",,,"16,61701"
28/07/2008 21.00,"1,201311","4,325898",,,"16,61701"
28/07/2008 22.00,"1,462096","5,411203",,,"16,61701"
28/07/2008 23.00,"1,614528","6,776134",,,"16,61701"
29/07/2008 0.00,"1,293027","6,527151",,,"16,61701"
29/07/2008 1.00,"1,320676","6,170916",,,"19,5082"
29/07/2008 2.00,"1,249121","6,330521",,,"19,5082"
29/07/2008 3.00,"1,498834","5,993436",,,"19,5082"
29/07/2008 4.00,"1,360474","5,937256",,,"19,5082"
29/07/2008 5.00,"1,31954","5,805742",,,"19,5082"
29/07/2008 6.00,"1,347829","12,466962",,,"19,5082"
29/07/2008 7.00,"2,25319","7,022559",,,"19,5082"
29/07/2008 8.00,"2,024599","7,17578",,,"19,5082"
29/07/2008 9.00,"1,802476","5,798081",,,"19,5082"
29/07/2008 10.00,"1,838545","5,813404",,,"19,5082"
29/07/2008 11.00,"2,366495","5,973006",,,"19,5082"
29/07/2008 12.00,"2,78653","6,997025",,,"19,5082"
29/07/2008 13.00,"3,079858","5,1303",,,"19,5082"
29/07/2008 14.00,"3,272758","4,514868",,,"19,5082"
29/07/2008 15.00,"3,156424","8,733511",,,"19,5082"
29/07/2008 16.00,"4,619393","7,30091",,,"19,5082"
29/07/2008 17.00,"7,457316","10,736855",,,"19,5082"
29/07/2008 18.00,"7,602407","10,265699",,,"19,5082"
29/07/2008 19.00,"4,275021","14,240468",,,"19,5082"
29/07/2008 20.00,"3,287472","15,853103",,,"19,5082"
29/07/2008 21.00,"2,078819","14,44477",,,"19,5082"
29/07/2008 22.00,"1,689579","12,760623",,,"19,5082"
29/07/2008 23.00,"1,897485","13,728464",,,"19,5082"
30/07/2008 0.00,"1,565582","10,227403",,,"19,5082"
30/07/2008 1.00,,"7,184719",,,"19,80666"
30/07/2008 2.00,"0,673155",,,,"19,80666"
30/07/2008 3.00,"0,601866","5,113702",,,"19,80666"
30/07/2008 4.00,"0,622902","4,983465",,,"19,80666"
30/07/2008 5.00,"0,687179","4,888979",,,"19,80666"
30/07/2008 6.00,"0,631083","6,364994",,,"19,80666"
30/07/2008 7.00,"0,754378","7,611179",,,"19,80666"
30/07/2008 8.00,"1,069335","12,770841",,,"19,80666"
30/07/2008 9.00,"2,599125","10,648755",,,"19,80666"
30/07/2008 10.00,"2,092506","8,699039",,,"19,80666"
30/07/2008 11.00,"1,629712","4,888979",,,"19,80666"
30/07/2008 12.00,"2,425577","5,043476",,,"19,80666"
30/07/2008 13.00,"2,635354","5,016663",,,"19,80666"
30/07/2008 14.00,"2,319813","5,259259",,,"19,80666"
30/07/2008 15.00,"2,618408","9,360435",,,"19,80666"
30/07/2008 16.00,"1,986157","8,93653",,,"19,80666"
30/07/2008 17.00,"1,64958","4,380802",,,"19,80666"
30/07/2008 18.00,"1,975639","4,894085",,,"19,80666"
30/07/2008 19.00,"2,270144","4,259502",,,"19,80666"
30/07/2008 20.00,"1,301316","5,658908",,,"19,80666"
30/07/2008 21.00,"1,051805","7,741415",,,"19,80666"
30/07/2008 22.00,"0,801125","6,142825",,,"19,80666"
30/07/2008 23.00,"0,750287","5,515903",,,"19,80666"
31/07/2008 0.00,"0,773661","5,260536",,,"19,80666"
31/07/2008 1.00,"0,723992","5,309057",,,"22,47794"
31/07/2008 2.00,"0,674324","4,952822",,,"22,47794"
31/07/2008 3.00,"0,64277","4,786833",,,"22,47794"
31/07/2008 4.00,"0,515384","5,026877",,,"22,47794"
31/07/2008 5.00,"0,505451","4,82386",,,"22,47794"
31/07/2008 6.00,"0,770739","5,459721",,,"22,47794"
31/07/2008 7.00,"1,229442","9,516209",,,"22,47794"
31/07/2008 8.00,"0,811058","8,733511",,,"22,47794"
31/07/2008 9.00,"1,062323","6,530981",,,"22,47794"
31/07/2008 10.00,"1,224768","5,180097",,,"22,47794"
31/07/2008 11.00,"2,129904","5,757224",,,"22,47794"
31/07/2008 12.00,"7,595191","12,128598",,,"22,47794"
31/07/2008 13.00,"16,15218","14,333681",,,"22,47794"
31/07/2008 14.00,"7,388921","7,472006",,,"22,47794"
31/07/2008 15.00,"6,757839","9,001646",,,"22,47794"
31/07/2008 16.00,"4,144107","6,754426",,,"22,47794"
31/07/2008 17.00,"3,470953","6,132611",,,"22,47794"
31/07/2008 18.00,"3,575549","7,523079",,,"22,47794"
31/07/2008 19.00,"2,292349","7,133646",,,"22,47794"
31/07/2008 20.00,"1,872796","5,884906",,,"22,47794"
31/07/2008 21.00,"1,062907","7,06725",,,"22,47794"
31/07/2008 22.00,"1,08628","9,848184",,,"22,47794"
31/07/2008 23.00,"0,968245","8,127018",,,"22,47794"
01/08/2008 0.00,"0,76541963","7,99489225",,,
01/08/2008 1.00,,"7,95206345",,,
01/08/2008 2.00,"0,93664378",,,,
01/08/2008 3.00,"0,71446793","5,05780786",,,
01/08/2008 4.00,"0,74559423","5,04093446",,,
01/08/2008 5.00,"0,91947072","5,32127573",,,
01/08/2008 6.00,"0,87367521","8,38165734",,,"23,9797802"
01/08/2008 7.00,"1,02858973","13,49526502",,,"23,99102974"
01/08/2008 8.00,"1,05470731","12,0286788",,,"24,0060997"
01/08/2008 9.00,"1,33412603","6,86444519",,,"23,97216988"
01/08/2008 10.00,"2,21459886","5,97280694",,,"23,96269035"
01/08/2008 11.00,"3,11582155","5,50427516",,,"23,96581078"
01/08/2008 12.00,"2,99167534","5,24210554",,,"23,99930954"
01/08/2008 13.00,"2,93049669","4,86312802",,,"23,9822197"
01/08/2008 14.00,"2,540885","5,37059577",,,"23,97937012"
01/08/2008 15.00,"2,73336548","6,31674323",,,"23,96364021"
01/08/2008 16.00,"6,73180268","11,00076466",,,"23,95454979"
01/08/2008 17.00,"6,5668707","11,33950605",,,"23,96660995"
01/08/2008 18.00,"3,95586558","10,13378546",,,"23,97068977"
01/08/2008 19.00,"4,42204007","12,71654948",,,"23,99510956"
01/08/2008 20.00,"1,63536854","8,14155221",,,"23,97693062"
01/08/2008 21.00,"1,20747596","8,14285046",,,"23,99333954"
01/08/2008 22.00,"0,97134687","13,8158405",,,"23,9799099"
01/08/2008 23.00,"0,92233256","13,53031771",,,"23,96146965"
02/08/2008 0.00,"1,12161065","13,66658978",,,
02/08/2008 1.00,"1,10586851","11,07603436",,,
02/08/2008 2.00,"1,02608588","8,17659534",,,
02/08/2008 3.00,"0,66473764","7,09546642",,,
02/08/2008 4.00,"0,77206877","6,34010405",,,
02/08/2008 5.00,"0,77349969","5,95074437",,,
02/08/2008 6.00,"2,60170567","8,889127",,,"28,08262062"
02/08/2008 7.00,"2,28221716","11,22140181",,,"28,0676899"
02/08/2008 8.00,"1,15667173","16,65948162",,,"28,06607056"
02/08/2008 9.00,"1,55129214","12,16495086",,,"28,0774498"
02/08/2008 10.00,"2,34983545","9,93131805",,,"28,08382988"
02/08/2008 11.00,"9,6025496","15,70425215",,,"28,06376076"
02/08/2008 12.00,"13,03534665","16,54786479",,,"28,07773018"
02/08/2008 13.00,"6,10892475","7,73402088",,,"28,03676033"
02/08/2008 14.00,"5,18337441","6,87612751",,,"28,05277061"
02/08/2008 15.00,"3,38772667","13,4277848",,,"28,06320953"
02/08/2008 16.00,"2,63426289","8,35699828",,,"28,05562019"
02/08/2008 17.00,"2,73944714","4,64508354",,,"28,0868206"
02/08/2008 18.00,"2,6653892","6,83848788",,,"28,04924011"
02/08/2008 19.00,"2,32514981","15,12539415",,,"28,05182076"
02/08/2008 20.00,"2,54768263","13,22141882",,,"28,04219055"
02/08/2008 21.00,"1,51265326","11,10718275",,,"28,05508041"
02/08/2008 22.00,"1,21820837","12,76716586",,,"28,04557991"
02/08/2008 23.00,"1,14343446","11,11497415",,,"28,05669975"
03/08/2008 0.00,"1,35559184","11,24346438",,,
03/08/2008 1.00,,"8,4543382",,,
03/08/2008 2.00,"0,82999201",,,,
03/08/2008 3.00,"0,85778153","7,65874353",,,
03/08/2008 4.00,"0,90207697","7,0435537",,,
03/08/2008 5.00,"0,8235788","6,38812775",,,
03/08/2008 6.00,"1,00777073","6,63472222",,,"24,92538071"
03/08/2008 7.00,"1,01400595","9,94170021",,,"24,89958954"
03/08/2008 8.00,"2,03727372","9,57699959",,,"24,92346954"
03/08/2008 9.00,"1,5730539","7,21617098",,,"24,89594078"
03/08/2008 10.00,"2,02884178","5,87416877",,,"24,88479996"
03/08/2008 11.00,"2,09694925","4,95008387",,,"24,92958069"
03/08/2008 12.00,"2,10941869","4,32840281",,,"24,87952042"
03/08/2008 13.00,"2,20305794","4,05974386",,,"24,89323044"
03/08/2008 14.00,"2,14552117","6,5347858",,,"24,8918705"
03/08/2008 15.00,"2,08364791","9,71976481",,,"24,87409973"
03/08/2008 16.00,"2,13750416","3,62365873",,,"24,88208961"
03/08/2008 17.00,"2,26380234","3,51334015",,,"24,89361954"
03/08/2008 18.00,"2,38879367","3,5120419",,,"24,90773964"
03/08/2008 19.00,"2,58931454","4,58148851",,,"24,89146042"
03/08/2008 20.00,"1,57750633","4,34657446",,,"24,89336014"
03/08/2008 21.00,"1,10467659","6,79695733",,,"24,90542984"
03/08/2008 22.00,"1,35798485","8,8579767",,,"24,90096092"
03/08/2008 23.00,"1,01798446","6,20902115",,,"24,91439056"
04/08/2008 0.00,"1,08205342","7,55102145",,,
04/08/2008 1.00,"1,15639511","7,65484878",,,
04/08/2008 2.00,"1,05794544","7,36153078",,,
04/08/2008 3.00,"0,94150504","6,9072759",,,
04/08/2008 4.00,"0,80814074","6,86055236",,,
04/08/2008 5.00,"0,79774904","5,46144636",,,
04/08/2008 6.00,"1,45869022","6,83718963",,,"26,16781998"
04/08/2008 7.00,"2,91197712","7,7145529",,,"26,20173073"
04/08/2008 8.00,"2,05354369","6,67885118",,,"26,16456032"
04/08/2008 9.00,"1,73895711","6,19993533",,,"26,1925106"
04/08/2008 10.00,"2,14908372","5,49000017",,,"26,16361046"
04/08/2008 11.00,"2,51847643","4,98512701",,,"26,1590004"
04/08/2008 12.00,"2,38932861","4,69310534",,,"26,15328979"
04/08/2008 13.00,"2,62351625","4,3309993",,,"26,14435005"
04/08/2008 14.00,"2,20721442","3,95202178",,,"26,15357018"
04/08/2008 15.00,"2,47619872","7,26548719",,,"26,18218994"
04/08/2008 16.00,"2,24557261","3,79238317",,,"26,14747047"
04/08/2008 17.00,"2,0310985","4,01431857",,,"26,15641975"
04/08/2008 18.00,"2,34681395","5,82355239",,,"26,15818024"
04/08/2008 19.00,"2,84452358","7,9533617",,,"26,15710068"
04/08/2008 20.00,"2,1898166","7,81319106",,,"26,1891098"
04/08/2008 21.00,"1,4901023","9,37582851",,,"26,16847992"
04/08/2008 22.00,"1,47359435","11,74573913",,,"26,21636963"
04/08/2008 23.00,"1,63076967","12,91512406",,,"26,16999054"
05/08/2008 0.00,"1,45999706","11,15909929",,,
05/08/2008 1.00,,"12,8645096",,,
05/08/2008 2.00,"0,43528109",,,,
05/08/2008 3.00,"0,46391981","10,52963447",,,
05/08/2008 4.00,"0,44247026","9,290169",,,
05/08/2008 5.00,"0,39125414","8,41929698",,,
05/08/2008 6.00,"0,45233414","10,36350844",,,"25,7248497"
05/08/2008 7.00,"0,57526503","13,90150766",,,"25,70709038"
05/08/2008 8.00,"0,71893357","14,06373894",,,"25,68157959"
05/08/2008 9.00,"3,09557409","16,29996443",,,"25,7053299"
05/08/2008 10.00,"3,80618962","12,65944378",,,"25,69705009"
05/08/2008 11.00,"4,62048627","9,37063552",,,"25,67860031"
05/08/2008 12.00,"4,0698184","10,18828702",,,"25,67263031"
05/08/2008 13.00,"2,45661435","9,60944623",,,"25,68334961"
05/08/2008 14.00,"1,55182708","7,91702031",,,"25,69161987"
05/08/2008 15.00,"1,05136545","5,96631761",,,"25,66286087"
05/08/2008 16.00,"1,71320057","6,58150934",,,"25,6594696"
05/08/2008 17.00,"2,48691587","8,76063678",,,"25,70017052"
05/08/2008 18.00,"3,01013389","10,4063315",,,"25,7149601"
05/08/2008 19.00,"2,56926744","8,38425384",,,"25,67967987"
05/08/2008 20.00,"1,20305507","6,3271273",,,"25,67181969"
05/08/2008 21.00,"0,73206406","8,19736158",,,"25,69310951"
05/08/2008 22.00,"0,51020449","9,73274346",,,"25,66584969"
05/08/2008 23.00,"0,55714311","12,04684662",,,"25,67873955"
