,Provincia di TARANTO,,,,,
15/04/2008 15.00,"8,064589","1,057359","6,447828","0,767926","94,483376","0,948049"
15/04/2008 16.00,"7,493919","1,167324","5,708043","0,81833","98,270851","1,088893"
15/04/2008 17.00,"9,403067","1,663013","6,857956","0,868976","96,704137","1,321724"
15/04/2008 18.00,"8,113874","1,417706","5,944255","0,862837","97,018306","1,27947"
15/04/2008 19.00,"9,978923","1,800047","7,223956","0,895469","93,641112","1,459045"
15/04/2008 20.00,"17,900845","2,941995","13,399232","0,986503","87,429796","2,331832"
15/04/2008 21.00,"13,107226","2,366791","9,484848","0,959282","93,623532","2,638165"
15/04/2008 22.00,"12,41464","1,488761","10,138978","0,946761","88,793383","2,118807"
15/04/2008 23.00,"9,397877","0,778217","8,210338","0,936584","84,040433","2,75172"
16/04/2008 0.00,"14,788105","0,656408","13,791185","1,003465","62,994779","1,93439"
16/04/2008 1.00,"14,116271","0,446628","13,440754","1,136258","58,080715","1,897419"
16/04/2008 2.00,"12,97234","0,268992","12,568591","0,967117","61,360375","2,121887"
16/04/2008 3.00,"12,902304","0,214856","12,581569","0,912998","59,644697","1,676472"
16/04/2008 4.00,"9,278557","0,087972","9,149998","0,933756","68,401764","2,36"
16/04/2008 5.00,"3,774196","0,082897","3,649616","0,801044","74,420805","0,969616"
16/04/2008 6.00,"7,086669","0,54306","6,258339","0,815988","71,716637","0,749109"
16/04/2008 7.00,"13,929506","1,41263","11,771698","0,898862","67,07068","1,455084"
16/04/2008 8.00,"22,365027","4,37831","15,662721","0,925437","67,824916","2,749959"
16/04/2008 9.00,"26,022492","5,868763","17,035868","1,058796","72,92046","3,253913"
16/04/2008 10.00,"15,719333","3,278657","10,699657","0,953385","86,342441","2,788251"
16/04/2008 11.00,"15,84903","3,084104","11,12795","0,950719","87,811659","1,624535"
16/04/2008 12.00,"20,920185","3,894462","14,959266","1,003869","86,521192","2,351638"
16/04/2008 13.00,"26,380456","6,186816","16,906077","0,967843","93,531447","2,68746"
16/04/2008 14.00,"22,876027","5,796016","13,998841","0,970752","95,710229","2,749519"
16/04/2008 15.00,"19,571346","4,841855","12,155866","0,88715","99,041335","1,817315"
16/04/2008 16.00,"18,562301","4,398612","11,826209","0,875356","101,428654","1,384663"
16/04/2008 17.00,"16,928113","3,459677","11,631529","0,899347","104,173454","2,368802"
16/04/2008 18.00,"18,793163","3,945216","12,752885","0,900558","104,086749","2,580067"
16/04/2008 19.00,"19,6336","4,090709","13,370669","0,916228","101,920083","1,683514"
16/04/2008 20.00,"41,661408","10,507597","25,568067","1,016067","85,278107","2,918971"
16/04/2008 21.00,"51,272001","13,586625","30,461046","1,132624","76,577912","4,812869"
16/04/2008 22.00,"27,32984","5,721579","18,569945","1,007746","88,72298","5,646483"
16/04/2008 23.00,"11,299243","2,29066","7,792422","0,823661","98,786754","2,411056"
17/04/2008 0.00,"9,488666","1,531055","7,146085","0,781254","97,163184","1,301918"
17/04/2008 1.00,"6,793554","0,766374","5,622381","0,730285","98,334488","1,127624"
17/04/2008 2.00,"0,704922","99,780685","0,464342",,,
17/04/2008 3.00,"17,721861","0,074438","17,619906","101,221456","0,367953",
17/04/2008 4.00,"10,054146",0,"10,061104","0,256196","0,487228",
17/04/2008 5.00,"6,765019",0,"6,769701","0,266696","104,471246","0,330541"
17/04/2008 6.00,"8,355111","0,74438","7,218765","0,246189","102,813824","0,310735"
17/04/2008 7.00,"15,548132","2,436154","11,821011","0,263169","97,081943","0,799284"
17/04/2008 8.00,"22,556972","5,034719","14,847651","0,343235","91,479948","1,722686"
17/04/2008 9.00,"32,364671","8,661881","19,096886","0,508947","83,306509","3,377591"
17/04/2008 10.00,"24,917471","6,775553","14,538764","0,409602","84,183994","2,300582"
17/04/2008 11.00,"16,502706","4,571173","9,500424","0,381054","86,247662","1,776822"
17/04/2008 12.00,"16,87364","4,380001","10,164936","0,343317","87,072316","1,578322"
17/04/2008 13.00,"27,226076","8,704175","13,889821","0,368256","84,209725","2,279456"
17/04/2008 14.00,"26,178128","8,49947","13,155231","0,398609","84,747302","2,076553"
17/04/2008 15.00,"10,938683","3,254972","5,952042","0,300003","89,899711","0,790482"
17/04/2008 16.00,"17,327582","5,535483","8,846296","0,381874","87,638319","0,858702"
17/04/2008 17.00,"17,140817","5,144683","9,259021","0,35669","89,08858","1,695397"
17/04/2008 18.00,"22,365027","6,983642","11,665268","0,450619","86,010692","1,303678"
17/04/2008 19.00,"24,481686","7,709413","12,66982","0,463662","87,40542","3,171168"
17/04/2008 20.00,"24,717742","7,653583","12,991697","0,440529","88,885468","2,466513"
17/04/2008 21.00,"14,990434","4,948438","7,408254","0,398198","96,00812","1,658426"
17/04/2008 22.00,"5,64184","1,534439","3,291405","0,315507","99,058953","0,889072"
17/04/2008 23.00,"4,02581","0,991379","2,507488","0,321742","103,657489","0,454219"
18/04/2008 0.00,"3,574463","0,786675","2,369914","0,317147","102,280379","0,421209"
18/04/2008 1.00,"2,433125","0,290985","1,98834","0,297459","103,381257","0,199381"
18/04/2008 2.00,"0,907883","0,067671","0,80468","0,284661","106,927675","0,091988"
18/04/2008 3.00,"0,306086",0,"0,306297","0,288928","104,739456","0,118836"
18/04/2008 4.00,"0,983106",0,"0,983787","0,287369","101,463845","0,082305"
18/04/2008 5.00,"0,835251","0,045678","0,765745","0,28983","101,723836","0,035211"
18/04/2008 6.00,"5,408385","1,527672","3,070765","0,301397","98,496984","0,238993"
18/04/2008 7.00,"12,681818","2,55627","8,768424","0,3233","93,971544","0,663723"
18/04/2008 8.00,"20,930568","5,315552","12,789227","0,351931","90,132624","0,793562"
18/04/2008 9.00,"19,514273","5,900905","10,473821","0,509193","92,040562","1,752175"
18/04/2008 10.00,"17,693328","4,772493","10,382978","0,459808","92,450873","1,515822"
18/04/2008 11.00,"10,77786","2,79481","6,497148","0,368092","91,968805","1,920746"
18/04/2008 12.00,"13,104632","3,657614","7,538041","0,370619","86,152876","0,898314"
18/04/2008 13.00,"16,339287","4,577939","9,32651","0,417232","88,802873","1,321724"
18/04/2008 14.00,"22,855282","6,014255","13,643225","0,393524","85,605792","1,54179"
18/04/2008 15.00,"13,766088","3,375088","8,597105","0,37925","87,582817","1,403148"
18/04/2008 16.00,"12,471708","3,276965","7,452383","0,371701","85,516432","1,071287"
18/04/2008 17.00,"18,45076","4,933212","10,894337","0,430603","81,096609","1,99865"
18/04/2008 18.00,"22,541409","5,877221","13,539399","0,507142","79,240101","2,115286"
18/04/2008 19.00,"31,921127","9,069598","18,027441","0,559315","72,556192","3,418964"
18/04/2008 20.00,"45,671656","14,451121","23,530409","0,637086","65,900715","2,98323"
18/04/2008 21.00,"38,097327","11,284126","20,810074","0,727652","69,92379","4,424231"
18/04/2008 22.00,"16,795821","5,099005","8,98387","0,476953","76,488536","2,954181"
18/04/2008 23.00,"9,265586","2,236524","5,840424","0,341348","74,141863","0,691891"
19/04/2008 0.00,"5,99721","1,366953","3,904","0,333227","76,606367","0,368832"
19/04/2008 1.00,"3,942802","0,957544","2,478935","0,302382","78,847424","0,467422"
19/04/2008 2.00,"0,262184","82,137921","0,140843",,,
19/04/2008 3.00,"16,061734","0,108273","15,906712","83,79806","0,083186",
19/04/2008 4.00,"10,48215","0,135342","10,281736","0,211302","0,029049",
19/04/2008 5.00,"8,554844","0,289293","8,116891","0,200577","84,666047","0,071742"
19/04/2008 6.00,"11,501571","1,593651","9,064339","0,234715","81,011305","0,146565"
19/04/2008 7.00,"23,316992","5,090546","15,522544","0,323215","74,744449","2,153137"
19/04/2008 8.00,"39,739274","11,436388","22,219562","0,433655","69,604217","1,350332"
19/04/2008 9.00,"54,537752","15,674278","30,52594","0,682535","65,670511","3,874062"
19/04/2008 10.00,"21,093987","5,144683","13,214929","0,451749","73,613768","2,834905"
19/04/2008 11.00,"18,385912","5,005957","10,717823","0,303894","75,523061","2,903566"
19/04/2008 12.00,"22,88121","6,496411","12,929395","0,344992","73,589369","1,111339"
19/04/2008 13.00,"17,488406","4,963663","9,884594","0,309379","74,189261","1,552354"
19/04/2008 14.00,"20,243166","6,330616","10,543905","0,283263","73,245451","1,347251"
19/04/2008 15.00,"7,608052","1,844034","4,783956","0,198038","79,91038","0,571734"
19/04/2008 16.00,"12,41464","3,422458","7,172042","0,215231","78,911069","0,88467"
19/04/2008 17.00,"18,544143","5,694509","9,819701","0,301437","76,670005","0,827453"
19/04/2008 18.00,"19,052556","5,738496","10,260977","0,399761","75,175048","1,593726"
19/04/2008 19.00,"23,695721","7,777082","11,779477","0,400171","76,862279","3,165005"
19/04/2008 20.00,"38,32818","10,401017","22,396058","0,492027","71,019265","2,645647"
19/04/2008 21.00,"52,491128","14,413898","30,411735","0,623179","61,870875","3,83445"
19/04/2008 22.00,"20,17313","4,202365","13,739267","0,430463","71,069379","4,846759"
19/04/2008 23.00,"27,490659","6,503177","17,531654","0,395178","66,710484","1,628057"
20/04/2008 0.00,"13,755713","3,51043","8,379063","0,30414","71,992884","1,483693"
20/04/2008 1.00,"15,597417","1,685006","13,022844","0,319286","64,191818","1,446282"
20/04/2008 2.00,"14,090333","1,727301","11,44982","0,270983","63,414568","0,576576"
20/04/2008 3.00,"9,052884","1,177475","7,25251","0,241593","65,066586","0,75307"
20/04/2008 4.00,"7,582114","0,450011","6,896894","0,2402","59,73814","0,210824"
20/04/2008 5.00,"15,065657","1,771286","12,358337","0,269182","40,64647","0,847699"
20/04/2008 6.00,"37,249106","6,946422","26,616741","0,317483","23,041611","1,53871"
20/04/2008 7.00,"35,355519","6,337385","25,656324","0,422358","18,480961","3,660597"
20/04/2008 8.00,"29,599538","6,772169","19,22927","0,40713","29,405961","3,857778"
20/04/2008 9.00,"24,528379","4,674371","17,373308","0,423094","44,994532","3,482343"
20/04/2008 10.00,"23,291066","4,794485","15,950839","0,492436","56,734708","3,558926"
20/04/2008 11.00,"51,899729","12,688287","32,467556","0,612701","60,797067","3,871422"
20/04/2008 12.00,"61,837156","16,789146","36,119764","0,70292","63,040821","5,050981"
20/04/2008 13.00,"61,515504","16,718105","35,906919","0,759326","60,654883","6,067691"
20/04/2008 14.00,"19,701038","4,451055","12,88527","0,47901","80,461505","6,150436"
20/04/2008 15.00,"17,638855","3,390314","12,449182","0,356781","85,008649","3,863499"
20/04/2008 16.00,"17,296454","2,972446","12,747695","0,322724","84,384389","1,592406"
20/04/2008 17.00,"27,643714","5,220812","19,652358","0,39927","76,070129","2,94978"
20/04/2008 18.00,"34,51768","6,158055","25,093048","0,484905","79,276669","4,439195"
20/04/2008 19.00,"31,620236","7,547001","20,062482","0,409176","72,385584","3,946685"
20/04/2008 20.00,"54,449571","13,776095","33,350116","0,582901","55,640591","3,903551"
20/04/2008 21.00,"55,974811","13,708433","34,980229","0,698498","42,638376","4,998606"
20/04/2008 22.00,"51,731128","10,521134","35,623982","0,513968","40,825221","3,071257"
20/04/2008 23.00,"37,088287","5,6759","28,405225","0,424076","41,728399","3,680843"
21/04/2008 0.00,"23,674958","2,749132","19,473261","0,307005","48,270143","1,855167"
21/04/2008 1.00,"23,016101","3,52904","17,617311","0,321495","49,212602","2,386409"
21/04/2008 2.00,"0,263124","40,306581","1,365297",,,
21/04/2008 3.00,"34,429478","0,483847","33,710931","38,322814","1,462566",
21/04/2008 4.00,"19,394945","0,235157","19,047564","0,268198","1,464326",
21/04/2008 5.00,"13,364027","0,480463","12,636081","0,212608","54,118565","0,816889"
21/04/2008 6.00,"17,978663","3,256664","12,99429","0,213427","63,927762","0,154487"
21/04/2008 7.00,"18,751658","3,667766","13,137053","0,262622","62,145745","1,055882"
21/04/2008 8.00,"28,05095","7,459029","16,62574","0,253685","64,625134","1,298397"
21/04/2008 9.00,"32,886054","9,646493","18,107909","0,432513","68,078135","2,282977"
21/04/2008 10.00,"23,843577","6,65713","13,645817","0,416031","67,097758","3,612622"
21/04/2008 11.00,"17,120065","4,33094","10,486799","0,298781","66,515492","2,004372"
21/04/2008 12.00,"19,50131","5,653907","10,839824","0,264754","65,549994","1,488094"
21/04/2008 13.00,"26,162564","8,201717","13,596505","0,311654","63,879026","1,623215"
21/04/2008 14.00,"29,127446","10,04406","13,736674","0,317312","62,522205","3,131996"
21/04/2008 15.00,"18,289936","6,17159","8,833317","0,233269","68,474884","1,973563"
21/04/2008 16.00,"15,82309","4,40707","9,072126","0,260573","70,149946","1,158874"
21/04/2008 17.00,"20,512949","5,892446","11,486164","0,321165","67,21963","1,320843"
21/04/2008 18.00,"21,830661","5,790941","12,963146","0,40734","65,211487","3,24379"
21/04/2008 19.00,"32,481418","8,521463","19,429132","0,45219","58,121331","3,301007"
21/04/2008 20.00,"45,733912","10,766441","29,246238","0,546564","47,227457","2,694503"
21/04/2008 21.00,"19,688073","2,804961","15,397949","0,408898","63,58518","3,999501"
21/04/2008 22.00,"9,867383","0,966004","8,392041","0,330759","74,457372","1,729287"
21/04/2008 23.00,"3,141273","0,338355","2,624296","0,233516","84,086475","1,017591"
22/04/2008 0.00,"4,84031","0,338355","4,32451","0,213345","79,70051","0,535644"
22/04/2008 1.00,"6,510813",0,"6,515318","0,268035","75,518989","0,887311"
22/04/2008 2.00,"6,656073","0,006767","6,650297","0,286892","71,589362","1,353413"
22/04/2008 3.00,"1,584903",0,"1,586","0,238434","73,162834","0,773316"
22/04/2008 4.00,"2,204857","0,221623","1,866339","0,215149","75,321288","0,351227"
22/04/2008 5.00,"2,287863","0,049061","2,214169","0,22343","74,496634","0,168572"
22/04/2008 6.00,"6,728704","1,026906","5,157744","0,209574","73,789802","0,347706"
22/04/2008 7.00,"28,014642","5,677592","19,32271","0,340598","67,058496","6,721292"
22/04/2008 8.00,"34,919735","8,311682","22,191016","0,372494","66,166133","2,661492"
22/04/2008 9.00,"22,362427","5,105773","14,543951","0,524426","73,141167","2,771526"
22/04/2008 10.00,"20,077166","5,455969","11,719779","0,384546","79,462186","2,297941"
22/04/2008 11.00,"20,448093","5,344313","12,262294","0,365853","82,364054","2,234122"
22/04/2008 12.00,"17,16935","4,608392","10,110424","0,336908","85,780495","1,686154"
22/04/2008 13.00,"23,205466","5,829852","14,276584","0,324199","85,66809","1,63994"
22/04/2008 14.00,"20,450693","5,613305","11,852168","0,364868","88,314039","1,719164"
22/04/2008 15.00,"13,703833","3,417382","8,469913","0,270822","93,303959","1,260984"
22/04/2008 16.00,"11,664989","2,943686","7,156467","0,271561","92,391284","1,428677"
22/04/2008 17.00,"7,058136","1,754369","4,371233","0,279021","92,846259","0,943648"
22/04/2008 18.00,"12,188967","2,974139","7,634084","0,330842","87,386463","1,391264"
22/04/2008 19.00,"11,26552","2,461531","7,49651","0,340516","85,871202","1,716524"
22/04/2008 20.00,"17,265326","3,180535","12,397266","0,397583","78,753984","1,926467"
22/04/2008 21.00,"22,196408","4,176989","15,80289","0,392992","73,869703","3,002596"
22/04/2008 22.00,"9,807722","1,292515","7,831361","0,370279","77,022066","4,632413"
22/04/2008 23.00,"5,548457","0,717312","4,451702","0,233188","79,938835","1,459485"
23/04/2008 0.00,"2,4435","0,071055","2,336169","0,205473","78,881282","0,419008"
23/04/2008 1.00,"2,754773","0,275759","2,333573","0,216625","80,12299","0,308094"
23/04/2008 2.00,"0,201948","85,597687","0,385118",,,
23/04/2008 3.00,"24,160031",0,"24,176742","84,185349","0,237233",
23/04/2008 4.00,"13,807591","0,091355","13,676976","0,259128","0,275524",
23/04/2008 5.00,"12,450957","0,461854","11,750926","0,234686","80,820362","0,363991"
23/04/2008 6.00,"18,668652","1,899862","15,766545","0,309154","75,789833","0,489429"
23/04/2008 7.00,"42,574485","7,428578","31,206019","0,425313","55,038002","2,239844"
23/04/2008 8.00,"22,969411","3,392007","17,780843","0,355259","73,563669","1,60561"
23/04/2008 9.00,"18,876169","3,877545","12,93978","0,448365","85,391843","2,809817"
23/04/2008 10.00,"11,24477","2,305888","7,714553","0,347738","90,962682","1,793988"
23/04/2008 11.00,"15,859405","3,2905","10,821658","0,331144","89,802215","1,049281"
23/04/2008 12.00,"16,168085","3,518889","10,780127","0,342588","91,482657","2,374085"
23/04/2008 13.00,"31,840706","7,870131","19,787344","0,358365","85,75204","2,043103"
23/04/2008 14.00,"31,653962","7,827837","19,66534","0,377328","85,769658","2,433062"
23/04/2008 15.00,"43,181467","11,31119","25,856204","0,528146","73,142529","2,322149"
23/04/2008 16.00,"56,509177","12,31103","37,659037","0,555531","60,97175","3,977054"
23/04/2008 17.00,"46,875241","9,544987","32,262494","0,593378","68,13366","4,202402"
23/04/2008 18.00,"54,130515","11,989594","35,771931","0,619618","69,850677","4,944469"
23/04/2008 19.00,"42,722339","9,761533","27,774457","0,572042","74,739023","4,734525"
23/04/2008 20.00,"54,047517","11,531117","36,392318","0,658608","54,960814","4,922021"
23/04/2008 21.00,"34,561771","4,063641","28,350714","0,565095","56,274321","4,197561"
23/04/2008 22.00,"31,521672","3,028275","26,897098","0,484903","51,850407","4,25918"
23/04/2008 23.00,"25,861673","2,288969","22,367512","0,418283","45,851682","3,444491"
24/04/2008 0.00,"18,385912","0,866187","17,069609","0,377575","47,874734","3,109108"
24/04/2008 1.00,"17,586977","0,83066","16,324632","0,315286","36,923999","2,611317"
24/04/2008 2.00,"10,292791","0,192862","10,003998","0,275313","48,22681","1,938351"
24/04/2008 3.00,"8,313607",0,"8,31936","0,25455","48,530131","1,424715"
24/04/2008 4.00,"8,912809","0,294368","8,467319","0,258228","49,908615","1,40799"
24/04/2008 5.00,"8,456275","0,411101","7,831361","0,250708","51,472616","1,442321"
24/04/2008 6.00,"23,078355","1,749294","20,410332","0,340299","43,66209","2,232361"
24/04/2008 7.00,"40,600477","6,007487","31,4111","0,47534","30,393107","4,589721"
24/04/2008 8.00,"55,686885","12,260276","36,914066","0,525612","38,409477","4,552749"
24/04/2008 9.00,"79,125824","22,524261","44,620838","0,832314","43,610621","7,489325"
24/04/2008 10.00,"65,551678","19,81574","35,193092","0,735858","56,558669","6,536875"
24/04/2008 11.00,"47,261753","12,827016","27,613523","0,489237","69,474218","5,054943"
24/04/2008 12.00,"71,688948","20,930607","39,624019","0,569427","66,684753","6,085737"
24/04/2008 13.00,"67,232555","18,744841","38,518232","0,609236","71,088336","7,887207"
24/04/2008 14.00,"56,278284","17,521696","29,433117","0,628936","73,475633","8,123999"
24/04/2008 15.00,"28,953644","7,568995","17,36033","0,339972","86,645766","2,771966"
24/04/2008 16.00,"32,792691","8,23217","20,184486","0,396212","88,083842","2,317747"
24/04/2008 17.00,"39,796347","10,835803","23,198161","0,419508","86,140691","4,517099"
24/04/2008 18.00,"65,455715","17,066603","39,315134","0,6779","73,097834","5,428176"
24/04/2008 19.00,"80,601756","21,223291","48,093931","0,781225","59,819376","7,017061"
24/04/2008 20.00,"86,614537","23,596843","50,469037","0,700788","46,991845","7,357285"
24/04/2008 21.00,"73,533262","16,129359","48,83632","0,643977","40,420337","6,443566"
24/04/2008 22.00,"48,615792","7,464106","37,197003","0,548501","44,509747","4,991123"
24/04/2008 23.00,"25,065325","3,229595","20,127394","0,38207","69,131639","3,010519"
25/04/2008 0.00,"15,011184","1,08612","13,355097","0,315531","76,530515","2,174263"
25/04/2008 1.00,"7,268246","0,45678","6,572423","0,292969","86,066194","1,80235"
25/04/2008 2.00,"0,318474","85,580077","1,044439",,,
25/04/2008 3.00,"28,919936","0,446628","28,254656","82,350508","1,08097",
25/04/2008 4.00,"16,39376","0,517682","15,610805","0,275003","0,871906",
25/04/2008 5.00,"11,483414","0,29606","11,037098","0,25674","89,822519","0,726221"
25/04/2008 6.00,"27,098985","4,447672","20,293508","0,245719","81,032948","0,964774"
25/04/2008 7.00,"19,75291","3,00459","15,156549","0,28397","79,722177","1,579642"
25/04/2008 8.00,"24,038122","5,156527","16,142933","0,281256","78,51566","2,09856"
25/04/2008 9.00,"20,759368","4,307256","14,164967","0,320083","80,223203","2,891683"
25/04/2008 10.00,"24,11074","5,542249","15,623784","0,303877","78,67139","2,417218"
25/04/2008 11.00,"39,866403","10,832419","23,273417","0,373966","74,697052","3,298807"
25/04/2008 12.00,"42,04788","12,160465","23,418786","0,486501","72,644213","5,684774"
25/04/2008 13.00,"47,425172","13,158605","27,268292","0,491684","74,435706","6,049647"
25/04/2008 14.00,"19,143345","4,6067","12,088377","0,39017","84,430432","4,366572"
25/04/2008 15.00,"10,876429","2,749132","6,665871","0,280104","88,273423","2,39345"
25/04/2008 16.00,"11,338152","2,537661","7,452383","0,277965","89,387848","2,304984"
25/04/2008 17.00,"15,952788","4,094092","9,682126","0,312434","87,18469","1,580962"
25/04/2008 18.00,"30,128703","7,589295","18,505058","0,367137","83,746606","1,978844"
25/04/2008 19.00,"43,931124","9,895183","28,779002","0,427601","78,384305","3,597658"
25/04/2008 20.00,"71,528129","16,87373","45,687677","0,512085","59,706998","3,468698"
25/04/2008 21.00,"80,536936","18,580749","52,083585","0,580363","47,935662","7,508692"
25/04/2008 22.00,"37,710834","6,383061","27,943171","0,481976","62,229717","4,637255"
25/04/2008 23.00,"23,641248","3,811565","17,809396","0,353729","73,384918","3,055852"
26/04/2008 0.00,"13,460004","1,419398","11,291484","0,376928","78,748558","2,71827"
26/04/2008 1.00,"7,807787","0,365422","7,25251","0,325102","82,433118","1,307199"
26/04/2008 2.00,"10,300573","0,214856","9,978041","0,344269","74,768809","1,778582"
26/04/2008 3.00,"13,672706","0,23854","13,31616","0,460588","62,753741","2,512287"
26/04/2008 4.00,"10,526246","0,013534","10,512759","0,436896","69,86965","3,011399"
26/04/2008 5.00,"7,457605","0,221623","7,122722","0,336454","78,609107","2,535173"
26/04/2008 6.00,"11,517134","0,915249","10,120807","0,441503","85,853607","1,870571"
26/04/2008 7.00,"22,940883","3,798031","17,129306","0,422008","81,812938","2,363961"
26/04/2008 8.00,"28,082078","5,23773","20,065101","0,431386","71,045003","2,09724"
26/04/2008 9.00,"38,239999","8,374279","25,417516","0,438295","65,38886","3,885065"
26/04/2008 10.00,"42,29952","9,812286","27,273475","0,524588","70,485743","4,329601"
26/04/2008 11.00,"64,389602","16,41865","39,24246","0,575016","63,076034","4,852921"
26/04/2008 12.00,"67,966629","15,647193","44,005633","0,69117","51,195033","7,159665"
26/04/2008 13.00,"55,998177","15,227652","32,672618","0,537257","62,191791","5,974823"
26/04/2008 14.00,"26,255947","5,985494","17,090379","0,399302","84,355965","4,038673"
26/04/2008 15.00,"21,428605","5,207279","13,453744","0,394119","89,033078","5,34279"
26/04/2008 16.00,"24,173013","6,220651","14,645182","0,385317","92,503681","2,180866"
26/04/2008 17.00,"28,395953","7,308461","17,201995","0,352166","95,048047","2,29398"
26/04/2008 18.00,"55,134373","14,295471","33,238493","0,559632","78,511588","4,954592"
26/04/2008 19.00,"73,839357","19,504451","43,964106","0,826657","66,335386","6,149557"
26/04/2008 20.00,"90,531422","23,085935","55,172537","0,824517","57,239782","7,777173"
26/04/2008 21.00,"89,678001","21,11671","57,339981","0,770965","49,939756","6,971286"
26/04/2008 22.00,"41,300844","6,890594","30,756968","0,512496","69,352361","6,399993"
26/04/2008 23.00,"23,568612","3,312492","18,502465","0,368454","79,636865","3,008318"
27/04/2008 0.00,"16,642778","2,266977","13,175991","0,287836","80,110821","2,204633"
27/04/2008 1.00,"11,179921","1,674856","8,617871","0,225894","78,1013","1,333167"
27/04/2008 2.00,"0,230335","76,114816","1,241178",,,
27/04/2008 3.00,"32,670784","0,773141","31,50714","72,93804","1,012749",
27/04/2008 4.00,"18,110954","0,58197","17,230548","0,254409","0,865304",
27/04/2008 5.00,"14,632469","0,470314","13,920977","0,211184","67,483685","1,063804"
27/04/2008 6.00,"17,397617","1,583499","14,980037","0,26964","62,914897","1,44188"
27/04/2008 7.00,"28,504897","4,610083","21,451225","0,323815","61,480892","2,176905"
27/04/2008 8.00,"23,09652","3,843709","17,214974","0,368193","67,847938","3,222663"
27/04/2008 9.00,"22,160098","4,961972","14,562116","0,461723","84,123043","3,386834"
27/04/2008 10.00,"42,366935","10,955921","25,58623","0,553936","79,426973","5,842783"
27/04/2008 11.00,"65,40902","19,025665","36,262531","0,744126","73,471584","6,363462"
27/04/2008 12.00,"67,738373","19,951077","37,173638","0,764461","75,108701","10,675448"
27/04/2008 13.00,"70,366053","20,297893","39,271007","0,792702","75,451303","7,282022"
27/04/2008 14.00,"18,749065","5,005957","11,081232","0,475638","95,09409","6,070773"
27/04/2008 15.00,"12,824485","3,407232","7,60553","0,374697","97,366295","1,648743"
27/04/2008 16.00,"9,758437","2,27036","6,2817","0,348516","98,377821","1,160194"
27/04/2008 17.00,"15,34321","3,691449","9,689912","0,381531","97,469195","1,532107"
27/04/2008 18.00,"26,432328","5,909364","17,383694","0,407631","92,180029","2,303223"
27/04/2008 19.00,"42,252829","10,642939","25,952244","0,476461","87,054721","2,738515"
27/04/2008 20.00,"50,013903","11,524359","32,366316","0,523061","79,409378","3,744663"
27/04/2008 21.00,"60,145897","12,21629","41,443633","0,578554","68,193233","4,464282"
27/04/2008 22.00,"24,258594","4,39692","17,529059","0,42772","92,07713","3,116591"
27/04/2008 23.00,"16,116207","2,750823","11,906678","0,354855","100,838253","1,833599"
28/04/2008 0.00,"9,343404","1,114879","7,639275","0,324722","103,480055","1,246461"
28/04/2008 1.00,"8,266916","1,02014","6,707403","0,320029","100,170668","1,006587"
28/04/2008 2.00,"4,290392","0,392492","3,691148","0,298458","99,673714","0,828333"
28/04/2008 3.00,"2,497972","0,020301","2,468553","0,294504","98,631047","0,68881"
28/04/2008 4.00,"2,635453","0,143802","2,416638","0,277379","94,15977","0,660202"
28/04/2008 5.00,"3,647092","0,115041","3,473106","0,267911","92,147533","0,69057"
28/04/2008 6.00,"15,107161","1,942156","12,1377","0,3402","83,004547","1,684834"
28/04/2008 7.00,"22,808592","3,381855","17,635478","0,386553","76,315234","2,406654"
28/04/2008 8.00,"44,421381","10,947464","27,655052","0,391657","69,234561","2,873197"
28/04/2008 9.00,"61,541448","16,100603","36,880318","0,814685","64,585872","5,755636"
28/04/2008 10.00,"44,338361","11,470221","26,769892","0,585799","75,573175","6,309766"
28/04/2008 11.00,"45,033545","11,905006","26,798438","0,513922","82,791945","5,681694"
28/04/2008 12.00,"51,598817","13,361617","31,133345","0,54348","86,507646","5,288214"
28/04/2008 13.00,"61,920159","16,729939","36,293678","0,621367","85,31466","5,977024"
28/04/2008 14.00,"57,03316","15,063548","33,960121","0,695796","85,628829","8,305774"
28/04/2008 15.00,"39,391711","9,846122","24,311729","0,484776","94,830049","4,175994"
28/04/2008 16.00,"37,648578","10,008532","22,318202","0,531954","93,318838","3,60558"
28/04/2008 17.00,"45,267002","11,50067","27,652452","0,551878","89,187453","3,83313"
28/04/2008 18.00,"55,092883","13,373464","34,611634","0,500667","71,621858","4,756531"
28/04/2008 19.00,"119,941593","35,584752","65,425716","1,092724","51,938428","5,594547"
28/04/2008 20.00,"114,753708","28,228925","71,520522","1,158177","45,783973","9,709803"
28/04/2008 21.00,"101,306669","22,409226","66,993555","1,318562","42,711492","9,172399"
28/04/2008 22.00,"81,250268","12,385464","62,303034","1,02842","44,034459","9,367819"
28/04/2008 23.00,"28,445244","2,913234","23,995045","0,581764","80,412783","4,925103"
29/04/2008 0.00,"8,700106","0,969387","7,218765","0,362923","94,616085","2,965625"
29/04/2008 1.00,"7,211179","0,529525","6,403701","0,3113","78,399214","1,349892"
29/04/2008 2.00,"0,280919","72,066004","1,202887",,,
29/04/2008 3.00,"21,86957","0,155643","21,645905","73,114097","1,062044",
29/04/2008 4.00,"10,585906",0,"10,593229","0,241116","0,731943",
29/04/2008 5.00,"9,952982",0,"9,95987","0,231036","64,832333","0,703775"
29/04/2008 6.00,"20,889057","1,906629","17,978116","0,322665","47,79621","2,232361"
29/04/2008 7.00,"29,962702","5,053328","22,229944","0,350857","55,845057","2,917211"
