, Brindisi,,
,Quartiere Bozzano,,
Parm,SO2,NO2,PM10



15/04/2008 1.00,,"14,650378",
15/04/2008 2.00,"0,350827",,"2,442003"
15/04/2008 3.00,"0,339933","8,263551",
15/04/2008 4.00,"0,454177","5,689871","0,976801"
15/04/2008 5.00,"0,673978","12,119523",
15/04/2008 6.00,"5,66213","50,890843","5,372406"
15/04/2008 7.00,"2,939714","56,130371",
15/04/2008 8.00,"0,932205","29,805612","36,630032"
15/04/2008 9.00,"1,581156","67,011738",
15/04/2008 10.00,"0,494369","2,377702","23,93162"
15/04/2008 11.00,"0,412219","1,887106",
15/04/2008 12.00,"0,483769","3,096723","3,418803"
15/04/2008 13.00,"0,300625","4,112957",
15/04/2008 14.00,"0,328892","2,998085","4,884005"
15/04/2008 15.00,"0,438719","2,048043",
15/04/2008 16.00,"0,503938","4,776168","0,4884"
15/04/2008 17.00,"0,489216","15,364208",
15/04/2008 18.00,"0,482591","33,232012","23,93162"
15/04/2008 19.00,"0,333015","28,755638",
15/04/2008 20.00,"1,895179","85,246822","8,791209"
15/04/2008 21.00,"0,603459","39,957567",
15/04/2008 22.00,"0,41693","27,895162","6,837607"
15/04/2008 23.00,"0,27074","4,695702",
16/04/2008 0.00,"0,040044","7,926104","1,953602"
16/04/2008 1.00,"0,177696","8,920275",
16/04/2008 2.00,"0,078027","10,407634","2,930403"
16/04/2008 3.00,"0,188148","11,096806",
16/04/2008 4.00,"0,095252","10,049423","6,349206"
16/04/2008 5.00,"0,003975","6,610063",
16/04/2008 6.00,"0,042694","7,462765","6,349206"
16/04/2008 7.00,"0,202724","42,328793",
16/04/2008 8.00,"0,372617","41,202241","3,907204"
16/04/2008 9.00,"0,036069","17,653654",
16/04/2008 10.00,"0,005888","3,550978","4,395605"
16/04/2008 11.00,"0,025322","5,136978",
16/04/2008 12.00,"0,023556","4,831978","1,953602"
16/04/2008 13.00,"0,075377","4,014319",
16/04/2008 14.00,0,"3,207041","2,442003"
16/04/2008 15.00,"0,096871","3,007169",
16/04/2008 16.00,"1,290394","2,987701","6,837607"
16/04/2008 17.00,"0,360102","2,88517",
16/04/2008 18.00,"0,398822","4,559424","4,395605"
16/04/2008 19.00,"0,13088","3,793679",
16/04/2008 20.00,"0,029739","44,440425","6,837607"
16/04/2008 21.00,"0,005153","27,126805",
16/04/2008 22.00,"0,102466","5,798893","4,884005"
16/04/2008 23.00,"0,054766","6,625638",
17/04/2008 0.00,"0,002208","4,251829","24,42001"
17/04/2008 1.00,,"4,330999",
17/04/2008 2.00,"0,349679",,"11,23321"
17/04/2008 3.00,"0,289134","7,094168",
17/04/2008 4.00,"0,373703","5,075977","2,442003"
17/04/2008 5.00,"0,06279","6,280403",
17/04/2008 6.00,"0,226467","8,61138","23,93162"
17/04/2008 7.00,"0,438979","29,888689",
17/04/2008 8.00,"0,657073","29,70049","4,884005"
17/04/2008 9.00,"0,447776","19,349955",
17/04/2008 10.00,"0,071162","6,070148","32,722832"
17/04/2008 11.00,"0,234716","14,65816",
17/04/2008 12.00,"0,395725","7,77036","32,722832"
17/04/2008 13.00,"0,348284","3,841701",
17/04/2008 14.00,"0,079533","3,212233","29,30402"
17/04/2008 15.00,"0,357929","2,090871",
17/04/2008 16.00,"0,770519","2,590553","30,76923"
17/04/2008 17.00,"0,626922","2,146681",
17/04/2008 18.00,"0,778891","3,692447","31,25762"
17/04/2008 19.00,"0,689045","2,041551",
17/04/2008 20.00,"0,425451","2,581468","27,35042"
17/04/2008 21.00,"0,086388","4,140212",
17/04/2008 22.00,"0,089725","7,299232","27,35042"
17/04/2008 23.00,"0,500555","9,532871",
18/04/2008 0.00,"0,591918","8,64902","25,39682"
18/04/2008 1.00,"0,955854","7,345955",
18/04/2008 2.00,"0,810437","7,374509","0,976801"
18/04/2008 3.00,"1,017794","5,891042",
18/04/2008 4.00,"0,875047","5,439382","4,395605"
18/04/2008 5.00,"0,959312","13,78859",
18/04/2008 6.00,"1,077065","42,433913","6,349206"
18/04/2008 7.00,"1,042","53,186791",
18/04/2008 8.00,"1,018643","24,354557","6,349206"
18/04/2008 9.00,"0,798425","4,752808",
18/04/2008 10.00,"0,823966","2,590553","31,746031"
18/04/2008 11.00,"0,936137","3,062978",
18/04/2008 12.00,"1,021009","2,499703","31,746031"
18/04/2008 13.00,"1,015549","3,017553",
18/04/2008 14.00,"1,022829","7,521169","33,699631"
18/04/2008 15.00,"0,95094","5,181105",
18/04/2008 16.00,"0,955126","4,462084","32,234421"
18/04/2008 17.00,"0,96283","2,132404",
18/04/2008 18.00,"0,941051","2,951361","32,722832"
18/04/2008 19.00,"0,997956","11,297976",
18/04/2008 20.00,"1,239165","70,374506","34,18803"
18/04/2008 21.00,"1,001474","20,498571",
18/04/2008 22.00,"0,951243","3,214829","54,21244"
18/04/2008 23.00,"0,92819","5,565275",
19/04/2008 0.00,"1,044668","6,244062","36,630032"
19/04/2008 1.00,,"5,966318",
19/04/2008 2.00,"0,136239",,"35,653221"
19/04/2008 3.00,"0,01044","3,720998",
19/04/2008 4.00,"0,139808","4,65936","35,164822"
19/04/2008 5.00,"0,015659","3,22002",
19/04/2008 6.00,"0,13618","11,035805","37,606831"
19/04/2008 7.00,"0,017399","12,344057",
19/04/2008 8.00,"0,006959","10,74248","64,468849"
19/04/2008 9.00,"0,073368","11,451122",
19/04/2008 10.00,"0,01044","2,841043","86,93528"
19/04/2008 11.00,"0,006959","2,504892",
19/04/2008 12.00,"0,015659","1,242064","94,74968"
19/04/2008 13.00,"0,115125","3,661296",
19/04/2008 14.00,"0,216539","2,110339","97,680092"
19/04/2008 15.00,"0,029636","3,574341",
19/04/2008 16.00,"0,019139","7,134402","100,610397"
19/04/2008 17.00,"0,167586","3,631446",
19/04/2008 18.00,"0,307335","2,542532","99,63369"
19/04/2008 19.00,"0,440273","20,384366",
19/04/2008 20.00,"0,361625","31,363071","118,681198"
19/04/2008 21.00,"1,717033","73,27524",
19/04/2008 22.00,"0,328479","5,046127","95,726479"
19/04/2008 23.00,"0,541007","13,405712",
20/04/2008 0.00,"0,420986","4,879999","92,307693"
20/04/2008 1.00,"0,80346","20,982688",
20/04/2008 2.00,"0,315828","7,077296","64,468849"
20/04/2008 3.00,"0,296866","4,760595",
20/04/2008 4.00,"0,60606","6,54517","64,468849"
20/04/2008 5.00,"1,290797","21,47717",
20/04/2008 6.00,"1,071015","8,270042","68,864471"
20/04/2008 7.00,"1,162932","11,033201",
20/04/2008 8.00,"1,077473","13,439463","66,910851"
20/04/2008 9.00,"0,305595","13,33693",
20/04/2008 10.00,"0,345819","3,02534","66,42247"
20/04/2008 11.00,"0,538117","1,236873",
20/04/2008 12.00,"1,093545","2,097361","72,283272"
20/04/2008 13.00,"1,735758","2,363425",
20/04/2008 14.00,"1,608336","3,297892","87,423691"
20/04/2008 15.00,"1,531546","1,569127",
20/04/2008 16.00,"2,070135","4,687914","65,934052"
20/04/2008 17.00,"2,470008","5,024063",
20/04/2008 18.00,"2,376675","3,797574","68,37606"
20/04/2008 19.00,"1,510786","5,207062",
20/04/2008 20.00,"0,981692","26,715381","68,864471"
20/04/2008 21.00,"1,986474","34,180748",
20/04/2008 22.00,"1,983437","18,266244","65,934052"
20/04/2008 23.00,"1,533463","25,906815",
21/04/2008 0.00,"1,638414","30,886752","67,88765"
21/04/2008 1.00,,"3,356298",
21/04/2008 2.00,"0,532421",,"56,654442"
21/04/2008 3.00,"0,621475","3,910489",
21/04/2008 4.00,"0,43427","6,728169","63,980461"
21/04/2008 5.00,"0,304869","8,061083",
21/04/2008 6.00,"0,271125","43,673387","37,606831"
21/04/2008 7.00,"0,373971","41,341109",
21/04/2008 8.00,"0,384241","15,989776","57,631241"
21/04/2008 9.00,"0,33876","2,223254",
21/04/2008 10.00,"0,131308","1,205723","67,88765"
21/04/2008 11.00,"0,066754","3,778106",
21/04/2008 12.00,"0,255427","0,56717","63,003651"
21/04/2008 13.00,"0,310151","1,545766",
21/04/2008 14.00,"0,416077","3,230402","63,492062"
21/04/2008 15.00,"0,315726","3,857276",
21/04/2008 16.00,"0,378812","3,213531","63,980461"
21/04/2008 17.00,"0,329223","3,931253",
21/04/2008 18.00,"0,349617","3,153829","65,934052"
21/04/2008 19.00,"0,30707","2,231042",
21/04/2008 20.00,"0,090082","5,645744","63,492062"
21/04/2008 21.00,"0,00895","12,250608",
21/04/2008 22.00,"0,072623","9,854742","63,492062"
21/04/2008 23.00,"0,002934","7,657445",
22/04/2008 0.00,"0,030223","3,901403","55,67765"
22/04/2008 1.00,"0,197182","4,103871",
22/04/2008 2.00,"0,102259","9,121444","31,746031"
22/04/2008 3.00,"0,091402","8,353106",
22/04/2008 4.00,"0,323502","5,009786","2,930403"
22/04/2008 5.00,"0,378225","7,893657",
22/04/2008 6.00,"1,902277","62,040862","24,908421"
22/04/2008 7.00,"0,817777","53,114098",
22/04/2008 8.00,"0,313232","24,785447","28,81562"
22/04/2008 9.00,"0,162998","13,096823",
22/04/2008 10.00,"0,212294","4,189532","36,141621"
22/04/2008 11.00,"0,052523","7,466658",
22/04/2008 12.00,"0,343894","15,090351","24,42001"
22/04/2008 13.00,"0,430896","3,692447",
22/04/2008 14.00,"0,407568","3,004574","31,25762"
22/04/2008 15.00,"0,232687","3,653511",
22/04/2008 16.00,"0,069102","4,754106","23,93162"
22/04/2008 17.00,"0,01115","5,806681",
22/04/2008 18.00,"0,005281","5,074679","36,141621"
22/04/2008 19.00,"0,001027","4,463382",
22/04/2008 20.00,"0,02186","3,069467","26,86202"
22/04/2008 21.00,"0,003374","6,621743",
22/04/2008 22.00,"0,000881","9,576999","6,837607"
22/04/2008 23.00,"0,001027","9,85604",
23/04/2008 0.00,"0,003521","8,934552","4,395605"
23/04/2008 1.00,,"8,521828",
23/04/2008 2.00,"0,120009",,"4,395605"
23/04/2008 3.00,"0,118244","6,491957",
23/04/2008 4.00,"0,038826","7,779446","3,907204"
23/04/2008 5.00,"0,022943","7,073404",
23/04/2008 6.00,"0,014119","7,626296","5,860806"
23/04/2008 7.00,"0,026473","19,339573",
23/04/2008 8.00,"0,038826","10,440081","3,418803"
23/04/2008 9.00,"0,351203","4,416659",
23/04/2008 10.00,"1,50717","3,252467","23,44322"
23/04/2008 11.00,"2,041915","6,443935",
23/04/2008 12.00,"0,455327","3,823531","12,21001"
23/04/2008 13.00,"0,012353","44,544265",
23/04/2008 14.00,"0,014119","30,933465","25,39682"
23/04/2008 15.00,"0,001764","5,243404",
23/04/2008 16.00,"0,024708","17,366818","12,21001"
23/04/2008 17.00,"0,007059","5,771638",
23/04/2008 18.00,"0,019414","15,708137","25,88522"
23/04/2008 19.00,"0,028237","33,804371",
23/04/2008 20.00,"2,386059","80,885969","31,746031"
23/04/2008 21.00,"2,087801","64,379638",
23/04/2008 22.00,"0,014119","27,848432","31,746031"
23/04/2008 23.00,"0,702404","42,223669",
24/04/2008 0.00,"0,024708","9,989722","32,722832"
24/04/2008 1.00,"0,007059","6,302466",
24/04/2008 2.00,"0,007059","6,493255","3,907204"
24/04/2008 3.00,"0,012353","28,747856",
24/04/2008 4.00,"0,015884","5,181105","3,418803"
24/04/2008 5.00,"0,008825","3,841701",
24/04/2008 6.00,"0,005295","9,682126","3,907204"
24/04/2008 7.00,"0,019414","57,047959",
24/04/2008 8.00,"0,012353","46,724688","6,349206"
24/04/2008 9.00,"0,008825","5,89234",
24/04/2008 10.00,"0,007059","5,274552","7,814408"
24/04/2008 11.00,"0,001764","4,038978",
24/04/2008 12.00,"0,007059","5,357617","6,349206"
24/04/2008 13.00,"0,007059","11,087713",
24/04/2008 14.00,"0,008825","2,366021","6,349206"
24/04/2008 15.00,"0,014119","3,44585",
24/04/2008 16.00,"0,005295","6,989042","0,4884"
24/04/2008 17.00,"0,045886","5,078574",
24/04/2008 18.00,"0,012353","7,744402","4,884005"
24/04/2008 19.00,"0,005295","9,557532",
24/04/2008 20.00,"0,015884","24,925616","5,860806"
24/04/2008 21.00,"0,012353","6,617851",
24/04/2008 22.00,"0,008825","4,106467","2,442003"
24/04/2008 23.00,"0,00353","4,414062",
25/04/2008 0.00,0,"2,526956","24,42001"
25/04/2008 1.00,,"2,380298",
25/04/2008 2.00,"0,179653",,"3,907204"
25/04/2008 3.00,"0,085818","9,113659",
25/04/2008 4.00,"0,067051","5,356319","3,418803"
25/04/2008 5.00,"0,001457","4,307638",
25/04/2008 6.00,"0,044275","5,862488","6,837607"
25/04/2008 7.00,"0,048284","1,191447",
25/04/2008 8.00,"0,07106","0,297213","5,372406"
25/04/2008 9.00,"0,077254","3,026639",
25/04/2008 10.00,"0,050835","3,431573","7,814408"
25/04/2008 11.00,"0,058852","2,986402",
25/04/2008 12.00,"0,138293","3,561362","29,79241"
25/04/2008 13.00,"0,127725","6,870934",
25/04/2008 14.00,"0,098937","7,870296","24,908421"
25/04/2008 15.00,"0,192589","7,098063",
25/04/2008 16.00,"0,114971","7,174636","1,953602"
25/04/2008 17.00,"0,106043","6,580213",
25/04/2008 18.00,"0,154873","2,955256","5,860806"
25/04/2008 19.00,"0,102581","4,071426",
25/04/2008 20.00,"0,058123","4,865722","23,93162"
25/04/2008 21.00,"0,070513","4,395893",
25/04/2008 22.00,"0,089827","7,419934","26,86202"
25/04/2008 23.00,"0,089279","4,228468",
26/04/2008 0.00,"0,085635","4,842361","23,44322"
26/04/2008 1.00,"0,122988","7,226551",
26/04/2008 2.00,"0,145216","5,611999","0,976801"
26/04/2008 3.00,"0,109504","3,293999",
26/04/2008 4.00,"0,126632","2,916318","6,837607"
26/04/2008 5.00,"0,12736","5,836531",
26/04/2008 6.00,"0,156695","7,348552","4,395605"
26/04/2008 7.00,"0,12645","3,395232",
26/04/2008 8.00,"0,25873","8,761935","29,79241"
26/04/2008 9.00,"0,191314","8,928061",
26/04/2008 10.00,"0,130094","7,273274","27,83882"
26/04/2008 11.00,"0,158335","11,670458",
26/04/2008 12.00,"0,1075","4,950084","29,79241"
26/04/2008 13.00,"0,131733","2,938383",
26/04/2008 14.00,"0,133008","7,475744","26,37361"
26/04/2008 15.00,"0,331611","4,67753",
26/04/2008 16.00,"0,205161","3,03183","26,86202"
26/04/2008 17.00,"0,100394","5,120106",
26/04/2008 18.00,"0,11825","4,142808","32,722832"
26/04/2008 19.00,"0,293349","28,939936",
26/04/2008 20.00,"0,143941","41,165892","32,722832"
26/04/2008 21.00,"0,140297","4,64768",
26/04/2008 22.00,"0,133008","6,916361","26,86202"
26/04/2008 23.00,"0,123716","3,849489",
27/04/2008 0.00,"0,127907","3,480893","26,86202"
27/04/2008 1.00,,"3,977977",
27/04/2008 2.00,"0,271286",,"0,4884"
27/04/2008 3.00,"0,012745","5,079872",
27/04/2008 4.00,"0,662738","9,443316","7,326007"
27/04/2008 5.00,"1,097887","9,883296",
27/04/2008 6.00,"0,014565","10,085763","25,39682"
27/04/2008 7.00,"1,183462","4,585381",
27/04/2008 8.00,"1,174357","5,553595","28,327221"
27/04/2008 9.00,"0,012745","6,441339",
27/04/2008 10.00,"0,111064","2,947468","33,211231"
27/04/2008 11.00,"0,331369","4,205105",
27/04/2008 12.00,"0,165685","3,347212","32,722832"
27/04/2008 13.00,"0,014565","5,53802",
27/04/2008 14.00,"0,007283","6,629531","32,722832"
27/04/2008 15.00,"0,014565","7,133106",
27/04/2008 16.00,"0,216665","8,742467","26,37361"
27/04/2008 17.00,"0,103781","6,978658",
27/04/2008 18.00,"0,114704","3,970191","32,722832"
27/04/2008 19.00,"0,009103","4,720361",
27/04/2008 20.00,"0,010925","6,95919","28,81562"
27/04/2008 21.00,"0,009103","2,16485",
27/04/2008 22.00,"0,010925","2,046744","34,18803"
27/04/2008 23.00,"0,014565","4,50102",
28/04/2008 0.00,"0,012745","6,924147","31,746031"
28/04/2008 1.00,"0,010925","5,356319",
28/04/2008 2.00,"0,016386","3,789786","23,93162"
28/04/2008 3.00,"0,029131","8,118189",
28/04/2008 4.00,"0,060083","9,129234","6,349206"
28/04/2008 5.00,"0,005462","8,048105",
28/04/2008 6.00,"0,021848","7,676913","28,327221"
28/04/2008 7.00,"0,032773","41,211325",
28/04/2008 8.00,"0,005462","18,881437","30,28083"
28/04/2008 9.00,"0,027311","3,647021",
28/04/2008 10.00,"0,030952","5,380978","31,746031"
28/04/2008 11.00,"0,020028","5,207064",
28/04/2008 12.00,"0,05098","9,144807","35,164822"
28/04/2008 13.00,"0,081932","7,377106",
28/04/2008 14.00,"0,588089","3,545787","33,211231"
28/04/2008 15.00,"0,742849","3,457531",
28/04/2008 16.00,"0,533467","5,269361","33,211231"
28/04/2008 17.00,"0,041876","7,932595",
28/04/2008 18.00,"1,349146","21,179968","26,37361"
28/04/2008 19.00,"0,828423","36,901083",
28/04/2008 20.00,"1,398305","54,552149","33,211231"
28/04/2008 21.00,"0,535289","65,403645",
28/04/2008 22.00,"0,48795","53,589133","34,18803"
28/04/2008 23.00,"0,096498","28,335131",
29/04/2008 0.00,"0,897609","5,393956","36,141621"
29/04/2008 1.00,,"5,861192",
29/04/2008 2.00,"0,702454",,"23,93162"
29/04/2008 3.00,"0,293884","6,323233",
29/04/2008 4.00,"0,969457","8,058487","27,83882"
29/04/2008 5.00,"1,24363","45,225643",
29/04/2008 6.00,"1,381612","48,754565","27,83882"
29/04/2008 7.00,"1,284845","12,071502",
29/04/2008 8.00,"2,34211","45,459253","32,234421"
29/04/2008 9.00,"1,709542","10,307695",
29/04/2008 10.00,"1,155823","4,355658","33,699631"
29/04/2008 11.00,"0,951538","4,747616",
29/04/2008 12.00,"0,65407","5,120106","25,88522"
29/04/2008 13.00,"0,60748","5,60551",
29/04/2008 14.00,"1,09848","4,650275","5,860806"
29/04/2008 15.00,"0,766964","4,112957",
29/04/2008 16.00,"1,240045","6,384233","25,88522"
29/04/2008 17.00,"1,134319","6,146722",
29/04/2008 18.00,"1,64324","10,438779","28,81562"
29/04/2008 19.00,"1,639656","10,597124",
29/04/2008 20.00,"1,499882","49,077731","31,746031"
29/04/2008 21.00,"1,114608","58,352306",
29/04/2008 22.00,"1,200622","41,067252","37,118431"
29/04/2008 23.00,"1,195246","22,94637",
30/04/2008 0.00,"1,059056","23,413606","37,118431"
30/04/2008 1.00,"1,202414","44,640305",
30/04/2008 2.00,"0,714998","32,803704","28,81562"
30/04/2008 3.00,"1,275885","49,378833",
30/04/2008 4.00,"1,046512","31,263129","27,35042"
30/04/2008 5.00,"1,214958","40,672692",
30/04/2008 6.00,"0,313595","45,386575","25,88522"
30/04/2008 7.00,"0,406778","38,871265",
30/04/2008 8.00,"0,646903","38,187265","30,28083"
30/04/2008 9.00,"0,888819","4,712573",
30/04/2008 10.00,"0,661238","6,035105","26,37361"
30/04/2008 11.00,"0,831476",,
30/04/2008 12.00,"0,8261",,"32,234421"
30/04/2008 13.00,"1,238253","2,965638",
30/04/2008 14.00,"1,356524","2,293341","33,211231"
30/04/2008 15.00,"0,881651","3,998743",
30/04/2008 16.00,"0,505336","6,160999","35,653221"
30/04/2008 17.00,"0,105726","7,500403",
30/04/2008 18.00,"0,44441","5,726212","36,630032"
30/04/2008 19.00,"0,711414","3,081148",
30/04/2008 20.00,"0,103934","28,593405","32,722832"
30/04/2008 21.00,"0,116478","22,367512",
30/04/2008 22.00,"0,059135","4,746318","38,09523"
30/04/2008 23.00,"0,116478","5,244702",
01/05/2008 0.00,"0,170238","5,464043","37,118431"
01/05/2008 1.00,,"2,872191",
01/05/2008 2.00,"0,158141",,"25,88522"
01/05/2008 3.00,"0,049199","2,576276",
01/05/2008 4.00,"0,066771","4,757998","4,884005"
01/05/2008 5.00,"0,112456","3,64053",
01/05/2008 6.00,"0,175712","3,650914","27,35042"
01/05/2008 7.00,"0,050957","3,669084",
01/05/2008 8.00,"0,010543","4,314126","32,234421"
01/05/2008 9.00,"0,014057","7,361531",
01/05/2008 10.00,"0,079071","4,244041","29,79241"
01/05/2008 11.00,"0,028114","5,247296",
01/05/2008 12.00,"0,274112","7,063019","31,25762"
01/05/2008 13.00,"0,022843","7,962446",
01/05/2008 14.00,"0,017572","7,460169","33,211231"
01/05/2008 15.00,"0,133541","7,820976",
01/05/2008 16.00,"0,008786","8,32585","34,67643"
01/05/2008 17.00,"0,022843","8,786594",
01/05/2008 18.00,"0,007028","8,864468","32,722832"
01/05/2008 19.00,"0,015814","10,224632",
01/05/2008 20.00,"0,008786","6,173978","29,79241"
01/05/2008 21.00,"0,117728","5,348529",
01/05/2008 22.00,"0,302226","13,077355","32,722832"
01/05/2008 23.00,"0,015814","10,468633",
02/05/2008 0.00,"0,0123","2,582766","37,118431"
02/05/2008 1.00,"0,007028","7,91702",
02/05/2008 2.00,"0,0123","4,321913","25,39682"
02/05/2008 3.00,"0,014057","7,388786",
02/05/2008 4.00,"0,079071","1,996126","32,234421"
02/05/2008 5.00,"0,565795","29,958764",
02/05/2008 6.00,"1,075362","55,437309","34,18803"
02/05/2008 7.00,"0,959391","53,67867",
02/05/2008 8.00,"0,161655","27,845831","32,234421"
02/05/2008 9.00,"1,077118","32,667418",
02/05/2008 10.00,"1,757126","6,367359","31,746031"
02/05/2008 11.00,"1,423272","4,142808",
02/05/2008 12.00,"1,080633","4,717766","33,211231"
02/05/2008 13.00,"4,749514","14,887891",
02/05/2008 14.00,"1,890668","3,863766","32,722832"
02/05/2008 15.00,"0,583365","3,504254",
02/05/2008 16.00,"1,184303","4,637298","35,164822"
02/05/2008 17.00,"0,316283","3,854682",
02/05/2008 18.00,"0,245998","3,480893","31,746031"
02/05/2008 19.00,"0,010543","5,641849",
02/05/2008 20.00,"0,010543","4,787851","36,630032"
02/05/2008 21.00,"0,010543","5,109723",
02/05/2008 22.00,"0,0123","3,382255","34,67643"
02/05/2008 23.00,"0,068527","4,185638",
03/05/2008 0.00,"0,0123","2,176531","35,164822"
03/05/2008 1.00,,"10,498478",
03/05/2008 2.00,"0,219829",,"30,28083"
03/05/2008 3.00,"0,096725","6,942319",
03/05/2008 4.00,"0,158277","9,650977","29,30402"
03/05/2008 5.00,"0,014069","9,043572",
03/05/2008 6.00,"0,019345","9,680829","26,86202"
03/05/2008 7.00,"0,005276","4,998106",
03/05/2008 8.00,"0,045724","2,834553","28,81562"
03/05/2008 9.00,"0,017586","2,249212",
03/05/2008 10.00,"0,043966","6,110383","35,653221"
03/05/2008 11.00,"0,119587","6,54517",
03/05/2008 12.00,"0,130138","4,000042","31,25762"
03/05/2008 13.00,"0,415036","5,841722",
03/05/2008 14.00,"0,596175","5,046127","32,722832"
03/05/2008 15.00,"0,432623","7,060425",
03/05/2008 16.00,"0,450209","2,462063","27,35042"
03/05/2008 17.00,"0,905693","3,759935",
03/05/2008 18.00,"0,427346","2,629489","25,88522"
03/05/2008 19.00,"0,077379","3,291405",
03/05/2008 20.00,"0,03869","4,991616","26,86202"
03/05/2008 21.00,"0,103759","3,111",
03/05/2008 22.00,"0,014069","7,570487","27,35042"
03/05/2008 23.00,"0,022862","9,3927",
04/05/2008 0.00,"0,23038","10,389468","27,35042"
04/05/2008 1.00,"0,035173","9,81321",
04/05/2008 2.00,"0,024621","10,542613","0,4884"
04/05/2008 3.00,"0,003517","6,397212",
04/05/2008 4.00,"0,149484","7,126615","12,21001"
04/05/2008 5.00,"0,40976","2,393277",
04/05/2008 6.00,"0,386898","5,876765","3,418803"
04/05/2008 7.00,"0,066828","4,816405",
04/05/2008 8.00,"0,017586","2,205085","11,23321"
04/05/2008 9.00,"0,040448","1,160297",
04/05/2008 10.00,"0,430863","3,609384","6,349206"
04/05/2008 11.00,"0,175863","2,360829",
04/05/2008 12.00,"0,017586","2,889063","24,42001"
04/05/2008 13.00,"1,16597","3,959807",
04/05/2008 14.00,"0,508244","9,444614","2,930403"
04/05/2008 15.00,"0,98659","7,314807",
04/05/2008 16.00,"0,360518","7,425128","3,907204"
04/05/2008 17.00,"1,326005","8,203849",
04/05/2008 18.00,"0,738624","5,500382","6,837607"
04/05/2008 19.00,"0,105518","3,352403",
04/05/2008 20.00,"0,026379","4,748915","25,88522"
04/05/2008 21.00,"0,084414","2,273873",
04/05/2008 22.00,"0,033414","3,33683","22,954821"
04/05/2008 23.00,"0,028138","4,519192",
05/05/2008 0.00,"0,010551","3,301787","1,465201"
05/05/2008 1.00,,"1,727469",
05/05/2008 2.00,"0,110328",,"2,930403"
05/05/2008 3.00,"0,231164","3,174595",
05/05/2008 4.00,"0,05604","5,135679","6,349206"
05/05/2008 5.00,"0,175124","4,759297",
05/05/2008 6.00,"0,082309","3,819639","3,418803"
05/05/2008 7.00,"0,010508","4,160978",
05/05/2008 8.00,"0,108577","4,168766","5,372406"
05/05/2008 9.00,"0,392279","15,481012",
05/05/2008 10.00,"0,115582","5,168126","4,884005"
05/05/2008 11.00,"0,171622","6,240169",
05/05/2008 12.00,"0,222409","4,138914","5,372406"
05/05/2008 13.00,"0,068299","3,710616",
05/05/2008 14.00,"0,143602","4,494531","29,30402"
05/05/2008 15.00,"0,560398","3,62236",
05/05/2008 16.00,"1,285415","8,615275","6,837607"
05/05/2008 17.00,"6,899912","15,397949",
05/05/2008 18.00,"7,132828","10,241508","27,83882"
05/05/2008 19.00,"3,730156","27,701762",
05/05/2008 20.00,"1,271405","9,000742","29,79241"
05/05/2008 21.00,"1,064757","5,00849",
05/05/2008 22.00,"0,430806","5,81187","28,81562"
05/05/2008 23.00,"0,001751","5,225234",
06/05/2008 0.00,"0,021015","8,572446","6,837607"
06/05/2008 1.00,"0,003503","8,941042",
06/05/2008 2.00,"0,066547","7,679509","4,884005"
06/05/2008 3.00,"0,094568","5,475721",
06/05/2008 4.00,"0,007005","8,764531","6,349206"
06/05/2008 5.00,"0,012259","8,201254",
06/05/2008 6.00,"0,017513","7,679509","5,860806"
06/05/2008 7.00,"0,148856","22,621904",
06/05/2008 8.00,"0,061294","22,381795","2,442003"
06/05/2008 9.00,"0,068299","17,530352",
06/05/2008 10.00,"0,017513","3,544488","6,349206"
06/05/2008 11.00,"0,017513","5,858596",
06/05/2008 12.00,"0,007005","4,883892","4,884005"
06/05/2008 13.00,"0,008756","5,245998",
06/05/2008 14.00,"0,015761","3,792383","2,442003"
06/05/2008 15.00,"0,038527","7,373211",
06/05/2008 16.00,"0,017513","5,200573","0,4884"
06/05/2008 17.00,"0,213652","7,727529",
06/05/2008 18.00,"0,040278","5,405637","0,4884"
06/05/2008 19.00,"0,245174","6,515318",
06/05/2008 20.00,"0,602429","5,088956","3,418803"
06/05/2008 21.00,"0,311722","3,453638",
06/05/2008 22.00,"0,943921","10,816461","5,372406"
06/05/2008 23.00,"0,248677","4,992914",
07/05/2008 0.00,"0,115582","3,232999","6,349206"
07/05/2008 1.00,,"3,072064",
07/05/2008 2.00,"0,235474",,"0,976801"
07/05/2008 3.00,"0,298325","3,614573",
07/05/2008 4.00,"0,1187","6,010444","1,465201"
07/05/2008 5.00,"0,278892","10,508864",
07/05/2008 6.00,"0,445649","11,737947","1,465201"
07/05/2008 7.00,"0,621423","51,345113",
07/05/2008 8.00,"0,113272","23,944434","6,349206"
07/05/2008 9.00,"0,176736","4,894276",
07/05/2008 10.00,"0,073093","1,552255","2,442003"
07/05/2008 11.00,"0,081847","3,77551",
07/05/2008 12.00,"0,009192","3,419893","5,860806"
07/05/2008 13.00,"0,10268","4,01302",
07/05/2008 14.00,"0,108545","6,155808","4,884005"
07/05/2008 15.00,"0,173848","4,913744",
07/05/2008 16.00,"0,103206","7,098063","1,465201"
07/05/2008 17.00,"0,181814","2,791723",
07/05/2008 18.00,"0,116861","6,680149","5,372406"
07/05/2008 19.00,"0,117386","4,920234",
07/05/2008 20.00,"0,357412","4,451702","24,42001"
07/05/2008 21.00,"0,021709","3,688552",
07/05/2008 22.00,"0,205536","4,308937","21,001221"
07/05/2008 23.00,"0,102068","2,354341",
