,ARPA Puglia,,,
19/04/2008 11.00,"11,99708572","0,26874235",,"0,075157"
19/04/2008 12.00,"16,75199414","0,28533685","113,30879974","0,21356"
19/04/2008 13.00,"13,79485899","0,30314",,"0,43664899"
19/04/2008 14.00,"7,98784331","0,28741835","124,05370331","0,34957901"
19/04/2008 15.00,"4,87365783","0,21051095",,"0,074941"
19/04/2008 16.00,"5,16604988","0,22980335","124,05370331",0
19/04/2008 17.00,"8,87013201","0,2562154",,"0,006281"
19/04/2008 18.00,"8,66584036","0,251413","113,30879974","0,19168399"
19/04/2008 19.00,"18,46422706","0,2673681",,"0,054365"
19/04/2008 20.00,"39,0275523","0,3774254","111,84359741","0,15053099"
19/04/2008 21.00,"69,57314892","0,66318545",,"1,59931505"
19/04/2008 22.00,"48,72506661","0,5009193","112,33209991","1,91640604"
19/04/2008 23.00,"18,58297082","0,2408238",,"0,80658901"
20/04/2008 0.00,"25,59147525","0,2624116","98,16847992","0,10743"
20/04/2008 1.00,"96,72875091","0,681398",,"1,08945799"
20/04/2008 2.00,"68,25545199","0,61011525","96,21488953","3,26577401"
20/04/2008 3.00,"70,56652383","0,53929595",,"1,81417406"
20/04/2008 4.00,"33,16178547","0,2983445","98,16847992","1,25839901"
20/04/2008 5.00,"17,07502767","0,26131105",,"0,27810401"
20/04/2008 6.00,"19,81127511","0,24449575","82,53968048","0,025341"
20/04/2008 7.00,"34,25348025","0,3542115",,"0,13450401"
20/04/2008 8.00,"29,81778129","0,5288091","72,77165985","0,63829702"
20/04/2008 9.00,"14,20088977","0,26574315",,"1,16288197"
20/04/2008 10.00,"6,43266449","0,25650865","71,79486084","0,03877"
20/04/2008 11.00,"5,2745817","0,2425649",,"0,025558"
20/04/2008 12.00,"8,24065724","0,22117605","75,21366119","0,016461"
20/04/2008 13.00,"5,12008576","0,2050174",,"0,003249"
20/04/2008 14.00,"1,92928903","0,1846026","72,28327179","0,000217"
20/04/2008 15.00,"0,44561266","0,15510395",,0
20/04/2008 16.00,"0,45327398","0,1711568","73,74845886",0
20/04/2008 17.00,"2,14379639","0,1708969",,"0,000217"
20/04/2008 18.00,"5,43673895","0,17993705","85,95848083",0
20/04/2008 19.00,"7,17577988","0,1764882",,"0,000217"
20/04/2008 20.00,"18,72597009","0,2102016","87,4236908","0,000433"
20/04/2008 21.00,"19,40396337","0,1941223",,"0,019926"
20/04/2008 22.00,"21,82099194","0,22457545","82,05126953","0,028374"
20/04/2008 23.00,"15,6424261","0,20539805",,"0,023392"
21/04/2008 0.00,"16,88989025","0,2329233","85,47006989","0,005198"
21/04/2008 1.00,"12,0481511","0,19518605",,"0,023609"
21/04/2008 2.00,,"0,19393715","84,00488281","0,003465"
21/04/2008 3.00,"11,06755383",,,"0,006931"
21/04/2008 4.00,"3,14993765","0,20895155","72,28327179",0
21/04/2008 5.00,"2,9839488","0,20650205",,0
21/04/2008 6.00,"7,25366644","0,2304278","67,39926147","0,000217"
21/04/2008 7.00,"15,62072312","0,25690885",,"0,003682"
21/04/2008 8.00,"22,1006214","0,50750535","72,28327179","0,41910499"
21/04/2008 9.00,"29,86757136","0,5222472",,"2,48084402"
21/04/2008 10.00,"26,23500297","0,44920725","92,79608154","1,59108496"
21/04/2008 11.00,"22,07125899","0,55092015",,"1,47390795"
21/04/2008 12.00,"27,15304383","0,49887345","105,98290253","1,23154199"
21/04/2008 13.00,"23,86392723","0,45678115",,"0,71453702"
21/04/2008 14.00,"12,79509809","0,3340543","88,40048981","0,91271901"
21/04/2008 15.00,"16,517061","0,34670775",,"0,26684099"
21/04/2008 16.00,"58,43791107","0,98711745","104,02919769","0,732297"
21/04/2008 17.00,"74,58341814","1,06652955",,"4,24715185"
21/04/2008 18.00,"81,7119567","1,69835105","108,91329956","4,67318916"
21/04/2008 19.00,"81,42593184","1,08693975",,"8,03751183"
21/04/2008 20.00,"81,44382015","1,2028655","104,5177002","4,09228897"
21/04/2008 21.00,"59,27678064","0,8357004",,"5,17849684"
21/04/2008 22.00,"35,14597713","0,49147205","93,28449249","2,598454"
21/04/2008 23.00,"17,17717914","0,32851245",,"1,04007494"
22/04/2008 0.00,"16,33064261","0,2711355","57,14284134","0,090752"
22/04/2008 1.00,"14,72822624","0,2633799",,"0,051982"
22/04/2008 2.00,"12,59335895","0,2542397","33,69963074","0,186702"
22/04/2008 3.00,"5,25159776","0,19553335",,"0,08642"
22/04/2008 4.00,"3,95561697","0,23154675","26,37360954","0,003682"
22/04/2008 5.00,"14,51498667","0,23671025",,"0,19883101"
22/04/2008 6.00,"42,49032282","0,5435199","21,48962021","0,069743"
22/04/2008 7.00,"75,4350597","0,7954389",,"1,991997"
22/04/2008 8.00,"93,36302118","1,61436425","52,2588501","3,42453599"
22/04/2008 9.00,"71,23683699","1,0619192",,"6,04551601"
22/04/2008 10.00,"63,43542711","0,9670465","78,14408112","4,80032778"
22/04/2008 11.00,"41,13814716","0,68253765",,"3,05936193"
22/04/2008 12.00,"39,54211866","0,64224625","65,44566345","1,58935201"
22/04/2008 13.00,"62,20583622","0,96035695",,"2,56748104"
22/04/2008 14.00,"30,49067142","0,58665295","49,81684113","4,67080593"
22/04/2008 15.00,"41,43564612","0,5701355",,"1,19645405"
22/04/2008 16.00,"59,52960585","0,88718015","44,4444313","2,37124896"
22/04/2008 17.00,"61,57252233","1,05719385",,"4,19083786"
22/04/2008 18.00,"59,18613525","0,81219095","71,30647278","5,81592798"
22/04/2008 19.00,"74,98561356","1,0799857",,"3,85966897"
22/04/2008 20.00,"77,77419606","1,47704735","61,05006027","4,06824684"
22/04/2008 21.00,"46,1599281","0,9120512",,"6,65977001"
22/04/2008 22.00,"30,09485259","0,5409945","55,18925095","2,3489399"
22/04/2008 23.00,"19,72956447","0,3860251",,"0,84492499"
23/04/2008 0.00,"21,50562348","0,4059224","41,02563095","0,24063399"
23/04/2008 1.00,"10,04225459","0,29089595",,"0,061079"
23/04/2008 2.00,,"0,30666475","30,28083038","0,032922"
23/04/2008 3.00,"7,15662753",,,"0,004115"
23/04/2008 4.00,"12,94194023","0,28402585","18,07081032","0,032272"
23/04/2008 5.00,"22,36366044","0,3696514",,"0,073641"
23/04/2008 6.00,"39,40804098","0,39409465","20,51280975","0,59259599"
23/04/2008 7.00,"52,45851303","0,5759154",,"1,10007095"
23/04/2008 8.00,"61,86490497","0,88149455","29,30401993","2,25732207"
23/04/2008 9.00,"71,83950939","1,99325015",,"6,51768589"
23/04/2008 10.00,"62,32458375","1,0153603","37,6068306","9,88699055"
23/04/2008 11.00,"58,809465","0,86128675",,"3,68747807"
23/04/2008 12.00,"64,20024171","1,00172475","33,69963074","2,80681491"
23/04/2008 13.00,"65,45153934","1,1954963",,"3,52936602"
23/04/2008 14.00,"51,09486327","0,81822615","38,58362961","4,63225317"
23/04/2008 15.00,"51,05910546","0,590571",,"2,64307189"
23/04/2008 16.00,"69,10325631","1,0935488","48,35165024","1,68963397"
23/04/2008 17.00,"54,72233415","0,84538455",,"3,73902702"
23/04/2008 18.00,"83,47908096","1,058345","34,18803024","3,62986493"
23/04/2008 19.00,"137,21306247","2,42782135",,"4,95172596"
23/04/2008 20.00,"134,75137896","2,147625","32,23442078","8,48758984"
23/04/2008 21.00,"138,84360732","1,6918639",,"9,74144077"
23/04/2008 22.00,"101,15543988","1,2346285","43,46763992","6,77499723"
23/04/2008 23.00,"83,75871042","0,93766285",,"4,91577101"
24/04/2008 0.00,"56,64012651","0,6704224","36,63003159","2,96059608"
24/04/2008 1.00,"33,0941259","0,5039599",,"1,88521695"
24/04/2008 2.00,"28,50775884","0,43537965","29,7924099","1,02751195"
24/04/2008 3.00,"19,06433001","0,3661048",,"0,488848"
24/04/2008 4.00,"12,5512302","0,36802415","14,65200996","0,31254199"
24/04/2008 5.00,"19,34140131","0,3708911",,"0,42473701"
24/04/2008 6.00,"40,15882332","0,61497285","18,55920982","0,66667002"
24/04/2008 7.00,"77,60695635","0,9951893",,"2,41261792"
24/04/2008 8.00,"66,11675499","1,19009475","40,53723145","4,10593414"
24/04/2008 9.00,"62,16370182","0,9682954",,"4,80444288"
24/04/2008 10.00,"57,59136702","1,07288675","21,48962021","3,66950107"
24/04/2008 11.00,"29,41302771","0,5428276",,"4,96796989"
24/04/2008 12.00,"36,40367016","0,6662295","20,51280975","2,38142896"
24/04/2008 13.00,"36,55559853","0,73131145",,"2,5789609"
24/04/2008 14.00,"25,29397629","0,53963175","23,93161964","2,317101"
24/04/2008 15.00,"22,7390328","0,5489387",,"0,785146"
24/04/2008 16.00,"30,49321077","0,53465685","21,0012207","1,33745599"
24/04/2008 17.00,"51,13443951","0,80270115",,"3,21552396"
24/04/2008 18.00,"56,36433429","0,8189058","25,39682007","6,37235308"
24/04/2008 19.00,"81,29443113","1,14208685",,"5,473279"
24/04/2008 20.00,"97,23464586","1,68921085","26,37360954","5,3468852"
24/04/2008 21.00,"95,35870575","1,429496",,"6,78127813"
24/04/2008 22.00,"57,04743825","0,78902765","35,16482162","6,07822084"
24/04/2008 23.00,"47,59507467","0,5906469",,"2,48885798"
25/04/2008 0.00,"51,70773069","0,5979747","32,23442078","1,89388001"
25/04/2008 1.00,"37,17104292","0,51118995",,"1,44445205"
25/04/2008 2.00,,"0,4142392","27,8388195","0,63353199"
25/04/2008 3.00,"25,51869936",,,"0,243233"
25/04/2008 4.00,"21,60266427","0,29986595","34,18803024","0,40177801"
25/04/2008 5.00,"18,51019117","0,25761495",,"0,059779"
25/04/2008 6.00,"23,23572966","0,37396965","28,32722092","0,118692"
25/04/2008 7.00,"20,1125925","0,38047405",,"0,36755699"
25/04/2008 8.00,"24,16782159","0,3842725","19,04759979","0,38856599"
25/04/2008 9.00,"24,13206378","0,4254402",,"0,66515398"
25/04/2008 10.00,"21,23748693","0,4819351","32,72283173","0,59151298"
25/04/2008 11.00,"20,5824663","0,46391115",,"1,06974804"
25/04/2008 12.00,"25,30928763","0,5139856","36,63003159","0,91141897"
25/04/2008 13.00,"17,48489005","0,38531095",,"1,02014804"
25/04/2008 14.00,"5,80446692","0,29957385","19,53602028","0,32727"
25/04/2008 15.00,"14,70140694","0,3141662",,"0,17673901"
25/04/2008 16.00,"14,52137079","0,3656264","15,14041042","0,35369501"
25/04/2008 17.00,"23,90478255","0,4416069",,"0,25211301"
25/04/2008 18.00,"36,41772123","0,5754761","29,7924099","0,92051601"
25/04/2008 19.00,"56,3336928","0,7315932",,"1,89236403"
25/04/2008 20.00,"70,16684895","0,8513519","30,28083038","2,68422389"
25/04/2008 21.00,"83,8685232","1,03849255",,"3,58308101"
25/04/2008 22.00,"61,55849007","0,73321585","41,02563095","3,36843801"
25/04/2008 23.00,"52,8517737","0,6941124",,"2,24497604"
26/04/2008 0.00,"53,45316702","0,59239835","31,25761986","1,73403502"
26/04/2008 1.00,"45,64408266","0,49069235",,"1,07819498"
26/04/2008 2.00,"28,8409968","0,41377","27,35042","1,56877601"
26/04/2008 3.00,"19,9861893","0,29774535",,"0,170891"
26/04/2008 4.00,"17,12483279","0,34815905","26,37360954","0,130172"
26/04/2008 5.00,"18,11181606","0,32061425",,"0,107646"
26/04/2008 6.00,"32,40080811","0,38820435","27,8388195","0,144467"
26/04/2008 7.00,"45,23932908","0,56937765",,"1,02058101"
26/04/2008 8.00,"48,17348217","0,6678303","31,74603081","1,38315594"
26/04/2008 9.00,"51,26595903","0,74897775",,"2,13148189"
26/04/2008 10.00,"20,60035461","0,4802193","33,69963074","3,37017107"
26/04/2008 11.00,"66,92244372","1,00994725",,"1,06974804"
26/04/2008 12.00,"39,65830803","0,7853649","35,65322113","3,85360408"
26/04/2008 13.00,"28,51159608","0,5659173",,"3,76610088"
26/04/2008 14.00,"11,82343556","0,360226","27,35042","3,66863489"
26/04/2008 15.00,"5,81851047","0,31140505",,"0,56357199"
26/04/2008 16.00,"7,1911025","0,3233961","32,23442078","0,218541"
26/04/2008 17.00,"8,46027151","0,3388268",,"0,15616301"
26/04/2008 18.00,"24,80367483","0,4589719","33,21123123","0,159628"
26/04/2008 19.00,"25,76001285","0,64651735",,"0,82066703"
26/04/2008 20.00,"82,65808089","1,2720127","35,16482162","1,330091"
26/04/2008 21.00,"130,04752464","1,51971005",,"5,662148"
26/04/2008 22.00,"116,07526854","1,2363788","33,21123123","5,92249107"
26/04/2008 23.00,"102,08758824","1,02559645",,"3,57246804"
27/04/2008 0.00,"72,75245274","0,9190731","44,93283081","3,31104207"
27/04/2008 1.00,"61,65551205","0,8769555",,"2,49752212"
27/04/2008 2.00,,"0,54984605","38,58362961","2,93612099"
27/04/2008 3.00,"71,53307568",,,"1,04722202"
27/04/2008 4.00,"89,10351549","0,8923908","42,00244141","1,93611598"
27/04/2008 5.00,"41,35137732","0,44615975",,"2,69656992"
27/04/2008 6.00,"35,71672896","0,36955825","41,02563095","0,93286198"
27/04/2008 7.00,"32,8770585","0,4537739",,"0,74226099"
27/04/2008 8.00,"10,71642191","0,2397727","23,44322014","1,03747594"
27/04/2008 9.00,"4,2901453","0,21002565",,"0,136236"
27/04/2008 10.00,"5,84787852","0,2456492","25,39682007","0,022092"
27/04/2008 11.00,"4,79193967","0,2329992",,"0,030539"
27/04/2008 12.00,"11,39952211","0,28956885","25,88521957","0,028374"
27/04/2008 13.00,"15,1482968","0,40737485",,"0,43513301"
27/04/2008 14.00,"7,51031008","0,229057","23,93161964","0,249514"
27/04/2008 15.00,"7,49115774","0,22255375",,"0,012779"
27/04/2008 16.00,"12,68657379","0,28316105","23,93161964","0,035738"
27/04/2008 17.00,"27,87954246","0,44801125",,"0,163527"
27/04/2008 18.00,"37,8286029","0,5026374","27,35042","0,82976401"
27/04/2008 19.00,"46,57233735","0,6922103",,"1,26034904"
27/04/2008 20.00,"52,17634422","0,67242225","35,16482162","1,86009204"
27/04/2008 21.00,"69,63825033","0,8047585",,"2,76717901"
27/04/2008 22.00,"56,5686297","0,64094905","38,58362961","2,2902441"
27/04/2008 23.00,"58,02292485","0,69584545",,"2,3874929"
28/04/2008 0.00,"37,14549894","0,4174293","36,63003159","1,89171398"
28/04/2008 1.00,"28,93677732","0,38709",,"0,72493303"
28/04/2008 2.00,"16,56302512","0,28261365","34,18803024","0,242366"
28/04/2008 3.00,"13,06961875","0,24692455",,"0,079056"
28/04/2008 4.00,"15,06019452","0,2756113","33,21123123","0,17565601"
28/04/2008 5.00,"19,22649102","0,24959715",,"0,106996"
28/04/2008 6.00,"45,25464042","0,4836325","33,21123123","0,587614"
28/04/2008 7.00,"72,17532432","0,6775478",,"1,82023895"
28/04/2008 8.00,"91,7414487","1,4201143","37,6068306","3,25819302"
28/04/2008 9.00,"74,64470112","1,11202125",,"6,71955013"
28/04/2008 10.00,"57,70755639","0,784668","39,56044006","6,02927113"
28/04/2008 11.00,"63,10982601","0,8904312",,"3,08708501"
28/04/2008 12.00,"63,21196431","0,86178585","29,7924099","4,25754786"
28/04/2008 13.00,"57,07681947","1,0005667",,"4,1470871"
28/04/2008 14.00,"42,20046072","0,5244782","34,18803024","4,4308219"
28/04/2008 15.00,"37,02930957","0,52195165",,"1,506181"
28/04/2008 16.00,"42,34857066","0,57033215","34,67642975","1,39420295"
28/04/2008 17.00,"54,05965785","0,6317525",,"1,94846106"
28/04/2008 18.00,"59,61897216","0,73291685","37,11843109","1,92896795"
28/04/2008 19.00,"69,77232801","0,8024585",,"2,96471095"
28/04/2008 20.00,"43,37260587","0,5410658","38,58362961","2,78255701"
28/04/2008 21.00,"136,09971738","1,2017661",,"3,2012291"
28/04/2008 22.00,"102,61105173","0,86988875","52,7472496","4,69614697"
28/04/2008 23.00,"31,58874279","0,45520335",,"2,75461698"
29/04/2008 0.00,"29,81268378","0,48241695","44,93283081","0,68096501"
29/04/2008 1.00,"16,55025501","0,3643016",,"0,613388"
29/04/2008 2.00,,"0,2954442","37,6068306","0,088153"
29/04/2008 3.00,"15,64881021",,,"0,037687"
29/04/2008 4.00,"12,93682767","0,2479676","33,69963074","0,030106"
29/04/2008 5.00,"30,24424161","0,31836255",,"0,06866"
29/04/2008 6.00,"67,21356609","0,6607348","26,37360954","0,60515797"
29/04/2008 7.00,"109,69875378","0,96984215",,"2,68140888"
29/04/2008 8.00,"91,61632458","1,45318715","36,63003159",
29/04/2008 9.00,"78,32961774","0,91440525",,
29/04/2008 10.00,"58,94991927","0,8548387","42,49084091",
29/04/2008 11.00,"51,34894875","0,7142535",,
29/04/2008 12.00,"56,69631198","0,66880895","29,30401993",
29/04/2008 13.00,"40,26607794","0,5900466",,
29/04/2008 14.00,"23,53067046","0,3476772","32,72283173",
29/04/2008 15.00,"15,90034694","0,323794",,"0,43535"
29/04/2008 16.00,"19,17158463",,"25,39682007","0,007797"
29/04/2008 17.00,"17,35976405","0,37091755",,"0,402861"
29/04/2008 18.00,"26,6308218","0,46480815","33,21123123","0,66472101"
29/04/2008 19.00,"24,03374391","0,49784995",,"1,13775802"
29/04/2008 20.00,"22,89865446","0,472512","41,5140419","0,48386601"
29/04/2008 21.00,"32,66382834","0,59150595",,"0,70024198"
29/04/2008 22.00,"12,99556754","0,3594417","43,9560318","0,44271401"
29/04/2008 23.00,"12,06348125","0,3665786",,0
30/04/2008 0.00,"10,00650994","0,33487885","33,21123123",0
30/04/2008 1.00,"10,59767815","0,3300201",,
30/04/2008 2.00,"4,62850522","0,34089795","31,25761986",
30/04/2008 3.00,"4,45868854","0,33403935",,
30/04/2008 4.00,"3,89049863","0,31039305","31,74603081",
30/04/2008 5.00,"6,11473599","0,34137635",,
30/04/2008 6.00,"19,53546408","0,45384405","26,37360954",
30/04/2008 7.00,"67,0079916","0,84919105",,"0,84189302"
30/04/2008 8.00,"52,80326271","0,8228411","31,74603081","1,45571494"
30/04/2008 9.00,"30,44853702","0,6317479",,"1,65216398"
30/04/2008 10.00,"26,01793557","0,6404787","31,74603081","1,36452901"
30/04/2008 11.00,"29,34790749","0,6575861",,"0,81871802"
30/04/2008 12.00,"32,13139248","0,5789675","38,0952301","1,87460399"
30/04/2008 13.00,"27,42499881","0,54372805",,"1,20663404"
30/04/2008 14.00,"11,50167358","0,40593275","53,23564148","0,59930998"
30/04/2008 15.00,"9,26467364","0,3809651",,"0,002166"
30/04/2008 16.00,"10,82112214","0,44392415","58,11965179","0,072775"
30/04/2008 17.00,"14,0208555","0,41999725",,"0,052415"
30/04/2008 18.00,"19,05665553","0,54191105","55,67765045","0,59194601"
30/04/2008 19.00,"18,39271896","0,5527889",,"0,94347501"
30/04/2008 20.00,"18,01605812","0,5351157","42,97924042","0,51787102"
30/04/2008 21.00,"20,29264182","0,51685255",,"0,384884"
30/04/2008 22.00,"10,24016024","0,40783025","46,39804077","0,15356401"
30/04/2008 23.00,"7,9367704","0,38716705",,
01/05/2008 0.00,"10,81984118","0,40236315","41,5140419",
01/05/2008 1.00,"15,19937159","0,39393365",,
01/05/2008 2.00,,"0,41092145","27,35042",
01/05/2008 3.00,"8,82927481",,,
01/05/2008 4.00,"6,99447029","0,2421555","23,44322014",
01/05/2008 5.00,"4,64127533","0,22660865",,
01/05/2008 6.00,"5,61421882","0,24154025","28,81562042",
01/05/2008 7.00,"6,28966147","0,23837545",,
01/05/2008 8.00,"10,66790716","0,26484845","20,51280975",
01/05/2008 9.00,"9,26339644","0,27125625",,
01/05/2008 10.00,"7,62139254","0,3061438","23,93161964",
01/05/2008 11.00,"11,12245269","0,3451081",,
01/05/2008 12.00,"9,07442554","0,30695685","32,72283173",
01/05/2008 13.00,"7,24855953","0,3002052",,
01/05/2008 14.00,"4,48677752","0,2839235","39,56044006",
01/05/2008 15.00,"4,54678894","0,246997",,
01/05/2008 16.00,"7,14002959","0,25602335","38,58362961",
01/05/2008 17.00,"9,05655039","0,2642056",,
01/05/2008 18.00,"9,53408363","0,2874517","38,0952301",
01/05/2008 19.00,"19,08092043","0,35030495",,
01/05/2008 20.00,"27,51820236","0,43356265","50,79365158",
01/05/2008 21.00,"26,68954662","0,42481",,
01/05/2008 22.00,"20,90169081","0,32918635","55,18925095",
01/05/2008 23.00,"19,13454774","0,3521001",,
02/05/2008 0.00,"17,90752253","0,35353415","49,81684113",
02/05/2008 1.00,"17,17590758","0,34984035",,
02/05/2008 2.00,"4,56211157","0,25899725","49,81684113",
02/05/2008 3.00,"1,32407164","0,231886",,
02/05/2008 4.00,"1,11977999","0,2422613","43,9560318",
02/05/2008 5.00,"6,93062915","0,23154215",,
02/05/2008 6.00,"26,74827144","0,3593336","47,86323166",
02/05/2008 7.00,"44,91118863","0,50211875",,
02/05/2008 8.00,"72,17914275","1,0308002","46,39804077","0,75092399"
02/05/2008 9.00,"53,80940961","0,91035725",,"5,62077904"
02/05/2008 10.00,"39,01861755","0,76169905","48,35165024","2,40200496"
02/05/2008 11.00,"49,44392838","0,66141905",,"1,87287104"
02/05/2008 12.00,"36,02827899","0,6084949","47,37483978","2,89496803"
02/05/2008 13.00,"27,77358573","0,4916549",,"2,02881694"
02/05/2008 14.00,"11,42506045","0,31876275","49,32844162","1,20663404"
02/05/2008 15.00,"9,86478224","0,3527694",,"0,234569"
02/05/2008 16.00,"23,10932646","0,50092275","48,84004974","0,40416101"
02/05/2008 17.00,"32,11606233","0,6321711",,"1,49600101"
02/05/2008 18.00,"35,91974529","0,64065005","59,58485031","1,56574297"
02/05/2008 19.00,"45,04013118","0,65506875",,"1,66949105"
02/05/2008 20.00,"56,55969495","1,12680335","57,63124084","2,47412992"
02/05/2008 21.00,"51,36809733","0,7925685",,"3,74747396"
02/05/2008 22.00,"30,41533737","0,3952941","54,70085144","1,21811295"
02/05/2008 23.00,"27,82591515","0,41967525",,"0,35997599"
03/05/2008 0.00,"27,9676485","0,3960163","42,49084091","0,58154899"
03/05/2008 1.00,"20,76761313","0,4504274",,"0,061945"
03/05/2008 2.00,,"0,31295295","37,6068306","0,077973"
03/05/2008 3.00,"12,58442232",,,0
03/05/2008 4.00,"12,72359939","0,27219235","30,28083038",0
03/05/2008 5.00,"16,65367615","0,26982335",,0
03/05/2008 6.00,"19,15371513","0,33406925","25,88521957",0
03/05/2008 7.00,"34,56121185","0,4943344",,"0,16331001"
03/05/2008 8.00,"57,77013726","0,7731036","37,11843109","0,70349097"
03/05/2008 9.00,"50,49602811","0,7946454",,"2,43622708"
03/05/2008 10.00,"35,17919559","0,55398145","37,6068306","2,07083607"
03/05/2008 11.00,"33,44397309","0,6364445",,"0,96686703"
03/05/2008 12.00,"25,96302918","0,45562195","34,67642975","1,09638906"
03/05/2008 13.00,"33,80787135","0,6632648",,"0,98895901"
03/05/2008 14.00,"15,81224466","0,39405785","36,14162064","1,717574"
03/05/2008 15.00,"13,23433228","0,32749585",,"0,074074"
03/05/2008 16.00,"13,94552333","0,35222315","28,81562042","0,000866"
03/05/2008 17.00,"23,79496977","0,4119967",,"0,042885"
03/05/2008 18.00,"34,97234202","0,5220172","35,16482162","0,192334"
03/05/2008 19.00,"58,08550572","0,73748465",,"1,12238002"
03/05/2008 20.00,"52,06013604","0,83308185","43,9560318","2,77129412"
03/05/2008 21.00,"77,96955672","0,8764288",,"3,05481291"
03/05/2008 22.00,"51,82393887","0,5787352","39,07204056","1,68205297"
03/05/2008 23.00,"41,65015536","0,4974992",,"0,90513802"
04/05/2008 0.00,"48,0687669","0,52045435","39,56044006","0,48018399"
04/05/2008 1.00,"48,58207299","0,4930671",,"0,66493702"
04/05/2008 2.00,"42,30133875","0,59054225","26,86202049","0,71995199"
04/05/2008 3.00,"34,02493875","0,45022385",,"0,95885301"
04/05/2008 4.00,"21,00510819","0,3978563","23,44322014","0,130172"
04/05/2008 5.00,"18,32249935","0,32862055",,"0,05718"
04/05/2008 6.00,"18,45656198","0,34230555","27,8388195",0
04/05/2008 7.00,"15,57476088","0,3375457",,"0,0013"
04/05/2008 8.00,"16,75454666","0,33450625","19,04759979","0,000433"
04/05/2008 9.00,"11,10202691","0,3468216",,"0,001733"
04/05/2008 10.00,"14,69247031","0,4428282","22,95482063","0,056097"
04/05/2008 11.00,"12,82957117","0,423085",,"0,160495"
04/05/2008 12.00,"14,54563757","0,3991788","22,95482063","0,074941"
04/05/2008 13.00,"16,58472809","0,4748833",,"0,034655"
04/05/2008 14.00,"7,36475078","0,3075859","17,58241081","0,006931"
04/05/2008 15.00,"7,94443172","0,3061323",,0
04/05/2008 16.00,"16,73028928","0,3555869","16,60560989",0
04/05/2008 17.00,"24,64151382","0,3929021",,0
04/05/2008 18.00,"46,03478517","0,58312245","25,88521957","0,32922"
04/05/2008 19.00,"53,12502657","0,58363305",,"1,03682601"
04/05/2008 20.00,"71,76801258","1,01627685","28,32722092","1,79468095"
04/05/2008 21.00,"63,53756541","0,6217682",,"2,17696595"
04/05/2008 22.00,"41,94511497","0,5250762","29,7924099","0,74810898"
04/05/2008 23.00,"44,83839393","0,6068228",,"0,72579998"
05/05/2008 0.00,"40,44738753","0,5767342","31,74603081","1,01321697"
05/05/2008 1.00,"23,4681084","0,37940915",,"0,504659"
05/05/2008 2.00,,"0,33917755","21,0012207","0,00065"
05/05/2008 3.00,"17,1516408",,,"0,098983"
05/05/2008 4.00,"16,2834013","0,24486605","10,25640965",0
05/05/2008 5.00,"21,7571508","0,27642435",,0
05/05/2008 6.00,"50,65563096","0,45700195","16,60560989","0,113927"
05/05/2008 7.00,"60,65957898","0,6404028",,"1,10093701"
05/05/2008 8.00,"70,38903267","1,09716555","26,37360954","1,45679796"
05/05/2008 9.00,"70,21156032","0,9594795",,"4,37862301"
05/05/2008 10.00,"46,54551429","1,0161883","39,07204056","3,4236691"
05/05/2008 11.00,"39,81535272","0,6267063",,"2,31103611"
05/05/2008 12.00,"26,28990936","0,49191825","32,72283173","2,19082808"
05/05/2008 13.00,"26,31799269","0,48416955",,"1,42149305"
05/05/2008 14.00,"14,97337509","0,3430634","29,30401993","1,17977703"
05/05/2008 15.00,"9,10762331","0,2917964",,"0,54364598"
05/05/2008 16.00,"16,37278266","0,3750656","24,90842056","0,44444701"
05/05/2008 17.00,"48,27180204","0,5178956",,"1,69938099"
05/05/2008 18.00,"19,0043073","0,3116454","27,35042","4,23502302"
05/05/2008 19.00,"14,84696813","0,34054145",,"2,22981405"
05/05/2008 20.00,"40,32608184","0,47949595","23,44322014","0,87459803"
05/05/2008 21.00,"34,58545794","0,4506919",,"0,77106702"
05/05/2008 22.00,"24,61087233","0,3385853","36,14162064","0,64890999"
05/05/2008 23.00,"19,63378395","0,3513871",,"0,20662899"
06/05/2008 0.00,"12,69040539","0,2793327","29,7924099","0,147499"
06/05/2008 1.00,"8,51645134","0,29290845",,"0,063461"
06/05/2008 2.00,"2,57791802","0,23638595","29,7924099","0,011913"
06/05/2008 3.00,"2,70177059","0,21031315",,"0,00065"
06/05/2008 4.00,"2,69666179","0,20987845","20,02441978","0,000217"
06/05/2008 5.00,"4,01945811","0,233956",,0
06/05/2008 6.00,"11,02031063","0,2749857","15,14041042","0,008447"
06/05/2008 7.00,"25,03095606","0,36166235",,"0,089669"
06/05/2008 8.00,"73,84924503","1,0545753","19,53602028","0,67121899"
06/05/2008 9.00,"73,80199431","0,9497827",,"4,72408819"
06/05/2008 10.00,"40,2443712","0,5102274","22,95482063","2,3261981"
06/05/2008 11.00,"33,89851674","0,6713332",,"1,237607"
06/05/2008 12.00,"49,38390567","0,82862905","31,74603081","2,8167789"
06/05/2008 13.00,"26,67423528","0,4099175",,"1,62638903"
06/05/2008 14.00,"63,00129231","0,8308727","28,81562042","2,32901406"
06/05/2008 15.00,"67,94518104","0,85256975",,"3,67838097"
06/05/2008 16.00,"88,32720798","1,2988077","31,25761986","3,30021191"
06/05/2008 17.00,"63,21452247","0,91787365",,"3,64264393"
06/05/2008 18.00,"73,362762","0,940562","26,37360954","2,25710511"
06/05/2008 19.00,"56,94785811","0,79691435",,"3,87937903"
