,Foggia,,,,,
,Manfredonia Liceo Scientifico Via dei mandorli,,,,,
Parm,SO2,NO2,CO,O3,BENZENE,PM10



20/11/2010 10.00,"5,83721286","52,31331424","1,11530343","28,7955507","9,060453","26,5"
20/11/2010 11.00,"5,06421557","42,04715528","0,98204258","44,9509011","1,9907775","26,5"
20/11/2010 12.00,"5,15993765","40,19379632","1,01040101","55,35580365","1,9145025","26,5"
20/11/2010 13.00,"5,70717619","56,99473152","1,16688614","51,84065355","2,661489","26,5"
20/11/2010 14.00,"5,12562203","77,60624448","1,55486143","44,9211756","3,143547","26,5"
20/11/2010 15.00,"0,7711911","33,12947256","0,94902298","69,0785109","3,1694805","26,5"
20/11/2010 16.00,"0,27994044","28,66219928","0,899613","69,58127085","1,593639","26,5"
20/11/2010 17.00,"0,54182099","41,50204408","0,97639466","58,981776","1,959759","26,5"
20/11/2010 18.00,"0,24020726","60,2043868","1,13655303","46,8091638","1,8311085","26,5"
20/11/2010 19.00,"0,15351615","73,395944","1,26227051","36,52455975","3,1562595","26,5"
20/11/2010 20.00,"0,11739434","77,2752964","1,46844173","35,2487772","2,7677655","26,5"
20/11/2010 21.00,"0,16977086","81,7970808","1,3223449","23,66000175","3,588993","26,5"
20/11/2010 22.00,"0,00722477","70,1720252","1,1555903","20,6976063","3,8803635","26,5"
20/11/2010 23.00,"0,02347846","63,7956008","1,10704941","21,3449439","2,9742165","26,5"
21/11/2010 0.00,"0,36482536","47,38400616","1,02971438","21,0962871","2,067561","26,5"
21/11/2010 1.00,"3,39721426","33,18268352","0,91343689","22,62882615","2,433681","25,89999962"
21/11/2010 2.00,"0,82356762","35,38257336","0,90451066","22,5234303","1,4863455","25,89999962"
21/11/2010 3.00,"2,27384013","34,00813216","0,83981588","26,11425075","0,7164765","25,89999962"
21/11/2010 4.00,"1,57489162","29,42015432","0,85383666","31,47413745","1,1680245","25,89999962"
21/11/2010 5.00,"3,19674119","20,96840688","0,8011472","33,1607703","1,021068","25,89999962"
21/11/2010 6.00,"3,50738485","18,11829555","0,79305162","35,77854945","1,11030975","25,89999962"
21/11/2010 7.00,"3,54711803","25,24360064","0,84972887","34,86631575","0,83114325","25,89999962"
21/11/2010 8.00,"3,15158944","33,89652872","0,87607301","31,5755034","1,3531185","25,89999962"
21/11/2010 9.00,"3,40805141","46,29508392","0,96632323","25,9007259","1,1883645","25,89999962"
21/11/2010 10.00,"4,33095247","58,8416088","1,38158981","34,51762965","2,275029","25,89999962"
21/11/2010 11.00,"4,40500024","45,86807696","1,13141888","41,226276","2,6345385","25,89999962"
21/11/2010 12.00,"4,44654062","36,30146144","1,00313374","47,5781565","2,5186005","25,89999962"
21/11/2010 13.00,"4,67229937","49,84346912","1,16775523","54,99901785","2,487582","25,89999962"
21/11/2010 14.00,"4,67952312","54,1978388","1,08504955","55,83556125","2,060442","25,89999962"
21/11/2010 15.00,"6,07200155","20,02615416","0,83487745","71,8300947","1,597707","25,89999962"
21/11/2010 16.00,"6,12437807","20,21305216","0,8822347","76,15072605","1,2554865","25,89999962"
21/11/2010 17.00,"6,37000391","22,6673336","0,92374481","71,26788375","1,1781945","25,89999962"
21/11/2010 18.00,"6,1550813","39,75900752","1,03488931","56,31264555","1,5310935","25,89999962"
21/11/2010 19.00,"5,75955271","51,86814328","1,13698758","44,207604","1,642455","25,89999962"
21/11/2010 20.00,"6,02143224","57,03886048","1,11585681","40,597851","2,520126","25,89999962"
21/11/2010 21.00,"5,46696893","59,84877392","1,1259294","39,72074925","2,7667485","25,89999962"
21/11/2010 22.00,"4,11964224","65,3076104","1,14721628","33,10129935","1,629234","25,89999962"
21/11/2010 23.00,"4,92334277","64,8793224","1,13141888","35,1406482","2,3985945","25,89999962"
22/11/2010 0.00,"5,69272767","45,16723336","0,95822648","43,73189625","2,7789525","25,89999962"
22/11/2010 1.00,,"59,88122056","0,9529735","34,7135985","1,822464",11
22/11/2010 2.00,"5,4182048",,"0,79214292","47,62274475","1,98167535",11
22/11/2010 3.00,"3,20035357","30,06778696",,"45,1630893","0,85870395",11
22/11/2010 4.00,"3,18771124","17,98331409","0,7360971","45,86044155","0,8697384",11
22/11/2010 5.00,"2,70007195","8,7528492","0,72345918","55,4450001","0,87762015",11
22/11/2010 6.00,"5,02628859","11,67694728","0,72902671","51,151401","0,8151255",11
22/11/2010 7.00,"5,41098104","17,12671323","0,7821111","39,95456325","0,86633145",11
22/11/2010 8.00,"5,40736866","41,7122876","0,94179532","28,3374189","1,193958",11
22/11/2010 9.00,"4,28038214","74,2901864","1,4742877","18,99611669","1,4436315",11
22/11/2010 10.00,"4,98655542","48,99465584","1,04061645","36,30155865","2,570976",11
22/11/2010 11.00,"5,49225358","44,3638492","1,12142551","36,40833105","2,3609655",11
22/11/2010 12.00,"5,77038884","41,6512948","0,95775233","38,6476986","1,382103",11
22/11/2010 13.00,"4,56574116","24,99570984","0,86193341","50,24728695","1,2473505",11
22/11/2010 14.00,"1,5604431","25,81855816","0,87125457","58,12494345","0,4436154",11
22/11/2010 15.00,"2,39123447","18,18837991","0,79214292","64,8146772","1,12749705",11
22/11/2010 16.00,"2,68020587","24,10796824","0,85419198","57,5519196","0,8840781",11
22/11/2010 17.00,"3,2129959","26,38183336","0,83503705","49,70265195","1,01379645",11
22/11/2010 18.00,"3,30871695","35,57597216","0,94278208","44,7535956","1,1070045",11
22/11/2010 19.00,"3,33761399","56,71181288","1,0448419","33,65674725","1,9429785",11
22/11/2010 20.00,"4,34901236","28,32735072","0,87583652","50,90408085","1,4515641",11
22/11/2010 21.00,"3,61755545","30,48829312","0,86852847","50,92706325","1,33227",11
22/11/2010 22.00,"3,6952156","29,6654448","0,83543082","44,68738155","1,046493",11
22/11/2010 23.00,"3,62116681","21,2889728","0,80217473","52,3798821","1,0943937",11
23/11/2010 0.00,"5,53018158","10,08057259","0,75695176","64,29436125","0,6989841",11
23/11/2010 1.00,"5,24482257","11,43684023","0,73420164","64,2794985","0,35854335",7
23/11/2010 2.00,"5,80470446","7,78074442","0,73246346","61,5630666","0,4822614",7
23/11/2010 3.00,"4,85110017","4,72425373","0,73850632","63,3415692","0,77378445",7
23/11/2010 4.00,"5,27010824","4,14151054","0,71630957","67,87031895","0,71642565",7
23/11/2010 5.00,"5,51753925","4,65416937","0,75150073","66,65265075","0,2354355",7
23/11/2010 6.00,"4,8637425","5,67170135","0,72725009","58,84661475","0,7882767",7
23/11/2010 7.00,"4,55490401","10,11301923","0,76524656","54,3949119","0,51088995",7
23/11/2010 8.00,"3,76926439","50,68838192","1,06636761","34,7230548","1,22390865",7
23/11/2010 9.00,"4,0925514","60,62619312","1,18699054","26,9386446","1,9907775",7
23/11/2010 10.00,"4,18827245","26,5583492","0,97963336","50,4310863","1,94247",7
23/11/2010 11.00,"4,36526707","22,22216264","0,8492151","54,7516977","0,9679806",7
23/11/2010 12.00,"3,97154467","19,06962836","0,83132303","60,60081825","1,083105",7
23/11/2010 13.00,"3,54350666","19,68610496","0,83934173","61,00085565","0,7818696",7
23/11/2010 14.00,"3,91916815","30,51815856","0,90186495","52,30149855","1,05986655",7
23/11/2010 15.00,"4,27857595","23,54987456","0,82480602","54,98549175","1,0337805",7
23/11/2010 16.00,"4,17743632","19,38370304","0,84526575","53,94892965","0,9398097",7
23/11/2010 17.00,"4,02211398","35,1671292","0,91244897","40,22620245","1,0816812",7
23/11/2010 18.00,"3,68257327","32,0691156","0,93014416","41,16006195","1,251927",7
23/11/2010 19.00,"3,98779938","40,17821352","0,96557181","32,480994","1,903824",7
23/11/2010 20.00,"4,21175193","29,83676","0,94527168","30,84706905","1,4944815",7
23/11/2010 21.00,"4,00586028","32,44419264","0,93002533","38,1638712","1,4680395",7
23/11/2010 22.00,"4,26954601","22,030064","0,86454068","46,10235525","1,101411",7
23/11/2010 23.00,"3,70966514","17,46286386","0,87212366","38,5733649","1,0797489",7
24/11/2010 0.00,"3,89749588","15,45376103","0,85861549","36,8313309","0,9390978",7
24/11/2010 1.00,,"11,27979811","0,8318368","45,7482627","1,10013975","11,39999962"
24/11/2010 2.00,"3,17145653",,"0,85632393","44,4184356","1,2361635","11,39999962"
24/11/2010 3.00,"4,16659917","26,09499512",,"46,57401315","0,7768863","11,39999962"
24/11/2010 4.00,"4,22258807","12,78792444","0,964387","49,1052891","0,77307255","11,39999962"
24/11/2010 5.00,"4,17021155","9,24733829","1,00360789","40,83707145","0,9405216","11,39999962"
24/11/2010 6.00,"4,38694035","8,86836077","0,97303713","44,83197915","0,73137555","11,39999962"
24/11/2010 7.00,"4,49891612","15,10592617","0,97469609","47,1902886","0,72598545","11,39999962"
24/11/2010 8.00,"5,03170717","39,4994344","1,09551591","31,85526225","1,0714095","11,39999962"
24/11/2010 9.00,"4,72648106","44,66755128","1,15314147","31,52684535","1,2097215","11,39999962"
24/11/2010 10.00,"5,60964894","38,46242296","1,16716341","41,6479392","2,052306","11,39999962"
24/11/2010 11.00,"5,39292014","25,0826676","1,01020296","53,1772437","1,6155045","11,39999962"
24/11/2010 12.00,"4,70480777","23,67966112","1,00534491","56,66400495","1,10853","11,39999962"
24/11/2010 13.00,"4,76260286","24,66994328","1,02039321","59,5872186","1,02000015","11,39999962"
24/11/2010 14.00,"4,76260286","27,30982256","1,09776785","60,95896065","1,113615","11,39999962"
24/11/2010 15.00,"5,45793899","14,57639968","0,97011414","68,65958085","2,31992955","11,39999962"
24/11/2010 16.00,"4,78246894","15,01377924","1,00676737","68,5176765","1,10044485","11,39999962"
24/11/2010 17.00,"4,45918295","33,6642016","1,11656746","51,16762035","1,7365275","11,39999962"
24/11/2010 18.00,"4,77524519","39,1100556","1,09839928","46,08072945","2,042136","11,39999962"
24/11/2010 19.00,"4,7030026","23,37465888","1,01288945","48,80933085","1,6144875","11,39999962"
24/11/2010 20.00,"5,1509077","25,45126296","1,02612152","42,4885524","1,3897305","11,39999962"
24/11/2010 21.00,"4,37971559","23,93275256","1,02035477","42,70882035","1,273284","11,39999962"
24/11/2010 22.00,"4,71745112","21,64848616","0,99874984","40,63433955","1,429902","11,39999962"
24/11/2010 23.00,"5,12923442","20,74648104","0,98816349","36,00965025","1,1354805","11,39999962"
25/11/2010 0.00,"4,89805811","18,59071634","1,00826789","34,24327725","1,09149525","11,39999962"
25/11/2010 1.00,"4,773439","19,7497172","0,96817908","30,66596295","1,16955","17,60000038"
25/11/2010 2.00,"5,0425433","17,02548239","0,97347167","29,4658707","1,0074402","17,60000038"
25/11/2010 3.00,"5,03170717","7,96374386","0,98630764","36,20424255","0,9503865","17,60000038"
25/11/2010 4.00,"4,89805811","6,23757305","0,98761128","36,1272156","0,70422165","17,60000038"
25/11/2010 5.00,"4,75718429","7,88587192","1,00822828","34,44329595","0,7690554","17,60000038"
25/11/2010 6.00,"5,12381584","13,39533625","1,0524645","29,4780402","0,942759","17,60000038"
25/11/2010 7.00,"4,98836059","26,07553096","1,08133669","23,92354125","1,03769595","17,60000038"
25/11/2010 8.00,"5,51212068","46,27561976","1,25693831","16,71080628","1,35261","17,60000038"
25/11/2010 9.00,"5,01725865","55,0427516","1,32408308","19,96510215","1,719747","17,60000038"
25/11/2010 10.00,"5,49405977","39,62922096","1,20677807","28,6185144","2,3863905","17,60000038"
25/11/2010 11.00,"5,53921254","34,76218672","1,08422007","45,33336255","2,3884245","17,60000038"
25/11/2010 12.00,"5,62409746","23,71340792","1,03038658","56,04503625","1,75941","17,60000038"
25/11/2010 13.00,"5,53175895",,,,"1,176669","17,60000038"
25/11/2010 14.00,"5,420012","25,35262288","1,03500697","55,01793045","1,1853135","17,60000038"
25/11/2010 15.00,"5,55727243","25,77572936","0,96549259","53,54079255","1,4080365","17,60000038"
25/11/2010 16.00,"5,45252041","25,04502032","1,0103614","52,85423325","1,2392145","17,60000038"
25/11/2010 17.00,"5,91126165","40,12630272","1,06257553","43,47781305","1,151244","17,60000038"
25/11/2010 18.00,"5,66021825","49,62802496","1,21933677","29,02260165","1,601775","17,60000038"
25/11/2010 19.00,"5,93474113","60,21736928","1,34829411","24,90739545","2,769291","17,60000038"
25/11/2010 20.00,"5,48864222","37,81997184","1,07106722","30,51326565","2,5633485","17,60000038"
25/11/2010 21.00,"5,27913818","36,40140168","1,08378552","31,95660825","2,391984","17,60000038"
25/11/2010 22.00,"6,36458533","49,85125096","1,13520979","25,88586315","1,547874","17,60000038"
25/11/2010 23.00,"6,17855976","25,67838944","1,0397858","34,60413285","2,0843415","17,60000038"
26/11/2010 0.00,"5,23037405","19,57450152","1,04622359","44,7117006","2,216043","17,60000038"
26/11/2010 1.00,,"13,31097116","0,96490077","43,1480595","1,06912125","21,10000038"
26/11/2010 2.00,"5,38569639",,"1,03642827","46,6402272","1,07802","21,10000038"
26/11/2010 3.00,"5,27733199","27,85881512",,"53,3840055","1,0390689","21,10000038"
26/11/2010 4.00,"5,67827915","14,6399928","0,91924325","47,4727407","0,83673675","21,10000038"
26/11/2010 5.00,"5,07505272","10,51016649","0,86544821","44,83469235","0,707832","21,10000038"
26/11/2010 6.00,"4,91973038","13,48748318","0,9033643","42,0682458","0,8870274","21,10000038"
26/11/2010 7.00,"5,22314928","34,99711416","1,28798323","31,61199195","1,1266326","21,10000038"
26/11/2010 8.00,"5,79747969","63,45815192","1,46350562","17,08110023","2,341134","21,10000038"
26/11/2010 9.00,"7,20440766","93,92569984","2,53536271","16,36887924","4,189023","21,10000038"
26/11/2010 10.00,"6,54338614","73,4452736","1,80503236","30,0240318","7,162731","21,10000038"
26/11/2010 11.00,"6,855836","58,52624352","1,51252067","39,7464249","3,298131","21,10000038"
26/11/2010 12.00,"5,96725055","60,46656024","1,45540887","37,06512495","2,9060775","21,10000038"
26/11/2010 13.00,"6,04491071","53,12449936","1,32447685","42,34529145","3,2996565","21,10000038"
26/11/2010 14.00,"5,97628049","45,84473144","1,18272431","33,6418845","2,9091285","21,10000038"
26/11/2010 15.00,"5,25565972","43,61757648","1,0801915","30,4713507","2,4097815","21,10000038"
26/11/2010 16.00,"5,66383064","42,43001416","1,04152398","32,456655","1,395324","21,10000038"
26/11/2010 17.00,"5,35860554","33,57982504","1,03666593","44,34005205","1,7965305","21,10000038"
26/11/2010 18.00,"4,97391207","18,2376923","0,99215361","64,10786865","1,2839625","21,10000038"
26/11/2010 19.00,"5,58978185","16,67246027","0,87579691","66,9594219","1,6144875","21,10000038"
26/11/2010 20.00,"5,32970749","19,1371124","0,9398987","63,23751","1,04298435","21,10000038"
26/11/2010 21.00,"5,05879801","14,22727039","0,82658381","69,3961149","0,76951305","21,10000038"
26/11/2010 22.00,"5,50489693","15,6640122","0,82595238","62,5969155","0,75486825","21,10000038"
26/11/2010 23.00,"4,95946457","11,02801448","0,81607784","64,794408","0,746478","21,10000038"
27/11/2010 0.00,"5,33873845","10,04423312","0,76627176","66,1364046","0,81863415","21,10000038"
27/11/2010 1.00,"5,18341611","8,5309138","0,82591277","67,727058","0,7231887","33,20000076"
27/11/2010 2.00,"5,40014491","6,65289386","0,84186861","72,90178875","0,68266125","33,20000076"
27/11/2010 3.00,"5,45252041","6,63082938","0,846609","67,49190735","0,611217","33,20000076"
27/11/2010 4.00,"5,35499316","5,19927674","0,82358277","64,2889548","0,6175224","33,20000076"
27/11/2010 5.00,"5,54101772","5,13178697","0,83843303","64,69304205","0,5604687","33,20000076"
27/11/2010 6.00,"5,71620715","8,69963633","0,83152108","58,6114641","0,53458605","33,20000076"
27/11/2010 7.00,"6,05213547","17,73671771","0,86746366","51,1851963","0,6982722","33,20000076"
27/11/2010 8.00,"7,24955839","57,51389688","1,06486592","22,00175775","0,9720486","33,20000076"
27/11/2010 9.00,"6,29956649","62,72226136","1,25097467","17,75683466","1,7965305","33,20000076"
27/11/2010 10.00,"6,9082115","58,94673056","1,38664475","24,8195556","2,544534","33,20000076"
27/11/2010 11.00,"7,15383734","51,4762024","1,30694127","35,8974714","3,404916","33,20000076"
27/11/2010 12.00,"6,37361528","41,32552824","1,18675288","42,39799935","1,936368","33,20000076"
27/11/2010 13.00,"6,77998102","45,69158024","1,19749651","43,2967269","1,416681","33,20000076"
27/11/2010 14.00,"6,27608803","33,83031616","1,14208212","48,2376636","1,7314425","33,20000076"
27/11/2010 15.00,"6,79804192","38,84920144","1,08500994","44,53061445","1,7619525","33,20000076"
27/11/2010 16.00,"6,96961796","46,28600192","1,11877863","36,9759285","1,269216","33,20000076"
27/11/2010 17.00,"7,00032119","57,94868568","1,35485073","21,80038245","3,4145775","33,20000076"
27/11/2010 18.00,"7,2134376","68,6171868","1,6038357","15,97830612","3,388644","33,20000076"
27/11/2010 19.00,"6,86305975","75,2454216","1,71474253","15,53232786","3,754764","33,20000076"
27/11/2010 20.00,"5,76316408","76,79897896","1,54463156","20,71246905","4,213431","33,20000076"
27/11/2010 21.00,"6,45669502","82,2928624","1,50533262","20,8408473","3,3322005","33,20000076"
27/11/2010 22.00,"6,53616137","89,18847128","1,50797833","24,69792045","2,60352","33,20000076"
27/11/2010 23.00,"6,35736056","76,7029392","1,36440839","25,50609495","4,4895465","33,20000076"
28/11/2010 0.00,"5,81192821","57,33738104","1,30184556","33,79188855","3,2030415","33,20000076"
28/11/2010 1.00,,"33,6577008","1,07643903","46,9024101","2,4880905","25,20000076"
28/11/2010 2.00,"5,37305305",,"1,06415527","43,6791684","1,9765395","25,20000076"
28/11/2010 3.00,"5,6710554","39,88749392",,"47,61193185","2,122479","25,20000076"
28/11/2010 4.00,"6,00517753","34,02111464","1,04800138","39,98564535","1,8880605","25,20000076"
28/11/2010 5.00,"5,0425433","21,86004896","0,98267401","44,92658205","2,0975625","25,20000076"
28/11/2010 6.00,"5,6150665","15,08516376","0,96079298","55,5923109","1,092258","25,20000076"
28/11/2010 7.00,"5,60784275","14,4232523","0,97753985","54,928734","1,0225935","25,20000076"
28/11/2010 8.00,"5,56991577","12,83984289","0,97524946","55,5923109","0,95125095","25,20000076"
28/11/2010 9.00,"5,89139557","18,29869275","1,06328735","49,86616215","1,49499","25,20000076"
28/11/2010 10.00,"5,22676166","23,86655912","1,13078628","49,3147641","1,251927","25,20000076"
28/11/2010 11.00,"5,06963415","28,24557448","1,19559989","51,3825018","2,034","25,20000076"
28/11/2010 12.00,"5,48683602","29,92243672","1,24335208","49,39450425","2,5165665","25,20000076"
28/11/2010 13.00,"5,17438616","43,40343248","1,35117632","41,9844558","2,4646995","25,20000076"
28/11/2010 14.00,"5,30081147","39,91475904","1,22549962","43,55214675","2,899467","25,20000076"
28/11/2010 15.00,"4,90708805","22,53104624","1,02066932","50,26484295","1,9348425","25,20000076"
28/11/2010 16.00,"5,4543266","23,26823696","1,04586943","47,94980505","1,04166225","25,20000076"
28/11/2010 17.00,"5,26468966","36,38713816","1,15420744","35,4258135","2,402154","25,20000076"
28/11/2010 18.00,"5,53560016","58,41072048","1,44028135","24,9344277","1,8351765","25,20000076"
28/11/2010 19.00,"5,3134538","57,90713792","1,53064923","28,66445925","2,9020095","25,20000076"
28/11/2010 20.00,"4,954046","37,56039872","1,09054019","34,08786675","2,7270855","25,20000076"
28/11/2010 21.00,"4,34720616","31,9678752","1,02146035","38,27062365","1,1792115","25,20000076"
28/11/2010 22.00,"4,2352304","20,95802472","0,94772051","45,422559","0,96945525","25,20000076"
28/11/2010 23.00,"3,72411264","24,68422592","0,97659154","40,72894245","0,85789035","25,20000076"
29/11/2010 0.00,"4,37429803","15,9573283","0,9199539","45,41986575","0,8492967","25,20000076"
29/11/2010 1.00,"5,27010824","10,58284352","0,88973963","51,3865716","0,59184315","19,39999962"
29/11/2010 2.00,"4,87277244","5,95074437","0,86402691","58,7385057","0,2769291","19,39999962"
29/11/2010 3.00,"4,9721069","3,36668019","0,86537016","63,39294045","0,6595245","19,39999962"
29/11/2010 4.00,"5,27913818","2,97861685","0,87970781","64,68494235","0,4404627","19,39999962"
29/11/2010 5.00,"5,22134411","3,30827624","0,87153184","62,69828145","0,4293774","19,39999962"
29/11/2010 6.00,"5,62951502","7,97931901","0,91359533","57,1329696","0,4806342","19,39999962"
29/11/2010 7.00,"4,83303927","16,06375595","0,95226285","46,0550538","0,7181037","19,39999962"
29/11/2010 8.00,"4,69397164","15,24090572","0,95135415","54,5314098","0,92175795","19,39999962"
29/11/2010 9.00,"4,30024924","19,18124136","1,03200593","51,29330535","0,8264142","19,39999962"
29/11/2010 10.00,"4,68132931","22,87627696","0,98638686","53,02588305","1,1253105","19,39999962"
29/11/2010 11.00,"4,93056652","18,93984562","0,97434076","57,62084685","0,8134983","19,39999962"
29/11/2010 12.00,"5,29719908","19,9755244","0,96790297","59,24529555","0,810549","19,39999962"
29/11/2010 13.00,"4,95585219","27,84065112","0,98314816","53,98811145","0,362052","19,39999962"
29/11/2010 14.00,"5,02990097","28,3403332","0,97493375","55,9815354","1,0111014","19,39999962"
29/11/2010 15.00,"5,83540769","20,3402384","0,91383183","60,3778371","1,13176845","19,39999962"
29/11/2010 16.00,"6,0647778","29,66674496","0,94542896","49,9688847","0,6552531","19,39999962"
29/11/2010 17.00,"6,494622","38,88164808","1,03255931","43,96028385","0,9972702","19,39999962"
29/11/2010 18.00,"6,37000391","36,02890584","1,05625657","52,47853485","1,1405655","19,39999962"
29/11/2010 19.00,"6,38264624","27,93409056","1,00625477","60,0169815","1,26967365","19,39999962"
29/11/2010 20.00,"6,23093628","52,78963168","1,21795508","42,7047705","1,37157705","19,39999962"
29/11/2010 21.00,"6,46030639","30,32217856","1,01889269","51,4149405","1,73871405","19,39999962"
29/11/2010 22.00,"5,6150665","33,07236112","1,01699724","41,5208976","1,584486","19,39999962"
29/11/2010 23.00,"5,63312741","26,92174392","1,04792216","46,74159315","1,233621","19,39999962"
30/11/2010 0.00,"4,90889425","13,82232982","0,95786999","61,17653535","0,8793999","19,39999962"
30/11/2010 1.00,,"11,37583978","0,93219805","55,1409222","0,6937974",16
30/11/2010 2.00,"4,80052985",,"0,90099469","56,3869593","0,62520075",16
30/11/2010 3.00,"4,71564492","27,66543544",,"55,5058077","0,6551514",16
30/11/2010 4.00,"5,54101772","18,60239292","0,87350652","63,58078965","0,7335621",16
30/11/2010 5.00,"5,01906382","9,74702037","0,90770975","52,4636721","0,43247925",16
30/11/2010 6.00,"5,22495649","9,43942546","0,90929066","48,7404036","0,4968045",16
30/11/2010 7.00,"4,93779128","15,67439818","0,95842337","43,5048453","0,7049844",16
30/11/2010 8.00,"5,0244824","30,40005432","1,10270512","59,0034018","0,98654085",16
30/11/2010 9.00,"5,67286058","51,598188","1,23805948","40,05726585","1,1568375",16
30/11/2010 10.00,"5,40736866","33,67848424","1,07019929","37,9949346","2,2348575",16
30/11/2010 11.00,"5,27733199","30,68557328","1,00988724","42,7710045","1,2963699",16
30/11/2010 12.00,"5,53921254","25,88993312","0,98559699","44,5035822","1,15098975",16
30/11/2010 13.00,"5,69092148","32,51168624","1,05716527","41,75876145","1,0443573",16
30/11/2010 14.00,"5,56630339","39,63310232","1,2242752","40,78572015","1,8667035",16
30/11/2010 15.00,"5,04796188","33,21383","1,07580644","38,3747028","2,0019645",16
30/11/2010 16.00,"4,75899048","35,84592744","1,07217397","34,83252045","1,55514555",16
30/11/2010 17.00,"5,14548913","49,85125096","1,24208805","25,91830185","2,4046965",16
30/11/2010 18.00,"5,06963415","61,03241664","1,3868428","19,62185043","2,406222",16
30/11/2010 19.00,"5,56088481","65,70087056","1,64819191","16,37429168","2,558772",16
30/11/2010 20.00,"5,40917485","65,49970904","1,62966724","18,02171679","3,6576405",16
30/11/2010 21.00,"5,71078858","68,05001112","1,53953702","17,00811914","3,775104",16
30/11/2010 22.00,"5,69272767","59,2763976","1,55292636","14,19032328","2,537415",16
30/11/2010 23.00,"5,6349336","48,51315688","1,39253033","14,28493416","3,6657765",16
01/12/2010 0.00,"6,19481447","57,95256704","1,52737209","13,79569632","2,950317",16
01/12/2010 1.00,"5,25746489","49,62802496","1,26088766","14,99174072","2,7677655","53,59999084"
01/12/2010 2.00,"4,94862742","36,40012064","1,18264509","15,26203529","2,211975","53,59999084"
01/12/2010 3.00,"4,19549722","24,80233016","1,05756021","16,59727682","2,363508","53,59999084"
01/12/2010 4.00,"4,19549722","23,26953712","1,02975399","17,24868222","1,232604","53,59999084"
01/12/2010 5.00,"4,40680745","18,7153099","0,97876427","20,89357515","1,02559365","53,59999084"
01/12/2010 6.00,"4,4844676","21,04368232","1,01257257","20,2786563","1,39028985","53,59999084"
01/12/2010 7.00,"4,45737676","36,40920264","1,21175378","16,27833417","1,2595545","53,59999084"
01/12/2010 8.00,"4,94140367","57,46456728","1,71055669","14,75117963","3,013371","53,59999084"
01/12/2010 9.00,"6,67342281","78,9313752","2,63047098","15,33366576","2,233332","53,59999084"
01/12/2010 10.00,"5,94196488","73,13769016","2,42343067","15,01201989","7,1012025","53,59999084"
01/12/2010 11.00,"5,22134411","71,89821704","2,02530474","15,17959989","8,102439","53,59999084"
01/12/2010 12.00,"4,73009344","71,98905616","1,66142281","18,05820135","4,9797405","53,59999084"
01/12/2010 13.00,"4,85290636","57,809798","1,44482368","28,7982639","5,17398852","53,59999084"
01/12/2010 14.00,"4,22078188","34,19373","1,27818791","34,8082014","2,614707","53,59999084"
01/12/2010 15.00,"4,55851639","29,97564768","1,03125567","42,88992645","3,387627","53,59999084"
01/12/2010 16.00,"3,48390639","24,20918952","0,94688987","49,8323868","2,162142","53,59999084"
01/12/2010 17.00,"3,29968701","30,03664048","0,95502623","42,9034326","1,8667035","53,59999084"
01/12/2010 18.00,"3,09921292","35,70185824","1,09496253","46,661853","2,291301","53,59999084"
01/12/2010 19.00,"3,10101911","26,58689536","1,00163322","56,4207546","2,097054","53,59999084"
01/12/2010 20.00,"3,78190671","18,2571622","0,9441661","66,80267475","1,702458","53,59999084"
01/12/2010 21.00,"3,86679265","28,38186184","0,97556518","57,6897741","1,6155045","53,59999084"
01/12/2010 22.00,"3,67173714","18,59461108","0,91319923","64,65789015","1,523466","53,59999084"
01/12/2010 23.00,"4,02392017","15,42650165","0,93342247","63,12940095","1,336338","53,59999084"
02/12/2010 0.00,"3,60852449","17,68999034","0,9187691","54,0773079","1,409562","53,59999084"
02/12/2010 1.00,,"12,63088232","0,90759209","52,25824695","1,875348",28
02/12/2010 2.00,"3,85956788",,"0,89866469","49,70129535","1,355661",28
02/12/2010 3.00,"4,15395684","24,6387968",,"44,56305315","1,3348125",28
02/12/2010 4.00,"4,65965704","10,76454279","0,89522911","42,07365225","1,27125",28
02/12/2010 5.00,"1,96139027","8,84759454","0,8940443","43,70891385","1,569231",28
02/12/2010 6.00,"0,87594312","9,98972391","0,89902118","49,47965085","1,1446335",28
02/12/2010 7.00,"2,91138217","21,48365264","0,93456766","44,6454666","1,5778755",28
02/12/2010 8.00,"1,6706137","51,31915072","1,10471824","34,80008175","1,791954",28
02/12/2010 9.00,"4,2857997","82,44991408","1,67370657","22,03283985","1,9206045",28
02/12/2010 10.00,"5,29178051","79,79057064","1,68547657","34,20545205","4,28157",28
02/12/2010 11.00,"5,30803522","51,80064968","1,40113968","48,34577265","3,3149115",28
02/12/2010 12.00,"3,88304736","44,24054432","1,11893823","51,821721","3,062187",28
02/12/2010 13.00,"3,99863552","39,02699832","1,11526382","58,90067925","2,3213025",28
02/12/2010 14.00,"4,24064897","22,62448568","0,9659283","68,2852191","1,908909",28
02/12/2010 15.00,"4,10338753","31,43056496","0,99795881","60,7629918","1,763478",28
02/12/2010 16.00,"3,68979804","42,17952304","1,00305452","48,7376904","2,4657165",28
02/12/2010 17.00,"4,64159614","67,9955","1,46077952","32,62964145","2,2267215",28
02/12/2010 18.00,"4,92876134","84,24488056","1,5700274","19,93403202","3,1165965",28
02/12/2010 19.00,"4,48627379","72,29017704","1,29366959","25,111464","4,0288455",28
