,Foggia,,,,,
,Manfredonia Liceo Scientifico Via dei mandorli,,,,,
Parm,SO2,NO2,CO,O3,BENZENE,PM10



27/03/2010 20.00,"7,18815295","18,43497629","1,28454648","81,1808592","0,911232","27,60000038"
27/03/2010 21.00,"7,31818962","35,44228512","1,37293969","66,99998025","1,13349735","27,60000038"
27/03/2010 22.00,"6,71857456","20,94374208","1,26740467","62,6631495","0,95765805","27,60000038"
27/03/2010 23.00,"7,02018828","14,00663324","1,2036582","67,0080999","0,8368893","27,60000038"
28/03/2010 0.00,"5,88055842","8,0247443","1,1953634","71,1070668","0,656982","27,60000038"
28/03/2010 1.00,"7,70649344","6,12336164","1,20247223","66,8161809","0,61920045",14
28/03/2010 2.00,"5,91848642","8,31806231","1,21728404","51,04193535","0,5514174",14
28/03/2010 3.00,"6,85041742","10,31808123","1,22478897","48,9282528","0,66679605",14
28/03/2010 4.00,"6,57589556","12,46736043","1,25523974","53,3772624","0,72547695",14
28/03/2010 5.00,"7,13397024","5,47831785","1,22123455","51,7636266","0,68001705",14
28/03/2010 6.00,"6,89015059","7,46276544","1,24520792","47,03757135","0,65794815",14
28/03/2010 7.00,"7,09604326","9,12274281","1,24402312","45,65906625","0,6425406",14
28/03/2010 8.00,"6,80707186","8,62046806","1,24911883","57,46407975","0,73035855",14
28/03/2010 9.00,"7,50602037","10,88914783","1,28964219","58,5506565","0,757665",14
28/03/2010 10.00,"6,43321554","10,61788666","1,30125374","71,1597747","1,4415975",14
28/03/2010 11.00,"7,53852979","13,17080435","1,32064633","66,4485822","0,97759125",14
28/03/2010 12.00,"7,94670071","16,26622719","1,30626907","73,92215145","1,04054355",14
28/03/2010 13.00,"7,7335853","16,01963082","1,30571686","79,184742","1,0906308",14
28/03/2010 14.00,"7,70468827","7,49391383","1,22834338","84,22704465","0,85829715",14
28/03/2010 15.00,"7,55117212","6,33621122","1,24738065","85,20279915","0,71144235",14
28/03/2010 16.00,"7,25317078","12,52316215","1,29280167","78,03600105","0,70656075",14
28/03/2010 17.00,"7,40849312","22,15985056","1,39493955","75,9669267","0,98826975",14
28/03/2010 18.00,"6,98587267","39,25802528","1,42080954","66,110709","1,3470165",14
28/03/2010 19.00,"6,90279394","34,99451384","1,33415451","61,1319471","1,831617",14
28/03/2010 20.00,"6,58131312","43,31647472","1,38245774","35,13931155","1,114632",14
28/03/2010 21.00,"6,3158212","67,81898416","1,51528521","19,62590028","1,69839",14
28/03/2010 22.00,"6,34291205","55,06481608","1,44423186","19,64617148","1,732968",14
28/03/2010 23.00,"6,07561394","32,86599896","1,31243192","31,8363297","1,7741565",14
29/03/2010 0.00,"6,10089961","40,18989584","1,3930837","30,0983655","1,989252",14
29/03/2010 1.00,,"17,37850834","1,25926831","32,74722675","1,3348125","24,70000076"
29/03/2010 2.00,"6,20384441",,"1,21396612","30,9997863","0,90192645","24,70000076"
29/03/2010 3.00,"6,69870746","15,33305265",,"48,8971707","0,5850801","24,70000076"
29/03/2010 4.00,"7,51324514","9,45759519","1,2062643","50,3986476","0,8309907","24,70000076"
29/03/2010 5.00,"7,25497697","8,97348826","1,21104313",,"0,71998515","24,70000076"
29/03/2010 6.00,"7,11410315","11,3356113","1,23956","46,4185827","0,59692815","24,70000076"
29/03/2010 7.00,"6,74024784","23,028128","1,34481892","36,78674265","0,7346808","24,70000076"
29/03/2010 8.00,"7,15744972","58,84550928","1,653721","20,75707725","1,24018065","24,70000076"
29/03/2010 9.00,"3,06128594","36,20542168","1,47954068","33,16617675","2,5857225","24,70000076"
29/03/2010 10.00,"5,84443763","26,47009128","1,43001187","51,133845","1,9734885","24,70000076"
29/03/2010 11.00,"4,3237277","26,55056736","1,3933202","61,14276","1,4893965","24,70000076"
29/03/2010 12.00,"2,60435089","32,90234608","1,55027948","61,44817455","1,551942","24,70000076"
29/03/2010 13.00,"2,52307733","48,15624384","1,66746567","62,1685092","2,828277","24,70000076"
29/03/2010 14.00,"2,25939161","25,23451864","1,32305555","79,394217","2,209941","24,70000076"
29/03/2010 15.00,"2,691042","29,82639696","1,3806415","77,2764846","1,3032855","24,70000076"
29/03/2010 16.00,"2,74702989","26,72836424","1,35204658","71,8625334","1,628217","24,70000076"
29/03/2010 17.00,"2,9059636","26,82180368","1,41595149","77,3791872","1,3927815","24,70000076"
29/03/2010 18.00,"3,20938351","44,90505992","1,53503429","71,69090355","1,755342","24,70000076"
29/03/2010 19.00,"3,76384683","47,53065656","1,56220792","68,39604135","2,407239","24,70000076"
29/03/2010 20.00,"2,88609752","49,08681424","1,57599103","70,0907739","2,1524805","24,70000076"
29/03/2010 21.00,"3,53989427","54,48725824","1,55703415","63,429429","1,8890775","24,70000076"
29/03/2010 22.00,"2,87887275","48,80257632","1,41721551","44,8792806","2,4240195","24,70000076"
29/03/2010 23.00,"4,99739155","27,5654952","1,31250997","41,62362015","1,496007","24,70000076"
30/03/2010 0.00,"5,45071422","19,09688583","1,29730439","37,23541815","1,251927","24,70000076"
30/03/2010 1.00,"6,82513277","9,08640334","1,21491443","39,73427535","0,93619935","32,90000153"
30/03/2010 2.00,"6,91001769","5,98968034","1,22044352","50,78920875","0,7687503","32,90000153"
30/03/2010 3.00,"6,52171285","6,09870258","1,22628832","42,39935595","0,9186561","32,90000153"
30/03/2010 4.00,"5,80650963","6,61006315","1,23493845","31,54037145","1,0073385","32,90000153"
30/03/2010 5.00,"6,14966272","9,91574481","1,22087806","32,27285565","0,9381825","32,90000153"
30/03/2010 6.00,"6,38806379","20,211752","1,41354227","26,9183754","1,04257755","32,90000153"
30/03/2010 7.00,"6,94072092","49,82918648","1,93908425","14,0240939","0,9971685","32,90000153"
30/03/2010 8.00,"7,07436997","52,409354","1,96523035","25,7439588","2,396052","32,90000153"
30/03/2010 9.00,"7,15022495","39,594174","1,87711324","29,6456202","4,043592","32,90000153"
30/03/2010 10.00,"6,67884138","42,47674344","1,68073735","27,398133","2,69505","32,90000153"
30/03/2010 11.00,"6,30859745","49,74482904","1,69910241","33,2215779","2,5277535","32,90000153"
30/03/2010 12.00,"6,89015059","53,62028096","1,7830325","37,892232","3,107952","32,90000153"
30/03/2010 13.00,"7,76428853","57,95516736","1,81703885","42,866964","2,577078","32,90000153"
30/03/2010 14.00,"7,20801903","26,94252736","1,40540591","58,6655286","3,560517","32,90000153"
30/03/2010 15.00,"7,31096485","44,41836032","1,49016548","55,52067045","1,8331425","32,90000153"
30/03/2010 16.00,"6,81971419","32,0262868","1,49071886","68,63795505","2,7199665","32,90000153"
30/03/2010 17.00,"7,02560584","33,8601816","1,47326133","67,7946486","2,0273895","32,90000153"
30/03/2010 18.00,"6,49281581","34,29106992","1,4814373","65,506623","1,7782245","32,90000153"
30/03/2010 19.00,"7,22788612","37,6499568","1,52077469","58,16548185","1,8544995","32,90000153"
30/03/2010 20.00,"7,25858935","45,87975928","1,60727245","51,70144245","1,97298","32,90000153"
30/03/2010 21.00,"7,17550961","42,17564168","1,49008743","51,4473792","2,391984","32,90000153"
30/03/2010 22.00,"6,33207591","24,88538744","1,32739984","50,7946152","2,167227","32,90000153"
30/03/2010 23.00,"6,59395544","13,88982151","1,25334428","46,56184365","1,197009","32,90000153"
31/03/2010 0.00,"6,59756783","14,88269443","1,23647974","37,69897635","0,9166221","32,90000153"
31/03/2010 1.00,,"16,73215674","1,25678103","35,70557235","0,9323856","30,39999962"
31/03/2010 2.00,"5,80470446",,"1,18639756","61,91983245","0,7818696","30,39999962"
31/03/2010 3.00,"5,9040379","15,97679819",,"65,189019","0,8553987","30,39999962"
31/03/2010 4.00,"5,62770985","7,78723375","1,18031509","70,4381034","0,9210969","30,39999962"
31/03/2010 5.00,"5,81915196","8,16231844","1,22111456",,"0,62845515","30,39999962"
31/03/2010 6.00,"6,03226838","16,65558496","1,2987653","52,7163987","0,67889835","30,39999962"
31/03/2010 7.00,"6,31943358","30,9360644","1,3826954","39,3572004","0,8828577","30,39999962"
31/03/2010 8.00,"6,87931446","41,14513104","1,47788289","43,85622465","1,3521015","30,39999962"
31/03/2010 9.00,"6,59034408","11,20842124","1,24947299","69,49748085","1,1111742","30,39999962"
31/03/2010 10.00,"6,3862576","13,58611943","1,27676544","70,4975544","0,73564695","30,39999962"
31/03/2010 11.00,"6,80165329","13,83920514","1,26013856","73,46537625","0,72639225","30,39999962"
31/03/2010 12.00,"7,04908532","13,61987006","1,26709012","75,28174395","0,8102439","30,39999962"
31/03/2010 13.00,"7,28387401","15,15914478","1,29781816","77,68057185","0,82412595","30,39999962"
31/03/2010 14.00,"6,55241608","10,41541542","1,25180299","83,2350708","0,7702758","30,39999962"
31/03/2010 15.00,"7,13938882","11,7678017","1,25887454","82,6052892","0,6229125","30,39999962"
31/03/2010 16.00,"7,48795946","10,39335094","1,24437844","84,21487515","0,7530885","30,39999962"
31/03/2010 17.00,"7,50602037","11,26163029","1,2510935","85,039269","0,6921702","30,39999962"
31/03/2010 18.00,"7,72455434","15,24480046","1,30741543","77,9049096","0,9351315","30,39999962"
31/03/2010 19.00,"7,4283592","18,84639471","1,31302374","69,72586845","0,85046625","30,39999962"
31/03/2010 20.00,"7,48615327","20,612794","1,31657815","67,6162557","0,96721785","30,39999962"
31/03/2010 21.00,"6,66258667","21,43434216","1,31721075","57,36002055","0,9025875","30,39999962"
31/03/2010 22.00,"7,18995812","11,77947828","1,25638493","62,8063905","0,9563868","30,39999962"
31/03/2010 23.00,"6,59034408","12,78792444","1,24844779","57,0505362","0,71571375","30,39999962"
01/04/2010 0.00,"6,89737536","7,99748874","1,22518274","58,52091105","0,69557715","30,39999962"
01/04/2010 1.00,"6,85764219","4,90465858","1,19840405","63,4240026","0,6394896","25,20000076"
01/04/2010 2.00,"6,80345948","3,54708504","1,2068969","68,70147585","0,51709365","25,20000076"
01/04/2010 3.00,"6,70773842","3,04870121","1,20452729","66,5620977","0,4908042","25,20000076"
01/04/2010 4.00,"6,23816003","3,73267906","1,19753612","63,9254259","0,4767696","25,20000076"
01/04/2010 5.00,"6,67161662","3,86116928","1,20097171","72,15984825","0,44173395","25,20000076"
01/04/2010 6.00,"6,66078048","8,33623205","1,22940936","67,7824791","0,4706676","25,20000076"
01/04/2010 7.00,"7,16647966","26,4077792","1,34094762","53,69620305","0,6900345","25,20000076"
01/04/2010 8.00,"7,59271148","51,85127944","1,91242323","34,20138225","1,00769445","25,20000076"
01/04/2010 9.00,"6,27066945","59,05447176","1,90183804","33,3040113","3,560517","25,20000076"
01/04/2010 10.00,"7,54214217","40,34694752","1,59404154","44,2711248","2,5460595","25,20000076"
01/04/2010 11.00,"7,73719667","39,29307224","1,54790987","53,84215725","2,2704525","25,20000076"
01/04/2010 12.00,"7,34528047","41,34111104","1,53029391","61,9820166","2,134683","25,20000076"
01/04/2010 13.00,"6,77456244","41,85765696","1,50517534","63,5118624","1,8992475","25,20000076"
01/04/2010 14.00,"7,7678999","28,69464592","1,33371996","75,1763082","1,6175385","25,20000076"
01/04/2010 15.00,"7,54214217","21,3811312","1,32313477","84,0013503","1,2270105","25,20000076"
01/04/2010 16.00,"7,37959506","18,37656851","1,33368035","86,68265025","1,0443573","25,20000076"
01/04/2010 17.00,"7,64689419","29,68750928","1,43340901","81,1754328","1,1853135","25,20000076"
01/04/2010 18.00,"7,86723436","34,6376008","1,92739348","74,99522205","1,843821","25,20000076"
01/04/2010 19.00,"8,06228987","60,88186576","1,57733544","53,6205327","1,869246","25,20000076"
01/04/2010 20.00,"7,93586457","69,03251144","1,72449824","41,05735935","3,1226985","25,20000076"
01/04/2010 21.00,"7,30012872","43,69805256","1,4180846","51,91227405","2,190618","25,20000076"
01/04/2010 22.00,"7,47170475","18,71661198","1,28474453","62,1374271","1,202094","25,20000076"
01/04/2010 23.00,"7,45003248","13,3148659","1,29532855","67,2540435","1,2046365","25,20000076"
02/04/2010 0.00,"6,40793089","12,15197221","1,26238934","60,8156997","1,0067283","25,20000076"
02/04/2010 1.00,,"7,98321184","1,24378662","52,2028458","0,94484385","24,70000076"
02/04/2010 2.00,"5,96544334",,"1,21680988","54,21246915","0,9490644","24,70000076"
02/04/2010 3.00,"6,37180908","15,23700906",,"59,46829665","0,6595245","24,70000076"
02/04/2010 4.00,"6,25441474","8,13506288","1,21033248","59,0452968","0,6596262","24,70000076"
02/04/2010 5.00,"6,98767886","6,892999","1,211833",,"0,59652135","24,70000076"
02/04/2010 6.00,"6,74927779","9,79763674","1,24094286","64,1619132","0,7981416","24,70000076"
02/04/2010 7.00,"6,80345948","21,97555288","1,33470672","55,79366625","0,79585335","24,70000076"
02/04/2010 8.00,"6,62104731","33,01006816","1,38743578","50,02428585","0,97718445","24,70000076"
02/04/2010 9.00,"6,76914488","23,92885208","1,3315484","60,633237","1,3221","24,70000076"
02/04/2010 10.00,"6,43141037","20,92299688","1,36496177","67,27568925","1,7070345","24,70000076"
02/04/2010 11.00,"6,63188344","18,06766962","1,35864164","82,0376718","2,0253555","24,70000076"
02/04/2010 12.00,"5,75594033","23,03592896","1,38312994","80,96326455","2,030949","24,70000076"
02/04/2010 13.00,"6,91724246","27,71604608","1,43933304","76,11557415","2,0894265","24,70000076"
02/04/2010 14.00,"4,79330508","30,3818712","1,33182334","81,7984713","2,2907925","24,70000076"
02/04/2010 15.00,"5,31706516","21,29677376","1,33988165","90,324822","2,2307895","24,70000076"
02/04/2010 16.00,"7,10868559","33,24497648","1,50106639","82,20120195","2,1789225","24,70000076"
02/04/2010 17.00,"7,1953767","38,48060608","1,50371327","74,2235361","2,3650335","24,70000076"
02/04/2010 18.00,"7,46809237","39,30473544","1,47452536","75,5655327","2,47131","24,70000076"
02/04/2010 19.00,"7,51324514","49,99271984","1,57484584","67,88923155","3,7013715","24,70000076"
02/04/2010 20.00,"7,82750119","66,26544592","1,68859644","46,1685693","3,898161","24,70000076"
02/04/2010 21.00,"7,74442144","27,93797192","1,32246373","49,8296736","2,77641","24,70000076"
02/04/2010 22.00,"7,5367236","23,20204352","1,27668622","48,655257","2,2033305","24,70000076"
02/04/2010 23.00,"7,37959506","17,40316358","1,25354117","44,55898335","2,3619825","24,70000076"
03/04/2010 0.00,"6,83416271","16,81133648","1,27897778","45,23065995","2,4992775","24,70000076"
03/04/2010 1.00,"7,2676193","19,56930088","1,30358374","34,39194465","2,148921","23,89999962"
03/04/2010 2.00,"6,87209071","18,55308053","1,25073701","37,8287112","2,5155495","23,89999962"
03/04/2010 3.00,"6,59756783","16,46220719","1,26120454","32,037705","1,7965305","23,89999962"
03/04/2010 4.00,"7,11590934","9,83008338","1,22162832","26,49401895","1,85094","23,89999962"
03/04/2010 5.00,"7,43558396","9,86253002","1,21179339","23,2572711","1,7639865","23,89999962"
03/04/2010 6.00,"7,55117212","18,5387998","1,27795025","16,67566037","1,9511145","23,89999962"
03/04/2010 7.00,"7,86723436","30,54930504","1,39734877","13,76326361","2,4331725","23,89999962"
03/04/2010 8.00,"8,60230365","59,11676472","1,83801235","14,03625941","2,79675","23,89999962"
03/04/2010 9.00,"8,64203784","55,51906904","1,82869118","29,7942876","3,271689","23,89999962"
03/04/2010 10.00,"8,23205972","36,04708896","1,54056338","45,3739209","3,5539065","23,89999962"
03/04/2010 11.00,"7,91960986","37,53835336","1,56682831","53,81107515","2,7697995","23,89999962"
03/04/2010 12.00,"7,27123168","49,18675448","1,64558464","58,0235775","3,5081415","23,89999962"
03/04/2010 13.00,"7,61257858","40,19639664","1,49510275","73,85188755","2,8653975","23,89999962"
03/04/2010 14.00,"7,63605704","13,81065324","1,2869557","90,93974085","3,23406","23,89999962"
03/04/2010 15.00,"7,4987956","13,68605776","1,28130778","93,19939755","2,934045","23,89999962"
03/04/2010 16.00,"7,62341471","13,65230714","1,32183114","98,20385505","2,800818","23,89999962"
03/04/2010 17.00,"6,85222361","24,39218704","1,35966917","93,539964","2,8969245","23,89999962"
03/04/2010 18.00,"6,34652443","29,87830776","1,43992602","88,83282135","2,5806375","23,89999962"
03/04/2010 19.00,"6,43682793","52,35356184","1,60431102","69,0096036","2,329947","23,89999962"
03/04/2010 20.00,"7,22788612","72,37711568","1,74886771","54,12596595","3,1898205","23,89999962"
03/04/2010 21.00,"6,90098774","59,64499296","1,53380988","58,9601502","3,1643955","23,89999962"
03/04/2010 22.00,"6,81068425","48,6987356","1,48570237","64,90926015","2,8765845","23,89999962"
03/04/2010 23.00,"6,12257188","35,69405728","1,3317849","62,5793595","3,4898355","23,89999962"
04/04/2010 0.00,"5,57894571","28,64661648","1,33293009","58,1938707","2,1707865","23,89999962"
04/04/2010 1.00,,"25,01907448","1,32660997","50,6351349","2,314692","23,70000076"
04/04/2010 2.00,"5,64757592",,"1,2908666","41,8438881","2,80692","23,70000076"
04/04/2010 3.00,"6,05213547","40,93356824",,"42,84803145","1,963827","23,70000076"
04/04/2010 4.00,"5,63673979","26,60507848","1,2760944","37,4813817","1,9175535","23,70000076"
04/04/2010 5.00,"5,80831583","19,63809464","1,26219129",,"1,8026325","23,70000076"
04/04/2010 6.00,"5,67466677","20,03265496","1,26799765","35,29336545","2,249604","23,70000076"
04/04/2010 7.00,"6,46933735","20,799692","1,22194404","39,20583975","2,1260385","23,70000076"
04/04/2010 8.00,"6,637301","28,6920456","1,47128666","44,1981477","1,5148215","23,70000076"
04/04/2010 9.00,"6,68245275","45,23082648","1,6896228","56,1801975","1,978065","23,70000076"
04/04/2010 10.00,"5,62951502","31,17747352","1,44438914","71,8071123","2,8277685","23,70000076"
04/04/2010 11.00,"6,09728722","39,5785912","1,5644587","70,74487455","2,696067","23,70000076"
04/04/2010 12.00,"6,89556917","47,26460176","1,6328675","71,63683905","2,4830055","23,70000076"
04/04/2010 13.00,"7,2658131","43,84988448","1,57678207","79,0604136","2,9009925","23,70000076"
04/04/2010 14.00,"6,68064656","12,36352736","1,4324607","104,78539995","2,710305","23,70000076"
04/04/2010 15.00,"7,40307454","10,24799687","1,30583452","110,00747205","2,5175835","23,70000076"
04/04/2010 16.00,"6,59214925","13,23829413","1,288377","106,0584693","2,081799","23,70000076"
04/04/2010 17.00,"7,00754595","17,2331428","1,31614361","102,65549805","2,204856","23,70000076"
04/04/2010 18.00,"7,05630907","26,64660712","1,41014629","91,23436245","1,8087345","23,70000076"
04/04/2010 19.00,"6,51629529","45,34244904","1,55509909","68,3446701","2,4311385","23,70000076"
04/04/2010 20.00,"6,1930093","74,330434","1,81000924","40,98438225","1,4893965","23,70000076"
04/04/2010 21.00,"4,8637425","70,4666644","1,68219709","28,8590715",,"23,70000076"
04/04/2010 22.00,"4,77705037","37,94587704","1,34932048","28,55904345",,"23,70000076"
04/04/2010 23.00,"4,80594842","46,66887992","1,52547547","26,392653",,"23,70000076"
05/04/2010 0.00,"4,29121828","24,58298552","1,3063879","43,83459885",,"23,70000076"
05/04/2010 1.00,"2,53571966","10,22203765","1,23924429","56,5356267",,
05/04/2010 2.00,"2,09503932","12,0208874","1,21092547","54,41113125",,
05/04/2010 3.00,"3,20577113","9,83657271","1,21017521","71,28815295",,
05/04/2010 4.00,"3,78371291","4,197318","1,19283535","81,79306485",,
05/04/2010 5.00,"3,04683742","2,22844747","1,1863195","80,68081245",,
05/04/2010 6.00,"3,08115303","3,68206459","1,1909795","77,4454212",,
05/04/2010 7.00,"3,39360289","4,6178299","1,20559326","77,82516945",,
05/04/2010 8.00,"3,72050127","4,71387157","1,22150949","75,6249837",,
05/04/2010 9.00,"4,20452717","6,86055236","1,23470195","77,425152",,
05/04/2010 10.00,"3,70244037","9,55363686","1,25836077","75,21144015",,
05/04/2010 11.00,"2,72355143","12,63218439","1,27917466","71,70981615",,
05/04/2010 12.00,"3,85776271","8,2778281","1,2448526","77,9251788",,
05/04/2010 13.00,"3,29065707","6,69702091","1,25512207","80,0996889",,
05/04/2010 14.00,"3,0504498","3,36668019","1,23438624","83,9283732",,
05/04/2010 15.00,"3,21660828","2,69178626","1,22628832","85,37847885",,
05/04/2010 16.00,"3,42069374","3,78848842","1,21684949","80,3172636",,
05/04/2010 17.00,"3,5344757","4,69051075","1,22230053","80,47133745",,
05/04/2010 18.00,"1,72660158","5,45755162","1,24181078","82,44985875",,
05/04/2010 19.00,"1,86205683","7,60423432","1,25753129","79,1941983",,
05/04/2010 20.00,"2,17450669","7,04485004","1,25654337","79,4915331",,
05/04/2010 21.00,"1,3816423","5,65223337","1,23770416","81,57142035",,
05/04/2010 22.00,"1,78078327","3,93774488","1,22857988","76,8183528",,
05/04/2010 23.00,"1,89817762","3,29270109","1,23229273","75,40200255",,
06/04/2010 0.00,"1,76091719","2,9799151","1,22873832","75,33848175",,
06/04/2010 1.00,,"1,99742434","1,22399793","75,13846305","1,448208","11,60000038"
06/04/2010 2.00,"2,52849591",,"1,23395169","76,18990785","1,445157","11,60000038"
06/04/2010 3.00,"3,13172234","18,28830677",,"77,442708","1,242774","11,60000038"
06/04/2010 4.00,"2,45444712","7,71844573","1,22747313","76,63455345","1,360746","11,60000038"
06/04/2010 5.00,"2,92763688","7,85082878","1,26953778",,"1,432953","11,60000038"
06/04/2010 6.00,,,,,,"11,60000038"
06/04/2010 7.00,,,,,,"11,60000038"
06/04/2010 8.00,,,,,,"11,60000038"
06/04/2010 9.00,,,,,,"11,60000038"
06/04/2010 10.00,,,,,,"11,60000038"
06/04/2010 11.00,,,,,,"11,60000038"
06/04/2010 12.00,,,,,,"11,60000038"
06/04/2010 13.00,,,,,,"11,60000038"
06/04/2010 14.00,,,,,,"11,60000038"
06/04/2010 15.00,,,,,,"11,60000038"
06/04/2010 16.00,,,,,,"11,60000038"
06/04/2010 17.00,,,,,,"11,60000038"
06/04/2010 18.00,,,,,,"11,60000038"
06/04/2010 19.00,,,,,,"11,60000038"
06/04/2010 20.00,,,,,,"11,60000038"
06/04/2010 21.00,,,,,,"11,60000038"
06/04/2010 22.00,,,,,,"11,60000038"
06/04/2010 23.00,,,,,,"11,60000038"
07/04/2010 0.00,,,,,,"11,60000038"
07/04/2010 1.00,,,,,,"15,89999962"
07/04/2010 2.00,,,,,,"15,89999962"
07/04/2010 3.00,,,,,,"15,89999962"
07/04/2010 4.00,,,,,,"15,89999962"
07/04/2010 5.00,,,,,,"15,89999962"
07/04/2010 6.00,,,,,,"15,89999962"
07/04/2010 7.00,,,,,,"15,89999962"
07/04/2010 8.00,,,,,,"15,89999962"
07/04/2010 9.00,,,,,,"15,89999962"
07/04/2010 10.00,,,,,,"15,89999962"
07/04/2010 11.00,,,,,,"15,89999962"
07/04/2010 12.00,,,,,,"15,89999962"
07/04/2010 13.00,"4,67771693","38,8621648","1,54151053","74,82357225",,"15,89999962"
07/04/2010 14.00,"4,79606827",,,,,"15,89999962"
07/04/2010 15.00,"6,66258667","19,2655988","1,34576606","94,9441248","1,685169","15,89999962"
07/04/2010 16.00,"6,70412604","19,58488368","1,35919502","93,6088713","1,9206045","15,89999962"
07/04/2010 17.00,"6,78539959","29,60705232","1,43743758","83,8216008","2,091969","15,89999962"
07/04/2010 18.00,"6,58673169","56,25886008","1,7880886","65,06738385","2,5114815","15,89999962"
07/04/2010 19.00,"4,42306114","37,69538592","1,49719626","74,3816598","2,875059","15,89999962"
07/04/2010 20.00,"4,89263954","29,3046504","1,37278241","73,44239385","2,6935245","15,89999962"
07/04/2010 21.00,"6,0828387","21,33700224","1,32668919","70,00696395","2,3609655","15,89999962"
07/04/2010 22.00,"4,74454196","11,60426834","1,26207246","66,6296883","2,4697845","15,89999962"
07/04/2010 23.00,"5,13104061","14,09488351","1,30070153","67,4675883","2,0751885","15,89999962"
08/04/2010 0.00,"4,67952312","15,67050153","1,27870167","60,448101","1,7792415","15,89999962"
08/04/2010 1.00,,"10,52184307","1,24860506","64,7889816","2,038068","21,5"
08/04/2010 2.00,"2,7813455",,"1,23304299","65,16198675","2,109258","21,5"
08/04/2010 3.00,"2,92041313","21,66146864",,"65,6066124","1,1170728","21,5"
08/04/2010 4.00,"3,74217354","10,66980319",,"63,03208485","1,324134","21,5"
08/04/2010 5.00,"4,4320921","12,75808194",,,"1,767546","21,5"
08/04/2010 6.00,"5,21953791","22,40516016",,"29,6361639","1,4182065","21,5"
08/04/2010 7.00,"4,7011964","53,04142296",,"14,90930732","1,8148365","21,5"
08/04/2010 8.00,"6,42057322","84,35908432",,"17,76493835","1,8972135","21,5"
08/04/2010 9.00,"6,03588076","53,5917348",,"24,34113465","4,0959675","21,5"
08/04/2010 10.00,"6,16049987","38,66748496",,"52,96100565","3,7705275","21,5"
08/04/2010 11.00,"5,01545144","32,70116544",,"64,20111495","3,1349025","21,5"
08/04/2010 12.00,"4,6650746","40,26907176",,"70,75433085","3,40695","21,5"
08/04/2010 13.00,"5,73246085","42,94527904",,"80,11183845","2,9325195","21,5"
08/04/2010 14.00,"4,51155845","18,96450086",,"94,36164465","2,865906","21,5"
08/04/2010 15.00,"5,43084712","21,49015344",,"92,929095","2,7962415","21,5"
08/04/2010 16.00,"5,83540769","21,96258952",,"93,03046095","2,6314875","21,5"
08/04/2010 17.00,"4,61450529","22,45187032",,"94,54949385","3,176091","21,5"
08/04/2010 18.00,"4,96668832","35,54220624",,"86,2758498","2,444868","21,5"
08/04/2010 19.00,"5,49767216","42,2548176",,"78,90633975","2,9843865","21,5"
08/04/2010 20.00,"4,954046","58,71442256",,"61,7671152","2,982861","21,5"
08/04/2010 21.00,"4,61450529","57,9850328",,"38,17737735","2,951334","21,5"
08/04/2010 22.00,"5,53921254","44,93492536",,"38,8990686","2,819124","21,5"
08/04/2010 23.00,"5,48502983","17,84703246",,"59,84806485","2,5491105","21,5"
09/04/2010 0.00,"4,56212877","15,80418092",,"62,2860945","2,0263725","21,5"
09/04/2010 1.00,"4,3417886","8,68795592",,"68,05006845","1,9114515","21,10000038"
09/04/2010 2.00,"3,72591883","6,5490627",,"72,5031279","1,8921285","21,10000038"
09/04/2010 3.00,"4,15937542","5,792404",,"71,9544231","1,588554","21,10000038"
09/04/2010 4.00,"5,44168427","4,5101059",,"70,8124452","1,54584","21,10000038"
09/04/2010 5.00,"5,56449719","6,73595688",,"63,92676255","1,577367","21,10000038"
09/04/2010 6.00,"5,98531145","20,45186096",,"45,1739022","1,6185555","21,10000038"
09/04/2010 7.00,"5,73787942","26,02101984",,"28,9631307","2,017728","21,10000038"
09/04/2010 8.00,"5,73968561","75,07670672",,"16,94460432","1,844838","21,10000038"
09/04/2010 9.00,"3,90833202","61,60219264",,"36,3299475","4,4702235","21,10000038"
09/04/2010 10.00,"4,52600798","42,8609216",,"66,72562785","4,001895","21,10000038"
09/04/2010 11.00,"5,85527377","32,5674784",,"78,0738462","3,460851","21,10000038"
09/04/2010 12.00,"7,16828585","28,79716736",,"83,13506145","3,4501725","21,10000038"
09/04/2010 13.00,"5,86791609","42,56630152",,"79,07663295","3,221856","21,10000038"
09/04/2010 14.00,"5,90042552","17,07740084",,"94,31164995","3,098799","21,10000038"
09/04/2010 15.00,"6,25802712","16,49594634",,"97,00238625","2,5074135","21,10000038"
09/04/2010 16.00,"6,38264624","24,76858336",,"94,91437935","2,36961","21,10000038"
09/04/2010 17.00,"6,43863412","43,0504008",,"82,9431624","2,660472","21,10000038"
09/04/2010 18.00,"6,25983332","56,88702856",,"70,4124078","2,9650635","21,10000038"
09/04/2010 19.00,"6,4765611","33,84329864",,"76,2331395","2,960487","21,10000038"
09/04/2010 20.00,"5,98169907","27,6420708",,"66,2877453","2,7097965","21,10000038"
09/04/2010 21.00,"4,71383873","23,54597408",,"62,0103855","2,317743","21,10000038"
09/04/2010 22.00,"5,98531145","31,60188016",,"47,1267678","2,027898","21,10000038"
09/04/2010 23.00,"7,08881849","34,5701072",,"48,1187217","2,2399425","21,10000038"
10/04/2010 0.00,"6,87750827","22,23514512",,"54,0583953","2,6091135","21,10000038"
10/04/2010 1.00,,"10,7892095",,"69,82589775","2,6996265","23,20000076"
