NetC,Provincia di TARANTO,,,,,,
Stat,SS7 Wind,,,,,,
Parm,SO2,NOX,NO,NO2,PM10,CO,BENZENE
PtId,1,2,3,4,5,6,7
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,mg/m3 293K,ug/m3 293K
Field,Aver,Aver,Aver,Aver,Aver,Aver,Aver
,,,,,,,,,,,,,,,
,,,,,,,,,,,,
05/10/2007 8.00,"3,969738","93,405519","28,546136","49,670851",,"0,266902","0,317997"
05/10/2007 9.00,"5,840825","81,586186","21,485509","48,676669",,"0,310755","0,318877"
05/10/2007 10.00,"8,031587","42,542057","8,152656","30,062604",,"0,303195","0,378296"
05/10/2007 11.00,"9,418647","37,573344","7,002251","26,855569",,"0,327629","0,470944"
05/10/2007 12.00,"11,927273","41,599153","7,109678","30,901285",,"0,47849","0,475345"
05/10/2007 13.00,,"51,089651",,,,"0,66585","0,431711"
05/10/2007 14.00,"8,36932","34,98199","5,322319","26,839986",,"0,4917","0,475565"
05/10/2007 15.00,"10,229565","42,621175","5,221659","34,638898",,"0,567828","0,475345"
05/10/2007 16.00,"10,076055","44,361708","3,853014","38,480603",,"0,593574","0,475345"
05/10/2007 17.00,"6,677035","48,124236","3,250743","43,169804",,"0,538658","0,475345"
05/10/2007 18.00,"3,590464","48,167007","1,332271","46,156213",,"0,523217","0,450257"
05/10/2007 19.00,"1,490007","54,424944","3,446989","49,173771",,"0,513787","0,316897"
05/10/2007 20.00,"2,461671","21,734698","0,919478","20,338937",,"0,409684","0,232831"
05/10/2007 21.00,"2,570035","15,907394","0,45255","15,22404",,"0,400692","0,268702"
05/10/2007 22.00,"2,629635","15,903503","0,612423","14,974839",,"0,358589","0,173193"
05/10/2007 23.00,"2,568229","12,308289","0,308748","11,843073",,"0,354489","0,177154"
06/10/2007 0.00,"3,529058","11,231799","0,246998","10,917699",,"0,434755","0,225128"
06/10/2007 1.00,"3,899302","6,739081","0,044832","6,697021",,"0,30988","0,22755"
06/10/2007 2.00,"4,249679","7,515969","0,065133","7,640573",,"0,235823","0,210604"
06/10/2007 3.00,"4,585607","6,540642","0,190325","6,254446",,"0,170161","0,206203"
06/10/2007 4.00,"4,318309","7,081482","0,664867","6,067552",,"0,133431","0,199161"
06/10/2007 5.00,"4,242454","38,962411","8,534998","25,893833",,"0,101993","0,191678"
06/10/2007 6.00,"4,964882","30,823888","3,718518","25,139779",,"0,125352","0,188378"
06/10/2007 7.00,"4,905282","23,60104","2,870094","19,214987",,"0,156712","0,204002"
06/10/2007 8.00,"5,239405","44,691124","8,864047","31,12166",,"0,178796","0,176494"
06/10/2007 9.00,"5,262883","46,168394","10,59811","29,9393",,"0,214334","0,173413"
06/10/2007 10.00,"6,938915","76,122015","12,122394","57,574889",,"0,259699","0,155367"
06/10/2007 11.00,"8,103829","28,015942","3,72444","22,320784",,"0,222451","0,251096"
06/10/2007 12.00,"13,205968","37,110332","3,797186","31,30986",,"0,409008","0,310074"
06/10/2007 13.00,"7,80944","21,65298","2,811728","17,353841",,"0,25377","0,277285"
06/10/2007 14.00,"7,776931","17,449496","1,465921","15,212354",,"0,293962","0,316897"
06/10/2007 15.00,"21,378428","48,373254","5,065169","40,635064",,"0,820802","0,311615"
06/10/2007 16.00,"8,96713","19,407927","2,104567","16,192248",,"0,264634","0,290708"
06/10/2007 17.00,"7,0238","29,240292","1,907475","26,333822",,"0,236738","0,316677"
06/10/2007 18.00,"6,359167","27,276667","0,565899","26,620641",,"0,602847","0,303252"
06/10/2007 19.00,"4,870966","19,948755","0,316361","19,477161",,"0,992675","0,314256"
06/10/2007 20.00,"5,382084","10,451022","0,228389","10,107828",,"0,337657","0,285427"
06/10/2007 21.00,"4,576577","22,323517","1,212156","20,569965",,"0,213776","0,299512"
06/10/2007 22.00,"4,762603","18,882653","1,13941","17,147484",,"0,205896","0,292249"
06/10/2007 23.00,"5,712595","13,046267","0,130267","12,855416",,"0,195153","0,286747"
07/10/2007 0.00,"6,263446","8,169643","0,074438","8,132468",,"0,157109","0,278165"
07/10/2007 1.00,,"10,252583","0,103199","10,102636",,"0,202753","0,266941"
07/10/2007 2.00,"5,844438",,,,,"0,245213","0,238553"
07/10/2007 3.00,"4,101581","13,554682","0,38657","12,970925",,,"0,255719"
07/10/2007 4.00,"1,343715","8,980253","0,40095","8,433571",,"0,118348","0,244274"
07/10/2007 5.00,,,,,,,"0,238715"
07/10/2007 6.00,,,,,,,"0,174513"
07/10/2007 7.00,,,,,,,"0,215305"
07/10/2007 8.00,"6,720381","19,034399","1,690081","16,454412",,"0,270115","0,221828"
07/10/2007 9.00,"6,521712","12,701272","0,923709","11,292776",,"0,238089","0,211924"
07/10/2007 10.00,"6,758309","25,546499","1,487915","23,281218",,"0,524735","0,226449"
07/10/2007 11.00,"6,422379","40,461704","6,962493","29,806912",,"0,283261","0,223148"
07/10/2007 12.00,"7,623415","32,353027","4,356317","25,691371",,"0,145276","0,221828"
07/10/2007 13.00,"7,186345","6,221587","0,564206","5,36151",,"0,106238","0,237893"
07/10/2007 14.00,"8,067707","8,15408","1,334809","6,111679",,"0,156429","0,280366"
07/10/2007 15.00,"8,09841","6,067248","0,754531","4,913744",,"0,174553","0,29533"
07/10/2007 16.00,"6,844998","8,801271","0,770604","7,624999",,"0,176903","0,301052"
07/10/2007 17.00,"8,201356","14,576697","1,161403","12,804801",,"0,222234","0,307654"
07/10/2007 18.00,"7,612578","17,693328","0,333279","17,194205",,"0,354006","0,305674"
07/10/2007 19.00,"6,649944","16,195322","0,292677","15,757461",,"0,360659","0,285868"
07/10/2007 20.00,"7,18454","22,855282","0,813744","21,622539",,"0,516569","0,250657"
07/10/2007 21.00,"6,969618","19,584309","0,918632","18,188379",,"0,311702","0,237233"
07/10/2007 22.00,"6,975036","12,631236","0,931322","11,225297",,"0,24267","0,226449"
07/10/2007 23.00,"7,072563","15,081221","1,410939","12,930697",,"0,274577","0,23063"
08/10/2007 0.00,"7,831112","5,165849","0,423789","4,520488",,"0,188216","0,22865"
08/10/2007 1.00,"7,563814","5,514735","0,350197","4,985127",,"0,160014","0,221388"
08/10/2007 2.00,"7,327219","6,899905","0,142955","6,716489",,"0,163719","0,213025"
08/10/2007 3.00,"7,934058","5,688531","0,230927","5,342042",,"0,169534","0,210824"
08/10/2007 4.00,"7,702881","5,49139","0,29606","5,047424",,"0,167105","0,221607"
08/10/2007 5.00,"8,040616","3,329333","0,246153","3,046107",,"0,145195","0,215226"
08/10/2007 6.00,"7,800409","22,584217","6,875367","12,050743",,"0,146033","0,215226"
08/10/2007 7.00,"8,620364","51,44058","13,880992","30,178109",,"0,195944","0,218527"
08/10/2007 8.00,"8,389188","68,135245","20,670933","36,466313",,"0,184392","0,204883"
08/10/2007 9.00,"8,064095","56,175859","14,144908","34,511696",,"0,192996","0,221388"
08/10/2007 10.00,"8,707055","34,341279","8,053687","22,007999",,"0,185866","0,235251"
08/10/2007 11.00,"8,593273","7,539314","1,058204","5,920892",,"0,137707","0,256379"
08/10/2007 12.00,"8,517418","5,992022","0,842503","4,703489",,"0,147307","0,277724"
08/10/2007 13.00,"8,432533","5,82212","0,669942","4,798235",,"0,145116","0,26034"
08/10/2007 14.00,"9,073687","6,818195","0,966004","5,340744",,"0,162125","0,29577"
08/10/2007 15.00,"8,354872","4,324114","0,372191","3,756042",,"0,172561","0,298852"
08/10/2007 16.00,"7,518662","4,61723","0,589583","3,715807",,"0,17037","0,277505"
08/10/2007 17.00,"7,581875","4,944067","0,45678","4,247934",,"0,173955","0,260559"
08/10/2007 18.00,"7,522275","15,972242","0,612423","15,043633",,"0,206141","0,213685"
08/10/2007 19.00,"7,334444","6,977723","0,587892","6,080531",,"0,186623","0,255498"
08/10/2007 20.00,"8,318751","3,067345","0,345122","2,542532",,"0,190049","0,246255"
08/10/2007 21.00,"8,651068","3,854609","0,461008","3,149936",,"0,173756","0,22931"
08/10/2007 22.00,"7,740809","3,025841","0,502457","2,256999",,"0,166984","0,22689"
08/10/2007 23.00,"8,690801","5,248857","0,602271","4,333596",,"0,1538","0,222267"
09/10/2007 0.00,"8,167041","3,095878","0,155643","2,863107",,"0,156907","0,220068"
09/10/2007 1.00,,"4,344865","0,537139","3,523722",,"0,151928","0,220507"
09/10/2007 2.00,"8,3928",,,,,"0,141292","0,214125"
09/10/2007 3.00,"8,188714","9,015271","0,303673","8,615275",,,"0,221607"
09/10/2007 4.00,"9,62815","11,961998","0,814589","10,729501",,"0,190237","0,213906"
09/10/2007 5.00,"9,102585","23,798185","2,220453","20,407731",,"0,192428","0,216326"
09/10/2007 6.00,"9,268743","12,527477","1,365262","10,442674",,"0,193543","0,219847"
09/10/2007 7.00,"9,254295","8,108685","0,753684","6,960489",,"0,192866","0,211264"
09/10/2007 8.00,"9,568551","9,282446","0,864496","7,962446",,"0,21087","0,22755"
09/10/2007 9.00,"8,24109","7,783146","0,857729","6,472489",,"0,205135","0,193659"
09/10/2007 10.00,"10,289172","8,541875","0,938088","7,108447",,"0,215649","0,220728"
09/10/2007 11.00,"9,03576","8,007521","0,867034","6,682744",,"0,21318","0,216986"
09/10/2007 12.00,"9,534235","9,998378","1,466767","7,754787",,"0,240704","0,240973"
09/10/2007 13.00,"10,265017","7,618429","1,007451","6,077934",,"0,233932","0,247135"
09/10/2007 14.00,,"7,443338","0,964311","5,968914",,"0,371034","0,251977"
09/10/2007 15.00,"4,437252","6,586037","0,623419","5,634064",,"0,366413","0,285868"
09/10/2007 16.00,"4,035539","5,561426","0,319744","5,074679",,"0,376212","0,300172"
09/10/2007 17.00,"2,552633","5,949222","0,763836","4,781361",,"0,380355","0,312715"
09/10/2007 18.00,"1,314549","6,034822","0,564206","5,173317","7,326007","0,392822","0,312936"
09/10/2007 19.00,"2,274698","5,187898","0,376421","4,615233",,"0,405051",
09/10/2007 20.00,"2,81199","6,422618","0,894103","5,055211","19,53602","0,382784",
09/10/2007 21.00,"2,437057","4,458998","0,104045","4,303744",,"0,377168",
09/10/2007 22.00,"2,877268","4,411011","0,268992","4,00134","22,46641","0,37211",
09/10/2007 23.00,"3,176878","4,40712","0,32905","3,988361",,"0,371513",
10/10/2007 0.00,"3,327521","4,663921","0,284217","4,231063","21,97802","0,340921",
10/10/2007 1.00,"3,689063","4,257968","0,412793","3,627553",,"0,34351","0,32724"
10/10/2007 2.00,"3,65726","3,486268","0,413639","2,854021","25,39682","0,361155","0,330101"
10/10/2007 3.00,"3,007824","4,263156","0,760452","3,099319",,"0,339806","0,330761"
10/10/2007 4.00,"3,650564","4,283906","0,850963","2,981213","11,72161","0,339846","0,3279"
10/10/2007 5.00,"3,506618","5,615899","0,871263","4,282977",,"0,341558","0,324379"
10/10/2007 6.00,"3,404515","7,028306","0,696165","5,988382","17,582411","0,362669","0,32658"
10/10/2007 7.00,"3,359323","3,741773","0,073592","3,648318",,"0,333194","0,32548"
10/10/2007 8.00,"3,80288","8,142407","1,361879","6,058466","21,001221","0,364462","0,32746"
10/10/2007 9.00,"3,670651","8,781814","1,476073","6,523105",,"0,37892","0,332302"
10/10/2007 10.00,"4,089102","28,019824","7,468334","16,580313","12,21001","0,410746",
10/10/2007 11.00,"3,809576","41,32937","10,205623","25,699153",,"0,444722",
10/10/2007 12.00,"3,399494","18,865792","2,32788","15,307102","21,001221","0,494194",
10/10/2007 13.00,"4,278241","40,955841","10,405245","25,019074",,"0,471768",
10/10/2007 14.00,"4,763644","16,755615","3,166154","11,909273","20,02442","0,44548",
10/10/2007 15.00,"5,200507","11,091728","2,124021","7,840447",,"0,418234",
10/10/2007 16.00,"5,443209","10,914042","1,013372","9,366742","9,76801","0,429308",
10/10/2007 17.00,"4,06232","15,349694","1,434624","13,159116",,"0,398596",
10/10/2007 18.00,"1,171802","21,61927","0,421252","20,989171","14,65201","0,287029",
10/10/2007 19.00,"0,85258","15,303003","1,615643","12,834655",,"0,218318",
10/10/2007 20.00,"5,277501","9,759735","0,410254","9,314827","11,72161","0,330206",
10/10/2007 21.00,"4,530985","35,664192","9,446863","21,207216",,"0,393299",
10/10/2007 22.00,"3,881549","15,930739","0,189479","15,660117","20,51281","0,37422",
10/10/2007 23.00,"3,653912","15,698581","0,43394","15,051413",,"0,377965",
11/10/2007 0.00,"4,320086","3,68211","0,029606","3,871553","19,53602","0,36725",
11/10/2007 1.00,,"15,139584","2,735599","10,998158",,"0,371751",
11/10/2007 2.00,"0,018775",,,,"19,0476","0,352393",
11/10/2007 3.00,"0,006221","28,382989","3,944371","22,350648",,,
11/10/2007 4.00,0,"14,935961","1,382178","12,83725","12,21001","0,193108",
11/10/2007 5.00,"0,001555","18,986412","3,375088","13,821039",,"0,188512",
11/10/2007 6.00,0,"4,770274","0,14803","4,750211","13,67521","0,161536",
11/10/2007 7.00,"0,250963","57,004616","19,294668","27,466854",,"0,219964",
11/10/2007 8.00,"0,113539","58,454637","19,827574","28,072959","10,74481","0,206137",
11/10/2007 9.00,"0,001555","37,972816","11,014286","21,099493",,"0,205698",
11/10/2007 10.00,0,"15,893128","3,321797","10,807375","12,69841","0,180839",
11/10/2007 11.00,"0,275404","42,128318","8,52823","29,072322",,"0,386895",
11/10/2007 12.00,"1,994815","34,385387","6,135216","24,995708","19,53602","0,489324",
11/10/2007 13.00,"0,080988","6,056872","0,802746","4,829383",,"0,219765",
11/10/2007 14.00,"0,21619","7,272137","0,847578","5,976702","12,21001","0,260048",
11/10/2007 15.00,"0,102874","10,16439","0,761297","9,003338",,"0,263525",
11/10/2007 16.00,0,"5,83898","0,354426","5,299213","5,860806","0,231435",
11/10/2007 17.00,0,"19,387164","0,859421","18,081953",,"0,248459",
11/10/2007 18.00,0,"25,08607","2,658623","21,024217","16,11721","0,24774",
11/10/2007 19.00,"0,001555","26,65022","4,799561","19,304526",,"0,240145",
11/10/2007 20.00,"0,048215","37,616132","6,530245","27,622606","23,93162","0,240826",
11/10/2007 21.00,"0,006221","23,39741","3,421612","18,163711",,"0,218407",
11/10/2007 22.00,"0,006221","19,658227","2,821032","15,343438","21,48962","0,245142",
11/10/2007 23.00,"0,012443","18,838556","1,810198","16,074143",,"0,26992",
12/10/2007 0.00,"0,006221","13,156512","1,064972","11,532884","16,60561","0,238589",
12/10/2007 1.00,"0,006221","4,232028","0,513453","3,449743",,"0,227398",
12/10/2007 2.00,"0,018775","11,936058","1,894787","9,037083","13,18681","0,232113",
12/10/2007 3.00,"0,054548","23,528402","6,090384","14,201313",,"0,23595",
12/10/2007 4.00,"0,238743","25,485544","6,661358","15,282436","6,349206","0,249578",
12/10/2007 5.00,"0,918642","72,576095","30,270886","26,180652",,"0,255853",
12/10/2007 6.00,"1,065953","108,94197","45,759924","38,806373","3,907204","0,387057",
12/10/2007 7.00,"0,70945","83,150335","32,757805","32,946475",,"0,340338",
12/10/2007 8.00,"1,50711","121,295654","57,873021","32,583059","7,326007","0,355724",
12/10/2007 9.00,"0,895645","78,927377","31,080415","31,294277",,"0,341417",
12/10/2007 10.00,"0,652792","41,069988","13,322711","20,656923","14,16361","0,31548",
12/10/2007 11.00,"1,318359","30,700679","8,648346","17,452486",,"0,329627",
12/10/2007 12.00,"1,440341","22,650355","5,033027","14,943695","6,837607","0,342056",
12/10/2007 13.00,"1,107947","23,315712","5,754567","14,502418",,"0,320435",
12/10/2007 14.00,"0,8271","24,437596","6,348381","14,713973","7,326007","0,298175",
12/10/2007 15.00,"0,535699","25,08477","5,241115","17,060524",,"0,311563",
12/10/2007 16.00,"0,41005","27,78767","5,949968","18,677675","5,860806","0,332905",
12/10/2007 17.00,"0,137313","32,640956","5,960964","23,517426",,"0,326231",
12/10/2007 18.00,"0,02333","23,632165","2,162933","20,329855","7,326007","0,279792",
12/10/2007 19.00,"0,02333","23,328675","1,155481","21,571928",,"0,282629",
12/10/2007 20.00,"0,048326","17,480623","0,826432","16,224694","21,48962","0,288823",
12/10/2007 21.00,0,"29,083355","0,512607","28,318268",,"0,285266",
12/10/2007 22.00,"0,020219","37,468296","6,017638","28,261157","54,700851","0,288943",
12/10/2007 23.00,"0,90931","9,824582","0,29606","9,378425",,"0,264964",
13/10/2007 0.00,"0,467376","4,095846","0,431402","3,436766","33,211231","0,243984",
13/10/2007 1.00,,"2,794981","0,431402","2,141488",,"0,23599",
13/10/2007 2.00,"0,166859",,,,"28,81562","0,219405",
13/10/2007 3.00,"0,043775","10,260367","0,194554","9,980636",,,
13/10/2007 4.00,"0,187654","16,096751","2,645933","12,048137","14,16361","0,260239",
13/10/2007 5.00,"0,691409","59,666004","19,90793","29,161881",,"0,277094",
13/10/2007 6.00,"0,490344","62,139349","20,571958","30,618078","11,72161","0,297592",
13/10/2007 7.00,"1,345542","91,022959","40,690533","28,653116",,"0,336908",
13/10/2007 8.00,"1,361028","94,243339","40,333564","32,423429","11,72161","0,320333",
13/10/2007 9.00,"0,884428","33,744676","8,133201","21,288973",,"0,244984",
13/10/2007 10.00,"0,123775","8,643039","1,623256","6,158403","14,65201","0,214836",
13/10/2007 11.00,"1,438761","6,653481","0,815435","5,406935",,"0,214836",
13/10/2007 12.00,"0,724262","6,771505","0,620881","5,823552","8,302809","0,255874",
13/10/2007 13.00,"0,556519","6,58085","0,719849","5,480914",,"0,268686",
13/10/2007 14.00,"0,336206","5,654809","0,395875","5,052617","7,814408","0,27277",
13/10/2007 15.00,"0,245338","5,702798","0,911865","4,307638",,"0,25115",
13/10/2007 16.00,"0,649764","4,70672","0,412793","4,076617","4,395605","0,25023",
13/10/2007 17.00,"0,070128","3,295613","0,247845","2,917616",,"0,204107",
13/10/2007 18.00,0,"3,776791","0,516837","2,986402","6,837607","0,147096",
13/10/2007 19.00,"0,262677","5,730034","0,568436","4,867021",,"0,145173",
13/10/2007 20.00,"0,231097","15,79326","0,889027","14,440116","9,76801","0,192977",
13/10/2007 21.00,"0,081937","20,677648","1,216385","18,825635",,"0,212554",
13/10/2007 22.00,"0,061638","30,053485","2,601101","26,08333","7,814408","0,221803",
13/10/2007 23.00,"0,20726","12,561199","0,888182","11,211016",,"0,175",
14/10/2007 0.00,"0,304626","9,365454","1,234148","7,478341","10,25641","0,142091",
14/10/2007 1.00,"0,232175","39,588838","7,695878","27,808203",,"0,21832",
14/10/2007 2.00,"0,066727","27,223494","5,351079","19,03199","16,60561","0,189093",
14/10/2007 3.00,"0,245836","4,902565","0,448319","4,221977",,"0,120872",
14/10/2007 4.00,"0,177948","4,855874","0,916095","3,454936","8,791209","0,114265",
14/10/2007 5.00,"0,086057","9,713042","1,166479","7,932595",,"0,123753",
14/10/2007 6.00,"0,167302","3,942802","0,340047","3,432872","5,860806","0,113985",
14/10/2007 7.00,"0,079392","3,999869","0,500765","3,239488",,"0,112023",
14/10/2007 8.00,"0,367924","5,864918","1,137718","4,125935","6,349206","0,119549",
14/10/2007 9.00,"0,391402","8,56133","1,836421","5,749573",,"0,116106",
14/10/2007 10.00,"0,797514","2,012904","0,466929","1,310598","3,907204","0,111703",
14/10/2007 11.00,"0,844221","2,418858","0,7816","1,221298",,"0,12043",
14/10/2007 12.00,"0,864573","1,814467","0,533755","1,012995","8,791209","0,119389",
14/10/2007 13.00,"1,156617","1,788529","0,559131","0,990697",,"0,132482",
14/10/2007 14.00,"1,133388","1,525243","0,454242","0,892787","6,837607","0,145094",
14/10/2007 15.00,"0,76881","1,702929","0,467776","1,027253",,"0,126837",
14/10/2007 16.00,"0,445104","2,186699","0,8738","1,024348","3,907204","0,14185",
14/10/2007 17.00,"0,126209","2,526507","0,754531","1,370552",,"0,121912",
14/10/2007 18.00,"0,366984","2,53818","0,431402","1,967863","5,372406","0,123273",
14/10/2007 19.00,"0,134892","17,915111","1,938772","14,952776",,"0,171077",
14/10/2007 20.00,"0,259994","3,237249","0,419561","2,602234","12,21001","0,159226",
14/10/2007 21.00,"0,210468","7,473168","0,811206","6,246249",,"0,159507",
14/10/2007 22.00,"0,217879","4,553678","0,850116","3,253765","8,791209","0,172838",
14/10/2007 23.00,"0,241605","4,320223","0,309595","3,927361",,"0,178764",
15/10/2007 0.00,"0,129582","6,27606","0,548981","5,439382","13,67521","0,16387",
15/10/2007 1.00,,"5,385039","0,647103","4,395893",,"0,164111",
15/10/2007 2.00,,,,,"8,791209","0,154302",
15/10/2007 3.00,,"16,999447","0,697857","15,940464",,,
15/10/2007 4.00,,"9,980219","1,13095","8,251873","5,372406","0,179739",
15/10/2007 5.00,,"33,54365","8,974013","19,801627",,"0,192843",
15/10/2007 6.00,,"92,610469","34,361596","39,952385","7,326007","0,270469",
15/10/2007 7.00,,"77,879411","23,864151","41,317744",,"0,25512",
15/10/2007 8.00,,"95,483269","34,920725","41,969279","19,53602","0,275919",
15/10/2007 9.00,,"43,246322","13,017333","23,303283",,"0,276399",
15/10/2007 10.00,,"10,484743","2,3135","6,942319","22,46641","0,195047",
15/10/2007 11.00,,"7,286404","1,734914","4,62951",,"0,199054",
15/10/2007 12.00,,"5,8727","1,469305","3,62236","19,0476","0,203704",
15/10/2007 13.00,,"4,645762","1,020985","3,082446",,"0,26578",
15/10/2007 14.00,,"4,35135","0,772295","3,169404","16,60561","0,250472",
15/10/2007 15.00,,"5,065984","1,123337","3,345916",,"0,254278",
15/10/2007 16.00,,"6,789663","1,602109","4,336192","8,302809","0,298962",
