,,,Provincia di Lecce,,,
,,,Galatina,,,
Parm,SO2,NO2,NOX,CO,O3,PM2.5
,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,,
,,,,,,
16/01/2009 12.00,"1,1","23,1","37,9","0,3","41,0","17,0"
16/01/2009 13.00,"1,4","20,1","32,2","0,3","46,1","17,0"
16/01/2009 14.00,"0,9","19,9","32,8","0,3","49,7","17,0"
16/01/2009 15.00,"0,4","18,3","28,9","0,3","51,3","17,0"
16/01/2009 16.00,"0,2","16,5","26,2","0,3","53,7","17,0"
16/01/2009 17.00,"0,1","18,1","27,8","0,3","52,6","17,0"
16/01/2009 18.00,"0,1","20,5","31,0","0,3","48,4","17,0"
16/01/2009 19.00,"0,4","23,5","35,5","0,3","44,3","17,0"
16/01/2009 20.00,"0,3","27,3","41,9","0,3","40,4","17,0"
16/01/2009 21.00,"0,3","24,0","38,7","0,4","37,4","17,0"
16/01/2009 22.00,"0,1","19,6","34,3","0,3","39,9","17,0"
16/01/2009 23.00,"0,1","18,4","32,7","0,3","39,0","17,0"
17/01/2009 0.00,"0,1","16,0","29,6","0,3","37,8","17,0"
17/01/2009 1.00,"0,1","15,1","26,2","0,3","38,5",
17/01/2009 2.00,"0,1","14,5","25,7","0,3","37,7",
17/01/2009 3.00,"0,1","14,2","24,4","0,3","36,2",
17/01/2009 4.00,"0,0","14,3","25,7","0,3","33,6",
17/01/2009 5.00,"0,1","15,3","27,2","0,3","32,7","23,2"
17/01/2009 6.00,"0,3","15,4","28,3","0,3","32,4","23,2"
17/01/2009 7.00,"0,5","19,6","35,9","0,4","26,3","23,2"
17/01/2009 8.00,"0,9","23,7","40,7","0,4","24,6","23,2"
17/01/2009 9.00,"1,4","25,7","46,8","0,5","28,3","23,2"
17/01/2009 10.00,"1,6","22,2","41,7","0,4","34,6","23,2"
17/01/2009 11.00,"1,0","20,0","37,2","0,4","41,1","23,2"
17/01/2009 12.00,"1,2","19,6","34,5","0,3","48,3","23,2"
17/01/2009 13.00,"0,6","19,6","33,2","0,3","50,5","23,2"
17/01/2009 14.00,"0,5","24,3","41,9","0,4","48,4","23,2"
17/01/2009 15.00,"0,4","17,7","30,5","0,2","54,9","23,2"
17/01/2009 16.00,"0,2","19,2","31,7","0,3","52,8","23,2"
17/01/2009 17.00,"0,2","26,0","41,3","0,3","43,1","23,2"
17/01/2009 18.00,"0,3","46,1","74,3","0,5","20,5","23,2"
17/01/2009 19.00,"0,5","51,7","89,1","0,7","15,1","23,2"
17/01/2009 20.00,"0,5","51,1","91,0","0,8","12,6","23,2"
17/01/2009 21.00,"1,1","58,7","114,8","0,9","8,6","23,2"
17/01/2009 22.00,"1,1","44,0","97,5","0,9","7,5","23,2"
17/01/2009 23.00,"1,1","34,7","89,4","1,0","7,1","23,2"
18/01/2009 0.00,"0,6","28,0","73,9","0,8","6,4","23,2"
18/01/2009 1.00,"1,1","26,8","84,6","0,8","6,0",
18/01/2009 2.00,"0,8",,,"0,7","5,9",
18/01/2009 3.00,"0,4","21,6","63,2",,"7,2",
18/01/2009 4.00,,"16,1","53,4","0,5","7,6",
18/01/2009 5.00,"0,6","16,1","53,2","0,5",,"36,8"
18/01/2009 6.00,"0,6","15,2","52,8","0,5","5,9","36,8"
18/01/2009 7.00,"0,5","14,2","51,0","0,5","8,5","36,8"
18/01/2009 8.00,"0,4","14,3","46,4","0,4","12,3","36,8"
18/01/2009 9.00,"0,2","16,5","47,1","0,5","17,7","36,8"
18/01/2009 10.00,"0,5","29,0","54,7","0,4","27,8","36,8"
18/01/2009 11.00,"0,2","24,7","46,6","0,3","38,0","36,8"
18/01/2009 12.00,"0,3","23,8","41,1","0,3","44,4","36,8"
18/01/2009 13.00,"0,3","23,0","38,6","0,3","46,9","36,8"
18/01/2009 14.00,"0,3","21,8","34,6","0,3","50,0","36,8"
18/01/2009 15.00,"0,6","15,5","24,7","0,2","60,2","36,8"
18/01/2009 16.00,"0,8","15,5","25,3","0,2","60,6","36,8"
18/01/2009 17.00,"0,7","18,6","33,6","0,3","55,2","36,8"
18/01/2009 18.00,"0,6","18,5","39,6","0,3","47,3","36,8"
18/01/2009 19.00,"0,6","20,4","44,3","0,4","43,8","36,8"
18/01/2009 20.00,"0,9","33,3","70,0","0,6","21,7","36,8"
18/01/2009 21.00,"1,0","35,5","75,9","0,7","13,6","36,8"
18/01/2009 22.00,"1,1","38,1","84,5","0,9","14,0","36,8"
18/01/2009 23.00,"0,8","26,0","63,4","0,6","18,7","36,8"
19/01/2009 0.00,"0,9","26,5","66,4","0,6","13,7","36,8"
19/01/2009 1.00,"0,8","22,6","59,7","0,6","12,2",
19/01/2009 2.00,"0,8","19,8","53,4","0,5","16,4",
19/01/2009 3.00,"0,5","16,4","46,2","0,4","27,1",
19/01/2009 4.00,"0,4","14,6","38,3","0,2","40,6",
19/01/2009 5.00,"0,4","15,4","33,4","0,2","46,8","23,7"
19/01/2009 6.00,"0,3","16,9","33,8","0,2","45,1","23,7"
19/01/2009 7.00,"0,3","16,5","35,2","0,2","43,9","23,7"
19/01/2009 8.00,"0,3","20,8","39,5","0,2","44,5","23,7"
19/01/2009 9.00,"0,5","34,2","58,6","0,3","39,6","23,7"
19/01/2009 10.00,"0,6","25,7","46,2","0,2","50,0","23,7"
19/01/2009 11.00,"0,6","20,2","35,8","0,2","55,5","23,7"
19/01/2009 12.00,"0,6","16,8","33,3","0,2","57,1","23,7"
19/01/2009 13.00,"0,6","17,2","35,6","0,2","57,1","23,7"
19/01/2009 14.00,"0,6","18,9","37,2","0,2","56,9","23,7"
19/01/2009 15.00,"0,6","14,1","28,1","0,2","61,4","23,7"
19/01/2009 16.00,"0,2","13,2","25,8","0,2","66,0","23,7"
19/01/2009 17.00,"0,4","18,4","39,0","0,2","53,2","23,7"
19/01/2009 18.00,"0,6","25,8","48,9","0,3","44,0","23,7"
19/01/2009 19.00,"0,6","29,5","53,4","0,4","32,4","23,7"
19/01/2009 20.00,"0,9","31,9","61,4","0,6","26,2","23,7"
19/01/2009 21.00,"0,9","32,9","69,3","0,8","23,6","23,7"
19/01/2009 22.00,"0,7","27,1","55,1","0,6","22,4","23,7"
19/01/2009 23.00,"0,8","25,2","56,6","0,6","18,0","23,7"
20/01/2009 0.00,"1,1","22,4","52,4","0,6","22,3","23,7"
20/01/2009 1.00,"0,6","16,3","36,9","0,3","41,1",
20/01/2009 2.00,"0,2",,,"0,2","50,8",
20/01/2009 3.00,"0,2","15,0","27,1",,"50,1",
20/01/2009 4.00,,"15,7","33,0","0,1","44,4",
20/01/2009 5.00,"0,3","16,3","39,8","0,1",,"11,5"
20/01/2009 6.00,"0,6","17,1","43,5","0,1","28,7","11,5"
20/01/2009 7.00,"0,7","18,0","45,1","0,2","30,0","11,5"
20/01/2009 8.00,"0,6","20,5","46,7","0,2","31,9","11,5"
20/01/2009 9.00,"0,6","30,9","55,8","0,2","34,3","11,5"
20/01/2009 10.00,"0,5","22,8","39,1","0,2","47,6","11,5"
20/01/2009 11.00,"0,5","17,9","28,8","0,1","54,5","11,5"
20/01/2009 12.00,"0,5","16,6","25,6","0,1","54,5","11,5"
20/01/2009 13.00,"0,7","16,5","25,3","0,1","54,6","11,5"
20/01/2009 14.00,"1,0","14,4","22,4","0,2","56,9","11,5"
20/01/2009 15.00,"0,8","14,8","23,3","0,2","55,8","11,5"
20/01/2009 16.00,"0,6","16,7","27,2","0,2","49,1","11,5"
20/01/2009 17.00,"0,6","17,1","29,1","0,2","47,2","11,5"
20/01/2009 18.00,"0,6","15,7","26,8","0,2","50,1","11,5"
20/01/2009 19.00,"0,6","13,3","24,1","0,2","52,7","11,5"
20/01/2009 20.00,"0,5","14,9","26,3","0,2","52,2","11,5"
20/01/2009 21.00,"0,6","16,0","27,9","0,2","52,1","11,5"
20/01/2009 22.00,"0,5","17,3","31,7","0,2","49,7","11,5"
20/01/2009 23.00,"0,6","14,4","29,8","0,2","50,7","11,5"
21/01/2009 0.00,"0,5","12,8","25,7","0,1","51,9","11,5"
21/01/2009 1.00,"0,4","13,7","26,1","0,1","52,8",
21/01/2009 2.00,"0,5","12,2","23,1","0,1","55,4",
21/01/2009 3.00,"0,6","12,9","23,0","0,1","55,7",
21/01/2009 4.00,"0,6","12,7","20,5","0,1","56,7",
21/01/2009 5.00,"0,5","10,2","15,8","0,1","59,4","15,1"
21/01/2009 6.00,"0,4","10,1","18,1","0,1","57,5","15,1"
21/01/2009 7.00,"0,7","13,8","27,8","0,1","53,7","15,1"
21/01/2009 8.00,"0,6","17,9","37,8","0,1","49,1","15,1"
21/01/2009 9.00,"0,6","18,6","31,8","0,1","50,4","15,1"
21/01/2009 10.00,"0,6","15,3","24,0","0,1","51,7","15,1"
21/01/2009 11.00,"0,5","14,9","22,5","0,1","53,7","15,1"
21/01/2009 12.00,"0,5","13,3","20,0","0,1","54,8","15,1"
21/01/2009 13.00,"0,6","11,0","16,3","0,1","55,6","15,1"
21/01/2009 14.00,"0,6","14,5","23,6","0,2","56,5","15,1"
21/01/2009 15.00,"0,6","12,8","21,3","0,1","55,1","15,1"
21/01/2009 16.00,"0,5","10,3","16,1","0,1","59,2","15,1"
21/01/2009 17.00,"0,6","10,0","14,8","0,1","58,8","15,1"
21/01/2009 18.00,"0,6","10,3","15,7","0,1","58,9","15,1"
21/01/2009 19.00,"0,4","9,4","14,9","0,1","59,6","15,1"
21/01/2009 20.00,"0,5","10,6","17,4","0,1","57,5","15,1"
21/01/2009 21.00,"0,5","10,6","19,1","0,1","56,9","15,1"
21/01/2009 22.00,"0,5","10,6","17,9","0,1","56,9","15,1"
21/01/2009 23.00,"0,5","11,4","18,4","0,1","55,7","15,1"
22/01/2009 0.00,"0,5","9,6","16,4","0,1","56,6","15,1"
22/01/2009 1.00,"0,6","9,2","16,6","0,1","56,8",
22/01/2009 2.00,"0,4",,,"0,1","56,8",
22/01/2009 3.00,"0,6","10,1","20,3",,"56,1",
22/01/2009 4.00,,"15,2","29,4","0,1","48,9",
22/01/2009 5.00,"0,1","14,5","28,8","0,1",,"13,8"
22/01/2009 6.00,"0,1","13,3","26,5","0,1","51,3","13,8"
22/01/2009 7.00,"0,1","12,8","23,8","0,1","51,9","13,8"
22/01/2009 8.00,"0,1","14,1","24,1","0,1","50,2","13,8"
22/01/2009 9.00,"0,1","14,9","26,6","0,2","48,3","13,8"
22/01/2009 10.00,"0,0","13,5","25,5","0,1","50,8","13,8"
22/01/2009 11.00,"0,1","11,9","25,0","0,2","50,2","13,8"
22/01/2009 12.00,"0,1","14,9","31,7","0,2","46,3","13,8"
22/01/2009 13.00,"0,1","11,4","20,5","0,2","53,3","13,8"
22/01/2009 14.00,"0,1","11,3","21,6","0,2","52,1","13,8"
22/01/2009 15.00,"0,1","14,6","25,8","0,2","53,8","13,8"
22/01/2009 16.00,"0,1","14,4","23,6","0,2","57,3","13,8"
22/01/2009 17.00,"0,1","13,1","20,7","0,2","59,4","13,8"
22/01/2009 18.00,"0,2","13,7","23,0","0,2","60,0","13,8"
22/01/2009 19.00,"0,2","14,1","24,1","0,2","60,9","13,8"
22/01/2009 20.00,"0,2","12,8","23,3","0,2","62,7","13,8"
22/01/2009 21.00,"0,5","14,5","31,0","0,3","57,5","13,8"
22/01/2009 22.00,"0,5","15,7","37,1","0,2","49,4","13,8"
22/01/2009 23.00,"0,6","22,2","45,6","0,2","48,6","13,8"
23/01/2009 0.00,"0,4","15,9","31,8","0,2","51,5","13,8"
23/01/2009 1.00,"0,5","16,3","39,5","0,1","45,9",
23/01/2009 2.00,"0,5","14,4","38,3","0,2","43,3",
23/01/2009 3.00,"0,6","14,2","37,7","0,2","44,8",
23/01/2009 4.00,"0,5","15,2","37,4","0,2","39,4",
23/01/2009 5.00,"0,5","17,2","39,0","0,2","40,5","13,8"
23/01/2009 6.00,"0,7","19,4","41,8","0,2","45,9","13,8"
23/01/2009 7.00,"0,5","9,0","13,6","0,2","49,5","13,8"
23/01/2009 8.00,"0,6","15,7","22,4","0,3","41,9","13,8"
23/01/2009 9.00,"0,7","27,2","43,5","0,4","33,0","13,8"
23/01/2009 10.00,"0,8","24,2","40,7","0,3","36,5","13,8"
23/01/2009 11.00,"0,7","22,3","41,2","0,3","34,7","13,8"
23/01/2009 12.00,"1,0","22,0","44,6","0,3","32,2","13,8"
23/01/2009 13.00,"1,1","25,2","50,6","0,3","30,6","13,8"
23/01/2009 14.00,"1,2","24,7","49,4","0,4","32,6","13,8"
23/01/2009 15.00,"1,2","27,6","49,3","0,4","29,6","13,8"
23/01/2009 16.00,"0,9","24,9","43,6","0,3","26,2","13,8"
23/01/2009 17.00,"0,5","22,1","36,5","0,4","28,9","13,8"
23/01/2009 18.00,"0,8","24,0","43,1","0,4","25,1","13,8"
23/01/2009 19.00,"0,5","22,7","37,5","0,4","27,2","13,8"
23/01/2009 20.00,"0,8","25,5","39,5","0,3","32,6","13,8"
23/01/2009 21.00,"1,6","39,0","69,4","0,7","14,8","13,8"
23/01/2009 22.00,"1,5","34,9","67,8","0,7","12,9","13,8"
23/01/2009 23.00,"1,2","21,0","53,5","0,4","19,9","13,8"
24/01/2009 0.00,"1,1","17,1","46,5","0,3","29,8","13,8"
24/01/2009 1.00,"0,7","16,1","40,2","0,2","45,9",
24/01/2009 2.00,"0,6",,,"0,2","44,0",
24/01/2009 3.00,"0,7","18,0","36,3",,"40,7",
24/01/2009 4.00,,"19,3","40,8","0,2","37,9",
24/01/2009 5.00,"0,4","16,4","35,9","0,2",,"5,4"
24/01/2009 6.00,"0,3","14,9","30,5","0,1","48,0","5,4"
24/01/2009 7.00,"0,3","15,5","28,9","0,1","48,8","5,4"
24/01/2009 8.00,"0,3","17,6","31,2","0,1","42,4","5,4"
24/01/2009 9.00,"0,3","17,7","35,5","0,2","38,7","5,4"
24/01/2009 10.00,"0,4","19,7","41,7","0,2","38,0","5,4"
24/01/2009 11.00,"0,2","16,9","36,5","0,2","42,1","5,4"
24/01/2009 12.00,"0,4","17,5","36,7","0,2","42,4","5,4"
24/01/2009 13.00,"0,6","17,8","39,3","0,2","43,0","5,4"
24/01/2009 14.00,"0,7","20,2","46,6","0,2","40,2","5,4"
24/01/2009 15.00,"0,5","16,8","39,5","0,2","41,5","5,4"
24/01/2009 16.00,"0,4","16,0","38,0","0,2","35,9","5,4"
24/01/2009 17.00,"0,3","14,0","33,2","0,2","36,4","5,4"
24/01/2009 18.00,"0,3","13,6","32,3","0,2","37,4","5,4"
24/01/2009 19.00,"0,4","14,4","34,0","0,1","35,9","5,4"
24/01/2009 20.00,"0,6","20,0","46,1","0,2","26,3","5,4"
24/01/2009 21.00,"0,8","20,6","49,4","0,3","22,3","5,4"
24/01/2009 22.00,"0,8","21,4","54,3","0,3","18,7","5,4"
24/01/2009 23.00,"0,7","16,6","46,2","0,3","25,7","5,4"
25/01/2009 0.00,"0,6","13,9","37,0","0,2","40,7","5,4"
25/01/2009 1.00,"0,2","10,3","19,8","0,1","55,5",
25/01/2009 2.00,"0,2","7,4","12,9","0,1","66,3",
25/01/2009 3.00,"0,2","8,2","13,9","0,1","64,4",
25/01/2009 4.00,"0,2","11,5","20,6","0,1","62,0",
25/01/2009 5.00,"0,2","13,6","26,5","0,1","59,2","6,5"
25/01/2009 6.00,"0,1","16,1","32,9","0,1","57,0","6,5"
25/01/2009 7.00,"0,2","15,7","32,2","0,1","52,9","6,5"
25/01/2009 8.00,"0,1","16,4","33,9","0,1","51,8","6,5"
25/01/2009 9.00,"0,3","17,1","35,2","0,1","50,4","6,5"
25/01/2009 10.00,"0,2","19,4","36,6","0,1","51,1","6,5"
25/01/2009 11.00,"0,4","17,1","30,7","0,1","55,7","6,5"
25/01/2009 12.00,"0,2","16,6","29,7","0,1","56,6","6,5"
25/01/2009 13.00,"0,2","16,8","30,5","0,1","55,1","6,5"
25/01/2009 14.00,"0,2","19,1","32,3","0,1","53,9","6,5"
25/01/2009 15.00,"0,2","16,4","28,8","0,1","51,8","6,5"
25/01/2009 16.00,"0,1","15,0","26,2","0,1","49,8","6,5"
25/01/2009 17.00,"0,1","14,9","28,0","0,1","46,2","6,5"
25/01/2009 18.00,"0,2","18,6","37,2","0,3","34,1","6,5"
25/01/2009 19.00,"0,4","23,1","46,6","0,4","31,3","6,5"
25/01/2009 20.00,"0,5","24,1","50,3","0,5","27,4","6,5"
25/01/2009 21.00,"0,5","18,9","41,4","0,3","33,7","6,5"
25/01/2009 22.00,"0,1","19,7","39,9","0,3","37,8","6,5"
25/01/2009 23.00,"0,1","16,7","34,4","0,2","39,7","6,5"
26/01/2009 0.00,"0,2","19,8","40,2","0,2","37,0","6,5"
26/01/2009 1.00,"0,1","17,5","36,1","0,3","37,6",
26/01/2009 2.00,"0,1",,,"0,3","33,0",
26/01/2009 3.00,"0,1","17,0","42,2",,"29,0",
26/01/2009 4.00,,"17,5","46,4","0,3","24,3",
26/01/2009 5.00,"0,3","16,0","49,5","0,3",,"16,2"
26/01/2009 6.00,"0,4","14,9","47,6","0,3","15,6","16,2"
26/01/2009 7.00,"0,7","21,4","63,1","0,3","10,8","16,2"
26/01/2009 8.00,"0,7","24,5","70,9","0,3","6,0","16,2"
26/01/2009 9.00,"0,9","28,8","81,9","0,4","9,6","16,2"
26/01/2009 10.00,"0,3","27,9","59,5","0,3","32,6","16,2"
26/01/2009 11.00,"0,2","21,9","40,2","0,2","47,1","16,2"
26/01/2009 12.00,"0,1","15,1","26,2","0,2","55,6","16,2"
26/01/2009 13.00,"0,0","9,7","14,6","0,2","58,5","16,2"
26/01/2009 14.00,"0,1","13,7","21,2","0,2","58,8","16,2"
26/01/2009 15.00,"0,1","14,0","21,3","0,1","61,6","16,2"
26/01/2009 16.00,"0,0","13,4","20,3","0,1","62,0","16,2"
26/01/2009 17.00,"0,1","14,7","23,1","0,1","59,0","16,2"
26/01/2009 18.00,"0,0","19,1","30,8","0,2","51,0","16,2"
26/01/2009 19.00,"0,1","23,4","39,3","0,3","41,9","16,2"
26/01/2009 20.00,"0,1","22,4","39,1","0,3","41,0","16,2"
26/01/2009 21.00,"0,1","20,8","36,5","0,3","46,3","16,2"
26/01/2009 22.00,"0,0","17,3","27,3","0,2","53,4","16,2"
26/01/2009 23.00,"0,0","18,2","28,2","0,1","51,9","16,2"
27/01/2009 0.00,"0,0","15,5","23,7","0,1","55,3","16,2"
27/01/2009 1.00,"0,1","13,7","20,3","0,1","57,5",
27/01/2009 2.00,"0,1","12,7","18,1","0,1","59,9",
27/01/2009 3.00,"0,1","10,8","15,3","0,1","64,4",
27/01/2009 4.00,"0,0","10,2","14,5","0,1","65,6",
27/01/2009 5.00,"0,0","13,1","21,8","0,1","55,5","17,6"
27/01/2009 6.00,"0,2","15,6","34,6","0,1","48,6","17,6"
27/01/2009 7.00,"0,2","17,0","41,4","0,1","40,3","17,6"
27/01/2009 8.00,"0,2","19,9","47,2","0,1","36,9","17,6"
27/01/2009 9.00,"0,3","32,4","65,1","0,3","30,7","17,6"
27/01/2009 10.00,"0,2","23,7","50,0","0,2","41,8","17,6"
27/01/2009 11.00,"0,2","26,7","49,0","0,2","53,2","17,6"
27/01/2009 12.00,"0,1","12,8","25,3","0,1","63,5","17,6"
27/01/2009 13.00,"0,1","11,7","19,8","0,1","65,3","17,6"
27/01/2009 14.00,"0,2","14,3","25,1","0,2","63,4","17,6"
27/01/2009 15.00,"0,2","14,3","25,8","0,1","62,8","17,6"
27/01/2009 16.00,"0,1","15,9","28,0","0,1","61,5","17,6"
27/01/2009 17.00,"0,0","17,5","31,7","0,2","58,5","17,6"
27/01/2009 18.00,"0,3","36,0","62,5","0,3","26,3","17,6"
27/01/2009 19.00,"0,3","38,9","68,4","0,4","16,9","17,6"
27/01/2009 20.00,"0,7","42,5","82,6","0,7","9,1","17,6"
27/01/2009 21.00,"2,1","54,6","135,1","1,2","8,2","17,6"
27/01/2009 22.00,"2,2","52,2","137,2","1,1","7,4","17,6"
27/01/2009 23.00,"1,8","44,5","114,1","1,1","7,6","17,6"
28/01/2009 0.00,"1,1","37,9","87,1","0,9","6,0","17,6"
28/01/2009 1.00,"0,6","33,0","73,3","0,9","6,8",
28/01/2009 2.00,"0,7",,,"0,9","6,2",
28/01/2009 3.00,"0,8","24,5","62,5",,"6,3",
28/01/2009 4.00,,"19,3","52,4","0,6","9,5",
28/01/2009 5.00,"0,3","19,2","51,8","0,6",,"28,2"
28/01/2009 6.00,"0,4","18,1","49,2","0,6","12,8","28,2"
28/01/2009 7.00,"0,5","21,0","51,0","0,4","15,3","28,2"
28/01/2009 8.00,"0,6","29,9","66,4","0,4","11,6","28,2"
28/01/2009 9.00,"1,8","48,3","131,3","0,7","6,8","28,2"
28/01/2009 10.00,"1,7","53,0","129,7","0,8","12,2","28,2"
28/01/2009 11.00,"0,3","35,1","63,9","0,3","43,4","28,2"
28/01/2009 12.00,"0,1","25,5","43,6","0,2","52,3","28,2"
28/01/2009 13.00,"0,1","17,1","28,7","0,2","58,2","28,2"
28/01/2009 14.00,"0,1","20,8","35,8","0,2","54,6","28,2"
28/01/2009 15.00,"0,1","22,4","40,6","0,2","56,2","28,2"
28/01/2009 16.00,"0,1","16,1","30,3","0,2","58,9","28,2"
28/01/2009 17.00,"0,1","19,0","31,6","0,2","51,3","28,2"
28/01/2009 18.00,"0,1","30,5","50,8","0,3","38,2","28,2"
28/01/2009 19.00,"0,3","39,5","65,3","0,4","30,2","28,2"
28/01/2009 20.00,"0,7","50,9","87,3","0,6","14,4","28,2"
28/01/2009 21.00,"1,1","53,5","109,4","1,1","8,8","28,2"
28/01/2009 22.00,"0,7","51,9","91,9","0,7","11,5","28,2"
28/01/2009 23.00,"0,4","42,3","74,0","0,6","18,8","28,2"
29/01/2009 0.00,"0,3","37,1","65,2","0,5","20,7","28,2"
29/01/2009 1.00,"0,2","30,8","57,4","0,5","22,5",
29/01/2009 2.00,"0,2","28,1","54,3","0,4","24,1",
29/01/2009 3.00,"0,1","21,8","46,0","0,4","26,9",
29/01/2009 4.00,"0,2","20,9","44,5","0,3","30,1",
29/01/2009 5.00,"0,1","20,5","45,7","0,3","25,0","19,9"
29/01/2009 6.00,"0,1","20,5","48,1","0,3","20,0","19,9"
29/01/2009 7.00,"0,2","23,2","48,3","0,3","19,9","19,9"
29/01/2009 8.00,"0,4","29,8","63,0","0,4","15,1","19,9"
29/01/2009 9.00,"0,5","52,1","93,2","0,5","23,2","19,9"
29/01/2009 10.00,"0,4","33,6","60,7","0,4","33,7","19,9"
29/01/2009 11.00,"0,4","27,8","47,9","0,3","42,2","19,9"
29/01/2009 12.00,"1,4","21,8","36,6","0,3","44,9","19,9"
29/01/2009 13.00,"1,8","23,5","39,3","0,3","42,4","19,9"
29/01/2009 14.00,"1,8","24,0","40,2","0,4","37,2","19,9"
29/01/2009 15.00,"0,9","20,3","32,8","0,3","40,5","19,9"
29/01/2009 16.00,"1,0","20,0","31,4","0,3","41,0","19,9"
29/01/2009 17.00,"0,7","21,4","32,5","0,4","40,8","19,9"
29/01/2009 18.00,"0,4","25,2","38,8","0,4","34,7","19,9"
29/01/2009 19.00,"0,2","34,0","53,2","0,5","23,8","19,9"
29/01/2009 20.00,"0,3","36,0","60,1","0,6","19,2","19,9"
29/01/2009 21.00,"0,4","35,6","61,6","0,6","17,3","19,9"
29/01/2009 22.00,"0,4","32,2","56,4","0,6","19,7","19,9"
29/01/2009 23.00,"0,1","26,5","48,7","0,5","20,8","19,9"
30/01/2009 0.00,"0,1","25,2","49,5","0,4","19,9","19,9"
30/01/2009 1.00,"0,1","20,5","41,9","0,4","24,7",
30/01/2009 2.00,"0,2",,,"0,4","22,4",
30/01/2009 3.00,"0,1","19,2","41,0",,"28,7",
30/01/2009 4.00,,"17,3","36,5","0,3","31,5",
30/01/2009 5.00,"0,7","17,3","35,8","0,3",,"13,2"
30/01/2009 6.00,"0,7","16,4","32,8","0,3","28,6","13,2"
30/01/2009 7.00,"0,6","20,4","36,7","0,3","26,7","13,2"
30/01/2009 8.00,"0,7","28,7","52,0","0,4","18,5","13,2"
30/01/2009 9.00,"1,1","32,6","65,0","0,5","14,7","13,2"
30/01/2009 10.00,"1,2","23,6","47,8","0,4","21,9","13,2"
30/01/2009 11.00,"1,5","22,5","44,3","0,4","31,0","13,2"
30/01/2009 12.00,"2,0","21,5","39,0","0,4","40,2","13,2"
30/01/2009 13.00,"1,8","23,9","41,4","0,4","37,7","13,2"
30/01/2009 14.00,"1,6","24,0","44,1","0,5","33,9","13,2"
30/01/2009 15.00,"1,8","23,1","39,2","0,4","35,6","13,2"
30/01/2009 16.00,"2,4","24,2","39,0","0,4","36,1","13,2"
30/01/2009 17.00,"2,0","30,2","48,8","0,4","31,2","13,2"
30/01/2009 18.00,"1,9","38,8","61,7","0,5","24,3","13,2"
30/01/2009 19.00,"2,0","42,8","67,8","0,6","20,8","13,2"
30/01/2009 20.00,"1,4","37,3","61,8","0,5","24,8","13,2"
30/01/2009 21.00,"0,9","31,4","50,3","0,5","27,1","13,2"
30/01/2009 22.00,"1,0","27,4","41,3","0,4","35,7","13,2"
30/01/2009 23.00,"1,0","29,7","46,3","0,4","29,7","13,2"
31/01/2009 0.00,"0,7","24,5","43,9","0,4","25,8","13,2"
31/01/2009 1.00,"0,7","23,3","43,5","0,4","26,3",
31/01/2009 2.00,"0,7","17,8","32,9","0,4","27,9",
31/01/2009 3.00,"0,6","17,2","31,6","0,4","31,1",
31/01/2009 4.00,"0,3","14,8","26,4","0,3","34,0",
31/01/2009 5.00,"0,7","18,4","30,7","0,3","34,2","30,8"
31/01/2009 6.00,"0,7","20,3","36,6","0,3","33,3","30,8"
31/01/2009 7.00,"0,6","19,8","35,3","0,3","32,7","30,8"
31/01/2009 8.00,"0,6","26,8","43,5","0,3","27,4","30,8"
31/01/2009 9.00,"1,3","31,2","55,9","0,5","25,5","30,8"
31/01/2009 10.00,"2,3","35,8","65,1","0,5","34,2","30,8"
31/01/2009 11.00,"2,5","23,7","43,4","0,4","37,5","30,8"
31/01/2009 12.00,"3,2","21,5","38,1","0,4","40,2","30,8"
31/01/2009 13.00,"3,2","22,4","37,9","0,4","43,3","30,8"
31/01/2009 14.00,"3,7","25,7","43,9","0,4","41,3","30,8"
31/01/2009 15.00,"3,1","25,0","40,0","0,4","41,2","30,8"
31/01/2009 16.00,"2,4","24,7","39,7","0,4","38,9","30,8"
31/01/2009 17.00,"2,0","28,3","46,1","0,4","34,8","30,8"
31/01/2009 18.00,"1,4","33,1","52,3","0,5","28,4","30,8"
31/01/2009 19.00,"1,4","46,4","76,5","0,7","14,6","30,8"
31/01/2009 20.00,"1,3","43,1","81,3","0,7","8,6","30,8"
31/01/2009 21.00,"0,9","41,8","84,2","0,9","9,6","30,8"
31/01/2009 22.00,"1,7","39,7","103,3","1,2","7,8","30,8"
31/01/2009 23.00,"2,2","33,5","101,3","1,2","7,3","30,8"
01/02/2009 0.00,"1,5","31,1","85,6","1,0","6,2","30,8"
01/02/2009 1.00,"2,0","30,0","95,2","1,1","6,3",
01/02/2009 2.00,"1,5",,,"1,0","6,0",
01/02/2009 3.00,"1,3","26,4","65,7",,"6,0",
01/02/2009 4.00,,"24,1","58,7","0,7","6,7",
01/02/2009 5.00,"0,6","20,9","53,3","0,6",,"27,3"
01/02/2009 6.00,"0,6","21,8","52,5","0,6","9,8","27,3"
01/02/2009 7.00,"0,6","21,7","52,0","0,5","14,1","27,3"
01/02/2009 8.00,"0,5","21,5","47,1","0,4","18,2","27,3"
01/02/2009 9.00,"0,5","23,8","47,9","0,4","22,1","27,3"
01/02/2009 10.00,"0,5","29,1","50,5","0,4","28,1","27,3"
01/02/2009 11.00,"0,5","31,9","44,6","0,3","44,0","27,3"
01/02/2009 12.00,"0,6","22,0","28,8","0,3","49,0","27,3"
