Stat,BR-Via Crati-Rione_PERRINO,,,,,,  ,
,,,,,,,,,,,
Parm,SO2,NO2,NOX,CO,PM10,,,
18/01/2014 5.00,"2,7","5,1","7,4","0,6",,,,
18/01/2014 6.00,"2,8","10,2","12,5","0,6","18,6",,,
18/01/2014 7.00,"2,8","10,8","13,2","0,6",,,,
18/01/2014 8.00,"2,7","18,4","21,5","0,6","12,2",,,
18/01/2014 9.00,"2,8","15,5","19,5","0,6",,,,
18/01/2014 10.00,"2,5","11,5","15,3","0,7","25,2",,,
18/01/2014 11.00,"3,0","7,5","10,0","0,6",,,,
18/01/2014 12.00,"2,6","7,1","9,8","0,7","29,8",,,
18/01/2014 13.00,"2,9","7,5","10,7","0,7",,,,
18/01/2014 14.00,"2,6","6,3","8,8","0,6","15,9",,,
18/01/2014 15.00,"2,7","5,0","7,4","0,7",,,,
18/01/2014 16.00,"2,8","5,8","8,1","0,7","8,3",,,
18/01/2014 17.00,"2,9","7,1","9,4","0,7",,,,
18/01/2014 18.00,"2,7","6,3","8,6","0,7","7,3",,,
18/01/2014 19.00,"2,8","5,1","7,5","0,7",,,,
18/01/2014 20.00,"2,6","4,8","7,1","0,7","4,4",,,
18/01/2014 21.00,"2,9","5,4","7,8","0,7",,,,
18/01/2014 22.00,"2,8","4,4","6,7","0,7","18,1",,,
18/01/2014 23.00,"2,6","3,7","6,1","0,7",,,,
19/01/2014 0.00,"2,3","3,5","5,8","0,7","25,2",,,
19/01/2014 1.00,"2,9","2,7","5,0","0,6",,,,
19/01/2014 2.00,"2,9","2,3","4,6","0,6","27,6",,,
19/01/2014 3.00,"2,8","2,2","4,6","0,6",,,,
19/01/2014 4.00,"2,5","2,3","4,6","0,6","22,0",,,
19/01/2014 5.00,"2,5","2,2","4,6","0,6",,,,
19/01/2014 6.00,"2,7","3,1","5,4","0,6","25,2",,,
19/01/2014 7.00,"2,6","2,5","4,9","0,6",,,,
19/01/2014 8.00,"2,5","3,7","6,0","0,6","15,1",,,
19/01/2014 9.00,"2,8","3,2","5,6","0,6",,,,
19/01/2014 10.00,"2,8","3,8","6,2","0,7","16,8",,,
19/01/2014 11.00,"2,6","4,7","7,2","0,7",,,,
19/01/2014 12.00,"2,8","5,3","7,7","0,7","49,6",,,
19/01/2014 13.00,"2,9","5,5","7,8","0,7",,,,
19/01/2014 14.00,"2,5","4,3","6,6","0,7","25,2",,,
19/01/2014 15.00,"2,5","3,4","5,7","0,7",,,,
19/01/2014 16.00,"2,6","3,6","6,0","0,7","41,3",,,
19/01/2014 17.00,"2,3","3,1","5,5","0,7",,,,
19/01/2014 18.00,"2,7","5,0","7,3","0,7","48,1",,,
19/01/2014 19.00,"2,2","3,2","5,6","0,5",,,,
19/01/2014 20.00,"2,7","3,2","5,6","0,5","36,6",,,
19/01/2014 21.00,"2,6","5,5","7,9","0,6",,,,
19/01/2014 22.00,"2,2","4,3","6,6","0,6","12,5",,,
19/01/2014 23.00,"2,4","4,3","6,7","0,5",,,,
20/01/2014 0.00,"2,7","3,4","5,8","0,5","24,4",,,
20/01/2014 1.00,,"2,8","5,2","0,5",,,,
20/01/2014 2.00,"2,6",,,"0,5","32,0",,,
20/01/2014 3.00,"2,5","2,3","4,7","0,5",,,,
20/01/2014 4.00,"2,5","2,2","4,6","0,5","41,3",,,
20/01/2014 5.00,"2,3","2,7","5,1","0,5",,,,
20/01/2014 6.00,"2,7","9,2","11,5","0,5","67,6",,,
20/01/2014 7.00,"2,3","26,4","30,2","0,5",,,,
20/01/2014 8.00,"2,5","20,2","24,4","0,5","68,6",,,
20/01/2014 9.00,"2,7","17,4","23,2","0,5",,,,
20/01/2014 10.00,"2,5","11,0","15,5","0,5","73,5",,,
20/01/2014 11.00,"2,7","9,5","13,8","0,5",,,,
20/01/2014 12.00,"2,5","8,3","12,1","0,5","72,5",,,
20/01/2014 13.00,"2,6","5,5","8,4","0,5",,,,
20/01/2014 14.00,"2,8","7,1","9,5","0,5","70,8",,,
20/01/2014 15.00,"2,3","9,2","12,8","0,5",,,,
20/01/2014 16.00,"2,3","10,6","13,7","0,5","121,1",,,
20/01/2014 17.00,"2,6","15,3","18,1","0,6",,,,
20/01/2014 18.00,"2,8","8,2","10,5","0,6","60,1",,,
20/01/2014 19.00,"2,7","8,5","10,9","0,6",,,,
20/01/2014 20.00,"2,9","8,1","10,4","0,6",,,,
20/01/2014 21.00,"2,5","8,0","10,4","0,6",,,,
20/01/2014 22.00,"2,6","7,7","10,1","0,6","187,1",,,
20/01/2014 23.00,"2,9","3,6","6,0","0,5",,,,
21/01/2014 0.00,"2,5","2,6","5,0","0,5","140,2",,,
21/01/2014 1.00,"2,5","2,3","4,6","0,5",,,,
21/01/2014 2.00,"2,7","2,3","4,7","0,5","70,3",,,
21/01/2014 3.00,"2,6","2,1","4,5","0,5",,,,
21/01/2014 4.00,"2,5","1,9","4,4","0,5",,,,
21/01/2014 5.00,"2,9","2,8","5,2","1,0",,,,
21/01/2014 6.00,"2,8","4,8","7,1","1,0",,,,
21/01/2014 7.00,"2,8","8,9","11,3","0,9",,,,
21/01/2014 8.00,"2,7","10,3","12,8","0,9",,,,
21/01/2014 9.00,"3,2","7,5","10,1","0,9",,,,
21/01/2014 10.00,"2,9","6,4","8,8","0,9",,,,
21/01/2014 11.00,"2,8","7,1","9,7","0,9",,,,
21/01/2014 12.00,"2,7","8,0","11,3","0,9",,,,
21/01/2014 13.00,"2,9","6,7","9,5","0,9",,,,
21/01/2014 14.00,"2,9","6,0","8,4","0,8",,,,
21/01/2014 15.00,"2,9","6,7","9,1","0,8",,,,
21/01/2014 16.00,"2,8","7,0","9,8","0,5",,,,
21/01/2014 17.00,,"8,4","11,0",,,,,
21/01/2014 18.00,,,,,,,,
21/01/2014 19.00,"2,9","1,6","3,3","0,4",,,,
21/01/2014 20.00,"3,1","1,7","3,0","0,5",,,,
21/01/2014 21.00,"3,4","2,6","4,4","0,5",,,,
21/01/2014 22.00,"3,2","1,8","3,4","0,5","28,1",,,
21/01/2014 23.00,"3,4","1,8","3,0","0,5",,,,
22/01/2014 0.00,"3,2","2,1","3,3","0,5","26,6",,,
22/01/2014 1.00,,"3,3","4,9","0,6",,,,
22/01/2014 2.00,"5,0",,,"0,6","13,9",,,
22/01/2014 3.00,"3,9","2,4","3,3","0,4",,,,
22/01/2014 4.00,"3,3",,,"0,4","79,4",,,
22/01/2014 5.00,"3,5","1,3","2,0","0,4",,,,
22/01/2014 6.00,"3,8","6,3","7,7","0,4","42,5",,,
22/01/2014 7.00,"3,4","7,6","9,5","0,4",,,,
22/01/2014 8.00,"3,6","22,0","27,3","0,4","23,7",,,
22/01/2014 9.00,"3,7","20,7","28,5","0,5",,,,
22/01/2014 10.00,"3,8","11,7","17,6","0,4","18,8",,,
22/01/2014 11.00,"5,6","12,5","20,8","0,5",,,,
22/01/2014 12.00,"4,5","6,7","12,2","0,4","10,7",,,
22/01/2014 13.00,"4,6","7,5","13,0","0,4",,,,
22/01/2014 14.00,"4,8","16,5","24,3","0,5","8,3",,,
22/01/2014 15.00,"3,4","13,5","19,1","0,5",,,,
22/01/2014 16.00,"3,8","32,6","47,8","0,5","4,6",,,
22/01/2014 17.00,"3,7","31,5","35,0","0,5",,,,
22/01/2014 18.00,"3,6","58,6","75,8","0,8","13,4",,,
22/01/2014 19.00,"3,7","34,5","38,5","0,6",,,,
22/01/2014 20.00,"3,9","32,0","34,7","0,7","15,9",,,
22/01/2014 21.00,"3,8","34,7","37,4","0,6",,,,
22/01/2014 22.00,"3,7","23,3","25,4","0,6","19,5",,,
22/01/2014 23.00,"3,6","12,0","13,4","0,5",,,,
23/01/2014 0.00,"3,4","5,3","6,6","0,4","23,4",,,
23/01/2014 1.00,"3,6","4,7","6,0","0,4",,,,
23/01/2014 2.00,"3,6","1,9","3,0","0,4","19,0",,,
23/01/2014 3.00,"3,7","3,5","4,6","0,4",,,,
23/01/2014 4.00,"3,9","5,0","6,2","0,4","10,7",,,
23/01/2014 5.00,"3,6","5,8","7,2","0,4",,,,
23/01/2014 6.00,"4,0","27,9","40,6","0,4","8,1",,,
23/01/2014 7.00,"3,6","46,3","67,4","0,5",,,,
23/01/2014 8.00,"3,9","36,3","68,9","0,6","10,3",,,
23/01/2014 9.00,"4,4","56,4","130,8","0,8",,,,
23/01/2014 10.00,"4,1","55,6","110,3","0,8","12,7",,,
23/01/2014 11.00,"4,3","44,5","71,1","0,6",,,,
23/01/2014 12.00,"4,5","24,5","34,0","0,5","19,0",,,
23/01/2014 13.00,"4,3","9,9","14,1","0,4",,,,
23/01/2014 14.00,"4,1","1,0","3,1","0,4","25,4",,,
23/01/2014 15.00,"4,1","6,9","9,6","0,4",,,,
23/01/2014 16.00,"3,9","24,4","27,6","0,6","13,2",,,
23/01/2014 17.00,"3,8","64,2","90,1","0,6",,,,
23/01/2014 18.00,"4,2","84,5","152,5","0,7","10,5",,,
23/01/2014 19.00,"4,7","84,3","179,3","0,8",,,,
23/01/2014 20.00,"4,2","66,3","100,6","0,6","19,8",,,
23/01/2014 21.00,"4,0","45,5","55,8","0,7",,,,
23/01/2014 22.00,"3,7","15,9","18,0","0,6","29,3",,,
23/01/2014 23.00,"3,8","18,8","20,4","0,6",,,,
24/01/2014 0.00,"3,7","8,3","9,8","0,6","32,5",,,
24/01/2014 1.00,,"7,2","8,2","0,5",,,,
24/01/2014 2.00,"3,6",,,"0,5","37,4",,,
24/01/2014 3.00,"3,7","2,6","3,4","0,4",,,,
24/01/2014 4.00,"3,5",,,"0,4","23,9",,,
24/01/2014 5.00,"3,3","7,0","9,3","0,4",,,,
24/01/2014 6.00,"3,6","17,6","22,8","0,4","25,9",,,
24/01/2014 7.00,"3,2","12,4","13,7","0,4",,,,
24/01/2014 8.00,"3,5","15,3","17,5","0,4","33,2",,,
24/01/2014 9.00,"3,3","22,8","26,7","0,4",,,,
24/01/2014 10.00,"3,2","3,3","5,6","0,4","17,3",,,
24/01/2014 11.00,"3,3","1,3","3,4","0,4",,,,
24/01/2014 12.00,"3,7","4,0","6,5","0,4","28,1",,,
24/01/2014 13.00,"4,2","2,7","5,0","0,4",,,,
24/01/2014 14.00,"4,1","6,2","8,6","0,4","15,4",,,
24/01/2014 15.00,"3,5","4,6","6,9","0,4",,,,
24/01/2014 16.00,"3,7","4,4","6,3","0,4","8,1",,,
24/01/2014 17.00,"3,5","18,0","20,2","0,5",,,,
24/01/2014 18.00,"3,3","15,7","17,7","0,5","4,4",,,
24/01/2014 19.00,"3,6","29,1","31,0","0,5",,,,
24/01/2014 20.00,"3,3","18,7","20,4","0,5","2,9",,,
24/01/2014 21.00,"3,2","16,3","18,2","0,6",,,,
24/01/2014 22.00,"3,3","14,1","15,7","0,7","5,1",,,
24/01/2014 23.00,"3,6","4,3","5,6","0,5",,,,
25/01/2014 0.00,"3,6","6,6","7,3","0,5","6,8",,,
25/01/2014 1.00,"3,6","4,8","5,7","0,5",,,,
25/01/2014 2.00,"3,8","4,3","5,5","0,5","9,0",,,
25/01/2014 3.00,"3,5","2,3","3,3","0,4",,,,
25/01/2014 4.00,"3,8","2,2","3,0","0,4","10,3",,,
25/01/2014 5.00,"3,5","10,6","12,0","0,4",,,,
25/01/2014 6.00,"3,6","17,3","19,6","0,5","7,6",,,
25/01/2014 7.00,"3,4","18,4","21,0","0,5",,,,
25/01/2014 8.00,"3,7","18,6","26,1","0,6","4,9",,,
25/01/2014 9.00,"3,7","11,2","20,4","0,6",,,,
25/01/2014 10.00,"4,0","9,7","23,2","0,5","3,7",,,
25/01/2014 11.00,"3,7","5,9","14,2","0,5",,,,
25/01/2014 12.00,"3,7","8,0","16,1","0,5","5,9",,,
25/01/2014 13.00,"3,5","7,0","13,7","0,5",,,,
25/01/2014 14.00,"3,9","4,6","7,8","0,5","9,0",,,
25/01/2014 15.00,"3,4","4,5","6,8","0,5",,,,
25/01/2014 16.00,"3,6","4,4","6,4","0,4","5,4",,,
25/01/2014 17.00,"3,9","19,1","21,9","0,4",,,,
25/01/2014 18.00,"3,6","22,9","27,6","0,4","3,7",,,
25/01/2014 19.00,"3,9","11,5","15,2","0,4",,,,
25/01/2014 20.00,"4,0","4,1","6,6","0,5","9,3",,,
25/01/2014 21.00,"4,0","6,4","10,5","0,5",,,,
25/01/2014 22.00,"4,3","3,1","5,7","0,5","6,1",,,
25/01/2014 23.00,"4,8","1,7","3,9","0,5",,,,
26/01/2014 0.00,"5,4",,,"0,5","7,1",,,
26/01/2014 1.00,,,,"0,5",,,,
26/01/2014 2.00,"5,3",,,"0,4","11,2",,,
26/01/2014 3.00,"5,2",,,"0,4",,,,
26/01/2014 4.00,"4,9",,,"0,4","6,3",,,
26/01/2014 5.00,"4,6","2,0","5,4","0,4",,,,
26/01/2014 6.00,"4,7",,,"0,4","11,5",,,
26/01/2014 7.00,"5,1","2,6","4,9","0,4",,,,
26/01/2014 8.00,"4,6","2,3","4,6","0,4","7,1",,,
26/01/2014 9.00,"4,7","3,7","7,3","0,4",,,,
26/01/2014 10.00,"4,5","2,6","5,9","0,4","5,6",,,
26/01/2014 11.00,"4,5","2,1","5,7","0,4",,,,
26/01/2014 12.00,"4,6","1,8","4,9","0,4","7,3",,,
26/01/2014 13.00,"4,5","1,8","4,5","0,4",,,,
26/01/2014 14.00,"4,2","1,8","4,5","0,4","9,5",,,
26/01/2014 15.00,"4,2",,,"0,4",,,,
26/01/2014 16.00,"4,3",,,"0,4","5,4",,,
26/01/2014 17.00,"4,5","2,0","4,3","0,4",,,,
26/01/2014 18.00,"3,8","2,0","4,0","0,4","8,1",,,
26/01/2014 19.00,"4,4","1,2","2,9","0,4",,,,
26/01/2014 20.00,"4,3",,,"0,4","6,1",,,
26/01/2014 21.00,"4,6",,,"0,3",,,,
26/01/2014 22.00,"5,0","1,8","3,8","0,4","4,2",,,
26/01/2014 23.00,"5,8","1,1","2,1","0,3",,,,
27/01/2014 0.00,"7,4",,,"0,4","7,8",,,
27/01/2014 1.00,"8,0","1,7","3,6","0,4",,,,
27/01/2014 2.00,"7,3",,,"0,4","5,6",,,
27/01/2014 3.00,"5,9",,,"0,4",,,,
27/01/2014 4.00,"5,2",,,"0,4","8,8",,,
27/01/2014 5.00,"4,9","9,1","22,7","0,4",,,,
27/01/2014 6.00,"5,0","10,0","14,6","0,4","5,9",,,
27/01/2014 7.00,"4,9","17,7","23,8","0,4",,,,
27/01/2014 8.00,"4,8","24,3","34,5","0,4","14,2",,,
27/01/2014 9.00,"5,3","17,8","27,1","0,4",,,,
27/01/2014 10.00,"5,0","14,2","21,9","0,4","13,7",,,
27/01/2014 11.00,"5,0","17,1","27,3","0,4",,,,
27/01/2014 12.00,"5,4","15,0","25,8","0,4","15,4",,,
27/01/2014 13.00,"4,6","14,5","22,6","0,4",,,,
27/01/2014 14.00,"4,8","15,3","20,6","0,4","14,7",,,
27/01/2014 15.00,"4,9","14,1","22,7","0,4",,,,
27/01/2014 16.00,"4,6","18,0","23,7","0,4","15,6",,,
27/01/2014 17.00,"4,5","52,0","61,0","0,5",,,,
27/01/2014 18.00,"4,6","64,6","78,4","0,6","8,5",,,
27/01/2014 19.00,"4,3","50,9","59,8","0,6",,,,
27/01/2014 20.00,"4,7","61,0","71,5","0,7","13,7",,,
27/01/2014 21.00,"4,5","51,9","56,2","0,9",,,,
27/01/2014 22.00,"4,7","37,6","40,5","0,8","24,4",,,
27/01/2014 23.00,"4,2","21,7","24,1","0,6",,,,
28/01/2014 0.00,"4,4","5,6","7,1","0,5","35,7",,,
28/01/2014 1.00,,"7,0","8,3","0,6",,,,
28/01/2014 2.00,"4,1",,,"0,5","31,0",,,
28/01/2014 3.00,"4,0",,,"0,5",,,,
28/01/2014 4.00,"4,3",,,"0,4","16,4",,,
28/01/2014 5.00,"4,1","1,6","1,8","0,4",,,,
28/01/2014 6.00,"4,1","14,7","16,3","0,4","11,7",,,
28/01/2014 7.00,"4,1","2,9","4,7","0,4",,,,
28/01/2014 8.00,"4,5","20,1","22,2","0,4","11,2",,,
28/01/2014 9.00,"4,2","26,6","30,8","0,5",,,,
28/01/2014 10.00,"4,0","25,8","30,4","0,5","6,8",,,
28/01/2014 11.00,"4,2","10,9","14,1","0,4",,,,
28/01/2014 12.00,"4,1","12,8","17,3","0,5","4,9",,,
28/01/2014 13.00,"3,9","5,5","9,0","0,4",,,,
28/01/2014 14.00,"4,0","10,0","12,4","0,4","2,9",,,
28/01/2014 15.00,"3,6","16,6","20,4","0,4",,,,
28/01/2014 16.00,"3,7","30,6","34,9","0,5","2,2",,,
28/01/2014 17.00,"4,1","21,8","26,0","0,5",,,,
28/01/2014 18.00,"3,9","27,6","30,0","0,5","4,9",,,
28/01/2014 19.00,"3,5","24,3","26,9","0,5",,,,
28/01/2014 20.00,"3,8","29,1","31,8","0,6","3,2",,,
28/01/2014 21.00,"3,6","20,2","22,5","0,6",,,,
28/01/2014 22.00,"4,0","14,6","16,7","0,6","7,8",,,
28/01/2014 23.00,"4,0","10,4","12,2","0,6",,,,
29/01/2014 0.00,"3,9","6,0","7,8","0,6","12,5",,,
29/01/2014 1.00,"4,1","6,8","8,2","0,5",,,,
29/01/2014 2.00,"3,9","3,6","5,1","0,5","7,6",,,
29/01/2014 3.00,"4,1","2,8","3,9","0,5",,,,
29/01/2014 4.00,"4,1","3,1","4,5","0,5","14,2",,,
29/01/2014 5.00,"3,8","6,4","7,3","0,5",,,,
29/01/2014 6.00,"4,1","18,2","20,6","0,6","7,3",,,
29/01/2014 7.00,"4,4","46,2","64,5","0,7",,,,
29/01/2014 8.00,"4,9","43,2","61,6","0,7","8,5",,,
29/01/2014 9.00,"5,2","35,4","58,0","0,8",,,,
29/01/2014 10.00,"4,9","20,6","32,1","0,6","19,5",,,
29/01/2014 11.00,"5,1","11,1","17,8","0,5",,,,
29/01/2014 12.00,"6,4","11,4","18,5","0,5","14,7",,,
29/01/2014 13.00,"5,5","6,8","11,9","0,4",,,,
29/01/2014 14.00,"5,0","4,4","7,6","0,4","12,5",,,
29/01/2014 15.00,"4,9","21,3","27,9","0,5",,,,
29/01/2014 16.00,"4,8","11,9","14,7","0,4","10,5",,,
29/01/2014 17.00,"4,5","27,4","30,8","0,5",,,,
29/01/2014 18.00,"4,6","22,0","23,7","0,5","6,1",,,
29/01/2014 19.00,"4,1","45,1","49,8","0,6",,,,
29/01/2014 20.00,"4,3","55,1","61,1","0,7","9,8",,,
29/01/2014 21.00,"4,7","41,6","46,1","0,7",,,,
29/01/2014 22.00,"4,2","19,4","21,1","0,6","23,4",,,
29/01/2014 23.00,"4,2","15,3","16,9","0,6",,,,
30/01/2014 0.00,"4,2","11,6","13,8","0,6","30,3",,,
30/01/2014 1.00,,"4,4","5,9","0,5",,,,
30/01/2014 2.00,"4,4",,,"0,5","27,8",,,
30/01/2014 3.00,"4,2",,,"0,5",,,,
30/01/2014 4.00,"4,5",,,"0,4","18,1",,,
30/01/2014 5.00,"4,5",,,"0,4",,,,
30/01/2014 6.00,"4,1",,,"0,4","11,7",,,
30/01/2014 7.00,"3,8","1,3","2,9","0,4",,,,
30/01/2014 8.00,"4,2","1,1","2,9","0,4","13,2",,,
30/01/2014 9.00,"4,2","2,6","4,9","0,4",,,,
30/01/2014 10.00,"3,9","3,7","6,6","0,4","11,2",,,
30/01/2014 11.00,"3,9","2,8","5,3","0,4",,,,
30/01/2014 12.00,"3,9","4,4","7,2","0,4","16,4",,,
30/01/2014 13.00,"3,7","2,5","5,1","0,4",,,,
30/01/2014 14.00,"4,0","2,5","4,9","0,4","10,5",,,
30/01/2014 15.00,"4,1","2,4","4,7","0,5",,,,
30/01/2014 16.00,"4,1","1,5","3,4","0,4","15,4",,,
30/01/2014 17.00,"4,0","2,0","3,4","0,4",,,,
30/01/2014 18.00,"3,7","1,3","2,9","0,5","8,3",,,
30/01/2014 19.00,"3,5","1,7","2,9","0,5",,,,
30/01/2014 20.00,"3,7",,,"0,5","12,2",,,
30/01/2014 21.00,"3,7",,,"0,4",,,,
30/01/2014 22.00,"3,5",,,"0,5","12,2",,,
30/01/2014 23.00,"3,8",,,"0,5",,,,
31/01/2014 0.00,"3,9",,,,"11,5",,,
31/01/2014 1.00,"3,9",,,,,,,
31/01/2014 2.00,"3,5",,,,"12,2",,,
31/01/2014 3.00,"3,7",,,,,,,
31/01/2014 4.00,"3,7",,,,"19,5",,,
31/01/2014 5.00,"4,2","5,2","5,9",,,,,
31/01/2014 6.00,"4,0","1,2","1,8",,"11,0",,,
31/01/2014 7.00,"4,0",,,,,,,
31/01/2014 8.00,"3,7","1,1","3,0",,"13,7",,,
31/01/2014 9.00,"4,0","1,3","3,5",,,,,
31/01/2014 10.00,"4,0","1,8","4,3",,"12,7",,,
31/01/2014 11.00,"4,1","1,3","3,7",,,,,
31/01/2014 12.00,"3,8",,,,"15,4",,,
31/01/2014 13.00,"3,7",,,,,,,
31/01/2014 14.00,"3,9",,,,"18,3",,,
31/01/2014 15.00,"3,7","2,4","5,2",,,,,
31/01/2014 16.00,"3,8","1,3","4,6","0,4","10,3",,,
31/01/2014 17.00,"4,1","4,7","7,9","0,4",,,,
31/01/2014 18.00,"4,3","4,5","8,0","0,4","12,0",,,
31/01/2014 19.00,"4,1","3,1","5,8","0,3",,,,
31/01/2014 20.00,"3,6","1,5","4,1","0,3","13,2",,,
31/01/2014 21.00,"3,8","1,8","4,7","0,3",,,,
31/01/2014 22.00,"3,6","1,8","4,7","0,3","13,2",,,
31/01/2014 23.00,"3,8","0,4","2,7","0,3",,,,
01/02/2014 0.00,"3,9","1,2","3,7","0,3","15,4",,,
01/02/2014 1.00,,,,"0,3",,,,
01/02/2014 2.00,"3,5",,,"0,3","19,3",,,
01/02/2014 3.00,"3,6","3,7","6,3","0,2",,,,
01/02/2014 4.00,"4,2","1,9","4,4","0,2","19,5",,,
01/02/2014 5.00,"3,9",,,"0,2",,,,
01/02/2014 6.00,"3,6",,,"0,2","12,7",,,
01/02/2014 7.00,"3,8","1,7","4,5","0,2",,,,
01/02/2014 8.00,"3,7","2,3","5,7","0,2","17,6",,,
01/02/2014 9.00,"3,5","4,5","8,0","0,2",,,,
01/02/2014 10.00,"3,8","4,0","7,9","0,2","26,6",,,
01/02/2014 11.00,"3,7","3,9","7,6","0,2",,,,
01/02/2014 12.00,"3,7","4,5","9,3","0,2","34,4",,,
01/02/2014 13.00,"3,9","2,5","5,7","0,2",,,,
01/02/2014 14.00,"3,3",,,"0,2","33,0",,,
01/02/2014 15.00,"3,5",,,"0,2",,,,
01/02/2014 16.00,"3,6","1,5","4,0","0,2","26,1",,,
01/02/2014 17.00,"3,6",,,"0,2",,,,
01/02/2014 18.00,"3,6","1,0","3,9","0,2","19,5",,,
01/02/2014 19.00,"3,6","1,3","4,0","0,2",,,,
01/02/2014 20.00,"3,7","1,1","3,2","0,2","23,0",,,
01/02/2014 21.00,"3,3",,,"0,2",,,,
01/02/2014 22.00,"3,1",,,"0,1","18,1",,,
01/02/2014 23.00,"3,3",,,"0,2",,,,
02/02/2014 0.00,"3,5",,,"0,2","12,2",,,
02/02/2014 1.00,"3,6",,,"0,2",,,,
02/02/2014 2.00,"3,4",,,"0,1","11,0",,,
02/02/2014 3.00,"3,1",,,"0,2",,,,
02/02/2014 4.00,"3,3",,,"0,2","7,6",,,
02/02/2014 5.00,"3,2",,,"0,2",,,,
02/02/2014 6.00,"3,6",,,"0,1","12,7",,,
02/02/2014 7.00,"3,5",,,"0,1",,,,
02/02/2014 8.00,"3,4",,,"0,1","13,4",,,
02/02/2014 9.00,"3,2",,,"0,1",,,,
02/02/2014 10.00,"3,6",,,"0,1","18,8",,,
02/02/2014 11.00,"3,5",,,"0,1",,,,
02/02/2014 12.00,"3,5",,,"0,1","9,8",,,
02/02/2014 13.00,"3,5",,,"0,1",,,,
02/02/2014 14.00,"3,7",,,"0,1","5,9",,,
02/02/2014 15.00,"3,4",,,"0,1",,,,
02/02/2014 16.00,"3,9",,,"0,1","4,2",,,
02/02/2014 17.00,"3,5",,,"0,1",,,,
02/02/2014 18.00,"3,8",,,"0,1","2,9",,,
02/02/2014 19.00,"3,6",,,"0,1",,,,
02/02/2014 20.00,"3,6",,,"0,1","4,4",,,
02/02/2014 21.00,"3,4",,,"0,1",,,,
02/02/2014 22.00,"3,7",,,"0,1","13,2",,,
02/02/2014 23.00,"3,7",,,"0,1",,,,
03/02/2014 0.00,"3,7",,,"0,1","7,6",,,
03/02/2014 1.00,,,,"0,1",,,,
03/02/2014 2.00,"3,5",,,"0,1","5,1",,,
03/02/2014 3.00,"3,5",,,"0,1",,,,
03/02/2014 4.00,"3,5",,,"0,1","3,4",,,
03/02/2014 5.00,"3,1",,,"0,1",,,,
03/02/2014 6.00,"3,6","2,2","4,6","0,1","2,4",,,
03/02/2014 7.00,"3,7","3,6","6,1","0,1",,,,
03/02/2014 8.00,"3,8","11,7","15,2","0,1","6,3",,,
03/02/2014 9.00,"3,8","16,6","21,4","0,1",,,,
03/02/2014 10.00,"3,8","10,5","15,7","0,1","5,9",,,
03/02/2014 11.00,"3,9","5,4","9,7","0,1",,,,
03/02/2014 12.00,"4,1","6,5","10,8","0,1","14,9",,,
03/02/2014 13.00,"3,9","5,5","9,9","0,1",,,,
03/02/2014 14.00,"4,0","2,6","6,4","0,1","7,8",,,
03/02/2014 15.00,"3,8","3,6","7,4","0,1",,,,
03/02/2014 16.00,"4,0","12,4","16,7","0,1","4,2",,,
03/02/2014 17.00,"3,6","13,9","18,1","0,1",,,,
03/02/2014 18.00,"3,7","4,2","7,2","0,1","3,9",,,
03/02/2014 19.00,"3,9","3,7","6,7","0,1",,,,
03/02/2014 20.00,"3,8","14,5","17,7","0,1","9,0",,,
03/02/2014 21.00,"3,6","6,3","9,4","0,1",,,,
03/02/2014 22.00,"4,0","2,9","5,7","0,1","7,6",,,
03/02/2014 23.00,"3,8","1,4","3,6","0,1",,,,
04/02/2014 0.00,"3,8","2,4","4,6","0,1","6,6",,,
04/02/2014 1.00,"4,2",,,"0,1",,,,
04/02/2014 2.00,"3,8",,,,"10,7",,,
04/02/2014 3.00,"4,0",,,,,,,
04/02/2014 4.00,"3,6","1,2","3,0",,"6,1",,,
04/02/2014 5.00,"3,9",,,,,,,
04/02/2014 6.00,"3,8","1,1","3,9",,"3,9",,,
04/02/2014 7.00,"4,0",,,,,,,
04/02/2014 8.00,"3,7","1,8","5,0",,"8,1",,,
04/02/2014 9.00,"4,0","7,3","11,2",,,,,
04/02/2014 10.00,"3,7","20,4","26,4","0,1","7,8",,,
04/02/2014 11.00,"3,8","13,4","18,6","0,1",,,,
04/02/2014 12.00,"3,5","7,3","12,9",,"12,2",,,
04/02/2014 13.00,"3,7","3,4","7,9",,,,,
04/02/2014 14.00,"4,1","3,7","8,0",,"7,8",,,
04/02/2014 15.00,"3,9",,,,,,,
04/02/2014 16.00,"4,0","1,3","4,9",,"8,3",,,
04/02/2014 17.00,"3,8","5,5","8,7",,,,,
04/02/2014 18.00,"3,6","9,4","12,1","0,1","5,1",,,
04/02/2014 19.00,"3,6","8,6","11,6","0,1",,,,
04/02/2014 20.00,"3,8","6,5","9,3","0,1","4,4",,,
04/02/2014 21.00,"3,8","13,1","16,1","0,2",,,,
04/02/2014 22.00,"3,6","12,1","14,8","0,2","3,4",,,
04/02/2014 23.00,"4,0","19,0","21,8","0,3",,,,
05/02/2014 0.00,"3,8","12,9","15,7","0,2","9,5",,,
05/02/2014 1.00,,"4,8","7,3","0,1",,,,
05/02/2014 2.00,"3,8",,,"0,1","14,9",,,
05/02/2014 3.00,"3,7","3,1","5,6","0,1",,,,
05/02/2014 4.00,"3,9",,,"0,1","11,5",,,
05/02/2014 5.00,"4,0","21,5","24,9",,,,,
05/02/2014 6.00,"4,0","7,4","10,2",,"11,7",,,
