,SIMAGE Brindisi,,,
,S. Pancrazio S.,,,
Parm,SO2,NO2,PM10,NOX



16/06/2010 9.00,"1,1156551","12,58286053","63,20000076","24,6269424"
16/06/2010 10.00,"0,66915041","10,82035598","63,20000076","22,62570936"
16/06/2010 11.00,"1,23213415","8,49846716","63,20000076","19,95005656"
16/06/2010 12.00,"0,97430227","10,67629252","63,20000076","22,38447232"
16/06/2010 13.00,"0,87177647","9,08770158","63,20000076","19,94615608"
16/06/2010 14.00,"0,85721608","8,77491368","63,20000076","19,31582704"
16/06/2010 15.00,"1,44022048","8,09612691","63,20000076","16,87234458"
16/06/2010 16.00,"0,75165656","7,90014691","63,20000076","15,82179426"
16/06/2010 17.00,"1,03011523","8,53870138","63,20000076","15,86589072"
16/06/2010 18.00,"1,59309999","10,9397623","63,20000076","18,58045846"
16/06/2010 19.00,"1,90674482","10,52443574","63,20000076","19,12"
16/06/2010 20.00,"1,76842571","10,59841676","63,20000076","20,42734912"
16/06/2010 21.00,"1,79451176","10,65422995","63,20000076","20,8047588"
16/06/2010 22.00,"1,3085739","11,03839855","63,20000076","21,13807776"
16/06/2010 23.00,"1,21393493","13,19286501","63,20000076","23,3221936"
17/06/2010 0.00,"1,43354693","11,20193191","63,20000076","21,29761504"
17/06/2010 1.00,,"11,87682394","39,20000076","22,1847448"
17/06/2010 2.00,"0,37973051",,"39,20000076",
17/06/2010 3.00,"0,77144535","9,86512652","39,20000076","19,49610952"
17/06/2010 4.00,"0,87368538","8,24148671","39,20000076","17,7516925"
17/06/2010 5.00,"0,8444568","10,77752336","39,20000076","20,6102128"
17/06/2010 6.00,"0,80703425","10,59063492","39,20000076","19,83592928"
17/06/2010 7.00,"0,84934857","12,3388683","39,20000076","21,70487104"
17/06/2010 8.00,"0,72252663","11,1642961","39,20000076","20,94613208"
17/06/2010 9.00,"0,73145488","11,17338002","39,20000076","21,57906144"
17/06/2010 10.00,"0,68339247","9,81580648","39,20000076","20,23798464"
17/06/2010 11.00,"0,73769214","8,56725518","39,20000076","19,1887364"
17/06/2010 12.00,"0,7370799","7,85082878","39,20000076","18,4585436"
17/06/2010 13.00,"0,75652596","11,17856727","39,20000076","21,27945104"
17/06/2010 14.00,"0,70124794","7,84693404","39,20000076","17,45598258"
17/06/2010 15.00,"0,40443446","8,0701696","39,20000076","17,40540062"
17/06/2010 16.00,"0,78685493","8,48029742","39,20000076","17,35611499"
17/06/2010 17.00,"0,73487912","7,62370039","39,20000076","15,71803576"
17/06/2010 18.00,"0,56121823","11,47318353","39,20000076","21,5323704"
17/06/2010 19.00,"0,75481333","8,34531978","39,20000076","17,53898823"
17/06/2010 20.00,"1,11901222","11,97935685","39,20000076","21,24054184"
17/06/2010 21.00,"0,89667771","21,38503168","39,20000076","31,26745224"
17/06/2010 22.00,"0,84922653","20,21045184","39,20000076","30,47630488"
17/06/2010 23.00,"0,96394006","20,8606848","39,20000076","31,28689728"
18/06/2010 0.00,"0,97910455","20,88274928","39,20000076","31,08196912"
18/06/2010 1.00,"1,06997146","22,38697704","42,09999084","31,96133616"
18/06/2010 2.00,"1,05297231","15,64974294","42,09999084","24,55302448"
18/06/2010 3.00,"0,64254569","11,91576182","42,09999084","20,70489504"
18/06/2010 4.00,"0,82660133","11,62763298","42,09999084","20,56482192"
18/06/2010 5.00,"1,07510731","17,51608056","42,09999084","28,59179944"
18/06/2010 6.00,"0,89716587","21,85744864","42,09999084","39,1076656"
18/06/2010 7.00,"0,96748736","25,16702504","42,09999084","55,53514896"
18/06/2010 8.00,"0,94327259","29,4759656","42,09999084","41,8974648"
18/06/2010 9.00,"1,10800523","20,60889352","42,09999084","31,56576248"
18/06/2010 10.00,"0,76129467","11,68343661","42,09999084","22,25088088"
18/06/2010 11.00,"0,67691012","10,16104102","42,09999084","21,73469824"
18/06/2010 12.00,"0,7693666","12,02348198","42,09999084","24,17429552"
18/06/2010 13.00,"0,84531311","12,73341523","42,09999084","24,83705208"
18/06/2010 14.00,"1,03254891","15,68607668","42,09999084","27,1832864"
18/06/2010 15.00,"1,01432631","20,93077872","42,09999084","31,3647348"
18/06/2010 16.00,"1,46902497","12,06241795","42,09999084","20,92018624"
18/06/2010 17.00,"1,23323759","9,62891422","42,09999084","18,62974408"
18/06/2010 18.00,"1,02826836","15,24090572","42,09999084","25,32600784"
18/06/2010 19.00,"1,21905044","12,31160891","42,09999084","24,40775072"
18/06/2010 20.00,"1,37571217","12,02478406","42,09999084","25,4349536"
18/06/2010 21.00,"1,12390399","16,58031334","42,09999084","30,10017624"
18/06/2010 22.00,"0,8475139","19,36035752","42,09999084","33,5488124"
18/06/2010 23.00,"0,66113441","17,12281658","42,09999084","31,33360744"
19/06/2010 0.00,"0,79162466","14,30514615","42,09999084","28,09376168"
19/06/2010 1.00,,"14,91773566",32,"28,49451688"
19/06/2010 2.00,"0,74539083",,32,
19/06/2010 3.00,"0,86234583","12,94237389",32,"26,66320328"
19/06/2010 4.00,"0,60435327","11,7314584",32,"26,04713776"
19/06/2010 5.00,"0,44599111","12,76975853",32,"27,29481336"
19/06/2010 6.00,"0,67332621","14,2285629",32,"28,28830768"
19/06/2010 7.00,"0,83715372","17,82367738",32,"31,78625432"
19/06/2010 8.00,"0,4318182","18,88014534",32,"33,74337752"
19/06/2010 9.00,"0,70779641","21,05926512",32,"36,08961184"
19/06/2010 10.00,"0,74001598","11,89110466",32,"26,31302048"
19/06/2010 11.00,"0,64549092","15,93786987",32,"32,15588216"
19/06/2010 12.00,"0,72223984","11,87422935",32,"27,03803176"
19/06/2010 13.00,"0,9039635","10,54650978",32,"26,2792928"
19/06/2010 14.00,"0,9914316","11,09550426",32,"26,48162064"
19/06/2010 15.00,"0,85853208","12,14937762",32,"27,43100512"
19/06/2010 16.00,"0,58732869","7,60293607",32,"22,92790096"
19/06/2010 17.00,"0,85456883","8,2298063",32,"23,82283168"
19/06/2010 18.00,"1,03455037","9,32910497",32,"24,4025692"
19/06/2010 19.00,"0,70785641","9,86123178",32,"24,61267888"
19/06/2010 20.00,"1,09799795","8,36997885",32,"23,14321128"
19/06/2010 21.00,"0,98152297","11,17467253",32,"25,9861832"
19/06/2010 22.00,"0,85123612","10,71392833",32,"25,44015424"
19/06/2010 23.00,"0,90225189","8,60878574",32,"23,780022"
20/06/2010 0.00,"0,83625266","8,57893559",32,"23,46744824"
20/06/2010 1.00,"0,79712765","8,28042459","11,19999981","22,21975352"
20/06/2010 2.00,"0,91077944","10,32975782","11,19999981","23,5193208"
20/06/2010 3.00,"1,16504876","10,05072245","11,19999981","23,38702952"
20/06/2010 4.00,"0,80064037","8,00527632","11,19999981","21,31575992"
20/06/2010 5.00,"0,75241728","12,46736043","11,19999981","25,58022736"
20/06/2010 6.00,"0,58459601","9,51599723","11,19999981","21,89811688"
20/06/2010 7.00,"0,82334083","6,13244555","11,19999981","18,98900697"
20/06/2010 8.00,"0,71929664","7,05912694","11,19999981","19,64138328"
20/06/2010 9.00,"0,65128578","6,52959472","11,19999981","18,3872107"
20/06/2010 10.00,"0,54342887","6,19734074","11,19999981","17,97736777"
20/06/2010 11.00,"0,58438549","6,46469953","11,19999981","19,25099112"
20/06/2010 12.00,"0,75568999","7,77036035","11,19999981","23,00961984"
20/06/2010 13.00,"0,5829444","6,61914898","11,19999981","22,61014568"
20/06/2010 14.00,"0,62080833","5,72880706","11,19999981","22,56215448"
20/06/2010 15.00,"0,60918809","5,73400005","11,19999981","23,62698552"
20/06/2010 16.00,"0,57690952","6,1765726","11,19999981","23,87730456"
20/06/2010 17.00,"0,65963332","5,82485064","11,19999981","22,71521008"
20/06/2010 18.00,"0,7729556","5,97799802","11,19999981","22,39355432"
20/06/2010 19.00,"0,90084029","8,71521148","11,19999981","24,58673304"
20/06/2010 20.00,"0,73271901","9,44202004","11,19999981","25,12888064"
20/06/2010 21.00,"0,77992205","11,10458817","11,19999981","24,74106968"
20/06/2010 22.00,"0,54273832","11,00335733","11,19999981","22,63219104"
20/06/2010 23.00,"0,97122381","9,75221336","11,19999981","20,834586"
21/06/2010 0.00,"0,55426907","7,83006255","11,19999981","18,4779982"
21/06/2010 1.00,,"7,67172218","10,60000038","18,26399569"
21/06/2010 2.00,"0,25249466",,"10,60000038",
21/06/2010 3.00,"0,22057001","6,23497846","10,60000038","17,27310934"
21/06/2010 4.00,"0,33280308","5,69765866","10,60000038","16,70114218"
21/06/2010 5.00,"0,15294155","5,58863834","10,60000038","16,63240387"
21/06/2010 6.00,"0,13705397","7,52506222","10,60000038","18,23416658"
21/06/2010 7.00,"0,23786613","8,91638256","10,60000038","19,90724688"
21/06/2010 8.00,"0,11693975","8,0104674","10,60000038","18,56359844"
21/06/2010 9.00,"0,20450243","7,9507652","10,60000038","18,0694516"
21/06/2010 10.00,"0,08453507","7,38748809","10,60000038","17,49748445"
21/06/2010 11.00,"0,16766059","6,75153203","10,60000038","17,25106015"
21/06/2010 12.00,"0,08735216","6,89429725","10,60000038","17,3626005"
21/06/2010 13.00,"0,1155312","7,09806291","10,60000038","17,58568118"
21/06/2010 14.00,"0,06942652","6,19993533","10,60000038","17,53898823"
21/06/2010 15.00,"0,09439692","5,85859553","10,60000038","18,54025292"
21/06/2010 16.00,"0,23106138","5,97410518","10,60000038","19,21208192"
21/06/2010 17.00,"0,07928837","6,8332968","10,60000038","20,64264032"
21/06/2010 18.00,"0,17752244","7,60423432","10,60000038","21,00450544"
21/06/2010 19.00,"0,20702052","8,69963633","10,60000038","20,21723944"
21/06/2010 20.00,"0,27174037","8,68535942","10,60000038","18,24065208"
21/06/2010 21.00,"0,25726134","9,03838154","10,60000038","17,70759413"
21/06/2010 22.00,"0,29485169","10,64124938","10,60000038","19,5025912"
21/06/2010 23.00,"0,31919359","8,93585054","10,60000038","17,54806641"
22/06/2010 0.00,"0,16766059","7,29533925","10,60000038","16,11102059"
22/06/2010 1.00,"0,14934442","5,81446657",10,"15,38082206"
22/06/2010 2.00,"0,19583861","5,84302038",10,"15,706363"
22/06/2010 3.00,"0,2587604","6,09870258",10,"15,93074002"
22/06/2010 4.00,"0,13156827","6,65548845",10,"16,18624441"
22/06/2010 5.00,"0,26244702","7,61850931",10,"17,45468624"
22/06/2010 6.00,"0,25117561","10,51275916",10,"21,08750536"
22/06/2010 7.00,"0,24413187","11,82231282",10,"23,00053784"
22/06/2010 8.00,"0,27668604","12,36352736",10,"24,33901432"
22/06/2010 9.00,"0,30690314","8,37516993",10,"18,15764451"
22/06/2010 10.00,"0,23262044","8,03642471",10,"17,74391066"
22/06/2010 11.00,"0,34839064","7,91053098",10,"17,96439676"
22/06/2010 12.00,,,10,
22/06/2010 13.00,"0,11693975","8,7242973",10,"19,11740733"
22/06/2010 14.00,"0,16421296","6,23627671",10,"15,29262914"
22/06/2010 15.00,"0,16766059","5,52763789",10,"15,76602505"
22/06/2010 16.00,"0,13666446","5,88974392",10,"17,41188421"
22/06/2010 17.00,"0,21712238","6,53219122",10,"18,46762178"
22/06/2010 18.00,"0,19200146","7,41863839",10,"19,18095456"
22/06/2010 19.00,"0,20498144","6,32842555",10,"16,87493916"
22/06/2010 20.00,"0,24796799","6,92414739",10,"16,78155517"
22/06/2010 21.00,"0,27120034","7,20708515",10,"16,28870466"
22/06/2010 22.00,"0,1984167","6,75801945",10,"15,30559824"
22/06/2010 23.00,"0,17830247","6,1337438",10,"14,81404407"
23/06/2010 0.00,"0,22158905","5,33685088",10,"14,41846657"
23/06/2010 1.00,,"5,44716946","11,39999962","14,81663866"
23/06/2010 2.00,"0,3376501",,"11,39999962",
23/06/2010 3.00,"0,27872411","5,70025516","11,39999962","15,51700426"
23/06/2010 4.00,"0,23751221","5,63406363","11,39999962","15,46901688"
23/06/2010 5.00,"0,1961193","6,18695667","11,39999962","16,4132141"
23/06/2010 6.00,"0,23678913","8,292105","11,39999962","18,55192568"
23/06/2010 7.00,"0,20678356","12,29214093","11,39999962","23,7203676"
23/06/2010 8.00,"0,22124428","21,97685304","11,39999962","39,4578484"
23/06/2010 9.00,"0,13014346","9,13312688","11,39999962","19,38068208"
23/06/2010 10.00,"0,26028691","7,69638125","11,39999962","17,62199389"
23/06/2010 11.00,"0,25179191","6,49714808","11,39999962","15,56499354"
23/06/2010 12.00,"0,11387552","6,80474299","11,39999962","15,89053258"
23/06/2010 13.00,"0,06344555","6,62434006","11,39999962","16,13177153"
23/06/2010 14.00,"0,10736876","5,8521062","11,39999962","16,12398969"
23/06/2010 15.00,"0,17732107","5,50946815","11,39999962","16,78674242"
23/06/2010 16.00,"0,43543872","6,12595814","11,39999962","18,46373086"
23/06/2010 17.00,"0,37452449","6,48287118","11,39999962","18,4131489"
23/06/2010 18.00,"0,01952132","5,60161699","11,39999962","15,9138781"
23/06/2010 19.00,"0,14478521","6,78008393","11,39999962","16,69984585"
23/06/2010 20.00,"0,28071234","7,22784947","11,39999962","16,2835155"
23/06/2010 21.00,"0,37163214","6,72038173","11,39999962","15,07084479"
23/06/2010 22.00,"0,24347692","5,95074437","11,39999962","14,12924215"
23/06/2010 23.00,"0,50774132","5,7132319","11,39999962","14,2835807"
24/06/2010 0.00,"0,31921393","6,17787085","11,39999962","14,75827486"
24/06/2010 1.00,"0,54985732","7,3251913","16,5","16,43137237"
24/06/2010 2.00,"0,29119659","6,39980816","16,5","15,49365874"
24/06/2010 3.00,"0,41971387","6,47119077","16,5","15,80623058"
24/06/2010 4.00,"0,35138774","7,43291338","16,5","16,54420905"
24/06/2010 5.00,"0,32409349","8,5932125","16,5","17,76985076"
24/06/2010 6.00,"0,25613043","8,44525429","16,5","18,21730656"
24/06/2010 7.00,"0,27547072","9,35116945","16,5","18,87227937"
24/06/2010 8.00,"0,39061139","9,13053038","16,5","18,67773146"
24/06/2010 9.00,"0,15346123","9,80931715","16,5","19,36251808"
24/06/2010 10.00,"0,18418989","8,41799873","16,5","17,55455382"
24/06/2010 11.00,"0,15291917","7,34336104","16,5","16,31983202"
24/06/2010 12.00,"0,14803859","8,89042525","16,5","20,85535032"
24/06/2010 13.00,"0,14966477","6,68793509","16,5","17,64404307"
24/06/2010 14.00,"0,14153081","11,13573465","16,5","23,46096656"
24/06/2010 15.00,"0,13502404","9,14480729","16,5","22,34686328"
24/06/2010 16.00,"0,07971348","8,20904198","16,5","21,48177888"
24/06/2010 17.00,"0,17406667","6,17527626","16,5","18,88913938"
24/06/2010 18.00,"0,18870842","5,58085076","16,5","17,47543718"
24/06/2010 19.00,"0,31541747","6,1311473","16,5","17,39502419"
24/06/2010 20.00,"0,35428009","6,11038298","16,5","15,86589072"
24/06/2010 21.00,"0,41935181","8,55038178","16,5","16,70632944"
24/06/2010 22.00,"0,28143543","8,27263893","16,5","16,05524946"
24/06/2010 23.00,"0,31234511","9,66655194","16,5","17,77892894"
25/06/2010 0.00,"0,28306263","7,8170839","16,5","16,38597766"
25/06/2010 1.00,,"6,02212698","15,89999962","14,86203145"
25/06/2010 2.00,"0,08443032",,"15,89999962",
25/06/2010 3.00,"0,10229088","6,08182918","15,89999962","15,31856925"
25/06/2010 4.00,"0,08280719","5,84302038","15,89999962","15,29911274"
25/06/2010 5.00,"0,06656977","6,67365818","15,89999962","16,4482343"
25/06/2010 6.00,"0,18365393","9,53806171","15,89999962","19,29768216"
25/06/2010 7.00,"0,02110784","8,75934044","15,89999962","18,14337908"
25/06/2010 8.00,"0,07955889","7,96504019","15,89999962","17,23679281"
25/06/2010 9.00,"0,10734232","8,71780798","15,89999962","18,12651715"
25/06/2010 10.00,"0,04871023","8,25057445","15,89999962","17,6544195"
25/06/2010 11.00,"0,15893879","7,31350898","15,89999962","16,56625823"
25/06/2010 12.00,"0,01136599","6,73855146","15,89999962","16,89439185"
25/06/2010 13.00,"0,01136599","7,13699888","15,89999962","18,72701708"
25/06/2010 14.00,"0,05051439","6,61265965","15,89999962","18,93453409"
25/06/2010 15.00,"0,02435512","5,99487142","15,89999962","18,96695778"
25/06/2010 16.00,"0,01136599","5,99876616","15,89999962","19,16927224"
25/06/2010 17.00,"0,1659744","6,389426","15,89999962","19,76069208"
25/06/2010 18.00,"0,17878352","8,35050895","15,89999962","21,62833368"
25/06/2010 19.00,"0,06350351","9,02150814","15,89999962","22,1069264"
25/06/2010 20.00,"0,06007521","14,49333666","15,89999962","27,66186"
25/06/2010 21.00,"0,06169936","11,56792504","15,89999962","22,71260976"
25/06/2010 22.00,"0,06169936","13,26425144","15,89999962","22,63739168"
25/06/2010 23.00,"0,05682793","11,64839538","15,89999962","20,22372112"
26/06/2010 0.00,"0,16886065","8,70223282","15,89999962","17,4598735"
26/06/2010 1.00,"0,15749465","9,35246578","18,89999962","18,49485822"
26/06/2010 2.00,"0,05358065","9,40178582","18,89999962","18,60769681"
26/06/2010 3.00,"0,09741945","9,17855218","18,89999962","18,58564762"
26/06/2010 4.00,"0,04059152","9,40438232","18,89999962","18,88135754"
26/06/2010 5.00,"0,19646304","8,91118957","18,89999962","18,25232484"
26/06/2010 6.00,"0,21955505","11,99623025","18,89999962","21,81251664"
26/06/2010 7.00,"0,11203272","14,2934581","18,89999962","24,4233144"
26/06/2010 8.00,"0,24372914","14,50371118","18,89999962","24,01087688"
26/06/2010 9.00,"0,34638105","10,27005944","18,89999962","19,00846157"
26/06/2010 10.00,"0,4392901","9,29665833","18,89999962","17,52991006"
26/06/2010 11.00,"0,26303281","11,43165298","18,89999962","19,87483848"
26/06/2010 12.00,"0,29081522","10,9319709","18,89999962","20,57260376"
26/06/2010 13.00,"0,44470257","8,19216858","18,89999962","19,13684472"
26/06/2010 14.00,"0,33934544","6,81772356","18,89999962","18,82299374"
26/06/2010 15.00,"0,40357001","6,45561753","18,89999962","18,38980338"
26/06/2010 16.00,"0,19501992","7,77555143","18,89999962","19,889102"
26/06/2010 17.00,"0,13801097","7,33946821","18,89999962","19,58561024"
26/06/2010 18.00,"0,17932456","7,25770153","18,89999962","19,96822056"
26/06/2010 19.00,"0,10878544","8,67757376","18,89999962","21,62445232"
26/06/2010 20.00,"0,30290328","7,96114736","18,89999962","19,58561024"
26/06/2010 21.00,"0,24715744","12,98131177","18,89999962","23,52710264"
26/06/2010 22.00,"0,6422477","10,95403346","18,89999962","20,64134016"
26/06/2010 23.00,"0,16886065","10,18699642","18,89999962","19,18743624"
27/06/2010 0.00,"0,12015041","12,37650602","18,89999962","21,64779784"
27/06/2010 1.00,,"10,39984218","8,60000038","19,98636544"
27/06/2010 2.00,"0,35804299",,"8,60000038",
27/06/2010 3.00,"0,59270658","9,00074191","8,60000038","17,70111054"
27/06/2010 4.00,"0,41428919","6,27391443","8,60000038","14,90483157"
27/06/2010 5.00,"0,12277529","7,36412727","8,60000038","15,91906726"
27/06/2010 6.00,"0,26127442","9,87940342","8,60000038","19,40272744"
27/06/2010 7.00,"0,83644182","9,18244501","8,60000038","18,43001082"
27/06/2010 8.00,"1,01727764","6,14023313","8,60000038","15,04620294"
27/06/2010 9.00,"1,35838656","6,54127513","8,60000038","15,37822938"
27/06/2010 10.00,"0,60177822","5,8209559","8,60000038","14,45607943"
27/06/2010 11.00,"0,95437823","7,42382947","8,60000038","16,48584525"
27/06/2010 12.00,"0,95800688","6,88910617","8,60000038","16,59090009"
27/06/2010 13.00,"1,04509869","5,86767944","8,60000038","17,06040507"
27/06/2010 14.00,"0,59875468","5,06170261","8,60000038","17,35222407"
27/06/2010 15.00,"0,64532413","4,75150929","8,60000038","17,20177453"
27/06/2010 16.00,"0,26853275","4,91633898","8,60000038","17,78022527"
27/06/2010 17.00,"0,34715702","5,91440298","8,60000038","19,269136"
27/06/2010 18.00,"0,87575396","6,52310539","8,60000038","19,83592928"
27/06/2010 19.00,"1,06082355","7,00201933","8,60000038","19,45071864"
27/06/2010 20.00,"0,72939138","7,63018972","8,60000038","20,2003756"
27/06/2010 21.00,"0,97494197","8,9631061","8,60000038","19,42997344"
27/06/2010 22.00,"1,04993758","8,00916915","8,60000038","16,85418631"
27/06/2010 23.00,"1,00397223","7,0098069","8,60000038","15,95797646"
28/06/2010 0.00,"0,80257267","7,57048752","8,60000038","16,83862072"
28/06/2010 1.00,"0,71003787","7,55750886","17,5","17,16935083"
28/06/2010 2.00,"0,98703715","6,63602046","17,5","16,62073111"
28/06/2010 3.00,"0,49654313","5,80408441","17,5","16,11620785"
28/06/2010 4.00,"1,1327946","6,79565908","17,5","16,75042781"
28/06/2010 5.00,"0,88905937","7,28755167","17,5","17,31072029"
28/06/2010 6.00,"1,03481682","9,30055116","17,5","19,49222816"
28/06/2010 7.00,"0,78442837","11,54197729","17,5","22,2716452"
28/06/2010 8.00,"0,87031097","12,13121171","17,5","22,44672704"
28/06/2010 9.00,"0,97736039","10,20775692","17,5","19,71011968"
28/06/2010 10.00,"0,73120571","8,19736158","17,5","17,99292954"
28/06/2010 11.00,"0,99429548","9,53157238","17,5","21,241842"
28/06/2010 12.00,"1,21807209","7,84174487","17,5","19,83981064"
28/06/2010 13.00,"1,40979489","8,05070162","17,5","20,879996"
28/06/2010 14.00,"0,87575396","6,97995676","17,5","19,57652824"
28/06/2010 15.00,"0,87635907","6,27521077","17,5","19,15630888"
28/06/2010 16.00,"1,06808086","7,71585114","17,5","21,3494876"
28/06/2010 17.00,"1,20355746","6,63472222","17,5","19,97340208"
28/06/2010 18.00,"0,97554606","7,59774308","17,5","20,71915856"
28/06/2010 19.00,"0,95679767","8,88523417","17,5","21,67374368"
28/06/2010 20.00,"0,56972442","8,69963633","17,5","21,463634"
28/06/2010 21.00,"1,15456756","9,59906407","17,5","21,50772472"
28/06/2010 22.00,"1,03179328","9,36674269","17,5","20,22630232"
28/06/2010 23.00,"1,13944782","10,92678364","17,5","21,14067808"
29/06/2010 0.00,"1,21444343","11,43165298","17,5","20,98504128"
29/06/2010 1.00,,"10,95013872","17,89999962","20,73472224"
29/06/2010 2.00,,,"17,89999962",
29/06/2010 3.00,,"7,47704234","17,89999962","16,88790634"
29/06/2010 4.00,,"6,78268042","17,89999962","16,20310442"
29/06/2010 5.00,,"9,44721112","17,89999962","19,16669104"
29/06/2010 6.00,,"20,44666032","17,89999962","30,8316692"
29/06/2010 7.00,,"26,49215576","17,89999962","38,66928224"
29/06/2010 8.00,,"14,55044237","17,89999962","24,79814288"
29/06/2010 9.00,,"9,35116945","17,89999962","18,53895658"
29/06/2010 10.00,,"9,87550868","17,89999962","20,31450288"
29/06/2010 11.00,,"7,38359526","17,89999962","17,48192268"
29/06/2010 12.00,,"10,21295374","17,89999962","21,81899832"
29/06/2010 13.00,,"7,68080801","17,89999962","19,62321928"
29/06/2010 14.00,,"6,3154469","17,89999962","18,85152652"
29/06/2010 15.00,,"6,10648824","17,89999962","18,97992879"
29/06/2010 16.00,,"5,98319101","17,89999962","18,2250884"
29/06/2010 17.00,"0,0988524","6,88391509","17,89999962","20,04862016"
29/06/2010 18.00,"0,0494262","7,0721056","17,89999962","20,42214848"
29/06/2010 19.00,"0,05965214","7,44199921","17,89999962","20,82680416"
29/06/2010 20.00,"0,05794764","7,3251913","17,89999962","20,76454944"
29/06/2010 21.00,"0,08692197","13,54718155","17,89999962","27,00560424"
29/06/2010 22.00,"0,07337655","11,4576122","17,89999962","24,1029588"
29/06/2010 23.00,"0,03408679","10,41022625","17,89999962","22,07449888"
30/06/2010 0.00,"0,06135663","9,45110586","17,89999962","21,28335152"
30/06/2010 1.00,"0,00681695","7,18242418","21,5","18,78797355"
30/06/2010 2.00,"0,01874738","8,07536068","21,5","19,61413728"
30/06/2010 3.00,"0,10593886","7,34725387","21,5","19,24969096"
30/06/2010 4.00,"0,05113069","7,98710658","21,5","20,01231128"
30/06/2010 5.00,"0,05633366","11,75871778","21,5","24,1003776"
30/06/2010 6.00,"0,02726984","16,07803859","21,5","28,92641856"
30/06/2010 7.00,"0,01193043","18,14813996","21,5","31,46719888"
30/06/2010 8.00,"0,01874738","9,87421234","21,5","22,61144584"
30/06/2010 9.00,"0,02897433","10,21034959","21,5","24,24305104"
30/06/2010 10.00,"0,01363492","8,78919058","21,5","22,60756448"
30/06/2010 11.00,"0,0495157","7,85731811","21,5","22,24829968"
30/06/2010 12.00,"0,05113069","10,3401438","21,5","26,02249208"
30/06/2010 13.00,"0,02045187","10,06889218","21,5","25,93171032"
30/06/2010 14.00,"0,02045187","7,05004112","21,5","22,3611268"
30/06/2010 15.00,"0,04601722","6,63861505","21,5","22,06671704"
30/06/2010 16.00,"0,04090476","7,12791306","21,5","22,40133616"
30/06/2010 17.00,"0,06135663","6,98384959","21,5","21,843644"
30/06/2010 18.00,"0,05113069","7,56270186","21,5","22,20809032"
30/06/2010 19.00,"0,07158256","10,26875737","21,5","26,08344664"
30/06/2010 20.00,"0,07167206","9,37453026","21,5","24,8578164"
30/06/2010 21.00,"0,18747887","10,16363752","21,5","24,94859816"
30/06/2010 22.00,"0,08010401","10,80737542","21,5","25,30396248"
30/06/2010 23.00,"0,01363492","7,42902055","21,5","20,64264032"
01/07/2010 0.00,"0,0323823","8,65291278","21,5","21,45065152"
01/07/2010 1.00,,"7,19280634","21,60000038","19,60375512"
01/07/2010 2.00,"0,3785152",,"21,60000038",
01/07/2010 3.00,"0,42822514","7,22914772","21,60000038","20,22242096"
01/07/2010 4.00,"0,31113691","6,85925411","21,60000038","20,02139328"
01/07/2010 5.00,"0,27085964","8,24408321","21,60000038","21,50252408"
01/07/2010 6.00,"0,39049342","16,5660307","21,60000038","29,61510184"
01/07/2010 7.00,"0,52914307","20,99955336","21,60000038","34,34647968"
01/07/2010 8.00,"0,77409972","14,04426905","21,60000038","26,6593028"
01/07/2010 9.00,"0,63859464","9,24863654","21,60000038","21,76322528"
01/07/2010 10.00,"0,46520834","9,60555149","21,60000038","23,32997544"
01/07/2010 11.00,"0,65177089","8,39204142","21,60000038","22,79951016"
01/07/2010 12.00,"0,43945485","18,80226958","21,60000038","36,37363944"
01/07/2010 13.00,"0,20213384","10,13897846","21,60000038","25,68269144"
01/07/2010 14.00,"0,34332903","8,33493571","21,60000038","23,58807632"
01/07/2010 15.00,"0,58199757","6,97216918","21,60000038","22,0407712"
01/07/2010 16.00,"0,51641531","6,53219122","21,60000038","21,47919768"
01/07/2010 17.00,"0,5369282","7,8170839","21,60000038","22,89289224"
01/07/2010 18.00,"0,53243713","8,21163657","21,60000038","23,40131216"
01/07/2010 19.00,"0,63200651","9,97414685","21,60000038","25,21448088"
01/07/2010 20.00,"0,43361524","11,68473868","21,60000038","27,2312776"
01/07/2010 21.00,"0,52764503","11,02152515","21,60000038","25,4051264"
01/07/2010 22.00,"0,67093626","12,13639897","21,60000038","26,4738388"
01/07/2010 23.00,"0,51596681","11,14482812","21,60000038","24,63472424"
02/07/2010 0.00,"0,54905694","10,84111648","21,60000038","23,21194768"
02/07/2010 1.00,"0,42762613","10,38426894","28,89999962","22,99665648"
02/07/2010 2.00,"0,5833451","11,32263074","28,89999962","23,81244952"
02/07/2010 3.00,"0,35875082","10,54390564","28,89999962","22,59070064"
02/07/2010 4.00,"0,49724995","10,30899732","28,89999962","22,4389452"
02/07/2010 5.00,"0,64263722","12,67501702","28,89999962","25,10163464"
02/07/2010 6.00,"0,51506779","19,10207309","28,89999962","32,24538288"
02/07/2010 7.00,"0,67887191","20,39344936","28,89999962","34,88212648"
02/07/2010 8.00,"0,30469829","13,0163549","28,89999962","27,14177688"
02/07/2010 9.00,"0,47673706","11,26293427","28,89999962","26,0549196"
02/07/2010 10.00,"0,43810733","11,52899672","28,89999962","26,96927624"
02/07/2010 11.00,"0,4527806","9,10457307","28,89999962","24,70736112"
02/07/2010 12.00,"0,63994217","8,56076586","28,89999962","24,33513296"
02/07/2010 13.00,"0,55938763","9,29925482","28,89999962","25,65156408"
02/07/2010 14.00,"0,51102521","7,34725387","28,89999962","23,09391992"
02/07/2010 15.00,"0,63575009","6,65289386","28,89999962","20,88905888"
