,SIMAGE Brindisi,,,
,S. Pancrazio S.,,,
Parm,SO2,NO2,PM10,NOX



31/01/2010 23.00,"0,15619798","11,40959041","15,60000038","15,52738068"
01/02/2010 0.00,"0,08504154","8,79697816","15,60000038","13,12797746"
01/02/2010 1.00,,"5,69895691","15,19999981","10,26296018"
01/02/2010 2.00,"0,31513576",,"15,19999981",
01/02/2010 3.00,"0,4884051","4,39978733","15,19999981","8,9828475"
01/02/2010 4.00,"0,66557463","4,44910546","15,19999981","9,28244834"
01/02/2010 5.00,"0,40417817","4,91893548","15,19999981","9,90759013"
01/02/2010 6.00,"0,45124087","5,07727585","15,19999981","10,1306689"
01/02/2010 7.00,"0,24266637","6,24795712","15,19999981","11,39911074"
01/02/2010 8.00,"0,18715546","15,30061557","15,19999981","22,80469168"
01/02/2010 9.00,"0,22671371","14,99690393","15,19999981","21,35986976"
01/02/2010 10.00,"0,28538546","13,47060978","15,19999981","20,21333896"
01/02/2010 11.00,"0,2766118","10,55169704","15,19999981","16,40154134"
01/02/2010 12.00,"0,21649184","8,3686806","15,19999981","12,973637"
01/02/2010 13.00,"0,397886","7,01759448","15,19999981","11,68574248"
01/02/2010 14.00,"0,51082893","7,55231778","15,19999981","11,52102559"
01/02/2010 15.00,"0,16127586","10,74637688","15,19999981","15,1746033"
01/02/2010 16.00,"0,35123722","9,65357328","15,19999981","13,16429208"
01/02/2010 17.00,"0,37312815","10,9228889","15,19999981","14,13442941"
01/02/2010 18.00,"0,70297684","12,43101522","15,19999981","16,76728974"
01/02/2010 19.00,"0,53449249","13,89501833","15,19999981","18,79316463"
01/02/2010 20.00,"0,6375095","18,81525014","15,19999981","24,2949236"
01/02/2010 21.00,"0,32881441","11,08642034","15,19999981","15,04879752"
01/02/2010 22.00,"0,76170859","14,51280465","15,19999981","19,36251808"
01/02/2010 23.00,"0,07849613","10,73858548","15,19999981","14,05790734"
02/02/2010 0.00,"0,63656369","10,4348834","15,19999981","13,47556759"
02/02/2010 1.00,"0,48042877","8,08704109","19,20000076","10,77007803"
02/02/2010 2.00,"1,20662677","6,73206214","19,20000076","9,25391366"
02/02/2010 3.00,"0,68991856","5,7015515","19,20000076","8,00103742"
02/02/2010 4.00,"0,766878","5,61978673","19,20000076","7,88560615"
02/02/2010 5.00,"0,60870501","5,1979785","19,20000076","6,85840136"
02/02/2010 6.00,"0,62781953","5,05521137","19,20000076","6,40964922"
02/02/2010 7.00,"0,30343619","6,50753215","19,20000076","7,50559233"
02/02/2010 8.00,"1,19903385","12,96963518","19,20000076","15,30559824"
02/02/2010 9.00,"1,09477609","15,67439818","19,20000076","18,40536706"
02/02/2010 10.00,"1,22201805","14,16627186","19,20000076","16,3548503"
02/02/2010 11.00,"1,1197109","9,30833874","19,20000076","11,16176462"
02/02/2010 12.00,"1,1397997","8,63214655","19,20000076","10,99575139"
02/02/2010 13.00,"0,70932801","6,08961675","19,20000076","9,80123704"
02/02/2010 14.00,"0,75695208","7,49910491","19,20000076","12,06964531"
02/02/2010 15.00,"0,73080603","7,14219187","19,20000076","10,76359253"
02/02/2010 16.00,"0,77757278","6,37644543","19,20000076","9,44586698"
02/02/2010 17.00,"1,33029397","8,26484944","19,20000076","13,06572274"
02/02/2010 18.00,"0,6355294","8,67497726","19,20000076","13,30306886"
02/02/2010 19.00,"1,11439301","10,9981586","19,20000076","15,56110262"
02/02/2010 20.00,"0,93881914","11,47708018","19,20000076","15,9592728"
02/02/2010 21.00,"0,94443197","18,9411477","19,20000076","22,8643652"
02/02/2010 22.00,"0,89612853","22,49729944","19,20000076","25,49720832"
02/02/2010 23.00,"0,9638709","15,1202069","19,20000076","17,19399269"
03/02/2010 0.00,"1,22027491","9,95078794","19,20000076","11,4756328"
03/02/2010 1.00,,"7,18502067","47,59999084","7,95953363"
03/02/2010 2.00,"0,43413798",,"47,59999084",
03/02/2010 3.00,"0,32533627","4,71257332","47,59999084","5,4395119"
03/02/2010 4.00,"0,41459124","5,68857475","47,59999084","6,41483648"
03/02/2010 5.00,"0,40905774","5,72751072","47,59999084","6,60678981"
03/02/2010 6.00,"0,17529724","6,32972189","47,59999084","7,33179726"
03/02/2010 7.00,"0,1514669","17,75618952","47,59999084","19,08368538"
03/02/2010 8.00,"0,68485594","48,98557384","47,59999084","101,2664606"
03/02/2010 9.00,"0,57498332","63,65413192","47,59999084","140,3832082"
03/02/2010 10.00,"0,11638955","33,7251944","47,59999084","41,71588216"
03/02/2010 11.00,"0,11272937","16,4712911","47,59999084","19,15370856"
03/02/2010 12.00,"0,34979207","13,70293307","47,59999084","17,07207783"
03/02/2010 13.00,"0,31917731","12,95275987","47,59999084","17,19658727"
03/02/2010 14.00,"0,39352713","14,48554526","47,59999084","18,76203536"
03/02/2010 15.00,"0,48313907","16,83468965","47,59999084","20,60243096"
03/02/2010 16.00,"0,40370222","16,677659","47,59999084","20,55185856"
03/02/2010 17.00,"0,50634599","16,78407518","47,59999084","21,20423296"
03/02/2010 18.00,"0,79160534","32,74919488","47,59999084","39,67704008"
03/02/2010 19.00,"0,85890328","47,60853232","47,59999084","58,23672848"
03/02/2010 20.00,"0,71814845","41,95499688","47,59999084","51,47302848"
03/02/2010 21.00,"1,25841038","47,68252672","47,59999084","58,90468568"
03/02/2010 22.00,"0,99724884","32,84523464","47,59999084","39,00000088"
03/02/2010 23.00,"0,85453018","36,04968928","47,59999084","44,28128904"
04/02/2010 0.00,"0,90915427","28,09114224","47,59999084","34,54750736"
04/02/2010 1.00,"0,42173159","21,18645136",,"25,59837224"
04/02/2010 2.00,"0,21126751","17,59525074",,"22,0796804"
04/02/2010 3.00,"0,3016839","14,82818331",,"18,08631162"
04/02/2010 4.00,"0,29695281","14,70228576",,"18,03313698"
04/02/2010 5.00,"0,28311856","14,21688632",,"16,77636791"
04/02/2010 6.00,"0,28651026","14,68801459",,"17,68814144"
04/02/2010 7.00,"0,16244541","16,79576324",,"19,33659136"
04/02/2010 8.00,"0,27321095","29,48894808",,"40,51617864"
04/02/2010 9.00,"1,13657683","43,03741832",,"81,37087688"
04/02/2010 10.00,"0,73055483","48,2094548",,"72,69024392"
04/02/2010 11.00,,"0,71902098",,"1,91433455"
04/02/2010 12.00,,,,
04/02/2010 13.00,,,,
04/02/2010 14.00,"0,0128142","16,13903904",,"17,58438294"
04/02/2010 15.00,"0,11428741","17,47324794",,"20,34563024"
04/02/2010 16.00,"0,12453877","11,59388235",,"15,14088135"
04/02/2010 17.00,"0,3124763","22,67381528",,"28,27404416"
04/02/2010 18.00,"0,50151219","27,15667136",,"34,55658936"
04/02/2010 19.00,"1,99256335","31,91856472",,"39,34502128"
04/02/2010 20.00,"1,2496001","47,45798144",,"56,01890408"
04/02/2010 21.00,"0,29160746","46,25745576",,"52,99696896"
04/02/2010 22.00,"0,06229939","50,37169736",,"56,72835168"
04/02/2010 23.00,"0,0555882","46,69612592",,"57,55582704"
05/02/2010 0.00,"0,18647305","38,57924616",,"49,31355832"
05/02/2010 1.00,,"30,82314168","35,09999084","37,36065208"
05/02/2010 2.00,"0,29575174",,"35,09999084",
05/02/2010 3.00,"0,21961912","23,9924452","35,09999084","28,00556112"
05/02/2010 4.00,"0,1988835","29,17744504","35,09999084","34,14415184"
05/02/2010 5.00,"0,37914879","28,5570584","35,09999084","33,96903176"
05/02/2010 6.00,"0,4788931","30,18070968","35,09999084","37,5305524"
05/02/2010 7.00,"0,29862781","25,01129264","35,09999084","31,89518096"
05/02/2010 8.00,"0,32587121","34,25212248","35,09999084","45,66255608"
05/02/2010 9.00,"0,53928459","43,44754232","35,09999084","67,01724432"
05/02/2010 10.00,"0,39700934","35,05940712","35,09999084","44,46677216"
05/02/2010 11.00,"0,44332454","33,11388976","35,09999084","42,74826656"
05/02/2010 12.00,"0,35674835","16,06895277","35,09999084","24,11074064"
05/02/2010 13.00,"0,20932708","13,03712496","35,09999084","20,71397704"
05/02/2010 14.00,"0,07976534","24,92431576","35,09999084","36,78607696"
05/02/2010 15.00,"0,12517236","16,92554598","35,09999084","25,1120168"
05/02/2010 16.00,"0,08097557","10,57506168","35,09999084","17,2134492"
05/02/2010 17.00,"0,16407058","13,07086411","35,09999084","20,0265748"
05/02/2010 18.00,"0,17996324","11,35638136","35,09999084","17,72315972"
05/02/2010 19.00,"0,16603847","14,0767176","35,09999084","21,3767336"
05/02/2010 20.00,"0,24035473","14,90995382","35,09999084","22,96811032"
05/02/2010 21.00,"0,08097557","10,2466948","35,09999084","17,14859798"
05/02/2010 22.00,"0,05902973","8,21682956","35,09999084","14,43921942"
05/02/2010 23.00,"0,17723869","6,28040376","35,09999084","12,27716232"
06/02/2010 0.00,"0,21538128","5,49519125","35,09999084","11,50286733"
06/02/2010 1.00,"0,32133132","4,53995605","14,80000019","11,02558242"
06/02/2010 2.00,"0,15181064","3,89102134","14,80000019","10,40822247"
06/02/2010 3.00,"0,21644099","4,02729722","14,80000019","10,93090209"
06/02/2010 4.00,"0,15937916","4,14670162","14,80000019","11,01131507"
06/02/2010 5.00,"0,24262569","4,2284683","14,80000019","11,29016498"
06/02/2010 6.00,"0,14681615","4,47765926","14,80000019","11,34204327"
06/02/2010 7.00,"0,17678511","7,03706246","14,80000019","13,88800511"
06/02/2010 8.00,"0,23445206","22,636168","14,80000019","33,47489448"
06/02/2010 9.00,"0,29847628","22,50119992","14,80000019","33,14287568"
06/02/2010 10.00,"0,23157599","15,4952935","14,80000019","24,25341408"
06/02/2010 11.00,"0,17996324","15,22792515","14,80000019","23,68533976"
06/02/2010 12.00,"0,12441571","11,6172489","14,80000019","18,75814444"
06/02/2010 13.00,"0,16619","9,90795532","14,80000019","16,59219642"
06/02/2010 14.00,"0,33056365","9,22397747","14,80000019","15,57277347"
06/02/2010 15.00,"0,21205162","8,04031754","14,80000019","13,46000391"
06/02/2010 16.00,"0,16830943","10,38557101","14,80000019","15,62595002"
06/02/2010 17.00,"0,32708246","9,39789108","14,80000019","14,97616638"
06/02/2010 18.00,"0,11472879","14,32071939","14,80000019","20,17833024"
06/02/2010 19.00,"0,23036576","20,8022732","14,80000019","26,80067608"
06/02/2010 20.00,"0,26184801","23,24617248","14,80000019","30,218204"
06/02/2010 21.00,"0,52399806","22,58555736","14,80000019","30,68251408"
06/02/2010 22.00,"0,25458256","15,97679819","14,80000019","23,36240296"
06/02/2010 23.00,"0,2447441","10,5283324","14,80000019","17,49488986"
07/02/2010 0.00,"0,36113772","7,12142373","14,80000019","14,25115701"
07/02/2010 1.00,,"6,193446","3,79999995","13,69735003"
07/02/2010 2.00,"0,73382245",,"3,79999995",
07/02/2010 3.00,"0,31697042","6,60227558","3,79999995","14,47812862"
07/02/2010 4.00,"0,16387735","6,06365944","3,79999995","13,99046537"
07/02/2010 5.00,"0,52928545","6,12465989","3,79999995","14,81015315"
07/02/2010 6.00,"0,51540848","7,07859493","3,79999995","16,68817309"
07/02/2010 7.00,"0,50285667","7,28755167","3,79999995","16,81916803"
07/02/2010 8.00,"0,94109926","12,27007645","3,79999995","22,18084432"
07/02/2010 9.00,"0,56481943","13,68865234","3,79999995","24,65806976"
07/02/2010 10.00,"0,43647504","13,13316854","3,79999995","22,84101968"
07/02/2010 11.00,"0,59602099","12,15715946","3,79999995","21,33004256"
07/02/2010 12.00,"0,46069388","10,4063315","3,79999995","18,16542826"
07/02/2010 13.00,"0,17527995","10,716521","3,79999995","18,14856634"
07/02/2010 14.00,"0,61953301","12,66593502","3,79999995","20,0058296"
07/02/2010 15.00,"0,25474325","9,98582917","3,79999995","16,56236731"
07/02/2010 16.00,"0,46979908","9,79114742","3,79999995","16,5844165"
07/02/2010 17.00,"0,26667571","10,33365256","3,79999995","17,92029839"
07/02/2010 18.00,"0,42772478","8,68535942","3,79999995","16,35744489"
07/02/2010 19.00,"0,21691186","9,53027414","3,79999995","17,43004247"
07/02/2010 20.00,"0,289127","11,17856727","3,79999995","19,58819144"
07/02/2010 21.00,"0,5161153","9,71976481","3,79999995","18,01886964"
07/02/2010 22.00,"0,47810696","13,97028994","3,79999995","23,73463112"
07/02/2010 23.00,"0,80312083","11,74055187","3,79999995","21,45325184"
08/02/2010 0.00,"0,63155395","10,24928938","3,79999995","19,23800864"
08/02/2010 1.00,"0,63402933","7,67172218","19,70000076","16,0435767"
08/02/2010 2.00,"0,1282559","7,00201933","19,70000076","15,6998775"
08/02/2010 3.00,"0,1459334","7,54842495","19,70000076","16,75302239"
08/02/2010 4.00,"0,61308014","10,19348575","19,70000076","20,8047588"
08/02/2010 5.00,"0,48067081","8,37387168","19,70000076","18,78797355"
08/02/2010 6.00,"0,22221552","6,88521142","19,70000076","16,62851104"
08/02/2010 7.00,"0,05056016","6,90338116","19,70000076","16,06951681"
08/02/2010 8.00,"0,41455463","11,21231598","19,70000076","22,32481792"
08/02/2010 9.00,"0,19021765","12,42322382","19,70000076","23,04722888"
08/02/2010 10.00,"0,1907475",,"19,70000076","21,1912696"
08/02/2010 11.00,"0,26923956","10,96572152","19,70000076","18,58824221"
08/02/2010 12.00,"0,94799452","9,73274346","19,70000076","17,58179026"
08/02/2010 13.00,"0,19366528","9,59387108","19,70000076","17,10190694"
08/02/2010 14.00,"0,18906844","10,65552055","19,70000076","18,94101768"
08/02/2010 15.00,"0,3292568","11,36675778","19,70000076","18,84633926"
08/02/2010 16.00,"0,17810823","14,60625365","19,70000076","23,17691984"
08/02/2010 17.00,"0,2694155","14,77237968","19,70000076","23,58417584"
08/02/2010 18.00,"0,38405886","13,30837849","19,70000076","21,55181544"
08/02/2010 19.00,"0,64781781","14,74122555","19,70000076","23,86302192"
08/02/2010 20.00,"0,52080062","14,90995382","19,70000076","23,67885808"
08/02/2010 21.00,"0,55332834","15,62247974","19,70000076","25,07570792"
08/02/2010 22.00,"0,66620314","24,418152","19,70000076","34,720008"
08/02/2010 23.00,"0,68900835","23,6744796","19,70000076","32,63575592"
09/02/2010 0.00,"0,54086501","22,45447064","19,70000076","30,2752772"
09/02/2010 1.00,,"15,100737","35,01176071","21,80083432"
09/02/2010 2.00,"0,34868455",,"35,01176071",
09/02/2010 3.00,"0,17501045","9,84565854","35,01176071","16,89698643"
09/02/2010 4.00,"0,08817288","8,59580708","35,01176071","15,61038825"
09/02/2010 5.00,"0,11890052","8,58672126","35,01176071","15,36655471"
09/02/2010 6.00,"0,07837612","9,20970057","35,01176071","16,39505775"
09/02/2010 7.00,"0,27209021","16,50243567","35,01176071","24,15355032"
09/02/2010 8.00,"0,21597927","20,69455112","35,01176071","30,9069064"
09/02/2010 9.00,"0,28812119","30,36630752","35,01176071","58,4702028"
09/02/2010 10.00,"0,23735458","23,16571552","35,01176071","37,82106168"
09/02/2010 11.00,"0,26362877","17,20589298","35,01176071","27,07692184"
09/02/2010 12.00,"0,23780003","20,95932488","35,01176071","31,32062496"
09/02/2010 13.00,"0,22533161","14,39988766","35,01176071","22,2534812"
09/02/2010 14.00,"0,58114126","21,22019816","35,01176071","31,29079776"
09/02/2010 15.00,"0,34823911","24,90615176","35,01176071","33,720032"
09/02/2010 16.00,"0,22444071","20,87756776","35,01176071","29,12096456"
09/02/2010 17.00,"0,1856981","17,90025298","35,01176071","26,06140128"
09/02/2010 18.00,"0,18079921","24,98402752","35,01176071","33,32575848"
09/02/2010 19.00,"0,1340406","31,6343268","35,01176071","42,96487704"
09/02/2010 20.00,,,"35,01176071",
09/02/2010 21.00,,,"35,01176071",
09/02/2010 22.00,,,"35,01176071",
09/02/2010 23.00,,,"35,01176071",
10/02/2010 0.00,,,"35,01176071",
10/02/2010 1.00,,,25,
10/02/2010 2.00,,,25,
10/02/2010 3.00,,,25,
10/02/2010 4.00,,,25,
10/02/2010 5.00,,,25,
10/02/2010 6.00,,,25,
10/02/2010 7.00,,,25,
10/02/2010 8.00,,,25,
10/02/2010 9.00,,,25,
10/02/2010 10.00,,,25,
10/02/2010 11.00,,,25,
10/02/2010 12.00,,,25,
10/02/2010 13.00,,,25,
10/02/2010 14.00,,,25,
10/02/2010 15.00,,,25,
10/02/2010 16.00,,,25,
10/02/2010 17.00,"0,25472291","12,81388366",25,"19,35993688"
10/02/2010 18.00,"0,25160478","13,30837849",25,"20,06160264"
10/02/2010 19.00,"0,27565277","19,20848736",25,"26,35321072"
10/02/2010 20.00,"0,3705053","30,02885864",25,"43,492742"
10/02/2010 21.00,"0,26674588","19,86132064",25,"29,23899232"
10/02/2010 22.00,"0,30014518","22,03396448",25,"31,10401448"
10/02/2010 23.00,"0,39232606","23,59010304",25,"33,37503072"
11/02/2010 0.00,"0,37495875","18,12607548",25,"27,01596728"
11/02/2010 1.00,,"12,2661817","21,89999962","21,16272344"
11/02/2010 2.00,"0,33946748",,"21,89999962",
11/02/2010 3.00,"0,4160069","5,70544624","21,89999962","14,15388401"
11/02/2010 4.00,"0,5272728","5,62627606","21,89999962","13,91264697"
11/02/2010 5.00,"0,91209747","5,70025516","21,89999962","14,16555677"
11/02/2010 6.00,"0,20835788","6,23368022","21,89999962","14,84128051"
11/02/2010 7.00,"0,54711651","10,00270066","21,89999962","18,38850704"
11/02/2010 8.00,"0,22430342","19,0449693","21,89999962","29,07297336"
11/02/2010 9.00,"0,75122231","27,19171832","21,89999962","38,94424696"
11/02/2010 10.00,"0,87311891","29,85364296","21,89999962","43,44735112"
11/02/2010 11.00,"0,25158851","24,29484712","21,89999962","35,89116536"
11/02/2010 12.00,"0,76858555","25,90811624","21,89999962","39,009102"
11/02/2010 13.00,"0,44860684","12,4154439","21,89999962","21,00578648"
11/02/2010 14.00,"0,29092099","13,7288923","21,89999962","21,9811168"
11/02/2010 15.00,"0,55526675","12,52836088","21,89999962","19,68287368"
11/02/2010 16.00,"0,57404667","12,69967417","21,89999962","19,29508184"
11/02/2010 17.00,"0,24095781","11,69512466","21,89999962","18,2380575"
11/02/2010 18.00,"0,33875863","16,43754048","21,89999962","23,7138668"
11/02/2010 19.00,"0,49183747","21,01253584","21,89999962","28,08079832"
11/02/2010 20.00,"0,89721469","25,9184984","21,89999962","33,4502488"
11/02/2010 21.00,"0,89225376","25,20855368","21,89999962","33,0676576"
11/02/2010 22.00,"0,54959697","26,12486056","21,89999962","34,16879752"
11/02/2010 23.00,"0,51416164","17,8613151","21,89999962","25,61523608"
12/02/2010 0.00,"0,92875186","13,95212403","21,89999962","22,14323528"
12/02/2010 1.00,"0,97587964","14,58678375","20,2999897","22,80211048"
12/02/2010 2.00,"0,85433797","9,13053038","20,2999897","17,63366856"
12/02/2010 3.00,"0,28418845","6,76710527","20,2999897","15,13699043"
12/02/2010 4.00,"0,46384455","5,6704031","20,2999897","14,27450253"
12/02/2010 5.00,"0,6215304","5,6729996","20,2999897","14,44051575"
12/02/2010 6.00,"0,5651886","9,20970057","20,2999897","18,98252146"
12/02/2010 7.00,"0,80508364","11,60297582","20,2999897","21,23276"
12/02/2010 8.00,"0,72889814","13,26425144","20,2999897","23,41297536"
12/02/2010 9.00,"0,3412391","17,04884703","20,2999897","29,44002"
12/02/2010 10.00,"0,45533938","11,56403986","20,2999897","20,59464912"
12/02/2010 11.00,"0,25832105","10,75156414","20,2999897","18,92156308"
12/02/2010 12.00,"0,4603003","10,49069659","20,2999897","18,48059278"
12/02/2010 13.00,"0,3855325","8,2298063","20,2999897","16,27314098"
12/02/2010 14.00,"0,50813795","12,59324651","20,2999897","20,84886864"
12/02/2010 15.00,"0,47482916","17,0903795","20,2999897","24,94081632"
12/02/2010 16.00,"0,34194794","14,50371118","20,2999897","22,51546344"
12/02/2010 17.00,"0,43053576","20,30259112","20,2999897","29,29734656"
12/02/2010 18.00,"0,38057157","27,16315304","20,2999897","35,52541888"
12/02/2010 19.00,"0,59849738","26,56873136","20,2999897","34,74723488"
12/02/2010 20.00,"1,0924614","16,70101217","20,2999897","25,60227272"
12/02/2010 21.00,"0,84866819","22,6880788","20,2999897","31,47626176"
12/02/2010 22.00,"1,080413","24,65046","20,2999897","33,51900432"
12/02/2010 23.00,"1,06623907","13,63932848","20,2999897","21,68930736"
13/02/2010 0.00,"0,51912257","10,18569435","20,2999897","17,92808214"
13/02/2010 1.00,,"8,52182989","25,39999962","16,68947134"
13/02/2010 2.00,"0,26718827",,"25,39999962",
13/02/2010 3.00,"0,16102873","7,35893428","25,39999962","16,05525138"
13/02/2010 4.00,"0,23200007","7,57957334","25,39999962","16,7050331"
13/02/2010 5.00,"0,22603639","6,28948958","25,39999962","15,83476336"
13/02/2010 6.00,"0,15506504","6,1960425","25,39999962","15,89831633"
13/02/2010 7.00,"0,16281763","5,76904127","25,39999962","14,82312225"
13/02/2010 8.00,"0,14194371","9,88329626","25,39999962","18,12911174"
13/02/2010 9.00,"0,54332208","16,92813865","25,39999962","25,84350976"
13/02/2010 10.00,"0,33100299","15,34863545","25,39999962","24,47260576"
13/02/2010 11.00,"0,23378999","14,5582223","25,39999962","24,78387936"
13/02/2010 12.00,"0,19323407","12,19869193","25,39999962","21,97723544"
13/02/2010 13.00,"0,11629802","11,19544258","25,39999962","20,3560124"
13/02/2010 14.00,"0,27315196","15,50178282","25,39999962","23,94862216"
13/02/2010 15.00,"0,57910624","12,11174182","25,39999962","19,00586698"
13/02/2010 16.00,"0,19323407","11,1201595","25,39999962","17,33276947"
13/02/2010 17.00,"0,19800583","13,75614212","25,39999962","19,67769216"
13/02/2010 18.00,"0,28686926","17,42393363","25,39999962","24,71644312"
13/02/2010 19.00,"0,41211383","17,04495229","25,39999962","24,96934336"
13/02/2010 20.00,"0,39660763","24,05215696","25,39999962","33,50992232"
13/02/2010 21.00,"0,20218062","34,416956","25,39999962","46,35513984"
13/02/2010 22.00,"0,2898511","32,6142268","25,39999962","44,13471512"
13/02/2010 23.00,"0,18130669","34,93480208","25,39999962","46,29938592"
14/02/2010 0.00,"0,41151786","34,07172528","25,39999962","45,0880192"
14/02/2010 1.00,"0,26599533","35,0204788","16,89999962","45,48747424"
14/02/2010 2.00,"0,24094662","26,82830448","16,89999962","36,83796864"
14/02/2010 3.00,"0,1866734","18,92945964","16,89999962","28,25978064"
14/02/2010 4.00,"0,30834016","13,96510269","16,89999962","23,03296536"
14/02/2010 5.00,"0,21530093","6,9384243","16,89999962","16,2316372"
14/02/2010 6.00,"0,29700875","6,08961675","16,89999962","15,54553703"
14/02/2010 7.00,"0,19144517","5,68857475","16,89999962","15,04360835"
14/02/2010 8.00,"0,29581581","5,90791366","16,89999962","15,4080585"
14/02/2010 9.00,"0,26778424","8,64512712","16,89999962","18,43649442"
14/02/2010 10.00,"0,18667442","10,99427533","16,89999962","20,11087488"
14/02/2010 11.00,"0,24512141","12,48812093","16,89999962","21,16920512"
14/02/2010 12.00,"0,21649388","10,56727028","16,89999962","19,18743624"
14/02/2010 13.00,"0,27911667","13,48358843","16,89999962","23,08483792"
14/02/2010 14.00,"0,23438596","9,29536008","16,89999962","17,95013133"
14/02/2010 15.00,"0,40972794","7,48482992","16,89999962","15,74786678"
14/02/2010 16.00,"0,46042234","6,80863774","16,89999962","15,05139019"
14/02/2010 17.00,"0,50873086","8,24019038","16,89999962","17,59346111"
14/02/2010 18.00,"0,4592294","8,01436023","16,89999962","17,01371403"
14/02/2010 19.00,"0,22305454","8,39853074","16,89999962","17,58827386"
14/02/2010 20.00,"0,34114248","9,8845945","16,89999962","19,8229468"
14/02/2010 21.00,"0,17474603","12,66593502","16,89999962","22,46229072"
14/02/2010 22.00,"0,1049666","14,15199113","16,89999962","24,48686928"
14/02/2010 23.00,"0,23140411","15,1825075","16,89999962","25,83960928"
15/02/2010 0.00,"0,47950736","9,495231","16,89999962","19,13426352"
15/02/2010 1.00,,"7,79891416","37,79999161","17,40540062"
15/02/2010 2.00,"0,45596585",,"37,79999161",
15/02/2010 3.00,"0,51906765","7,47444585","37,79999161","17,34444414"
15/02/2010 4.00,"0,42128005","5,9377638","37,79999161","16,0630313"
15/02/2010 5.00,"0,29915767","5,77293602","37,79999161","16,01504393"
15/02/2010 6.00,"0,24681878","7,45108503","37,79999161","17,62458847"
15/02/2010 7.00,"0,17795059","11,30446482","37,79999161","21,24702352"
15/02/2010 8.00,"0,19300219","15,99238099","37,79999161","26,05101912"
15/02/2010 9.00,"0,17032208","22,83474832","37,79999161","34,7433344"
15/02/2010 10.00,"0,28274634","18,43497629","37,79999161","29,63716632"
15/02/2010 11.00,"0,31512457","13,08254261","37,79999161","22,45062752"
15/02/2010 12.00,"0,21577079","9,65357328","37,79999161","17,53250464"
15/02/2010 13.00,"0,33236374","9,73404171","37,79999161","17,08634518"
15/02/2010 14.00,"0,36160859","12,09356634","37,79999161","19,5869104"
15/02/2010 15.00,"0,43798732","13,22790814","37,79999161","20,3858396"
15/02/2010 16.00,"0,26825714","11,56663253","37,79999161","18,3807252"
15/02/2010 17.00,"0,34161945","11,40959041","37,79999161","18,16413193"
15/02/2010 18.00,"0,21822481","16,54527021","37,79999161","24,84353376"
15/02/2010 19.00,"1,75845504","27,54213056","37,79999161","36,84183088"
15/02/2010 20.00,"0,93236424","60,48990576","37,79999161","86,07500872"
15/02/2010 21.00,"0,60875281","42,46378008","37,79999161","56,52734312"
15/02/2010 22.00,"0,79696391","46,00306416","37,79999161","59,72047872"
15/02/2010 23.00,"0,6920807","34,39101016","37,79999161","44,51476336"
16/02/2010 0.00,"0,53870185","21,69521544","37,79999161","30,54374112"
16/02/2010 1.00,"0,25563109","19,21498816","21,20000076","28,28312616"
16/02/2010 2.00,"0,36332325","14,70877509","21,20000076","24,04978608"
16/02/2010 3.00,"0,2383909","10,56596821","21,20000076","19,94357488"
16/02/2010 4.00,"0,46202717","9,92482872","21,20000076","19,36381824"
16/02/2010 5.00,"0,29421912","6,95399945","21,20000076","16,00596575"
16/02/2010 6.00,"0,17907438","7,29923208","21,20000076","16,23423178"
16/02/2010 7.00,"0,20373561","9,23955262","21,20000076","18,31976873"
16/02/2010 8.00,"0,2027898","12,53354814","21,20000076","22,18734512"
16/02/2010 9.00,"0,25163834","17,0903795","21,20000076","28,3687264"
16/02/2010 10.00,"0,40948183","16,93462798","21,20000076","26,74490304"
16/02/2010 11.00,"0,43378813","15,36680136","21,20000076","24,49206992"
16/02/2010 12.00,"0,37991255","12,37909869","21,20000076","20,9993048"
16/02/2010 13.00,"0,28895614","11,08511827","21,20000076","18,33792508"
16/02/2010 14.00,"0,29481101","9,71327548","21,20000076","16,45212522"
16/02/2010 15.00,"0,40880247","10,29861134","21,20000076","17,54677007"
16/02/2010 16.00,"0,2643244","10,04812595","21,20000076","17,47154434"
16/02/2010 17.00,"0,20728392","10,58284352","21,20000076","18,47410728"
16/02/2010 18.00,"0,22473056","11,08771286","21,20000076","19,22504528"
16/02/2010 19.00,"0,38751158","11,51601806","21,20000076","19,88520152"
16/02/2010 20.00,"0,29507645","12,89045735","21,20000076","22,03949016"
16/02/2010 21.00,"0,162959","16,94760854","21,20000076","26,07436464"
16/02/2010 22.00,"0,18028664","13,09552318","21,20000076","21,41044216"
16/02/2010 23.00,"0,22325184","8,60099816","21,20000076","16,42099594"
17/02/2010 0.00,"0,20932403","6,21421223","21,20000076","13,6934572"
17/02/2010 1.00,,"5,15904253","23,89999962","12,81540753"
17/02/2010 2.00,"0,5829027",,"23,89999962",
17/02/2010 3.00,"0,54057618","4,58148851","23,89999962","12,47689558"
17/02/2010 4.00,"0,66613703","4,17655177","23,89999962","11,8258156"
17/02/2010 5.00,"0,81176635","4,06234036","23,89999962","11,55734021"
17/02/2010 6.00,"0,62989929","4,52308456","23,89999962","12,16691831"
17/02/2010 7.00,"0,89745368","8,18567926","23,89999962","15,89442541"
17/02/2010 8.00,"0,52284173","13,48229592","23,89999962","22,90197424"
17/02/2010 9.00,"0,39406004","16,95280536","23,89999962","26,02119192"
17/02/2010 10.00,"0,73503573","16,47518776","23,89999962","25,93559168"
