,SIMAGE Brindisi,,,,,,
09/07/2009 9.00,"0,8","20,3","13,3","0,5","15,6","73,2","0,4"
09/07/2009 10.00,"0,8","16,0","11,0","0,5","15,6","90,8","0,3"
09/07/2009 11.00,"1,2","14,6","9,9","0,5","15,6","97,0","0,5"
09/07/2009 12.00,"1,3","12,6","8,3","0,4","15,6","102,4","0,3"
09/07/2009 13.00,"1,2","9,8","6,1","0,4","15,6","107,3","0,3"
09/07/2009 14.00,"1,0","8,4","5,0","0,4","15,6","116,3","0,2"
09/07/2009 15.00,"1,3","10,9","7,0","0,3","15,6","122,1","0,2"
09/07/2009 16.00,"1,3","8,2","4,7","0,4","15,6","126,5","0,2"
09/07/2009 17.00,"1,3","9,0","5,4","0,3","15,6","121,9","0,2"
09/07/2009 18.00,"1,3","10,1","6,4","0,3","15,6","124,3","0,2"
09/07/2009 19.00,"1,6","12,2","8,1","0,3","15,6","118,8","0,4"
09/07/2009 20.00,"1,5","21,3","17,3","0,2","15,6","100,3","0,3"
09/07/2009 21.00,"1,1","27,3","22,4","0,2","15,6","89,3","0,4"
09/07/2009 22.00,"1,0","19,5","15,2","0,2","15,6","87,7","0,6"
09/07/2009 23.00,"1,3","17,2","12,9","0,2","15,6","81,7","0,4"
10/07/2009 0.00,"2,2","22,2","18,1","0,1","15,6","64,6","0,4"
10/07/2009 1.00,"2,3","27,5","23,2","0,1","13,1","37,1","0,5"
10/07/2009 2.00,"2,3","32,7","27,7","0,1","13,1","36,7","1,1"
10/07/2009 3.00,"2,5","19,3","15,0","0,2","13,1","45,2","0,6"
10/07/2009 4.00,"2,1","15,8","11,6","0,2","13,1","48,2","0,7"
10/07/2009 5.00,"1,6","15,0","10,9","0,2","13,1","58,3","0,6"
10/07/2009 6.00,"2,0","29,5","23,5","0,3","13,1","49,1","0,5"
10/07/2009 7.00,"1,9","17,0","12,0","0,3","13,1","64,5","0,6"
10/07/2009 8.00,"2,2","13,2","8,6","0,4","13,1","73,9","0,4"
10/07/2009 9.00,"2,7","13,3","8,5","0,4","13,1","76,1","0,5"
10/07/2009 10.00,"2,8","10,1","6,3","0,4","13,1","89,7","0,4"
10/07/2009 11.00,"2,6","8,8","5,0","0,4","13,1","103,8","0,5"
10/07/2009 12.00,"2,5","14,2","9,8","0,3","13,1","102,9","0,3"
10/07/2009 13.00,"2,3","9,7","5,9","0,2","13,1","108,8","0,3"
10/07/2009 14.00,"2,5","9,3","5,4","0,2","13,1","106,0","0,3"
10/07/2009 15.00,"2,8","16,0","11,1","0,3","13,1","100,8","0,4"
10/07/2009 16.00,"2,7","10,3","6,4","0,3","13,1","105,6","0,4"
10/07/2009 17.00,"2,6","8,3","4,6","0,2","13,1","105,9","0,3"
10/07/2009 18.00,"2,3","9,4","5,5","0,2","13,1","105,2","0,3"
10/07/2009 19.00,"2,7","14,3","9,9","0,2","13,1","99,6","0,3"
10/07/2009 20.00,"1,8","11,6","7,9","0,1","13,1","92,3","0,4"
10/07/2009 21.00,"2,4","21,7","16,5","0,1","13,1","74,9","0,3"
10/07/2009 22.00,"2,7","19,2","14,3","0,1","13,1","69,9","0,6"
10/07/2009 23.00,"1,9","19,1","14,2","0,2","13,1","60,5","1,8"
11/07/2009 0.00,"1,8","26,7","21,2","0,1","13,1","45,2","0,9"
11/07/2009 1.00,,"18,9","14,8","0,1","10,1","42,2","0,6"
11/07/2009 2.00,"0,6",,,"0,1","10,1","32,5","0,6"
11/07/2009 3.00,"0,7","17,9","14,1",,"10,1","74,3","0,4"
11/07/2009 4.00,"0,7","11,9","8,2","0,2","10,1",,"0,3"
11/07/2009 5.00,"0,8","12,7","8,9","0,1","10,1","74,7","0,2"
11/07/2009 6.00,"0,9","18,5","13,8","0,2","10,1","66,8","0,3"
11/07/2009 7.00,"0,8","13,7","9,5","0,2","10,1","90,1","0,4"
11/07/2009 8.00,"0,8","16,3","10,7","0,2","10,1","92,8","0,2"
11/07/2009 9.00,"0,3","10,9","6,8","0,3","10,1","104,1","0,2"
11/07/2009 10.00,"0,7","9,6","5,3","0,2","10,1","110,9","0,1"
11/07/2009 11.00,"0,6","10,4","6,2","0,2","10,1","107,5","0,2"
11/07/2009 12.00,"0,7","12,0","7,7","0,2","10,1","103,4","0,2"
11/07/2009 13.00,"0,4","8,6","4,7","0,2","10,1","108,1","0,2"
11/07/2009 14.00,"0,6","6,5","3,0","0,2","10,1","106,0","0,2"
11/07/2009 15.00,"0,7","11,1","6,8","0,2","10,1","104,0","0,2"
11/07/2009 16.00,"0,7","10,6","6,5","0,3","10,1","105,2","0,2"
11/07/2009 17.00,"0,8","6,7","3,0","0,3","10,1","107,3","0,1"
11/07/2009 18.00,"0,7","7,3","3,4","0,3","10,1","100,5","0,1"
11/07/2009 19.00,"0,8","12,0","8,0","0,2","10,1","97,1","0,1"
11/07/2009 20.00,"0,7","12,6","8,6","0,3","10,1","94,5","0,2"
11/07/2009 21.00,"1,3","14,3","10,4","0,2","10,1","96,0","0,2"
11/07/2009 22.00,"0,9","14,2","10,1","0,2","10,1","85,5","0,2"
11/07/2009 23.00,"1,1","13,7","9,8","0,4","10,1","82,0","0,3"
12/07/2009 0.00,"0,7","14,5","10,5","0,4","10,1","73,9","0,8"
12/07/2009 1.00,"1,0","19,3","15,4","0,2","9,1","61,7","0,5"
12/07/2009 2.00,"1,1","13,2","9,3","0,2","9,1","65,1","0,4"
12/07/2009 3.00,"0,9","10,7","7,1","0,2","9,1","63,4","0,2"
12/07/2009 4.00,"0,9","10,0","6,3","0,2","9,1","61,5","0,3"
12/07/2009 5.00,"1,0","10,8","7,1","0,2","9,1","62,0","0,4"
12/07/2009 6.00,"0,9","16,3","11,4","0,2","9,1","65,2","0,3"
12/07/2009 7.00,"1,1","12,0","8,1","0,3","9,1","72,1","0,2"
12/07/2009 8.00,"0,8","11,1","6,8","0,2","9,1","82,0","0,3"
12/07/2009 9.00,"1,3","9,2","5,2","0,3","9,1","91,4","0,4"
12/07/2009 10.00,"1,3","7,6","3,9","0,3","9,1","96,1","0,2"
12/07/2009 11.00,"1,4","11,6","7,0","0,4","9,1","97,7","0,2"
12/07/2009 12.00,"1,7","13,2","8,6","0,3","9,1","98,4","0,2"
12/07/2009 13.00,"1,8","9,3","5,5","0,3","9,1","103,7","0,2"
12/07/2009 14.00,"2,5","8,5","4,8","0,3","9,1","103,0","0,1"
12/07/2009 15.00,"2,0","5,6","2,4","0,3","9,1","103,7","0,1"
12/07/2009 16.00,"2,7","12,8","8,6","0,3","9,1","99,3","0,1"
12/07/2009 17.00,"3,3","10,2","6,2","0,3","9,1","102,9","0,1"
12/07/2009 18.00,"2,3","8,2","4,6","0,3","9,1","106,4","0,1"
12/07/2009 19.00,"2,2","9,3","5,5","0,3","9,1","102,8","0,2"
12/07/2009 20.00,"2,0","13,8","9,9","0,3","9,1","95,9","0,2"
12/07/2009 21.00,"1,2","21,8","17,2","0,3","9,1","74,7","0,2"
12/07/2009 22.00,"0,9","35,6","30,9","0,4","9,1","57,8","0,6"
12/07/2009 23.00,"0,5","23,5","19,3","0,3","9,1","64,5","0,5"
13/07/2009 0.00,"1,0","22,2","18,2","0,2","9,1","66,3","0,3"
13/07/2009 1.00,,"16,7","12,9","0,2","10,1","67,2","0,2"
13/07/2009 2.00,"0,3",,,"0,2","10,1","63,1","0,3"
13/07/2009 3.00,"0,3","19,1","15,4",,"10,1","64,1","0,2"
13/07/2009 4.00,"0,2","16,4","12,5","0,2","10,1",,"0,2"
13/07/2009 5.00,"0,3","24,7","20,7","0,2","10,1","54,6","0,2"
13/07/2009 6.00,"0,2","28,4","23,2","0,2","10,1","57,6","0,4"
13/07/2009 7.00,"0,2","24,3","17,9","0,2","10,1","65,9","0,5"
13/07/2009 8.00,"0,2","28,1","21,0","0,1","10,1","70,5","0,4"
13/07/2009 9.00,"0,8","17,7","12,4","0,1","10,1","91,2","0,3"
13/07/2009 10.00,"1,9","18,3","12,8","0,1","10,1","95,3","0,3"
13/07/2009 11.00,"4,3","16,6","11,7","0,1","10,1","101,6","0,4"
13/07/2009 12.00,"4,3","12,4","8,1","0,2","10,1","101,7","0,4"
13/07/2009 13.00,"3,5","11,9","7,6","0,2","10,1","103,5","0,4"
13/07/2009 14.00,"2,5","15,8","11,6","0,2","10,1","105,9","0,4"
13/07/2009 15.00,"2,2","23,5","18,0","0,2","10,1","99,9","0,8"
13/07/2009 16.00,"3,4","26,5","20,4","0,2","10,1","99,9","1,0"
13/07/2009 17.00,"2,0","15,9","11,3","0,2","10,1","100,0","1,0"
13/07/2009 18.00,"4,9","34,9","28,5","0,1","10,1","87,8","0,5"
13/07/2009 19.00,"4,7","28,6","23,5","0,1","10,1","90,4","0,5"
13/07/2009 20.00,"3,7","34,8","30,2","0,1","10,1","79,5","0,6"
13/07/2009 21.00,"2,2","29,8","25,3","0,1","10,1","68,7","0,6"
13/07/2009 22.00,"1,7","37,9","32,5","0,1","10,1","54,1","0,5"
13/07/2009 23.00,"0,6","33,6","28,7","0,1","10,1","50,4","0,5"
14/07/2009 0.00,"0,1","24,3","19,4","0,1","10,1","57,7","0,5"
14/07/2009 1.00,"0,1","19,4","15,5","0,1","14,8","66,1","0,7"
14/07/2009 2.00,"0,0","21,3","17,3","0,1","14,8","64,5","0,7"
14/07/2009 3.00,"0,1","21,4","17,3","0,2","14,8","64,9","0,6"
14/07/2009 4.00,"0,0","23,9","19,8","0,2","14,8","62,8","0,6"
14/07/2009 5.00,"0,7","149,3","45,2","0,4","14,8","54,2","0,6"
14/07/2009 6.00,"0,1","47,3","36,5","0,3","14,8","45,9","0,9"
14/07/2009 7.00,"0,0","31,1","24,4","0,2","14,8","65,7","1,0"
14/07/2009 8.00,"0,0","21,8","15,5","0,1","14,8","96,1","0,4"
14/07/2009 9.00,"0,2","14,3","9,4","0,1","14,8","107,7","0,3"
14/07/2009 10.00,"0,3","12,2","7,9","0,2","14,8","110,1","0,1"
14/07/2009 11.00,"0,1","12,3","8,2","0,2","14,8","107,9","0,2"
14/07/2009 12.00,"0,1","9,1","5,1","0,2","14,8","110,1","0,2"
14/07/2009 13.00,"0,2","8,3","4,4","0,2","14,8","113,2","0,1"
14/07/2009 14.00,"0,2","6,1","2,6","0,1","14,8","107,0","0,1"
14/07/2009 15.00,"0,1","8,0","4,2","0,2","14,8","99,2","0,1"
14/07/2009 16.00,"0,2","11,2","7,2","0,2","14,8","101,3","0,2"
14/07/2009 17.00,"0,4","14,4","10,0","0,2","14,8","107,3","0,5"
14/07/2009 18.00,"1,3","7,7","4,0","0,2","14,8","113,1","0,4"
14/07/2009 19.00,"1,4","13,2","9,5","0,1","14,8","102,8","0,2"
14/07/2009 20.00,"0,7","19,8","15,7","0,1","14,8","90,5","0,3"
14/07/2009 21.00,"0,4","25,4","20,4","0,1","14,8","82,4","0,4"
14/07/2009 22.00,"0,5","59,1","51,6","0,1","14,8","38,1","0,7"
14/07/2009 23.00,"0,3","44,9","39,8","0,1","14,8","41,4","0,8"
15/07/2009 0.00,"0,6","44,4","39,2","0,1","14,8","35,1","0,8"
15/07/2009 1.00,,"30,9","26,7","0,1","17,4","41,6","0,7"
15/07/2009 2.00,"0,1",,,"0,2","17,4","45,8","1,6"
15/07/2009 3.00,"0,3","23,2","19,4",,"17,4","60,1","0,7"
15/07/2009 4.00,"0,3","27,3","23,4","0,4","17,4",,"0,7"
15/07/2009 5.00,"1,0","57,0","38,3","0,5","17,4","9,2","1,2"
15/07/2009 6.00,"1,4","98,9","54,2","0,5","17,4","4,4","2,5"
15/07/2009 7.00,"1,2","97,4","56,1","0,5","17,4","9,9","2,0"
15/07/2009 8.00,"1,3","61,4","44,7","0,5","17,4","27,8","2,0"
15/07/2009 9.00,"2,0","30,2","22,4","0,5","17,4","46,7","1,1"
15/07/2009 10.00,"1,7","13,4","9,2","0,5","17,4","86,4","0,6"
15/07/2009 11.00,"1,8","15,8","10,9","0,5","17,4","102,3","0,4"
15/07/2009 12.00,"1,6","11,6","7,7","0,5","17,4","109,3","0,3"
15/07/2009 13.00,"2,4","10,7","6,8","0,5","17,4","112,8","0,2"
15/07/2009 14.00,"1,9","8,5","4,9","0,4","17,4","111,1","0,2"
15/07/2009 15.00,"1,6","6,4","3,1","0,4","17,4","108,4","0,1"
15/07/2009 16.00,"1,6","7,6","3,8","0,4","17,4","98,4","0,1"
15/07/2009 17.00,"1,6","8,0","4,3","0,4","17,4","97,0","0,1"
15/07/2009 18.00,"1,1","6,9","3,4","0,4","17,4","93,7","0,1"
15/07/2009 19.00,"0,9","13,9","9,8","0,4","17,4","79,1","0,1"
15/07/2009 20.00,"0,8","27,0","22,3","0,3","17,4","67,5","0,3"
15/07/2009 21.00,"0,9","34,8","30,2","0,3","17,4","62,3","0,4"
15/07/2009 22.00,"0,5","25,9","21,0","0,2","17,4","70,3","0,4"
15/07/2009 23.00,"1,1","48,5","43,3","0,2","17,4","39,7","0,5"
16/07/2009 0.00,"1,1","51,0","45,7","0,2","17,4","38,5","0,6"
16/07/2009 1.00,"1,0","46,9","41,8","0,2","18,0","28,6","0,6"
16/07/2009 2.00,"0,7","45,5","40,4","0,2","18,0","24,3","0,9"
16/07/2009 3.00,"0,4","37,0","32,2","0,2","18,0","34,6","1,0"
16/07/2009 4.00,"1,0","28,3","23,4","0,2","18,0","38,6","0,6"
16/07/2009 5.00,"1,0","25,2","20,1","0,2","18,0","33,6","0,7"
16/07/2009 6.00,"1,1","42,9","33,0","0,2","18,0","24,6","0,9"
16/07/2009 7.00,"0,9","36,4","28,0","0,1","18,0","45,2","0,7"
16/07/2009 8.00,"1,2","26,9","20,3","0,1","18,0","76,7","0,5"
16/07/2009 9.00,"1,3","23,4","17,4","0,2","18,0","90,0","0,2"
16/07/2009 10.00,"1,2","13,9","9,7","0,3","18,0","107,6","0,2"
16/07/2009 11.00,"1,6","11,6","7,5","0,4","18,0","115,0","0,3"
16/07/2009 12.00,"1,3","8,8","5,1","0,6","18,0","109,0","0,3"
16/07/2009 13.00,,,,,"18,0",,
16/07/2009 14.00,"1,5",,,,"18,0","122,9","0,2"
16/07/2009 15.00,"1,1","11,1","7,4","0,4","18,0","130,0","0,1"
16/07/2009 16.00,"1,7","9,6","5,5","0,4","18,0","132,2","0,1"
16/07/2009 17.00,"1,4","9,6","5,4","0,4","18,0","132,2","0,1"
16/07/2009 18.00,"1,1","12,1","7,6","0,3","18,0","127,0","0,1"
16/07/2009 19.00,"1,2","13,7","9,0","0,2","18,0","128,9","0,2"
16/07/2009 20.00,"1,4","19,2","14,5","0,2","18,0","121,0","0,2"
16/07/2009 21.00,"0,9","28,6","23,6","0,2","18,0","108,1","0,3"
16/07/2009 22.00,"1,0","27,5","22,6","0,1","18,0","109,6","0,2"
16/07/2009 23.00,"0,4","16,6","12,0","0,1","18,0","124,0","0,2"
17/07/2009 0.00,"0,0","13,7","8,9","0,1","18,0","122,6","0,2"
17/07/2009 1.00,,"16,4","11,5","0,1","23,8","96,4","0,3"
17/07/2009 2.00,"1,1",,,"0,1","23,8","87,5","0,3"
17/07/2009 3.00,"0,4","21,0","16,1",,"23,8","92,6","0,2"
17/07/2009 4.00,"0,8","17,9","13,1","0,2","23,8",,"0,2"
17/07/2009 5.00,"0,9","27,9","22,3","0,2","23,8","58,6","0,3"
17/07/2009 6.00,"0,7","39,0","31,8","0,3","23,8","53,0","0,5"
17/07/2009 7.00,"1,0","34,1","26,3","0,3","23,8","75,1","0,6"
17/07/2009 8.00,"0,9","21,7","15,6","0,3","23,8","90,4","0,7"
17/07/2009 9.00,"1,2","18,3","12,2","0,4","23,8","108,9","0,7"
17/07/2009 10.00,"1,2","18,3","12,2","0,5","23,8","116,7","0,9"
17/07/2009 11.00,"1,3","16,4","11,2","0,5","23,8","119,6","0,6"
17/07/2009 12.00,"1,0","13,4","8,4","0,4","23,8","123,1","0,6"
17/07/2009 13.00,"1,1","17,1","11,7","0,4","23,8","129,2","0,3"
17/07/2009 14.00,"1,2","14,1","9,2","0,3","23,8","132,6","1,4"
17/07/2009 15.00,"1,3","13,6","8,1","0,3","23,8","123,6","1,0"
17/07/2009 16.00,"1,3","9,2","4,2","0,3","23,8","121,1","0,3"
17/07/2009 17.00,"1,3","8,5","3,6","0,3","23,8","117,2","0,2"
17/07/2009 18.00,"1,3","10,9","6,0","0,3","23,8","110,8","0,3"
17/07/2009 19.00,"0,6","12,8","7,6","0,3","23,8","103,4","0,3"
17/07/2009 20.00,"1,1","32,4","26,8","0,3","23,8","81,6","0,4"
17/07/2009 21.00,"0,9","35,0","29,0","0,3","23,8","101,2","0,9"
17/07/2009 22.00,"0,7","28,4","22,8","0,3","23,8","107,7","0,9"
17/07/2009 23.00,"2,4","23,8","18,4","0,3","23,8","102,8","0,8"
18/07/2009 0.00,"3,3","20,9","15,7","0,2","23,8","102,9","0,8"
18/07/2009 1.00,"3,0","20,8","15,6","0,2","24,4","96,7","0,7"
18/07/2009 2.00,"2,8","14,5","9,1","0,2","24,4","96,7","0,6"
18/07/2009 3.00,"2,8","13,8","8,8","0,2","24,4","90,6","0,5"
18/07/2009 4.00,"3,1","15,3","9,9","0,2","24,4","78,1","0,7"
18/07/2009 5.00,"3,0","18,1","11,6","0,3","24,4","56,2","0,7"
18/07/2009 6.00,"3,6","31,2","20,7","0,3","24,4","49,0","1,0"
18/07/2009 7.00,"3,6","32,9","23,2","0,3","24,4","40,3","1,1"
18/07/2009 8.00,"3,9","27,0","19,2","0,4","24,4","64,9","1,3"
18/07/2009 9.00,"3,7","28,5","19,9","0,5","24,4","68,7","1,4"
18/07/2009 10.00,"3,5","20,9","14,3","0,5","24,4","83,0","1,2"
18/07/2009 11.00,"3,4","17,1","11,1","0,4","24,4","103,3","0,7"
18/07/2009 12.00,"3,5","17,8","11,4","0,5","24,4","100,8","0,7"
18/07/2009 13.00,"3,4","12,2","7,0","0,5","24,4","108,5","0,4"
18/07/2009 14.00,"3,2","9,3","4,2","0,4","24,4","96,8","0,3"
18/07/2009 15.00,"3,1","9,1","3,8","0,4","24,4","91,8","0,2"
18/07/2009 16.00,"3,1","8,6","3,4","0,4","24,4","89,7","0,2"
18/07/2009 17.00,"3,1","10,0","4,5","0,4","24,4","97,1","0,2"
18/07/2009 18.00,"3,5","8,9","3,6","0,4","24,4","113,7","0,2"
18/07/2009 19.00,"3,1","12,6","6,8","0,4","24,4","105,7","0,2"
18/07/2009 20.00,"3,4","19,4","13,7","0,4","24,4","91,9","0,3"
18/07/2009 21.00,"3,7","23,9","17,2","0,4","24,4","68,2","0,7"
18/07/2009 22.00,"3,4","20,8","15,0","0,4","24,4","78,3","0,6"
18/07/2009 23.00,"2,3","10,8","5,6","0,3","24,4","94,2","0,2"
19/07/2009 0.00,"1,6","10,1","4,8","0,2","24,4","90,2","0,1"
19/07/2009 1.00,,"10,6","5,3","0,3","9,0","88,7","0,1"
19/07/2009 2.00,"0,1",,,"0,3","9,0","91,2","0,1"
19/07/2009 3.00,"0,1","15,8","10,4",,"9,0","98,8","0,1"
19/07/2009 4.00,"0,1","14,2","8,9","0,2","9,0",,"0,1"
19/07/2009 5.00,"0,1","13,8","8,6","0,1","9,0","97,7","0,1"
19/07/2009 6.00,"0,1","13,7","8,2","0,2","9,0","94,0","0,2"
19/07/2009 7.00,"0,3","13,6","8,1","0,2","9,0","88,0","0,2"
19/07/2009 8.00,"0,6","12,1","6,2","0,2","9,0","90,7","0,1"
19/07/2009 9.00,"1,1","12,2","6,1","0,2","9,0","93,0","0,1"
19/07/2009 10.00,"1,3","11,6","5,8","0,2","9,0","94,6","0,1"
19/07/2009 11.00,"1,0","10,2","4,5","0,2","9,0","96,3","0,2"
19/07/2009 12.00,"1,3","8,9","3,5","0,2","9,0","98,3","0,1"
19/07/2009 13.00,"1,1","7,7","2,6","0,3","9,0","95,6","0,1"
19/07/2009 14.00,"0,7","8,0","2,7","0,4","9,0","94,6","0,1"
19/07/2009 15.00,"0,9","7,6","2,2","0,4","9,0","93,1","0,1"
19/07/2009 16.00,"0,5","7,9","2,5","0,4","9,0","94,8","0,1"
19/07/2009 17.00,"0,6","8,3","2,8","0,4","9,0","93,2","0,1"
19/07/2009 18.00,"0,4","9,9","4,3","0,4","9,0","89,8","0,2"
19/07/2009 19.00,"0,5","11,6","5,8","0,3","9,0","87,0","0,2"
19/07/2009 20.00,"0,2","14,4","8,7","0,3","9,0","83,1","0,3"
19/07/2009 21.00,"0,6","25,2","18,5","0,3","9,0","62,6","0,4"
19/07/2009 22.00,"0,2","32,1","25,7","0,2","9,0","51,7","0,3"
19/07/2009 23.00,"0,8","30,7","24,7","0,2","9,0","48,9","0,3"
20/07/2009 0.00,"1,3","23,9","17,6","0,2","9,0","50,2","0,3"
20/07/2009 1.00,"1,4","23,1","16,8","0,1","8,4","53,9","0,2"
20/07/2009 2.00,"1,2","16,4","10,8","0,1","8,4","57,7","0,3"
20/07/2009 3.00,"1,0","14,9","9,3","0,1","8,4","62,6","0,2"
20/07/2009 4.00,"1,2","17,9","12,2","0,1","8,4","64,6","0,2"
20/07/2009 5.00,"1,3","15,2","9,5","0,0","8,4","77,3","0,2"
20/07/2009 6.00,"1,4","19,8","13,1","0,0","8,4","73,5","0,2"
20/07/2009 7.00,"1,5","18,9","11,1","0,0","8,4","72,9","0,2"
20/07/2009 8.00,"1,8","10,0","4,0","0,0","8,4","80,5","0,3"
20/07/2009 9.00,"1,7","15,9","7,3","0,0","8,4","82,9","0,2"
20/07/2009 10.00,"1,6","12,2","5,2","0,1","8,4","81,6","0,2"
20/07/2009 11.00,"1,5","11,2","4,6","0,1","8,4","84,8","0,2"
20/07/2009 12.00,"1,9","9,5","3,3","0,2","8,4","88,4","0,2"
20/07/2009 13.00,"2,0","13,1","6,9","0,1","8,4","88,0","0,2"
20/07/2009 14.00,"2,3","13,4","7,3","0,1","8,4","87,4","0,3"
20/07/2009 15.00,"3,5","12,8","6,6","0,2","8,4","88,8","0,2"
20/07/2009 16.00,"3,7","10,1","4,3","0,2","8,4","90,7","0,1"
20/07/2009 17.00,"3,8","10,3","4,5","0,2","8,4","91,9","0,2"
20/07/2009 18.00,"4,5","11,9","6,0","0,2","8,4","91,1","0,1"
20/07/2009 19.00,"4,7","15,9","9,4","0,2","8,4","86,2","0,1"
20/07/2009 20.00,"3,4","17,7","11,2","0,2","8,4","79,6","0,2"
20/07/2009 21.00,"2,6","18,3","11,8","0,1","8,4","73,4","0,3"
20/07/2009 22.00,"1,8","20,5","14,4","0,1","8,4","60,1","3,5"
20/07/2009 23.00,"1,7","23,5","17,8","0,1","8,4","53,8","0,9"
21/07/2009 0.00,"1,1","30,5","24,5","0,1","8,4","45,7","0,7"
21/07/2009 1.00,,"17,3","11,5","0,0",,"57,6","0,5"
21/07/2009 2.00,"0,3",,,"0,0",,"59,5","0,2"
21/07/2009 3.00,"0,6","23,8","18,0",,,"62,7","0,2"
21/07/2009 4.00,"0,5","20,2","14,5","0,3",,,"0,3"
21/07/2009 5.00,"0,9","34,7","26,6","0,3",,"50,3","0,4"
21/07/2009 6.00,"0,7","34,1","26,2","0,3",,"51,4","0,4"
21/07/2009 7.00,,,,,,,
21/07/2009 8.00,,,,,,,
21/07/2009 9.00,,,,,,,
21/07/2009 10.00,,,,,,,
21/07/2009 11.00,,,,,,,
21/07/2009 12.00,,,,,,,
21/07/2009 13.00,,,,,,,
21/07/2009 14.00,,,,,,,
21/07/2009 15.00,,,,,,,
21/07/2009 16.00,,,,,,,
21/07/2009 17.00,,,,,,,
21/07/2009 18.00,,,,,,,
21/07/2009 19.00,,,,,,,
21/07/2009 20.00,,,,,,,
21/07/2009 21.00,,,,,,,
21/07/2009 22.00,,,,,,,
21/07/2009 23.00,,,,,,,
22/07/2009 0.00,,,,,,,
22/07/2009 1.00,,,,,"12,4",,
22/07/2009 2.00,,,,,"12,4",,
22/07/2009 3.00,,,,,"12,4",,
22/07/2009 4.00,,,,,"12,4",,
22/07/2009 5.00,,,,,"12,4",,
22/07/2009 6.00,,,,,"12,4",,
22/07/2009 7.00,,,,,"12,4",,
22/07/2009 8.00,,,,,"12,4",,
22/07/2009 9.00,,,,,"12,4",,
22/07/2009 10.00,,,,,"12,4",,
22/07/2009 11.00,,,,,"12,4",,
22/07/2009 12.00,,,,,"12,4",,
22/07/2009 13.00,,,,,"12,4",,
22/07/2009 14.00,,,,,"12,4",,
22/07/2009 15.00,,,,,"12,4",,
22/07/2009 16.00,,,,,"12,4",,
22/07/2009 17.00,,,,,"12,4",,
22/07/2009 18.00,,,,,"12,4",,
22/07/2009 19.00,,,,,"12,4",,
22/07/2009 20.00,,,,,"12,4",,
22/07/2009 21.00,,,,,"12,4",,
22/07/2009 22.00,,,,,"12,4",,
22/07/2009 23.00,,,,,"12,4",,
23/07/2009 0.00,,,,,"12,4",,
23/07/2009 1.00,,,,,"16,2",,
23/07/2009 2.00,,,,,"16,2",,
23/07/2009 3.00,,,,,"16,2",,
23/07/2009 4.00,,,,,"16,2",,
23/07/2009 5.00,,,,,"16,2",,
23/07/2009 6.00,,,,,"16,2",,
23/07/2009 7.00,,,,,"16,2",,
23/07/2009 8.00,,,,,"16,2",,
23/07/2009 9.00,,,,,"16,2",,
23/07/2009 10.00,,,,,"16,2",,
23/07/2009 11.00,,,,,"16,2",,
23/07/2009 12.00,,,,,"16,2",,"0,1"
23/07/2009 13.00,"3,7","19,4","12,9","0,5","16,2","89,9","0,1"
23/07/2009 14.00,"7,8","26,4","19,0","0,5","16,2","81,2","0,2"
23/07/2009 15.00,"7,2","18,3","11,8","0,5","16,2","83,3","0,2"
23/07/2009 16.00,,,,"0,5","16,2","85,8","0,1"
23/07/2009 17.00,"3,0","9,6","4,1","0,5","16,2","82,9","0,1"
23/07/2009 18.00,"2,3","10,7","4,9","0,5","16,2","80,0","0,1"
23/07/2009 19.00,"1,8","12,6","7,2","0,5","16,2","74,5","0,2"
23/07/2009 20.00,"1,4","26,7","20,8","0,5","16,2","58,9","0,4"
23/07/2009 21.00,"2,1","90,3","66,1","0,8","16,2","23,8","0,9"
23/07/2009 22.00,"3,1","147,8","82,3","0,7","16,2","0,9","1,5"
23/07/2009 23.00,"1,9","126,7","71,8","0,6","16,2","4,1","1,5"
24/07/2009 0.00,"0,7","73,4","52,4","0,5","16,2","3,2","1,1"
24/07/2009 1.00,"1,2","90,2","51,1","0,5","31,0","1,4","1,0"
24/07/2009 2.00,"1,3","85,8","51,3","0,6","31,0","4,4","1,2"
24/07/2009 3.00,"0,5","52,0","44,1","0,5","31,0","9,5","1,3"
24/07/2009 4.00,"1,0","53,7","44,1","0,7","31,0","12,5","2,6"
24/07/2009 5.00,"0,6","57,7","47,9","0,6","31,0","24,1","2,1"
24/07/2009 6.00,"0,8","77,4","59,3","0,7","31,0","26,0","2,3"
24/07/2009 7.00,"2,5","158,5","86,8","0,8","31,0","7,4","3,6"
24/07/2009 8.00,"2,7","96,1","69,5","0,6","31,0","21,8","2,5"
24/07/2009 9.00,"3,9","77,0","57,9","0,7","31,0","32,2","2,4"
24/07/2009 10.00,"3,6","39,3","31,0","0,7","31,0","53,7","1,8"
24/07/2009 11.00,"2,9","23,3","17,2","0,6","31,0","85,6","1,2"
24/07/2009 12.00,"2,1","27,7","19,8","0,4","31,0","121,3","0,9"
24/07/2009 13.00,"2,4","13,2","7,9","0,4","31,0","134,3","0,4"
24/07/2009 14.00,"2,0","11,3","6,1","0,3","31,0","149,9","0,4"
24/07/2009 15.00,"1,9","9,9","4,6","0,3","31,0","116,4","0,3"
24/07/2009 16.00,"1,6","10,1","5,0","0,3","31,0","96,8","0,2"
24/07/2009 17.00,"1,0","10,5","5,1","0,4","31,0","91,2","0,2"
24/07/2009 18.00,"1,3","17,0","10,8","0,4","31,0","80,2","0,2"
