Stat,LECCE-Via Garigliano,,,,,,,,  ,
Parm,SO2,NO2,NOX,CO,PM10,BENZENE,PM2.5,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,ug/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,Aver,Aver,,,
25/07/2014 10.00,,,,,"15,0",,,,,
25/07/2014 11.00,,,,,"15,0",,,,,
25/07/2014 12.00,,,,,"15,0",,,,,
25/07/2014 13.00,,,,,"15,0",,,,,
25/07/2014 14.00,,,,,"15,0",,,,,
25/07/2014 15.00,,"5,0","8,4",,"15,0",,,,,
25/07/2014 16.00,,"5,7","8,7",,"15,0","0,7",,,,
25/07/2014 17.00,,"4,1","6,4",,"15,0","0,3",,,,
25/07/2014 18.00,,"4,9","6,8",,"15,0","0,2",,,,
25/07/2014 19.00,,"5,8","7,5",,"15,0","0,2",,,,
25/07/2014 20.00,,"6,2","7,4",,"15,0","0,4",,,,
25/07/2014 21.00,,"9,9","11,4",,"15,0","0,3",,,,
25/07/2014 22.00,,"19,2","21,0",,"15,0","0,5",,,,
25/07/2014 23.00,,"23,8","25,7",,"15,0","0,5",,,,
26/07/2014 0.00,,"16,3","18,2",,"15,0","0,4",,,,
26/07/2014 1.00,,"7,1","8,7",,"23,6","0,3","21,4",,,
26/07/2014 2.00,,"5,3","7,1",,"23,6","0,3","21,4",,,
26/07/2014 3.00,,"8,0","9,9",,"23,6","0,4","21,4",,,
26/07/2014 4.00,,"5,8","7,5",,"23,6","0,2","21,4",,,
26/07/2014 5.00,,"7,4","9,4",,"23,6","0,3","21,4",,,
26/07/2014 6.00,,"7,0","9,3",,"23,6","0,5","21,4",,,
26/07/2014 7.00,,"3,9","6,0",,"23,6","0,2","21,4",,,
26/07/2014 8.00,,"3,9","6,1",,"23,6","0,1","21,4",,,
26/07/2014 9.00,,"4,4","7,0",,"23,6","0,1","21,4",,,
26/07/2014 10.00,,"4,6","7,1",,"23,6","0,1","21,4",,,
26/07/2014 11.00,,"2,8","4,9",,"23,6","0,1","21,4",,,
26/07/2014 12.00,,"3,0","5,2",,"23,6",,"21,4",,,
26/07/2014 13.00,,"2,2","4,3",,"23,6",,"21,4",,,
26/07/2014 14.00,,"1,9","3,9",,"23,6",,"21,4",,,
26/07/2014 15.00,,"5,4","7,9",,"23,6",,"21,4",,,
26/07/2014 16.00,,"11,6","14,7",,"23,6","0,1","21,4",,,
26/07/2014 17.00,,"17,2","19,9",,"23,6","0,3","21,4",,,
26/07/2014 18.00,,"30,2","33,4",,"23,6","0,7","21,4",,,
26/07/2014 19.00,,"23,3","25,7",,"23,6","0,7","21,4",,,
26/07/2014 20.00,,"35,5","38,7",,"23,6","1,1","21,4",,,
26/07/2014 21.00,,"30,4","32,5",,"23,6","0,8","21,4",,,
26/07/2014 22.00,,"23,6","25,6",,"23,6","0,7","21,4",,,
26/07/2014 23.00,,"33,5","36,4",,"23,6","0,6","21,4",,,
27/07/2014 0.00,,"44,1","47,6",,"23,6","0,7","21,4",,,
27/07/2014 1.00,,"25,8","28,9",,"18,2","0,6","11,3",,,
27/07/2014 2.00,,"9,7","11,8",,"18,2","0,4","11,3",,,
27/07/2014 3.00,,"4,6","6,6",,"18,2","0,2","11,3",,,
27/07/2014 4.00,,"4,1","6,1",,"18,2",,"11,3",,,
27/07/2014 5.00,,"4,4","6,5",,"18,2",,"11,3",,,
27/07/2014 6.00,,"4,4","7,1",,"18,2",,"11,3",,,
27/07/2014 7.00,,"5,3","8,1",,"18,2",,"11,3",,,
27/07/2014 8.00,,"6,9","9,9",,"18,2","0,1","11,3",,,
27/07/2014 9.00,,"10,9","14,9",,"18,2","0,2","11,3",,,
27/07/2014 10.00,,"10,1","13,9",,"18,2","0,2","11,3",,,
27/07/2014 11.00,,"11,8","16,3",,"18,2","0,1","11,3",,,
27/07/2014 12.00,,"6,7","9,8",,"18,2","0,1","11,3",,,
27/07/2014 13.00,,"5,5","8,5",,"18,2","0,1","11,3",,,
27/07/2014 14.00,,"5,2","8,1",,"18,2",,"11,3",,,
27/07/2014 15.00,,"5,9","8,6",,"18,2",,"11,3",,,
27/07/2014 16.00,,"6,9","9,3",,"18,2","0,1","11,3",,,
27/07/2014 17.00,,"4,6","6,7",,"18,2","0,1","11,3",,,
27/07/2014 18.00,,"5,0","7,0",,"18,2","0,1","11,3",,,
27/07/2014 19.00,,"10,2","12,4",,"18,2","0,1","11,3",,,
27/07/2014 20.00,,"5,4","7,7",,"18,2","0,3","11,3",,,
27/07/2014 21.00,,"4,7","6,8",,"18,2","0,1","11,3",,,
27/07/2014 22.00,,"3,2","5,1",,"18,2","0,2","11,3",,,
27/07/2014 23.00,,"4,5","6,7",,"18,2",,"11,3",,,
28/07/2014 0.00,,"3,8","5,9",,"18,2",,"11,3",,,
28/07/2014 1.00,,"2,1","4,1",,"43,3","0,1","19,8",,,
28/07/2014 2.00,,"2,3","4,5",,"43,3","0,2","19,8",,,
28/07/2014 3.00,,"1,4","3,5",,"43,3",,"19,8",,,
28/07/2014 4.00,,"1,5","3,4",,"43,3",,"19,8",,,
28/07/2014 5.00,,"3,9","6,1",,"43,3",,"19,8",,,
28/07/2014 6.00,,"4,4","7,1",,"43,3",,"19,8",,,
28/07/2014 7.00,,"6,2","8,6",,"43,3",,"19,8",,,
28/07/2014 8.00,,"9,8","13,0",,"43,3",,"19,8",,,
28/07/2014 9.00,,"8,7","12,3",,"43,3","0,2","19,8",,,
28/07/2014 10.00,,"6,8","9,6",,"43,3","0,2","19,8",,,
28/07/2014 11.00,,"5,3","7,6",,"43,3","0,2","19,8",,,
28/07/2014 12.00,,"4,5","7,1",,"43,3","0,1","19,8",,,
28/07/2014 13.00,,"2,2","4,3",,"43,3","0,1","19,8",,,
28/07/2014 14.00,,"1,4","3,4",,"43,3",,"19,8",,,
28/07/2014 15.00,,"1,8","3,9",,"43,3",,"19,8",,,
28/07/2014 16.00,,"3,5","5,7",,"43,3",,"19,8",,,
28/07/2014 17.00,,"6,1","8,8",,"43,3",,"19,8",,,
28/07/2014 18.00,,"5,8","8,1",,"43,3","0,2","19,8",,,
28/07/2014 19.00,,"10,9","13,4",,"43,3","0,2","19,8",,,
28/07/2014 20.00,,"11,1","13,5",,"43,3","0,1","19,8",,,
28/07/2014 21.00,,"13,8","16,1",,"43,3","0,2","19,8",,,
28/07/2014 22.00,,"11,1","13,2",,"43,3","0,2","19,8",,,
28/07/2014 23.00,,"11,7","13,9",,"43,3","0,2","19,8",,,
29/07/2014 0.00,,"9,4","11,6",,"43,3","0,3","19,8",,,
29/07/2014 1.00,,"5,7","7,8",,"8,7","0,1","3,0",,,
29/07/2014 2.00,,"6,4","8,4",,"8,7","0,1","3,0",,,
29/07/2014 3.00,,"5,2","7,5",,"8,7",,"3,0",,,
29/07/2014 4.00,,"7,3","9,4",,"8,7",,"3,0",,,
29/07/2014 5.00,,"13,0","15,4",,"8,7","0,1","3,0",,,
29/07/2014 6.00,,"24,1","30,0",,"8,7","0,3","3,0",,,
29/07/2014 7.00,,,,,"8,7","0,2","3,0",,,
29/07/2014 8.00,"1,8","9,9","13,5","0,2","8,7","0,2","3,0",,,
29/07/2014 9.00,"1,5","10,8","14,2","0,2","8,7","0,2","3,0",,,
29/07/2014 10.00,"1,9","6,5","9,0","0,2","8,7","0,2","3,0",,,
29/07/2014 11.00,"1,7","5,6","8,2","0,2","8,7","0,1","3,0",,,
29/07/2014 12.00,"1,8","6,7","9,5","0,2","8,7","0,1","3,0",,,
29/07/2014 13.00,"2,8","7,7","10,6","0,2","8,7","0,2","3,0",,,
29/07/2014 14.00,"1,4","8,6","11,5","0,2","8,7","0,2","3,0",,,
29/07/2014 15.00,"1,6","12,7","16,2","0,2","8,7","0,1","3,0",,,
29/07/2014 16.00,"1,4","14,7","18,3","0,3","8,7","0,2","3,0",,,
29/07/2014 17.00,"1,5","18,3","21,9","0,3","8,7","0,3","3,0",,,
29/07/2014 18.00,"1,7","26,7","30,2","0,3","8,7","0,4","3,0",,,
29/07/2014 19.00,"1,6","22,2","26,1","0,3","8,7","0,6","3,0",,,
29/07/2014 20.00,"1,5","19,7","22,3","0,3","8,7","0,6","3,0",,,
29/07/2014 21.00,"1,6","13,6","15,8","0,3","8,7","0,6","3,0",,,
29/07/2014 22.00,"1,7","10,6","12,7","0,3","8,7","0,7","3,0",,,
29/07/2014 23.00,"1,6","8,6","10,6","0,3","8,7","0,3","3,0",,,
30/07/2014 0.00,"1,5","7,0","9,1","0,3","8,7","0,5","3,0",,,
30/07/2014 1.00,"1,4","4,6","6,6","0,2","14,1","0,5","1,8",,,
30/07/2014 2.00,"1,6","3,4","5,4","0,2","14,1","0,3","1,8",,,
30/07/2014 3.00,"1,7","3,2","5,2","0,2","14,1","0,2","1,8",,,
30/07/2014 4.00,"1,6","3,0","5,1","0,2","14,1","0,1","1,8",,,
30/07/2014 5.00,"1,6","6,2","8,6","0,2","14,1","0,1","1,8",,,
30/07/2014 6.00,"1,6","10,8","14,3","0,2","14,1","0,2","1,8",,,
30/07/2014 7.00,"1,6","12,2","16,3","0,3","14,1","0,4","1,8",,,
30/07/2014 8.00,"1,7","15,7","19,8","0,3","14,1","0,4","1,8",,,
30/07/2014 9.00,"1,5","13,9","18,1","0,3","14,1","0,4","1,8",,,
30/07/2014 10.00,"1,3","13,9","18,8","0,3","14,1","0,3","1,8",,,
30/07/2014 11.00,"1,6","15,1","20,3","0,3","14,1","0,4","1,8",,,
30/07/2014 12.00,"1,4","12,3","17,0","0,3","14,1","0,4","1,8",,,
30/07/2014 13.00,"1,7","8,5","12,4","0,2","14,1","0,3","1,8",,,
30/07/2014 14.00,"1,9","10,5","14,0","0,2","14,1","0,1","1,8",,,
30/07/2014 15.00,"2,4","11,3","14,8","0,2","14,1","0,1","1,8",,,
30/07/2014 16.00,"1,9","14,3","18,5","0,2","14,1","0,3","1,8",,,
30/07/2014 17.00,"1,9","15,3","18,6","0,2","14,1","0,3","1,8",,,
30/07/2014 18.00,"2,2","16,6","19,8","0,3","14,1","0,3","1,8",,,
30/07/2014 19.00,"1,9","20,0","23,4","0,3","14,1","0,3","1,8",,,
30/07/2014 20.00,"1,4","19,4","22,5","0,3","14,1","0,4","1,8",,,
30/07/2014 21.00,"1,3","11,3","13,5","0,3","14,1","0,4","1,8",,,
30/07/2014 22.00,"1,4","9,2","11,4","0,2","14,1","0,2","1,8",,,
30/07/2014 23.00,"1,5","11,5","13,6","0,2","14,1","0,2","1,8",,,
31/07/2014 0.00,"1,8","15,7","17,9","0,3","14,1","0,3","1,8",,,
31/07/2014 1.00,"1,8","12,9","14,9","0,3","8,6","0,3",,,,
31/07/2014 2.00,"1,6",,,"0,2","8,6","0,3",,,,
31/07/2014 3.00,,"11,8","14,0","0,3","8,6","0,5",,,,
31/07/2014 4.00,"1,5","15,2","17,6",,"8,6","0,4",,,,
31/07/2014 5.00,"1,6","26,8","31,7","0,3","8,6","0,5",,,,
31/07/2014 6.00,"2,2","34,6","46,8","0,4","8,6","0,7",,,,
31/07/2014 7.00,"2,7","14,8","20,0","0,3","8,6","0,8",,,,
31/07/2014 8.00,"2,0","12,2","16,1","0,3","8,6","0,4",,,,
31/07/2014 9.00,"2,0","11,5","16,4","0,3","8,6","0,3",,,,
31/07/2014 10.00,"1,8","6,6","9,8","0,3","8,6","0,3",,,,
31/07/2014 11.00,"2,2","5,7","8,1","0,3","8,6","0,3",,,,
31/07/2014 12.00,"1,8","4,7","7,0","0,3","8,6","0,3",,,,
31/07/2014 13.00,"1,7","2,9","5,1","0,2","8,6","0,2",,,,
31/07/2014 14.00,"1,8","5,6","8,1","0,2","8,6","0,1",,,,
31/07/2014 15.00,"1,8","5,9","8,1","0,2","8,6","0,2",,,,
31/07/2014 16.00,"2,1","8,0","10,4","0,2","8,6","0,3",,,,
31/07/2014 17.00,"1,9","4,1","6,4","0,2","8,6","0,2",,,,
31/07/2014 18.00,"1,9","6,1","8,3","0,3","8,6","0,1",,,,
31/07/2014 19.00,"1,7","8,2","10,3","0,3","8,6","0,2",,,,
31/07/2014 20.00,"1,7","7,7","9,9","0,2","8,6","0,3",,,,
31/07/2014 21.00,"1,7","9,0","11,1","0,2","8,6","0,1",,,,
31/07/2014 22.00,"1,8","26,3","28,9","0,3","8,6","0,4",,,,
31/07/2014 23.00,"1,5","8,3","10,5","0,3","8,6","0,5",,,,
01/08/2014 0.00,"1,7","3,4","5,8","0,2","8,6","0,3",,,,
01/08/2014 1.00,"1,8","4,7","6,7","0,2","6,3","0,2",,,,
01/08/2014 2.00,"1,6","6,0","8,1","0,2","6,3","0,2",,,,
01/08/2014 3.00,"1,4","7,5","9,7","0,2","6,3","0,2",,,,
01/08/2014 4.00,"1,5","11,2","13,3","0,2","6,3","0,1",,,,
01/08/2014 5.00,"1,6","22,4","26,6","0,3","6,3","0,3",,,,
01/08/2014 6.00,"1,9","21,1","27,3","0,4","6,3","2,6",,,,
01/08/2014 7.00,"1,7","12,0","16,6","0,3","6,3","3,8",,,,
01/08/2014 8.00,"1,9","5,9","8,5","0,2","6,3","0,3",,,,
01/08/2014 9.00,"1,5","8,4","10,9","0,2","6,3","0,3",,,,
01/08/2014 10.00,"2,1","11,5","15,5","0,2","6,3","0,2",,,,
01/08/2014 11.00,"2,8","8,7","11,7","0,2","6,3","0,1",,,,
01/08/2014 12.00,"2,8","7,7","10,8","0,2","6,3","0,1",,,,
01/08/2014 13.00,"2,9","5,9","8,6","0,2","6,3","0,2",,,,
01/08/2014 14.00,"2,8","5,2","8,0","0,2","6,3","0,2",,,,
01/08/2014 15.00,"3,0","6,4","9,5","0,2","6,3",,,,,
01/08/2014 16.00,"2,2","3,4","5,8","0,2","6,3","0,1",,,,
01/08/2014 17.00,"2,3","5,5","8,0","0,2","6,3","0,1",,,,
01/08/2014 18.00,"1,9","3,7","6,0","0,2","6,3","0,2",,,,
01/08/2014 19.00,"2,0","7,5","9,5","0,3","6,3","0,1",,,,
01/08/2014 20.00,"2,2","8,3","10,5","0,3","6,3","0,5",,,,
01/08/2014 21.00,"1,9","13,6","15,8","0,3","6,3","0,5",,,,
01/08/2014 22.00,"1,7","31,8","34,1","0,3","6,3","0,5",,,,
01/08/2014 23.00,"1,7","35,0","37,4","0,3","6,3","1,2",,,,
02/08/2014 0.00,"1,7","28,5","31,0","0,4","6,3","4,2",,,,
02/08/2014 1.00,"1,8","16,5","18,9","0,3","13,4",,"4,5",,,
02/08/2014 2.00,"1,7",,,"0,3","13,4",,"4,5",,,
02/08/2014 3.00,,"7,1","9,2","0,3","13,4","0,3","4,5",,,
02/08/2014 4.00,"1,3","7,6","9,7",,"13,4","0,2","4,5",,,
02/08/2014 5.00,"1,6","18,8","23,8","0,3","13,4","0,3","4,5",,,
02/08/2014 6.00,"1,2","17,7","22,6","0,3","13,4","0,5","4,5",,,
02/08/2014 7.00,"1,9","5,8","8,6","0,3","13,4","0,4","4,5",,,
02/08/2014 8.00,"2,3","3,0","5,4","0,3","13,4","0,2","4,5",,,
02/08/2014 9.00,"1,8","2,6","4,8","0,2","13,4","0,2","4,5",,,
02/08/2014 10.00,"1,9","3,1","5,6","0,2","13,4","0,1","4,5",,,
02/08/2014 11.00,"2,0","2,6","4,8","0,2","13,4",,"4,5",,,
02/08/2014 12.00,"1,8","2,2","4,3","0,2","13,4","0,1","4,5",,,
02/08/2014 13.00,"1,5","1,4","3,5","0,2","13,4","0,1","4,5",,,
02/08/2014 14.00,"1,7","1,2","3,2","0,2","13,4","0,1","4,5",,,
02/08/2014 15.00,"2,1","1,7","3,9","0,2","13,4","0,1","4,5",,,
02/08/2014 16.00,"2,0","2,1","4,2","0,2","13,4","0,1","4,5",,,
02/08/2014 17.00,"1,7","2,1","4,2","0,2","13,4","0,1","4,5",,,
02/08/2014 18.00,"1,7","5,2","7,3","0,3","13,4","0,2","4,5",,,
02/08/2014 19.00,"1,5","6,9","9,5","0,3","13,4","0,2","4,5",,,
02/08/2014 20.00,"1,5","6,4","8,4","0,3","13,4","0,4","4,5",,,
02/08/2014 21.00,"1,3","6,2","8,3","0,3","13,4","0,3","4,5",,,
02/08/2014 22.00,"1,3","4,9","6,9","0,3","13,4","0,3","4,5",,,
02/08/2014 23.00,"1,5","5,4","7,6","0,3","13,4","0,3","4,5",,,
03/08/2014 0.00,"1,5","21,4","23,8","0,4","13,4","0,3","4,5",,,
03/08/2014 1.00,"1,4","28,5","30,9","0,4","18,8","1,0","11,7",,,
03/08/2014 2.00,"1,7","28,7","31,3","0,4","18,8","1,2","11,7",,,
03/08/2014 3.00,"1,5","17,3","19,6","0,3","18,8","1,4","11,7",,,
03/08/2014 4.00,"1,5","17,9","20,1","0,4","18,8","1,1","11,7",,,
03/08/2014 5.00,"1,5","15,1","17,8","0,4","18,8","0,8","11,7",,,
03/08/2014 6.00,"1,4","9,9","12,8","0,3","18,8","1,0","11,7",,,
03/08/2014 7.00,"1,9","3,6","5,9","0,3","18,8","0,4","11,7",,,
03/08/2014 8.00,"2,2","4,8","7,4","0,2","18,8","0,3","11,7",,,
03/08/2014 9.00,"2,8","6,0","9,0","0,3","18,8","0,2","11,7",,,
03/08/2014 10.00,"2,1","3,9","6,1","0,2","18,8","0,1","11,7",,,
03/08/2014 11.00,"2,0","2,9","5,1","0,2","18,8","0,1","11,7",,,
03/08/2014 12.00,"1,7","2,2","4,4","0,2","18,8","0,1","11,7",,,
03/08/2014 13.00,"1,9","1,3","3,3","0,2","18,8","0,1","11,7",,,
03/08/2014 14.00,"1,7","2,1","4,4","0,2","18,8",,"11,7",,,
03/08/2014 15.00,"1,5","2,7","4,9","0,2","18,8",,"11,7",,,
03/08/2014 16.00,"1,6","3,5","5,6","0,2","18,8","0,1","11,7",,,
03/08/2014 17.00,"1,7","10,2","12,8","0,3","18,8","0,1","11,7",,,
03/08/2014 18.00,"1,9","11,6","14,1","0,3","18,8","0,4","11,7",,,
03/08/2014 19.00,"1,6","16,3","18,8","0,3","18,8","0,3","11,7",,,
03/08/2014 20.00,"1,8","28,8","31,4","0,5","18,8","0,5","11,7",,,
03/08/2014 21.00,"1,7","21,5","23,7","0,4","18,8","2,0","11,7",,,
03/08/2014 22.00,"1,5","13,2","15,4","0,3","18,8","1,0","11,7",,,
03/08/2014 23.00,"1,5","14,1","16,2","0,3","18,8","0,5","11,7",,,
04/08/2014 0.00,"1,5","12,9","15,2","0,3","18,8","0,4","11,7",,,
04/08/2014 1.00,"1,6","7,8","10,0","0,3","15,8","0,5","8,2",,,
04/08/2014 2.00,"1,6",,,"0,3","15,8","0,6","8,2",,,
04/08/2014 3.00,,"6,3","8,1","0,3","15,8","0,5","8,2",,,
04/08/2014 4.00,"2,1","6,0","8,0",,"15,8","0,5","8,2",,,
04/08/2014 5.00,"1,7","5,6","7,7","0,2","15,8","0,4","8,2",,,
04/08/2014 6.00,"2,2","10,3","13,6","0,2","15,8","0,2","8,2",,,
04/08/2014 7.00,"3,1","5,2","8,2","0,2","15,8","0,1","8,2",,,
04/08/2014 8.00,"2,6","3,8","6,4","0,2","15,8","0,1","8,2",,,
04/08/2014 9.00,"1,6","2,8","5,0","0,2","15,8","0,1","8,2",,,
04/08/2014 10.00,"2,0","2,5","5,0","0,2","15,8",,"8,2",,,
04/08/2014 11.00,"1,9","2,0","4,2","0,2","15,8","0,1","8,2",,,
04/08/2014 12.00,"2,0","1,8","4,1","0,2","15,8",,"8,2",,,
04/08/2014 13.00,"1,9","1,1","3,3","0,2","15,8",,"8,2",,,
04/08/2014 14.00,"2,3","1,4","3,5","0,2","15,8",,"8,2",,,
04/08/2014 15.00,"1,9","1,4","3,7","0,2","15,8",,"8,2",,,
04/08/2014 16.00,"2,2","2,3","4,5","0,2","15,8","0,1","8,2",,,
04/08/2014 17.00,"2,4","4,7","7,0","0,2","15,8","0,1","8,2",,,
04/08/2014 18.00,"2,2","4,0","6,1","0,2","15,8","0,2","8,2",,,
04/08/2014 19.00,"2,4","9,5","11,6","0,2","15,8","0,2","8,2",,,
04/08/2014 20.00,"2,7","9,9","12,2","0,3","15,8","0,2","8,2",,,
04/08/2014 21.00,"2,2","7,5","9,6","0,3","15,8","0,2","8,2",,,
04/08/2014 22.00,"2,3","6,4","8,6","0,2","15,8","0,3","8,2",,,
04/08/2014 23.00,"2,0","3,0","5,0","0,2","15,8","0,2","8,2",,,
05/08/2014 0.00,"1,9","3,5","5,3","0,2","15,8",,"8,2",,,
05/08/2014 1.00,"2,2","4,4","6,5","0,2","14,6","0,2","10,1",,,
05/08/2014 2.00,"2,0","4,3","6,2","0,2","14,6","0,1","10,1",,,
05/08/2014 3.00,"2,4","4,2","6,4","0,2","14,6",,"10,1",,,
05/08/2014 4.00,"2,5","5,6","7,8","0,2","14,6","0,1","10,1",,,
05/08/2014 5.00,"2,3","8,6","10,8","0,2","14,6","0,2","10,1",,,
05/08/2014 6.00,"2,3","7,7","10,9","0,2","14,6","0,3","10,1",,,
05/08/2014 7.00,"4,2","12,2","16,8","0,3","14,6","0,2","10,1",,,
05/08/2014 8.00,"2,8","4,3","6,7","0,2","14,6","0,3","10,1",,,
05/08/2014 9.00,"2,3","2,9","5,2","0,2","14,6","0,2","10,1",,,
05/08/2014 10.00,"4,9","9,5","13,4","0,2","14,6","0,2","10,1",,,
05/08/2014 11.00,"5,1","7,8","11,2","0,2","14,6","0,1","10,1",,,
05/08/2014 12.00,"5,3","6,4","9,8","0,2","14,6","0,2","10,1",,,
05/08/2014 13.00,"2,2","1,6","3,8","0,2","14,6","0,1","10,1",,,
05/08/2014 14.00,"2,3","1,2","3,3","0,2","14,6",,"10,1",,,
05/08/2014 15.00,"2,5","1,1","3,3","0,2","14,6",,"10,1",,,
05/08/2014 16.00,"2,2","1,9","4,0","0,2","14,6",,"10,1",,,
05/08/2014 17.00,"2,5","2,8","5,1","0,2","14,6","0,1","10,1",,,
05/08/2014 18.00,"2,5","5,6","7,9","0,3","14,6","0,1","10,1",,,
05/08/2014 19.00,"2,7","9,2","11,4","0,3","14,6","0,1","10,1",,,
05/08/2014 20.00,"2,4","6,4","8,6","0,3","14,6","0,4","10,1",,,
05/08/2014 21.00,"2,5","7,1","9,2","0,3","14,6","0,2","10,1",,,
05/08/2014 22.00,"2,4","5,8","7,8","0,3","14,6","0,2","10,1",,,
05/08/2014 23.00,"1,9","6,0","8,1","0,3","14,6","0,3","10,1",,,
06/08/2014 0.00,"2,3","5,8","7,7","0,3","14,6","0,2","10,1",,,
06/08/2014 1.00,"2,4","7,5","9,5","0,3","13,8","0,4","6,9",,,
06/08/2014 2.00,"2,1",,,"0,3","13,8","0,2","6,9",,,
06/08/2014 3.00,,"10,0","12,2","0,3","13,8","0,5","6,9",,,
06/08/2014 4.00,"2,2","8,4","10,4",,"13,8","0,7","6,9",,,
06/08/2014 5.00,"2,3","7,2","9,3","0,3","13,8","0,5","6,9",,,
06/08/2014 6.00,"2,3","7,4","9,9","0,3","13,8","0,4","6,9",,,
06/08/2014 7.00,"2,9","9,1","12,4","0,3","13,8","0,3","6,9",,,
06/08/2014 8.00,"2,7","5,3","8,0","0,3","13,8","0,3","6,9",,,
06/08/2014 9.00,"2,4","4,3","6,9","0,3","13,8","0,5","6,9",,,
06/08/2014 10.00,"2,9","6,2","9,1","0,2","13,8","0,3","6,9",,,
06/08/2014 11.00,"3,2","4,5","7,2","0,2","13,8","0,2","6,9",,,
06/08/2014 12.00,"3,7","5,8","8,4","0,3","13,8","0,2","6,9",,,
06/08/2014 13.00,"3,6","4,8","7,1","0,2","13,8","0,4","6,9",,,
06/08/2014 14.00,"3,5","3,3","5,7","0,3","13,8","0,2","6,9",,,
06/08/2014 15.00,"3,8","5,0","7,8","0,3","13,8","0,1","6,9",,,
06/08/2014 16.00,"2,5","2,9","5,1","0,2","13,8","0,2","6,9",,,
06/08/2014 17.00,"2,7","3,7","6,3","0,3","13,8","0,1","6,9",,,
06/08/2014 18.00,"2,5","4,4","6,7","0,3","13,8","0,2","6,9",,,
06/08/2014 19.00,"2,5","7,7","10,0","0,3","13,8","0,2","6,9",,,
06/08/2014 20.00,"3,1","9,6","11,6","0,3","13,8","0,3","6,9",,,
06/08/2014 21.00,"2,6","4,7","6,7","0,3","13,8","0,3","6,9",,,
06/08/2014 22.00,"2,6","4,0","6,0","0,3","13,8","0,2","6,9",,,
06/08/2014 23.00,"2,5","3,7","5,9","0,3","13,8","0,3","6,9",,,
07/08/2014 0.00,"2,2","3,2","5,4","0,3","13,8","0,2","6,9",,,
07/08/2014 1.00,"2,3","2,5","4,7","0,3","15,4","0,2","4,3",,,
07/08/2014 2.00,"1,8","1,7","3,8","0,3","15,4","0,2","4,3",,,
07/08/2014 3.00,"2,1","2,7","5,1","0,3","15,4","0,2","4,3",,,
07/08/2014 4.00,"2,5","3,5","5,7","0,2","15,4","0,2","4,3",,,
07/08/2014 5.00,"2,1","16,5","19,6","0,3","15,4","0,3","4,3",,,
07/08/2014 6.00,"2,4","7,1","9,9","0,3","15,4","0,5","4,3",,,
07/08/2014 7.00,"3,4","7,5","10,6","0,3","15,4","0,4","4,3",,,
07/08/2014 8.00,"4,2","8,0","11,1","0,3","15,4","0,2","4,3",,,
07/08/2014 9.00,"4,4","8,1","11,6","0,3","15,4","0,3","4,3",,,
07/08/2014 10.00,"2,5","4,0","6,6","0,3","15,4","0,3","4,3",,,
07/08/2014 11.00,"3,2","6,1","9,2","0,3","15,4","0,2","4,3",,,
07/08/2014 12.00,"3,0","5,1","7,9","0,3","15,4","0,2","4,3",,,
07/08/2014 13.00,"3,3","4,3","6,9","0,3","15,4","0,2","4,3",,,
07/08/2014 14.00,"3,9","4,7","7,3","0,3","15,4","0,3","4,3",,,
07/08/2014 15.00,"2,9","1,7","4,1","0,3","15,4","0,3","4,3",,,
07/08/2014 16.00,"2,3","2,4","4,6","0,3","15,4","0,2","4,3",,,
07/08/2014 17.00,"2,7","5,3","7,6","0,3","15,4","0,3","4,3",,,
07/08/2014 18.00,"3,4","10,2","12,6","0,3","15,4","0,5","4,3",,,
07/08/2014 19.00,"2,8","6,2","8,2","0,3","15,4","0,5","4,3",,,
07/08/2014 20.00,"2,1","5,6","7,5","0,3","15,4","0,8","4,3",,,
07/08/2014 21.00,"2,2","8,7","10,9","0,3","15,4","0,5","4,3",,,
07/08/2014 22.00,"2,2","9,3","11,4","0,3","15,4","0,4","4,3",,,
07/08/2014 23.00,"1,9","17,5","19,7","0,3","15,4","0,4","4,3",,,
08/08/2014 0.00,"1,9","15,3","17,6","0,3","15,4","0,3","4,3",,,
08/08/2014 1.00,"2,2","9,6","11,9","0,3","20,2","0,5","10,6",,,
08/08/2014 2.00,"2,0",,,"0,3","20,2","0,5","10,6",,,
08/08/2014 3.00,,,,"0,3","20,2","0,5","10,6",,,
08/08/2014 4.00,"1,9",,,,"20,2","0,5","10,6",,,
08/08/2014 5.00,"2,0",,,"0,3","20,2","0,6","10,6",,,
08/08/2014 6.00,"2,1",,,"0,4","20,2","0,7","10,6",,,
08/08/2014 7.00,"2,1",,,"0,3","20,2","0,7","10,6",,,
08/08/2014 8.00,"2,2",,,"0,3","20,2","0,4","10,6",,,
08/08/2014 9.00,"2,3",,,"0,3","20,2","0,3","10,6",,,
08/08/2014 10.00,"2,5",,,"0,3","20,2","0,2","10,6",,,
08/08/2014 11.00,"2,8",,,"0,3","20,2","0,3","10,6",,,
08/08/2014 12.00,"2,9",,,"0,2","20,2","0,3","10,6",,,
08/08/2014 13.00,"4,4",,,"0,3","20,2","0,4","10,6",,,
08/08/2014 14.00,"2,9",,,"0,3","20,2","0,5","10,6",,,
08/08/2014 15.00,"4,0",,,"0,3","20,2","0,5","10,6",,,
08/08/2014 16.00,"5,9",,,"0,3","20,2","0,4","10,6",,,
