"NetC,""ARPA Puglia"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"Stat,""Liceo Scientifico"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"Parm,""SO2"",""NOX"",""NO2"",""CO"",""O3"",""BENZENE"",""CH4"",""NMHC"",""H2S"",""DV"",""VV"",""TEMP"",""UMID"",""PIOGGIA"",""PRESS"",""RADGLOB"",""PM10"""
"PtId,""1"",""2"",""4"",""6"",""7"",""8"",""14"",""15"",""16"",""17"",""18"",""21"",""22"",""23"",""24"",""25"",""26"""
"Unit,""ug/m3 293K"",""ug/m3 293K"",""ug/m3 293K"",""mg/m3 293K"",""ug/m3 293K"",""ug/m3 293K"",""ug-C/m3"",""ug-C/m3"",""ug/m3 293K"",""SETTORE"",""m/s"",""gradi C."",""%"",""mm"",""mbar"",""W/m2"",""ug/m3"""
"Field,""Aver"",""Aver"",""Aver"",""Aver"",""Aver"",""Aver"",""Aver"",""Aver"",""Aver"",""Aver"",""Aver"",""Aver"",""Aver"",""Aver"",""Aver"",""Aver"",""Aver"""
"2013-01-01 00:00:00,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"2013-01-01 01:00:00,""0.36843774"","""","""","""","""","""","""","""","""",""133.61430359"",""0.30392599"",""5.63851595"",""98.67317963"",""0"",""1011.38201904"",""0"",""49"""
"2013-01-01 02:00:00,""1.5622493"","""","""","""","""","""","""","""","""",""192.32290649"",""0.152244"",""5.4603858"",""90.36907959"",""0"",""1011.4630127"",""0"",""49"""
"2013-01-01 03:00:00,""0.65018437"","""","""","""","""","""","""","""","""",""162.41360474"",""0.075677"",""5.56539202"",""93.71923065"",""0"",""1011.35699463"",""0"",""49"""
"2013-01-01 04:00:00,""0.89581021"","""","""","""","""","""","""","""","""",""160.42460632"",""0.60718101"",""3.19990611"",""95.62683105"",""0"",""1011.44000244"",""0"",""49"""
"2013-01-01 05:00:00,""0.86330079"","""","""","""","""","""","""","""","""",""154.05110168"",""0.541453"",""2.9133091"",""99.97557068"",""0"",""1011.34100342"",""0"",""49"""
"2013-01-01 06:00:00,""0.71700941"","""","""","""","""","""","""","""","""",""160.74580383"",""0.54249603"",""2.43413401"",""99.97557068"",""0"",""1011.20501709"",""0"",""49"""
"2013-01-01 07:00:00,""0.56349326"","""","""","""","""","""","""","""","""",""160.43780518"",""0.28108299"",""2.86358809"",""99.97557068"",""0"",""1010.65301514"",""0"",""49"""
"2013-01-01 08:00:00,""0.86691317"","""","""","""","""","""","""","""","""",""137.53900146"",""0.31046501"",""2.01512694"",""99.97557068"",""0"",""1010.5"",""0"",""49"""
"2013-01-01 09:00:00,""0.63212347"","""","""","""","""","""","""","""","""",""136.39860535"",""0.051865"",""2.01302505"",""99.97557068"",""0"",""1010.73101807"",""5.38360023"",""49"""
"2013-01-01 10:00:00,""1.13782367"","""","""","""","""","""","""","""","""",""145.21780396"",""0.103479"",""3.66775298"",""99.97557068"",""0"",""1011.03900146"",""22.3351593"",""49"""
"2013-01-01 11:00:00,""1.34010293"","""","""","""","""","""","""","""","""",""112.54029846"",""0.060891"",""8.84140587"",""95.0765686"",""0"",""1010.77600098"",""158.83580017"",""49"""
"2013-01-01 12:00:00,""1.52973987"","""","""","""","""","""","""","""","""",""116.47480011"",""0.492872"",""8.51037979"",""86.41480255"",""0"",""1010.559021"",""48.21427917"",""49"""
"2013-01-01 13:00:00,""1.53154607"","""","""","""","""","""","""","""","""",""117.47789764"",""0.17784999"",""9.42925072"",""85.75980377"",""0"",""1009.95300293"",""27.06451035"",""49"""
"2013-01-01 14:00:00,""1.50445522"","""","""","""","""","""","""","""","""",""18.62598991"",""0.227457"",""10.81019974"",""80.39009857"",""0"",""1009.76000977"",""134.63470459"",""49"""
"2013-01-01 15:00:00,""1.83496598"","""","""","""","""","""","""","""","""",""344.62390137"",""0.24778201"",""12.65608025"",""63.5951004"",""0"",""1009.53900146"",""213.90600586"",""49"""
"2013-01-01 16:00:00,""1.28953261"","""","""","""","""","""","""","""","""",""346.1842041"",""0.021849"",""12.48046017"",""61.33245087"",""0"",""1009.809021"",""129.95820618"",""49"""
"2013-01-01 17:00:00,""1.51953224"","""","""","""","""","""","""","""","""",""344.25"",""0.14698499"",""10.26422977"",""78.9495697"",""0"",""1010.11901855"",""34.04050064"",""49"""
"2013-01-01 18:00:00,""1.50445522"","""","""","""","""","""","""","""","""",""281.56460571"",""0.004495"",""8.49925423"",""90.77310181"",""0"",""1010.32202148"",""0.58608001"",""49"""
"2013-01-01 19:00:00,""2.03002048"","""","""","""","""","""","""","""","""",""276.76501465"",""0.030225"",""7.01017618"",""96.39167023"",""0"",""1010.55200195"",""0"",""49"""
"2013-01-01 20:00:00,""1.41595791"","""","""","""","""","""","""","""","""",""185.05110168"",""0.080369"",""6.51017618"",""94.24474335"",""0"",""1010.56201172"",""0"",""49"""
"2013-01-01 21:00:00,""1.37261236"","""","""","""","""","""","""","""","""",""170.31640625"",""0.214579"",""5.84859705"",""93.44553375"",""0"",""1010.76800537"",""0"",""49"""
"2013-01-01 22:00:00,""1.44666114"","""","""","""","""","""","""","""","""",""167.21910095"",""0.33156401"",""5.16951704"",""95.67778015"",""0"",""1010.88000488"",""0"",""49"""
"2013-01-01 23:00:00,""1.26244176"","""","""","""","""","""","""","""","""",""155.77020264"",""0.17391001"",""4.69264698"",""97.1233902"",""0"",""1011.04901123"",""0"",""49"""
"2013-01-02 00:00:00,""1.30398113"","""","""","""","""","""","""","""","""",""157.25740051"",""0.28245199"",""3.87525511"",""92.78191376"",""0"",""1011.10900879"",""0"",""49"""
"2013-01-02 01:00:00,""0.91206492"","""","""","""","""","""","""","""","""",""139.49000549"",""0.36335301"",""3.83591199"",""94.21109009"",""0"",""1011.13201904"",""0"",""31.2999897"""
"2013-01-02 02:00:00,""0.99875604"","""","""","""","""","""","""","""","""",""161.37420654"",""0.44480199"",""3.6893239"",""98.34194183"",""0"",""1010.60302734"",""0"",""31.2999897"""
"2013-01-02 03:00:00,""0.85607602"","""","""","""","""","""","""","""","""",""160.34140015"",""0.20330299"",""3.56844401"",""99.97557068"",""0"",""1010.76000977"",""0"",""31.2999897"""
"2013-01-02 04:00:00,""0.8091191"","""","""","""","""","""","""","""","""",""143.96200562"",""0.001522"",""3.11741996"",""99.97557068"",""0"",""1010.85101318"",""0"",""31.2999897"""
"2013-01-02 05:00:00,""0.96263423"","""","""","""","""","""","""","""","""",""139.82710266"",""0.039423"",""3.47999001"",""99.97557068"",""0"",""1010.38702393"",""0"",""31.2999897"""
"2013-01-02 06:00:00,""1.0601625"","""","""","""","""","""","""","""","""",""176.59500122"",""0.133846"",""3.61843801"",""99.97557068"",""0"",""1008.24401855"",""0"",""31.2999897"""
"2013-01-02 07:00:00,""1.11073181"","""","""","""","""","""","""","""","""",""161.57420349"",""0.014886"",""4.35307407"",""99.97557068"",""0"",""1007.74401855"",""0"",""31.2999897"""
"2013-01-02 08:00:00,""0.73868168"","""","""","""","""","""","""","""","""",""142.18980408"",""0.045193"",""4.40354204"",""99.97557068"",""0"",""1007.94702148"",""0"",""31.2999897"""
"2013-01-02 09:00:00,""1.19742292"","""","""","""","""","""","""","""","""",""142.6822052"",""0.00125"",""5.22514009"",""99.97557068"",""0"",""1008.16601563"",""6.33293009"",""31.2999897"""
"2013-01-02 10:00:00,""1.79523179"","""","""","""","""","""","""","""","""",""169.00540161"",""0.002549"",""6.58655596"",""87.8030014"",""0"",""1008.45202637"",""31.16909981"",""31.2999897"""
"2013-01-02 11:00:00,""1.90901477"","""","""","""","""","""","""","""","""",""281.5401001"",""0.08016"",""8.92551994"",""90.55210114"",""0"",""1008.83001709"",""81.32173157"",""31.2999897"""
"2013-01-02 12:00:00,""1.54418839"","""","""","""","""","""","""","""","""",""284.2677002"",""0.142717"",""10.17189026"",""82.58654022"",""0"",""1008.82000732"",""90.29305267"",""31.2999897"""
"2013-01-02 13:00:00,""1.94874794"","""","""","""","""","""","""","""","""",""329.53100586"",""0.184542"",""10.68076992"",""79.82357025"",""0"",""1009.23699951"",""60.22079086"",""31.2999897"""
"2013-01-02 14:00:00,""1.89637142"","""","""","""","""","""","""","""","""",""303.18359375"",""0.35461801"",""12.26033974"",""72.96253967"",""0"",""1009.59802246"",""117.54470062"",""31.2999897"""
"2013-01-02 15:00:00,""2.59893231"","""","""","""","""","""","""","""","""",""314.49130249"",""0.55528998"",""13.35673046"",""58.80796051"",""0"",""1010.35400391"",""99.2440033"",""31.2999897"""
"2013-01-02 16:00:00,""2.28106388"","""","""","""","""","""","""","""","""",""307.5072937"",""0.098924"",""12.78950977"",""64.6018219"",""0"",""1010.64300537"",""41.6463089"",""31.2999897"""
"2013-01-02 17:00:00,""2.4038768"","""","""","""","""","""","""","""","""",""310.8789978"",""0.49933901"",""11.18857002"",""81.87837219"",""0"",""1010.98699951"",""13.7667799"",""31.2999897"""
"2013-01-02 18:00:00,""2.90415842"","""","""","""","""","""","""","""","""",""304.22210693"",""0.024543"",""10.2245903"",""77.55059052"",""0"",""1011.29101563"",""0.26352999"",""31.2999897"""
"2013-01-02 19:00:00,""3.1046315"","""","""","""","""","""","""","""","""",""316.05990601"",""0.040977"",""9.96547318"",""79.59346008"",""0"",""1011.64801025"",""0"",""31.2999897"""
"2013-01-02 20:00:00,""2.01196059"","""","""","""","""","""","""","""","""",""308.20941162"",""0.203545"",""10.34208012"",""78.8822403"",""0"",""1012.06201172"",""0"",""31.2999897"""
"2013-01-02 21:00:00,""2.19256657"","""","""","""","""","""","""","""","""",""311.27160645"",""0.20073199"",""10.11151028"",""82.08818054"",""0"",""1012.45001221"",""0"",""31.2999897"""
"2013-01-02 22:00:00,""1.80065037"","""","""","""","""","""","""","""","""",""317.51330566"",""0.120853"",""9.71794987"",""85.69094086"",""0"",""1012.76300049"",""0"",""31.2999897"""
"2013-01-02 23:00:00,""1.69047977"","""","""","""","""","""","""","""","""",""155.56410217"",""0.048709"",""9.05616665"",""88.51004028"",""0"",""1013.20501709"",""0"",""31.2999897"""
"2013-01-03 00:00:00,""1.82412883"","""","""","""","""","""","""","""","""",""111.64980316"",""0"",""8.68905258"",""93.36914063"",""0"",""1013.59899902"",""0"",""31.2999897"""
"2013-01-03 01:00:00,""1.40150939"","""","""","""","""","""","""","""","""",""127.66329956"",""0.02724"",""8.22697163"",""95.53025055"",""0"",""1013.81799316"",""0"",""21.7999897"""
"2013-01-03 02:00:00,""1.74466248"","""","""","""","""","""","""","""","""",""135.07800293"",""0.055729"",""7.59829092"",""96.10365295"",""0"",""1013.96099854"",""0"",""21.7999897"""
"2013-01-03 03:00:00,""1.37622372"","""","""","""","""","""","""","""","""",""171.03520203"",""0.46278599"",""6.63560009"",""94.48718262"",""0"",""1014.36901855"",""0"",""21.7999897"""
