,SIMAGE Brindisi,,,
07/07/2010 3.00,,"6,35582451","5,88390467",
07/07/2010 4.00,,"8,52825612","7,82681789","14,16361046"
07/07/2010 5.00,,"9,81809897","9,20580774",
07/07/2010 6.00,,"12,75055822","11,3356113","11,72161007"
07/07/2010 7.00,,"10,80833715","9,24409362",
07/07/2010 8.00,,"9,05288406","7,72104031","7,08180714"
07/07/2010 9.00,,"14,47877678","11,48681418",
07/07/2010 10.00,,"11,91271218","9,69964866","8,54700947"
07/07/2010 11.00,"0,11544984","11,07486613","8,99814733",
07/07/2010 12.00,,"11,79857916","9,10197658","13,18680954"
07/07/2010 13.00,"0,21136108","18,29771954","13,12731974",
07/07/2010 14.00,"0,59281337","13,5417553","10,09479978",
07/07/2010 15.00,"0,63863227","9,99059578","8,60813566",
07/07/2010 16.00,"0,63863227","11,37576522","9,08510509",
07/07/2010 17.00,"0,63863227","12,28753874","10,07473143",
07/07/2010 18.00,"1,02751273","12,13319828","10,01178648",
07/07/2010 19.00,"0,63863227","10,342725","8,71456331",
07/07/2010 20.00,"0,59339611","11,99506966","9,62307306",
07/07/2010 21.00,"0,48873155","11,59689949","9,22527381",
07/07/2010 22.00,"0,54106332","9,80772254","7,8287643",
07/07/2010 23.00,"0,20489499","8,63266279","7,52765872",
08/07/2010 0.00,"0,24303554","7,4089675","5,5321808",
08/07/2010 1.00,"0,30512441","14,5734552","11,12664882",
08/07/2010 2.00,"0,50114912","6,26438694","5,1596907","0,24420001"
08/07/2010 3.00,"0,53485454","4,11530085","3,42184139",
08/07/2010 4.00,"1,30452421","4,35653789","3,7320328","2,44200301"
08/07/2010 5.00,"1,95709853","5,1561229","3,94358413",
08/07/2010 6.00,"2,14976308","8,66573657","7,05263762","7,57020807"
08/07/2010 7.00,"1,82658387","11,07356979","7,24796754",
08/07/2010 8.00,"1,77863944","18,87227937","12,0682572","19,78022003"
08/07/2010 9.00,"2,28471694","13,81213122","9,1681681",
08/07/2010 10.00,"1,59751682","17,54223098","10,81451674","18,80340958"
08/07/2010 11.00,"1,71293819","16,1797589","9,74896678",
08/07/2010 12.00,"1,69695603","18,18488095","11,31614141","19,78022003"
08/07/2010 13.00,"1,84611637","21,04599584","12,72757598",
08/07/2010 14.00,"1,88873375","11,65785596","8,27977451","26,12940979"
08/07/2010 15.00,"2,10181865","7,75720579","6,0331573",
08/07/2010 16.00,"2,11424842","9,93482657","7,00072108","31,50181961"
08/07/2010 17.00,"1,65966671","7,56525246","5,61654015",
08/07/2010 18.00,"0,97601795","7,45241578","5,72231773","27,8388195"
08/07/2010 19.00,"0,78246455","7,94007903","6,30960574",
08/07/2010 20.00,"0,78424023","11,70714158","8,58282842","29,7924099"
08/07/2010 21.00,"0,81087647","13,41201462","10,67304786",
08/07/2010 22.00,"0,60758936","9,43938148","7,44719029","25,39682007"
08/07/2010 23.00,"0,63863227","10,2020018","7,71520106",
09/07/2010 0.00,"0,63863227","13,58386327","9,31353173","27,10622025"
09/07/2010 1.00,,"13,73625923","9,68147701",
09/07/2010 2.00,"1,32907357",,,"30,76922989"
09/07/2010 3.00,"1,07327671","7,22544609","5,79110575",
09/07/2010 4.00,"1,04644418","7,85318246","6,89624366","24,90842056"
09/07/2010 5.00,"0,92467267","8,97182291","7,87743618",
09/07/2010 6.00,"1,00709137","13,94766525","10,83139205","23,93161964"
09/07/2010 7.00,"1,54551761","17,67841318","13,6808705",
09/07/2010 8.00,"1,48827678","16,5669064","12,07345593","20,02441978"
09/07/2010 9.00,"1,03750069","14,64543818","11,12664882",
09/07/2010 10.00,"1,21280199","13,47621576","9,88069976","23,44322014"
09/07/2010 11.00,"1,16611457","14,38280012","10,96311738",
09/07/2010 12.00,"0,99814685","16,24331187","10,11301923","21,73381996"
09/07/2010 13.00,"1,00387155","13,25508149","9,81645656",
09/07/2010 14.00,"1,28972075","15,20119157","11,58480035","25,88521957"
09/07/2010 15.00,"1,41314693","12,45095738","9,41087165",
09/07/2010 16.00,"2,6483097","12,15265288","9,41151982","20,75702095"
09/07/2010 17.00,"3,33520675","15,40287124","11,0137414",
09/07/2010 18.00,"2,24493699","12,10725818","8,94753095","17,58241081"
09/07/2010 19.00,"1,63853548","12,94834698","10,7742787",
09/07/2010 20.00,"2,1340311","13,61434246","11,95729237","21,97801971"
09/07/2010 21.00,"2,45690826","10,35699043","9,46213619",
09/07/2010 22.00,"0,96022496","10,57682837","9,26226336","20,75702095"
09/07/2010 23.00,"0,73336073","11,55474754","10,39789958",
10/07/2010 0.00,"0,75970103","12,1695129","10,6600692","23,44322014"
10/07/2010 1.00,"0,96210234","9,81485622","9,03513688",
10/07/2010 2.00,"0,79574453","9,1903626","8,03383013","23,93161964"
10/07/2010 3.00,"0,59033291","8,57381717","7,79412842",
10/07/2010 4.00,"0,39787277","8,7448513","7,99229575","16,60560989"
10/07/2010 5.00,"0,34103366","8,19817609","7,42447764",
10/07/2010 6.00,"0,64325047","9,28633926","8,45304186","17,33819962"
10/07/2010 7.00,"0,79574453","7,29742715","6,72752114",
10/07/2010 8.00,"0,99676068","15,57471989","12,97222977","21,97801971"
10/07/2010 9.00,"0,99814685","9,68256494","8,31546582",
10/07/2010 10.00,"0,99814685","10,3835787","7,96179553","25,39682007"
10/07/2010 11.00,"0,99814685","11,48795373","9,33883896",
10/07/2010 12.00,"1,91222137","12,08780358","9,54584929","19,53602028"
10/07/2010 13.00,"3,23324538","12,82513387","9,22202914",
10/07/2010 14.00,"2,83345048","8,77014324","7,09481825","20,26861954"
10/07/2010 15.00,"4,07040114","7,21896058","6,24211596",
10/07/2010 16.00,"3,06152087","6,65801994","5,6132974","16,84980965"
10/07/2010 17.00,"2,55976459","9,18971443","7,15127578",
10/07/2010 18.00,"2,35315901","12,84783122","11,08123309","16,36141014"
10/07/2010 19.00,"2,60269521","17,75234066","15,44143246",
10/07/2010 20.00,"2,37820162","27,14890864","25,3156448","22,95482063"
10/07/2010 21.00,"2,17338494","24,08156352","22,33376608",
10/07/2010 22.00,"1,93905288","20,0084108","18,78734642","37,11843109"
10/07/2010 23.00,"0,99814685","14,72325658","13,36742487",
11/07/2010 0.00,"0,99993576","18,32106506","16,58809327","44,68864059"
11/07/2010 1.00,,"24,00959584","20,34997048",
11/07/2010 2.00,"1,57661747",,,"32,47863007"
11/07/2010 3.00,"1,36571811","25,50499016","23,11508576",
11/07/2010 4.00,"1,39113294","15,80104142","15,26945762","28,81562042"
11/07/2010 5.00,"1,43215364","11,82322102","11,08642034",
11/07/2010 6.00,"1,39113294","9,51201262","8,79503174","27,10622025"
11/07/2010 7.00,"1,39113294","6,96215986","6,6139579",
11/07/2010 8.00,"1,733566","7,48613773","6,63082938","22,71062088"
11/07/2010 9.00,"2,28823576","8,14500146","7,02019098",
11/07/2010 10.00,"2,80723527","7,94007903","7,20254224","18,31501007"
11/07/2010 11.00,"2,5593283","8,26432173","7,40241316",
11/07/2010 12.00,"2,55665359","9,59177553","7,58411626","20,26861954"
11/07/2010 13.00,"1,93510184","7,94526629","6,64770087",
11/07/2010 14.00,"2,42378254","7,10223298","6,42252081","23,93161964"
11/07/2010 15.00,"2,47907073","5,25988141","5,1285423",
11/07/2010 16.00,"2,67525613","5,1496374","4,67039269","27,10622025"
11/07/2010 17.00,"2,9080037","13,1273293","11,50887866",
11/07/2010 18.00,"4,34550879","17,85350458","15,78860768","19,04759979"
11/07/2010 19.00,"3,84880294","25,27866672","22,70561184",
11/07/2010 20.00,"3,7319832","51,93991976","44,79020608","19,04759979"
11/07/2010 21.00,"2,24364845","33,2803676","29,29554928",
11/07/2010 22.00,"2,53257611","110,8524064","94,62849368","46,15383148"
11/07/2010 23.00,"1,71573087","45,800048","39,78495336",
12/07/2010 0.00,"1,9163748","82,40198024","63,89812224","46,39804077"
12/07/2010 1.00,"1,73534981","56,03251752","46,81227992",
12/07/2010 2.00,"1,55699954","27,22479592","26,32927248","42,24663162"
12/07/2010 3.00,"1,39113294","19,29183144","17,79447541",
12/07/2010 4.00,"1,39291676","15,28743998","14,42584689","35,16482162"
12/07/2010 5.00,"1,59088598","27,33179144","25,1501612",
12/07/2010 6.00,"1,42593773","25,12459776","21,81135032","30,76922989"
12/07/2010 7.00,"1,66222548","43,17689872","34,96466752",
12/07/2010 8.00,"1,49992652","22,12118992","17,02483422","31,01342964"
12/07/2010 9.00,"1,58375173","18,70302339","15,05401728",
12/07/2010 10.00,"2,94278205","20,99670448","16,11956914","28,57142067"
12/07/2010 11.00,"3,75606068","28,41411728","20,69001968",
12/07/2010 12.00,"3,92727669","25,80720088","20,33828816","21,97801971"
12/07/2010 13.00,"4,72450299","23,26058896","18,397981",
12/07/2010 14.00,"3,78727139","19,40792808","15,54850063","21,73381996"
12/07/2010 15.00,"3,69096251","18,4215789","14,09423343",
12/07/2010 16.00,"3,11934952","17,5980002","14,16172321","16,84980965"
12/07/2010 17.00,"2,67525613","22,13415328","17,62834938",
12/07/2010 18.00,"3,63032286","35,38664592","27,90099384","21,97801971"
12/07/2010 19.00,"2,74213812","39,53501672","31,88739912",
12/07/2010 20.00,"2,87679299","46,7851104","38,38391624","20,51280975"
12/07/2010 21.00,"3,02036491","56,0967416","54,64624104",
12/07/2010 22.00,"3,68382825","49,8640996","44,05041504","33,21123123"
12/07/2010 23.00,"3,61159684","58,84243096","50,45542384",
13/07/2010 0.00,"3,03730813","40,94029848","35,130132","37,85102081"
13/07/2010 1.00,,"25,08283968","23,3376808",
13/07/2010 2.00,"1,59183077",,,"36,63003159"
13/07/2010 3.00,"1,58120109","27,290932","25,11511424",
13/07/2010 4.00,"2,87805305","29,1494916","28,5298124","31,25761986"
13/07/2010 5.00,"3,49724638","40,88322528","36,64736136",
13/07/2010 6.00,"4,67273973","83,87467912","58,69235808","37,11843109"
13/07/2010 7.00,"4,75069278","106,5114398","73,74054376",
13/07/2010 8.00,"10,86439743","117,359363","85,0686084","38,0952301"
13/07/2010 9.00,"10,32077025","72,12085032","63,84491128",
13/07/2010 10.00,"11,71151775","53,85813376","49,24904744","38,0952301"
13/07/2010 11.00,"8,4782561","36,75885008","32,62654008",
13/07/2010 12.00,"5,78799718","35,40480992","30,09245176","45,90964127"
13/07/2010 13.00,"3,27756116","28,17806176","23,63878256",
13/07/2010 14.00,"3,18897842","22,98044272","19,86067056","34,18803024"
13/07/2010 15.00,"3,69744385","26,35906144","22,06186056",
13/07/2010 16.00,"3,56811297","51,44901376","42,40276816","28,81562042"
13/07/2010 17.00,"3,29173509","36,65703608","31,88416784",
13/07/2010 18.00,"2,93917475","52,63122248","44,14452368","27,59461975"
13/07/2010 19.00,"4,42027863","87,92125504","78,07478008",
13/07/2010 20.00,"8,2975474","98,3716352","87,06580712","28,32722092"
13/07/2010 21.00,"5,01201194","73,80560912","63,8715072",
13/07/2010 22.00,"2,83819072","95,10454344","85,4278732","39,56044006"
13/07/2010 23.00,"2,48385978","80,43577504","65,89750064",
14/07/2010 0.00,"1,83897703","85,37594328","68,35178208","39,07204056"
14/07/2010 1.00,"1,5572843","53,61626576","44,66041952",
14/07/2010 2.00,"1,5944882","41,52458656","38,86411504","42,24663162"
14/07/2010 3.00,"2,1233282","35,1240136","34,5519432",
14/07/2010 4.00,"1,90009975","27,14567736","26,21634976","33,21123123"
14/07/2010 5.00,"1,82834735","41,1931796","38,4157128",
14/07/2010 6.00,"2,49006043","70,17864072","52,3087828","33,69963074"
14/07/2010 7.00,"2,69468693","79,65629088","57,04341104",
14/07/2010 8.00,"2,17913505","40,73862072","33,07431136","36,38582993"
14/07/2010 9.00,"3,48395927","34,88860816","29,89907208",
14/07/2010 10.00,"5,9226429","33,30304392","27,45127232","45,66543961"
14/07/2010 11.00,"4,60807378","25,86360488","21,00085352",
14/07/2010 12.00,"4,4397674","27,76237384","22,5875076","25,15262032"
14/07/2010 13.00,"3,9826798","29,08853704","21,98205368",
14/07/2010 14.00,"3,18897842","18,54154926","14,95797561","21,48962021"
14/07/2010 15.00,"2,51574985","18,2121193","15,34214612",
14/07/2010 16.00,"1,75659494","14,16555677","11,8054375","24,42000961"
14/07/2010 17.00,"2,77706902","13,24340873","11,91445783",
14/07/2010 18.00,"1,85669317","16,44953063","13,92226815","17,82661057"
14/07/2010 19.00,"1,99311152","13,60137337","13,33693038",
14/07/2010 20.00,"2,18976474","33,23493848","28,96913264","22,71062088"
14/07/2010 21.00,"2,04094611","60,89100512","54,18873768",
14/07/2010 22.00,"1,62106342","64,97258976","54,5528016","34,92063141"
14/07/2010 23.00,"1,7991147","50,16502928","41,7706992",
15/07/2010 0.00,"1,9063004","76,86129104","61,56131408","40,78144073"
15/07/2010 1.00,,"56,25365944","47,47874576",
15/07/2010 2.00,"1,60852076",,,"33,21123123"
15/07/2010 3.00,"1,38917624","49,90887864","41,11138424",
15/07/2010 4.00,"1,56935202","33,9469864","31,7504808","31,74603081"
15/07/2010 5.00,"1,05493817","24,39218704","24,30004776",
15/07/2010 6.00,"1,2533925","48,28438608","42,54746832","36,38582993"
15/07/2010 7.00,"1,2533925","55,15253864","47,3457088",
15/07/2010 8.00,"1,22031661","47,3350016","37,44036336","37,11843109"
15/07/2010 9.00,"2,70088758","39,0960024","31,52855496",
15/07/2010 10.00,"5,12585594","32,04758648","26,03530248","44,68864059"
15/07/2010 11.00,"3,98300524","29,8887664","24,32664368",
15/07/2010 12.00,"3,49035214","37,87230328","30,96332952","33,21123123"
15/07/2010 13.00,"2,28483085","24,6152792","20,96515648",
15/07/2010 14.00,"2,9463446","19,15954016","17,05014146","25,88521957"
15/07/2010 15.00,"2,70524034","9,78567336","9,32391389",
15/07/2010 16.00,"1,83569822","6,79549847","6,7353068","30,52503014"
15/07/2010 17.00,"1,69655635","13,57176605","12,96039831",
15/07/2010 18.00,"2,07593193","10,98083588","10,48031061","32,96702957"
15/07/2010 19.00,"1,26383709","15,40092482","14,98198077",
15/07/2010 20.00,"1,2325023","24,68011512","22,9087236","33,21123123"
15/07/2010 21.00,"1,2342434","24,6898472","22,7315768",
15/07/2010 22.00,"0,9870463","21,71005256","19,22407016","44,4444313"
15/07/2010 23.00,"0,60406546","18,92221125","16,677659",
16/07/2010 0.00,"1,06190157","16,38922042","14,86777127","38,33943176"
16/07/2010 1.00,"0,70503322","19,42154152","16,96253935",
16/07/2010 2.00,"0,33249696","11,52037742","11,1279509","36,38582993"
16/07/2010 3.00,"0,78162959","13,168183","13,01376032",
16/07/2010 4.00,"0,70677432","12,08715541","12,04295188","27,35042"
16/07/2010 5.00,"0,41953793","11,53140202","11,52250739",
16/07/2010 6.00,"0,34120147","11,00547774","10,89498708","26,86202049"
16/07/2010 7.00,"0,32205237","11,72724435","11,19348852",
16/07/2010 8.00,"0,04177938","13,49566845","12,26748378","28,81562042"
16/07/2010 9.00,"0,93656242","19,88520152","17,5329444",
16/07/2010 10.00,"0,46915125","21,57646112","18,7347798","25,64101982"
16/07/2010 11.00,"0,74507251","20,59399904","17,96189204",
16/07/2010 12.00,"1,10368094","21,07452288","16,83405104","33,45542145"
16/07/2010 13.00,"0,9940097","19,42284168","14,91319848",
16/07/2010 14.00,"0,7294046","16,49297892","12,85866079","37,6068306"
16/07/2010 15.00,"0,71896001","11,43931627","10,3323524",
16/07/2010 16.00,"0,59013866","10,45750618","9,76324178","34,4322319"
16/07/2010 17.00,"0,63017795","18,33338599","17,54398429",
16/07/2010 18.00,"1,14023904","14,9606027","14,22727039","29,05982971"
16/07/2010 19.00,"0,58056462","16,95016298","16,34279897",
16/07/2010 20.00,"1,08975516","18,61742124","17,60692733","33,69963074"
16/07/2010 21.00,"1,02882568","16,02282386","15,05206513",
16/07/2010 22.00,"0,73810911","17,06364591","15,36355861","48,84004974"
16/07/2010 23.00,"0,9783418","21,32484192","19,38110272",
17/07/2010 0.00,"0,87215174","33,75375968","30,03664048","50,54944992"
17/07/2010 1.00,,"30,68899576","27,93992216",
17/07/2010 2.00,"1,21177889",,,"43,46763992"
17/07/2010 3.00,"0,84457274","19,13684472","18,5387998",
17/07/2010 4.00,"1,70838101","18,15180909","17,5984935","37,85102081"
17/07/2010 5.00,"0,89877985","10,7447861","10,75221422",
17/07/2010 6.00,"1,00894129","18,04934692","15,69321609","34,4322319"
17/07/2010 7.00,"1,25899108","15,37239205","14,03453506",
17/07/2010 8.00,"1,2362591","19,02791426","16,97486984","32,96702957"
17/07/2010 9.00,"1,00194738","19,4461872","16,24286255",
17/07/2010 10.00,"1,0928743","14,41198298","12,06566262","29,30401993"
17/07/2010 11.00,"1,26948245","15,55461712","13,19741174",
17/07/2010 12.00,"1,25899108","17,74261432","14,38431442","24,66422081"
17/07/2010 13.00,"1,25899108","18,28085762","15,70619666",
17/07/2010 14.00,"1,26161393","13,05534632","11,74833371","31,01342964"
17/07/2010 15.00,"1,32543779","10,82195633","9,82618864",
17/07/2010 16.00,"1,6839008","10,15141984","9,34922112","25,39682007"
17/07/2010 17.00,"1,59996779","12,05991897","9,74831862",
17/07/2010 18.00,"2,22684151","15,28808814","12,84114496","31,50181961"
17/07/2010 19.00,"2,85371522","24,965462","21,95283832",
17/07/2010 20.00,"2,2740537","52,10205736","45,14191848","35,65322113"
17/07/2010 21.00,"3,18420056","58,83983064","49,33470504",
17/07/2010 22.00,"3,0373183","58,95332696","52,10500184","54,21244049"
17/07/2010 23.00,"4,13543829","94,16359088","73,5400132",
18/07/2010 0.00,"3,85828545","97,38009112","75,76716816","48,35165024"
18/07/2010 1.00,"3,27337925","90,49444376","63,22127424",
18/07/2010 2.00,"2,78551927","54,48005","43,45924376","47,86323166"
18/07/2010 3.00,"3,03994114","43,34811832","36,61944616",
18/07/2010 4.00,"3,02944875","32,86272944","30,44741456","41,26984024"
18/07/2010 5.00,"3,31709398","42,32416584","38,25346048",
18/07/2010 6.00,"3,56714377","85,26244696","66,53086976","46,88644028"
18/07/2010 7.00,"3,23840666","61,3138248","50,15237184",
18/07/2010 8.00,"2,85896091","33,1902168","28,76343968","54,70085144"
18/07/2010 9.00,"2,87359045","29,61452824","25,20796096",
18/07/2010 10.00,"3,13698837","39,87286712","33,9730852","52,50305176"
18/07/2010 11.00,"3,14747974","63,56017624","51,51513072",
18/07/2010 12.00,"3,00322032","46,4167636","40,01468016","34,92063141"
18/07/2010 13.00,"3,02420307","47,25265176","43,12309504",
18/07/2010 14.00,"3,02158022","43,26121792","41,30931448","33,21123123"
18/07/2010 15.00,"3,11338176","30,7720148","27,9360408",
18/07/2010 16.00,"1,80980032","12,34655071","11,5335339","41,75823975"
18/07/2010 17.00,"1,68914649","21,71263376","19,8782036",
18/07/2010 18.00,"1,4268571","17,07077958","16,27077393","41,02563095"
18/07/2010 19.00,"1,25899108","19,1407452","16,70231424",
18/07/2010 20.00,"1,64892922","18,84568918","15,92034448","50,06105042"
18/07/2010 21.00,"2,15077703","19,85407416","17,36292362",
18/07/2010 22.00,"1,25899108","11,43348085","10,15065695","41,26984024"
18/07/2010 23.00,"2,42093596","10,69031322","9,33948713",
19/07/2010 0.00,"1,72324446","21,55441576","18,24093506","40,29304123"
19/07/2010 1.00,,"26,58666592","23,40322416",
19/07/2010 2.00,"1,76273661",,,"45,42124176"
19/07/2010 3.00,"0,41374814","4,68143066","4,68466959",
19/07/2010 4.00,,"4,22359844","4,22651998","34,18803024"
19/07/2010 5.00,,"3,56668113","3,56914761",
19/07/2010 6.00,,"4,32216778","4,06039203","42,24663162"
19/07/2010 7.00,,"7,4543622","6,8021465",
19/07/2010 8.00,,"8,88622076","8,10780732","37,11843109"
19/07/2010 9.00,,"12,57611499","11,28564501",
19/07/2010 10.00,,"19,3651184","14,98587742","45,1770401"
19/07/2010 11.00,,"14,60458256","12,08123777",
19/07/2010 12.00,,"13,76219742","10,38426894","32,96702957"
19/07/2010 13.00,,"21,03108224","13,18897026",
19/07/2010 14.00,,"14,3205454","10,40828366","27,59461975"
19/07/2010 15.00,,"8,1741824","6,77554102",
19/07/2010 16.00,,"13,56829959","9,81515831","27,10622025"
19/07/2010 17.00,,"10,99510131","8,80995682",
19/07/2010 18.00,,"10,74738068","8,94947737","28,57142067"
19/07/2010 19.00,,"10,32586498","9,00723315",
19/07/2010 20.00,,"8,95625923","7,37321118","33,21123123"
19/07/2010 21.00,,"13,09231102","10,47057662",
19/07/2010 22.00,,"16,12593419","12,95794904","51,5262413"
19/07/2010 23.00,,"11,11961266","9,24798646",
20/07/2010 0.00,,"8,95171823","7,90469174","39,80464172"
20/07/2010 1.00,"1,5093897","8,37845666","7,08703067",
20/07/2010 2.00,"1,76684936","4,65354414","4,28427576","31,25761986"
20/07/2010 3.00,"1,19681984","4,05109971","3,67492518",
20/07/2010 4.00,"0,8883617","3,98949316","3,78329734","28,81562042"
20/07/2010 5.00,"0,37261965","122,1626894","118,7169595",
20/07/2010 6.00,"1,24370557","27,46018224","24,73093608","22,71062088"
20/07/2010 7.00,"1,60398392","26,77863072","22,71534392",
20/07/2010 8.00,"1,15486961","29,14626032","24,17156136","19,29179955"
20/07/2010 9.00,"1,64026438","31,12737912","25,11769544",
20/07/2010 10.00,"0,83368067","26,58796608","21,75297696","20,51280975"
20/07/2010 11.00,"1,05479477","29,23021624","24,29413968",
20/07/2010 12.00,"1,04502547","32,44186","25,92109872","14,16361046"
20/07/2010 13.00,"1,86902328","26,76371712","21,11442632",
20/07/2010 14.00,"1,38547944","25,67814088","20,20655136","16,60560989"
20/07/2010 15.00,"1,49402995","20,18934336","15,8035404",
20/07/2010 16.00,"4,92496386","20,1193068","15,63676238","19,29179955"
20/07/2010 17.00,"5,75140959","22,55632288","16,30192041",
20/07/2010 18.00,"5,94789806","27,33179144","19,23055184","17,82661057"
20/07/2010 19.00,"5,5334309","25,8992828","20,16112224",
20/07/2010 20.00,"5,49889256","24,86494816","20,63030792","36,14162064"
20/07/2010 21.00,"5,17241827","24,14251808","19,98592568",
20/07/2010 22.00,"5,30152744","28,18131216","20,76464504","49,81684113"
20/07/2010 23.00,"5,32784231","31,014552","24,7549508",
21/07/2010 0.00,"5,44790628","43,50312416","31,7777268","38,82783127"
21/07/2010 1.00,,"47,55809376","35,17232984",
21/07/2010 2.00,"0,07833544",,,"28,08300972"
21/07/2010 3.00,"0,00000814",,,
21/07/2010 4.00,"0,00000814",,,"24,66422081"
21/07/2010 5.00,"0,00000712",,,
21/07/2010 6.00,"0,00000305",,,"28,57142067"
21/07/2010 7.00,"0,00000712",,,
21/07/2010 8.00,"0,41449361",,,"27,8388195"
21/07/2010 9.00,"0,0000061",,,
21/07/2010 10.00,"0,11097097",,,"31,50181961"
21/07/2010 11.00,"0,12565849",,,
21/07/2010 12.00,"0,01469362",,,"23,68741989"
21/07/2010 13.00,"0,35819554",,,
21/07/2010 14.00,"0,16319087",,,"23,93161964"
21/07/2010 15.00,"0,00000509",,,
21/07/2010 16.00,"0,00000509",,,"30,03663063"
21/07/2010 17.00,"0,00000305",,,
21/07/2010 18.00,"0,00000407",,,"34,4322319"
21/07/2010 19.00,"0,00000712",,,
21/07/2010 20.00,"0,00000407",,,"27,10622025"
21/07/2010 21.00,"0,00000407",,,
21/07/2010 22.00,"0,00000509",,,"41,26984024"
21/07/2010 23.00,"0,32147573",,,
22/07/2010 0.00,"0,00000712",,,"34,4322319"
22/07/2010 1.00,,,,
22/07/2010 2.00,,,,"34,67642975"
22/07/2010 3.00,,,,
22/07/2010 4.00,,,,"27,35042"
22/07/2010 5.00,,,,
22/07/2010 6.00,,,,"27,59461975"
22/07/2010 7.00,,,,
22/07/2010 8.00,,,,"31,25761986"
22/07/2010 9.00,,,,
22/07/2010 10.00,,,,"37,85102081"
22/07/2010 11.00,,,,
22/07/2010 12.00,,,,"63,24785995"
22/07/2010 13.00,,,,
22/07/2010 14.00,,"9,1435033","8,75608622","49,57265091"
22/07/2010 15.00,,"5,14120739","5,06105253",
22/07/2010 16.00,,"1,49800611","1,48995659","57,87545013"
22/07/2010 17.00,,,,
22/07/2010 18.00,,"3,52647368","3,5289153","46,39804077"
22/07/2010 19.00,,"5,08413993","5,08765801",
22/07/2010 20.00,,"2,97007212","2,9104789","43,46763992"
22/07/2010 21.00,,"17,6887877","17,6932331",
22/07/2010 22.00,,"23,45901632","23,39154184","44,20024109"
22/07/2010 23.00,,"38,37682272","36,3001804",
23/07/2010 0.00,,"28,89659136","28,143684","49,81684113"
23/07/2010 1.00,,"36,36973896","34,71547656",
23/07/2010 2.00,,,,"32,96702957"
23/07/2010 3.00,,"9,29152652","9,0273493",
23/07/2010 4.00,,"1,44547774","1,44647771","27,35042"
23/07/2010 5.00,,"9,69553403","9,37647859",
23/07/2010 6.00,,"34,1811108","34,18009744","29,30401993"
23/07/2010 7.00,,"44,71772216","44,72661296",
23/07/2010 8.00,,"23,46744824","23,12546792","27,8388195"
23/07/2010 9.00,,"22,5316772","20,61149384",
23/07/2010 10.00,,"22,49989976","20,9982532","23,68741989"
23/07/2010 11.00,,"10,57099103","10,23112156",
23/07/2010 12.00,,"17,39307778","16,66272437","67,15505981"
23/07/2010 13.00,,"10,84011459","10,49134667",
23/07/2010 14.00,,"22,34491304","18,32140731","138,7057037"
23/07/2010 15.00,,"1,24055531","1,24141571",
23/07/2010 16.00,,,,"120,8789978"
23/07/2010 17.00,,"2,66463394","2,66647902",
23/07/2010 18.00,,"5,460911","5,29467025","63,49206161"
23/07/2010 19.00,,"8,94004547","8,8748501",
23/07/2010 20.00,,"58,54022024","56,32568448","38,0952301"
23/07/2010 21.00,,"103,374039","94,49805704",
23/07/2010 22.00,,"119,1640807","102,688893","46,39804077"
23/07/2010 23.00,,"95,9975048","88,180006",
24/07/2010 0.00,,"93,83090288","85,68096464","50,54944992"
24/07/2010 1.00,,"48,90177088","47,5598528",
24/07/2010 2.00,,"18,4799427","18,49273016","70,08547211"
24/07/2010 3.00,,"14,52352141","14,53356514",
24/07/2010 4.00,,"18,62261041","17,75099079","52,50305176"
24/07/2010 5.00,,"26,45827512","26,18650344",
24/07/2010 6.00,,"30,7538508","29,56747392","44,93283081"
24/07/2010 7.00,,"30,15983064","30,005494",
24/07/2010 8.00,,"34,26864216","34,29237008","41,02563095"
24/07/2010 9.00,,"8,60153543","8,4472007",
24/07/2010 10.00,,"5,80461021","5,71388198","54,45664978"
24/07/2010 11.00,,"11,11442541","10,8651312",
24/07/2010 12.00,,"7,25592528","6,6256383","28,08300972"
24/07/2010 13.00,,"6,2501215","6,25444645",
24/07/2010 14.00,,"19,1887364","19,17799096","31,74603081"
24/07/2010 15.00,,"30,523646","28,65634856",
24/07/2010 16.00,,"14,51573957","14,5257833","33,69963074"
24/07/2010 17.00,,"8,29415275","8,25316903",
24/07/2010 18.00,,"28,54770872","28,47660144","31,01342964"
24/07/2010 19.00,,"59,52335152","58,74556904",
24/07/2010 20.00,,"15,72711394","15,66531427","24,42000961"
24/07/2010 21.00,,"3,89481474","3,89751066",
24/07/2010 22.00,,,,"47,61904144"
24/07/2010 23.00,,,,
25/07/2010 0.00,,,,"56,65444183"
25/07/2010 1.00,,,,
25/07/2010 2.00,,,,"37,36262131"
25/07/2010 3.00,,,,
25/07/2010 4.00,,,,"21,73381996"
25/07/2010 5.00,,,,
25/07/2010 6.00,,,,"19,53602028"
25/07/2010 7.00,,,,
25/07/2010 8.00,,,,"21,24542046"
25/07/2010 9.00,,,,
25/07/2010 10.00,,,,"15,38461018"
25/07/2010 11.00,,,,
25/07/2010 12.00,,,,"9,52380943"
25/07/2010 13.00,,,,
25/07/2010 14.00,,,,"16,36141014"
25/07/2010 15.00,,,,
25/07/2010 16.00,,,,"11,96580982"
25/07/2010 17.00,,,,
25/07/2010 18.00,,,,"14,89620972"
25/07/2010 19.00,,,,
25/07/2010 20.00,,,,"19,04759979"
25/07/2010 21.00,,,,
25/07/2010 22.00,,,,"17,82661057"
25/07/2010 23.00,,,,
