NetC,Provincia di TARANTO,,,
11/08/2007 1.00,"1,269203","29,690339","4,709051","22,485636"
11/08/2007 2.00,"1,257548","20,125137","4,676062","12,964438"
11/08/2007 3.00,"1,197526","17,719268","3,930836","11,700312"
11/08/2007 4.00,"1,141001","20,327466","2,383709","16,684137"
11/08/2007 5.00,"1,184124","23,983649","4,375773","17,28635"
11/08/2007 6.00,"0,867696","34,325714","5,397603","26,067749"
11/08/2007 7.00,"0,739494","34,69406","6,416897","24,872405"
11/08/2007 8.00,"0,837976","27,951087","6,679123","17,722437"
11/08/2007 9.00,"0,746487","25,066625","6,27225","15,46025"
11/08/2007 10.00,"0,20862","26,053619","7,08853","15,195478"
11/08/2007 11.00,"0,040792","36,024756","10,297823","20,249398"
11/08/2007 12.00,"0,044288","41,968801","14,127998","20,320774"
11/08/2007 13.00,"0,028554","49,517165","18,660245","20,920377"
11/08/2007 14.00,"0,009324","49,869969","22,892226","14,780161"
11/08/2007 15.00,0,"51,251236","26,324832","10,895628"
11/08/2007 16.00,0,"55,374328","28,27883","12,023482"
11/08/2007 17.00,"0,003496","54,328962","25,362208","15,452459"
11/08/2007 18.00,"0,014569","50,388752","21,136998","17,992399"
11/08/2007 19.00,"0,015734","50,487315","15,762242","26,337704"
11/08/2007 20.00,"0,040209","50,899752","11,844943","32,760876"
11/08/2007 21.00,"0,037878","42,877976","8,029157","30,588232"
11/08/2007 22.00,"0,180066","32,873111","5,909364","23,828929"
11/08/2007 23.00,"0,245916","28,799308","4,620234","21,730262"
12/08/2007 0.00,"0,263981","28,576235","3,212678","23,666697"
12/08/2007 1.00,,"37,444953","2,209456","34,080806"
12/08/2007 2.00,"0,646068",,,
12/08/2007 3.00,"1,203883","24,077032","0,790903","23,205943"
12/08/2007 4.00,"1,332396","27,268885","3,62124","21,731562"
12/08/2007 5.00,"2,242929","38,861247","2,825262","34,553223"
12/08/2007 6.00,"2,223674","32,948309","5,144683","25,077467"
12/08/2007 7.00,"2,267145","38,632972","6,738334","28,320848"
12/08/2007 8.00,"2,305947","44,630189","8,109516","32,218367"
12/08/2007 9.00,"2,068613","25,324725","6,451577","15,443376"
12/08/2007 10.00,"1,864392","25,875936","7,138438","14,9411"
12/08/2007 11.00,"1,909904","32,210355","9,423178","17,774354"
12/08/2007 12.00,"1,390453","36,691393","13,836163","15,487501"
12/08/2007 13.00,"1,002871","41,535599","18,325289","13,447242"
12/08/2007 14.00,"0,635127","46,902487","23,80493","10,410226"
12/08/2007 15.00,"0,578091","52,072229","28,408242","8,520532"
12/08/2007 16.00,"0,365264","57,995509","32,218127","8,602296"
12/08/2007 17.00,"0,311729","61,385793","33,95642","9,327808"
12/08/2007 18.00,"0,415881","62,040767","32,608925","12,050743"
12/08/2007 19.00,"0,506905","59,672466","28,566424","15,883359"
12/08/2007 20.00,"0,616893","55,869767","23,134993","20,411614"
12/08/2007 21.00,"0,982157","53,480741","16,663112","27,950954"
12/08/2007 22.00,"1,638581","55,143435","12,260276","36,370255"
12/08/2007 23.00,"1,478267","44,005042","8,440259","31,085316"
13/08/2007 0.00,"1,808815","41,924671","6,279863","32,318305"
13/08/2007 1.00,"1,891962","39,12583","5,711428","30,389672"
13/08/2007 2.00,"1,804438","32,139019","4,150767","25,792611"
13/08/2007 3.00,"1,871685","23,445403","2,758436","19,229252"
13/08/2007 4.00,"1,776139","33,263503","4,804636","25,914598"
13/08/2007 5.00,"1,899838","27,777305","5,524487","19,320109"
13/08/2007 6.00,"1,856369","49,238338","8,537535","36,172975"
13/08/2007 7.00,"1,296803","71,61243","11,91516","53,380172"
13/08/2007 8.00,"1,610719","48,543154","8,376817","35,72392"
13/08/2007 9.00,"0,509531","42,481082","7,515704","30,978893"
13/08/2007 10.00,"0,511865","47,142424","9,394419","32,760876"
13/08/2007 11.00,"0,132744","47,409607","12,964048","27,551211"
13/08/2007 12.00,"0,014441","60,926662","19,443548","31,135945"
13/08/2007 13.00,"0,016046","62,444124","24,199967","25,356522"
13/08/2007 14.00,"0,008169","64,628237","29,654245","19,173459"
13/08/2007 15.00,"0,006126","70,726617","35,764083","15,901524"
13/08/2007 16.00,"0,003063","77,166065","41,517806","13,517337"
13/08/2007 17.00,0,"85,466705","45,422411","15,832734"
13/08/2007 18.00,"0,002042","97,337911","47,905089","23,902906"
13/08/2007 19.00,"0,003063","107,716322","47,502458","34,906256"
13/08/2007 20.00,"0,02013","100,266485","43,953957","32,895846"
13/08/2007 21.00,"0,06856","107,23903","38,389717","48,410616"
13/08/2007 22.00,"0,06535","72,006705","29,151793","27,327986"
13/08/2007 23.00,"0,108383","57,772435","22,961584","22,581676"
14/08/2007 0.00,"0,084606","51,218808","19,056978","22,014499"
14/08/2007 1.00,,"60,734717","17,290752","34,246938"
14/08/2007 2.00,"0,492549",,,
14/08/2007 3.00,"0,816611","50,659815","12,345717","31,752431"
14/08/2007 4.00,"0,892709","38,220536","9,679483","23,395423"
14/08/2007 5.00,"0,918779","28,285707","7,102065","17,40835"
14/08/2007 6.00,"1,003746","35,394427","5,598925","26,828303"
14/08/2007 7.00,"1,494849","90,316112","16,483781","65,086981"
14/08/2007 8.00,"1,225098","62,138051","11,52943","44,491032"
14/08/2007 9.00,"1,734666","70,228581","13,189905","50,039449"
14/08/2007 10.00,"1,247307","53,17333","14,343692","31,202139"
14/08/2007 11.00,"0,393762","63,363662","20,251367","32,335168"
14/08/2007 12.00,"0,282423","84,176238","25,660814","44,862231"
14/08/2007 13.00,"1,965553","90,855656","30,222677","44,546844"
14/08/2007 14.00,"0,909606","74,402226","33,463269","23,109904"
14/08/2007 15.00,"0,311449","73,937917","37,713855","16,123464"
14/08/2007 16.00,"0,071752","81,411087","41,291947","18,111806"
14/08/2007 17.00,"0,140909","85,877844","43,868523","18,628351"
14/08/2007 18.00,"0,31338","88,550934","43,739096","21,501836"
14/08/2007 19.00,"0,190032","87,489985","39,803193","26,479172"
14/08/2007 20.00,"0,280733","78,719849","31,033041","31,159289"
14/08/2007 21.00,"0,348502","64,961559","22,237513","30,886752"
14/08/2007 22.00,"0,558207","57,893044","14,983192","34,943884"
14/08/2007 23.00,"1,507461","57,640146","10,783362","41,134748"
15/08/2007 0.00,"1,141337","39,89491","8,225402","27,30202"
15/08/2007 1.00,"1,1974","28,530845","7,690803","16,750334"
15/08/2007 2.00,"1,235659","29,054808","6,602992","18,94374"
15/08/2007 3.00,"1,321956","20,742503","4,834242","13,339523"
15/08/2007 4.00,"0,770869","22,429863","7,434499","11,038398"
15/08/2007 5.00,"0,725307","45,674257","7,018323","34,9374"
15/08/2007 6.00,"1,114906","35,793881","7,470025","24,357159"
15/08/2007 7.00,"1,313024","25,249489","8,629736","12,026074"
15/08/2007 8.00,"0,638831","38,526627","9,843584","23,449934"
15/08/2007 9.00,"0,638106","43,797533","9,977234","28,51943"
15/08/2007 10.00,"0,467084","49,565176","11,455841","32,022385"
15/08/2007 11.00,"0,406616","42,567982","14,451121","20,424595"
15/08/2007 12.00,"0,047795","48,330444","20,45353","16,981359"
15/08/2007 13.00,"0,110495","57,267897","27,420257","15,235718"
15/08/2007 14.00,"0,040191","64,654166","33,508099","13,286316"
15/08/2007 15.00,"0,081951","68,655352","38,269593","9,98453"
15/08/2007 16.00,"0,036751","74,604576","42,169985","9,953382"
15/08/2007 17.00,"0,040975","79,791163","45,587362","9,90017"
15/08/2007 18.00,"0,009414","85,665152","47,640338","12,628287"
15/08/2007 19.00,"0,028966","87,213758","46,85535","15,382375"
15/08/2007 20.00,"0,094865","85,219004","42,168287","20,577746"
15/08/2007 21.00,"0,321528","74,224545","32,08955","25,039839"
15/08/2007 22.00,"0,3307","59,656941","22,47266","25,217636"
15/08/2007 23.00,"0,458816","52,955438","15,4315","29,315012"
16/08/2007 0.00,"0,809551","55,998159","10,852724","39,385212"
16/08/2007 1.00,,"43,964832","8,516388","30,928282"
16/08/2007 2.00,"0,728352",,,
16/08/2007 3.00,"1,599972","39,826175","6,904128","29,260501"
16/08/2007 4.00,"1,318775","42,241166","5,444973","33,915972"
16/08/2007 5.00,"1,133239","52,278418","7,095298","41,428068"
16/08/2007 6.00,"1,456259","56,785422","9,402877","42,397565"
16/08/2007 7.00,"1,797966","38,880692","8,067222","26,529783"
16/08/2007 8.00,"1,282736","43,01935","9,528069","28,429871"
16/08/2007 9.00,"0,64515","39,831375","8,721093","26,477872"
16/08/2007 10.00,"0,922787","67,783784","13,13323","47,679904"
16/08/2007 11.00,"0,879183","43,305977","15,093152","20,178005"
16/08/2007 12.00,"0,438257","57,044805","21,799343","23,636832"
16/08/2007 13.00,"0,464953","71,255782","28,490309","27,59146"
16/08/2007 14.00,"2,110307","75,049404","33,509795","23,686161"
16/08/2007 15.00,"1,916763","74,639585","38,297514","15,930077"
16/08/2007 16.00,"1,701861","79,65887","42,483805","14,52967"
16/08/2007 17.00,"0,526798","85,979007","45,182191","16,71399"
16/08/2007 18.00,"0,070744","93,066982","46,236155","22,189716"
16/08/2007 19.00,"0,085871","99,321017","44,081685","31,753729"
16/08/2007 20.00,"0,091656","91,921769","37,193633","34,917937"
16/08/2007 21.00,"0,585084","94,120149","27,802588","51,52681"
16/08/2007 22.00,"1,034019","108,573624","19,210084","79,174065"
16/08/2007 23.00,"1,020227","116,76922","16,407664","91,675176"
17/08/2007 0.00,"2,074714","91,696095","10,97961","74,913172"
17/08/2007 1.00,"2,675815","140,602394","31,194603","92,836793"
17/08/2007 2.00,"2,22421","114,906744","22,781418","80,031979"
17/08/2007 3.00,"1,817543","101,071914","17,411723","74,426449"
17/08/2007 4.00,"1,179957","84,934958","11,268902","67,70348"
17/08/2007 5.00,"1,268054","60,274288","7,762703","48,405434"
17/08/2007 6.00,"0,743924","62,140647","8,546839","49,06993"
17/08/2007 7.00,"0,671845","72,812134","13,131534","52,714356"
17/08/2007 8.00,"1,065609","78,80027","16,694412","53,240002"
17/08/2007 9.00,"0,532583","48,899819","9,712473","34,031497"
17/08/2007 10.00,"0,15973","47,50169","11,406784","30,03274"
17/08/2007 11.00,"0,102779","51,768738","16,271466","26,838686"
17/08/2007 12.00,"0,040933","63,828008","22,981037","28,611568"
17/08/2007 13.00,"0,06318","68,965305","28,896331","24,676425"
17/08/2007 14.00,"0,203778","67,1729","34,4538","14,355762"
17/08/2007 15.00,"0,571736","77,45661","38,586806","18,305182"
17/08/2007 16.00,"0,192655","83,819576","41,736891","19,839255"
17/08/2007 17.00,"0,009789","89,746736","44,539311","21,470688"
17/08/2007 18.00,"0,00178","94,859424","45,177115","25,608295"
17/08/2007 19.00,"0,035594","114,97548","45,221093","45,670814"
17/08/2007 20.00,"0,018242","102,969399","38,604576","43,808375"
17/08/2007 21.00,"0,021801","100,446785","31,794335","51,733174"
17/08/2007 22.00,"0,055617","91,393887","21,436454","58,566471"
17/08/2007 23.00,"0,200219","115,73032","18,684786","87,141711"
18/08/2007 0.00,"0,25895","82,152958","14,571232","59,852653"
18/08/2007 1.00,,"54,917783","8,28969","42,236652"
18/08/2007 2.00,"1,55668",,,
18/08/2007 3.00,"1,324938","56,081175","6,832227","45,637066"
18/08/2007 4.00,"1,43769","87,694931","12,352475","68,827447"
18/08/2007 5.00,"1,650269","41,015515","5,856919","32,057431"
18/08/2007 6.00,"1,935935","30,022357","5,239423","22,004117"
18/08/2007 7.00,"2,143165","36,098692","7,618056","24,435034"
18/08/2007 8.00,"1,901173","49,204612","9,679483","34,387109"
18/08/2007 9.00,"1,211296","46,069831","8,938486","32,387081"
18/08/2007 10.00,"1,298645","41,055725","10,547356","24,90097"
18/08/2007 11.00,"0,920282","46,011437","13,264339","25,691371"
18/08/2007 12.00,"0,658235","54,957971","17,937009","27,474637"
18/08/2007 13.00,"0,695225","62,230112","25,025543","23,87564"
18/08/2007 14.00,"0,438526","63,738507","30,649002","16,756826"
18/08/2007 15.00,"0,446994","69,682553","36,527073","13,686057"
18/08/2007 16.00,"0,199654","75,171333","41,231044","11,961189"
18/08/2007 17.00,"0,094479","81,674367","44,748245","13,072166"
18/08/2007 18.00,"0,037881","89,954264","46,225157","19,0917"
18/08/2007 19.00,"0,062392","100,467529","44,95803","31,556449"
18/08/2007 20.00,"0,008468","110,700649","40,891014","48,03684"
18/08/2007 21.00,"0,048577","100,751574","31,579476","52,367825"
18/08/2007 22.00,"0,209013","68,512658","21,923682","34,921817"
18/08/2007 23.00,"0,079772","58,112238","15,571076","34,261223"
19/08/2007 0.00,"0,181382","53,004751","12,095331","34,483148"
19/08/2007 1.00,"0,623028","43,460294","8,624661","30,257284"
19/08/2007 2.00,"0,79015","43,931124","7,832911","31,943208"
19/08/2007 3.00,"0,368112","40,754834","6,450732","30,885454"
19/08/2007 4.00,"0,752715","32,515147","5,018646","24,837357"
19/08/2007 5.00,"0,537462","44,439524","7,021706","33,696647"
19/08/2007 6.00,"0,438526","47,263051","7,581682","35,66293"
19/08/2007 7.00,"0,324438","59,155004","8,402194","46,304166"
19/08/2007 8.00,"0,602529","64,864276","11,101415","47,875886"
19/08/2007 9.00,"0,410895","36,766631","8,636504","23,540792"
19/08/2007 10.00,"0,439864","27,143076","8,647501","13,893716"
19/08/2007 11.00,"0,131469","33,600684","11,679153","15,704252"
19/08/2007 12.00,"0,064175","42,479802","16,329827","17,453779"
19/08/2007 13.00,"0,017826","44,005042","21,15477","11,577018"
19/08/2007 14.00,"0,118099","50,566434","25,978016","10,74248"
19/08/2007 15.00,"0,073088","55,199228","29,379333","10,159742"
19/08/2007 16.00,"0,028522","63,029042","33,197671","12,136398"
19/08/2007 17.00,"0,020501","63,916189","35,132204","10,055913"
19/08/2007 18.00,"0,004011","64,542638","33,900593","12,572486"
19/08/2007 19.00,"0,002674","65,918704","29,806505","20,231215"
19/08/2007 20.00,"0,065958","64,973222","24,852983","27,011301"
19/08/2007 21.00,"0,193861","62,005758","17,509002","35,183993"
19/08/2007 22.00,"0,245111","53,418486","11,937997","35,138564"
19/08/2007 23.00,"0,591833","40,677014","7,419272","29,321513"
20/08/2007 0.00,"0,53256","36,812023","6,515866","26,839986"
20/08/2007 1.00,,"34,594199","6,844071","24,117049"
20/08/2007 2.00,"0,084179",,,
20/08/2007 3.00,"0,164851","33,241458","7,206956","22,206579"
20/08/2007 4.00,"0,171866","32,201252","7,170583","21,221497"
20/08/2007 5.00,"0,178881","39,268484","7,39305","27,952254"
20/08/2007 6.00,"0,124515","55,12399","9,379193","40,771332"
20/08/2007 7.00,"0,140298","69,742208","16,029536","45,434586"
20/08/2007 8.00,"0,017537","76,43199","17,832137","49,12444"
20/08/2007 9.00,"0,036829","56,694641","12,026811","38,280723"
20/08/2007 10.00,"0,012276","49,908877","11,019358","33,036012"
20/08/2007 11.00,0,"55,37819","14,251489","33,549996"
20/08/2007 12.00,0,"56,681659","17,27469","30,215755"
20/08/2007 13.00,"0,001753","56,271822","21,652147","23,089138"
20/08/2007 14.00,,,,
20/08/2007 15.00,,,,
20/08/2007 16.00,"1,553808",,,
20/08/2007 17.00,"2,928735","39,444885","12,361784","20,505071"
20/08/2007 18.00,"2,697243","46,132086","14,235416","24,322111"
20/08/2007 19.00,"2,390339","51,710363","12,787262","32,126207"
20/08/2007 20.00,"2,941011","58,987664","9,954396","43,755142"
20/08/2007 21.00,"1,922092","30,803141","3,298112","25,764047"
20/08/2007 22.00,"2,5131","22,662036","0,290985","24,311729"
20/08/2007 23.00,"3,389967","12,965854",0,"20,328555"
21/08/2007 0.00,"5,857471","11,602735",0,"22,732227"
21/08/2007 1.00,"5,690866","2,177621",0,"15,343438"
21/08/2007 2.00,"5,129671","0,186764",0,"12,438797"
21/08/2007 3.00,"4,324708",0,0,"11,715883"
21/08/2007 4.00,"2,411384",0,0,"10,306402"
21/08/2007 5.00,"3,181274",0,0,"10,877459"
21/08/2007 6.00,"4,852582","2,621186",0,"19,693906"
21/08/2007 7.00,"4,519372","13,852986",0,"28,754338"
21/08/2007 8.00,"4,717544","10,606659",0,"25,799093"
21/08/2007 9.00,"4,835043","4,028402",0,"20,041737"
21/08/2007 10.00,"3,302281","13,907459","0,093047","27,548611"
21/08/2007 11.00,"2,411384","22,445426","0,336664","29,347458"
21/08/2007 12.00,"3,249669","28,222152","1,039595","27,632988"
21/08/2007 13.00,"1,618696","28,368726","4,582169","21,357765"
21/08/2007 14.00,"1,011905","30,093693","8,160269","17,593947"
21/08/2007 15.00,"0,589255","29,187099","11,465993","11,614654"
21/08/2007 16.00,"0,78918","36,991004","16,105678","12,305119"
21/08/2007 17.00,"2,100974","48,141099","21,139543","15,739294"
21/08/2007 18.00,"4,294895","57,973464","23,710196","21,634222"
21/08/2007 19.00,"3,949408","68,118404","24,916431","29,935418"
21/08/2007 20.00,"4,891164","64,018637","23,244105","28,398725"
21/08/2007 21.00,"5,170008","46,838933","17,828745","19,516089"
21/08/2007 22.00,"4,901685","27,707269","10,408629","11,756125"
21/08/2007 23.00,"3,642505","15,662265","4,433292","9,108468"
22/08/2007 0.00,"4,414148","9,499044","0,548981","8,869659"
22/08/2007 1.00,,"5,020589","0,021993","8,501064"
22/08/2007 2.00,"1,925354",,,
22/08/2007 3.00,"0,740407","0,330728",0,"6,64251"
22/08/2007 4.00,"0,099401",0,0,"5,634064"
22/08/2007 5.00,"0,095101","0,019455",0,"6,149319"
22/08/2007 6.00,"0,234311","2,761259",0,"11,209714"
22/08/2007 7.00,"0,199416","8,477026","0,020301","16,846378"
22/08/2007 8.00,"0,108616","11,309619","0,031298","19,261698"
22/08/2007 9.00,"0,029489","15,127912","0,315516","20,84122"
22/08/2007 10.00,"0,022854","19,060339","0,665713","21,632922"
22/08/2007 11.00,0,"24,840952","1,580116","23,238389"
22/08/2007 12.00,"0,003194","27,49714","3,556954","22,058628"
22/08/2007 13.00,"0,001598","32,014508","7,784696","20,092346"
22/08/2007 14.00,"0,003441","28,999055","9,514535","14,42195"
22/08/2007 15.00,0,"32,166264","12,206992","13,521224"
22/08/2007 16.00,0,"39,839157","17,020926","13,750955"
22/08/2007 17.00,0,"51,094297","22,523414","16,57123"
22/08/2007 18.00,0,"63,193777","26,164965","23,09172"
22/08/2007 19.00,"0,005037","69,508751","26,993934","28,139151"
22/08/2007 20.00,0,"72,325775","26,739307","31,348786"
22/08/2007 21.00,"0,001598","57,638844","21,74182","24,319511"
22/08/2007 22.00,"0,001598","41,787217","15,560926","17,94048"
22/08/2007 23.00,"0,001598","35,373662","9,975542","20,129975"
23/08/2007 0.00,"0,001598","25,896681","4,531415","18,961905"
23/08/2007 1.00,"0,019659","18,158943","1,078505","16,678949"
23/08/2007 2.00,"0,021256","9,705262","0,076129","12,153274"
23/08/2007 3.00,"0,030841","3,36046",0,"8,555572"
23/08/2007 4.00,"0,019659","0,868973",0,"6,703508"
23/08/2007 5.00,"0,011181","1,462988",0,"8,145445"
23/08/2007 6.00,"0,021256","5,783209",0,"12,446589"
23/08/2007 7.00,"0,045339","13,876332","0,1954","19,109863"
23/08/2007 8.00,"0,028382","12,987904","0,192017","18,33763"
23/08/2007 9.00,"0,016464","14,186309","0,115886","19,343475"
23/08/2007 10.00,"0,07753","18,743878","0,577741","21,911959"
23/08/2007 11.00,"0,045339","35,83411","2,96145","31,4111"
23/08/2007 12.00,"0,001598","30,961378","4,508577","24,06514"
23/08/2007 13.00,0,"35,365901","7,648508","23,654995"
23/08/2007 14.00,0,"35,245271","9,841047","20,170223"
23/08/2007 15.00,0,"52,562486","20,423078","21,263026"
23/08/2007 16.00,0,"71,231137","35,596599","16,663375"
23/08/2007 17.00,0,"106,953686","49,566418","30,976311"
23/08/2007 18.00,0,"115,525411","48,724756","40,845309"
23/08/2007 19.00,"0,001598","138,863182","50,358161","61,820235"
23/08/2007 20.00,"0,003194","137,323642","40,50528","75,270067"
23/08/2007 21.00,"0,013024","161,00254","53,49641","79,032611"
23/08/2007 22.00,"0,014375","147,165106","50,547643","69,709992"
23/08/2007 23.00,"0,017571","71,171467","24,973108","32,903646"
24/08/2007 0.00,"0,003194","64,306563","20,313119","33,183983"
24/08/2007 1.00,,"61,84364","17,353364","35,260566"
24/08/2007 2.00,"6,207288",,,
24/08/2007 3.00,"5,599857","38,332082","5,362076","30,13138"
24/08/2007 4.00,"2,768306","28,647571","2,99021","24,079421"
24/08/2007 5.00,"7,137826","35,988448","2,621404","32,023687"
24/08/2007 6.00,"10,702144","56,572712","8,37005","44,102975"
24/08/2007 7.00,"11,168379","113,915866","35,738708","59,159591"
24/08/2007 8.00,"10,646739","69,947117","5,734266","61,506154"
24/08/2007 9.00,"7,952191","64,174292","2,738982","60,536635"
24/08/2007 10.00,"6,221618","55,472892","1,253604","56,872743"
24/08/2007 11.00,,,,
24/08/2007 12.00,"7,104006","60,986335","11,432151","43,487787"
24/08/2007 13.00,"6,819112","65,082168","11,346719","47,717554"
24/08/2007 14.00,"7,881876","58,850211","13,036798","38,888128"
24/08/2007 15.00,"7,858564","70,351772","23,615462","34,166463"
24/08/2007 16.00,"7,73188","92,686988","46,111813","22,000216"
24/08/2007 17.00,"1,634271","128,144972","64,025156","29,997712"
24/08/2007 18.00,"3,712602","126,339562","56,531449","39,688911"
24/08/2007 19.00,"4,512255","113,556586","43,300093","47,198407"
24/08/2007 20.00,"4,50251","108,267551","36,190409","52,814294"
24/08/2007 21.00,"6,825417","98,078506","30,347865","51,582603"
24/08/2007 22.00,"5,556293","137,052579","31,289337","89,139142"
24/08/2007 23.00,"7,42253","111,765479","22,253575","77,698403"
25/08/2007 0.00,"6,254482","99,533709","15,707261","75,502394"
25/08/2007 1.00,"5,571387","43,378593","5,580315","34,846561"
25/08/2007 2.00,"5,80622","24,433696","0,688552","23,468117"
25/08/2007 3.00,"10,610432","85,959562","5,579468","78,251295"
25/08/2007 4.00,"10,954371","69,006813","0,032989","73,673695"
25/08/2007 5.00,"11,007875","63,624361","0,065133","70,063021"
25/08/2007 6.00,"11,7416","36,926148","0,124345","45,158151"
25/08/2007 7.00,"9,891992","32,974275","2,162933","38,75574"
25/08/2007 8.00,"9,074188","10,633895",0,"24,519391"
25/08/2007 9.00,"8,323261","14,950226","0,102353","27,49022"
25/08/2007 10.00,"7,920091","20,483103","0,021148","30,385771"
25/08/2007 11.00,"8,967186","26,477719","0,565899","29,660262"
25/08/2007 12.00,"8,130274","38,789889","4,00612","32,875081"
25/08/2007 13.00,"9,639772","37,386577","6,572539","27,327986"
25/08/2007 14.00,"7,933466","30,264895","8,376817","17,433017"
25/08/2007 15.00,"5,654506","39,597922","17,628277","12,577673"
25/08/2007 16.00,"7,392721","77,208894","41,763102","13,183783"
25/08/2007 17.00,"6,190855","122,194464","69,153766","16,174079"
25/08/2007 18.00,"4,648682","129,102139","67,211617","26,066447"
25/08/2007 19.00,"2,746714","120,542113","50,545959","43,071182"
25/08/2007 20.00,"2,601115","101,835834","39,584955","41,169795"
25/08/2007 21.00,"5,040771","92,976219","32,326404","43,44106"
25/08/2007 22.00,"5,510624","81,351431","26,867038","40,184693"
25/08/2007 23.00,"1,528416","69,730545","23,638293","33,509749"
26/08/2007 0.00,"3,20415","55,104545","19,9054","24,601148"
26/08/2007 1.00,,"58,925431","14,339452","36,964677"
26/08/2007 2.00,"3,565675",,,
26/08/2007 3.00,"4,129036","48,925767","1,289131","47,167259"
26/08/2007 4.00,"6,801817","32,353027","0,071901","36,030204"
26/08/2007 5.00,"6,471629","19,870937",0,"27,509683"
26/08/2007 6.00,"5,649998","21,938326","0,001692","31,2151"
26/08/2007 7.00,"4,466435","38,441028",0,"46,931034"
26/08/2007 8.00,"4,496588","19,510373",0,"30,801095"
26/08/2007 9.00,"7,058963","26,262429",0,"35,108736"
26/08/2007 10.00,"10,896291","14,482019",0,"23,514826"
26/08/2007 11.00,"4,831177","12,9464","0,054983","17,10985"
26/08/2007 12.00,"5,555137","19,278218","2,222145","15,956036"
26/08/2007 13.00,"5,349871","19,758111","5,102389","11,943011"
26/08/2007 14.00,"5,419447","27,554213","12,244209","8,786594"
26/08/2007 15.00,"5,925874","55,706348","30,922221","8,299893"
26/08/2007 16.00,"5,582201","104,761826","61,542491","10,407634"
26/08/2007 17.00,"4,46091","120,01553","70,38962","12,097461"
26/08/2007 18.00,"2,799856","103,918784","59,011592","13,447242"
26/08/2007 19.00,"3,73929","77,474756","38,807575","17,984607"
26/08/2007 20.00,"3,95542","71,921121","33,060626","21,244862"
26/08/2007 21.00,"2,577452","57,736109","28,019989","14,784057"
26/08/2007 22.00,"8,113111","92,256389","25,037391","53,904498"
26/08/2007 23.00,"17,724896","94,339339","20,407854","63,092154"
27/08/2007 0.00,"16,003725","61,104344","11,416082","43,630558"
27/08/2007 1.00,"10,654783","35,036463","3,141623","30,249503"
27/08/2007 2.00,"6,763611","4,138646",0,"7,431615"
27/08/2007 3.00,"7,204954","0,125806",0,"6,709997"
27/08/2007 4.00,"7,022348",0,0,"6,650297"
27/08/2007 5.00,"11,36648",0,0,"7,634084"
27/08/2007 6.00,"10,504959","0,232159",0,"11,902783"
27/08/2007 7.00,"9,48696","9,640413",0,"24,838677"
27/08/2007 8.00,"11,018127","4,778055",0,"21,525199"
27/08/2007 9.00,"10,594852","13,832234","0,15226","29,544759"
27/08/2007 10.00,"10,671645","20,444193",0,"34,435138"
27/08/2007 11.00,"11,033107","25,33639","0,364577","33,246275"
27/08/2007 12.00,"9,819489","29,795383","0,430557","31,138545"
27/08/2007 13.00,"8,290754","37,721198","3,967208","31,660271"
27/08/2007 14.00,"6,588778","29,865421","6,64444","19,691306"
27/08/2007 15.00,"6,867649","33,516383","10,055902","18,110504"
27/08/2007 16.00,"6,050794","42,626358","14,611835","20,236417"
27/08/2007 17.00,"6,926457","54,449571","19,940079","23,892505"
27/08/2007 18.00,"8,444798","68,738332","22,2798","34,601252"
27/08/2007 19.00,"8,978567","75,180413","22,87023","40,141886"
27/08/2007 20.00,"6,41357","59,571302","17,613052","32,588259"
27/08/2007 21.00,"6,6621","37,240003","8,392888","24,388305"
27/08/2007 22.00,"7,7037","13,701241","0,904253","13,810653"
27/08/2007 23.00,"10,724081","5,047825",0,"14,536159"
28/08/2007 0.00,"8,692391","0,10246",0,"10,115616"
28/08/2007 1.00,,"1,058332",0,"11,579613"
28/08/2007 2.00,"4,475071",,,
28/08/2007 3.00,"4,380212","7,028306",0,"27,434408"
28/08/2007 4.00,"4,123148","4,530333",0,"25,504473"
28/08/2007 5.00,"3,119878","1,739243",0,"18,566059"
28/08/2007 6.00,"3,163144","20,13422",0,"38,470224"
28/08/2007 7.00,"4,722359","29,188399","0,06598","44,868711"
28/08/2007 8.00,"3,363906","9,440677",0,"28,649216"
28/08/2007 9.00,"1,443718","15,505332","0,148877","33,366979"
28/08/2007 10.00,"0,112782","21,66076",0,"37,775861"
28/08/2007 11.00,"0,514669","19,555782",0,"33,722594"
28/08/2007 12.00,"1,23173","22,625709",0,"31,107397"
28/08/2007 13.00,"0,438818","27,597023","0,202166","28,728391"
28/08/2007 14.00,"0,109886","28,04317","4,006965","21,914559"
28/08/2007 15.00,"0,725931","27,901796","7,23064","16,826909"
28/08/2007 16.00,"0,281321","34,459305","11,428777","16,947609"
28/08/2007 17.00,"0,023896","52,402947","17,211256","26,031401"
28/08/2007 18.00,"0,148083","65,126258","20,469603","33,764139"
28/08/2007 19.00,"0,160574","72,786205","22,054804","38,997151"
28/08/2007 20.00,"0,441172","85,982924","21,831478","52,545641"
28/08/2007 21.00,"1,106277","87,53541","16,088756","62,910439"
28/08/2007 22.00,"1,175249","68,336296","7,0437","57,576187"
28/08/2007 23.00,"1,649188","57,751652","0,730847","57,734522"
29/08/2007 0.00,"2,318638","50,265543",0,"55,746194"
29/08/2007 1.00,"0,675062","29,591755",0,"40,906321"
29/08/2007 2.00,"0,108257","15,191464",0,"29,89387"
29/08/2007 3.00,"0,422163","7,755907",0,"25,836721"
