NetC,Provincia di TARANTO,,,,
Stat,GROTTAGLIE,,,,
Parm,SO2,NOX,NO2,CO,O3
PtId,1,2,4,5,6
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K
Field,Aver,Aver,Aver,Aver,Aver
,,,,,
,,,,,
25/05/2007 2.00,"0,120403","16,201806","15,187696","0,155318","66,188637"
25/05/2007 3.00,"0,011288","10,827145","9,910551","0,143186","75,504765"
25/05/2007 4.00,"0,112878","14,194089","13,137053","0,171041","83,654278"
25/05/2007 5.00,"0,165553","13,963229","12,77106","0,158829","66,177602"
25/05/2007 6.00,"0,34992","40,473388","36,597381","0,148215","31,33337"
25/05/2007 7.00,"0,417646","36,133702","30,245601","0,165454","38,895457"
25/05/2007 8.00,"0,063964","20,951313","17,235734","0,198816","87,800929"
25/05/2007 9.00,0,"10,772672","9,586083","0,202249","107,049569"
25/05/2007 10.00,"0,026338","10,287604","9,243445","0,230662","117,083039"
25/05/2007 11.00,"0,756278","12,915273","11,665268","0,234971","120,96982"
25/05/2007 12.00,"0,357445","11,164357","9,806722","0,215099","125,445481"
25/05/2007 13.00,"0,786379","6,86359","5,876765","0,235291","126,65349"
25/05/2007 14.00,"6,080327","21,371532","19,044969","0,446319","128,052267"
25/05/2007 15.00,"24,012772","30,855014","26,871132","0,609857","129,532657"
25/05/2007 16.00,"12,732565","21,298914","19,083908","0,47609","141,920007"
25/05/2007 17.00,"5,448213","12,82189","11,221402","0,228428","121,070748"
25/05/2007 18.00,"1,305614","10,422487","9,500424","0,177426","116,845376"
25/05/2007 19.00,"1,030946","15,286143","14,273992","0,211666","105,612109"
25/05/2007 20.00,"0,545574","18,800944","17,874294","0,224995","99,357627"
25/05/2007 21.00,"0,899257","19,560964","18,777613","0,223399","93,058869"
25/05/2007 22.00,"0,906782","23,438921","22,424624","0,187164","78,184885"
25/05/2007 23.00,"1,109961","13,776465","12,968332","0,112362","78,370105"
26/05/2007 0.00,"0,522998","15,182385","14,258417","0,107365","78,025905"
26/05/2007 1.00,,"7,602865","6,754127","0,093477","88,367631"
26/05/2007 2.00,"0,038241",,,"0,082128","77,926415"
26/05/2007 3.00,"0,131992",,,,"66,185882"
26/05/2007 4.00,"0,062913",,,"0,239765",
26/05/2007 5.00,"0,133226",,,"0,248816","75,927367"
26/05/2007 6.00,"0,049343","95,345761","79,12605","0,440707","18,413861"
26/05/2007 7.00,"0,531669","56,177139","48,703936","0,368937","51,651249"
26/05/2007 8.00,"0,334298","45,440782","41,446233","0,354488","71,064356"
26/05/2007 9.00,"1,110215","35,845754","33,204749","0,498029","92,067937"
26/05/2007 10.00,"46,740037","69,650125","60,602825","0,893881","86,122434"
26/05/2007 11.00,"20,783218","37,062321","34,092487","0,433245","125,051312"
26/05/2007 12.00,"5,623855","21,726916","20,35322","0,310902","138,389883"
26/05/2007 13.00,"2,01319","18,398882","17,098164","0,301929","127,875555"
26/05/2007 14.00,"1,879964","15,747866","14,723057","0,280971","124,590507"
26/05/2007 15.00,"3,609432","13,312147","12,392077","0,281605","121,004394"
26/05/2007 16.00,"3,149309","13,74015","12,47514","0,242861","115,804125"
26/05/2007 17.00,"2,991412","12,705163","11,592591","0,225951","104,906815"
26/05/2007 18.00,"3,016083","14,279692","13,355097","0,262789","104,254534"
26/05/2007 19.00,"6,257911","21,221096","20,324654","0,344166","98,109215"
26/05/2007 20.00,"3,663709","24,83447","24,319511","0,314791","86,526299"
26/05/2007 21.00,"3,763628","18,894327","17,978116","0,213646","89,972305"
26/05/2007 22.00,"3,94003","12,054082","11,382329","0,189193","91,181114"
26/05/2007 23.00,"4,04735","12,679223","11,75353","0,203165","82,836031"
27/05/2007 0.00,"2,546093","10,806392","9,95987","0,181333","84,200273"
27/05/2007 1.00,"1,678892","7,540611","6,613958","0,186492","94,106681"
27/05/2007 2.00,"3,590928","6,9025","6,102593","0,202371","96,454899"
27/05/2007 3.00,"3,662475","5,224213","4,454298","0,182444","94,888025"
27/05/2007 4.00,"6,757508","5,914204","4,960468","0,188319","87,539423"
27/05/2007 5.00,"6,256677","11,016502","9,933914","0,177204","79,997884"
27/05/2007 6.00,"7,408833","6,928438","6,149319","0,205706","85,889277"
27/05/2007 7.00,"8,116905","5,849355","4,968253","0,191733","88,824562"
27/05/2007 8.00,"3,194952","6,775396","5,897531","0,224284","86,150181"
27/05/2007 9.00,"4,329839","5,481016","4,641191","0,191018","83,163549"
27/05/2007 10.00,"2,09954","5,060794","4,077914","0,193638","87,318754"
27/05/2007 11.00,"3,878351","5,141207","4,093488","0,219679","87,667086"
27/05/2007 12.00,"3,613132","5,255342","4,241447","0,234128","89,422726"
27/05/2007 13.00,"2,541159","3,968742","2,998085","0,247783","91,390671"
27/05/2007 14.00,"3,051857","3,055672","2,216765","0,21952","91,739019"
27/05/2007 15.00,"4,636997","3,001199","2,26868","0,200703","87,189683"
27/05/2007 16.00,"3,645206","3,333224","2,416638","0,186732","85,039904"
27/05/2007 17.00,"3,783366","3,514801","2,590553","0,225474","86,250113"
27/05/2007 18.00,"2,879157","4,726175","3,797574","0,189431","86,409716"
27/05/2007 19.00,"2,791573","4,92591","3,997445","0,186891","87,939102"
27/05/2007 20.00,"1,528396","4,907752","4,054553","0,194829","85,872618"
27/05/2007 21.00,"4,439626","5,403197","4,545149","0,199354","81,55921"
27/05/2007 22.00,"5,160032","5,117862","4,210298","0,213804","78,87374"
27/05/2007 23.00,"2,689187","2,874095","2,401065","0,19475","83,593791"
28/05/2007 0.00,"2,573231","3,167213","2,29983","0,202212","83,392536"
28/05/2007 1.00,,"2,373463","1,705403","0,188637","84,265508"
28/05/2007 2.00,"0,078361",,,"0,169663","85,8421"
28/05/2007 3.00,"0,889798",,,,"81,087354"
28/05/2007 4.00,"2,266604",,,"0,080007",
28/05/2007 5.00,"2,429917","36,2115","35,239804","0,074327","75,092278"
28/05/2007 6.00,"0,655081","32,362111","31,405899","0,081128","68,246878"
28/05/2007 7.00,"0,446729","40,481149","39,333299","0,175131","46,221936"
28/05/2007 8.00,"0,10326","55,466411","51,255557","0,3764","44,240143"
28/05/2007 9.00,"0,280854","50,851741","45,877178","0,255924","49,103694"
28/05/2007 10.00,"0,166242","49,863467","43,09713","0,245152","47,734346"
28/05/2007 11.00,"0,827549","33,666859","28,067777","0,208082","56,078253"
28/05/2007 12.00,"0,909937","35,832811","32,246911","0,370935","55,772698"
28/05/2007 13.00,"1,779961","30,45814","25,915898","0,266255","65,362346"
28/05/2007 14.00,"0,382283","19,431273","18,048199","0,156946","85,626295"
28/05/2007 15.00,"0,289275","27,550332","23,465517","0,164437","79,38504"
28/05/2007 16.00,"0,329921","15,797152","14,559524","0,161348","68,863512"
28/05/2007 17.00,"0,129991","16,217371","14,712671","0,176319","56,440706"
28/05/2007 18.00,"0,106922","15,856812","14,645182","0,177111","60,402955"
28/05/2007 19.00,"0,150863","14,686942","13,832715","0,119402","76,346338"
28/05/2007 20.00,"0,309781","12,606594","11,460205","0,128273","82,707036"
28/05/2007 21.00,"0,14537","11,794688","10,967014","0,163567","68,616291"
28/05/2007 22.00,"0,105458","9,670244","8,85668","0,233269","71,110581"
28/05/2007 23.00,"0,010618","9,786971","8,867063","0,267488","83,555587"
29/05/2007 0.00,"0,099599","10,318731","9,399191","0,252518","83,751416"
29/05/2007 1.00,"0,038448","8,497779","7,574382","0,20721","83,813919"
29/05/2007 2.00,"0,034786","9,312279","8,389445","0,22828","80,823832"
29/05/2007 3.00,"0,036983","7,449823","6,55685","0,238022","82,662584"
29/05/2007 4.00,"0,005859","10,004863","9,14221","0,231368","75,446394"
29/05/2007 5.00,"0,008422","20,074566","19,047564","0,264399","64,398522"
29/05/2007 6.00,"0,001098","19,807383","18,346714","0,271053","66,523377"
29/05/2007 7.00,"0,024167","16,396353","14,476461","0,214418","76,346338"
29/05/2007 8.00,"0,043208","11,270708","9,744424","0,242062","85,520739"
29/05/2007 9.00,"0,002197","10,108619","8,475105","0,220993","89,616295"
29/05/2007 10.00,"0,034786","10,796016","9,50302","0,25822","89,321897"
29/05/2007 11.00,"0,004761","9,91148","8,76583","0,207606","92,0092"
29/05/2007 12.00,"0,158552","9,719528","8,251873","0,244042","92,513338"
29/05/2007 13.00,"0,034786","8,697512","7,730126","0,239528","94,567372"
29/05/2007 14.00,"0,035885","9,823286","8,874849","0,192556","92,234199"
29/05/2007 15.00,"0,039547","9,237054","8,189572","0,217507","93,029965"
29/05/2007 16.00,"0,027463","12,326448","11,177265","0,222735","90,621801"
29/05/2007 17.00,"0,028928","10,866054","9,588679","0,243013","92,248081"
29/05/2007 18.00,"0,159651","9,665055","8,737276","0,248478","90,478757"
29/05/2007 19.00,"0,127794","14,041047","12,721736","0,285311","81,126593"
29/05/2007 20.00,"0,068475","14,577996","13,438161","0,228835","77,574042"
29/05/2007 21.00,"0,096669","23,698303","22,707561","0,279291","63,48886"
29/05/2007 22.00,"0,108387","14,461268","13,438161","0,372677","66,472007"
29/05/2007 23.00,0,"9,574267","8,610084","0,232002","70,003713"
30/05/2007 0.00,0,"8,790894","7,779446","0,205706","68,364922"
30/05/2007 1.00,,"9,353781","8,433573","0,220754","66,60671"
30/05/2007 2.00,"0,399276",,,"0,208716","68,003843"
30/05/2007 3.00,"0,151475",,,,"71,518898"
30/05/2007 4.00,"0,417658","59,712695","58,087552","0,172291",
30/05/2007 5.00,"0,404423","58,480584","56,506748","0,242382","52,024414"
30/05/2007 6.00,"0,138239","74,674595","65,828058","0,286171","32,778988"
30/05/2007 7.00,"0,394129","81,265832","66,277124","0,270832","35,500169"
30/05/2007 8.00,"0,111033","46,115201","41,648692","0,183575","62,560408"
30/05/2007 9.00,"0,196329","38,924801","35,296914","0,243972","76,114854"
30/05/2007 10.00,"0,150004","29,392028","27,517465","0,212582","86,613361"
30/05/2007 11.00,"0,719873","31,845888","28,62065","0,230938","86,288316"
30/05/2007 12.00,"1,575044","32,120872","29,99121","0,310329","82,919844"
30/05/2007 13.00,"2,211827","29,220827","26,858149","0,228953","86,410553"
30/05/2007 14.00,"2,025793","27,957569","25,451262","0,2489","88,31496"
30/05/2007 15.00,"1,696371","27,586641","24,682925","0,31009","89,685944"
30/05/2007 16.00,"0,519868","21,265186","19,688704","0,125086","77,03858"
30/05/2007 17.00,"0,250742","23,553047","22,307819","0,136767","68,74728"
30/05/2007 18.00,"0,282361","30,826488","29,170962","0,128661","53,784342"
30/05/2007 19.00,"0,135298","30,359576","28,71929","0,14241","53,921857"
30/05/2007 20.00,"0,296331","21,903298","20,98397","0,116105","53,091198"
30/05/2007 21.00,"0,684578","16,297784","15,543314","0,098542","48,725381"
30/05/2007 22.00,"0,388981","29,628084","28,656998","0,456473","31,001002"
30/05/2007 23.00,"0,713991","21,283351","20,340237","0,335203","37,864342"
31/05/2007 0.00,"1,367686","13,960636","13,04101","0,155046","37,153146"
31/05/2007 1.00,"1,885347","13,122789","12,246711","0,102912","40,170182"
31/05/2007 2.00,"0,472072","11,260334","10,47902","0,109752","31,589967"
31/05/2007 3.00,"0,494132","10,977592","10,066296","0,082802","39,675682"
31/05/2007 4.00,"0,375011","8,855744","8,259658","0,102675","58,05847"
31/05/2007 5.00,"0,860318","14,832202","13,399232","0,12437","51,829939"
31/05/2007 6.00,"0,775757","27,83306","25,313675","0,183972","36,582235"
31/05/2007 7.00,"0,31545","41,728846","32,464956","0,180317","33,399911"
31/05/2007 8.00,"0,319126","24,62176","20,285726","0,108237","46,432049"
31/05/2007 9.00,"1,130179","15,363962","12,991697","0,130648","51,891046"
31/05/2007 10.00,"0,262507","9,161829","8,22851","0,154966","54,48305"
31/05/2007 11.00,"0,347804","8,60413","7,517276","0,161164","86,209139"
31/05/2007 12.00,"0,021324","8,658602","7,724935","0,170701","96,29372"
31/05/2007 13.00,"0,936791","10,355046","8,872253","0,17968","98,719007"
31/05/2007 14.00,"0,063972","12,736291","11,501737","0,183177","63,632779"
31/05/2007 15.00,"0,406629","11,356311","10,224632","0,130092","56,092956"
31/05/2007 16.00,"0,209565","10,44324","9,635403","0,116661","59,71841"
31/05/2007 17.00,"0,047796","10,497713","9,469275","0,161958","66,731755"
31/05/2007 18.00,"0,05809","14,323787","13,066969","0,10827","59,494769"
31/05/2007 19.00,"0,058825","18,894327","17,936585","0,102277","65,138504"
31/05/2007 20.00,"0,053678","24,432396","23,416206","0,113631","47,978074"
31/05/2007 21.00,"0,038236","28,753917","27,647251","0,122775","53,770457"
31/05/2007 22.00,"0,076472","31,804398","30,853008","0,086542","62,258983"
31/05/2007 23.00,"0,147063","36,844429","35,315079","0,156635","54,06909"
01/06/2007 0.00,"0,323538","26,875893","25,962607","0,150674","46,79043"
01/06/2007 1.00,,"19,675092","18,704924","0,159177","56,604134"
01/06/2007 2.00,"0,374823",,,"0,1169","72,272723"
01/06/2007 3.00,"1,803982",,,,"47,300212"
01/06/2007 4.00,"7,268721",,,"0,198538",
01/06/2007 5.00,"8,19937","66,433625","64,797546","0,190252",
01/06/2007 6.00,"3,487296","54,973554","52,740321","0,208574",
01/06/2007 7.00,"1,30321","63,183398","56,831216","0,2751",
01/06/2007 8.00,"0,270748","47,090551","44,135421","0,278924",
01/06/2007 9.00,"1,731582","44,483615","40,991978","0,261237",
01/06/2007 10.00,"0,690823","41,606935","37,498105","0,329116",
01/06/2007 11.00,"0,193068","30,28694","28,096323","0,29207",
01/06/2007 12.00,,"23,680158","22,325984","0,23168",
01/06/2007 13.00,,"13,851688","12,630882","0,17145",
01/06/2007 14.00,,"12,349791","11,138337","0,153285",
01/06/2007 15.00,,"10,630005","9,578298","0,139103",
01/06/2007 16.00,,"9,932232","8,771019","0,084471",
01/06/2007 17.00,,"10,142342","9,105871","0,142203",
01/06/2007 18.00,,"11,851755","10,754168","0,1591",
01/06/2007 19.00,,"16,391165","15,309697","0,12285",
01/06/2007 20.00,,"19,7166","18,512841","0,12309",
01/06/2007 21.00,,"16,256279","15,203269","0,131867",
01/06/2007 22.00,,"13,758306","13,150034","0,09131",
01/06/2007 23.00,,"12,588436","11,665268","0,125249",
02/06/2007 0.00,,"11,467849","10,541311","0,137032",
02/06/2007 1.00,,"8,770143","7,927404","0,117917",
02/06/2007 2.00,,"8,967282","8,103914","0,122224",
02/06/2007 3.00,,"8,443306","7,551021","0,187065",
02/06/2007 4.00,,"8,471839","7,709362","0,161092",
02/06/2007 5.00,,"19,130362","18,081953","0,179416",
02/06/2007 6.00,,"33,765423","30,494792","0,313262",
02/06/2007 7.00,,"49,238338","36,137929","0,313899",
02/06/2007 8.00,,"24,912288","20,999553","0,312306",
02/06/2007 9.00,,"10,827145","9,329105","0,292786",
02/06/2007 10.00,,"9,283744","7,893657","0,34497",
02/06/2007 11.00,,"8,312068","7,230247","0,321261",
02/06/2007 12.00,,"9,701369","8,732084","0,241479",
02/06/2007 13.00,,"11,737621","10,491998","0,260042",
02/06/2007 14.00,,"6,427806","5,500382","0,099006",
02/06/2007 15.00,,"4,357834","3,371873","0,045603",
02/06/2007 16.00,,"3,867578","3,205743","0,077219",
02/06/2007 17.00,,"4,305956","3,340723","0,109227",
02/06/2007 18.00,,"4,892188","3,953318","0,189773",
02/06/2007 19.00,,"6,814305","5,884552","0,188021",
02/06/2007 20.00,,"13,9762","13,201951","0,247853",
02/06/2007 21.00,,"17,65442","16,690626","0,232635",
02/06/2007 22.00,,"17,989038","17,069609","0,224032",
02/06/2007 23.00,,"13,882818","12,96574","0,245782",
03/06/2007 0.00,,"11,75059","10,860586","0,14699",
03/06/2007 1.00,,"13,558572","12,5608","0,117354",
03/06/2007 2.00,"0,56189",,,"0,130825",
03/06/2007 3.00,"0,368128",,,,
03/06/2007 4.00,"0,072924",,,"0,112867",
03/06/2007 5.00,"0,355272","40,037604","38,365082","0,131944",
03/06/2007 6.00,"0,723399","33,775805","32,379299","0,147191",
03/06/2007 7.00,"0,773652","28,520462","27,29424","0,143998",
03/06/2007 8.00,"0,215968","22,831937","21,168286","0,129869",
03/06/2007 9.00,"0,126683","20,323584","18,751655","0,152618",
03/06/2007 10.00,"0,332601","18,274373","17,100753","0,149585",
03/06/2007 11.00,"0,34826","17,441715","16,233778","0,171935",
03/06/2007 12.00,"0,832085","17,343144","16,015736","0,231002",
03/06/2007 13.00,"0,388229","15,522192","14,476461","0,205621",
03/06/2007 14.00,"0,107282","13,745337","12,617913","0,179039",
03/06/2007 15.00,"0,448064","11,135824","9,996211","0,153736",
03/06/2007 16.00,"0,080403","11,006125","10,050722","0,180395",
03/06/2007 17.00,"0,411835","10,674101","9,495231","0,176485",
03/06/2007 18.00,"0,619856","15,828277","14,395991","0,190854",
03/06/2007 19.00,"0,568202","12,170811","11,244754","0,167545",
03/06/2007 20.00,"0,382151","15,195354","14,310335","0,219589",
03/06/2007 21.00,"0,191193","21,86699","20,859385","0,199234",
03/06/2007 22.00,"0,175065","15,711551","14,741225","0,118376",
03/06/2007 23.00,"0,243548","13,006062","12,08319","0,090372",
04/06/2007 0.00,"0,172027","12,492459","11,613352","0,152778",
04/06/2007 1.00,"0,235601","11,330371","10,377779","0,188618",
04/06/2007 2.00,"0,508133","9,231866","8,280425","0,168742",
04/06/2007 3.00,"0,344287","9,143672","8,2337","0,163314",
04/06/2007 4.00,"0,352935","10,090463","9,47187","0,185425",
04/06/2007 5.00,"0,092791","13,600075","12,677611","0,157647",
04/06/2007 6.00,"0,066146","12,694789","11,683436","0,149505",
04/06/2007 7.00,"0,431468","15,260203","13,368077","0,146792",
04/06/2007 8.00,"0,113594","8,905029","7,84953","0,151115",
04/06/2007 9.00,"0,063809","8,064589","6,948808","0,153577",
04/06/2007 10.00,"0,145615","10,233131","8,643829","0,146072",
04/06/2007 11.00,"1,046651","6,964754","6,040297","0,136016",
04/06/2007 12.00,"1,938806","7,02182","5,855999","0,124921",
04/06/2007 13.00,"0,456244","5,7015","4,815106","0,176087",
04/06/2007 14.00,"0,563293","6,298108","5,342042","0,199234",
04/06/2007 15.00,,,,,
04/06/2007 16.00,,,,,
04/06/2007 17.00,,,,,
04/06/2007 18.00,,,,,
04/06/2007 19.00,,,,,
04/06/2007 20.00,,,,,
04/06/2007 21.00,,,,,
04/06/2007 22.00,,,,,
04/06/2007 23.00,,,,,
05/06/2007 0.00,,,,,
05/06/2007 1.00,,,,,
05/06/2007 2.00,,,,,
05/06/2007 3.00,,,,,
05/06/2007 4.00,,,,,
05/06/2007 5.00,,,,,
05/06/2007 6.00,,,,,
05/06/2007 7.00,,,,,
05/06/2007 8.00,,,,,
05/06/2007 9.00,,,,,
05/06/2007 10.00,,,,,
05/06/2007 11.00,,,,,
05/06/2007 12.00,,,,,
05/06/2007 13.00,,,,,
05/06/2007 14.00,,,,,
05/06/2007 15.00,,,,,
05/06/2007 16.00,,,,,
05/06/2007 17.00,,,,,
05/06/2007 18.00,,,,,
05/06/2007 19.00,,,,,
05/06/2007 20.00,,,,,
05/06/2007 21.00,,,,,
05/06/2007 22.00,,,,,
05/06/2007 23.00,,,,,
06/06/2007 0.00,,,,,
06/06/2007 1.00,,,,,
06/06/2007 2.00,,,,,
06/06/2007 3.00,,,,,
06/06/2007 4.00,,,,,
06/06/2007 5.00,,,,,
06/06/2007 6.00,,,,,
06/06/2007 7.00,,,,,
06/06/2007 8.00,,,,,
06/06/2007 9.00,,,,,
06/06/2007 10.00,,,,,
06/06/2007 11.00,,,,,
06/06/2007 12.00,,,,,
06/06/2007 13.00,,,,,
06/06/2007 14.00,,,,,
06/06/2007 15.00,,,,,
06/06/2007 16.00,,,,,
06/06/2007 17.00,,,,,
06/06/2007 18.00,,,,,
06/06/2007 19.00,,,,,
06/06/2007 20.00,,,,,
06/06/2007 21.00,,,,,
06/06/2007 22.00,,,,,
06/06/2007 23.00,,,,,
07/06/2007 0.00,,,,,
07/06/2007 1.00,,,,,
07/06/2007 2.00,,,,,
07/06/2007 3.00,,,,,
07/06/2007 4.00,,,,,
07/06/2007 5.00,,,,,
07/06/2007 6.00,,,,,
07/06/2007 7.00,,,,,
07/06/2007 8.00,,,,,
07/06/2007 9.00,,,,,
07/06/2007 10.00,,,,,
07/06/2007 11.00,,,,,
07/06/2007 12.00,,,,,
07/06/2007 13.00,,,,,
07/06/2007 14.00,,,,,
07/06/2007 15.00,,,,,
07/06/2007 16.00,,,,,
07/06/2007 17.00,,,,,
07/06/2007 18.00,,,,,
07/06/2007 19.00,,,,,
07/06/2007 20.00,,,,,
07/06/2007 21.00,,,,,
07/06/2007 22.00,,,,,
07/06/2007 23.00,,,,,
08/06/2007 0.00,,,,,
08/06/2007 1.00,,,,,
08/06/2007 2.00,,,,,
08/06/2007 3.00,,,,,
08/06/2007 4.00,,,,,
08/06/2007 5.00,,,,,
08/06/2007 6.00,,,,,
08/06/2007 7.00,,,,,
08/06/2007 8.00,,,,,
08/06/2007 9.00,,,,,
08/06/2007 10.00,,,,,
08/06/2007 11.00,,"21,104369","21,853567","0,048438",
08/06/2007 12.00,,"231,605712","48,322355","0,042678","67,852725"
08/06/2007 13.00,,"29,420554","30,13398","0,063419","72,278271"
08/06/2007 14.00,,"11,122855","13,248669","0,001956","80,902956"
08/06/2007 15.00,,"8,585972","9,015021","0,000465","84,864524"
08/06/2007 16.00,,"9,104762","8,604892","0,011001","90,223537"
08/06/2007 17.00,,"9,190362","8,628253","0,028669","93,971202"
08/06/2007 18.00,,"14,160369","13,147439","0,091116","89,277567"
08/06/2007 19.00,,"19,916328","18,845093","0,127714","81,152971"
08/06/2007 20.00,,"18,616774","17,65105","0,21903","71,190634"
08/06/2007 21.00,,"26,904439","25,68487","0,467274","62,127035"
08/06/2007 22.00,,"18,933235","18,001481","0,225576","56,724993"
08/06/2007 23.00,,"20,440312","19,587484","0,254232","40,443818"
09/06/2007 0.00,,"16,723191","15,553699","0,18311","27,829772"
09/06/2007 1.00,,"20,191293","19,283781","0,186623","26,26986"
09/06/2007 2.00,,"7,390161","6,499742","0,110872","57,094467"
09/06/2007 3.00,,"9,620958","8,651616","0,152538","39,74096"
09/06/2007 4.00,,"13,312147","12,153274","0,144397","31,531613"
09/06/2007 5.00,,"28,274043","25,991173","0,176325","25,493386"
09/06/2007 6.00,,"32,761565","28,51683","0,170977","18,643947"
09/06/2007 7.00,,"16,362632","13,783403","0,101746","47,696101"
09/06/2007 8.00,,"6,072435","4,436126","0,095985","84,903428"
09/06/2007 9.00,,"4,443434","3,281021","0,105044","92,561314"
09/06/2007 10.00,,"4,798806","3,512042","0,10752","95,946453"
09/06/2007 11.00,,"4,523847","3,527617","0,130907","97,970304"
09/06/2007 12.00,,"4,339678","3,172","0,132424","98,999585"
09/06/2007 13.00,,"3,390291","2,323191","0,162117","100,410865"
09/06/2007 14.00,,"3,177587","2,180426","0,148229","101,654087"
09/06/2007 15.00,,"3,431795","2,208979","0,140565","98,023089"
09/06/2007 16.00,,"3,610777","2,198595","0,131147","97,395222"
09/06/2007 17.00,,"3,514801","2,439999","0,144317","99,842747"
09/06/2007 18.00,,"4,490125","3,148638","0,139528","97,168808"
09/06/2007 19.00,,"6,183976","5,131787","0,131625","94,335135"
09/06/2007 20.00,,"6,806523","5,897531","0,148468","88,744167"
09/06/2007 21.00,"0,195633","7,919328","6,756723","0,165309","82,743444"
09/06/2007 22.00,"0,836526","6,606787","5,523745","0,148707","80,822378"
09/06/2007 23.00,"0,505328","4,38118","3,164213","0,083839","80,83626"
10/06/2007 0.00,"0,609105","3,071236","1,944213","0,070921","83,592155"
10/06/2007 1.00,"0,179973","7,748128","6,613956","0,097807","67,244325"
10/06/2007 2.00,"1,806979","7,833726","6,554256","0,136176","65,581637"
10/06/2007 3.00,"1,757896","10,025614","8,734679","0,095866","54,866412"
10/06/2007 4.00,"2,115039","11,955512","10,883949","0,118534","56,213812"
10/06/2007 5.00,"1,336011","22,297571","20,641358","0,160601","44,573487"
10/06/2007 6.00,"1,675856","23,285864","21,251345","0,160999","43,239987"
10/06/2007 7.00,"2,255511","22,556972","18,640039","0,13418","46,147301"
10/06/2007 8.00,"2,069695","15,018966","11,792457","0,069259","63,224382"
10/06/2007 9.00,"1,968021","9,592426","7,636679","0,091582","77,870616"
10/06/2007 10.00,"3,870599","6,832463","5,155148","0,131386","94,799091"
10/06/2007 11.00,"2,844049","5,499172","4,254425","0,160202","106,289328"
10/06/2007 12.00,"2,836569","6,129501","4,848849","0,168103","112,121955"
10/06/2007 13.00,"4,099655","6,256605","4,74502","0,144236","111,264964"
10/06/2007 14.00,"3,914073","7,410913","5,889744","0,058949","100,659517"
10/06/2007 15.00,"2,853865","7,501701","6,214212","0,067582","95,925608"
10/06/2007 16.00,"3,04085","5,309815","3,945533","0,115581","105,690655"
10/06/2007 17.00,"4,062726","5,561426","4,262211","0,115422","111,587193"
10/06/2007 18.00,"4,134715","4,625011","3,623659","0,131307","113,923561"
10/06/2007 19.00,"4,794774","7,779253","6,416679","0,163953","105,286425"
10/06/2007 20.00,"3,433988","12,622157","11,906678","0,130668","85,049288"
10/06/2007 21.00,"2,858306","14,668783","13,342117","0,083573","76,167647"
10/06/2007 22.00,"3,031735","21,742479","20,332455","0,207855","67,001236"
10/06/2007 23.00,"2,670152","36,066264","34,476668","0,284324","42,141262"
11/06/2007 0.00,"2,781875","22,250881","20,898313","0,159722","23,747343"
11/06/2007 1.00,"2,627846","30,75385","28,550576","0,181435","29,052148"
11/06/2007 2.00,"2,227931","18,087607","16,662073","0,146472","56,051301"
11/06/2007 3.00,"1,786178","17,389835","15,826242","0,14304","46,72653"
11/06/2007 4.00,"3,207034","13,304365","12,337568","0,065852","45,073553"
11/06/2007 5.00,"1,537721","9,192957","8,275233","0,123178","68,34168"
11/06/2007 6.00,"2,220218","23,623085","20,524535","0,207855","41,15224"
11/06/2007 7.00,"1,716993","35,443718","28,862059","0,4644","38,43523"
11/06/2007 8.00,"4,584415","47,266935","36,280696","0,704823","49,239333"
11/06/2007 9.00,"37,131361","67,240337","48,475508","0,76884","49,040711"
11/06/2007 10.00,"19,882401","33,749858","27,034666","0,361112","77,396965"
11/06/2007 11.00,"15,971832","31,00545","24,887988","0,409563","91,073625"
11/06/2007 12.00,"6,758122","22,030407","18,564755","0,386894","114,073644"
11/06/2007 13.00,"3,379527","13,288803","11,239568","0,238426","131,385435"
11/06/2007 14.00,"0,742566","7,550987","5,913105","0,14775","121,939847"
11/06/2007 15.00,"1,239947","8,183911","6,632125","0,144077","111,377498"
11/06/2007 16.00,"0,909917","16,65056","15,042331","0,122366","102,705575"
11/06/2007 17.00,"1,333673","14,458674","13,18897","0,032247","99,495481"
11/06/2007 18.00,"1,111628","21,758044","20,25458","0,053693","85,25902"
11/06/2007 19.00,"0,507431","14,041047","12,664633","0,013131","66,355333"
11/06/2007 20.00,"0,995463","25,373998","24,013208","0,040656","36,878113"
11/06/2007 21.00,"1,637758","48,994503","46,697424","0,099324","13,903087"
11/06/2007 22.00,"2,202221","29,755175","28,301385","0,030372","27,061636"
11/06/2007 23.00,"2,256212","11,27071","10,141573","0,066957","66,03863"
12/06/2007 0.00,"1,172865","11,070975","9,692509","0,02098","42,994125"
12/06/2007 1.00,"2,551883","12,111148","10,787907","0,021312","52,620321"
12/06/2007 2.00,"2,934269","17,542879","16,132549","0,009898","24,098782"
12/06/2007 3.00,"2,833063","13,82575","12,52186","0,008807","37,317053"
12/06/2007 4.00,"2,449042","13,501506","12,166252","0,031156","47,932249"
12/06/2007 5.00,"3,158418","19,776256","18,196159","0,040363","31,759422"
12/06/2007 6.00,"2,766214","75,154484","47,245116","0,24992","14,076166"
12/06/2007 7.00,"2,492983","97,579165","57,59437","0,18758","7,827069"
12/06/2007 8.00,"1,853493","40,997331","32,42863","0,103382","54,042716"
12/06/2007 9.00,"3,045758","13,485942","11,244754","0,091022","89,45953"
