NetC,Provincia di TARANTO,,,,
Stat,GROTTAGLIE,,,,
Parm,SO2,NOX,NO2,CO,O3
PtId,1,2,4,5,6
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K
Field,Aver,Aver,Aver,Aver,Aver
,,,,,
,,,,,
23/02/2007 5.00,"0,028897",,,"0,32551","71,015498"
23/02/2007 6.00,"0,018061",,,"0,335535","75,587041"
23/02/2007 7.00,"0,025285",,,"0,354724","75,927884"
23/02/2007 8.00,"0,32148",,,"0,352453","75,7472"
23/02/2007 9.00,"0,046958",,,"0,332402","72,034086"
23/02/2007 10.00,"0,242013","18,824289","17,778248","0,312195","77,319317"
23/02/2007 11.00,"0,617675","19,107031","18,258462","0,31055","77,693463"
23/02/2007 12.00,"0,267298","15,589635","15,011184","0,306008","81,074729"
23/02/2007 13.00,,"15,522192","14,5102","0,298958","80,923527"
23/02/2007 14.00,,"11,976262","10,652928","0,294964","81,760191"
23/02/2007 15.00,0,"8,251352","7,364127","0,284233","89,730952"
23/02/2007 16.00,0,"6,609382","6,476382","0,260267","88,297205"
23/02/2007 17.00,0,"7,372004","6,530893","0,273973","89,341448"
23/02/2007 18.00,0,"8,86612","8,109106","0,298802","83,833295"
23/02/2007 19.00,0,"6,212508","5,957234","0,290892","84,502098"
23/02/2007 20.00,0,"6,477091","6,523105","0,27413","84,04468"
23/02/2007 21.00,0,"6,087999","5,866381","0,293555","83,259272"
23/02/2007 22.00,0,"5,693718","5,47702","0,286819","80,179108"
23/02/2007 23.00,0,"4,487532","4,241447","0,281649","79,960022"
24/02/2007 0.00,"0,083079","4,534224","4,30634","0,286192","78,314861"
24/02/2007 1.00,0,"3,649687","3,312169","0,298958","80,03433"
24/02/2007 2.00,0,"3,597808","3,457531","0,289402","79,951042"
24/02/2007 3.00,0,"3,660063","3,428977","0,306008","76,369899"
24/02/2007 4.00,0,"3,87536","3,600298","0,292927","77,210413"
24/02/2007 5.00,0,"3,263187","3,083744","0,317208","79,178435"
24/02/2007 6.00,0,"4,28261","3,688552","0,328799","76,589008"
24/02/2007 7.00,"0,003612","4,674297","4,615233","0,328956","75,127073"
24/02/2007 8.00,0,"5,597743","5,209659","0,339451","75,011761"
24/02/2007 9.00,0,"6,684608","6,131147","0,344542","73,469126"
24/02/2007 10.00,0,"6,521187","5,881956","0,355508","76,161057"
24/02/2007 11.00,0,"5,639245","4,799531","0,340077","78,813292"
24/02/2007 12.00,0,"5,219025","4,547743","0,326059","81,910114"
24/02/2007 13.00,0,"5,75338","5,113615","0,316737","83,855061"
24/02/2007 14.00,0,"6,116532","5,692467","0,354175","86,311262"
24/02/2007 15.00,0,"6,261794","5,578254","0,332872","85,036396"
24/02/2007 16.00,0,"8,414771","7,857318","0,380962","82,72884"
24/02/2007 17.00,0,"12,837454","12,114336","0,43477","73,853486"
24/02/2007 18.00,0,"28,790225","27,808203","0,645459","52,964996"
24/02/2007 19.00,0,"36,761449","35,16453","0,699501","44,652132"
24/02/2007 20.00,0,"31,150704","30,72582","0,60943","52,710016"
24/02/2007 21.00,0,"37,560379","36,672655","0,482625","31,602437"
24/02/2007 22.00,0,"28,362225","27,533048","0,441114","45,747626"
24/02/2007 23.00,0,"27,79675","27,047649","0,546302","51,823398"
25/02/2007 0.00,0,"20,764548","20,306491","0,483252","44,761036"
25/02/2007 1.00,,"20,186111","19,782164","0,514972","45,828341"
25/02/2007 2.00,0,,,"0,456778","45,199238"
25/02/2007 3.00,0,,,,"43,291441"
25/02/2007 4.00,0,,,"0,492313",
25/02/2007 5.00,0,,,"0,394087","48,877561"
25/02/2007 6.00,0,"38,338562","37,646055","0,331378","62,017168"
25/02/2007 7.00,0,"37,363212","36,228786","0,368233","59,970099"
25/02/2007 8.00,0,"55,466411","50,435307","0,517223","25,465497"
25/02/2007 9.00,0,"35,812064","31,678454","0,363833","31,375126"
25/02/2007 10.00,0,"18,074639","17,152671","0,272992","70,78629"
25/02/2007 11.00,0,"22,20939","19,784744","0,381829","71,646059"
25/02/2007 12.00,"6,765532","34,766698","28,381862","0,608929","68,52811"
25/02/2007 13.00,"5,866111","21,426005","18,650415","0,572545","83,655937"
25/02/2007 14.00,"0,097527","14,583183","13,31097","0,406423","90,677379"
25/02/2007 15.00,0,"10,067118","9,61204","0,298296","93,671218"
25/02/2007 16.00,0,"9,729904","9,03319","0,301596","94,689647"
25/02/2007 17.00,0,"10,323918","9,710678","0,276685","93,012309"
25/02/2007 18.00,0,"13,301772","12,402463","0,286272","80,236064"
25/02/2007 19.00,0,"17,592164","16,945014","0,339316","76,191825"
25/02/2007 20.00,0,"18,051294","17,806801","0,355582","76,35687"
25/02/2007 21.00,0,"17,415775","17,012503","0,31802","71,921126"
25/02/2007 22.00,0,"18,061669","17,456372","0,33955","70,787569"
25/02/2007 23.00,0,"13,991761","13,547182","0,276765","71,078001"
26/02/2007 0.00,0,"10,142342","9,658764","0,258061","67,535298"
26/02/2007 1.00,0,"11,799875","11,361568","0,291617","65,836241"
26/02/2007 2.00,0,"9,955577","9,76519","0,280772","56,802257"
26/02/2007 3.00,0,"9,343404","8,830721","0,246039","56,432506"
26/02/2007 4.00,0,"8,30323","7,854723","0,264191","62,772036"
26/02/2007 5.00,0,"7,19821","6,704806","0,260734","69,26762"
26/02/2007 6.00,0,"14,137023","13,734079","0,265606","59,889502"
26/02/2007 7.00,0,"26,175528","25,129396","0,360611","46,378841"
26/02/2007 8.00,0,"31,778473","27,969137","0,310869","46,785704"
26/02/2007 9.00,0,"33,345203","27,89386","0,37727","43,02038"
26/02/2007 10.00,0,"27,62295","23,034629","0,312598","46,65521"
26/02/2007 11.00,0,"16,653155","14,346678","0,282422","62,693973"
26/02/2007 12.00,0,"13,475567","12,433609","0,249653","69,565732"
26/02/2007 13.00,0,"16,500113","15,535523","0,235824","66,999219"
26/02/2007 14.00,0,"26,899238","24,672524","0,297745","51,424876"
26/02/2007 15.00,0,"28,613843","25,664107","0,239045","49,248591"
26/02/2007 16.00,0,"17,280889","16,259736","0,252561","65,140224"
26/02/2007 17.00,0,"12,925649","12,007908","0,246432","70,506093"
26/02/2007 18.00,0,"15,61298","14,769775","0,269456","63,378457"
26/02/2007 19.00,0,"25,643781","24,950279","0,3313","44,672101"
26/02/2007 20.00,0,"34,756316","32,615505","0,33405","32,842607"
26/02/2007 21.00,0,"19,506491","18,434975","0,438721","52,41641"
26/02/2007 22.00,0,"6,233259","5,731403","0,284073","57,416379"
26/02/2007 23.00,0,"4,791024","4,153191","0,300338","67,541683"
27/02/2007 0.00,0,"9,537953","8,999445","0,310555","57,898729"
27/02/2007 1.00,,"11,257739","10,463435","0,307568","52,212982"
27/02/2007 2.00,0,,,"0,287608","49,724536"
27/02/2007 3.00,0,,,,"53,593479"
27/02/2007 4.00,0,,,"0,257543",
27/02/2007 5.00,0,,,"0,265787","70,851305"
27/02/2007 6.00,0,"29,443901","28,545394","0,268849","65,824308"
27/02/2007 7.00,0,"23,275502","22,619304","0,233044","68,103157"
27/02/2007 8.00,"0,115588","40,348878","37,217768","0,267906","47,762995"
27/02/2007 9.00,"1,813293","19,631","18,562164","0,287459","62,883577"
27/02/2007 10.00,"2,387622","18,287343","17,308423","0,283374","64,782417"
27/02/2007 11.00,"1,867474","18,816509","17,438205","0,277486","65,6279"
27/02/2007 12.00,"2,322604","14,663594","13,879444","0,256835","76,972469"
27/02/2007 13.00,"2,232301","12,764824","11,976762","0,266965","78,996297"
27/02/2007 14.00,"1,936105","11,242175","10,712635","0,261312","79,780571"
27/02/2007 15.00,"3,276208","10,609251","10,146763","0,266729","74,541862"
27/02/2007 16.00,"2,105875","10,580719","9,721063","0,249847","73,689993"
27/02/2007 17.00,"1,4882","10,142342","9,461487","0,267278","71,835784"
27/02/2007 18.00,"0,375663","11,024284","10,569865","0,28416","71,699346"
27/02/2007 19.00,"0,30342","11,527511","10,793095","0,296722","63,743083"
27/02/2007 20.00,"0,505699","10,461397","9,957275","0,254324","70,079778"
27/02/2007 21.00,"0,140874","10,113809","9,399191","0,260055","65,098686"
27/02/2007 22.00,"0,245625","10,94906","10,424508","0,249534","61,938626"
27/02/2007 23.00,"0,021673","12,865989","12,202586","0,275209","59,084619"
28/02/2007 0.00,"0,097527","13,345868","13,095523","0,306696","55,351973"
28/02/2007 1.00,"0,133649","12,03852","11,569227","0,299786","56,326273"
28/02/2007 2.00,"0,083079","10,489931","10,071489","0,302062","54,491193"
28/02/2007 3.00,"0,213116","10,150123","9,845658","0,296095","51,679278"
28/02/2007 4.00,"2,337053","10,487337","10,180507","0,330487","53,650815"
28/02/2007 5.00,"2,803018","9,374532","8,628253","0,322948","59,261894"
28/02/2007 6.00,"1,332878","9,058071","8,695745","0,300727","58,183016"
28/02/2007 7.00,"0,84524","8,427742","7,763871","0,290913","60,943919"
28/02/2007 8.00,"2,954728","63,75149","40,644149","0,484305","21,918885"
28/02/2007 9.00,"1,625462","66,563314","41,711005","0,474333","22,658532"
28/02/2007 10.00,"0,25285","25,254689","19,426532","0,323969","49,951328"
28/02/2007 11.00,"10,26569","63,243068","41,537091","0,773961","38,953611"
28/02/2007 12.00,"33,274998","50,893272","35,398154","0,754488","54,274394"
28/02/2007 13.00,"6,303179","12,754448","10,902116","0,318316","81,863029"
28/02/2007 14.00,"2,441805","10,137154","9,121446","0,302455","86,932142"
28/02/2007 15.00,"2,80663","11,628675","10,16753","0,287851","84,722143"
28/02/2007 16.00,"0,671858","9,825881","8,830721","0,336218","89,555313"
28/02/2007 17.00,"0,621287","16,481953","15,377188","0,35255","84,154649"
28/02/2007 18.00,"0,296195","18,953987","18,185775","0,307323","72,48617"
28/02/2007 19.00,"0,007225","29,687737","29,041176","0,372887","56,247209"
28/02/2007 20.00,"0,104752","22,544009","21,77049","0,320514","65,315459"
28/02/2007 21.00,"0,137261","23,221029","22,45317","0,327738","62,367091"
28/02/2007 22.00,"1,614625","18,99549","18,658206","0,281883","59,829372"
28/02/2007 23.00,"0,429844","25,835727","25,264364","0,372808","46,731317"
01/03/2007 0.00,"0,173382","31,150704","30,653146","0,423845","38,615659"
01/03/2007 1.00,,"22,720391","22,193596","0,396049","45,141084"
01/03/2007 2.00,"0,231176",,,"0,316981","51,758341"
01/03/2007 3.00,"0,06863",,,,"45,67798"
01/03/2007 4.00,"0,91387","68,363502","67,133718","0,189383",
01/03/2007 5.00,"0,386499","53,492404","51,585221","0,221","42,27439"
01/03/2007 6.00,"0,697142","59,007149","50,720827","0,222575","41,248918"
01/03/2007 7.00,"0,155322","83,657437","69,905988","0,509489","15,350144"
01/03/2007 8.00,"0,870525","77,188128","61,973388","0,453825","29,890327"
01/03/2007 9.00,"0,15171","95,382105","69,495863","0,493641","27,011682"
01/03/2007 10.00,"0,166158","32,95351","28,973682","0,14255","62,606051"
01/03/2007 11.00,"0,260074","21,970733","19,927514","0,112274","75,718966"
01/03/2007 12.00,"0,491251","20,746404","19,122829","0,132694","82,911099"
01/03/2007 13.00,"0,852465","19,988965","18,009273","0,126308","86,286604"
01/03/2007 14.00,"0,032509","17,797086","16,368759","0,103762","85,731416"
01/03/2007 15.00,"0,364825","17,317208","16,200039","0,09753","83,781903"
01/03/2007 16.00,"0,155322","18,243245","17,064421","0,12008","74,445059"
01/03/2007 17.00,"0,606839","19,187435","17,793822","0,149724","71,091106"
01/03/2007 18.00,"0,256462","17,306829","16,672459","0,163522","72,652737"
01/03/2007 19.00,"0,231176","19,540219","19,05795","0,174718","68,420363"
01/03/2007 20.00,0,"22,056334","21,13714","0,171564","64,668361"
01/03/2007 21.00,"0,007225","24,253414","23,813348","0,189697","59,959387"
01/03/2007 22.00,0,"25,706036","25,025556","0,289514","57,770312"
01/03/2007 23.00,"0,05057","18,873574","18,274036","0,243234","60,921476"
02/03/2007 0.00,"0,231176","17,197883","16,594583","0,240395","63,282936"
02/03/2007 1.00,"0,187831","18,772411","18,258462","0,173377","59,192506"
02/03/2007 2.00,"0,046958","10,347264","10,048126","0,171564","65,584811"
02/03/2007 3.00,"0,292583","8,837585","8,482891","0,193956","66,345341"
02/03/2007 4.00,"0,657409","7,802598","7,257702","0,177003","69,090878"
02/03/2007 5.00,"0,375663","12,489867","11,787269","0,262235","57,836225"
02/03/2007 6.00,"0,314256","40,706842","26,403898","0,189068","46,359732"
02/03/2007 7.00,"0,231176","30,416631","28,724491","0,283523","42,451843"
02/03/2007 8.00,"0,086691","35,980666","31,224202","0,206334","43,644617"
02/03/2007 9.00,"0,05057","23,083537","19,008636","0,175979","62,068618"
02/03/2007 10.00,"0,039733","19,405327","15,626375","0,155008","74,137031"
02/03/2007 11.00,"0,097527","10,059336","8,742467","0,154613","86,542661"
02/03/2007 12.00,"0,47319","7,467979","6,408892","0,163995","92,161757"
02/03/2007 13.00,"0,267298","7,278623","6,351786","0,152404","94,016194"
02/03/2007 14.00,"0,122813","8,378457","7,312212","0,131906","89,819292"
02/03/2007 15.00,"0,144485","9,66246","8,36868","0,185677","86,855734"
02/03/2007 16.00,"0,520148","8,879089","7,945572","0,18418","88,579639"
02/03/2007 17.00,"0,545432","13,561165","12,332378","0,186229","81,329188"
02/03/2007 18.00,"0,097527","13,462597","12,594549","0,202156","78,276901"
02/03/2007 19.00,"0,021673","16,718003","16,065058","0,20933","74,486893"
02/03/2007 20.00,"0,599615","17,95791","17,362923","0,252694","67,132507"
02/03/2007 21.00,"0,007225","24,344195","23,200743","0,380501","58,219028"
02/03/2007 22.00,"0,003612","32,224617","30,52594","0,376952","53,886507"
02/03/2007 23.00,0,"18,66606","18,458329","0,241577","60,741466"
03/03/2007 0.00,0,"16,121395","15,80289","0,217294","64,700065"
03/03/2007 1.00,,"12,292725","11,665268","0,211616","66,276916"
03/03/2007 2.00,"0,032509",,,"0,234166","63,409678"
03/03/2007 3.00,0,,,,"68,482463"
03/03/2007 4.00,0,,,"0,178709",
03/03/2007 5.00,0,"40,320312","39,431939","0,185916","61,831073"
03/03/2007 6.00,0,"34,066332","32,903646","0,183566","71,760411"
03/03/2007 7.00,0,"34,346479","33,261858","0,191009","56,924791"
03/03/2007 8.00,0,"112,909408","71,551666","0,511211","15,071648"
03/03/2007 9.00,0,"106,126244","56,781907","0,444773","26,140604"
03/03/2007 10.00,"0,158934","40,162093","34,128835","0,324355","55,419663"
03/03/2007 11.00,"30,334719","47,108676","37,718751","0,479247","58,251007"
03/03/2007 12.00,"36,1358","40,852077","32,799806","0,498362","67,616835"
03/03/2007 13.00,"0,588778","17,638855","16,184465","0,151444","83,014645"
03/03/2007 14.00,"0,025285","16,022824","14,556932","0,138124","86,715309"
03/03/2007 15.00,"0,018061","14,692128","13,70812","0,122377","86,782561"
03/03/2007 16.00,"0,086691","13,047564","12,12471","0,149564","85,27488"
03/03/2007 17.00,0,"13,08388","12,212972","0,155831","84,193629"
03/03/2007 18.00,0,"14,930771","14,476461","0,206365","76,203477"
03/03/2007 19.00,0,"18,647902","17,887271","0,219605","71,162651"
03/03/2007 20.00,0,"16,785446","16,023526","0,198531","63,239763"
03/03/2007 21.00,0,"24,494651","23,701725","0,264342","49,744308"
03/03/2007 22.00,0,"45,56011","41,866737","0,457544","34,370619"
03/03/2007 23.00,0,"38,092145","36,690839","0,376612","37,425303"
04/03/2007 0.00,0,"34,662934","33,352698","0,344646","40,005357"
04/03/2007 1.00,0,"40,854678","39,496831","0,352167","26,503556"
04/03/2007 2.00,0,"31,093671","30,372789","0,32984","32,734757"
04/03/2007 3.00,0,"9,999674","9,477063","0,162177","60,204112"
04/03/2007 4.00,0,"6,311078","5,671701","0,149642","62,375512"
04/03/2007 5.00,0,"7,499107","6,904679","0,159043","58,190079"
04/03/2007 6.00,0,"9,737686","9,544551","0,158652","52,545188"
04/03/2007 7.00,0,"22,639972","21,453825","0,270766","41,208443"
04/03/2007 8.00,0,"39,63295","33,238493","0,388521","30,791808"
04/03/2007 9.00,0,"30,823888","24,534956","0,366819","40,60182"
04/03/2007 10.00,0,"8,884276","7,449787","0,197591","71,515466"
04/03/2007 11.00,0,"6,990692","6,164892","0,224228","79,293686"
04/03/2007 12.00,0,"6,298108","5,495191","0,195788","86,413263"
04/03/2007 13.00,0,"6,038713","5,438084","0,18239","89,721774"
04/03/2007 14.00,0,"6,570473","5,692467","0,190852","92,81833"
04/03/2007 15.00,0,"6,31886","5,593829","0,186229","94,445294"
04/03/2007 16.00,0,"5,994617","5,367999","0,175417","95,017644"
04/03/2007 17.00,0,"8,165752","7,210978","0,15732","91,328427"
04/03/2007 18.00,0,"7,104827","6,966978","0,16915","87,942511"
04/03/2007 19.00,0,"7,958237","7,343361","0,184585","83,645404"
04/03/2007 20.00,0,"12,936026","12,825571","0,187327","73,077705"
04/03/2007 21.00,0,"12,840049","12,540037","0,200019","76,462365"
04/03/2007 22.00,0,"7,781847","7,390084","0,196572","81,473982"
04/03/2007 23.00,0,"9,30709","9,124041","0,22509","76,038508"
05/03/2007 0.00,0,"9,309683","8,820339","0,235431","64,554548"
05/03/2007 1.00,,"7,595083","7,343361","0,249769","74,015578"
05/03/2007 2.00,0,,,"0,20378","79,595732"
05/03/2007 3.00,0,,,,"78,532258"
05/03/2007 4.00,0,,,"0,180521",
05/03/2007 5.00,0,"38,050636","37,33977","0,179028","73,594453"
05/03/2007 6.00,0,"29,443901","28,649216","0,19177","72,693391"
05/03/2007 7.00,0,"28,458207","27,636889","0,227246","61,760233"
05/03/2007 8.00,0,"32,753783","30,9205","0,24636","54,564389"
05/03/2007 9.00,0,"46,99457","35,660308","0,259811","49,696607"
05/03/2007 10.00,0,"26,530912","22,904841","0,202468","70,042153"
05/03/2007 11.00,0,"25,628218","22,572575","0,234246","73,043154"
05/03/2007 12.00,0,"21,275569","19,426532","0,301342","86,23216"
05/03/2007 13.00,0,"19,66991","17,747095","0,291825","89,012652"
05/03/2007 14.00,0,"16,404135","14,728244","0,302837","91,463632"
05/03/2007 15.00,"7,632445","25,612653","22,100156","0,519935","89,453662"
05/03/2007 16.00,"3,951677","23,630865","21,017737","0,467706","93,656097"
05/03/2007 17.00,0,"17,493593","16,223392","0,272632","87,826446"
05/03/2007 18.00,0,"29,511355","28,496065","0,384406","69,691097"
05/03/2007 19.00,0,"27,241639","26,832204","0,346965","63,106118"
05/03/2007 20.00,0,"24,245631","23,67836","0,269722","62,753802"
05/03/2007 21.00,"0,003612","32,123454","30,977591","0,434119","58,090072"
05/03/2007 22.00,"0,249237","39,67964","38,061398","0,562096","47,205071"
05/03/2007 23.00,0,"96,16547","74,427754","0,939581","16,77423"
06/03/2007 0.00,0,"74,311449","59,569734","0,825525","34,345581"
06/03/2007 1.00,0,"16,889203","16,189653","0,236999","79,790366"
06/03/2007 2.00,0,"12,144871","11,974167","0,195861","84,623909"
06/03/2007 3.00,0,"11,488602","11,19285","0,17651","74,571565"
06/03/2007 4.00,0,"16,191431","15,701648","0,201839","66,224983"
06/03/2007 5.00,0,"15,636325","15,050122","0,18296","66,847226"
06/03/2007 6.00,0,"20,68415","19,924914","0,174544","61,894555"
06/03/2007 7.00,0,"30,613778","29,674526","0,266103","53,25778"
06/03/2007 8.00,0,"37,786053","35,598016","0,265631","50,968999"
06/03/2007 9.00,0,"34,753716","30,702455","0,242112","57,924049"
06/03/2007 10.00,0,"17,428745","15,613398","0,15606","75,535991"
06/03/2007 11.00,0,"14,77254","13,365482","0,126326","84,056156"
06/03/2007 12.00,0,"10,497713","9,534168","0,123337","91,687946"
06/03/2007 13.00,0,"10,52884","9,235658","0,119483","94,307502"
06/03/2007 14.00,0,"11,965888","10,595822","0,104853","90,235607"
06/03/2007 15.00,0,"11,506758","9,975444","0,084672","85,860829"
06/03/2007 16.00,0,"9,955577","8,991658","0,096515","85,408381"
06/03/2007 17.00,0,"11,006125","10,08187","0,120899","82,75336"
06/03/2007 18.00,0,"12,513212","11,852168","0,140171","77,256996"
06/03/2007 19.00,0,"19,109624","18,253265","0,219222","69,381874"
06/03/2007 20.00,0,"22,038189","21,165686","0,262328","66,276954"
06/03/2007 21.00,0,"18,777598","18,118295","0,218908","67,68239"
06/03/2007 22.00,0,"11,042442","10,793095","0,115471","73,988584"
06/03/2007 23.00,0,"6,632728","6,681445","0,081412","76,975658"
07/03/2007 0.00,0,"5,398008","4,867021","0,084401","82,612691"
07/03/2007 1.00,,"3,84942","3,758636","0,073502","85,47937"
07/03/2007 2.00,0,,,"0,07809","86,442509"
07/03/2007 3.00,0,,,,"85,6986"
07/03/2007 4.00,0,,,"0,125051",
07/03/2007 5.00,0,,,"0,135007","85,374926"
07/03/2007 6.00,"0,003612","32,271308","31,418864","0,141515","83,244051"
07/03/2007 7.00,0,"28,829135","28,008065","0,168484","82,817637"
07/03/2007 8.00,0,"31,026215","29,879607","0,189575","80,988283"
07/03/2007 9.00,0,"25,763089","24,711471","0,20988","77,838014"
07/03/2007 10.00,0,"22,577717","21,669268","0,165427","77,262742"
07/03/2007 11.00,0,"17,802274","16,69323","0,186282","79,369637"
07/03/2007 12.00,0,"16,251091","15,026757","0,167936","79,865457"
07/03/2007 13.00,"0,010836","14,35751","13,399232","0,184557","79,335565"
07/03/2007 14.00,0,"14,803669","13,752247","0,20063","82,078332"
07/03/2007 15.00,"0,014449","15,011184","13,848288","0,23638","85,676469"
07/03/2007 16.00,"0,007225","13,371809","12,285651","0,230657","87,076845"
07/03/2007 17.00,"0,158934","12,609186","11,805438","0,234029","87,406136"
07/03/2007 18.00,"0,292583","11,156575","10,341434","0,243906","89,813303"
07/03/2007 19.00,"0,310644","10,94906","10,471226","0,262174","90,787264"
07/03/2007 20.00,"0,852465","8,967282","8,392041","0,220701","94,228956"
07/03/2007 21.00,"0,419008","8,650821","7,748295","0,228854","97,572261"
07/03/2007 22.00,"0,534596","8,017897","7,177233","0,227522","94,178507"
07/03/2007 23.00,"1,033072","6,155441","5,985787","0,225797","92,754136"
08/03/2007 0.00,"0,335928","5,535488","5,157744","0,225248","94,073789"
08/03/2007 1.00,"0,931931","5,57699","5,419914","0,237165","93,851743"
08/03/2007 2.00,"1,538771","5,008916","4,854042","0,223052","95,416143"
08/03/2007 3.00,"1,184781","5,185304","4,983829","0,239517","94,832028"
08/03/2007 4.00,"2,28287","5,071171","4,488041","0,235831","95,562497"
08/03/2007 5.00,"2,149221","4,936285","5,043531","0,214036","93,432893"
08/03/2007 6.00,"1,863863","8,202067","7,55621","0,238184","91,657778"
08/03/2007 7.00,"1,061969","10,497713","10,305102","0,260764","90,365896"
08/03/2007 8.00,"1,719377","22,346862","21,801636","0,312744","76,976335"
08/03/2007 9.00,"1,462916","24,741069","23,48368","0,427445","75,052377"
08/03/2007 10.00,"1,14866","34,286806","32,220967","0,447752","62,214154"
08/03/2007 11.00,"1,152272","26,092528","23,325347","0,418585","68,560089"
08/03/2007 12.00,"0,379274","20,167947","18,455735","0,329443","75,835837"
08/03/2007 13.00,"0,574329","19,566146","17,936585","0,26782","75,162141"
08/03/2007 14.00,"1,307593","16,061734","14,702285","0,268133","76,494404"
08/03/2007 15.00,"0,42262","18,074639","16,49855","0,275424","75,442201"
08/03/2007 16.00,"0,751324","19,649165","18,473901","0,306314","70,863817"
08/03/2007 17.00,"1,260636","21,706151","20,124794","0,404081","69,932732"
08/03/2007 18.00,"0,765773","20,424748","19,743215","0,437794","71,825145"
08/03/2007 19.00,"0,650184","26,012109","25,05152","0,454493","65,781994"
08/03/2007 20.00,"0,332317","36,17001","35,307296","0,593892","51,891587"
08/03/2007 21.00,"0,209504","40,932516","39,296951","0,548967","39,375074"
08/03/2007 22.00,"0,025285","39,868985","37,973122","0,576251","42,082511"
08/03/2007 23.00,"0,122813","22,715209","21,949607","0,476368","57,243374"
09/03/2007 0.00,"0,025285","19,955238","19,408367","0,433169","58,126498"
09/03/2007 1.00,,"17,568819","16,98395","0,346848","62,55857"
09/03/2007 2.00,"0,065019",,,"0,302708","68,433925"
09/03/2007 3.00,0,,,,"70,515591"
09/03/2007 4.00,0,,,"0,271485",
09/03/2007 5.00,0,,,"0,272741","78,454275"
09/03/2007 6.00,0,"36,766631","35,808279","0,258774","60,258617"
09/03/2007 7.00,0,"32,408802","31,621344","0,327665","46,235124"
09/03/2007 8.00,0,"42,156826","35,771931","0,306087","42,29482"
09/03/2007 9.00,0,"24,549124","22,505081","0,271956","59,00484"
09/03/2007 10.00,0,"25,140543","22,523264","0,253517","58,267685"
09/03/2007 11.00,0,"15,506629","14,639992","0,2503","77,302559"
09/03/2007 12.00,0,"15,436591","14,46867","0,254615","82,238332"
09/03/2007 13.00,0,"13,716802","13,03323","0,283882","88,934425"
09/03/2007 14.00,0,"13,159105","12,423223","0,256812","92,702082"
09/03/2007 15.00,0,"13,200609","12,379098","0,27078","88,315736"
09/03/2007 16.00,0,"10,679288","10,190893","0,249593","85,491873"
09/03/2007 17.00,"0,010836","10,025614","9,445913","0,246141","84,067967"
09/03/2007 18.00,"0,039733","9,447163","8,706125","0,259166","81,889284"
09/03/2007 19.00,"0,242013","9,213708","8,918977","0,27078","86,313453"
09/03/2007 20.00,"0,036122","9,493854","8,950125","0,2656","83,369895"
09/03/2007 21.00,"0,032509","9,317466","9,188934","0,297457","82,116095"
09/03/2007 22.00,"0,039733","10,876429","10,014381","0,319505","75,111274"
09/03/2007 23.00,"0,072243","8,552252","8,576339","0,319505","77,902359"
10/03/2007 0.00,"0,007225","8,041242","8,088339","0,314483","76,545256"
10/03/2007 1.00,0,"7,916733","7,18502","0,317072","79,718144"
10/03/2007 2.00,"0,209504","7,333093","7,314807","0,317937","78,262753"
10/03/2007 3.00,"0,10114","7,416101","7,281064","0,314954","76,754433"
10/03/2007 4.00,"0,111976","7,831133","7,317404","0,282863","71,034889"
10/03/2007 5.00,"0,408172","7,890793","7,384891","0,292356","69,085536"
10/03/2007 6.00,"0,137261","7,164488","7,094168","0,295416","67,105954"
10/03/2007 7.00,"0,426232","8,471839","7,891062","0,314247","64,334998"
10/03/2007 8.00,"0,408172","9,810317","9,287575","0,321232","60,860948"
10/03/2007 9.00,"0,06863","11,301838","10,751563","0,321074","57,357905"
10/03/2007 10.00,"0,007225","10,025614","9,510807","0,305382","60,989463"
10/03/2007 11.00,"0,097527","9,823286","9,038382","0,316523","62,107183"
10/03/2007 12.00,0,"10,492524","9,181148","0,305146","65,378366"
10/03/2007 13.00,0,"9,493854","8,594511","0,316523","72,428552"
10/03/2007 14.00,"0,111976","9,032131","8,405019","0,345633","79,535443"
10/03/2007 15.00,"1,105314","7,989364","7,40566","0,340769","83,6786"
10/03/2007 16.00,"0,191443","8,347329","7,675616","0,325468","79,225459"
10/03/2007 17.00,"0,180607","7,986769","7,538041","0,317701","75,590108"
10/03/2007 18.00,"0,007225","8,515935","7,955956","0,326958","74,98527"
10/03/2007 19.00,0,"8,32917","8,031234","0,327743","74,096917"
10/03/2007 20.00,0,"7,403132","7,003317","0,303341","78,803337"
10/03/2007 21.00,"1,076417","8,705294","8,358296","0,34171","73,78825"
10/03/2007 22.00,"0,007225","9,377127","8,952722","0,364151","67,323929"
10/03/2007 23.00,"0,397335","9,312279","9,022806","0,346261","60,223343"
11/03/2007 0.00,"0,007225","11,068383","10,979992","0,342417","56,056228"
11/03/2007 1.00,,"8,464056","8,176595","0,337709","61,8854"
11/03/2007 2.00,"0,158934",,,"0,330254","65,73497"
11/03/2007 3.00,"0,003612",,,,"66,567882"
11/03/2007 4.00,"0,025285",,,"0,254187",
11/03/2007 5.00,"0,065019",,,"0,279763","66,453171"
11/03/2007 6.00,"0,169771",,,"0,284784","67,590321"
11/03/2007 7.00,"0,032509",,,"0,28902","68,3977"
11/03/2007 8.00,0,,,"0,31844","64,688072"
11/03/2007 9.00,0,,,"0,325422","63,611592"
11/03/2007 10.00,0,,,"0,319852","70,45085"
11/03/2007 11.00,0,,,"0,321657","77,35708"
