,ARPA Puglia,,
21/02/2008 1.00,,"13,07089971","1,4216921"
21/02/2008 2.00,"0,80224502",,"1,3404354"
21/02/2008 3.00,"0,633026","9,1101777",
21/02/2008 4.00,"0,44526699","5,86064675","1,23893755"
21/02/2008 5.00,"0,62684602","4,9975104","1,22163925"
21/02/2008 6.00,"0,54915202","7,97252257","1,24171825"
21/02/2008 7.00,"0,76207399","11,06500131","1,2664467"
21/02/2008 8.00,"0,564897","20,71398582","1,3116348"
21/02/2008 9.00,"0,73043698","27,9740439","1,3511465"
21/02/2008 10.00,"0,837708","24,79983759","1,3222263"
21/02/2008 11.00,"0,61183703","22,17467637","1,336553"
21/02/2008 12.00,"0,73720598","16,63580477","1,36688195"
21/02/2008 13.00,"0,73514599","13,02237555","1,3791881"
21/02/2008 14.00,"0,86816698","11,23226735","1,3659677"
21/02/2008 15.00,"1,19924796","16,21700388","1,38939895"
21/02/2008 16.00,"1,10948801","21,07532592","1,3575083"
21/02/2008 17.00,"0,86080998","21,99082743","1,36070875"
21/02/2008 18.00,"0,72175598","25,30674828","1,4342823"
21/02/2008 19.00,"0,67834699","26,83511721","1,5719051"
21/02/2008 20.00,"0,68261498","18,06074879","1,57148535"
21/02/2008 21.00,"0,51398402","13,91360088","1,43801635"
21/02/2008 22.00,"0,62257898","14,78567386","1,3418108"
21/02/2008 23.00,"0,49147099","16,33447421","1,38151225"
22/02/2008 0.00,"0,45335999","25,39867275","1,48838635"
22/02/2008 1.00,"0,54385501","14,65671438","1,3634147"
22/02/2008 2.00,"0,44820899","9,3438374","1,23630865"
22/02/2008 3.00,"0,58093601","9,61835431","1,21558105"
22/02/2008 4.00,"0,52987599","6,89104726","1,2355462"
22/02/2008 5.00,"0,503537","4,68596413","1,2194669"
22/02/2008 6.00,"0,365219","4,12798805","1,2111616"
22/02/2008 7.00,"0,392735","5,52356214","1,21112365"
22/02/2008 8.00,"0,38405299","11,31398364","1,2659522"
22/02/2008 9.00,"0,44114599","23,45151798","1,41081195"
22/02/2008 10.00,"0,43069899","37,16464752","1,51551485"
22/02/2008 11.00,"0,46895701","16,98054316","1,33982935"
22/02/2008 12.00,"0,46586701","4,83662847","1,15980145"
22/02/2008 13.00,"0,364041","3,93008052","1,1533626"
22/02/2008 14.00,"0,310186","3,75004813","1,13267295"
22/02/2008 15.00,"0,29296899","3,71940287","1,15961055"
22/02/2008 16.00,"0,457333","3,8802848","1,24297635"
22/02/2008 17.00,"0,421134","4,26716324","1,17488945"
22/02/2008 18.00,"0,35300499","4,92728514","1,19184505"
22/02/2008 19.00,"0,36801401","8,41685803","1,18883435"
22/02/2008 20.00,"0,370516","12,00218887","1,30028085"
22/02/2008 21.00,"0,43746799","13,66590139","1,41908045"
22/02/2008 22.00,"0,40597799","20,05514676","1,61560625"
22/02/2008 23.00,"0,427167","29,33769366","1,68239825"
23/02/2008 0.00,"0,39567801","27,59993181","1,6191126"
23/02/2008 1.00,"0,77388501","17,65343894","1,52744035"
23/02/2008 2.00,"0,62668502",,"1,47444145"
23/02/2008 3.00,"0,58735001","10,62576712",
23/02/2008 4.00,"0,612881","8,35429409","1,46653175"
23/02/2008 5.00,"0,60976398","7,60351739","1,36353085"
23/02/2008 6.00,"0,69808197","7,40816238","1,3841239"
23/02/2008 7.00,"0,54920298","7,87420646","1,3918312"
23/02/2008 8.00,"0,68323803","13,55097982","1,4068249"
23/02/2008 9.00,"0,65028602","20,86465392","1,5224413"
23/02/2008 10.00,"0,81118798","19,60060311","1,50434145"
23/02/2008 11.00,"0,911529","11,63063306","1,37273545"
23/02/2008 12.00,"0,81475002","8,2202277","1,29209055"
23/02/2008 13.00,"0,79589897","6,32924335","1,2638293"
23/02/2008 14.00,"1,045416","13,45394467","1,2801271"
23/02/2008 15.00,"1,35044599","13,24965302","1,26574635"
23/02/2008 16.00,"1,12779605","5,99216063","1,2462274"
23/02/2008 17.00,"0,92191899","5,42652512","1,26329225"
23/02/2008 18.00,"0,787884","5,57846665","1,300834"
23/02/2008 19.00,"0,81950003","8,01721137","1,29454465"
23/02/2008 20.00,"0,805399","10,76749671","1,3860421"
23/02/2008 21.00,"0,70624501","15,45090456","1,6252881"
23/02/2008 22.00,"0,705652","29,44876671","1,81874915"
23/02/2008 23.00,"0,63692701","27,9012492","1,74861295"
24/02/2008 0.00,"0,63113803","18,79364471","1,60473415"
24/02/2008 1.00,"0,547867","18,50507673","1,57336675"
24/02/2008 2.00,"0,53049999","13,60972157","1,4773843"
24/02/2008 3.00,"0,52263302","10,19803148","1,38979915"
24/02/2008 4.00,"0,528422","13,39138073","1,35716675"
24/02/2008 5.00,"0,526344","10,04353555","1,3242641"
24/02/2008 6.00,"0,47751001","8,47303786","1,30700835"
24/02/2008 7.00,"0,41769099","7,51031008","1,28181415"
24/02/2008 8.00,"0,58957702","7,39794855","1,2818912"
24/02/2008 9.00,"0,65236402","8,93525223","1,3396419"
24/02/2008 10.00,"0,60872501","11,23608955","1,35072445"
24/02/2008 11.00,"0,68783998","13,01215796","1,36782725"
24/02/2008 12.00,"0,98054999","10,30911958","1,34995625"
24/02/2008 13.00,"1,03769696","11,08797773","1,29880195"
24/02/2008 14.00,"1,02225995","8,13851141","1,3132586"
24/02/2008 15.00,"1,02864301","12,14775005","1,29423875"
24/02/2008 16.00,"3,13758397","30,17912139","1,257502"
24/02/2008 17.00,"6,58509684","32,54508081","1,3069313"
24/02/2008 18.00,"4,59371519","12,19882485","1,3202759"
24/02/2008 19.00,"2,40001798","11,67404278","1,39800555"
24/02/2008 20.00,"2,039325","23,38000236","1,4264968"
24/02/2008 21.00,"1,49932504","19,29415059","1,4909589"
24/02/2008 22.00,"1,21210599","19,61847261","1,5613251"
24/02/2008 23.00,"0,93572301","17,46702055","1,62701425"
25/02/2008 0.00,"0,71797198","14,21876303","1,51692015"
25/02/2008 1.00,,"8,94163634","1,4175245"
25/02/2008 2.00,,,"1,3269873"
25/02/2008 3.00,,"6,65355785",
25/02/2008 4.00,,"6,61269876","1,26487235"
25/02/2008 5.00,,"10,8389954","1,31480305"
25/02/2008 6.00,,"10,14057257","1,30100305"
25/02/2008 7.00,,"9,92479366","1,3466293"
25/02/2008 8.00,,"12,26266034","1,3648867"
25/02/2008 9.00,,"53,36252163","1,6392146"
25/02/2008 10.00,"0,60957599","68,08563531","1,81767965"
25/02/2008 11.00,"0,64368802","15,1687301","1,33974885"
25/02/2008 12.00,"0,669792","9,65155208","1,2385431"
25/02/2008 13.00,"0,93824202","7,50009625","1,16924065"
25/02/2008 14.00,"1,15626597","9,9426688","1,1584778"
25/02/2008 15.00,"1,08685398","7,90868143","1,1711623"
25/02/2008 16.00,"0,88692498","6,80166967","1,17750455"
25/02/2008 17.00,"1,15033305","7,31112347","1,1741983"
25/02/2008 18.00,"0,701828","9,7575295","1,16801015"
25/02/2008 19.00,"0,56864101","14,28005542","1,24131"
25/02/2008 20.00,"0,452362","24,60577482","1,31699265"
25/02/2008 21.00,"0,824633","87,79859055","1,7513741"
25/02/2008 22.00,"0,77153599","111,29344677","1,89132565"
25/02/2008 23.00,"0,405494","83,52377352","1,93741075"
26/02/2008 0.00,"0,56211501","27,50033286","1,7319253"
26/02/2008 1.00,"0,38888299","13,22921784","1,47731645"
26/02/2008 2.00,"0,428038","11,70341271","1,39882665"
26/02/2008 3.00,"0,46007401","12,0749704","1,33452095"
26/02/2008 4.00,"0,38977301","10,64236883","1,3416314"
26/02/2008 5.00,"0,44583601","11,40718719","1,55922635"
26/02/2008 6.00,"0,34498101","10,07417704","1,3419396"
26/02/2008 7.00,"0,41231599","8,6441355","1,2682545"
26/02/2008 8.00,"0,540461","8,18064393","1,2925862"
26/02/2008 9.00,"0,48884699","7,8358999","1,28209245"
26/02/2008 10.00,"0,59889698","9,64899956","1,2466529"
26/02/2008 11.00,"0,45710799","8,6837155","1,21259795"
26/02/2008 12.00,"0,66830802","7,12087537","1,23177765"
26/02/2008 13.00,"0,68729299","7,32772329","1,18311655"
26/02/2008 14.00,"1,10376203","7,9393248","1,15079005"
26/02/2008 15.00,"1,71778703","14,73971351","1,19987435"
26/02/2008 16.00,"1,50717902","12,80021252","1,16547325"
26/02/2008 17.00,"1,01121294","11,38293169","1,16505005"
26/02/2008 18.00,"0,78963","13,91105024","1,16716375"
26/02/2008 19.00,"0,63271302","12,9534275","1,2194393"
26/02/2008 20.00,"0,631823","20,83273335","1,33144585"
26/02/2008 21.00,"0,57160699","58,69071747","1,5278992"
26/02/2008 22.00,"0,70687002","99,24154119","1,77708925"
26/02/2008 23.00,"0,59711701","129,35554236","2,01832245"
27/02/2008 0.00,"0,576056","83,07816462","1,7894667"
27/02/2008 1.00,,"51,56601615","1,6515909"
27/02/2008 2.00,"0,86435801",,"1,56891165"
27/02/2008 3.00,"0,885288","25,88769513",
27/02/2008 4.00,"1,06920302","23,83838325","1,70549485"
27/02/2008 5.00,"1,07707095","20,33987373","1,7562041"
27/02/2008 6.00,"0,885288","10,96157076","1,58395135"
27/02/2008 7.00,"0,89538199","9,53919242","1,4937603"
27/02/2008 8.00,"1,05999994","12,61124162","1,47301315"
27/02/2008 9.00,"0,98459297","14,05533047","1,5529071"
27/02/2008 10.00,"0,96663201","19,03368852","1,5872415"
27/02/2008 11.00,"1,11017203","14,81504379","1,4754132"
27/02/2008 12.00,"1,012797","10,78536809","1,3788362"
27/02/2008 13.00,"1,10260201","8,41175112","1,2819096"
27/02/2008 14.00,"1,03491402","8,50879003","1,33501775"
27/02/2008 15.00,"1,24777496","9,42555369","1,3220883"
27/02/2008 16.00,"1,11121202","9,14592799","1,3176769"
27/02/2008 17.00,"0,90161598","8,25214639","1,3046704"
27/02/2008 18.00,"0,82799101","9,21104633","1,30188395"
27/02/2008 19.00,"0,887514","10,59639907","1,37140375"
27/02/2008 20.00,"1,104532","18,09266184","1,4896571"
27/02/2008 21.00,"0,79177201","17,91007505","1,47231625"
27/02/2008 22.00,"0,74115402","34,95829095","1,608183"
27/02/2008 23.00,"0,829772","29,04912945","1,6954703"
28/02/2008 0.00,"0,704638","24,93901278","1,7823321"
28/02/2008 1.00,"0,861983","34,99916508","1,82537545"
28/02/2008 2.00,"0,66055202","12,42992639","1,5926994"
28/02/2008 3.00,"0,64986402","8,35301689","1,47595485"
28/02/2008 4.00,"0,63546598","7,64565368","1,4051965"
28/02/2008 5.00,"0,65684098","19,09625058","1,407945"
28/02/2008 6.00,"0,72230202","17,96115173","1,3892092"
28/02/2008 7.00,"0,85277998","13,02365651","1,38162265"
28/02/2008 8.00,"0,70597398","25,10882946","1,48737435"
28/02/2008 9.00,"0,86896002","77,23282545","1,6643881"
28/02/2008 10.00,"0,95713198","33,02518725","1,5766362"
28/02/2008 11.00,"1,06846094","12,10305938","1,375584"
28/02/2008 12.00,"0,96054602","8,30960529","1,28206485"
28/02/2008 13.00,"1,06415606","6,51565985","1,26255625"
28/02/2008 14.00,"1,17607903","5,71381025","1,25043985"
28/02/2008 15.00,"0,89508498","5,55803711","1,25094355"
28/02/2008 16.00,"1,07944596","5,98194491","1,2348401"
28/02/2008 17.00,"0,80216199","7,40560986","1,26232395"
28/02/2008 18.00,"0,845061","7,88825001","1,26228485"
28/02/2008 19.00,"0,76950598","12,11454664","1,36520985"
28/02/2008 20.00,"0,77143502","18,72086693","1,40422935"
28/02/2008 21.00,"0,75273198","20,71654398","1,54284345"
28/02/2008 22.00,"0,898202","49,08514644","1,82510405"
28/02/2008 23.00,"0,85470998","52,43552721","1,9983642"
29/02/2008 0.00,"0,84565502","24,39764217","1,85951665"
29/02/2008 1.00,,"13,48841776","1,61712425"
29/02/2008 2.00,,,"1,510019"
29/02/2008 3.00,,"9,58771094",
29/02/2008 4.00,,"7,55116916","1,41194815"
29/02/2008 5.00,,"7,48477363","1,4186791"
29/02/2008 6.00,,"7,45668277","1,38069115"
29/02/2008 7.00,,"8,04402502","1,4492783"
29/02/2008 8.00,,"11,43399708","1,457556"
29/02/2008 9.00,,"21,18385962","1,4978658"
29/02/2008 10.00,,"23,39021619","1,56405405"
29/02/2008 11.00,,"14,18428806","1,38366965"
29/02/2008 12.00,"0,53279603","10,39849153","1,3445593"
29/02/2008 13.00,"0,65052801","11,48380032","1,30339965"
29/02/2008 14.00,"1,21073496","11,72639853","1,24575935"
29/02/2008 15.00,"0,86764801","8,03891623","1,24084655"
29/02/2008 16.00,"1,16078806","8,74244973","1,2426256"
29/02/2008 17.00,"0,93037897","7,56904431","1,25365065"
29/02/2008 18.00,"0,60804302","7,24600513","1,23314845"
29/02/2008 19.00,,"9,8992572","1,26548875"
29/02/2008 20.00,,"13,29689622","1,29519785"
29/02/2008 21.00,,"28,40434146","1,40823365"
29/02/2008 22.00,,"68,32822788","1,74614275"
29/02/2008 23.00,,"177,54437349","2,1431216"
01/03/2008 0.00,,"120,32709975","2,0727163"
01/03/2008 1.00,,"48,47098113","1,8199141"
01/03/2008 2.00,,"34,40926467","1,7389863"
01/03/2008 3.00,,"26,00900082","1,6038222"
01/03/2008 4.00,,"14,24813297","1,48974105"
01/03/2008 5.00,,"9,82392503","1,45036045"
01/03/2008 6.00,,"7,13899128","1,39109175"
01/03/2008 7.00,,"6,84252875","1,3621221"
01/03/2008 8.00,,"15,85948785","1,3767455"
01/03/2008 9.00,,"30,38597496","1,43500335"
01/03/2008 10.00,,"20,93742981","1,41624225"
01/03/2008 11.00,,"10,60661478","1,3124513"
01/03/2008 12.00,,"7,13875239","1,2380992"
01/03/2008 13.00,,"6,63568082","1,2017362"
01/03/2008 14.00,,"6,88466315","1,20742295"
01/03/2008 15.00,,"7,41199397","1,2404981"
01/03/2008 16.00,,"5,69465978","1,2328"
01/03/2008 17.00,,"5,42269352","1,2310589"
01/03/2008 18.00,,"5,85936955","1,2651403"
01/03/2008 19.00,,"7,06086582","1,27856425"
01/03/2008 20.00,,"8,33897147","1,26069095"
01/03/2008 21.00,,"9,9426688","1,2702463"
01/03/2008 22.00,,"14,20727388","1,3047532"
01/03/2008 23.00,,"11,21949725","1,31345755"
02/03/2008 0.00,,"7,9840136","1,2892788"
02/03/2008 1.00,,"8,72329739","1,27593305"
02/03/2008 2.00,"0,84016699",,"1,28854395"
02/03/2008 3.00,"0,743141","15,37685335",
02/03/2008 4.00,"0,96247298","9,92479366","1,2095516"
02/03/2008 5.00,"0,70118302","10,39210554","1,23586015"
02/03/2008 6.00,"0,72353703","10,90283842","1,19597125"
02/03/2008 7.00,"0,79071802","12,76955975","1,23420185"
02/03/2008 8.00,"0,68386102","15,59263226","1,2517543"
02/03/2008 9.00,"0,884525","20,49563934","1,35768885"
02/03/2008 10.00,"0,95474797","14,40518142","1,2895226"
02/03/2008 11.00,"0,86111701","10,76366323","1,2205065"
02/03/2008 12.00,"1,06230795","10,27464461","1,20677435"
02/03/2008 13.00,"1,19245505","7,19876381","1,2039189"
02/03/2008 14.00,"1,56651294","8,22916433","1,1708196"
02/03/2008 15.00,"1,602561","7,10172491","1,19940515"
02/03/2008 16.00,"1,47639298","5,97939052","1,1622544"
02/03/2008 17.00,"1,19994605","5,52483934","1,1687358"
02/03/2008 18.00,"0,93830401","6,47990769","1,1329363"
02/03/2008 19.00,"0,81131703","16,24892821","1,2214334"
02/03/2008 20.00,"0,94842798","24,29422479","1,32559235"
02/03/2008 21.00,"0,81242901","19,18689597","1,28531705"
02/03/2008 22.00,"0,82021201","16,74561002","1,2673782"
02/03/2008 23.00,"0,73617703","12,36609277","1,1834719"
03/03/2008 0.00,"0,79118598","10,27081301","1,225716"
03/03/2008 1.00,"0,84601903","9,22509176","1,178612"
03/03/2008 2.00,"0,71148199","7,52052391","1,2075069"
03/03/2008 3.00,"0,805933","4,88897858","1,15018055"
03/03/2008 4.00,"0,78205699","6,75825807","1,1178138"
03/03/2008 5.00,"0,77632201","7,78099727","1,1616771"
03/03/2008 6.00,"0,78644598","7,20897764","1,16109865"
03/03/2008 7.00,"0,75700998","11,93196173","1,15473225"
03/03/2008 8.00,"0,79867601","20,56331772","1,19361835"
03/03/2008 9.00,"0,80727899","23,02759701","1,23458825"
03/03/2008 10.00,"0,84590203","18,79491814","1,25665445"
03/03/2008 11.00,"0,83993298","12,73508666","1,22220505"
03/03/2008 12.00,"0,75613302","12,01623994","1,1777633"
03/03/2008 13.00,"0,758591","9,46130397","1,16287195"
03/03/2008 14.00,"0,79071802","8,67094727","1,1767605"
03/03/2008 15.00,"0,744546","8,86630229","1,15338215"
03/03/2008 16.00,"0,63564098","7,7937655","1,16375975"
03/03/2008 17.00,"0,59976798","8,55092631","1,1506049"
03/03/2008 18.00,"0,748115","9,25445793","1,187099"
03/03/2008 19.00,"0,70861501","9,22764615","1,1448572"
03/03/2008 20.00,"0,763448","10,7343027","1,1833569"
03/03/2008 21.00,"0,70516199","11,53869918","1,21931165"
03/03/2008 22.00,"0,69252199","9,81243212","1,21371805"
03/03/2008 23.00,"0,67561001","8,65434933","1,2212402"
04/03/2008 0.00,"0,77971601","6,56673277","1,2200833"
04/03/2008 1.00,,"4,19438359","1,19165185"
04/03/2008 2.00,,,"1,15662285"
04/03/2008 3.00,,"4,00541457",
04/03/2008 4.00,,"3,17292159","1,1353835"
04/03/2008 5.00,,"3,18696513","1,16799175"
04/03/2008 6.00,,"3,71557316","1,12014255"
04/03/2008 7.00,,"6,12622702","1,118789"
04/03/2008 8.00,,"14,21621051","1,17499295"
04/03/2008 9.00,,"13,9697807","1,21162505"
04/03/2008 10.00,,"11,56806912","1,18184005"
04/03/2008 11.00,,"10,72919014","1,1698881"
04/03/2008 12.00,,"7,98912051","1,14339095"
04/03/2008 13.00,,"7,73630847","1,13797445"
04/03/2008 14.00,,"7,15918193","1,1503151"
04/03/2008 15.00,,"7,56266019","1,10803535"
04/03/2008 16.00,,"6,80422406","1,120491"
04/03/2008 17.00,,"7,00851571","1,1207624"
04/03/2008 18.00,,"7,25238924","1,14950205"
04/03/2008 19.00,,"8,89183875","1,17507115"
04/03/2008 20.00,,"10,97433899","1,21147095"
04/03/2008 21.00,,"11,12883493","1,22667165"
04/03/2008 22.00,,"8,10658896","1,21738885"
04/03/2008 23.00,,"6,19389788","1,1564262"
05/03/2008 0.00,,"4,9936788","1,186869"
05/03/2008 1.00,,"6,38797757","1,1702354"
05/03/2008 2.00,,"6,81060818","1,16775945"
05/03/2008 3.00,,"5,94236303","1,16180245"
05/03/2008 4.00,,"5,49164157","1,14335185"
05/03/2008 5.00,,"5,21584747","1,1260225"
05/03/2008 6.00,,"8,46793094","1,1492318"
05/03/2008 7.00,,"15,43175222","1,15124315"
05/03/2008 8.00,,"26,93213919","1,25026735"
05/03/2008 9.00,,"72,28639737","1,3308421"
05/03/2008 10.00,,"45,71430039","1,3149836"
05/03/2008 11.00,,"14,44093735","1,15932765"
05/03/2008 12.00,,"10,36529753","1,1198332"
05/03/2008 13.00,,"12,14136594","1,1336033"
05/03/2008 14.00,,"9,0105844","1,1345325"
05/03/2008 15.00,,"9,14337359","1,12637095"
05/03/2008 16.00,,"7,93038629","1,09998995"
05/03/2008 17.00,,"7,29963244","1,12420435"
05/03/2008 18.00,,"8,41558271","1,14168895"
05/03/2008 19.00,,"8,81012246","1,15309925"
05/03/2008 20.00,,"8,27130061","1,1268344"
05/03/2008 21.00,,"8,4066442","1,1713578"
05/03/2008 22.00,,"9,00675468","1,1761924"
05/03/2008 23.00,,"7,46178969","1,15186185"
06/03/2008 0.00,,"4,9987876","1,12582815"
06/03/2008 1.00,,"3,91986481","1,1158105"
06/03/2008 2.00,,,"1,08854055"
06/03/2008 3.00,,"3,01076246",
06/03/2008 4.00,,"2,69027956","1,14795645"
06/03/2008 5.00,,"2,80264109","1,1591839"
06/03/2008 6.00,,"3,05289874","1,16030745"
06/03/2008 7.00,,"4,10373068","1,1363426"
06/03/2008 8.00,,"5,10987005","1,12058645"
06/03/2008 9.00,"0,53305","7,50392409","1,17149465"
06/03/2008 10.00,"0,64957899","10,09333126","1,2199246"
06/03/2008 11.00,"0,641289","9,44343071","1,1995995"
06/03/2008 12.00,"0,58549398","7,55372168","1,1745134"
06/03/2008 13.00,"0,49451101","6,71229207","1,15697705"
06/03/2008 14.00,"0,50318301","6,87444932","1,18229545"
06/03/2008 15.00,"0,53207999","6,10196588","1,1324717"
06/03/2008 16.00,"0,49774501","5,7406239","1,11152905"
06/03/2008 17.00,"0,533521","6,84125155","1,1187683"
06/03/2008 18.00,"0,57261801","8,02487268","1,17292755"
06/03/2008 19.00,"0,652695","8,62498316","1,1795849"
06/03/2008 20.00,"0,59754699","9,433215","1,20896855"
06/03/2008 21.00,"0,53019899","7,59330356","1,21148475"
06/03/2008 22.00,"0,55694997","6,60631465","1,19770315"
06/03/2008 23.00,"0,65207797","9,75369978","1,18252775"
07/03/2008 0.00,"0,57929099","9,08336405","1,2334348"
07/03/2008 1.00,"0,71284002","6,93956766","1,2395137"
07/03/2008 2.00,"0,88190103","4,8047079","1,20784615"
07/03/2008 3.00,"0,77201599","3,97476932","1,16030745"
07/03/2008 4.00,"0,81134897","3,17802662","1,1838054"
07/03/2008 5.00,"0,781335","4,11394262","1,17792085"
07/03/2008 6.00,"0,623151","3,53426357","1,159338"
07/03/2008 7.00,"0,60771799","3,82793469","1,15473225"
07/03/2008 8.00,"0,55024701","5,62187825","1,15864225"
07/03/2008 9.00,"0,70102298","12,02389561","1,1801277"
07/03/2008 10.00,"0,72486401","16,97415717","1,1932515"
07/03/2008 11.00,"0,717044","15,24278131","1,24350075"
07/03/2008 12.00,"0,80147201","12,4197182","1,261619"
07/03/2008 13.00,"0,80967301","9,38341741","1,2488816"
07/03/2008 14.00,"0,93587297","7,51924859","1,19077325"
07/03/2008 15.00,"0,60495502","7,71843333","1,1663461"
07/03/2008 16.00,"0,63073599","6,09686085","1,16572625"
07/03/2008 17.00,"0,55468601","6,38287066","1,1778438"
07/03/2008 18.00,"0,667952","7,1949341","1,20993685"
07/03/2008 19.00,"0,77360302","11,21949725","1,2527134"
07/03/2008 20.00,"0,73359501","15,21342078","1,3220883"
07/03/2008 21.00,"0,88772202","22,99185801","1,4017189"
07/03/2008 22.00,"0,85182798","28,15917192","1,5250978"
07/03/2008 23.00,"0,70734298","25,13565252","1,51050315"
08/03/2008 0.00,"0,65293002","15,31939256","1,40520455"
08/03/2008 1.00,,"10,05885629","1,3369923"
08/03/2008 2.00,,,"1,2777995"
08/03/2008 3.00,,"8,06828428",
08/03/2008 4.00,,"7,76822904","1,26291505"
08/03/2008 5.00,,"5,85681703","1,2377105"
08/03/2008 6.00,,"5,76488504","1,2094665"
08/03/2008 7.00,,"11,31780771","1,28484785"
08/03/2008 8.00,,"19,65039318","1,33833665"
08/03/2008 9.00,,"18,39144929","1,3318702"
08/03/2008 10.00,,"12,87809533","1,3096246"
08/03/2008 11.00,,"7,86654515","1,2344767"
08/03/2008 12.00,,"6,90509269","1,20592105"
08/03/2008 13.00,,"7,5166942","1,1904156"
08/03/2008 14.00,,"8,22278021","1,1906502"
08/03/2008 15.00,,"7,94443172","1,2104785"
08/03/2008 16.00,,"5,25287496","1,1842217"
08/03/2008 17.00,,"5,5542074","1,1937667"
08/03/2008 18.00,,"7,33665992","1,1894427"
08/03/2008 19.00,,"12,99683722","1,27939455"
08/03/2008 20.00,,"15,35897068","1,30510625"
08/03/2008 21.00,,"13,77570665","1,28130355"
08/03/2008 22.00,,"19,38863322","1,3593345"
08/03/2008 23.00,,"27,82721304","1,44827435"
09/03/2008 0.00,,"23,31488214","1,4351057"
09/03/2008 1.00,,"7,85888384","1,2513449"
09/03/2008 2.00,,"10,83005877","1,23217785"
09/03/2008 3.00,,"7,59075105","1,28870495"
09/03/2008 4.00,,"4,41272066","1,2151153"
09/03/2008 5.00,,"2,50130866","1,19337685"
09/03/2008 6.00,,"3,7819687","1,20966085"
09/03/2008 7.00,,"8,74117441","1,22232235"
09/03/2008 8.00,,"7,29452552","1,2388789"
09/03/2008 9.00,,"6,56162585","1,2313993"
09/03/2008 10.00,,"4,85578269","1,24246345"
09/03/2008 11.00,,"6,79017676","1,2827445"
09/03/2008 12.00,,"4,82513744","1,24495665"
09/03/2008 13.00,,"4,9528216","1,25087685"
09/03/2008 14.00,,"5,84404692","1,25037085"
09/03/2008 15.00,,"8,18192113","1,3331168"
09/03/2008 16.00,,"6,37137775","1,375929"
09/03/2008 17.00,,"7,81036532","1,3292597"
09/03/2008 18.00,,"7,7477995","1,33825845"
09/03/2008 19.00,,"14,04256224","1,39412315"
09/03/2008 20.00,,"66,07078335","1,63592905"
09/03/2008 21.00,,"146,39602923","1,941821"
09/03/2008 22.00,,"163,29231864","2,0253064"
09/03/2008 23.00,,"119,46520674","2,02067075"
10/03/2008 0.00,,"202,8713049","2,51846435"
10/03/2008 1.00,,"218,7144036","2,52512745"
10/03/2008 2.00,"0,75646102",,"2,56439535"
10/03/2008 3.00,"0,74131399","99,88890615",
10/03/2008 4.00,"0,69498199","56,21750343","1,7752044"
10/03/2008 5.00,"0,64330399","37,88862561","1,70082355"
10/03/2008 6.00,"0,58984399","45,69131457","1,61720015"
10/03/2008 7.00,"0,57024199","52,13420982","1,5403445"
10/03/2008 8.00,"0,5248","83,60676324","1,59259935"
10/03/2008 9.00,"0,72082102",,"1,6640408"
10/03/2008 10.00,"0,88031101",,"1,5217398"
10/03/2008 11.00,"1,06831205","17,91902109","1,33252225"
10/03/2008 12.00,"0,81794","12,75552185","1,2562462"
10/03/2008 13.00,"0,64864999","9,78689567","1,23064145"
10/03/2008 14.00,"0,69409102","9,70007247","1,2773648"
10/03/2008 15.00,"0,66914302","9,18168016","1,21470475"
10/03/2008 16.00,"0,54529399","8,55092631","1,2128107"
10/03/2008 17.00,"0,77428102","8,82289069","1,18635265"
10/03/2008 18.00,"0,94535398","10,28230028","1,22429805"
10/03/2008 19.00,"0,74844199","13,76548906","1,255202"
10/03/2008 20.00,"0,73685902","14,10002114","1,29043915"
10/03/2008 21.00,"0,73864102","14,19960881","1,34625325"
10/03/2008 22.00,"0,71636599","16,13273696","1,3636585"
10/03/2008 23.00,"0,64330399","11,6497854","1,3230842"
11/03/2008 0.00,"0,71280199","9,72688424","1,32679755"
11/03/2008 1.00,"0,70745599","7,21919336","1,2875768"
11/03/2008 2.00,"0,90169501","5,28096581","1,25214645"
11/03/2008 3.00,"0,77071702","4,7638507","1,2558989"
11/03/2008 4.00,"0,68963599","5,25925907","1,24765915"
11/03/2008 5.00,"0,69587302","4,42038386","1,2533068"
11/03/2008 6.00,"0,78497303","5,17243587","1,2575227"
11/03/2008 7.00,"0,780518","10,73940773","1,2328069"
11/03/2008 8.00,"0,78140903","20,77017129","1,31194415"
11/03/2008 9.00,"0,80635703","21,80949903","1,30204265"
11/03/2008 10.00,"0,66914302","17,97903251","1,3422685"
11/03/2008 11.00,"0,82061303","14,17025016","1,293842"
11/03/2008 12.00,"0,60766399","11,5821089","1,23118195"
11/03/2008 13.00,"0,54796702","9,49833334","1,187398"
11/03/2008 14.00,"0,50787097","9,28254878","1,1884422"
11/03/2008 15.00,"0,50252497","9,22126016","1,1888677"
11/03/2008 16.00,"0,51499897","8,40281261","1,1940887"
11/03/2008 17.00,"0,54440302","8,8739636","1,22499265"
11/03/2008 18.00,"0,53192902","9,82775475","1,2464988"
11/03/2008 19.00,"0,63706702","14,40518142","1,323006"
11/03/2008 20.00,"0,775172","17,00736058","1,3934412"
11/03/2008 21.00,"0,77962703","27,59353641","1,4487907"
11/03/2008 22.00,"0,84199798","116,10837414","1,8201878"
11/03/2008 23.00,"0,92396998","137,30634126","1,95873635"
12/03/2008 0.00,"0,94178998","122,22702261","2,01563375"
12/03/2008 1.00,,"103,53039048","1,95684115"
12/03/2008 2.00,"0,79686201",,"1,6339867"
12/03/2008 3.00,"0,63072699","11,29610097",
