, Brindisi,,,
,Via Dei Mille,,,
Parm,SO2,NO2,NOX,PM10



29/06/2009 17.00,"1,1","9,8","15,4",
29/06/2009 18.00,"0,4","12,9","17,8","10,7"
29/06/2009 19.00,"0,3","21,2","27,4",
29/06/2009 20.00,"0,3","17,0","20,9","18,6"
29/06/2009 21.00,"0,1","30,7","38,2",
29/06/2009 22.00,"0,2","43,8","50,0","19,0"
29/06/2009 23.00,"0,0","39,8","45,7",
30/06/2009 0.00,"0,2","41,3","52,4","21,0"
30/06/2009 1.00,"0,0","25,7","34,2",
30/06/2009 2.00,"0,0","9,5","11,8","13,7"
30/06/2009 3.00,"0,1","17,6","21,5",
30/06/2009 4.00,"0,0","19,6","27,7","15,1"
30/06/2009 5.00,"0,0","22,2","25,5",
30/06/2009 6.00,"0,1","39,1","53,2","22,0"
30/06/2009 7.00,"0,1","26,1","38,7",
30/06/2009 8.00,"0,2","10,6","15,5","18,6"
30/06/2009 9.00,"0,2","14,9","22,9",
30/06/2009 10.00,"1,3","11,4","17,6","14,2"
30/06/2009 11.00,"0,9","20,0","28,3",
30/06/2009 12.00,"1,2","23,1","34,6","20,0"
30/06/2009 13.00,"0,4","29,1","41,4",
30/06/2009 14.00,"0,1","23,9","34,7","18,6"
30/06/2009 15.00,"0,6","14,6","22,2",
30/06/2009 16.00,"0,6","17,5","26,5","11,2"
30/06/2009 17.00,"0,0","8,1","11,7",
30/06/2009 18.00,"0,5","17,1","24,6","5,9"
30/06/2009 19.00,"0,1","14,1","18,6",
30/06/2009 20.00,"0,1","27,9","36,0","21,5"
30/06/2009 21.00,"0,1","31,9","38,8",
30/06/2009 22.00,"0,3","46,6","59,7","23,4"
30/06/2009 23.00,"0,4","52,7","68,8",
01/07/2009 0.00,"0,3","57,8","79,6","27,8"
01/07/2009 1.00,,"23,6","28,0",
01/07/2009 2.00,"0,3",,,"16,1"
01/07/2009 3.00,"0,0","11,0","13,8",
01/07/2009 4.00,"0,0","9,1","11,3","22,0"
01/07/2009 5.00,"0,0","12,3","14,5",
01/07/2009 6.00,"0,0","31,7","42,2","23,4"
01/07/2009 7.00,"0,0","28,0","38,4",
01/07/2009 8.00,"0,2","20,3","29,4","14,7"
01/07/2009 9.00,"0,3","25,0","38,1",
01/07/2009 10.00,"0,2","20,1","31,5","13,2"
01/07/2009 11.00,"0,7","16,1","23,5",
01/07/2009 12.00,"0,8","13,4","19,8","12,7"
01/07/2009 13.00,"0,2","12,8","19,2",
01/07/2009 14.00,"0,8","11,8","17,2","10,3"
01/07/2009 15.00,"1,0","14,6","22,0",
01/07/2009 16.00,"1,2","9,0","14,4","15,6"
01/07/2009 17.00,"1,3","16,1","21,8",
01/07/2009 18.00,"1,3","15,7","20,3","11,7"
01/07/2009 19.00,"0,8","17,7","22,4",
01/07/2009 20.00,"0,4","32,9","37,9","18,6"
01/07/2009 21.00,"0,8","44,9","54,4",
01/07/2009 22.00,"0,2","33,1","38,4","27,4"
01/07/2009 23.00,"0,1","27,3","34,2",
02/07/2009 0.00,"0,1","26,6","37,0","25,4"
02/07/2009 1.00,"0,6","33,6","46,5",
02/07/2009 2.00,"0,3","11,9","14,7","15,6"
02/07/2009 3.00,"0,1","9,2","11,3",
02/07/2009 4.00,"0,1","15,4","18,5","26,4"
02/07/2009 5.00,"0,2","24,1","28,3",
02/07/2009 6.00,"0,3","29,3","40,1","25,4"
02/07/2009 7.00,"0,8","40,1","66,3",
02/07/2009 8.00,"0,8","36,3","50,0","24,4"
02/07/2009 9.00,"2,4","24,5","33,5",
02/07/2009 10.00,,,,"17,6"
02/07/2009 11.00,,"15,2","20,9",
02/07/2009 12.00,"1,9","15,1","21,0","8,3"
02/07/2009 13.00,"1,7","21,5","30,4",
02/07/2009 14.00,"1,7","14,3","21,3","14,7"
02/07/2009 15.00,"2,0","23,2","31,7",
02/07/2009 16.00,"2,0","20,2","27,0","18,1"
02/07/2009 17.00,"2,4","18,6","25,1",
02/07/2009 18.00,"2,0","16,5","20,7","17,6"
02/07/2009 19.00,"0,7","22,1","28,0",
02/07/2009 20.00,"0,1","21,8","25,6","25,4"
02/07/2009 21.00,"0,1","17,9","20,1",
02/07/2009 22.00,"0,1","43,7","50,9","32,2"
02/07/2009 23.00,"0,1","55,7","68,3",
03/07/2009 0.00,"0,1","51,0","60,2","30,3"
03/07/2009 1.00,,"24,4","27,8",
03/07/2009 2.00,"0,6",,,"23,0"
03/07/2009 3.00,"0,2","17,9","22,2",
03/07/2009 4.00,"0,2","18,6","21,1","26,4"
03/07/2009 5.00,"0,1","19,7","22,2",
03/07/2009 6.00,"0,2","33,5","46,4","29,8"
03/07/2009 7.00,"0,2","40,2","58,1",
03/07/2009 8.00,"0,2","27,4","37,7","23,4"
03/07/2009 9.00,"0,2","20,3","29,7",
03/07/2009 10.00,"0,3","23,0","35,1","19,5"
03/07/2009 11.00,"0,2","22,0","32,6",
03/07/2009 12.00,"0,4","17,1","24,6","16,1"
03/07/2009 13.00,"0,3","18,9","26,4",
03/07/2009 14.00,"0,2","20,2","30,8","17,6"
03/07/2009 15.00,"0,2","19,1","27,4",
03/07/2009 16.00,"0,2","18,5","27,2","19,0"
03/07/2009 17.00,"0,1","23,7","31,2",
03/07/2009 18.00,"0,2","26,6","35,9","24,4"
03/07/2009 19.00,"0,2","25,6","32,3",
03/07/2009 20.00,"0,1","34,8","41,5","34,2"
03/07/2009 21.00,"0,1","43,5","52,7",
03/07/2009 22.00,"0,3","42,2","50,6","25,4"
03/07/2009 23.00,"0,2","45,0","56,2",
04/07/2009 0.00,"0,1","31,3","41,9","29,3"
04/07/2009 1.00,"0,2","23,4","32,6",
04/07/2009 2.00,"0,1","18,4","25,9","17,6"
04/07/2009 3.00,"0,0","10,2","14,1",
04/07/2009 4.00,"0,1","9,2","12,0","20,0"
04/07/2009 5.00,"0,1","12,7","15,8",
04/07/2009 6.00,"0,2","23,2","29,0","20,5"
04/07/2009 7.00,"0,2","37,1","54,6",
04/07/2009 8.00,"0,1","19,7","29,3","22,5"
04/07/2009 9.00,"0,2","14,9","22,1",
04/07/2009 10.00,"0,2","20,6","29,7","19,0"
04/07/2009 11.00,"0,3","20,0","29,1",
04/07/2009 12.00,"0,2","16,5","23,5","14,2"
04/07/2009 13.00,"0,3","12,8","19,9",
04/07/2009 14.00,"0,2","13,4","19,7","16,6"
04/07/2009 15.00,"0,8","15,6","24,0",
04/07/2009 16.00,"1,9","15,3","21,1","16,1"
04/07/2009 17.00,"2,0","18,8","25,0",
04/07/2009 18.00,"1,1","16,1","20,5","25,9"
04/07/2009 19.00,"0,3","28,6","35,8",
04/07/2009 20.00,"0,2","30,7","37,3","30,8"
04/07/2009 21.00,"0,1","38,9","45,1",
04/07/2009 22.00,"0,1","29,6","34,7","36,6"
04/07/2009 23.00,"0,2","29,7","36,0",
05/07/2009 0.00,"0,2","31,6","39,8","34,2"
05/07/2009 1.00,,"33,5","43,0",
05/07/2009 2.00,"1,1",,,"23,4"
05/07/2009 3.00,"0,2","37,0","46,9",
05/07/2009 4.00,"0,1","15,0","17,4","28,8"
05/07/2009 5.00,"0,3","37,8","49,1",
05/07/2009 6.00,"0,1","19,2","24,6","27,4"
05/07/2009 7.00,"0,1","27,2","35,0",
05/07/2009 8.00,"0,1","19,6","26,7","28,8"
05/07/2009 9.00,"0,1","15,7","21,7",
05/07/2009 10.00,"0,1","13,4","18,9","22,5"
05/07/2009 11.00,"1,3","11,6","15,8",
05/07/2009 12.00,"1,9","13,9","19,2","23,4"
05/07/2009 13.00,"0,5","6,5","9,4",
05/07/2009 14.00,"1,6","5,7","8,6","23,0"
05/07/2009 15.00,"1,5","10,2","13,8",
05/07/2009 16.00,"1,8","28,9","35,3","30,8"
05/07/2009 17.00,"1,9","33,0","41,5",
05/07/2009 18.00,"2,0","37,6","46,0","27,8"
05/07/2009 19.00,"1,1","31,7","37,8",
05/07/2009 20.00,"1,5","48,7","57,5","29,3"
05/07/2009 21.00,"1,1","23,0","28,3",
05/07/2009 22.00,"0,1","25,2","30,5","25,9"
05/07/2009 23.00,"0,2","46,8","56,1",
06/07/2009 0.00,"0,7","60,1","78,9","26,4"
06/07/2009 1.00,"0,2","38,0","51,6",
06/07/2009 2.00,"0,1","19,3","25,0","13,2"
06/07/2009 3.00,"0,1","13,0","16,8",
06/07/2009 4.00,"0,1","8,6","10,4","15,6"
06/07/2009 5.00,"0,1","13,4","15,6",
06/07/2009 6.00,"1,9","24,8","33,9","17,1"
06/07/2009 7.00,"1,1","28,2","38,3",
06/07/2009 8.00,"0,1","18,5","27,3","18,6"
06/07/2009 9.00,"0,1","15,8","23,1",
06/07/2009 10.00,"0,1","15,2","20,4","16,6"
06/07/2009 11.00,"0,2","14,6","20,5",
06/07/2009 12.00,"0,5","16,8","23,9","14,7"
06/07/2009 13.00,"0,2","11,9","16,3",
06/07/2009 14.00,"0,1","12,4","17,4","12,2"
06/07/2009 15.00,"0,0","10,7","16,1",
06/07/2009 16.00,"0,0","20,9","26,4","15,1"
06/07/2009 17.00,"1,9","31,8","41,1",
06/07/2009 18.00,"2,6","45,0","54,5","22,5"
06/07/2009 19.00,"3,0","33,6","40,0",
06/07/2009 20.00,"0,3","34,6","42,5","28,8"
06/07/2009 21.00,"0,1","37,6","46,5",
06/07/2009 22.00,"0,1","43,4","51,1","23,0"
06/07/2009 23.00,"0,0","41,7","50,4",
07/07/2009 0.00,"0,1","34,6","41,2","27,8"
07/07/2009 1.00,,"29,1","35,2",
07/07/2009 2.00,"0,6",,,"18,6"
07/07/2009 3.00,"0,1","13,6","15,5",
07/07/2009 4.00,"0,0","16,0","17,8","24,4"
07/07/2009 5.00,"0,0","23,6","26,7",
07/07/2009 6.00,"0,1","36,4","46,2","24,4"
07/07/2009 7.00,"0,2","55,6","80,8",
07/07/2009 8.00,"0,0","35,5","47,2","28,8"
07/07/2009 9.00,,"20,7","26,9",
07/07/2009 10.00,,"25,2","31,2","25,4"
07/07/2009 11.00,"0,1","24,4","31,5",
07/07/2009 12.00,"0,0","24,4","33,7","16,6"
07/07/2009 13.00,"0,0","18,0","26,1",
07/07/2009 14.00,"0,0","14,3","21,3","18,6"
07/07/2009 15.00,"0,0","12,6","18,7",
07/07/2009 16.00,"0,1","20,1","25,9","18,1"
07/07/2009 17.00,"0,7","25,6","32,4",
07/07/2009 18.00,"0,8","35,1","43,3","16,1"
07/07/2009 19.00,"0,1","30,4","36,8",
07/07/2009 20.00,"0,1","35,1","42,2","31,3"
07/07/2009 21.00,"0,0","36,9","44,5",
07/07/2009 22.00,"0,0","26,9","32,2","26,9"
07/07/2009 23.00,"0,0","18,5","22,3",
08/07/2009 0.00,"0,0","16,2","20,1","23,0"
08/07/2009 1.00,"0,0","12,8","16,7",
08/07/2009 2.00,"0,0","9,4","11,6","19,0"
08/07/2009 3.00,"0,0","7,8","9,6",
08/07/2009 4.00,"0,0","11,3","14,2","15,1"
08/07/2009 5.00,"0,0","14,4","17,2",
08/07/2009 6.00,"0,0","26,6","36,1","23,9"
08/07/2009 7.00,"0,2","37,2","52,3",
08/07/2009 8.00,"0,1","39,0","54,2","21,5"
08/07/2009 9.00,"1,9","29,9","40,2",
08/07/2009 10.00,"4,5","27,5","37,3","13,2"
08/07/2009 11.00,"1,6","22,9","30,6",
08/07/2009 12.00,"1,7","28,2","37,6","12,7"
08/07/2009 13.00,"1,5","22,4","30,9",
08/07/2009 14.00,"1,1","18,8","24,9","14,7"
08/07/2009 15.00,"0,3","14,6","19,3",
08/07/2009 16.00,"1,3","15,1","19,6","16,1"
08/07/2009 17.00,"1,2","18,0","23,6",
08/07/2009 18.00,"0,1","18,9","24,2","17,6"
08/07/2009 19.00,"0,1","22,1","26,7",
08/07/2009 20.00,"0,0","26,1","30,7","31,3"
08/07/2009 21.00,"0,0","25,7","30,1",
08/07/2009 22.00,"0,0","19,9","24,8","30,8"
08/07/2009 23.00,"0,0","20,2","24,7",
09/07/2009 0.00,"0,0","21,5","28,8","31,3"
09/07/2009 1.00,,"10,1","12,9",
09/07/2009 2.00,"0,3",,,"16,1"
09/07/2009 3.00,"0,0","5,5","7,6",
09/07/2009 4.00,"0,0","6,4","8,7","12,7"
09/07/2009 5.00,"0,0","11,5","13,4",
09/07/2009 6.00,"0,0","28,1","33,7","11,7"
09/07/2009 7.00,"0,2","32,6","43,6",
09/07/2009 8.00,"0,1","20,2","29,6","15,6"
09/07/2009 9.00,"0,0","11,4","17,1",
09/07/2009 10.00,"0,0","12,7","19,0","14,2"
09/07/2009 11.00,"0,0","10,9","15,9",
09/07/2009 12.00,"0,0","16,1","24,1","19,0"
09/07/2009 13.00,"0,0","13,8","20,5",
09/07/2009 14.00,"0,0","15,9","22,7","24,9"
09/07/2009 15.00,"0,0","20,1","27,0",
09/07/2009 16.00,"1,1","25,6","34,0","20,0"
09/07/2009 17.00,"5,1","37,1","44,1",
09/07/2009 18.00,"2,4","31,2","39,4","24,4"
09/07/2009 19.00,"2,1","38,2","44,7",
09/07/2009 20.00,"2,0","63,8","79,6","30,8"
09/07/2009 21.00,"1,9","65,7","77,2",
09/07/2009 22.00,"1,9","49,7","56,3","31,7"
09/07/2009 23.00,"1,4","53,3","65,6",
10/07/2009 0.00,"0,2","51,5","65,1","29,3"
10/07/2009 1.00,,"38,9","48,0",
10/07/2009 2.00,,"18,0","21,0","23,4"
10/07/2009 3.00,,"10,0","12,1",
10/07/2009 4.00,,"15,3","17,8","15,1"
10/07/2009 5.00,,"8,2","10,3",
10/07/2009 6.00,,"14,1","18,4","18,6"
10/07/2009 7.00,,"15,1","21,3",
10/07/2009 8.00,,"16,9","25,1","18,1"
10/07/2009 9.00,,"12,1","17,7",
10/07/2009 10.00,,"11,0","15,8","19,5"
10/07/2009 11.00,,"7,9","12,5",
10/07/2009 12.00,,"9,8","16,7","23,4"
10/07/2009 13.00,,"9,7","15,5",
10/07/2009 14.00,,"12,2","18,0","22,5"
10/07/2009 15.00,,"7,6","12,6",
10/07/2009 16.00,,"7,0","10,4","15,1"
10/07/2009 17.00,,"6,5","10,2",
10/07/2009 18.00,,"13,6","19,4","22,5"
10/07/2009 19.00,,"13,6","17,8",
10/07/2009 20.00,,"26,1","34,5","31,3"
10/07/2009 21.00,,"36,9","44,2",
10/07/2009 22.00,,"61,0","73,3","23,4"
10/07/2009 23.00,,"43,8","55,3",
11/07/2009 0.00,,"33,1","41,4","26,9"
11/07/2009 1.00,,"36,2","46,0",
11/07/2009 2.00,,,,"18,1"
11/07/2009 3.00,,"3,7","6,2",
11/07/2009 4.00,,"5,4","7,3","20,5"
11/07/2009 5.00,,"9,7","12,0",
11/07/2009 6.00,,"4,6","6,7","26,4"
11/07/2009 7.00,,"4,2","6,7",
11/07/2009 8.00,,"4,7","7,0","14,2"
11/07/2009 9.00,,"4,0","6,6",
11/07/2009 10.00,,"4,0","6,2","23,9"
11/07/2009 11.00,,"5,1","7,7",
11/07/2009 12.00,,"6,6","11,1","14,2"
11/07/2009 13.00,,"4,1","7,7",
11/07/2009 14.00,,"3,3","6,2","10,7"
11/07/2009 15.00,,"3,1","5,4",
11/07/2009 16.00,,"2,4","4,7","10,7"
11/07/2009 17.00,,"4,1","6,0",
11/07/2009 18.00,,"7,5","10,9","22,0"
11/07/2009 19.00,,"10,0","13,9",
11/07/2009 20.00,,"9,3","14,1","24,4"
11/07/2009 21.00,,"14,2","21,0",
11/07/2009 22.00,,"8,7","12,9","15,6"
11/07/2009 23.00,,"8,3","12,7",
12/07/2009 0.00,,"8,3","11,9","12,7"
12/07/2009 1.00,,"10,8","14,7",
12/07/2009 2.00,,"11,0","14,4","5,9"
12/07/2009 3.00,,"5,5","7,7",
12/07/2009 4.00,,"4,1","5,8","7,3"
12/07/2009 5.00,,"3,5","6,0",
12/07/2009 6.00,,"10,0","13,1","10,3"
12/07/2009 7.00,,"4,0","6,1",
12/07/2009 8.00,,"3,6","6,9","5,9"
12/07/2009 9.00,,"3,6","6,0",
12/07/2009 10.00,,"3,6","7,1","6,3"
12/07/2009 11.00,"0,0","5,3","9,2",
12/07/2009 12.00,"0,3","7,6","12,7","6,8"
12/07/2009 13.00,"0,1","4,0","6,7",
12/07/2009 14.00,"0,4","2,4","4,3","3,9"
12/07/2009 15.00,"0,8","3,1","5,6",
12/07/2009 16.00,"0,3","2,7","5,8","7,8"
12/07/2009 17.00,"0,2","4,3","6,6",
12/07/2009 18.00,"0,5","4,8","8,0","9,8"
12/07/2009 19.00,"0,0","8,6","12,4",
12/07/2009 20.00,"0,0","12,5","15,9","13,7"
12/07/2009 21.00,"0,0","19,4","24,0",
12/07/2009 22.00,"0,0","31,9","39,0","20,0"
12/07/2009 23.00,"0,0","33,2","43,3",
13/07/2009 0.00,"0,0","29,3","42,3","16,6"
13/07/2009 1.00,,"23,7","31,3",
13/07/2009 2.00,"1,1",,,"7,8"
13/07/2009 3.00,"0,1","13,6","16,2",
13/07/2009 4.00,"1,4","9,8","11,3","5,4"
13/07/2009 5.00,"1,4","12,0","13,7",
13/07/2009 6.00,"1,5","22,2","28,6","10,3"
13/07/2009 7.00,"1,5","26,6","34,4",
13/07/2009 8.00,"1,4","12,4","18,2","8,3"
13/07/2009 9.00,"1,4","12,7","19,7",
13/07/2009 10.00,"2,4","11,6","17,2","10,3"
13/07/2009 11.00,"3,1","10,9","17,7",
13/07/2009 12.00,"2,9","11,0","16,3","4,9"
13/07/2009 13.00,"2,7","10,9","17,4",
13/07/2009 14.00,"3,0","10,3","15,9","8,8"
13/07/2009 15.00,"2,0","5,0","8,6",
13/07/2009 16.00,"3,0","7,1","11,2","10,7"
13/07/2009 17.00,"2,8","6,7","10,9",
13/07/2009 18.00,"4,7","14,4","18,9","11,7"
13/07/2009 19.00,"2,4","12,6","16,9",
13/07/2009 20.00,"0,7","14,0","17,4","11,2"
13/07/2009 21.00,"0,0","17,0","22,1",
13/07/2009 22.00,"0,7","27,3","32,9","16,1"
13/07/2009 23.00,"1,4","29,1","35,5",
14/07/2009 0.00,"1,4","36,0","44,1","13,7"
14/07/2009 1.00,"1,4","29,2","35,3",
14/07/2009 2.00,"1,4","21,1","26,0","6,3"
14/07/2009 3.00,"1,3","14,0","15,7",
14/07/2009 4.00,"1,4","17,9","19,8","13,2"
14/07/2009 5.00,"1,3","20,9","23,1",
14/07/2009 6.00,"1,4","45,9","69,1","20,5"
14/07/2009 7.00,"1,5","33,5","45,9",
14/07/2009 8.00,"5,4","24,4","33,4","22,5"
14/07/2009 9.00,"6,1","21,3","29,5",
14/07/2009 10.00,"8,3","25,7","35,5","11,2"
14/07/2009 11.00,"6,3","13,8","20,6",
14/07/2009 12.00,"4,9","13,0","20,4","15,1"
14/07/2009 13.00,"4,8","13,2","20,4",
14/07/2009 14.00,"4,9","8,7","12,7","7,3"
14/07/2009 15.00,"3,2","9,0","14,5",
14/07/2009 16.00,"3,1","15,0","21,3","7,3"
14/07/2009 17.00,"4,1","18,9","26,2",
14/07/2009 18.00,"4,1","13,3","18,1","15,1"
14/07/2009 19.00,"4,2","21,7","25,4",
14/07/2009 20.00,"3,4","41,9","53,8","16,6"
14/07/2009 21.00,"3,1","73,6","79,5",
14/07/2009 22.00,"3,1","70,1","84,8","28,8"
14/07/2009 23.00,"3,1","64,7","85,0",
15/07/2009 0.00,"4,1","94,3","152,8","30,8"
15/07/2009 1.00,,"69,7","101,3",
15/07/2009 2.00,"1,7",,,"29,3"
15/07/2009 3.00,"0,5","40,0","47,6",
15/07/2009 4.00,"0,5","38,7","49,4","27,4"
15/07/2009 5.00,"0,0","37,6","48,6",
15/07/2009 6.00,"0,8","44,0","69,6","38,1"
15/07/2009 7.00,"3,1","61,5","113,9",
15/07/2009 8.00,"5,4","56,1","83,9","40,5"
15/07/2009 9.00,"4,7","41,5","55,1",
15/07/2009 10.00,"4,9","37,0","47,8","30,3"
15/07/2009 11.00,"3,6","34,8","45,0",
15/07/2009 12.00,"2,6","22,5","32,1","21,0"
15/07/2009 13.00,"1,8","20,8","28,9",
15/07/2009 14.00,"1,7","17,3","24,1","15,1"
15/07/2009 15.00,"1,8","11,5","15,7",
15/07/2009 16.00,"4,3","16,5","22,1","14,7"
15/07/2009 17.00,"4,4","20,5","27,3",
15/07/2009 18.00,"9,3","27,4","34,0","18,6"
15/07/2009 19.00,"7,2","29,8","34,9",
15/07/2009 20.00,"4,2","43,2","50,5","25,9"
15/07/2009 21.00,"3,5","66,0","74,0",
15/07/2009 22.00,"3,4","110,5","145,7","23,4"
15/07/2009 23.00,"2,6","78,7","98,7",
16/07/2009 0.00,"3,0","87,4","137,8","30,3"
16/07/2009 1.00,"2,5","77,0","110,5",
16/07/2009 2.00,"0,8","39,6","45,2","29,3"
16/07/2009 3.00,"0,1","25,8","28,1",
16/07/2009 4.00,"0,0","15,4","17,2","26,4"
16/07/2009 5.00,"0,1","19,4","21,9",
16/07/2009 6.00,"0,0","31,6","38,3","29,8"
16/07/2009 7.00,"0,0","23,5","32,0",
16/07/2009 8.00,"0,0","11,4","16,7","18,6"
16/07/2009 9.00,"0,0","11,7","16,6",
16/07/2009 10.00,"0,1","17,2","22,5","29,3"
16/07/2009 11.00,"0,7","9,6","13,8",
16/07/2009 12.00,"0,0","8,5","12,4","27,4"
16/07/2009 13.00,"0,3","8,7","12,8",
16/07/2009 14.00,"1,2","7,8","11,3","19,0"
16/07/2009 15.00,"1,8","5,1","7,1",
16/07/2009 16.00,"1,3","4,2","7,0","18,6"
16/07/2009 17.00,"1,3","6,2","9,2",
16/07/2009 18.00,"0,5","7,4","10,1","23,4"
16/07/2009 19.00,"0,1","13,5","16,6",
16/07/2009 20.00,"0,1","14,9","17,6","35,2"
16/07/2009 21.00,"0,0","8,9","11,2",
16/07/2009 22.00,"0,0","8,8","11,4","36,6"
16/07/2009 23.00,"0,0","7,9","10,0",
17/07/2009 0.00,"0,0","6,2","8,8","31,7"
17/07/2009 1.00,,"5,6","8,7",
17/07/2009 2.00,"0,1",,,"29,3"
17/07/2009 3.00,"0,0","3,3","5,0",
17/07/2009 4.00,"0,0","4,7","5,9","25,9"
17/07/2009 5.00,"0,0","6,3","7,9",
17/07/2009 6.00,"0,0","9,3","12,1","33,2"
17/07/2009 7.00,"0,0","14,4","19,3",
17/07/2009 8.00,"0,0","11,8","15,9","24,4"
17/07/2009 9.00,"0,0","10,9","14,5",
17/07/2009 10.00,"0,0","10,2","14,0","23,0"
17/07/2009 11.00,"0,2","8,8","12,6",
17/07/2009 12.00,"0,6","10,1","14,9","20,0"
17/07/2009 13.00,"0,5","10,4","16,3",
17/07/2009 14.00,"0,5","11,1","16,8","26,4"
17/07/2009 15.00,"0,2","9,5","14,4",
17/07/2009 16.00,"0,6","9,0","12,2","29,8"
17/07/2009 17.00,"0,6","11,9","15,4",
17/07/2009 18.00,"0,6","50,2","59,6","24,4"
17/07/2009 19.00,"0,7","72,5","81,9",
17/07/2009 20.00,"0,9","108,4","123,7","47,9"
17/07/2009 21.00,"0,7","53,9","62,6",
17/07/2009 22.00,"0,5","29,3","33,6","46,4"
17/07/2009 23.00,"0,5","31,0","35,9",
18/07/2009 0.00,"0,4","28,9","35,0","37,6"
18/07/2009 1.00,"0,1","25,5","29,5",
18/07/2009 2.00,"0,0","14,6","17,0","28,8"
18/07/2009 3.00,"0,0","9,9","11,6",
18/07/2009 4.00,"0,0","12,7","15,0","30,8"
18/07/2009 5.00,"0,0","14,5","17,1",
18/07/2009 6.00,"0,4","38,5","47,4","28,3"
18/07/2009 7.00,"0,3","41,3","50,0",
18/07/2009 8.00,"0,2","33,1","41,5","37,1"
18/07/2009 9.00,"0,2","28,6","35,0",
18/07/2009 10.00,"0,1","19,0","24,4","36,6"
18/07/2009 11.00,"0,0","17,6","23,2",
18/07/2009 12.00,"0,1","17,4","23,6","30,8"
18/07/2009 13.00,"0,1","14,2","19,2",
18/07/2009 14.00,"0,1","10,5","14,1","38,6"
18/07/2009 15.00,"0,2","6,3","9,3",
18/07/2009 16.00,"1,8","31,7","43,4","44,4"
18/07/2009 17.00,"2,7","37,9","51,9",
18/07/2009 18.00,"1,0","33,4","45,3","52,3"
18/07/2009 19.00,"1,2","40,1","51,8",
18/07/2009 20.00,"0,7","40,4","50,4","57,6"
18/07/2009 21.00,"0,3","20,2","25,3",
18/07/2009 22.00,"0,0","6,9","10,1","47,4"
18/07/2009 23.00,"0,0","6,9","10,7",
19/07/2009 0.00,"0,0","6,7","9,5","36,6"
19/07/2009 1.00,,"5,1","7,5",
19/07/2009 2.00,,,,"20,0"
19/07/2009 3.00,,"3,6","5,5",
19/07/2009 4.00,,"3,6","5,2","24,9"
19/07/2009 5.00,,"2,7","4,6",
19/07/2009 6.00,,"5,2","7,6","20,0"
19/07/2009 7.00,,"4,7","6,8",
19/07/2009 8.00,,"6,1","9,0","11,2"
19/07/2009 9.00,,"5,0","8,9",
19/07/2009 10.00,,"5,0","7,1","21,5"
19/07/2009 11.00,,"4,3","7,4",
19/07/2009 12.00,,"4,6","7,1","13,2"
19/07/2009 13.00,,"2,6","4,1",
19/07/2009 14.00,,"1,6","3,5","16,1"
19/07/2009 15.00,,"1,8","3,6",
19/07/2009 16.00,,"1,8","3,6","18,1"
19/07/2009 17.00,,"1,7","3,6",
19/07/2009 18.00,,"4,4","6,8","19,5"
19/07/2009 19.00,,"4,0","6,9",
19/07/2009 20.00,,"5,7","8,3","16,1"
19/07/2009 21.00,,"6,2","8,8",
19/07/2009 22.00,,"8,2","11,3","21,0"
19/07/2009 23.00,,"15,4","19,1",
20/07/2009 0.00,,"9,0","12,0","12,7"
20/07/2009 1.00,,"4,8","7,0",
20/07/2009 2.00,,"4,1","5,5","5,9"
20/07/2009 3.00,,"9,8","11,2",
20/07/2009 4.00,,"5,0","6,3","11,7"
20/07/2009 5.00,,"6,6","7,9",
20/07/2009 6.00,,"6,7","9,1","11,2"
20/07/2009 7.00,,"10,0","14,8",
20/07/2009 8.00,,"11,5","18,6","12,7"
20/07/2009 9.00,"0,7","12,0","20,0",
20/07/2009 10.00,"1,7",,,"11,2"
20/07/2009 11.00,"0,9",,,
20/07/2009 12.00,"1,3","13,2","23,2","16,1"
20/07/2009 13.00,"1,8","8,7","14,5",
20/07/2009 14.00,"2,6","7,6","12,6","7,8"
20/07/2009 15.00,"3,0","6,3","9,2",
20/07/2009 16.00,"2,5","4,7","7,8","12,2"
20/07/2009 17.00,"1,7","4,9","8,1",
20/07/2009 18.00,"2,1","7,6","11,4","9,8"
20/07/2009 19.00,"1,5","8,3","12,0",
20/07/2009 20.00,"0,5","9,4","12,0","17,6"
20/07/2009 21.00,"0,4","9,0","11,2",
20/07/2009 22.00,"0,1","10,2","12,1","13,2"
20/07/2009 23.00,"0,3","9,6","12,9",
21/07/2009 0.00,"0,3","12,3","17,9","16,1"
21/07/2009 1.00,,"17,1","24,2",
21/07/2009 2.00,"0,8",,,"6,8"
21/07/2009 3.00,"0,2","12,3","13,8",
21/07/2009 4.00,"0,3","7,3","8,7","7,3"
21/07/2009 5.00,"0,0","7,0","8,4",
21/07/2009 6.00,"0,0","7,4","9,8","11,7"
21/07/2009 7.00,"0,0","14,7","20,1",
21/07/2009 8.00,"0,0","11,0","16,0","10,3"
21/07/2009 9.00,"0,1","11,0","16,6",
21/07/2009 10.00,"0,0","14,5","21,7","12,2"
21/07/2009 11.00,"0,2","9,5","15,8",
21/07/2009 12.00,"0,2","8,7","13,6","10,3"
21/07/2009 13.00,"0,1","8,9","14,1",
21/07/2009 14.00,"1,6","7,9","12,3","5,9"
21/07/2009 15.00,"2,0","8,2","12,4",
21/07/2009 16.00,"0,7","5,2","7,2","12,7"
21/07/2009 17.00,"0,0","4,8","7,0",
21/07/2009 18.00,"0,0","5,7","8,1","16,1"
21/07/2009 19.00,"0,0","8,3","11,0",
